
[00:00:00.000 --> 00:00:09.000]  我們真的能夠常常回復這份愛主耶穌、愛神的初心
[00:05:55.000 --> 00:05:57.000]  49節之後
[00:05:57.000 --> 00:05:59.000]  就是我們今天讀的經文
[00:05:59.000 --> 00:06:01.000]  將兩段經文連在一起
[00:06:01.000 --> 00:06:04.000]  本來是不相干的經文
[00:06:04.000 --> 00:06:06.000]  但是是不是真的不相干呢
[00:06:06.000 --> 00:06:08.000]  是不是真的兩段獨立經文呢
[00:06:08.000 --> 00:06:11.000]  如果你從那個心態去看
[00:06:11.000 --> 00:06:12.000]  第49節
[00:06:12.000 --> 00:06:14.000]  約翰就突然間跟耶穌說
[00:06:14.000 --> 00:06:16.000]  老師拉鼻子
[00:06:16.000 --> 00:06:19.000]  我們看到一個人奉你的名趕鬼
[00:06:19.000 --> 00:06:21.000]  我們就阻止他
[00:06:21.000 --> 00:06:24.000]  奉耶穌的名趕鬼
[00:06:24.000 --> 00:06:26.000]  要阻止他
[00:06:26.000 --> 00:06:29.000]  為什麼趕鬼要阻止人呢
[00:06:29.000 --> 00:06:33.000]  奉耶穌你的名字趕鬼
[00:06:33.000 --> 00:06:35.000]  為什麼要阻止他呢
[00:06:35.000 --> 00:06:37.000]  我們追問下去就會看到
[00:06:37.000 --> 00:06:38.000]  為什麼呢
[00:06:38.000 --> 00:06:40.000]  約翰有講解釋
[00:06:40.000 --> 00:06:44.000]  因為他不和我們一起跟隨你
[00:06:44.000 --> 00:06:48.000]  不和我們一起跟隨你
[00:06:48.000 --> 00:06:50.000]  就是說
[00:06:50.000 --> 00:06:53.000]  他們看自己這12個人
[00:06:53.000 --> 00:06:57.000]  是跟隨耶穌的唯一的尊利
[00:06:57.000 --> 00:07:00.000]  你必須要透過我們這個團體
[00:07:00.000 --> 00:07:03.000]  好像一個人生的勝利組
[00:07:03.000 --> 00:07:04.000]  來跟隨
[00:07:04.000 --> 00:07:06.000]  你才是合規格
[00:07:06.000 --> 00:07:08.000]  所以如果由我們去授權
[00:07:08.000 --> 00:07:10.000]  你們就可以趕鬼了
[00:07:10.000 --> 00:07:13.000]  哇,這個想法
[00:07:13.000 --> 00:07:16.000]  如果將上文講的那段經文
[00:07:16.000 --> 00:07:18.000]  拼在一起的時候
[00:07:18.000 --> 00:07:20.000]  原來那個心態
[00:07:20.000 --> 00:07:22.000]  仍然都是想說
[00:07:22.000 --> 00:07:25.000]  我們是獨家經營
[00:07:25.000 --> 00:07:29.000]  其他的一概不能夠成立
[00:07:29.000 --> 00:07:32.000]  你覺得是很諷刺的
[00:07:32.000 --> 00:07:36.000]  看到別人趕鬼是奉主耶穌的名
[00:07:36.000 --> 00:07:40.000]  但是因為不是跟隨你們門徒
[00:07:40.000 --> 00:07:41.000]  或者約翰
[00:07:41.000 --> 00:07:46.000]  就立即看這個是一個不合法的運動
[00:07:46.000 --> 00:07:47.000]  一個活動
[00:07:47.000 --> 00:07:51.000]  所以就叫耶穌來阻止
[00:07:51.000 --> 00:07:52.000]  耶穌就說
[00:07:52.000 --> 00:07:53.000]  不要阻止他們
[00:07:53.000 --> 00:07:57.000]  因為不抵擋你們的就是幫助你們
[00:07:57.000 --> 00:07:59.000]  不抵擋你們
[00:07:59.000 --> 00:08:01.000]  因為是傳福音趕鬼
[00:08:01.000 --> 00:08:03.000]  是幫助一個人離開
[00:08:03.000 --> 00:08:05.000]  被仇敵的影響
[00:08:05.000 --> 00:08:07.000]  為什麼要阻止他呢?
[00:08:07.000 --> 00:08:09.000]  他不是奉撒旦的名
[00:08:09.000 --> 00:08:11.000]  不是奉別西卜的名
[00:08:11.000 --> 00:08:13.000]  是奉耶穌的名
[00:08:13.000 --> 00:08:16.000]  哇,耶穌給這班門徒
[00:08:16.000 --> 00:08:21.000]  這麼早上去耶路撒冷之前的一段路
[00:08:21.000 --> 00:08:24.000]  先給他們去一個這樣的教訓
[00:08:24.000 --> 00:08:27.000]  不要有門戶之見
[00:08:27.000 --> 00:08:30.000]  不是你獨家的
[00:08:30.000 --> 00:08:34.000]  大家都是在不同的侍奉裡面
[00:08:34.000 --> 00:08:37.000]  高舉的是耶穌的名
[00:08:37.000 --> 00:08:38.000]  是耶穌的名
[00:08:38.000 --> 00:08:41.000]  令到那個被鬼附的人得到釋放
[00:08:41.000 --> 00:08:43.000]  歸根結底
[00:08:43.000 --> 00:08:46.000]  本來兩段聖經好像沒什麼關係
[00:08:46.000 --> 00:08:48.000]  其實不是沒有關係
[00:08:48.000 --> 00:08:53.000]  人的裡面需要有一個新的價值觀
[00:08:53.000 --> 00:08:55.000]  你們中間最少的
[00:08:55.000 --> 00:08:57.000]  他就偉大了
[00:08:57.000 --> 00:08:59.000]  用一個例子可能大家有些共鳴的
[00:08:59.000 --> 00:09:03.000]  大家有沒有試過野生捕獲周潤發呢?
[00:09:03.000 --> 00:09:07.000]  他到處去行山,搭地鐵,搭巴士
[00:09:07.000 --> 00:09:11.000]  你想想是香港來說的超級巨星
[00:09:11.000 --> 00:09:13.000]  我看過他一個片段
[00:09:13.000 --> 00:09:15.000]  他拍戲的時候
[00:09:15.000 --> 00:09:19.000]  他說他拍戲是會完全投入那個劇情
[00:09:19.000 --> 00:09:21.000]  那個劇本
[00:09:21.000 --> 00:09:25.000]  看著他用單手打生雞蛋
[00:09:25.000 --> 00:09:27.000]  打到杯子上
[00:09:27.000 --> 00:09:28.000]  很純熟
[00:09:28.000 --> 00:09:30.000]  我不知道要用多久時間
[00:09:30.000 --> 00:09:33.000]  一打就分開蛋殼
[00:09:33.000 --> 00:09:34.000]  然後放進去
[00:09:34.000 --> 00:09:38.000]  那個劇情是要十二隻生雞蛋
[00:09:38.000 --> 00:09:39.000]  打完之後
[00:09:39.000 --> 00:09:42.000]  整杯就這樣喝了
[00:09:42.000 --> 00:09:45.000]  喝完拍完會不會嘔吐呢?
[00:09:45.000 --> 00:09:47.000]  如果是我我肯定會嘔吐
[00:09:47.000 --> 00:09:49.000]  他好像是完全面不改容
[00:09:49.000 --> 00:09:52.000]  他覺得這個就是我作為這個工作
[00:09:52.000 --> 00:09:54.000]  必須要有的專業
[00:09:54.000 --> 00:09:56.000]  當然如是者經過這麼多年
[00:09:56.000 --> 00:10:00.000]  大家在香港人甚至華人的內心
[00:10:00.000 --> 00:10:02.000]  一個超級巨星
[00:10:02.000 --> 00:10:04.000]  但他親民到一個地步
[00:10:04.000 --> 00:10:07.000]  人家見到他來者不拒
[00:10:07.000 --> 00:10:09.000]  主婦又找他拍照
[00:10:09.000 --> 00:10:11.000]  小朋友又找他拍照
[00:10:11.000 --> 00:10:13.000]  他完全沒有那種價值
[00:10:13.000 --> 00:10:15.000]  完全沒有那種
[00:10:15.000 --> 00:10:19.000]  好像我和你是不同的人
[00:10:19.000 --> 00:10:21.000]  這個彷彿
[00:10:21.000 --> 00:10:23.000]  人家一個不信主的人
[00:10:23.000 --> 00:10:25.000]  都找到這個秘訣
[00:10:25.000 --> 00:10:30.000]  都找到你們當中最小的就是最大
[00:10:30.000 --> 00:10:32.000]  我們跟隨耶穌的
[00:10:32.000 --> 00:10:35.000]  上文剛剛耶穌才說
[00:10:35.000 --> 00:10:39.000]  人子要在耶路撒冷受害
[00:10:39.000 --> 00:10:43.000]  當他知道他被接上升的日子
[00:10:43.000 --> 00:10:45.000]  他就要上耶路撒冷
[00:10:45.000 --> 00:10:47.000]  這個是我們的主耶穌
[00:10:47.000 --> 00:10:49.000]  門徒在這個時候
[00:10:49.000 --> 00:10:50.000]  未成熟的
[00:10:50.000 --> 00:10:53.000]  不過反照的是他們內心裏面
[00:10:53.000 --> 00:10:55.000]  那個態度
[00:10:55.000 --> 00:10:57.000]  必須要證實
[00:10:57.000 --> 00:11:01.000]  原來一個人的心如果太大
[00:11:01.000 --> 00:11:03.000]  就接納不到別人
[00:11:03.000 --> 00:11:05.000]  當你的心
[00:11:05.000 --> 00:11:06.000]  好像主耶穌所說的
[00:11:06.000 --> 00:11:09.000]  你們當中最小的
[00:11:09.000 --> 00:11:11.000]  你就能夠為大
[00:11:11.000 --> 00:11:14.000]  其實一個人的心如果能夠這麼謙卑
[00:11:14.000 --> 00:11:16.000]  根本就不會長大
[00:11:16.000 --> 00:11:19.000]  更加不會覺得自己就是勝利組
[00:11:19.000 --> 00:11:21.000]  其他人是不行的
[00:11:21.000 --> 00:11:22.000]  要我們才行
[00:11:22.000 --> 00:11:24.000]  是要由我們去趕鬼才行
[00:11:24.000 --> 00:11:26.000]  意思就是這樣
[00:11:26.000 --> 00:11:28.000]  又用一個例子
[00:11:28.000 --> 00:11:30.000]  給大家有一點共鳴
[00:11:30.000 --> 00:11:32.000]  早點失敗比遲好
[00:11:32.000 --> 00:11:36.000]  有一位叫郭瑞祥教授
[00:11:36.000 --> 00:11:40.000]  台灣大學的一個很出色的教授
[00:11:40.000 --> 00:11:43.000]  他由工程轉做管理學
[00:11:43.000 --> 00:11:46.000]  他說他從小讀書很厲害
[00:11:46.000 --> 00:11:51.000]  博士就去到麻省理工
[00:11:51.000 --> 00:11:53.000]  讀工程的博士
[00:11:53.000 --> 00:11:56.000]  他一路的成績是非常卓越的
[00:11:56.000 --> 00:11:59.000]  一路科都拿A的
[00:11:59.000 --> 00:12:03.000]  其中一科必修科
[00:12:03.000 --> 00:12:05.000]  他就沒有信心
[00:12:05.000 --> 00:12:07.000]  所以他延遲了一年
[00:12:07.000 --> 00:12:09.000]  希望能夠多儲一年的時間
[00:12:09.000 --> 00:12:10.000]  再考
[00:12:10.000 --> 00:12:12.000]  誰知道去到博士的第二年
[00:12:12.000 --> 00:12:15.000]  唯獨那一科拿B
[00:12:15.000 --> 00:12:17.000]  拿B已經很厲害了
[00:12:17.000 --> 00:12:19.000]  對他來說
[00:12:19.000 --> 00:12:21.000]  他就耿耿於懷
[00:12:21.000 --> 00:12:23.000]  跟他的指導教授說
[00:12:23.000 --> 00:12:26.000]  我真的抱歉了
[00:12:26.000 --> 00:12:27.000]  我科科都A
[00:12:27.000 --> 00:12:29.000]  唯獨這一科
[00:12:29.000 --> 00:12:31.000]  我已經盡了力了
[00:12:31.000 --> 00:12:33.000]  已經用策略
[00:12:33.000 --> 00:12:36.000]  我讀遲一年再去考
[00:12:36.000 --> 00:12:37.000]  去做
[00:12:37.000 --> 00:12:39.000]  但是拿B
[00:12:39.000 --> 00:12:41.000]  那個指導教授就說
[00:12:41.000 --> 00:12:42.000]  恭喜你
[00:12:42.000 --> 00:12:45.000]  你不再需要為A來讀書了
[00:12:45.000 --> 00:12:46.000]  從今以後
[00:12:46.000 --> 00:12:48.000]  你就可以為你的理想
[00:12:48.000 --> 00:12:52.000]  為每一個框架來框住你
[00:12:52.000 --> 00:12:54.000]  你要科科拿A
[00:12:54.000 --> 00:12:57.000]  因為你是一個最優秀的人
[00:12:57.000 --> 00:12:59.000]  你在中學大學
[00:12:59.000 --> 00:13:01.000]  一路都沒有試過失敗
[00:13:01.000 --> 00:13:03.000]  弟兄姊妹
[00:13:03.000 --> 00:13:06.000]  主耶穌有沒有欣賞約翰
[00:13:06.000 --> 00:13:09.000]  我的嫡系弟子
[00:13:09.000 --> 00:13:11.000]  見到有人趕鬼
[00:13:11.000 --> 00:13:14.000]  那個人是奉我的命
[00:13:14.000 --> 00:13:16.000]  而不是跟隨你
[00:13:16.000 --> 00:13:18.000]  你就要禁止他
[00:13:18.000 --> 00:13:19.000]  主耶穌怎麼說呢
[00:13:19.000 --> 00:13:21.000]  很簡單
[00:13:21.000 --> 00:13:22.000]  不要阻止
[00:13:22.000 --> 00:13:23.000]  因為他的心
[00:13:23.000 --> 00:13:26.000]  真的是為神去做的
[00:13:26.000 --> 00:13:27.000]  所以約翰
[00:13:27.000 --> 00:13:30.000]  不要想得太大自己
[00:13:30.000 --> 00:13:33.000]  原來也是那個心裡太大
[00:13:33.000 --> 00:13:36.000]  容不下別人
[00:13:36.000 --> 00:13:37.000]  再看下去
[00:13:37.000 --> 00:13:39.000]  你就更加
[00:13:39.000 --> 00:13:40.000]  我現在都在流汗
[00:13:40.000 --> 00:13:42.000]  所以說話比較大聲
[00:13:42.000 --> 00:13:44.000]  燈又很燦爛
[00:13:44.000 --> 00:13:46.000]  我們見到
[00:13:46.000 --> 00:13:49.000]  第52節
[00:13:49.000 --> 00:13:51.000]  主耶穌打發使者
[00:13:51.000 --> 00:13:53.000]  主耶穌打發使者
[00:13:53.000 --> 00:13:54.000]  在他前頭走
[00:13:54.000 --> 00:13:57.000]  他們進了撒邁尼亞的一個村莊
[00:13:57.000 --> 00:13:58.000]  要為他作準備
[00:13:58.000 --> 00:14:00.000]  那裡的人不接待他
[00:14:00.000 --> 00:14:03.000]  因為他面向耶路撒冷去
[00:14:03.000 --> 00:14:05.000]  他的門徒雅各和約翰
[00:14:05.000 --> 00:14:07.000]  又看到這件事了
[00:14:07.000 --> 00:14:08.000]  就說主耶穌
[00:14:08.000 --> 00:14:10.000]  不如我們吩咐
[00:14:10.000 --> 00:14:13.000]  天上的火降下來
[00:14:13.000 --> 00:14:14.000]  消滅他們
[00:14:14.000 --> 00:14:16.000]  因為不接待耶穌
[00:14:16.000 --> 00:14:18.000]  撒邁尼亞城的人
[00:14:18.000 --> 00:14:19.000]  不接待耶穌
[00:14:19.000 --> 00:14:22.000]  所以我們就希望火降下來
[00:14:22.000 --> 00:14:23.000]  燒了他們
[00:14:23.000 --> 00:14:25.000]  原來廣東話那個火都來
[00:14:25.000 --> 00:14:27.000]  就是這個意思
[00:14:27.000 --> 00:14:28.000]  火都來了
[00:14:28.000 --> 00:14:30.000]  天上的火降下來
[00:14:30.000 --> 00:14:33.000]  燒這一班撒邁尼亞城的人
[00:14:33.000 --> 00:14:34.000]  當然是開玩笑
[00:14:34.000 --> 00:14:36.000]  火都來是不對的
[00:14:36.000 --> 00:14:38.000]  接著就是第55節
[00:14:38.000 --> 00:14:40.000]  耶穌轉身
[00:14:40.000 --> 00:14:42.000]  責備兩個門徒
[00:14:42.000 --> 00:14:47.000]  於是他們就往別的村莊去了
[00:14:47.000 --> 00:14:48.000]  很簡單
[00:14:48.000 --> 00:14:50.000]  責備這兩個門徒
[00:14:50.000 --> 00:14:52.000]  又是什麼心態呢?
[00:14:52.000 --> 00:14:54.000]  不接待耶穌
[00:14:54.000 --> 00:14:56.000]  因為撒邁尼亞人
[00:14:56.000 --> 00:14:58.000]  和猶太人
[00:14:58.000 --> 00:15:00.000]  是沒有來往的
[00:15:00.000 --> 00:15:02.000]  撒邁尼亞人
[00:15:02.000 --> 00:15:04.000]  是拒絕猶太人的
[00:15:04.000 --> 00:15:08.000]  猶太人固然拒絕撒邁尼亞人
[00:15:08.000 --> 00:15:12.000]  這是一個歷史帶下來的原因
[00:15:12.000 --> 00:15:14.000]  耶穌沒有理會這件事
[00:15:14.000 --> 00:15:16.000]  祂上耶路撒冷
[00:15:16.000 --> 00:15:18.000]  祂見到撒邁尼亞城的人
[00:15:18.000 --> 00:15:19.000]  不肯接待
[00:15:19.000 --> 00:15:21.000]  耶穌不介意
[00:15:21.000 --> 00:15:23.000]  因為更加不接待祂的是
[00:15:23.000 --> 00:15:26.000]  耶路撒冷的猶太人
[00:15:26.000 --> 00:15:29.000]  等著要來將祂置於死地
[00:15:29.000 --> 00:15:31.000]  所以在這個時候
[00:15:31.000 --> 00:15:36.000]  盧家醫生將這段經文放在聖經裏面
[00:15:36.000 --> 00:15:37.000]  記得不要忘記
[00:15:37.000 --> 00:15:41.000]  盧家有另外兩次講撒邁尼亞人
[00:15:41.000 --> 00:15:44.000]  有一個比喻是講撒邁尼亞人
[00:15:44.000 --> 00:15:46.000]  接待那個被打傷的人
[00:15:46.000 --> 00:15:49.000]  另外一個不是比喻
[00:15:49.000 --> 00:15:53.000]  是有十個患大麻瘋的人
[00:15:53.000 --> 00:15:55.000]  去找耶穌
[00:15:55.000 --> 00:15:59.000]  然後離開的時候就康復了
[00:15:59.000 --> 00:16:03.000]  但其中一個是撒邁尼亞人
[00:16:03.000 --> 00:16:06.000]  這個撒邁尼亞患大麻瘋的人
[00:16:06.000 --> 00:16:08.000]  自己一個回來找耶穌
[00:16:08.000 --> 00:16:09.000]  為什麼這麼奇怪
[00:16:09.000 --> 00:16:11.000]  只剩下一個人回來呢
[00:16:11.000 --> 00:16:13.000]  其中九個是猶太人
[00:16:13.000 --> 00:16:17.000]  因為當九個猶太人康復之後
[00:16:17.000 --> 00:16:21.000]  突然發現自己和一起患大麻瘋的撒邁尼亞人
[00:16:21.000 --> 00:16:23.000]  是撒邁尼亞人
[00:16:23.000 --> 00:16:25.000]  一個康復的猶太人
[00:16:25.000 --> 00:16:30.000]  立即心裡的結又出現了
[00:16:30.000 --> 00:16:35.000]  立即看撒邁尼亞人不是自己的
[00:16:35.000 --> 00:16:38.000]  一起同甘共苦的病人
[00:16:38.000 --> 00:16:40.000]  多麼諷刺
[00:16:40.000 --> 00:16:41.000]  所以主耶穌
[00:16:41.000 --> 00:16:43.000]  或者在這段聖經
[00:16:43.000 --> 00:16:45.000]  作者想告訴我們
[00:16:45.000 --> 00:16:50.000]  主耶穌不會這樣看不同的民族
[00:16:50.000 --> 00:16:55.000]  祂只會看祂自己要面對這個十字架
[00:16:55.000 --> 00:16:57.000]  人拒絕祂
[00:16:57.000 --> 00:16:59.000]  撒邁尼亞人首先拒絕祂
[00:16:59.000 --> 00:17:01.000]  耶穌不會介意
[00:17:01.000 --> 00:17:05.000]  耶穌很想祂的門徒知道
[00:17:05.000 --> 00:17:08.000]  這一刻不是審判
[00:17:08.000 --> 00:17:11.000]  耶穌來是恩典
[00:17:11.000 --> 00:17:14.000]  任何的人祂都會接納
[00:17:14.000 --> 00:17:17.000]  接著最後的這段聖經57
[00:17:17.000 --> 00:17:20.000]  一路去到61節
[00:17:20.000 --> 00:17:22.000]  有三個門徒
[00:17:22.000 --> 00:17:27.000]  三段經文都有一個一致的答案
[00:17:27.000 --> 00:17:31.000]  就是都拒絕立即跟隨耶穌
[00:17:31.000 --> 00:17:33.000]  因為他們根本就沒有想過
[00:17:33.000 --> 00:17:35.000]  作門徒的代價
[00:17:35.000 --> 00:17:38.000]  57節他們在路上的時候
[00:17:38.000 --> 00:17:40.000]  有一個人就對耶穌說
[00:17:40.000 --> 00:17:42.000]  你無論往哪裡去
[00:17:42.000 --> 00:17:43.000]  去哪裡?
[00:17:43.000 --> 00:17:45.000]  上耶路撒冷
[00:17:45.000 --> 00:17:48.000]  我都要跟隨你
[00:17:48.000 --> 00:17:49.000]  耶穌說
[00:17:49.000 --> 00:17:50.000]  狐狸有洞
[00:17:50.000 --> 00:17:52.000]  天空的飛鳥有窩
[00:17:52.000 --> 00:17:56.000]  人子卻沒有枕頭的地方
[00:17:56.000 --> 00:17:58.000]  他又對另一個人說
[00:17:58.000 --> 00:18:00.000]  來跟隨我
[00:18:00.000 --> 00:18:01.000]  那個人就說
[00:18:01.000 --> 00:18:02.000]  主啊
[00:18:02.000 --> 00:18:05.000]  容許我先回去埋葬我的父親
[00:18:05.000 --> 00:18:08.000]  當時是一個很合理的理由
[00:18:08.000 --> 00:18:10.000]  甚至乎
[00:18:10.000 --> 00:18:12.000]  爸爸還是在生
[00:18:12.000 --> 00:18:14.000]  做兒子的不可以遠行
[00:18:14.000 --> 00:18:16.000]  耶穌就說
[00:18:16.000 --> 00:18:20.000]  讓死人埋葬他們的死人
[00:18:20.000 --> 00:18:23.000]  你只管去全港神的國
[00:18:23.000 --> 00:18:25.000]  很重的說話
[00:18:25.000 --> 00:18:26.000]  對這個人
[00:18:26.000 --> 00:18:29.000]  他很有意思跟隨你的耶穌
[00:18:29.000 --> 00:18:32.000]  你容許我先去慈別我的爸爸
[00:18:32.000 --> 00:18:34.000]  耶穌說的話
[00:18:34.000 --> 00:18:36.000]  其實正正就是針對他內心
