
[00:00:00.000 --> 00:00:05.000]  剛才在開始等節目進來的時候
[00:03:37.000 --> 00:03:38.000]  我讀一次
[00:03:38.000 --> 00:03:40.000]  因為我們主要看頭十二節
[00:03:40.000 --> 00:03:43.000]  主在祢世世代代作我們的居所
[00:03:43.000 --> 00:03:45.000]  珠山未曾生出
[00:03:45.000 --> 00:03:47.000]  地與世界祢未曾造成
[00:03:47.000 --> 00:03:49.000]  從耿古到永遠祢是神
[00:03:49.000 --> 00:03:51.000]  祢使人歸於塵土說
[00:03:51.000 --> 00:03:53.000]  你們世人要歸回
[00:03:53.000 --> 00:03:57.000]  在祢看來千年如過的昨天
[00:03:57.000 --> 00:03:59.000]  如已夜過的現在這一更
[00:03:59.000 --> 00:04:01.000]  祢叫他們如水沖去
[00:04:01.000 --> 00:04:03.000]  他們如睡一覺
[00:04:03.000 --> 00:04:05.000]  早晨他們如生長的草
[00:04:05.000 --> 00:04:07.000]  早晨發芽生長
[00:04:07.000 --> 00:04:08.000]  晚上閣下敷肝
[00:04:08.000 --> 00:04:10.000]  我們因祢的怒氣而消滅
[00:04:10.000 --> 00:04:12.000]  因祢的憤怒而驚惶
[00:04:12.000 --> 00:04:15.000]  祢將我們的罪孽擺在祢面前
[00:04:15.000 --> 00:04:18.000]  將我們的忍惡擺在祢面光之中
[00:04:18.000 --> 00:04:21.000]  我們經過的日子都在祢震怒之下
[00:04:21.000 --> 00:04:25.000]  我們年盡的歲月好像一聲嘆息
[00:04:25.000 --> 00:04:27.000]  我們一生的年日是七十歲
[00:04:27.000 --> 00:04:29.000]  若是強壯可到八十歲
[00:04:29.000 --> 00:04:33.000]  但其中所經過的不過是勞苦愁煩
[00:04:33.000 --> 00:04:34.000]  轉眼成空
[00:04:34.000 --> 00:04:36.000]  我們便如飛而去
[00:04:36.000 --> 00:04:38.000]  誰替祢怒氣的權勢
[00:04:38.000 --> 00:04:40.000]  誰安著祢歌手的敬畏
[00:04:40.000 --> 00:04:41.000]  替祢的憤怒呢
[00:04:41.000 --> 00:04:44.000]  求祢指教我們怎樣所算節的日子
[00:04:44.000 --> 00:04:46.000]  好讓我們得著智慧的心
[00:04:46.000 --> 00:04:47.000]  多謝祈禱
[00:04:47.000 --> 00:04:50.000]  最後求主祢多來說話
[00:04:50.000 --> 00:04:53.000]  我們知道無論是甚麼年日
[00:04:53.000 --> 00:04:54.000]  祢仍然對我們說話
[00:04:54.000 --> 00:04:56.000]  求主祢讓我們能夠在
[00:04:56.000 --> 00:04:58.000]  藉著詩篇九十篇裏面
[00:04:58.000 --> 00:05:02.000]  來細聽、昔日摩西一番的說話
[00:05:02.000 --> 00:05:04.000]  求主祢這樣來幫助我們
[00:05:04.000 --> 00:05:06.000]  奉主命求 阿們
[00:05:06.000 --> 00:05:10.000]  今天我們用一個特別的視野
[00:05:10.000 --> 00:05:12.000]  來閱讀詩篇九十篇
[00:05:12.000 --> 00:05:15.000]  先說說詩篇的背景
[00:05:15.000 --> 00:05:17.000]  詩篇九十篇是屬於
[00:05:17.000 --> 00:05:20.000]  詩篇卷四裏面的第一篇
[00:05:20.000 --> 00:05:22.000]  其實一百五十首詩篇
[00:05:22.000 --> 00:05:24.000]  是分了五大卷
[00:05:24.000 --> 00:05:28.000]  九十篇是屬於第四卷的部分
[00:05:28.000 --> 00:05:30.000]  雖然這首詩的題目
[00:05:30.000 --> 00:05:33.000]  叫做神人摩西的祈禱
[00:05:33.000 --> 00:05:35.000]  但這首詩的作者
[00:05:35.000 --> 00:05:37.000]  不一定是摩西本人
[00:05:37.000 --> 00:05:39.000]  或多數都不是摩西本人
[00:05:39.000 --> 00:05:41.000]  這首詩或以色列人
[00:05:41.000 --> 00:05:44.000]  以摩西的名義來說述
[00:05:44.000 --> 00:05:49.000]  臨終時的摩西對生命的反思
[00:05:49.000 --> 00:05:51.000]  可能大家最熟悉的就是這句
[00:05:51.000 --> 00:05:53.000]  我們一生的年日是七十歲
[00:05:53.000 --> 00:05:56.000]  若是強壯可到八十歲
[00:05:56.000 --> 00:05:58.000]  大家不少基督徒都用
[00:05:58.000 --> 00:06:00.000]  這個Biblical的標準
[00:06:00.000 --> 00:06:02.000]  來計算自己的衡量
[00:06:02.000 --> 00:06:05.000]  自己是到未還是Over了呢
[00:06:05.000 --> 00:06:07.000]  是否已經賺多了呢
[00:06:07.000 --> 00:06:08.000]  基本上來說
[00:06:08.000 --> 00:06:12.000]  如果你聽過這篇詩篇的講道的話
[00:06:12.000 --> 00:06:14.000]  大概都可以告訴你
[00:06:14.000 --> 00:06:16.000]  人的一生裏面的年歲
[00:06:16.000 --> 00:06:19.000]  我們的生命和死亡
[00:06:19.000 --> 00:06:20.000]  人的渺小
[00:06:20.000 --> 00:06:23.000]  上帝的永恆等的題目
[00:06:23.000 --> 00:06:24.000]  正如C.P.Socra的作者
[00:06:24.000 --> 00:06:25.000]  頭四節這樣說
[00:06:25.000 --> 00:06:27.000]  主啊!你的世世代代
[00:06:27.000 --> 00:06:28.000]  將我們的居所
[00:06:28.000 --> 00:06:30.000]  珠三未曾生出
[00:06:30.000 --> 00:06:32.000]  地與世界未曾造成
[00:06:32.000 --> 00:06:34.000]  從敢古道永遠你是神
[00:06:34.000 --> 00:06:35.000]  使人歸於塵土
[00:06:35.000 --> 00:06:37.000]  你們世人要歸回
[00:06:37.000 --> 00:06:40.000]  在你看來千年如過昨日
[00:06:40.000 --> 00:06:42.000]  如夜間的一更
[00:06:42.000 --> 00:06:45.000]  都是講一些永恆的角度
[00:06:45.000 --> 00:06:48.000]  來看我們生命的短暫
[00:06:48.000 --> 00:06:52.000]  不過如果你細心閱讀這篇詩篇的話
[00:06:52.000 --> 00:06:53.000]  其實你會發現
[00:06:53.000 --> 00:06:59.000]  詩篇不單單是講我們的生命很短暫
[00:06:59.000 --> 00:07:01.000]  時間過得很快
[00:07:01.000 --> 00:07:03.000]  人生將要過去
[00:07:03.000 --> 00:07:07.000]  而它講述我們人一生的年歲裏面
[00:07:07.000 --> 00:07:11.000]  是怎樣渡過我們的年歲
[00:07:11.000 --> 00:07:13.000]  它的年歲是怎樣流逝
[00:07:13.000 --> 00:07:15.000]  怎樣過去
[00:07:15.000 --> 00:07:16.000]  我的意思是
[00:07:16.000 --> 00:07:17.000]  如果你讀這篇詩篇的時候
[00:07:17.000 --> 00:07:18.000]  你細心發現
[00:07:18.000 --> 00:07:22.000]  你會看到這篇詩篇不單單是講上帝
[00:07:22.000 --> 00:07:24.000]  看千年如過一日
[00:07:24.000 --> 00:07:25.000]  我們的生命過得很快
[00:07:25.000 --> 00:07:29.000]  而是我們的生命不單過得很快
[00:07:29.000 --> 00:07:32.000]  而且過得不太好
[00:07:32.000 --> 00:07:34.000]  在神眼中
[00:07:34.000 --> 00:07:35.000]  真的,頂姐妹
[00:07:35.000 --> 00:07:37.000]  如果你看這篇詩篇的時候
[00:07:37.000 --> 00:07:42.000]  如果用年老的摩西來講述這篇詩篇的時候
[00:07:42.000 --> 00:07:46.000]  詩篇概嘆的不單單是人生短暫
[00:07:46.000 --> 00:07:51.000]  而是我們人年紀成長成熟
[00:07:51.000 --> 00:07:55.000]  一種少許嘆息和控訴
[00:07:55.000 --> 00:07:57.000]  甚至可以說
[00:07:57.000 --> 00:08:04.000]  《詩本十篇》是一篇去unify我們人生年歲一首詩篇
[00:08:04.000 --> 00:08:09.000]  找不到一個更加貼切的字去講這個unify的字
[00:08:09.000 --> 00:08:10.000]  或者說
[00:08:10.000 --> 00:08:15.000]  《詩本十篇》是對於我們人生裏面所謂成年人
[00:08:15.000 --> 00:08:17.000]  長大的人
[00:08:17.000 --> 00:08:19.000]  一些大人
[00:08:19.000 --> 00:08:21.000]  有一種控訴
[00:08:21.000 --> 00:08:26.000]  《詩本十篇》不單單是說我們時間過得很快
[00:08:26.000 --> 00:08:28.000]  人生的世上日子有限
[00:08:28.000 --> 00:08:32.000]  而是說就算讓你過到幾十歲
[00:08:32.000 --> 00:08:33.000]  五六十歲
[00:08:33.000 --> 00:08:34.000]  七八十歲
[00:08:34.000 --> 00:08:38.000]  其實都是很沒什麼的
[00:08:38.000 --> 00:08:42.000]  不知道當中大家有沒有一些比較年輕的頂姐妹
[00:08:42.000 --> 00:08:45.000]  或者你曾經以前讀中學的時候
[00:08:45.000 --> 00:08:46.000]  有沒有一種感覺
[00:08:46.000 --> 00:08:49.000]  對於一些比你年長的人
[00:08:49.000 --> 00:08:50.000]  那些長輩
[00:08:50.000 --> 00:08:52.000]  有一種很敬畏
[00:08:52.000 --> 00:08:55.000]  有一種甚至是恐懼的感覺
[00:08:55.000 --> 00:08:58.000]  這些原來叫權威恐懼症
[00:08:58.000 --> 00:09:00.000]  對於一些年紀大的人
[00:09:00.000 --> 00:09:02.000]  或者你的老闆
[00:09:02.000 --> 00:09:04.000]  有一種權威恐懼症
[00:09:04.000 --> 00:09:06.000]  以前會覺得少許
[00:09:06.000 --> 00:09:07.000]  當我讀中學的時候
[00:09:07.000 --> 00:09:08.000]  或者讀神學的時候
[00:09:08.000 --> 00:09:11.000]  對於一些四五十歲的老師校長
[00:09:11.000 --> 00:09:13.000]  我是特別很緊張
[00:09:13.000 --> 00:09:16.000]  對於一些大人很緊張
[00:09:16.000 --> 00:09:18.000]  他們是大人來的
[00:09:18.000 --> 00:09:19.000]  他們是很有智慧
[00:09:19.000 --> 00:09:21.000]  要尊敬他們
[00:09:21.000 --> 00:09:24.000]  我和他們好像參考院的感覺
[00:09:24.000 --> 00:09:27.000]  當我自己成為一個四十幾歲的人的時候
[00:09:27.000 --> 00:09:31.000]  發覺原來四十幾歲的人都是一些沒什麼的
[00:09:31.000 --> 00:09:32.000]  都是一些很普通的
[00:09:32.000 --> 00:09:34.000]  一坨東西都不奇怪
[00:09:34.000 --> 00:09:36.000]  都是一些很普通的一個人
[00:09:36.000 --> 00:09:39.000]  只不過看起來好像很大個
[00:09:39.000 --> 00:09:41.000]  年紀大
[00:09:41.000 --> 00:09:43.000]  其實真的只不過是年紀大
[00:09:43.000 --> 00:09:46.000]  大家不知道有沒有聽過
[00:09:46.000 --> 00:09:48.000]  陳昇有一首歌
[00:09:48.000 --> 00:09:50.000]  陳昇是台灣的歌手
[00:09:50.000 --> 00:09:55.000]  他到現在都口腔癌就康復了
[00:09:55.000 --> 00:09:57.000]  年紀都應該六十幾歲
[00:09:57.000 --> 00:09:59.000]  都快七歲的年紀
[00:09:59.000 --> 00:10:02.000]  六十幾歲的時候寫首歌曲
[00:10:02.000 --> 00:10:04.000]  叫做《像我們這樣的人》
[00:10:04.000 --> 00:10:08.000]  MV就是一班廢老
[00:10:08.000 --> 00:10:11.000]  彈結他和一個美女一起
[00:10:11.000 --> 00:10:13.000]  大家一起唱歌
[00:10:13.000 --> 00:10:16.000]  首詩歌正正是講什麼呢?
[00:10:16.000 --> 00:10:21.000]  就是講一個人年紀大就越是敗壞一種的無奈
[00:10:21.000 --> 00:10:23.000]  歌詞這樣說
[00:10:23.000 --> 00:10:25.000]  我在天上了多少網
[00:10:25.000 --> 00:10:27.000]  我在天用了多少塑膠袋
[00:10:27.000 --> 00:10:29.000]  在天走了多少路
[00:10:29.000 --> 00:10:31.000]  我在天為了多少的夢
[00:10:31.000 --> 00:10:32.000]  我在天說了多少謊
[00:10:32.000 --> 00:10:34.000]  在天撒敗了多少的諾言
[00:10:34.000 --> 00:10:36.000]  一千個宿醉的痛苦
[00:10:36.000 --> 00:10:38.000]  一半不了真心的懊悔
[00:10:38.000 --> 00:10:40.000]  我願若去跟好人吐槽
[00:10:40.000 --> 00:10:42.000]  卻跟噁心的人低頭
[00:10:42.000 --> 00:10:44.000]  像我們這樣的人
[00:10:44.000 --> 00:10:46.000]  是不是應該在上世紀就死去
[00:10:46.000 --> 00:10:51.000]  當然是一種很浪漫的嘆息
[00:10:51.000 --> 00:10:58.000]  詩篇九十篇大概都是感嘆這件事
[00:10:58.000 --> 00:11:03.000]  如果這篇詩人的作者
[00:11:03.000 --> 00:11:06.000]  是以摩西的名義去寫的時候
[00:11:06.000 --> 00:11:10.000]  一個年紀極度老邁的摩西
[00:11:10.000 --> 00:11:13.000]  一個八十歲被枯燥的老頭
[00:11:13.000 --> 00:11:18.000]  在曠野裏面經歷了滄桑四十年的人
[00:11:18.000 --> 00:11:22.000]  一百二十歲離開不了曠野的老人家
[00:11:22.000 --> 00:11:26.000]  當他去到他的生命終結的時候
[00:11:26.000 --> 00:11:31.000]  他發現其實一個很真實的經驗
[00:11:31.000 --> 00:11:35.000]  就是年紀大不代表什麼
[00:11:35.000 --> 00:11:38.000]  我們一起去看看
[00:11:38.000 --> 00:11:39.000]  了諒一下
[00:11:39.000 --> 00:11:43.000]  整篇九十篇裏面如何去講年紀
[00:11:43.000 --> 00:11:45.000]  第五六節 經文這樣說
[00:11:45.000 --> 00:11:48.000]  早晨他們如生長的草
[00:11:48.000 --> 00:11:52.000]  早晨發芽生長 晚上閣下枯幹
[00:11:52.000 --> 00:11:56.000]  經文告訴他人的一生就像草一般的短暫
[00:11:56.000 --> 00:11:59.000]  不過如果我們細味經文的時候
[00:11:59.000 --> 00:12:03.000]  經文不單單是講生長的草生命短暫
[00:12:03.000 --> 00:12:05.000]  他不斷去強調
[00:12:05.000 --> 00:12:09.000]  生長的草其實不斷地來生長
[00:12:09.000 --> 00:12:10.000]  很快的
[00:12:10.000 --> 00:12:15.000]  早晨發芽生長 晚上閣下枯幹
[00:12:15.000 --> 00:12:19.000]  早上仍然是小朋友 中午變成成年人
[00:12:19.000 --> 00:12:23.000]  晚上就步入晚年而死去
[00:12:23.000 --> 00:12:28.000]  這篇九十篇不斷去描述各式各樣的生長
[00:12:28.000 --> 00:12:33.000]  不斷去描述歲月這回事情
[00:12:33.000 --> 00:12:36.000]  究竟這篇九十篇如何去理解歲月呢
[00:12:36.000 --> 00:12:38.000]  我們再看看第七至第九節
[00:12:38.000 --> 00:12:39.000]  詩人這樣說
[00:12:39.000 --> 00:12:42.000]  我們因你的怒氣而消滅
[00:12:42.000 --> 00:12:44.000]  因你的憤怒而驚惶
[00:12:44.000 --> 00:12:46.000]  你將我們的罪孽擺在你面前
[00:12:46.000 --> 00:12:49.000]  將我們的忍惡擺在你面光之中
[00:12:49.000 --> 00:12:51.000]  我們經過的日子都在你震怒之下
[00:12:51.000 --> 00:12:55.000]  我們度盡了年歲好像一聲嘆息
[00:12:55.000 --> 00:13:00.000]  對詩人來說 人的一生在上帝的震怒之下
[00:13:00.000 --> 00:13:03.000]  在上帝的怒氣之中
[00:13:03.000 --> 00:13:07.000]  人類的罪孽和忍惡都擺在神的面前
[00:13:07.000 --> 00:13:15.000]  這段所說的罪孽不是一般人的罪孽
[00:13:15.000 --> 00:13:16.000]  而是甚麼呢
[00:13:16.000 --> 00:13:24.000]  詩人強調一個人是隨著他的年歲增長積累的罪孽
[00:13:24.000 --> 00:13:28.000]  詩人強調你的年紀越是增長
[00:13:28.000 --> 00:13:32.000]  你積累的罪孽和震怒
[00:13:32.000 --> 00:13:35.000]  上帝都是計算在內
[00:13:35.000 --> 00:13:36.000]  尤其是第九節這樣說
[00:13:36.000 --> 00:13:39.000]  我們經過的日子都在你的震怒之下
[00:13:39.000 --> 00:13:43.000]  我們度盡了年歲好像一聲嘆息
[00:13:43.000 --> 00:13:48.000]  詩人說我們一生經過的日子都在上帝的震怒之下
[00:13:48.000 --> 00:13:50.000]  真的 你年紀越大
[00:13:50.000 --> 00:13:52.000]  你經過的日子越多
[00:13:52.000 --> 00:13:56.000]  你走過顛覆到做過的錯事
[00:13:56.000 --> 00:13:59.000]  或者是你曾經碰過的罪孽
[00:13:59.000 --> 00:14:03.000]  都會隨著你走過的路徑增加
[00:14:03.000 --> 00:14:06.000]  而隨之而去增加
[00:14:06.000 --> 00:14:09.000]  就好像福音書裏面
[00:14:09.000 --> 00:14:15.000]  耶穌見到一個被人用石頭打的婦人的故事一樣
[00:14:15.000 --> 00:14:18.000]  耶穌就問你的年長
[00:14:18.000 --> 00:14:20.000]  你的年紀越是增長
[00:14:20.000 --> 00:14:23.000]  你的罪孽就會越重
[00:14:23.000 --> 00:14:27.000]  這是大家可能經過的事情
[00:14:27.000 --> 00:14:29.000]  曾經做過的
[00:14:29.000 --> 00:14:31.000]  知道自己做過的
[00:14:31.000 --> 00:14:34.000]  總比一個小孩子做得多
[00:14:34.000 --> 00:14:38.000]  我以前是
[00:14:38.000 --> 00:14:40.000]  上教會之前
[00:14:40.000 --> 00:14:42.000]  都有做過社會服務
[00:14:42.000 --> 00:14:45.000]  叫做特能童軍
[00:14:45.000 --> 00:14:46.000]  在朗平邨裏面
[00:14:46.000 --> 00:14:51.000]  幫一班輕度弱智的朋友
[00:14:51.000 --> 00:14:53.000]  來到去大力做童軍
[00:14:53.000 --> 00:14:57.000]  這班人大概都二十多歲
[00:14:57.000 --> 00:15:00.000]  因為他們的心智上
[00:15:00.000 --> 00:15:02.000]  應該是適合小朋友童軍
[00:15:02.000 --> 00:15:04.000]  即是那些叫做小童軍
[00:15:04.000 --> 00:15:06.000]  初時我們童軍
[00:15:06.000 --> 00:15:08.000]  因為他們穿短褲
[00:15:08.000 --> 00:15:09.000]  如果是小朋友的話
[00:15:09.000 --> 00:15:12.000]  就安排他們穿一條短褲的截帽
[00:15:12.000 --> 00:15:14.000]  有個童軍制服這樣穿
[00:15:14.000 --> 00:15:16.000]  後來發覺因為他們太大了
[00:15:16.000 --> 00:15:18.000]  穿短褲就好像很醜怪
[00:15:18.000 --> 00:15:21.000]  後來就安排他們穿長褲
[00:15:21.000 --> 00:15:25.000]  和穿一個比較大人的服裝
[00:15:25.000 --> 00:15:27.000]  我發現原來
[00:15:27.000 --> 00:15:31.000]  不要以為他們二十多歲的小童軍
[00:15:31.000 --> 00:15:37.000]  就好像很可愛
[00:15:37.000 --> 00:15:41.000]  他們其實仍然會做很多犯罪的事情
[00:15:41.000 --> 00:15:45.000]  他們會買色情漫畫看
[00:15:45.000 --> 00:15:47.000]  他們那時候會做很多錯事
[00:15:47.000 --> 00:15:48.000]  會罵人的
[00:15:48.000 --> 00:15:50.000]  會大家吵架
[00:15:50.000 --> 00:15:54.000]  他們只不過是不像大人
[00:15:54.000 --> 00:15:59.000]  他們不會將自己醜怪的事情去隱藏
[00:15:59.000 --> 00:16:01.000]  他們只不過和小朋友一樣
[00:16:01.000 --> 00:16:03.000]  將自己有的不好的想法
[00:16:03.000 --> 00:16:05.000]  就讓人看到
[00:16:05.000 --> 00:16:09.000]  所以年紀越大
[00:16:09.000 --> 00:16:12.000]  其實相比起來
[00:16:12.000 --> 00:16:16.000]  絕對不是有任何的好
[00:16:16.000 --> 00:16:19.000]  所以詩篇最後一篇第十節
[00:16:19.000 --> 00:16:22.000]  我們一生的年日是七十歲
[00:16:22.000 --> 00:16:24.000]  若是強壯海盜八十
[00:16:24.000 --> 00:16:26.000]  但其中所驚誇不過的
[00:16:26.000 --> 00:16:28.000]  是老虎受煩轉眼成凶
[00:16:28.000 --> 00:16:31.000]  我們並如飛而去
[00:16:31.000 --> 00:16:34.000]  詩人說你以為你自己很叻
[00:16:34.000 --> 00:16:36.000]  做了那麼多年人
[00:16:36.000 --> 00:16:40.000]  所驚誇的只不過是老虎受煩
[00:16:40.000 --> 00:16:44.000]  大家不要誤會我不是不敬老
[00:16:44.000 --> 00:16:47.000]  事實上這裡所說的不是說老人家
[00:16:47.000 --> 00:16:49.000]  而是要我們去成長
[00:16:49.000 --> 00:16:53.000]  去想想究竟怎樣看我們的成長
[00:16:53.000 --> 00:16:56.000]  怎樣看我們的成熟
[00:16:56.000 --> 00:16:58.000]  或者我們的年歲
[00:16:58.000 --> 00:17:04.000]  詩篇正正是一首去控訴年紀
[00:17:04.000 --> 00:17:09.000]  年月長大的一首詩篇
[00:17:09.000 --> 00:17:13.000]  你覺得自己已經長大了嗎?
[00:17:13.000 --> 00:17:16.000]  或者你覺得怎樣才叫成長?
[00:17:16.000 --> 00:17:19.000]  怎樣才叫成熟?
[00:17:19.000 --> 00:17:23.000]  我們經常說我們要做回小朋友
[00:17:23.000 --> 00:17:28.000]  經常說我們要有赤子之心
[00:17:28.000 --> 00:17:31.000]  其實當我們想的時候
[00:17:31.000 --> 00:17:33.000]  做小朋友是否一件好事呢?
[00:17:33.000 --> 00:17:34.000]  其實成都很好
[00:17:34.000 --> 00:17:36.000]  我們都要成長 需要成熟
[00:17:36.000 --> 00:17:38.000]  難道我們不是要成熟嗎?
[00:17:38.000 --> 00:17:41.000]  聖經不是說我們不要做小孩子嗎?
[00:17:41.000 --> 00:17:43.000]  作為一個人我們不是應該要成長嗎?
[00:17:43.000 --> 00:17:45.000]  我們做一個大人
[00:17:45.000 --> 00:17:49.000]  還是做一個如耶穌所說的小朋友呢?
[00:17:49.000 --> 00:17:51.000]  我想問題關鍵是
[00:17:51.000 --> 00:17:53.000]  我們怎樣去看成長
[00:17:53.000 --> 00:17:55.000]  怎樣看長大
[00:17:55.000 --> 00:17:57.000]  怎樣看大人
[00:17:57.000 --> 00:17:59.000]  推翻百步去想這個話題
[00:17:59.000 --> 00:18:01.000]  當然長大是好的
[00:18:01.000 --> 00:18:04.000]  上帝創造我們
[00:18:04.000 --> 00:18:06.000]  我們有上帝形象
[00:18:06.000 --> 00:18:09.000]  理論上我們越是長大成人
[00:18:09.000 --> 00:18:10.000]  我們就越像上帝
[00:18:10.000 --> 00:18:12.000]  我們就越是成熟
[00:18:12.000 --> 00:18:14.000]  我們就越是做一個更加好的人
[00:18:14.000 --> 00:18:17.000]  我們就遠離小孩子的階段
[00:18:17.000 --> 00:18:20.000]  越來越是一個上帝所欺厭的人
[00:18:20.000 --> 00:18:23.000]  理論上成長是一件好事
[00:18:23.000 --> 00:18:25.000]  成長當然是一件好事
[00:18:25.000 --> 00:18:27.000]  問題是當我們在人生裏面
[00:18:27.000 --> 00:18:32.000]  我們往往未必所經歷的是一種叫做成長
[00:18:32.000 --> 00:18:36.000]  我們只不過是勉勉強強地去長大
[00:18:36.000 --> 00:18:38.000]  滾過了
[00:18:38.000 --> 00:18:41.000]  就好像那些激素雞、激素豬
[00:18:41.000 --> 00:18:44.000]  明明是沒有足夠空間去長大
[00:18:44.000 --> 00:18:46.000]  就鞠躬打一針
[00:18:46.000 --> 00:18:48.000]  肉多了,肉爆出來
[00:18:48.000 --> 00:18:50.000]  外表是大隻了
[00:18:50.000 --> 00:18:52.000]  樣子是成熟了
[00:18:52.000 --> 00:18:56.000]  但其實裏面是沒有真實的實質在當中
[00:18:56.000 --> 00:19:01.000]  稱之為強迫長大
[00:19:01.000 --> 00:19:02.000]  面對一個問題
