
[00:00:00.000 --> 00:00:06.000]  各位晚安,我們開始今晚簡短的茶經班
[00:06:16.000 --> 00:06:18.000]  現在這裡就更加明顯一點
[00:06:18.000 --> 00:06:23.000]  告訴我們一個再站身的神的拯救
[00:06:23.000 --> 00:06:27.000]  使這個民族好像釣魚一樣
[00:06:27.000 --> 00:06:30.000]  去到不同的地方,將他們釣回來
[00:06:30.000 --> 00:06:34.000]  使整個以色列真正的復歸於一
[00:06:34.000 --> 00:06:37.000]  全家歸主
[00:06:37.000 --> 00:06:39.000]  第十節的中間
[00:06:39.000 --> 00:06:41.000]  「焦聚他們出亞述
[00:06:41.000 --> 00:06:44.000]  令他們到基列和黎巴嫩
[00:06:44.000 --> 00:06:47.000]  這地尚且不夠他們居住
[00:06:47.000 --> 00:06:50.000]  耶和華必經過苦海,擊打海浪
[00:06:50.000 --> 00:06:53.000]  使到尼羅河的深處都枯乾
[00:06:53.000 --> 00:06:55.000]  亞述的驕傲必至卑微
[00:06:55.000 --> 00:06:58.000]  埃及的權柄必然滅沒
[00:06:58.000 --> 00:07:00.000]  我必使到他們倚靠我
[00:07:00.000 --> 00:07:02.000]  得以堅固
[00:07:02.000 --> 00:07:05.000]  一舉一動,必奉我的名
[00:07:05.000 --> 00:07:07.000]  這是耶和華說的」
[00:07:07.000 --> 00:07:10.000]  或者我們可能讀完十一章一點點
[00:07:10.000 --> 00:07:14.000]  因為後面說到有些牧人的
[00:07:14.000 --> 00:07:17.000]  到底是一個比喻
[00:07:17.000 --> 00:07:21.000]  還是一個好像醫學語言的語言呢?
[00:07:21.000 --> 00:07:23.000]  還是一個戲劇呢?
[00:07:23.000 --> 00:07:26.000]  有不同的角色呢?
[00:07:26.000 --> 00:07:29.000]  因為有買賣雙方的
[00:07:29.000 --> 00:07:31.000]  十一章提到
[00:07:31.000 --> 00:07:36.000]  有些賣家買羊的
[00:07:36.000 --> 00:07:38.000]  也有牧羊人的
[00:07:38.000 --> 00:07:42.000]  有用不同的飼料餵養群羊的
[00:07:42.000 --> 00:07:46.000]  撒加利亞就要扮演那個角色
[00:07:46.000 --> 00:07:48.000]  就是好牧人的角色
[00:07:48.000 --> 00:07:51.000]  所以是有些難解釋
[00:07:51.000 --> 00:07:54.000]  到底是想暗示什麼呢?
[00:07:54.000 --> 00:07:56.000]  十一章的第一節
[00:07:56.000 --> 00:07:59.000]  「黎巴嫩啊,開開你的門
[00:07:59.000 --> 00:08:02.000]  任火消滅你的香柏樹」
[00:08:02.000 --> 00:08:05.000]  黎巴嫩最出名就是香柏樹
[00:08:05.000 --> 00:08:09.000]  高大的,木質又漂亮
[00:08:09.000 --> 00:08:13.000]  聖殿就是用黎巴嫩的香柏樹去做的
[00:08:13.000 --> 00:08:17.000]  即是裏面的內部裝修
[00:08:17.000 --> 00:08:21.000]  「松樹啊,應當哀號
[00:08:21.000 --> 00:08:23.000]  因為香柏樹傾倒
[00:08:23.000 --> 00:08:26.000]  街尾的樹毀壞
[00:08:26.000 --> 00:08:29.000]  巴山的橡樹應當哀號
[00:08:29.000 --> 00:08:32.000]  因為茂盛的樹林已經倒了
[00:08:32.000 --> 00:08:35.000]  聽啊,有牧人哀號的聲音
[00:08:35.000 --> 00:08:38.000]  因他們榮華的草場毀壞了
[00:08:38.000 --> 00:08:41.000]  有哨狀獅子咆哮的聲音
[00:08:41.000 --> 00:08:45.000]  因約旦河旁的叢林荒廢了」
[00:08:45.000 --> 00:08:51.000]  到底是在說一個嚴重的自然災害
[00:08:51.000 --> 00:08:54.000]  還是周邊的國家
[00:08:54.000 --> 00:08:57.000]  是他們以他們自己的出產
[00:08:57.000 --> 00:09:02.000]  以他們所誇耀的過去誇耀
[00:09:02.000 --> 00:09:05.000]  現在因神的介入
[00:09:05.000 --> 00:09:07.000]  這些周邊的國家
[00:09:07.000 --> 00:09:14.000]  他們似這些自然的資源
[00:09:14.000 --> 00:09:19.000]  因失收,似乎有一場很大的火
[00:09:19.000 --> 00:09:21.000]  甚麼都沒有了
[00:09:21.000 --> 00:09:28.000]  即是誇耀的全部都化為烏有
[00:09:28.000 --> 00:09:33.000]  這些在目前都很難看得到
[00:09:33.000 --> 00:09:41.000]  應驗是按照著這樣的描述
[00:09:41.000 --> 00:09:47.000]  但如果這樣描述就真是很奇妙了
[00:09:47.000 --> 00:09:51.000]  因周邊的國家正正就是以色列的敵人
[00:09:51.000 --> 00:10:00.000]  正正就是一直都在他們周邊成為以色列的敵人
[00:10:00.000 --> 00:10:05.000]  或者我們可能因為說到關於牧人這個主題
[00:10:05.000 --> 00:10:08.000]  都給大家有一個機會認識一下
[00:10:08.000 --> 00:10:11.000]  其實很難解的,這一段第四節開始
[00:10:11.000 --> 00:10:13.000]  一直到十七節
[00:10:13.000 --> 00:10:21.000]  「耶和說:我的神如此說:你撒加利亞要牧養者張載的群羊」
[00:10:21.000 --> 00:10:23.000]  即是說牠是那個牧羊人
[00:10:23.000 --> 00:10:25.000]  如果當這個是一個戲劇
[00:10:25.000 --> 00:10:28.000]  現在那個角色就有個劇本
[00:10:28.000 --> 00:10:30.000]  撒加利亞就是那個牧羊人
[00:10:30.000 --> 00:10:39.000]  他要牧養一些快要拿去屠宰去賣的羊
[00:10:39.000 --> 00:10:41.000]  即是說他要養到他肥肥白白
[00:10:41.000 --> 00:10:45.000]  要他有好的出產等等
[00:10:45.000 --> 00:10:48.000]  第五節就提到有些買家
[00:10:48.000 --> 00:10:50.000]  「買他們的宰了他們」
[00:10:50.000 --> 00:10:53.000]  即是說是那些買羊
[00:10:53.000 --> 00:10:56.000]  即是說他們是做開肉檔
[00:10:56.000 --> 00:11:01.000]  去這些羊圈買羊
[00:11:01.000 --> 00:11:04.000]  到底誰是那個買家呢
[00:11:04.000 --> 00:11:08.000]  即是說是那些羊群的僱主
[00:11:08.000 --> 00:11:17.000]  這裡說「以自己為無罪,賣他們的雪,耶和說是應當稱重的,因我成為富足」
[00:11:17.000 --> 00:11:21.000]  很特別就是買家就說我沒有罪的
[00:11:21.000 --> 00:11:24.000]  我是買來殺的
[00:11:24.000 --> 00:11:28.000]  我是真金白銀這樣買賣的交易的
[00:11:28.000 --> 00:11:31.000]  我不是去偷不是去搶那些羊的
[00:11:31.000 --> 00:11:33.000]  賣家就感謝神
[00:11:33.000 --> 00:11:35.000]  因為他有價值
[00:11:35.000 --> 00:11:37.000]  即是說賣到很高的利潤
[00:11:37.000 --> 00:11:40.000]  其實想說什麼呢
[00:11:40.000 --> 00:11:44.000]  相信都很肯定是在說以色列這個民族
[00:11:44.000 --> 00:11:46.000]  即是百姓就是群羊
[00:11:46.000 --> 00:11:50.000]  其實一直每一本書都是這樣說的
[00:11:50.000 --> 00:11:54.000]  神真是以他的子民就是群羊
[00:11:54.000 --> 00:11:59.000]  所以現在就在這個賣賣的協議底下
[00:11:59.000 --> 00:12:02.000]  到底想帶出什麼訊息呢
[00:12:02.000 --> 00:12:05.000]  和撒加利亞又扮演著什麼角色呢
[00:12:05.000 --> 00:12:07.000]  到底他是否吃力不討好呢
[00:12:07.000 --> 00:12:11.000]  那個牧羊人很盡心去做好了
[00:12:11.000 --> 00:12:14.000]  到底百姓的群羊領不領情呢
[00:12:14.000 --> 00:12:18.000]  對撒加利亞這個牧羊人會不會怪責他
[00:12:18.000 --> 00:12:22.000]  甚至乎遠離他呢
[00:12:22.000 --> 00:12:27.000]  因為下面說到三十塊錢耶穌被出賣
[00:12:27.000 --> 00:12:29.000]  耶穌被自己的民族
[00:12:29.000 --> 00:12:32.000]  被自己所有的當時代的同胞
[00:12:32.000 --> 00:12:34.000]  完全棄絕
[00:12:34.000 --> 00:12:36.000]  連他的門徒都棄絕他
[00:12:36.000 --> 00:12:40.000]  你就可以想像到那個棄絕是很大的
[00:12:40.000 --> 00:12:47.000]  但是現在撒加利亞在主前的五百多年的時間
[00:12:47.000 --> 00:12:52.000]  首先來到預先演出一套劇集
[00:12:52.000 --> 00:12:55.000]  就是牧羊人被出賣
[00:12:55.000 --> 00:13:02.000]  最終是三十塊錢被出賣被棄絕的一個戲劇
[00:13:02.000 --> 00:13:04.000]  如果是戲劇的話
[00:13:04.000 --> 00:13:06.000]  如果是一個預言
[00:13:06.000 --> 00:13:11.000]  又是給我們有一個這樣的
[00:13:11.000 --> 00:13:14.000]  將來要發生的事
[00:13:14.000 --> 00:13:19.000]  就是按足字面應驗在尼塞亞身上
[00:13:19.000 --> 00:13:24.000]  所以這段聖經有時候那種有趣性和難解
[00:13:24.000 --> 00:13:27.000]  就是在這些地方
[00:13:27.000 --> 00:13:29.000]  我們看看那個戲劇
[00:13:29.000 --> 00:13:32.000]  他想描述的那個大概的內容
[00:13:32.000 --> 00:13:34.000]  有了買賣雙方
[00:13:34.000 --> 00:13:38.000]  有了群羊
[00:13:38.000 --> 00:13:40.000]  也有牧羊人
[00:13:40.000 --> 00:13:42.000]  有四個角色
[00:13:42.000 --> 00:13:44.000]  第六節
[00:13:44.000 --> 00:13:49.000]  耶和華說
[00:13:49.000 --> 00:13:52.000]  我不再連戍這地的居民
[00:13:52.000 --> 00:13:57.000]  必將這民交給各人的鄰舍和他們王的手中
[00:13:57.000 --> 00:13:59.000]  他們必毀滅這地
[00:13:59.000 --> 00:14:02.000]  我也不救這民脫離他們的手
[00:14:02.000 --> 00:14:06.000]  沒錯的確那些買家
[00:14:06.000 --> 00:14:11.000]  正正就是神興起的那些列國的君王
[00:14:11.000 --> 00:14:13.000]  周邊的國家
[00:14:13.000 --> 00:14:16.000]  來到去要對付以色列
[00:14:16.000 --> 00:14:20.000]  神交付給這些列國的君王
[00:14:20.000 --> 00:14:22.000]  所以那些買家就說
[00:14:22.000 --> 00:14:24.000]  我給足錢的
[00:14:24.000 --> 00:14:26.000]  我不是來偷搶的
[00:14:26.000 --> 00:14:30.000]  我要這些羊買來屠宰的
[00:14:30.000 --> 00:14:33.000]  就是說如果神將那些群羊
[00:14:33.000 --> 00:14:36.000]  就是他的子民交付敵人
[00:14:36.000 --> 00:14:39.000]  那麼那個審判是很大
[00:14:39.000 --> 00:14:41.000]  或者說那個管教
[00:14:41.000 --> 00:14:43.000]  在聖經的世界
[00:14:43.000 --> 00:14:45.000]  聖經的角度就是
[00:14:45.000 --> 00:14:46.000]  用蜀靈的角度
[00:14:46.000 --> 00:14:48.000]  那個叫做管教
[00:14:48.000 --> 00:14:53.000]  就是神交付群羊給敵人
[00:14:53.000 --> 00:14:55.000]  敵人的眼中就是說
[00:14:55.000 --> 00:14:57.000]  我用錢買的
[00:14:57.000 --> 00:15:01.000]  那麼戲劇的元素就在這裡出現
[00:15:01.000 --> 00:15:03.000]  第七節
[00:15:03.000 --> 00:15:07.000]  於是我牧羊者將宰的群羊
[00:15:07.000 --> 00:15:12.000]  將宰就是快要給神來刑罰的百姓
[00:15:12.000 --> 00:15:15.000]  就是群中最困苦的羊
[00:15:15.000 --> 00:15:17.000]  我拿著兩斤杖
[00:15:17.000 --> 00:15:19.000]  一斤我稱為榮美
[00:15:19.000 --> 00:15:21.000]  一斤我稱為聯索
[00:15:21.000 --> 00:15:24.000]  聯索就是那個聯合的意思
[00:15:24.000 --> 00:15:26.000]  英文就是Union
[00:15:26.000 --> 00:15:28.000]  Union
[00:15:28.000 --> 00:15:31.000]  這樣我牧養了群羊
[00:15:31.000 --> 00:15:34.000]  一月之內我除滅三個牧人
[00:15:34.000 --> 00:15:37.000]  因為我的心厭煩他們
[00:15:37.000 --> 00:15:39.000]  他們的心也憎嫌我
[00:15:39.000 --> 00:15:42.000]  我就說:我不牧養你們
[00:15:42.000 --> 00:15:44.000]  要死的由他死
[00:15:44.000 --> 00:15:46.000]  要喪亡的由他喪亡
[00:15:46.000 --> 00:15:49.000]  如剩的由他們彼此相食
[00:15:49.000 --> 00:15:52.000]  我截斷那稱為榮美的杖
[00:15:52.000 --> 00:15:56.000]  表明我廢棄與萬民所立的約
[00:15:56.000 --> 00:15:58.000]  當那日就廢棄了
[00:15:58.000 --> 00:16:02.000]  那些仰望我的困苦羊
[00:16:02.000 --> 00:16:05.000]  就知道所說的是耶和華的話
[00:16:05.000 --> 00:16:08.000]  我對他們說:你們若以為美
[00:16:08.000 --> 00:16:10.000]  就給我公價
[00:16:10.000 --> 00:16:12.000]  不然就罷了
[00:16:12.000 --> 00:16:14.000]  於是他們給了三十塊錢
[00:16:14.000 --> 00:16:16.000]  作為我的公價
[00:16:16.000 --> 00:16:18.000]  耶和華吩咐我說
[00:16:18.000 --> 00:16:22.000]  要把眾人所估定美好的價值
[00:16:22.000 --> 00:16:24.000]  雕給瑤戶
[00:16:24.000 --> 00:16:30.000]  那些出賣耶穌的那些祭司長
[00:16:30.000 --> 00:16:33.000]  那個當時的議會
[00:16:33.000 --> 00:16:38.000]  與猶大談好了三十塊錢
[00:16:38.000 --> 00:16:42.000]  後來那些錢猶大要不到
[00:16:42.000 --> 00:16:46.000]  因為猶大自己走了去上吊自殺
[00:16:46.000 --> 00:16:49.000]  那些人就說很不老禮
[00:16:49.000 --> 00:16:52.000]  又不敢要那些錢
[00:16:52.000 --> 00:16:55.000]  你不要沒人要就省下
[00:16:55.000 --> 00:16:56.000]  他們不敢
[00:16:56.000 --> 00:17:00.000]  因為說好了是猶大出賣他們自己的老師
[00:17:00.000 --> 00:17:05.000]  所以他們讀了這段經文
[00:17:05.000 --> 00:17:12.000]  似乎沒有這樣對號入座
[00:17:12.000 --> 00:17:16.000]  那些祭司長將那三十塊錢
[00:17:16.000 --> 00:17:18.000]  就雕給瑤戶
[00:17:18.000 --> 00:17:25.000]  其實是幫那些沒人去告老歸田
[00:17:25.000 --> 00:17:30.000]  還是說嚇死異鄉的人
[00:17:30.000 --> 00:17:33.000]  安葬那些異鄉人
[00:17:33.000 --> 00:17:37.000]  去買了一塊田叫血田
[00:17:37.000 --> 00:17:41.000]  我們等一下看看《四道行傳》第一章有記載
[00:17:41.000 --> 00:17:43.000]  接著第十四節
[00:17:43.000 --> 00:17:48.000]  撒加利亞不是扮演著猶大的角色
[00:17:48.000 --> 00:17:53.000]  是他不被這些群羊接納
[00:17:53.000 --> 00:17:56.000]  是被人排擠
[00:17:56.000 --> 00:18:00.000]  撒加利亞說你也要給我工錢
[00:18:00.000 --> 00:18:02.000]  好,我們就給你三十塊錢
[00:18:02.000 --> 00:18:04.000]  說好了
[00:18:04.000 --> 00:18:08.000]  接著我便將這三十塊錢
[00:18:08.000 --> 00:18:12.000]  在耶和華的殿中雕給瑤戶
[00:18:12.000 --> 00:18:15.000]  雕給瑤戶,瑤戶即是做那些Potter
[00:18:15.000 --> 00:18:17.000]  Potter即是那些叫做甚麼
[00:18:17.000 --> 00:18:18.000]  那些塗土
[00:18:18.000 --> 00:18:20.000]  即是有個東西轉
[00:18:20.000 --> 00:18:24.000]  用泥來搓那些做一些公仔
[00:18:24.000 --> 00:18:27.000]  那時他們不是做哆啦A夢
[00:18:27.000 --> 00:18:28.000]  不是做Hello Kitty
[00:18:28.000 --> 00:18:31.000]  是做那些偶像,那些公仔
[00:18:31.000 --> 00:18:32.000]  用來拜
[00:18:32.000 --> 00:18:35.000]  所以他們就這樣來到
[00:18:35.000 --> 00:18:38.000]  撒加利亞就扮演著一個好像
[00:18:38.000 --> 00:18:42.000]  一個失職的牧羊人
[00:18:42.000 --> 00:18:44.000]  其實就不是他失職
[00:18:44.000 --> 00:18:48.000]  是那些百姓群羊不要他
[00:18:48.000 --> 00:18:51.000]  其實彼此有一個爭論
[00:18:51.000 --> 00:18:56.000]  即是好像變成神憎鬼厭那樣的撒加利亞
[00:18:56.000 --> 00:18:58.000]  很特別的一個經文
[00:18:58.000 --> 00:19:02.000]  所以我們當然最特別就是
[00:19:02.000 --> 00:19:04.000]  主耶穌讀到這段聖經
[00:19:04.000 --> 00:19:08.000]  將來他要被全民族出賣
[00:19:08.000 --> 00:19:10.000]  和嫌棄這位好牧人
[00:19:10.000 --> 00:19:14.000]  要來到去被三十塊錢的公價
[00:19:14.000 --> 00:19:16.000]  來去置於死地
[00:19:16.000 --> 00:19:21.000]  自己最愛的門徒猶大出賣他
[00:19:21.000 --> 00:19:24.000]  這要告訴我們第十四節
[00:19:24.000 --> 00:19:27.000]  我猶節斷稱為聯索的那根杖
[00:19:27.000 --> 00:19:31.000]  表明了我廢棄猶大與以色列弟兄的情誼
[00:19:31.000 --> 00:19:35.000]  十五節,耶和華又吩咐我說
[00:19:35.000 --> 00:19:38.000]  你再取愚昧牧人所用的器具
[00:19:38.000 --> 00:19:41.000]  因我要在這地興起一個牧人
[00:19:41.000 --> 00:19:44.000]  他不看顧喪亡的,不尋找分散的,
[00:19:44.000 --> 00:19:48.000]  不醫治受傷的,也不牧養強壯的,
[00:19:48.000 --> 00:19:52.000]  卻要削肥羊的肉,撕裂牠的蹄子
[00:19:52.000 --> 00:19:55.000]  沒用的牧人,凋棄羊群有禍了
[00:19:55.000 --> 00:19:59.000]  刀必淋到牠的蚌壁和幼眼上
[00:19:59.000 --> 00:20:02.000]  牠的蚌壁必全然枯乾
[00:20:02.000 --> 00:20:06.000]  牠的幼眼必昏暗失明
[00:20:06.000 --> 00:20:10.000]  這裡又更加難解釋
[00:20:10.000 --> 00:20:14.000]  撒加利亞不單扮演一個好牧人
[00:20:14.000 --> 00:20:19.000]  幫買賣商方去牧養羊
[00:20:19.000 --> 00:20:23.000]  希望強壯的可以出欄
[00:20:23.000 --> 00:20:30.000]  以前的豬和牛可以出欄,可以賣
[00:20:30.000 --> 00:20:35.000]  現在撒加利亞養好了百姓,百姓不要牠
[00:20:35.000 --> 00:20:39.000]  現在神要牠扮演一個不好的牧人
[00:20:39.000 --> 00:20:42.000]  相信很難接受
[00:20:42.000 --> 00:20:46.000]  壞事做盡,一個牧羊人
[00:20:46.000 --> 00:20:50.000]  不好的地方就是不理群羊的生死
[00:20:50.000 --> 00:20:54.000]  這是最大的諷刺
[00:20:54.000 --> 00:20:59.000]  這是十一章,好像有些戲劇成份
[00:20:59.000 --> 00:21:02.000]  所以你看到舊約的《先知書》
[00:21:02.000 --> 00:21:09.000]  都幾多元的體材,可以說神是很創意的神
[00:21:09.000 --> 00:21:17.000]  透過不同的戲劇讓事情在將來發生
[00:21:17.000 --> 00:21:22.000]  真是在主耶穌的年代,耶穌鞠躬盡瘁
[00:21:22.000 --> 00:21:28.000]  為自己的民族,由出世到祂出來傳道
[00:21:28.000 --> 00:21:32.000]  都是一心一意去幫人,走遍各城各鄉
[00:21:32.000 --> 00:21:36.000]  來到去宣講神的道,見到很多人困苦流離
[00:21:36.000 --> 00:21:42.000]  祂就來去憐憫他們等等
[00:21:42.000 --> 00:21:50.000]  最終沒有人接納祂,甚至嘲笑祂,侮辱祂
[00:21:50.000 --> 00:21:54.000]  就是應驗了十一章的這個好牧人
[00:21:54.000 --> 00:21:59.000]  被三十塊錢出賣,被人來厭棄
[00:21:59.000 --> 00:22:04.000]  所以這是很特別的寓言
[00:22:04.000 --> 00:22:07.000]  所以《先知書》原來都幾好看
[00:22:07.000 --> 00:22:09.000]  雖然有些我們很難解釋
[00:22:09.000 --> 00:22:12.000]  但有些儘管我們解釋不到都不要緊
[00:22:12.000 --> 00:22:17.000]  因為整個去到新約
[00:22:17.000 --> 00:22:21.000]  就是這樣來按舊約的字面應驗
[00:22:21.000 --> 00:22:26.000]  所以有時看新約,有時幾特別的地方就是
[00:22:26.000 --> 00:22:31.000]  原來神這樣保守祂自己的寓言的說話
[00:22:31.000 --> 00:22:35.000]  有些是真的要按字面應驗
[00:22:35.000 --> 00:22:39.000]  譬如三十塊錢,真的有這麼巧
[00:22:39.000 --> 00:22:42.000]  還是他們真的這樣知道
[00:22:42.000 --> 00:22:46.000]  似乎那些祭司長又不會這麼敬虔
[00:22:46.000 --> 00:22:48.000]  要跟足那個劇本去做
[00:22:48.000 --> 00:22:51.000]  那不就是他們自己理虧
[00:22:51.000 --> 00:22:55.000]  他們就是那個賣家,賣自己的百姓賺錢
[00:22:55.000 --> 00:22:58.000]  然後感謝神,完全是他們
[00:22:58.000 --> 00:23:02.000]  那些賣家就是將來的猶太的領袖
[00:23:02.000 --> 00:23:05.000]  那你就可以想像到神的說話
[00:23:05.000 --> 00:23:10.000]  有時就算人怎樣想干預都干預不到
[00:23:10.000 --> 00:23:14.000]  神的話語自己會應驗
[00:23:14.000 --> 00:23:17.000]  有時我們讀舊約,如果未有新約
[00:23:17.000 --> 00:23:19.000]  當然我們不知道在說什麼
[00:23:19.000 --> 00:23:23.000]  但是有了新約再回望舊約,就很不同了
[00:23:23.000 --> 00:23:26.000]  這是一個很重要的信號
[00:23:26.000 --> 00:23:29.000]  聖經是神的默示
[00:23:29.000 --> 00:23:32.000]  不是普通人寫,不是撒加利亞
[00:23:32.000 --> 00:23:36.000]  他有突然間的感動,自己作一些作品出來
[00:23:36.000 --> 00:23:38.000]  是他自己天馬行空地作出來
[00:23:38.000 --> 00:23:42.000]  是有神的管理,是有神的默示
[00:23:42.000 --> 00:23:46.000]  這樣來到,要這樣記載,要這樣發生
