
[00:00:00.000 --> 00:00:05.400]  我不是基督,只是奉差遣在他前面開路的
[00:04:12.800 --> 00:04:14.800]  其實就不是耶穌去施洗
[00:04:14.800 --> 00:04:16.800]  是他的門徒去施洗
[00:04:16.800 --> 00:04:18.800]  是奉耶穌的名去施洗
[00:04:18.800 --> 00:04:20.800]  但是施洗約翰
[00:04:20.800 --> 00:04:23.800]  他也在這個哀亂的地方
[00:04:23.800 --> 00:04:26.800]  也是約旦河外
[00:04:26.800 --> 00:04:28.800]  那裡來施洗
[00:04:28.800 --> 00:04:30.800]  因為那裡水多
[00:04:30.800 --> 00:04:32.800]  眾人都去那裡受洗
[00:04:32.800 --> 00:04:34.800]  有一個這樣的記載的背景
[00:04:34.800 --> 00:04:38.800]  兩個施洗的地方
[00:04:38.800 --> 00:04:41.800]  兩個不同的
[00:04:41.800 --> 00:04:44.800]  一位是耶穌 一位是施洗約翰
[00:04:45.800 --> 00:04:48.800]  約翰在第一章出現很多很多
[00:04:48.800 --> 00:04:50.800]  唯有約翰福音記載這麼多
[00:04:50.800 --> 00:04:52.800]  關於施洗約翰的事
[00:04:52.800 --> 00:04:55.800]  其中一章比較顯著的地方
[00:04:55.800 --> 00:04:57.800]  就是很多人
[00:04:57.800 --> 00:04:59.800]  有一個訪問團
[00:04:59.800 --> 00:05:01.800]  一個很嚴肅的
[00:05:01.800 --> 00:05:03.800]  似乎是調查委員會
[00:05:03.800 --> 00:05:08.800]  由耶路撒冷派去訪問約翰
[00:05:08.800 --> 00:05:11.800]  問他 你到底是誰
[00:05:11.800 --> 00:05:13.800]  約翰第一句就說
[00:05:14.800 --> 00:05:16.800]  我不是基督
[00:05:16.800 --> 00:05:18.800]  有人問他 你是不是先知
[00:05:18.800 --> 00:05:21.800]  你是否馮·猜謙
[00:05:21.800 --> 00:05:23.800]  你是否以利亞
[00:05:23.800 --> 00:05:25.800]  一章的十九節開始
[00:05:25.800 --> 00:05:27.800]  這就是約翰的見證
[00:05:27.800 --> 00:05:29.800]  猶太人從耶路撒冷猜謙
[00:05:29.800 --> 00:05:31.800]  祭司和利美人
[00:05:31.800 --> 00:05:33.800]  相當高規格
[00:05:33.800 --> 00:05:35.800]  祭司和利美人
[00:05:35.800 --> 00:05:37.800]  相當熟悉舊約
[00:05:37.800 --> 00:05:39.800]  摩西五經的調查團
[00:05:39.800 --> 00:05:41.800]  去到找施洗約翰
[00:05:41.800 --> 00:05:43.800]  就問他
[00:05:43.800 --> 00:05:44.800]  第一個問題
[00:05:44.800 --> 00:05:46.800]  你是誰
[00:05:46.800 --> 00:05:48.800]  第二十節
[00:05:48.800 --> 00:05:50.800]  他就承認
[00:05:50.800 --> 00:05:52.800]  而且不隱瞞
[00:05:52.800 --> 00:05:54.800]  我不是基督
[00:05:54.800 --> 00:05:56.800]  這些對話很有趣
[00:05:56.800 --> 00:05:58.800]  一開始一問
[00:05:58.800 --> 00:06:00.800]  他就立即答得很清楚
[00:06:00.800 --> 00:06:02.800]  不是你們所想要的
[00:06:02.800 --> 00:06:04.800]  等待的尼塞亞
[00:06:04.800 --> 00:06:06.800]  這些就是猶太人
[00:06:06.800 --> 00:06:08.800]  他們很明白
[00:06:08.800 --> 00:06:10.800]  因為他們見到約翰出來做事
[00:06:10.800 --> 00:06:12.800]  很多人蜂擁
[00:06:12.800 --> 00:06:15.800]  因為神為我們安排的救世主已經到來
[00:06:15.800 --> 00:06:18.800]  所以就設立一個調查團去找他
[00:06:18.800 --> 00:06:20.800]  問他你是否那個
[00:06:20.800 --> 00:06:22.800]  約翰就很清楚地回答
[00:06:22.800 --> 00:06:24.800]  我不是基督
[00:06:24.800 --> 00:06:26.800]  第二十一節
[00:06:26.800 --> 00:06:28.800]  他們又再追問他
[00:06:28.800 --> 00:06:30.800]  你是誰呢
[00:06:30.800 --> 00:06:32.800]  是否以利亞呢
[00:06:32.800 --> 00:06:34.800]  這裏又是有些背景
[00:06:34.800 --> 00:06:36.800]  《馬拉基書》
[00:06:36.800 --> 00:06:38.800]  聖經的最後一本書《舊約》
[00:06:38.800 --> 00:06:40.800]  提到有一個預言
[00:06:41.800 --> 00:06:42.800]  約翰會再來
[00:06:42.800 --> 00:06:44.800]  不過在《馬學福音》就告訴我們
[00:06:44.800 --> 00:06:46.800]  這個以利亞再來
[00:06:46.800 --> 00:06:49.800]  的確是在說施洗約翰
[00:06:49.800 --> 00:06:51.800]  這裏告訴我們
[00:06:51.800 --> 00:06:53.800]  他說他不是
[00:06:53.800 --> 00:06:55.800]  然後就說是否那位先知
[00:06:55.800 --> 00:06:58.800]  那位先知就是《生命記》十八章
[00:06:58.800 --> 00:07:00.800]  這些典故
[00:07:00.800 --> 00:07:02.800]  他們的對答
[00:07:02.800 --> 00:07:04.800]  全部是舊約的人
[00:07:04.800 --> 00:07:06.800]  等待彌賽亞
[00:07:06.800 --> 00:07:08.800]  那些問題
[00:07:08.800 --> 00:07:10.800]  施洗約翰完全不假裝
[00:07:10.800 --> 00:07:11.800]  完全斬釘截鐵
[00:07:11.800 --> 00:07:17.800]  我不是那一位你們等待的彌賽亞
[00:07:17.800 --> 00:07:19.800]  這就很特別了
[00:07:19.800 --> 00:07:21.800]  為甚麼你就可以帶來
[00:07:21.800 --> 00:07:24.800]  這麼大的一個復興
[00:07:24.800 --> 00:07:27.800]  這麼多人由耶路撒冷
[00:07:27.800 --> 00:07:30.800]  還有很多的尊貴的人
[00:07:30.800 --> 00:07:33.800]  都去到你那裏受洗呢
[00:07:33.800 --> 00:07:35.800]  你有甚麼的吸引力
[00:07:35.800 --> 00:07:38.800]  會帶來這麼多人去到你那裏呢
[00:07:39.800 --> 00:07:41.800]  這是一個很大的一個
[00:07:41.800 --> 00:07:43.800]  你可以說是神蹟
[00:07:43.800 --> 00:07:46.800]  你只不過是一個曠野的地方
[00:07:46.800 --> 00:07:49.800]  穿的是駱駝毛的衣服
[00:07:49.800 --> 00:07:52.800]  吃的是蝗蟲野蜜
[00:07:52.800 --> 00:07:55.800]  你怎會有一種這樣的吸引力
[00:07:55.800 --> 00:07:57.800]  吸引這麼多人去到你那裏呢
[00:07:57.800 --> 00:07:59.800]  你有甚麼的親和力
[00:07:59.800 --> 00:08:01.800]  或者你有甚麼身份呢
[00:08:01.800 --> 00:08:03.800]  所以這個調查團是很嚴格
[00:08:03.800 --> 00:08:06.800]  去問他這個最重要的問題
[00:08:07.800 --> 00:08:10.800]  但是施洗漢怎樣去回答呢
[00:08:10.800 --> 00:08:12.800]  所以最後都逼問他
[00:08:12.800 --> 00:08:14.800]  第23節
[00:08:14.800 --> 00:08:16.800]  你到底是誰呀 你自己說吧
[00:08:16.800 --> 00:08:18.800]  第23節
[00:08:18.800 --> 00:08:20.800]  很特別了
[00:08:20.800 --> 00:08:23.800]  我就是那在曠野呼喊的聲音
[00:08:23.800 --> 00:08:25.800]  修植主的道
[00:08:25.800 --> 00:08:29.800]  就是以《賽亞書》40章所預言的那一位
[00:08:29.800 --> 00:08:32.800]  約翰很清楚
[00:08:32.800 --> 00:08:35.800]  他告訴這些調查團
[00:08:36.800 --> 00:08:39.800]  耶路撒冷被派遣來的祭司利美人
[00:08:39.800 --> 00:08:42.800]  我不是基督 不是那位先知
[00:08:42.800 --> 00:08:47.800]  不是你們所說的那個伊利亞
[00:08:47.800 --> 00:08:49.800]  我是那個聲音
[00:08:49.800 --> 00:08:51.800]  在曠野的聲音
[00:08:51.800 --> 00:08:53.800]  他說自己只不過是一個聲音
[00:08:53.800 --> 00:08:59.800]  是呼喚人去到要接受將來的那一位尼賽亞
[00:08:59.800 --> 00:09:01.800]  所以第24節
[00:09:01.800 --> 00:09:04.800]  那些人是法尼賽人差遣而來的
[00:09:05.800 --> 00:09:06.800]  他們就問他
[00:09:06.800 --> 00:09:08.800]  既然你不是基督 也不是伊利亞
[00:09:08.800 --> 00:09:10.800]  也不是那一位先知
[00:09:10.800 --> 00:09:12.800]  那到底為甚麼你要施洗呢
[00:09:12.800 --> 00:09:14.800]  第26節
[00:09:14.800 --> 00:09:17.800]  約翰就說我是用水施洗
[00:09:17.800 --> 00:09:19.800]  但是有一位站在你們中間
[00:09:19.800 --> 00:09:21.800]  是你們不認識的
[00:09:21.800 --> 00:09:23.800]  就是那一位將來要來的
[00:09:23.800 --> 00:09:25.800]  我給他解鞋帶
[00:09:25.800 --> 00:09:27.800]  都是不配
[00:09:27.800 --> 00:09:30.800]  這些事情作者告訴我們
[00:09:30.800 --> 00:09:33.800]  在約旦河外 伯大利這個地方
[00:09:34.800 --> 00:09:36.800]  是否有約翰施洗的地方來回答
[00:09:36.800 --> 00:09:38.800]  這個背景
[00:09:38.800 --> 00:09:41.800]  讓我們首先對施洗約翰有了解
[00:09:41.800 --> 00:09:43.800]  這告訴我們
[00:09:43.800 --> 00:09:46.800]  你想想一個人在曠野外
[00:09:46.800 --> 00:09:48.800]  一個很荒蕪的地方
[00:09:48.800 --> 00:09:50.800]  來施洗
[00:09:50.800 --> 00:09:52.800]  施洗到一個地步就是
[00:09:52.800 --> 00:09:56.800]  要在耶路撒冷做一個正式的調查委員會的調查團
[00:09:56.800 --> 00:09:59.800]  而且是祭司利美人
[00:09:59.800 --> 00:10:01.800]  在律法上是專家來的
[00:10:01.800 --> 00:10:03.800]  要去調查
[00:10:03.800 --> 00:10:06.800]  到底是否尼塞亞爾已經降臨在我們地上
[00:10:06.800 --> 00:10:08.800]  我們現在就要去迎接他了
[00:10:08.800 --> 00:10:10.800]  約翰說
[00:10:10.800 --> 00:10:12.800]  我不是
[00:10:12.800 --> 00:10:14.800]  我只不過是曠野的聲音
[00:10:14.800 --> 00:10:16.800]  是幫人去施洗
[00:10:16.800 --> 00:10:19.800]  然後聖經沒有再提約翰的事
[00:10:19.800 --> 00:10:22.800]  然後開始說耶穌接受洗禮之後
[00:10:22.800 --> 00:10:28.800]  他就開始在加里尼一帶地方傳道
[00:10:28.800 --> 00:10:30.800]  輾轉
[00:10:30.800 --> 00:10:32.800]  約翰的福音
[00:10:32.800 --> 00:10:33.800]  當他去研讀的時候
[00:10:33.800 --> 00:10:38.800]  其中每一章都是特意選一些人物出來
[00:10:38.800 --> 00:10:40.800]  是有代表性的人物
[00:10:40.800 --> 00:10:43.800]  來跟耶穌個別對話
[00:10:43.800 --> 00:10:45.800]  所有手指
[00:10:45.800 --> 00:10:48.800]  第二章有的加拿芬宴
[00:10:48.800 --> 00:10:50.800]  其實還有一個大神
[00:10:50.800 --> 00:10:52.800]  第三章就明顯了
[00:10:52.800 --> 00:10:55.800]  用了十六節記載一個很重要的人物
[00:10:55.800 --> 00:10:57.800]  叫做尼哥底姆
[00:10:57.800 --> 00:10:59.800]  這個人是法利塞人
[00:10:59.800 --> 00:11:01.800]  也是猶太人的官
[00:11:01.800 --> 00:11:02.800]  很有社會地位
[00:11:02.800 --> 00:11:04.800]  非常非常有社會地位
[00:11:04.800 --> 00:11:07.800]  這個人晚上靜悄悄
[00:11:07.800 --> 00:11:10.800]  一個人來找耶穌
[00:11:10.800 --> 00:11:12.800]  留意一下時間
[00:11:12.800 --> 00:11:15.800]  第四章
[00:11:15.800 --> 00:11:18.800]  就在光天化日見一個撒瑪利亞的婦人
[00:11:18.800 --> 00:11:20.800]  一個被排擠
[00:11:20.800 --> 00:11:22.800]  沒有人願意見的
[00:11:22.800 --> 00:11:24.800]  不道德的女人
[00:11:24.800 --> 00:11:26.800]  她不是晚上來找耶穌
[00:11:26.800 --> 00:11:28.800]  也不是耶穌晚上去找她
[00:11:29.800 --> 00:11:32.800]  你看耶穌對這些事情的敏銳度
[00:11:32.800 --> 00:11:34.800]  你看這裡告訴我們
[00:11:34.800 --> 00:11:39.800]  尼哥底姆是一個這麼重要的社會人物
[00:11:39.800 --> 00:11:43.800]  但是耶穌見到這個人
[00:11:43.800 --> 00:11:45.800]  第一句說話
[00:11:45.800 --> 00:11:48.800]  你如果不重生
[00:11:48.800 --> 00:11:51.800]  你就不能夠建神的國
[00:11:51.800 --> 00:11:53.800]  嚇得尼哥底姆都不知道怎麼回答
[00:11:53.800 --> 00:11:56.800]  因為從來沒有聽過要重生
[00:11:56.800 --> 00:11:58.800]  怎麼重生呢
[00:11:58.800 --> 00:11:59.800]  想到就是
[00:11:59.800 --> 00:12:01.800]  難道我回到媽媽的肚子裡再重生嗎
[00:12:01.800 --> 00:12:03.800]  也不行
[00:12:03.800 --> 00:12:05.800]  耶穌說
[00:12:05.800 --> 00:12:11.800]  如果你不是藉著水和道去重生
[00:12:11.800 --> 00:12:13.800]  你就不能夠進神的國
[00:12:13.800 --> 00:12:19.800]  越說越令尼哥底姆感到震驚
[00:12:19.800 --> 00:12:21.800]  然後耶穌說
[00:12:21.800 --> 00:12:23.800]  如果你不相信我
[00:12:23.800 --> 00:12:26.800]  你就不能夠進入神的國度了
[00:12:27.800 --> 00:12:29.800]  這三章其實大家應該相當熟悉的經文
[00:12:29.800 --> 00:12:31.800]  在兩段之間
[00:12:31.800 --> 00:12:35.800]  尼哥底姆和撒瑪利亞的婦人
[00:12:35.800 --> 00:12:37.800]  兩個人物之間
[00:12:37.800 --> 00:12:41.800]  作者很巧妙地加插一個
[00:12:41.800 --> 00:12:45.800]  很重要的施洗約翰的小小片段
[00:12:45.800 --> 00:12:49.800]  而這個片段就更加反映到
[00:12:49.800 --> 00:12:51.800]  施洗約翰他的人生
[00:12:51.800 --> 00:12:54.800]  對自己身份的認識
[00:12:55.800 --> 00:12:58.800]  對自己刻如其分的擺位
[00:12:58.800 --> 00:13:01.800]  令他能夠不斷在侍奉裏面
[00:13:01.800 --> 00:13:06.800]  他看到自己應該如何踏出人生
[00:13:06.800 --> 00:13:09.800]  或者那個侍奉的舞台
[00:13:09.800 --> 00:13:13.800]  而且是帶著很平安和歡樂
[00:13:13.800 --> 00:13:15.800]  這樣來踏出
[00:13:15.800 --> 00:13:17.800]  弟兄姊妹
[00:13:17.800 --> 00:13:19.800]  你有沒有侍奉呀
[00:13:19.800 --> 00:13:21.800]  你有沒有在神的裏面
[00:13:21.800 --> 00:13:23.800]  例如在你的生活裏面
[00:13:24.800 --> 00:13:25.800]  你有沒有去服侍基督呢
[00:13:25.800 --> 00:13:27.800]  或者你在教會裏面
[00:13:27.800 --> 00:13:29.800]  你有沒有一些實質的
[00:13:29.800 --> 00:13:31.800]  或者不實質的崗位去侍奉呢
[00:13:31.800 --> 00:13:33.800]  在侍奉的過程
[00:13:33.800 --> 00:13:36.800]  你有沒有那種的歡欣喜樂
[00:13:36.800 --> 00:13:38.800]  還有你在侍奉裏面
[00:13:38.800 --> 00:13:41.800]  如果你不被人接受
[00:13:41.800 --> 00:13:43.800]  或者你在侍奉裏面
[00:13:43.800 --> 00:13:45.800]  從你起初侍奉的
[00:13:45.800 --> 00:13:47.800]  無論是幅度
[00:13:47.800 --> 00:13:49.800]  無論是深度
[00:13:49.800 --> 00:13:51.800]  都是慢慢地有變化
[00:13:52.800 --> 00:13:57.800]  你會怎樣處理這種心情呢
[00:13:57.800 --> 00:14:00.800]  這是必須要回答的問題
[00:14:00.800 --> 00:14:02.800]  你必須要面對
[00:14:02.800 --> 00:14:06.800]  當你的侍奉
[00:14:06.800 --> 00:14:09.800]  一直慢慢地減少
[00:14:09.800 --> 00:14:11.800]  而這個減少
[00:14:11.800 --> 00:14:13.800]  是因為別人增多
[00:14:13.800 --> 00:14:15.800]  你會怎樣呢
[00:14:15.800 --> 00:14:19.800]  你的內心會不會有一種的疾度
[00:14:20.800 --> 00:14:23.800]  會不會有一種內心的不值得
[00:14:23.800 --> 00:14:25.800]  或者甚至乎是
[00:14:25.800 --> 00:14:29.800]  你完全有一種否定自己的價值呢
[00:14:29.800 --> 00:14:32.800]  這段經文就已經是一個
[00:14:32.800 --> 00:14:35.800]  真是可圈可點地告訴我們
[00:14:35.800 --> 00:14:39.800]  尼哥底姆他問了的問題
[00:14:39.800 --> 00:14:43.800]  居然間施洗約翰就是一個答案
[00:14:43.800 --> 00:14:47.800]  居然間作者告訴我們
[00:14:48.800 --> 00:14:50.800]  原來在人間
[00:14:50.800 --> 00:14:53.800]  真是有人認識耶穌
[00:14:53.800 --> 00:14:55.800]  認識到一個地步
[00:14:55.800 --> 00:14:57.800]  就可以看自己
[00:14:57.800 --> 00:14:59.800]  是可以慢慢地消失
[00:14:59.800 --> 00:15:03.800]  而耶穌是可以來到他被人尊崇
[00:15:03.800 --> 00:15:06.800]  因為尼哥底姆曾經問的問題
[00:15:06.800 --> 00:15:08.800]  真是相當深的
[00:15:08.800 --> 00:15:11.800]  第九節
[00:15:11.800 --> 00:15:13.800]  或者可能讀長一點
[00:15:13.800 --> 00:15:15.800]  給大家有少少印象
[00:15:16.800 --> 00:15:19.800]  第四節尼哥底姆問耶穌
[00:15:19.800 --> 00:15:21.800]  人都老了
[00:15:21.800 --> 00:15:23.800]  怎樣能夠重生
[00:15:23.800 --> 00:15:25.800]  怎樣能夠再進媽媽的禱福
[00:15:25.800 --> 00:15:27.800]  再生多一次
[00:15:27.800 --> 00:15:31.800]  完全理解不到耶穌的意思
[00:15:31.800 --> 00:15:34.800]  都頗肯定耶穌是一個智者
[00:15:34.800 --> 00:15:38.800]  沒有理由跟你說肉身的再生
[00:15:38.800 --> 00:15:41.800]  但他得到的意為就是
[00:15:41.800 --> 00:15:44.800]  好像耶穌強他所難
[00:15:45.800 --> 00:15:46.800]  我這樣的年紀
[00:15:46.800 --> 00:15:48.800]  我做到社會這麼高的地位
[00:15:48.800 --> 00:15:51.800]  我怎可能再像你所說的
[00:15:51.800 --> 00:15:54.800]  不重生就不能夠建神的國
[00:15:54.800 --> 00:15:56.800]  我當然想建神的國
[00:15:56.800 --> 00:15:58.800]  但怎樣能夠重生
[00:15:58.800 --> 00:16:01.800]  你說的重生是否再生一次
[00:16:01.800 --> 00:16:03.800]  他的意思就是這樣
[00:16:03.800 --> 00:16:05.800]  那就是說耶穌強我所難
[00:16:05.800 --> 00:16:07.800]  你問這些根本是
[00:16:07.800 --> 00:16:10.800]  小朋友都不會問的問題
[00:16:10.800 --> 00:16:13.800]  但完全理解不到之後
[00:16:14.800 --> 00:16:17.800]  耶穌完全沒有因為這樣而跟他說聲對不起
[00:16:17.800 --> 00:16:20.800]  不好意思,剛才跟你開玩笑
[00:16:20.800 --> 00:16:22.800]  怎可能不是
[00:16:22.800 --> 00:16:25.800]  第五節,耶穌完全不客氣
[00:16:25.800 --> 00:16:29.800]  第五節,耶穌回答
[00:16:29.800 --> 00:16:31.800]  我實實在在的告訴你
[00:16:31.800 --> 00:16:35.800]  人如果不是從水和聖靈生
[00:16:35.800 --> 00:16:37.800]  他就不能夠進神的國
[00:16:37.800 --> 00:16:39.800]  從肉身生的
[00:16:39.800 --> 00:16:41.800]  你所說的肉身
[00:16:41.800 --> 00:16:43.800]  就是肉身
[00:16:43.800 --> 00:16:44.800]  你可以再生一次
[00:16:44.800 --> 00:16:46.800]  你都是肉身
[00:16:46.800 --> 00:16:48.800]  現在我跟你說的是神的國度
[00:16:48.800 --> 00:16:50.800]  屬靈的國度
[00:16:50.800 --> 00:16:52.800]  從靈生的才是靈
[00:16:52.800 --> 00:16:54.800]  大家記住
[00:16:54.800 --> 00:16:59.800]  這個人是晚上敲門來找耶穌
[00:16:59.800 --> 00:17:03.800]  說明是法利塞人的官
[00:17:03.800 --> 00:17:06.800]  是一個很有社會地位
[00:17:06.800 --> 00:17:10.800]  很尊貴的一個人
[00:17:10.800 --> 00:17:12.800]  上流社會
[00:17:12.800 --> 00:17:14.800]  極之有頭有臉的
[00:17:14.800 --> 00:17:17.800]  當時的一個地方
[00:17:17.800 --> 00:17:20.800]  很重要的人物
[00:17:20.800 --> 00:17:22.800]  這樣的身份
[00:17:22.800 --> 00:17:24.800]  來到你家
[00:17:24.800 --> 00:17:26.800]  跟你談論永生
[00:17:26.800 --> 00:17:30.800]  第一句說話已經是很謙卑的
[00:17:30.800 --> 00:17:32.800]  夫子
[00:17:32.800 --> 00:17:34.800]  我們知道你是由神那裡而來的
[00:17:34.800 --> 00:17:36.800]  因為你所行的神蹟
[00:17:36.800 --> 00:17:38.800]  如果不是有神同在
[00:17:38.800 --> 00:17:40.800]  沒有人能夠行的
[00:17:41.800 --> 00:17:43.800]  這句說話已經表達了他的謙卑
[00:17:43.800 --> 00:17:45.800]  想尋問永生
[00:17:45.800 --> 00:17:47.800]  耶穌說
[00:17:47.800 --> 00:17:49.800]  你不重生
[00:17:49.800 --> 00:17:51.800]  你不能夠見神的國
[00:17:51.800 --> 00:17:53.800]  他就完全坐在那裡
[00:17:53.800 --> 00:17:55.800]  也不知道該怎麼回答
[00:17:55.800 --> 00:17:57.800]  只能夠回答
[00:17:57.800 --> 00:17:59.800]  想到的就是再生多一次
[00:17:59.800 --> 00:18:01.800]  Born again
[00:18:01.800 --> 00:18:03.800]  怎麼生多一次呢
[00:18:03.800 --> 00:18:05.800]  是不是由媽媽的肚子再生多一次呢
[00:18:05.800 --> 00:18:07.800]  耶穌再說那句說話
[00:18:07.800 --> 00:18:09.800]  等於是完全否定他
[00:18:10.800 --> 00:18:11.800]  他一無所知
[00:18:11.800 --> 00:18:13.800]  你跟一個法利塞人
[00:18:13.800 --> 00:18:15.800]  猶太人的官
[00:18:15.800 --> 00:18:17.800]  說他對屬靈的事
[00:18:17.800 --> 00:18:19.800]  對神國的事一無所知
[00:18:19.800 --> 00:18:21.800]  你看耶穌的說話
[00:18:21.800 --> 00:18:23.800]  那種徹底性
[00:18:23.800 --> 00:18:25.800]  好像完全令到他整個人崩潰
[00:18:25.800 --> 00:18:27.800]  我是法利塞人
[00:18:27.800 --> 00:18:29.800]  我受多少年的法律訓練
[00:18:29.800 --> 00:18:31.800]  律法的訓練
[00:18:31.800 --> 00:18:33.800]  我就是一個官
[00:18:33.800 --> 00:18:35.800]  你跟我說我對神的國度
[00:18:35.800 --> 00:18:37.800]  完全一無所知
[00:18:37.800 --> 00:18:39.800]  就是一無所知
[00:18:40.800 --> 00:18:41.800]  接著第六節
[00:18:41.800 --> 00:18:44.800]  和第七節就說
[00:18:44.800 --> 00:18:47.800]  我說你們必須重生
[00:18:47.800 --> 00:18:49.800]  你不要驚訝
[00:18:49.800 --> 00:18:51.800]  當時的心情就是這樣
[00:18:51.800 --> 00:18:53.800]  尼哥底姆
[00:18:53.800 --> 00:18:55.800]  風隨著耳屍吹
[00:18:55.800 --> 00:18:57.800]  你聽見風的聲音
[00:18:57.800 --> 00:18:59.800]  卻不知道是從那裡來
[00:18:59.800 --> 00:19:01.800]  往那裡去
[00:19:01.800 --> 00:19:03.800]  凡是從聖靈生的
[00:19:03.800 --> 00:19:05.800]  都是這樣
[00:19:05.800 --> 00:19:07.800]  尼哥底姆就說
[00:19:08.800 --> 00:19:09.800]  這件事
[00:19:09.800 --> 00:19:12.800]  怎麼能夠從聖靈而生呢
[00:19:12.800 --> 00:19:14.800]  耶穌就說
[00:19:14.800 --> 00:19:18.800]  你是以色列人的先生、老師
[00:19:18.800 --> 00:19:21.800]  你都不明白這些事嗎?
