
[00:00:00.000 --> 00:00:02.000]  這方面的目標是甚麼
[00:01:29.000 --> 00:01:31.000]  在經歷主的同在
[00:01:31.000 --> 00:01:33.000]  和經歷主的帶領
[00:01:33.000 --> 00:01:35.400]  第二就是要突破那個
[00:01:35.400 --> 00:01:37.600]  連結跨代同行
[00:01:37.600 --> 00:01:38.400]  就是說
[00:01:38.400 --> 00:01:41.000]  不同年代的人需要連結起來
[00:01:41.000 --> 00:01:42.400]  你明白甚麼意思了
[00:01:42.400 --> 00:01:47.200]  特別它是很想勇於嘗試來接觸青少年
[00:01:47.200 --> 00:01:48.400]  或者留住青少年
[00:01:48.400 --> 00:01:50.200]  我又說多了一點
[00:01:50.200 --> 00:01:51.600]  你就明白了
[00:01:51.600 --> 00:01:54.000]  要強調是有主的恩典
[00:01:54.000 --> 00:01:55.000]  主的依治
[00:01:55.000 --> 00:01:56.000]  為甚麼要依治呢
[00:01:56.000 --> 00:01:57.400]  那你要想一想了
[00:01:57.400 --> 00:01:59.200]  主的榮耀
[00:01:59.200 --> 00:02:01.200]  從五支教會的概念來看
[00:02:01.200 --> 00:02:03.000]  可以看到他們教會兩大目標
[00:02:03.000 --> 00:02:04.600]  就是深化家庭事公
[00:02:04.600 --> 00:02:07.200]  和同宮團隊的關係
[00:02:07.200 --> 00:02:10.000]  加上第二點就是開拓青少年事公
[00:02:10.000 --> 00:02:14.200]  那究竟你有興趣的就了解他們多一點
[00:02:14.200 --> 00:02:16.200]  第一樣我就說完了
[00:02:16.200 --> 00:02:19.800]  第二樣就是門徒訓練
[00:02:19.800 --> 00:02:22.600]  最近曾錦發牧師他寫的文章
[00:02:22.600 --> 00:02:26.600]  《21世紀門徒訓練的七種典範轉移》
[00:02:26.600 --> 00:02:31.200]  在2013年金日環教會出版的
[00:02:31.200 --> 00:02:33.600]  8月的第21頁到22頁
[00:02:33.600 --> 00:02:36.400]  當中有些思想是給我有些靈感的
[00:02:36.400 --> 00:02:40.600]  文章講到我們很多基督徒的核心價值
[00:02:40.600 --> 00:02:43.600]  和他的道德觀和世人是沒甚麼分別的
[00:02:43.600 --> 00:02:45.200]  這樣才是大事
[00:02:45.200 --> 00:02:46.400]  說就是叫基督徒
[00:02:46.400 --> 00:02:48.400]  其實就沒甚麼分別
[00:02:48.400 --> 00:02:49.800]  就是掛名
[00:02:49.800 --> 00:02:52.200]  這個令我想到很多基督徒是怎樣呢
[00:02:52.200 --> 00:02:54.200]  是屬靈的消費者
[00:02:54.200 --> 00:02:58.000]  教會對他們來說就是要看看活動
[00:02:58.000 --> 00:03:01.600]  是否能夠給他們一種屬靈的娛樂
[00:03:01.600 --> 00:03:04.200]  可能這個我講得比較片面
[00:03:04.200 --> 00:03:05.800]  但總是有人是這樣的
[00:03:05.800 --> 00:03:07.600]  我自己就看了
[00:03:07.600 --> 00:03:10.800]  他們去看活動就先看看排頭
[00:03:10.800 --> 00:03:12.600]  看看有沒有新鮮感
[00:03:12.600 --> 00:03:14.200]  來決定我去不去
[00:03:14.200 --> 00:03:16.200]  因為我付出時間來
[00:03:16.200 --> 00:03:18.200]  當然要物有所值的
[00:03:18.200 --> 00:03:20.400]  這個是很多人的心態
[00:03:20.400 --> 00:03:22.000]  而曾錦發牧師就說了
[00:03:22.000 --> 00:03:26.200]  如果不是歸回到耶穌基督激進的門徒要求
[00:03:26.200 --> 00:03:29.600]  我們是沒辦法經歷屬靈生命的復興
[00:03:29.600 --> 00:03:33.400]  教會也不能夠經歷屬靈生命的更新
[00:03:33.400 --> 00:03:35.400]  很激動的
[00:03:35.400 --> 00:03:38.000]  認識我的弟兄姊妹應該知道
[00:03:38.000 --> 00:03:40.600]  其實我是自從2001年
[00:03:40.600 --> 00:03:43.200]  我就開始在錦宣家教導大家
[00:03:43.200 --> 00:03:45.000]  不要被明星效應
[00:03:45.000 --> 00:03:47.200]  屬靈消費者來蒙蔽的
[00:03:47.200 --> 00:03:50.600]  其實當時我已經掙扎了一年才去講這些的
[00:03:50.600 --> 00:03:54.000]  十多年前我太太已經跟我講了
[00:03:54.000 --> 00:03:55.600]  即是講了十多年前
[00:03:55.600 --> 00:03:57.600]  這次你又講這些
[00:03:57.600 --> 00:03:59.600]  你覺不覺得悶的
[00:03:59.600 --> 00:04:01.800]  我就思考一下就說了
[00:04:01.800 --> 00:04:05.000]  我覺得弟兄姊妹還沒學到
[00:04:05.000 --> 00:04:06.600]  所以就再講
[00:04:06.600 --> 00:04:10.000]  神給我的護照就是做神學教育的
[00:04:10.000 --> 00:04:12.800]  所以我只是活躍在神學院裏面
[00:04:12.800 --> 00:04:14.200]  在教會不是很活躍的
[00:04:14.200 --> 00:04:19.200]  同時祂又給我一種成為敬虔的學者和牧者的理想
[00:04:19.200 --> 00:04:21.800]  總之神擺一個理想在你的心裏面
[00:04:21.800 --> 00:04:23.600]  都不是很方便
[00:04:23.600 --> 00:04:24.600]  很麻煩
[00:04:24.600 --> 00:04:26.400]  我又不是註堂牧者
[00:04:26.400 --> 00:04:29.800]  你要記住註堂就是全職的牧者
[00:04:29.800 --> 00:04:34.400]  我自己就沒有投身在弟兄姊妹那些叫貼身的模樣
[00:04:34.400 --> 00:04:36.600]  即是你投運新戲我沒有來探你
[00:04:36.600 --> 00:04:38.600]  你在醫院我沒有來問候你
[00:04:38.600 --> 00:04:41.200]  如果有的話是很例外的情況
[00:04:41.200 --> 00:04:44.800]  我覺得我又沒有做這些這麼基本的關懷功夫
[00:04:44.800 --> 00:04:48.200]  我只是在抽離的在港台裏面講一下道
[00:04:48.200 --> 00:04:51.600]  當時是有些需要的時候
[00:04:51.600 --> 00:04:53.600]  我就去帶家庭團
[00:04:53.600 --> 00:04:56.000]  也幫災賠部幫團契部
[00:04:56.000 --> 00:04:58.800]  人力充足的時候就可以退下來
[00:04:58.800 --> 00:05:02.200]  所以我在堂會的侍奉的原則就是這樣
[00:05:02.200 --> 00:05:04.400]  我要尊重註堂的牧者
[00:05:04.400 --> 00:05:06.400]  每一位註堂的牧者
[00:05:06.400 --> 00:05:09.400]  都是應該受到弟兄姊妹的敬重
[00:05:09.400 --> 00:05:12.000]  在你們中間勞苦牧羊你們的
[00:05:12.000 --> 00:05:13.400]  才是你們的牧者
[00:05:13.400 --> 00:05:16.000]  羊是要聽牧羊人的聲音
[00:05:16.000 --> 00:05:18.400]  牧羊人是要認識牠是羊
[00:05:18.400 --> 00:05:22.000]  所以我對於那些外來港元其實是一般般高興的
[00:05:22.000 --> 00:05:24.200]  因為十個有九個都不預備的
[00:05:24.200 --> 00:05:26.800]  不是說我真的有時候說話都得罪人的
[00:05:26.800 --> 00:05:29.400]  我聽他三分鐘就知道他有沒有預備的
[00:05:29.400 --> 00:05:34.800]  過去我在教會裏面是從來不講教會的牧羊方向
[00:05:34.800 --> 00:05:37.800]  教會的牧羊政策我從來不做評論
[00:05:37.800 --> 00:05:40.400]  為什麼呢?因為不要搞混亂
[00:05:40.400 --> 00:05:43.400]  你講這麼多做什麼?又不是你做
[00:05:43.400 --> 00:05:46.400]  我已經很突破講多了很多東西
[00:05:46.400 --> 00:05:50.600]  近來都是他的弟兄姊妹都覺得我變了
[00:05:50.600 --> 00:05:54.400]  2013年的時候張美眉牧師就問我
[00:05:54.400 --> 00:05:58.200]  你可不可以幫忙做坤堂的顧問牧師
[00:05:58.200 --> 00:06:01.000]  大家都知道現在知道我兒子允行
[00:06:01.000 --> 00:06:03.000]  其實那時候他的情緒不是很好
[00:06:03.000 --> 00:06:05.800]  我要很多時間陪兒子的
[00:06:05.800 --> 00:06:07.400]  所以我推了他兩次
[00:06:07.400 --> 00:06:09.000]  我想都想不到
[00:06:09.000 --> 00:06:13.200]  孫德堂何志雄牧師竟然用一個這樣的理由跟我說話
[00:06:13.200 --> 00:06:15.800]  他說孫德堂顧名思義
[00:06:15.800 --> 00:06:18.400]  就跟德國這個字有關
[00:06:18.400 --> 00:06:22.000]  他就說孫德堂的教務同工
[00:06:22.000 --> 00:06:24.600]  很熱心參與德國的宣教
[00:06:24.600 --> 00:06:28.000]  竟然他講這番話對我的耳朵會聽得懂
[00:06:28.000 --> 00:06:30.000]  我就答應了他
[00:06:30.000 --> 00:06:31.000]  就是這樣
[00:06:31.000 --> 00:06:33.200]  神的我的領袖就是這麼簡單
[00:06:33.200 --> 00:06:34.600]  我時間有限
[00:06:34.600 --> 00:06:35.800]  做事要集中
[00:06:35.800 --> 00:06:37.600]  最理想就是什麼?
[00:06:37.600 --> 00:06:41.200]  教會的牧羊跟歐洲宣教有些關係
[00:06:41.200 --> 00:06:43.400]  就讓我可以視同一個焦點
[00:06:43.400 --> 00:06:47.200]  我經常形容有些弟兄姐妹或者牧師做消防員
[00:06:47.200 --> 00:06:50.000]  教會很多個火頭去救火
[00:06:50.000 --> 00:06:53.600]  我說你快要耗盡了
[00:06:53.600 --> 00:06:54.600]  燒乾了
[00:06:54.600 --> 00:06:57.800]  有些我認識另一個教會的執事就說
[00:06:57.800 --> 00:07:00.600]  我就是想著我還能走得走得
[00:07:00.600 --> 00:07:01.600]  我就拼到盡
[00:07:01.600 --> 00:07:04.000]  你很快十年就玩完了
[00:07:04.000 --> 00:07:06.000]  為主消盡
[00:07:06.000 --> 00:07:08.400]  這樣玩法不行的
[00:07:08.400 --> 00:07:11.000]  其實我自己禱告的裡面
[00:07:11.000 --> 00:07:13.000]  就是希望我在神學教育
[00:07:13.000 --> 00:07:15.000]  教會牧羊和歐洲宣教
[00:07:15.000 --> 00:07:17.400]  三方面都能夠連成一線
[00:07:17.400 --> 00:07:18.600]  我一脈相承
[00:07:18.600 --> 00:07:21.000]  我做的事情就比較清心一點
[00:07:21.000 --> 00:07:23.200]  我知道是很不容易的
[00:07:23.200 --> 00:07:25.200]  所以我會表達努力爭取
[00:07:25.200 --> 00:07:26.200]  報告等候
[00:07:26.200 --> 00:07:29.000]  到現在我是保持到平衡的
[00:07:29.000 --> 00:07:31.400]  我想告訴大家我是平衡到的
[00:07:31.400 --> 00:07:35.600]  2019年我現在也幫孫一嘉開始一個門訓
[00:07:35.600 --> 00:07:38.400]  我知道我們敢孫家都有門訓
[00:07:38.400 --> 00:07:40.000]  老傳道也在大
[00:07:40.000 --> 00:07:42.600]  我又沒有任何意思說我那些比別人好的
[00:07:42.600 --> 00:07:44.200]  我從來不會這樣說話的
[00:07:44.200 --> 00:07:47.200]  我的意思就是門訓是現在香港教會
[00:07:47.200 --> 00:07:49.400]  很多教會都注重的事供
[00:07:49.400 --> 00:07:51.000]  這件事就是真的
[00:07:51.000 --> 00:07:53.000]  路加福音第九章二十三節說
[00:07:53.000 --> 00:07:54.200]  耶穌對眾人說
[00:07:54.200 --> 00:07:56.000]  如果你要跟從我的時候
[00:07:56.000 --> 00:08:01.000]  你就當社稷天天背起你那個十字架來跟從我
[00:08:01.000 --> 00:08:02.800]  耶穌說的話
[00:08:02.800 --> 00:08:05.600]  我總結幾十年的基督徒的生活經驗
[00:08:05.600 --> 00:08:07.800]  我不是那些很激的基督徒
[00:08:07.800 --> 00:08:10.600]  說一句俗話叫做很「扯」
[00:08:10.600 --> 00:08:12.000]  有些教會很「扯」的
[00:08:12.000 --> 00:08:13.800]  你一去就知道什麼事了
[00:08:13.800 --> 00:08:15.600]  要篤數的
[00:08:15.600 --> 00:08:17.600]  要帶多少人回來的
[00:08:17.600 --> 00:08:20.000]  有些我不說名字了
[00:08:20.000 --> 00:08:21.400]  搞到很大事
[00:08:21.400 --> 00:08:24.600]  一去機場搏冷盤聚會那些
[00:08:24.600 --> 00:08:27.800]  一定要篤一個人帶十個二十個去的
[00:08:27.800 --> 00:08:29.200]  教會一定增長的
[00:08:29.200 --> 00:08:32.200]  不過那些弟兄姊妹就很氣的
[00:08:32.200 --> 00:08:33.600]  我們免力奔跑
[00:08:33.600 --> 00:08:36.400]  但我不是那種人來的
[00:08:36.400 --> 00:08:37.800]  但我又不好
[00:08:37.800 --> 00:08:41.800]  我又不喜歡機械化形式化那種掛名基督徒
[00:08:41.800 --> 00:08:43.800]  你明不明白我就是夾在兩極之間
[00:08:43.800 --> 00:08:46.800]  如果我喜歡走散就無所謂了
[00:08:46.800 --> 00:08:47.800]  但我又不是
[00:08:47.800 --> 00:08:49.600]  我又不是很喜歡很「扯」
[00:08:49.600 --> 00:08:50.800]  那你即是哪一種
[00:08:50.800 --> 00:08:53.800]  我都不知道中間那一部分是怎樣
[00:08:53.800 --> 00:08:55.600]  我又覺得門訓很重要
[00:08:55.600 --> 00:08:57.600]  但我又有另一個興趣
[00:08:57.600 --> 00:08:59.800]  我不喜歡被人洗腦的
[00:08:59.800 --> 00:09:02.200]  你說是不是很古怪呢
[00:09:02.200 --> 00:09:04.800]  我又喜歡人去想事情的
[00:09:04.800 --> 00:09:08.800]  我又覺得敬前需要理性去配合的
[00:09:08.800 --> 00:09:09.800]  我有一個朋友
[00:09:09.800 --> 00:09:10.400]  應該這樣說
[00:09:10.400 --> 00:09:12.400]  我太太以前是同學
[00:09:12.400 --> 00:09:14.600]  她就參加了一個教會
[00:09:14.600 --> 00:09:17.000]  那個教會很賣身目樣的
[00:09:17.000 --> 00:09:18.800]  她參加一個小組那些
[00:09:18.800 --> 00:09:21.000]  那個栽培員是怎樣的呢
[00:09:21.000 --> 00:09:22.600]  我說我早上陪你靈修
[00:09:22.600 --> 00:09:25.200]  你有沒有試過被人這樣栽培
[00:09:25.200 --> 00:09:26.600]  有啊有些有
[00:09:26.600 --> 00:09:28.400]  我太太的同學就說
[00:09:28.400 --> 00:09:30.600]  我上班要很早的
[00:09:30.600 --> 00:09:32.800]  我時七點多就要出門了
[00:09:32.800 --> 00:09:35.200]  你猜那個栽培員怎樣說呢
[00:09:35.200 --> 00:09:38.600]  我六點半陪你去靈修
[00:09:38.600 --> 00:09:39.800]  你都很愕然
[00:09:39.800 --> 00:09:40.600]  你說是不是呢
[00:09:40.600 --> 00:09:42.800]  這些在他們教會很普遍的
[00:09:42.800 --> 00:09:43.800]  我說你這樣做
[00:09:43.800 --> 00:09:45.600]  有什麼理由留不住人
[00:09:45.600 --> 00:09:47.400]  不過我不行
[00:09:47.400 --> 00:09:49.000]  我是用腦的那個人
[00:09:49.000 --> 00:09:51.000]  我上班七點半已經很勉強了
[00:09:51.000 --> 00:09:53.600]  你還要六點半一早凍起來
[00:09:53.600 --> 00:09:54.600]  我陪你
[00:09:54.600 --> 00:09:56.200]  你來我家樓下而已
[00:09:56.200 --> 00:09:58.200]  我不是很想陪你
[00:09:58.200 --> 00:09:59.400]  你明白我的意思嗎
[00:09:59.400 --> 00:10:01.000]  我是那種人
[00:10:01.000 --> 00:10:02.800]  但是我再想想這段聖經
[00:10:02.800 --> 00:10:04.400]  耶穌說的就是
[00:10:04.400 --> 00:10:06.000]  你放下你自己
[00:10:06.000 --> 00:10:08.600]  你才能夠認識偉大的神
[00:10:08.600 --> 00:10:10.000]  從心裡面承認
[00:10:10.000 --> 00:10:12.200]  掌管我們那個神
[00:10:12.200 --> 00:10:13.400]  是掌管我的前途
[00:10:13.400 --> 00:10:14.600]  這樣你才是基督徒
[00:10:14.600 --> 00:10:16.600]  我是可以這樣的
[00:10:16.600 --> 00:10:18.400]  但是我未必可以每一餐陪你
[00:10:18.400 --> 00:10:20.800]  六點半起床去靈修
[00:10:20.800 --> 00:10:23.400]  我也不喜歡有人這樣看著我
[00:10:23.400 --> 00:10:25.800]  所以我希望我們都明白
[00:10:25.800 --> 00:10:27.000]  就算我不想這樣
[00:10:27.000 --> 00:10:29.000]  但是我都會覺得心底裡
[00:10:29.000 --> 00:10:30.600]  我是很想說
[00:10:30.600 --> 00:10:32.200]  我信主的時候就是這樣
[00:10:32.200 --> 00:10:34.200]  別人栽培我就是那一本《屬靈4定律》
[00:10:34.200 --> 00:10:37.200]  不知道還有沒有人會記得這件事
[00:10:37.200 --> 00:10:38.800]  《屬靈4定律》說
[00:10:38.800 --> 00:10:40.400]  你信主以前
[00:10:40.400 --> 00:10:43.000]  你就是你生命的寶座上面
[00:10:43.000 --> 00:10:44.400]  但是信主之後
[00:10:44.400 --> 00:10:45.600]  就不是你坐
[00:10:45.600 --> 00:10:47.600]  是耶穌基督坐在那裡
[00:10:47.600 --> 00:10:50.600]  哇!那我聽了這些東西就接受了
[00:10:50.600 --> 00:10:53.800]  鐵志就跟著這個模式成長
[00:10:53.800 --> 00:10:55.800]  讀經、祈禱、侍奉
[00:10:55.800 --> 00:10:59.200]  就在這樣的模式下操練去成長
[00:10:59.200 --> 00:11:01.600]  然後人生都要想一次
[00:11:01.600 --> 00:11:04.600]  是不是認真全時間奉獻、侍奉神
[00:11:04.600 --> 00:11:06.000]  我自己的看法就是
[00:11:06.000 --> 00:11:09.600]  每個基督徒最低限度要思想一次
[00:11:09.600 --> 00:11:11.600]  你是不是正正應該走這條路
[00:11:11.600 --> 00:11:13.200]  我要說
[00:11:13.200 --> 00:11:14.400]  大家要注意
[00:11:14.400 --> 00:11:16.000]  奉獻做傳道人
[00:11:16.000 --> 00:11:19.000]  就不是表示屬靈地位上面
[00:11:19.000 --> 00:11:20.600]  你比弟兄姐妹高
[00:11:20.600 --> 00:11:22.200]  我們沒有階級主義的
[00:11:22.200 --> 00:11:24.600]  你要知道沒有這個階級主義
[00:11:24.600 --> 00:11:26.000]  當然了
[00:11:26.000 --> 00:11:28.800]  弟兄姐妹要全職侍奉
[00:11:28.800 --> 00:11:30.400]  要放下很多東西的
[00:11:30.400 --> 00:11:33.000]  所以我們教會的弟兄姐妹
[00:11:33.000 --> 00:11:36.400]  你應該尊重那些全職侍奉的傳道人
[00:11:36.400 --> 00:11:38.800]  我覺得是合理的
[00:11:38.800 --> 00:11:42.800]  同時以他們成為你模仿的榜樣
[00:11:42.800 --> 00:11:44.200]  不過各位弟兄姐妹
[00:11:44.200 --> 00:11:46.800]  你都是大職的傳道人
[00:11:46.800 --> 00:11:50.800]  你不是說你只是回來坐
[00:11:50.800 --> 00:11:52.800]  你不要把自己看成這樣
[00:11:52.800 --> 00:11:56.400]  我們中文有句話叫做平信圖
[00:11:56.400 --> 00:11:58.200]  有時我們會
[00:11:58.200 --> 00:12:01.000]  廣東話的音有九個音
[00:12:01.000 --> 00:12:04.400]  平信圖可以讀歪一點叫做平信圖
[00:12:04.400 --> 00:12:07.000]  即是我信仰便宜一點
[00:12:07.000 --> 00:12:10.000]  或者我可以叫做達標的德
[00:12:10.000 --> 00:12:12.000]  有時這個想法
[00:12:12.000 --> 00:12:15.000]  是令很多人有個錯覺、有個誤解
[00:12:15.000 --> 00:12:16.400]  其實絕對不是
[00:12:16.400 --> 00:12:17.600]  你和我都是一樣
[00:12:17.600 --> 00:12:20.800]  是耶穌基督用他重價來救贖我們的
[00:12:20.800 --> 00:12:23.000]  是用他的生命救贖我們回來的
[00:12:23.000 --> 00:12:24.200]  大家怎會便宜呢
[00:12:24.200 --> 00:12:27.400]  難道你貶低自己說自己很低賤嗎
[00:12:27.400 --> 00:12:28.400]  不會的
[00:12:28.400 --> 00:12:29.400]  我們不是的
[00:12:29.400 --> 00:12:32.000]  神是愛我們每一個
[00:12:32.000 --> 00:12:34.200]  他是用重價將我們贖回
[00:12:34.200 --> 00:12:36.000]  所以弟兄姐妹
[00:12:36.000 --> 00:12:38.000]  你們在職場上打拼
[00:12:38.000 --> 00:12:40.600]  你們就是職場上的宣教士
[00:12:40.600 --> 00:12:42.600]  你是職場上的目者
[00:12:42.600 --> 00:12:43.400]  各位弟兄姐妹
[00:12:43.400 --> 00:12:46.200]  你應該注重信仰和生活的結合
[00:12:46.200 --> 00:12:49.400]  我想說傳道人在這裡好像很威風
[00:12:49.400 --> 00:12:52.600]  去到你的公司我們就沒話可說了
[00:12:52.600 --> 00:12:55.000]  除非你有個小組請我們去說話
[00:12:55.000 --> 00:12:59.600]  你就是代表耶穌基督在那個環境裏面去見證那個
[00:12:59.600 --> 00:13:01.400]  我記得有一個弟兄姐妹
[00:13:01.400 --> 00:13:03.000]  有個弟兄我不是很認識他的
[00:13:03.000 --> 00:13:05.400]  有個弟兄介紹他跟我聊天
[00:13:05.400 --> 00:13:07.000]  當然他的名字我又不講
[00:13:07.000 --> 00:13:08.000]  詳細很多我不要講
[00:13:08.000 --> 00:13:10.800]  但是有些事真的給我很大感動
[00:13:10.800 --> 00:13:13.200]  這個弟兄他是做保險的
[00:13:13.200 --> 00:13:15.200]  他去讀神學
[00:13:15.200 --> 00:13:17.800]  他辭工去讀
[00:13:17.800 --> 00:13:20.200]  不過他老闆就說你辭工我很難做
[00:13:20.200 --> 00:13:21.800]  我不知道升哪一個
[00:13:21.800 --> 00:13:23.000]  你明不明白他說什麼
[00:13:23.000 --> 00:13:24.200]  就是個個都想升
[00:13:24.200 --> 00:13:25.400]  我又不想升那些
[00:13:25.400 --> 00:13:28.200]  不如你掛著名字去讀神學算了
[00:13:28.200 --> 00:13:30.000]  是讀信徒那一種
[00:13:30.000 --> 00:13:32.000]  不是讀做傳道人那一種
[00:13:32.000 --> 00:13:34.000]  他臨畢業走來問我
[00:13:34.000 --> 00:13:36.200]  我跟他聊聊天
[00:13:36.200 --> 00:13:39.800]  他說我也不知道畢業之後怎樣去侍奉
[00:13:39.800 --> 00:13:44.600]  你剛才聽我說話都知道我很尊重主堂的目者
[00:13:44.600 --> 00:13:47.000]  我說你有沒有回去和你教會的目者聊一下
[00:13:47.000 --> 00:13:48.200]  他說有
[00:13:48.200 --> 00:13:50.000]  我說那他怎麼說
[00:13:50.000 --> 00:13:53.400]  我以下所講的沒有侮辱任何目者
[00:13:53.400 --> 00:13:57.400]  他說他叫我有空回來看看教會的帳目
[00:13:57.400 --> 00:14:00.000]  我心裏想你教會的帳目很大嗎
[00:14:00.000 --> 00:14:02.600]  要你天天回去看嗎
[00:14:02.600 --> 00:14:04.800]  我就再聽多一點
[00:14:04.800 --> 00:14:08.000]  那你自己有什麼侍奉的經驗
[00:14:08.000 --> 00:14:09.600]  我帶短孫隊
[00:14:09.600 --> 00:14:11.000]  他帶短孫隊
[00:14:11.000 --> 00:14:12.600]  我說你怎樣帶短孫隊
[00:14:12.600 --> 00:14:14.600]  我說去東南亞的地方
[00:14:14.600 --> 00:14:17.200]  聽完之後你就繼續帶短孫隊
[00:14:17.200 --> 00:14:19.000]  然後他還講了另外一些東西出來
[00:14:19.000 --> 00:14:20.600]  我就發覺很有收穫
[00:14:20.600 --> 00:14:25.000]  他說他自己是做一些人事培訓的
[00:14:25.000 --> 00:14:26.400]  在保險公司
[00:14:26.400 --> 00:14:28.800]  很多同事找他講專題
[00:14:28.800 --> 00:14:30.600]  我說你講什麼專題
[00:14:30.600 --> 00:14:33.600]  講一下怎樣去和客人聊天
[00:14:33.600 --> 00:14:35.400]  建立關係
[00:14:35.400 --> 00:14:39.000]  還有他講了他背後的價值
[00:14:39.000 --> 00:14:40.600]  你要關心人等等
[00:14:40.600 --> 00:14:42.200]  然後他再講一句
[00:14:42.200 --> 00:14:44.200]  我就不會跟他說耶穌
[00:14:44.200 --> 00:14:46.800]  不過會講耶穌福音的精神
[00:14:46.800 --> 00:14:49.600]  我聽完之後耳朵又開始有些反應
[00:14:49.600 --> 00:14:51.400]  這樣不錯
[00:14:51.400 --> 00:14:53.400]  我問他每次有多少人聽
[00:14:53.400 --> 00:14:56.000]  百多二百人
[00:14:56.000 --> 00:14:59.000]  我們教會也差不多
[00:14:59.000 --> 00:15:01.800]  你一個弟兄子
[00:15:01.800 --> 00:15:05.000]  百多二百個不是一定基督徒的聽你講
[00:15:05.000 --> 00:15:06.200]  然後他還說
[00:15:06.200 --> 00:15:08.200]  有一次去東南亞某個國家
[00:15:08.200 --> 00:15:10.000]  他的同事知道他去
[00:15:10.000 --> 00:15:12.200]  就說你來講一下
[00:15:12.200 --> 00:15:14.200]  我又問他有多少人來聽
[00:15:14.200 --> 00:15:15.600]  都是百多二百人
[00:15:15.600 --> 00:15:17.000]  然後他跟我說
[00:15:17.000 --> 00:15:18.800]  那些都是大學生
[00:15:18.800 --> 00:15:20.400]  講英文的
[00:15:20.400 --> 00:15:23.400]  然後他說其實他們那班人
[00:15:23.400 --> 00:15:25.600]  平日都不踏入教會裏面
[00:15:25.600 --> 00:15:27.000]  我聽完之後
[00:15:27.000 --> 00:15:29.200]  你都聽到應該有共鳴
[00:15:29.200 --> 00:15:31.000]  這樣很厲害
[00:15:31.000 --> 00:15:32.000]  他接著就說
[00:15:32.000 --> 00:15:34.200]  去東南亞地方的宣教士
[00:15:34.200 --> 00:15:35.800]  星期日聚在一起
[00:15:35.800 --> 00:15:37.200]  去過教會那些
[00:15:37.200 --> 00:15:38.400]  一起崇拜
[00:15:38.400 --> 00:15:41.200]  很多人都不去崇拜
[00:15:41.200 --> 00:15:43.600]  他這樣講給我一個很大的對比
[00:15:43.600 --> 00:15:44.800]  讓我看到
[00:15:44.800 --> 00:15:45.800]  他的價值
[00:15:45.800 --> 00:15:47.000]  他可以在香港
[00:15:47.000 --> 00:15:48.000]  在東南亞
[00:15:48.000 --> 00:15:50.200]  去藉著這些講座培訓
[00:15:50.200 --> 00:15:52.800]  去講很多有內容
[00:15:52.800 --> 00:15:54.000]  健康正能量
