
[00:00:00.000 --> 00:00:06.800]  多謝天父再一次讓我們能夠在晚上
[00:01:50.020 --> 00:01:52.500]  怎樣來勸勉他們
[00:01:52.500 --> 00:01:55.640]  很特別就是用主在來去勸勉他們
[00:01:55.640 --> 00:01:59.120]  這個我們下幾次開始講新約的時候
[00:01:59.120 --> 00:02:00.940]  再詳細講
[00:02:00.940 --> 00:02:03.840]  我們第三章的《馬拉基書》
[00:02:03.840 --> 00:02:06.180]  上一個星期就給了一個問題
[00:02:06.180 --> 00:02:09.480]  就是到底公義的神是不是真的存在呢?
[00:02:09.480 --> 00:02:11.660]  是第三章的收尾
[00:02:11.660 --> 00:02:15.280]  如果公義的神不彰顯他的公義
[00:02:15.280 --> 00:02:20.620]  在他的子民 當然舊約就一定是耶路撒冷
[00:02:20.620 --> 00:02:25.560]  猶太選民和以色列國
[00:02:25.560 --> 00:02:27.580]  如果不彰顯的時候
[00:02:27.580 --> 00:02:30.200]  你敬拜是徒然的
[00:02:30.200 --> 00:02:35.300]  你忠心 嚴謹去跟隨
[00:02:35.300 --> 00:02:38.620]  都是沒有什麼好結果的
[00:02:38.620 --> 00:02:42.020]  不專心 很敷衍
[00:02:42.020 --> 00:02:44.220]  都沒有什麼事情發生的
[00:02:44.220 --> 00:02:49.140]  可能從那個經文的背景就告訴我們
[00:02:49.140 --> 00:02:52.480]  普遍在百姓的心裡面
[00:02:52.480 --> 00:02:57.460]  就有這個內心的鬱結
[00:02:57.460 --> 00:03:00.120]  所以他們問一個問題
[00:03:00.120 --> 00:03:02.460]  你講到自己這麼偉大
[00:03:02.460 --> 00:03:06.020]  都不見有什麼審判
[00:03:06.020 --> 00:03:08.340]  不見有什麼特別的東西
[00:03:08.340 --> 00:03:12.780]  只是說哪些不行 哪些不行
[00:03:12.780 --> 00:03:18.120]  特別是那個用鬼詐第二章出現很多次
[00:03:18.120 --> 00:03:20.800]  猶太人自己彼此用鬼詐
[00:03:20.800 --> 00:03:26.880]  領袖尤其是祭司向神鬼詐
[00:03:26.880 --> 00:03:30.600]  接著民間的百姓彼此鬼詐
[00:03:30.600 --> 00:03:35.300]  接著那些丈夫對自己的妻子鬼詐
[00:03:35.300 --> 00:03:38.560]  就變成了充斥著在社會裡面
[00:03:38.560 --> 00:03:41.640]  大家都不敢去講真心話
[00:03:41.640 --> 00:03:43.880]  大家都不能夠用真心
[00:03:43.880 --> 00:03:47.300]  用一個坦誠的心去彼此對待
[00:03:47.300 --> 00:03:53.220]  就出現了似乎就是內心有一個鬱結的問題
[00:03:53.220 --> 00:03:55.920]  就是公義的神在哪裡呢?
[00:03:55.920 --> 00:04:01.320]  這個是二章的16節的問題
[00:04:01.320 --> 00:04:08.460]  所以第17節 對不起 應該是16、17兩節
[00:04:08.460 --> 00:04:12.720]  或者公義的神到底在哪裡呢?
[00:04:12.720 --> 00:04:15.380]  他們不是不知道在耶路撒冷
[00:04:15.380 --> 00:04:18.600]  他們不是不知道在藥櫃裡面
[00:04:18.600 --> 00:04:20.720]  或者在致聖所
[00:04:20.720 --> 00:04:24.100]  但是政治就不在他們的心
[00:04:24.100 --> 00:04:28.740]  或者他們所見到的實際的生活處境
[00:04:28.740 --> 00:04:32.160]  不是很感受到神的同在
[00:04:32.160 --> 00:04:34.420]  神施行的那個公義
[00:04:34.420 --> 00:04:38.120]  不同當初他們所羅巴伯上來
[00:04:38.120 --> 00:04:41.580]  帶著百姓回去重建聖殿的時候
[00:04:41.580 --> 00:04:45.620]  怎樣能夠彰顯那個榮耀
[00:04:45.620 --> 00:04:49.880]  將那些本地人 即加南的那些本地人
[00:04:49.880 --> 00:04:53.660]  透過很多的教訓
[00:04:53.660 --> 00:04:57.360]  將他們去自服了
[00:04:57.360 --> 00:05:02.300]  使得他們終於很戲劇性的可以重建聖殿
[00:05:02.300 --> 00:05:05.060]  接著有以色列的復興
[00:05:05.060 --> 00:05:07.520]  有後來的再過了100年
[00:05:07.520 --> 00:05:11.900]  120多年的尼希米的那個再重建城牆
[00:05:11.900 --> 00:05:15.560]  所以一切都安頓好之後
[00:05:15.560 --> 00:05:19.620]  也都似乎是馬拉基在一個最後的階段
[00:05:19.620 --> 00:05:23.840]  可能比尼希米稍微遲一點點
[00:05:23.840 --> 00:05:25.240]  不是遲很多的
[00:05:25.240 --> 00:05:28.300]  到底他們兩位有沒有曾經
[00:05:28.300 --> 00:05:30.980]  同個時代一起這樣服侍呢?
[00:05:30.980 --> 00:05:34.020]  聖經沒有交代 不過後人
[00:05:34.020 --> 00:05:38.180]  一些聖經學者就有這樣的認為
[00:05:38.180 --> 00:05:42.180]  他們兩個人可能是同那個時代背景有關的
[00:05:42.180 --> 00:05:45.420]  所以很多東西安頓了之後
[00:05:45.420 --> 00:05:49.340]  慢慢沒有什麼大的衝擊
[00:05:49.340 --> 00:05:54.300]  就使得猶太人回復在那個日常生活裏面
[00:05:54.300 --> 00:05:59.700]  敬拜 侍奉 獻祭 或者日常的買賣
[00:05:59.700 --> 00:06:02.440]  人與人之間的交往等等
[00:06:02.440 --> 00:06:08.660]  慢慢就回到了一種很平淡的狀態
[00:06:08.660 --> 00:06:12.620]  所以挑起他們內心有很多的鬱結問題
[00:06:12.620 --> 00:06:17.260]  這個是從第二章給我們看到
[00:06:17.260 --> 00:06:23.580]  慢慢就開始可能對自己的保護機制要啟動了
[00:06:23.580 --> 00:06:26.520]  就有很多的鬼咋彼此相待
[00:06:26.520 --> 00:06:30.600]  這個是很難去拆解的
[00:06:30.600 --> 00:06:35.080]  因為安全感不是你說兩句就可以有的
[00:06:35.080 --> 00:06:38.780]  人越大就越要保護自己的
[00:06:38.780 --> 00:06:42.440]  那個安全感就越難去
[00:06:42.440 --> 00:06:47.100]  好像一個保護罩那樣 甚至乎是無形的
[00:06:47.100 --> 00:06:51.500]  不知不覺就會有一種的自我保護
[00:06:51.500 --> 00:06:56.700]  所以就一定是在民間就會慢慢又受到傷害
[00:06:56.700 --> 00:07:00.280]  所以第二章的鬼咋出現很多次
[00:07:00.280 --> 00:07:04.280]  所以最終他們將這件事化成一個問題
[00:07:04.280 --> 00:07:06.940]  公義的神到底是否存在呢?
[00:07:06.940 --> 00:07:08.700]  存在的 他們知道的
[00:07:08.700 --> 00:07:10.500]  不然他們都不會獻祭
[00:07:10.500 --> 00:07:14.240]  他們都不會真的這樣透過祭司去獻祭
[00:07:14.240 --> 00:07:17.720]  不過很多東西都慢慢習以為常了
[00:07:17.720 --> 00:07:19.620]  這個就去到第三章
[00:07:19.620 --> 00:07:23.720]  就有一個第二章是負面的
[00:07:23.720 --> 00:07:25.320]  講他們的那個狀態
[00:07:25.320 --> 00:07:27.580]  第三章就是講那個理想
[00:07:27.580 --> 00:07:31.900]  那個應該是這樣的敬拜 神才會喜悅的
[00:07:31.900 --> 00:07:37.420]  尤其三章十六節有一本紀念冊
[00:07:37.420 --> 00:07:39.780]  在神那裡給神紀念的
[00:07:39.780 --> 00:07:44.040]  不知你小學有沒有六年級升中士之後
[00:07:44.040 --> 00:07:46.740]  有沒有寫紀念冊呢?
[00:07:46.740 --> 00:07:49.100]  不知現在的小朋友有沒有呢?
[00:07:49.100 --> 00:07:52.180]  現在可能根本電子筆就不用了 用電話
[00:07:52.180 --> 00:07:54.520]  小時候我們真的什麼都要寫的
[00:07:54.520 --> 00:07:57.880]  那本東西很珍貴的 但是很快就不見了
[00:07:57.880 --> 00:08:00.280]  所以都有些可惜的
[00:08:00.280 --> 00:08:03.040]  但是十六節有些真的紀念冊
[00:08:03.040 --> 00:08:05.020]  在神的面前紀念冊
[00:08:05.020 --> 00:08:06.620]  所以你可以想像到
[00:08:06.620 --> 00:08:09.560]  第二章的那個不尋常的敬拜
[00:08:09.560 --> 00:08:12.960]  第三章的就是神喜悅的敬拜
[00:08:12.960 --> 00:08:14.920]  是怎麼樣的呢?
[00:08:14.920 --> 00:08:17.940]  那就很寶貴
[00:08:17.940 --> 00:08:19.900]  首先就是講那個審判
[00:08:19.900 --> 00:08:22.360]  審判完之後 神就期望
[00:08:22.360 --> 00:08:26.340]  要回到那種沒有自我保護
[00:08:26.340 --> 00:08:29.120]  要在神的裡面去學習
[00:08:29.120 --> 00:08:31.640]  真是開放自己的敬拜
[00:08:31.640 --> 00:08:33.840]  所以第三章很寶貴的
[00:08:33.840 --> 00:08:35.460]  值得我們一起去看
[00:08:35.460 --> 00:08:39.000]  如果第二章是你已經因為這麼多的詭詐
[00:08:39.000 --> 00:08:42.200]  而導致你有一個自我防護機制
[00:08:42.200 --> 00:08:45.020]  那試一下將這個制按一按
[00:08:45.020 --> 00:08:48.560]  取消它 第三章就帶你進入
[00:08:48.560 --> 00:08:52.480]  神的那個管治的世界裡面
[00:08:52.480 --> 00:08:54.720]  其實就是指到主在內
[00:08:54.720 --> 00:08:57.940]  有一位公義的聖者會出現
[00:08:57.940 --> 00:09:03.120]  納約的使者忽然會進入他的殿
[00:09:03.120 --> 00:09:06.780]  第一章就已經在講尼塞亞的降臨
[00:09:06.780 --> 00:09:11.800]  甚至馬可福音第五章就引述了
[00:09:11.800 --> 00:09:17.180]  那個納約的使者的那個僕人
[00:09:17.180 --> 00:09:19.260]  就是施洗約翰 是耶穌講的
[00:09:19.260 --> 00:09:22.020]  所以耶穌就解釋這段經文
[00:09:22.020 --> 00:09:23.620]  第三章開始了
[00:09:23.620 --> 00:09:25.180]  第一節
[00:09:25.180 --> 00:09:27.340]  「萬君子耶和說
[00:09:27.340 --> 00:09:29.780]  我要差遣我的使者
[00:09:29.780 --> 00:09:32.380]  在我面前預備道路
[00:09:32.380 --> 00:09:36.920]  你們所尋求的主必忽然進入他的殿
[00:09:36.920 --> 00:09:38.280]  納約的使者」
[00:09:38.280 --> 00:09:40.100]  這裡就是講施洗約翰了
[00:09:40.100 --> 00:09:43.500]  「就是你們所仰慕的快要來到
[00:09:43.500 --> 00:09:46.940]  他來的日子誰能當得起呢?
[00:09:46.940 --> 00:09:50.620]  他顯現的時候誰能立得住呢?
[00:09:50.620 --> 00:09:53.660]  因為他如煉金之人的火」
[00:09:53.660 --> 00:09:56.800]  煉金就是那些冶金
[00:09:56.800 --> 00:09:59.440]  要用很高溫的火
[00:09:59.440 --> 00:10:02.940]  將那些雜質燒紅之後
[00:10:02.940 --> 00:10:05.380]  那些雜質自然會浮起
[00:10:05.380 --> 00:10:06.900]  就會走的
[00:10:06.900 --> 00:10:10.940]  那些金再倒下去就變成四條九的金條
[00:10:10.940 --> 00:10:13.340]  這些是注金
[00:10:13.340 --> 00:10:15.500]  這些古代的人一定會懂的
[00:10:15.500 --> 00:10:18.460]  「他如煉金之人的火
[00:10:18.460 --> 00:10:20.460]  如漂泡之人的皂」
[00:10:20.460 --> 00:10:22.360]  就是洗作的那些布
[00:10:22.360 --> 00:10:23.860]  我做過染布的
[00:10:23.860 --> 00:10:24.660]  暑期工
[00:10:24.660 --> 00:10:25.780]  很辛苦的
[00:10:25.780 --> 00:10:29.420]  將那些布染色
[00:10:29.420 --> 00:10:30.940]  很重很臭
[00:10:30.940 --> 00:10:34.820]  化學的手指甲都長出了什麼
[00:10:34.820 --> 00:10:37.780]  因為那些化學劑很厲害的
[00:10:37.780 --> 00:10:41.440]  真的要用皂來洗的
[00:10:41.440 --> 00:10:42.940]  它要漂白的
[00:10:42.940 --> 00:10:46.580]  所以這句話「如漂泡之人的皂」
[00:10:46.580 --> 00:10:47.500]  我們小時候
[00:10:47.500 --> 00:10:49.500]  我不是說過我住在九龍塘的
[00:10:49.500 --> 00:10:50.620]  很多染布廠
[00:10:50.620 --> 00:10:52.140]  因為那裡那區
[00:10:52.140 --> 00:10:53.460]  很多地方
[00:10:53.460 --> 00:10:55.300]  因為那些布
[00:10:55.300 --> 00:10:56.220]  小時候
[00:10:56.220 --> 00:10:58.820]  他們不是用那些乾衣機去搖的
[00:10:58.820 --> 00:11:00.740]  有時候要在戶外曬的
[00:11:00.740 --> 00:11:02.300]  因為天然的
[00:11:02.300 --> 00:11:03.660]  太陽能的
[00:11:03.660 --> 00:11:05.660]  成本低很多
[00:11:05.660 --> 00:11:07.900]  所以很多的染布廠
[00:11:07.900 --> 00:11:09.740]  在我們小西湖村的
[00:11:09.740 --> 00:11:11.340]  也有豬油廠
[00:11:11.340 --> 00:11:12.620]  牙肘廠
[00:11:12.620 --> 00:11:15.700]  也有些家庭式的養豬
[00:11:15.700 --> 00:11:16.980]  譬如我家就是了
[00:11:16.980 --> 00:11:19.940]  有些種菜等等
[00:11:19.940 --> 00:11:22.140]  好像很多戶的
[00:11:22.140 --> 00:11:23.340]  幾千戶的
[00:11:23.340 --> 00:11:25.700]  很長的那個模區
[00:11:25.700 --> 00:11:29.580]  由北架山一直延伸到豬鼓仔
[00:11:29.580 --> 00:11:31.940]  差不多是大亨東的
[00:11:31.940 --> 00:11:34.900]  所以一個很大的地方
[00:11:34.900 --> 00:11:36.540]  所以那些染布
[00:11:36.540 --> 00:11:37.940]  就要曬那些布
[00:11:37.940 --> 00:11:39.060]  真的要染
[00:11:39.060 --> 00:11:40.540]  真的要洗白的
[00:11:40.540 --> 00:11:43.220]  所以那個漂布很重要
[00:11:43.220 --> 00:11:45.060]  這裡告訴我們
[00:11:45.060 --> 00:11:47.180]  要麼說煉金
[00:11:47.180 --> 00:11:48.340]  就是煉靜
[00:11:48.340 --> 00:11:50.340]  要麼就說洗到雪白
[00:11:50.340 --> 00:11:53.060]  有沒有想起44章的《二創亞書》
[00:11:53.060 --> 00:11:54.060]  有歌手唱的
[00:11:54.060 --> 00:11:55.060]  《廿二節》
[00:11:55.060 --> 00:11:57.940]  你當歸向我
[00:11:57.940 --> 00:11:59.380]  你當歸向我
[00:11:59.380 --> 00:12:01.340]  接著可以洗到你
[00:12:01.340 --> 00:12:03.540]  來到變成雪白
[00:12:03.540 --> 00:12:07.140]  有這些兒歌這樣唱的
[00:12:07.140 --> 00:12:08.500]  不過這裡告訴我們
[00:12:08.500 --> 00:12:09.780]  這個人的出現
[00:12:09.780 --> 00:12:13.060]  會洗到我們好像煉金之人的火
[00:12:13.060 --> 00:12:15.300]  如漂布之人的繭
[00:12:15.300 --> 00:12:18.460]  他必坐下如煉靜銀紙的
[00:12:18.460 --> 00:12:19.980]  必結證利未人
[00:12:19.980 --> 00:12:21.980]  利未人我們第二章不是說過
[00:12:21.980 --> 00:12:24.780]  他們帶頭去違背律法的
[00:12:24.780 --> 00:12:28.020]  祭司的嘴裡面應該傳知識
[00:12:28.020 --> 00:12:30.020]  人應該從他的口裡面
[00:12:30.020 --> 00:12:32.900]  來得到耶和華的教訓的
[00:12:32.900 --> 00:12:36.020]  現在第三章神開始做事了
[00:12:36.020 --> 00:12:37.540]  你說公義的神不在
[00:12:37.540 --> 00:12:40.700]  神現在首先要煉證這些利未人
[00:12:40.700 --> 00:12:44.740]  有份侍奉的僕人
[00:12:44.740 --> 00:12:46.260]  不同崗位
[00:12:46.260 --> 00:12:49.540]  神會有那個煉證
[00:12:49.540 --> 00:12:51.140]  所以我們侍奉
[00:12:51.140 --> 00:12:54.420]  一方面我們都是很謹慎
[00:12:54.420 --> 00:12:56.420]  侍奉其中一個態度就是
[00:12:56.420 --> 00:12:59.340]  神是很想侍奉的人
[00:12:59.340 --> 00:13:00.940]  能夠代表他
[00:13:00.940 --> 00:13:02.580]  不是隨隨便便的
[00:13:02.580 --> 00:13:04.980]  不是隨便來的
[00:13:04.980 --> 00:13:08.980]  而是真的能夠有一個結證的心靈
[00:13:08.980 --> 00:13:11.620]  所以這裡說結證利未人
[00:13:11.620 --> 00:13:12.980]  而他們就憐憫他們
[00:13:12.980 --> 00:13:14.980]  好像匠金銀一樣
[00:13:14.980 --> 00:13:16.980]  他們就憑公義
[00:13:16.980 --> 00:13:19.220]  獻供物給耶和華
[00:13:19.220 --> 00:13:20.740]  剛剛上文就說
[00:13:20.740 --> 00:13:22.020]  他們獻的那些
[00:13:22.020 --> 00:13:24.340]  百姓獻什麼他們就收什麼
[00:13:24.340 --> 00:13:25.940]  就是無所謂
[00:13:25.940 --> 00:13:27.820]  無要求
[00:13:27.820 --> 00:13:29.500]  百姓說這輪不行
[00:13:29.500 --> 00:13:31.420]  你不要這麼要求高
[00:13:31.420 --> 00:13:33.420]  那隻羊有一點瑕疵
[00:13:33.420 --> 00:13:35.420]  你不要這麼挑剔
[00:13:35.420 --> 00:13:37.420]  你收了它吧
[00:13:37.420 --> 00:13:39.420]  沒有人知道的了
[00:13:39.420 --> 00:13:42.780]  可能就塞錢給祭司
[00:13:42.780 --> 00:13:44.780]  你接受吧
[00:13:44.780 --> 00:13:46.780]  祭司說很久沒有人來獻祭
[00:13:46.780 --> 00:13:48.780]  有人來獻祭你當然
[00:13:48.780 --> 00:13:49.780]  當然什麼呢
[00:13:49.780 --> 00:13:51.780]  就好像你想想
[00:13:51.780 --> 00:13:53.780]  年三十晚王大仙這樣
[00:13:53.780 --> 00:13:56.980]  今年沒有人來獻
[00:13:56.980 --> 00:13:58.500]  沒有人來裝香這樣
[00:13:58.500 --> 00:14:00.500]  很嚴重的
[00:14:00.500 --> 00:14:02.500]  接著有人來
[00:14:02.500 --> 00:14:04.500]  你覺得
[00:14:04.500 --> 00:14:06.500]  你當他上賓
[00:14:06.500 --> 00:14:08.500]  你可以想像得到
[00:14:08.500 --> 00:14:10.500]  這是一個此消彼長
[00:14:10.500 --> 00:14:12.500]  如果百姓都不上來獻祭
[00:14:12.500 --> 00:14:15.500]  那祭司還這麼高要求
[00:14:15.500 --> 00:14:18.500]  有時候就像一個惡性循環
[00:14:18.500 --> 00:14:22.500]  所以越是我們港台不尊重
[00:14:22.500 --> 00:14:24.500]  或者求求其其
[00:14:24.500 --> 00:14:27.500]  百姓就更加求求其其了
[00:14:27.500 --> 00:14:29.500]  反過來如果我們很嚴謹
[00:14:29.500 --> 00:14:31.500]  嚴謹不代表沒有愛
[00:14:31.500 --> 00:14:34.500]  嚴謹每一樣東西都很有秩序
[00:14:34.500 --> 00:14:38.500]  人家就會看到你們很認真對神
[00:14:38.500 --> 00:14:42.500]  人家也會很認真對待敬拜、崇拜
[00:14:42.500 --> 00:14:44.500]  和那個心都會預備好
[00:14:44.500 --> 00:14:46.500]  所以這個是很重要的
[00:14:46.500 --> 00:14:48.500]  你可以想像得到
[00:14:48.500 --> 00:14:50.500]  如果你看到台上的講完
[00:14:50.500 --> 00:14:53.500]  那個祝福的主席
[00:14:53.500 --> 00:14:55.500]  在那裡晚堂不停地打陷路
[00:14:55.500 --> 00:14:57.500]  不停地打黑眼睛
[00:14:57.500 --> 00:14:59.500]  有沒有搞錯 一直講到
[00:14:59.500 --> 00:15:01.500]  那個祝福的不停地打黑眼睛
[00:15:01.500 --> 00:15:03.500]  在那裡釣魚
[00:15:03.500 --> 00:15:05.500]  台下的人怎麼想
[00:15:05.500 --> 00:15:08.500]  你就會看到其實是不行的
[00:15:08.500 --> 00:15:11.500]  所以我經常都要捏自己
[00:15:11.500 --> 00:15:12.500]  不可以的
[00:15:12.500 --> 00:15:14.500]  有時候做完事情很累
[00:15:14.500 --> 00:15:16.500]  但是你都不停地捏自己
[00:15:16.500 --> 00:15:18.500]  不停地搖頭
[00:15:18.500 --> 00:15:20.500]  有時候眨眼很累
[00:15:20.500 --> 00:15:23.500]  但是很快就要在那個狀態
[00:15:23.500 --> 00:15:25.500]  所以你可以看到
[00:15:25.500 --> 00:15:27.500]  神有工作
[00:15:27.500 --> 00:15:30.500]  神說祂要憐靜這些利美人
[00:15:30.500 --> 00:15:32.500]  他們就獻公義的祭
[00:15:32.500 --> 00:15:34.500]  就是蒙神月立
[00:15:34.500 --> 00:15:36.500]  上文第二章就說蒙神月立
[00:15:36.500 --> 00:15:38.500]  但是現在第三章就是
[00:15:38.500 --> 00:15:40.500]  這個使者出現
[00:15:40.500 --> 00:15:42.500]  當然這個是預言
[00:15:42.500 --> 00:15:44.500]  四百年之後耶穌才來
[00:15:44.500 --> 00:15:46.500]  尼塞亞和他的使者
[00:15:46.500 --> 00:15:48.500]  就是施舍爾汗才來
[00:15:48.500 --> 00:15:50.500]  但是這裡告訴我們
[00:15:50.500 --> 00:15:53.500]  祂的出現就會有這種憐靜
[00:15:53.500 --> 00:15:55.500]  所以我們信耶穌那一刻
[00:15:55.500 --> 00:15:57.500]  其實我們已經得到生命的拯救
[00:15:57.500 --> 00:15:59.500]  就是我們的靈魂救恩
[00:15:59.500 --> 00:16:02.500]  就是我們聚得到赦免
[00:16:02.500 --> 00:16:04.500]  我又沒有說過
[00:16:04.500 --> 00:16:06.500]  我初信的時候
[00:16:06.500 --> 00:16:08.500]  一信耶穌
[00:16:08.500 --> 00:16:10.500]  突然間整個人
[00:16:10.500 --> 00:16:12.500]  我晚上
[00:16:12.500 --> 00:16:14.500]  我不是說過在沙田
[00:16:14.500 --> 00:16:16.500]  拿完那個崇禎小學
[00:16:16.500 --> 00:16:17.500]  其實不關我的事
[00:16:17.500 --> 00:16:19.500]  我又不是讀小學
[00:16:19.500 --> 00:16:21.500]  是一個家長晚會
[00:16:21.500 --> 00:16:23.500]  是12月24日晚
[00:16:23.500 --> 00:16:25.500]  1987年我很清楚那個日子
[00:16:25.500 --> 00:16:27.500]  是我平生第一次
[00:16:27.500 --> 00:16:28.500]  都不是去教堂
[00:16:28.500 --> 00:16:30.500]  去那間學校的天台的禮堂
[00:16:30.500 --> 00:16:33.500]  來聽一些家長的講座
[00:16:33.500 --> 00:16:35.500]  其實是福音講座
[00:16:35.500 --> 00:16:37.500]  整個聚會是報道會
[00:16:37.500 --> 00:16:39.500]  信了主之後回到家裡
[00:16:39.500 --> 00:16:41.500]  有奇事發生
[00:16:41.500 --> 00:16:43.500]  突然間回到家裡
[00:16:43.500 --> 00:16:45.500]  很喜歡讀聖經
[00:16:45.500 --> 00:16:46.500]  但是接著第二天
[00:16:46.500 --> 00:16:48.500]  其實我之前是完全沒有興趣
[00:16:48.500 --> 00:16:49.500]  完全不知道說什麼
[00:16:49.500 --> 00:16:50.500]  但是我回到家裡
[00:16:50.500 --> 00:16:52.500]  其實一個多小時後就完了
[00:16:52.500 --> 00:16:54.500]  回到家裡
[00:16:54.500 --> 00:16:55.500]  就很喜歡讀聖經
[00:16:55.500 --> 00:16:57.500]  一直就開始自己讀聖經
[00:16:57.500 --> 00:17:00.500]  接著整個人很輕散
[00:17:00.500 --> 00:17:03.500]  接著試過有一次
[00:17:03.500 --> 00:17:05.500]  開始
[00:17:05.500 --> 00:17:09.500]  接著我回到元朗的一個教會聚會
[00:17:09.500 --> 00:17:12.500]  有一次聽完崇拜之後
[00:17:12.500 --> 00:17:14.500]  第二天禮拜一
[00:17:14.500 --> 00:17:15.500]  在家裡
[00:17:15.500 --> 00:17:17.500]  那時候我已經買了一本詩集
[00:17:17.500 --> 00:17:20.500]  在家裡唱那些詩歌
[00:17:20.500 --> 00:17:22.500]  開始靈修
[00:17:22.500 --> 00:17:24.500]  信了主都沒有兩個禮拜
[00:17:24.500 --> 00:17:26.500]  開始自己讀經靈修
[00:17:26.500 --> 00:17:28.500]  唱第一首詩歌
[00:17:28.500 --> 00:17:31.500]  是昨天的崇拜
[00:17:31.500 --> 00:17:33.500]  聽到覺得很好
[00:17:33.500 --> 00:17:35.500]  在家裡自己唱靈修的時候
[00:17:35.500 --> 00:17:37.500]  早上在自己的房裡靈修
[00:17:37.500 --> 00:17:39.500]  那首聖詩叫做
[00:17:39.500 --> 00:17:40.500]  「眾主聖歌」
[00:17:40.500 --> 00:17:41.500]  178首
[00:17:41.500 --> 00:17:43.500]  我還記得這麼深刻
[00:17:43.500 --> 00:17:45.500]  因為這些太久太久了
[00:17:45.500 --> 00:17:48.500]  何等稀奇一位救主
[00:17:48.500 --> 00:17:50.500]  他的題目叫做「奇妙救主」
[00:17:50.500 --> 00:17:53.500]  他說「何等稀奇」
[00:17:53.500 --> 00:17:55.500]  我經常走音
[00:17:55.500 --> 00:17:57.500]  「奇妙救主」
[00:17:57.500 --> 00:18:00.500]  我所沉著的就是主耶穌
[00:18:00.500 --> 00:18:02.500]  接著一直唱
[00:18:02.500 --> 00:18:04.500]  唱著唱著唱到第二節
[00:18:04.500 --> 00:18:06.500]  不停地流眼淚
[00:18:06.500 --> 00:18:11.500]  流得很厲害
[00:18:11.500 --> 00:18:12.500]  接著一直在裡面
[00:18:12.500 --> 00:18:14.500]  好像放映機放映我的罪
[00:18:14.500 --> 00:18:17.500]  逐件自己在神面前向神認罪
[00:18:17.500 --> 00:18:19.500]  接著很害怕
[00:18:19.500 --> 00:18:22.500]  很快到星期六就回團契了
[00:18:22.500 --> 00:18:24.500]  回去馬上跟傳道人說
[00:18:24.500 --> 00:18:25.500]  為什麼我會這樣的呢
[00:18:25.500 --> 00:18:26.500]  傳道人說
[00:18:26.500 --> 00:18:28.500]  這就是你的重生經歷
[00:18:28.500 --> 00:18:29.500]  你在神面前
[00:18:29.500 --> 00:18:31.500]  你自己神透過一首詩歌
[00:18:31.500 --> 00:18:33.500]  一節的詩歌
[00:18:33.500 --> 00:18:35.500]  的說話
[00:18:35.500 --> 00:18:37.500]  就來給我們看到
[00:18:37.500 --> 00:18:39.500]  給你看到你的罪
[00:18:39.500 --> 00:18:41.500]  你就向神認罪
[00:18:41.500 --> 00:18:43.500]  很輕省
[00:18:43.500 --> 00:18:44.500]  由那時候開始
[00:18:44.500 --> 00:18:46.500]  很喜歡快點到星期六
[00:18:46.500 --> 00:18:47.500]  回團契
