
[00:00:00.000 --> 00:00:06.000]  在《舊約聖經》新明記30章11至20節
[00:01:44.000 --> 00:01:47.000]  可以在耶和華向你列祖
[00:01:47.000 --> 00:01:49.000]  阿伯拉罕、以撒、雅各
[00:01:49.000 --> 00:01:52.000]  此世要給他們的地上居住
[00:01:52.000 --> 00:01:56.000]  英文讀不,將時間交給老傳道
[00:01:56.000 --> 00:02:17.000]  (音樂)
[00:02:17.000 --> 00:02:20.000]  好,感恩家,大英姐妹平安
[00:02:20.000 --> 00:02:22.000]  我見到很多新的面孔
[00:02:22.000 --> 00:02:25.000]  證明這裡很興旺
[00:02:25.000 --> 00:02:31.000]  對於你們來說,我是一個新面孔
[00:02:31.000 --> 00:02:33.000]  如果你有看程序表
[00:02:33.000 --> 00:02:37.000]  你會知道今天是教會的教育主日
[00:02:37.000 --> 00:02:40.000]  所以我今天講到的內容
[00:02:40.000 --> 00:02:42.000]  應該與教育有關
[00:02:42.000 --> 00:02:46.000]  如果我們追溯整個以色列民族的教育歷史
[00:02:46.000 --> 00:02:48.000]  一個正規的教育體制
[00:02:48.000 --> 00:02:50.000]  是何時落實和執行的呢?
[00:02:50.000 --> 00:02:52.000]  我相信應該是
[00:02:52.000 --> 00:02:58.000]  耶和華向以色列人頒布十誡的時候正式開始
[00:02:58.000 --> 00:03:01.000]  當時帶領以色列人領受耶和華
[00:03:01.000 --> 00:03:03.000]  所頒布十誡和執行的
[00:03:03.000 --> 00:03:05.000]  就是摩西
[00:03:05.000 --> 00:03:08.000]  摩西由西禮山領受十誡
[00:03:08.000 --> 00:03:11.000]  直至他死亡那一刻
[00:03:11.000 --> 00:03:14.000]  摩西不斷向以色列人講解
[00:03:14.000 --> 00:03:18.000]  十誡是如何進行和執行的
[00:03:18.000 --> 00:03:22.000]  而且為了這件事,他還講了三次道
[00:03:22.000 --> 00:03:25.000]  而且這三次道都記載在生命記裏面
[00:03:25.000 --> 00:03:27.000]  今天的講道經文
[00:03:27.000 --> 00:03:30.000]  在生命記三十章十一至二十節
[00:03:30.000 --> 00:03:32.000]  就是摩西的第三篇講道
[00:03:32.000 --> 00:03:34.000]  亦可以這樣說
[00:03:34.000 --> 00:03:38.000]  是他臨終之前最後一篇的講道
[00:03:38.000 --> 00:03:41.000]  今天我們以生命記三十章十一至二十節
[00:03:41.000 --> 00:03:43.000]  去和大家分享一下
[00:03:43.000 --> 00:03:47.000]  神期望我們如何去實踐這個信仰
[00:03:47.000 --> 00:03:50.000]  我們開始的時候有個祈禱
[00:03:50.000 --> 00:03:53.000]  秋下天父我們感謝你
[00:03:53.000 --> 00:03:56.000]  因為你攀下律例典章
[00:03:56.000 --> 00:03:59.000]  讓我們每一個都能夠遵守
[00:03:59.000 --> 00:04:02.000]  當我們身處一個幻變的社會
[00:04:02.000 --> 00:04:04.000]  一個扭曲的社會的時候
[00:04:04.000 --> 00:04:08.000]  社會的價值觀是很容易隨之而改變
[00:04:08.000 --> 00:04:12.000]  如果我們沒有你的真理作為我們的根基
[00:04:12.000 --> 00:04:15.000]  我們很容易就會隨水飄流
[00:04:15.000 --> 00:04:17.000]  隨風而去
[00:04:17.000 --> 00:04:19.000]  並且人云亦云
[00:04:19.000 --> 00:04:21.000]  如果我們沒有將你的真理
[00:04:21.000 --> 00:04:24.000]  內化在我們生命裏面
[00:04:24.000 --> 00:04:28.000]  我們不單不可以為你作炎作肝
[00:04:28.000 --> 00:04:31.000]  有時候還會成為別人的攔阻
[00:04:31.000 --> 00:04:33.000]  甚至令人跌倒
[00:04:33.000 --> 00:04:37.000]  所以甚願你的話成為我們腳前的燈
[00:04:37.000 --> 00:04:38.000]  路上的光
[00:04:38.000 --> 00:04:41.000]  不單照亮我們自己的生命
[00:04:41.000 --> 00:04:45.000]  亦能夠帶給別人的祝福
[00:04:45.000 --> 00:04:47.000]  我們的祈禱交托
[00:04:47.000 --> 00:04:50.000]  奉靠主耶穌的聖名祈求
[00:04:50.000 --> 00:04:54.000]  今日的題目是生死之道
[00:04:54.000 --> 00:04:57.000]  這個講題不是我定的
[00:04:57.000 --> 00:05:00.000]  是經文本身說的
[00:05:00.000 --> 00:05:02.000]  摩西在十五節這樣說
[00:05:02.000 --> 00:05:07.000]  看,我今日將生死禍福擺在你面前
[00:05:07.000 --> 00:05:09.000]  在第十九節又說
[00:05:09.000 --> 00:05:11.000]  我已經將生與死
[00:05:11.000 --> 00:05:14.000]  祝福與咒助擺在你面前
[00:05:14.000 --> 00:05:17.000]  所以你要選擇生命
[00:05:17.000 --> 00:05:20.000]  摩西將一個生與死
[00:05:20.000 --> 00:05:22.000]  祝福與咒助的議題
[00:05:22.000 --> 00:05:24.000]  放在以色列民族的面前
[00:05:24.000 --> 00:05:26.000]  讓他們自由選擇
[00:05:26.000 --> 00:05:28.000]  如果用另一個講法
[00:05:28.000 --> 00:05:32.000]  摩西是要將一個生死有關的真理
[00:05:32.000 --> 00:05:34.000]  向這個民族去陳明
[00:05:34.000 --> 00:05:36.000]  讓他們選擇
[00:05:36.000 --> 00:05:40.000]  而且在講這個真理之前
[00:05:40.000 --> 00:05:42.000]  他做了一個引言
[00:05:42.000 --> 00:05:44.000]  這個引言是什麼呢?
[00:05:44.000 --> 00:05:45.000]  摩西就問
[00:05:45.000 --> 00:05:47.000]  對於這個真理
[00:05:47.000 --> 00:05:48.000]  對於以色列人來說
[00:05:48.000 --> 00:05:51.000]  怎樣可以拿得到?
[00:05:51.000 --> 00:05:53.000]  他在十一節這樣說
[00:05:53.000 --> 00:05:55.000]  我今日所吩咐你這個誡命
[00:05:55.000 --> 00:05:59.000]  對你不困難,不遠的
[00:05:59.000 --> 00:06:01.000]  要得到這個真理
[00:06:01.000 --> 00:06:02.000]  有沒有困難呢?
[00:06:02.000 --> 00:06:05.000]  真理距離我們遠不遠?
[00:06:05.000 --> 00:06:07.000]  摩西接著就說
[00:06:07.000 --> 00:06:08.000]  不是在天上
[00:06:08.000 --> 00:06:09.000]  使你說
[00:06:09.000 --> 00:06:13.000]  誰為我們上天去取來給我們呢?
[00:06:13.000 --> 00:06:16.000]  使我們聽了可以進行呢?
[00:06:16.000 --> 00:06:18.000]  都不是在海的那邊
[00:06:18.000 --> 00:06:19.000]  使你說
[00:06:19.000 --> 00:06:21.000]  誰為我們渡海到另一邊
[00:06:21.000 --> 00:06:23.000]  去取來給你們
[00:06:23.000 --> 00:06:26.000]  使我們聽了可以進行呢?
[00:06:26.000 --> 00:06:29.000]  要獲得這個真理
[00:06:29.000 --> 00:06:31.000]  一點都不困難
[00:06:31.000 --> 00:06:34.000]  因為摩西說真理不在天上
[00:06:34.000 --> 00:06:36.000]  也不在海裡
[00:06:36.000 --> 00:06:38.000]  不需要上天下海
[00:06:38.000 --> 00:06:40.000]  才可以取得
[00:06:40.000 --> 00:06:42.000]  既然獲取這個真理
[00:06:42.000 --> 00:06:44.000]  沒有困難的話
[00:06:44.000 --> 00:06:47.000]  這個真理距離我們遠不遠呢?
[00:06:47.000 --> 00:06:48.000]  摩西再說
[00:06:48.000 --> 00:06:49.000]  他說這個
[00:06:49.000 --> 00:06:52.000]  只是離你很近
[00:06:52.000 --> 00:06:53.000]  就在你口裡
[00:06:53.000 --> 00:06:54.000]  在你心裡
[00:06:54.000 --> 00:06:57.000]  使你們可以遵守
[00:06:57.000 --> 00:06:59.000]  真理距離我們不遠
[00:06:59.000 --> 00:07:03.000]  就在我們每一個人的心裡
[00:07:03.000 --> 00:07:05.000]  摩西的引言說到
[00:07:05.000 --> 00:07:08.000]  獲取這個真理不困難
[00:07:08.000 --> 00:07:10.000]  也不是很遠
[00:07:10.000 --> 00:07:13.000]  摩西說這番話有什麼特別呢?
[00:07:13.000 --> 00:07:16.000]  特別在第十二節
[00:07:16.000 --> 00:07:17.000]  第十三節
[00:07:17.000 --> 00:07:19.000]  和第十四節
[00:07:19.000 --> 00:07:21.000]  這三節經文都提到
[00:07:21.000 --> 00:07:24.000]  聽了可以進行
[00:07:24.000 --> 00:07:27.000]  一個很容易知道
[00:07:27.000 --> 00:07:30.000]  又藏在每一個人心裡的真理
[00:07:30.000 --> 00:07:33.000]  不只是因為要你知道
[00:07:33.000 --> 00:07:39.000]  而是需要進行
[00:07:39.000 --> 00:07:41.000]  生死之道的前言就是
[00:07:41.000 --> 00:07:44.000]  知而後行
[00:07:44.000 --> 00:07:47.000]  就是說真理的存在目的
[00:07:47.000 --> 00:07:49.000]  不是單單讓人知道
[00:07:49.000 --> 00:07:52.000]  不單單只是認識和了解
[00:07:52.000 --> 00:07:55.000]  而是需要實踐
[00:07:55.000 --> 00:07:58.000]  摩西在未說到這個真理內容之前
[00:07:58.000 --> 00:08:01.000]  就已經和整個以色列的群體
[00:08:01.000 --> 00:08:03.000]  打了底
[00:08:03.000 --> 00:08:05.000]  大家不要單單聽
[00:08:05.000 --> 00:08:08.000]  還要去實行
[00:08:08.000 --> 00:08:11.000]  加納瓦爾的弟兄姊妹
[00:08:11.000 --> 00:08:12.000]  你們也是
[00:08:12.000 --> 00:08:13.000]  要獲得真理
[00:08:13.000 --> 00:08:16.000]  對於你們一點都不困難
[00:08:16.000 --> 00:08:18.000]  也不是很遠
[00:08:18.000 --> 00:08:21.000]  你們每一個星期都可以聽到
[00:08:21.000 --> 00:08:24.000]  甚至有些人可以背出來
[00:08:24.000 --> 00:08:28.000]  但是我們不要單單聽
[00:08:28.000 --> 00:08:29.000]  要實踐
[00:08:29.000 --> 00:08:31.000]  生死之道的引言
[00:08:31.000 --> 00:08:33.000]  是要提醒我們
[00:08:33.000 --> 00:08:36.000]  要聽道行道
[00:08:36.000 --> 00:08:40.000]  摩西認為以色列民族要得到祝福
[00:08:40.000 --> 00:08:42.000]  就要踐行以下的真理
[00:08:42.000 --> 00:08:44.000]  十六節他這樣說
[00:08:44.000 --> 00:08:47.000]  就是要愛耶和華利的神
[00:08:47.000 --> 00:08:48.000]  進行他的道
[00:08:48.000 --> 00:08:52.000]  謹守他的誡命律例短章
[00:08:52.000 --> 00:08:55.000]  摩西又提到他做了些什麼
[00:08:55.000 --> 00:08:58.000]  是會被神去奏助的
[00:08:58.000 --> 00:09:00.000]  十七至十八節他這樣說
[00:09:00.000 --> 00:09:02.000]  倘若你的心偏離
[00:09:02.000 --> 00:09:04.000]  不肯聽從
[00:09:04.000 --> 00:09:06.000]  卻被引誘去敬拜別神
[00:09:06.000 --> 00:09:08.000]  侍奉他們
[00:09:08.000 --> 00:09:10.000]  我今日向你申問
[00:09:10.000 --> 00:09:13.000]  你們必定滅亡
[00:09:13.000 --> 00:09:17.000]  如果我們對比摩西的三節生死之道
[00:09:17.000 --> 00:09:21.000]  我們可以基本上綜合到有三個重點
[00:09:21.000 --> 00:09:23.000]  第一個重點是
[00:09:23.000 --> 00:09:26.000]  愛和被引誘的關係
[00:09:26.000 --> 00:09:28.000]  摩西一開始就提到
[00:09:28.000 --> 00:09:30.000]  要得到神的祝福
[00:09:30.000 --> 00:09:33.000]  首先就是愛耶和華利的神
[00:09:33.000 --> 00:09:35.000]  我們今天聽到這個道理
[00:09:35.000 --> 00:09:37.000]  好像媽媽就是女人
[00:09:37.000 --> 00:09:39.000]  是不是呢
[00:09:39.000 --> 00:09:41.000]  摩西帶領以色列人出埃及
[00:09:41.000 --> 00:09:46.000]  然後在西乃山領受耶和華頒佈的十誡的背景
[00:09:46.000 --> 00:09:47.000]  究竟是怎樣呢
[00:09:47.000 --> 00:09:51.000]  其實當時以色列人已經在埃及做了奴隸
[00:09:51.000 --> 00:09:54.000]  做了超過四百年
[00:09:54.000 --> 00:09:56.000]  埃及王已經忘記了
[00:09:56.000 --> 00:09:58.000]  哪一個是弱勢
[00:09:58.000 --> 00:10:01.000]  當然也不會知道
[00:10:01.000 --> 00:10:03.000]  或者認識到以色列的神
[00:10:03.000 --> 00:10:05.000]  是耶和華
[00:10:05.000 --> 00:10:07.000]  在宗教信仰上
[00:10:07.000 --> 00:10:10.000]  當時是一個範神的年代
[00:10:10.000 --> 00:10:15.000]  也就是說耶和華不是當時以色列人唯一的選擇
[00:10:15.000 --> 00:10:17.000]  但是十誡又說明
[00:10:17.000 --> 00:10:21.000]  除了我以外你不可有別的神
[00:10:21.000 --> 00:10:24.000]  以色列人如果要耶和華的賜福
[00:10:24.000 --> 00:10:26.000]  就必須單單去愛耶和華
[00:10:26.000 --> 00:10:28.000]  不可以愛其他
[00:10:28.000 --> 00:10:32.000]  這種愛其實就是一個盟約
[00:10:32.000 --> 00:10:35.000]  這個愛是一個承諾
[00:10:35.000 --> 00:10:40.000]  這個愛有永不反悔的意思
[00:10:40.000 --> 00:10:44.000]  當我們一旦沒有了這種愛的關係
[00:10:44.000 --> 00:10:49.000]  神的祝福也會隨之失去
[00:10:49.000 --> 00:10:52.000]  但摩西在十七節也提到一點
[00:10:52.000 --> 00:10:55.000]  以色列人是會被引誘的
[00:10:55.000 --> 00:10:58.000]  以色列人是會一邊去愛耶和華
[00:10:58.000 --> 00:11:02.000]  另一邊是會受到其他東西引誘
[00:11:02.000 --> 00:11:06.000]  這個引誘會讓以色列人離開耶和華
[00:11:06.000 --> 00:11:08.000]  去敬拜別神
[00:11:08.000 --> 00:11:11.000]  是什麼引誘呢
[00:11:11.000 --> 00:11:14.000]  這個引誘是另一種生活方式
[00:11:14.000 --> 00:11:17.000]  另一種價值觀
[00:11:17.000 --> 00:11:20.000]  如果我們看後一點的經文
[00:11:20.000 --> 00:11:22.000]  我們在《生命記》的三十一章十六節
[00:11:22.000 --> 00:11:25.000]  耶和華就這樣去預言
[00:11:25.000 --> 00:11:27.000]  祂說:「這百姓要起來
[00:11:27.000 --> 00:11:29.000]  在他們所要去的地方
[00:11:29.000 --> 00:11:31.000]  在那地的人中
[00:11:31.000 --> 00:11:35.000]  隨從愛邦的神明行淫
[00:11:35.000 --> 00:11:36.000]  離棄我
[00:11:36.000 --> 00:11:41.000]  違背我與他們所立的約」
[00:11:41.000 --> 00:11:44.000]  隨從愛邦的神明行淫
[00:11:44.000 --> 00:11:48.000]  行淫就是另一種的生活方式
[00:11:48.000 --> 00:11:50.000]  這種生活方式
[00:11:50.000 --> 00:11:52.000]  有別於耶和華所要求的
[00:11:52.000 --> 00:11:55.000]  聖潔的生活方式
[00:11:55.000 --> 00:11:58.000]  亦都是另一種價值觀
[00:11:58.000 --> 00:12:00.000]  一種以自己的喜好
[00:12:00.000 --> 00:12:02.000]  按照自己的私慾而行
[00:12:02.000 --> 00:12:05.000]  以歡樂為優先
[00:12:05.000 --> 00:12:08.000]  我想怎樣就怎樣的價值觀
[00:12:08.000 --> 00:12:10.000]  而不是耶和華
[00:12:10.000 --> 00:12:13.000]  放在首位的價值觀
[00:12:13.000 --> 00:12:16.000]  當意識的人不願意生活
[00:12:16.000 --> 00:12:18.000]  在耶和華的要求之下
[00:12:18.000 --> 00:12:21.000]  或者不認同這種價值觀的話
[00:12:21.000 --> 00:12:23.000]  他就會被引誘
[00:12:23.000 --> 00:12:28.000]  最終就會遠離神
[00:12:28.000 --> 00:12:31.000]  家庭主婦
[00:12:31.000 --> 00:12:33.000]  我想在教育主日
[00:12:33.000 --> 00:12:37.000]  向你們作出第一個提醒
[00:12:37.000 --> 00:12:38.000]  這個提醒就是
[00:12:38.000 --> 00:12:42.000]  我們今天縱然很愛神
[00:12:42.000 --> 00:12:44.000]  但要記住
[00:12:44.000 --> 00:12:46.000]  我們仍然會時時刻刻
[00:12:46.000 --> 00:12:49.000]  被這個世界的價值觀所影響
[00:12:49.000 --> 00:12:51.000]  這種價值觀
[00:12:51.000 --> 00:12:52.000]  這種世界的價值觀
[00:12:52.000 --> 00:12:57.000]  會潛移默化地慢慢地將我們改變
[00:12:57.000 --> 00:13:00.000]  將我們的價值觀改變
[00:13:00.000 --> 00:13:01.000]  我舉個例子
[00:13:01.000 --> 00:13:03.000]  現在坊間很流行
[00:13:03.000 --> 00:13:06.000]  要贏在起跑線
[00:13:06.000 --> 00:13:08.000]  贏在起跑線是因為
[00:13:08.000 --> 00:13:11.000]  因為執輸走投慘過敗家
[00:13:11.000 --> 00:13:14.000]  這種是社會的價值觀
[00:13:14.000 --> 00:13:19.000]  或者我們會被不同的生活方式所牽引
[00:13:19.000 --> 00:13:23.000]  譬如我們過分追求一種豐盛的物質生活
[00:13:23.000 --> 00:13:27.000]  或者我們沉醉在高處的權力慾
[00:13:27.000 --> 00:13:29.000]  或者要人不斷地去讚賞
[00:13:29.000 --> 00:13:32.000]  去肯定自己的價值
[00:13:32.000 --> 00:13:37.000]  這些都和我們基督教的價值觀相違背
[00:13:37.000 --> 00:13:41.000]  而這些也很容易會引誘我們
[00:13:41.000 --> 00:13:45.000]  離開了我們的信仰
[00:13:45.000 --> 00:13:47.000]  我記得我初信主的時候
[00:13:47.000 --> 00:13:51.000]  有兩個朋友和我一起信主
[00:13:51.000 --> 00:13:52.000]  一個報道會
[00:13:52.000 --> 00:13:54.000]  一起決志舉手信耶穌
[00:13:54.000 --> 00:13:56.000]  多開心啊
[00:13:56.000 --> 00:14:00.000]  三個人一起參加教會的舞蹈班
[00:14:00.000 --> 00:14:03.000]  一起去追求信仰
[00:14:03.000 --> 00:14:06.000]  但舞蹈班還未完
[00:14:06.000 --> 00:14:08.000]  有一個朋友已經離開了
[00:14:08.000 --> 00:14:10.000]  為什麼呢
[00:14:10.000 --> 00:14:14.000]  因為認識了一個未信主的女孩
[00:14:14.000 --> 00:14:16.000]  認識了一個未信主的女孩
[00:14:16.000 --> 00:14:17.000]  因為要拍拖
[00:14:17.000 --> 00:14:20.000]  所以就不再回教會了
[00:14:20.000 --> 00:14:24.000]  愛情令他離開了這個信仰
[00:14:24.000 --> 00:14:27.000]  另一個讀完舞蹈班也離開了
[00:14:27.000 --> 00:14:29.000]  因為讀完之後他覺得
[00:14:29.000 --> 00:14:32.000]  信了耶穌很多事情都不能做
[00:14:32.000 --> 00:14:34.000]  又不能吸煙又不能打麻將
[00:14:34.000 --> 00:14:35.000]  又要上崇拜
[00:14:35.000 --> 00:14:37.000]  很多事情都要去掣肘
[00:14:37.000 --> 00:14:40.000]  他想過一個自己說了算的人生
[00:14:40.000 --> 00:14:43.000]  他不想將主權交給耶穌
[00:14:43.000 --> 00:14:46.000]  所以他不再回教會了
[00:14:46.000 --> 00:14:51.000]  自我中心讓他離開了這個信仰
[00:14:51.000 --> 00:14:56.000]  其實這些事件不斷地發生
[00:14:56.000 --> 00:15:01.000]  不同的價值觀和文化不斷地衝擊著我們
[00:15:01.000 --> 00:15:04.000]  我們可以怎樣面對呢
[00:15:04.000 --> 00:15:09.000]  摩西話:愛耶和華你的神
[00:15:09.000 --> 00:15:14.000]  我們對神有沒有一份蒙約的愛呢
[00:15:14.000 --> 00:15:18.000]  我們和神的關係有沒有一種永不分離的承諾呢
[00:15:18.000 --> 00:15:22.000]  我們和神有一個很密切的關係
[00:15:22.000 --> 00:15:29.000]  以致我們不會輕易被引誘
[00:15:29.000 --> 00:15:32.000]  如果我們對神的愛
[00:15:32.000 --> 00:15:36.000]  只是一種很膚淺的知識上的愛
[00:15:36.000 --> 00:15:38.000]  如果我們和神的愛
[00:15:38.000 --> 00:15:40.000]  沒有一種親密的關係
[00:15:40.000 --> 00:15:44.000]  沒有一種經歷
[00:15:44.000 --> 00:15:49.000]  我們很容易被這個社會的價值觀引誘我們
[00:15:49.000 --> 00:15:52.000]  以致我們離開這個信仰
[00:15:52.000 --> 00:15:55.000]  隨從別神
[00:15:55.000 --> 00:15:58.000]  生死之道的第二個重點
[00:15:58.000 --> 00:16:01.000]  就是要遵行他的道
[00:16:01.000 --> 00:16:03.000]  摩西在引言中說了一次
[00:16:03.000 --> 00:16:05.000]  現在再重申一次
[00:16:05.000 --> 00:16:08.000]  以色列人要實踐神的道
[00:16:08.000 --> 00:16:11.000]  神的道當然是指十誡的教訓
[00:16:11.000 --> 00:16:16.000]  是從十誡而衍生出來的誡命律例典章
[00:16:16.000 --> 00:16:18.000]  對於當時的以色列民族來說
[00:16:18.000 --> 00:16:21.000]  神的話可以透過當時的祭司
[00:16:21.000 --> 00:16:23.000]  當時的士司
[00:16:23.000 --> 00:16:24.000]  當時的先知
[00:16:24.000 --> 00:16:25.000]  君王
[00:16:25.000 --> 00:16:30.000]  這些屬靈領袖去傳遞神的話
[00:16:30.000 --> 00:16:34.000]  今天神的道除了記載在聖經之外
[00:16:34.000 --> 00:16:38.000]  也透過傳道人在港台上宣講
[00:16:38.000 --> 00:16:40.000]  傳道人要有一個敬虔的心
[00:16:40.000 --> 00:16:42.000]  因為站在港台上
[00:16:42.000 --> 00:16:43.000]  所講出來的東西
[00:16:43.000 --> 00:16:45.000]  不是出於自己
[00:16:45.000 --> 00:16:47.000]  而是出於神
[00:16:47.000 --> 00:16:49.000]  講完要對講的東西
[00:16:49.000 --> 00:16:52.000]  直接向神負責
[00:16:52.000 --> 00:16:55.000]  信徒亦如是
[00:16:55.000 --> 00:16:57.000]  你來聽道
[00:16:57.000 --> 00:17:00.000]  不是因為講完的名氣
[00:17:00.000 --> 00:17:01.000]  你來聽道
[00:17:01.000 --> 00:17:05.000]  是聽神的教訓
[00:17:05.000 --> 00:17:08.000]  實踐神的道固然重要
[00:17:08.000 --> 00:17:10.000]  但摩西在這裡說
[00:17:10.000 --> 00:17:12.000]  將實踐神的道的教訓
[00:17:12.000 --> 00:17:16.000]  放在愛耶和華之後
[00:17:16.000 --> 00:17:18.000]  要實踐
[00:17:18.000 --> 00:17:20.000]  不是盲目地去實踐
[00:17:20.000 --> 00:17:22.000]  亦不是想做什麼就做什麼
[00:17:22.000 --> 00:17:27.000]  實踐是基於愛耶和華的基礎之上
[00:17:27.000 --> 00:17:29.000]  愛的關係
[00:17:29.000 --> 00:17:32.000]  在哪裡彰顯出來的
[00:17:32.000 --> 00:17:34.000]  是從耶和華聽到
[00:17:34.000 --> 00:17:36.000]  以色列人的呼求開始
[00:17:36.000 --> 00:17:40.000]  然後帶領整個以色列民族離開埃及
[00:17:40.000 --> 00:17:43.000]  為他們阻截埃及人的追殺
[00:17:43.000 --> 00:17:48.000]  讓以色列人可以重新在一個新的環境之下
[00:17:48.000 --> 00:17:51.000]  過一個獨立自主的日子
[00:17:51.000 --> 00:17:56.000]  不再是一個奴隸的身份去生活
[00:17:56.000 --> 00:18:02.000]  愛耶和華是要建立在經驗和體驗當中
[00:18:02.000 --> 00:18:04.000]  換句話說
[00:18:04.000 --> 00:18:06.000]  實踐固然重要
[00:18:06.000 --> 00:18:08.000]  但能夠實踐得好
[00:18:08.000 --> 00:18:10.000]  要實踐得深
[00:18:10.000 --> 00:18:16.000]  就必定需要和耶和華有一個愛的關係和體驗
[00:18:16.000 --> 00:18:18.000]  相反的例子
[00:18:18.000 --> 00:18:20.000]  就是不進行耶和華的道
[00:18:20.000 --> 00:18:22.000]  反而侍奉別的神
[00:18:22.000 --> 00:18:26.000]  侍奉的意思就是為別神工作
[00:18:26.000 --> 00:18:28.000]  即不是為耶和華工作
[00:18:28.000 --> 00:18:32.000]  而是為別神工作
[00:18:32.000 --> 00:18:35.000]  或者更真實的說法
[00:18:35.000 --> 00:18:38.000]  不是為別神工作
[00:18:38.000 --> 00:18:42.000]  而是受別神所合制
[00:18:42.000 --> 00:18:45.000]  合制就是身不由己
[00:18:45.000 --> 00:18:49.000]  更深層的合制就是
[00:18:49.000 --> 00:18:56.000]  連自己都不覺得自己是被操縱和被捆綁
[00:18:56.000 --> 00:18:58.000]  我舉一個例子
[00:18:58.000 --> 00:19:01.000]  吸煙是其中一個例子
[00:19:01.000 --> 00:19:04.000]  你問一百個吸煙的人
[00:19:04.000 --> 00:19:09.000]  他們都會說吸煙對身體完全不健康
[00:19:09.000 --> 00:19:12.000]  但明知吸煙不健康
[00:19:12.000 --> 00:19:15.000]  就是永遠戒不掉
[00:19:15.000 --> 00:19:18.000]  有些人說這是個人意志問題
[00:19:18.000 --> 00:19:20.000]  和信仰無關
[00:19:20.000 --> 00:19:22.000]  不過亦可以說
[00:19:22.000 --> 00:19:32.000]  這種都是被習慣和心癮所合制而不能自拔
[00:19:32.000 --> 00:19:35.000]  另外今天最常見的是
[00:19:35.000 --> 00:19:38.000]  打機和玩手電
[00:19:38.000 --> 00:19:41.000]  近日網上傳出一個短片
[00:19:41.000 --> 00:19:43.000]  說一個小朋友
[00:19:43.000 --> 00:19:45.000]  每天打機打八小時
[00:19:45.000 --> 00:19:47.000]  打到不能自拔
[00:19:47.000 --> 00:19:49.000]  最後怎樣
[00:19:49.000 --> 00:19:51.000]  最後面癱
[00:19:51.000 --> 00:19:54.000]  小朋友的自制能力不佳
[00:19:54.000 --> 00:19:56.000]  比較弱
[00:19:56.000 --> 00:19:58.000]  成年人呢
[00:19:58.000 --> 00:20:02.000]  成年人都是一樣
[00:20:02.000 --> 00:20:04.000]  成年人對很多事物都一樣
[00:20:04.000 --> 00:20:06.000]  不能自拔
[00:20:06.000 --> 00:20:12.000]  當一個人對某事物不能收放自如
[00:20:12.000 --> 00:20:14.000]  他時時刻刻都要藉著這件事
[00:20:14.000 --> 00:20:16.000]  尋求滿足感、安全感
[00:20:16.000 --> 00:20:19.000]  甚至以此為藉口
[00:20:19.000 --> 00:20:22.000]  作為自我存在價值
[00:20:22.000 --> 00:20:24.000]  我們可以說
[00:20:24.000 --> 00:20:29.000]  這個人已經被這東西所困綁
