
[00:00:00.000 --> 00:00:04.920]  《目擊神學院院長 閃日新牧師為我們來證道》
[00:02:07.840 --> 00:02:09.480]  不同社會的階層
[00:02:09.480 --> 00:02:12.200]  或我們對人生都有不同的看法
[00:02:12.200 --> 00:02:14.600]  但今天剛才我們來到的餅
[00:02:14.600 --> 00:02:16.160]  牧師帶我們分開
[00:02:16.160 --> 00:02:17.200]  是一個餅
[00:02:17.200 --> 00:02:18.720]  杯 雖然分開了
[00:02:18.720 --> 00:02:20.320]  其實都是來自一個杯
[00:02:20.320 --> 00:02:21.520]  去分出來
[00:02:21.520 --> 00:02:24.640]  已經帶出一個很重要的訊息
[00:02:24.640 --> 00:02:26.120]  今天耶穌基督
[00:02:26.120 --> 00:02:28.560]  為何能夠成為我們的和睦呢
[00:02:28.560 --> 00:02:30.560]  好像剛才所讀的聖經一樣
[00:02:30.560 --> 00:02:31.960]  基督是自己
[00:02:31.960 --> 00:02:34.880]  將我們每一位跟隨基督的人
[00:02:34.880 --> 00:02:38.400]  帶來的合一
[00:02:38.400 --> 00:02:40.080]  我想
[00:02:40.080 --> 00:02:43.680]  最近這些畫面已經很觸動神經
[00:02:43.680 --> 00:02:44.800]  所以也不會放太多
[00:02:44.800 --> 00:02:45.920]  放一張算了
[00:02:45.920 --> 00:02:47.840]  太多觸動神經
[00:02:47.840 --> 00:02:49.520]  我想
[00:02:49.520 --> 00:02:52.080]  這幾年香港有一個很特別的
[00:02:52.080 --> 00:02:54.920]  很大的撕裂和劇變
[00:02:54.920 --> 00:02:58.720]  這個劇變是帶來人與人之間很多的
[00:02:58.720 --> 00:03:00.520]  可以說很多的
[00:03:00.520 --> 00:03:03.320]  不和睦或不和平
[00:03:03.320 --> 00:03:05.560]  這些不和睦不和平
[00:03:05.560 --> 00:03:07.560]  我相信現在對於整個香港
[00:03:07.560 --> 00:03:10.440]  無論是任何的人都會問一個問題
[00:03:10.440 --> 00:03:12.920]  我們怎樣能夠找到一個方法
[00:03:12.920 --> 00:03:14.840]  去解決這些事情呢
[00:03:14.840 --> 00:03:17.120]  今天我也不是一個專家
[00:03:17.120 --> 00:03:20.560]  所以不能夠講一些任何的政治議題
[00:03:20.560 --> 00:03:22.720]  但今天我相信我們來到
[00:03:22.720 --> 00:03:25.080]  基督教神教會裏面的時候
[00:03:25.080 --> 00:03:27.560]  我相信在基督教的信仰
[00:03:27.560 --> 00:03:29.360]  在我們的聖經裏面
[00:03:29.360 --> 00:03:31.600]  或者剛才在我們的聖餐裏面
[00:03:31.600 --> 00:03:34.320]  也會帶出給我們看到
[00:03:34.320 --> 00:03:37.120]  我們有一個終極的解決方法
[00:03:37.120 --> 00:03:42.760]  或者這個也能夠最徹底去解決
[00:03:42.760 --> 00:03:44.520]  這些的紛爭
[00:03:44.520 --> 00:03:46.680]  和這些互相的
[00:03:46.680 --> 00:03:49.120]  甚至產生很多的仇恨
[00:03:49.120 --> 00:03:51.400]  這些這麼大的一些
[00:03:51.400 --> 00:03:52.600]  你可以說社會問題
[00:03:52.600 --> 00:03:55.280]  或者人與人之間的問題
[00:03:55.280 --> 00:03:58.000]  我記得以前在加拿大接縫的時候
[00:03:58.000 --> 00:03:59.480]  我在溫哥華募會
[00:03:59.480 --> 00:04:01.000]  每年暑假的時候
[00:04:01.000 --> 00:04:03.520]  我們都會和一些頂尖的去做一些短宣
[00:04:03.520 --> 00:04:05.640]  做短宣隊就不像坐飛機
[00:04:05.640 --> 00:04:07.400]  通常是開車
[00:04:07.400 --> 00:04:09.000]  溫哥華一直開車
[00:04:09.000 --> 00:04:11.560]  開七個小時八個小時向北走
[00:04:11.560 --> 00:04:13.800]  去到一個城市叫做Queen's Church
[00:04:13.800 --> 00:04:15.280]  有間大學UNBC
[00:04:15.280 --> 00:04:17.120]  可以做一些課程工作
[00:04:17.120 --> 00:04:19.560]  完了之後我們都會向西走
[00:04:19.560 --> 00:04:21.440]  向太平洋的方向
[00:04:21.440 --> 00:04:23.120]  其實我們想做什麼工作呢
[00:04:23.120 --> 00:04:24.840]  去到每一個城市
[00:04:24.840 --> 00:04:26.800]  其實那些叫做小城小鎮
[00:04:26.800 --> 00:04:29.320]  就是探望一些中國人的餐館
[00:04:29.320 --> 00:04:30.720]  所以你
[00:04:30.720 --> 00:04:31.520]  中印度也有
[00:04:31.520 --> 00:04:32.320]  你拿著一個鑊鏟
[00:04:32.320 --> 00:04:34.560]  你就去到任何地方都能夠找到食物
[00:04:34.560 --> 00:04:35.680]  去到那些地方
[00:04:35.680 --> 00:04:37.400]  就是去探望一些中國人
[00:04:37.400 --> 00:04:38.560]  關心他們
[00:04:38.560 --> 00:04:40.240]  分享我們的關懷
[00:04:40.240 --> 00:04:41.480]  當然也要吃飯的
[00:04:41.480 --> 00:04:42.600]  要做生意的
[00:04:42.600 --> 00:04:43.960]  要給錢的
[00:04:43.960 --> 00:04:45.680]  從而去關心
[00:04:45.680 --> 00:04:47.840]  有一次就去到最西的時候
[00:04:47.840 --> 00:04:49.000]  最西的城市叫做
[00:04:49.000 --> 00:04:51.360]  Prince Rupert的一個廣口
[00:04:51.360 --> 00:04:52.400]  以前很發達的
[00:04:52.400 --> 00:04:54.880]  現在就沒什麼生意做了
[00:04:54.880 --> 00:04:56.080]  不是很識路的
[00:04:56.080 --> 00:04:58.080]  我記得是用GPS
[00:04:58.080 --> 00:04:59.880]  開車用GPS
[00:04:59.880 --> 00:05:00.960]  誰知道開著GPS
[00:05:00.960 --> 00:05:02.760]  帶我去那個教堂的地方
[00:05:02.760 --> 00:05:04.000]  去到一個
[00:05:04.000 --> 00:05:05.240]  差不多是一個懸崖
[00:05:05.240 --> 00:05:06.360]  總之我直衝上去
[00:05:06.360 --> 00:05:08.200]  直接下海
[00:05:08.200 --> 00:05:11.000]  後來發覺原來那個GPS
[00:05:11.000 --> 00:05:12.960]  不是很update
[00:05:12.960 --> 00:05:14.880]  路已經封了
[00:05:14.880 --> 00:05:17.480]  這條是一條骨頭路
[00:05:17.480 --> 00:05:18.240]  我們發覺有時候
[00:05:18.240 --> 00:05:19.560]  就算有很多科技
[00:05:19.560 --> 00:05:21.360]  或者人的知識、經驗
[00:05:21.360 --> 00:05:23.680]  原來都是一個骨頭路
[00:05:23.680 --> 00:05:26.600]  這個GPS不能夠幫助你解決
[00:05:26.600 --> 00:05:29.280]  今天我們人類面對的問題
[00:05:29.280 --> 00:05:32.120]  剛才讀的經文告訴我們
[00:05:32.120 --> 00:05:33.120]  我們
[00:05:33.120 --> 00:05:34.520]  雖然我們沒有一個
[00:05:34.520 --> 00:05:36.680]  簡單化的答案
[00:05:36.680 --> 00:05:37.680]  今天我們有很多問題
[00:05:37.680 --> 00:05:38.840]  不容易有簡單化的答案
[00:05:38.840 --> 00:05:40.760]  一個這麼複雜的社會問題
[00:05:40.760 --> 00:05:42.640]  或者個人的問題
[00:05:42.640 --> 00:05:44.320]  但我相信我們每一次來到
[00:05:44.320 --> 00:05:45.000]  神的教會
[00:05:45.000 --> 00:05:47.000]  或者我們打開神的聖經
[00:05:47.000 --> 00:05:48.600]  在信徒的群體裡面
[00:05:48.600 --> 00:05:50.000]  我相信十字架
[00:05:50.000 --> 00:05:52.000]  你們也有一個十字架
[00:05:52.000 --> 00:05:54.920]  都是再一次提醒我們
[00:05:54.920 --> 00:05:56.480]  在耶穌基督裡面
[00:05:56.480 --> 00:05:58.600]  在基督所承受的救恩裡面
[00:05:58.600 --> 00:06:00.200]  永遠能夠給我們
[00:06:00.200 --> 00:06:02.080]  有一個終極的答案
[00:06:02.080 --> 00:06:04.120]  或者能夠賜給我們有能力
[00:06:04.120 --> 00:06:06.880]  去面對這些困難
[00:06:06.880 --> 00:06:08.440]  剛才讀的經文裡面
[00:06:08.440 --> 00:06:09.320]  他提到
[00:06:09.320 --> 00:06:09.760]  今天
[00:06:09.760 --> 00:06:11.120]  我的譯本是和合本
[00:06:11.120 --> 00:06:13.320]  跟剛才所讀的有點不同
[00:06:13.320 --> 00:06:15.320]  但意思都是一樣
[00:06:15.320 --> 00:06:15.960]  他提到
[00:06:15.960 --> 00:06:17.600]  今天我們怎能夠找到
[00:06:17.600 --> 00:06:20.120]  真正的平安和平
[00:06:20.120 --> 00:06:22.600]  或者和合本叫做和睦呢
[00:06:22.600 --> 00:06:24.440]  他說有一個很終極的答案
[00:06:24.440 --> 00:06:25.440]  就是什麼
[00:06:25.440 --> 00:06:27.280]  不是這位神給我們一些和睦
[00:06:27.280 --> 00:06:28.400]  這麼簡單
[00:06:28.400 --> 00:06:29.920]  如果看聖經這樣說
[00:06:29.920 --> 00:06:31.240]  他說耶穌基督
[00:06:31.240 --> 00:06:33.720]  就是成為了我們的平安
[00:06:33.720 --> 00:06:35.600]  基督成為了我們的平安
[00:06:35.600 --> 00:06:37.160]  剛才有經文裡也有類似
[00:06:37.160 --> 00:06:38.920]  基督就是那條道路
[00:06:38.920 --> 00:06:40.880]  不是基督指著道路怎麼走
[00:06:40.880 --> 00:06:43.280]  不是耶穌基督只是告訴你怎麼走
[00:06:43.280 --> 00:06:44.280]  是耶穌基督
[00:06:44.280 --> 00:06:47.360]  祂自己就是成為了平安
[00:06:47.360 --> 00:06:49.040]  祂怎樣成為了我們的平安呢
[00:06:49.040 --> 00:06:50.360]  聖經裡面
[00:06:50.360 --> 00:06:51.040]  這位義弗所說
[00:06:51.040 --> 00:06:52.040]  裡面提到
[00:06:52.040 --> 00:06:54.040]  耶穌基督拆毀了
[00:06:54.040 --> 00:06:56.360]  人和人之間的牆
[00:06:56.360 --> 00:06:57.800]  今天這個世界
[00:06:57.800 --> 00:06:59.360]  不斷的去建牆
[00:06:59.360 --> 00:07:01.000]  將人和人之間
[00:07:01.000 --> 00:07:03.480]  將人和神之間分隔
[00:07:03.480 --> 00:07:04.040]  但是
[00:07:04.040 --> 00:07:04.880]  耶穌基督
[00:07:04.880 --> 00:07:07.360]  祂怎樣去帶來真正的平安呢
[00:07:07.360 --> 00:07:08.440]  給我們
[00:07:08.440 --> 00:07:09.880]  給我們今天每一個朋友
[00:07:09.880 --> 00:07:11.600]  給這個世界
[00:07:11.600 --> 00:07:13.080]  世界有沒有好的消息呢
[00:07:13.080 --> 00:07:15.120]  我們說福音就是說好的消息
[00:07:15.120 --> 00:07:15.840]  有
[00:07:15.840 --> 00:07:16.680]  耶穌說
[00:07:16.680 --> 00:07:20.320]  我就是成為了平安
[00:07:20.320 --> 00:07:22.760]  能夠拆毀那一道牆
[00:07:22.760 --> 00:07:25.000]  以至我們能夠與神和好
[00:07:25.000 --> 00:07:26.000]  不單止是這樣的
[00:07:26.000 --> 00:07:28.760]  其實福音不是單單是一個個人的福音
[00:07:28.760 --> 00:07:31.400]  福音是帶來社會世界的大訊息
[00:07:31.400 --> 00:07:32.400]  為什麼
[00:07:32.400 --> 00:07:34.360]  我們人和人之間
[00:07:34.360 --> 00:07:36.360]  都可以拆毀那一道牆
[00:07:36.360 --> 00:07:37.880]  與神和好
[00:07:37.880 --> 00:07:38.880]  基督
[00:07:38.880 --> 00:07:40.000]  是我們唯一的答案
[00:07:40.000 --> 00:07:43.240]  也是我們終極的答案
[00:07:43.240 --> 00:07:45.040]  耶穌所說裡面說到拆毀那一道牆
[00:07:45.040 --> 00:07:47.360]  是因為說到聖殿
[00:07:47.360 --> 00:07:48.480]  猶太人
[00:07:48.480 --> 00:07:49.480]  那個年代
[00:07:49.480 --> 00:07:51.160]  他們仍然有聖殿
[00:07:51.160 --> 00:07:53.320]  聖殿來說就是猶太人
[00:07:53.320 --> 00:07:54.600]  和那些叫做外邦
[00:07:54.600 --> 00:07:57.040]  外邦就是非猶太人
[00:07:57.040 --> 00:07:58.480]  他們是世仇來的
[00:07:58.480 --> 00:07:59.200]  為什麼是世仇
[00:07:59.200 --> 00:08:00.080]  當時是羅馬
[00:08:00.080 --> 00:08:03.520]  在早期可能是希臘等等
[00:08:03.520 --> 00:08:04.120]  希臘
[00:08:04.120 --> 00:08:04.760]  羅馬
[00:08:04.760 --> 00:08:06.440]  統治猶太的時候
[00:08:06.440 --> 00:08:07.960]  奪去他們的主權
[00:08:07.960 --> 00:08:09.440]  統治的時候
[00:08:09.440 --> 00:08:10.800]  羅馬釘十字架
[00:08:10.800 --> 00:08:13.920]  將更多的猶太人釘在十字架上面
[00:08:13.920 --> 00:08:15.120]  所以對猶太人來說
[00:08:15.120 --> 00:08:18.040]  那些外邦人和他們是敵人來的
[00:08:18.040 --> 00:08:20.040]  他們的宗教生活
[00:08:20.040 --> 00:08:21.600]  是他們最重要的中心
[00:08:21.600 --> 00:08:23.960]  好像我們聖殿
[00:08:23.960 --> 00:08:24.720]  我們的禮堂
[00:08:24.720 --> 00:08:25.800]  我們每個禮拜
[00:08:25.800 --> 00:08:26.560]  人們聚集
[00:08:26.560 --> 00:08:27.800]  這個地方我們敬拜
[00:08:27.800 --> 00:08:29.680]  敬拜他們這位的神
[00:08:29.680 --> 00:08:31.240]  這個聖殿裡面
[00:08:31.240 --> 00:08:32.200]  有一些叫做
[00:08:32.200 --> 00:08:33.840]  和神很親密的地方
[00:08:33.840 --> 00:08:35.200]  那些叫做致聖所
[00:08:35.200 --> 00:08:36.120]  有藥櫃
[00:08:36.120 --> 00:08:37.840]  有聖所等等
[00:08:37.840 --> 00:08:39.480]  而這個聖所外面
[00:08:39.480 --> 00:08:41.480]  那些只能夠祭祀才能進去
[00:08:41.480 --> 00:08:42.400]  聖所外面
[00:08:42.400 --> 00:08:45.440]  這個聖殿外面有猶太人可以聚集
[00:08:45.440 --> 00:08:47.440]  當然男女當時他們分開
[00:08:47.440 --> 00:08:48.720]  有男人的
[00:08:48.720 --> 00:08:51.080]  這些猶太人聚集的地方
[00:08:51.080 --> 00:08:53.520]  有女的猶太人聚集的地方
[00:08:53.520 --> 00:08:58.160]  而在那些猶太人和外邦人
[00:08:58.160 --> 00:09:00.160]  外面的地方
[00:09:00.160 --> 00:09:01.400]  有一面牆
[00:09:01.400 --> 00:09:03.960]  這面牆是將那些外邦人
[00:09:03.960 --> 00:09:05.120]  就算你去聖殿
[00:09:05.120 --> 00:09:06.880]  你都不可以進去聖殿
[00:09:06.880 --> 00:09:11.600]  你最多是去到外邦人聚集的地方
[00:09:11.600 --> 00:09:13.280]  那裡有一面牆
[00:09:13.280 --> 00:09:15.520]  那面牆大大一隻字寫出來
[00:09:15.520 --> 00:09:16.160]  它說
[00:09:16.160 --> 00:09:19.000]  「戰時進入者會處死你」
[00:09:19.000 --> 00:09:21.400]  是用拉丁文和希臘文寫
[00:09:21.400 --> 00:09:22.720]  因為對外邦人
[00:09:22.720 --> 00:09:24.520]  不是對希伯來人寫的
[00:09:24.520 --> 00:09:25.640]  所以怕你不懂
[00:09:25.640 --> 00:09:27.600]  說完有拉丁人
[00:09:27.600 --> 00:09:29.640]  拉丁文就是羅馬人的語言
[00:09:29.640 --> 00:09:30.720]  希臘等等
[00:09:30.720 --> 00:09:31.440]  你們要懂
[00:09:31.440 --> 00:09:33.200]  不准進入去
[00:09:33.200 --> 00:09:34.120]  進入去
[00:09:34.120 --> 00:09:35.840]  你們是會處死
[00:09:35.840 --> 00:09:37.320]  為什麼
[00:09:37.320 --> 00:09:39.040]  民族和民族之間
[00:09:39.040 --> 00:09:40.240]  永遠的仇恨
[00:09:40.240 --> 00:09:42.320]  過去猶太人被人釘死
[00:09:42.320 --> 00:09:43.600]  被人統治
[00:09:43.600 --> 00:09:47.160]  猶太人去仇恨這些外邦人
[00:09:47.160 --> 00:09:49.120]  和他們不是一個血緣
[00:09:49.120 --> 00:09:51.480]  他們的血緣將他們分開
[00:09:51.480 --> 00:09:53.040]  他們歷史的仇恨
[00:09:53.040 --> 00:09:54.280]  將人分開
[00:09:54.280 --> 00:09:55.520]  甚至某個程度
[00:09:55.520 --> 00:09:57.200]  信仰也是將人分開
[00:09:57.200 --> 00:09:57.880]  固然是吧
[00:09:57.880 --> 00:09:59.880]  等等
[00:09:59.880 --> 00:10:00.680]  這面牆
[00:10:00.680 --> 00:10:02.880]  但是剛才我讀的經文裡面
[00:10:02.880 --> 00:10:04.280]  聖經告訴我們
[00:10:04.280 --> 00:10:05.600]  這面牆怎樣拆毀
[00:10:05.600 --> 00:10:07.360]  你用什麼方法拆毀
[00:10:07.360 --> 00:10:08.680]  和解當然是好的
[00:10:08.680 --> 00:10:10.560]  多些對話也是重要的
[00:10:10.560 --> 00:10:11.960]  多些理解是重要的
[00:10:11.960 --> 00:10:13.120]  這是要做的
[00:10:13.120 --> 00:10:14.240]  今天我們這個世界
[00:10:14.240 --> 00:10:16.440]  面對很多人和人之間的紛爭
[00:10:16.440 --> 00:10:17.880]  真的要多些理解
[00:10:17.880 --> 00:10:19.280]  多些溫柔的心
[00:10:19.280 --> 00:10:20.760]  不要太快下結論
[00:10:20.760 --> 00:10:21.560]  給些空間
[00:10:21.560 --> 00:10:22.800]  這是重要的
[00:10:22.800 --> 00:10:23.760]  但是
[00:10:23.760 --> 00:10:26.320]  能夠解決這些紛爭
[00:10:26.320 --> 00:10:29.200]  猶太人和外邦人的仇恨
[00:10:29.200 --> 00:10:31.480]  這些歷史的仇恨已經發生了
[00:10:31.480 --> 00:10:32.960]  你知不知道能夠解決
[00:10:32.960 --> 00:10:33.760]  耶穌說
[00:10:33.760 --> 00:10:35.600]  或者在保羅的書信裡面說
[00:10:35.600 --> 00:10:36.560]  基督
[00:10:36.560 --> 00:10:38.120]  祂拆毀了這面牆
[00:10:38.120 --> 00:10:39.440]  基督就是拆毀了
[00:10:39.440 --> 00:10:41.760]  這個猶太人和外邦人的那面牆
[00:10:41.760 --> 00:10:43.120]  這個拆毀包括什麼
[00:10:43.120 --> 00:10:44.320]  拆毀那些仇恨
[00:10:44.320 --> 00:10:45.400]  解決仇恨
[00:10:45.400 --> 00:10:47.760]  解決那種的分歧
[00:10:47.760 --> 00:10:48.520]  怎樣解決
[00:10:48.520 --> 00:10:49.600]  耶穌基督
[00:10:49.600 --> 00:10:51.640]  耶穌基督祂自己成為了
[00:10:51.640 --> 00:10:54.160]  我們的和睦
[00:10:54.160 --> 00:10:55.920]  有一本書
[00:10:55.920 --> 00:10:57.520]  有一本書叫做和平之子
[00:10:57.520 --> 00:10:58.640]  這本書叫做Peace Child
[00:10:58.640 --> 00:11:01.160]  如果有看節目可能聽過
[00:11:01.160 --> 00:11:02.360]  這個Peace Child
[00:11:02.360 --> 00:11:05.240]  它說到有一對宣教士夫婦
[00:11:05.240 --> 00:11:06.080]  Don Richardson
[00:11:06.080 --> 00:11:06.920]  這個加拿大
[00:11:06.920 --> 00:11:07.880]  應該是宣道會
[00:11:07.880 --> 00:11:08.280]  沒有錯
[00:11:08.280 --> 00:11:09.120]  你們是宣道會
[00:11:09.120 --> 00:11:10.680]  宣道會宣教士
[00:11:10.680 --> 00:11:12.560]  他和他太太是Carol
[00:11:12.560 --> 00:11:13.680]  那麼
[00:11:13.680 --> 00:11:15.200]  他就是
[00:11:15.200 --> 00:11:16.320]  他就去到
[00:11:16.320 --> 00:11:17.360]  可能是
[00:11:17.360 --> 00:11:18.440]  我相信是
[00:11:18.440 --> 00:11:19.960]  一九六幾年的時候
[00:11:19.960 --> 00:11:20.760]  我相信是
[00:11:20.760 --> 00:11:22.040]  他帶著一個嬰兒
[00:11:22.040 --> 00:11:24.120]  他們的小朋友是七個月大
[00:11:24.120 --> 00:11:27.520]  去到印尼西威爾士堅尼亞
[00:11:27.520 --> 00:11:28.960]  就是這些的
[00:11:28.960 --> 00:11:30.600]  印尼這個的
[00:11:30.600 --> 00:11:33.560]  一些的族群裡面
[00:11:33.560 --> 00:11:34.800]  這個族群叫做
[00:11:34.800 --> 00:11:36.640]  Sari族的族群裡面
[00:11:36.640 --> 00:11:38.720]  他們去分享信仰
[00:11:38.720 --> 00:11:40.400]  分享福音信仰
[00:11:40.400 --> 00:11:42.960]  那麼這些Sari族的族群裡面
[00:11:42.960 --> 00:11:44.360]  現在無論在印尼
[00:11:44.360 --> 00:11:45.880]  或者有些在Fiji
[00:11:45.880 --> 00:11:47.680]  以前的小島裡面
[00:11:47.680 --> 00:11:48.880]  這些叫獵頭族
[00:11:48.880 --> 00:11:49.560]  是不是
[00:11:49.560 --> 00:11:50.840]  他們獵頭
[00:11:50.840 --> 00:11:53.080]  就是將敵人的頭砍了出來
[00:11:53.080 --> 00:11:55.520]  當然有一點宗教的意思
[00:11:55.520 --> 00:11:57.080]  去到一些獵頭族裡面
[00:11:57.080 --> 00:11:59.040]  他們去分享信仰
[00:11:59.040 --> 00:12:03.120]  當時去到印尼一些Sari族裡面
[00:12:03.120 --> 00:12:04.000]  但這個族群裡面
[00:12:04.000 --> 00:12:06.200]  他們分享信仰是非常困難的
[00:12:06.200 --> 00:12:07.320]  因為大家文化不同
[00:12:07.320 --> 00:12:08.240]  語言不同
[00:12:08.240 --> 00:12:10.440]  這個
[00:12:10.440 --> 00:12:12.480]  Don Richardson他本身
[00:12:12.480 --> 00:12:13.160]  不單是一個牧者
[00:12:13.160 --> 00:12:14.560]  他讀Linguistic的語言學
[00:12:14.560 --> 00:12:15.240]  他都是
[00:12:15.240 --> 00:12:18.320]  很認識怎樣去製造文字溝通
[00:12:18.320 --> 00:12:20.200]  他發覺很困難
[00:12:20.200 --> 00:12:21.840]  最困難不單是
[00:12:21.840 --> 00:12:23.680]  是要透過很多的
[00:12:23.680 --> 00:12:27.480]  認識到文化 語言 文字 溝通
[00:12:27.480 --> 00:12:29.880]  這些都是技術性的挑戰
[00:12:29.880 --> 00:12:31.040]  都不容易
[00:12:31.040 --> 00:12:32.400]  但都不是最大的困難
[00:12:32.400 --> 00:12:33.560]  最大的困難是什麼
[00:12:33.560 --> 00:12:35.640]  價值觀的不同
[00:12:35.640 --> 00:12:37.360]  文化和文化價值觀
[00:12:37.360 --> 00:12:38.480]  為什麼這麼大
[00:12:38.480 --> 00:12:40.120]  做了很久這個福音
[00:12:40.120 --> 00:12:43.680]  都不能夠在Sari的獵頭族裡面去植根
[00:12:43.680 --> 00:12:45.000]  因為價值觀不同
[00:12:45.000 --> 00:12:45.640]  為什麼
[00:12:45.640 --> 00:12:47.520]  因為他們分享信仰的時候
[00:12:47.520 --> 00:12:50.200]  對於Sari族的土人來說
[00:12:50.200 --> 00:12:52.760]  英雄人物不是耶穌
[00:12:52.760 --> 00:12:54.120]  他的英雄人物是誰
[00:12:54.120 --> 00:12:56.040]  是出賣耶穌的猶太
[00:12:56.040 --> 00:12:57.200]  為什麼出賣耶穌的猶太
[00:12:57.200 --> 00:12:58.600]  因為他說
[00:12:58.600 --> 00:13:00.480]  騙到人他才是英雄
[00:13:00.480 --> 00:13:03.280]  現在和我們現在的情況相反
[00:13:03.280 --> 00:13:04.920]  騙到人他就是英雄
[00:13:04.920 --> 00:13:06.920]  這個耶穌被猶太出賣
[00:13:06.920 --> 00:13:09.720]  這個耶穌怎麼會是英雄呢
[00:13:09.720 --> 00:13:11.720]  價值觀是完全不一樣的時候
[00:13:11.720 --> 00:13:13.560]  你怎樣去扭轉呢
[00:13:13.560 --> 00:13:15.280]  結果做了一段時間
[00:13:15.280 --> 00:13:16.840]  Don Richardson發覺
[00:13:16.840 --> 00:13:19.200]  我要離開這個地方
[00:13:19.200 --> 00:13:20.640]  但當他離開的時候
[00:13:20.640 --> 00:13:22.960]  阿神做了一個很奇妙的工作
[00:13:22.960 --> 00:13:24.360]  當那時候很多Sari族
[00:13:24.360 --> 00:13:28.080]  他們彼此去獵頭
[00:13:28.080 --> 00:13:29.200]  彼此去戰爭
[00:13:29.200 --> 00:13:33.480]  彼此去殺戮別人的民族的時候
[00:13:33.480 --> 00:13:35.040]  他們彼此是敵人的時候
[00:13:35.040 --> 00:13:36.040]  他們竟然說
[00:13:36.040 --> 00:13:38.200]  我們不想這些宣教士離開
[00:13:38.200 --> 00:13:40.480]  不如我們彼此之間的族群
[00:13:40.480 --> 00:13:42.520]  我們停戰
[00:13:42.520 --> 00:13:43.960]  我們和好了
[00:13:43.960 --> 00:13:45.120]  我們自己要和好
[00:13:45.120 --> 00:13:46.440]  你講和好而已
[00:13:46.440 --> 00:13:48.040]  你們的價值觀是騙人的
[00:13:48.040 --> 00:13:48.560]  和好一下
[00:13:48.560 --> 00:13:49.320]  突然和好了
[00:13:49.320 --> 00:13:50.960]  你不就攻擊我
[00:13:50.960 --> 00:13:52.040]  這樣很難的
[00:13:52.040 --> 00:13:54.000]  但Don Richardson發覺
[00:13:54.000 --> 00:13:56.880]  他們突然間做了一個很特別的儀式
[00:13:56.880 --> 00:13:58.600]  他們說我們真的和好的
[00:13:58.600 --> 00:13:59.600]  我們要告訴你
[00:13:59.600 --> 00:14:00.960]  我們不是騙人的
[00:14:00.960 --> 00:14:01.680]  哦
[00:14:01.680 --> 00:14:03.400]  他們做了一個很特別的儀式
[00:14:03.400 --> 00:14:04.800]  就是每一個族群
[00:14:04.800 --> 00:14:09.200]  他們自己將他們自己出生的男孩子
[00:14:09.200 --> 00:14:12.200]  他們帶到他們敵人的村莊裡面
[00:14:12.200 --> 00:14:16.160]  和敵人的村莊的小孩子交換
[00:14:16.160 --> 00:14:18.000]  你看著我的小朋友
[00:14:18.000 --> 00:14:19.520]  我看著你的小朋友
[00:14:19.520 --> 00:14:21.960]  不會騙你的吧
[00:14:21.960 --> 00:14:23.080]  真的和好了
