
[00:00:00.000 --> 00:00:04.600]  你們不是說到收割的時候還有四個月嗎?
[00:02:58.200 --> 00:03:03.200]  撒瑪利亞人很多人,很多是到耶穌面前。
[00:03:03.200 --> 00:03:07.200]  (聖經第四章第35節)
[00:03:07.200 --> 00:03:11.200]  例如,約翰福音四章三十節。
[00:03:11.200 --> 00:03:19.200]  (聖經第四章第35節)
[00:03:19.200 --> 00:03:25.200]  眾人就出城往耶穌那裡去。
[00:03:25.200 --> 00:03:35.200]  (聖經第四章第35節)
[00:03:35.200 --> 00:03:40.200]  撒瑪利亞夫人的德教是一個見證的開始。
[00:03:40.200 --> 00:03:45.200]  (聖經第四章第35節)
[00:03:45.200 --> 00:03:51.200]  意思是,雖然這裡說的四個月,還有四個月收成。
[00:03:51.200 --> 00:04:01.200]  (聖經第四章第35節)
[00:04:01.200 --> 00:04:07.200]  意思是,猶太文化四個月是不可以變的。
[00:04:07.200 --> 00:04:14.200]  (聖經第四章第35節)
[00:04:14.200 --> 00:04:18.200]  因為四個月以後就可以收成。
[00:04:18.200 --> 00:04:24.200]  (聖經第四章第35節)
[00:04:24.200 --> 00:04:28.200]  如果耶穌說,還有四個月就收成。
[00:04:28.200 --> 00:04:35.200]  (聖經第四章第35節)
[00:04:35.200 --> 00:04:40.200]  但是,如果是這個時候,就可以開始。
[00:04:40.200 --> 00:04:45.200]  (聖經第四章第35節)
[00:04:45.200 --> 00:04:49.200]  會變成一件很麻煩的事。
[00:04:49.200 --> 00:04:55.200]  (聖經第四章第35節)
[00:04:55.200 --> 00:05:05.200]  (聖經第四章第35節)
[00:05:05.200 --> 00:05:10.200]  有幾件事要和大家討論。
[00:05:10.200 --> 00:05:14.200]  (聖經第四章第35節)
[00:05:14.200 --> 00:05:23.200]  第一,我認為,聖經的傳播是一件很麻煩的事。
[00:05:23.200 --> 00:05:27.200]  (聖經第四章第35節)
[00:05:27.200 --> 00:05:33.200]  不是說,四個月後,就要收成嗎?
[00:05:33.200 --> 00:05:37.200]  (聖經第四章第35節)
[00:05:37.200 --> 00:05:42.200]  但是,我告訴你們,
[00:05:42.200 --> 00:05:45.200]  看一圈,
[00:05:45.200 --> 00:05:51.200]  (聖經第四章第35節)
[00:05:51.200 --> 00:05:52.200]  還有說,
[00:05:52.200 --> 00:05:58.200]  (聖經第四章第35節)
[00:05:58.200 --> 00:06:01.200]  四個月後,就要收成。
[00:06:01.200 --> 00:06:13.200]  (聖經第四章第35節)
[00:06:13.200 --> 00:06:18.200]  又看文化,四個月收成,意思是不可以改。
[00:06:18.200 --> 00:06:22.200]  (聖經第四章第35節)
[00:06:22.200 --> 00:06:25.200]  有一個定時的時間,
[00:06:25.200 --> 00:06:29.200]  (聖經第四章第35節)
[00:06:29.200 --> 00:06:31.200]  但是,耶穌和門徒說,
[00:06:31.200 --> 00:06:35.200]  (聖經第四章第35節)
[00:06:35.200 --> 00:06:37.200]  周圍的種稻,
[00:06:37.200 --> 00:06:41.200]  (聖經第四章第35節)
[00:06:41.200 --> 00:06:43.200]  是生命的種稻,
[00:06:43.200 --> 00:06:45.200]  (聖經第四章第35節)
[00:06:45.200 --> 00:06:48.200]  就是已經熟了。
[00:06:48.200 --> 00:06:54.200]  (聖經第四章第35節)
[00:06:54.200 --> 00:06:59.200]  耶穌說的要拯救生命,
[00:06:59.200 --> 00:07:03.200]  (聖經第四章第35節)
[00:07:03.200 --> 00:07:09.200]  (聖經第四章第35節)
[00:07:09.200 --> 00:07:15.200]  主要是對撒瑪利亞夫人傳福音的結果,
[00:07:15.200 --> 00:07:21.200]  (聖經第四章第35節)
[00:07:21.200 --> 00:07:28.200]  撒瑪利亞夫人是首先第一個被拯救的生命,
[00:07:28.200 --> 00:07:35.200]  (聖經第四章第35節)
[00:07:35.200 --> 00:07:39.200]  撒瑪利亞夫人傳福音給周圍的三位良人,
[00:07:39.200 --> 00:07:42.200]  (聖經第四章第35節)
[00:07:42.200 --> 00:07:47.200]  意思是,這是生命的屬靈的意思。
[00:07:47.200 --> 00:07:50.200]  (聖經第四章第35節)
[00:07:50.200 --> 00:07:51.200]  印尼,
[00:07:51.200 --> 00:07:54.200]  (聖經第四章第35節)
[00:07:54.200 --> 00:07:58.200]  印尼就像一個禍前,
[00:07:58.200 --> 00:08:02.200]  (聖經第四章第35節)
[00:08:02.200 --> 00:08:05.200]  是很大福音禍前。
[00:08:05.200 --> 00:08:12.200]  (聖經第四章第35節)
[00:08:12.200 --> 00:08:15.200]  印尼有人口二億六千萬,
[00:08:15.200 --> 00:08:22.200]  (聖經第四章第35節)
[00:08:22.200 --> 00:08:26.200]  但是百分之十可以說是信了耶穌,
[00:08:26.200 --> 00:08:29.200]  (聖經第四章第35節)
[00:08:29.200 --> 00:08:32.200]  還有百分之九十,
[00:08:32.200 --> 00:08:34.200]  (聖經第四章第35節)
[00:08:34.200 --> 00:08:37.200]  是穆斯林的信徒,
[00:08:37.200 --> 00:08:39.200]  (聖經第四章第35節)
[00:08:39.200 --> 00:08:41.200]  他們有百分之百十。
[00:08:41.200 --> 00:08:44.200]  (聖經第四章第35節)
[00:08:44.200 --> 00:08:47.200]  如果我們在香港,
[00:08:47.200 --> 00:08:49.200]  (聖經第四章第35節)
[00:08:49.200 --> 00:08:53.200]  大約有一百七十萬人,
[00:08:53.200 --> 00:08:57.200]  (聖經第四章第35節)
[00:08:57.200 --> 00:09:07.200]  有印尼人在香港工作。
[00:09:07.200 --> 00:09:13.200]  (聖經第四章第35節)
[00:09:13.200 --> 00:09:16.200]  這是在元朗的一個地方,
[00:09:16.200 --> 00:09:19.200]  (聖經第四章第35節)
[00:09:19.200 --> 00:09:23.200]  那裏有很多印尼人。
[00:09:23.200 --> 00:09:27.200]  (聖經第四章第35節)
[00:09:27.200 --> 00:09:30.200]  如果星期天,
[00:09:30.200 --> 00:09:32.200]  (聖經第四章第35節)
[00:09:32.200 --> 00:09:35.200]  大約一千多人在那裏。
[00:09:35.200 --> 00:09:40.200]  (聖經第四章第35節)
[00:09:40.200 --> 00:09:50.200]  是我們教會首先要做的事,
[00:09:50.200 --> 00:09:53.200]  (聖經第四章第35節)
[00:09:53.200 --> 00:09:56.200]  是我們所有人相信的工作。
[00:09:56.200 --> 00:10:00.200]  (聖經第四章第35節)
[00:10:00.200 --> 00:10:03.200]  如果在印尼,
[00:10:03.200 --> 00:10:05.200]  (聖經第四章第35節)
[00:10:05.200 --> 00:10:07.200]  傳授經文並不容易。
[00:10:07.200 --> 00:10:11.200]  (聖經第四章第35節)
[00:10:11.200 --> 00:10:12.200]  各位兄弟姐妹,
[00:10:12.200 --> 00:10:15.200]  我曾經在印尼燒過燒燒的燈,
[00:10:15.200 --> 00:10:20.200]  (聖經第四章第35節)
[00:10:20.200 --> 00:10:30.200]  我曾經被抓。
[00:10:30.200 --> 00:10:33.200]  (聖經第四章第35節)
[00:10:33.200 --> 00:10:34.200]  一個人,
[00:10:34.200 --> 00:10:36.200]  (聖經第四章第35節)
[00:10:36.200 --> 00:10:39.200]  一個人都很困難在那裏工作,
[00:10:39.200 --> 00:10:41.200]  (聖經第四章第35節)
[00:10:41.200 --> 00:10:42.200]  但是感謝神,
[00:10:42.200 --> 00:10:45.200]  (聖經第四章第35節)
[00:10:45.200 --> 00:10:46.200]  不是,
[00:10:46.200 --> 00:10:49.200]  (聖經第四章第35節)
[00:10:49.200 --> 00:10:50.200]  如果我們看,
[00:10:50.200 --> 00:10:52.200]  (聖經第四章第35節)
[00:10:52.200 --> 00:10:55.200]  我們看印尼的人,
[00:10:55.200 --> 00:10:58.200]  (聖經第四章第35節)
[00:10:58.200 --> 00:11:01.200]  是外國工作,
[00:11:01.200 --> 00:11:02.200]  (聖經第四章第35節)
[00:11:02.200 --> 00:11:04.200]  是香港做事,
[00:11:04.200 --> 00:11:06.200]  (聖經第四章第35節)
[00:11:06.200 --> 00:11:09.200]  這些比如一個火場,
[00:11:09.200 --> 00:11:11.200]  (聖經第四章第35節)
[00:11:11.200 --> 00:11:13.200]  這些是我們的地方,
[00:11:13.200 --> 00:11:17.200]  (聖經第四章第35節)
[00:11:17.200 --> 00:11:19.200]  我們怎樣,
[00:11:19.200 --> 00:11:21.200]  (聖經第四章第35節)
[00:11:21.200 --> 00:11:22.200]  這些機會是怎樣傳給他,
[00:11:22.200 --> 00:11:25.200]  (聖經第四章第35節)
[00:11:25.200 --> 00:11:28.200]  我已經有11年在這裏服侍,
[00:11:28.200 --> 00:11:29.200]  (聖經第四章第35節)
[00:11:29.200 --> 00:11:30.200]  感謝神,
[00:11:30.200 --> 00:11:32.200]  (聖經第四章第35節)
[00:11:32.200 --> 00:11:35.200]  我們曾經有六百多人,
[00:11:35.200 --> 00:11:37.200]  (聖經第四章第35節)
[00:11:37.200 --> 00:11:39.200]  11年中間,
[00:11:39.200 --> 00:11:41.200]  (聖經第四章第35節)
[00:11:41.200 --> 00:11:43.200]  我們服侍他,
[00:11:43.200 --> 00:11:44.200]  (聖經第四章第35節)
[00:11:44.200 --> 00:11:46.200]  我們傳福音給他,
[00:11:46.200 --> 00:11:48.200]  (聖經第四章第35節)
[00:11:48.200 --> 00:11:50.200]  以後他回來,
[00:11:50.200 --> 00:11:52.200]  (聖經第四章第35節)
[00:11:52.200 --> 00:11:53.200]  11年,
[00:11:53.200 --> 00:11:55.200]  (聖經第四章第35節)
[00:11:55.200 --> 00:11:57.200]  有54個人,
[00:11:57.200 --> 00:11:59.200]  (聖經第四章第35節)
[00:11:59.200 --> 00:12:01.200]  已經被他受洗,
[00:12:01.200 --> 00:12:03.200]  (聖經第四章第35節)
[00:12:03.200 --> 00:12:05.200]  各位大兄姊妹,
[00:12:05.200 --> 00:12:07.200]  (聖經第四章第35節)
[00:12:07.200 --> 00:12:15.200]  那是我們沒有信仰耶穌的兄弟,
[00:12:15.200 --> 00:12:17.200]  (聖經第四章第35節)
[00:12:17.200 --> 00:12:20.200]  31個人,
[00:12:20.200 --> 00:12:22.200]  (聖經第四章第35節)
[00:12:22.200 --> 00:12:24.200]  已經被他受洗,
[00:12:24.200 --> 00:12:26.200]  (聖經第四章第35節)
[00:12:26.200 --> 00:12:28.200]  我們感激,
[00:12:28.200 --> 00:12:30.200]  (聖經第四章第35節)
[00:12:30.200 --> 00:12:32.200]  因為他們在這裡,
[00:12:32.200 --> 00:12:34.200]  (聖經第四章第35節)
[00:12:34.200 --> 00:12:38.200]  是主耶穌請教他們,
[00:12:38.200 --> 00:12:40.200]  (聖經第四章第35節)
[00:12:40.200 --> 00:12:43.200]  這些是生命的,
[00:12:43.200 --> 00:12:44.200]  (聖經第四章第35節)
[00:12:44.200 --> 00:12:48.200]  這些生命是接受耶穌做個人的救主,
[00:12:48.200 --> 00:12:50.200]  (聖經第四章第35節)
[00:12:50.200 --> 00:12:51.200]  耶穌說,
[00:12:51.200 --> 00:12:53.200]  (聖經第四章第35節)
[00:12:53.200 --> 00:12:56.200]  我吩咐你們,
[00:12:56.200 --> 00:13:00.200]  (聖經第四章第35節)
[00:13:00.200 --> 00:13:04.200]  我們收到的,
[00:13:04.200 --> 00:13:09.200]  (聖經第四章第35節)
[00:13:09.200 --> 00:13:11.200]  就像我們剛才說的,
[00:13:11.200 --> 00:13:16.200]  (聖經第四章第35節)
[00:13:16.200 --> 00:13:19.200]  第二,
[00:13:19.200 --> 00:13:22.200]  (聖經第四章第35節)
[00:13:22.200 --> 00:13:28.200]  是帶人,
[00:13:28.200 --> 00:13:30.200]  (聖經第四章第35節)
[00:13:30.200 --> 00:13:34.200]  是帶他們,
[00:13:34.200 --> 00:13:37.200]  (聖經第四章第35節)
[00:13:37.200 --> 00:13:39.200]  (聖經第四章第35節)
[00:13:39.200 --> 00:13:42.200]  (聖經第四章第35節)
[00:13:42.200 --> 00:13:45.200]  (聖經第四章第35節)
[00:13:45.200 --> 00:13:47.200]  (聖經第四章第35節)
[00:13:47.200 --> 00:13:50.200]  (聖經第四章第35節)
[00:13:50.200 --> 00:13:55.200]  (聖經第四章第35節)
[00:13:55.200 --> 00:13:59.200]  (聖經第四章第35節)
[00:13:59.200 --> 00:14:03.200]  (聖經第四章第35節)
[00:14:03.200 --> 00:14:06.200]  (聖經第四章第35節)
[00:14:06.200 --> 00:14:11.200]  因此,你們都要離開,
[00:14:11.200 --> 00:14:14.200]  (聖經第四章第35節)
[00:14:14.200 --> 00:14:17.200]  (聖經第四章第35節)
[00:14:17.200 --> 00:14:24.200]  (聖經第四章第35節)
[00:14:24.200 --> 00:14:27.200]  奉父子聖令的名,
[00:14:27.200 --> 00:14:30.200]  (聖經第四章第35節)
[00:14:30.200 --> 00:14:38.200]  (聖經第四章第35節)
[00:14:38.200 --> 00:14:43.200]  (聖經第四章第35節)
[00:14:43.200 --> 00:14:47.200]  我便長以來,
[00:14:47.200 --> 00:14:54.200]  (聖經第四章第35節)
[00:14:54.200 --> 00:14:59.200]  同在節度世界的幕僚,
[00:14:59.200 --> 00:15:02.200]  (聖經第四章第35節)
[00:15:02.200 --> 00:15:06.200]  馬提福音十一章二十八節這樣說,
[00:15:06.200 --> 00:15:11.200]  (聖經第四章第35節)
[00:15:11.200 --> 00:15:16.200]  我會給予你們安息,
[00:15:16.200 --> 00:15:23.200]  (聖經第四章第35節)
[00:15:23.200 --> 00:15:27.200]  還有一張,
[00:15:27.200 --> 00:15:31.200]  (聖經第四章第35節)
[00:15:31.200 --> 00:15:35.200]  還有一張,
[00:15:35.200 --> 00:15:39.200]  (聖經第四章第35節)
[00:15:39.200 --> 00:15:41.200]  神愛世人,
[00:15:41.200 --> 00:15:45.200]  (聖經第四章第35節)
[00:15:45.200 --> 00:15:49.200]  神只將他的獨生子賜給你,
[00:15:49.200 --> 00:15:53.200]  (聖經第四章第35節)
[00:15:53.200 --> 00:15:56.200]  叫一切信他的人,
[00:15:56.200 --> 00:15:59.200]  (聖經第四章第35節)
[00:15:59.200 --> 00:16:01.200]  不致滅亡,
[00:16:01.200 --> 00:16:05.200]  (聖經第四章第35節)
[00:16:05.200 --> 00:16:12.200]  各位弟兄弟兄姊妹,
[00:16:12.200 --> 00:16:19.200]  今天是我們的一個傳聞,
[00:16:19.200 --> 00:16:28.200]  我推動了所有的教會,
[00:16:28.200 --> 00:16:32.200]  還有很多人還沒有相信,
[00:16:32.200 --> 00:16:36.200]  可能是我們的家庭,
[00:16:36.200 --> 00:16:39.200]  或者朋友,
[00:16:39.200 --> 00:16:46.200]  我是香港的朋友,
[00:16:46.200 --> 00:16:53.200]  有差不多十幾萬人,
[00:16:53.200 --> 00:17:00.200]  在這裡工作,
[00:17:00.200 --> 00:17:04.200]  另外有華僑,
[00:17:04.200 --> 00:17:10.200]  是中國人,印尼華僑,
[00:17:10.200 --> 00:17:14.200]  在香港都有十幾萬,
[00:17:14.200 --> 00:17:17.200]  非常多,
[00:17:17.200 --> 00:17:23.200]  我們要傳福音給他們,
[00:17:23.200 --> 00:17:26.200]  神的心意,
[00:17:26.200 --> 00:17:30.200]  希望每一個人,
[00:17:30.200 --> 00:17:32.200]  相信,
[00:17:32.200 --> 00:17:36.200]  能夠接受耶穌,
[00:17:36.200 --> 00:17:39.200]  作為自己的神,
[00:17:39.200 --> 00:17:47.200]  神給我們命令,
[00:17:47.200 --> 00:17:51.200]  吩咐我們,
[00:17:51.200 --> 00:17:54.200]  還有大家,
[00:17:54.200 --> 00:18:02.200]  我們傳福音給所有人,
[00:18:02.200 --> 00:18:04.200]  神說,
[00:18:04.200 --> 00:18:13.200]  「試著看看周圍的官漢,
[00:18:13.200 --> 00:18:17.200]  還有很多生命,
[00:18:17.200 --> 00:18:27.200]  要準備接受神的救恩,
[00:18:27.200 --> 00:18:37.200]  傳福音最後我們的任務是什麼?
[00:18:37.200 --> 00:18:50.200]  我們可以入漢夢在天堂,
[00:18:50.200 --> 00:18:56.200]  當一個人被洗禮,
[00:18:56.200 --> 00:18:59.200]  就像這裡的例子,
[00:18:59.200 --> 00:19:04.200]  在天堂那裡,
[00:19:04.200 --> 00:19:08.200]  天堂是豐富,
[00:19:08.200 --> 00:19:10.200]  是天堂,
[00:19:10.200 --> 00:19:15.200]  是非常的榮譽,
[00:19:15.200 --> 00:19:19.200]  六加福音第十五章,
[00:19:19.200 --> 00:19:21.200]  第十節,
[00:19:21.200 --> 00:19:22.200]  在那裡,
[00:19:22.200 --> 00:19:26.200]  我告訴你們,
[00:19:26.200 --> 00:19:31.200]  一個罪人,
[00:19:31.200 --> 00:19:35.200]  如果會改,
[00:19:35.200 --> 00:19:40.200]  在上帝使者們面前,
[00:19:40.200 --> 00:19:44.200]  因為一個人,
[00:19:44.200 --> 00:19:50.200]  因為一個人得救,
[00:19:50.200 --> 00:19:58.200]  在一個傳福音的時候,
[00:19:58.200 --> 00:20:02.200]  如果會改信耶穌,
[00:20:02.200 --> 00:20:06.200]  在天堂是非常榮譽的。
[00:20:06.200 --> 00:20:10.200]  各位弟兄姊妹,
[00:20:10.200 --> 00:20:12.200]  今天,
[00:20:12.200 --> 00:20:18.200]  讓我們大家,
[00:20:18.200 --> 00:20:22.200]  神已經選擇我們,
[00:20:22.200 --> 00:20:27.200]  已經信耶穌的,
[00:20:27.200 --> 00:20:32.200]  我們要投入福音書,
[00:20:32.200 --> 00:20:36.200]  撒瑪利亞夫人,
[00:20:36.200 --> 00:20:42.200]  對耶穌說,
[00:20:42.200 --> 00:20:48.200]  是耶穌傳福音給撒瑪利亞夫人,
[00:20:48.200 --> 00:20:52.200]  她令到她信耶穌,
[00:20:52.200 --> 00:20:55.200]  她去,
[00:20:55.200 --> 00:20:59.200]  去她的地方,
[00:20:59.200 --> 00:21:01.200]  她說,
[00:21:01.200 --> 00:21:06.200]  她說已經見到耶穌,
[00:21:06.200 --> 00:21:11.200]  撒瑪利亞夫人說,
[00:21:11.200 --> 00:21:14.200]  我已經得到了,
[00:21:14.200 --> 00:21:16.200]  我已經信耶穌了。
[00:21:16.200 --> 00:21:18.200]  撒瑪利亞夫人她說,
[00:21:18.200 --> 00:21:19.200]  然後,
[00:21:19.200 --> 00:21:21.200]  每個地方的人去,
[00:21:21.200 --> 00:21:26.200]  也都去見到耶穌。
[00:21:26.200 --> 00:21:35.200]  他們都相信了耶穌。
[00:21:35.200 --> 00:21:39.200]  我,
[00:21:39.200 --> 00:21:50.200]  我相信,
[00:21:50.200 --> 00:21:52.200]  我相信,
[00:21:52.200 --> 00:21:55.200]  我相信,
[00:21:55.200 --> 00:21:58.200]  我相信,
[00:21:58.200 --> 00:22:00.200]  我相信,
[00:22:00.200 --> 00:22:04.200]  我相信,
[00:22:04.200 --> 00:22:11.200]  神吩咐派遣我到這地方,
[00:22:11.200 --> 00:22:18.200]  有54個小孩,
[00:22:18.200 --> 00:22:24.200]  我看這是神的工作,
[00:22:24.200 --> 00:22:27.200]  我希望,
[00:22:27.200 --> 00:22:30.200]  他們在這裡,
[00:22:30.200 --> 00:22:38.200]  得到信耶穌以後,
[00:22:38.200 --> 00:22:41.200]  我們服侍他們,
[00:22:41.200 --> 00:22:44.200]  我們訓練他們,
[00:22:44.200 --> 00:22:49.200]  在神當中成長,
[00:22:49.200 --> 00:22:54.200]  當他們回到印尼,
[00:22:54.200 --> 00:22:59.200]  他們好像撒瑪利亞夫人一樣,
[00:22:59.200 --> 00:23:01.200]  他們在那裡,
[00:23:01.200 --> 00:23:06.200]  他們54個都可以像撒瑪利亞夫人一樣,
[00:23:06.200 --> 00:23:09.200]  傳福音。
[00:23:09.200 --> 00:23:13.200]  有幾個見證,
[00:23:13.200 --> 00:23:15.200]  從我們在這地方的群眾,
[00:23:15.200 --> 00:23:20.200]  有印尼姐姐在這裡做見證,
[00:23:20.200 --> 00:23:24.200]  他們回到印尼以後,
[00:23:24.200 --> 00:23:30.200]  有他們的父母相信神,
[00:23:30.200 --> 00:23:34.200]  有他們的丈夫相信神,
[00:23:34.200 --> 00:23:38.200]  有他們的兒子相信神,
[00:23:38.200 --> 00:23:41.200]  這讓我們很開心,
[00:23:41.200 --> 00:23:44.200]  即使有很多的困難,
[00:23:44.200 --> 00:23:49.200]  有很多的挑戰在服侍中,
[00:23:49.200 --> 00:23:53.200]  但是我們一定要做,
[00:23:53.200 --> 00:23:55.200]  傳福音。
[00:23:55.200 --> 00:23:59.200]  六年前我回去,
[00:23:59.200 --> 00:24:03.200]  在機場那裡,
[00:24:03.200 --> 00:24:08.200]  在飛機上,
[00:24:08.200 --> 00:24:12.200]  我坐在旁邊,
[00:24:12.200 --> 00:24:18.200]  有幾個印尼同胞,
[00:24:18.200 --> 00:24:27.200]  我看到他們在看聖經,
[00:24:27.200 --> 00:24:29.200]  我非常開心,
[00:24:29.200 --> 00:24:32.200]  我問他們,
[00:24:32.200 --> 00:24:33.200]  他們說,
[00:24:33.200 --> 00:24:36.200]  「我們已經在香港見到神。」
[00:24:36.200 --> 00:24:44.200]  「我們已經在香港信仰耶穌。」
[00:24:44.200 --> 00:24:57.200]  「我們所有人都在服務。」
[00:24:57.200 --> 00:25:01.200]  「我感謝這座教會,」
[00:25:01.200 --> 00:25:07.200]  「他們支持我們在服務。」
[00:25:07.200 --> 00:25:12.200]  「有很多人在祈禱給我們,」
[00:25:12.200 --> 00:25:18.200]  「也有很多人在捐錢給我們,」
[00:25:18.200 --> 00:25:22.200]  「為我們服務。」
[00:25:22.200 --> 00:25:26.200]  「所以耶穌祝福你們。」
[00:25:26.200 --> 00:25:27.200]  阿們。
[00:25:27.200 --> 00:25:29.200]  谢谢大家收看 再见

