
[00:00:00.000 --> 00:00:04.000]  題目是「平安從何處來」
[00:01:57.000 --> 00:02:00.000]  開始之前我們先了解一下經文的背景
[00:02:00.000 --> 00:02:03.000]  約翰福音第十四章的內容
[00:02:03.000 --> 00:02:06.000]  那個記載的時間是記載在哪裡呢?
[00:02:06.000 --> 00:02:10.000]  就是記載在耶穌和門徒度過了最後晚餐
[00:02:10.000 --> 00:02:15.000]  並且也和這十二個門徒洗完腳之後
[00:02:15.000 --> 00:02:18.000]  在幾時之前呢?
[00:02:18.000 --> 00:02:23.000]  就是在耶穌在喀西瑪利被捕之前
[00:02:23.000 --> 00:02:25.000]  這段期間
[00:02:25.000 --> 00:02:29.000]  就是說和門徒吃完晚餐洗完腳
[00:02:29.000 --> 00:02:32.000]  之後就說了這番話
[00:02:32.000 --> 00:02:35.000]  然後在喀西瑪利被捕
[00:02:35.000 --> 00:02:38.000]  耶穌在十三章三十三節就已經這樣說
[00:02:38.000 --> 00:02:43.000]  「孩子們啊,我與你們同在的時間不多了
[00:02:43.000 --> 00:02:45.000]  你們會去找我的
[00:02:45.000 --> 00:02:49.000]  但是我所去的地方你們不能去」
[00:02:49.000 --> 00:02:51.000]  耶穌向門徒說
[00:02:51.000 --> 00:02:53.000]  他將要離開他們了
[00:02:53.000 --> 00:02:56.000]  吃完最後晚餐洗完腳
[00:02:56.000 --> 00:02:58.000]  就和他們說一個離別之言
[00:02:58.000 --> 00:03:00.000]  我要離開你們了
[00:03:00.000 --> 00:03:02.000]  這個地方是你們找不到的
[00:03:02.000 --> 00:03:05.000]  我也不能夠帶著你們一起去
[00:03:05.000 --> 00:03:10.000]  因此門徒的心裡就顯得很不安心了
[00:03:10.000 --> 00:03:15.000]  所以耶穌在第十四章一開始就勸勉門徒
[00:03:15.000 --> 00:03:17.000]  他說十四章第一節說
[00:03:17.000 --> 00:03:19.000]  「你們心裡不要憂愁
[00:03:19.000 --> 00:03:22.000]  你們信神也當信我」
[00:03:22.000 --> 00:03:26.000]  一開始十四章第一節就已經和門徒說
[00:03:26.000 --> 00:03:29.000]  你們不要憂愁
[00:03:29.000 --> 00:03:31.000]  接著耶穌再說了
[00:03:31.000 --> 00:03:33.000]  他離開的原因是什麼呢?
[00:03:33.000 --> 00:03:35.000]  十四章二節就說了
[00:03:35.000 --> 00:03:38.000]  「我去完事為你們預備地方去
[00:03:38.000 --> 00:03:44.000]  就必回來再接你們到我那裡去
[00:03:44.000 --> 00:03:47.000]  我在哪裡你們也在哪裡」
[00:03:47.000 --> 00:03:50.000]  耶穌既安慰門徒叫他們不要擔心
[00:03:50.000 --> 00:03:55.000]  也告訴門徒他為什麼要離開的原因
[00:03:55.000 --> 00:03:57.000]  並且承諾門徒
[00:03:57.000 --> 00:03:59.000]  「我會再回來」
[00:03:59.000 --> 00:04:02.000]  不過多瑪不明白
[00:04:02.000 --> 00:04:04.000]  他在第四章第五節就說
[00:04:04.000 --> 00:04:07.000]  「主啊我們不知道你去哪裡
[00:04:07.000 --> 00:04:10.000]  我們怎麼可以知道那條路呢?」
[00:04:10.000 --> 00:04:13.000]  因此耶穌再和門徒應許
[00:04:13.000 --> 00:04:15.000]  「聖靈會降臨」
[00:04:15.000 --> 00:04:17.000]  十四章十六節
[00:04:17.000 --> 00:04:19.000]  「我要求父
[00:04:19.000 --> 00:04:22.000]  父就賜給你們另外一位保衛師
[00:04:22.000 --> 00:04:25.000]  使祂永遠與你們同在」
[00:04:25.000 --> 00:04:29.000]  並且和門徒說明聖靈的工作
[00:04:29.000 --> 00:04:31.000]  二十六節
[00:04:31.000 --> 00:04:33.000]  「但保衛師就是賦因我的名
[00:04:33.000 --> 00:04:35.000]  所以差來的聖靈
[00:04:35.000 --> 00:04:39.000]  祂要把一切的事教導你們
[00:04:39.000 --> 00:04:45.000]  並且要使你們想起我對你們所說的一切話」
[00:04:45.000 --> 00:04:49.000]  聖靈的工作是要引導門徒明白真理
[00:04:49.000 --> 00:04:54.000]  也讓門徒記得起耶穌所說的每一句話
[00:04:54.000 --> 00:04:59.000]  接著耶穌就說出了今晚我們要講到的經文
[00:04:59.000 --> 00:05:01.000]  十四章二十七節
[00:05:01.000 --> 00:05:03.000]  「我留下平安給你們
[00:05:03.000 --> 00:05:05.000]  把我的平安賜給你們
[00:05:05.000 --> 00:05:07.000]  我所賜給你們的
[00:05:07.000 --> 00:05:10.000]  不像世界所賜
[00:05:10.000 --> 00:05:12.000]  你們心裡不要憂愁
[00:05:12.000 --> 00:05:15.000]  也不要膽怯」
[00:05:15.000 --> 00:05:17.000]  因此我們看到
[00:05:17.000 --> 00:05:19.000]  整個十四章
[00:05:19.000 --> 00:05:25.000]  是耶穌對門徒發出一個安慰和應許的講章
[00:05:25.000 --> 00:05:28.000]  十四章第一節開始就安慰門徒
[00:05:28.000 --> 00:05:30.000]  「你們心裡不要憂愁
[00:05:30.000 --> 00:05:32.000]  你們信神也當信我」
[00:05:32.000 --> 00:05:34.000]  十四章二十七節
[00:05:34.000 --> 00:05:35.000]  一個首尾呼應
[00:05:35.000 --> 00:05:37.000]  耶穌再次安慰門徒
[00:05:37.000 --> 00:05:39.000]  「你們心裡不要憂愁
[00:05:39.000 --> 00:05:42.000]  也不要膽怯」
[00:05:42.000 --> 00:05:44.000]  為什麼不需要憂愁?
[00:05:44.000 --> 00:05:47.000]  因為有耶穌的應許
[00:05:47.000 --> 00:05:49.000]  耶穌應許什麼呢?
[00:05:49.000 --> 00:05:50.000]  耶穌應許門徒
[00:05:50.000 --> 00:05:53.000]  「我會再回來」
[00:05:53.000 --> 00:05:54.000]  耶穌應許門徒
[00:05:54.000 --> 00:05:56.000]  「真理的聖靈會降臨
[00:05:56.000 --> 00:05:59.000]  引導和保守你們」
[00:05:59.000 --> 00:06:00.000]  耶穌應許門徒
[00:06:00.000 --> 00:06:04.000]  「我會賜平安給你們」
[00:06:04.000 --> 00:06:06.000]  耶穌這番安慰和應許
[00:06:06.000 --> 00:06:11.000]  是直接向著這十二個門徒講
[00:06:11.000 --> 00:06:15.000]  那個對象不是耶路撒冷的領袖階層
[00:06:15.000 --> 00:06:19.000]  或者不是加利利的聽眾
[00:06:19.000 --> 00:06:21.000]  耶穌宣講的對象
[00:06:21.000 --> 00:06:23.000]  是祂自己親自呼召
[00:06:23.000 --> 00:06:25.000]  親自建立
[00:06:25.000 --> 00:06:29.000]  這十二個跟隨者
[00:06:29.000 --> 00:06:32.000]  耶穌期望這班門徒
[00:06:32.000 --> 00:06:34.000]  能夠在祂離開之後
[00:06:34.000 --> 00:06:39.000]  能夠延續祂所交託的使命
[00:06:39.000 --> 00:06:41.000]  明白了這個背景之後
[00:06:41.000 --> 00:06:44.000]  我們就開始進入經文
[00:06:44.000 --> 00:06:46.000]  我將平安的內涵
[00:06:46.000 --> 00:06:49.000]  用三個不同的角度或者方向
[00:06:49.000 --> 00:06:52.000]  來和大家一起探索
[00:06:52.000 --> 00:06:54.000]  第一個角度就是
[00:06:54.000 --> 00:06:57.000]  平安是從耶穌而來
[00:06:57.000 --> 00:07:00.000]  平安在新約是一個很重要的主題
[00:07:00.000 --> 00:07:02.000]  因為平安這個字
[00:07:02.000 --> 00:07:06.000]  在整個新約就出現了85次
[00:07:06.000 --> 00:07:10.000]  在四福音出現了21次
[00:07:10.000 --> 00:07:12.000]  就算在約翰福音
[00:07:12.000 --> 00:07:14.000]  也出現過5次
[00:07:14.000 --> 00:07:17.000]  耶穌說「我留下平安給你們」
[00:07:17.000 --> 00:07:20.000]  「我把我的平安賜給你們」
[00:07:20.000 --> 00:07:22.000]  「留下」這個希臘文
[00:07:22.000 --> 00:07:26.000]  本身就有差遣的意思
[00:07:26.000 --> 00:07:28.000]  「我留下平安給你們」
[00:07:28.000 --> 00:07:32.000]  即是耶穌要把平安差遣給門徒
[00:07:32.000 --> 00:07:36.000]  差遣包含著一個使命
[00:07:36.000 --> 00:07:39.000]  差遣包含著一個目標
[00:07:39.000 --> 00:07:41.000]  次級的希臘語文
[00:07:41.000 --> 00:07:44.000]  就有「虧贈」的意思
[00:07:44.000 --> 00:07:46.000]  不過無論你怎樣說
[00:07:46.000 --> 00:07:48.000]  無論是差遣或者是虧贈
[00:07:48.000 --> 00:07:51.000]  都說明平安是從主耶穌而來
[00:07:51.000 --> 00:07:54.000]  從主耶穌而差遣出來的平安
[00:07:54.000 --> 00:07:57.000]  或者從主耶穌所贈贈的平安
[00:07:57.000 --> 00:08:00.000]  有什麼特別呢?
[00:08:00.000 --> 00:08:02.000]  原來平安這個希臘文
[00:08:02.000 --> 00:08:05.000]  是呼應著舊約的文安語
[00:08:05.000 --> 00:08:07.000]  「Salom」
[00:08:07.000 --> 00:08:10.000]  很平常的一句文安語
[00:08:10.000 --> 00:08:13.000]  這個文安語在舊約來說
[00:08:13.000 --> 00:08:15.000]  是指尼塞亞的國度
[00:08:15.000 --> 00:08:17.000]  尼塞亞國度的平安
[00:08:17.000 --> 00:08:20.000]  和尼塞亞國度的救贖
[00:08:20.000 --> 00:08:22.000]  可以是同義詞
[00:08:22.000 --> 00:08:24.000]  因此新約所說的平安
[00:08:24.000 --> 00:08:27.000]  是和尼塞亞的國度和救贖
[00:08:27.000 --> 00:08:29.000]  有直接的關係
[00:08:29.000 --> 00:08:31.000]  舊約分別在文素記
[00:08:31.000 --> 00:08:34.000]  詩篇、以塞俠書、以西傑書
[00:08:34.000 --> 00:08:38.000]  以及哈蓋書都有提到尼塞亞的國度
[00:08:38.000 --> 00:08:40.000]  新約就在《士徒行傳》
[00:08:40.000 --> 00:08:42.000]  羅馬書都有提過
[00:08:42.000 --> 00:08:45.000]  因此平安就是舊約聖經所期盼
[00:08:45.000 --> 00:08:49.000]  而在新約裡面去應驗出來的
[00:08:49.000 --> 00:08:51.000]  用今天的說法
[00:08:51.000 --> 00:08:53.000]  或者用今天的信仰說法
[00:08:53.000 --> 00:08:57.000]  平安是和天國和救贖有關
[00:08:57.000 --> 00:08:59.000]  而頂過天國和救贖的核心
[00:08:59.000 --> 00:09:04.000]  就是將神人的關係和平和豐盛恢復過來
[00:09:04.000 --> 00:09:06.000]  耶穌的平安
[00:09:06.000 --> 00:09:10.000]  不僅僅將由罪所引起的傷痛了結了
[00:09:10.000 --> 00:09:17.000]  即是說我們被罪所要受到傷害的東西了結了
[00:09:17.000 --> 00:09:20.000]  平安可以帶來一種傷痛的恢復
[00:09:20.000 --> 00:09:26.000]  平安也可以讓人從神的角度得到豐盛和圓滿
[00:09:26.000 --> 00:09:31.000]  因此平安不僅僅是從耶穌而來
[00:09:31.000 --> 00:09:33.000]  而且還帶有目的
[00:09:33.000 --> 00:09:36.000]  耶穌所差遣的平安有目的
[00:09:36.000 --> 00:09:42.000]  第一個目的就是平安能夠讓人從罪的捆綁裡釋放出來
[00:09:42.000 --> 00:09:47.000]  第二就是平安能夠讓人得到更加豐盛和圓滿
[00:09:47.000 --> 00:09:51.000]  你想想當時十二個門徒面對著耶穌的離開
[00:09:51.000 --> 00:09:54.000]  他們心裡很憂愁很擔心
[00:09:54.000 --> 00:09:58.000]  耶穌差遣平安進入門徒的生命裡
[00:09:58.000 --> 00:10:02.000]  讓這些門徒能夠有這樣的能力
[00:10:02.000 --> 00:10:06.000]  有這樣的忍耐去面對當下的挑戰
[00:10:06.000 --> 00:10:09.000]  各位弟兄姊妹我今天坐在這裡
[00:10:09.000 --> 00:10:11.000]  不覺得什麼
[00:10:11.000 --> 00:10:14.000]  但你想想你代入當時的門徒
[00:10:14.000 --> 00:10:19.000]  當時的門徒面對困難挑戰你不要輕看
[00:10:19.000 --> 00:10:23.000]  他們要面對一個龐大的極權社會
[00:10:23.000 --> 00:10:25.000]  即是羅馬政府
[00:10:25.000 --> 00:10:29.000]  他們要面對一個日漸敗壞的宗教制度
[00:10:29.000 --> 00:10:32.000]  聖殿的大祭司和他的體制
[00:10:32.000 --> 00:10:39.000]  他們要面對一群執行了薑化了的宗教條文的宗教領袖
[00:10:39.000 --> 00:10:41.000]  即是什麼?法理賽人
[00:10:41.000 --> 00:10:48.000]  而這批門徒只是一批亡國的平民百姓而已
[00:10:48.000 --> 00:10:51.000]  但是我們看看
[00:10:51.000 --> 00:10:54.000]  我們看看這班領受了平安的門徒
[00:10:54.000 --> 00:10:59.000]  他們的生命最終的結局是結出了什麼的果子?
[00:10:59.000 --> 00:11:04.000]  彼得透過主所差遣的平安和聖靈的引導
[00:11:04.000 --> 00:11:07.000]  在三次不認主之後
[00:11:07.000 --> 00:11:12.000]  最後他能夠從內疚的綑綁中釋放出來
[00:11:12.000 --> 00:11:17.000]  重新站起來成為初期教會的領袖
[00:11:17.000 --> 00:11:19.000]  多次宣講主耶穌的福音
[00:11:19.000 --> 00:11:22.000]  承擔主耶穌交託給他的使命
[00:11:22.000 --> 00:11:26.000]  成為初期教會的一個很核心的領袖
[00:11:26.000 --> 00:11:29.000]  生命的豐盛和圓滿
[00:11:29.000 --> 00:11:33.000]  不因為那三次不認主
[00:11:33.000 --> 00:11:42.000]  而是因為平安將內疚的罪的綑綁釋放出來
[00:11:42.000 --> 00:11:47.000]  彼得的生命展現出來
[00:11:47.000 --> 00:11:50.000]  我們又看看第二個門徒約翰
[00:11:50.000 --> 00:11:53.000]  約翰透過主耶穌所設的平安
[00:11:53.000 --> 00:11:58.000]  在羅馬政府極度壓迫的逆境下
[00:11:58.000 --> 00:12:02.000]  仍然可以在拔摩島領受異象
[00:12:02.000 --> 00:12:05.000]  寫下啟示錄
[00:12:05.000 --> 00:12:07.000]  那種堅毅不拔
[00:12:07.000 --> 00:12:11.000]  生命的豐盛完全展現出來
[00:12:11.000 --> 00:12:18.000]  讓我們看到堅持又不放棄的生命質素
[00:12:18.000 --> 00:12:21.000]  其他的門徒我不多說
[00:12:21.000 --> 00:12:23.000]  雖然他不是記錄在聖經裏
[00:12:23.000 --> 00:12:25.000]  但有很多文獻
[00:12:25.000 --> 00:12:27.000]  在那些典外的文獻
[00:12:27.000 --> 00:12:29.000]  同樣我們見得到
[00:12:29.000 --> 00:12:32.000]  這批其他的門徒
[00:12:32.000 --> 00:12:35.000]  在主耶穌所賜的平安
[00:12:35.000 --> 00:12:37.000]  以及聖靈的引導下
[00:12:37.000 --> 00:12:39.000]  展現了不同的豐盛
[00:12:39.000 --> 00:12:43.000]  為主結出了美好的見證
[00:12:43.000 --> 00:12:46.000]  我在想
[00:12:46.000 --> 00:12:49.000]  出賣耶穌的猶大
[00:12:49.000 --> 00:12:53.000]  如果他能夠好好領受主耶穌給他的平安
[00:12:53.000 --> 00:12:55.000]  他好好地
[00:12:55.000 --> 00:12:59.000]  在聖靈裏給他的重新選擇
[00:12:59.000 --> 00:13:04.000]  坦然地去面對他對主耶穌的過錯
[00:13:04.000 --> 00:13:07.000]  或許
[00:13:07.000 --> 00:13:12.000]  他能夠勝過魔鬼的引誘和對他的指控
[00:13:12.000 --> 00:13:16.000]  他不需要用自殺這個方法
[00:13:16.000 --> 00:13:22.000]  去承擔他所干犯的罪行
[00:13:22.000 --> 00:13:24.000]  平安
[00:13:24.000 --> 00:13:27.000]  能夠讓我們從罪裏得釋放
[00:13:27.000 --> 00:13:29.000]  平安
[00:13:29.000 --> 00:13:33.000]  讓我們生命能夠豐足及飽滿
[00:13:33.000 --> 00:13:35.000]  尊教的弟兄姊妹
[00:13:35.000 --> 00:13:37.000]  在今晚的平安夜
[00:13:37.000 --> 00:13:39.000]  我很想告訴大家
[00:13:39.000 --> 00:13:41.000]  平安所帶來的
[00:13:41.000 --> 00:13:45.000]  必定是我們能夠聚得赦免的心靈釋放
[00:13:45.000 --> 00:13:48.000]  是一種心靈自由的體驗
[00:13:48.000 --> 00:13:51.000]  平安所帶來的生命
[00:13:51.000 --> 00:13:53.000]  必定是豐盛和圓滿
[00:13:53.000 --> 00:13:56.000]  是一個沒有遺憾的人生
[00:13:56.000 --> 00:13:58.000]  而這種平安
[00:13:58.000 --> 00:14:00.000]  只有在主耶穌的應許裏面
[00:14:00.000 --> 00:14:02.000]  我們才能夠找得到
[00:14:02.000 --> 00:14:05.000]  因此我們今晚要問
[00:14:05.000 --> 00:14:06.000]  我們今晚
[00:14:06.000 --> 00:14:07.000]  這個平安夜晚上
[00:14:07.000 --> 00:14:09.000]  我們必定要問
[00:14:09.000 --> 00:14:13.000]  我們是否已經立志放下主權
[00:14:13.000 --> 00:14:16.000]  生活在主耶穌的應許裏面
[00:14:16.000 --> 00:14:17.000]  抑或
[00:14:17.000 --> 00:14:20.000]  我們只是願意生活在一個
[00:14:20.000 --> 00:14:26.000]  自我中心的虛假平安的世界
[00:14:26.000 --> 00:14:31.000]  我希望大家今晚去做一個反思
[00:14:31.000 --> 00:14:34.000]  平安的第二個向度就是
[00:14:34.000 --> 00:14:37.000]  平安是一種超越性
[00:14:37.000 --> 00:14:39.000]  耶穌當時身處於羅馬政府
[00:14:39.000 --> 00:14:41.000]  以及宗教領袖的統治底下
[00:14:41.000 --> 00:14:43.000]  羅馬政府所宣揚的平安
[00:14:43.000 --> 00:14:45.000]  是一種甚麼的平安
[00:14:45.000 --> 00:14:47.000]  是藉著殘忍的刀劍
[00:14:47.000 --> 00:14:51.000]  而獲取和維持
[00:14:51.000 --> 00:14:53.000]  所以很多猶太人都認為
[00:14:53.000 --> 00:14:56.000]  必須藉著更強而有力的刀劍
[00:14:56.000 --> 00:14:58.000]  來確保尼塞亞的平安
[00:14:58.000 --> 00:15:00.000]  在當時
[00:15:00.000 --> 00:15:06.000]  羅馬政府面對了猶太人很多次的叛變
[00:15:06.000 --> 00:15:09.000]  用今日的說法就是以暴易暴
[00:15:09.000 --> 00:15:13.000]  用武力去帶來表面平安的感覺
[00:15:13.000 --> 00:15:15.000]  所以耶穌接著就跟他們說
[00:15:15.000 --> 00:15:20.000]  我賜給你們的不是世人所賜的
[00:15:20.000 --> 00:15:24.000]  我們可以看看當時的社會
[00:15:24.000 --> 00:15:27.000]  如何展現他們所說的平安
[00:15:27.000 --> 00:15:31.000]  當時的平安是說實力、權力、穩定
[00:15:31.000 --> 00:15:33.000]  好像希律
[00:15:33.000 --> 00:15:35.000]  他聽到東方博士說
[00:15:35.000 --> 00:15:40.000]  那生下來作猶太人之王的人在這裡
[00:15:40.000 --> 00:15:43.000]  希律覺得這個猶太人的王
[00:15:43.000 --> 00:15:46.000]  實在對他有威脅
[00:15:46.000 --> 00:15:48.000]  那他怎麼辦呢?
[00:15:48.000 --> 00:15:49.000]  大家很熟悉的
[00:15:49.000 --> 00:15:54.000]  他將百里行城所有兩歲以下的嬰孩
[00:15:54.000 --> 00:15:56.000]  殺了
[00:15:56.000 --> 00:16:00.000]  殺盡所有對他有威脅的人
[00:16:00.000 --> 00:16:02.000]  對於希律來說
[00:16:02.000 --> 00:16:05.000]  沒有人能威脅他的執政
[00:16:05.000 --> 00:16:09.000]  他心裡就有平安
[00:16:09.000 --> 00:16:12.000]  我們又看看大祭司蓋亞花
[00:16:12.000 --> 00:16:19.000]  他知道耶穌有醫病、趕鬼、洗人復活的能力
[00:16:19.000 --> 00:16:23.000]  但仍然質疑耶穌的能力來自鬼王
[00:16:23.000 --> 00:16:29.000]  他不相信耶穌就是施洗日漢為他所作先鋒的尼塞亞
[00:16:29.000 --> 00:16:35.000]  他認為耶穌的來到會對他所管理的聖殿和宗教制度有挑戰
[00:16:35.000 --> 00:16:38.000]  他擔心猶太人會跟著耶穌
[00:16:38.000 --> 00:16:41.000]  離開他的管治
[00:16:41.000 --> 00:16:43.000]  他要怎麼做呢?
[00:16:43.000 --> 00:16:48.000]  蓋亞花找人作假見證去陷害耶穌
[00:16:48.000 --> 00:16:52.000]  務求能夠殺了耶穌鞏固自己的權力
[00:16:52.000 --> 00:16:55.000]  對於大祭司蓋亞花來說
[00:16:55.000 --> 00:16:58.000]  鞏固到手上的權力
[00:16:58.000 --> 00:17:01.000]  沒有人能挑戰到他的地位
[00:17:01.000 --> 00:17:06.000]  他心裡就有平安
[00:17:06.000 --> 00:17:11.000]  我們又看看羅馬巡撫比拉多
[00:17:11.000 --> 00:17:14.000]  這個巡撫親自去審問耶穌
[00:17:14.000 --> 00:17:17.000]  他知道耶穌沒有罪
[00:17:17.000 --> 00:17:23.000]  而且他知道是因為猶太人嫉妒耶穌才將耶穌帶來
[00:17:23.000 --> 00:17:26.000]  甚至他太太也提過他
[00:17:26.000 --> 00:17:29.000]  耶穌是一個義人
[00:17:29.000 --> 00:17:33.000]  但他仍要將耶穌交給百姓
[00:17:33.000 --> 00:17:37.000]  用來穩定人心,免生暴亂
[00:17:37.000 --> 00:17:40.000]  比拉多不在乎公義
[00:17:40.000 --> 00:17:44.000]  不在乎真理是否能彰顯
[00:17:44.000 --> 00:17:47.000]  也不需要按著良心去作裁決
[00:17:47.000 --> 00:17:51.000]  他要的是維穩
[00:17:51.000 --> 00:17:54.000]  對於比拉多來說
[00:17:54.000 --> 00:17:56.000]  社會穩定
[00:17:56.000 --> 00:17:59.000]  不被羅馬皇帝遷犯、遷亂
[00:17:59.000 --> 00:18:03.000]  心裡就有平安
[00:18:03.000 --> 00:18:07.000]  因此耶穌想告訴門徒
[00:18:07.000 --> 00:18:13.000]  主所賜的平安和世人的平安不一樣
[00:18:13.000 --> 00:18:17.000]  羅馬政府或當時有權力的人
[00:18:17.000 --> 00:18:21.000]  沒有能力給予這種平安
[00:18:21.000 --> 00:18:24.000]  地上所見到的平安只是粉色太平
[00:18:24.000 --> 00:18:26.000]  這種表面的平安
[00:18:26.000 --> 00:18:32.000]  不能真真正正滿足到人的真正需要
[00:18:32.000 --> 00:18:34.000]  耶穌所賜的平安
[00:18:34.000 --> 00:18:39.000]  是藉著耶穌的死、復活、繼承、救贖
[00:18:39.000 --> 00:18:42.000]  為每一個願意跟隨主耶穌的信徒
[00:18:42.000 --> 00:18:47.000]  成就一種與神和好的關係
[00:18:47.000 --> 00:18:49.000]  這種與神和好的關係
[00:18:49.000 --> 00:18:53.000]  能夠促使門徒有一種超越性
[00:18:53.000 --> 00:18:56.000]  就如十五章五節所說
[00:18:56.000 --> 00:19:05.000]  「我就是葡萄樹,你們是枝枝,常在我裡面的,我也常在他裡面」
[00:19:05.000 --> 00:19:10.000]  人本來不可能跟神有親密的關係
[00:19:10.000 --> 00:19:14.000]  人不可能帶著這麼多罪
[00:19:14.000 --> 00:19:16.000]  不可能朝見神
[00:19:16.000 --> 00:19:20.000]  但由於有這種與主同在、超越性的關係
[00:19:20.000 --> 00:19:24.000]  就能夠使當時的門徒感受到
[00:19:24.000 --> 00:19:26.000]  彼勒底書四章七節所說
[00:19:26.000 --> 00:19:32.000]  「神所賜納超越人所能了解的平安」
[00:19:32.000 --> 00:19:36.000]  超越了人所了解的平安
[00:19:36.000 --> 00:19:38.000]  就必在耶穌基督裡面
[00:19:38.000 --> 00:19:42.000]  保守我們每一個人的心懷意念
[00:19:42.000 --> 00:19:44.000]  專家的弟弟姐妹
[00:19:44.000 --> 00:19:50.000]  相信每一個人都很想得到這種平安
[00:19:50.000 --> 00:19:52.000]  不過你渴求的平安
[00:19:52.000 --> 00:19:55.000]  是來自地上的維穩現象
[00:19:55.000 --> 00:19:58.000]  因為來自主耶穌
[00:19:58.000 --> 00:20:00.000]  地上的平安不會為你帶來
[00:20:00.000 --> 00:20:04.000]  罪得赦免以及罪得拯救
[00:20:04.000 --> 00:20:08.000]  亦不能夠為你帶來豐盛的生命體驗
[00:20:08.000 --> 00:20:10.000]  唯有主耶穌而來的平安
[00:20:10.000 --> 00:20:13.000]  才能夠帶給你一個豐盛圓滿
[00:20:13.000 --> 00:20:16.000]  又自由得釋放的生命
[00:20:16.000 --> 00:20:18.000]  平安的超越性
[00:20:18.000 --> 00:20:23.000]  能夠帶給我們與主同在的關係和生命力
[00:20:23.000 --> 00:20:28.000]  這是否你所渴望的呢?
[00:20:28.000 --> 00:20:30.000]  接著我就要問
[00:20:30.000 --> 00:20:36.000]  如果你今天得到這種主所賜給你的平安
[00:20:36.000 --> 00:20:39.000]  你如何應用?
[00:20:39.000 --> 00:20:44.000]  你有了這種主所賜給你的平安
[00:20:44.000 --> 00:20:46.000]  你會如何應用?
[00:20:46.000 --> 00:20:48.000]  所以平安的第三個向度就是
[00:20:48.000 --> 00:20:52.000]  我們如何去應用主所賜給我們的平安
[00:20:52.000 --> 00:20:54.000]  27節尾段
[00:20:54.000 --> 00:20:58.000]  你們心裡不要憂愁也不要膽怯
[00:20:58.000 --> 00:21:02.000]  門徒心裡憂愁是因為主要離開他們
[00:21:02.000 --> 00:21:05.000]  他們失去了一個帶領者
[00:21:05.000 --> 00:21:07.000]  門徒心裡膽怯
[00:21:07.000 --> 00:21:10.000]  因為當面對困難和挑戰的時候
[00:21:10.000 --> 00:21:13.000]  主耶穌不在他們身邊
[00:21:13.000 --> 00:21:16.000]  雖然耶穌承諾過門徒
[00:21:16.000 --> 00:21:18.000]  祂會再回來
[00:21:18.000 --> 00:21:21.000]  並且差遣聖靈和平安給門徒
[00:21:21.000 --> 00:21:26.000]  但是門徒的憂慮和膽怯是很真實的
[00:21:26.000 --> 00:21:29.000]  因為當耶穌被捕之後
[00:21:29.000 --> 00:21:32.000]  直到耶穌復活
[00:21:32.000 --> 00:21:34.000]  再見回門徒以及升天
[00:21:34.000 --> 00:21:37.000]  五旬節降臨之前
[00:21:37.000 --> 00:21:40.000]  門徒特別需要耶穌的安慰
[00:21:40.000 --> 00:21:44.000]  以及耶穌更多的應許
