
[00:00:00.000 --> 00:00:06.000]  在家中在教會裏面的弟子妹平安
[00:08:33.000 --> 00:08:35.000]  神是救主
[00:08:35.000 --> 00:08:37.000]  因為我們待求的對象
[00:08:37.000 --> 00:08:41.000]  就是成就救恩的耶穌基督
[00:08:41.000 --> 00:08:43.000]  保羅在第四節強調
[00:08:43.000 --> 00:08:45.000]  人人得救
[00:08:45.000 --> 00:08:47.000]  由於當時的教會
[00:08:47.000 --> 00:08:50.000]  受到諾斯底主義的影響
[00:08:50.000 --> 00:08:53.000]  有人以為神只是願意
[00:08:53.000 --> 00:08:57.000]  拯救某一些對靈魂有知識的精英
[00:08:57.000 --> 00:08:59.000]  於是保羅就對症下藥
[00:08:59.000 --> 00:09:01.000]  強調神的憐憫
[00:09:01.000 --> 00:09:03.000]  是對所有人
[00:09:03.000 --> 00:09:07.000]  不論種族地位或者是學識
[00:09:07.000 --> 00:09:09.000]  神都願意拯救
[00:09:09.000 --> 00:09:10.000]  除此之外
[00:09:10.000 --> 00:09:13.000]  為人人祈禱的另一個原因
[00:09:13.000 --> 00:09:16.000]  就是因為在整個宇宙裏面
[00:09:16.000 --> 00:09:18.000]  只有一位真神
[00:09:18.000 --> 00:09:21.000]  只有一位宗寶
[00:09:21.000 --> 00:09:22.000]  第五節
[00:09:22.000 --> 00:09:25.000]  神和人之間只有一位宗寶
[00:09:25.000 --> 00:09:28.000]  是成為人的基督耶穌
[00:09:28.000 --> 00:09:31.000]  保羅特別強調他是成為人
[00:09:31.000 --> 00:09:35.000]  為了要駁斥當時假教師的錯謀
[00:09:35.000 --> 00:09:38.000]  以為耶穌只是一個靈
[00:09:38.000 --> 00:09:41.000]  如果耶穌只是一個靈
[00:09:41.000 --> 00:09:42.000]  而不是人
[00:09:42.000 --> 00:09:45.000]  就沒辦法作為祭物替人贖罪
[00:09:45.000 --> 00:09:46.000]  反過來
[00:09:46.000 --> 00:09:49.000]  如果耶穌只是一個人
[00:09:49.000 --> 00:09:51.000]  而不是神
[00:09:51.000 --> 00:09:54.000]  又怎可能赦免別人的罪呢
[00:09:54.000 --> 00:09:57.000]  唯有耶穌是八分百的神
[00:09:57.000 --> 00:09:59.000]  又是八分百的人
[00:09:59.000 --> 00:10:01.000]  才可以作為宗寶
[00:10:01.000 --> 00:10:03.000]  拯救世人
[00:10:03.000 --> 00:10:07.000]  保羅強調這位宗寶是只有一位
[00:10:07.000 --> 00:10:11.000]  意思是不透過耶穌就沒有第二個了
[00:10:11.000 --> 00:10:13.000]  不論是猶太人
[00:10:13.000 --> 00:10:15.000]  或者是外邦人
[00:10:15.000 --> 00:10:17.000]  不論有豐富學識
[00:10:17.000 --> 00:10:20.000]  或者只是市井的小民
[00:10:20.000 --> 00:10:22.000]  而耶穌作為宗寶
[00:10:22.000 --> 00:10:24.000]  是因為世人都犯了罪
[00:10:24.000 --> 00:10:26.000]  得罪了神
[00:10:26.000 --> 00:10:27.000]  所以神與人之間
[00:10:27.000 --> 00:10:31.000]  必須有一位宗寶帶來和好
[00:10:31.000 --> 00:10:33.000]  就好像舊約裏的祭司
[00:10:33.000 --> 00:10:36.000]  站在神與人之間
[00:10:36.000 --> 00:10:38.000]  在神的面前代表人
[00:10:38.000 --> 00:10:41.000]  進行獻祭和敬拜
[00:10:41.000 --> 00:10:43.000]  在人的面前代表神
[00:10:43.000 --> 00:10:46.000]  宣佈祝福和赦罪
[00:10:46.000 --> 00:10:51.000]  而耶穌基督是超越所有祭司的大祭司
[00:10:51.000 --> 00:10:53.000]  祂既是祭司
[00:10:53.000 --> 00:10:55.000]  也是祭物
[00:10:55.000 --> 00:10:58.000]  祂就是那一隻被獻在祭壇上
[00:10:58.000 --> 00:11:00.000]  沒有瑕疵的羔羊
[00:11:00.000 --> 00:11:04.000]  為我們眾人的罪流出補血
[00:11:04.000 --> 00:11:06.000]  正如《馬可福音》裏說
[00:11:06.000 --> 00:11:10.000]  人子來並不是要受人的服侍
[00:11:10.000 --> 00:11:12.000]  乃是要服侍人
[00:11:12.000 --> 00:11:16.000]  並且要捨命作多人的贖駕
[00:11:16.000 --> 00:11:19.000]  耶穌獻上自己作為贖駕
[00:11:19.000 --> 00:11:21.000]  正如第六節所說
[00:11:21.000 --> 00:11:23.000]  在適當的時候
[00:11:23.000 --> 00:11:26.000]  這事已經證實了
[00:11:26.000 --> 00:11:29.000]  耶穌基督已經完成了救贖的大功
[00:11:29.000 --> 00:11:33.000]  所以在十字架上說「成了」
[00:11:33.000 --> 00:11:35.000]  神在特定的時候
[00:11:35.000 --> 00:11:37.000]  差顯了祂的獨生子
[00:11:37.000 --> 00:11:39.000]  為女子所生
[00:11:39.000 --> 00:11:42.000]  而且生在律法以下
[00:11:42.000 --> 00:11:46.000]  要把律法以下的人贖出來
[00:11:46.000 --> 00:11:49.000]  而且在我們還做罪人的時候
[00:11:49.000 --> 00:11:51.000]  為我們死
[00:11:51.000 --> 00:11:53.000]  是為了向我們所有人
[00:11:53.000 --> 00:11:56.000]  顯明神的愛
[00:11:56.000 --> 00:11:59.000]  證明神願意拯救萬民
[00:11:59.000 --> 00:12:01.000]  願意人人得救
[00:12:01.000 --> 00:12:03.000]  明白真道
[00:12:03.000 --> 00:12:07.000]  所以基督教信仰是一個捨己的信仰
[00:12:07.000 --> 00:12:09.000]  追求自己永恆的福樂
[00:12:09.000 --> 00:12:13.000]  也追求眾人的福樂
[00:12:13.000 --> 00:12:17.000]  正如我們感受堂所屬的宣導會
[00:12:17.000 --> 00:12:21.000]  英文的全名是Christian and Missionary Alliance
[00:12:21.000 --> 00:12:26.000]  意思就是信徒與宣教士的聯盟
[00:12:26.000 --> 00:12:29.000]  創立這個聯盟的宗旨
[00:12:29.000 --> 00:12:31.000]  就是要拆解宣教士
[00:12:31.000 --> 00:12:35.000]  去那些仍然沒有教會生活
[00:12:35.000 --> 00:12:37.000]  較為落後的地方
[00:12:37.000 --> 00:12:39.000]  去宣揚福音
[00:12:39.000 --> 00:12:43.000]  讓別人同得福音的好處
[00:12:43.000 --> 00:12:46.000]  正如保羅受神所託
[00:12:46.000 --> 00:12:49.000]  差派他向外邦人傳福音
[00:12:49.000 --> 00:12:51.000]  不過在當時
[00:12:51.000 --> 00:12:55.000]  他是受到已不鎖的假教師質疑
[00:12:55.000 --> 00:12:57.000]  他們認為神的救恩
[00:12:57.000 --> 00:13:00.000]  沒有包括外邦人
[00:13:00.000 --> 00:13:02.000]  於是保羅透過一至六節
[00:13:02.000 --> 00:13:04.000]  先清楚講明
[00:13:04.000 --> 00:13:06.000]  神願意救贖萬人
[00:13:06.000 --> 00:13:08.000]  包括外邦人
[00:13:08.000 --> 00:13:12.000]  證明他在第七節所講的是真實的
[00:13:12.000 --> 00:13:16.000]  神真是差派了他做傳道
[00:13:16.000 --> 00:13:19.000]  宣講神與人和好的福音
[00:13:19.000 --> 00:13:22.000]  差派了他做外邦人的仕途
[00:13:22.000 --> 00:13:25.000]  教導外邦人認識真理
[00:13:25.000 --> 00:13:27.000]  相信真理
[00:13:27.000 --> 00:13:29.000]  保羅甚至直接講了
[00:13:29.000 --> 00:13:31.000]  他說「我說的是真話
[00:13:31.000 --> 00:13:34.000]  不是說謊」
[00:13:34.000 --> 00:13:37.000]  即是說他已經說到口水都乾了
[00:13:37.000 --> 00:13:39.000]  用了這麼多理據
[00:13:39.000 --> 00:13:41.000]  如果仍然不相信他的話
[00:13:41.000 --> 00:13:44.000]  其實也沒什麼好說的
[00:13:44.000 --> 00:13:47.000]  不過有一點很奇怪的就是
[00:13:47.000 --> 00:13:49.000]  為什麼保羅要向提摩太
[00:13:49.000 --> 00:13:52.000]  證明自己的身份呢
[00:13:52.000 --> 00:13:57.000]  而且還要用這個語氣去說
[00:13:57.000 --> 00:14:00.000]  難道連他的徒弟提摩太
[00:14:00.000 --> 00:14:03.000]  都懷疑師父嗎
[00:14:03.000 --> 00:14:05.000]  當然不是
[00:14:05.000 --> 00:14:08.000]  其實背後有特別的原因
[00:14:08.000 --> 00:14:11.000]  由於當時已不鎖的假教師
[00:14:11.000 --> 00:14:14.000]  認為神的救恩沒有包括外邦人
[00:14:14.000 --> 00:14:17.000]  所以質疑保羅的身份
[00:14:17.000 --> 00:14:20.000]  而當保羅的身份受到質疑
[00:14:20.000 --> 00:14:26.000]  其實會牽涉到他的徒弟提摩太的權柄和服侍
[00:14:26.000 --> 00:14:30.000]  所以保羅書寫提摩太前書
[00:14:30.000 --> 00:14:34.000]  在一封半公開的書信裏
[00:14:34.000 --> 00:14:36.000]  寫上這麼鄭重的聲明
[00:14:36.000 --> 00:14:39.000]  其實是要幫助提摩太
[00:14:39.000 --> 00:14:42.000]  面對教會裏面的質疑
[00:14:42.000 --> 00:14:44.000]  而更重要的是
[00:14:44.000 --> 00:14:46.000]  將福音傳給外邦人
[00:14:46.000 --> 00:14:48.000]  是事關重大
[00:14:48.000 --> 00:14:51.000]  關乎到外邦人是否得救
[00:14:51.000 --> 00:14:54.000]  所以保羅必須竭盡所能
[00:14:54.000 --> 00:14:56.000]  去捍衛真道
[00:14:56.000 --> 00:14:59.000]  當保羅透過一至第七節
[00:14:59.000 --> 00:15:02.000]  重新為人人祈禱的重要
[00:15:02.000 --> 00:15:06.000]  亦都論證了自己使徒的身份
[00:15:06.000 --> 00:15:11.000]  其實如果只是為了論證自己的身份
[00:15:11.000 --> 00:15:14.000]  去到第七節保羅已經完成了
[00:15:14.000 --> 00:15:18.000]  不過正如今天的題目所講
[00:15:18.000 --> 00:15:21.000]  焦點在為人人祈禱
[00:15:21.000 --> 00:15:24.000]  為君王和在位的祈禱
[00:15:24.000 --> 00:15:26.000]  所以保羅在第八節
[00:15:26.000 --> 00:15:30.000]  回到真正所講的主題「禱告」
[00:15:30.000 --> 00:15:34.000]  而且將焦點放在男人的身上
[00:15:34.000 --> 00:15:38.000]  因為當時猶太會堂的傳統
[00:15:38.000 --> 00:15:41.000]  只有男人帶領公禱
[00:15:41.000 --> 00:15:44.000]  所以保羅很希望男人
[00:15:44.000 --> 00:15:46.000]  無論在任何的地方
[00:15:46.000 --> 00:15:48.000]  帶領禱告的時候
[00:15:48.000 --> 00:15:51.000]  是舉起聖結的手
[00:15:51.000 --> 00:15:55.000]  並且不發怒不爭論
[00:15:55.000 --> 00:16:00.000]  舉起手的動作並不是特別神聖
[00:16:00.000 --> 00:16:02.000]  反而重要的是
[00:16:02.000 --> 00:16:06.000]  所舉起的手必須是聖結的
[00:16:06.000 --> 00:16:09.000]  當時的猶太人都清楚知道
[00:16:09.000 --> 00:16:13.000]  要朝見神進入神的會望之前
[00:16:13.000 --> 00:16:17.000]  必須要先按律法去結成雙手
[00:16:17.000 --> 00:16:19.000]  而結成雙手的行動
[00:16:19.000 --> 00:16:22.000]  其實象徵內心已經被結成
[00:16:22.000 --> 00:16:25.000]  正所謂「手結心清」
[00:16:25.000 --> 00:16:27.000]  所以當保羅提到
[00:16:27.000 --> 00:16:29.000]  「舉起聖結的手」
[00:16:29.000 --> 00:16:32.000]  信徒應該能夠明白
[00:16:32.000 --> 00:16:35.000]  不過有一點很奇怪
[00:16:35.000 --> 00:16:41.000]  為何要將禱告和法律和爭論扯上關係呢
[00:16:41.000 --> 00:16:43.000]  雖然經文沒有直接講
[00:16:43.000 --> 00:16:46.000]  不過按照經文的背景去推測
[00:16:46.000 --> 00:16:49.000]  可能因為對保羅的身份
[00:16:49.000 --> 00:16:51.000]  對信仰教義
[00:16:51.000 --> 00:16:56.000]  甚至是對是否為掌權者祈禱
[00:16:56.000 --> 00:16:58.000]  如何祈禱
[00:16:58.000 --> 00:17:00.000]  引發了分歧和爭論
[00:17:00.000 --> 00:17:04.000]  甚至弟兄之間彼此嬲怒
[00:17:04.000 --> 00:17:07.000]  令到保羅在第八節
[00:17:07.000 --> 00:17:09.000]  希望較正信號
[00:17:09.000 --> 00:17:11.000]  向神祈禱的真義
[00:17:11.000 --> 00:17:15.000]  保羅用舉起手的動作
[00:17:15.000 --> 00:17:19.000]  象徵提醒當時的信徒
[00:17:19.000 --> 00:17:25.000]  舉起手並不是用來向反對者喊打喊殺
[00:17:25.000 --> 00:17:27.000]  反而是舉起手
[00:17:27.000 --> 00:17:29.000]  要向神顯靈
[00:17:29.000 --> 00:17:31.000]  手結心清
[00:17:31.000 --> 00:17:34.000]  單單按神的心意
[00:17:34.000 --> 00:17:38.000]  為萬人為掌權者去祈禱
[00:17:38.000 --> 00:17:43.000]  即使禱告的對象是仇敵
[00:17:43.000 --> 00:17:45.000]  正如剛才提到
[00:17:45.000 --> 00:17:47.000]  當時的基督徒
[00:17:47.000 --> 00:17:49.000]  面對尼祿皇帝的統治
[00:17:49.000 --> 00:17:52.000]  甚至在壓迫之下
[00:17:52.000 --> 00:17:56.000]  簡單點說就是個個都不喜歡他
[00:17:56.000 --> 00:17:59.000]  現在竟然要為他祈禱
[00:17:59.000 --> 00:18:01.000]  求神拯救他
[00:18:01.000 --> 00:18:04.000]  恨不得求神懲罰他
[00:18:04.000 --> 00:18:07.000]  甚至立即去報應他
[00:18:07.000 --> 00:18:11.000]  就好像詩篇裏的咒作詩一樣
[00:18:11.000 --> 00:18:14.000]  不過這樣並不是神的心意
[00:18:14.000 --> 00:18:17.000]  正如耶穌在十字架上
[00:18:17.000 --> 00:18:19.000]  為到要釘死自己的人
[00:18:19.000 --> 00:18:21.000]  向天父求情
[00:18:21.000 --> 00:18:24.000]  他們所作的他們不曉得
[00:18:24.000 --> 00:18:26.000]  而且耶穌的使命
[00:18:26.000 --> 00:18:30.000]  不是為審判而是為拯救
[00:18:30.000 --> 00:18:32.000]  神有自己的時間表
[00:18:32.000 --> 00:18:34.000]  去施行公義
[00:18:34.000 --> 00:18:39.000]  更何況若不悔改都要滅亡
[00:18:39.000 --> 00:18:41.000]  而保羅他自己
[00:18:41.000 --> 00:18:44.000]  其實就是活生生的見證
[00:18:44.000 --> 00:18:45.000]  因為以前的保羅
[00:18:45.000 --> 00:18:48.000]  很熱心去逼迫基督徒
[00:18:48.000 --> 00:18:52.000]  但是神憐憫他 拯救他
[00:18:52.000 --> 00:18:55.000]  所以保羅很清楚神的心意
[00:18:55.000 --> 00:18:57.000]  堅持要求門徒
[00:18:57.000 --> 00:19:00.000]  要為掌權者祈禱
[00:19:00.000 --> 00:19:05.000]  即使仍然面對他們的逼迫
[00:19:05.000 --> 00:19:10.000]  保羅貫徹他們的教導
[00:19:10.000 --> 00:19:12.000]  為君王祈禱
[00:19:12.000 --> 00:19:18.000]  即使最終死在君王尼祿的手上
[00:19:18.000 --> 00:19:20.000]  雖然如此
[00:19:20.000 --> 00:19:23.000]  保羅的書信 保羅的見證
[00:19:23.000 --> 00:19:26.000]  保羅所信仰的基督宗教
[00:19:26.000 --> 00:19:28.000]  卻是流傳後世
[00:19:28.000 --> 00:19:31.000]  影響無數人的生命
[00:19:31.000 --> 00:19:34.000]  有無數人 有無數的人
[00:19:34.000 --> 00:19:37.000]  信仰基督教 研究保羅的書信
[00:19:37.000 --> 00:19:41.000]  並且以保羅作為自己的名字
[00:19:41.000 --> 00:19:44.000]  反而尼祿王制去了哪裏呢
[00:19:44.000 --> 00:19:48.000]  羅馬帝國又去了哪裏呢
[00:19:48.000 --> 00:19:53.000]  一早已經成為了過去的歷史
[00:19:53.000 --> 00:19:56.000]  在講到完結之前
[00:19:56.000 --> 00:19:58.000]  讓我分享多一小段
[00:19:58.000 --> 00:20:01.000]  關於早期教會的歷史
[00:20:01.000 --> 00:20:04.000]  羅馬帝國為君王所做的祈禱
[00:20:04.000 --> 00:20:07.000]  最終神成就了
[00:20:07.000 --> 00:20:11.000]  不過卻是在兩百多年之後
[00:20:11.000 --> 00:20:14.000]  羅馬皇帝君士坦丁
[00:20:14.000 --> 00:20:18.000]  是第一位信奉基督宗教的皇帝
[00:20:18.000 --> 00:20:21.000]  他頒佈了米蘭勒令
[00:20:21.000 --> 00:20:24.000]  讓基督教合法化
[00:20:24.000 --> 00:20:28.000]  終止了長時期對基督教的鎮壓
[00:20:28.000 --> 00:20:33.000]  成為基督教歷史上的轉捩點
[00:20:33.000 --> 00:20:37.000]  最終讓基督教成為國教
[00:20:37.000 --> 00:20:42.000]  讓當時的基督徒無需再受到逼迫
[00:20:42.000 --> 00:20:50.000]  終於可以競權 端正 平穩 安靜地過生活
[00:20:50.000 --> 00:20:54.000]  不過同時間教會的歷史
[00:20:54.000 --> 00:20:57.000]  也都讓我們知道
[00:20:57.000 --> 00:21:00.000]  當基督教成為國教之後
