
[00:00:00.000 --> 00:00:05.000]  大家好,我是鄧炳謙,節目組的主持人,鄧炳謙節目的主持人
[00:03:59.000 --> 00:04:03.000]  我不知道大家知不知道
[00:04:03.000 --> 00:04:07.000]  我們今天經常在教會裡面強調我們要遵從上帝的話
[00:04:07.000 --> 00:04:09.000]  遵從他的教導,遵從他的律法
[00:04:09.000 --> 00:04:12.000]  這只是頭腦上的
[00:04:12.000 --> 00:04:16.000]  但是你真的願不願意去遵從
[00:04:16.000 --> 00:04:21.000]  很多時候是看你對於上帝的救恩
[00:04:21.000 --> 00:04:24.000]  你的體會有多深
[00:04:24.000 --> 00:04:30.000]  一個和上帝曾經很深交情
[00:04:30.000 --> 00:04:32.000]  和上帝經歷難關
[00:04:32.000 --> 00:04:34.000]  和上帝一起面對
[00:04:34.000 --> 00:04:35.000]  就像剛才所說
[00:04:35.000 --> 00:04:39.000]  你們這些人是看著上帝在你們的生命當中
[00:04:39.000 --> 00:04:41.000]  怎樣去拯救你們
[00:04:41.000 --> 00:04:43.000]  怎樣施展大能而直至到今天
[00:04:43.000 --> 00:04:46.000]  你們是應該很清楚上帝的
[00:04:46.000 --> 00:04:48.000]  所以我叫你們去遵守的時候
[00:04:48.000 --> 00:04:52.000]  是有救恩的體會在後面的,弟兄姊妹
[00:04:52.000 --> 00:04:54.000]  那我就要問
[00:04:54.000 --> 00:04:56.000]  今天
[00:04:56.000 --> 00:04:59.000]  什麼才是你心中的法老
[00:04:59.000 --> 00:05:01.000]  神跡
[00:05:01.000 --> 00:05:03.000]  埃及的追兵
[00:05:03.000 --> 00:05:06.000]  什麼才是你的紅海
[00:05:06.000 --> 00:05:09.000]  什麼才是你曾經看見
[00:05:09.000 --> 00:05:11.000]  上帝的教訓
[00:05:11.000 --> 00:05:12.000]  就像他所說的
[00:05:12.000 --> 00:05:16.000]  裂開地的時候讓那些人吞沒
[00:05:17.000 --> 00:05:20.000]  在你的生命當中究竟有沒有這些東西
[00:05:20.000 --> 00:05:25.000]  今天是2020年12月27日
[00:05:25.000 --> 00:05:27.000]  來到這個時候
[00:05:27.000 --> 00:05:29.000]  其實每一年我們都很需要
[00:05:29.000 --> 00:05:33.000]  重新再去看看這一年的當中
[00:05:33.000 --> 00:05:35.000]  發生了什麼事
[00:05:35.000 --> 00:05:37.000]  做一個很好的總結
[00:05:37.000 --> 00:05:42.000]  絕對2020年這一年
[00:05:42.000 --> 00:05:43.000]  對於所有的人
[00:05:43.000 --> 00:05:45.000]  我敢說是所有的人
[00:05:46.000 --> 00:05:48.000]  一定是困難
[00:05:48.000 --> 00:05:50.000]  悲傷
[00:05:50.000 --> 00:05:52.000]  難處
[00:05:52.000 --> 00:05:54.000]  很多的不容易
[00:05:54.000 --> 00:05:57.000]  一定是比我們的喜樂多
[00:05:57.000 --> 00:05:59.000]  弟兄姊妹
[00:05:59.000 --> 00:06:01.000]  但是你記不記得
[00:06:01.000 --> 00:06:04.000]  當摩西帶著他們去講的時候
[00:06:04.000 --> 00:06:07.000]  他們是經歷了40年的抗疫
[00:06:07.000 --> 00:06:11.000]  你可不可以想像這群人
[00:06:11.000 --> 00:06:13.000]  他同樣是40年
[00:06:13.000 --> 00:06:16.000]  整整40年的困難
[00:06:16.000 --> 00:06:19.000]  40年裡面的不容易
[00:06:19.000 --> 00:06:21.000]  但是你記住
[00:06:21.000 --> 00:06:23.000]  這40年的裡面
[00:06:23.000 --> 00:06:27.000]  上帝是怎樣拯救他們和保守他們
[00:06:27.000 --> 00:06:31.000]  他們的馬拿從來沒有缺過
[00:06:31.000 --> 00:06:35.000]  他們的保護從來沒有減少過
[00:06:35.000 --> 00:06:39.000]  2020年我不知道對於大家來說
[00:06:39.000 --> 00:06:41.000]  除了在你腦裡
[00:06:41.000 --> 00:06:43.000]  記住那些很不開心的事之外
[00:06:43.000 --> 00:06:45.000]  你有多少數算過
[00:06:45.000 --> 00:06:49.000]  上帝在你身上的保守和恩典
[00:06:49.000 --> 00:06:51.000]  昨天剛剛
[00:06:51.000 --> 00:06:54.000]  子聰的婚禮
[00:06:54.000 --> 00:06:57.000]  我有機會參與他們的講道
[00:06:57.000 --> 00:06:58.000]  我都說了
[00:06:58.000 --> 00:07:01.000]  由他們開始做婚前輔導
[00:07:01.000 --> 00:07:04.000]  由他們最初滿懷計劃
[00:07:04.000 --> 00:07:06.000]  由他們最初去想的時候
[00:07:06.000 --> 00:07:08.000]  還沒有疫情
[00:07:08.000 --> 00:07:11.000]  去想到婚禮可以有多美
[00:07:11.000 --> 00:07:13.000]  到後來的時候
[00:07:13.000 --> 00:07:15.000]  最後只可以在禮堂裡面
[00:07:15.000 --> 00:07:16.000]  只有20人參與
[00:07:16.000 --> 00:07:17.000]  要網上直播
[00:07:17.000 --> 00:07:21.000]  所有他們的計劃都被上帝全部拆除
[00:07:21.000 --> 00:07:24.000]  但是我昨天有機會跟他們分享
[00:07:24.000 --> 00:07:26.000]  跟他們聊天的時候
[00:07:26.000 --> 00:07:29.000]  他們自己同樣的都去說
[00:07:29.000 --> 00:07:31.000]  在過程裡面
[00:07:31.000 --> 00:07:34.000]  他們很經歷到上帝這份的保守
[00:07:34.000 --> 00:07:36.000]  所以昨天我特意
[00:07:37.000 --> 00:07:38.000]  到我回家之後
[00:07:38.000 --> 00:07:41.000]  我特意幫他們拍了一個很美的日落
[00:07:41.000 --> 00:07:42.000]  一個黃昏
[00:07:42.000 --> 00:07:45.000]  因為前一天他們經常都強調
[00:07:45.000 --> 00:07:46.000]  星期五的時候
[00:07:46.000 --> 00:07:48.000]  整天是灰暗的
[00:07:48.000 --> 00:07:50.000]  但是昨天有一個很美麗的黃昏
[00:07:50.000 --> 00:07:53.000]  我把這段片送給他們
[00:07:53.000 --> 00:07:55.000]  我很想告訴他們
[00:07:55.000 --> 00:07:56.000]  你看看上帝
[00:07:56.000 --> 00:07:58.000]  多愛你們
[00:07:58.000 --> 00:08:00.000]  弟兄姊妹
[00:08:00.000 --> 00:08:03.000]  我們在我們的生命
[00:08:03.000 --> 00:08:04.000]  信仰生命裡面
[00:08:04.000 --> 00:08:07.000]  我們很需要這種跟上帝一起的交流
[00:08:07.000 --> 00:08:10.000]  我們很需要在神的面前
[00:08:10.000 --> 00:08:12.000]  上帝告訴你
[00:08:12.000 --> 00:08:15.000]  因為我們很深刻跟祂經歷
[00:08:15.000 --> 00:08:17.000]  所以我們就願意
[00:08:17.000 --> 00:08:20.000]  將我們一生交在祂的裡面
[00:08:20.000 --> 00:08:22.000]  當你去總結
[00:08:22.000 --> 00:08:23.000]  今年的時候
[00:08:23.000 --> 00:08:24.000]  很多的不容易
[00:08:24.000 --> 00:08:26.000]  但是如果你在你的生命當中
[00:08:26.000 --> 00:08:30.000]  這個成為了你信仰裡面的體會和經歷的話
[00:08:30.000 --> 00:08:32.000]  你就會有祝福
[00:08:33.000 --> 00:08:34.000]  因為這一年裡面
[00:08:34.000 --> 00:08:36.000]  絕對可以讓你
[00:08:36.000 --> 00:08:38.000]  不再看著
[00:08:38.000 --> 00:08:41.000]  你自己認為的困難
[00:08:41.000 --> 00:08:44.000]  今年我相信
[00:08:44.000 --> 00:08:46.000]  很多人都可以很自豪地說
[00:08:46.000 --> 00:08:48.000]  連這麼大的困難
[00:08:48.000 --> 00:08:49.000]  我們都面對著
[00:08:49.000 --> 00:08:50.000]  都面對到了
[00:08:50.000 --> 00:08:53.000]  我們還有什麼我們不可以面對
[00:08:53.000 --> 00:08:56.000]  所以弟兄姊妹
[00:08:56.000 --> 00:08:58.000]  如果你的生命
[00:08:58.000 --> 00:09:01.000]  沒有一個很深刻的跟上帝體會和經歷的話
[00:09:01.000 --> 00:09:04.000]  你只是靠你的頭腦上的知識的話
[00:09:04.000 --> 00:09:05.000]  我可以告訴你
[00:09:05.000 --> 00:09:07.000]  你的信仰是虛的
[00:09:07.000 --> 00:09:12.000]  這個信仰對你一點幫助都沒有
[00:09:12.000 --> 00:09:17.000]  接下來的時候
[00:09:17.000 --> 00:09:20.000]  第八至十七節
[00:09:20.000 --> 00:09:21.000]  他說
[00:09:21.000 --> 00:09:25.000]  所以你們要守我今天所吩咐的一切誡命
[00:09:25.000 --> 00:09:29.000]  使你們壯膽能以進去
[00:09:29.000 --> 00:09:31.000]  得你們所要得的那地
[00:09:31.000 --> 00:09:33.000]  並使你們的日子
[00:09:33.000 --> 00:09:35.000]  在耶和華向你們列祖起誓
[00:09:35.000 --> 00:09:39.000]  應許給他們和他們後裔的地上得以長久
[00:09:39.000 --> 00:09:41.000]  那是流乃與物之地
[00:09:41.000 --> 00:09:44.000]  你要進去得為業的那地
[00:09:44.000 --> 00:09:46.000]  滿不著你出來的埃及地
[00:09:46.000 --> 00:09:48.000]  你在那裡撒種
[00:09:48.000 --> 00:09:50.000]  用腳囂冠
[00:09:50.000 --> 00:09:52.000]  像囂冠錯源一樣
[00:09:52.000 --> 00:09:54.000]  你們要過去得為業的那地
[00:09:54.000 --> 00:09:56.000]  乃是有山有谷
[00:09:56.000 --> 00:09:58.000]  與水之潤之地
[00:09:58.000 --> 00:09:59.000]  所以耶和華你們
[00:09:59.000 --> 00:10:01.000]  你神所眷顧的
[00:10:01.000 --> 00:10:03.000]  從歲首到年終
[00:10:03.000 --> 00:10:06.000]  耶和華你神的眼目時常看顧那地
[00:10:06.000 --> 00:10:10.000]  你們若留意聽從我今天所吩咐的誡命
[00:10:10.000 --> 00:10:12.000]  我耶和華你們的神
[00:10:12.000 --> 00:10:14.000]  盡心盡性侍奉他
[00:10:14.000 --> 00:10:18.000]  他必按時降秋雨春雨在你們的地上
[00:10:18.000 --> 00:10:22.000]  使你們可以收藏五穀生走和遊
[00:10:22.000 --> 00:10:24.000]  他必使你吃得飽足
[00:10:24.000 --> 00:10:27.000]  並使田野為你的生畜長草
[00:10:27.000 --> 00:10:30.000]  你們要謹慎免得心中受迷惑
[00:10:30.000 --> 00:10:31.000]  就偏離正路
[00:10:31.000 --> 00:10:33.000]  去侍奉敬拜別神
[00:10:33.000 --> 00:10:35.000]  耶和華的怒氣向你們發作
[00:10:35.000 --> 00:10:37.000]  就使天閉塞不下雨
[00:10:37.000 --> 00:10:39.000]  地也不出產
[00:10:39.000 --> 00:10:42.000]  使你們最惹耶和華所賜給你們的美地上
[00:10:42.000 --> 00:10:44.000]  速速滅亡
[00:10:44.000 --> 00:10:48.000]  我們今天時時都會聽到
[00:10:48.000 --> 00:10:51.000]  我們信耶穌是為上帝受苦的
[00:10:51.000 --> 00:10:54.000]  但是頂子妹
[00:10:54.000 --> 00:10:58.000]  沒錯,我們的確會因為信耶穌的緣故
[00:10:58.000 --> 00:11:00.000]  去面對一些苦難
[00:11:00.000 --> 00:11:03.000]  我們也應該有這種受苦心智
[00:11:03.000 --> 00:11:06.000]  但是頂子妹請你不要忘記
[00:11:06.000 --> 00:11:10.000]  上帝今天呼召你出來
[00:11:10.000 --> 00:11:12.000]  不是為了叫你受苦
[00:11:12.000 --> 00:11:14.000]  你要搞清楚
[00:11:14.000 --> 00:11:17.000]  他是要將最好的賜給你
[00:11:17.000 --> 00:11:19.000]  在這裡講多一個時間
[00:11:19.000 --> 00:11:24.000]  這個地方比從前的埃及更好
[00:11:24.000 --> 00:11:26.000]  如果大家明白聖經所說
[00:11:26.000 --> 00:11:28.000]  埃及不是一個地方
[00:11:28.000 --> 00:11:32.000]  而是我們以前沒有跟從上帝的舊生命
[00:11:32.000 --> 00:11:35.000]  沒錯,那裡有最終之路
[00:11:35.000 --> 00:11:39.000]  所以你會發覺當那群以色列人為何如此討人厭
[00:11:39.000 --> 00:11:44.000]  每次在抗疫當他們和上帝說的時候
[00:11:44.000 --> 00:11:45.000]  他們都說我要回埃及
[00:11:45.000 --> 00:11:47.000]  我去那裡的時候明明有肉吃
[00:11:47.000 --> 00:11:49.000]  我明明有什麼
[00:11:49.000 --> 00:11:53.000]  人就是如此討厭
[00:11:53.000 --> 00:11:56.000]  人就是經常忘記了
[00:11:56.000 --> 00:11:59.000]  你記不記得你們為什麼要離開埃及
[00:11:59.000 --> 00:12:03.000]  就是當時你們在埃及受苦
[00:12:03.000 --> 00:12:07.000]  你們面對著很多埃及對你們的迫害
[00:12:07.000 --> 00:12:13.000]  但是我們就經常眷戀著以前生活中的物質
[00:12:13.000 --> 00:12:18.000]  和那種自己想怎樣過就怎樣過的生活
[00:12:18.000 --> 00:12:20.000]  但是弟兄姊妹
[00:12:20.000 --> 00:12:22.000]  這裡上帝告訴你
[00:12:22.000 --> 00:12:24.000]  他承諾了你裡面的時候
[00:12:24.000 --> 00:12:26.000]  我要帶你進入迦南地
[00:12:26.000 --> 00:12:29.000]  是一個更好的地方
[00:12:29.000 --> 00:12:31.000]  他在上面做了一個對比
[00:12:31.000 --> 00:12:33.000]  你以前是否記得你在埃及
[00:12:33.000 --> 00:12:35.000]  你要自己去挑水去種菜
[00:12:35.000 --> 00:12:39.000]  但是這個地方是有山有谷
[00:12:39.000 --> 00:12:42.000]  是有流奶與蜜的地方
[00:12:42.000 --> 00:12:48.000]  是一個類似上帝最初創造給亞當夏娃的樂園
[00:12:48.000 --> 00:12:51.000]  你不需要很大的辛苦
[00:12:51.000 --> 00:12:55.000]  但是他可以享受上帝賜給你的成果
[00:12:55.000 --> 00:12:58.000]  這是上帝答應了你的
[00:12:58.000 --> 00:13:01.000]  上帝今天呼召你出來的時候
[00:13:01.000 --> 00:13:06.000]  他是要叫你進入一個比以前更好的地方
[00:13:06.000 --> 00:13:09.000]  弟兄姊妹,所以你不要搞錯
[00:13:09.000 --> 00:13:12.000]  我們今天並不是要做一個很苦的基督徒
[00:13:12.000 --> 00:13:14.000]  經常跟別人很強調
[00:13:14.000 --> 00:13:16.000]  我們要為上帝受苦
[00:13:16.000 --> 00:13:20.000]  我們今天是要告訴別人
[00:13:20.000 --> 00:13:24.000]  上帝是要賜一個更好的生命給我們
[00:13:24.000 --> 00:13:27.000]  要給我們更大的祝福
[00:13:27.000 --> 00:13:29.000]  弟兄姊妹,在你的生命中
[00:13:29.000 --> 00:13:32.000]  今天你已經出來了
[00:13:32.000 --> 00:13:35.000]  在別人看到你的生命裡面
[00:13:35.000 --> 00:13:40.000]  你能否看到這份更好呢?
[00:13:40.000 --> 00:13:44.000]  我明白的,我自己也是人
[00:13:44.000 --> 00:13:49.000]  我們也有軟弱,我們也有不開心
[00:13:49.000 --> 00:13:54.000]  但是如果我們經常被別人覺得我們基督徒
[00:13:54.000 --> 00:13:58.000]  世界的人怎樣埋怨,我們就怎樣埋怨
[00:13:58.000 --> 00:14:02.000]  別人的感覺有多苦,我們就有多苦
[00:14:02.000 --> 00:14:04.000]  弟兄姊妹,我想告訴你
[00:14:04.000 --> 00:14:09.000]  你還是在抗野,還是已經進入了迦南
[00:14:09.000 --> 00:14:12.000]  我經常說我們最保護的地方
[00:14:12.000 --> 00:14:14.000]  不是在風調雨順的時候
[00:14:14.000 --> 00:14:16.000]  弟兄姊妹,你不要搞錯
[00:14:16.000 --> 00:14:18.000]  你最保守的時候
[00:14:18.000 --> 00:14:20.000]  是當你面對困難的時候
[00:14:20.000 --> 00:14:25.000]  你心裡面仍然有一份在世界上找不到的平安
[00:14:25.000 --> 00:14:29.000]  我們在聖誕節平安夜時經常說
[00:14:29.000 --> 00:14:31.000]  主耶穌將這份平安賜給我們
[00:14:31.000 --> 00:14:32.000]  是世界找不到的
[00:14:32.000 --> 00:14:36.000]  弟兄姊妹,在你的生活的回應,在你的生命的表現
[00:14:36.000 --> 00:14:40.000]  是不是真的有?
[00:14:40.000 --> 00:14:44.000]  那你就要問,究竟我們已經進入了迦南
[00:14:44.000 --> 00:14:48.000]  還是我們仍然在抗野上
[00:14:48.000 --> 00:14:51.000]  所以你恕我坦白一點
[00:14:51.000 --> 00:14:55.000]  有時候聽到弟兄姊妹那種埋怨
[00:14:55.000 --> 00:14:59.000]  那種對生命的苦澀的時候
[00:14:59.000 --> 00:15:02.000]  我很矛盾,一方面我又很明白
[00:15:02.000 --> 00:15:04.000]  我們的確是正在面對
[00:15:04.000 --> 00:15:08.000]  我也不是討厭弟兄姊妹他們去說這些話
[00:15:08.000 --> 00:15:11.000]  因為人是真的需要分享出來,需要同行的
[00:15:11.000 --> 00:15:15.000]  但同時我心裡面又覺得很可惜
[00:15:15.000 --> 00:15:17.000]  為什麼我們信了耶穌
[00:15:17.000 --> 00:15:22.000]  我們生命裡面還是那麼苦的?
[00:15:22.000 --> 00:15:26.000]  在這段聖誕裡面,雖然大家都很少會回來教會
[00:15:26.000 --> 00:15:28.000]  但作為同工,我們一樣都很忙碌
[00:15:28.000 --> 00:15:33.000]  大家會看到很多的聚會,我們都要去預備
[00:15:33.000 --> 00:15:35.000]  在這段日子裡,也有些弟兄姊妹很疼我們
[00:15:35.000 --> 00:15:38.000]  都會問我們,都會問我
[00:15:38.000 --> 00:15:44.000]  這段時間有很多聚會,會不會很累?會不會很辛苦?
[00:15:44.000 --> 00:15:52.000]  弟兄姊妹,我真的從心底告訴他們,我不累
[00:15:52.000 --> 00:15:55.000]  仍然可以這樣去侍奉上帝
[00:15:55.000 --> 00:16:01.000]  可以透過這些聚會去祝福弟兄姊妹,怎會累?
[00:16:01.000 --> 00:16:03.000]  所以這兩天雖然是假期
[00:16:03.000 --> 00:16:09.000]  但昨天能夠參加子聰的婚禮,我是很感恩的
[00:16:09.000 --> 00:16:13.000]  是可以去祝福他們,去見證他們
[00:16:13.000 --> 00:16:16.000]  你怎會覺得累?
[00:16:16.000 --> 00:16:21.000]  當你能夠在這個聚會裡面,你很努力去完成的時候
[00:16:21.000 --> 00:16:24.000]  你怎會累?
[00:16:24.000 --> 00:16:27.000]  弟兄姊妹,究竟在我們生命裡面的時候
[00:16:27.000 --> 00:16:33.000]  我們有沒有這一份真正得著祝福的生命?
[00:16:33.000 --> 00:16:37.000]  弟兄姊妹,請你記得,裡面有一個條件
[00:16:37.000 --> 00:16:45.000]  你要遵從誡命,愛上帝,盡心侍奉
[00:16:45.000 --> 00:16:51.000]  這個就是你能夠得著這份祝福的唯一方法
[00:16:51.000 --> 00:16:56.000]  在你的生命裡面,如果你看不到上帝
[00:16:56.000 --> 00:16:59.000]  在你的生命裡面,你數不出上帝的恩典
[00:16:59.000 --> 00:17:04.000]  你不會有這份迦南地的祝福
[00:17:04.000 --> 00:17:08.000]  但同樣,我想提醒大家,聖經裡面說
[00:17:08.000 --> 00:17:14.000]  你們要謹慎,免得心中散為或偏離正路
[00:17:14.000 --> 00:17:20.000]  當我們在安穩的時候,你更加要謹慎
[00:17:20.000 --> 00:17:24.000]  為什麼我這樣說?
[00:17:24.000 --> 00:17:29.000]  大家還記不記得,當你在之前,你很安穩
[00:17:29.000 --> 00:17:31.000]  香港沒有什麼事發生
[00:17:31.000 --> 00:17:34.000]  大家都很正常地過你的生活
[00:17:34.000 --> 00:17:37.000]  每天都是上班,上學,崇拜
[00:17:37.000 --> 00:17:43.000]  正正常常的時候,我們滿腦子充滿著的是什麼?
[00:17:43.000 --> 00:17:48.000]  你猜一下,你是會計劃去旅行多?
[00:17:48.000 --> 00:17:54.000]  還是你會去思想,我們如何得到更好的侍奉上帝?
[00:17:54.000 --> 00:17:58.000]  你會想更多,我們還有什麼想買?
[00:17:58.000 --> 00:18:01.000]  還有什麼在家裡很想要?
[00:18:01.000 --> 00:18:04.000]  有什麼願望很想達成?
[00:18:04.000 --> 00:18:12.000]  還是你會想更多,原來上帝在你生命中如何陪伴你?
[00:18:12.000 --> 00:18:14.000]  這裡的分享是很真實的
[00:18:14.000 --> 00:18:19.000]  當人進入了迦南地後,我們變得平穩
[00:18:19.000 --> 00:18:21.000]  我們所有的東西得到真正的祝福的時候
[00:18:21.000 --> 00:18:25.000]  反而我們很容易會受迷惑
[00:18:25.000 --> 00:18:33.000]  所以我這樣說是有一點點的,我不知道是不是過份
[00:18:33.000 --> 00:18:42.000]  在疫情裡面,雖然讓我們的確面對很多困難
[00:18:42.000 --> 00:18:49.000]  但同時我也會覺得,上帝容許這件事發生,是真的有祂的心意
[00:18:49.000 --> 00:18:54.000]  坦白說,當我每一次回到教會
[00:18:54.000 --> 00:18:58.000]  我看到每一次崇拜裡面空空如也的教堂
[00:18:58.000 --> 00:19:03.000]  我都會思想這個問題
[00:19:03.000 --> 00:19:10.000]  究竟一座建築物,一座教堂,對於我們基督徒的生命的意義是什麼呢?
[00:19:10.000 --> 00:19:16.000]  我們經常說,我們人很喜歡追求ABC,attendance
[00:19:16.000 --> 00:19:21.000]  我們要我們的business,我們要我們的cash
[00:19:21.000 --> 00:19:25.000]  究竟這些東西對於我們的意義是什麼呢?
[00:19:25.000 --> 00:19:28.000]  到有一天,如果我們沒有了這個教堂
[00:19:28.000 --> 00:19:33.000]  我們是不是仍然是Hallelujah去感謝上帝呢?
[00:19:33.000 --> 00:19:39.000]  當我們今天可以在家裡,我們能夠坐在家裡很安全地讓你崇拜
[00:19:39.000 --> 00:19:45.000]  每一次崇拜的時候,你帶著一個很敬畏的心,很雀躍的心
[00:19:45.000 --> 00:19:48.000]  又可以去敬拜上帝,真是很好
[00:19:48.000 --> 00:19:53.000]  還是你懶洋洋地坐在家裡的時候
[00:19:53.000 --> 00:19:57.000]  好像看其他的娛樂節目,看別人的台慶節目
[00:19:57.000 --> 00:20:03.000]  懶洋洋地躺在沙發上,今天Michael唱得不錯,但音調走了
[00:20:03.000 --> 00:20:09.000]  今天音響也不錯,但不行,鄧全導說到,怎麼會走音呢?
[00:20:09.000 --> 00:20:17.000]  我們今天究竟是用一種什麼樣的生命去面對我們的上帝呢?
[00:20:17.000 --> 00:20:24.000]  我們有沒有每一次,無論在任何環境,沒有了我們的ABC
[00:20:24.000 --> 00:20:34.000]  我們仍然都可以很專心地去敬拜,敬畏我們的上帝呢?
[00:20:34.000 --> 00:20:42.000]  求神幫助我們,上帝帶領我們進入迦南,是祂答應了,祂不會失約的
[00:20:42.000 --> 00:20:47.000]  不過祂很想你不要在裡面迷失了
[00:20:47.000 --> 00:20:52.000]  仍然記得一切所有都是上帝的恩典
[00:20:52.000 --> 00:20:56.000]  另外一個層面,第十八至十二節
[00:20:56.000 --> 00:21:02.000]  你們要將我這話傳在心內,留在意中,繫在手上為記號
[00:21:02.000 --> 00:21:06.000]  戴在額上為經文,也要教訓你們的兒女
[00:21:06.000 --> 00:21:10.000]  無論坐在家裡,行在路上,躺下起來都要談論
[00:21:10.000 --> 00:21:14.000]  又要寫在房屋的門框上,並城門上
[00:21:14.000 --> 00:21:18.000]  使你們和你們的子孫的日子在夜華向你們列祖起誓
[00:21:18.000 --> 00:21:24.000]  應許給你們的地上得以增多,如天覆地的日子那樣多
[00:21:24.000 --> 00:21:28.000]  你們留意謹守遵行我所吩咐這一切的誡命
[00:21:28.000 --> 00:21:32.000]  我要說你們的神,行祂的道,專靠祂
[00:21:32.000 --> 00:21:35.000]  祂必從你們面前趕出這一切的國民
[00:21:35.000 --> 00:21:38.000]  就是比你們更大更強的國民
[00:21:38.000 --> 00:21:44.000]  你們也要得他們的地,凡你們腳掌所踏之地都必歸你們
[00:21:44.000 --> 00:21:49.000]  從抗野和黎巴嫩並幼法拉底大河,直到西海
[00:21:49.000 --> 00:21:53.000]  要作你們的警戒,必無一人能在你們面前站立得住
[00:21:53.000 --> 00:21:57.000]  耶和華你們的神,必照祂所說的使懼怕
[00:21:57.000 --> 00:22:01.000]  驚恐臨到你們所踏之地的居民
[00:22:01.000 --> 00:22:05.000]  這個經文其實在上面說的時候,可能我不是最適合的
[00:22:05.000 --> 00:22:11.000]  但是在之前,教會帶著一班弟兄姊妹去以色列
[00:22:11.000 --> 00:22:14.000]  你們應該更有資格說這番話
[00:22:14.000 --> 00:22:19.000]  上帝提醒他們,你們要將我的話存在心裡面
[00:22:19.000 --> 00:22:26.000]  怎麼做?是在手上為記號,方在額上為經文
