
[00:00:00.000 --> 00:00:02.760]  今晚為我們傳講訊息的
[00:03:52.600 --> 00:03:58.600]  但絕對不是現在這個世界上的人所追求的智慧
[00:03:58.600 --> 00:04:04.600]  更加不是這個世界上有權有位將要敗亡的人的智慧
[00:04:04.600 --> 00:04:08.600]  不是地上的短暫的
[00:04:08.600 --> 00:04:13.600]  人看為是很美麗很有魅力很吸引人的
[00:04:13.600 --> 00:04:16.600]  這樣來到去趨之若鶩地去追求
[00:04:16.600 --> 00:04:20.600]  保羅用我們廣東話很老土
[00:04:20.600 --> 00:04:23.600]  他說我只知道自己說什麼呢?
[00:04:23.600 --> 00:04:26.600]  主耶穌和他的十字架
[00:04:26.600 --> 00:04:29.600]  一章十八節這樣說
[00:04:29.600 --> 00:04:33.600]  他說世界上有權有位的人是一個都不知道的
[00:04:33.600 --> 00:04:36.600]  但是我們在你們當中
[00:04:36.600 --> 00:04:40.600]  其實所謂的成熟的人所謂的完全的人
[00:04:40.600 --> 00:04:44.600]  其實就是泛指每一個因為神的工作
[00:04:44.600 --> 00:04:51.600]  聖靈工作而能夠認識耶穌釘十字架者的榮耀的每一個基督徒
[00:04:51.600 --> 00:04:55.600]  其實就是完全成熟的人
[00:04:55.600 --> 00:04:58.600]  即是說一個能夠信主的人
[00:04:58.600 --> 00:05:02.600]  其實是經過聖靈的工作在他的生命裏面
[00:05:02.600 --> 00:05:04.600]  不是他自己想通
[00:05:04.600 --> 00:05:08.600]  不是他自己能夠自己可以明白
[00:05:08.600 --> 00:05:11.600]  而是聖靈在他的生命裏面工作
[00:05:11.600 --> 00:05:18.600]  讓他知道主耶穌的身份和所做的救恩
[00:05:18.600 --> 00:05:23.600]  這段聖經保羅其實是譴責哥林多教會
[00:05:23.600 --> 00:05:28.600]  不過從而帶出一個很重要的訊息
[00:05:28.600 --> 00:05:33.600]  保羅看十字架是一件很榮耀的事
[00:05:33.600 --> 00:05:36.600]  他是一個很有學問
[00:05:36.600 --> 00:05:40.600]  他亦都很懂得當時代的那些辯論
[00:05:40.600 --> 00:05:43.600]  例如他在《士徒行傳》十七章
[00:05:43.600 --> 00:05:50.600]  在這個以比古羅和這個地方去和那些人辯論的時候
[00:05:50.600 --> 00:05:53.600]  那些斯多瓦的學派
[00:05:53.600 --> 00:05:55.600]  以比古羅的學派
[00:05:55.600 --> 00:05:58.600]  在那個地方在雅典的
[00:05:58.600 --> 00:06:03.600]  來和當時的人辯論關於神的事
[00:06:03.600 --> 00:06:07.600]  保羅是很懂得引用典籍
[00:06:07.600 --> 00:06:13.600]  和很懂得就著那些人的背景來講道
[00:06:13.600 --> 00:06:20.600]  所以他不是不懂得這些論述的口才
[00:06:20.600 --> 00:06:25.600]  不過他很想告訴哥林多教會的弟兄姊妹
[00:06:25.600 --> 00:06:28.600]  你們能夠成為成熟的人
[00:06:28.600 --> 00:06:32.600]  你們能夠在耶穌的救恩裏面有份
[00:06:32.600 --> 00:06:36.600]  完全是因為十字架的主
[00:06:36.600 --> 00:06:38.600]  聖靈的工作
[00:06:38.600 --> 00:06:42.600]  我們這一班傳道者在你們的生命裏面所刻畫的
[00:06:42.600 --> 00:06:45.600]  救恩帶來的能力
[00:06:45.600 --> 00:06:47.600]  所以保羅很清楚自己
[00:06:47.600 --> 00:06:52.600]  他不要講其他高言大字的說話
[00:06:52.600 --> 00:07:01.600]  只是想強調去講解關於主耶穌和十字架的關係
[00:07:01.600 --> 00:07:04.600]  主耶穌加上十字架
[00:07:04.600 --> 00:07:09.600]  才是一個完整的救恩
[00:07:09.600 --> 00:07:14.600]  這樣從而帶出一個我們今天晚上和他思想
[00:07:14.600 --> 00:07:18.600]  到底這位主耶穌是怎樣的一位主呢?
[00:07:18.600 --> 00:07:23.600]  保羅引述以賽亞書三段的聖經
[00:07:23.600 --> 00:07:31.600]  就是52章、64章和65章的一個整合了的
[00:07:31.600 --> 00:07:33.600]  保羅引述的
[00:07:33.600 --> 00:07:36.600]  神為愛他的人所預備
[00:07:36.600 --> 00:07:38.600]  是眼睛未曾看見
[00:07:38.600 --> 00:07:41.600]  耳朵未曾聽見
[00:07:41.600 --> 00:07:44.600]  人心都未曾想到
[00:07:44.600 --> 00:07:46.600]  沒有人認識
[00:07:46.600 --> 00:07:48.600]  沒有人知道
[00:07:48.600 --> 00:07:50.600]  沒有人明白
[00:07:50.600 --> 00:07:52.600]  是神在萬世之前
[00:07:52.600 --> 00:07:57.600]  預定耶穌基督成為我們的救贖主
[00:07:57.600 --> 00:08:00.600]  而且是神藉著聖靈
[00:08:00.600 --> 00:08:02.600]  向我們顯明
[00:08:02.600 --> 00:08:04.600]  不是藉著一個口才
[00:08:04.600 --> 00:08:06.600]  不是藉著一個辯論
[00:08:06.600 --> 00:08:12.600]  是神藉著猜顯他的愛子來這個世界
[00:08:12.600 --> 00:08:14.600]  釘十字架
[00:08:14.600 --> 00:08:17.600]  這位主是榮耀的主
[00:08:17.600 --> 00:08:22.600]  然後聖靈就在信的人心裡工作
[00:08:22.600 --> 00:08:26.600]  從而得著對耶穌的認識
[00:08:26.600 --> 00:08:31.600]  從而來跟隨這位釘十字架的耶穌
[00:08:31.600 --> 00:08:34.600]  就可以得到生命的改變
[00:08:34.600 --> 00:08:39.600]  就可以得到一個從神而來的新生命
[00:08:39.600 --> 00:08:41.600]  各位弟兄姊妹
[00:08:41.600 --> 00:08:43.600]  敢宣家的弟兄姊妹
[00:08:43.600 --> 00:08:46.600]  今天晚上我們在佳恩樓直播
[00:08:46.600 --> 00:08:49.600]  佳恩的弟兄姊妹
[00:08:49.600 --> 00:08:50.600]  或者其他
[00:08:50.600 --> 00:08:53.600]  如果你進到我們的教會網頁
[00:08:53.600 --> 00:08:54.600]  可以開到的
[00:08:54.600 --> 00:08:56.600]  或者現在在香港
[00:08:56.600 --> 00:08:57.600]  在這個時候
[00:08:57.600 --> 00:09:01.600]  不同的教會都有這個聖餐
[00:09:01.600 --> 00:09:05.600]  我們在香港還是很少數的基督徒
[00:09:05.600 --> 00:09:09.600]  我們不是一些有權有位的人
[00:09:09.600 --> 00:09:14.600]  他們可能很有地上的學問知識、智慧
[00:09:14.600 --> 00:09:15.600]  但是保羅說
[00:09:15.600 --> 00:09:18.600]  有一個屬天的智慧
[00:09:18.600 --> 00:09:23.600]  已經藉著聖靈向普世的人顯明了
[00:09:23.600 --> 00:09:24.600]  是什麼呢?
[00:09:24.600 --> 00:09:26.600]  就是一個很老土的
[00:09:26.600 --> 00:09:28.600]  十字架上面的耶穌
[00:09:28.600 --> 00:09:32.600]  原來就是人類唯一的答案
[00:09:32.600 --> 00:09:35.600]  說的是生命的答案
[00:09:35.600 --> 00:09:37.600]  每一個人
[00:09:37.600 --> 00:09:42.600]  必須你和耶穌有生命的關係
[00:09:42.600 --> 00:09:44.600]  認信祂是你的救贖主
[00:09:44.600 --> 00:09:47.600]  你就可以得到這個智慧
[00:09:47.600 --> 00:09:50.600]  得到這個從神而來的救贖
[00:09:50.600 --> 00:09:54.600]  得到這個生命的改變
[00:09:54.600 --> 00:09:56.600]  生命的轉化
[00:09:56.600 --> 00:09:58.600]  就是這麼簡單
[00:09:58.600 --> 00:10:01.600]  當然背後保羅告訴我們
[00:10:01.600 --> 00:10:03.600]  一點都不簡單
[00:10:03.600 --> 00:10:09.600]  因為會有相當多人攻擊基督和十字架
[00:10:09.600 --> 00:10:12.600]  整段聖經就是說這件事
[00:10:12.600 --> 00:10:14.600]  所以保羅要約束自己
[00:10:14.600 --> 00:10:16.600]  他有一個試探
[00:10:16.600 --> 00:10:17.600]  如果你不說十字架
[00:10:17.600 --> 00:10:19.600]  不說主耶穌
[00:10:19.600 --> 00:10:21.600]  大把人喜歡聽你說
[00:10:21.600 --> 00:10:24.600]  但是你說十字架這麼簡單
[00:10:24.600 --> 00:10:25.600]  這麼老土
[00:10:25.600 --> 00:10:27.600]  沒有人會聽
[00:10:27.600 --> 00:10:28.600]  保羅說不是
[00:10:28.600 --> 00:10:30.600]  這個才是神的救贖
[00:10:30.600 --> 00:10:33.600]  這個才是神的智慧
[00:10:33.600 --> 00:10:36.600]  這個才是神為人所預備的
[00:10:36.600 --> 00:10:38.600]  使徒保羅很明白
[00:10:38.600 --> 00:10:42.600]  雖然他沒有見過耶穌釘十字架
[00:10:42.600 --> 00:10:44.600]  他不在現場
[00:10:44.600 --> 00:10:46.600]  當時他應該還是很年輕
[00:10:46.600 --> 00:10:48.600]  雖然我們不知道
[00:10:48.600 --> 00:10:50.600]  他是否真的在耶路撒冷
[00:10:50.600 --> 00:10:51.600]  或者在其他地方
[00:10:51.600 --> 00:10:52.600]  例如大掃
[00:10:52.600 --> 00:10:54.600]  他自己的家鄉
[00:10:54.600 --> 00:10:57.600]  或者在國外進修
[00:10:57.600 --> 00:10:59.600]  來到他有其他的追求
[00:10:59.600 --> 00:11:03.600]  但是他認識耶穌
[00:11:03.600 --> 00:11:07.600]  是因為耶穌向這個人顯現
[00:11:07.600 --> 00:11:09.600]  一個自命對律法
[00:11:09.600 --> 00:11:13.600]  懂得透徹的舊約的律法專家
[00:11:13.600 --> 00:11:16.600]  拉比法利賽人
[00:11:16.600 --> 00:11:18.600]  在最高級
[00:11:18.600 --> 00:11:21.600]  最嚴謹的法利賽教門
[00:11:21.600 --> 00:11:23.600]  那裏受訓練
[00:11:23.600 --> 00:11:26.600]  是一股很強烈宗教的熱誠
[00:11:26.600 --> 00:11:28.600]  舊約的熱誠
[00:11:28.600 --> 00:11:31.600]  效忠耶和華神
[00:11:31.600 --> 00:11:33.600]  但是當耶穌向他顯現
[00:11:33.600 --> 00:11:35.600]  當時還是很諷刺地
[00:11:35.600 --> 00:11:36.600]  他去抓基督徒
[00:11:36.600 --> 00:11:39.600]  去大馬士革抓基督徒
[00:11:39.600 --> 00:11:42.600]  抓了就拉他們坐牢
[00:11:42.600 --> 00:11:45.600]  在這樣的行程的時候
[00:11:45.600 --> 00:11:47.600]  耶穌向他顯現
[00:11:47.600 --> 00:11:49.600]  他看不起的耶穌
[00:11:49.600 --> 00:11:52.600]  他看不起的十字架的耶穌
[00:11:52.600 --> 00:11:53.600]  向他顯現
[00:11:53.600 --> 00:11:55.600]  告訴他
[00:11:55.600 --> 00:11:56.600]  你迫不及待的
[00:11:56.600 --> 00:11:59.600]  就是這一位已經從死復活
[00:11:59.600 --> 00:12:02.600]  你所看不起藐視的耶穌
[00:12:02.600 --> 00:12:03.600]  就是我了
[00:12:03.600 --> 00:12:05.600]  我現在向你顯現
[00:12:05.600 --> 00:12:07.600]  我現在不單止向你顯現
[00:12:07.600 --> 00:12:09.600]  我還吩咐你入城
[00:12:09.600 --> 00:12:12.600]  去找城裏面的基督徒
[00:12:12.600 --> 00:12:14.600]  他們會指示你
[00:12:14.600 --> 00:12:17.600]  你將來的人生應該是怎樣
[00:12:17.600 --> 00:12:20.600]  所以保羅就是為了這個福音
[00:12:20.600 --> 00:12:22.600]  他去傳
[00:12:22.600 --> 00:12:24.600]  他曾經在哥林多
[00:12:24.600 --> 00:12:28.600]  哥林多就是他帶回教會的這一班人
[00:12:28.600 --> 00:12:31.600]  當時他去到哥林多的時候
[00:12:31.600 --> 00:12:34.600]  就向哥林多的猶太人
[00:12:34.600 --> 00:12:35.600]  在會堂裏面
[00:12:35.600 --> 00:12:36.600]  星期六
[00:12:36.600 --> 00:12:39.600]  在猶太的會堂去傳道
[00:12:39.600 --> 00:12:42.600]  不是在哥林多的大城傳道
[00:12:42.600 --> 00:12:45.600]  但是猶太人拒絕他
[00:12:45.600 --> 00:12:47.600]  迫不及待他
[00:12:47.600 --> 00:12:48.600]  厭棄他
[00:12:48.600 --> 00:12:50.600]  保羅就說從今開始
[00:12:50.600 --> 00:12:53.600]  我就不再向你們猶太人傳道了
[00:12:53.600 --> 00:12:54.600]  然後離開了
[00:12:54.600 --> 00:12:56.600]  就去到一個地方
[00:12:56.600 --> 00:12:59.600]  叫提多尤士都的家裏面
[00:12:59.600 --> 00:13:01.600]  當時有很多人信
[00:13:01.600 --> 00:13:03.600]  有很多哥林多人
[00:13:03.600 --> 00:13:06.600]  輾轉的信主洗禮
[00:13:06.600 --> 00:13:10.600]  在夜晚
[00:13:10.600 --> 00:13:13.600]  主耶穌向保羅顯現
[00:13:13.600 --> 00:13:15.600]  因為當時保羅
[00:13:15.600 --> 00:13:18.600]  應該都是相當的
[00:13:18.600 --> 00:13:20.600]  可能有憤怒
[00:13:20.600 --> 00:13:22.600]  可能有一個的抉擇
[00:13:22.600 --> 00:13:25.600]  就是不再向猶太人傳道
[00:13:25.600 --> 00:13:28.600]  耶穌在他當晚
[00:13:28.600 --> 00:13:29.600]  在儀仗當中
[00:13:29.600 --> 00:13:31.600]  向保羅顯現
[00:13:31.600 --> 00:13:35.600]  《哲行傳》的十八章第九節
[00:13:35.600 --> 00:13:36.600]  不要怕
[00:13:36.600 --> 00:13:38.600]  只管講
[00:13:38.600 --> 00:13:41.600]  有我與你同在
[00:13:41.600 --> 00:13:44.600]  必沒有人下手害你
[00:13:44.600 --> 00:13:46.600]  因為在這個城裏面
[00:13:46.600 --> 00:13:50.600]  我有很多很多的百姓
[00:13:50.600 --> 00:13:52.600]  所以保羅就在哥林多
[00:13:52.600 --> 00:13:55.600]  住了最長的日子
[00:13:55.600 --> 00:13:58.600]  其他地方很快就要離開
[00:13:58.600 --> 00:14:01.600]  在哥林多他住了一年半的時間
[00:14:01.600 --> 00:14:04.600]  向猶太人證明
[00:14:04.600 --> 00:14:06.600]  耶穌是基督
[00:14:06.600 --> 00:14:09.600]  所以過了一段時間之後
[00:14:09.600 --> 00:14:13.600]  連哥林多人都拒絕十字架
[00:14:13.600 --> 00:14:15.600]  太過簡單
[00:14:15.600 --> 00:14:17.600]  太過老土
[00:14:17.600 --> 00:14:20.600]  保羅都不能夠接受
[00:14:20.600 --> 00:14:25.600]  他們受著一些當時的思潮
[00:14:25.600 --> 00:14:27.600]  和這些傳道
[00:14:27.600 --> 00:14:29.600]  到處去傳講
[00:14:29.600 --> 00:14:32.600]  不同的哲理的傳道者
[00:14:32.600 --> 00:14:35.600]  他們賣弄的是那個口才
[00:14:35.600 --> 00:14:37.600]  那個傳道的形式
[00:14:37.600 --> 00:14:38.600]  不是內容
[00:14:38.600 --> 00:14:39.600]  是那個形式
[00:14:39.600 --> 00:14:41.600]  是傳的方式
[00:14:41.600 --> 00:14:44.600]  要盡量華麗的詞操
[00:14:44.600 --> 00:14:48.600]  用很多不同的例子
[00:14:48.600 --> 00:14:53.600]  令到那個人成為一個受歡迎的講者
[00:14:53.600 --> 00:14:56.600]  哥林多人就趨之若鶩
[00:14:56.600 --> 00:15:00.600]  所有傳道都應該用這樣的體裁
[00:15:00.600 --> 00:15:01.600]  這樣的口才
[00:15:01.600 --> 00:15:04.600]  來在我們中間講道
[00:15:04.600 --> 00:15:06.600]  保羅說不是
[00:15:06.600 --> 00:15:09.600]  不可以喧賓奪主
[00:15:09.600 --> 00:15:14.600]  十字架才是那個內容和中心
[00:15:14.600 --> 00:15:18.600]  你們今天能夠得到這樣的救贖
[00:15:18.600 --> 00:15:23.600]  是因為主耶穌為你為我釘十字架
[00:15:23.600 --> 00:15:26.600]  所以保羅在整段聖經裏面
[00:15:26.600 --> 00:15:28.600]  就為十字架
[00:15:28.600 --> 00:15:31.600]  為他自己的講道的方式
[00:15:31.600 --> 00:15:33.600]  來辯護
[00:15:33.600 --> 00:15:36.600]  告訴哥林多人
[00:15:36.600 --> 00:15:38.600]  如果沒有十字架
[00:15:38.600 --> 00:15:41.600]  人的生命就不能夠得到改變
[00:15:41.600 --> 00:15:42.600]  長話短說
[00:15:42.600 --> 00:15:44.600]  因為今天我們有聖餐
[00:15:44.600 --> 00:15:48.600]  不可以講太長
[00:15:48.600 --> 00:15:49.600]  第十節
[00:15:49.600 --> 00:15:52.600]  神藉著聖靈向我們顯明
[00:15:52.600 --> 00:15:55.600]  因為聖靈參透萬事
[00:15:55.600 --> 00:15:58.600]  神深奧的事他都參透
[00:15:58.600 --> 00:16:02.600]  所以聖靈將最好的給我們知道
[00:16:02.600 --> 00:16:05.600]  這個最好就是神為我們預備
[00:16:05.600 --> 00:16:08.600]  就是第八第九節
[00:16:08.600 --> 00:16:11.600]  就是這位神在萬世之前
[00:16:11.600 --> 00:16:13.600]  已經為我們預備
[00:16:13.600 --> 00:16:15.600]  使我們得到榮耀
[00:16:15.600 --> 00:16:17.600]  當然這個過程
[00:16:17.600 --> 00:16:19.600]  就是神
[00:16:19.600 --> 00:16:21.600]  差顯他的愛子
[00:16:21.600 --> 00:16:22.600]  耶穌基督
[00:16:22.600 --> 00:16:24.600]  我們可以想一想
[00:16:24.600 --> 00:16:29.600]  耶穌基督有沒有選擇呢?
[00:16:29.600 --> 00:16:31.600]  能不能夠不離這個世界
[00:16:31.600 --> 00:16:35.600]  面對一個無盡痛苦的十字架
[00:16:35.600 --> 00:16:39.600]  雖然在人生三十三年左右
[00:16:39.600 --> 00:16:41.600]  但是每一天
[00:16:41.600 --> 00:16:43.600]  由他成為一個嬰兒開始
[00:16:43.600 --> 00:16:45.600]  每日每時
[00:16:45.600 --> 00:16:49.600]  面對的就是人生無盡的痛苦
[00:16:49.600 --> 00:16:52.600]  而且他獨特的痛苦
[00:16:52.600 --> 00:16:54.600]  就是上十字架
[00:16:54.600 --> 00:16:58.600]  我們的主就是這樣為我們選擇了
[00:16:58.600 --> 00:17:01.600]  嘗試用一個例子引起大家的共鳴
[00:17:01.600 --> 00:17:06.600]  這個國王的演講
[00:17:06.600 --> 00:17:09.600]  我不知道大家有沒有看過這套電影
[00:17:09.600 --> 00:17:11.600]  The King's Speech
[00:17:11.600 --> 00:17:15.600]  喬治六世在二次大戰
[00:17:15.600 --> 00:17:20.600]  英國正式要向納粹德國宣戰
[00:17:20.600 --> 00:17:26.600]  國王要來勉勵全國的人
[00:17:26.600 --> 00:17:29.600]  一起鼓起勇氣
[00:17:29.600 --> 00:17:33.600]  面對這個世界的困難
[00:17:33.600 --> 00:17:34.600]  很可惜
[00:17:34.600 --> 00:17:39.600]  喬治六世是一個嚴重口吃的人
[00:17:39.600 --> 00:17:42.600]  說一句話
[00:17:42.600 --> 00:17:45.600]  可以令到人笑到要死
[00:17:45.600 --> 00:17:48.600]  甚至被人嘲笑
[00:17:48.600 --> 00:17:51.600]  一個完全不會說話的人
[00:17:51.600 --> 00:17:54.600]  說一個字可能要用好幾秒
[00:17:54.600 --> 00:17:58.600]  才會這樣說出來
[00:17:58.600 --> 00:18:01.600]  亦都好像一個命運的選擇
[00:18:01.600 --> 00:18:06.600]  他的哥哥是一個很出色的太子
[00:18:06.600 --> 00:18:11.600]  但是不肯接受這個皇位
[00:18:11.600 --> 00:18:14.600]  情願和他的太太
[00:18:14.600 --> 00:18:18.600]  放棄這個皇位
[00:18:18.600 --> 00:18:20.600]  已經加冕了
[00:18:20.600 --> 00:18:22.600]  做了皇帝
[00:18:22.600 --> 00:18:24.600]  但他爸爸突然死了
[00:18:24.600 --> 00:18:27.600]  喬治五世
[00:18:27.600 --> 00:18:32.600]  這個弟弟面對一個這樣不理國事
[00:18:32.600 --> 00:18:35.600]  甚至在這麼嚴峻的一個境況
[00:18:35.600 --> 00:18:39.600]  都願意放棄這個皇位
[00:18:39.600 --> 00:18:42.600]  可想而知對喬治六世來說
[00:18:42.600 --> 00:18:45.600]  是一個很諷刺的選擇
[00:18:45.600 --> 00:18:47.600]  臨危受命
[00:18:47.600 --> 00:18:49.600]  但是自己的口吃
[00:18:49.600 --> 00:18:52.600]  其中有一幕很深刻
[00:18:52.600 --> 00:18:54.600]  他一直想克服自己的口吃
[00:18:54.600 --> 00:18:56.600]  越說就越害怕
[00:18:56.600 --> 00:18:59.600]  越說就越震
[00:18:59.600 --> 00:19:02.600]  跟著跟太太說
[00:19:02.600 --> 00:19:04.600]  整個人都很感恩
[00:19:04.600 --> 00:19:07.600]  來到這裡好像崩潰
[00:19:07.600 --> 00:19:11.600]  我加冕那天就會出醜
[00:19:11.600 --> 00:19:16.600]  我要宣讀年底的聖誕文告
[00:19:16.600 --> 00:19:18.600]  就會加倍出醜
[00:19:18.600 --> 00:19:20.600]  全國都會嘲笑我
[00:19:20.600 --> 00:19:23.600]  為什麼找一個這樣的人做皇帝
[00:19:23.600 --> 00:19:26.600]  他太太在他旁邊
[00:19:26.600 --> 00:19:28.600]  抱著他安慰他
[00:19:28.600 --> 00:19:30.600]  你知不知道
[00:19:30.600 --> 00:19:33.600]  你兩次向我求婚
[00:19:33.600 --> 00:19:35.600]  我都猶豫
[00:19:35.600 --> 00:19:38.600]  不是因為你的口吃
[00:19:38.600 --> 00:19:43.600]  而是我根本不想做皇帝身邊的太太
[00:19:43.600 --> 00:19:44.600]  即是太后
[00:19:44.600 --> 00:19:49.600]  來到這裡有很多公眾的社交應酬
[00:19:49.600 --> 00:19:54.600]  我不想有這麼多的約束
[00:19:54.600 --> 00:19:58.600]  但是我愛你
[00:19:58.600 --> 00:20:04.600]  所以你不要以為你的口吃難了你
[00:20:04.600 --> 00:20:06.600]  你的口吃
[00:20:06.600 --> 00:20:09.600]  我只會站在你的旁邊
[00:20:09.600 --> 00:20:11.600]  當世人
[00:20:11.600 --> 00:20:14.600]  當英國的國民嘲笑你的時候
[00:20:14.600 --> 00:20:16.600]  我會尊重你
[00:20:16.600 --> 00:20:18.600]  我會來支持你
[00:20:18.600 --> 00:20:20.600]  我會站在你的身邊
[00:20:20.600 --> 00:20:22.600]  成為你的幫助
[00:20:22.600 --> 00:20:24.600]  這樣的一番說話
[00:20:24.600 --> 00:20:26.600]  令到這個國王
[00:20:26.600 --> 00:20:27.600]  喬治六世
[00:20:27.600 --> 00:20:29.600]  當然也有一個好朋友
[00:20:29.600 --> 00:20:32.600]  澳洲籍的一個語言學家
[00:20:32.600 --> 00:20:36.600]  幫助他來矯正他的口吃
[00:20:36.600 --> 00:20:39.600]  這個電影大家可能有機會看過
[00:20:39.600 --> 00:20:41.600]  其中這一幕
[00:20:41.600 --> 00:20:43.600]  雖然他沒有選擇
[00:20:43.600 --> 00:20:47.600]  但在他身邊有他最愛的太太
[00:20:47.600 --> 00:20:49.600]  成為喬治六世
[00:20:49.600 --> 00:20:54.600]  伯特這位皇帝的一個幫助
[00:20:54.600 --> 00:20:57.600]  親愛的弟兄姊妹
[00:20:57.600 --> 00:20:59.600]  我們成為基督徒
[00:20:59.600 --> 00:21:02.600]  我們得到耶穌的愛
[00:21:02.600 --> 00:21:05.600]  萬世以前為我們預備
[00:21:05.600 --> 00:21:08.600]  第八節這樣說
[00:21:08.600 --> 00:21:13.600]  萬世以前預定使我們得榮耀
[00:21:13.600 --> 00:21:16.600]  所以地上的人是不會明白
[00:21:16.600 --> 00:21:18.600]  是不會接受
[00:21:18.600 --> 00:21:22.600]  萬世以前就已經為我們預備
[00:21:22.600 --> 00:21:25.600]  主耶穌可以選擇
[00:21:25.600 --> 00:21:27.600]  但他選擇的就是
[00:21:27.600 --> 00:21:28.600]  他的犧牲
[00:21:28.600 --> 00:21:30.600]  在十字架上
[00:21:30.600 --> 00:21:34.600]  就成為了我們將來可以得榮耀
[00:21:34.600 --> 00:21:35.600]  沒錯我們在地上
[00:21:35.600 --> 00:21:38.600]  一定會面對很多的困難
[00:21:38.600 --> 00:21:42.600]  我們想像不到的
[00:21:42.600 --> 00:21:47.600]  不過主耶穌永遠站在我們身邊
[00:21:47.600 --> 00:21:51.600]  保羅正正就是一個這樣的榜樣
[00:21:51.600 --> 00:21:57.600]  他面對的就是猶太人對他的攻擊
[00:21:57.600 --> 00:22:02.600]  以為他是離開舊約的律法
[00:22:02.600 --> 00:22:08.600]  但連外邦他自己建立的哥倫多教會
[00:22:08.600 --> 00:22:12.600]  都會這樣來嘲笑他的講道
[00:22:12.600 --> 00:22:14.600]  用再俗一點的廣東話
[00:22:14.600 --> 00:22:16.600]  是很沒實力的講道
[00:22:16.600 --> 00:22:17.600]  為什麼呢?
[00:22:17.600 --> 00:22:19.600]  不用口才
[00:22:19.600 --> 00:22:22.600]  不用華麗的方式
[00:22:22.600 --> 00:22:25.600]  只講十字架
[00:22:25.600 --> 00:22:28.600]  哥倫多人就因為受了一些影響
[00:22:28.600 --> 00:22:31.600]  就開始對保羅的傳道
[00:22:31.600 --> 00:22:34.600]  產生一種的藐視
[00:22:34.600 --> 00:22:36.600]  沒實力的講道
[00:22:36.600 --> 00:22:37.600]  保羅
[00:22:37.600 --> 00:22:39.600]  保羅說不是
[00:22:39.600 --> 00:22:41.600]  在完全的人當中
[00:22:41.600 --> 00:22:43.600]  我們講的這個智慧
[00:22:43.600 --> 00:22:45.600]  是沒有人認識的
