
[00:00:00.000 --> 00:00:14.000]  首先,與眾在座的每一位父親,明天父親節快樂!
[00:03:03.000 --> 00:03:20.000]  作為人父母的,還記不記得我們第一次在醫院抱起初生的嬰兒的時候,那種興奮,那種戰勁,也很小心翼翼地去抱起一個軟綿綿,紅噹噹的嬰兒。
[00:03:20.000 --> 00:03:34.000]  由那一刻開始,無論是這個小朋友的肉體,他的精神,他的靈性,都要依靠你去培育,一生和你有無法撕裂的密切的關係。
[00:03:34.000 --> 00:03:52.000]  從那一天開始,生活一切的安排都被這個小東西去佔有,無論是家居佈置,生活的節奏,公寓的時間,或者假期的安排,我們都會想究竟對不對這個小朋友的呢?
[00:03:52.000 --> 00:04:02.000]  尤其是今天我們生得很少,一個起兩個子,所以很多時候我們都會看這個小朋友的意思。
[00:04:02.000 --> 00:04:17.000]  不單止這樣,中國人還有一個說話,就說「辣呢仔」都是自己的好,就算是乞丐,都會覺得自己,那個都是我自己的順眼一點。
[00:04:17.000 --> 00:04:24.000]  每個父母都會覺得自己的小朋友是最靚,最可愛,最聰明。
[00:04:24.000 --> 00:04:40.000]  即使他們多麼頑皮,或者多麼不聽話,不受顧教,到晚上睡著的時候,睡著了,熟睡的時候,你看看他的樣子,真的好像BB那麼可愛。
[00:04:40.000 --> 00:05:02.000]  曾經有個朋友送了一本書給我,書名叫做《永遠愛你》,是一本畫冊來的。書裡面描述一位母親,她在兒子嬰兒的時候,頑皮的孩童期,反叛的青年期,直至這個兒子長大離家,都是那麼愛他。
[00:05:02.000 --> 00:05:16.000]  亦都將這份愛代代相傳,傳給他的兒子,他的兒子又傳給他的女兒。所以無論我們的孩子成長到哪一個階段,我們都會同樣地愛他。
[00:05:16.000 --> 00:05:33.000]  我記得我的女兒在兩歲多的時候,收到一個洋娃娃。這個洋娃娃很有趣,是一個懂得祈禱的,當你將她的手合在一起的時候,她就會說一句「土文」,然後你就睡覺。
[00:05:33.000 --> 00:05:55.000]  她很喜歡這個洋娃娃,因為她說這個洋娃娃懂得祈禱,就叫她做祈禱洋娃娃。你知道洋娃娃玩著玩著,頭髮就會亂,黏在一起,然後她的腳和手會被她咬到濕透,很髒。
[00:05:55.000 --> 00:06:14.000]  我就說其實不太衛生,不如媽媽送我一個給你吧。但她始終都不肯,始終都要抱著那個祈禱洋娃娃,她也會歡迎有其他洋娃娃參與,不過她說那些是她的妹妹,我始終都要回這個洋娃娃。
[00:06:14.000 --> 00:06:33.000]  我覺得這個小朋友不會貪新忘舊,始終都喜歡她原先的洋娃娃。好像告訴我們,其實我們對我們的子女都一樣,無論我們有多少個小朋友都好,我們每一個都愛她。
[00:06:33.000 --> 00:06:48.000]  神給父母的愛就是這樣,有無數的例子讓我們看到,即使小朋友生出來是怎樣,長大是怎樣,父母都是他的支持者。
[00:06:48.000 --> 00:07:05.000]  曾經在一本叫做《幸福的六年》的書中,有一位母親用文字記錄了她和她兒子的相處,她的兒子秋雪患有唐氏綜合症和很重的心臟病。
[00:07:05.000 --> 00:07:24.000]  她在短短六年的人生中記載了她母子倆很珍貴的相處時光,她覺得這六年她有無盡的幸福,不是別人看來好像有些負擔,但是她覺得她的兒子給了她一些很美麗的時光。
[00:07:24.000 --> 00:07:35.000]  當我們看這些書時,我們會覺得很驚訝,為什麼父母對子女的愛是這麼偉大,這麼不離不棄,這麼珍惜呢?
[00:07:35.000 --> 00:07:45.000]  我們又可以想想,我們的小朋友其實對父母都一樣,中國人又說,子不言母醜。
[00:07:45.000 --> 00:08:03.000]  所以當我們的父母傳言去愛我們的小朋友時,在我們的小朋友的眼中,父母就是一個愛的化身,是一個去體會神對人的愛第一個的體驗。
[00:08:03.000 --> 00:08:19.000]  有一次,有一個小學生有一個選舉,選舉是說,你們選一下哪一個媽媽是最美麗的媽媽,大家都猜到了,當然每個人都投票票,
[00:08:19.000 --> 00:08:38.000]  不過有一個媽媽勝出,大家猜到是什麼原因嗎?因為那個媽媽有一個孿生兄弟,孿生兒子,所以有兩個兒子投她的票,唯獨她有兩票,所以她勝出了。
[00:08:38.000 --> 00:08:53.000]  我們在年幼的時候,我們會用很純真的心去愛我們的父母,到我們長大之後,會不會都可以像以前對我們一樣,很珍惜他們呢?
[00:08:53.000 --> 00:09:11.000]  舊約今言很嚴厲地責備那些了事父母,惡待父母的愚昧人,但是教導人要使生你的快樂,我們中國人很著重孝道,相信不會在父母年老的時候離棄他們。
[00:09:11.000 --> 00:09:31.000]  但是我們會不會,雖然照顧他們的肉體需要,但是都會不會留意到他們的精神,他們的感情需要呢?能不能叫他們不為你擔憂呢?快快樂樂地,很安心地去享受他們的晚年呢?
[00:09:31.000 --> 00:09:50.000]  讓我們從我們的天父的愛中學習珍惜不離棄的愛。在我們父母的身上,我們都學習到有第二種彼此相愛,就是學習彼此饒恕不記恨。
[00:09:50.000 --> 00:10:08.000]  大家有沒有遇到一些人被人拳打腳踢,但是會露出很滿足的笑容,還會說踢大力一點,踢大力一點,這裡這裡,踢大力一點,大家會不會覺得這個人傻的呢?
[00:10:08.000 --> 00:10:26.000]  但是一點都不傻,如果我們試過懷孕就知道,這個是媽媽的心聲,孩子在肚子裡踢的時候,媽媽很開心的,踢大力一點,然後就說這邊,試試這邊,還叫爸爸來看。
[00:10:26.000 --> 00:10:53.000]  很多爸爸感受不到這種喜悅,但是當孩子出生之後,當爸爸和孩子玩的時候,都會這樣,給孩子的手一拳打下去,都是笑嘻嘻,他們都不會覺得孩子在傷害他們,因為這個就是父母對子女的接納和寬容。
[00:10:53.000 --> 00:11:16.000]  到孩子逐漸長大的時候,就由孩童期,到挑戰父母權威的青少年反叛期,然後再到成年的時候,去尋找一個個人的獨立的身份,不多不少都會頂撞父母,為他們帶來一些困難,一些麻煩。
[00:11:16.000 --> 00:11:35.000]  不過,作為父母的,我們都會無條件的去忍受,因為這個是出於愛的本性。在一般情況之下,父母養育子女,並不是要為了自己什麼利益,或者要做一些什麼長遠的投資。
[00:11:35.000 --> 00:11:52.000]  當然,當我們見到子女有成就,有家庭幸福,對社會有正面的貢獻,或者他們只不過是能夠安分守己,安居樂業的時候,父母的一切的忍耐,期待都獲得了報酬。
[00:11:52.000 --> 00:12:08.000]  在聖經裏面,保羅對愛有一份更加深的認識,我們很熟悉的愛篇裏,他說:「如今常傳的有信忘愛,其中最大的就是愛。」
[00:12:08.000 --> 00:12:25.000]  他亦都告訴我們,愛是恆久忍耐,又有恩慈。愛是不疾度,不自誇,不張狂,不作害羞的事,不求自己的益處,不輕易發怒,不計算人的惡。
[00:12:25.000 --> 00:12:44.000]  愛人愛到不計算人的惡,真是不容易的一件事。這個其中是要我們去學習,去操練,在愛裏面去產生一種無窮的忍耐力,包容,這個就是傳言的搖樹。
[00:12:44.000 --> 00:13:03.000]  父母當然會覺得,我愛我們的兒女,所以愛之深責之切,不過在一切的責備和管教的最後,都會有搖樹在後面跟隨著,等待著。
[00:13:03.000 --> 00:13:20.000]  父母對兒女總有一絲盼望,盼望著他們的關懷能夠得到回報,總有一天希望子女能夠成材和能夠長大。
[00:13:20.000 --> 00:13:42.000]  曾經看過一本書,是關於福音戒毒的,裏面就講了十二個很成功戒毒的見證。在這些戒毒者的回憶裏面,差不多每一個都會為了毒品去不顧一切,真是喪心病狂,不理家裏的父母怎樣去勸戒他。
[00:13:42.000 --> 00:13:53.000]  有人可以叫父母給他二百元,跟你斷絕了兒子關係,但其實他就是想拿這二百元去買毒品。
[00:13:53.000 --> 00:14:13.000]  這些人的父母去求他們,他們都是不聽,不過當這十二個戒毒成功的人靠著主成功戒毒之後,全部都提到他和他們的父母有和好的一天。
[00:14:13.000 --> 00:14:32.000]  因為無論這些戒毒者的父母之前曾經受過多少傷害,曾經為這些不肖子女傷心到極點,但當他們回轉的時候,都能夠饒恕他們,不計較他們的過錯。
[00:14:32.000 --> 00:14:48.000]  正如我們經常掛在口邊說,兩父子哪有隔夜仇,這個真是值得我們去深思,作為子女當然很少會覺得父母會得罪我們什麼,
[00:14:48.000 --> 00:15:02.000]  不過有時候在相處的時候都會有些衝突,有些磨擦,會否都會阻礙了我們一些溝通或互相諒解彼此坦誠的態度呢?
[00:15:02.000 --> 00:15:26.000]  讓我們學習愛的第二個功課,就是彼此饒恕不記恨。除了剛才說的彼此饒恕不記恨,彼此珍惜不離棄之外,我們在父母身上都可以看到第三個很特別的愛的最高境界,
[00:15:26.000 --> 00:15:46.000]  我們要學習彼此犧牲不保留,我們有一首歌曲叫做愛是不保留,很熟悉的,經文第九節提到上帝對人的愛,甚至願意猜他的獨生子到世間來,為了我們的罪作了挽回制,
[00:15:46.000 --> 00:16:05.000]  相信這個充分表現了什麼叫做犧牲的愛,如果要數父母對子女的犧牲,我想在這裡由港台一直列列列到門口,那個列單都會數之不盡,
[00:16:05.000 --> 00:16:27.000]  由母親孕育我們的第一天開始,其實她已經犧牲了她自己的健康,舒適,自由,原來嬰孩在母體內孕育是一個很大的工程,會用了媽媽很多的水分,很多鈣質和蛋白質,
[00:16:27.000 --> 00:16:46.000]  所以媽媽經常好像在高速長跑一樣,因為很快就會覺得很累,也會很害怕,有一間幼稚園想了一個讓小朋友體會母親薪酬的體驗,
[00:16:46.000 --> 00:17:09.000]  老師給小朋友一個早上在空前揹著一個書包,書包裏面裝著一些暖包,無論是上課,玩遊戲,上廁所,吃茶點,都要揹著這個重的書包,
[00:17:09.000 --> 00:17:21.000]  老師問小朋友,你們覺得怎樣?小朋友說,很累,很熱,很麻煩,很想扔掉它,很想除掉它,
[00:17:21.000 --> 00:17:37.000]  老師說,其實當你還在母體內的時候,你媽媽也是這樣,又熱又累,但是會不會扔掉你?小朋友說不會,
[00:17:37.000 --> 00:17:55.000]  小朋友就知道媽媽在媽媽肚裏面不單是一個早上,而是好幾個月的時間,所以媽媽真的很愛惜我們,除了媽媽的犧牲之外,
[00:17:55.000 --> 00:18:08.000]  我們今天是預祝父親節,父親在子女成長的階段裏面其實都放棄了很多,尤其是在小朋友還年幼的時候,
[00:18:08.000 --> 00:18:23.000]  父親花在小朋友身上的時間,耐性真的不能計算,我想問問有沒有家長帶過小朋友去旅行,無論是本地或外地,
[00:18:23.000 --> 00:18:36.000]  我們都知道有些爸爸告訴我,真的比上班更累,因為又要帶奶粉,又要帶尿片,又要熱水,又要預備衣服,被子,嬰兒車,
[00:18:36.000 --> 00:18:51.000]  真的好像要搬家一樣,我們見到很多爸爸都願意很辛苦地去辛勞地為一個小朋友去犧牲,
[00:18:51.000 --> 00:19:02.000]  現在網上很多親子旅行的群組都會介紹放假,帶小朋友去哪裏旅行適合,有甚麼適合他們,
[00:19:02.000 --> 00:19:12.000]  我看過一條片段,有個父母帶兩個女兒去旅行的時候玩消防員的遊戲,
[00:19:12.000 --> 00:19:25.000]  消防員的遊戲需要爸爸坐在車上,不停地板起一個板手,消防車才會行,行到盡頭才可以救火,
[00:19:25.000 --> 00:19:34.000]  負責控制板手的消防車的就是爸爸,兩個女兒就在旁邊說「爸爸快點快點」,
[00:19:34.000 --> 00:19:43.000]  爸爸全部都很努力地在車上,連那個防衛員都說「父愛真是很偉大」,
[00:19:43.000 --> 00:19:57.000]  大家又體會到原來當爸爸媽媽去為小朋友犧牲的時候,他不會計算「我跟你做了多少,你將來要給我這麼多」,
[00:19:57.000 --> 00:20:08.000]  最近是小一入學購門的階段,有些派位不太理想的家長都會四出奮波為子女去找學校,
[00:20:08.000 --> 00:20:22.000]  曾經有一個著名男校的小一任學面試階段,要求父母都同時出席,有些問題還指定要爸爸去回答,
[00:20:22.000 --> 00:20:35.000]  那些爸爸就預備好了,原來訪問那個副校長,副校長就說「因為爸爸在小朋友成長的階段裏面很重要的,
[00:20:35.000 --> 00:20:49.000]  如果爸爸只是埋首事業,將所有東西都交給媽媽去管理,就會被扣分,因為有爸爸照顧的小朋友是不同的,
[00:20:49.000 --> 00:20:59.000]  跟媽媽的照顧方法上有所不同,爸爸比較願意讓小朋友冒險,嘗試新的事物,
[00:20:59.000 --> 00:21:09.000]  所以有爸爸參與教養的小朋友,很多都願意去比較勇敢,願意去嘗試,
[00:21:09.000 --> 00:21:19.000]  今天很多爸爸都願意放下自己的休息和工餘時間去參與小朋友的成長,譬如我們幼稚園的家長圈地,
[00:21:19.000 --> 00:21:25.000]  今年我們有三個爸爸拿到出席獎項,真的很難得,
[00:21:25.000 --> 00:21:33.000]  今天我們看了這一段經文,我們去思想真正的愛究竟是什麼呢?
[00:21:33.000 --> 00:21:43.000]  是帶著珍惜、饒恕和犧牲,我們可以在我們的父母親身上體會到,
[00:21:43.000 --> 00:21:54.000]  不過愛的力量從何而來呢?經文告訴我們,愛是從神來的,因為神就是愛,
[00:21:54.000 --> 00:22:06.000]  今天很多家庭都缺乏了愛,父母和子女的關係因為生活忙碌或缺乏溝通都變得很冷淡,
[00:22:06.000 --> 00:22:15.000]  以致雙方都感受不到對方的愛,尤其是現在的電子科技很發達,
[00:22:15.000 --> 00:22:28.000]  以前的家庭吃完飯就會坐在一起看電視,一邊看一邊聊天,有說有笑,氣氛很融洽,
[00:22:28.000 --> 00:22:38.000]  不過現在很多家庭吃完飯後,子女很快就會坐在一邊或轉房間看電腦或電話,
[00:22:38.000 --> 00:22:52.000]  甚至一邊吃飯一邊對著電話,根本與家人缺乏溝通和交流,又如何表達我們對父母子女的愛呢?
[00:22:52.000 --> 00:23:00.000]  希望這不是大家的現況,中國人有句話:養兒方知父母恩,
[00:23:00.000 --> 00:23:08.000]  幼稚園的小朋友很容易對父母說:我愛你,他們很喜歡這樣說,
[00:23:08.000 --> 00:23:16.000]  不過當小朋友慢慢長大,很多年輕人因為怕父母對自己管教很嚴厲,
[00:23:16.000 --> 00:23:26.000]  很多都會慢慢疏遠自己的父母,比較願意與朋友在一起,
[00:23:26.000 --> 00:23:34.000]  曾經我帶過一個少年團契,當我教導他們要愛父母時,他們會說:
[00:23:34.000 --> 00:23:44.000]  這些話很難說,很難說出口,特別是爸爸,經常板著臉,我見到他只會問我學校的成績,
[00:23:44.000 --> 00:23:54.000]  我真的不想說那麼多,不過當這些年輕人經歷了上帝的愛,經歷了上帝的改變,
[00:23:54.000 --> 00:24:02.000]  心裏有那份愛感受時,他們會學會從另一個角度去看父母,
[00:24:02.000 --> 00:24:08.000]  知道父母的心思,慢慢知道父母對自己的愛,
[00:24:08.000 --> 00:24:16.000]  願意走出一步,開口向父母說:我愛你,
[00:24:16.000 --> 00:24:26.000]  當這些孩子結婚生下小孩後,他們更加會體會父母對孩子的珍惜,寬容和犧牲,
[00:24:26.000 --> 00:24:36.000]  神就好像我們的父母親一樣,珍惜我們每一個人,因為我們都是按著祂的形象來做的,
[00:24:36.000 --> 00:24:41.000]  就好像我們的子女有我們的形象一樣,
[00:24:41.000 --> 00:24:46.000]  即使我們曾經離棄了做我們的神,甚至不認識祂,
[00:24:46.000 --> 00:24:54.000]  但是神會用大愛去寬恕我們,不會計較我們的頂撞,不會計較我們的叛逆,
[00:24:54.000 --> 00:24:58.000]  就好像歡迎浪子回家的父親一樣,
[00:24:58.000 --> 00:25:06.000]  神為了我們的過犯,甚至甘願犧牲,派祂的兒子耶穌基督來到這個世界上,
[00:25:06.000 --> 00:25:12.000]  為了我們釘在十字架,讓我們能夠有永生的盼望,
[00:25:12.000 --> 00:25:19.000]  這種就是我們今天思想真愛的表現,珍惜、饒恕和犧牲,
[00:25:19.000 --> 00:25:26.000]  這個就是我們今天彼此相愛的典範,讓我們一起低頭祈禱。
[00:25:31.000 --> 00:25:36.000]  慈悲的父神,我們感謝祢,祢世上賜下了愛我們的父母,
[00:25:36.000 --> 00:25:40.000]  也感謝祢讓我們有機會做人的父母,
[00:25:40.000 --> 00:25:44.000]  讓我們體會父母給予子女無窮的愛,
[00:25:44.000 --> 00:25:47.000]  藉此更加深的去認識祢,
[00:25:47.000 --> 00:25:52.000]  惟願我們的父母子女都能夠分享祢對我們的大愛,
[00:25:52.000 --> 00:25:58.000]  明白祢願意珍惜、饒恕和為我們每一個人犧牲,
[00:25:58.000 --> 00:26:03.000]  讓我們都活在祢的愛中,切實彼此相愛、教導,
[00:26:03.000 --> 00:26:08.000]  榮耀祢的名,奉耶穌基督的名求,阿門。
[00:26:08.000 --> 00:26:09.000]  阿門。
[00:26:09.000 --> 00:26:10.000]  阿門。
[00:26:10.000 --> 00:26:11.000]  阿門。
[00:26:11.000 --> 00:26:14.000]  (字幕由 Amara.org 社群提供)
[00:26:14.000 --> 00:26:17.000]  (字幕由 Amara.org 社群提供)

