
[00:00:00.000 --> 00:00:03.640]  各位正在看佳音樓的直播
[00:01:47.240 --> 00:01:50.200]  迪士尼嘛
[00:01:50.200 --> 00:01:52.320]  第二個
[00:01:52.320 --> 00:01:55.200]  讓每一張桌子和每一個家庭
[00:01:55.200 --> 00:01:57.960]  都有一台電腦
[00:01:57.960 --> 00:02:00.800]  畫公仔畫到出腸
[00:02:00.800 --> 00:02:02.080]  這個是微軟
[00:02:02.080 --> 00:02:04.360]  不過這個是1980年了
[00:02:04.360 --> 00:02:07.960]  現在它就說是讓美國每一個家庭
[00:02:07.960 --> 00:02:10.640]  和每間辦公室都安上電腦
[00:02:10.640 --> 00:02:12.520]  不知道為什麼是美國呢
[00:02:12.520 --> 00:02:16.400]  好了 接著
[00:02:16.400 --> 00:02:23.600]  將靈感和創新帶給世界上的每一個運動員
[00:02:23.600 --> 00:02:24.720]  我聽到了
[00:02:24.720 --> 00:02:26.080]  Nike
[00:02:26.080 --> 00:02:27.520]  傳頌
[00:02:27.520 --> 00:02:29.520]  這個呢
[00:02:29.520 --> 00:02:35.440]  保障生命財產免受火災或者其他災難侵害
[00:02:35.440 --> 00:02:38.920]  這個就不是公司了 很明顯是不是
[00:02:38.920 --> 00:02:41.520]  什麼機構呢
[00:02:41.520 --> 00:02:44.040]  消防署
[00:02:44.040 --> 00:02:49.800]  其實呢 使命是足以影響一個企業或者機構的成敗的
[00:02:49.800 --> 00:02:52.520]  所以有人曾經這樣說過
[00:02:52.520 --> 00:02:55.160]  他說一個強而有力的組織
[00:02:55.160 --> 00:02:58.520]  必須要靠使命去驅動的
[00:02:58.520 --> 00:03:01.280]  使命 企業的使命
[00:03:01.280 --> 00:03:05.440]  不僅是回答企業是做什麼
[00:03:05.440 --> 00:03:08.560]  更加重要的是為什麼做
[00:03:08.560 --> 00:03:12.600]  這個是企業終極的意義目標
[00:03:12.600 --> 00:03:16.880]  崇高 明確 富有感召力的使命
[00:03:16.880 --> 00:03:20.480]  不僅是為企業去指明方向
[00:03:20.480 --> 00:03:23.440]  而且使得企業的每一位成員
[00:03:23.440 --> 00:03:28.480]  都可以明確了解工作真正的意義在哪裡
[00:03:28.480 --> 00:03:34.120]  然後激發出內心深處的動機
[00:03:34.120 --> 00:03:40.400]  既然使命對於公司 機構 教會
[00:03:40.400 --> 00:03:42.040]  全部都是這麼重要
[00:03:42.040 --> 00:03:49.080]  所以我今天就用了「使命人生」這個題目跟大家分享
[00:03:49.080 --> 00:03:53.280]  看保羅去到羅馬書差不多要結束了
[00:03:53.280 --> 00:03:54.280]  大家都知道了
[00:03:54.280 --> 00:03:57.720]  來到這裡其實他關於基督徒
[00:03:57.720 --> 00:04:01.840]  他告訴我們在人生當中
[00:04:01.840 --> 00:04:06.520]  有什麼生活指引都說完了
[00:04:06.520 --> 00:04:12.960]  保羅到底去到這一刻還有什麼教導給過我們呢?
[00:04:12.960 --> 00:04:15.760]  今天跟大家分享的經文
[00:04:15.760 --> 00:04:20.160]  在第十五章十四至二十一節
[00:04:20.160 --> 00:04:24.280]  剛才姐妹已經跟我們讀過了
[00:04:24.280 --> 00:04:26.480]  經文一開始的時候
[00:04:26.480 --> 00:04:30.840]  在第十四節的上半節那裡這樣說
[00:04:30.840 --> 00:04:34.800]  「弟兄們 我自己也深信你們是滿有良善
[00:04:34.800 --> 00:04:38.360]  充足了諸般的知識」
[00:04:38.360 --> 00:04:43.360]  這裡保羅是形容羅馬教會這群弟兄姐妹
[00:04:43.360 --> 00:04:48.200]  滿有良善 充足了諸般的知識
[00:04:48.200 --> 00:04:50.080]  這兩個的描述
[00:04:50.080 --> 00:04:55.600]  在現代中文譯本就譯作「滿有良善的品德」
[00:04:55.600 --> 00:04:58.360]  「豐富的知識」
[00:04:58.360 --> 00:05:02.600]  原來這裡他要告訴我們
[00:05:02.600 --> 00:05:08.200]  羅馬教會對於救恩的知識
[00:05:08.200 --> 00:05:11.160]  是有完整的掌握
[00:05:11.160 --> 00:05:19.760]  並且能夠有良善知識兩者彼此的配合
[00:05:19.760 --> 00:05:26.120]  所以在信仰上不單止要有堅固的認知
[00:05:26.120 --> 00:05:31.360]  並且能夠有行動上的配合
[00:05:31.360 --> 00:05:33.480]  正所謂「兩條腿走路」
[00:05:33.480 --> 00:05:35.760]  才能夠將我們的信仰
[00:05:35.760 --> 00:05:40.840]  切切實實地去實踐出來
[00:05:40.840 --> 00:05:45.640]  有一次我去參與一位我在外國讀書的時候
[00:05:45.640 --> 00:05:49.240]  已經認識的 我叫他師兄
[00:05:49.240 --> 00:05:52.280]  他太太回了天家
[00:05:52.280 --> 00:05:55.840]  我去參與這個安息禮拜
[00:05:55.840 --> 00:06:00.080]  這對夫婦兩個人都是牧者
[00:06:00.080 --> 00:06:02.160]  他比我大幾年
[00:06:02.160 --> 00:06:05.120]  當年我去參與這個安息禮拜
[00:06:05.120 --> 00:06:10.680]  他太太離開世界的時候是55歲
[00:06:10.680 --> 00:06:13.720]  這個弟兄回到香港之後
[00:06:13.720 --> 00:06:19.200]  其實他只做了幾年工作就進入了神學院
[00:06:19.200 --> 00:06:22.920]  他由開始牧養的時候就已經被委派
[00:06:22.920 --> 00:06:27.840]  去到一間新開的分堂裡面去服侍
[00:06:27.840 --> 00:06:33.280]  所以很多事情都是由零開始的
[00:06:33.280 --> 00:06:38.840]  他當時就招聚一群當年的中學生
[00:06:38.840 --> 00:06:41.320]  跟他們傳福音
[00:06:41.320 --> 00:06:44.400]  其實我們不是經常有機會見面的
[00:06:44.400 --> 00:06:47.320]  不過我們每一次有機會坐下來
[00:06:47.320 --> 00:06:49.840]  喝杯茶 聊聊天的時候
[00:06:49.840 --> 00:06:51.880]  我們總會分享一下
[00:06:51.880 --> 00:06:55.160]  大家在牧養上的需要
[00:06:55.160 --> 00:07:01.000]  還有一起分享一下最新的情況
[00:07:01.000 --> 00:07:04.000]  當天他就跟我說
[00:07:04.000 --> 00:07:06.320]  就是跟我說 在喝茶的時候
[00:07:06.320 --> 00:07:08.680]  他就說 都好了
[00:07:08.680 --> 00:07:13.440]  因為這一群少年人慢慢長大了
[00:07:13.440 --> 00:07:15.640]  開始出來工作了
[00:07:15.640 --> 00:07:21.440]  甚至有人已經進入婚姻人生的新階段
[00:07:21.440 --> 00:07:23.880]  真的很感恩
[00:07:23.880 --> 00:07:26.000]  過了一段時間
[00:07:26.000 --> 00:07:31.000]  就是那一次我去到這個安息禮拜的當中
[00:07:31.000 --> 00:07:34.600]  在這個安息禮裡面
[00:07:34.600 --> 00:07:41.800]  他們安排了這些不同的群體出來分享
[00:07:41.800 --> 00:07:44.560]  其中不約而同的就是
[00:07:44.560 --> 00:07:47.240]  這些群體的代表
[00:07:47.240 --> 00:07:51.000]  都去跟當天參與安息禮的來賓
[00:07:51.000 --> 00:07:54.080]  告訴我們這一對的牧者夫婦
[00:07:54.080 --> 00:07:57.280]  怎樣成為他們的屬靈導引
[00:07:57.280 --> 00:07:59.040]  陪著他們成長
[00:07:59.040 --> 00:08:00.880]  與他們同行
[00:08:00.880 --> 00:08:04.360]  當一個又一個的群體代表
[00:08:04.360 --> 00:08:08.080]  鄰住你去分享其中的點滴的時候
[00:08:08.080 --> 00:08:12.000]  這幅圖畫真的很美麗
[00:08:12.000 --> 00:08:17.200]  當然在小朋友和青少年的成長當中
[00:08:17.200 --> 00:08:21.240]  教會的牧者、導師很重要
[00:08:21.240 --> 00:08:25.520]  但我相信在整個的信仰歷程裡面
[00:08:25.520 --> 00:08:30.440]  如果真的要有效地去承傳信仰
[00:08:30.440 --> 00:08:34.760]  家庭是一個不可或缺的一環
[00:08:34.760 --> 00:08:38.960]  今天在網上參與崇拜的弟兄姊妹
[00:08:38.960 --> 00:08:43.400]  我不知道你們有多少人是為人父母
[00:08:43.400 --> 00:08:45.280]  有小朋友的
[00:08:45.280 --> 00:08:48.240]  我相信當你們帶著小朋友
[00:08:48.240 --> 00:08:50.960]  去到教會參與聚會
[00:08:50.960 --> 00:08:55.320]  你們都是期望他們能夠從小就認識聖經
[00:08:55.320 --> 00:08:57.880]  到老都不偏離
[00:08:57.880 --> 00:09:04.080]  雖然聖經故事可能在教會裡面聽到很多
[00:09:04.080 --> 00:09:08.640]  但事實上主要學老師能夠接觸到
[00:09:08.640 --> 00:09:11.400]  你們小朋友的時間
[00:09:11.400 --> 00:09:16.200]  總是不及同一屋簷下的父母
[00:09:16.200 --> 00:09:17.680]  去到少年
[00:09:17.680 --> 00:09:21.160]  我們深信那個挑戰是更加大
[00:09:21.160 --> 00:09:27.320]  因為兒女不會再滿足於我們嘴裡說什麼
[00:09:27.320 --> 00:09:30.240]  不單單是要聽
[00:09:30.240 --> 00:09:32.080]  我們作為父母的
[00:09:32.080 --> 00:09:35.560]  是要將信仰走出來
[00:09:35.560 --> 00:09:39.800]  他們才會覺得這個信仰是真的
[00:09:39.800 --> 00:09:42.440]  如果我們告訴他們的
[00:09:42.440 --> 00:09:46.640]  和我們所走的彼此不吻合
[00:09:46.640 --> 00:09:47.960]  我們告訴他們
[00:09:47.960 --> 00:09:50.680]  和上帝的關係很重要
[00:09:50.680 --> 00:09:52.760]  但是我們不知不覺
[00:09:52.760 --> 00:09:55.560]  又將我們熟悉的價值觀
[00:09:55.560 --> 00:09:59.080]  反映在我們的生活上
[00:09:59.080 --> 00:10:01.600]  我想這個落差
[00:10:01.600 --> 00:10:03.920]  他們一定會看到
[00:10:03.920 --> 00:10:06.800]  又或者我們經常叫他們溫書
[00:10:06.800 --> 00:10:08.960]  學習的時候專心一點
[00:10:08.960 --> 00:10:11.720]  但是我們參與崇拜的時候
[00:10:11.720 --> 00:10:15.480]  特別現在其實有一個很好的測試劑
[00:10:15.480 --> 00:10:17.880]  我們在網上崇拜
[00:10:17.880 --> 00:10:21.560]  究竟我們會不會心不在焉呢
[00:10:21.560 --> 00:10:23.120]  還有
[00:10:23.120 --> 00:10:27.520]  如果我們期望我們的兒女態度好一點
[00:10:27.520 --> 00:10:32.320]  但是我們總是沒辦法控制自己的脾氣
[00:10:32.320 --> 00:10:35.000]  對我們自己的父母
[00:10:35.000 --> 00:10:37.560]  都是很沒有耐性的話
[00:10:37.560 --> 00:10:41.360]  我猜在這些實踐的事情上
[00:10:41.360 --> 00:10:43.680]  只要失腳一次
[00:10:43.680 --> 00:10:46.800]  我們用嘴巴多說一千次
[00:10:46.800 --> 00:10:49.560]  都是抵不住的
[00:10:49.560 --> 00:10:51.840]  周圍屬靈的導引
[00:10:51.840 --> 00:10:57.720]  我相信言行一致是不可或缺的
[00:10:57.720 --> 00:11:01.000]  我讀過正生書院其中有一位老師
[00:11:01.000 --> 00:11:03.520]  他叫做梁寶儀
[00:11:03.520 --> 00:11:06.840]  他寫了一本書叫做《正生初體驗》
[00:11:06.840 --> 00:11:10.240]  是講他去到正生書院
[00:11:10.240 --> 00:11:14.560]  任教的第一年的一個體會
[00:11:14.560 --> 00:11:20.560]  他發覺原來他在老師的位份上
[00:11:20.560 --> 00:11:25.000]  不單是要好好地教好他的書
[00:11:25.000 --> 00:11:26.640]  他在冬天的時候
[00:11:26.640 --> 00:11:31.480]  是要和學生一起去泡凍水涼
[00:11:31.480 --> 00:11:33.280]  教書而已
[00:11:33.280 --> 00:11:35.240]  用不著這樣吧
[00:11:35.240 --> 00:11:41.040]  凍到發抖的經驗不是只能說的
[00:11:41.040 --> 00:11:44.920]  因為同行所帶出來的這份愛
[00:11:44.920 --> 00:11:51.440]  就能夠使這些同學見到老師背後的信仰
[00:11:51.440 --> 00:11:56.080]  使一個又一個原本破碎不堪的生命
[00:11:56.080 --> 00:12:00.320]  可以再次被建立起來
[00:12:00.320 --> 00:12:01.400]  除此之外
[00:12:01.400 --> 00:12:04.320]  在第十四節的下半節
[00:12:04.320 --> 00:12:07.240]  更加提到羅馬教會的弟兄姊妹
[00:12:07.240 --> 00:12:10.000]  能夠彼此勸戒
[00:12:10.000 --> 00:12:12.720]  互相勸導
[00:12:12.720 --> 00:12:16.000]  這方面其實又是很不簡單的
[00:12:16.000 --> 00:12:18.200]  因為能夠按照真理
[00:12:18.200 --> 00:12:19.280]  講真話
[00:12:19.280 --> 00:12:21.080]  彼此提醒
[00:12:21.080 --> 00:12:25.000]  其實是一個成熟的教會的表現
[00:12:25.000 --> 00:12:27.960]  我們又可以自我檢視一下
[00:12:27.960 --> 00:12:30.840]  到底我們有沒有這種素質
[00:12:30.840 --> 00:12:34.080]  當我們見到身邊的弟兄姊妹
[00:12:34.080 --> 00:12:36.360]  有問題的時候
[00:12:36.360 --> 00:12:38.640]  我們夠不夠膽跟他們說
[00:12:38.640 --> 00:12:41.320]  「算了 少說一句吧」
[00:12:41.320 --> 00:12:43.480]  「不要多事了」
[00:12:43.480 --> 00:12:44.720]  回想起來
[00:12:44.720 --> 00:12:46.760]  如果我們真的說出來
[00:12:46.760 --> 00:12:52.040]  當時又是否帶著愛心去勸導對方
[00:12:52.040 --> 00:12:54.880]  還是只是一味批評呢
[00:12:54.880 --> 00:12:58.000]  只是表達自己的不滿
[00:12:58.000 --> 00:12:59.240]  另一方面
[00:12:59.240 --> 00:13:03.120]  如果我們是被人告訴
[00:13:03.120 --> 00:13:05.320]  勸導我們
[00:13:05.320 --> 00:13:08.680]  我們對於那些不中聽的說話
[00:13:08.680 --> 00:13:11.640]  所謂的忠言逆耳
[00:13:11.640 --> 00:13:13.800]  我們是否能夠聽得進去呢
[00:13:13.800 --> 00:13:15.480]  要聽得進去
[00:13:15.480 --> 00:13:20.400]  其實是需要有足夠的反省能力才行
[00:13:20.400 --> 00:13:24.760]  生命也要有相當的成熟度
[00:13:24.760 --> 00:13:26.680]  才能做得好
[00:13:26.680 --> 00:13:27.880]  所以
[00:13:27.880 --> 00:13:32.960]  保羅在第十五節的上半節就這樣說
[00:13:32.960 --> 00:13:37.680]  「但我稍微放膽寫信給你們」
[00:13:37.680 --> 00:13:41.280]  其實這個翻譯也不夠強
[00:13:41.280 --> 00:13:45.400]  如果我們參考其他聖經中文的譯本
[00:13:45.400 --> 00:13:47.120]  我們就知道
[00:13:47.120 --> 00:13:50.440]  現代中文譯本將這一句譯成為
[00:13:50.440 --> 00:13:54.200]  「但是在這封信裡對於某些問題
[00:13:54.200 --> 00:13:58.040]  我仍然大膽地提醒你們」
[00:13:58.040 --> 00:14:00.000]  呂鎮忠譯本
[00:14:00.000 --> 00:14:04.560]  「但有些地方我大膽地給你們寫信」
[00:14:04.560 --> 00:14:06.040]  相信大家都記得
[00:14:06.040 --> 00:14:10.040]  保羅寫這封信給羅馬教會的時候
[00:14:10.040 --> 00:14:12.440]  其實他沒有去過羅馬
[00:14:12.440 --> 00:14:14.240]  他的人也沒有去過
[00:14:14.240 --> 00:14:15.720]  面也沒有見過
[00:14:15.720 --> 00:14:17.960]  他竟然願意出聲
[00:14:17.960 --> 00:14:22.320]  甚至介入在羅馬教會的爭議當中
[00:14:22.320 --> 00:14:23.760]  所以
[00:14:23.760 --> 00:14:26.160]  從保羅的描述來看
[00:14:26.160 --> 00:14:30.080]  羅馬教會其實也應該挺成熟
[00:14:30.080 --> 00:14:32.720]  不錯的了
[00:14:32.720 --> 00:14:35.200]  除了成熟度之外
[00:14:35.200 --> 00:14:38.760]  保羅很大膽地去表現
[00:14:38.760 --> 00:14:42.800]  他要表述他要說的話的原因
[00:14:42.800 --> 00:14:44.600]  是因為他很清楚
[00:14:44.600 --> 00:14:49.800]  他自己成為祭司身份的角色
[00:14:49.800 --> 00:14:53.920]  第十五節的下半節至第十七節這樣說
[00:14:53.920 --> 00:14:56.160]  「是要提醒你們的記性
[00:14:56.160 --> 00:14:58.800]  特因神所給我的恩典
[00:14:58.800 --> 00:15:02.720]  使我為外邦人作基督耶穌的伯役
[00:15:02.720 --> 00:15:05.440]  作神福音的祭司
[00:15:05.440 --> 00:15:07.640]  叫所獻上的外邦人
[00:15:07.640 --> 00:15:10.200]  因著聖靈成為聖傑
[00:15:10.200 --> 00:15:11.600]  可蒙月立
[00:15:11.600 --> 00:15:13.480]  所以論道神的事
[00:15:13.480 --> 00:15:18.040]  我在基督耶穌裡有可誇的」
[00:15:18.040 --> 00:15:22.200]  這裡說他自己的身份是基督耶穌的伯役
[00:15:22.200 --> 00:15:25.040]  其實早在羅馬書十一章的時候
[00:15:25.040 --> 00:15:27.840]  他已經說自己是外邦人的仕途
[00:15:27.840 --> 00:15:31.800]  要將福音傳給外邦人
[00:15:31.800 --> 00:15:34.560]  不過這裡多了一個描述
[00:15:34.560 --> 00:15:39.200]  說他是神福音的祭司
[00:15:39.200 --> 00:15:42.120]  其實向神獻上祭身
[00:15:42.120 --> 00:15:45.600]  正正就是祭司的責任
[00:15:45.600 --> 00:15:49.360]  所以這裡保羅比喻
[00:15:49.360 --> 00:15:56.360]  他是願意將接受福音的外邦信徒
[00:15:56.360 --> 00:15:57.840]  獻給神
[00:15:57.840 --> 00:15:59.960]  成為公物
[00:15:59.960 --> 00:16:03.120]  按照舊約的律法所說
[00:16:03.120 --> 00:16:08.480]  外邦人根本就沒有資格踏足在聖殿
[00:16:08.480 --> 00:16:10.880]  莫說參與獻祭
[00:16:10.880 --> 00:16:14.040]  但是今天保羅說外邦人
[00:16:14.040 --> 00:16:15.400]  即你和我
[00:16:15.400 --> 00:16:18.520]  已經因著聖靈成為聖傑
[00:16:18.520 --> 00:16:20.800]  可蒙月立
[00:16:20.800 --> 00:16:25.520]  祭司的本質就是一個很尊貴的身份
[00:16:25.520 --> 00:16:29.200]  所以保羅在第十七節
[00:16:29.200 --> 00:16:32.280]  最後一節就這樣描述
[00:16:32.280 --> 00:16:34.240]  「所以論道神的事
[00:16:34.240 --> 00:16:39.040]  我在基督耶穌裡有可誇的」
[00:16:39.040 --> 00:16:41.720]  如果你看看現代中文譯本
[00:16:41.720 --> 00:16:43.720]  就更容易譯得清晰一點
[00:16:43.720 --> 00:16:45.080]  因為侍奉上帝
[00:16:45.080 --> 00:16:46.680]  根據上文
[00:16:46.680 --> 00:16:50.400]  特別是關乎他傳福音給外邦人
[00:16:50.400 --> 00:16:51.880]  因為這樣
[00:16:51.880 --> 00:16:55.520]  他說他覺得光榮
[00:16:55.520 --> 00:16:57.680]  過去一年
[00:16:57.680 --> 00:17:01.360]  我們都是受疫情所困擾
[00:17:01.360 --> 00:17:03.400]  過去的農曆年期間
[00:17:03.400 --> 00:17:05.680]  可能我們都未必有很多機會
[00:17:05.680 --> 00:17:08.160]  和我們的親朋戚友見面
[00:17:08.160 --> 00:17:09.800]  不要去拜年
[00:17:09.800 --> 00:17:12.280]  我不知道大家有沒有藉著
[00:17:12.280 --> 00:17:15.000]  那幾天假期的機會
[00:17:15.000 --> 00:17:18.080]  很主動去關心一下身邊的人
[00:17:18.080 --> 00:17:22.360]  甚至是和未信的人去分享信仰
[00:17:22.360 --> 00:17:27.520]  將福音的果子呈獻給神呢?
[00:17:27.520 --> 00:17:29.680]  到了第十八節
[00:17:29.680 --> 00:17:31.400]  經文這樣說
[00:17:31.400 --> 00:17:34.040]  「除了基督藉我作的那些事
[00:17:34.040 --> 00:17:36.440]  我甚麼都不敢看
[00:17:36.440 --> 00:17:39.000]  只提他藉我言語作為
[00:17:39.000 --> 00:17:41.760]  用神職其事的能力
[00:17:41.760 --> 00:17:43.680]  並聖靈的能力
[00:17:43.680 --> 00:17:47.320]  使外邦人信服」
[00:17:47.320 --> 00:17:51.560]  保羅在這裡重覆了兩次
[00:17:51.560 --> 00:17:55.800]  他說他的服事是帶有能力的
[00:17:55.800 --> 00:17:58.480]  而這個滿有能力的服事
[00:17:58.480 --> 00:18:00.760]  其實有兩個特質
[00:18:00.760 --> 00:18:01.640]  第一
[00:18:01.640 --> 00:18:06.000]  就是有一個很清晰的目的
[00:18:06.000 --> 00:18:10.280]  就是要使外邦人信服
[00:18:10.280 --> 00:18:12.200]  這個字其實
[00:18:12.200 --> 00:18:14.440]  在整卷的羅馬書
[00:18:14.440 --> 00:18:16.360]  一頭一尾
[00:18:16.360 --> 00:18:19.360]  第一章第五節已經出現了
[00:18:19.360 --> 00:18:22.560]  和第十六章二十六節
[00:18:22.560 --> 00:18:24.480]  又再說過
[00:18:24.480 --> 00:18:28.000]  神就是用了保羅
[00:18:28.000 --> 00:18:30.400]  他的言語
[00:18:30.400 --> 00:18:31.800]  他的作為
[00:18:31.800 --> 00:18:34.160]  他的神職其事
[00:18:34.160 --> 00:18:37.240]  再要加上聖靈的能力
[00:18:37.240 --> 00:18:40.560]  結果就使到外邦人
[00:18:40.560 --> 00:18:43.840]  信服在神的面前
[00:18:43.840 --> 00:18:46.880]  就好像剛才大家在敬拜的時候
[00:18:46.880 --> 00:18:48.640]  所唱的那首詩歌
[00:18:48.640 --> 00:18:53.000]  給我們的鼓勵和提醒一樣
[00:18:53.000 --> 00:18:55.400]  在1884年
[00:18:55.400 --> 00:18:58.760]  英國有一班中產的知識分子
[00:18:58.760 --> 00:19:01.920]  成立了一個叫做「費邊社」
[00:19:01.920 --> 00:19:03.440]  Fabian Society
[00:19:03.440 --> 00:19:06.640]  一個社會主義的團體
[00:19:06.680 --> 00:19:11.480]  這個名字其實是來自一個古羅馬的名將
[00:19:11.480 --> 00:19:14.520]  叫做Fabian 費邊
[00:19:14.520 --> 00:19:16.080]  他所提倡的
[00:19:16.080 --> 00:19:21.080]  就是要建構一個不需要神
[00:19:21.080 --> 00:19:25.880]  但是也可以是一個烏托邦的社會
[00:19:25.880 --> 00:19:28.560]  他們其中有一個領袖
[00:19:28.560 --> 00:19:31.560]  就是很出名的
[00:19:31.560 --> 00:19:35.000]  去寫科幻小說的一個人
[00:19:35.000 --> 00:19:38.120]  叫做威爾斯 H.G. Wells
[00:19:38.120 --> 00:19:41.280]  我不知道大家有沒有看過他的小說
[00:19:41.280 --> 00:19:44.640]  在第一次世界大戰之前兩年
[00:19:44.640 --> 00:19:46.600]  他曾經這樣說
[00:19:46.600 --> 00:19:51.680]  他說「透過知識和生物的步驟去建立新人類
[00:19:51.680 --> 00:19:53.280]  是有可能的
[00:19:53.280 --> 00:19:55.120]  我們不需要聖經
[00:19:55.120 --> 00:19:56.880]  不需要教會
[00:19:56.880 --> 00:20:01.160]  我們都可以將財富的大山剷除
[00:20:01.160 --> 00:20:07.400]  然後將它填平貧困的山谷」
[00:20:07.400 --> 00:20:08.920]  很厲害吧
[00:20:08.920 --> 00:20:10.680]  可以的 只需要神
[00:20:10.680 --> 00:20:12.520]  只需要教會
[00:20:12.520 --> 00:20:17.320]  不過他打造新世界的夢想
[00:20:17.320 --> 00:20:23.160]  不久就被第一次世界大戰打沉了
[00:20:23.160 --> 00:20:26.080]  之後1933年
[00:20:26.080 --> 00:20:29.800]  他在其中一本作品表達出
[00:20:29.800 --> 00:20:33.800]  他對戰爭那種的恐懼
[00:20:33.800 --> 00:20:36.760]  直至到他最後那本作品
[00:20:36.760 --> 00:20:40.040]  就是在第二次世界大戰期間所寫的
[00:20:40.040 --> 00:20:43.280]  《Mind at the End of Its Tether》
[00:20:43.280 --> 00:20:45.000]  他在那本書裏面
[00:20:45.000 --> 00:20:50.880]  就宣告自己對人性完全失望
[00:20:50.880 --> 00:20:52.840]  他在那本書裏面
[00:20:52.840 --> 00:20:57.720]  寫了一段很有意思的反省
[00:20:57.720 --> 00:20:59.120]  他這樣說
[00:20:59.120 --> 00:21:02.840]  「在人的胸膛裏面有一個空間
[00:21:02.840 --> 00:21:06.640]  只有神才可以將它填滿
[00:21:06.640 --> 00:21:08.800]  There is a little cavity
[00:21:08.800 --> 00:21:10.320]  somewhere in the human breast
[00:21:10.320 --> 00:21:12.680]  which can be filled by God
[00:21:12.680 --> 00:21:15.440]  and only God」
[00:21:15.440 --> 00:21:18.120]  這句說話我猜大家聽過了
[00:21:18.120 --> 00:21:20.680]  不過可能大家不知道
[00:21:20.680 --> 00:21:23.360]  它是來自H.G. Wells
[00:21:23.360 --> 00:21:27.480]  這個多年的無神論者
[00:21:27.480 --> 00:21:31.160]  他就是在神的大能
[00:21:31.160 --> 00:21:36.880]  當他見到上帝的工作的時候
[00:21:36.880 --> 00:21:42.760]  他就甘心信服在神的面前
[00:21:42.760 --> 00:21:47.800]  當神透過保羅去彰顯他的作為的時候
[00:21:47.800 --> 00:21:53.280]  在第十九節就說到福音帶來的果效
[00:21:53.280 --> 00:21:57.840]  「甚至我從耶路撒冷直轉到以利利古
[00:21:57.840 --> 00:22:01.880]  到處傳了基督的福音」
[00:22:01.880 --> 00:22:07.600]  其實保羅在《司徒行傳》22章17-21節
[00:22:07.600 --> 00:22:09.320]  曾經描述過
[00:22:09.320 --> 00:22:13.520]  他在耶路撒冷聖殿禱告的時候見到異象
[00:22:13.520 --> 00:22:18.400]  他要向外邦人傳道
[00:22:18.400 --> 00:22:21.960]  然後《加拉太書》第二章
[00:22:21.960 --> 00:22:23.800]  也告訴我們
[00:22:23.800 --> 00:22:27.480]  他這個獨特的職份
[00:22:27.480 --> 00:22:30.920]  其實是在耶路撒冷被認可的
[00:22:30.920 --> 00:22:34.480]  「及後他就轉到以利利古」
[00:22:34.480 --> 00:22:40.400]  這個地方其實在亞地亞海邊的東邊
[00:22:40.400 --> 00:22:41.720]  東岸
[00:22:41.720 --> 00:22:42.960]  馬其頓的北邊
[00:22:42.960 --> 00:22:45.680]  近意大利以北的地方
[00:22:45.680 --> 00:22:50.000]  保羅就是用了這一節聖經去總結
[00:22:50.000 --> 00:22:54.440]  他工作所走過的範圍
[00:22:54.440 --> 00:22:57.440]  「你說說完了 接著怎樣?」
[00:22:57.440 --> 00:23:01.840]  他在第20至21節繼續說
[00:23:01.840 --> 00:23:03.400]  「我納了志向
[00:23:03.400 --> 00:23:07.040]  不在基督的名被稱過的地方傳福音
[00:23:07.040 --> 00:23:10.520]  免得建造在別人的根基上
