
[00:00:00.000 --> 00:00:03.000]  在2007年的時候
[00:03:04.000 --> 00:03:06.000]  好像擺在那個行列裏面
[00:03:06.000 --> 00:03:08.000]  你們要效法我
[00:03:08.000 --> 00:03:10.000]  我就是這樣
[00:03:10.000 --> 00:03:12.000]  你聽見的見到的
[00:03:12.000 --> 00:03:13.000]  我做過的事
[00:03:13.000 --> 00:03:15.000]  你們要來照著去做
[00:03:15.000 --> 00:03:19.000]  第八節就說你們要思念這些事情
[00:03:19.000 --> 00:03:22.000]  保羅寫這本菲勒比書
[00:03:22.000 --> 00:03:25.000]  當時他在監裏面
[00:03:25.000 --> 00:03:27.000]  羅馬坐監
[00:03:27.000 --> 00:03:29.000]  菲勒比的教會
[00:03:29.000 --> 00:03:31.000]  很擔心保羅
[00:03:31.000 --> 00:03:34.000]  很愛戴這位使徒
[00:03:34.000 --> 00:03:36.000]  差遣其中一個弟兄
[00:03:36.000 --> 00:03:38.000]  爾巴弗提
[00:03:38.000 --> 00:03:40.000]  去到羅馬
[00:03:40.000 --> 00:03:42.000]  去探望保羅
[00:03:42.000 --> 00:03:45.000]  其中帶著菲勒比教會的獻金
[00:03:45.000 --> 00:03:49.000]  來支持保羅宣教的使徒
[00:03:49.000 --> 00:03:51.000]  但去到羅馬的時候
[00:03:51.000 --> 00:03:53.000]  爾巴弗提病了
[00:03:53.000 --> 00:03:55.000]  保羅也很憂心
[00:03:55.000 --> 00:03:58.000]  就寫這封菲勒比書信
[00:03:58.000 --> 00:04:02.000]  也知道在教會裏面有兩位女執事
[00:04:02.000 --> 00:04:04.000]  是有不和
[00:04:04.000 --> 00:04:07.000]  有爹和秦都基
[00:04:07.000 --> 00:04:09.000]  四章第二節
[00:04:09.000 --> 00:04:11.000]  保羅就勸這兩位的姐妹
[00:04:11.000 --> 00:04:14.000]  要在基督裏面
[00:04:14.000 --> 00:04:16.000]  來去同心
[00:04:16.000 --> 00:04:20.000]  然後就勸菲勒比的一位領袖
[00:04:20.000 --> 00:04:22.000]  和保羅是同父恩額的
[00:04:22.000 --> 00:04:26.000]  即是說為福音來擺上
[00:04:26.000 --> 00:04:29.000]  要勸這兩位的姐妹
[00:04:29.000 --> 00:04:32.000]  所以來到第四章的經文
[00:04:32.000 --> 00:04:38.000]  保羅最後要答謝菲勒比教會
[00:04:38.000 --> 00:04:42.000]  你們透過爾巴弗提帶來的捐項
[00:04:42.000 --> 00:04:45.000]  好像極美的香氣
[00:04:45.000 --> 00:04:48.000]  為神所收納的祭物
[00:04:48.000 --> 00:04:50.000]  但是我樣樣都有了
[00:04:50.000 --> 00:04:52.000]  而且充足了
[00:04:52.000 --> 00:04:53.000]  我不是因為缺乏
[00:04:53.000 --> 00:04:56.000]  所以說這些話
[00:04:56.000 --> 00:05:00.000]  保羅這樣來對這個教會的欣賞
[00:05:00.000 --> 00:05:02.000]  稱讚
[00:05:02.000 --> 00:05:04.000]  更重要的是保羅
[00:05:04.000 --> 00:05:07.000]  將他自己的生命的學習
[00:05:07.000 --> 00:05:10.000]  和菲勒比教會來分享
[00:05:10.000 --> 00:05:14.000]  第四章可以有幾個很美麗的地方
[00:05:14.000 --> 00:05:16.000]  我們可以去學習
[00:05:16.000 --> 00:05:20.000]  當然今天的重點是第八、第九兩節
[00:05:20.000 --> 00:05:22.000]  如何能夠過一個
[00:05:22.000 --> 00:05:27.000]  在基督耶穌裏面的美麗人生呢
[00:05:27.000 --> 00:05:29.000]  就是你如何能夠有一個
[00:05:29.000 --> 00:05:34.000]  和諧的、健康的人際關係呢
[00:05:34.000 --> 00:05:37.000]  保羅能夠寫一封公開的書信
[00:05:37.000 --> 00:05:39.000]  勸導兩位女執事
[00:05:39.000 --> 00:05:43.000]  要在主裏面同心相愛
[00:05:43.000 --> 00:05:45.000]  不要有那個嫌隙
[00:05:45.000 --> 00:05:48.000]  為福音擺上自己
[00:05:48.000 --> 00:05:50.000]  不要來到你左邊我去走右邊
[00:05:50.000 --> 00:05:51.000]  不要這樣
[00:05:51.000 --> 00:05:54.000]  這是一個很坦誠的教會相交
[00:05:54.000 --> 00:05:58.000]  其中很重要的健康的人際關係
[00:05:58.000 --> 00:06:00.000]  真的沒有隔夜仇
[00:06:00.000 --> 00:06:02.000]  真的大家都是為事情
[00:06:02.000 --> 00:06:04.000]  來為主耶穌
[00:06:04.000 --> 00:06:08.000]  主耶穌擺在他們的生命裏面很大
[00:06:08.000 --> 00:06:11.000]  我們要學這些功課
[00:06:11.000 --> 00:06:13.000]  我們要學習
[00:06:13.000 --> 00:06:16.000]  不要看自己看得這麼緊要
[00:06:16.000 --> 00:06:19.000]  史陀保羅就是過去他如何看自己呢
[00:06:19.000 --> 00:06:23.000]  第三章就講開一些異端的時候
[00:06:23.000 --> 00:06:26.000]  防備那些妄自行割的人
[00:06:26.000 --> 00:06:28.000]  保羅就說如果真的受割禮
[00:06:28.000 --> 00:06:30.000]  就是我們這些藉著福音
[00:06:30.000 --> 00:06:32.000]  藉著神的靈敬拜的人
[00:06:32.000 --> 00:06:36.000]  是以基督耶穌來誇耀的人
[00:06:36.000 --> 00:06:39.000]  不靠自己的肉身肉體來誇口
[00:06:39.000 --> 00:06:42.000]  第四節就講一講他自己過去
[00:06:42.000 --> 00:06:44.000]  這些就帶來紛爭
[00:06:44.000 --> 00:06:47.000]  帶來對別人的歧視
[00:06:47.000 --> 00:06:50.000]  其實我也可以靠肉體
[00:06:50.000 --> 00:06:53.000]  如果別人以為他可以靠肉體
[00:06:53.000 --> 00:06:55.000]  我更加可以
[00:06:55.000 --> 00:06:57.000]  第五節就開始數了
[00:06:57.000 --> 00:06:59.000]  生之後第八天就受割禮了
[00:06:59.000 --> 00:07:01.000]  第八天受割禮
[00:07:01.000 --> 00:07:05.000]  不是長大之後才受割禮
[00:07:05.000 --> 00:07:09.000]  是一個很名正言順的猶太人
[00:07:09.000 --> 00:07:12.000]  第八天就受割禮
[00:07:12.000 --> 00:07:19.000]  可想而知當時是非常受到人尊重的身份
[00:07:19.000 --> 00:07:21.000]  我是以色列族
[00:07:21.000 --> 00:07:23.000]  變雅敏支派的人
[00:07:23.000 --> 00:07:27.000]  是希伯來人所生的希伯來人
[00:07:27.000 --> 00:07:30.000]  就神的律法來說
[00:07:30.000 --> 00:07:32.000]  我是一個法利塞人
[00:07:32.000 --> 00:07:36.000]  是一個很嚴格遵守神律法
[00:07:36.000 --> 00:07:38.000]  以致透過這樣
[00:07:38.000 --> 00:07:41.000]  我可以得到神的恩典的一個人
[00:07:41.000 --> 00:07:43.000]  這樣理解自己
[00:07:43.000 --> 00:07:45.000]  至少他自己真的這樣認為
[00:07:45.000 --> 00:07:47.000]  神是會賜福給他的
[00:07:47.000 --> 00:07:50.000]  因為他是一個法利塞人
[00:07:52.000 --> 00:07:54.000]  熱心來說
[00:07:54.000 --> 00:07:56.000]  宗教的熱心來說
[00:07:56.000 --> 00:07:59.000]  我是曾經迫不得已迫害教會
[00:07:59.000 --> 00:08:01.000]  迫害基督教
[00:08:01.000 --> 00:08:04.000]  這位是保羅
[00:08:04.000 --> 00:08:07.000]  就律法上的義來說
[00:08:07.000 --> 00:08:11.000]  即是說如果你在律法表面的問題
[00:08:11.000 --> 00:08:13.000]  你能夠找到我有什麼錯呢
[00:08:13.000 --> 00:08:15.000]  那我就說你聰明了
[00:08:15.000 --> 00:08:17.000]  但是找不到的
[00:08:17.000 --> 00:08:20.000]  因為就律法的義來說
[00:08:20.000 --> 00:08:22.000]  是無可指責的
[00:08:22.000 --> 00:08:26.000]  這是保羅他自己對自己的認識
[00:08:26.000 --> 00:08:30.000]  是未有他看到更美
[00:08:30.000 --> 00:08:33.000]  更愛他的耶穌之前
[00:08:33.000 --> 00:08:36.000]  他對自己的評價認識
[00:08:36.000 --> 00:08:38.000]  第七節
[00:08:38.000 --> 00:08:42.000]  只是我先前以為對我有益的事情
[00:08:42.000 --> 00:08:46.000]  我現在因為基督都當作有損了
[00:08:46.000 --> 00:08:48.000]  不單止是這樣
[00:08:48.000 --> 00:08:51.000]  我將萬事當作有損
[00:08:51.000 --> 00:08:54.000]  因為我認識我主
[00:08:54.000 --> 00:08:57.000]  基督耶穌是我的自保
[00:08:57.000 --> 00:09:03.000]  保羅有這樣的人生觀的轉變
[00:09:03.000 --> 00:09:06.000]  因為基督耶穌在他的生命裡面
[00:09:06.000 --> 00:09:10.000]  來到去透洩出一種很大的榮耀
[00:09:10.000 --> 00:09:14.000]  使到他對自己的過去身份
[00:09:14.000 --> 00:09:16.000]  那些不能假的
[00:09:16.000 --> 00:09:18.000]  都是他與生俱來的
[00:09:18.000 --> 00:09:20.000]  和後天的熱心追求的
[00:09:20.000 --> 00:09:24.000]  但是保羅看這些他自己的身份
[00:09:24.000 --> 00:09:26.000]  後天的努力
[00:09:26.000 --> 00:09:29.000]  對宗教的熱心
[00:09:29.000 --> 00:09:33.000]  一併在神的天秤
[00:09:33.000 --> 00:09:35.000]  這個天秤裡面
[00:09:35.000 --> 00:09:38.000]  主耶穌完全超過了
[00:09:38.000 --> 00:09:40.000]  所以使得保羅
[00:09:40.000 --> 00:09:44.000]  他現在來到去不再這樣看自己
[00:09:44.000 --> 00:09:46.000]  他現在來看的就是
[00:09:46.000 --> 00:09:49.000]  他成為主耶穌的一個門徒
[00:09:49.000 --> 00:09:52.000]  坐牢的一個見證人
[00:09:52.000 --> 00:09:55.000]  為福音來見證
[00:09:55.000 --> 00:09:57.000]  所以當他在監裡面
[00:09:57.000 --> 00:10:00.000]  見到以巴忽提和肥納比教會
[00:10:00.000 --> 00:10:03.000]  帶來的那些捐獻的時候
[00:10:03.000 --> 00:10:06.000]  他的內心就有不由自主
[00:10:06.000 --> 00:10:09.000]  日於言表的那種感動
[00:10:09.000 --> 00:10:11.000]  就是這個教會
[00:10:11.000 --> 00:10:14.000]  來支持認同他的工作
[00:10:14.000 --> 00:10:17.000]  這個是保羅在這個時候
[00:10:17.000 --> 00:10:19.000]  寫信的時候
[00:10:19.000 --> 00:10:21.000]  那個的心路歷程
[00:10:21.000 --> 00:10:24.000]  不是一種的淺微
[00:10:24.000 --> 00:10:27.000]  他仍然有一個權定的位份
[00:10:27.000 --> 00:10:30.000]  來教導這個教會
[00:10:30.000 --> 00:10:33.000]  還可以繼續成長的
[00:10:33.000 --> 00:10:35.000]  保羅將他自己的生命
[00:10:35.000 --> 00:10:39.000]  來作為一個戰訓
[00:10:39.000 --> 00:10:43.000]  勉勵肥納比教會要追求
[00:10:43.000 --> 00:10:45.000]  健康的人際關係
[00:10:45.000 --> 00:10:47.000]  四章的第五節
[00:10:47.000 --> 00:10:51.000]  似乎有很重要的端倪
[00:10:51.000 --> 00:10:54.000]  保羅這樣來認識自己
[00:10:54.000 --> 00:10:58.000]  在基督面前的那個心靈
[00:10:58.000 --> 00:11:02.000]  要讓眾人知道你們謙讓的心
[00:11:02.000 --> 00:11:05.000]  不爭
[00:11:05.000 --> 00:11:08.000]  在教會裡面不爭
[00:11:08.000 --> 00:11:11.000]  在外面爭更加難
[00:11:11.000 --> 00:11:13.000]  外面很難去跟別人爭
[00:11:13.000 --> 00:11:15.000]  外面你沒有那個權
[00:11:15.000 --> 00:11:16.000]  沒有那個勢
[00:11:16.000 --> 00:11:17.000]  沒有那個學識
[00:11:17.000 --> 00:11:18.000]  你沒得爭
[00:11:18.000 --> 00:11:22.000]  教會可能就會帶來這種誤解
[00:11:22.000 --> 00:11:26.000]  很多時候教會就很多的競爭
[00:11:26.000 --> 00:11:29.000]  沒有了一個謙讓的心
[00:11:29.000 --> 00:11:32.000]  但是保羅更加告訴我們
[00:11:32.000 --> 00:11:35.000]  勉勵肥納比教會要有一個謙讓的心
[00:11:35.000 --> 00:11:37.000]  為什麼呢
[00:11:37.000 --> 00:11:43.000]  因為主耶穌近
[00:11:43.000 --> 00:11:46.000]  主已經近
[00:11:46.000 --> 00:11:49.000]  這個近不是主在來
[00:11:49.000 --> 00:11:52.000]  在保羅的內心
[00:11:52.000 --> 00:11:57.000]  他就時常活在主耶穌的同在裡面
[00:11:57.000 --> 00:12:00.000]  或者主耶穌常常在他的內心
[00:12:00.000 --> 00:12:03.000]  所以他有一種敬畏
[00:12:03.000 --> 00:12:05.000]  這樣叫肥納比教會
[00:12:05.000 --> 00:12:07.000]  就是要學習他
[00:12:07.000 --> 00:12:09.000]  要有一個謙讓的心靈
[00:12:09.000 --> 00:12:12.000]  不要爭
[00:12:12.000 --> 00:12:16.000]  不要爭真的很難
[00:12:16.000 --> 00:12:20.000]  教會不爭很難
[00:12:20.000 --> 00:12:22.000]  我侍奉了這麼多年
[00:12:22.000 --> 00:12:25.000]  當然自己也是其中一個
[00:12:25.000 --> 00:12:27.000]  不知不覺就會爭的
[00:12:27.000 --> 00:12:30.000]  但是真的明白了侍奉
[00:12:30.000 --> 00:12:33.000]  你就知道其實不需要爭
[00:12:33.000 --> 00:12:35.000]  別人誤解你就讓他誤解
[00:12:35.000 --> 00:12:37.000]  你自己不是這樣就行了
[00:12:37.000 --> 00:12:40.000]  你自己在神面前不是這樣就行了
[00:12:40.000 --> 00:12:42.000]  但是很多時候
[00:12:42.000 --> 00:12:45.000]  有時候一句話你記人一輩子
[00:12:45.000 --> 00:12:46.000]  何苦呢
[00:12:46.000 --> 00:12:49.000]  將那個心拿來侍奉神不就更加好
[00:12:49.000 --> 00:12:51.000]  那個力不就更加好
[00:12:51.000 --> 00:12:53.000]  何苦要這樣一回來
[00:12:53.000 --> 00:12:54.000]  一坐下
[00:12:54.000 --> 00:12:58.000]  那些恩怨情仇都出來了
[00:12:58.000 --> 00:13:02.000]  其實是魔鬼令我們分心
[00:13:02.000 --> 00:13:04.000]  記住普羅話
[00:13:04.000 --> 00:13:10.000]  當叫眾人知道你們有一個謙讓的心
[00:13:10.000 --> 00:13:15.000]  因為主已經近了
[00:13:15.000 --> 00:13:18.000]  主耶穌一直在教會裏面
[00:13:18.000 --> 00:13:21.000]  主耶穌一直是我們的元首
[00:13:21.000 --> 00:13:24.000]  所以這個第二和第五節
[00:13:24.000 --> 00:13:27.000]  是一個健康的人生
[00:13:27.000 --> 00:13:29.000]  就是人際關係
[00:13:29.000 --> 00:13:31.000]  其實很少聖經講得這麼白
[00:13:31.000 --> 00:13:33.000]  來將一些軟弱
[00:13:33.000 --> 00:13:35.000]  開名來講的
[00:13:35.000 --> 00:13:37.000]  所以可想而知
[00:13:37.000 --> 00:13:40.000]  菲律賓教會和普羅的關係
[00:13:40.000 --> 00:13:42.000]  普羅絕對不是現在寫公開信
[00:13:42.000 --> 00:13:44.000]  挖苦這兩個女人
[00:13:44.000 --> 00:13:45.000]  不是的
[00:13:45.000 --> 00:13:47.000]  是很愛這個教會
[00:13:47.000 --> 00:13:49.000]  這個教會是很愛普羅
[00:13:49.000 --> 00:13:54.000]  大家不會有任何的一些的嫌隙
[00:13:54.000 --> 00:13:58.000]  普羅真的很坦誠勸勉教會的領袖
[00:13:58.000 --> 00:14:00.000]  去幫這兩位姐妹
[00:14:00.000 --> 00:14:03.000]  要在主裏面同心
[00:14:03.000 --> 00:14:07.000]  大家不知道聽不聽牧者的教導呢
[00:14:07.000 --> 00:14:11.000]  願不願意聽牧者對你的勸勉呢
[00:14:11.000 --> 00:14:12.000]  不聽
[00:14:12.000 --> 00:14:14.000]  而你本身真的有問題
[00:14:14.000 --> 00:14:15.000]  那就沒有辦法了
[00:14:15.000 --> 00:14:18.000]  你就自己一路繼續帶著你的問題
[00:14:18.000 --> 00:14:20.000]  因為人最難的就是
[00:14:20.000 --> 00:14:22.000]  人家用心靈
[00:14:22.000 --> 00:14:25.000]  用愛心來勸勉
[00:14:25.000 --> 00:14:29.000]  來告訴你一點盲點
[00:14:29.000 --> 00:14:32.000]  或者一些可以改善的空間
[00:14:32.000 --> 00:14:34.000]  有時如果連這樣都不肯聽
[00:14:34.000 --> 00:14:37.000]  連教會都不聽牧者的教導
[00:14:37.000 --> 00:14:40.000]  一些很有經驗的領袖來勸勉你
[00:14:40.000 --> 00:14:41.000]  你都不聽
[00:14:41.000 --> 00:14:46.000]  其實你自己就繼續落在那個盲點裏面
[00:14:46.000 --> 00:14:47.000]  聖經就告訴我們
[00:14:47.000 --> 00:14:53.000]  能夠這樣去坦誠的健康的人際關係
[00:14:53.000 --> 00:14:56.000]  這個就是快樂門徒的其中一點
[00:14:56.000 --> 00:14:58.000]  第二方面
[00:14:58.000 --> 00:14:59.000]  很快就說
[00:14:59.000 --> 00:15:04.000]  平安要進駐在我們的心懷意念
[00:15:04.000 --> 00:15:06.000]  很特別的
[00:15:06.000 --> 00:15:10.000]  如果你讀《士徒行傳》十六章你就知道
[00:15:10.000 --> 00:15:15.000]  菲勒比是羅馬第一個的駐防城
[00:15:15.000 --> 00:15:18.000]  駐有重軍
[00:15:18.000 --> 00:15:20.000]  當時保羅的時代
[00:15:20.000 --> 00:15:24.000]  其實已經在標榜他們做一些駐備
[00:15:24.000 --> 00:15:28.000]  來去說羅馬的盛平
[00:15:28.000 --> 00:15:31.000]  是因為奧古斯都大帝
[00:15:31.000 --> 00:15:34.000]  所帶來的整個羅馬帝國
[00:15:34.000 --> 00:15:36.000]  一個盛平盛世
[00:15:36.000 --> 00:15:38.000]  所以叫做Women Peace
[00:15:38.000 --> 00:15:39.000]  就是那個盛世
[00:15:39.000 --> 00:15:40.000]  駐備
[00:15:40.000 --> 00:15:43.000]  所以保羅可能很諷刺地
[00:15:43.000 --> 00:15:45.000]  真正的平安
[00:15:45.000 --> 00:15:47.000]  你以為真是奧古斯都給我們的嗎
[00:15:47.000 --> 00:15:51.000]  是主耶穌帶來的真正的生命平安
[00:15:51.000 --> 00:15:54.000]  所以保羅告訴我們
[00:15:54.000 --> 00:15:57.000]  原來透過告訴神
[00:15:57.000 --> 00:16:00.000]  就可以使我們的生命
[00:16:00.000 --> 00:16:02.000]  特別是心懷意念
[00:16:02.000 --> 00:16:06.000]  心懷意念不被一件事入侵
[00:16:06.000 --> 00:16:08.000]  是什麼呢
[00:16:08.000 --> 00:16:11.000]  焦慮
[00:16:11.000 --> 00:16:16.000]  第三、第四節就已經開始說了
[00:16:16.000 --> 00:16:18.000]  對不起 第六節開始
[00:16:18.000 --> 00:16:20.000]  應當一無掛慮
[00:16:20.000 --> 00:16:25.000]  只要凡事藉著禱告祈求和感謝
[00:16:25.000 --> 00:16:26.000]  要說
[00:16:26.000 --> 00:16:30.000]  Talk to God
[00:16:30.000 --> 00:16:35.000]  平安才會進駐在你的心懷意念
[00:16:35.000 --> 00:16:38.000]  將你所要的告訴神
[00:16:38.000 --> 00:16:40.000]  然後神所賜的
[00:16:40.000 --> 00:16:43.000]  超越人所能夠了解的平安
[00:16:43.000 --> 00:16:47.000]  超越人可以理解的平安
[00:16:47.000 --> 00:16:49.000]  不是普通的
[00:16:49.000 --> 00:16:52.000]  不是現在你看到在菲律賓的外圍
[00:16:52.000 --> 00:16:54.000]  有駐軍
[00:16:54.000 --> 00:16:55.000]  我們都有啊
[00:16:55.000 --> 00:16:58.000]  石岡、新田
[00:16:58.000 --> 00:17:00.000]  有解放軍
[00:17:00.000 --> 00:17:02.000]  有駐軍
[00:17:02.000 --> 00:17:04.000]  我們很平安
[00:17:04.000 --> 00:17:08.000]  相信很少香港人會這樣平安的
[00:17:08.000 --> 00:17:10.000]  但是當時的菲律賓教會
[00:17:10.000 --> 00:17:14.000]  真的羅馬的駐軍在那裡
[00:17:14.000 --> 00:17:17.000]  菲律賓還是因為他們當時
[00:17:17.000 --> 00:17:20.000]  押注在奧古士督身上
[00:17:20.000 --> 00:17:24.000]  所以菲律賓是有一個優惠待遇的
[00:17:24.000 --> 00:17:26.000]  可以是免稅的
[00:17:26.000 --> 00:17:28.000]  所以很特別的
[00:17:28.000 --> 00:17:31.000]  保羅說這些好像有點諷刺
[00:17:31.000 --> 00:17:34.000]  但是真正的平安
[00:17:34.000 --> 00:17:38.000]  要進駐在我們大家的心靈裡面
[00:17:38.000 --> 00:17:41.000]  弟兄姊妹,這個是快樂門徒
[00:17:41.000 --> 00:17:44.000]  不是沒有難處
[00:17:44.000 --> 00:17:46.000]  不是沒有困難
[00:17:46.000 --> 00:17:51.000]  而是要求的是神的恩典
[00:17:51.000 --> 00:17:53.000]  神出人意外
[00:17:53.000 --> 00:17:58.000]  超越你和我想像得到的那個平安
[00:17:58.000 --> 00:18:01.000]  進駐在我們大家的心靈裡面
[00:18:01.000 --> 00:18:06.000]  那你就能夠將那個焦慮排除在你的心靈外面
[00:18:06.000 --> 00:18:09.000]  但是要跟神說
[00:18:09.000 --> 00:18:12.000]  要告訴神
[00:18:12.000 --> 00:18:14.000]  當然更寶貴
[00:18:14.000 --> 00:18:16.000]  如果教會
[00:18:16.000 --> 00:18:19.000]  我們能夠有同路人
[00:18:19.000 --> 00:18:21.000]  祈禱小組
[00:18:21.000 --> 00:18:24.000]  大家將我們的需要
[00:18:24.000 --> 00:18:26.000]  彼此有一種文澤
[00:18:26.000 --> 00:18:28.000]  信心信任的文澤
[00:18:28.000 --> 00:18:30.000]  這樣來禱告
[00:18:30.000 --> 00:18:31.000]  為我這件事祈禱
[00:18:31.000 --> 00:18:33.000]  我面對著一個很大的困難
[00:18:33.000 --> 00:18:36.000]  我現在面對著一個很大的試探
[00:18:36.000 --> 00:18:37.000]  為我祈禱
[00:18:37.000 --> 00:18:40.000]  有一個這樣的信任的文澤
[00:18:40.000 --> 00:18:43.000]  那個教會小組小組的這樣祈禱
[00:18:43.000 --> 00:18:47.000]  就會有很大的一個復興
[00:18:47.000 --> 00:18:49.000]  很可惜今天的教會
[00:18:49.000 --> 00:18:52.000]  星期三的晚上
[00:18:52.000 --> 00:18:55.000]  可能看TVB的人多過回教會
[00:18:55.000 --> 00:18:58.000]  開著線上的直播
[00:18:58.000 --> 00:18:59.000]  最少一集
[00:18:59.000 --> 00:19:02.000]  可能我們會有很大的損失
[00:19:02.000 --> 00:19:04.000]  其實可以有很多的重播
[00:19:04.000 --> 00:19:06.000]  但是直播的祈禱會
[00:19:06.000 --> 00:19:08.000]  每一次的參與
[00:19:08.000 --> 00:19:12.000]  就是你是不是真的看重你告訴神
[00:19:12.000 --> 00:19:16.000]  這個是快樂門徒的一個行為
[00:19:16.000 --> 00:19:18.000]  他就是看重祈禱
[00:19:18.000 --> 00:19:22.000]  知道祈禱可以幫到他的心靈
[00:19:22.000 --> 00:19:25.000]  驅趕那些焦慮
[00:19:25.000 --> 00:19:28.000]  應當一無掛慮
[00:19:28.000 --> 00:19:33.000]  這個菲律賓教會的門徒
[00:19:33.000 --> 00:19:35.000]  更寶貴了
[00:19:35.000 --> 00:19:38.000]  保羅說最後沒了
[00:19:38.000 --> 00:19:40.000]  其實舊的華本還好
[00:19:40.000 --> 00:19:45.000]  我還有未盡的話要說
[00:19:45.000 --> 00:19:48.000]  就是追求美善
[00:19:48.000 --> 00:19:52.000]  對美善的追求
[00:19:52.000 --> 00:19:55.000]  大家之前知道我有一點點糖尿病
[00:19:55.000 --> 00:19:59.000]  就開始很緊張營養標籤
[00:19:59.000 --> 00:20:01.000]  有時問營養師
[00:20:01.000 --> 00:20:02.000]  每吃一樣東西
[00:20:02.000 --> 00:20:04.000]  看看澱粉質多高
[00:20:04.000 --> 00:20:08.000]  糖分多高
[00:20:08.000 --> 00:20:09.000]  很緊張很留意
[00:20:09.000 --> 00:20:13.000]  還有一定要好天就希望踩單車
[00:20:13.000 --> 00:20:17.000]  來到山館齊下
[00:20:17.000 --> 00:20:19.000]  注重了營養
[00:20:19.000 --> 00:20:21.000]  開始知道有這個意識
[00:20:21.000 --> 00:20:24.000]  要留意對身體的影響
[00:20:24.000 --> 00:20:26.000]  有什麼是有營養的食物
