
[00:00:00.000 --> 00:00:06.000]  感謝神今日本堂的傳道人老月紅傳道在我們中間靜悟
[00:09:04.000 --> 00:09:31.000]  所以十四章就講到大衛王有一個將軍叫約阿,他知道大衛仍然想念阿沙隆,但又不知如何下台,他透過一個智慧的婦人向大衛講了一個虛構的故事,希望大衛能夠透過這個故事重新思考一下,究竟怎樣去對待阿沙隆這個兒子。
[00:09:31.000 --> 00:09:50.000]  經文講到提哥亞的婦人是一個寡婦,她有兩個兒子打架,一個兒子被另一個兒子打死了,於是家族的人就按照規律,即是律法,殺人就要填命,
[00:09:50.000 --> 00:10:06.000]  要求寡婦將殺死人的兒子交出來,然後予以死刑,這是法律的規定,殺人者死。
[00:10:06.000 --> 00:10:22.000]  另一方面,如果這個婦人交出了她唯一的兒子的時候,這個婦人就絕後了,兩個兒子,一個被殺,一個根據法律交出來又被殺,絕後了。
[00:10:22.000 --> 00:10:40.000]  而且婦人暗示,家族表面上很熱心要為死去的兒子報仇,但實際上很想殺死她唯一的兒子,好獲得她夫家所有的產業,明白嗎?
[00:10:40.000 --> 00:10:58.000]  兩個兒子都沒有了,沒有人繼後父親的遺產,於是財產歸入家族。婦人就向大衛提出這個兩難的問題,究竟是滿足律法的要求,交出兒子來接受死刑,
[00:10:58.000 --> 00:11:18.000]  還是甄恤一個可能沒有後的寡婦,而去赦免一個干犯殺人罪的少年呢?這個被稱為聰明的婦人,即是經文說她很聰明,聰明在哪裡呢?
[00:11:18.000 --> 00:11:37.000]  她用了一種漸進式的策略去演繹這個兩難故事。首先,婦人從來都沒有否認她的兒子是不需要接受法律的制裁的,她是不會否認的。她說是,要的,兒子是要接受法律的裁判。
[00:11:37.000 --> 00:12:05.000]  她同意每一個人,包括兒子都要接受這個審判,不過,如果翻開聖經,你會看到經文是這樣形容的,叫做「盼火燒盡」,盼火燒盡形容一無所有,作為一個寡婦,她的盼望就是她的兒子,一個已經死了,這個已經是事實,死了的那個回不來,無可挽回。
[00:12:05.000 --> 00:12:33.000]  但是如果另一個都死了的話,丈夫的產業就歸於宗族,而血脈也永遠都消失了。一個寡婦在一個無人無物的處境底下,還有什麼盼望和價值呢?婦人以無名無後,無生存價值,來博取大衛的同情。
[00:12:33.000 --> 00:12:52.000]  最後,婦人促使大衛判下了一個「我必為你下命令」的回應,不過這個下令沒有什麼具體的內容,距離婦人所想要達到的目的,還有一大段距離。
[00:12:52.000 --> 00:13:11.000]  所以,婦人就用第二步,以退為進的策略,向大衛說:「我主我王,願這個罪孽歸於我和我的夫家,與王和你的王位是沒有關係的。」
[00:13:11.000 --> 00:13:30.000]  如果真的要赦免她的兒子有違律法的話,因為這樣而得罪任何人的話,這個婦人說:「我願意一人做事一人當,所有的罪孽都歸在我身上。」
[00:13:30.000 --> 00:13:42.000]  這就與大衛或大衛的王朝沒有關係了,即是有事我負責,與你無關。
[00:13:42.000 --> 00:13:56.000]  基於保護到底的心態,大衛於是說:「如果有人說話為難你的話,你就帶他來我這裡,他必不會再滋擾你。」
[00:13:56.000 --> 00:14:04.000]  既然有王這個承諾的話,距離真的近了一點,目的達到八成了。
[00:14:04.000 --> 00:14:13.000]  不過這個婦人稱為聰明,真的有她聰明的理由,她慎防大衛反口。
[00:14:13.000 --> 00:14:28.000]  婦人再進一步要求大衛在耶和華面前起誓,確定沒有任何人,包括大衛他自己,都不能再追究他兒子殺人的罪責。
[00:14:28.000 --> 00:14:38.000]  而大衛也真的指著永生的耶和華起誓,他說:「你的兒子連一根頭髮也不至落在地上。」
[00:14:38.000 --> 00:14:49.000]  既然有這個承諾,大衛以及整個民族都不能再追究這個婦人兒子的殺人罪了。
[00:14:49.000 --> 00:14:53.000]  婦人的目的是不是已經達到了呢?
[00:14:53.000 --> 00:15:05.000]  不是,是因為她很巧妙地將大衛上述這個決定的原則,應用在阿沙隆的身上。
[00:15:05.000 --> 00:15:14.000]  兩個兒子打架,其中一個被殺,就比喻為阿沙隆將暗戀殺死。
[00:15:14.000 --> 00:15:19.000]  阿沙隆也需要接受這個律法的懲罰。
[00:15:19.000 --> 00:15:34.000]  婦人交出唯一的兒子之後,將會無後的處境,暗喻,即比喻暗戀死了之後,阿沙隆就是王位的繼承人。
[00:15:34.000 --> 00:15:41.000]  如果阿沙隆也被大衛殺了,或者不讓阿沙隆回來,
[00:15:41.000 --> 00:15:52.000]  那麼以色列將會沒有王繼承整個以色列國,以色列就沒有了皇帝。
[00:15:52.000 --> 00:15:59.000]  如果大衛對寡婦的兒子一案的判斷是施行恩典而赦免的話,
[00:15:59.000 --> 00:16:04.000]  那麼現在如何去對待阿沙隆呢?
[00:16:04.000 --> 00:16:08.000]  就成為一個合理的判斷。
[00:16:08.000 --> 00:16:15.000]  如果根據這個原則去判斷阿沙隆的話,這個方式就是錯。
[00:16:15.000 --> 00:16:23.000]  或者用另一個說法,既然婦人應該要判死的兒子能夠得以赦免的話,
[00:16:23.000 --> 00:16:32.000]  那麼為什麼大衛不能夠給予阿沙隆同樣的豁免呢?
[00:16:32.000 --> 00:16:39.000]  既然大衛能夠在婦人的兒子裡面赦免他的話,
[00:16:39.000 --> 00:16:44.000]  那麼對於他的真實兒子為什麼不能夠予以赦免呢?
[00:16:44.000 --> 00:16:49.000]  所以婦人最後將這個暗喻直接地表達出來,
[00:16:49.000 --> 00:16:57.000]  她說:「王為何起義做這件事,要害臣的百姓?」
[00:16:57.000 --> 00:17:03.000]  婦人指出,阿沙隆雖然是一個皇位的繼承人,
[00:17:03.000 --> 00:17:10.000]  所以阿沙隆是屬於以色列的,百姓都是屬他的。
[00:17:10.000 --> 00:17:15.000]  拒絕允許這個皇位繼承人回到以色列,
[00:17:15.000 --> 00:17:21.000]  大衛剝削了百姓和他們所預期的王同在的權利,
[00:17:21.000 --> 00:17:26.000]  也是經文所說的要害臣的百姓。
[00:17:26.000 --> 00:17:35.000]  婦人又說,「王使那逃亡的人回來,王說者說就證實自己是錯了。」
[00:17:35.000 --> 00:17:38.000]  錯誤地去對待阿沙隆,
[00:17:38.000 --> 00:17:44.000]  就是意味錯待他將要統治的整個國家。
[00:17:44.000 --> 00:17:52.000]  如果大衛處理婦人的兒子和處理阿沙隆有不同的處理手法,
[00:17:52.000 --> 00:18:00.000]  這種是雙重標準,就顯出大衛處理的手法是錯了。
[00:18:00.000 --> 00:18:08.000]  今日大衛對婦人兒子的判決打倒了昨日對阿沙隆的判決。
[00:18:08.000 --> 00:18:14.000]  即使大衛給婦人兒子一個判決,同時證明了大衛對待阿沙隆的判決,
[00:18:14.000 --> 00:18:18.000]  也是同樣犯了一個錯誤。
[00:18:18.000 --> 00:18:25.000]  一方面,大衛同意婦人被剝削的繼承人是不能夠接受的,
[00:18:25.000 --> 00:18:31.000]  但另一方面,大衛卻正在剝削以色列的繼承人。
[00:18:31.000 --> 00:18:36.000]  大衛既指著永生的威脅,又說要保護婦人的兒子,
[00:18:36.000 --> 00:18:44.000]  所以他同樣要赦免阿沙隆,讓他回到耶路撒冷。
[00:18:44.000 --> 00:18:50.000]  當然,婦人這個故事是虛構的,
[00:18:50.000 --> 00:18:55.000]  他將這個虛構的故事對比阿沙隆和暗戀相生的真實版,
[00:18:55.000 --> 00:19:03.000]  當然有很多不盡相同之處,都不可能相提並論的。
[00:19:03.000 --> 00:19:11.000]  譬如,婦人的故事中,兄弟在錢裡相爭是發生於一瞬間的時間,
[00:19:11.000 --> 00:19:17.000]  殺人可能是一種情緒上的一時衝動,未必是有預謀的,
[00:19:17.000 --> 00:19:22.000]  衝動地兩兄弟打架,錯手殺死他。
[00:19:22.000 --> 00:19:26.000]  但阿沙隆如何去對待暗戀呢?
[00:19:26.000 --> 00:19:37.000]  是經過兩年的時間去編排,是經過精心部署去設一個局去殺害暗戀,
[00:19:37.000 --> 00:19:42.000]  起碼在動機上是完全不一樣的。
[00:19:42.000 --> 00:19:51.000]  另外,婦人唯一的兒子如果真的死了,母后是真的無可挽回的,
[00:19:51.000 --> 00:19:54.000]  這是很明顯的事實。
[00:19:54.000 --> 00:20:05.000]  但另一邊廂,就算阿沙隆真的死了,大衛當時仍健在,仍有全中接載的能力,
[00:20:05.000 --> 00:20:15.000]  只是暫時沒有一個合適的繼任人,而不是完全沒有希望的情況。
[00:20:15.000 --> 00:20:25.000]  所以婦人的虛構故事是由約阿所安排,約阿安排這個婦人和大衛講。
[00:20:25.000 --> 00:20:29.000]  當然是用約阿的觀點和角度出發,
[00:20:29.000 --> 00:20:40.000]  故事新引出約阿如何看律法和恩慈的關係,而約阿是以政治角度作出發點。
[00:20:40.000 --> 00:20:47.000]  約阿是以政治角度以色列整個王國的出發點去勸喻,
[00:20:47.000 --> 00:20:56.000]  律法是需要遵守的,但會不會有些東西可以超越這個律法的規範呢?
[00:20:56.000 --> 00:21:02.000]  約阿認為百姓的福祉可以作為因待阿沙隆的一個理由,
[00:21:02.000 --> 00:21:08.000]  百姓的福祉就要有王,國家需要有王去帶領,
[00:21:08.000 --> 00:21:13.000]  阿沙隆是未來以色列的繼承人。
[00:21:13.000 --> 00:21:17.000]  如果阿沙隆是以色列王的繼承人的話,
[00:21:17.000 --> 00:21:23.000]  他有足夠理由去超越當時的律法規定。
[00:21:23.000 --> 00:21:27.000]  約阿知道大衛仍然記住這個兒子,
[00:21:27.000 --> 00:21:31.000]  但是他不能夠無視法律的要求,
[00:21:31.000 --> 00:21:37.000]  所以約阿提供了一個以政治角度出發的下台階給大衛。
[00:21:37.000 --> 00:21:42.000]  那麼大衛是不是因為這個理由而因待阿沙隆呢?
[00:21:42.000 --> 00:21:49.000]  表面上是,但實際上又不是。
[00:21:49.000 --> 00:21:54.000]  大衛雖然赦免了阿沙隆的死罪,讓他回來耶路撒冷,
[00:21:54.000 --> 00:21:59.000]  所以表面上好像是因待了阿沙隆,
[00:21:59.000 --> 00:22:06.000]  但是經文在最後說,大衛不和他見面,
[00:22:06.000 --> 00:22:12.000]  不和他見面,也沒有正式宣布他赦免了阿沙隆,
[00:22:12.000 --> 00:22:18.000]  也沒有正式說阿沙隆就是他王位的繼承人。
[00:22:18.000 --> 00:22:20.000]  所以他雖然赦免了阿沙隆,
[00:22:20.000 --> 00:22:26.000]  但並不是因為接納了約阿這個政治觀點,
[00:22:26.000 --> 00:22:31.000]  而是有另外一個因素影響了他。
[00:22:31.000 --> 00:22:36.000]  那麼大衛又用什麼角度去看律法和恩慈的關係呢?
[00:22:36.000 --> 00:22:41.000]  大衛是用自身的經驗去出發的。
[00:22:41.000 --> 00:22:48.000]  如果你看《撒姆爾記下》,我們現在看到第十四章,
[00:22:48.000 --> 00:22:51.000]  我們再看前一點,去到第十一章的時候,
[00:22:51.000 --> 00:22:56.000]  就講到大衛和畢氏巴的事件。
[00:22:56.000 --> 00:22:59.000]  大衛用妓殺害了烏里亞,
[00:22:59.000 --> 00:23:03.000]  其實自己也干犯了一個殺人罪。
[00:23:03.000 --> 00:23:06.000]  所以先知拿丹對大衛這樣說,
[00:23:06.000 --> 00:23:09.000]  他說你為什麼藐視耶華的命令,
[00:23:09.000 --> 00:23:12.000]  做他眼中看為惡的事?
[00:23:12.000 --> 00:23:14.000]  你用刀擊殺黑人烏里亞,
[00:23:14.000 --> 00:23:19.000]  又取了他的妻子為妻。
[00:23:19.000 --> 00:23:22.000]  當時先知提醒大衛,
[00:23:22.000 --> 00:23:25.000]  你干犯了一個罪。
[00:23:25.000 --> 00:23:26.000]  大衛怎樣呢?
[00:23:26.000 --> 00:23:29.000]  大衛當時承認自己的罪,
[00:23:29.000 --> 00:23:31.000]  他說我得罪了耶華華了。
[00:23:31.000 --> 00:23:35.000]  最後的結果就是神恩待大衛,
[00:23:35.000 --> 00:23:38.000]  神赦免了大衛。
[00:23:38.000 --> 00:23:41.000]  先知拿丹代表上帝對大衛這樣說,
[00:23:41.000 --> 00:23:43.000]  耶華華已經除去你的罪了,
[00:23:43.000 --> 00:23:47.000]  你必不至於死。
[00:23:47.000 --> 00:23:51.000]  上帝以恩慈代替了律法,
[00:23:51.000 --> 00:23:55.000]  來處理大衛殺人奪妻的事件。
[00:23:55.000 --> 00:24:00.000]  既然神以恩慈赦免了自己的殺人罪,
[00:24:00.000 --> 00:24:08.000]  所以大衛也以恩慈赦免了阿沙隆的殺人罪。
[00:24:08.000 --> 00:24:10.000]  因此大衛用自身的經歷,
[00:24:10.000 --> 00:24:17.000]  去體驗律法和恩慈的關係。
[00:24:17.000 --> 00:24:21.000]  不過上帝有恩慈並不等於沒有懲罰。
[00:24:21.000 --> 00:24:24.000]  大衛雖然被告一死,
[00:24:24.000 --> 00:24:28.000]  但最後他的兒子就代他死了。
[00:24:28.000 --> 00:24:30.000]  相對於大衛對阿沙隆,
[00:24:30.000 --> 00:24:33.000]  他雖然赦免了阿沙隆一死,
[00:24:33.000 --> 00:24:41.000]  但大衛沒有對阿沙隆所犯的錯有任何具體的懲罰。
[00:24:41.000 --> 00:24:46.000]  或者大衛認為不見阿沙隆就是一種懲罰,
[00:24:46.000 --> 00:24:50.000]  但這種單純的赦免,
[00:24:50.000 --> 00:24:54.000]  而沒有具體的懲罰的做法,
[00:24:54.000 --> 00:24:58.000]  不能讓阿沙隆有反省的機會,
[00:24:58.000 --> 00:25:05.000]  因此也造成日後阿沙隆反叛的一個伏線。
[00:25:05.000 --> 00:25:09.000]  約克提出以恩慈超越律法,
[00:25:09.000 --> 00:25:12.000]  是用政治的角度出發,
[00:25:12.000 --> 00:25:17.000]  而大衛就從自身的經歷出發。
[00:25:17.000 --> 00:25:22.000]  故事也涉及被寬恕的阿沙隆,
[00:25:22.000 --> 00:25:28.000]  究竟阿沙隆如何看父親對他的恩慈呢?
[00:25:28.000 --> 00:25:33.000]  這段經文並沒有描述阿沙隆的想法,
[00:25:33.000 --> 00:25:38.000]  但從後來阿沙隆對大衛的叛變的結果來推斷,
[00:25:38.000 --> 00:25:44.000]  阿沙隆根本是很輕視父親對他的寬恕。
[00:25:44.000 --> 00:25:47.000]  所以大衛雖然赦免了他的罪,
[00:25:47.000 --> 00:25:53.000]  但卻滿足不了阿沙隆的野心。
[00:25:53.000 --> 00:25:57.000]  阿沙隆無視律法的懲罰精神,
[00:25:57.000 --> 00:26:01.000]  殺了人,他不覺得需要有任何懲罰,
[00:26:01.000 --> 00:26:08.000]  他也不需要覺得他為了自己所做的一切而付出代價,
[00:26:08.000 --> 00:26:12.000]  他也不珍惜這份超越律法的恩慈,
[00:26:12.000 --> 00:26:18.000]  父親對他的赦免應該有悔改的心,
[00:26:18.000 --> 00:26:25.000]  或者起碼要有悔改的心去回應父親對他的一種赦免。
[00:26:25.000 --> 00:26:28.000]  換另一個說法,
[00:26:28.000 --> 00:26:33.000]  阿沙隆可能是一個不能夠知恩圖報的人,
[00:26:33.000 --> 00:26:36.000]  或者是一個知恩不報的人,
[00:26:36.000 --> 00:26:44.000]  一個只滿足自己而從來不想為他人付出的人。
[00:26:44.000 --> 00:26:51.000]  律法的原則是要建立我們,而不是摧毀我們。
[00:26:51.000 --> 00:26:58.000]  恩慈的原則是要承載著我們的生命,而不是摧毀生命。
[00:26:58.000 --> 00:27:03.000]  律法的重點是要人知罪,而不是懲罰。
[00:27:03.000 --> 00:27:10.000]  恩慈的重點是憐憫,而不是講求權利。
[00:27:10.000 --> 00:27:16.000]  律法的執行是要人知道有限制,不能夠任意妄為。
[00:27:16.000 --> 00:27:27.000]  恩慈的執行是要講寬恕,而不是單單指出別人的缺點。
[00:27:27.000 --> 00:27:34.000]  最近看新聞,又見到一單類似的情況。
[00:27:34.000 --> 00:27:42.000]  有一對夫婦申請了公屋,申請了七年了。
[00:27:42.000 --> 00:27:46.000]  以前說三年半可以上樓,現在是假的了,七年。
[00:27:46.000 --> 00:27:54.000]  申請了七年,申請了公屋,派單位了,兩夫婦都很開心。
[00:27:54.000 --> 00:28:00.000]  解了樓,等著入伙簽約。
[00:28:00.000 --> 00:28:08.000]  這段時間,丈夫患了急病,去世了。
[00:28:08.000 --> 00:28:14.000]  很傷心,是嗎?
[00:28:14.000 --> 00:28:20.000]  將這個傷心的消息告訴房署,
[00:28:20.000 --> 00:28:26.000]  丈夫去世了,職員就跟配偶說,
[00:28:26.000 --> 00:28:42.000]  「這樣嗎?你現在只有一個人,你要重新登記再排過。」
[00:28:42.000 --> 00:28:52.000]  職員跟太太說,「你要重新入紙,申請一人單位。」
[00:28:52.000 --> 00:28:55.000]  我不知道最後的結果是怎樣。
[00:28:55.000 --> 00:29:02.000]  律法與恩慈,如果你有份去決定這一單,
[00:29:02.000 --> 00:29:09.000]  房屋編配的申請,你要怎樣處理?
[00:29:09.000 --> 00:29:13.000]  房署職員說的是律法,
[00:29:13.000 --> 00:29:19.000]  你七年前申請的時候是由兩個人申請的,
[00:29:19.000 --> 00:29:27.000]  房屋還未給你,你已經由兩個人轉為一個人,
[00:29:27.000 --> 00:29:32.000]  重新入紙,這是律法的規定。
[00:29:32.000 --> 00:29:36.000]  當然可以有恩慈去決定,
[00:29:36.000 --> 00:29:40.000]  恩慈在決定權在誰手上?
[00:29:40.000 --> 00:29:46.000]  在處理案件的官員手上。
[00:29:46.000 --> 00:29:48.000]  甘孫家,弟兄姊妹,
[00:29:48.000 --> 00:29:56.000]  在上述經文的故事中,我們可以有甚麼反省呢?
[00:29:56.000 --> 00:30:01.000]  我們一定不是大衛,我們也不是阿沙奴,
[00:30:01.000 --> 00:30:05.000]  我們沒有一個殺人罪的背景,是嗎?
[00:30:05.000 --> 00:30:10.000]  大衛殺了人,阿沙奴也殺了人,
[00:30:10.000 --> 00:30:14.000]  但我們同樣是一個大罪之身,
[00:30:14.000 --> 00:30:18.000]  只不過是罪名不同。
[00:30:18.000 --> 00:30:21.000]  我們不要學阿沙奴,
[00:30:21.000 --> 00:30:27.000]  他輕視了大衛對他的恩慈,而我們呢?
[00:30:27.000 --> 00:30:34.000]  我們不要輕視神對我們的恩慈。
[00:30:34.000 --> 00:30:41.000]  如果我們今天在此承認自己是一個罪人的話,
[00:30:41.000 --> 00:30:45.000]  羅馬書就講得很清楚了,
[00:30:45.000 --> 00:30:50.000]  他的罪的功架就是死。
[00:30:50.000 --> 00:30:52.000]  我們就好像阿沙奴一樣,
[00:30:52.000 --> 00:30:55.000]  是一個待罪之身,
[00:30:55.000 --> 00:30:59.000]  等待著死刑的來臨。
[00:30:59.000 --> 00:31:02.000]  在主耶穌再回來的時候,
[00:31:02.000 --> 00:31:08.000]  我們就會被宣判永遠的死亡。
[00:31:08.000 --> 00:31:12.000]  不過,恩典的就是,
[00:31:12.000 --> 00:31:16.000]  主耶穌的恩典來到我們每一個人的身上。
[00:31:16.000 --> 00:31:19.000]  我們每一個人藉著主耶穌,
[00:31:19.000 --> 00:31:23.000]  可以和神建立一個新的關係。
[00:31:23.000 --> 00:31:26.000]  我們今天成為一個新造的人,
[00:31:26.000 --> 00:31:30.000]  我們今天成為神的兒女,
[00:31:30.000 --> 00:31:32.000]  我們今天,
[00:31:32.000 --> 00:31:35.000]  因著神的緣故,
[00:31:35.000 --> 00:31:40.000]  我們不是一個待罪之身,
[00:31:40.000 --> 00:31:44.000]  是因為神的恩典臨到我們這裡。
[00:31:44.000 --> 00:31:47.000]  我們既然被神的恩典去對待,
[00:31:47.000 --> 00:31:50.000]  借面了我們那個必死的罪,
[00:31:50.000 --> 00:31:52.000]  亦讓我們成為神的兒女,
[00:31:52.000 --> 00:31:55.000]  得享一個永恆的福樂,
[00:31:55.000 --> 00:31:59.000]  我們會不會好像阿沙奴一樣,
[00:31:59.000 --> 00:32:07.000]  輕視這一份從上帝而來給我們的恩典?
[00:32:07.000 --> 00:32:11.000]  今天我們領受了一份恩賜,
[00:32:11.000 --> 00:32:14.000]  我們又可不可以同樣以一份恩賜,
[00:32:14.000 --> 00:32:18.000]  去對待我們身邊的每一個人呢?
[00:32:18.000 --> 00:32:20.000]  各位弟兄姊妹,
[00:32:20.000 --> 00:32:25.000]  今天我講題是「律法與恩賜」。
[00:32:25.000 --> 00:32:27.000]  信徒我們固然要尊重律法,
[00:32:27.000 --> 00:32:30.000]  我們要依法而行,
[00:32:30.000 --> 00:32:34.000]  同時亦有上帝那種恩賜相待,
[00:32:34.000 --> 00:32:38.000]  我們有超越律法那種心,
[00:32:38.000 --> 00:32:43.000]  生命需要被尊重,
[00:32:43.000 --> 00:32:48.000]  生命需要被建立,
[00:32:48.000 --> 00:32:53.000]  誰建立我們的生命?
[00:32:53.000 --> 00:32:56.000]  現在是2018年12月,
[00:32:56.000 --> 00:32:58.000]  過多兩個星期,
[00:32:58.000 --> 00:33:00.000]  2019年1月,
[00:33:00.000 --> 00:33:03.000]  我們教會便推行兩堂崇拜,
[00:33:03.000 --> 00:33:10.000]  你們不要再在八時半回來,
[00:33:10.000 --> 00:33:14.000]  否則要在這裡等半小時。
[00:33:14.000 --> 00:33:17.000]  我們會不會可以在崇拜之後,
[00:33:17.000 --> 00:33:19.000]  留下一會兒,
[00:33:19.000 --> 00:33:22.000]  與新生的會口聊聊天?
[00:33:22.000 --> 00:33:25.000]  我們很多時候坐的位置都很固定,
[00:33:25.000 --> 00:33:27.000]  坐在左邊便坐在左邊,
[00:33:27.000 --> 00:33:28.000]  坐在右邊便坐在右邊,
[00:33:28.000 --> 00:33:29.000]  坐在後面便坐在後面,
[00:33:29.000 --> 00:33:31.000]  前面便坐在前面,
[00:33:31.000 --> 00:33:33.000]  你認不認識你隔壁的人?
[00:33:33.000 --> 00:33:36.000]  你認不認識你前前後後的人?
[00:33:36.000 --> 00:33:38.000]  他叫甚麼名字?
[00:33:38.000 --> 00:33:39.000]  在哪個團體工作?
[00:33:39.000 --> 00:33:42.000]  有沒有上書學校?
[00:33:42.000 --> 00:33:44.000]  之餘之餘之餘之餘之餘,
[00:33:44.000 --> 00:33:46.000]  你有沒有關心過他?
[00:33:46.000 --> 00:33:47.000]  因為你每一個星期回來,
[00:33:47.000 --> 00:33:49.000]  坐在一個固定位置,
[00:33:49.000 --> 00:33:51.000]  聽完崇拜,
[00:33:51.000 --> 00:33:58.000]  然後你便去喝茶。
[00:33:58.000 --> 00:34:00.000]  會不會留多一會兒,
[00:34:00.000 --> 00:34:03.000]  與你隔壁的弟兄姊妹聊聊天,
