
[00:00:00.000 --> 00:00:02.000]  神的心意当中
[00:05:31.000 --> 00:05:34.000]  而耶稣第二次被人打断的讲论
[00:05:34.000 --> 00:05:37.000]  就正正在十三章的一节
[00:05:37.000 --> 00:05:43.000]  这次有人将比拉多杀害加利利人的事件提出来
[00:05:43.000 --> 00:05:44.000]  来到这里
[00:05:44.000 --> 00:05:49.000]  我们可能对耶稣所处身的场景有一个概念
[00:05:49.000 --> 00:05:53.000]  原来耶稣在这里做的是一个自由的演说
[00:05:53.000 --> 00:05:56.000]  耶稣和几万人聊天
[00:05:56.000 --> 00:05:58.000]  按心意而讲
[00:05:58.000 --> 00:06:00.000]  有人打断他
[00:06:00.000 --> 00:06:02.000]  或者有人回应他
[00:06:02.000 --> 00:06:05.000]  他就随着被打断的话题
[00:06:05.000 --> 00:06:07.000]  再提出一个教导
[00:06:07.000 --> 00:06:10.000]  这次打断耶稣的讲论是一件什么事呢
[00:06:10.000 --> 00:06:15.000]  打断耶稣的人将一件涉及比拉多的事提出来
[00:06:15.000 --> 00:06:18.000]  究竟这件事的来龙去脉是怎样的呢
[00:06:18.000 --> 00:06:23.000]  我们知道比拉多是罗马政府派对巴勒斯坦
[00:06:23.000 --> 00:06:26.000]  管理犹太人的一个巡抚
[00:06:26.000 --> 00:06:29.000]  他对犹太人既无好感
[00:06:29.000 --> 00:06:32.000]  也不尊重犹太人的宗教文化
[00:06:32.000 --> 00:06:35.000]  甚至私自来用圣殿的捐款
[00:06:35.000 --> 00:06:39.000]  去改善耶路撒冷的供水系统
[00:06:39.000 --> 00:06:42.000]  所以犹太人对他很不满
[00:06:42.000 --> 00:06:45.000]  经常去比拉多抗议
[00:06:45.000 --> 00:06:51.000]  比拉多就是在这群反对者正在圣殿献祭的时候
[00:06:51.000 --> 00:06:54.000]  就派士兵去清算他们
[00:06:54.000 --> 00:06:57.000]  不单单杀了他们
[00:06:57.000 --> 00:07:03.000]  还将他们死者的鲜血淋在他们献给神的祭物上
[00:07:03.000 --> 00:07:09.000]  犹太人当然认为比拉多是蚀住他们的信仰
[00:07:09.000 --> 00:07:14.000]  但是比拉多的目的本身就是要杀一儆百
[00:07:14.000 --> 00:07:17.000]  所以根本不会理会犹太人的反应
[00:07:17.000 --> 00:07:20.000]  所以犹太人对比拉多极之反感
[00:07:20.000 --> 00:07:25.000]  不过犹太人向耶稣提问的焦点不是去讨论比拉多
[00:07:25.000 --> 00:07:27.000]  因为对于犹太人来说
[00:07:27.000 --> 00:07:29.000]  比拉多是一个外邦人
[00:07:29.000 --> 00:07:32.000]  不值得他们关心
[00:07:32.000 --> 00:07:37.000]  犹太人所关心的是比拉多杀害的那群犹太人
[00:07:37.000 --> 00:07:43.000]  他们认为一个人的生命不应该夭折或者早死
[00:07:43.000 --> 00:07:47.000]  被神祝福的生命是应该寿终的
[00:07:47.000 --> 00:07:49.000]  寿终是什么意思
[00:07:49.000 --> 00:07:51.000]  就是自然死亡
[00:07:51.000 --> 00:07:55.000]  如果生命不能够寿终是因为有罪
[00:07:55.000 --> 00:07:59.000]  或者得罪了神的缘故
[00:07:59.000 --> 00:08:03.000]  向耶稣提问的人所提出的问题的核心就是
[00:08:03.000 --> 00:08:07.000]  这群被比拉多杀害的人是不是有罪呢
[00:08:07.000 --> 00:08:09.000]  他们是不是得罪了神呢
[00:08:09.000 --> 00:08:14.000]  他们是不是被神审判以至遭遇杀害呢
[00:08:14.000 --> 00:08:17.000]  所以耶稣第一个回应就是
[00:08:17.000 --> 00:08:22.000]  你们以为这些加里利人比其他加里利人更有罪吗
[00:08:22.000 --> 00:08:26.000]  所以受这个害吗
[00:08:26.000 --> 00:08:28.000]  耶稣反问之后
[00:08:28.000 --> 00:08:31.000]  接着就提出了一个答案
[00:08:31.000 --> 00:08:33.000]  不是啊
[00:08:33.000 --> 00:08:35.000]  不是
[00:08:35.000 --> 00:08:39.000]  你们若不悔改都同样要没亡
[00:08:39.000 --> 00:08:42.000]  同时耶稣为了印证自己的观点
[00:08:42.000 --> 00:08:46.000]  再举出了另一个例子去说明
[00:08:46.000 --> 00:08:47.000]  第四节
[00:08:47.000 --> 00:08:52.000]  从前西来亚流倒塌压死了十八个人
[00:08:52.000 --> 00:08:57.000]  你们以为那些人比一切住在耶路撒冷的人更有罪吗
[00:08:57.000 --> 00:09:02.000]  原来在耶路撒冷曾经发生了一件倒塌事件
[00:09:02.000 --> 00:09:04.000]  有十八个人死了
[00:09:04.000 --> 00:09:06.000]  当时犹太人也都认为
[00:09:06.000 --> 00:09:11.000]  这十八个人遭遇的意外而死亡是因为他们有罪
[00:09:11.000 --> 00:09:15.000]  所以才遭到这个意外
[00:09:15.000 --> 00:09:17.000]  耶稣同样的回应
[00:09:17.000 --> 00:09:19.000]  我告诉你们
[00:09:19.000 --> 00:09:21.000]  不是啊
[00:09:21.000 --> 00:09:25.000]  你们若不悔改都照样要灭亡
[00:09:25.000 --> 00:09:29.000]  究竟耶稣想表达一个什么信息
[00:09:29.000 --> 00:09:34.000]  好像有一种答非所问的感觉
[00:09:34.000 --> 00:09:38.000]  群众有人问那些死者是不是有罪
[00:09:38.000 --> 00:09:41.000]  耶稣就说他们不是有罪
[00:09:41.000 --> 00:09:43.000]  不过如果你们不悔改
[00:09:43.000 --> 00:09:46.000]  你们一样会灭亡
[00:09:46.000 --> 00:09:53.000]  原来耶稣想告诉这几万个犹太人知道
[00:09:53.000 --> 00:09:57.000]  那些加里利人在圣殿无辜被杀
[00:09:57.000 --> 00:10:02.000]  以及西来亚流被扭压死的十八个人一样
[00:10:02.000 --> 00:10:06.000]  都不是因为特别有罪而遭受祸患
[00:10:06.000 --> 00:10:09.000]  也不是因为神的审判而死亡
[00:10:09.000 --> 00:10:13.000]  事实上在圣殿无辜被杀的人
[00:10:13.000 --> 00:10:15.000]  和倒楼被砸死的十八个人
[00:10:15.000 --> 00:10:20.000]  以及围住在耶稣身边的三万多个犹太人一样
[00:10:20.000 --> 00:10:25.000]  在神面前都是罪人
[00:10:25.000 --> 00:10:28.000]  每一个人都有罪
[00:10:28.000 --> 00:10:34.000]  而罪没有特别或不特别之分
[00:10:34.000 --> 00:10:37.000]  如果神按照每一个人所犯的罪
[00:10:37.000 --> 00:10:40.000]  要即时施行审判的话
[00:10:40.000 --> 00:10:47.000]  每一个人都要立刻面对死亡的惩罚
[00:10:47.000 --> 00:10:50.000]  因此耶稣在这里提出了一个
[00:10:50.000 --> 00:10:54.000]  让所有人都应该反思的议题
[00:10:54.000 --> 00:10:59.000]  就是我们不应该问他们为什么会死
[00:10:59.000 --> 00:11:04.000]  而应该问我们应该如何活
[00:11:04.000 --> 00:11:07.000]  也就是今天我所说的题目
[00:11:07.000 --> 00:11:10.000]  活在神的心意当中
[00:11:10.000 --> 00:11:14.000]  耶稣的回应改变了提问的含义
[00:11:14.000 --> 00:11:17.000]  每一个事件都是一个悲剧
[00:11:17.000 --> 00:11:22.000]  但是悲剧同时凸显出一个真理
[00:11:22.000 --> 00:11:25.000]  每一个人都要面对死亡
[00:11:25.000 --> 00:11:29.000]  死亡存在在一个堕落被污染的世界里
[00:11:29.000 --> 00:11:33.000]  死亡可以毫无先兆地驾驶来到
[00:11:33.000 --> 00:11:38.000]  死亡缩短了一个本来可以活得较长久的生命
[00:11:38.000 --> 00:11:43.000]  死亡同时破坏了神创造的目的
[00:11:43.000 --> 00:11:47.000]  没有东西比这种悲剧更能暴露出
[00:11:47.000 --> 00:11:53.000]  我们人人都有一死这个事实
[00:11:53.000 --> 00:11:57.000]  耶稣指出应该叫人深思的
[00:11:57.000 --> 00:12:01.000]  不是那些个别生命被缩短的问题
[00:12:01.000 --> 00:12:04.000]  不是去计较谁活得长些
[00:12:04.000 --> 00:12:07.000]  谁活得短暂一些
[00:12:07.000 --> 00:12:11.000]  而是人生总有一个终结的事实
[00:12:11.000 --> 00:12:15.000]  这就引起了一个更加基本的问题
[00:12:15.000 --> 00:12:19.000]  究竟人死后会怎样
[00:12:19.000 --> 00:12:22.000]  我们怎样才能够避免死亡
[00:12:22.000 --> 00:12:27.000]  或者避免死亡是否成为我们终局的结局
[00:12:27.000 --> 00:12:29.000]  耶稣将一个肉身死亡的问题
[00:12:29.000 --> 00:12:34.000]  变成了一个可能是永恒刑罚的问题
[00:12:34.000 --> 00:12:38.000]  圣经在启示录称之为第二次的死
[00:12:38.000 --> 00:12:44.000]  所以耶稣极力劝诫在场的几万个犹太人要悔改
[00:12:44.000 --> 00:12:48.000]  否则所有人都要灭亡
[00:12:48.000 --> 00:12:52.000]  不单止是那种失去肉身的死亡
[00:12:52.000 --> 00:12:57.000]  耶稣的意思是死亡将人带到神面前
[00:12:57.000 --> 00:13:02.000]  面对一个决定性对付罪的审判
[00:13:02.000 --> 00:13:06.000]  不论那个人是犯了一个鸡毛蒜皮的罪
[00:13:06.000 --> 00:13:09.000]  还是罪行滔天
[00:13:09.000 --> 00:13:12.000]  除非他立刻悔改
[00:13:12.000 --> 00:13:19.000]  否则将来与神会面的时候就难以存活了
[00:13:19.000 --> 00:13:24.000]  耶稣想提出真正永远令人灭亡的
[00:13:24.000 --> 00:13:26.000]  不是这一个一生的死亡
[00:13:26.000 --> 00:13:31.000]  而是罪恶带来的第二次的死
[00:13:31.000 --> 00:13:36.000]  耶稣再次延续上次被人打断之后所提出的教训
[00:13:36.000 --> 00:13:40.000]  上次他说今生所追求的不是财富
[00:13:40.000 --> 00:13:42.000]  你的财宝在哪里
[00:13:42.000 --> 00:13:44.000]  你的心就在哪里
[00:13:44.000 --> 00:13:45.000]  这次要说
[00:13:45.000 --> 00:13:49.000]  要避免生命被审判而灭亡的话
[00:13:49.000 --> 00:13:51.000]  请你悔改归向神
[00:13:51.000 --> 00:13:55.000]  将你的心归回神那里
[00:13:55.000 --> 00:13:58.000]  承接着人人都有一死
[00:13:58.000 --> 00:14:02.000]  面对审判我们今生如何去活这个引言之后
[00:14:02.000 --> 00:14:07.000]  耶稣就说了一个无花果树的比喻
[00:14:07.000 --> 00:14:11.000]  去说明今天我们的生活态度
[00:14:11.000 --> 00:14:14.000]  我们了解了经文背景之后
[00:14:14.000 --> 00:14:17.000]  我们开始进入今天讲到的主题
[00:14:17.000 --> 00:14:21.000]  活在神的心意当中
[00:14:21.000 --> 00:14:23.000]  耶稣说比喻有一个特色
[00:14:23.000 --> 00:14:26.000]  就是以当时群众所熟悉的事件
[00:14:26.000 --> 00:14:29.000]  或者事物去作为一个题材
[00:14:29.000 --> 00:14:34.000]  当时所有犹太人都明白葡萄园是寓意什么
[00:14:34.000 --> 00:14:37.000]  诗篇在八十篇第十四节里说
[00:14:37.000 --> 00:14:39.000]  万君之神求你转回
[00:14:39.000 --> 00:14:41.000]  从天上垂看观察
[00:14:41.000 --> 00:14:44.000]  眷顾这棵葡萄树
[00:14:44.000 --> 00:14:49.000]  诗人是以葡萄树来比喻以色列
[00:14:49.000 --> 00:14:52.000]  在《以赛亚书》同样在五章一节说
[00:14:52.000 --> 00:14:54.000]  我要为我亲爱的唱歌
[00:14:54.000 --> 00:14:57.000]  我所爱的哈的葡萄园之歌
[00:14:57.000 --> 00:15:01.000]  先知也以葡萄园来比喻以色列
[00:15:01.000 --> 00:15:05.000]  葡萄园葡萄树固然是形容以色列这个民族
[00:15:05.000 --> 00:15:10.000]  这个是所有犹太人都入了脑
[00:15:10.000 --> 00:15:13.000]  但是耶稣却采用了旧约
[00:15:13.000 --> 00:15:15.000]  尼加书七章一节
[00:15:15.000 --> 00:15:19.000]  作为这次比喻的一个场景
[00:15:19.000 --> 00:15:20.000]  尼加书七章一节这样说
[00:15:20.000 --> 00:15:22.000]  我有祸了
[00:15:22.000 --> 00:15:24.000]  我好象夏日收割的果子
[00:15:24.000 --> 00:15:28.000]  又如收成之后剩余的葡萄
[00:15:28.000 --> 00:15:30.000]  没有一挂可吃的
[00:15:30.000 --> 00:15:37.000]  也没有我心所渴望初熟的无花果
[00:15:37.000 --> 00:15:41.000]  先知尼加记载了神在以色列的一个果园里面
[00:15:41.000 --> 00:15:45.000]  去寻找无花果和葡萄
[00:15:45.000 --> 00:15:48.000]  很可惜一无所获
[00:15:48.000 --> 00:15:50.000]  耶稣就借用了这个场景
[00:15:50.000 --> 00:15:54.000]  讲了这个无花果树的比喻
[00:15:54.000 --> 00:15:58.000]  今天我们的讲题是活在神的心意里面
[00:15:58.000 --> 00:16:00.000]  我们就从这个比喻去明白
[00:16:00.000 --> 00:16:05.000]  活在神的心意里面的三个信仰态度
[00:16:05.000 --> 00:16:06.000]  第一
[00:16:06.000 --> 00:16:09.000]  活在神的心意里面我们要自觉
[00:16:09.000 --> 00:16:13.000]  能够被神揀选是一个因点
[00:16:13.000 --> 00:16:17.000]  比喻记载了有一个葡萄园的园主
[00:16:17.000 --> 00:16:21.000]  将一棵无花果树栽在葡萄园里面
[00:16:21.000 --> 00:16:24.000]  当时巴勒斯坦地的葡萄园
[00:16:24.000 --> 00:16:27.000]  都有特别的管理和栽种的方法
[00:16:27.000 --> 00:16:30.000]  以培植上好的葡萄
[00:16:30.000 --> 00:16:34.000]  希望能够结出一些美好多汁的果子
[00:16:34.000 --> 00:16:37.000]  因此每一块土地都是珍贵的
[00:16:37.000 --> 00:16:41.000]  所以每一块土地都会有园丁负责照顾
[00:16:41.000 --> 00:16:46.000]  以确保土地能够结出最好品质的果实
[00:16:46.000 --> 00:16:49.000]  无花果呢?
[00:16:49.000 --> 00:16:51.000]  无花果有两种
[00:16:51.000 --> 00:16:53.000]  一种是有人培植的
[00:16:53.000 --> 00:16:55.000]  一种是野生的
[00:16:55.000 --> 00:16:58.000]  野生的无花果树在当时随处可见
[00:16:58.000 --> 00:17:01.000]  但未必能够结出果实
[00:17:01.000 --> 00:17:02.000]  因为没有人打理
[00:17:02.000 --> 00:17:04.000]  也缺乏营养
[00:17:04.000 --> 00:17:07.000]  栽种无花果树的人也不多
[00:17:07.000 --> 00:17:12.000]  因为无花果要三年才能结出果实
[00:17:12.000 --> 00:17:15.000]  如果你是一个农夫
[00:17:15.000 --> 00:17:19.000]  你不太愿意栽种无花果树
[00:17:19.000 --> 00:17:22.000]  你反而愿意栽种葡萄树
[00:17:22.000 --> 00:17:25.000]  因为葡萄树一年就可以有果实
[00:17:25.000 --> 00:17:27.000]  由于收益不稳定
[00:17:27.000 --> 00:17:29.000]  而且风险很高
[00:17:29.000 --> 00:17:31.000]  所以没什么人愿意冒险
[00:17:31.000 --> 00:17:33.000]  去栽种无花果树
[00:17:33.000 --> 00:17:35.000]  要等三年
[00:17:35.000 --> 00:17:38.000]  相反栽种葡萄的人就多了
[00:17:38.000 --> 00:17:40.000]  因为葡萄每年都有收成
[00:17:40.000 --> 00:17:43.000]  葡萄园的主人出于爱心
[00:17:43.000 --> 00:17:49.000]  将一部分土地用来栽种三年才能结出果实的无花果树
[00:17:49.000 --> 00:17:55.000]  也让这棵无花果树得到园丁的照顾
[00:17:55.000 --> 00:18:02.000]  耶稣借着这个比喻对这三万多位围观的犹太人说
[00:18:02.000 --> 00:18:04.000]  神在众多的民族里面
[00:18:04.000 --> 00:18:08.000]  你简算了以色列这个民族
[00:18:08.000 --> 00:18:14.000]  让这个民族成为神的子民
[00:18:14.000 --> 00:18:17.000]  神将以色列归入这个葡萄园里面
[00:18:17.000 --> 00:18:19.000]  悉心的栽种
[00:18:19.000 --> 00:18:23.000]  不是因为以色列有什么特别
[00:18:23.000 --> 00:18:25.000]  不是因为以色列有什么强处
[00:18:25.000 --> 00:18:28.000]  而是神的恩典
[00:18:28.000 --> 00:18:32.000]  一棵无花果树如果生在野外
[00:18:32.000 --> 00:18:34.000]  不会有人理会
[00:18:34.000 --> 00:18:36.000]  不会有人照顾
[00:18:36.000 --> 00:18:39.000]  但是一旦被移植了
[00:18:39.000 --> 00:18:41.000]  种在葡萄园里面
[00:18:41.000 --> 00:18:44.000]  就会受到专人的照顾
[00:18:44.000 --> 00:18:47.000]  生命得到悉心的栽种
[00:18:47.000 --> 00:18:50.000]  是不是恩典
[00:18:50.000 --> 00:18:53.000]  如果觉得是恩典的话
[00:18:53.000 --> 00:18:57.000]  有没有一个感恩的心去回应呢
[00:18:57.000 --> 00:18:59.000]  我们不是犹太人
[00:18:59.000 --> 00:19:03.000]  我们也不是神所拣选的民族
[00:19:03.000 --> 00:19:05.000]  我们既不是葡萄树
[00:19:05.000 --> 00:19:08.000]  也不是无花果树
[00:19:08.000 --> 00:19:11.000]  但是我们却因为一个人
[00:19:11.000 --> 00:19:13.000]  一个民族而得福
[00:19:13.000 --> 00:19:16.000]  神对亚伯拉罕的应许是
[00:19:16.000 --> 00:19:20.000]  地上的万族必因你而得福
[00:19:20.000 --> 00:19:23.000]  保罗在《罗马书》十一章十七节
[00:19:23.000 --> 00:19:25.000]  如何形容我们这些人呢
[00:19:25.000 --> 00:19:29.000]  他说若有几根枝子被截下来
[00:19:29.000 --> 00:19:33.000]  你们这些野橄榄枝接上去
[00:19:33.000 --> 00:19:36.000]  同享橄榄根的肥汁
[00:19:36.000 --> 00:19:38.000]  如果以色列是葡萄
[00:19:38.000 --> 00:19:40.000]  是无花果树
[00:19:40.000 --> 00:19:42.000]  我们就是野橄榄了
[00:19:42.000 --> 00:19:44.000]  虽然是野橄榄
[00:19:44.000 --> 00:19:49.000]  但同样是接在一个好的橄榄树上
[00:19:49.000 --> 00:19:52.000]  同样领受丰盛的恩典
[00:19:52.000 --> 00:19:55.000]  同样得到悉心的栽种
[00:19:55.000 --> 00:19:58.000]  我们不是在园外无人理会
[00:19:58.000 --> 00:20:01.000]  我们好像昔日的葡萄树一样
[00:20:01.000 --> 00:20:03.000]  无花果树一样
[00:20:03.000 --> 00:20:07.000]  被悉心照顾,被园丁打理
[00:20:07.000 --> 00:20:10.000]  各位《家印流》的弟兄姊妹
[00:20:10.000 --> 00:20:14.000]  今天我们能够成为神的儿女
[00:20:14.000 --> 00:20:18.000]  我们被收纳为属天的子民
[00:20:18.000 --> 00:20:20.000]  我们今天进入《家印流》
[00:20:20.000 --> 00:20:23.000]  这个阳圈里被牧养
[00:20:23.000 --> 00:20:27.000]  我们有没有一个心存感恩的心
[00:20:27.000 --> 00:20:30.000]  我们有没有因为自己被拣选
[00:20:30.000 --> 00:20:33.000]  心存感谢呢
[00:20:33.000 --> 00:20:37.000]  如果有
[00:20:37.000 --> 00:20:46.000]  可以在哪里看到我们对神感恩的表现呢
[00:20:46.000 --> 00:20:50.000]  神说将你的心归我
[00:20:50.000 --> 00:20:55.000]  耶稣说你要尽心尽性尽义尽力
[00:20:55.000 --> 00:20:57.000]  爱主你的神
[00:20:57.000 --> 00:20:59.000]  《家印流》的弟兄姊妹
[00:20:59.000 --> 00:21:03.000]  大家可以在这一刻好好想一想
[00:21:03.000 --> 00:21:08.000]  我们的心归向哪里
[00:21:08.000 --> 00:21:11.000]  我们的心归向哪里
[00:21:11.000 --> 00:21:13.000]  是世界的财富
[00:21:13.000 --> 00:21:14.000]  名誉
[00:21:14.000 --> 00:21:16.000]  地位
[00:21:16.000 --> 00:21:18.000]  家庭的父母
[00:21:18.000 --> 00:21:19.000]  兄弟姐妹
[00:21:19.000 --> 00:21:20.000]  配偶
[00:21:20.000 --> 00:21:23.000]  子女
[00:21:23.000 --> 00:21:26.000]  圣经没有说这些不好
[00:21:26.000 --> 00:21:31.000]  还说我们应该享受神所给我们的福分
[00:21:31.000 --> 00:21:34.000]  不过纵然得到所有上高
[00:21:34.000 --> 00:21:36.000]  所有的东西
[00:21:36.000 --> 00:21:42.000]  都不能够让我们逃避神对我们的审判
[00:21:42.000 --> 00:21:44.000]  第二个活在神的生命当中
[00:21:44.000 --> 00:21:50.000]  我们要知道生命是有寿托和期望的
[00:21:50.000 --> 00:21:52.000]  比乙里的无花果树
[00:21:52.000 --> 00:21:55.000]  在葡萄园接受了园丁照顾了三年
[00:21:55.000 --> 00:21:58.000]  葡萄园园主来到树下找果子
[00:21:58.000 --> 00:22:00.000]  但是找不到
[00:22:00.000 --> 00:22:02.000]  于是跟园丁说
[00:22:02.000 --> 00:22:04.000]  斩了它
[00:22:04.000 --> 00:22:07.000]  何必白占地土呢
[00:22:07.000 --> 00:22:09.000]  园主将无花果树栽种在葡萄园
[00:22:09.000 --> 00:22:13.000]  悉心栽培灌溉
[00:22:13.000 --> 00:22:18.000]  自然期望有朝一日能够结出果子
[00:22:18.000 --> 00:22:22.000]  如果葡萄园的主人对无花果树有期望
[00:22:22.000 --> 00:22:31.000]  无花果树自己又知不知道自己要达到什么期望呢
[00:22:31.000 --> 00:22:35.000]  今天我们已经不是野蛮人了
[00:22:35.000 --> 00:22:40.000]  我们今天已经被一伙接了上主耶稣的上高
[00:22:40.000 --> 00:22:42.000]  被悉心照顾
[00:22:42.000 --> 00:22:47.000]  我们也被神从千万人中所拣选成为祂的儿女
[00:22:47.000 --> 00:22:51.000]  并且我们已经迁入了神的角度里
[00:22:51.000 --> 00:22:57.000]  事实上我们在教会的阳圈中被牧养
[00:22:57.000 --> 00:23:01.000]  教会成为我们的属灵家
[00:23:01.000 --> 00:23:07.000]  教会用很多活动让我们栽种
[00:23:07.000 --> 00:23:09.000]  我们有主一学
[00:23:09.000 --> 00:23:11.000]  我们有团契
[00:23:11.000 --> 00:23:13.000]  我们有祈祷会
[00:23:13.000 --> 00:23:18.000]  教会的每一个活动都是希望我们的属灵生命有所成长
[00:23:18.000 --> 00:23:24.000]  圆主不是第一年或者第二年就去无花果树找果实
