
[00:00:00.000 --> 00:00:05.000]  從這個角度去看聖經人物的眼光是怎樣的呢?
[00:02:41.360 --> 00:02:43.860]  創世記神體是好的
[00:02:43.860 --> 00:02:45.860]  是這麼好的
[00:02:45.860 --> 00:02:47.500]  在父母的眼中
[00:02:47.500 --> 00:02:50.340]  看到這個盡美的孩子的時候
[00:02:50.340 --> 00:02:51.920]  他們的想像
[00:02:51.920 --> 00:02:56.720]  對他的未來是很有盼望的
[00:02:56.720 --> 00:02:58.620]  特別是想著這個孩子將來
[00:02:58.620 --> 00:03:01.260]  可以成為神的器皿
[00:03:01.260 --> 00:03:02.800]  會用他的
[00:03:02.800 --> 00:03:06.260]  而你去到《史太平傳》的七章二十節
[00:03:06.260 --> 00:03:07.180]  就說
[00:03:07.180 --> 00:03:11.040]  就在那時摩西生了下來
[00:03:11.040 --> 00:03:12.620]  神看為盡美
[00:03:12.620 --> 00:03:14.760]  還說在神的眼中
[00:03:14.760 --> 00:03:18.480]  真的得到特別的喜悅
[00:03:18.480 --> 00:03:21.480]  他們相信神會保守他
[00:03:21.480 --> 00:03:25.520]  相信神一定有特別的工作委託給他
[00:03:25.520 --> 00:03:27.680]  所以他們要救他
[00:03:27.680 --> 00:03:28.680]  要救他
[00:03:28.680 --> 00:03:30.840]  真的要違抗王的命令
[00:03:30.840 --> 00:03:36.260]  可能會引致很嚴厲的刑罰
[00:03:36.260 --> 00:03:38.260]  但他們相信神會保守他
[00:03:38.260 --> 00:03:39.640]  所以在這裡看到
[00:03:39.640 --> 00:03:42.560]  摩西的母親對神很有信心
[00:03:42.560 --> 00:03:45.060]  同時她也有周詳的計劃
[00:03:45.060 --> 00:03:48.060]  如何勇敢地去救摩西
[00:03:48.060 --> 00:03:52.140]  所以她就做了一個蒲草箱
[00:03:52.140 --> 00:03:54.060]  在箱子外面
[00:03:54.060 --> 00:03:56.360]  塗了一些石漆
[00:03:56.360 --> 00:04:00.360]  其實古埃及人他們造船
[00:04:00.360 --> 00:04:03.060]  他們也是這樣的
[00:04:03.060 --> 00:04:04.780]  是造了船的
[00:04:04.780 --> 00:04:06.560]  在船的外面
[00:04:06.560 --> 00:04:10.740]  塗了一些防水的石漆
[00:04:10.740 --> 00:04:17.060]  摩西的母親知道骨肉不能殺死她
[00:04:17.060 --> 00:04:20.060]  但她又改變不了王的命令
[00:04:20.060 --> 00:04:23.400]  她唯有在無能為力之間
[00:04:23.400 --> 00:04:26.480]  先把弟弟藏起來
[00:04:26.480 --> 00:04:27.820]  藏到不能再藏的時候
[00:04:27.820 --> 00:04:30.020]  就放在箱子裡
[00:04:30.020 --> 00:04:33.060]  正正要放在箱子裡的時候
[00:04:33.060 --> 00:04:36.280]  就被法老的女兒發現了
[00:04:36.280 --> 00:04:38.360]  因為她剛剛去沐浴
[00:04:38.360 --> 00:04:40.480]  看到一個這樣的箱子
[00:04:40.480 --> 00:04:41.980]  就拿過來看看
[00:04:41.980 --> 00:04:47.680]  當公主正要抱著弟弟去看的時候
[00:04:47.680 --> 00:04:49.980]  這個嬰兒就哭了
[00:04:49.980 --> 00:04:51.600]  當這個嬰兒哭的時候
[00:04:51.600 --> 00:04:55.100]  這個公主就動了慈心
[00:04:55.100 --> 00:04:56.860]  很感動的
[00:04:56.860 --> 00:05:01.180]  覺得很憐憫希伯來的弟弟
[00:05:01.180 --> 00:05:03.760]  那時候在那個情況下
[00:05:03.760 --> 00:05:07.100]  發現摩西的姐姐美麗鵪
[00:05:07.100 --> 00:05:08.600]  她小時候
[00:05:08.600 --> 00:05:11.060]  她也可以監貿辨識
[00:05:11.060 --> 00:05:13.440]  馬上請英華
[00:05:13.440 --> 00:05:16.180]  要不要幫你請希伯來的婦人
[00:05:16.180 --> 00:05:17.180]  做她的奶媽
[00:05:17.180 --> 00:05:20.520]  馬上就把她的親生母親
[00:05:20.520 --> 00:05:22.020]  做了她的奶媽
[00:05:22.020 --> 00:05:22.840]  照顧她
[00:05:22.840 --> 00:05:23.980]  所以這個時候
[00:05:23.980 --> 00:05:26.220]  又可以把這個嬰兒帶回家
[00:05:26.220 --> 00:05:27.300]  去照顧她
[00:05:27.300 --> 00:05:30.100]  到這個嬰兒差不多長大了
[00:05:30.100 --> 00:05:33.180]  就帶到王宮給公主
[00:05:33.180 --> 00:05:35.480]  做她的兒子
[00:05:35.480 --> 00:05:38.100]  公主就取名為摩西
[00:05:38.100 --> 00:05:39.260]  意思就是
[00:05:39.260 --> 00:05:41.560]  我把她從水裡拉出來
[00:05:41.560 --> 00:05:43.260]  你看是不是很諷刺
[00:05:43.260 --> 00:05:44.800]  她的父親法老
[00:05:44.800 --> 00:05:47.600]  就要把男嬰扔進河裡
[00:05:47.600 --> 00:05:50.180]  但是她就要把他拉出來
[00:05:50.180 --> 00:05:51.340]  很有意思
[00:05:51.340 --> 00:05:52.560]  你看看
[00:05:52.560 --> 00:05:53.560]  這件事情
[00:05:53.560 --> 00:05:55.720]  如果沒有神的介入
[00:05:55.720 --> 00:05:58.260]  是不可能發生的
[00:05:58.260 --> 00:05:59.940]  神使用他的舉動
[00:05:59.940 --> 00:06:01.480]  是揀選了這個希伯來人
[00:06:01.480 --> 00:06:05.060]  竟然可以在王宮裡面
[00:06:05.060 --> 00:06:07.640]  摩西的生命又得到保存
[00:06:07.640 --> 00:06:09.720]  神又安排了她的母親
[00:06:09.720 --> 00:06:10.800]  可以做她的保母
[00:06:10.800 --> 00:06:13.520]  去照顧她
[00:06:13.520 --> 00:06:15.140]  保守她在成長裡面
[00:06:15.140 --> 00:06:17.640]  有人去撫育她
[00:06:17.640 --> 00:06:19.180]  你看到就是
[00:06:19.180 --> 00:06:24.980]  這個機會是神在當中帶領的
[00:06:24.980 --> 00:06:26.140]  所以我們去祈禱的時候
[00:06:26.140 --> 00:06:26.980]  一方面
[00:06:26.980 --> 00:06:28.560]  你也可以很積極地去計劃
[00:06:28.560 --> 00:06:29.440]  好像她的母親
[00:06:29.440 --> 00:06:31.640]  繼續去做這個婆祖箱
[00:06:31.640 --> 00:06:33.520]  若然神不喜歡的話
[00:06:33.520 --> 00:06:34.800]  可以阻止的
[00:06:34.800 --> 00:06:36.180]  所以在祈禱裡面
[00:06:36.180 --> 00:06:38.380]  我們看到這個世界有很多罪惡
[00:06:38.380 --> 00:06:41.420]  你可能覺得自己沒有什麼威力
[00:06:41.420 --> 00:06:43.680]  但是我們只要盡我們自己的範圍
[00:06:43.680 --> 00:06:45.600]  我們去努力
[00:06:45.600 --> 00:06:47.600]  雖然是微不足道
[00:06:47.600 --> 00:06:50.380]  但是神是會使用的
[00:06:50.380 --> 00:06:51.840]  1920年
[00:06:51.840 --> 00:06:54.640]  史太林下令要把蘇聯
[00:06:54.640 --> 00:06:56.800]  斯塔羅波的基督徒
[00:06:56.800 --> 00:07:01.380]  和聖經全部毀滅
[00:07:01.380 --> 00:07:08.380]  當時有成千上萬的基督徒
[00:07:08.380 --> 00:07:12.800]  被拉去勞改
[00:07:12.800 --> 00:07:17.800]  有些不想放棄聖經
[00:07:17.800 --> 00:07:20.800]  馬上被處決
[00:07:20.800 --> 00:07:25.880]  到前蘇聯解體之後
[00:07:25.880 --> 00:07:28.180]  有一個美國的教會
[00:07:28.180 --> 00:07:31.180]  來到斯塔羅波的地方
[00:07:31.180 --> 00:07:33.800]  他們想報道傳福音
[00:07:33.800 --> 00:07:36.960]  他們原先已經寄了一批聖經
[00:07:36.960 --> 00:07:40.000]  準備由莫斯科寄來
[00:07:40.000 --> 00:07:41.100]  他們可以用得著
[00:07:41.100 --> 00:07:43.100]  但是等了很久都沒有
[00:07:43.100 --> 00:07:45.460]  於是他們就打聽問問那些人
[00:07:45.460 --> 00:07:49.500]  在附近有沒有最快的方法可以買到聖經
[00:07:49.500 --> 00:07:51.260]  一個老人家就跟他說
[00:07:51.260 --> 00:07:52.460]  在城外
[00:07:52.460 --> 00:07:53.920]  當年史太林
[00:07:53.920 --> 00:07:58.420]  他們把聖經扣押在貨倉裡
[00:07:58.420 --> 00:08:00.920]  那裡的聖經可以用
[00:08:00.920 --> 00:08:02.920]  不過你說一下有聖經
[00:08:02.920 --> 00:08:04.920]  但是沒有申請怎麼拿
[00:08:04.920 --> 00:08:06.420]  扣押了
[00:08:06.420 --> 00:08:08.920]  於是他們就去祈禱
[00:08:08.920 --> 00:08:10.220]  很賤
[00:08:10.220 --> 00:08:14.920]  第二天就去申請希望可以批准給他們
[00:08:14.920 --> 00:08:16.920]  去提取那些聖經
[00:08:16.920 --> 00:08:20.920]  結果他們第二天去遞上的時候
[00:08:20.920 --> 00:08:23.420]  那些官員想都不想
[00:08:23.420 --> 00:08:25.420]  就答應了給他們拿
[00:08:25.420 --> 00:08:26.920]  他們很開心
[00:08:26.920 --> 00:08:31.920]  第二天他們就借了幾輛卡車
[00:08:31.920 --> 00:08:32.920]  多租幾輛卡車
[00:08:32.920 --> 00:08:35.920]  他們就去搬聖經
[00:08:35.920 --> 00:08:39.920]  有當地的大學生和官員
[00:08:39.920 --> 00:08:43.920]  陪同他們去拿這批聖經
[00:08:43.920 --> 00:08:45.920]  大家很忙碌搬聖經的時候
[00:08:45.920 --> 00:08:49.920]  有一個年輕人坐在一旁
[00:08:49.920 --> 00:08:51.920]  一不成聲
[00:08:51.920 --> 00:08:53.920]  哭到聲音都出不來
[00:08:53.920 --> 00:08:54.920]  為什麼?
[00:08:54.920 --> 00:08:56.420]  原來他隨意的
[00:08:56.420 --> 00:08:58.420]  想拿一本聖經
[00:08:58.420 --> 00:08:59.420]  想收藏
[00:08:59.420 --> 00:09:00.920]  結果打開看
[00:09:00.920 --> 00:09:03.420]  竟然是祖母的簽名
[00:09:03.420 --> 00:09:06.920]  他看了真的很感動
[00:09:06.920 --> 00:09:08.920]  特別是他打開裡面
[00:09:08.920 --> 00:09:11.920]  有一個字條特別是為他的得救
[00:09:11.920 --> 00:09:13.920]  而寫的土文
[00:09:13.920 --> 00:09:17.420]  你說他是不是哭得很厲害呢?
[00:09:17.420 --> 00:09:19.920]  但是你看看成千上萬的聖經
[00:09:19.920 --> 00:09:21.920]  他真的不經意的拿
[00:09:21.920 --> 00:09:24.920]  就拿到那本
[00:09:24.920 --> 00:09:27.420]  是不是機會微乎其微?
[00:09:27.420 --> 00:09:28.920]  他竟然拿到一本
[00:09:28.920 --> 00:09:31.420]  是祖母的聖經
[00:09:31.420 --> 00:09:32.920]  其實你會覺得
[00:09:32.920 --> 00:09:35.420]  有時候是很有趣的
[00:09:35.420 --> 00:09:37.420]  在這個
[00:09:37.420 --> 00:09:39.420]  不可能的當中
[00:09:39.420 --> 00:09:41.920]  竟然是可以發生的事情
[00:09:41.920 --> 00:09:43.420]  你會發現
[00:09:43.420 --> 00:09:48.420]  你今天是不是對神已經失去信心了?
[00:09:48.420 --> 00:09:50.920]  但是神仍然很愛你
[00:09:50.920 --> 00:09:52.920]  神會揀選你
[00:09:52.920 --> 00:09:56.420]  成為他的兒女
[00:09:56.420 --> 00:09:59.420]  就好像揀選摩西的母親一樣
[00:09:59.420 --> 00:10:03.920]  讓他有機會成為孩子的保母
[00:10:03.920 --> 00:10:06.420]  可以照顧他
[00:10:06.420 --> 00:10:07.420]  這個年輕人
[00:10:07.420 --> 00:10:08.420]  你不要說他
[00:10:08.420 --> 00:10:09.920]  是不是真的這麼巧合呢?
[00:10:09.920 --> 00:10:10.920]  但是神有計劃的
[00:10:10.920 --> 00:10:13.920]  今天神也同樣有計劃在你身上
[00:10:13.920 --> 00:10:17.420]  你相不相信他呢?
[00:10:17.420 --> 00:10:22.920]  第二方面我們看看摩西的眼光
[00:10:22.920 --> 00:10:24.420]  在二十四節
[00:10:24.420 --> 00:10:26.420]  就是摩西的長大
[00:10:26.420 --> 00:10:29.420]  他不肯稱為法老之子
[00:10:29.420 --> 00:10:30.420]  他在皇宮長大
[00:10:30.420 --> 00:10:32.920]  可以說是天之驕子
[00:10:32.920 --> 00:10:35.920]  他精通數學、天文、化學
[00:10:35.920 --> 00:10:38.420]  埃及的象形文字
[00:10:38.420 --> 00:10:41.920]  他每樣都可以
[00:10:41.920 --> 00:10:44.420]  這個猶太的歷史學家約瑟夫
[00:10:44.420 --> 00:10:46.920]  他在公元37到18年
[00:10:46.920 --> 00:10:50.920]  他居住在猶太古市
[00:10:50.920 --> 00:10:53.420]  他說當時的法老沒有兒子
[00:10:53.420 --> 00:10:55.920]  他就是唯一的繼承人
[00:10:55.920 --> 00:11:01.920]  他還說當埃塞俄人攻打埃及的時候
[00:11:01.920 --> 00:11:04.920]  擄掠了很多人和財物
[00:11:04.920 --> 00:11:09.420]  但是摩西帶領一個精兵突擊的時候
[00:11:09.420 --> 00:11:11.920]  就把這些東西全部奪回來
[00:11:11.920 --> 00:11:13.920]  當他回來
[00:11:13.920 --> 00:11:14.920]  海船歸來的時候
[00:11:14.920 --> 00:11:15.920]  你可以想像
[00:11:15.920 --> 00:11:17.920]  那些人夾道歡迎他
[00:11:17.920 --> 00:11:19.920]  是多麼榮耀
[00:11:19.920 --> 00:11:21.920]  相信很多父母都希望
[00:11:21.920 --> 00:11:27.920]  兒子能夠像他一樣英雄的姿態出現
[00:11:27.920 --> 00:11:31.920]  你會看到當每個人都很崇拜他
[00:11:31.920 --> 00:11:36.920]  是法老的紅人
[00:11:36.920 --> 00:11:40.920]  其實他只不過是養子
[00:11:40.920 --> 00:11:43.420]  但是那些人就這麼崇拜他
[00:11:43.420 --> 00:11:45.920]  但是他心目中
[00:11:45.920 --> 00:11:47.420]  內心的深處裡面
[00:11:47.420 --> 00:11:50.420]  仍然是想念自己的同胞
[00:11:50.420 --> 00:11:54.420]  在埃及圍爐耿耿於懷
[00:11:54.420 --> 00:11:58.420]  他們日當空要去做苦工
[00:11:58.420 --> 00:11:59.920]  他真的很不忍心
[00:11:59.920 --> 00:12:03.420]  所以他可以過一些奢華的生活
[00:12:03.420 --> 00:12:04.920]  但是他寧願都要去工場
[00:12:04.920 --> 00:12:10.420]  去看看他們如何捱苦
[00:12:10.420 --> 00:12:18.420]  第一天他看到埃及人去欺負以色列人的時候
[00:12:18.420 --> 00:12:20.420]  他就把埃及人殺了
[00:12:20.420 --> 00:12:22.420]  把屍體埋了
[00:12:22.420 --> 00:12:24.420]  第二天他又看到
[00:12:24.420 --> 00:12:27.420]  兩個自己的同胞在打架
[00:12:27.420 --> 00:12:29.420]  他去勸他們
[00:12:29.420 --> 00:12:32.420]  但是怎知道
[00:12:32.420 --> 00:12:34.420]  人家不領情
[00:12:34.420 --> 00:12:36.420]  揭發了他殺人的事
[00:12:36.420 --> 00:12:38.420]  明明埋了屍體
[00:12:38.420 --> 00:12:40.420]  怎會有人知道呢
[00:12:40.420 --> 00:12:44.420]  但是聖經說隱藏的事是不會顯露的
[00:12:44.420 --> 00:12:47.420]  他心裡很不服氣
[00:12:47.420 --> 00:12:49.420]  如果是埃及人
[00:12:49.420 --> 00:12:51.420]  他知道了是尋仇
[00:12:51.420 --> 00:12:52.920]  那我也該死了
[00:12:52.920 --> 00:12:55.420]  但現在明明是自己人
[00:12:55.420 --> 00:12:56.420]  他都不幫我
[00:12:56.420 --> 00:12:58.420]  就要揭發我這件事
[00:12:58.420 --> 00:12:59.420]  你看看
[00:12:59.420 --> 00:13:03.420]  他在當時
[00:13:03.420 --> 00:13:05.420]  神呼召他的時候
[00:13:05.420 --> 00:13:08.420]  神說他們不會相信我
[00:13:08.420 --> 00:13:09.420]  也不會聽我的話
[00:13:09.420 --> 00:13:13.420]  因為他們必說並沒有向你顯現
[00:13:13.420 --> 00:13:14.420]  但那時候
[00:13:14.420 --> 00:13:16.420]  現在是四十年後的事了
[00:13:16.420 --> 00:13:18.420]  被人追殺之後
[00:13:18.420 --> 00:13:21.420]  你會看到
[00:13:21.420 --> 00:13:25.420]  他當時是英雄無庸無之地
[00:13:25.420 --> 00:13:27.420]  雖然他學了很多學問
[00:13:27.420 --> 00:13:29.420]  但現在通緝他
[00:13:29.420 --> 00:13:31.420]  他變成了一個囚犯
[00:13:31.420 --> 00:13:32.420]  他逃去米甸
[00:13:32.420 --> 00:13:34.420]  前路茫茫
[00:13:34.420 --> 00:13:36.420]  但現在已經四十年後了
[00:13:36.420 --> 00:13:38.420]  在抗疫四十年後的事情
[00:13:38.420 --> 00:13:39.420]  他仍然說
[00:13:39.420 --> 00:13:40.420]  人們不會聽他
[00:13:40.420 --> 00:13:42.420]  不會相信他
[00:13:42.420 --> 00:13:46.420]  可見他的傷口還沒有痊癒
[00:13:46.420 --> 00:13:48.420]  還在流血
[00:13:48.420 --> 00:13:50.420]  還在想四十年前的事
[00:13:50.420 --> 00:13:51.420]  他還在想
[00:13:51.420 --> 00:13:52.420]  四十年後
[00:13:52.420 --> 00:13:54.420]  他仍然覺得人們
[00:13:54.420 --> 00:13:57.420]  不會聽他的
[00:13:57.420 --> 00:14:00.420]  你看到神的時間和我們的行動
[00:14:00.420 --> 00:14:03.420]  配合得好是很重要的
[00:14:03.420 --> 00:14:06.420]  原來當時他血氣方剛
[00:14:06.420 --> 00:14:09.420]  他以為可以為百姓做點事
[00:14:09.420 --> 00:14:10.420]  但時間還沒有到
[00:14:10.420 --> 00:14:12.420]  神就要磨練他
[00:14:12.420 --> 00:14:14.420]  磨就磨了四十年
[00:14:14.420 --> 00:14:17.420]  事情就這樣成就了
[00:14:17.420 --> 00:14:19.420]  其實很多時候
[00:14:19.420 --> 00:14:21.420]  是要等候神的
[00:14:21.420 --> 00:14:23.420]  時候還沒有到
[00:14:23.420 --> 00:14:27.420]  你千萬不要輕舉妄動
[00:14:27.420 --> 00:14:31.420]  就好像植物的生長
[00:14:31.420 --> 00:14:33.420]  未到時間
[00:14:33.420 --> 00:14:35.420]  你不可以握苗助長
[00:14:35.420 --> 00:14:36.420]  拔掉它
[00:14:36.420 --> 00:14:38.420]  反而會弄死它
[00:14:38.420 --> 00:14:41.420]  破壞了它的成長
[00:14:41.420 --> 00:14:45.420]  大衛早就已經告他
[00:14:45.420 --> 00:14:46.420]  但未到時間
[00:14:46.420 --> 00:14:48.420]  他還沒有登基
[00:14:48.420 --> 00:14:50.420]  還要等
[00:14:50.420 --> 00:14:52.420]  要等一段時間
[00:14:52.420 --> 00:14:54.420]  所以我們去尋求神
[00:14:54.420 --> 00:14:56.420]  很多時候我們為何會失敗
[00:14:56.420 --> 00:14:59.420]  我們會這麼害怕
[00:14:59.420 --> 00:15:01.420]  就因為我們有時都沒有問神
[00:15:01.420 --> 00:15:04.420]  我們自己去招致這麼多禍患
[00:15:04.420 --> 00:15:05.420]  這麼多麻煩
[00:15:05.420 --> 00:15:07.420]  所以我們是需要等的
[00:15:07.420 --> 00:15:12.420]  我們需要先在神面前去等候他
[00:15:12.420 --> 00:15:14.420]  第25節
[00:15:14.420 --> 00:15:18.420]  他寧可和神的百姓一同受苦
[00:15:18.420 --> 00:15:22.420]  都不願意在罪中享受片刻的歡樂
[00:15:22.420 --> 00:15:24.420]  26節
[00:15:24.420 --> 00:15:30.420]  他把為尼賽亞受的靈慾看得比埃及的財物更寶貴
[00:15:30.420 --> 00:15:34.420]  因為他賞望所要得的賞賜
[00:15:34.420 --> 00:15:38.420]  我一括為尼賽亞受的靈慾
[00:15:38.420 --> 00:15:40.420]  尼賽亞就是基督
[00:15:40.420 --> 00:15:44.420]  但原文裡只有基督的靈慾
[00:15:44.420 --> 00:15:47.420]  其實那裡在說什麼呢
[00:15:47.420 --> 00:15:51.420]  你在想摩西的圖有米顛
[00:15:51.420 --> 00:15:53.420]  再距離到耶穌基督降生
[00:15:53.420 --> 00:15:56.420]  其實將近兩千年的時間
[00:15:56.420 --> 00:16:00.420]  作為希伯來書的作者
[00:16:00.420 --> 00:16:03.420]  其實他是用他的角度去看摩西
[00:16:03.420 --> 00:16:09.420]  好像是把摩西和百姓一同受苦
[00:16:09.420 --> 00:16:11.420]  那種感覺
[00:16:11.420 --> 00:16:12.420]  那種受的靈慾
[00:16:12.420 --> 00:16:18.420]  就好像耶穌基督為神的百姓去受靈慾一樣
[00:16:18.420 --> 00:16:22.420]  所以摩西不肯去享受
[00:16:22.420 --> 00:16:27.420]  他要為同胞去受苦
[00:16:27.420 --> 00:16:30.420]  他甘願這樣做
[00:16:30.420 --> 00:16:34.420]  就好像耶穌基督受靈慾那種表現一樣
[00:16:34.420 --> 00:16:36.420]  他為什麼會甘願這樣做呢
[00:16:36.420 --> 00:16:38.420]  原來後面那一段是說
[00:16:38.420 --> 00:16:41.420]  他為了將來的獎賞
[00:16:41.420 --> 00:16:42.420]  那個賞賜
[00:16:42.420 --> 00:16:44.420]  他得到那個賞賜
[00:16:44.420 --> 00:16:45.420]  所以前面的
[00:16:45.420 --> 00:16:47.420]  怎樣受委屈都好
[00:16:47.420 --> 00:16:48.420]  他都願意
[00:16:48.420 --> 00:16:50.420]  那你就會想
[00:16:50.420 --> 00:16:52.420]  這個人會不會
[00:16:52.420 --> 00:16:55.420]  如果我為了得到賞賜去愛神
[00:16:55.420 --> 00:16:58.420]  為了得到賞賜去熱心的侍奉
[00:16:58.420 --> 00:17:00.420]  會不會有問題呢
[00:17:00.420 --> 00:17:04.420]  其實我們想想就是那個心態
[00:17:04.420 --> 00:17:07.420]  其實摩西的心態是
[00:17:07.420 --> 00:17:08.420]  一個很渴慕
[00:17:08.420 --> 00:17:11.420]  很珍貴的去看神的賞賜
[00:17:11.420 --> 00:17:14.420]  而他這樣努力的
[00:17:14.420 --> 00:17:16.420]  就算受靈慾
[00:17:16.420 --> 00:17:18.420]  都不介意
[00:17:18.420 --> 00:17:20.420]  繼續為主
[00:17:20.420 --> 00:17:23.420]  去做一些事
[00:17:23.420 --> 00:17:25.420]  又想起
[00:17:25.420 --> 00:17:27.420]  我們以前去大陸的河源
[00:17:27.420 --> 00:17:30.420]  去侍奉
[00:17:30.420 --> 00:17:32.420]  好像短孫一樣
[00:17:32.420 --> 00:17:35.420]  我們做一些兒童的活動
[00:17:35.420 --> 00:17:37.420]  當中那些小朋友
[00:17:37.420 --> 00:17:40.420]  你給他一點點的獎品
[00:17:40.420 --> 00:17:43.420]  他覺得是很珍貴的
[00:17:43.420 --> 00:17:45.420]  相比我們在香港
[00:17:45.420 --> 00:17:47.420]  我什麼都有
[00:17:47.420 --> 00:17:48.420]  小朋友都不稀罕
[00:17:48.420 --> 00:17:50.420]  他覺得你給他很低價的
[00:17:50.420 --> 00:17:51.420]  他都不在乎
[00:17:51.420 --> 00:17:53.420]  但是你在河源的小朋友
[00:17:53.420 --> 00:17:54.420]  是很可愛的
[00:17:54.420 --> 00:17:57.420]  你給他很便宜的文具
[00:17:57.420 --> 00:17:59.420]  但是他很珍貴
[00:17:59.420 --> 00:18:01.420]  他很專心的去聽故事
[00:18:01.420 --> 00:18:05.420]  心態上是很大的分別
[00:18:05.420 --> 00:18:10.420]  摩西他那麼重視神的賞賜
[00:18:10.420 --> 00:18:13.420]  引致他就算靈慾
[00:18:13.420 --> 00:18:15.420]  他都願意忍受
[00:18:15.420 --> 00:18:19.420]  為了他得到神的賞賜
[00:18:19.420 --> 00:18:23.420]  在那座有根基的城上
[00:18:23.420 --> 00:18:26.420]  可以跟神相交
[00:18:26.420 --> 00:18:29.420]  這是他所盼望的
[00:18:29.420 --> 00:18:31.420]  此乃如意之立
[00:18:31.420 --> 00:18:33.420]  當晚耶路撒冷說
[00:18:33.420 --> 00:18:37.420]  當然要擊殺埃及地
[00:18:37.420 --> 00:18:39.420]  和有頭生的人和畜
[00:18:39.420 --> 00:18:41.420]  他要擊殺
[00:18:41.420 --> 00:18:45.420]  他看到摩西很相信神的話
[00:18:45.420 --> 00:18:48.420]  他知道相信神的應許
[00:18:48.420 --> 00:18:50.420]  相信神的警告
[00:18:50.420 --> 00:18:54.420]  於是他就立刻通告所有的百姓
[00:18:54.420 --> 00:18:57.420]  你們要在門框門尾上逃脫
[00:18:57.420 --> 00:19:03.420]  相信這個行動
[00:19:03.420 --> 00:19:06.420]  你會覺得很奇怪
[00:19:06.420 --> 00:19:08.420]  神這樣警告他
[00:19:08.420 --> 00:19:10.420]  他就去做了
[00:19:10.420 --> 00:19:15.420]  但當時法老王還未想讓他們走
[00:19:15.420 --> 00:19:17.420]  你看前面九個災
[00:19:17.420 --> 00:19:19.420]  他都不肯讓他們走
[00:19:19.420 --> 00:19:22.420]  你改變不了決心
[00:19:22.420 --> 00:19:26.420]  但他竟然做了一個動作
[00:19:26.420 --> 00:19:28.420]  我要籌備起行
[00:19:28.420 --> 00:19:30.420]  要起程
