
[00:00:00.000 --> 00:00:01.560]  現在是宣讀時間
[00:01:35.560 --> 00:01:37.560]  但我們都感恩來到這裡
[00:01:37.560 --> 00:01:39.560]  我們一起有一個很安舒的地方
[00:01:39.560 --> 00:01:44.560]  我們可以專心聆聽上帝的說話
[00:01:44.560 --> 00:01:48.560]  我們一起首先有個祈禱
[00:01:48.560 --> 00:01:53.560]  感謝你因為你仍然在地上坐著為王
[00:01:53.560 --> 00:01:57.560]  縱然在天色昏暗的時候
[00:01:57.560 --> 00:02:00.560]  縱然日子有時候是不好
[00:02:00.560 --> 00:02:03.560]  但你仍然在地上作王
[00:02:03.560 --> 00:02:09.560]  我們用我們的生命再一次宣告和宣認你是我們的王
[00:02:09.560 --> 00:02:11.560]  你是地上的大君王
[00:02:11.560 --> 00:02:15.560]  今天我們一群屬你的子民聚在一起
[00:02:15.560 --> 00:02:18.560]  我們來獻上自己的傳人
[00:02:18.560 --> 00:02:20.560]  我們求主你今天的聖言
[00:02:20.560 --> 00:02:22.560]  透過保羅的教導
[00:02:22.560 --> 00:02:24.560]  能夠幫助我們
[00:02:24.560 --> 00:02:30.560]  幫助我們能夠在這個世代裡自處
[00:02:30.560 --> 00:02:34.560]  能夠發揮我們應有的本質
[00:02:34.560 --> 00:02:38.560]  能夠在挖空闊謀的世代裡
[00:02:38.560 --> 00:02:41.560]  一個人送你心意的兒女
[00:02:41.560 --> 00:02:42.560]  求你這樣的幫助孩子
[00:02:42.560 --> 00:02:44.560]  能夠清楚地說出你的說話
[00:02:44.560 --> 00:02:46.560]  奉基督的宗明示祈求
[00:02:46.560 --> 00:02:47.560]  阿們
[00:02:47.560 --> 00:02:52.560]  不過今天的天氣都很適合講今天的講道
[00:02:52.560 --> 00:02:56.560]  因為今天我們是講有關光明之子的題目
[00:02:56.560 --> 00:03:01.560]  所以在一個黑暗的比較差的天氣裡
[00:03:01.560 --> 00:03:04.560]  去講述這一篇道我覺得都很適合
[00:03:04.560 --> 00:03:11.560]  其實黑暗不是我們現在面對的現象
[00:03:11.560 --> 00:03:15.560]  聖經裡其實都已經很早認定
[00:03:15.560 --> 00:03:18.560]  在基督再來之前這段日子裡
[00:03:18.560 --> 00:03:20.560]  必然是一個黑暗的世代
[00:03:20.560 --> 00:03:25.560]  聖經裡有很多很多有關光明和黑暗的片段
[00:03:25.560 --> 00:03:27.560]  聖經時代裡
[00:03:27.560 --> 00:03:30.560]  即是羅馬帝國的時代
[00:03:30.560 --> 00:03:33.560]  其實已經是一個黑暗的年代
[00:03:33.560 --> 00:03:38.560]  基本上今天大家在新約裡看到的書信的名稱
[00:03:38.560 --> 00:03:39.560]  即是那些城市
[00:03:39.560 --> 00:03:41.560]  伊弗所、羅馬、哥倫多
[00:03:41.560 --> 00:03:46.560]  這些城市曾經都被受過很大的屠殺
[00:03:46.560 --> 00:03:47.560]  然後被殖民
[00:03:47.560 --> 00:03:51.560]  然後成為了羅馬帝國管治的城市
[00:03:51.560 --> 00:03:55.560]  所以今天我們一起來思考
[00:03:55.560 --> 00:03:59.560]  我們怎樣去面對現在的這個世代
[00:03:59.560 --> 00:04:03.560]  講的不是任何一種的立場
[00:04:03.560 --> 00:04:06.560]  而是在聖經裡我們看到
[00:04:06.560 --> 00:04:09.560]  由主復活到主再來中間這個時段
[00:04:09.560 --> 00:04:11.560]  是必然的黑暗
[00:04:11.560 --> 00:04:14.560]  這個是聖經裡的教導
[00:04:14.560 --> 00:04:16.560]  我們怎樣在這個世代裡
[00:04:16.560 --> 00:04:18.560]  一個有罪的人當中
[00:04:18.560 --> 00:04:21.560]  怎樣去做光明的子女呢
[00:04:21.560 --> 00:04:23.560]  是一個我們今天要去聆聽的
[00:04:23.560 --> 00:04:25.560]  我們一起去讀經文
[00:04:25.560 --> 00:04:27.560]  讀回剛才所讀的經文
[00:04:27.560 --> 00:04:31.560]  保羅在伊弗所書第五章裡所講的經文
[00:04:31.560 --> 00:04:33.560]  第八到第十四節經文
[00:04:33.560 --> 00:04:35.560]  我們分開一起再讀好不好
[00:04:35.560 --> 00:04:36.560]  預備一二三
[00:04:36.560 --> 00:05:05.560]  (聖經)
[00:05:05.560 --> 00:05:28.560]  (聖經)
[00:05:28.560 --> 00:05:29.560]  伊弗所書第五章
[00:05:29.560 --> 00:05:33.560]  第八到第十四節是一個新的分段
[00:05:33.560 --> 00:05:36.560]  由第八節開始直到第十四節
[00:05:36.560 --> 00:05:40.560]  明顯的保羅是用了光明和黑暗來作對比
[00:05:40.560 --> 00:05:41.560]  第八節保羅說
[00:05:41.560 --> 00:05:48.560]  (聖經)
[00:05:48.560 --> 00:05:51.560]  保羅用了光明和黑暗的比喻
[00:05:51.560 --> 00:05:54.560]  來講明每一個基督徒的本質
[00:05:54.560 --> 00:05:57.560]  光明是基督徒的本質
[00:05:57.560 --> 00:05:59.560]  我想這個是大家在教會裡
[00:05:59.560 --> 00:06:02.560]  稍為長一點的字都很熟悉
[00:06:02.560 --> 00:06:04.560]  習慣這種稱呼
[00:06:04.560 --> 00:06:10.560]  這個是經常會出現有關光明和黑暗的對比
[00:06:10.560 --> 00:06:12.560]  很多很多聖經裡面有這樣的對比
[00:06:12.560 --> 00:06:14.560]  譬如說用福音第八章十二節
[00:06:14.560 --> 00:06:21.560]  (聖經)
[00:06:21.560 --> 00:06:23.560]  或者彼得前書第二章第九節
[00:06:23.560 --> 00:06:29.560]  (聖經)
[00:06:29.560 --> 00:06:32.560]  或者用一書第一章第五節
[00:06:32.560 --> 00:06:46.560]  (聖經)
[00:06:46.560 --> 00:06:49.560]  事實上光明黑暗是一個聖經裡面
[00:06:49.560 --> 00:06:53.560]  經常會出現的慣用的比喻手法
[00:06:53.560 --> 00:06:57.560]  不過相比起這些黑暗和光明的經文
[00:06:57.560 --> 00:07:00.560]  保羅在這本書所講的光明黑暗
[00:07:00.560 --> 00:07:04.560]  是有一點點的特別和不同
[00:07:04.560 --> 00:07:06.560]  這本書所講的光明黑暗
[00:07:06.560 --> 00:07:09.560]  是一種本質上的光明
[00:07:09.560 --> 00:07:13.560]  保羅直接就是說你們就是光明
[00:07:13.560 --> 00:07:15.560]  原文不是一個形詞
[00:07:15.560 --> 00:07:17.560]  而是一個名詞
[00:07:17.560 --> 00:07:18.560]  你們就是光明
[00:07:18.560 --> 00:07:20.560]  不是說你們是光明的
[00:07:20.560 --> 00:07:22.560]  或者說不是在光明的裡面
[00:07:22.560 --> 00:07:24.560]  或者得著生命的光之後
[00:07:24.560 --> 00:07:26.560]  被得著這份光明
[00:07:26.560 --> 00:07:29.560]  而是一種很直接的說你們就是光明
[00:07:29.560 --> 00:07:32.560]  這是你們的本質
[00:07:32.560 --> 00:07:36.560]  非常直接的說你們從以前黑暗的身份
[00:07:36.560 --> 00:07:38.560]  成為了光明
[00:07:38.560 --> 00:07:43.560]  這是這本書很獨特的描寫光明的地方
[00:07:43.560 --> 00:07:44.560]  因此保羅說
[00:07:44.560 --> 00:07:47.560]  這個從黑暗到光明的轉換
[00:07:47.560 --> 00:07:51.560]  並非一種純粹是場景裡面的轉換
[00:07:51.560 --> 00:07:52.560]  不純粹是
[00:07:52.560 --> 00:07:54.560]  你以前是一個黑暗的地方
[00:07:54.560 --> 00:07:55.560]  現在就離開了
[00:07:55.560 --> 00:07:56.560]  就遠離了
[00:07:56.560 --> 00:07:58.560]  去到一個光明的地方
[00:07:58.560 --> 00:07:59.560]  不是這樣的
[00:07:59.560 --> 00:08:02.560]  當然我們聽過很多類似這樣的見證
[00:08:02.560 --> 00:08:04.560]  在基督徒選前
[00:08:04.560 --> 00:08:06.560]  可能黑社會群埋很多不好的朋友
[00:08:06.560 --> 00:08:08.560]  然後就離開了這個地方裡面
[00:08:08.560 --> 00:08:09.560]  去到教會
[00:08:09.560 --> 00:08:11.560]  慢慢就認識了很多好的人
[00:08:11.560 --> 00:08:13.560]  慢慢就去到光明的裡面
[00:08:13.560 --> 00:08:18.560]  保羅所講的不是純粹一種轉換的環境
[00:08:18.560 --> 00:08:20.560]  身處黑暗
[00:08:20.560 --> 00:08:22.560]  現在就改為身處光明
[00:08:22.560 --> 00:08:25.560]  當然我們的環境是會轉變
[00:08:25.560 --> 00:08:27.560]  但聖經教導是一個直接的
[00:08:27.560 --> 00:08:31.560]  就是說你們成為了一個光明的本質
[00:08:31.560 --> 00:08:34.560]  這是一個本質的轉變
[00:08:34.560 --> 00:08:37.560]  不是純粹環境的轉變
[00:08:37.560 --> 00:08:39.560]  不是所謂近朱者赤
[00:08:39.560 --> 00:08:42.560]  近物者黑的道理
[00:08:42.560 --> 00:08:46.560]  而是我們由黑變成光
[00:08:46.560 --> 00:08:48.560]  是一個很特別的轉換
[00:08:48.560 --> 00:08:50.560]  然後因為我們是赤的
[00:08:50.560 --> 00:08:53.560]  我們反而喜歡群埋那些朱
[00:08:53.560 --> 00:08:55.560]  意思不是那些朱
[00:08:55.560 --> 00:08:56.560]  就是紅色那些
[00:08:56.560 --> 00:08:58.560]  因為我們是紅色的
[00:08:58.560 --> 00:09:04.560]  所以我們更加喜歡和其他相近的人在一起
[00:09:04.560 --> 00:09:05.560]  是相反的
[00:09:05.560 --> 00:09:10.560]  因為我們生命被奇妙地改變
[00:09:10.560 --> 00:09:13.560]  所以我們才會出於個人的選擇
[00:09:13.560 --> 00:09:15.560]  不經不覺自動自覺
[00:09:15.560 --> 00:09:19.560]  不經不覺地走近一些本質相似的
[00:09:19.560 --> 00:09:23.560]  我們聚在一起成為了一個教會的群體
[00:09:23.560 --> 00:09:24.560]  簡單來說
[00:09:24.560 --> 00:09:28.560]  光明自自然然喜歡處於光明的裡面
[00:09:28.560 --> 00:09:31.560]  我們就成為了教會
[00:09:31.560 --> 00:09:32.560]  更重要的是
[00:09:32.560 --> 00:09:34.560]  保羅說這個奇妙的選化
[00:09:34.560 --> 00:09:36.560]  這個所謂的心巧
[00:09:36.560 --> 00:09:38.560]  在這個本質上
[00:09:38.560 --> 00:09:40.560]  由黑暗變成光明
[00:09:40.560 --> 00:09:43.560]  這個心巧是在主裡面發生的
[00:09:43.560 --> 00:09:45.560]  保羅說從前你們是黑暗的
[00:09:45.560 --> 00:09:48.560]  但如今在主裡面是光明的
[00:09:48.560 --> 00:09:50.560]  所以你問究竟這個人
[00:09:50.560 --> 00:09:53.560]  如何能夠在主裡面由以前黑暗變成光明呢?
[00:09:53.560 --> 00:09:54.560]  這個我不知道
[00:09:54.560 --> 00:09:56.560]  這個是上帝的工作
[00:09:56.560 --> 00:09:58.560]  是主裡面的人
[00:09:58.560 --> 00:09:59.560]  因為基督的力量
[00:09:59.560 --> 00:10:03.560]  我們從黑暗裡面轉變成光明的本質
[00:10:03.560 --> 00:10:06.560]  我想這個也是大家很真實的經驗
[00:10:06.560 --> 00:10:08.560]  以前是黑暗
[00:10:08.560 --> 00:10:10.560]  然後變成基督裡面
[00:10:10.560 --> 00:10:11.560]  因為基督的原因
[00:10:11.560 --> 00:10:12.560]  我們就變成光明
[00:10:12.560 --> 00:10:18.560]  這個轉化是上帝的工作
[00:10:18.560 --> 00:10:20.560]  不過成為光明之後
[00:10:20.560 --> 00:10:22.560]  你選擇怎樣做
[00:10:22.560 --> 00:10:25.560]  卻是你的工作和責任
[00:10:25.560 --> 00:10:27.560]  所以保羅在下半節這樣說
[00:10:27.560 --> 00:10:30.560]  這是一個很真實的倫理教導
[00:10:30.560 --> 00:10:33.560]  如今在主裡面是光
[00:10:33.560 --> 00:10:34.560]  行事為人
[00:10:34.560 --> 00:10:37.560]  就當像光明的子女
[00:10:37.560 --> 00:10:39.560]  沒錯,你的本質成為了光
[00:10:39.560 --> 00:10:41.560]  這個是上帝的救贖
[00:10:41.560 --> 00:10:42.560]  是基督的工作
[00:10:42.560 --> 00:10:45.560]  不過你們的行事為人要像光
[00:10:45.560 --> 00:10:47.560]  卻是你的責任
[00:10:47.560 --> 00:10:51.560]  上帝將你由黑暗變成光
[00:10:51.560 --> 00:10:54.560]  但是做回光應該做的事
[00:10:54.560 --> 00:10:58.560]  卻是我們每一個人責無旁貸的責任
[00:10:58.560 --> 00:11:01.560]  不知道大家有沒有看過一部電影
[00:11:01.560 --> 00:11:04.560]  叫做《小企鵝大長征》
[00:11:04.560 --> 00:11:05.560]  應該沒有什麼人看過
[00:11:05.560 --> 00:11:08.560]  應該有我這樣的女兒才會看
[00:11:08.560 --> 00:11:10.560]  平時應該不會看這些電影
[00:11:10.560 --> 00:11:13.560]  電影裡都是拍一些很可愛的電影
[00:11:13.560 --> 00:11:14.560]  就這樣說完
[00:11:14.560 --> 00:11:17.560]  就是拍一些小企鵝很可愛的走動
[00:11:17.560 --> 00:11:20.560]  整部電影的目的就是想做這件事
[00:11:20.560 --> 00:11:21.560]  不過這部電影很特別
[00:11:21.560 --> 00:11:23.560]  我覺得有一幕是令我很深刻的
[00:11:23.560 --> 00:11:25.560]  就是講一些企鵝爸爸
[00:11:25.560 --> 00:11:27.560]  在那些北極裡面
[00:11:27.560 --> 00:11:29.560]  和一些企鵝BB一起
[00:11:29.560 --> 00:11:32.560]  在那個冰湖旁邊
[00:11:32.560 --> 00:11:34.560]  有一個很令我深刻的就是
[00:11:34.560 --> 00:11:37.560]  那個企鵝爸爸
[00:11:37.560 --> 00:11:39.560]  我走出來
[00:11:39.560 --> 00:11:46.560]  企鵝爸爸就一伸就伸了企鵝BB
[00:11:46.560 --> 00:11:48.560]  到那個湖裡面
[00:11:48.560 --> 00:11:50.560]  這個令我很深刻的
[00:11:50.560 --> 00:11:53.560]  接著拍著那個企鵝BB
[00:11:53.560 --> 00:11:55.560]  水開始開始渾濁
[00:11:55.560 --> 00:11:57.560]  然後拍了一下
[00:11:57.560 --> 00:12:00.560]  突然間可以游到水出來
[00:12:00.560 --> 00:12:02.560]  這個原來是每一隻企鵝裡面
[00:12:02.560 --> 00:12:05.560]  必然會學習的東西
[00:12:05.560 --> 00:12:08.560]  沒錯 他們是一隻真正的企鵝
[00:12:08.560 --> 00:12:10.560]  不過一個真正的企鵝
[00:12:10.560 --> 00:12:13.560]  原來都需要花一些時間去學習
[00:12:13.560 --> 00:12:15.560]  怎樣做一隻企鵝
[00:12:15.560 --> 00:12:17.560]  怎樣在冰那裡走
[00:12:17.560 --> 00:12:18.560]  怎樣可以游水
[00:12:18.560 --> 00:12:19.560]  怎樣能夠捉魚
[00:12:19.560 --> 00:12:21.560]  這些都需要學的
[00:12:21.560 --> 00:12:22.560]  雖然這些是本能
[00:12:22.560 --> 00:12:23.560]  都不需要人家怎樣教
[00:12:23.560 --> 00:12:26.560]  但確是有些東西你要學習
[00:12:26.560 --> 00:12:28.560]  怎樣做一隻企鵝
[00:12:28.560 --> 00:12:31.560]  一隻企鵝是要花時間去學習
[00:12:31.560 --> 00:12:32.560]  怎樣做企鵝
[00:12:32.560 --> 00:12:34.560]  所以這個明明是這樣
[00:12:34.560 --> 00:12:36.560]  但都要學習是這樣的道理
[00:12:36.560 --> 00:12:39.560]  正正就是光明的兒女的意思
[00:12:39.560 --> 00:12:41.560]  我們是光
[00:12:41.560 --> 00:12:43.560]  這個是上帝給我們的一個
[00:12:43.560 --> 00:12:45.560]  全新的身份
[00:12:45.560 --> 00:12:48.560]  但我們都仍然需要學習
[00:12:48.560 --> 00:12:51.560]  怎樣去做光明的子女
[00:12:51.560 --> 00:12:53.560]  所以經文的下面部分
[00:12:53.560 --> 00:12:56.560]  十二十三節就在說
[00:12:56.560 --> 00:12:58.560]  怎樣去成為光明子女的
[00:12:58.560 --> 00:12:59.560]  很重要的教導
[00:12:59.560 --> 00:13:00.560]  我們一起讀
[00:13:00.560 --> 00:13:02.560]  十二十三節的經文
[00:13:02.560 --> 00:13:04.560]  我們一起讀
[00:13:04.560 --> 00:13:06.560]  十二十三節
[00:13:06.560 --> 00:13:07.560]  好,找到位置一起讀
[00:13:07.560 --> 00:13:08.560]  一二三
[00:13:08.560 --> 00:13:12.560]  (十二十三節)
[00:13:12.560 --> 00:13:14.560]  哦,對不起
[00:13:14.560 --> 00:13:16.560]  九十一節
[00:13:16.560 --> 00:13:17.560]  因為我跳過了
[00:13:17.560 --> 00:13:18.560]  九十一節
[00:13:18.560 --> 00:13:36.560]  (十二十三節)
[00:13:36.560 --> 00:13:39.560]  第九節那裏
[00:13:39.560 --> 00:13:42.560]  本來就非常清楚去說出
[00:13:42.560 --> 00:13:46.560]  光明之子應該做的三件事情
[00:13:46.560 --> 00:13:49.560]  一個應該要結出來的果子
[00:13:49.560 --> 00:13:51.560]  第九節說光明所結的果子
[00:13:51.560 --> 00:13:54.560]  就是良善、公義、誠實
[00:13:54.560 --> 00:13:56.560]  良善,goodness
[00:13:56.560 --> 00:13:59.560]  公義,righteousness
[00:13:59.560 --> 00:14:02.560]  和誠實,所謂誠實就是真理
[00:14:02.560 --> 00:14:04.560]  Truth,這三樣東西
[00:14:04.560 --> 00:14:07.560]  良善、公義和真理
[00:14:07.560 --> 00:14:09.560]  正正就是光明之子
[00:14:09.560 --> 00:14:11.560]  應該要有
[00:14:11.560 --> 00:14:12.560]  他們行事為人
[00:14:12.560 --> 00:14:15.560]  應該要有的那個表現
[00:14:15.560 --> 00:14:19.560]  我想大家對於光明之子這三個的果子
[00:14:19.560 --> 00:14:20.560]  良善、公義、誠實
[00:14:20.560 --> 00:14:22.560]  應該不是太難理解的,是吧
[00:14:22.560 --> 00:14:25.560]  最少大家可以想到大概怎麼做
[00:14:25.560 --> 00:14:26.560]  簡單來說
[00:14:26.560 --> 00:14:27.560]  良善、goodness
[00:14:27.560 --> 00:14:29.560]  就是做一個好人,是吧
[00:14:29.560 --> 00:14:30.560]  何謂好人呢
[00:14:30.560 --> 00:14:33.560]  我想大概都想到一些很經典的場面
[00:14:33.560 --> 00:14:34.560]  是吧
[00:14:34.560 --> 00:14:36.560]  就是見到婆婆
[00:14:36.560 --> 00:14:37.560]  去過馬路
[00:14:37.560 --> 00:14:39.560]  或者在地鐵裏面仰觀外座
[00:14:39.560 --> 00:14:40.560]  這樣的情形,是吧
[00:14:40.560 --> 00:14:42.560]  我想大家這些都不是太難的
[00:14:42.560 --> 00:14:44.560]  或者在平時裏面不怕吃虧
[00:14:44.560 --> 00:14:46.560]  寧願去捱捱意氣
[00:14:46.560 --> 00:14:47.560]  幫人做一些事
[00:14:47.560 --> 00:14:49.560]  做一個良善的好人
[00:14:49.560 --> 00:14:50.560]  成為一個好人
[00:14:50.560 --> 00:14:52.560]  我想大家都不是太難明白的東西
[00:14:52.560 --> 00:14:54.560]  公義,righteousness
[00:14:54.560 --> 00:14:56.560]  做一個公義的人
[00:14:56.560 --> 00:14:57.560]  一個正直的人
[00:14:57.560 --> 00:14:59.560]  怎麼叫做公義正直呢
[00:14:59.560 --> 00:15:01.560]  我想這個都不太難理解的
[00:15:01.560 --> 00:15:03.560]  一個做事公平公正的人
[00:15:03.560 --> 00:15:05.560]  做一個公平的爸爸
[00:15:05.560 --> 00:15:06.560]  不要偏心
[00:15:06.560 --> 00:15:09.560]  做一個公平的老闆
[00:15:09.560 --> 00:15:11.560]  不要那麼不公允
[00:15:11.560 --> 00:15:15.560]  在社會裏面都是去支持一些公義的事情
[00:15:15.560 --> 00:15:17.560]  對一些不公平的事情
[00:15:17.560 --> 00:15:18.560]  我們是要伸張正義
[00:15:18.560 --> 00:15:21.560]  這些都是大家不難理解的事情
[00:15:21.560 --> 00:15:22.560]  真理是一樣
[00:15:22.560 --> 00:15:24.560]  做一個追求真理的人
[00:15:24.560 --> 00:15:26.560]  怎麼去追求真理呢
[00:15:26.560 --> 00:15:28.560]  堅持去講真話
[00:15:28.560 --> 00:15:30.560]  竭力去追求那個真理
[00:15:30.560 --> 00:15:32.560]  對於一些謊言
[00:15:32.560 --> 00:15:34.560]  我們是不會認同
[00:15:34.560 --> 00:15:40.560]  我想這個大家都是不難明白的事情
[00:15:40.560 --> 00:15:44.560]  不過以上所講的良善公義真理
[00:15:44.560 --> 00:15:45.560]  大概都是一些
[00:15:45.560 --> 00:15:48.560]  誰不知道媽媽是女人的道理
[00:15:48.560 --> 00:15:51.560]  通常一些又大又對的道理
[00:15:51.560 --> 00:15:53.560]  都是講完等於沒講
[00:15:53.560 --> 00:15:54.560]  做好人
[00:15:54.560 --> 00:15:55.560]  公平公正
[00:15:55.560 --> 00:15:56.560]  追求真理
[00:15:56.560 --> 00:15:59.560]  這些道理我想大家都不會反對的
[00:15:59.560 --> 00:16:00.560]  等同於世界和平一樣
[00:16:00.560 --> 00:16:02.560]  大家都會願意支持
[00:16:02.560 --> 00:16:04.560]  但是怎麼去實踐
[00:16:04.560 --> 00:16:07.560]  才是一個問題
[00:16:07.560 --> 00:16:09.560]  真史保羅在下面那裏
[00:16:09.560 --> 00:16:10.560]  第十節和十一節
[00:16:10.560 --> 00:16:12.560]  就更加具體補充
[00:16:12.560 --> 00:16:14.560]  怎樣去真正實踐
[00:16:14.560 --> 00:16:19.560]  這個良善公義和真理
[00:16:19.560 --> 00:16:20.560]  《和本》裏面這樣說
[00:16:20.560 --> 00:16:23.560]  總要細察何謂主所喜悅的
[00:16:23.560 --> 00:16:28.560]  那暗煤無益的是不要與人同行
[00:16:28.560 --> 00:16:31.560]  中文的聲音比較難看出結構
[00:16:31.560 --> 00:16:33.560]  其實保羅在第十節和十一節
[00:16:33.560 --> 00:16:35.560]  用了兩個分詞
[00:16:35.560 --> 00:16:40.560]  一個字句去形容第九節所講的
[00:16:40.560 --> 00:16:42.560]  良善公義和誠實
[00:16:42.560 --> 00:16:44.560]  所以整段是黏在一起的
[00:16:44.560 --> 00:16:47.560]  十節和十一節是形容怎樣去實踐
[00:16:47.560 --> 00:16:50.560]  良善公義誠實這三個原則
[00:16:50.560 --> 00:16:52.560]  我先講第一個
[00:16:52.560 --> 00:16:53.560]  十節
[00:16:53.560 --> 00:16:56.560]  總要察驗何謂主所喜悅的事情
[00:16:56.560 --> 00:16:59.560]  怎樣能夠做到良善公義真理
[00:16:59.560 --> 00:17:02.560]  保羅說就是要不斷去察驗
[00:17:02.560 --> 00:17:05.560]  甚麼是良善公義真理
[00:17:05.560 --> 00:17:09.560]  好讓你能夠真正行出良善公義真理
[00:17:09.560 --> 00:17:12.560]  所謂察驗就是你不斷去體會
[00:17:12.560 --> 00:17:13.560]  不斷去嘗試
[00:17:13.560 --> 00:17:14.560]  不斷去證實
[00:17:14.560 --> 00:17:18.560]  去發現甚麼是真正的良善公義真理
[00:17:18.560 --> 00:17:19.560]  沒錯
[00:17:19.560 --> 00:17:23.560]  良善公義真理是簡單淺白的大道理
[00:17:23.560 --> 00:17:25.560]  甚至是一些硬道理
[00:17:25.560 --> 00:17:28.560]  不過當你真正行出來的時候
[00:17:28.560 --> 00:17:31.560]  你會發現其實不是相中那麼簡單
[00:17:31.560 --> 00:17:35.560]  何謂良善
[00:17:35.560 --> 00:17:36.560]  何謂好
[00:17:36.560 --> 00:17:39.560]  扶婆婆過馬路虧好
[00:17:39.560 --> 00:17:42.560]  但其實有多少個婆婆等你扶呢
[00:17:42.560 --> 00:17:44.560]  很多在我們實際上
[00:17:44.560 --> 00:17:45.560]  在社會裏面
[00:17:45.560 --> 00:17:46.560]  或者在我們心靈裏面
[00:17:46.560 --> 00:17:48.560]  很多的執行出來
[00:17:48.560 --> 00:17:51.560]  活出來的東西其實又不是那麼簡單
[00:17:51.560 --> 00:17:53.560]  所以保羅說
[00:17:53.560 --> 00:17:57.560]  要真真正正做到良善公義誠實
[00:17:57.560 --> 00:18:00.560]  沒有一個寫在黑板裏面
[00:18:00.560 --> 00:18:02.560]  一個很簡單的答案
[00:18:02.560 --> 00:18:04.560]  你需要不斷去思考
[00:18:04.560 --> 00:18:06.560]  不斷去認識
[00:18:06.560 --> 00:18:08.560]  不斷去審視自己
[00:18:08.560 --> 00:18:11.560]  所認識的答案是否真的
[00:18:11.560 --> 00:18:14.560]  純粹抄一個黑板裏面的答案
[00:18:14.560 --> 00:18:16.560]  是一個懶惰的做法
[00:18:16.560 --> 00:18:18.560]  你只能不斷去認識它
[00:18:18.560 --> 00:18:20.560]  再次去更新自己的看法
[00:18:20.560 --> 00:18:22.560]  再次不斷去體會
[00:18:22.560 --> 00:18:25.560]  去認識這樣的答案
[00:18:25.560 --> 00:18:28.560]  通常答案都不會在Facebook裏面
[00:18:28.560 --> 00:18:30.560]  一個簡易的答案
[00:18:30.560 --> 00:18:32.560]  可能可以在Facebook裏面
[00:18:32.560 --> 00:18:35.560]  但真正能夠明白這個世界的真相
[00:18:35.560 --> 00:18:39.560]  往往都不是單單能夠在Facebook裏找得到出來
[00:18:39.560 --> 00:18:42.560]  你要不斷地去發掘更多的思考
[00:18:42.560 --> 00:18:44.560]  甚至乎更新
[00:18:44.560 --> 00:18:45.560]  一個人
[00:18:45.560 --> 00:18:50.560]  如果說你十年前的看法和現在一樣的時候
[00:18:50.560 --> 00:18:51.560]  有兩個可能性
[00:18:51.560 --> 00:18:56.560]  一個可能性就是你真的掌握了整個世界的運作
[00:18:56.560 --> 00:18:59.560]  另一個可能性就是你可能沒有進步過
[00:18:59.560 --> 00:19:01.560]  你可能沒有被改變過
[00:19:01.560 --> 00:19:05.560]  不過不斷地去維持以前固有的想法
[00:19:05.560 --> 00:19:10.560]  不斷地去更新自己的立場和看法
[00:19:10.560 --> 00:19:12.560]  是一個我們責無旁貸的事情
[00:19:12.560 --> 00:19:14.560]  甚麼是良善
[00:19:14.560 --> 00:19:15.560]  甚麼是公義
[00:19:15.560 --> 00:19:17.560]  甚麼是真理
[00:19:17.560 --> 00:19:18.560]  第二
[00:19:18.560 --> 00:19:19.560]  普羅話
[00:19:19.560 --> 00:19:21.560]  那分會無益的事
[00:19:21.560 --> 00:19:23.560]  不要與人同行
