
[00:00:00.000 --> 00:00:02.000]  評論節目平安,早安
[00:02:09.000 --> 00:02:12.000]  不知道大家是否明白這句話的意思
[00:02:12.000 --> 00:02:14.000]  視野決定了我們的高度
[00:02:14.000 --> 00:02:17.000]  當然聽到這句話是相反的
[00:02:17.000 --> 00:02:19.000]  高度是決定視野
[00:02:19.000 --> 00:02:23.000]  但高度決定視野大概是一個物理問題
[00:02:23.000 --> 00:02:27.000]  你站得越高就能夠望得越遠
[00:02:27.000 --> 00:02:29.000]  是庸窮千里目的朋友
[00:02:29.000 --> 00:02:35.000]  不過視野決定高度是一個人生的哲理
[00:02:35.000 --> 00:02:38.000]  我們人生裏面 尤其是我們作為教徒
[00:02:38.000 --> 00:02:40.000]  我們是天上父上帝的兒女
[00:02:40.000 --> 00:02:44.000]  我們的眼光正在定義我們的高度
[00:02:44.000 --> 00:02:48.000]  你看得有多遠 你的人生的生命有多高
[00:02:48.000 --> 00:02:52.000]  你看得有多闊 你所做的就有多闊
[00:02:52.000 --> 00:02:56.000]  所以我們的視野和看見
[00:02:56.000 --> 00:02:59.000]  似乎是我們任何事情的第一步
[00:02:59.000 --> 00:03:01.000]  所以面對2023年
[00:03:01.000 --> 00:03:09.000]  我們一齊嘗試思考信仰裏面和眼界視的課題
[00:03:09.000 --> 00:03:12.000]  所以我們今天的講題叫做
[00:03:12.000 --> 00:03:14.000]  上帝眼中的同人
[00:03:14.000 --> 00:03:16.000]  其實這個關乎於
[00:03:16.000 --> 00:03:18.000]  我在Folk Church裏面有一套劇
[00:03:18.000 --> 00:03:20.000]  上年聖誕節的時候
[00:03:20.000 --> 00:03:22.000]  其中一個紀念品
[00:03:22.000 --> 00:03:23.000]  一個Toe bag
[00:03:23.000 --> 00:03:26.000]  印了一句I am the apple of his eye
[00:03:26.000 --> 00:03:27.000]  這個slogan
[00:03:27.000 --> 00:03:31.000]  其實這個slogan是在聖經裏面
[00:03:31.000 --> 00:03:35.000]  上帝眼中的同人這句經文
[00:03:35.000 --> 00:03:39.000]  我上了這麼久都沒有認真研究過這段經文
[00:03:39.000 --> 00:03:43.000]  所以我嘗試今天一齊去思考一下
[00:03:43.000 --> 00:03:45.000]  這個經文的意思
[00:03:45.000 --> 00:03:49.000]  等我按好嗎
[00:03:49.000 --> 00:03:51.000]  我怕我一會兒會劇透
[00:03:51.000 --> 00:03:54.000]  我們一齊去想一想
[00:03:54.000 --> 00:03:56.000]  Apple of his eye
[00:03:56.000 --> 00:03:58.000]  這句說話的典故
[00:03:58.000 --> 00:04:00.000]  Apple of his eye
[00:04:00.000 --> 00:04:04.000]  這句中文的版本叫眼中的同人
[00:04:04.000 --> 00:04:06.000]  如果你翻舊翻來我也知道
[00:04:06.000 --> 00:04:14.000]  在聖經裏面經常出現了幾次的經文
[00:04:14.000 --> 00:04:18.000]  聖經裏面出現了五次Apple of his eye的說話
[00:04:18.000 --> 00:04:22.000]  第一段是在生命記第32章
[00:04:22.000 --> 00:04:23.000]  耶和華說
[00:04:23.000 --> 00:04:27.000]  遇見他在曠野荒涼野獸哭叫之地
[00:04:27.000 --> 00:04:30.000]  就環繞他、看顧他、保護他
[00:04:30.000 --> 00:04:33.000]  而同保護眼中的同人
[00:04:33.000 --> 00:04:35.000]  第二段是在詩篇第17篇
[00:04:35.000 --> 00:04:36.000]  討告的
[00:04:36.000 --> 00:04:37.000]  詩人這樣討告
[00:04:37.000 --> 00:04:41.000]  求你保護我,而同保護眼中的同人
[00:04:41.000 --> 00:04:44.000]  將我隱藏在你翅膀的陰下
[00:04:44.000 --> 00:04:47.000]  第三段是針研的經文
[00:04:47.000 --> 00:04:48.000]  針研這樣說
[00:04:48.000 --> 00:04:51.000]  遵守我的命令,就得存活
[00:04:51.000 --> 00:04:54.000]  保守我的法則,好像保守眼中的同人
[00:04:54.000 --> 00:04:57.000]  第四段是耶利米埃哥的哀求
[00:04:57.000 --> 00:04:59.000]  詩人這樣討告
[00:04:59.000 --> 00:05:03.000]  石安的城牆,願你流淚如何
[00:05:03.000 --> 00:05:07.000]  晝夜不息,願你眼中的同人流淚不止
[00:05:07.000 --> 00:05:08.000]  很慘的經文
[00:05:08.000 --> 00:05:10.000]  最後就是今天提的經文
[00:05:10.000 --> 00:05:12.000]  撒加利亞書第二章第八節
[00:05:12.000 --> 00:05:13.000]  萬君子耶和華說
[00:05:13.000 --> 00:05:15.000]  在獻出榮耀之後
[00:05:15.000 --> 00:05:18.000]  差矣我去懲罰那擄掠你們的列國
[00:05:18.000 --> 00:05:21.000]  摸你們的就是摸他眼中同人
[00:05:21.000 --> 00:05:23.000]  其實這個他字就是我字
[00:05:23.000 --> 00:05:28.000]  就是上帝自己的眼目的意思
[00:05:28.000 --> 00:05:30.000]  五段經文裡面
[00:05:30.000 --> 00:05:34.000]  英文的聖經全部都翻譯成
[00:05:34.000 --> 00:05:35.000]  Apple of the eye
[00:05:35.000 --> 00:05:37.000]  是這樣的意思
[00:05:37.000 --> 00:05:39.000]  不知道大家有沒有問問題
[00:05:39.000 --> 00:05:41.000]  為什麼會是Apple
[00:05:41.000 --> 00:05:43.000]  為什麼不是Orange
[00:05:43.000 --> 00:05:45.000]  不是Banana,不是Samsung
[00:05:45.000 --> 00:05:46.000]  為什麼會是Apple
[00:05:46.000 --> 00:05:50.000]  Apple of the eye其實是一句英文的成語
[00:05:50.000 --> 00:05:52.000]  意思是什麼
[00:05:52.000 --> 00:05:56.000]  就是眼中極度喜愛捍衛愛慕
[00:05:56.000 --> 00:05:59.000]  最重要最寶貴的那位
[00:05:59.000 --> 00:06:02.000]  所以Apple of the eye這個英文成語
[00:06:02.000 --> 00:06:04.000]  最早文獻出現就在第九世紀
[00:06:04.000 --> 00:06:07.000]  一些很古老的英文文獻裡面有的
[00:06:07.000 --> 00:06:11.000]  莎士比亞都曾經在眾夏日之夢裡面
[00:06:11.000 --> 00:06:14.000]  都用過Apple of the eye來寫
[00:06:14.000 --> 00:06:16.000]  後來自此之後
[00:06:16.000 --> 00:06:18.000]  全部的英文成經
[00:06:18.000 --> 00:06:21.000]  都將剛才的五段經文翻譯成
[00:06:21.000 --> 00:06:24.000]  Apple of the eye這個字
[00:06:24.000 --> 00:06:26.000]  雖然說了這麼久都不知道為什麼叫Apple
[00:06:26.000 --> 00:06:28.000]  不過我們知道什麼呢
[00:06:28.000 --> 00:06:30.000]  就是知道希伯來文聖經裡面
[00:06:30.000 --> 00:06:33.000]  原文裡面其實不是Apple這個字
[00:06:33.000 --> 00:06:34.000]  是什麼字呢
[00:06:34.000 --> 00:06:36.000]  就是解作瞳孔
[00:06:36.000 --> 00:06:38.000]  就是我們眼球裡面
[00:06:38.000 --> 00:06:42.000]  眼球裡面中間黑色點點的位置
[00:06:42.000 --> 00:06:44.000]  這個部分
[00:06:44.000 --> 00:06:48.000]  所以無論是希伯來文
[00:06:48.000 --> 00:06:51.000]  或者後來翻譯的希臘文也好
[00:06:51.000 --> 00:06:55.000]  這個字直譯是解作女兒的意思
[00:06:55.000 --> 00:06:57.000]  Daughter的意思
[00:06:57.000 --> 00:06:59.000]  或者是一個小人兒的意思
[00:06:59.000 --> 00:07:01.000]  所以不知道有沒有關係
[00:07:01.000 --> 00:07:03.000]  因為我讀文科的
[00:07:03.000 --> 00:07:05.000]  以前我讀拜安的時候
[00:07:05.000 --> 00:07:07.000]  我們瞳孔裡面叫什麼
[00:07:07.000 --> 00:07:09.000]  記得嗎
[00:07:09.000 --> 00:07:11.000]  記得嗎 土土
[00:07:11.000 --> 00:07:13.000]  是什麼
[00:07:13.000 --> 00:07:15.000]  是叫Pupil的
[00:07:15.000 --> 00:07:17.000]  Pupil就是瞳孔
[00:07:17.000 --> 00:07:19.000]  是解作學生的意思
[00:07:19.000 --> 00:07:21.000]  是有關係的
[00:07:21.000 --> 00:07:23.000]  聖經和字都是這樣
[00:07:23.000 --> 00:07:26.000]  這個瞳孔其實也是解作小朋友
[00:07:26.000 --> 00:07:28.000]  或者是學生的意思
[00:07:28.000 --> 00:07:30.000]  所以可以這樣理解
[00:07:30.000 --> 00:07:33.000]  我們眼睛中間的瞳孔
[00:07:33.000 --> 00:07:35.000]  可以解作蘋果
[00:07:35.000 --> 00:07:36.000]  可以解作瞳孔
[00:07:36.000 --> 00:07:37.000]  可以解作學生
[00:07:37.000 --> 00:07:39.000]  或者是女兒的意思
[00:07:39.000 --> 00:07:41.000]  不過我覺得最漂亮的
[00:07:41.000 --> 00:07:43.000]  其實是中文聖經
[00:07:43.000 --> 00:07:44.000]  解作什麼呢
[00:07:44.000 --> 00:07:46.000]  是翻譯成同人這個字
[00:07:46.000 --> 00:07:48.000]  是一個很有意思的字
[00:07:48.000 --> 00:07:51.000]  中文就沒有蘋果這個字眼
[00:07:51.000 --> 00:07:54.000]  翻譯成眼中的同人
[00:07:54.000 --> 00:07:57.000]  你翻譯文言文的話
[00:07:57.000 --> 00:07:59.000]  你會發現
[00:07:59.000 --> 00:08:03.000]  一些很古舊的中文聖經
[00:08:03.000 --> 00:08:05.000]  翻譯成母子
[00:08:05.000 --> 00:08:07.000]  眼貌的貌
[00:08:07.000 --> 00:08:09.000]  兒子的子
[00:08:09.000 --> 00:08:12.000]  論中日本就翻譯成眼中之女
[00:08:12.000 --> 00:08:15.000]  所以這個字原來
[00:08:15.000 --> 00:08:17.000]  同人這個字其實是一個
[00:08:17.000 --> 00:08:19.000]  中文有的字
[00:08:19.000 --> 00:08:21.000]  原來古代的中國人
[00:08:21.000 --> 00:08:23.000]  都是會有同人這個字
[00:08:23.000 --> 00:08:24.000]  出現了很久
[00:08:24.000 --> 00:08:26.000]  譬如唐朝
[00:08:26.000 --> 00:08:28.000]  唐朝有一個叫杜家唐二哥
[00:08:28.000 --> 00:08:29.000]  他就寫
[00:08:29.000 --> 00:08:33.000]  骨寵神寒天妙氣
[00:08:33.000 --> 00:08:35.000]  一箱同人輾抽水
[00:08:35.000 --> 00:08:37.000]  宋朝的一首詩就說
[00:08:37.000 --> 00:08:39.000]  同人輾水腰如簇
[00:08:39.000 --> 00:08:41.000]  一幅烏紗果寒玉
[00:08:41.000 --> 00:08:43.000]  所以原來中國就不是
[00:08:43.000 --> 00:08:45.000]  只有十八個同人的數字
[00:08:45.000 --> 00:08:47.000]  是有一個同人這個字
[00:08:47.000 --> 00:08:49.000]  有一個這樣的稱呼
[00:08:49.000 --> 00:08:51.000]  是解作同孔的意思
[00:08:51.000 --> 00:08:53.000]  所以無論是聖經
[00:08:53.000 --> 00:08:55.000]  或者是唐詩都好
[00:08:55.000 --> 00:08:57.000]  古人都會將這個同孔
[00:08:57.000 --> 00:08:59.000]  理解為一個同人
[00:08:59.000 --> 00:09:01.000]  這樣的一個意思
[00:09:01.000 --> 00:09:03.000]  蘋果的意思
[00:09:03.000 --> 00:09:05.000]  這個就是Apple of the eye
[00:09:05.000 --> 00:09:07.000]  有這樣的典故的資料
[00:09:07.000 --> 00:09:09.000]  明白了Apple of the eye
[00:09:09.000 --> 00:09:11.000]  的典故之後就開始去看
[00:09:11.000 --> 00:09:13.000]  就是聖經裏面的一個蘋果
[00:09:13.000 --> 00:09:15.000]  就是今天所說的撒加利亞書
[00:09:15.000 --> 00:09:17.000]  其中一個Apple of the eye的經文
[00:09:17.000 --> 00:09:22.000]  先說說一些簡單的撒加利亞書的背景
[00:09:22.000 --> 00:09:26.000]  撒加利亞書是一本比較後期的先知書
[00:09:26.000 --> 00:09:30.000]  一本是說以色列人被擄流亡之後
[00:09:30.000 --> 00:09:34.000]  將要歸回的一個小先知書
[00:09:34.000 --> 00:09:38.000]  所以先知撒加利亞對著一些流亡海外的以色列人說話
[00:09:38.000 --> 00:09:47.000]  都對著一些仍然存留在一個廢墟的耶路撒冷的以色列人說話
[00:09:47.000 --> 00:09:52.000]  公元前586年耶路撒冷淪陷之後
[00:09:52.000 --> 00:09:54.000]  以色列人被擄
[00:09:54.000 --> 00:09:56.000]  其實有好幾批不同的人
[00:09:56.000 --> 00:09:59.000]  有一批是流亡海外的以色列人
[00:09:59.000 --> 00:10:01.000]  他們是被擄的
[00:10:01.000 --> 00:10:05.000]  有一批是因為這樣的情況而移居到其他地方的以色列人
[00:10:05.000 --> 00:10:07.000]  但仍然有些是什麼呢?
[00:10:07.000 --> 00:10:12.000]  是一些仍然住在滅亡了的耶路撒冷的以色列人
[00:10:12.000 --> 00:10:14.000]  就好像今天香港一樣
[00:10:14.000 --> 00:10:17.000]  有些人移民,有些人仍然在香港
[00:10:17.000 --> 00:10:22.000]  因此撒加利亞書和哈蓋書都有一個很重要的目的
[00:10:22.000 --> 00:10:25.000]  就是要代表耶路撒冷上帝
[00:10:25.000 --> 00:10:29.000]  去吩咐一群身處異地的以色列人
[00:10:29.000 --> 00:10:33.000]  以及一群殘留在耶路撒冷的廢墟裡的人
[00:10:33.000 --> 00:10:35.000]  吩咐他們要重返耶路撒冷
[00:10:35.000 --> 00:10:38.000]  去重建耶路撒冷
[00:10:38.000 --> 00:10:41.000]  並且恢復他們的聖殿
[00:10:41.000 --> 00:10:43.000]  所以可能大家不知道
[00:10:43.000 --> 00:10:49.000]  其實哈蓋書和撒加利亞書頭的八章是一個完整的文獻
[00:10:49.000 --> 00:10:53.000]  一起都是在說一個很重要的主題
[00:10:53.000 --> 00:10:56.000]  撒加利亞書是強調一個所謂漢見
[00:10:56.000 --> 00:10:58.000]  Vision的詩之書
[00:10:58.000 --> 00:11:02.000]  它是強調耶和華上帝的漢見
[00:11:02.000 --> 00:11:04.000]  藉著撒加利亞先知的漢見
[00:11:04.000 --> 00:11:09.000]  去表達耶和華上帝漢見耶路撒冷的願景
[00:11:09.000 --> 00:11:12.000]  雖然是一片廢墟
[00:11:12.000 --> 00:11:15.000]  但是耶和華上帝漢見什麼呢?
[00:11:15.000 --> 00:11:18.000]  所以頭八章的撒加利亞書裡面
[00:11:18.000 --> 00:11:20.000]  都有八個不同的意象
[00:11:20.000 --> 00:11:22.000]  八個的Vision
[00:11:22.000 --> 00:11:27.000]  其實漢見Vision就是意象的意思
[00:11:27.000 --> 00:11:30.000]  不過,本次我想說的是什麼呢?
[00:11:30.000 --> 00:11:32.000]  所謂的漢見
[00:11:32.000 --> 00:11:34.000]  或者是Vision或者是意象都好
[00:11:34.000 --> 00:11:38.000]  其實是一些不是那麼容易消化的東西
[00:11:38.000 --> 00:11:41.000]  一些很難以置信
[00:11:41.000 --> 00:11:43.000]  一些尚未發生的事情
[00:11:43.000 --> 00:11:49.000]  撒加利亞先知要向一些移居了海外的斯里文講說話
[00:11:49.000 --> 00:11:51.000]  要說服他們要歸回
[00:11:51.000 --> 00:11:54.000]  其實是一個純粹將來的漢見
[00:11:54.000 --> 00:11:57.000]  一些尚未發生的東西
[00:11:57.000 --> 00:12:03.000]  所以這個現實景象和將來漢見的差異
[00:12:03.000 --> 00:12:05.000]  其實是甚大
[00:12:05.000 --> 00:12:08.000]  你望著一個地盤廢墟
[00:12:08.000 --> 00:12:11.000]  你要幻想是一個將來的豪宅
[00:12:11.000 --> 00:12:13.000]  一個很貴的樓
[00:12:13.000 --> 00:12:15.000]  是一個很不容易的事情
[00:12:15.000 --> 00:12:18.000]  所以這是一個非常困難的事情
[00:12:18.000 --> 00:12:21.000]  今天有很多朋友
[00:12:21.000 --> 00:12:23.000]  大家朋友親戚移民
[00:12:23.000 --> 00:12:27.000]  去到英國已經很不容易找到工作
[00:12:27.000 --> 00:12:28.000]  找到屋住
[00:12:28.000 --> 00:12:30.000]  開始穩定
[00:12:30.000 --> 00:12:32.000]  甚至乎要分
[00:12:32.000 --> 00:12:36.000]  你很難再突然間去說服他們回到香港
[00:12:36.000 --> 00:12:39.000]  開始已經順境了
[00:12:39.000 --> 00:12:42.000]  開始已經很穩定了
[00:12:42.000 --> 00:12:44.000]  甚至乎每個星期都已經超納
[00:12:44.000 --> 00:12:48.000]  但就發覺很不容易回來
[00:12:48.000 --> 00:12:54.000]  所以發覺整件事就是撒加利亞書的處境
[00:12:54.000 --> 00:12:58.000]  仍然是一個頹垣敗瓦
[00:12:58.000 --> 00:13:00.000]  會演像一個廢墟的耶路撒冷
[00:13:00.000 --> 00:13:03.000]  撒加利亞要去說服這些人
[00:13:03.000 --> 00:13:06.000]  回來重建這個城市
[00:13:06.000 --> 00:13:15.000]  所以正因為這個現實景象和意象漢見的相差甚遠的情況下
[00:13:15.000 --> 00:13:18.000]  上帝就說出了這句話
[00:13:18.000 --> 00:13:21.000]  希望呼籲這些流亡海外的人
[00:13:21.000 --> 00:13:23.000]  能夠安心不用怕
[00:13:23.000 --> 00:13:25.000]  可以回來這個山裏
[00:13:25.000 --> 00:13:27.000]  這個說話就是今天看的說話
[00:13:27.000 --> 00:13:30.000]  撒加利亞書第二章一到六節經文
[00:13:30.000 --> 00:13:41.000]  我從前分散你們在天的四方
[00:13:41.000 --> 00:13:44.000]  現在你們要從北方之地逃回
[00:13:44.000 --> 00:13:47.000]  現在你們要從北方之地逃回
[00:13:47.000 --> 00:13:50.000]  與巴比倫人同住的錫安文南
[00:13:50.000 --> 00:13:52.000]  應當逃脫
[00:13:52.000 --> 00:13:54.000]  萬君子說再顯出榮耀之後
[00:13:54.000 --> 00:13:57.000]  差遣我去懲罰那擄掠你們的列國
[00:13:57.000 --> 00:14:01.000]  摸你們的就是摸我眼中的銅人
[00:14:01.000 --> 00:14:06.000]  上帝要求這些流亡海外的以色列人歸回
[00:14:06.000 --> 00:14:08.000]  叫他們不要怕
[00:14:08.000 --> 00:14:10.000]  因為上帝會保護他們
[00:14:10.000 --> 00:14:14.000]  因為他們就是眼中的銅人
[00:14:14.000 --> 00:14:16.000]  Apple of his eye
[00:14:16.000 --> 00:14:21.000]  甚至經文裏面有一個很有趣的描述
[00:14:21.000 --> 00:14:26.000]  摸你們的就是摸我眼中的銅人
[00:14:26.000 --> 00:14:30.000]  一個非常生動特別的一句說法
[00:14:30.000 --> 00:14:33.000]  經文裏面說你們回來吧
[00:14:33.000 --> 00:14:34.000]  你們不用怕
[00:14:34.000 --> 00:14:36.000]  你們可以回流回來
[00:14:36.000 --> 00:14:39.000]  因為我會幫你懲罰一切的惡人
[00:14:39.000 --> 00:14:43.000]  誰擾你們的就是擾我眼中的
[00:14:43.000 --> 00:14:46.000]  一句很奇怪但很有說服力的說話
[00:14:46.000 --> 00:14:50.000]  誰擾你們的就是擾我眼中的
[00:14:50.000 --> 00:14:53.000]  感受到這句說話的氣場
[00:14:53.000 --> 00:14:57.000]  誰擾你們的就是擾我眼中的
[00:14:57.000 --> 00:15:01.000]  上帝說你們不要害怕將來
[00:15:01.000 --> 00:15:03.000]  雖然你們看不到將來
[00:15:03.000 --> 00:15:07.000]  但你們就是我眼中的銅人
[00:15:07.000 --> 00:15:11.000]  誰去擾你們的就等於擾我眼中的
[00:15:11.000 --> 00:15:15.000]  一個切膚之痛的愛護
[00:15:15.000 --> 00:15:19.000]  上星期1月1日
[00:15:19.000 --> 00:15:25.000]  星期日我和我女兒去屯門友愛村玩滑板
[00:15:25.000 --> 00:15:29.000]  星期日很忙所以整個星期都沒有陪她
[00:15:29.000 --> 00:15:34.000]  兩父女在星期日去友愛村玩Xgame場
[00:15:34.000 --> 00:15:35.000]  但不知道有沒有去過
[00:15:35.000 --> 00:15:38.000]  那裡有個政府場是非常潮的
[00:15:38.000 --> 00:15:43.000]  三層一層是玩滑板一層是玩BMX
[00:15:43.000 --> 00:15:46.000]  在一個卡拉OK上的場
[00:15:46.000 --> 00:15:48.000]  去到沒有人
[00:15:48.000 --> 00:15:50.000]  兩父女就包了整個場
[00:15:50.000 --> 00:15:51.000]  玩了很久很開心
[00:15:51.000 --> 00:15:53.000]  本來打算離開
[00:15:53.000 --> 00:15:56.000]  離開前我女兒說不如玩十分鐘
[00:15:56.000 --> 00:16:00.000]  怎知道就真的樂極生悲
[00:16:00.000 --> 00:16:04.000]  離開前突然有事關我事
[00:16:04.000 --> 00:16:06.000]  我老實說
[00:16:06.000 --> 00:16:08.000]  滑板失腳
[00:16:08.000 --> 00:16:12.000]  滑板失平衡就滾到她那邊
[00:16:12.000 --> 00:16:14.000]  她突然有事衝過來
[00:16:14.000 --> 00:16:16.000]  就跌倒在地上
[00:16:16.000 --> 00:16:18.000]  我知道就糟糕了
[00:16:18.000 --> 00:16:19.000]  我馬上跑過去
[00:16:19.000 --> 00:16:21.000]  我看到她很神色凝重
[00:16:21.000 --> 00:16:23.000]  我就心知不妙
[00:16:23.000 --> 00:16:24.000]  她沒有哭
[00:16:24.000 --> 00:16:26.000]  不過當她打開口罩的時候
[00:16:26.000 --> 00:16:32.000]  我發現口罩裡面是她兩隻門牙的三分之一
[00:16:32.000 --> 00:16:33.000]  就在口罩那裡
[00:16:33.000 --> 00:16:38.000]  整個門牙沒有了前面的部分
[00:16:38.000 --> 00:16:40.000]  崩了
[00:16:40.000 --> 00:16:42.000]  血在口裡
[00:16:42.000 --> 00:16:45.000]  我當時很後悔
[00:16:45.000 --> 00:16:47.000]  非常傷心
[00:16:47.000 --> 00:16:48.000]  非常擔心
[00:16:48.000 --> 00:16:50.000]  因為兩隻是行刺
[00:16:50.000 --> 00:16:53.000]  她就覺得怎麼辦
[00:16:53.000 --> 00:16:54.000]  馬上就走
[00:16:54.000 --> 00:16:56.000]  去友愛村買點水
[00:16:56.000 --> 00:16:58.000]  馬上被她擋住
[00:16:58.000 --> 00:17:00.000]  因為是公隔
[00:17:00.000 --> 00:17:03.000]  找不到牙醫去看
[00:17:03.000 --> 00:17:05.000]  不過幸好我有個朋友是牙醫
[00:17:05.000 --> 00:17:07.000]  就問她怎麼辦
[00:17:07.000 --> 00:17:08.000]  她說也不是很嚴重
[00:17:08.000 --> 00:17:09.000]  沒有傷很嚴重
[00:17:09.000 --> 00:17:11.000]  也可以不急的
[00:17:11.000 --> 00:17:14.000]  打算星期二才帶她去看
[00:17:14.000 --> 00:17:16.000]  那晚吃飯
[00:17:16.000 --> 00:17:18.000]  吃完飯她突然脫牙
[00:17:18.000 --> 00:17:21.000]  幸好不是門牙
[00:17:21.000 --> 00:17:23.000]  只是脫牙
[00:17:23.000 --> 00:17:25.000]  嚇死我
[00:17:25.000 --> 00:17:27.000]  原來是另一隻牙
[00:17:27.000 --> 00:17:29.000]  搞了很久
[00:17:29.000 --> 00:17:31.000]  星期二就帶她去看醫生
[00:17:31.000 --> 00:17:33.000]  看我朋友那裡
[00:17:33.000 --> 00:17:34.000]  幾經波折
[00:17:34.000 --> 00:17:35.000]  搞了很久
[00:17:35.000 --> 00:17:37.000]  終於補回牙齒
[00:17:37.000 --> 00:17:39.000]  這張照片是我想這樣看的
[00:17:39.000 --> 00:17:41.000]  後來這張是補完牙的照片
[00:17:41.000 --> 00:17:44.000]  馬上在牙醫門口拍給媽媽看
[00:17:44.000 --> 00:17:45.000]  沒事沒事
[00:17:45.000 --> 00:17:47.000]  跟她媽媽說話
[00:17:47.000 --> 00:17:52.000]  那時候我馬上發現
[00:17:52.000 --> 00:17:56.000]  其實她正正就是我眼中的同人
[00:17:56.000 --> 00:18:01.000]  她就是我眼中的女兒
[00:18:01.000 --> 00:18:03.000]  那時候我就明白
[00:18:03.000 --> 00:18:06.000]  為什麼聖經會把眼中的同人
[00:18:06.000 --> 00:18:10.000]  直譯成The Daughter of My Eye
[00:18:10.000 --> 00:18:12.000]  那種心肝寶貝
[00:18:12.000 --> 00:18:14.000]  Michael也知道
[00:18:14.000 --> 00:18:16.000]  心肝寶貝如珠如寶
[00:18:16.000 --> 00:18:19.000]  萬千寵愛的那種感覺
[00:18:19.000 --> 00:18:22.000]  我的女兒就是我眼中的同人
[00:18:22.000 --> 00:18:25.000]  當你眼中的同人受到傷害的時候
[00:18:25.000 --> 00:18:28.000]  你寧願受傷的是你自己
[00:18:28.000 --> 00:18:30.000]  你寧願自己崩了門牙
[00:18:30.000 --> 00:18:33.000]  也不相信你的女兒崩了門牙
[00:18:33.000 --> 00:18:36.000]  我正想說什麼呢
[00:18:36.000 --> 00:18:39.000]  就是如果作為一個普普通通的人
[00:18:39.000 --> 00:18:43.000]  都會有我們心目中眼中的同人的時候
[00:18:43.000 --> 00:18:46.000]  何況我們天上的父上帝呢
[00:18:46.000 --> 00:18:50.000]  上帝去看我們的時候
[00:18:50.000 --> 00:18:52.000]  當你有任何的傷害
[00:18:52.000 --> 00:18:55.000]  你有任何的苦況的時候
[00:18:55.000 --> 00:18:57.000]  那種心痛
[00:18:57.000 --> 00:18:59.000]  那種苦況
[00:18:59.000 --> 00:19:03.000]  正正就是上帝那種心痛感受
[00:19:03.000 --> 00:19:06.000]  面對著2023年
[00:19:06.000 --> 00:19:08.000]  我們要認定的
[00:19:08.000 --> 00:19:11.000]  我們是上帝眼中的同人
[00:19:11.000 --> 00:19:14.000]  我們這樣來看見這件事情
[00:19:14.000 --> 00:19:19.000]  不過今天說到不只是停在這裡
[00:19:19.000 --> 00:19:21.000]  當然我們可以停在這裡
[00:19:21.000 --> 00:19:23.000]  作為一個很安慰的訊息
[00:19:23.000 --> 00:19:26.000]  我們知道我們是上帝眼中的同人
[00:19:26.000 --> 00:19:28.000]  來面對著2023年
[00:19:28.000 --> 00:19:31.000]  但我想說的不只是這一點
[00:19:31.000 --> 00:19:36.000]  沒錯,我們是認定我們是上帝眼中的同人
[00:19:36.000 --> 00:19:38.000]  不過我們更加要知道
[00:19:38.000 --> 00:19:41.000]  同一雙上帝的眼睛
[00:19:41.000 --> 00:19:46.000]  塞加利斯所說的不單單是上帝的一種視野
[00:19:46.000 --> 00:19:48.000]  我們看一段經文
