
[00:00:00.000 --> 00:00:04.000]  親愛的天父 信弟 我們要感謝你
[00:05:59.000 --> 00:06:01.000]  怎麼辦 怎麼辦
[00:06:01.000 --> 00:06:03.000]  如果我真的這樣的時候
[00:06:03.000 --> 00:06:05.000]  我怎樣侍奉
[00:06:05.000 --> 00:06:07.000]  我還有很多事情要做
[00:06:07.000 --> 00:06:08.000]  還有很多弟兄姊妹
[00:06:08.000 --> 00:06:10.000]  還有很多教會裏面有很多事情要安排
[00:06:10.000 --> 00:06:11.000]  怎麼辦 我怎麼辦
[00:06:11.000 --> 00:06:13.000]  更加重要的是
[00:06:13.000 --> 00:06:15.000]  我家人怎麼辦
[00:06:15.000 --> 00:06:17.000]  我三個兒子仍然在泰國讀書
[00:06:17.000 --> 00:06:19.000]  誰會照顧他們 怎麼辦
[00:06:19.000 --> 00:06:20.000]  我接著有病怎麼辦
[00:06:20.000 --> 00:06:24.000]  裏面有很多很多很多的混亂
[00:06:24.000 --> 00:06:28.000]  很害怕 很害怕
[00:06:28.000 --> 00:06:30.000]  當我很害怕的時候
[00:06:30.000 --> 00:06:33.000]  突然間我聽到一首詩歌
[00:06:33.000 --> 00:06:39.000]  原本我想唱出來
[00:06:39.000 --> 00:06:41.000]  不過我怕我的聲音不行
[00:06:41.000 --> 00:06:43.000]  我怕走音
[00:06:43.000 --> 00:06:44.000]  還是播出來會好一點
[00:06:44.000 --> 00:06:46.000]  我聽到這首詩歌
[00:06:46.000 --> 00:06:50.000]  聽到嗎
[00:06:50.000 --> 00:06:52.000]  耶穌愛你
[00:06:52.000 --> 00:06:59.000]  耶穌愛你
[00:06:59.000 --> 00:07:08.000]  在你生命中最大的福分就是
[00:07:08.000 --> 00:07:14.000]  耶穌永遠愛你
[00:07:14.000 --> 00:07:19.000]  當我聽到耶穌跟我說
[00:07:19.000 --> 00:07:21.000]  我永遠愛你
[00:07:21.000 --> 00:07:24.000]  突然間我裏面有很多的
[00:07:24.000 --> 00:07:26.000]  剛才有很多的風風浪浪
[00:07:26.000 --> 00:07:27.000]  很大很大
[00:07:27.000 --> 00:07:30.000]  那一刻裏面就好像有一個鬧
[00:07:30.000 --> 00:07:32.000]  鬧在地上
[00:07:32.000 --> 00:07:35.000]  很平靜 很平靜
[00:07:35.000 --> 00:07:39.000]  那一刻裏面我聽到一把聲音跟我說
[00:07:39.000 --> 00:07:41.000]  他說 志雄 你起來
[00:07:41.000 --> 00:07:45.000]  然後我說 志雄 如果是你的
[00:07:45.000 --> 00:07:47.000]  我就起來 我跟著你
[00:07:48.000 --> 00:07:50.000]  然後我就安排進了醫院
[00:07:50.000 --> 00:07:53.000]  神爺為我安排了一個很好的醫生
[00:07:53.000 --> 00:07:55.000]  我做了診斷
[00:07:55.000 --> 00:07:57.000]  我吃藥 我休息
[00:07:57.000 --> 00:08:00.000]  一段時間之後我就康復了
[00:08:00.000 --> 00:08:07.000]  弟兄姊妹
[00:08:07.000 --> 00:08:12.000]  當你在你的生命當中裏面很危險
[00:08:12.000 --> 00:08:14.000]  很不知所措的時候
[00:08:14.000 --> 00:08:16.000]  你看見的是甚麼呢
[00:08:17.000 --> 00:08:21.000]  你只是看見你的困難 你的處境
[00:08:21.000 --> 00:08:25.000]  你的無助
[00:08:25.000 --> 00:08:27.000]  你只是看見這些東西
[00:08:27.000 --> 00:08:35.000]  伊麗莎當知道她的僕人很害怕
[00:08:35.000 --> 00:08:37.000]  所以她跟他說 不需要害怕
[00:08:37.000 --> 00:08:38.000]  因為甚麼呢
[00:08:38.000 --> 00:08:41.000]  因為耀華跟我們一起
[00:08:42.000 --> 00:08:47.000]  然後怎樣去面對前面那麼多的兵馬呢
[00:08:47.000 --> 00:08:50.000]  伊麗莎去到他們的當中裏面
[00:08:50.000 --> 00:08:52.000]  在他們的生命當中就祈禱
[00:08:52.000 --> 00:08:55.000]  耀華說 神啊 求你擊打他們
[00:08:55.000 --> 00:08:59.000]  求你將他們的眼睛昏迷
[00:08:59.000 --> 00:09:03.000]  聖經很有趣 很特別
[00:09:03.000 --> 00:09:07.000]  耀華就聽伊麗莎所說
[00:09:07.000 --> 00:09:10.000]  就令到所有的兵馬昏迷
[00:09:10.000 --> 00:09:11.000]  眼睛看不到
[00:09:11.000 --> 00:09:13.000]  然後伊麗莎就跟他說
[00:09:13.000 --> 00:09:14.000]  這條路我帶你走
[00:09:14.000 --> 00:09:15.000]  這條路不是這條
[00:09:15.000 --> 00:09:16.000]  不是這條 我帶你走
[00:09:16.000 --> 00:09:20.000]  然後就帶了整隊的兵馬一起去到一個地方
[00:09:20.000 --> 00:09:25.000]  然後伊麗莎就跟上帝說
[00:09:25.000 --> 00:09:28.000]  上帝就求你打開他們的眼睛
[00:09:28.000 --> 00:09:30.000]  然後所有的兵兵打開眼睛
[00:09:30.000 --> 00:09:32.000]  然後發現自己在哪裏呢
[00:09:32.000 --> 00:09:34.000]  在撒瑪利亞
[00:09:34.000 --> 00:09:36.000]  在那一刻裏面
[00:09:36.000 --> 00:09:39.000]  以色列王就在撒瑪利亞等他們
[00:09:39.000 --> 00:09:42.000]  看到他們那麼混亂的時候
[00:09:42.000 --> 00:09:44.000]  以色列王就跟伊麗莎說
[00:09:44.000 --> 00:09:48.000]  父啊 我是不是可以在現在裏面擊殺他們
[00:09:48.000 --> 00:09:49.000]  殺光他們
[00:09:49.000 --> 00:09:52.000]  因為他們是敵人 當然要殺
[00:09:52.000 --> 00:09:55.000]  伊麗莎怎樣回答他
[00:09:55.000 --> 00:10:00.000]  她說 縱使這些人不是用你的兵
[00:10:00.000 --> 00:10:03.000]  不是用你的馬一兵一卒將他們擄回來的
[00:10:03.000 --> 00:10:05.000]  甚至是這樣你都不應該這樣做
[00:10:05.000 --> 00:10:07.000]  更何況是現在的情況
[00:10:08.000 --> 00:10:13.000]  伊麗莎發出一個很特別的命令
[00:10:13.000 --> 00:10:16.000]  吩咐以色列王 叫他做甚麼
[00:10:16.000 --> 00:10:19.000]  你應該要為他擺設筵席
[00:10:19.000 --> 00:10:23.000]  全部放好 放好酒 放好菜
[00:10:23.000 --> 00:10:26.000]  請他吃一餐 吃一餐飽的
[00:10:26.000 --> 00:10:28.000]  然後你送他回到王那裏
[00:10:33.000 --> 00:10:38.000]  以德報怨 以善報惡
[00:10:38.000 --> 00:10:44.000]  這個故事大家聽了
[00:10:44.000 --> 00:10:51.000]  但實際上是否可以做到呢
[00:10:51.000 --> 00:10:55.000]  戴德新
[00:10:55.000 --> 00:10:59.000]  戴德新是我其中一個很景仰的宣教士
[00:10:59.000 --> 00:11:03.000]  他的生命裏面有很多很欽佩的人
[00:11:03.000 --> 00:11:07.000]  他在22歲的時候就寫下這句說話
[00:11:07.000 --> 00:11:13.000]  他說 假設我有千鎊英金
[00:11:13.000 --> 00:11:16.000]  中國可以全數之取
[00:11:16.000 --> 00:11:18.000]  假設我有千條性命
[00:11:18.000 --> 00:11:21.000]  缺不留下一條不給中國
[00:11:21.000 --> 00:11:27.000]  之後他再說 不是給中國 是給基督
[00:11:27.000 --> 00:11:30.000]  縱使他有一千條性命
[00:11:30.000 --> 00:11:32.000]  他都願意奉獻給上帝
[00:11:32.000 --> 00:11:35.000]  奉獻給主耶穌 讓他使用
[00:11:35.000 --> 00:11:38.000]  他的生命裏面有很多很多的故事
[00:11:38.000 --> 00:11:40.000]  其中一個我想和大家說
[00:11:40.000 --> 00:11:44.000]  是說到他在1868年的時候
[00:11:44.000 --> 00:11:47.000]  他帶著他的子女和他的同工
[00:11:47.000 --> 00:11:51.000]  一起去到裡面是揚州這個地方
[00:11:51.000 --> 00:11:55.000]  大家知道 戴德新很想將夫人
[00:11:55.000 --> 00:11:58.000]  傳到中國的海邊
[00:11:58.000 --> 00:12:02.000]  他希望傳入內地 中國裏面
[00:12:02.000 --> 00:12:04.000]  所以他設立了內地會
[00:12:04.000 --> 00:12:06.000]  在1868年的時候
[00:12:06.000 --> 00:12:09.000]  他就帶著一班同工一起去了揚州這個地方
[00:12:09.000 --> 00:12:11.000]  去到之後找到一個地方
[00:12:11.000 --> 00:12:13.000]  這個就是揚州的第一個宗教堂
[00:12:13.000 --> 00:12:17.000]  在那裏出生 在那裏產生了
[00:12:17.000 --> 00:12:21.000]  但是那段時間政局是非常混亂
[00:12:21.000 --> 00:12:24.000]  特別當時的中國人是很排華的
[00:12:24.000 --> 00:12:28.000]  覺得這班人是洋鬼子
[00:12:28.000 --> 00:12:30.000]  甚至當他們來到
[00:12:30.000 --> 00:12:32.000]  看到戴德新來了之後
[00:12:32.000 --> 00:12:34.000]  他做了很多的無聊的說話
[00:12:34.000 --> 00:12:36.000]  說他們是甚麼呢?
[00:12:36.000 --> 00:12:39.000]  騙小孩 去抓了這些小朋友
[00:12:39.000 --> 00:12:41.000]  拿了他們賣
[00:12:41.000 --> 00:12:43.000]  這些說話一直多的時候
[00:12:43.000 --> 00:12:48.000]  令到當時的人很憤恨戴德新他們
[00:12:48.000 --> 00:12:50.000]  有一天晚上
[00:12:50.000 --> 00:12:54.000]  很多人 這裡說到差不多八千至一萬人
[00:12:54.000 --> 00:12:56.000]  就一起衝去他家裏
[00:12:56.000 --> 00:12:57.000]  預備怎樣呢?
[00:12:57.000 --> 00:13:02.000]  預備去燒他的房子 搶走他所有東西
[00:13:02.000 --> 00:13:04.000]  在那段時間戴德新和他的一個夫人
[00:13:04.000 --> 00:13:07.000]  偷偷地趁著天黑的時候就走
[00:13:07.000 --> 00:13:09.000]  走去哪裏呢? 去了衙門那裏
[00:13:09.000 --> 00:13:13.000]  希望衙門有救兵來幫助
[00:13:13.000 --> 00:13:16.000]  用了很多力氣 終於去到
[00:13:16.000 --> 00:13:20.000]  衙門帶著三千個官兵一起回到他家裏
[00:13:20.000 --> 00:13:22.000]  戴德新一路走的時候
[00:13:22.000 --> 00:13:24.000]  心裏面很擔心 很擔心 怎麼辦呢?
[00:13:24.000 --> 00:13:26.000]  一直聽到很多消息說
[00:13:26.000 --> 00:13:28.000]  裏面的人死了 一人死了 一人傷了
[00:13:28.000 --> 00:13:31.000]  聽的時候越來越擔心 很擔心
[00:13:31.000 --> 00:13:34.000]  直至他回到家裏 見到他太太
[00:13:34.000 --> 00:13:36.000]  見到他同工
[00:13:36.000 --> 00:13:39.000]  心裏面很感動
[00:13:39.000 --> 00:13:43.000]  他的房子 發生了甚麼事呢?
[00:13:43.000 --> 00:13:46.000]  那些人去到他家裏面放火
[00:13:46.000 --> 00:13:49.000]  搶走他所有東西 打爛了他所有東西
[00:13:49.000 --> 00:13:54.000]  他太太那時候懷著新人六個月
[00:13:54.000 --> 00:13:56.000]  他要逃避這些暴徒
[00:13:56.000 --> 00:14:01.000]  他要從二樓的屋頂跳下來地下
[00:14:01.000 --> 00:14:04.000]  大家知道六個月的寶寶
[00:14:04.000 --> 00:14:06.000]  這樣跳下來發生甚麼事
[00:14:06.000 --> 00:14:09.000]  但感謝主 他的寶寶沒有事
[00:14:09.000 --> 00:14:13.000]  另外還有那些同工都受傷了
[00:14:13.000 --> 00:14:17.000]  這個就是揚州案件
[00:14:17.000 --> 00:14:21.000]  之後因為這件事
[00:14:21.000 --> 00:14:23.000]  英國領事館知道這件事的時候
[00:14:23.000 --> 00:14:25.000]  就和中國人去交涉
[00:14:25.000 --> 00:14:30.000]  令到他們蒙受很大的羞辱
[00:14:30.000 --> 00:14:32.000]  更加要做很多很多的
[00:14:32.000 --> 00:14:35.000]  要賠錢 賠償諸如此類的事
[00:14:35.000 --> 00:14:43.000]  但戴德新的反應是甚麼呢?
[00:14:43.000 --> 00:14:47.000]  戴德新他很清楚他來中國是為了甚麼
[00:14:47.000 --> 00:14:48.000]  他為甚麼來中國呢?
[00:14:48.000 --> 00:14:51.000]  為中國的錢 為中國的賠償嗎?
[00:14:51.000 --> 00:14:56.000]  不是 他是為了將福音傳給中國人
[00:14:56.000 --> 00:14:58.000]  所以他就說
[00:14:58.000 --> 00:15:06.000]  不追究 不賠償 當無競不勝
[00:15:06.000 --> 00:15:09.000]  當當地的政府聽到這件事的時候
[00:15:09.000 --> 00:15:12.000]  覺得難以置信
[00:15:12.000 --> 00:15:15.000]  當然有些同工聽到這件事的時候
[00:15:15.000 --> 00:15:17.000]  都很難接受 為甚麼呢?
[00:15:17.000 --> 00:15:24.000]  公平 以牙還牙 以眼還眼
[00:15:24.000 --> 00:15:27.000]  為甚麼他這樣說 我們算數嗎?
[00:15:27.000 --> 00:15:30.000]  其實在戴德新心的那一刻
[00:15:30.000 --> 00:15:34.000]  他有些掙扎
[00:15:34.000 --> 00:15:37.000]  但他寫下來的時候
[00:15:37.000 --> 00:15:39.000]  那句話令我很感動
[00:15:39.000 --> 00:15:44.000]  他說他一切喜樂的緣由
[00:15:44.000 --> 00:15:47.000]  都在耶穌的基督裏面
[00:15:47.000 --> 00:15:49.000]  唯有和耶穌在一起
[00:15:49.000 --> 00:15:52.000]  他才能得到真正的喜樂
[00:15:52.000 --> 00:15:55.000]  所以他不再追究
[00:15:55.000 --> 00:16:00.000]  弟兄姊妹 知道之後發生了甚麼事嗎?
[00:16:00.000 --> 00:16:06.000]  他們因為這個緣故去了鎮江
[00:16:06.000 --> 00:16:08.000]  但之後再回到揚州
[00:16:08.000 --> 00:16:10.000]  有很多人想要耶穌
[00:16:10.000 --> 00:16:14.000]  並且主動洗禮
[00:16:14.000 --> 00:16:23.000]  「以善報惡 以德報怨」
[00:16:23.000 --> 00:16:27.000]  我一直看他的歷史
[00:16:27.000 --> 00:16:31.000]  特別是在他大少爺的墓屍身上
[00:16:31.000 --> 00:16:35.000]  他有一次特別去到鎮江的地方去講道
[00:16:35.000 --> 00:16:38.000]  有很多人去聽道
[00:16:38.000 --> 00:16:40.000]  因為這個緣故
[00:16:40.000 --> 00:16:45.000]  我無名地走到鎮江的方堂
[00:16:45.000 --> 00:16:47.000]  終於被他找到
[00:16:47.000 --> 00:16:51.000]  我進去看一看環境
[00:16:51.000 --> 00:16:53.000]  想起一個片段
[00:16:53.000 --> 00:16:56.000]  很多人坐在樓梯旁邊
[00:16:56.000 --> 00:16:59.000]  聽大帝牧師講道
[00:16:59.000 --> 00:17:01.000]  我心裏很歡喜快樂
[00:17:01.000 --> 00:17:03.000]  然後我就問當地的旁人
[00:17:03.000 --> 00:17:08.000]  「大帝牧師的碑在哪裏?」
[00:17:08.000 --> 00:17:12.000]  因為我很想去碑面前去悼念
[00:17:12.000 --> 00:17:14.000]  去思想
[00:17:14.000 --> 00:17:15.000]  然後他跟我說
[00:17:15.000 --> 00:17:18.000]  「沒有了 沒有了 去了新的禮拜堂」
[00:17:18.000 --> 00:17:20.000]  「新的禮拜堂在哪裏?」
[00:17:20.000 --> 00:17:23.000]  然後他說「我們建了新的禮拜堂」
[00:17:23.000 --> 00:17:27.000]  「你坐車去告訴司機」
[00:17:27.000 --> 00:17:29.000]  「去到大教堂就可以了」
[00:17:29.000 --> 00:17:31.000]  他沒有告訴我地址
[00:17:31.000 --> 00:17:33.000]  只告訴我去大教堂就可以了
[00:17:33.000 --> 00:17:35.000]  我真的不知道
[00:17:35.000 --> 00:17:37.000]  於是我就相信他
[00:17:37.000 --> 00:17:38.000]  然後就坐計程車去
[00:17:38.000 --> 00:17:41.000]  你知道我去到大教堂的時候
[00:17:41.000 --> 00:17:42.000]  我眼前一亮
[00:17:47.000 --> 00:17:48.000]  孫德堂
[00:17:48.000 --> 00:17:52.000]  在那一刻裏面
[00:17:52.000 --> 00:17:54.000]  一個孫德堂的主任牧師
[00:17:54.000 --> 00:17:55.000]  竟然去到陣崗那裏
[00:17:55.000 --> 00:17:57.000]  看到孫德堂
[00:17:57.000 --> 00:18:01.000]  我心裏面是很震撼 很興奮
[00:18:01.000 --> 00:18:03.000]  上帝
[00:18:03.000 --> 00:18:07.000]  我很記得我在山上
[00:18:07.000 --> 00:18:09.000]  下面就是孫德堂
[00:18:09.000 --> 00:18:11.000]  然後我在山上拍了照
[00:18:11.000 --> 00:18:13.000]  大大隻的寫著「孫德堂」三個字
[00:18:13.000 --> 00:18:15.000]  然後我去到那裏
[00:18:15.000 --> 00:18:19.000]  看到大牧師的墓碑
[00:18:19.000 --> 00:18:20.000]  我在前面
[00:18:20.000 --> 00:18:21.000]  很感恩
[00:18:21.000 --> 00:18:23.000]  上帝讓人看見
[00:18:23.000 --> 00:18:27.000]  因為今日的比我們更多
[00:18:27.000 --> 00:18:30.000]  弟兄姊妹
[00:18:30.000 --> 00:18:33.000]  在你的敵人的面前
[00:18:33.000 --> 00:18:35.000]  你是看見甚麼
[00:18:35.000 --> 00:18:38.000]  是看見他怎樣去害你
[00:18:38.000 --> 00:18:40.000]  他怎樣壞
[00:18:40.000 --> 00:18:43.000]  你看見甚麼呢
[00:18:43.000 --> 00:18:45.000]  這裏說
[00:18:45.000 --> 00:18:49.000]  《詩篇》二十三篇有一句說話
[00:18:49.000 --> 00:18:51.000]  會在你的心當中
[00:18:51.000 --> 00:18:54.000]  在我敵人面前
[00:18:54.000 --> 00:18:57.000]  你為我擺設筵席
[00:18:57.000 --> 00:19:03.000]  這裏說的是將來天上的大王
[00:19:03.000 --> 00:19:05.000]  他將來要為我
[00:19:05.000 --> 00:19:07.000]  在敵人的面前
[00:19:07.000 --> 00:19:09.000]  為我擺設筵席
[00:19:09.000 --> 00:19:12.000]  去這樣去恩待我
[00:19:12.000 --> 00:19:15.000]  如果我看見這幅圖畫的時候
[00:19:15.000 --> 00:19:16.000]  我看見我的敵人
[00:19:16.000 --> 00:19:18.000]  在今日我會怎樣做呢
[00:19:18.000 --> 00:19:19.000]  我會不會殺了他呢
[00:19:19.000 --> 00:19:21.000]  我會不會是
[00:19:21.000 --> 00:19:24.000]  我不會這樣做
[00:19:24.000 --> 00:19:26.000]  因為看見甚麼呢
[00:19:26.000 --> 00:19:29.000]  因為看見上帝的恩典
[00:19:29.000 --> 00:19:33.000]  弟兄姊妹
[00:19:33.000 --> 00:19:35.000]  在你人生的大風浪當中
[00:19:35.000 --> 00:19:37.000]  你看見甚麼呢
[00:19:37.000 --> 00:19:38.000]  在你敵人的面前
[00:19:38.000 --> 00:19:40.000]  你看見的是甚麼呢
[00:19:40.000 --> 00:19:43.000]  在這兩年裏面
[00:19:43.000 --> 00:19:45.000]  大家都是在疫情
[00:19:45.000 --> 00:19:46.000]  弟兄姊妹
[00:19:46.000 --> 00:19:48.000]  你看見的是甚麼呢
[00:19:48.000 --> 00:19:55.000]  看見甚麼時候
[00:19:55.000 --> 00:19:57.000]  這個疫情才完
[00:19:57.000 --> 00:19:59.000]  看見我們有沒有口罩
[00:19:59.000 --> 00:20:00.000]  看見
[00:20:00.000 --> 00:20:01.000]  看見
[00:20:01.000 --> 00:20:02.000]  看見
[00:20:02.000 --> 00:20:04.000]  看見這些的時候呢
[00:20:04.000 --> 00:20:06.000]  口罩
[00:20:06.000 --> 00:20:08.000]  我想大家都有口罩
[00:20:08.000 --> 00:20:09.000]  沒有問題
[00:20:09.000 --> 00:20:10.000]  我很記得
[00:20:10.000 --> 00:20:12.000]  當疫情開始的時候
[00:20:12.000 --> 00:20:15.000]  有一天我在辦公室裏面工作
[00:20:15.000 --> 00:20:17.000]  然後我就想了很多東西
[00:20:17.000 --> 00:20:19.000]  然後就走出街
[00:20:19.000 --> 00:20:20.000]  想著出去擺些東西吃
[00:20:20.000 --> 00:20:21.000]  走到出街的時候
[00:20:21.000 --> 00:20:22.000]  沒有看見我才知道
[00:20:22.000 --> 00:20:24.000]  原來沒有戴口罩
[00:20:24.000 --> 00:20:27.000]  我看見原來沒有戴口罩
[00:20:27.000 --> 00:20:29.000]  然後才知道自己忘記戴口罩
[00:20:29.000 --> 00:20:31.000]  然後怎麼辦呢
[00:20:31.000 --> 00:20:32.000]  然後我就
[00:20:32.000 --> 00:20:35.000]  沒有理由跑回去拿口罩
[00:20:35.000 --> 00:20:37.000]  於是我就找了Tissue
[00:20:37.000 --> 00:20:38.000]  掩著嘴
[00:20:38.000 --> 00:20:39.000]  這樣不斷地走
[00:20:39.000 --> 00:20:40.000]  不敢見
[00:20:40.000 --> 00:20:43.000]  突然之間有人拍我肩膀
[00:20:43.000 --> 00:20:45.000]  然後我轉頭
[00:20:45.000 --> 00:20:47.000]  轉頭看見甚麼呢
