
[00:00:00.000 --> 00:00:08.000]  感謝神今天早上讓我們本堂的傳道楊明麗姑娘在我們當中為我們淨道
[00:02:42.000 --> 00:02:51.000]  但這一段也是很重要的,祂是知道自己是這幾天,也知道其實是哪一天,門徒是不知道的
[00:02:51.000 --> 00:02:58.000]  祂每一天都藉著這個機會去到聖殿那裡來教導當時的猶太人
[00:02:58.000 --> 00:03:05.000]  我也想問候一下大家,風雨中渡過了沒有?過了風雨的問題沒有?
[00:03:05.000 --> 00:03:14.000]  門窗有漏水的地方要處理,如果有些樹木需要整理,都要整理了
[00:03:14.000 --> 00:03:20.000]  祝福大家早點整理好,我們一起祈禱好嗎?我們一起禱告
[00:03:20.000 --> 00:03:25.000]  親愛的天父上帝,我們來到你的庚前,我們要多謝你的恩典,你讓我們能夠來到你的庚前
[00:03:25.000 --> 00:03:33.000]  今早我們可以一起崇拜,祝我們獻上感恩,求主你看顧幫助我們,讓我們都能夠一起在你的面前
[00:03:33.000 --> 00:03:39.000]  今天是蒙你的恩典,無論聽的說的,都得著你的話語,祝求你紀念幫助我們
[00:03:39.000 --> 00:03:49.000]  求主你也看顧我們,讓我們能夠一會兒整個崇拜,祝你有你的賜福,祝求你紀念
[00:03:49.000 --> 00:03:58.000]  將這一段講道的時間交在你手,請你們向我們說話,奉主耶穌基督的聖名,阿們
[00:03:58.000 --> 00:04:06.000]  風雨過後,我們講一講這段聖經,講到耶穌基督進入耶路撒冷之後
[00:04:06.000 --> 00:04:13.000]  一個很榮耀的進入耶路撒冷之後,每天都去聖殿裡,到講道的時候
[00:04:13.000 --> 00:04:22.000]  這一段經文,今天我們要看的是路加福音第20章第45節到第21章38節
[00:04:22.000 --> 00:04:30.000]  不是辦公室印錯,為什麼呢?如果我們讀完這段經文,從第20章第45節到第21章38節
[00:04:30.000 --> 00:04:36.000]  我想都讀了兩三個字的時間,我們都不用說了,差不多時間到了
[00:04:36.000 --> 00:04:41.000]  所以我選了幾節經文出來讀,但我們會看這一段經文
[00:04:41.000 --> 00:04:48.000]  這一段經文第20章開始,第45節開始,就講到耶穌提醒門徒
[00:04:48.000 --> 00:04:57.000]  其實他每一次都是在聖殿的公開場所裡邊,有猶太人在那裡
[00:04:57.000 --> 00:05:02.000]  但他是對門徒講的,提醒門徒慎防民事的一些弊病
[00:05:02.000 --> 00:05:11.000]  另外一段經文第21章就一開始就講到寡婦的奉獻,寡婦和財主的奉獻是怎樣呢?
[00:05:11.000 --> 00:05:19.000]  接著就預言到聖殿會被拆毀,也都講到末日會有什麼的預兆
[00:05:19.000 --> 00:05:27.000]  也都提醒門徒一樣東西,門徒是會受逼迫的,不過在逼迫的時候要怎樣去面對
[00:05:27.000 --> 00:05:35.000]  也都提到耶路撒冷會被毀,人子會降臨,人子降臨的時候會發生什麼事
[00:05:35.000 --> 00:05:39.000]  人子降臨的時候會發生這些事,應該驚惶還是怎樣呢?
[00:05:39.000 --> 00:05:46.000]  他說不是,我們應該知道這些事要來了,就開心的,等待的
[00:05:46.000 --> 00:05:53.000]  因為就快我們可以見到神了,什麼時候會發生這些事呢?
[00:05:53.000 --> 00:06:00.000]  我們要醒覺一樣東西,就好像看到無花果樹發芽結果的時候
[00:06:00.000 --> 00:06:04.000]  就是時候差不多到了,是夏天了
[00:06:04.000 --> 00:06:10.000]  我們也都知道荔枝熟了,龍眼熟了的時候,我們知道是什麼月份了
[00:06:10.000 --> 00:06:13.000]  我們知道是什麼月份就知道什麼事情要發生
[00:06:13.000 --> 00:06:16.000]  耶穌基督在聖經裡面預言末日要發生的事
[00:06:16.000 --> 00:06:23.000]  一路發生的時候,我們就要知道時候將到,雖然還不是,但是將到了
[00:06:23.000 --> 00:06:29.000]  也都勸告門徒,時候將到要怎樣呢?要預備好,要警醒
[00:06:29.000 --> 00:06:37.000]  除了跟門徒這樣講之外,每一天耶穌基督都在聖殿那裡來教導門徒
[00:06:37.000 --> 00:06:44.000]  今天我們就特別看這一段經文,這段經文特別講到奉獻和講到聖殿
[00:06:44.000 --> 00:06:53.000]  奉獻,其實怎樣看都好,怎樣看都好,都應該是財主奉獻得多一點
[00:06:53.000 --> 00:07:04.000]  當財主隨便奉獻一下,他都拿幾個銀幣或者拿幾個金幣或者拿幾個錢出去奉獻
[00:07:04.000 --> 00:07:09.000]  但是婦女,那個寡婦來的,她奉獻的只是兩個小錢
[00:07:09.000 --> 00:07:13.000]  為什麼耶穌是看兩個小錢是多一點呢?
[00:07:13.000 --> 00:07:22.000]  因為我有機會跟謝牧師和一班弟兄姊妹去夏達華的聖經博物館參觀過
[00:07:22.000 --> 00:07:27.000]  這個就是當時耶穌基督年代的聖城,耶路撒冷聖城
[00:07:27.000 --> 00:07:38.000]  這次我就拍了一些錢幣,上面那幅有一個盒子裝著的,透明膠盒子裝著的
[00:07:38.000 --> 00:07:46.000]  那個銀幣的大小大概等於我們十元的直徑,但是薄一點的
[00:07:46.000 --> 00:07:50.000]  下面就有些碎銀,那些碎銀就小很多了,是不是?
[00:07:50.000 --> 00:08:00.000]  這個就再放大一點,大家看不看到這些碎銀,小一點的碎銀,下面有三個碎銀放在那裡
[00:08:00.000 --> 00:08:03.000]  三個碎銀其實是四個的
[00:08:03.000 --> 00:08:10.000]  大家看不看到比較右邊的兩個,對上一點點,有一個很小,小到不覺得它是錢幣的
[00:08:10.000 --> 00:08:18.000]  不覺得它圓的,大小真的比起我妹子的指甲還要小一點的
[00:08:18.000 --> 00:08:25.000]  那個就是一個小錢,很薄的,薄到很容易缺角的
[00:08:25.000 --> 00:08:28.000]  不是應該說生了角,因為它是圓的
[00:08:28.000 --> 00:08:36.000]  但是就是這麼薄的一個小錢,這麼小這麼薄,做它的物料也很少的
[00:08:36.000 --> 00:08:41.000]  它的價值也很低,它的面額是很低的
[00:08:41.000 --> 00:08:46.000]  低到一個地步,是聖殿有這樣的規定
[00:08:46.000 --> 00:08:52.000]  奉獻我們這麼尊崇神,奉獻不可以奉獻得最少的,是不是?
[00:08:52.000 --> 00:09:00.000]  所以最低限度,不是最低消費額,是最低的奉獻額,是兩個小錢
[00:09:00.000 --> 00:09:10.000]  所以那個寡婦她是做到一樣東西,她只可以做到奉獻最低的金額,就是兩個小錢
[00:09:10.000 --> 00:09:13.000]  所以那個寡婦是奉獻了兩個小錢
[00:09:13.000 --> 00:09:20.000]  為什麼奉獻兩個小錢,耶穌基督又覺得這個奉獻得很多
[00:09:20.000 --> 00:09:24.000]  因為她是僅有的,拿出來奉獻
[00:09:24.000 --> 00:09:28.000]  她生活都不足的了,但是她仍然去奉獻
[00:09:28.000 --> 00:09:33.000]  她覺得耶穌基督看下去,財主是奉獻了很多
[00:09:33.000 --> 00:09:37.000]  但是財主奉獻很多,是她生活有餘的
[00:09:37.000 --> 00:09:40.000]  奉獻完,她都不需要擔憂她的生活
[00:09:40.000 --> 00:09:46.000]  奉獻完,她仍然是可以過得好好的,不需要擔憂
[00:09:46.000 --> 00:09:52.000]  但是那個寡婦她沒有奉獻都擔憂的了,都拿出來奉獻
[00:09:52.000 --> 00:09:57.000]  所以她是奉獻得最多的,是看到她的信心
[00:09:57.000 --> 00:10:06.000]  這個奉獻,這個決定,耶穌基督提醒門徒要小心一些文字
[00:10:06.000 --> 00:10:14.000]  為什麼呢?有一個奉獻寫在對文字要謹慎的時候
[00:10:14.000 --> 00:10:19.000]  耶穌基督有一點是在表達這個奉獻
[00:10:19.000 --> 00:10:25.000]  這個小錢的奉獻,寡婦的奉獻,放了下來的時候
[00:10:25.000 --> 00:10:30.000]  好像是很少的金額,但是文字怎樣用這個奉獻
[00:10:30.000 --> 00:10:36.000]  這個寡婦這麼卑微,這麼小小小的奉獻的時候
[00:10:36.000 --> 00:10:43.000]  是可以表達到她對這個寡婦的奉獻和對這個寡婦的尊重
[00:10:43.000 --> 00:10:47.000]  不單只是對獻金,對神的尊重
[00:10:47.000 --> 00:10:51.000]  原來耶穌基督和我們看的角度是很不同的
[00:10:51.000 --> 00:10:58.000]  他是看得很深入,不只是看外表,到底是帶了多少錢來奉獻呢?
[00:10:58.000 --> 00:11:03.000]  當他在聖殿和門徒一起聊天的時候
[00:11:03.000 --> 00:11:07.000]  門徒和當時的猶太人都很讚賞聖殿
[00:11:07.000 --> 00:11:16.000]  聖殿是大希律王用了很多錢財來加建得很漂亮,裝修得很漂亮
[00:11:16.000 --> 00:11:22.000]  這個聖殿應該是主前六世紀的時候
[00:11:22.000 --> 00:11:29.000]  耶路撒冷在猶太人回歸之後重建的時候
[00:11:29.000 --> 00:11:32.000]  先建了聖殿,先建了祭壇
[00:11:32.000 --> 00:11:37.000]  但是一直沒有建完,因為沒有足夠的金錢去完工
[00:11:37.000 --> 00:11:40.000]  但是已經有了一個框架在那裡
[00:11:40.000 --> 00:11:43.000]  大希律就用了很多的金錢來裝飾它
[00:11:43.000 --> 00:11:49.000]  不可以拆毀聖殿來重建的,所以就在原址再繼續加建
[00:11:49.000 --> 00:11:51.000]  做得很漂亮,很大
[00:11:51.000 --> 00:11:55.000]  怎樣漂亮呢?
[00:11:55.000 --> 00:12:00.000]  大家看下去都覺得,它有很多不同的寶石
[00:12:00.000 --> 00:12:04.000]  有很多很漂亮的雲石
[00:12:04.000 --> 00:12:08.000]  包了金,可能很多不同的位置都鑲了金
[00:12:08.000 --> 00:12:10.000]  是不是這樣?
[00:12:10.000 --> 00:12:15.000]  耶穌基督覺得他們太奢華,不喜歡呢?
[00:12:15.000 --> 00:12:17.000]  我想不是的
[00:12:17.000 --> 00:12:18.000]  為什麼呢?
[00:12:18.000 --> 00:12:22.000]  這些是聖殿裡面的用品
[00:12:22.000 --> 00:12:27.000]  應該更加正確地說,它是會幕裡面的用品
[00:12:27.000 --> 00:12:35.000]  是在《五經》當中,神跟摩西在山上說的時候
[00:12:35.000 --> 00:12:40.000]  跟祂說,你要怎樣去做會幕裡面的器具的時候
[00:12:40.000 --> 00:12:44.000]  每一樣東西教導祂,講得很清楚
[00:12:44.000 --> 00:12:48.000]  什麼的尺寸,用什麼的物料去製造
[00:12:48.000 --> 00:12:51.000]  要擺在什麼地方,怎樣使用
[00:12:51.000 --> 00:12:55.000]  每一樣東西都鑲金的
[00:12:55.000 --> 00:13:02.000]  甚至乎是整個會幕的框架都是鑲金的
[00:13:02.000 --> 00:13:05.000]  製材都是木,包金的
[00:13:05.000 --> 00:13:08.000]  這個地方,這個就是會幕
[00:13:08.000 --> 00:13:12.000]  會幕除了木製了框架之外
[00:13:12.000 --> 00:13:18.000]  上面有四層的蓋,蓋住頂部
[00:13:18.000 --> 00:13:24.000]  第一層,前面大家看到的,有花紋的織品
[00:13:24.000 --> 00:13:33.000]  這個是用了細麻線,用了藍色紫色珠紅色線,織成的
[00:13:33.000 --> 00:13:40.000]  白色那一處,象徵著用羊毛織成的
[00:13:40.000 --> 00:13:48.000]  第三層,是用山羊皮染紅了,蓋上去的
[00:13:48.000 --> 00:13:56.000]  最頂那層是海狗皮,是四層很漂亮,很珍貴的
[00:13:56.000 --> 00:14:03.000]  不是放在外面看到的,是很漂亮的蓋,蓋住會幕
[00:14:03.000 --> 00:14:08.000]  尺寸寫得很仔細,不單止尺寸寫得很仔細
[00:14:08.000 --> 00:14:13.000]  第一層,織的那一層是十塊的萬紙
[00:14:13.000 --> 00:14:18.000]  每一層是十一塊,因為有道門的
[00:14:18.000 --> 00:14:24.000]  每一個的萬紙,左邊和右邊的,怎樣在後面扣住的
[00:14:24.000 --> 00:14:29.000]  都寫得很仔細,要有幾個扣,扣要是什麼顏色的
[00:14:29.000 --> 00:14:33.000]  什麼造的,也是寫得很清楚的
[00:14:33.000 --> 00:14:37.000]  裏邊,這個是所羅門建築的聖殿的模型
[00:14:37.000 --> 00:14:41.000]  裏面是金光閃閃
[00:14:41.000 --> 00:14:45.000]  但為了所羅門,要建聖殿留了很多金
[00:14:45.000 --> 00:14:50.000]  真的是全部放上去的,有金的牆
[00:14:50.000 --> 00:14:55.000]  還要是雕刻得很漂亮,有果子在
[00:14:55.000 --> 00:14:58.000]  這個是侍奉的地方,是聖殿
[00:14:58.000 --> 00:15:06.000]  神不是說我們信神,你們真心就行了
[00:15:06.000 --> 00:15:10.000]  外表完全不重要,原來外表是基礎
[00:15:10.000 --> 00:15:13.000]  不是說外表必須要很漂亮
[00:15:13.000 --> 00:15:16.000]  因為不同的教會,不同地方的人
[00:15:16.000 --> 00:15:21.000]  經濟程度都可能不同,不過是盡我們的能力
[00:15:21.000 --> 00:15:27.000]  但是盡我們的能力,我們都讓它能夠彰顯到上帝的榮耀
[00:15:27.000 --> 00:15:34.000]  這個是大希律裝修後,那個聖殿的外表的規模
[00:15:34.000 --> 00:15:38.000]  裏面都是很漂亮,金的輝煌
[00:15:38.000 --> 00:15:41.000]  它的大小,這個是拍照回來的
[00:15:41.000 --> 00:15:45.000]  大小就大概,你看聖城的大小
[00:15:45.000 --> 00:15:50.000]  聖殿就在右上角四方的位置
[00:15:50.000 --> 00:15:53.000]  它有四個足球場那麼大
[00:15:53.000 --> 00:15:59.000]  比較右邊,右上角這個是聖殿
[00:15:59.000 --> 00:16:04.000]  比較近琴那邊的中間位置有一個長方形
[00:16:04.000 --> 00:16:09.000]  那個就是比拉多辦事處
[00:16:09.000 --> 00:16:14.000]  官府辦事處對比之下是小很多
[00:16:14.000 --> 00:16:19.000]  當然和民居對比,它是很大的,建築很輝煌
[00:16:19.000 --> 00:16:24.000]  但是聖殿是最大的,是最輝煌的
[00:16:24.000 --> 00:16:28.000]  也有很多空地,讓人可以去那裏聚會
[00:16:28.000 --> 00:16:32.000]  這個就是那時候的聖殿和聖城
[00:16:32.000 --> 00:16:35.000]  你可以大致上看下去
[00:16:35.000 --> 00:16:42.000]  聖殿對比聖城的大小是超過十分之一
[00:16:42.000 --> 00:16:45.000]  是很大的
[00:16:45.000 --> 00:16:49.000]  但是耶穌基督提醒他們
[00:16:49.000 --> 00:16:52.000]  有很多事情會發生
[00:16:52.000 --> 00:16:55.000]  聖殿會被拆毀
[00:16:55.000 --> 00:16:57.000]  拆毀到一個什麼地步呢?
[00:16:57.000 --> 00:16:59.000]  就是沒有一塊磚在另一塊磚上面
[00:16:59.000 --> 00:17:01.000]  為什麼呢?因為金的輝煌
[00:17:01.000 --> 00:17:03.000]  為什麼金的輝煌?因為有金
[00:17:03.000 --> 00:17:09.000]  有金,兩塊磚之間的金融入每一個的瀉那位
[00:17:09.000 --> 00:17:11.000]  一定不會漏水的
[00:17:11.000 --> 00:17:13.000]  但是會怎樣呢?
[00:17:13.000 --> 00:17:18.000]  當外敵侵入的時候,他就把你的金都刮掉
[00:17:18.000 --> 00:17:21.000]  他不是尊重我們神的時候
[00:17:21.000 --> 00:17:24.000]  他最重要的是拿他可以拿的東西
[00:17:24.000 --> 00:17:26.000]  最貴重的是金
[00:17:26.000 --> 00:17:30.000]  於是沒有一塊磚頭在另一塊磚頭上面
[00:17:30.000 --> 00:17:33.000]  聖城會被毀
[00:17:33.000 --> 00:17:36.000]  會有打仗的聲音
[00:17:36.000 --> 00:17:41.000]  會聽見一些海雷的消息
[00:17:41.000 --> 00:17:43.000]  日月的消息
[00:17:43.000 --> 00:17:46.000]  日月的聲像令人恐懼
[00:17:46.000 --> 00:17:49.000]  但是當這些事情一直發生的時候
[00:17:49.000 --> 00:17:51.000]  耶穌基督提醒我們這些事情一直發生的時候
[00:17:51.000 --> 00:17:53.000]  我們要謹慎一點
[00:17:53.000 --> 00:17:55.000]  就是不是災難要臨到
[00:17:55.000 --> 00:17:59.000]  我們要去到天國的地方的時候
[00:17:59.000 --> 00:18:01.000]  近了
[00:18:01.000 --> 00:18:03.000]  我們應該是期待的
[00:18:03.000 --> 00:18:05.000]  不過在過程當中
[00:18:05.000 --> 00:18:07.000]  我們要謹慎
[00:18:07.000 --> 00:18:10.000]  他說什麼呢?第25節說如果我們不謹慎的話
[00:18:10.000 --> 00:18:14.000]  這些事情就好像網羅一樣臨到我們
[00:18:14.000 --> 00:18:17.000]  其實如果天國近了
[00:18:17.000 --> 00:18:20.000]  我們期望耶穌基督會跟我們說
[00:18:20.000 --> 00:18:22.000]  好像什麼來到我們這裡呢?
[00:18:22.000 --> 00:18:26.000]  像花轎?像直升機?
[00:18:26.000 --> 00:18:29.000]  讓我們快點去到神的面前?
[00:18:29.000 --> 00:18:32.000]  我們總不想像網羅一樣
[00:18:32.000 --> 00:18:34.000]  網羅是驟下來的
[00:18:34.000 --> 00:18:36.000]  那是怎樣呢?令我們想起的
[00:18:36.000 --> 00:18:40.000]  網羅驟下來就好像一個羅網陷阱
[00:18:40.000 --> 00:18:43.000]  他說如果我們不謹慎的話
[00:18:43.000 --> 00:18:46.000]  這些事情臨到其實對我們來說不是一件好事
[00:18:46.000 --> 00:18:48.000]  所以我們必須要謹慎
[00:18:48.000 --> 00:18:49.000]  怎樣謹慎呢?
[00:18:49.000 --> 00:18:51.000]  原來好像不是很難的
[00:18:51.000 --> 00:18:54.000]  他用了一節聖經去說怎樣謹慎
[00:18:54.000 --> 00:18:56.000]  我們一起讀
[00:18:56.000 --> 00:19:05.000]  你們要謹慎免得被貪食醉酒和今生的憂慮壓住你們的心
[00:19:05.000 --> 00:19:09.000]  那日子就忽然臨到你們
[00:19:09.000 --> 00:19:11.000]  如同網羅一樣
[00:19:11.000 --> 00:19:13.000]  我們停一下
[00:19:13.000 --> 00:19:15.000]  原來我們要謹慎
[00:19:15.000 --> 00:19:16.000]  謹慎什麼呢?
[00:19:16.000 --> 00:19:20.000]  不要被食物、美酒
[00:19:20.000 --> 00:19:22.000]  不要被美食美酒困住我們
[00:19:22.000 --> 00:19:25.000]  還有一樣就是憂慮
[00:19:25.000 --> 00:19:28.000]  美食美酒困不困住我們呢?
[00:19:28.000 --> 00:19:29.000]  不知道
[00:19:29.000 --> 00:19:32.000]  憂慮常常困住我們
[00:19:32.000 --> 00:19:34.000]  憂慮困住我們到一個地步
[00:19:34.000 --> 00:19:38.000]  哈佛有一個課程很出名的
[00:19:38.000 --> 00:19:40.000]  知不知道是什麼課程?
[00:19:40.000 --> 00:19:42.000]  有1400人去上課
[00:19:42.000 --> 00:19:46.000]  這個課程就是學習怎樣快樂
[00:19:46.000 --> 00:19:50.000]  是不是每一個基督徒都能教到?
[00:19:50.000 --> 00:19:53.000]  原來每個人都不懂快樂
[00:19:53.000 --> 00:19:55.000]  小朋友就最厲害
[00:19:55.000 --> 00:19:59.000]  BB一出生打到他哭之後他就懂笑
[00:19:59.000 --> 00:20:01.000]  我們不是
[00:20:01.000 --> 00:20:03.000]  我們不是
[00:20:03.000 --> 00:20:07.000]  你上一次笑是什麼時候呢?
[00:20:07.000 --> 00:20:08.000]  還好大家上教會
[00:20:08.000 --> 00:20:11.000]  起碼大家見到面都會笑一笑
[00:20:11.000 --> 00:20:13.000]  可能你問那些人
[00:20:13.000 --> 00:20:16.000]  有人會回答你什麼呢?
[00:20:16.000 --> 00:20:20.000]  我真的不記得我上一次笑是什麼時候
[00:20:20.000 --> 00:20:24.000]  是憂慮會困住我們
[00:20:24.000 --> 00:20:28.000]  不過憂慮的事有時都很正經
[00:20:28.000 --> 00:20:31.000]  我是為一些很重要的事去憂慮
[00:20:31.000 --> 00:20:34.000]  原來我們要交托
[00:20:34.000 --> 00:20:37.000]  真是為我們要憂慮的事去禱告
[00:20:37.000 --> 00:20:38.000]  為我們要憂慮的事去禱告
[00:20:38.000 --> 00:20:41.000]  讓我們將這些憂慮的事
[00:20:41.000 --> 00:20:43.000]  擺在主的面前
[00:20:43.000 --> 00:20:45.000]  讓主去幫我們
[00:20:45.000 --> 00:20:48.000]  其實我們每個人都做這件事
[00:20:48.000 --> 00:20:49.000]  最起碼回來教會都做的
[00:20:49.000 --> 00:20:52.000]  回來教會祈禱的時候還不擺下憂慮
[00:20:52.000 --> 00:20:55.000]  擺下在聖壇面前
[00:20:55.000 --> 00:20:56.000]  在桌子前面
[00:20:56.000 --> 00:20:58.000]  我們擺下所有憂慮去禱告
[00:20:58.000 --> 00:21:00.000]  不過我們很負責任
[00:21:00.000 --> 00:21:04.000]  走的時候自己拿走
[00:21:04.000 --> 00:21:08.000]  讓我們一謹慎
[00:21:08.000 --> 00:21:10.000]  放下我們的憂慮
[00:21:10.000 --> 00:21:12.000]  禱告了就交給他
[00:21:12.000 --> 00:21:14.000]  如果小朋友
[00:21:14.000 --> 00:21:20.000]  他拿一個遙控電動飛機給爸爸
[00:21:20.000 --> 00:21:22.000]  跟爸爸說
[00:21:22.000 --> 00:21:24.000]  爸爸壞了
[00:21:24.000 --> 00:21:26.000]  我不懂得修
[00:21:26.000 --> 00:21:28.000]  那爸爸去負責
[00:21:28.000 --> 00:21:29.000]  怎麼負責呢?
[00:21:29.000 --> 00:21:30.000]  要麼收餌
[00:21:30.000 --> 00:21:32.000]  要麼找人員廠收餌
[00:21:32.000 --> 00:21:34.000]  要麼買新的
[00:21:34.000 --> 00:21:36.000]  但總有一件事
[00:21:36.000 --> 00:21:38.000]  小朋友不用憂慮
[00:21:38.000 --> 00:21:39.000]  他最多拿電話來問
[00:21:39.000 --> 00:21:42.000]  爸爸,我的飛機怎樣?
[00:21:42.000 --> 00:21:44.000]  那你去修吧
[00:21:44.000 --> 00:21:46.000]  他不會說
[00:21:46.000 --> 00:21:49.000]  你不懂得修?我來修你
[00:21:49.000 --> 00:21:51.000]  我們交給神
[00:21:51.000 --> 00:21:54.000]  我們交給神就交給神
[00:21:54.000 --> 00:21:56.000]  我們不用這麼聰明
[00:21:56.000 --> 00:21:57.000]  交給他
[00:21:57.000 --> 00:22:00.000]  讓他帶著我們去處理
[00:22:00.000 --> 00:22:02.000]  如果他覺得需要我們做些事
[00:22:02.000 --> 00:22:04.000]  他會告訴我們
[00:22:04.000 --> 00:22:06.000]  讓我們將憂慮交給他
[00:22:06.000 --> 00:22:08.000]  美食美酒
[00:22:08.000 --> 00:22:11.000]  不是我們不可以吃美食美酒
[00:22:11.000 --> 00:22:14.000]  耶穌基督也去赴約會
[00:22:14.000 --> 00:22:18.000]  他也去不同人的家庭中吃東西
[00:22:18.000 --> 00:22:20.000]  他跟罪人吃東西
[00:22:20.000 --> 00:22:23.000]  他跟犯罪人一起吃東西
[00:22:23.000 --> 00:22:26.000]  他不反對我們大家有宴會
[00:22:26.000 --> 00:22:30.000]  不過他不想我們被宴會困住
[00:22:30.000 --> 00:22:33.000]  宴會會不會困住我們?
[00:22:33.000 --> 00:22:37.000]  有一個人曾經跟我分享過
[00:22:37.000 --> 00:22:40.000]  他認識某一個人
[00:22:40.000 --> 00:22:44.000]  這個人每晚要吃十餐晚飯
[00:22:44.000 --> 00:22:48.000]  你羨慕他嗎?
[00:22:48.000 --> 00:22:50.000]  我不羨慕他
[00:22:50.000 --> 00:22:52.000]  他一定沒空坐下來吃
[00:22:52.000 --> 00:22:57.000]  因為他每晚都要陪老闆去開會
[00:22:57.000 --> 00:23:00.000]  老闆晚上要去十個場開會的時候
[00:23:00.000 --> 00:23:02.000]  他好像吃了十餐飯
[00:23:02.000 --> 00:23:04.000]  一定要自己先吃
[00:23:04.000 --> 00:23:06.000]  沒什麼時間坐下來吃
[00:23:06.000 --> 00:23:08.000]  要做的事就是
[00:23:08.000 --> 00:23:10.000]  他的經理去到哪裏要開會
[00:23:10.000 --> 00:23:12.000]  他就一路走進去告訴你
[00:23:12.000 --> 00:23:14.000]  這個是哪間公司的哪個
[00:23:14.000 --> 00:23:15.000]  那個是哪間公司的哪個
[00:23:15.000 --> 00:23:17.000]  小聲在後面一路說
[00:23:17.000 --> 00:23:22.000]  你等一下要談什麼事?
[00:23:22.000 --> 00:23:25.000]  不要被美食困住我們
[00:23:25.000 --> 00:23:29.000]  美食有時是場合困住了我們
[00:23:29.000 --> 00:23:32.000]  要做的事情困住了我們
[00:23:32.000 --> 00:23:36.000]  有時因為要追求這個階級
[00:23:36.000 --> 00:23:39.000]  去到美食的階級困住了我們
[00:23:39.000 --> 00:23:43.000]  哪個階級的美食是美食?
[00:23:43.000 --> 00:23:46.000]  M1還是M5呢?
[00:23:46.000 --> 00:23:50.000]  但是無論牛肉是哪個級數都好
[00:23:50.000 --> 00:23:53.000]  我們要努力賺錢
[00:23:53.000 --> 00:23:56.000]  再努力一點才去到那個階級
[00:23:56.000 --> 00:23:57.000]  跟著跟兒子說
[00:23:57.000 --> 00:23:59.000]  你要去到哪間學校讀書
[00:23:59.000 --> 00:24:01.000]  將來去到哪間公司工作
[00:24:01.000 --> 00:24:04.000]  你才可以拿到這個級數的牛肉
[00:24:04.000 --> 00:24:09.000]  是,我們被困住
[00:24:09.000 --> 00:24:14.000]  是因為我們被自己一些形象困住了
[00:24:14.000 --> 00:24:17.000]  或者自己要求的水平困住了
[00:24:17.000 --> 00:24:20.000]  或者我們將這些放在肚子裡
[00:24:20.000 --> 00:24:22.000]  我們要謹慎
[00:24:22.000 --> 00:24:24.000]  慎防我們被這些困住
[00:24:24.000 --> 00:24:27.000]  不想被這些困住的時候
[00:24:27.000 --> 00:24:31.000]  我們應該要怎樣才成功
[00:24:31.000 --> 00:24:36.000]  成為一個他覺得合意的
[00:24:36.000 --> 00:24:38.000]  我們不被困住的人
[00:24:38.000 --> 00:24:39.000]  謹慎的人
[00:24:39.000 --> 00:24:47.000]  我們一方面要為這些外因和內因去謹慎
[00:24:47.000 --> 00:24:49.000]  另一方面就是
[00:24:49.000 --> 00:24:53.000]  原來謹慎是要逃避這些事
[00:24:53.000 --> 00:24:59.000]  我們要禱告求主幫助我們能夠避開這些事
[00:24:59.000 --> 00:25:04.000]  祈禱求神不要給我吃好的東西
[00:25:04.000 --> 00:25:06.000]  原來不是
[00:25:06.000 --> 00:25:08.000]  求主幫助我們
