
[00:00:00.000 --> 00:00:02.360]  好,回到節目中
[00:02:05.520 --> 00:02:07.320]  一年十個星期
[00:02:07.320 --> 00:02:11.640]  我們會有啟發在元朗葡萄牙教會進行
[00:02:11.640 --> 00:02:13.520]  下面的英文啟發會在星期二
[00:02:13.520 --> 00:02:14.440]  我們是星期三
[00:02:14.440 --> 00:02:17.280]  多謝已經參與了
[00:02:17.280 --> 00:02:21.160]  我們做義工團隊的朋友
[00:02:21.160 --> 00:02:22.920]  要呼籲甚麼?
[00:02:22.920 --> 00:02:24.240]  兩件事
[00:02:24.240 --> 00:02:25.960]  繼續參與、服侍
[00:02:25.960 --> 00:02:27.680]  其實啟發一個很好的時間
[00:02:27.680 --> 00:02:34.080]  讓我們一起去做運動
[00:02:34.080 --> 00:02:37.280]  大家坐下來聽了很多
[00:02:37.280 --> 00:02:39.160]  無論你祈禱、讀經甚麼都好
[00:02:39.160 --> 00:02:41.680]  你不動,人會怎樣?
[00:02:41.680 --> 00:02:43.880]  會變胖,會黏肥
[00:02:43.880 --> 00:02:45.000]  大家要多些活動
[00:02:45.000 --> 00:02:46.280]  我們的身體才會健康
[00:02:46.280 --> 00:02:47.520]  啟發一個最好的活動
[00:02:47.520 --> 00:02:49.160]  讓我們能夠去服侍
[00:02:49.160 --> 00:02:51.160]  歡迎一些新朋友
[00:02:51.160 --> 00:02:53.720]  讓他們在一個很輕鬆的狀態
[00:02:53.720 --> 00:02:55.080]  沒有壓力的狀態
[00:02:55.080 --> 00:02:56.760]  一起吃飯、一起聊天
[00:02:56.760 --> 00:02:57.760]  一起認識耶穌
[00:02:57.760 --> 00:02:59.240]  一起認識信仰
[00:02:59.240 --> 00:03:01.320]  所以如果你想參加做義工
[00:03:01.320 --> 00:03:02.320]  這裡可以sign up
[00:03:02.320 --> 00:03:04.520]  另外第二件事是甚麼?
[00:03:04.520 --> 00:03:06.080]  當然是邀請朋友
[00:03:06.080 --> 00:03:08.440]  上一次我們有二三十個volunteer
[00:03:08.440 --> 00:03:11.360]  我們亦有二三十個新朋友
[00:03:11.360 --> 00:03:14.080]  當中有些已經和我們連結
[00:03:14.080 --> 00:03:16.360]  甚至有些真的透過啟發
[00:03:16.360 --> 00:03:17.400]  去順了主
[00:03:17.400 --> 00:03:19.400]  所以這是很有意義
[00:03:19.400 --> 00:03:22.400]  亦是我們需要整個教會團結
[00:03:22.400 --> 00:03:24.520]  一起去服侍的地方
[00:03:24.520 --> 00:03:26.200]  可能這裡比較難掃描
[00:03:26.200 --> 00:03:27.880]  那邊應該完了崇拜之後
[00:03:27.880 --> 00:03:31.000]  會有一張實體的
[00:03:31.000 --> 00:03:33.960]  讓你們可以更容易掃描
[00:03:33.960 --> 00:03:38.880]  接下來是我們的奉獻時間
[00:03:38.880 --> 00:03:43.800]  我們元朗普羅頓教會經常強調
[00:03:43.800 --> 00:03:47.280]  奉獻是延續我們的敬拜
[00:03:47.280 --> 00:03:51.440]  當我們去禱告、奉獻的時候
[00:03:51.440 --> 00:03:53.280]  我們真的要懷著一份
[00:03:53.280 --> 00:03:54.960]  繼續去敬拜上帝的心
[00:03:54.960 --> 00:03:56.800]  我們能夠謙卑在主的面前
[00:03:56.800 --> 00:03:57.600]  去問祂
[00:03:57.600 --> 00:03:58.920]  究竟上帝啊
[00:03:58.920 --> 00:04:01.800]  我怎樣可以作為一個
[00:04:01.800 --> 00:04:03.680]  在祢眼中都是信實
[00:04:03.680 --> 00:04:05.320]  都是滿有信心
[00:04:05.320 --> 00:04:07.240]  去將祢所給我們的
[00:04:07.240 --> 00:04:10.240]  我們首先將祂給回在祢的國度裡面
[00:04:10.240 --> 00:04:13.400]  讓祢繼續擴展祢的國度
[00:04:13.400 --> 00:04:17.600]  在大家去傳完實體筒的時候
[00:04:17.600 --> 00:04:19.640]  我們會有一個祈禱時間
[00:04:19.640 --> 00:04:21.240]  如果你是習慣
[00:04:21.240 --> 00:04:24.040]  現在已經在用一些電子的方式的時候
[00:04:24.040 --> 00:04:27.640]  都歡迎你去燒QR Code
[00:04:27.640 --> 00:04:30.280]  在我們那個Envelope信封裡面都會有的
[00:04:30.280 --> 00:04:31.760]  再說一說
[00:04:31.760 --> 00:04:32.640]  如果你們是第一次來
[00:04:32.640 --> 00:04:36.840]  或者是對於奉獻都有疑惑的
[00:04:36.840 --> 00:04:38.720]  千萬不要覺得必須要這樣做
[00:04:38.720 --> 00:04:40.080]  我們這個行動是
[00:04:40.080 --> 00:04:43.080]  希望我們視為一個屬靈的家
[00:04:43.080 --> 00:04:44.520]  我們一起在當中貢獻的
[00:04:44.520 --> 00:04:45.320]  好不好
[00:04:45.320 --> 00:04:47.320]  好了 我們一起祈禱
[00:04:47.320 --> 00:04:49.080]  天父我們感恩
[00:04:49.080 --> 00:04:51.800]  多謝祢給我們的供應
[00:04:51.800 --> 00:04:54.080]  我們知道祢給我們的供應
[00:04:54.080 --> 00:04:55.440]  不單止是物質
[00:04:55.440 --> 00:04:56.480]  祢給我們的供應
[00:04:56.480 --> 00:05:00.160]  更加是那份信實和信心
[00:05:00.160 --> 00:05:01.280]  那份平安
[00:05:01.280 --> 00:05:03.880]  讓我們在當中一直去經歷祢
[00:05:03.880 --> 00:05:05.320]  在祢裡面成長的時候
[00:05:05.320 --> 00:05:07.280]  我們能夠藉著這個奉獻
[00:05:07.280 --> 00:05:09.320]  我們去經歷祢更多
[00:05:09.320 --> 00:05:11.320]  就好像祢在聖經裡面教導我們
[00:05:11.320 --> 00:05:14.280]  唯獨是奉獻這個動作
[00:05:14.280 --> 00:05:17.480]  我們儘管去試試
[00:05:17.480 --> 00:05:18.280]  我們就會知道
[00:05:18.280 --> 00:05:21.520]  上帝 祢就是那個信實的上帝
[00:05:21.520 --> 00:05:22.400]  我們多謝祢
[00:05:22.400 --> 00:05:24.320]  求祢去閱立我們的奉獻
[00:05:24.320 --> 00:05:25.120]  我們禱告奉靠
[00:05:25.120 --> 00:05:26.320]  主耶穌基督的名
[00:05:26.320 --> 00:05:28.320]  Amen
[00:05:28.320 --> 00:05:30.960]  好了 今天我們會有我們的
[00:05:30.960 --> 00:05:33.360]  繼續延續我們的
[00:05:33.360 --> 00:05:37.000]  Worship 敬拜的一個講道系列
[00:05:37.000 --> 00:05:38.760]  這裡再說兩句
[00:05:38.760 --> 00:05:40.120]  由上個星期開始
[00:05:40.120 --> 00:05:43.120]  Pastor Chitman 就為我們展開了這個系列
[00:05:43.120 --> 00:05:43.720]  講到什麼?
[00:05:43.720 --> 00:05:44.800]  講到那個sacrifice
[00:05:44.800 --> 00:05:45.880]  那個獻祭
[00:05:45.880 --> 00:05:47.880]  是敬拜的一部分
[00:05:47.880 --> 00:05:48.880]  今天星期
[00:05:48.880 --> 00:05:50.120]  接下來之後兩三個星期
[00:05:50.120 --> 00:05:52.520]  我們一起繼續會去這個系列
[00:05:52.520 --> 00:05:54.320]  為什麼我們會有這樣的系列呢?
[00:05:54.320 --> 00:05:55.840]  其實我們是很希望
[00:05:55.840 --> 00:05:59.040]  這個不是一個只是一個宗教活動
[00:05:59.040 --> 00:06:01.920]  我們不是純粹參與一個唱歌
[00:06:01.920 --> 00:06:04.040]  而是我們在教會裡面
[00:06:04.040 --> 00:06:05.320]  其實每一次崇拜
[00:06:05.320 --> 00:06:07.880]  其實有一半的時間可能是在講敬拜
[00:06:07.880 --> 00:06:09.680]  有一半的時間可能聽到
[00:06:09.680 --> 00:06:11.680]  這個為什麼這麼重要呢?
[00:06:11.680 --> 00:06:13.680]  所以我們需要用一個講道系列
[00:06:13.680 --> 00:06:16.280]  想跟大家去進深了解
[00:06:16.280 --> 00:06:19.680]  敬拜的重要性
[00:06:19.680 --> 00:06:20.880]  這麼重要的時候
[00:06:20.880 --> 00:06:25.280]  今天也有一個重量級的講員
[00:06:25.280 --> 00:06:26.480]  我們邀請了Enoch
[00:06:26.480 --> 00:06:28.480]  Enoch到我們當中
[00:06:28.480 --> 00:06:31.880]  Enoch是
[00:06:31.880 --> 00:06:32.680]  因為有很多Enoch
[00:06:32.680 --> 00:06:33.480]  Enoch Soul
[00:06:33.480 --> 00:06:35.280]  我們有幾個Enoch在裡面
[00:06:35.280 --> 00:06:39.080]  Enoch是我們葡萄牙教會的一分子
[00:06:39.080 --> 00:06:40.880]  是我們家裡面的一個成員
[00:06:40.880 --> 00:06:45.760]  Enoch曾經在另一間教會服侍
[00:06:45.760 --> 00:06:48.080]  當教會主教也有五年時間
[00:06:48.080 --> 00:06:49.280]  四五年的時間
[00:06:49.280 --> 00:06:52.280]  他蒙召現在進入了校園裡面
[00:06:52.280 --> 00:06:53.280]  去做輔導員
[00:06:53.280 --> 00:06:56.080]  很開心今天有你為我們去講道
[00:06:56.080 --> 00:06:57.880]  去講神的話語
[00:06:57.880 --> 00:06:58.880]  讓我們一起去分享
[00:06:58.880 --> 00:07:00.680]  以及去裡面領受經歷
[00:07:00.680 --> 00:07:01.880]  不如大家也伸出你的手
[00:07:01.880 --> 00:07:03.280]  為Enoch去禱告吧
[00:07:03.280 --> 00:07:05.280]  天父我們感謝你
[00:07:05.280 --> 00:07:08.880]  你真的不斷去讓我們在你當中成長
[00:07:08.880 --> 00:07:11.280]  你去透過不同的用人
[00:07:11.280 --> 00:07:14.480]  在你話語當中信實的僕人
[00:07:14.480 --> 00:07:17.080]  讓我們當中可以不斷去領受
[00:07:17.080 --> 00:07:17.880]  我們感恩
[00:07:17.880 --> 00:07:18.680]  我們感謝你
[00:07:18.680 --> 00:07:21.880]  讓Enoch今天和我們分享你的話語
[00:07:21.880 --> 00:07:25.080]  讓Enoch能夠將他的經歷
[00:07:25.080 --> 00:07:27.480]  他在經歷你的信實
[00:07:27.480 --> 00:07:28.880]  經歷你的同在的時候
[00:07:28.880 --> 00:07:32.480]  他也能夠將這份實實在在的經歷
[00:07:32.480 --> 00:07:33.480]  也和我們分享
[00:07:33.480 --> 00:07:35.680]  求你也去預備我們的心
[00:07:35.680 --> 00:07:38.280]  讓我們知道怎樣才是一個
[00:07:38.280 --> 00:07:40.280]  根深不一的敬拜
[00:07:40.280 --> 00:07:41.280]  我們禱告奉教
[00:07:41.280 --> 00:07:42.480]  主耶穌基督的名
[00:07:42.480 --> 00:07:43.480]  Amen
[00:07:43.480 --> 00:07:44.280]  Amen
[00:07:44.280 --> 00:07:45.880]  謝謝Ivan
[00:07:45.880 --> 00:07:46.680]  聽到嗎?
[00:07:46.680 --> 00:07:47.280]  OK
[00:07:47.280 --> 00:07:48.480]  各位電視節目早安
[00:07:48.480 --> 00:07:49.680]  早安
[00:07:49.680 --> 00:07:51.080]  先自我介紹一下
[00:07:51.080 --> 00:07:52.680]  我叫Enoch
[00:07:52.680 --> 00:07:53.880]  雖然這裡有些同學
[00:07:53.880 --> 00:07:54.880]  不是同學
[00:07:54.880 --> 00:07:56.080]  習慣在學校說話
[00:07:56.080 --> 00:07:57.480]  有些電視節目叫另外一個名字
[00:07:57.480 --> 00:07:58.680]  但是我是Enoch
[00:07:58.680 --> 00:07:59.280]  我加入
[00:07:59.280 --> 00:08:00.880]  剛才像Ivan所說
[00:08:00.880 --> 00:08:02.480]  我在加入The Vine之前
[00:08:02.480 --> 00:08:03.680]  其實有四年的時間
[00:08:03.680 --> 00:08:05.480]  在一間教會裡面做傳導人
[00:08:05.480 --> 00:08:08.280]  我在當中去牧養高小
[00:08:08.280 --> 00:08:09.680]  青少年
[00:08:09.680 --> 00:08:10.680]  直青
[00:08:10.680 --> 00:08:12.480]  60歲之前
[00:08:12.480 --> 00:08:14.680]  上班的其實也與我無關
[00:08:14.680 --> 00:08:18.280]  有四年的時間在那裡服侍
[00:08:18.280 --> 00:08:20.080]  之後就去領受
[00:08:20.080 --> 00:08:21.080]  上到上
[00:08:21.080 --> 00:08:22.280]  在這個世界代裡面
[00:08:22.280 --> 00:08:24.080]  怎樣去服侍不同的人
[00:08:24.080 --> 00:08:25.280]  尤其是在家庭裡面
[00:08:25.280 --> 00:08:26.880]  所以我讀家庭婚姻治療
[00:08:26.880 --> 00:08:29.280]  所以現在是一個婚姻家庭治療師
[00:08:29.280 --> 00:08:31.880]  我現在平時在學校裡面工作
[00:08:31.880 --> 00:08:33.480]  晚上就去見案
[00:08:33.480 --> 00:08:34.880]  那四年的牧羊工作
[00:08:34.880 --> 00:08:36.080]  其實是很多東西
[00:08:36.080 --> 00:08:37.080]  剛才跟Ivan分享
[00:08:37.080 --> 00:08:38.480]  其實也突然想起
[00:08:38.480 --> 00:08:40.080]  其實也挺想念的
[00:08:40.080 --> 00:08:42.880]  但是令我最想念的
[00:08:42.880 --> 00:08:44.480]  其實不單是那四年
[00:08:44.480 --> 00:08:46.080]  而是在之前
[00:08:46.080 --> 00:08:47.280]  那兩年
[00:08:47.280 --> 00:08:48.480]  有兩年的時間
[00:08:48.480 --> 00:08:50.480]  我其實是參與宣教的工作
[00:08:50.480 --> 00:08:53.880]  我分別在南非和中亞洲一個地方
[00:08:53.880 --> 00:08:55.080]  去參與社區服侍
[00:08:55.080 --> 00:08:57.280]  在當中去接觸那裡的人
[00:08:57.280 --> 00:08:58.880]  南非我想大家可能很熟悉
[00:08:58.880 --> 00:08:59.680]  經常聽過
[00:08:59.680 --> 00:09:01.480]  但是中亞一說的時候
[00:09:01.480 --> 00:09:03.080]  通常有一點陌生
[00:09:03.080 --> 00:09:04.080]  中亞在哪裡
[00:09:04.080 --> 00:09:08.280]  就是在中國新疆對出的一個區域
[00:09:08.280 --> 00:09:10.280]  那裡有大概五到七個國家
[00:09:10.280 --> 00:09:12.080]  組成一個區域
[00:09:12.080 --> 00:09:14.080]  通常你聽到什麼什麼斯坦
[00:09:14.080 --> 00:09:15.280]  那個地方就是中亞
[00:09:15.280 --> 00:09:16.680]  因為斯坦這個字
[00:09:16.680 --> 00:09:19.880]  其實在突厥語裡面就是地方的意思
[00:09:19.880 --> 00:09:22.080]  所以哈薩克斯坦就是哈薩克人的地方
[00:09:22.080 --> 00:09:24.680]  烏茲別克斯坦就是烏茲別克人的地方
[00:09:24.680 --> 00:09:26.880]  巴基斯坦就是巴基人的地方
[00:09:26.880 --> 00:09:28.080]  Anyways
[00:09:28.080 --> 00:09:30.680]  我就在當中工作
[00:09:30.680 --> 00:09:35.280]  我在當中在其中一個國家的南部的一個城市工作
[00:09:35.280 --> 00:09:37.480]  距離首都有二十多個小時的車程
[00:09:37.480 --> 00:09:40.880]  是一個比較正式的村莊的城市
[00:09:40.880 --> 00:09:47.080]  在當中大概十萬人居住
[00:09:47.080 --> 00:09:51.680]  但當中的基督徒大概只有一百個人左右
[00:09:51.680 --> 00:09:54.080]  所以這是一個福音未到的地方
[00:09:54.080 --> 00:09:56.880]  我們在當中去支持當地的教會
[00:09:56.880 --> 00:10:00.080]  其中一個很難去到做工作的地方
[00:10:00.080 --> 00:10:02.080]  是因為當地有兩班人
[00:10:02.080 --> 00:10:05.480]  當中七成的人是來自那個國家的民族
[00:10:05.480 --> 00:10:07.480]  我之前姑且叫他A國
[00:10:07.480 --> 00:10:08.680]  就是A的民族
[00:10:08.680 --> 00:10:11.880]  但另外三成就是隔離的國家
[00:10:11.880 --> 00:10:13.680]  住客住客住到過來的那些
[00:10:13.680 --> 00:10:16.480]  那裡就有三成我姑且叫他B族
[00:10:16.480 --> 00:10:19.080]  正正因為這裡有兩個民族
[00:10:19.080 --> 00:10:20.880]  而他們兩個民族是水火不容的
[00:10:20.880 --> 00:10:25.080]  所以我在當中在那一年期間
[00:10:25.080 --> 00:10:28.080]  我需要去學三種語文
[00:10:28.080 --> 00:10:31.880]  分別是A話B話和俄羅斯話
[00:10:31.880 --> 00:10:34.080]  這樣才可以在當中和不同的人溝通
[00:10:34.080 --> 00:10:35.080]  當然了
[00:10:35.080 --> 00:10:38.080]  怎麼學會呢
[00:10:38.080 --> 00:10:40.080]  不會學會就真的忘記了
[00:10:40.080 --> 00:10:41.080]  我經常和
[00:10:41.080 --> 00:10:43.080]  有時候我將兩種語言或三種語言
[00:10:43.080 --> 00:10:45.080]  混在一起和他們溝通
[00:10:45.080 --> 00:10:46.080]  他們就會很生氣
[00:10:46.080 --> 00:10:47.680]  他們都很喜歡看我
[00:10:47.680 --> 00:10:49.080]  就是怎樣混合他們的語言
[00:10:49.080 --> 00:10:51.080]  這樣也可以搞得出的
[00:10:51.080 --> 00:10:54.080]  沒錯語言可以忘記
[00:10:54.080 --> 00:10:56.080]  但以下這個片段
[00:10:56.080 --> 00:10:59.080]  我永遠都不會忘記
[00:10:59.080 --> 00:11:01.080]  話說有一個星期五的晚上
[00:11:01.080 --> 00:11:03.080]  在家裡收到一個電話
[00:11:03.080 --> 00:11:05.080]  是我的領導
[00:11:05.080 --> 00:11:06.080]  是我的隊長
[00:11:06.080 --> 00:11:09.080]  他說明天我們要駕車
[00:11:09.080 --> 00:11:12.080]  我們駕車去一個B族的朋友的生日會
[00:11:12.080 --> 00:11:13.080]  你準備一下吧
[00:11:13.080 --> 00:11:15.080]  我說好啊
[00:11:15.080 --> 00:11:16.080]  收到電話後
[00:11:16.080 --> 00:11:18.080]  我感覺到我心裡和現在一樣
[00:11:18.080 --> 00:11:19.080]  突然間
[00:11:19.080 --> 00:11:21.080]  我有點興奮
[00:11:21.080 --> 00:11:22.080]  有點緊張
[00:11:22.080 --> 00:11:24.080]  我到了那裡已經七個月了
[00:11:24.080 --> 00:11:28.080]  終於有機會去他們的生日會了
[00:11:28.080 --> 00:11:29.080]  第二天傍晚
[00:11:29.080 --> 00:11:32.080]  我的上司來載我
[00:11:32.080 --> 00:11:35.080]  我們就駕車駛出了城門口
[00:11:35.080 --> 00:11:37.080]  我們就看著夕陽
[00:11:37.080 --> 00:11:40.080]  向著夕陽西面的方向就去
[00:11:40.080 --> 00:11:42.080]  夕陽慢慢下
[00:11:42.080 --> 00:11:45.080]  我們就去到一條村莊
[00:11:45.080 --> 00:11:47.080]  天色慢慢暗
[00:11:47.080 --> 00:11:49.080]  我們慢慢駛到那條村
[00:11:49.080 --> 00:11:51.080]  最後的那間屋
[00:11:51.080 --> 00:11:52.080]  我們停下來
[00:11:52.080 --> 00:11:54.080]  我走進去裡面
[00:11:54.080 --> 00:11:56.080]  裡面已經有十幾個人坐在那裡
[00:11:56.080 --> 00:11:58.080]  有些很熟悉的面孔
[00:11:58.080 --> 00:11:59.080]  有些不太熟悉的
[00:11:59.080 --> 00:12:00.080]  但不要緊
[00:12:00.080 --> 00:12:02.080]  那一刻大家就很開心
[00:12:02.080 --> 00:12:03.080]  就在那裡吃東西
[00:12:03.080 --> 00:12:04.080]  就在那裡吃飯
[00:12:04.080 --> 00:12:05.080]  就在那裡聊天
[00:12:05.080 --> 00:12:06.080]  當然他們在聊天
[00:12:06.080 --> 00:12:07.080]  我不明白
[00:12:07.080 --> 00:12:08.080]  但看到他們那麼開心
[00:12:08.080 --> 00:12:09.080]  我也覺得很棒
[00:12:09.080 --> 00:12:11.080]  但是吃完之後
[00:12:11.080 --> 00:12:14.080]  他們就開始敬拜了
[00:12:14.080 --> 00:12:15.080]  沒錯
[00:12:15.080 --> 00:12:16.080]  這個是生日會
[00:12:16.080 --> 00:12:18.080]  的確有人生日
[00:12:18.080 --> 00:12:20.080]  但最重要的就是
[00:12:20.080 --> 00:12:22.080]  這個也是耶穌的生日會
[00:12:22.080 --> 00:12:25.080]  因為每一次在這個地方的信徒
[00:12:25.080 --> 00:12:26.080]  他們想聚會
[00:12:26.080 --> 00:12:27.080]  一定要有一個名目
[00:12:27.080 --> 00:12:28.080]  他們不可以像我們這樣
[00:12:28.080 --> 00:12:29.080]  每個星期都聚會
[00:12:29.080 --> 00:12:30.080]  往往就是有人生日
[00:12:30.080 --> 00:12:32.080]  有人結婚周年紀念
[00:12:32.080 --> 00:12:33.080]  有人突然在家裡
[00:12:33.080 --> 00:12:34.080]  不知道是牽一隻豬
[00:12:34.080 --> 00:12:35.080]  不是,不會牽豬
[00:12:35.080 --> 00:12:36.080]  牽牛
[00:12:36.080 --> 00:12:37.080]  他們就會在當中
[00:12:37.080 --> 00:12:39.080]  約在一起
[00:12:39.080 --> 00:12:40.080]  就去開生日會
[00:12:40.080 --> 00:12:41.080]  就去敬拜
[00:12:41.080 --> 00:12:43.080]  我就在裡面聽著他們
[00:12:43.080 --> 00:12:45.080]  唱著一首又一首的歌
[00:12:45.080 --> 00:12:46.080]  我很享受
[00:12:46.080 --> 00:12:48.080]  聽著他們用他們自己的語言去敬拜
[00:12:48.080 --> 00:12:50.080]  但突然他們唱了一首歌
[00:12:50.080 --> 00:12:53.080]  令我不是單單享受
[00:12:53.080 --> 00:12:55.080]  而是很感動
[00:12:55.080 --> 00:12:57.080]  有多感動呢?
[00:12:57.080 --> 00:12:59.080]  我很難解釋給你們聽
[00:12:59.080 --> 00:13:00.080]  但我拍了下來
[00:13:00.080 --> 00:13:02.080]  今天想給你們看看
[00:13:02.080 --> 00:13:04.080]  但是為了保護影片裡面的人
[00:13:04.080 --> 00:13:05.080]  所以不好意思
[00:13:05.080 --> 00:13:07.080]  大家不可以去拍照
[00:13:07.080 --> 00:13:08.080]  也不可以錄影
[00:13:08.080 --> 00:13:10.080]  所以YouTube上的人
[00:13:10.080 --> 00:13:11.080]  對不起
[00:13:11.080 --> 00:13:12.080]  你們不能看的
[00:13:12.080 --> 00:13:13.080]  如果可以的話
[00:13:13.080 --> 00:13:15.080]  AV Team可以幫我播一播影片
[00:13:15.080 --> 00:13:16.080]  好嗎?
[00:13:16.080 --> 00:13:17.080]  好
[00:13:18.080 --> 00:13:26.080]  (唱歌)
[00:13:26.080 --> 00:13:52.080]  (播放影片)
[00:13:52.080 --> 00:13:53.080]  就這樣
[00:13:53.080 --> 00:13:54.080]  好
[00:13:54.080 --> 00:13:55.080]  在影片裡面
[00:13:55.080 --> 00:13:58.080]  你看到他們用倫唱的方法去唱一首詩歌
[00:13:58.080 --> 00:14:00.080]  他們一大班人一起唱的時候
[00:14:00.080 --> 00:14:01.080]  就會問一句
[00:14:01.080 --> 00:14:05.080]  (唱歌)
[00:14:05.080 --> 00:14:06.080]  他說什麼呢?
[00:14:06.080 --> 00:14:07.080]  就是說
[00:14:07.080 --> 00:14:10.080]  你是不是全心全意去愛耶穌的?
[00:14:10.080 --> 00:14:12.080]  然後有一個人就會回答
[00:14:12.080 --> 00:14:14.080]  哈哈
[00:14:14.080 --> 00:14:15.080]  就是Yes Yes
[00:14:15.080 --> 00:14:16.080]  是啊是啊
[00:14:16.080 --> 00:14:17.080]  我很愛耶穌
[00:14:17.080 --> 00:14:18.080]  Purely from my heart
[00:14:18.080 --> 00:14:20.080]  From my pure heart
[00:14:20.080 --> 00:14:22.080]  就是從我心底裡
[00:14:22.080 --> 00:14:23.080]  很真心信耶穌
[00:14:23.080 --> 00:14:24.080]  大家就會大合唱
[00:14:24.080 --> 00:14:25.080]  是啊是啊
[00:14:25.080 --> 00:14:26.080]  我們都是這樣
[00:14:26.080 --> 00:14:27.080]  真心去愛耶穌
[00:14:27.080 --> 00:14:30.080]  每一個在裡面都要唱
[00:14:30.080 --> 00:14:33.080]  這樣就一個回合就唱完
[00:14:33.080 --> 00:14:34.080]  這個畫面一直震撼我的
[00:14:34.080 --> 00:14:37.080]  不單止是他們唱的內容
[00:14:37.080 --> 00:14:39.080]  而是誰在唱
[00:14:39.080 --> 00:14:42.080]  剛才你看到影片裡面有五個人
[00:14:42.080 --> 00:14:43.080]  那五個人
[00:14:43.080 --> 00:14:47.080]  正正就是這個城市的一百個基督徒裡面
[00:14:47.080 --> 00:14:51.080]  唯獨那五個B族的基督徒
[00:14:51.080 --> 00:14:53.080]  他們在用自己的語言
[00:14:53.080 --> 00:14:55.080]  去告訴這個世界
[00:14:55.080 --> 00:14:57.080]  他們在承認他們怎樣去愛耶穌
[00:14:57.080 --> 00:15:00.080]  哪怕這個聚會是很秘密地進行
[00:15:00.080 --> 00:15:02.080]  哪怕他們被人發現了
[00:15:02.080 --> 00:15:04.080]  可能他們會面對很大的危險
[00:15:04.080 --> 00:15:06.080]  哪怕在這個城市
[00:15:06.080 --> 00:15:07.080]  在這個地方
[00:15:07.080 --> 00:15:08.080]  在這個社區裡面
[00:15:08.080 --> 00:15:10.080]  根本就沒有人接待耶穌
[00:15:10.080 --> 00:15:13.080]  他們這樣的認信是要付出很大的代價
[00:15:13.080 --> 00:15:15.080]  但這個就是他們的認信
[00:15:15.080 --> 00:15:16.080]  這個就是他們的生命
[00:15:16.080 --> 00:15:20.080]  這個就是他們的敬拜
[00:15:20.080 --> 00:15:23.080]  弟子們,今天我們在地上的敬拜
[00:15:23.080 --> 00:15:27.080]  是為我們將來在天上的敬拜做準備
[00:15:27.080 --> 00:15:28.080]  聖經裡面是這樣說
