
[00:00:00.000 --> 00:00:01.200]   - Amen. - Amen.
[00:02:43.800 --> 00:02:44.880]   I don't know about you,
[00:02:44.880 --> 00:02:46.320]   but I grew up in this part of the world
[00:02:46.320 --> 00:02:48.520]   and in this part of the world, in the church,
[00:02:48.520 --> 00:02:50.960]   99%, when we talk about global warming,
[00:02:50.960 --> 00:02:52.040]   we talk about the end times,
[00:02:52.040 --> 00:02:53.080]   we talk about Jesus coming back,
[00:02:53.080 --> 00:02:55.160]   so you should go out and preach the gospel.
[00:02:55.160 --> 00:03:00.160]   And yes, I do agree that there is an urgency of evangelism.
[00:03:00.160 --> 00:03:04.480]   But as you know, as much as we love evangelism
[00:03:04.480 --> 00:03:05.600]   here in this church,
[00:03:05.600 --> 00:03:08.160]   and by the way, Alpha on Tuesday and Wednesday,
[00:03:08.160 --> 00:03:10.120]   that's our expression of evangelism,
[00:03:10.120 --> 00:03:13.160]   and it's just the second week, or third week this week,
[00:03:13.160 --> 00:03:15.400]   so there is still time to bring friends.
[00:03:15.400 --> 00:03:16.640]   Okay, advertisement done.
[00:03:16.640 --> 00:03:21.860]   But as much as we love evangelism in this church,
[00:03:21.860 --> 00:03:26.060]   as we are wrapping up the Justice series,
[00:03:26.060 --> 00:03:29.820]   I do want to allow me to share from another perspective.
[00:03:29.820 --> 00:03:32.500]   You know, in the last couple of weeks,
[00:03:32.500 --> 00:03:36.520]   we actually explore four different spheres of relationship.
[00:03:36.520 --> 00:03:40.320]   We have that slide from Pastor Tim, I brought it back again.
[00:03:40.320 --> 00:03:43.540]   We talk about different, the four sphere of relationships,
[00:03:43.540 --> 00:03:47.540]   us with God, with ourselves, with others, and with creation.
[00:03:47.540 --> 00:03:50.820]   And we talked a little bit about the other three,
[00:03:50.820 --> 00:03:53.060]   God, ourselves, and others.
[00:03:53.060 --> 00:03:55.500]   And so today, we are gonna close the series
[00:03:55.500 --> 00:03:58.860]   with talking about our relationship with creation.
[00:03:58.860 --> 00:04:00.260]   And in the whole sermon series,
[00:04:00.260 --> 00:04:02.060]   we've been talking about how God
[00:04:02.060 --> 00:04:04.820]   originally designed these four relationships,
[00:04:04.820 --> 00:04:06.260]   or spheres of relationships,
[00:04:06.260 --> 00:04:09.500]   so that we could enjoy or experience shalom
[00:04:09.500 --> 00:04:10.980]   in these contexts.
[00:04:10.980 --> 00:04:14.420]   But tragically, humanity, we decided to rebel against God
[00:04:14.420 --> 00:04:16.260]   and sin against God, and consequently,
[00:04:16.300 --> 00:04:18.940]   we suffered from the disruption
[00:04:18.940 --> 00:04:22.720]   of all these four different relationships.
[00:04:22.720 --> 00:04:26.180]   Remember, Pastor Tim, he got like something,
[00:04:26.180 --> 00:04:27.820]   yeah, he drew on that, yeah.
[00:04:27.820 --> 00:04:29.540]   Oh, yes, yes.
[00:04:29.540 --> 00:04:31.380]   So you probably remember that.
[00:04:31.380 --> 00:04:35.420]   So we talked about this disruption of this relationship.
[00:04:35.420 --> 00:04:37.180]   And in previous week,
[00:04:37.180 --> 00:04:40.140]   we look at broken relationships with God,
[00:04:40.140 --> 00:04:41.400]   with ourselves, two weeks ago,
[00:04:41.400 --> 00:04:42.900]   I spoke a little bit about that.
[00:04:42.900 --> 00:04:45.920]   And last week, we talked about a relationship with others.
[00:04:45.920 --> 00:04:48.180]   And today, we will look at the final one.
[00:04:48.180 --> 00:04:51.940]   We will explore God's original intention
[00:04:51.940 --> 00:04:55.900]   for our relationship with the rest of his creation,
[00:04:55.900 --> 00:04:59.580]   what happened when humanity decided to rebel,
[00:04:59.580 --> 00:05:03.060]   and how would God fix this mess?
[00:05:03.060 --> 00:05:04.220]   And I believe today,
[00:05:04.220 --> 00:05:07.280]   we will also answer a very important question.
[00:05:07.280 --> 00:05:13.100]   What does being a follower of Christ have to do
[00:05:13.100 --> 00:05:16.960]   with all the efforts to protect and preserve the planet
[00:05:16.960 --> 00:05:18.960]   we now reside on?
[00:05:18.960 --> 00:05:21.220]   Why, like why do we care as Christians?
[00:05:21.220 --> 00:05:23.520]   And I could tell you from my experience,
[00:05:23.520 --> 00:05:25.080]   could we have the next slide, please?
[00:05:25.080 --> 00:05:29.060]   As a Christian spending like my entire life in Hong Kong,
[00:05:29.060 --> 00:05:30.840]   growing up in the church,
[00:05:30.840 --> 00:05:35.440]   every time when there is these like NGO coming to my school,
[00:05:35.440 --> 00:05:39.440]   giving a talk, or I see a TV program or advertisement,
[00:05:39.440 --> 00:05:41.840]   I never felt that was,
[00:05:41.840 --> 00:05:43.140]   or I know the urgency,
[00:05:43.140 --> 00:05:46.620]   but I never felt it has anything to do with my faith,
[00:05:46.620 --> 00:05:49.020]   with my identity as a Christian.
[00:05:49.020 --> 00:05:52.500]   But I believe today, we are going to dive deep into that.
[00:05:52.500 --> 00:05:55.500]   But just let me say that I'm not here to give you
[00:05:55.500 --> 00:05:58.900]   some educational information or presentation.
[00:05:58.900 --> 00:06:01.420]   I wanna open the word of God with you.
[00:06:01.420 --> 00:06:04.380]   And I can only do that in the power of the Holy Spirit
[00:06:04.380 --> 00:06:06.500]   and in his enlightenment.
[00:06:06.500 --> 00:06:08.700]   So how about we pray together first?
[00:06:08.700 --> 00:06:09.520]   Is that right?
[00:06:11.280 --> 00:06:14.240]   Father, we wanna know your heart.
[00:06:14.240 --> 00:06:20.580]   Perhaps this is one of the blind spot in your church,
[00:06:20.580 --> 00:06:23.020]   our relationship with the rest of your creation.
[00:06:23.020 --> 00:06:26.060]   So Father, we just pray that today,
[00:06:26.060 --> 00:06:27.860]   it's not just information,
[00:06:27.860 --> 00:06:30.840]   it's not just Bible knowledge.
[00:06:30.840 --> 00:06:32.780]   Father, we wanna know your heart.
[00:06:32.780 --> 00:06:36.860]   And I know as much as your heart burns for us,
[00:06:36.860 --> 00:06:39.580]   your heart burns for the rest of your creation.
[00:06:39.580 --> 00:06:42.640]   They are your craftsmanship as well.
[00:06:42.640 --> 00:06:44.340]   So God, we pray you would come
[00:06:44.340 --> 00:06:45.680]   and share your heart with us today.
[00:06:45.680 --> 00:06:47.020]   In Jesus name we pray.
[00:06:47.020 --> 00:06:50.320]   Amen.
[00:06:50.320 --> 00:06:52.960]   If you wanna know God's original plan for us
[00:06:52.960 --> 00:06:54.680]   and for the rest of creation,
[00:06:54.680 --> 00:06:58.880]   of course you have to go back to a book in the Bible.
[00:06:58.880 --> 00:07:01.400]   And that is Genesis.
[00:07:01.400 --> 00:07:02.520]   I hear that, yes.
[00:07:02.520 --> 00:07:04.160]   So we're going back to Genesis one.
[00:07:04.160 --> 00:07:07.180]   I'll be short 'cause I know you know a lot about that.
[00:07:07.180 --> 00:07:09.320]   Let's go to verse 20.
[00:07:09.320 --> 00:07:13.280]   I'll start with 28 maybe.
[00:07:13.280 --> 00:07:15.080]   God blessed them, Adam and Eve,
[00:07:15.080 --> 00:07:17.960]   and said to them, "Be fruitful and increase in number,
[00:07:17.960 --> 00:07:20.600]   fill the earth and subdue it.
[00:07:20.600 --> 00:07:23.080]   Rule over the fish in the sea and birds in the sky
[00:07:23.080 --> 00:07:26.520]   and over every living creature that moves on the ground."
[00:07:26.520 --> 00:07:27.760]   All right, Genesis one,
[00:07:27.760 --> 00:07:31.740]   it says we were to subdue and rule over God's creation.
[00:07:31.740 --> 00:07:34.060]   Do you feel very powerful right now?
[00:07:34.060 --> 00:07:35.880]   So we're the boss, right?
[00:07:35.880 --> 00:07:38.260]   We all rule over them.
[00:07:39.120 --> 00:07:42.280]   But does that mean we can do whatever we want?
[00:07:42.280 --> 00:07:44.860]   Let's look at one more verse in the next chapter.
[00:07:44.860 --> 00:07:47.160]   We're gonna look at chapter two, verse 15.
[00:07:47.160 --> 00:07:49.960]   Here it says, "The Lord God took the man, Adam,
[00:07:49.960 --> 00:07:52.820]   and put him in the Garden of Eden to work it
[00:07:52.820 --> 00:07:55.280]   and take care of it."
[00:07:55.280 --> 00:07:58.520]   And let's take a closer look at these two verbs here,
[00:07:58.520 --> 00:08:01.340]   to work and to take care.
[00:08:01.340 --> 00:08:05.000]   The Hebrew word for work here, it's avad.
[00:08:05.000 --> 00:08:08.640]   It means to serve with a sense of doing hard work
[00:08:08.640 --> 00:08:10.600]   in the process of serving.
[00:08:10.600 --> 00:08:14.000]   So God says, "I'm gonna put Adam, I'm gonna put you here.
[00:08:14.000 --> 00:08:16.200]   I'm gonna put humanity in my garden."
[00:08:16.200 --> 00:08:17.880]   And they are to serve it,
[00:08:17.880 --> 00:08:21.000]   serve it with diligence, with hard work.
[00:08:21.000 --> 00:08:24.200]   And also they are to take care of it.
[00:08:24.200 --> 00:08:26.200]   And the Hebrew word here is shamar.
[00:08:26.200 --> 00:08:29.160]   Shamar literally means to guard and to preserve.
[00:08:29.160 --> 00:08:32.280]   So we are in charge of security, basically.
[00:08:32.280 --> 00:08:36.180]   Or we're in charge of growing it, developing it.
[00:08:36.180 --> 00:08:40.480]   So our job as humans or as image bearers of God,
[00:08:40.480 --> 00:08:43.600]   we were supposed to rule over creation,
[00:08:43.600 --> 00:08:48.560]   but it means in a way of serving, of caring,
[00:08:48.560 --> 00:08:52.900]   so that the whole creation would flourish under our care.
[00:08:52.900 --> 00:08:54.960]   That's the original plan.
[00:08:54.960 --> 00:08:57.600]   And if we look at the book of Psalms,
[00:08:57.600 --> 00:09:00.360]   we will see two interesting descriptions.
[00:09:00.360 --> 00:09:02.600]   Let's look at Psalms 24, verse one.
[00:09:02.600 --> 00:09:05.520]   It says here, "The earth is the Lord's
[00:09:05.520 --> 00:09:09.120]   and everything in it, the world and all who live in it."
[00:09:09.120 --> 00:09:11.200]   So here it says, "The earth is the Lord's,"
[00:09:11.200 --> 00:09:15.360]   and it speaks of God's ownership over the entire creation.
[00:09:15.360 --> 00:09:17.640]   But here in the next verse on the screen,
[00:09:17.640 --> 00:09:20.400]   Psalm 115, 16, it says this,
[00:09:20.400 --> 00:09:23.600]   "The highest heavens belong to the Lord,
[00:09:23.600 --> 00:09:28.600]   but the earth he has given to mankind," or human race.
[00:09:28.600 --> 00:09:31.360]   So the earth he has given to human race.
[00:09:31.360 --> 00:09:34.160]   These two statements are kind of like,
[00:09:34.160 --> 00:09:37.440]   if you first listen to it, you're like,
[00:09:37.440 --> 00:09:39.440]   are you sure, like, are they saying the same thing,
[00:09:39.440 --> 00:09:41.320]   or like, are they different?
[00:09:41.320 --> 00:09:43.360]   They're actually complementary to each other.
[00:09:43.360 --> 00:09:46.320]   They actually together give us a full picture.
[00:09:46.320 --> 00:09:50.280]   So while Psalm 24 speaks of the ownership
[00:09:50.280 --> 00:09:52.400]   of God in his creation,
[00:09:52.400 --> 00:09:56.200]   Psalm 115 actually talks about our stewardship
[00:09:56.200 --> 00:09:58.120]   because of his delegation.
[00:09:58.120 --> 00:10:01.580]   So God, at his creation, he has ownership,
[00:10:01.580 --> 00:10:05.620]   but on the other hand, because of his delegation to us,
[00:10:05.620 --> 00:10:07.980]   we have stewardship.
[00:10:07.980 --> 00:10:11.000]   So while God owns everything because he's the creator,
[00:10:11.000 --> 00:10:13.640]   he has chosen a partnership.
[00:10:13.640 --> 00:10:15.580]   He has chosen a partnership with you and me
[00:10:15.580 --> 00:10:18.120]   and with humanity as his representative
[00:10:18.120 --> 00:10:20.800]   to rule over the creation.
[00:10:20.800 --> 00:10:23.440]   We rule on his behalf.
[00:10:23.440 --> 00:10:27.680]   We are his stewards, or we're supposed to be,
[00:10:27.680 --> 00:10:30.940]   of course, right, until the fall.
[00:10:30.940 --> 00:10:33.940]   So two weeks ago, I talk about what happened
[00:10:33.940 --> 00:10:37.260]   in the Garden of Eden in Genesis chapter three,
[00:10:37.260 --> 00:10:39.940]   when Adam and Eve decided to take the fruit
[00:10:39.940 --> 00:10:42.580]   from the tree of the knowledge of good and evil,
[00:10:42.580 --> 00:10:45.220]   I mentioned how their rejection of God
[00:10:45.220 --> 00:10:49.780]   immediately resulted in the rejection of themselves,
[00:10:49.780 --> 00:10:53.340]   and they were left with shame and insecurity
[00:10:53.340 --> 00:10:56.160]   and selfishness in their brokenness.
[00:10:56.160 --> 00:10:58.420]   We were supposed to be other-centered.
[00:10:58.420 --> 00:11:00.740]   If you still remember what I talked about two weeks ago,
[00:11:00.740 --> 00:11:03.380]   we were supposed to care for others,
[00:11:03.380 --> 00:11:07.200]   meaning that we were supposed to have this capacity
[00:11:07.200 --> 00:11:09.380]   to care for other people around us
[00:11:09.380 --> 00:11:11.860]   and also for the rest of God's creation.
[00:11:11.860 --> 00:11:15.900]   We were supposed to have their best interest in our mind,
[00:11:15.900 --> 00:11:18.780]   and that's the part of what stewardship would look like,
[00:11:18.780 --> 00:11:23.180]   that we care for them even more than ourselves sometimes.
[00:11:23.180 --> 00:11:25.460]   But as we have witnessed this
[00:11:25.460 --> 00:11:28.500]   in the long history of humanity again and again,
[00:11:28.500 --> 00:11:31.620]   our selfishness and our self-centeredness
[00:11:31.620 --> 00:11:33.260]   has corrupted us, right?
[00:11:33.260 --> 00:11:38.260]   It turns us from stewards into consumers, like takers.
[00:11:38.260 --> 00:11:43.060]   We take what we want for our own pleasure.
[00:11:43.060 --> 00:11:45.940]   Our primary goal becomes the satisfactions
[00:11:45.940 --> 00:11:49.260]   of our own desires over everything else.
[00:11:49.260 --> 00:11:52.260]   So speaking of consumers,
[00:11:52.260 --> 00:11:54.980]   I remember when I was a little bit younger,
[00:11:56.500 --> 00:12:00.420]   what they call in a stormy kind of period of life,
[00:12:00.420 --> 00:12:04.340]   I couldn't exactly say my relationship with my family,
[00:12:04.340 --> 00:12:06.120]   especially my parents.
[00:12:06.120 --> 00:12:09.140]   I can't say it's a loving relationship.
[00:12:09.140 --> 00:12:11.980]   I remember I didn't talk a lot with them back then.
[00:12:11.980 --> 00:12:17.900]   So what I do, it's I would always hang out
[00:12:17.900 --> 00:12:20.340]   with other people or just by myself outside
[00:12:20.340 --> 00:12:24.460]   until very, very late, until everyone at home is asleep,
[00:12:24.460 --> 00:12:27.460]   and then I would go home so I don't have to talk to anyone.
[00:12:27.460 --> 00:12:29.780]   And so because I went home so late
[00:12:29.780 --> 00:12:33.180]   and I slept in like really, really late as well,
[00:12:33.180 --> 00:12:35.340]   so by the time I woke up the next morning,
[00:12:35.340 --> 00:12:39.100]   everybody has gone to work or school or whatever,
[00:12:39.100 --> 00:12:41.460]   so I never had to speak to anyone.
[00:12:41.460 --> 00:12:44.820]   Until there was one day, I think my dad was lucky,
[00:12:44.820 --> 00:12:47.900]   he caught me while both of us were awake,
[00:12:47.900 --> 00:12:49.220]   and he said this to me,
[00:12:49.220 --> 00:12:52.500]   "What do you think of this place?
[00:12:52.500 --> 00:12:54.460]   "Do you treat your home as a hotel?"
[00:12:54.460 --> 00:13:01.340]   And speaking of hotel, I'm actually traveling this week,
[00:13:01.340 --> 00:13:04.880]   and I must say that sometimes the best part
[00:13:04.880 --> 00:13:08.380]   of my favorite part of traveling is staying in a hotel
[00:13:08.380 --> 00:13:11.400]   because I don't have to make my bed in the morning.
[00:13:11.400 --> 00:13:12.940]   When I wake up, I can mess it up,
[00:13:12.940 --> 00:13:14.580]   and I go out and I come back,
[00:13:14.580 --> 00:13:18.460]   oh, it's just new as, you know, it's a new bed.
[00:13:18.460 --> 00:13:21.000]   I can mess up the bathroom, the entire room,
[00:13:21.000 --> 00:13:22.460]   I can throw things everywhere.
[00:13:22.460 --> 00:13:26.380]   When I come back, oh, it's a new room.
[00:13:26.380 --> 00:13:29.260]   So I can do whatever I want, right?
[00:13:29.260 --> 00:13:31.640]   And I can, you know, I can mess it up,
[00:13:31.640 --> 00:13:32.980]   I can do whatever I want,
[00:13:32.980 --> 00:13:36.980]   and in the hotel, I always get what I want.
[00:13:36.980 --> 00:13:39.820]   My, you know, I don't have any responsibilities,
[00:13:39.820 --> 00:13:41.220]   I only have rights there.
[00:13:41.220 --> 00:13:42.500]   Yeah, I know, of course, I have to pay,
[00:13:42.500 --> 00:13:44.260]   but then when you go in there,
[00:13:44.260 --> 00:13:46.260]   you're the customers, you're always right,
[00:13:46.260 --> 00:13:50.200]   I can get what I want, how I want, when I want.
[00:13:50.200 --> 00:13:54.940]   That's consumer, rights only, without responsibility.
[00:13:54.940 --> 00:13:59.420]   And as a result of what happened in the garden
[00:13:59.420 --> 00:14:02.820]   in Genesis chapter three, humans, we,
[00:14:02.820 --> 00:14:06.340]   we traded responsible stewardship
[00:14:06.340 --> 00:14:09.060]   with selfish consumerism.
[00:14:09.060 --> 00:14:10.260]   Hey, let me say that again.
[00:14:10.260 --> 00:14:13.720]   We traded responsible stewardship
[00:14:13.720 --> 00:14:16.220]   with selfish consumerism.
[00:14:16.220 --> 00:14:18.260]   And that's what we've been doing to our environment,
[00:14:18.260 --> 00:14:21.580]   to the creation of God, deforestation,
[00:14:21.580 --> 00:14:23.860]   destruction of natural habitats of many plants
[00:14:23.860 --> 00:14:27.620]   and animal species in exchange for urban development,
[00:14:27.620 --> 00:14:33.100]   overfishing, industrial pollution in the air, water,
[00:14:33.100 --> 00:14:36.740]   just to name a few, and what's really injustice here
[00:14:36.740 --> 00:14:39.060]   is not just what we do to the environment
[00:14:39.060 --> 00:14:41.360]   or to the creation of God.
[00:14:41.360 --> 00:14:44.780]   A lot of times, urban pollution,
[00:14:44.780 --> 00:14:47.500]   those who are really affected are the poor,
[00:14:47.500 --> 00:14:49.420]   are the underprivileged.
[00:14:49.420 --> 00:14:51.060]   And while the rich, the privileged,
[00:14:51.060 --> 00:14:53.700]   they just enjoy their life and they continue
[00:14:53.700 --> 00:14:56.220]   with their lifestyle and the pollution went on and on,
[00:14:56.220 --> 00:14:59.100]   and those who suffer are normally those without resources.
[00:14:59.100 --> 00:15:01.080]   That's injustice.
[00:15:01.080 --> 00:15:04.480]   The breakdown of our relationship
[00:15:04.480 --> 00:15:06.380]   with the environment or creation
[00:15:06.380 --> 00:15:09.180]   didn't just come from a sinfulness,
[00:15:09.180 --> 00:15:12.000]   although we just talk about that,
[00:15:12.000 --> 00:15:14.900]   it also comes from the judgment of God.
[00:15:14.900 --> 00:15:18.500]   So we know that actually God talked to Adam and Eve
[00:15:18.500 --> 00:15:21.260]   after they took the fruit, after they tried to hide.
[00:15:21.260 --> 00:15:23.420]   This is where I left off last time,
[00:15:23.420 --> 00:15:28.420]   so I'm gonna read from Genesis 3, let's start with 17.
[00:15:28.420 --> 00:15:31.860]   So to Adam, God said, "Because you listened to your wife
[00:15:31.860 --> 00:15:35.420]   "and ate fruit from the tree which I commanded you
[00:15:35.420 --> 00:15:37.060]   "you must not eat from it,
[00:15:37.060 --> 00:15:40.100]   "cursed is the ground because of you.
[00:15:40.100 --> 00:15:42.820]   "Through painful toil, you will eat fruit from it
[00:15:42.820 --> 00:15:46.780]   "all the days of your life," and so on and on and on.
[00:15:46.780 --> 00:15:50.140]   So here we see something that we might have missed
[00:15:50.140 --> 00:15:51.900]   in our reading of the Bible.
[00:15:51.900 --> 00:15:54.380]   What we see here, it's a fundamental change
[00:15:54.380 --> 00:15:57.140]   in the relationship between human beings
[00:15:57.140 --> 00:15:59.700]   and the land and the rest of creation.
[00:15:59.700 --> 00:16:04.180]   Our job as humans was to work and to take care of the land
[00:16:04.180 --> 00:16:09.180]   and it would, on your hand, produce and provide what we need
[00:16:10.020 --> 00:16:13.540]   but it will now be done in the context of brokenness,
[00:16:13.540 --> 00:16:17.420]   hard labor and potential fruitlessness.
[00:16:17.420 --> 00:16:21.580]   So we can work all day and we can farm
[00:16:21.580 --> 00:16:25.340]   but maybe there are storms or there are calamities
[00:16:25.340 --> 00:16:27.940]   and the ground is not producing what we want.
[00:16:27.940 --> 00:16:31.260]   So we experience that, we experience fruitlessness
[00:16:31.260 --> 00:16:33.420]   and our relationship with the earth,
[00:16:33.420 --> 00:16:36.580]   with the creation, it's broken.
[00:16:36.580 --> 00:16:40.060]   Let me read to you from a Bible scholar,
[00:16:40.060 --> 00:16:41.740]   his name is Douglas Moo.
[00:16:41.740 --> 00:16:45.860]   It's a little bit long but I'm just gonna read from it.
[00:16:45.860 --> 00:16:49.940]   He says, "While creation, not in itself,
[00:16:49.940 --> 00:16:52.380]   "guilty of sin, creation suffers
[00:16:52.380 --> 00:16:54.500]   "because of the sin of human beings,"
[00:16:54.500 --> 00:16:55.780]   which we just talked about.
[00:16:55.780 --> 00:16:59.020]   "The sin of Adam brought God's curse on creation,
[00:16:59.020 --> 00:17:01.780]   "a curse that focuses on new estrangement
[00:17:01.780 --> 00:17:04.140]   "between humans and creation.
[00:17:04.140 --> 00:17:08.780]   "Continuing human sin corrupts creation in various ways.
[00:17:08.780 --> 00:17:11.980]   "We selfishly and mindlessly consume its resources.
[00:17:11.980 --> 00:17:15.940]   "We pollute it with unsafe manufacturing processes.
[00:17:15.940 --> 00:17:18.940]   "We accelerate potential harmful atmospheric changes
[00:17:18.940 --> 00:17:22.060]   "by pouring greenhouse gases into the air.
[00:17:22.060 --> 00:17:25.180]   "Simply put, the decay of creation means
[00:17:25.180 --> 00:17:29.320]   "that it is used and abused in ways God never intended,
[00:17:29.320 --> 00:17:33.480]   "preventing it from being what it was designed to be
[00:17:33.480 --> 00:17:38.480]   "and thereby hindering its ability fully to glorify God."
[00:17:38.480 --> 00:17:40.860]   So there's one thing very important.
[00:17:40.860 --> 00:17:44.300]   We thought as human beings we are the only creation
[00:17:44.300 --> 00:17:48.400]   and the entire world that only we could glorify God
[00:17:48.400 --> 00:17:50.340]   because we are the image of God.
[00:17:50.340 --> 00:17:52.440]   Sorry, that's not what the Bible is saying.
[00:17:52.440 --> 00:17:56.780]   The Bible says God takes glory in his entire creation.
[00:17:56.780 --> 00:18:00.760]   When you look at sunrise or sunset,
[00:18:00.760 --> 00:18:03.100]   when you look at the beauty of it,
[00:18:03.100 --> 00:18:06.520]   normally your first reaction is, wow, God, you're amazing.
[00:18:06.520 --> 00:18:11.360]   But nowadays in Hong Kong, you try to look at a sunset,
[00:18:11.360 --> 00:18:14.400]   oh, it's foggy, that's smoky,
[00:18:14.400 --> 00:18:17.560]   like I can't see the sunset really.
[00:18:17.560 --> 00:18:22.460]   Our pollution, we are undermining the creation's ability
[00:18:22.460 --> 00:18:24.660]   to reflect God's glory.
[00:18:24.660 --> 00:18:26.460]   Just one very small example.
[00:18:26.460 --> 00:18:29.720]   This is what he's saying.
[00:18:29.720 --> 00:18:32.720]   This is what happens when the earth is filled
[00:18:32.720 --> 00:18:37.440]   with selfish consumers rather than faithful stewards.
[00:18:37.440 --> 00:18:40.320]   And it is taking up more and more airtime
[00:18:40.320 --> 00:18:42.360]   on our news in recent years.
[00:18:42.360 --> 00:18:45.800]   It's not too hard for us to notice that this generation,
[00:18:45.800 --> 00:18:48.560]   our generation, is starting to witness
[00:18:48.560 --> 00:18:52.200]   and even suffer from the consequences of human selfishness
[00:18:52.200 --> 00:18:53.960]   and abuse towards the environment.
[00:18:53.960 --> 00:18:59.840]   Hottest mid-autumn or whatever day every year.
[00:18:59.840 --> 00:19:01.740]   If every year the temperature,
[00:19:01.740 --> 00:19:03.440]   we have a record-breaking temperature,
[00:19:03.440 --> 00:19:04.800]   it's getting hotter and hotter,
[00:19:04.800 --> 00:19:07.580]   could you even imagine what it's gonna look like
[00:19:07.580 --> 00:19:09.800]   in a children's generation?
[00:19:09.800 --> 00:19:13.840]   And in the generation of the children of our children?
[00:19:13.840 --> 00:19:15.200]   What would that look like?
[00:19:15.200 --> 00:19:17.560]   Sometimes when I think of my kids, I'm like,
[00:19:17.560 --> 00:19:20.120]   if I'm feeling so horrible right now,
[00:19:20.120 --> 00:19:22.500]   what are they gonna go through in 30 years time
[00:19:22.500 --> 00:19:23.920]   when they're my age?
[00:19:23.920 --> 00:19:29.680]   The stewards are irresponsible, that's unfortunate.
[00:19:30.560 --> 00:19:34.220]   But the good news is that the owner is always faithful.
