
[00:00:00.000 --> 00:00:02.240]  剛才Jason也提到主流
[00:06:18.040 --> 00:06:19.040]  他們不像那個瑞利
[00:06:19.040 --> 00:06:21.040]  去做那些那麼黑人真
[00:06:21.040 --> 00:06:23.040]  又邪惡的工作
[00:06:23.040 --> 00:06:24.040]  律法規定
[00:06:24.040 --> 00:06:26.040]  他們只需要在贖罪日禁食
[00:06:26.040 --> 00:06:30.040]  他還要一個星期禁食兩次
[00:06:30.040 --> 00:06:32.040]  他們做奉獻的時候
[00:06:32.040 --> 00:06:35.040]  永遠是有多無少
[00:06:35.040 --> 00:06:37.040]  學也學不及
[00:06:37.040 --> 00:06:39.040]  但耶穌說
[00:06:39.040 --> 00:06:43.040]  我的主流並不是這樣的
[00:06:43.040 --> 00:06:48.040]  神的指紋也不應該是這樣的
[00:06:48.040 --> 00:06:50.040]  當那位在眾人的眼裡面
[00:06:50.040 --> 00:06:52.040]  那個罪人瑞利
[00:06:52.040 --> 00:06:54.040]  他遠遠地站在一旁
[00:06:54.040 --> 00:06:57.040]  他不敢靠近大家視為很聖潔的
[00:06:57.040 --> 00:07:00.040]  那個要來祈禱的地方
[00:07:00.040 --> 00:07:02.040]  他默默地低頭
[00:07:02.040 --> 00:07:07.040]  他連望樹代表上帝的天空都不敢
[00:07:07.040 --> 00:07:11.040]  他懊悔憂傷地垂著胸
[00:07:11.040 --> 00:07:13.040]  他所有的語言
[00:07:13.040 --> 00:07:15.040]  他的肢體語言
[00:07:15.040 --> 00:07:16.040]  其實都已經顯示了
[00:07:16.040 --> 00:07:20.040]  他裡面那種多大的掙扎
[00:07:20.040 --> 00:07:22.040]  他簡單的一句
[00:07:22.040 --> 00:07:23.040]  他說神啊
[00:07:23.040 --> 00:07:28.040]  求祢開恩憐憫我這個罪人
[00:07:28.040 --> 00:07:30.040]  耶穌說
[00:07:30.040 --> 00:07:33.040]  這個人才算為義
[00:07:33.040 --> 00:07:39.040]  而不是那個故作虔誠的法理才人
[00:07:39.040 --> 00:07:41.040]  在第十四節我們看到
[00:07:41.040 --> 00:07:43.040]  耶穌說算為義
[00:07:43.040 --> 00:07:46.040]  雖然這段經文沒有說明
[00:07:46.040 --> 00:07:49.040]  這個比喻是直接說舊恩
[00:07:49.040 --> 00:07:51.040]  我也不能夠過分詮釋
[00:07:51.040 --> 00:07:54.040]  說這樣做法理才人就不會得著舊恩
[00:07:54.040 --> 00:07:57.040]  但我們可以很肯定地知道
[00:07:57.040 --> 00:07:59.040]  瑞利的悔改
[00:07:59.040 --> 00:08:02.040]  而我們去效仿瑞利的悔改
[00:08:02.040 --> 00:08:05.040]  我們可以必得著上帝的接納
[00:08:05.040 --> 00:08:11.040]  我們可以必得著生命當中的釋放
[00:08:11.040 --> 00:08:14.040]  這個比喻裡面有兩個人的祈禱
[00:08:14.040 --> 00:08:17.040]  究竟耶穌是教我們什麼道理呢
[00:08:17.040 --> 00:08:19.040]  說的是一個什麼世界
[00:08:19.040 --> 00:08:22.040]  一個天國的價值呢
[00:08:22.040 --> 00:08:24.040]  就正如我早一個星期
[00:08:24.040 --> 00:08:25.040]  有一個講道所說
[00:08:25.040 --> 00:08:27.040]  在前的必定在後
[00:08:27.040 --> 00:08:30.040]  在後的必定會在前
[00:08:30.040 --> 00:08:36.040]  在主流正正就是說顛覆性扭轉性的價值
[00:08:36.040 --> 00:08:39.040]  耶穌的主流是要人知道
[00:08:39.040 --> 00:08:41.040]  至高的會降卑
[00:08:41.040 --> 00:08:45.040]  至今卑微的會被升高
[00:08:45.040 --> 00:08:47.040]  那我們看一下
[00:08:47.040 --> 00:08:49.040]  我們去下一個slide
[00:08:49.040 --> 00:08:53.040]  去不去得
[00:08:54.040 --> 00:08:57.040]  好了,究竟法理錯人需要什麼呢
[00:08:57.040 --> 00:09:00.040]  講了這麼久,究竟法理錯人需要什麼呢
[00:09:00.040 --> 00:09:03.040]  法理錯人的祈禱裡面我們見到
[00:09:03.040 --> 00:09:06.040]  他不做律法叫他不要做的事
[00:09:06.040 --> 00:09:08.040]  而且他超標地去做了
[00:09:08.040 --> 00:09:10.040]  律法要求他做的事
[00:09:10.040 --> 00:09:13.040]  其實整件事本身絕對是沒有問題的
[00:09:13.040 --> 00:09:15.040]  問題在哪裡
[00:09:15.040 --> 00:09:19.040]  問題在於他口口聲聲說感謝神
[00:09:19.040 --> 00:09:24.040]  但其實他要感謝的是他自己
[00:09:24.040 --> 00:09:28.040]  他由頭到尾其實他不是在榮耀神
[00:09:28.040 --> 00:09:33.040]  其實他只是在炫耀他自己
[00:09:33.040 --> 00:09:38.040]  這個就是他自以為意的地方
[00:09:38.040 --> 00:09:40.040]  法理錯人那句
[00:09:40.040 --> 00:09:42.040]  我不像這個瑞利
[00:09:42.040 --> 00:09:47.040]  其實這一句才是他整個祈禱的重點
[00:09:47.040 --> 00:09:49.040]  瑞利不用說,大家都知道
[00:09:49.040 --> 00:09:52.040]  他是所有人眼中的罪人
[00:09:52.040 --> 00:09:55.040]  當法理錯人說我不像這個瑞利
[00:09:55.040 --> 00:09:58.040]  他不只是在說我不是罪人
[00:09:58.040 --> 00:10:03.040]  而且他更加企圖直著踐踏這個罪人
[00:10:03.040 --> 00:10:09.040]  而成為一個更加自以為意、自高的人
[00:10:09.040 --> 00:10:11.040]  一個脆弱的生命
[00:10:11.040 --> 00:10:14.040]  他願意謙卑地去到神的面前
[00:10:14.040 --> 00:10:17.040]  去到聖殿裡面尋求神的憐憫
[00:10:17.040 --> 00:10:19.040]  這個宗教領袖
[00:10:19.040 --> 00:10:23.040]  他是因為希望自己能夠更加被升高
[00:10:23.040 --> 00:10:29.040]  而狠狠地去踐踏這個破碎的生命
[00:10:29.040 --> 00:10:31.040]  這個就是耶穌所說的
[00:10:31.040 --> 00:10:36.040]  自以為意而藐視其他人
[00:10:36.040 --> 00:10:39.040]  在這六節經文裡面
[00:10:39.040 --> 00:10:43.040]  可能大家覺得其實都不是那麼難理解
[00:10:43.040 --> 00:10:45.040]  但我想跟大家說
[00:10:45.040 --> 00:10:49.040]  我們用頭腦去理解是不難的
[00:10:49.040 --> 00:10:54.040]  但難在我們能不能用我們的心靈去明白
[00:10:54.040 --> 00:10:58.040]  你是否真的能夠見到你內心的自意
[00:10:58.040 --> 00:11:02.040]  你內心的驕傲
[00:11:02.040 --> 00:11:04.040]  你是否真的能夠見到
[00:11:04.040 --> 00:11:09.040]  其實你自己都有藐視其他人的時候
[00:11:09.040 --> 00:11:11.040]  你是否能夠見到
[00:11:11.040 --> 00:11:17.040]  其實在你裡面都有一個弗利塞人
[00:11:17.040 --> 00:11:19.040]  這個是耶穌給我們的挑戰
[00:11:19.040 --> 00:11:22.040]  也是今天說到一個很大的挑戰
[00:11:22.040 --> 00:11:24.040]  這個道
[00:11:24.040 --> 00:11:26.040]  神的話語就是挑戰我們
[00:11:26.040 --> 00:11:30.040]  你能不能見到你自己心裡面的弗利塞人
[00:11:30.040 --> 00:11:32.040]  我想問問大家
[00:11:32.040 --> 00:11:35.040]  教會最多的是什麼人
[00:11:35.040 --> 00:11:38.040]  我聽到一點點
[00:11:38.040 --> 00:11:40.040]  我們經常說教會最多的是什麼人
[00:11:40.040 --> 00:11:42.040]  罪人
[00:11:42.040 --> 00:11:47.040]  因為大家來到這裡是願意承認自己是罪人
[00:11:47.040 --> 00:11:50.040]  罪人和罪人相交
[00:11:50.040 --> 00:11:54.040]  有什麼是會見到的
[00:11:54.040 --> 00:11:56.040]  一定離不開的
[00:11:56.040 --> 00:11:59.040]  紛爭 衝突
[00:11:59.040 --> 00:12:03.040]  但是神樂意我們能夠走在一起
[00:12:03.040 --> 00:12:05.040]  在當中能夠揭示更加多
[00:12:05.040 --> 00:12:07.040]  他需要去揭示的地方
[00:12:07.040 --> 00:12:10.040]  我想和大家分享我一次經歷
[00:12:10.040 --> 00:12:12.040]  在教會服事的時候
[00:12:12.040 --> 00:12:16.040]  我曾經嘗試過被一位教友
[00:12:16.040 --> 00:12:20.040]  他很嚴厲正面當面地指控我
[00:12:20.040 --> 00:12:24.040]  他批評我的一些不足的服事經歷
[00:12:24.040 --> 00:12:27.040]  他質疑我的服事能力
[00:12:27.040 --> 00:12:30.040]  他否定我服事的心
[00:12:30.040 --> 00:12:32.040]  我當然不認同
[00:12:32.040 --> 00:12:37.040]  但我選擇去接受他的抨擊
[00:12:37.040 --> 00:12:40.040]  我覺得這位教友很驕傲
[00:12:40.040 --> 00:12:44.040]  但我仍然表現得很謙卑
[00:12:44.040 --> 00:12:47.040]  但其實在我心裡
[00:12:47.040 --> 00:12:50.040]  我是很不開心 很不舒服
[00:12:50.040 --> 00:12:51.040]  我很depressed
[00:12:51.040 --> 00:12:53.040]  甚至我很多情緒
[00:12:53.040 --> 00:12:56.040]  甚至將我的情緒帶到另一個地方
[00:12:56.040 --> 00:13:00.040]  和其他人有一點點意見不合
[00:13:00.040 --> 00:13:03.040]  都會產生衝突
[00:13:03.040 --> 00:13:05.040]  有一位在教會的朋友
[00:13:05.040 --> 00:13:09.040]  他看到我不對勁
[00:13:09.040 --> 00:13:11.040]  他主動找我和我談話
[00:13:11.040 --> 00:13:14.040]  他為我祈禱
[00:13:14.040 --> 00:13:18.040]  之後我發現原來我很不服氣
[00:13:18.040 --> 00:13:21.040]  即是氣氛很不順
[00:13:21.040 --> 00:13:22.040]  鬱住了氣
[00:13:22.040 --> 00:13:26.040]  導致我要用一種憤怒去表達
[00:13:26.040 --> 00:13:29.040]  用一種憤怒去宣洩出來
[00:13:29.040 --> 00:13:31.040]  我更加發現
[00:13:31.040 --> 00:13:34.040]  我以為自己謙卑嗎
[00:13:34.040 --> 00:13:36.040]  我以為自己能夠有這樣的反應
[00:13:36.040 --> 00:13:37.040]  就是謙卑嗎
[00:13:37.040 --> 00:13:42.040]  原來反而最驕傲的是我自己
[00:13:42.040 --> 00:13:44.040]  沒錯 我記得聖經裡面有說
[00:13:44.040 --> 00:13:50.040]  是否一番至今卑微的必升為高
[00:13:50.040 --> 00:13:52.040]  但當時我可能是想
[00:13:52.040 --> 00:13:54.040]  只要有一天我升為高的時候
[00:13:54.040 --> 00:13:58.040]  你就知道味道
[00:13:58.040 --> 00:14:00.040]  我的不服氣
[00:14:00.040 --> 00:14:04.040]  原來是出自我心底的質疑
[00:14:04.040 --> 00:14:07.040]  我覺得自己正確
[00:14:07.040 --> 00:14:08.040]  當衝突發生的時候
[00:14:08.040 --> 00:14:09.040]  我認為那位教友是驕傲
[00:14:09.040 --> 00:14:13.040]  我心底裡面去鄙視他 藐視他
[00:14:13.040 --> 00:14:15.040]  我表現出謙卑
[00:14:15.040 --> 00:14:17.040]  我不像他那麼驕傲
[00:14:17.040 --> 00:14:20.040]  我比他更加好
[00:14:20.040 --> 00:14:23.040]  但很諷刺 亦很真實的是
[00:14:23.040 --> 00:14:26.040]  我明白到最驕傲的人
[00:14:26.040 --> 00:14:29.040]  就是認為自己是最謙卑的人
[00:14:29.040 --> 00:14:31.040]  最驕傲的人
[00:14:31.040 --> 00:14:35.040]  就是認為自己是最謙卑的人
[00:14:35.040 --> 00:14:37.040]  升高降卑
[00:14:37.040 --> 00:14:42.040]  當人想著被升高而降卑自己的時候
[00:14:42.040 --> 00:14:44.040]  這不是真正的謙卑
[00:14:44.040 --> 00:14:48.040]  這不是主裡面真正的謙卑
[00:14:48.040 --> 00:14:50.040]  當聖靈提醒我
[00:14:50.040 --> 00:14:54.040]  其實我自己就是那個法利賽人
[00:14:54.040 --> 00:14:57.040]  在那個時候我已經沒有什麼可以做
[00:14:57.040 --> 00:15:00.040]  我只能夠效法稅利
[00:15:00.040 --> 00:15:03.040]  懊悔地去到主的面前跪下祈禱
[00:15:03.040 --> 00:15:13.040]  我說 神啊 開恩憐憫愛這個罪人
[00:15:13.040 --> 00:15:14.040]  當我這樣祈禱的時候
[00:15:14.040 --> 00:15:21.040]  主的饒恕 主的憐憫 主的愛 主的接納
[00:15:21.040 --> 00:15:24.040]  臨到我裡面的時候
[00:15:24.040 --> 00:15:26.040]  那個靈裡面的不義
[00:15:26.040 --> 00:15:28.040]  馬上被主拿走
[00:15:28.040 --> 00:15:32.040]  換來的是那個真心悔改
[00:15:32.040 --> 00:15:34.040]  那個謙卑的心
[00:15:34.040 --> 00:15:38.040]  當我的心再一次柔軟起來的時候
[00:15:38.040 --> 00:15:41.040]  我甚至能夠真正明白到
[00:15:41.040 --> 00:15:44.040]  批評我那位教友
[00:15:44.040 --> 00:15:47.040]  他真正的需要在哪裡
[00:15:47.040 --> 00:15:50.040]  當我的心柔軟起來的時候
[00:15:50.040 --> 00:15:54.040]  我可以甚至為他祈禱 代求
[00:15:54.040 --> 00:15:57.040]  耶穌說 凡必自高的必被降卑
[00:15:57.040 --> 00:16:03.040]  至今卑微的必升為高
[00:16:03.040 --> 00:16:04.040]  說回今天的經文
[00:16:04.040 --> 00:16:06.040]  在裡面我們看到法利賽人
[00:16:06.040 --> 00:16:09.040]  其實他不是不知道耶穌的教導
[00:16:09.040 --> 00:16:11.040]  我們在《針研》裡面看到
[00:16:11.040 --> 00:16:17.040]  其實記載著猶太人應該都很熟悉的傳統智慧
[00:16:17.040 --> 00:16:19.040]  驕傲利 羞恥也來
[00:16:19.040 --> 00:16:22.040]  謙遜的人卻有智慧
[00:16:22.040 --> 00:16:24.040]  敗壞之先人心驕傲
[00:16:24.040 --> 00:16:26.040]  要得尊榮必有謙卑
[00:16:26.040 --> 00:16:28.040]  人的高傲使自己蒙羞
[00:16:28.040 --> 00:16:33.040]  心裡謙遜的必得尊榮
[00:16:33.040 --> 00:16:36.040]  這些全部是法利賽人頭腦上明白的
[00:16:36.040 --> 00:16:41.040]  但是在他的靈裡面他活不出來
[00:16:41.040 --> 00:16:47.040]  好了 今天我們的出路在哪裡呢
[00:16:47.040 --> 00:16:49.040]  我們如何藉著今天的道
[00:16:49.040 --> 00:16:57.040]  讓我們可以看到上帝主耶穌帶我們的一條出路
[00:16:57.040 --> 00:17:01.040]  其實法利賽人和瑞利他們兩個都有信心
[00:17:01.040 --> 00:17:05.040]  只不過他們的信心放在不同的地方
[00:17:05.040 --> 00:17:09.040]  法利賽人的信心放在自己那裡
[00:17:09.040 --> 00:17:14.040]  他的信心是一個自然的信
[00:17:14.040 --> 00:17:17.040]  他的信心是一個自我的信
[00:17:17.040 --> 00:17:21.040]  瑞利的信他放在上帝那裡
[00:17:21.040 --> 00:17:24.040]  他的信心是悔改的信
[00:17:24.040 --> 00:17:30.040]  他的信心是真正在主裡面謙卑的信
[00:17:30.040 --> 00:17:36.040]  所以我們今天所說的主流天國價值
[00:17:36.040 --> 00:17:42.040]  耶穌要我們學懂什麼是真正的至今卑微
[00:17:42.040 --> 00:17:43.040]  這裡有兩點
[00:17:43.040 --> 00:17:50.040]  第一點是還原基本步
[00:17:50.040 --> 00:17:52.040]  認罪是信心的起點
[00:17:52.040 --> 00:17:56.040]  其實我們每一個進入教會進入信仰裡面
[00:17:56.040 --> 00:18:01.040]  第一樣最基本的就是我們的知罪
[00:18:01.040 --> 00:18:05.040]  我們能夠在主的面前認罪
[00:18:05.040 --> 00:18:10.040]  第二點 重新再上路
[00:18:10.040 --> 00:18:14.040]  悔改是我們自已的轉捩點
[00:18:14.040 --> 00:18:16.040]  當我們一直在生活的時候
[00:18:16.040 --> 00:18:18.040]  我們有些盲點我們看不到
[00:18:18.040 --> 00:18:22.040]  我們覺得我們在教會的生活是很正常的
[00:18:22.040 --> 00:18:25.040]  我們出去都是一個基督徒
[00:18:25.040 --> 00:18:30.040]  但其實原來有些地方我們看不到
[00:18:30.040 --> 00:18:38.040]  但是耶穌說悔改是我們自已的轉捩點
[00:18:38.040 --> 00:18:44.040]  當我們說 神啊 開恩可憐我這個罪人
[00:18:44.040 --> 00:18:49.040]  我們不會忘記我們都是一個需要憐憫的生命
[00:18:49.040 --> 00:18:50.040]  這樣我們都不會忘記
[00:18:50.040 --> 00:18:55.040]  我們每一天都是靠著主的恩典去活
[00:18:55.040 --> 00:19:01.040]  真正的謙卑是真正的懊悔自己的罪
[00:19:01.040 --> 00:19:05.040]  我們的主不需要你任何去做一些
[00:19:05.040 --> 00:19:10.040]  我們看下去要給人看一些很好的宗教的行為
[00:19:10.040 --> 00:19:18.040]  我們的主他想看到的是我們真誠的悔改
[00:19:18.040 --> 00:19:22.040]  沒錯 像剛才所說的宗教的領袖 教會的領袖
[00:19:22.040 --> 00:19:26.040]  第一個就要去到上帝的面前
[00:19:26.040 --> 00:19:28.040]  他也是第一個應該要去到上帝的面前
[00:19:28.040 --> 00:19:33.040]  去祈禱說 神啊 求你開恩可憐我這個罪人
[00:19:33.040 --> 00:19:38.040]  但我想說主流 上帝國度的價值
[00:19:38.040 --> 00:19:44.040]  也像剛才我們最開頭所說的不離地
[00:19:44.040 --> 00:19:47.040]  什麼叫不離地 我們知道離地是什麼
[00:19:47.040 --> 00:19:49.040]  離地就是當我們所說的 所學習的
[00:19:49.040 --> 00:19:52.040]  只能夠應用在教會裏面
[00:19:52.040 --> 00:19:54.040]  當我們離開了這個教會的時候
[00:19:54.040 --> 00:19:56.040]  這件事不發生在我們身上
[00:19:56.040 --> 00:19:59.040]  這就是離地 是不是
[00:19:59.040 --> 00:20:01.040]  不離地就是當我們每天生活的時候
[00:20:01.040 --> 00:20:07.040]  我們都要攜帶著這份價值在我們的生命裏面
[00:20:07.040 --> 00:20:12.040]  我想說的是我們不能否認我們心裏每一個
[00:20:12.040 --> 00:20:14.040]  都有一個法理錯人在
[00:20:14.040 --> 00:20:19.040]  不論你在教會的場景還是在教會意外的地方
[00:20:19.040 --> 00:20:23.040]  沒錯 耶穌的比喻就是我們要學禱告的例子
[00:20:23.040 --> 00:20:27.040]  提醒人不要有屬靈的驕傲
[00:20:27.040 --> 00:20:29.040]  但其實與此同時
[00:20:29.040 --> 00:20:33.040]  我們在世界上都不能有屬世的驕傲
[00:20:33.040 --> 00:20:36.040]  否則我們只會與法理錯人的結果相同
[00:20:36.040 --> 00:20:39.040]  我們得著不了上帝的接納
[00:20:39.040 --> 00:20:42.040]  因為我們多或少難免都會有那種
