
[00:00:00.000 --> 00:00:09.640]  各位頂姐妹,很榮幸今天可以跟大家分享
[00:03:49.720 --> 00:03:52.920]  耶穌一出道,已經非同凡響
[00:03:52.920 --> 00:03:59.920]  祂在各城各鄉傳道、醫治、趕鬼
[00:03:59.920 --> 00:04:04.320]  很多人已經覺得祂非常有權柄
[00:04:04.320 --> 00:04:08.520]  請先聽我讀出第一部分的經文
[00:04:08.520 --> 00:04:12.520]  是在《馬可福音》一章40至42節
[00:04:12.520 --> 00:04:17.320]  「有一個麻風病人來求耶穌
[00:04:17.320 --> 00:04:19.520]  向他跪下說:
[00:04:19.520 --> 00:04:23.720]  『你若肯,你能使我潔淨』
[00:04:23.720 --> 00:04:27.920]  耶穌動了慈心,就伸手摸他
[00:04:27.920 --> 00:04:31.920]  說:『我肯,你潔淨了吧』
[00:04:31.920 --> 00:04:36.920]  麻風病立刻離開他,他就潔淨了」
[00:04:37.920 --> 00:04:42.920]  這裡提到耶穌醫治一個長大麻風的人
[00:04:42.920 --> 00:04:47.920]  事情發生在加伯隆附近的地方
[00:04:47.920 --> 00:04:51.720]  從經文看見這個麻風病人
[00:04:51.720 --> 00:04:55.920]  可能都聽聞耶穌基督有醫治的大能
[00:04:55.920 --> 00:04:58.920]  於是來到耶穌面前
[00:04:58.920 --> 00:05:00.920]  他一來到見到主耶穌
[00:05:00.920 --> 00:05:05.920]  他就說出他心裏的疑惑和顧慮
[00:05:05.920 --> 00:05:09.920]  就是「你若肯,你能使我潔淨」
[00:05:09.920 --> 00:05:13.920]  相信主耶穌的醫治大能
[00:05:13.920 --> 00:05:16.920]  這個麻風病人一點都沒有疑惑
[00:05:16.920 --> 00:05:19.920]  但是主耶穌肯不肯呢?
[00:05:19.920 --> 00:05:21.920]  願不願意呢?
[00:05:21.920 --> 00:05:29.920]  一個從來都不想被人接觸自己的麻風病人
[00:05:29.920 --> 00:05:33.920]  被人離遠看見,不潔淨,離開我吧
[00:05:33.920 --> 00:05:36.920]  沒有人願意接觸他
[00:05:36.920 --> 00:05:40.920]  一直被人歧視和拒絕
[00:05:40.920 --> 00:05:43.920]  他所有的尊嚴和自我的形象
[00:05:43.920 --> 00:05:47.920]  其實都已經拆毀了
[00:05:47.920 --> 00:05:49.920]  他可能都懷疑
[00:05:49.920 --> 00:05:53.920]  其實耶穌幫人,他會不會幫我呢?
[00:05:53.920 --> 00:05:59.920]  耶穌是會醫治人,但是他會不會醫治我呢?
[00:05:59.920 --> 00:06:04.920]  耶穌會不會接納我這個人呢?
[00:06:04.920 --> 00:06:10.920]  但是耶穌下一個行動,真是匪夷所思
[00:06:10.920 --> 00:06:15.920]  主耶穌其實醫治人有很多方法
[00:06:15.920 --> 00:06:19.920]  他用嘴巴一說,他說話帶著權柄
[00:06:19.920 --> 00:06:22.920]  其實就已經什麼都足夠了
[00:06:22.920 --> 00:06:28.920]  但是耶穌似乎不只是想說這麼簡單
[00:06:28.920 --> 00:06:32.920]  耶穌伸手去摸他
[00:06:32.920 --> 00:06:38.920]  耶穌伸手一摸,其實是要付出很大的代價
[00:06:38.920 --> 00:06:43.920]  因為根據利未記所記載的規條
[00:06:43.920 --> 00:06:47.920]  接觸到不潔淨的,就會視為不潔淨
[00:06:47.920 --> 00:06:49.920]  而遭受到隔離
[00:06:49.920 --> 00:06:53.920]  耶穌在這裡其實冒了兩個很大的風險
[00:06:53.920 --> 00:06:58.920]  一個就是可能會被傳染,得到麻風病
[00:06:58.920 --> 00:07:04.920]  而另一個就是在禮儀上,他都會視為不潔淨
[00:07:04.920 --> 00:07:12.920]  從人的表面來看,麻風病其實只是需要身體的醫治
[00:07:12.920 --> 00:07:19.920]  但是相信耶穌基督的觸摸,令到他非常震撼
[00:07:19.920 --> 00:07:26.920]  因為耶穌動了慈心,他生出了這份憐憫
[00:07:26.920 --> 00:07:29.920]  主耶穌要觸摸他的心
[00:07:29.920 --> 00:07:33.920]  這個就叫做Touching the Untouchable
[00:07:33.920 --> 00:07:37.920]  中文字摸,英文Touch
[00:07:37.920 --> 00:07:40.920]  其實相信大家都不會陌生
[00:07:40.920 --> 00:07:47.920]  這個字的意思就是感動,也就是撫摸
[00:07:47.920 --> 00:07:54.920]  其實Touch是人類一種溝通,很基本的肢體言語
[00:07:54.920 --> 00:08:02.920]  也是人與人之間對愛、對關懷、對支持的一種表達
[00:08:02.920 --> 00:08:07.920]  而Touch在希臘文就是Hit me
[00:08:07.920 --> 00:08:12.920]  這個字其實在聖經裏面大約出現了33次
[00:08:12.920 --> 00:08:17.920]  英文的意思是Firmly grasp,或是Hold tightly
[00:08:17.920 --> 00:08:25.920]  即是緊緊地抓住,也意味著一種很親密的接觸
[00:08:25.920 --> 00:08:31.920]  所以其實耶穌這一摸,不是輕輕地摸
[00:08:31.920 --> 00:08:37.920]  而是很強而有力地抓住,真是非同小可
[00:08:37.920 --> 00:08:44.920]  似乎耶穌要透過這個觸摸來表達他對這個人的歡迎
[00:08:44.920 --> 00:08:47.920]  以及對他無條件的接納
[00:08:47.920 --> 00:08:53.920]  請繼續聽我讀出43及44節的經文
[00:08:53.920 --> 00:09:00.920]  「耶穌嚴嚴地祝福他,立刻打發他走,對他說:
[00:09:00.920 --> 00:09:08.920]  你要注意,千萬不可告訴任何人,只要去,讓祭司為你檢查
[00:09:08.920 --> 00:09:17.920]  又因為你已經潔淨,獻上摩西所吩咐的祭物,作為證據給眾人看。」
[00:09:17.920 --> 00:09:23.920]  根據在《利美記》14章3至7節裏
[00:09:23.920 --> 00:09:27.920]  很具體地列出一些指示
[00:09:27.920 --> 00:09:34.920]  要注意這些麻瘋病人,如果他們得了結症,得了醫治後就要獻祭
[00:09:34.920 --> 00:09:41.920]  當時的祭司就像一些衛生監督一樣,負責檢查這些病人
[00:09:41.920 --> 00:09:46.920]  耶穌在這裏吩咐他讓祭司檢查
[00:09:46.920 --> 00:09:50.920]  「祭司」這個字,英文是The Priest
[00:09:50.920 --> 00:09:56.920]  其實有個「the」字,是一個definite article,一個定貫詞
[00:09:56.920 --> 00:10:06.920]  意思可能是,主耶穌吩咐他去找那個曾經宣告他有麻瘋病的祭司
[00:10:06.920 --> 00:10:13.920]  找他檢查,然後獻上摩西所吩咐的禮物
[00:10:13.920 --> 00:10:19.920]  在公眾面前證明他已經得到醫治和結症
[00:10:19.920 --> 00:10:24.920]  然後就可以回家和家人團聚
[00:10:25.920 --> 00:10:31.920]  不過,這個故事的結束在45節都有一個很諷刺的地方
[00:10:31.920 --> 00:10:38.920]  故事的開始就是這個麻瘋病人被排斥住在一個被隔離的地方
[00:10:38.920 --> 00:10:44.920]  但是在故事的尾聲,主耶穌卻要留在外面曠野的地方
[00:10:44.920 --> 00:10:48.920]  好像被隔離了一樣
[00:10:48.920 --> 00:10:55.920]  其實,耶穌不單止幫助這個病人得醫治
[00:10:55.920 --> 00:11:00.920]  除去他身上這個不潔淨,被歧視的標籤
[00:11:00.920 --> 00:11:06.920]  同樣主耶穌基督都很希望,很願意在我們每一個人的生命當中
[00:11:06.920 --> 00:11:10.920]  除去我們一切的不潔和不堪
[00:11:10.920 --> 00:11:18.920]  在《爾賽亞書》53章4節,預表耶穌受難的一個經文
[00:11:18.920 --> 00:11:20.920]  請聽我讀出
[00:11:20.920 --> 00:11:26.920]  「他成年擔當我們的憂患,背負我們的痛苦
[00:11:26.920 --> 00:11:33.920]  我們卻以為他受責罰,是被上帝擊打、苦待」
[00:11:33.920 --> 00:11:37.920]  這一句「我們以為他受責罰」
[00:11:37.920 --> 00:11:42.920]  在第五世紀聖經的《母加大譯本》的拉丁文
[00:11:42.920 --> 00:11:45.920]  英文譯出來的意思是
[00:11:45.920 --> 00:11:48.920]  「We have thought him as it were a leper」
[00:11:48.920 --> 00:11:50.920]  這個文化是沒有錯的
[00:11:50.920 --> 00:11:52.920]  「it were」通常是「it was」
[00:11:52.920 --> 00:11:56.920]  「it were」是因為是一個假設的性質
[00:11:56.920 --> 00:12:02.920]  中文譯為「我們卻視他有如麻風病患」
[00:12:02.920 --> 00:12:05.920]  其實從某個角度來看
[00:12:05.920 --> 00:12:11.920]  耶穌接收了這個麻風病人一切的不潔和苦楚
[00:12:11.920 --> 00:12:13.920]  放在他的身上
[00:12:13.920 --> 00:12:15.920]  其實這個接納
[00:12:15.920 --> 00:12:20.920]  主耶穌是付出了一個非常大的代價
[00:12:20.920 --> 00:12:22.920]  正如他在十字架上
[00:12:22.920 --> 00:12:29.920]  為你、為我、為整個世界所有人的罪
[00:12:29.920 --> 00:12:33.920]  都擔負在他的身上一樣
[00:12:33.920 --> 00:12:36.920]  耶穌對這個病人的觸摸
[00:12:36.920 --> 00:12:40.920]  建基於他對這個人的愛
[00:12:40.920 --> 00:12:43.920]  將他帶來罪惡的困所
[00:12:43.920 --> 00:12:48.920]  疾病的纏繞和心靈的折磨
[00:12:48.920 --> 00:12:52.920]  恢復他在群體當中的地位
[00:12:52.920 --> 00:12:56.920]  說到這裏
[00:12:56.920 --> 00:13:00.920]  我們想這個麻風病人現在得醫治了
[00:13:00.920 --> 00:13:04.920]  其實他的境況會是怎樣的呢?
[00:13:04.920 --> 00:13:11.920]  是否可以永遠快快樂樂地生活呢?
[00:13:11.920 --> 00:13:14.920]  Live happily ever after
[00:13:14.920 --> 00:13:17.920]  好像公主和王子一樣
[00:13:17.920 --> 00:13:20.920]  他們回家後
[00:13:20.920 --> 00:13:25.920]  是否真的能夠讓家人來接納呢?
[00:13:29.920 --> 00:13:32.920]  殘酷的現實告訴我們
[00:13:32.920 --> 00:13:35.920]  並非如此
[00:13:35.920 --> 00:13:37.920]  在社會上
[00:13:37.920 --> 00:13:39.920]  甚至是親人
[00:13:39.920 --> 00:13:42.920]  對麻風病都有很多的歧見
[00:13:42.920 --> 00:13:44.920]  很多的偏見
[00:13:44.920 --> 00:13:48.920]  很多的誤解
[00:13:48.920 --> 00:13:50.920]  很多的病人
[00:13:50.920 --> 00:13:52.920]  雖然已經痊癒
[00:13:52.920 --> 00:13:54.920]  具備了出院的條件
[00:13:54.920 --> 00:13:56.920]  但因為家人不接納他們
[00:13:56.920 --> 00:14:01.920]  他們也沒有辦法回歸到社會當中
[00:14:01.920 --> 00:14:04.920]  和家人一起生活
[00:14:04.920 --> 00:14:07.920]  因為家人不接納他們
[00:14:07.920 --> 00:14:12.920]  所以他們雖然可能被醫治好三十年
[00:14:12.920 --> 00:14:14.920]  五十年
[00:14:14.920 --> 00:14:18.920]  但他們仍然好像被遺棄了一樣
[00:14:18.920 --> 00:14:20.920]  只能夠繼續在麻風村
[00:14:20.920 --> 00:14:24.920]  或在麻風島上生活
[00:14:24.920 --> 00:14:28.920]  孤孤獨獨地生活
[00:14:28.920 --> 00:14:32.920]  直到生命的終結
[00:14:32.920 --> 00:14:35.920]  真的很令人難過
[00:14:35.920 --> 00:14:37.920]  本來以為醫治好
[00:14:37.920 --> 00:14:39.920]  就可以歡天喜地
[00:14:39.920 --> 00:14:42.920]  開開心心地回家
[00:14:42.920 --> 00:14:45.920]  但仍然要被隔離
[00:14:45.920 --> 00:14:49.920]  過著孤零零的生活
[00:14:49.920 --> 00:14:52.920]  這樣有醫好和沒有醫好
[00:14:52.920 --> 00:14:54.920]  有什麼分別呢?
[00:14:54.920 --> 00:14:57.920]  他們心靈所受到的痛苦
[00:14:57.920 --> 00:15:01.920]  比肉體更加嚴重
[00:15:01.920 --> 00:15:03.920]  毫無疑問
[00:15:03.920 --> 00:15:07.920]  他們根本未完全康復
[00:15:07.920 --> 00:15:09.920]  在二十世紀初
[00:15:09.920 --> 00:15:14.920]  希臘政府流放了很多麻風病人
[00:15:14.920 --> 00:15:19.920]  到愛琴海東邊的一個孤島上
[00:15:19.920 --> 00:15:22.920]  人數多達四百人
[00:15:22.920 --> 00:15:25.920]  在那裡的人無法無天
[00:15:25.920 --> 00:15:27.920]  任意妄為
[00:15:27.920 --> 00:15:30.920]  過著瘋狂的生活
[00:15:30.920 --> 00:15:33.920]  很多自私、暴力、強姦
[00:15:33.920 --> 00:15:35.920]  這些惡行
[00:15:35.920 --> 00:15:40.920]  但同時他們也有一個規條
[00:15:40.920 --> 00:15:43.920]  就是他們不准照鏡
[00:15:43.920 --> 00:15:46.920]  沒有人能夠看到自己的樣子
[00:15:46.920 --> 00:15:52.920]  當然也沒有人能夠看到自己的樣子
[00:15:52.920 --> 00:15:57.920]  但無可避免的是
[00:15:57.920 --> 00:16:00.920]  其實這些病人
[00:16:00.920 --> 00:16:03.920]  都可以從其他病人身上
[00:16:03.920 --> 00:16:07.920]  清晰看到麻風病所造成的毀容
[00:16:07.920 --> 00:16:12.920]  而產生了極大的恐懼和難過
[00:16:14.920 --> 00:16:16.920]  在今天的社會
[00:16:16.920 --> 00:16:19.920]  患麻風病的人不多
[00:16:19.920 --> 00:16:22.920]  但有這個病態的人
[00:16:22.920 --> 00:16:26.920]  確實四處可見
[00:16:26.920 --> 00:16:31.920]  很多時候我們都像在希臘島裡
[00:16:31.920 --> 00:16:33.920]  這些麻風病人一樣
[00:16:33.920 --> 00:16:35.920]  我們都沒有鏡子
[00:16:35.920 --> 00:16:37.920]  我們看不到自己
[00:16:37.920 --> 00:16:40.920]  我們只看到別人的醜陋
[00:16:40.920 --> 00:16:42.920]  而忘記了其實
[00:16:42.920 --> 00:16:45.920]  我們自己也有不同的扭曲
[00:16:45.920 --> 00:16:47.920]  不同的醜陋
[00:16:47.920 --> 00:16:51.920]  我們也是徹頭徹尾的罪人
[00:16:51.920 --> 00:16:55.920]  其實也很需要主耶穌基督來憐憫我們
[00:16:55.920 --> 00:16:59.920]  很需要主耶穌基督來光照我們
[00:16:59.920 --> 00:17:03.920]  讓我們能夠生出憐憫的心
[00:17:03.920 --> 00:17:06.920]  來對待身邊有需要的人
[00:17:06.920 --> 00:17:11.920]  就像主耶穌生出這份憐憫
[00:17:11.920 --> 00:17:14.920]  來對待麻風病人一樣
[00:17:14.920 --> 00:17:22.920]  其實我們怎樣才能彼此接納呢?
[00:17:22.920 --> 00:17:29.920]  其實對人有偏見、偏差、歧視
[00:17:29.920 --> 00:17:31.920]  在某個程度上
[00:17:31.920 --> 00:17:33.920]  都是一種自我中心
[00:17:33.920 --> 00:17:35.920]  自以為是
[00:17:35.920 --> 00:17:39.920]  覺得自己比別人優越
[00:17:39.920 --> 00:17:41.920]  我比他優越
[00:17:41.920 --> 00:17:43.920]  我們活在世上
[00:17:43.920 --> 00:17:50.920]  其實無論是因為種族、性別、職業、年齡
[00:17:50.920 --> 00:17:57.920]  甚至是你所住的地方、教育程度、經濟狀況等等
[00:17:57.920 --> 00:18:00.920]  都可能會令我們產生了自卑
[00:18:00.920 --> 00:18:04.920]  甚至或者會很有優越感
[00:18:04.920 --> 00:18:08.920]  其實任何人都會被人歧視
[00:18:08.920 --> 00:18:10.920]  你知不知道?
[00:18:10.920 --> 00:18:15.920]  任何人都會被歧視
[00:18:15.920 --> 00:18:17.920]  就像我兒子
[00:18:17.920 --> 00:18:19.920]  其實都很優越
[00:18:19.920 --> 00:18:21.920]  年青力壯、男性
[00:18:21.920 --> 00:18:23.920]  但他到了澳洲後
[00:18:23.920 --> 00:18:26.920]  他都覺得被人歧視
[00:18:26.920 --> 00:18:32.920]  其實即使我們是一群很優越的人
[00:18:32.920 --> 00:18:35.920]  你覺得自己現在很厲害、很優越
[00:18:35.920 --> 00:18:39.920]  但其實難免將來你都會被歧視
[00:18:39.920 --> 00:18:40.920]  為甚麼?
[00:18:40.920 --> 00:18:44.920]  因為我們將來都會有病、有老的一天
[00:18:44.920 --> 00:18:47.920]  而遭受到年齡歧視
[00:18:47.920 --> 00:18:49.920]  大家知不知道
[00:18:49.920 --> 00:18:54.920]  年齡歧視在發達的國家是一個很嚴重的問題
[00:18:54.920 --> 00:18:58.920]  既然我們都去攔逃被歧視的厄運
[00:18:58.920 --> 00:19:06.920]  不如我們都一齊學習除去歧視他人的心態
[00:19:06.920 --> 00:19:09.920]  弟兄姊妹
[00:19:09.920 --> 00:19:16.920]  在麻瘋病人回歸到上帝身邊的時候
[00:19:16.920 --> 00:19:20.920]  這個過程其實不只是用口說的
[00:19:20.920 --> 00:19:23.920]  而需要有實際的行動
[00:19:23.920 --> 00:19:25.920]  要得到全人醫治
[00:19:25.920 --> 00:19:29.920]  是需要社群、整個團體
[00:19:29.920 --> 00:19:33.920]  各人都去伸手來接納
[00:19:33.920 --> 00:19:37.920]  大家都需要付出這份努力
[00:19:37.920 --> 00:19:41.920]  因為關係是互動的
[00:19:41.920 --> 00:19:44.920]  關係亦是雙方的
[00:19:44.920 --> 00:19:49.920]  這個行動不單止被醫治的人
[00:19:49.920 --> 00:19:51.920]  他需要作出改變
[00:19:51.920 --> 00:19:54.920]  他需要作出甚麼改變呢?
[00:19:54.920 --> 00:19:56.920]  他需要改變自己
[00:19:56.920 --> 00:19:59.920]  他需要改變自己如何去看待自己
[00:19:59.920 --> 00:20:05.920]  以前,我是孤單、自卑、被歧視
[00:20:05.920 --> 00:20:09.920]  但現在,我得了全愈、得了醫治
[00:20:09.920 --> 00:20:11.920]  我是被主耶穌基督所愛的
[00:20:11.920 --> 00:20:13.920]  是被主所接納的
[00:20:13.920 --> 00:20:18.920]  並且,去留意這些傷口
[00:20:18.920 --> 00:20:21.920]  有時會否令我們太過敏感
[00:20:21.920 --> 00:20:26.920]  或很小事,就會很介懷呢?
[00:20:26.920 --> 00:20:28.920]  但與此同時
[00:20:28.920 --> 00:20:32.920]  我們亦需要被醫治之後
[00:20:32.920 --> 00:20:37.920]  去重拾這份信任和安全感
[00:20:37.920 --> 00:20:44.920]  這份信任、這份安全感、這份被肯定
[00:20:44.920 --> 00:20:48.920]  其實更加需要基督的身體
[00:20:48.920 --> 00:20:51.920]  身邊所有弟兄姊妹
[00:20:51.920 --> 00:20:54.920]  我們這個群體
[00:20:54.920 --> 00:21:01.920]  願意同心,以上帝的慈悲和憐憫來關懷
[00:21:01.920 --> 00:21:05.920]  並且靠聖靈賜給我們的能力
[00:21:05.920 --> 00:21:11.920]  來改變對人的偏見和看法
[00:21:11.920 --> 00:21:14.920]  這種互動、這種接納
[00:21:14.920 --> 00:21:17.920]  其實是非常重要的
[00:21:17.920 --> 00:21:23.920]  在世界宣明會的創辦人Robert Pierce
[00:21:23.920 --> 00:21:25.920]  他有一句說話
[00:21:25.920 --> 00:21:29.920]  What makes a man great in his compassion?
[00:21:29.920 --> 00:21:33.920]  有什麼可以讓你偉大呢?
[00:21:33.920 --> 00:21:37.920]  原來一顆憐憫的心
[00:21:37.920 --> 00:21:40.920]  就可以讓你偉大
[00:21:40.920 --> 00:21:44.920]  在《雅各書》二章十三節
[00:21:44.920 --> 00:21:49.920]  他說憐憫,願是向審判跨性
[00:21:49.920 --> 00:21:53.920]  其實我們都是主所愛的人
[00:21:53.920 --> 00:21:57.920]  我們都當存著這份主所給我們的愛
[00:21:57.920 --> 00:22:03.920]  來尊重憐憫和體諒身邊有需要的人
[00:22:03.920 --> 00:22:08.920]  而不是去斤斤計較或諸多批評
[00:22:08.920 --> 00:22:11.920]  有時我們都會問
[00:22:11.920 --> 00:22:14.920]  為什麼他會弄成這樣?
[00:22:14.920 --> 00:22:17.920]  是的,很多時候我們都很疑惑
[00:22:17.920 --> 00:22:19.920]  但是為什麼他會弄成這樣?
[00:22:19.920 --> 00:22:24.920]  其實你和我都不會真正的知道
[00:22:24.920 --> 00:22:30.920]  但我只知道你和我都不是審判官
[00:22:30.920 --> 00:22:33.920]  我們不能去論斷或評價
[00:22:33.920 --> 00:22:38.920]  一個人在上帝面前的價值
[00:22:38.920 --> 00:22:41.920]  憐憫是愛的彰顯
[00:22:41.920 --> 00:22:44.920]  憐憫最終是勝過審判
[00:22:44.920 --> 00:22:46.920]  這是上帝的心腸
[00:22:46.920 --> 00:22:51.920]  也是上帝作事的原則
[00:22:51.920 --> 00:22:55.920]  我自己來了元朗葡萄藤教會
[00:22:55.920 --> 00:22:57.920]  有一年時間
[00:22:57.920 --> 00:22:59.920]  我很感恩
[00:22:59.920 --> 00:23:01.920]  很感受到這個教會
[00:23:01.920 --> 00:23:05.920]  都很有愛和憐憫
[00:23:05.920 --> 00:23:10.920]  更加感恩教會的教會主席
[00:23:10.920 --> 00:23:12.920]  教會主席Tim和教會主席Ivan
[00:23:12.920 --> 00:23:14.920]  他們對我的信任
[00:23:14.920 --> 00:23:18.920]  讓我可以來分享訊息
[00:23:18.920 --> 00:23:21.920]  其實我大約在二十年前
[00:23:21.920 --> 00:23:23.920]  因為我丈夫有婚外情
[00:23:23.920 --> 00:23:25.920]  那時我離了婚
[00:23:25.920 --> 00:23:29.920]  離了婚後被呼召做傳道人
[00:23:29.920 --> 00:23:34.920]  其實都很不容易來面對
[00:23:34.920 --> 00:23:37.920]  後來大概在十年前
[00:23:37.920 --> 00:23:39.920]  我大兒子告訴我
[00:23:39.920 --> 00:23:41.920]  他是同性戀
[00:23:41.920 --> 00:23:43.920]  接著在七年前
[00:23:43.920 --> 00:23:45.920]  他又告訴我
[00:23:45.920 --> 00:23:47.920]  原來我不是同性戀
[00:23:47.920 --> 00:23:50.920]  原來我是跨性別
[00:23:50.920 --> 00:23:52.920]  他告訴我
[00:23:52.920 --> 00:23:58.920]  他以後想用一個女性的打扮
[00:23:58.920 --> 00:24:01.920]  女性的身份來生活
[00:24:01.920 --> 00:24:05.920]  當然我的心靈一點都不好過
[00:24:05.920 --> 00:24:09.920]  在教會的幕會更加不容易
[00:24:09.920 --> 00:24:12.920]  有很多人其實都活在
[00:24:12.920 --> 00:24:15.920]  幸福家庭的完美主義當中
[00:24:15.920 --> 00:24:19.920]  雖然他們不是故意傷害我
[00:24:19.920 --> 00:24:23.920]  但我感受到自己在很多情況下
[00:24:23.920 --> 00:24:25.920]  都被歧視
[00:24:25.920 --> 00:24:27.920]  或者很不公平的對待
[00:24:27.920 --> 00:24:30.920]  而感到很難受
[00:24:30.920 --> 00:24:32.920]  並且很懷疑自己
[00:24:32.920 --> 00:24:36.920]  服侍上帝的價值
[00:24:36.920 --> 00:24:38.920]  沒錯
[00:24:38.920 --> 00:24:41.920]  雖然我自己很知道
[00:24:41.920 --> 00:24:44.920]  我自己的價值是在上帝的裡面
[00:24:44.920 --> 00:24:47.920]  但我還是一個人
[00:24:47.920 --> 00:24:49.920]  我仍然會很質疑
[00:24:49.920 --> 00:24:54.920]  其實我是否應該繼續服侍下去呢?
[00:24:54.920 --> 00:24:56.920]  在去年四月的時候
[00:24:56.920 --> 00:24:59.920]  我離開了服侍的教會
[00:24:59.920 --> 00:25:02.920]  來到元朗葡萄藤教會
[00:25:02.920 --> 00:25:06.920]  初來報到都好像大家一樣
[00:25:06.920 --> 00:25:08.920]  在一起生活
[00:25:08.920 --> 00:25:11.920]  但也有掛慮
[00:25:11.920 --> 00:25:14.920]  很擔心自己會否被接納
[00:25:14.920 --> 00:25:17.920]  我能否在這裡生活呢?
[00:25:17.920 --> 00:25:19.920]  我能否在這裡服侍
[00:25:19.920 --> 00:25:22.920]  來貢獻自己呢?
[00:25:22.920 --> 00:25:25.920]  上帝Tim和上帝Ivan
[00:25:25.920 --> 00:25:28.920]  都分別約我吃飯、聊天
[00:25:28.920 --> 00:25:30.920]  很想認識一下我
[00:25:30.920 --> 00:25:33.920]  我坦白地告訴他們
[00:25:33.920 --> 00:25:36.920]  有關我自己家庭的事情
[00:25:36.920 --> 00:25:39.920]  我心裡就在想
[00:25:39.920 --> 00:25:42.920]  如果我看到他們眉頭眼額
[00:25:42.920 --> 00:25:45.920]  有什麼樣的表情
[00:25:45.920 --> 00:25:47.920]  或者
[00:25:47.920 --> 00:25:50.920]  開玩笑的
[00:25:50.920 --> 00:25:54.920]  我覺得如果他們覺得
[00:25:54.920 --> 00:25:59.920]  我的家庭狀況是羞恥的
[00:25:59.920 --> 00:26:04.920]  或者我的境況衝擊他們的價值觀
[00:26:04.920 --> 00:26:07.920]  如果他們不接納我的話
[00:26:07.920 --> 00:26:11.920]  可能這裡也不太適合我
[00:26:11.920 --> 00:26:14.920]  不如就趁早離開
[00:26:14.920 --> 00:26:17.920]  但很不約而同
