
[00:00:00.000 --> 00:00:01.600]   In Jesus' name.
[00:02:21.000 --> 00:02:24.520]   and catch it in the driveway of this house.
[00:02:24.520 --> 00:02:27.400]   We played football on the lawn that you can see here,
[00:02:27.400 --> 00:02:30.480]   both the American kind and the British kind right there.
[00:02:30.480 --> 00:02:36.000]   At winter, my father taught me how to ski here.
[00:02:36.000 --> 00:02:38.480]   It would snow in Connecticut and you can't see it,
[00:02:38.480 --> 00:02:39.440]   but on the left side of the building,
[00:02:39.440 --> 00:02:41.080]   there's a steep slope right there.
[00:02:41.080 --> 00:02:43.960]   My father taught me to ski down that slope.
[00:02:43.960 --> 00:02:47.480]   I remember the many hours that I spent with my father
[00:02:47.480 --> 00:02:50.320]   sitting in the living room here in like the little den area
[00:02:50.320 --> 00:02:53.200]   playing on an Atari Commodore 64.
[00:02:53.200 --> 00:02:56.540]   I don't know if anyone is old enough to remember that.
[00:02:56.540 --> 00:02:59.440]   That was a computer before they were computers basically.
[00:02:59.440 --> 00:03:04.480]   So many of my favorite memories are of my father here
[00:03:04.480 --> 00:03:07.720]   and when I think about the best times of my childhood,
[00:03:07.720 --> 00:03:09.220]   this is the place I think of.
[00:03:09.220 --> 00:03:13.320]   When my father passed away in March of 2019,
[00:03:13.320 --> 00:03:17.000]   I felt this overriding urge and motivation
[00:03:17.000 --> 00:03:21.240]   to return back to this house and visit it again.
[00:03:21.240 --> 00:03:24.680]   This overriding sense of heart that I had,
[00:03:24.680 --> 00:03:26.920]   that I wanted to reconnect with my father
[00:03:26.920 --> 00:03:28.280]   in the very place where I had
[00:03:28.280 --> 00:03:29.880]   the greatest memories of my father.
[00:03:29.880 --> 00:03:31.720]   The funny thing is when we left here,
[00:03:31.720 --> 00:03:34.180]   when I was age 11 and we moved here to Hong Kong,
[00:03:34.180 --> 00:03:35.040]   we never went back.
[00:03:35.040 --> 00:03:38.320]   I hadn't been back for over 35 or so years
[00:03:38.320 --> 00:03:40.760]   and so I felt as my father passed
[00:03:40.760 --> 00:03:43.280]   that to honor his memory and to reconnect with him
[00:03:43.280 --> 00:03:46.400]   in a deep way, I needed to get back to this house
[00:03:46.400 --> 00:03:50.080]   and so we had a sabbatical in the summer of 2019
[00:03:50.080 --> 00:03:53.640]   and so my wife, my daughter, myself, my mom and my brother,
[00:03:53.640 --> 00:03:55.680]   we jumped on a plane from Hong Kong,
[00:03:55.680 --> 00:03:58.240]   we flew to New York, we hired a car,
[00:03:58.240 --> 00:04:00.200]   we drove the three hours up the freeway
[00:04:00.200 --> 00:04:01.840]   and we entered into Wilton
[00:04:01.840 --> 00:04:05.480]   and the very first place we stopped was this house.
[00:04:05.480 --> 00:04:07.640]   I remember pulling up along the driveway,
[00:04:07.640 --> 00:04:10.440]   remember, quiet cul-de-sac, we parked the car,
[00:04:10.440 --> 00:04:12.920]   all of us got out of the car and there was this fence
[00:04:12.920 --> 00:04:15.000]   that lined up next to the house
[00:04:15.000 --> 00:04:17.480]   and we leaned on the fence and we looked at the house
[00:04:17.480 --> 00:04:19.360]   for the first time in 35 years.
[00:04:19.360 --> 00:04:21.240]   We would have looked very strange.
[00:04:21.240 --> 00:04:26.120]   That's what the house looks like today.
[00:04:26.120 --> 00:04:27.280]   It's essentially the same house
[00:04:27.280 --> 00:04:29.200]   just with a different paint job
[00:04:29.200 --> 00:04:31.440]   and as we were staring at it, staring at it,
[00:04:31.440 --> 00:04:33.120]   if anybody had driven by, it would have been weird,
[00:04:33.120 --> 00:04:35.760]   this group of like seven people just going like this.
[00:04:35.760 --> 00:04:39.360]   I remember the joy that I felt in my heart
[00:04:39.360 --> 00:04:41.360]   because Mia, my daughter, was with me
[00:04:41.360 --> 00:04:42.440]   as we were looking at this house
[00:04:42.440 --> 00:04:44.600]   and she was about the same age as I was
[00:04:44.600 --> 00:04:46.720]   when I lived there.
[00:04:46.720 --> 00:04:47.920]   And as I was staring at the house,
[00:04:47.920 --> 00:04:50.640]   I realized this is not enough for me.
[00:04:50.640 --> 00:04:53.120]   I have to be inside the house.
[00:04:53.120 --> 00:04:56.840]   This is a very creepy thing, I know,
[00:04:56.840 --> 00:04:59.540]   but I had to work out how am I gonna get myself
[00:04:59.540 --> 00:05:00.560]   inside this house?
[00:05:00.560 --> 00:05:02.240]   So I devised a plan.
[00:05:02.240 --> 00:05:04.960]   I decided that I would buy a really nice card
[00:05:04.960 --> 00:05:07.360]   and I would write a letter inside this card
[00:05:07.360 --> 00:05:09.080]   and in the letter I would say,
[00:05:09.080 --> 00:05:11.540]   I used to live in this house from the age of eight to 11
[00:05:11.540 --> 00:05:13.040]   and it was my father's favorite house
[00:05:13.040 --> 00:05:15.200]   and my father's just died of cancer
[00:05:15.200 --> 00:05:16.760]   and you need to let me come in
[00:05:16.760 --> 00:05:19.280]   and relive the memories of this house.
[00:05:19.280 --> 00:05:20.400]   Please let me in.
[00:05:20.400 --> 00:05:22.560]   Here's my mobile phone, call me.
[00:05:22.560 --> 00:05:26.760]   I wrote the best letter anyone has ever written
[00:05:26.760 --> 00:05:30.120]   and I dropped it into the little mailbox.
[00:05:30.120 --> 00:05:32.360]   You know, like in America, you put up the little flag,
[00:05:32.360 --> 00:05:34.120]   you know, to say that there was some mail there,
[00:05:34.120 --> 00:05:36.960]   did a little prayer and then we retreated to our hotel.
[00:05:36.960 --> 00:05:38.720]   I got my mobile out and I was like,
[00:05:38.720 --> 00:05:42.720]   two hours later, the phone rings
[00:05:42.720 --> 00:05:44.880]   and it's the wife in the house.
[00:05:44.880 --> 00:05:46.920]   She's wife, husband, two kids
[00:05:46.920 --> 00:05:49.160]   and she's like crying on the phone.
[00:05:49.160 --> 00:05:51.420]   She's like, your letter so moved me.
[00:05:51.420 --> 00:05:54.880]   We bought this house five years ago
[00:05:54.880 --> 00:05:57.540]   and we love this home and it's so good to hear
[00:05:57.540 --> 00:06:00.600]   that you love it as well and your father's just passed away
[00:06:00.600 --> 00:06:02.480]   and would you like to come over tomorrow
[00:06:02.480 --> 00:06:04.000]   at 10 o'clock for coffee?
[00:06:04.000 --> 00:06:05.960]   I would love to host you in the home
[00:06:05.960 --> 00:06:07.640]   and help you to relive your memories
[00:06:07.640 --> 00:06:08.680]   and I was like, yeah.
[00:06:11.840 --> 00:06:15.080]   Four hours later, the phone rings again.
[00:06:15.080 --> 00:06:18.440]   This time, it's the husband of the house.
[00:06:18.440 --> 00:06:20.240]   This is a very different conversation
[00:06:20.240 --> 00:06:22.320]   to the one with the wife of the house.
[00:06:22.320 --> 00:06:24.700]   The husband's like, who are you?
[00:06:24.700 --> 00:06:27.680]   Why do you wanna come into my house when I'm not around?
[00:06:27.680 --> 00:06:29.280]   Like, who are you?
[00:06:29.280 --> 00:06:32.680]   Tell me about, and literally, like he was kind of aggressive
[00:06:32.680 --> 00:06:34.680]   he was like, how do I know you're not a freak?
[00:06:34.680 --> 00:06:36.360]   How do I know that you're gonna come into this house
[00:06:36.360 --> 00:06:37.520]   and you've just written a nice letter
[00:06:37.520 --> 00:06:38.560]   to work your way into the home
[00:06:38.560 --> 00:06:40.720]   and you're gonna do something nasty in our house?
[00:06:40.720 --> 00:06:42.200]   Like, this is terrible, who are you?
[00:06:42.200 --> 00:06:46.680]   So basically, he's asking for like a LinkedIn live
[00:06:46.680 --> 00:06:49.720]   kind of like go through my whole history with him, right?
[00:06:49.720 --> 00:06:51.240]   So I'm like, well, I was born in the UK
[00:06:51.240 --> 00:06:52.480]   and I started to go through my history.
[00:06:52.480 --> 00:06:53.480]   That wasn't good enough.
[00:06:53.480 --> 00:06:56.360]   He wanted to know every place that I'd ever worked
[00:06:56.360 --> 00:07:00.960]   and what position I had held in the places where I worked.
[00:07:00.960 --> 00:07:03.960]   It was like I was being interviewed for the CIA.
[00:07:03.960 --> 00:07:05.640]   So I'm going like, okay, sure.
[00:07:05.640 --> 00:07:08.640]   So, well, I originally worked at this headhunting company
[00:07:08.640 --> 00:07:09.600]   and I did that for a while
[00:07:09.600 --> 00:07:11.560]   and then I moved to an American investment bank
[00:07:11.560 --> 00:07:13.320]   called Morgan Stanley and I worked there for a while.
[00:07:13.320 --> 00:07:15.200]   He's like, what did you just say?
[00:07:15.200 --> 00:07:17.200]   And I said, oh, I worked for a US investment bank
[00:07:17.200 --> 00:07:18.480]   called Morgan Stanley, I worked there.
[00:07:18.480 --> 00:07:20.320]   He's like, you worked for Morgan Stanley?
[00:07:20.320 --> 00:07:21.160]   I said, yeah.
[00:07:21.160 --> 00:07:25.080]   He said, I've worked for Morgan Stanley for 38 years.
[00:07:25.080 --> 00:07:26.760]   And he said, if you've worked for Morgan Stanley,
[00:07:26.760 --> 00:07:28.800]   if you're good enough to work for Morgan Stanley,
[00:07:28.800 --> 00:07:30.480]   you're good enough to come into my house.
[00:07:30.480 --> 00:07:33.480]   (audience laughing)
[00:07:37.200 --> 00:07:40.800]   So the next day, 10 o'clock, knock on the door.
[00:07:40.800 --> 00:07:44.240]   The wife welcomes us into my childhood home.
[00:07:44.240 --> 00:07:47.160]   And I can't really describe the emotions I felt
[00:07:47.160 --> 00:07:50.000]   as I walked through that house.
[00:07:50.000 --> 00:07:52.400]   We got this cheesy family photo outside.
[00:07:52.400 --> 00:07:53.920]   The one on the top there is my mom
[00:07:53.920 --> 00:07:55.960]   when she was super young with her mother
[00:07:55.960 --> 00:07:58.240]   and there's my mom and the rest of our family
[00:07:58.240 --> 00:08:00.120]   and my daughter there outside the front.
[00:08:00.120 --> 00:08:02.480]   As we walked through every single room,
[00:08:02.480 --> 00:08:04.120]   I just had wave after wave of emotion
[00:08:04.120 --> 00:08:06.000]   and memory of my father.
[00:08:06.000 --> 00:08:09.120]   I remember connecting with him deeply as I was walking,
[00:08:09.120 --> 00:08:10.440]   but I also sensed something else
[00:08:10.440 --> 00:08:11.600]   that I didn't expect to sense.
[00:08:11.600 --> 00:08:14.280]   And that was a sense of closure.
[00:08:14.280 --> 00:08:16.560]   I actually felt like my father was with me
[00:08:16.560 --> 00:08:18.400]   walking through the house and saying,
[00:08:18.400 --> 00:08:21.240]   "This was what you had.
[00:08:21.240 --> 00:08:22.280]   "And this is what we had.
[00:08:22.280 --> 00:08:23.500]   "And it was a good thing.
[00:08:23.500 --> 00:08:26.620]   "But now you have a daughter of your own
[00:08:26.620 --> 00:08:28.680]   "and you have future core memories
[00:08:28.680 --> 00:08:30.640]   "that you need to give to her."
[00:08:30.640 --> 00:08:33.280]   And I felt like my father was like passing a baton to me
[00:08:33.280 --> 00:08:35.280]   as I was walking through the home.
[00:08:35.280 --> 00:08:37.040]   And I realized that in that moment,
[00:08:37.040 --> 00:08:39.800]   there was a shift that was happening within me.
[00:08:39.800 --> 00:08:41.400]   And this house meant so much to me,
[00:08:41.400 --> 00:08:42.840]   so many of my core memories,
[00:08:42.840 --> 00:08:46.200]   so many of my memories as a child to a father.
[00:08:46.200 --> 00:08:48.520]   And I felt like what my father was encouraging me to do
[00:08:48.520 --> 00:08:50.800]   as I walked through the house was to shift my mentality
[00:08:50.800 --> 00:08:53.000]   and my identity to thinking about myself
[00:08:53.000 --> 00:08:55.320]   not as a child to a father in this home,
[00:08:55.320 --> 00:08:58.320]   but now as a father to my child, Mia.
[00:08:58.320 --> 00:09:01.520]   And that shifting point in identity
[00:09:01.520 --> 00:09:03.520]   was one of the key reasons why I was able
[00:09:03.520 --> 00:09:04.960]   to begin to move through the morning
[00:09:04.960 --> 00:09:07.000]   that I was feeling at this time.
[00:09:07.000 --> 00:09:08.880]   I remember leaving that house and getting in the car
[00:09:08.880 --> 00:09:11.560]   and feeling very emotional, shedding a few tears,
[00:09:11.560 --> 00:09:15.120]   thinking to myself, "I'm a father and I have a daughter
[00:09:15.120 --> 00:09:17.300]   "and I get to create such great memories.
[00:09:17.300 --> 00:09:19.300]   "And I wanna live my father's legacy
[00:09:19.300 --> 00:09:22.480]   "by now shifting away from just thinking about being his son
[00:09:22.480 --> 00:09:24.120]   "to being a father myself."
[00:09:24.120 --> 00:09:28.640]   As we come to the halfway point of Exodus
[00:09:28.640 --> 00:09:30.320]   and as we come to chapters 19 and 20
[00:09:30.320 --> 00:09:32.920]   that we're looking at this week and next week,
[00:09:32.920 --> 00:09:36.800]   this idea of a shift in identity
[00:09:36.800 --> 00:09:39.320]   is what these two chapters are all about.
[00:09:39.320 --> 00:09:41.400]   These are the chapters that capture for us
[00:09:41.400 --> 00:09:45.200]   Moses and Israel returning to the very place
[00:09:45.200 --> 00:09:50.040]   where Moses had been some 35, 40 odd years earlier,
[00:09:50.040 --> 00:09:53.200]   a place that held for him so many great core memories,
[00:09:53.200 --> 00:09:56.400]   the very place where he had met with God 40 years before
[00:09:56.400 --> 00:09:57.360]   in the burning bush
[00:09:57.360 --> 00:10:00.800]   and had such a profound encounter with God.
[00:10:00.800 --> 00:10:03.480]   He's now returned to the same place, Mount Sinai.
[00:10:03.480 --> 00:10:07.200]   And this Mount Sinai was a little bit like me
[00:10:07.200 --> 00:10:09.880]   returning to that house in Connecticut.
[00:10:09.880 --> 00:10:12.600]   It was a place of deep connection for him.
[00:10:12.600 --> 00:10:15.000]   Could we put up the Mount Sinai picture, please?
[00:10:15.000 --> 00:10:17.440]   There you go.
[00:10:17.440 --> 00:10:20.600]   It was a place of connection for Moses.
[00:10:20.600 --> 00:10:23.120]   It was a place where he could find himself
[00:10:23.120 --> 00:10:25.800]   with God once again, because prior, 40 years ago,
[00:10:25.800 --> 00:10:27.800]   that's what had happened for him.
[00:10:27.800 --> 00:10:30.760]   That time in the burning bush, Moses was a broken man,
[00:10:30.760 --> 00:10:32.880]   a broken man struggling with his identity,
[00:10:32.880 --> 00:10:35.280]   wondering, am I actually a prince of Egypt
[00:10:35.280 --> 00:10:36.520]   or am I an Israelite?
[00:10:36.520 --> 00:10:38.600]   And he's stuck between these two identities
[00:10:38.600 --> 00:10:40.400]   that were causing him a lot of tension.
[00:10:40.400 --> 00:10:42.040]   He had just murdered an Egyptian
[00:10:42.040 --> 00:10:43.480]   and fled from that Egyptian.
[00:10:43.480 --> 00:10:45.320]   And now here he is in this mountain
[00:10:45.320 --> 00:10:47.720]   and God appears in a fire on a bush
[00:10:47.720 --> 00:10:49.240]   and calls him towards him.
[00:10:49.240 --> 00:10:50.200]   Says, "Take up your sandals."
[00:10:50.200 --> 00:10:51.760]   The ground, he's standing on this holy ground.
[00:10:51.760 --> 00:10:55.000]   And God begins to speak to him of a new identity.
[00:10:55.000 --> 00:10:56.560]   Begins to say that I've got a purpose
[00:10:56.560 --> 00:10:59.200]   and a value and something for your life.
[00:10:59.200 --> 00:11:00.280]   And Moses begins to realize
[00:11:00.280 --> 00:11:02.960]   that his life has not come to an end here.
[00:11:02.960 --> 00:11:04.400]   There's a new beginning.
[00:11:04.400 --> 00:11:06.720]   And he begins to receive the call from God
[00:11:06.720 --> 00:11:07.720]   to go back to Egypt,
[00:11:07.720 --> 00:11:10.280]   the very place that he did not want to go to,
[00:11:10.280 --> 00:11:12.280]   and actually say to Pharaoh, "Let my people go,"
[00:11:12.280 --> 00:11:16.680]   because God wants them to come and to be with him.
[00:11:16.680 --> 00:11:18.520]   And as God's giving him this vision
[00:11:18.520 --> 00:11:20.520]   and this idea of his identity,
[00:11:20.520 --> 00:11:22.120]   Moses is pushing back on it.
[00:11:22.120 --> 00:11:24.560]   And I think we all do this as Christians.
[00:11:24.560 --> 00:11:28.040]   When God speaks to us of calling and vision and identity,
[00:11:28.040 --> 00:11:29.680]   it's very easy for us to push back and say,
[00:11:29.680 --> 00:11:31.080]   "Well, I can't do that.
[00:11:31.080 --> 00:11:32.080]   "That can't be me.
[00:11:32.080 --> 00:11:33.360]   "I'm not like that.
[00:11:33.360 --> 00:11:34.240]   "I don't have those gifts.
[00:11:34.240 --> 00:11:35.200]   "I don't have those skills."
[00:11:35.200 --> 00:11:36.880]   And Moses is doing this before God.
[00:11:36.880 --> 00:11:38.840]   And God, because he's a father,
[00:11:38.840 --> 00:11:42.040]   gives a fatherly promise to Moses at this time.
[00:11:42.040 --> 00:11:43.600]   This is in chapter three.
[00:11:43.600 --> 00:11:44.640]   We've looked at this before,
[00:11:44.640 --> 00:11:46.560]   but let me just remind you of this.
[00:11:46.560 --> 00:11:48.240]   In chapter three, verse 12,
[00:11:48.240 --> 00:11:52.200]   and God says this to Moses, "I will be with you.
[00:11:52.200 --> 00:11:53.360]   "And this will be a sign to you
[00:11:53.360 --> 00:11:55.200]   "that it is I who has sent you.
[00:11:55.200 --> 00:11:57.520]   "When you have brought the people out of Egypt,
[00:11:57.520 --> 00:12:01.040]   "you will worship God on this mountain."
[00:12:01.040 --> 00:12:04.360]   In other words, you're gonna return back
[00:12:04.360 --> 00:12:07.800]   to this very place with a free people.
[00:12:07.800 --> 00:12:09.800]   And at that time, Moses was like,
[00:12:09.800 --> 00:12:12.240]   "I don't even know if that's ever gonna happen."
[00:12:12.240 --> 00:12:16.720]   And now, as we're in chapter 19,
[00:12:16.720 --> 00:12:19.120]   the very thing that Moses believed would never happen
[00:12:19.120 --> 00:12:20.800]   has happened.
[00:12:20.800 --> 00:12:26.440]   He and Israel return to the mountain to worship God.
[00:12:26.440 --> 00:12:29.160]   Let me read to you how actually Moses talks about it
[00:12:29.160 --> 00:12:31.200]   at the start of chapter 19.
[00:12:31.200 --> 00:12:33.680]   "In the third month, after the Israelites left Egypt,
[00:12:33.680 --> 00:12:35.120]   "on the very day,"
[00:12:35.120 --> 00:12:37.240]   notice this, Moses is being very personal here.
[00:12:37.240 --> 00:12:39.960]   He's like, "I remember the very day
[00:12:39.960 --> 00:12:43.120]   "they came to the desert of Sinai.
[00:12:43.120 --> 00:12:44.560]   "After they set out from Rephidim,
[00:12:44.560 --> 00:12:45.960]   "they entered the desert of Sinai,
[00:12:45.960 --> 00:12:47.960]   "and Israel camped there in the desert
[00:12:47.960 --> 00:12:49.920]   "in front of the mountain."
[00:12:49.920 --> 00:12:52.800]   I wonder if you could sense the emotions
[00:12:52.800 --> 00:12:54.200]   that Moses must've been feeling.
[00:12:54.200 --> 00:12:55.880]   Like me, walking through the house
[00:12:55.880 --> 00:12:57.720]   and all those emotions of those connections
[00:12:57.720 --> 00:12:58.720]   to core memories.
[00:12:58.720 --> 00:13:01.120]   Now, here's Moses standing at the mountain
[00:13:01.120 --> 00:13:02.560]   with all of Israel with him,
[00:13:02.560 --> 00:13:04.280]   and all those core memories come back.
[00:13:04.280 --> 00:13:05.560]   And all that God had promised
[00:13:05.560 --> 00:13:07.880]   and all that God said he would do has actually happened.
[00:13:07.880 --> 00:13:10.120]   And I can imagine that Moses is standing at the mountain
[00:13:10.120 --> 00:13:14.000]   full of joy, full of wonder, full of amazement
[00:13:14.000 --> 00:13:16.080]   that God has done what he said he was gonna do,
[00:13:16.080 --> 00:13:18.200]   that his people are free and his people have gathered.
[00:13:18.200 --> 00:13:21.600]   And you could sense Moses welling up in worship.
[00:13:21.600 --> 00:13:22.680]   The very thing that God has said,
[00:13:22.680 --> 00:13:24.600]   "You're gonna return to this mountain and worship me."
[00:13:24.600 --> 00:13:28.280]   There is Moses going, "I can't believe it, but we're here."
[00:13:28.280 --> 00:13:32.640]   This is personal for Moses,
[00:13:32.640 --> 00:13:35.520]   because he has gone from a place of a broken identity
[00:13:35.520 --> 00:13:39.520]   to a place of a leader of his people.
[00:13:39.520 --> 00:13:41.960]   And as he's standing at that mountain,
[00:13:41.960 --> 00:13:46.680]   I'm sure he's saying, "Only because of you, God."
[00:13:46.680 --> 00:13:51.880]   This personal nature for Moses with Mount Sinai
[00:13:51.880 --> 00:13:53.600]   was what I wanted to try and capture for you
[00:13:53.600 --> 00:13:56.760]   as we actually did a film for this particular week.
[00:13:56.760 --> 00:13:58.880]   And when I was talking to the crew some four years ago
[00:13:58.880 --> 00:14:00.600]   and we were planning out every film,
[00:14:00.600 --> 00:14:02.040]   I was like, "Wouldn't it be awesome
[00:14:02.040 --> 00:14:05.160]   if we actually did the hike up Mount Sinai ourself?"
[00:14:05.160 --> 00:14:07.800]   Now, Moses, when he did it, there was no path there at all.
[00:14:07.800 --> 00:14:09.840]   And these days, there's a very well-worn path.
[00:14:09.840 --> 00:14:11.640]   And if you're fit, you can actually do
[00:14:11.640 --> 00:14:13.600]   the about four and a half hour hike
[00:14:13.600 --> 00:14:16.040]   from the base of Mount Sinai up to the top.
[00:14:16.040 --> 00:14:17.600]   If you're not fit, you can get a camel
[00:14:17.600 --> 00:14:19.800]   to take you up three quarters of the way,
[00:14:19.800 --> 00:14:22.560]   but then you still gotta do about a quarter of it.
[00:14:22.560 --> 00:14:23.680]   And we thought it'd be fantastic.
[00:14:23.680 --> 00:14:24.800]   Why don't we film this?
[00:14:24.800 --> 00:14:26.760]   And unlike the other films in the series
[00:14:26.760 --> 00:14:29.000]   where we have scripts and we have it all planned out,
[00:14:29.000 --> 00:14:31.440]   this one, we're just gonna make it pretty raw.
[00:14:31.440 --> 00:14:33.480]   Because for Moses, it would have been raw.
[00:14:33.480 --> 00:14:35.040]   It would have been this kind of pilgrimage
[00:14:35.040 --> 00:14:36.000]   for him to go up a mountain.
[00:14:36.000 --> 00:14:38.960]   I said, "Why don't I go on a pilgrimage up the mountain?
[00:14:38.960 --> 00:14:39.840]   Let's film it.
[00:14:39.840 --> 00:14:40.920]   Let's not script it.
[00:14:40.920 --> 00:14:42.240]   Let's just see what happens.
[00:14:42.240 --> 00:14:43.440]   Let's capture it for everybody."
[00:14:43.440 --> 00:14:44.680]   And hopefully in that,
[00:14:44.680 --> 00:14:47.720]   help people to understand the personal nature
[00:14:47.720 --> 00:14:49.760]   of what chapters 19 and 20 are all about,
[00:14:49.760 --> 00:14:51.660]   but also the personal nature
[00:14:51.660 --> 00:14:54.320]   of what this part of the Exodus story has to say to you.
[00:14:54.320 --> 00:14:56.080]   So let's take a look at my hike.
[00:14:56.080 --> 00:15:03.200]   Exodus chapter 19 is perhaps the most pivotal chapter
[00:15:03.200 --> 00:15:05.520]   in the whole of the Exodus story.
[00:15:05.520 --> 00:15:08.520]   God calls Moses up to the top of Mount Sinai
[00:15:08.520 --> 00:15:10.160]   so he can meet with him,
[00:15:10.160 --> 00:15:11.620]   commune face to face,
[00:15:11.620 --> 00:15:13.960]   and ultimately give him the 10 commandments
[00:15:13.960 --> 00:15:16.760]   that will shape God's people forever.
[00:15:16.760 --> 00:15:19.360]   Now, ever since I was a kid
[00:15:19.360 --> 00:15:22.060]   and came to faith in my early 20s,
[00:15:22.060 --> 00:15:23.780]   I've always had this deep desire in me
[00:15:23.780 --> 00:15:25.660]   to follow in Moses' footsteps,
[00:15:25.660 --> 00:15:29.340]   to actually do the hike myself up Mount Sinai
[00:15:29.340 --> 00:15:31.780]   and kind of experience for myself
[00:15:31.780 --> 00:15:33.660]   what it would be like to meet with God on the mountain.
[00:15:33.660 --> 00:15:38.000]   Well, today, actually, the dream comes into reality.
[00:15:38.000 --> 00:15:41.180]   I'm about to hike up Mount Sinai here,
[00:15:41.180 --> 00:15:43.460]   and there are some camels right here
[00:15:43.460 --> 00:15:44.580]   that are gonna go right past me.
[00:15:44.580 --> 00:15:45.420]   Watch this, watch this.
[00:15:45.420 --> 00:15:46.380]   This is a real thing.
[00:15:46.380 --> 00:15:47.220]   Go.
[00:15:47.220 --> 00:15:49.800]   (gentle music)
[00:15:49.800 --> 00:15:51.840]   There you go.
[00:15:51.840 --> 00:15:52.720]   That's how it works here.
[00:15:52.720 --> 00:15:56.040]   All right, anyway, so I just stepped in the camel poo too.
[00:15:56.040 --> 00:15:58.720]   But anyway, the camels are gonna go ahead of us.
[00:15:58.720 --> 00:16:00.960]   I'm gonna hike up to Mount Sinai right now,
[00:16:00.960 --> 00:16:01.980]   and I'm really excited.
[00:16:01.980 --> 00:16:03.800]   It's about just before midnight.
[00:16:03.800 --> 00:16:04.920]   It's super cold.
[00:16:04.920 --> 00:16:06.960]   It's gonna be a little bit windy,
[00:16:06.960 --> 00:16:08.720]   but I'm really excited to do this,
[00:16:08.720 --> 00:16:11.200]   and I can't wait 'cause I'm gonna bring you along
[00:16:11.200 --> 00:16:12.520]   with me on the journey.
[00:16:12.520 --> 00:16:13.360]   Let's go.
[00:16:13.360 --> 00:16:15.940]   (gentle music)
[00:16:16.360 --> 00:16:18.940]   (gentle music)
