
[00:00:00.000 --> 00:00:01.600]   - Thank you, Francesca.
[00:03:46.320 --> 00:03:50.960]   Honestly, living in unknown and the uncharted
[00:03:50.960 --> 00:03:53.240]   is uncomfortable.
[00:03:53.240 --> 00:03:56.120]   Sometimes we think if we are walking with God
[00:03:56.120 --> 00:03:59.240]   and the Holy Spirit, things will be smooth,
[00:03:59.240 --> 00:04:02.320]   but actually, it can be even harder.
[00:04:02.320 --> 00:04:05.840]   With more challenges, God often leads us
[00:04:05.840 --> 00:04:08.200]   into places that we've never been
[00:04:08.200 --> 00:04:10.600]   or things we have never done before.
[00:04:10.600 --> 00:04:12.160]   There are no guarantees.
[00:04:12.160 --> 00:04:15.240]   And maybe you feel like that right now.
[00:04:16.120 --> 00:04:18.840]   Maybe you're walking on a road
[00:04:18.840 --> 00:04:21.520]   where you can't see what's happening next.
[00:04:21.520 --> 00:04:25.400]   Maybe God is asking you to let go of something
[00:04:25.400 --> 00:04:27.840]   that feels safest to you.
[00:04:27.840 --> 00:04:31.400]   Maybe let go of a relationship, a job,
[00:04:31.400 --> 00:04:33.360]   a role, or identity.
[00:04:33.360 --> 00:04:37.480]   Or maybe in this season, you are just tired,
[00:04:37.480 --> 00:04:41.840]   too tired to hope, too tired to hear God's voice
[00:04:41.840 --> 00:04:43.040]   above the noise.
[00:04:44.040 --> 00:04:48.320]   The irony is the more seriously you try to respond to God,
[00:04:48.320 --> 00:04:51.520]   to listen for His voice and let Him guide you,
[00:04:51.520 --> 00:04:55.240]   the more difficulties, doubts, and risks seems to appear,
[00:04:55.240 --> 00:04:58.000]   and the narrower the road feels.
[00:04:58.000 --> 00:05:01.240]   Sometimes you even ask, "God, I'm already trying.
[00:05:01.240 --> 00:05:03.360]   "I'm already responding to you.
[00:05:03.360 --> 00:05:06.080]   "Why is this still so hard?
[00:05:06.080 --> 00:05:09.200]   "Why am I so unsure?"
[00:05:09.200 --> 00:05:12.760]   And this is the tension that we are living in right now,
[00:05:12.760 --> 00:05:15.320]   this tension in the unknown.
[00:05:15.320 --> 00:05:17.440]   You have the Holy Spirit with you,
[00:05:17.440 --> 00:05:20.560]   but you also still face your own fears,
[00:05:20.560 --> 00:05:23.800]   your doubts, your insecurities, and your habits.
[00:05:23.800 --> 00:05:27.200]   Today, we're going to look at chapter four
[00:05:27.200 --> 00:05:30.440]   to see how in a season of unknowns,
[00:05:30.440 --> 00:05:33.280]   Peter and John modeled what it means
[00:05:33.280 --> 00:05:37.840]   to take a step forward even when the path isn't clear,
[00:05:37.840 --> 00:05:41.120]   and how we, too, can find courage and faith
[00:05:41.120 --> 00:05:45.080]   to keep going through uncertainty, insecurities,
[00:05:45.080 --> 00:05:46.280]   and even fear.
[00:05:46.280 --> 00:05:49.440]   Let us have a look at the first,
[00:05:49.440 --> 00:05:53.240]   first one to seven in Acts chapter four.
[00:05:53.240 --> 00:05:58.400]   This is to give all of you a little background.
[00:05:58.400 --> 00:06:01.000]   Peter and John just performed a miracle,
[00:06:01.000 --> 00:06:04.960]   and he helped the lame man who was lame for 40 years
[00:06:04.960 --> 00:06:07.560]   to rise up and walk, and everyone cheered,
[00:06:07.560 --> 00:06:09.960]   and he gave a sermon, a priesthood sermon
[00:06:09.960 --> 00:06:12.920]   to all the Jews around the area.
[00:06:12.920 --> 00:06:16.440]   But, here it goes, the priest and the captain
[00:06:16.440 --> 00:06:20.400]   of the temple guard and the seduces came up to Peter
[00:06:20.400 --> 00:06:23.840]   and John while they were speaking to the people.
[00:06:23.840 --> 00:06:26.440]   They were greatly disturbed because the apostles
[00:06:26.440 --> 00:06:29.280]   were teaching the people, proclaiming Jesus,
[00:06:29.280 --> 00:06:31.080]   the resurrection of the dead.
[00:06:31.080 --> 00:06:34.880]   They seized Peter and John, and because it was evening,
[00:06:34.880 --> 00:06:37.600]   they put him in jail until the next day.
[00:06:37.600 --> 00:06:39.760]   But many who heard the message believed,
[00:06:39.760 --> 00:06:44.440]   so the number of men who believed grew to about 5,000.
[00:06:44.440 --> 00:06:47.040]   The next day, the rulers, the elders,
[00:06:47.040 --> 00:06:50.280]   and the teachers of the Lord met in Jerusalem.
[00:06:50.280 --> 00:06:54.160]   Annas, the high priest, was there, and so were Caiaphas,
[00:06:54.160 --> 00:06:58.000]   John, Alexander, and other of the high priest family.
[00:06:58.000 --> 00:07:00.480]   They had Peter and John brought before them
[00:07:00.480 --> 00:07:02.800]   and began to question them.
[00:07:02.800 --> 00:07:07.400]   By what power or what name do you do this?
[00:07:07.400 --> 00:07:09.360]   At that time, present at the council
[00:07:09.360 --> 00:07:11.480]   were Annas, the high priest, Caiaphas,
[00:07:11.480 --> 00:07:13.920]   and other high priestly family members
[00:07:13.920 --> 00:07:15.960]   like John and Alexander.
[00:07:15.960 --> 00:07:20.040]   These were the high-ranking, most powerful religious leaders
[00:07:20.040 --> 00:07:21.800]   in Jewish society.
[00:07:21.800 --> 00:07:26.400]   The high priest family not only held enormous authority,
[00:07:26.400 --> 00:07:30.080]   but also in religious matters, in politics,
[00:07:30.080 --> 00:07:33.000]   wealth, and people's lives.
[00:07:33.000 --> 00:07:35.760]   They questioned them, using the authority
[00:07:35.760 --> 00:07:38.840]   to remind everyone who is in charge.
[00:07:38.840 --> 00:07:44.400]   By what power or what name did you do this?
[00:07:44.400 --> 00:07:47.120]   Sometimes, these kind of questions
[00:07:47.120 --> 00:07:50.240]   are what others say to us, and sometimes
[00:07:50.240 --> 00:07:53.440]   is what we say to ourselves.
[00:07:53.440 --> 00:07:56.000]   It might not sound exactly the same,
[00:07:56.000 --> 00:07:59.600]   but if you look closely, the pattern is familiar.
[00:07:59.600 --> 00:08:03.600]   The enemy is so good at using doubts, accusations,
[00:08:03.600 --> 00:08:07.640]   and intimidation to make us question ourselves and stop us
[00:08:07.640 --> 00:08:10.080]   from stepping forward.
[00:08:10.080 --> 00:08:13.760]   In our daily lives, these voices could sound like,
[00:08:13.760 --> 00:08:16.600]   who do you think you are?
[00:08:16.600 --> 00:08:20.360]   When you want to step out in faith, to share your story,
[00:08:20.360 --> 00:08:23.040]   you hear, who do you think you are?
[00:08:23.040 --> 00:08:25.720]   You're not good enough, not holy enough.
[00:08:25.720 --> 00:08:27.400]   You've messed up too many times.
[00:08:27.400 --> 00:08:30.480]   Don't get involved.
[00:08:30.480 --> 00:08:34.720]   What right do you have to live like this?
[00:08:34.720 --> 00:08:38.080]   When you try to set boundaries, forgive or change,
[00:08:38.080 --> 00:08:41.560]   there's that voice who says, you can do this.
[00:08:41.560 --> 00:08:42.840]   What makes you so special?
[00:08:42.840 --> 00:08:49.120]   Who gave you that right to believe God could use you?
[00:08:49.120 --> 00:08:52.040]   When you start to dream and pray boldly,
[00:08:52.040 --> 00:08:54.840]   you think, God wouldn't use someone like you.
[00:08:54.840 --> 00:08:58.160]   Don't kid yourself.
[00:08:58.160 --> 00:09:00.680]   Are you really forgiven?
[00:09:00.680 --> 00:09:04.320]   Are you truly lovable?
[00:09:04.320 --> 00:09:07.440]   When you try to walk in freedom and grace,
[00:09:07.440 --> 00:09:10.920]   you find your past failures playing on repeat,
[00:09:10.920 --> 00:09:16.320]   making you doubt whether God's grace is really enough for you.
[00:09:16.320 --> 00:09:17.840]   Have you noticed?
[00:09:17.840 --> 00:09:21.720]   These voices that always question, accuse, and make
[00:09:21.720 --> 00:09:25.040]   us shrink back, go silent, and stop moving forward
[00:09:25.040 --> 00:09:28.040]   in fear or shame sometimes.
[00:09:28.040 --> 00:09:31.520]   The Bible calls Satan the accuser of our brothers.
[00:09:31.520 --> 00:09:35.200]   His main goal is to make us forget who you are
[00:09:35.200 --> 00:09:37.640]   and whose you are.
[00:09:37.640 --> 00:09:41.520]   But look at how Peter and John answer these accusations.
[00:09:41.520 --> 00:09:45.160]   In verse 8 to 14, it says, "Then Peter,
[00:09:45.160 --> 00:09:47.960]   filled with the Holy Spirit, said to them,
[00:09:47.960 --> 00:09:50.120]   'Rulers and elders of the people,
[00:09:50.120 --> 00:09:52.600]   if we are being called to account today
[00:09:52.600 --> 00:09:56.080]   for an act of kindness shown to a man who was lame
[00:09:56.080 --> 00:09:58.840]   and are now being asked how he was healed,
[00:09:58.840 --> 00:10:02.440]   then know this, you and all the people of Israel.
[00:10:02.440 --> 00:10:05.680]   It is by the name of Jesus Christ of Nazareth,
[00:10:05.680 --> 00:10:09.600]   whom you crucified, but whom God raised from the dead,
[00:10:09.600 --> 00:10:12.400]   that this man stands before you healed.
[00:10:12.400 --> 00:10:15.080]   Jesus is the stone you builders rejected,
[00:10:15.080 --> 00:10:17.640]   which has become the cornerstone.
[00:10:17.640 --> 00:10:20.480]   Salvation is found in no one else,
[00:10:20.480 --> 00:10:24.000]   for there is no other name under heaven given to mankind
[00:10:24.000 --> 00:10:27.360]   by which we must be saved.'
[00:10:27.360 --> 00:10:29.960]   When they saw the courage of John and Peter
[00:10:29.960 --> 00:10:33.360]   and realized that they were unschooled, ordinary men,
[00:10:33.360 --> 00:10:34.840]   they were astonished.
[00:10:34.840 --> 00:10:39.840]   And they took note that these men had been with Jesus.
[00:10:39.840 --> 00:10:42.680]   But since they could see the man
[00:10:42.680 --> 00:10:45.840]   who had been healed standing there with them,
[00:10:45.840 --> 00:10:47.480]   there was nothing they could say.
[00:10:47.480 --> 00:10:51.240]   There was nothing they could say.
[00:10:51.240 --> 00:10:54.440]   The religious leader saw Peter and John's boldness
[00:10:54.440 --> 00:10:55.800]   and were shocked.
[00:10:55.800 --> 00:10:59.240]   They realized that these two are ordinary men,
[00:10:59.240 --> 00:11:00.600]   not that they are stupid,
[00:11:00.600 --> 00:11:03.280]   but they hadn't been trained in rabbinical schools
[00:11:03.280 --> 00:11:04.880]   or Greek academies,
[00:11:04.880 --> 00:11:08.280]   and hadn't learned how to debate in public.
[00:11:08.280 --> 00:11:12.080]   Normally, someone like Peter, facing a council,
[00:11:12.080 --> 00:11:14.640]   would have been terrified and speechless.
[00:11:14.640 --> 00:11:17.400]   But Peter wasn't afraid at all.
[00:11:17.400 --> 00:11:20.240]   He boldly pointed out that these leaders
[00:11:20.240 --> 00:11:23.960]   had crucified the very one God sent, Jesus.
[00:11:24.960 --> 00:11:27.080]   Peter and John were direct.
[00:11:27.080 --> 00:11:28.800]   They didn't defend themselves,
[00:11:28.800 --> 00:11:31.200]   trying to say, "No, I have the right to speak like this way.
[00:11:31.200 --> 00:11:33.040]   "I can preach to people like that way."
[00:11:33.040 --> 00:11:34.880]   They did not defend themselves.
[00:11:34.880 --> 00:11:37.920]   He just very directly and very boldly
[00:11:37.920 --> 00:11:40.520]   to point out who Jesus was.
[00:11:40.520 --> 00:11:44.320]   He also revealed the leaders' real problem.
[00:11:44.320 --> 00:11:48.560]   They valued their interest about God,
[00:11:48.560 --> 00:11:49.920]   were self-righteous,
[00:11:49.920 --> 00:11:53.760]   and refused to admit their own need of saving.
[00:11:53.760 --> 00:11:56.480]   As a result, they missed the miracle
[00:11:56.480 --> 00:11:59.000]   that Jesus did right in front of them
[00:11:59.000 --> 00:12:00.440]   and missed God's grace.
[00:12:00.440 --> 00:12:07.480]   His honesty came because he was truly walked with Jesus
[00:12:07.480 --> 00:12:12.760]   and had been transformed by Him.
[00:12:12.760 --> 00:12:16.240]   This courage is something no human training can give.
[00:12:16.240 --> 00:12:20.480]   It is obvious to everyone that they had been with Jesus.
[00:12:21.360 --> 00:12:23.720]   And what does it mean to be with Jesus?
[00:12:23.720 --> 00:12:28.520]   When someone had truly been with Jesus, it shows.
[00:12:28.520 --> 00:12:31.240]   Maybe you can already recognize these people
[00:12:31.240 --> 00:12:33.480]   in church or in life,
[00:12:33.480 --> 00:12:36.200]   that there's something different about them.
[00:12:36.200 --> 00:12:39.320]   That peace is different.
[00:12:39.320 --> 00:12:42.160]   The way that they understand you is different.
[00:12:42.160 --> 00:12:45.480]   The kindness and empathy stands out.
[00:12:45.480 --> 00:12:48.760]   They don't need to be the smartest or the most talented,
[00:12:48.760 --> 00:12:51.720]   but you can sense something different in them,
[00:12:51.720 --> 00:12:56.720]   a quality that is set apart, that is different.
[00:12:56.720 --> 00:12:58.760]   And that is what holiness means.
[00:12:58.760 --> 00:13:01.560]   It isn't just about moral perfection.
[00:13:01.560 --> 00:13:05.800]   There's no sin at all, but also being set apart,
[00:13:05.800 --> 00:13:08.720]   being shaped by what they do,
[00:13:08.720 --> 00:13:11.360]   being shaped by God's presence.
[00:13:11.360 --> 00:13:12.760]   When you love someone,
[00:13:12.760 --> 00:13:15.480]   you wanna eat what they want to eat.
[00:13:15.480 --> 00:13:17.600]   You try to learn their taste, right?
[00:13:17.600 --> 00:13:20.000]   You try to understand what they're thinking.
[00:13:20.000 --> 00:13:22.640]   You care about what they care about.
[00:13:22.640 --> 00:13:26.320]   We are shaped by the ones we love.
[00:13:26.320 --> 00:13:29.960]   When we truly love Jesus,
[00:13:29.960 --> 00:13:33.160]   we let him shape our priorities,
[00:13:33.160 --> 00:13:36.040]   our attitudes, and our responses.
[00:13:36.040 --> 00:13:39.880]   It is about letting his heart change ours.
[00:13:39.880 --> 00:13:44.880]   And that's how, in a world of accusations and competitions,
[00:13:44.920 --> 00:13:47.720]   we can be a different kind of people.
[00:13:47.720 --> 00:13:49.680]   We can be set apart.
[00:13:49.680 --> 00:13:56.720]   And so they ordered them to withdraw from the Sanhedrin
[00:13:56.720 --> 00:13:58.440]   and then confer together.
[00:13:58.440 --> 00:14:02.240]   "What are we going to do with these men?" they ask.
[00:14:02.240 --> 00:14:05.520]   Everyone living in Jerusalem knows
[00:14:05.520 --> 00:14:09.920]   they have performed a notable sign, and we cannot deny it.
[00:14:09.920 --> 00:14:11.920]   But to stop this thing from spreading
[00:14:11.920 --> 00:14:13.800]   any further among the people,
[00:14:13.800 --> 00:14:16.280]   we must warn them to speak no longer
[00:14:16.280 --> 00:14:19.040]   to anyone in this name.
[00:14:19.040 --> 00:14:22.360]   Even though the authorities saw
[00:14:22.360 --> 00:14:24.920]   how undeniable the evidence is,
[00:14:24.920 --> 00:14:27.480]   a healed man standing before them,
[00:14:27.480 --> 00:14:29.880]   they refused to admit it.
[00:14:29.880 --> 00:14:33.160]   Even if they denied the number of men
[00:14:33.160 --> 00:14:36.920]   who believed had already reached 5,000.
[00:14:36.920 --> 00:14:39.920]   This movement, this power is spreading fast,
[00:14:40.160 --> 00:14:43.400]   and the leaders felt out of control.
[00:14:43.400 --> 00:14:44.600]   And what could they do?
[00:14:44.600 --> 00:14:49.240]   These religious leaders could arrest the apostles
[00:14:49.240 --> 00:14:51.720]   and use their power to threaten them,
[00:14:51.720 --> 00:14:54.440]   but they could not stop the gospel.
[00:14:54.440 --> 00:14:55.960]   They could imprison people,
[00:14:55.960 --> 00:14:58.400]   but they could not imprison God's work.
[00:14:58.400 --> 00:15:00.680]   All the human tactics were powerless
[00:15:00.680 --> 00:15:02.680]   compared to God's power.
[00:15:02.680 --> 00:15:04.760]   That's always the way it is.
[00:15:04.760 --> 00:15:08.000]   Those who oppose God try to suppress the truth,
[00:15:08.000 --> 00:15:09.880]   but it never works.
[00:15:09.880 --> 00:15:11.440]   All the accusations,
[00:15:11.440 --> 00:15:13.880]   all the things that we have been listening
[00:15:13.880 --> 00:15:16.680]   from when we were young up to when we're adult right now,
[00:15:16.680 --> 00:15:19.280]   that the things that told us that you are not enough,
[00:15:19.280 --> 00:15:21.640]   that you are not lovable, all these things,
[00:15:21.640 --> 00:15:23.200]   they are just tactics,
[00:15:23.200 --> 00:15:25.760]   but they cannot stop the power of the gospel
[00:15:25.760 --> 00:15:27.440]   working out in your life.
[00:15:27.440 --> 00:15:30.520]   All the question that you have been questioning
[00:15:30.520 --> 00:15:33.720]   about yourself, we have to release them back to God
[00:15:33.720 --> 00:15:36.640]   and tell God that this is what I'm hearing.
[00:15:36.640 --> 00:15:38.160]   Is this from you?
[00:15:38.160 --> 00:15:40.000]   I'm trying to walk with you.
[00:15:40.000 --> 00:15:42.440]   I wanna be shaped by what you care about.
[00:15:42.440 --> 00:15:44.480]   I want to know your priorities.
[00:15:44.480 --> 00:15:47.680]   And if these thoughts, these things are not from you,
[00:15:47.680 --> 00:15:49.600]   are not aligning from you,
[00:15:49.600 --> 00:15:53.400]   the power of the gospel is going to work in my life
[00:15:53.400 --> 00:15:57.360]   so that I will no longer, no longer be bound by the sin,
[00:15:57.360 --> 00:16:00.120]   no longer be bound by these accusations.
[00:16:00.120 --> 00:16:04.800]   Peter and John weren't fearless because they were brave.
[00:16:04.800 --> 00:16:06.400]   They had walked with Jesus.
[00:16:06.400 --> 00:16:08.000]   They had seen his miracles.
[00:16:08.000 --> 00:16:10.680]   They watched him calm storms with a few words
[00:16:10.680 --> 00:16:12.960]   and witnessed him heal the sick.
[00:16:12.960 --> 00:16:16.840]   And most of all, seen him defeat death.
[00:16:16.840 --> 00:16:19.720]   Their courage doesn't come from their personality
[00:16:19.720 --> 00:16:23.280]   or training, it came from a real,
[00:16:23.280 --> 00:16:26.440]   living relationship with Jesus.
[00:16:26.440 --> 00:16:29.640]   It was a result of years of friendship,
[00:16:29.640 --> 00:16:34.640]   of seeing him work, of being forgiven and restored by him.
[00:16:34.640 --> 00:16:36.680]   With those experiences,
[00:16:36.680 --> 00:16:41.680]   they knew that every threat and intimidation was nothing
[00:16:41.680 --> 00:16:44.560]   compared to the power of God.
[00:16:44.560 --> 00:16:50.760]   Even knowing their lives were at risk and the price was high,
[00:16:50.760 --> 00:16:53.480]   they could keep going because they knew
[00:16:53.480 --> 00:16:56.880]   the resurrected Lord was truly in charge.
[00:16:56.880 --> 00:16:59.840]   Even at the hardest, scariest moment,
[00:16:59.840 --> 00:17:03.200]   they could move forward with confidence.
[00:17:03.200 --> 00:17:06.800]   Even when they feel scared, there could be courage
[00:17:06.800 --> 00:17:11.440]   because God's will will be done and no one could stop God.
[00:17:11.440 --> 00:17:16.000]   And that's why we need to walk with Jesus.
[00:17:16.000 --> 00:17:19.920]   Only by staying close with him, knowing him,
[00:17:19.920 --> 00:17:24.160]   and making him our foundation can we have the strength
[00:17:24.160 --> 00:17:26.680]   to keep going even when things are tough.
[00:17:26.680 --> 00:17:30.560]   And speaking of courage in the face of fear,
[00:17:30.560 --> 00:17:32.200]   I have my own story to tell.
[00:17:33.080 --> 00:17:36.800]   Actually, this is not the first time for me to apply
[00:17:36.800 --> 00:17:39.400]   for a full-time role at the Vine Church.
[00:17:39.400 --> 00:17:42.400]   Remember I talked about how I left my teaching job,
[00:17:42.400 --> 00:17:46.800]   went to Australia, I came back and I still continue to teach
[00:17:46.800 --> 00:17:50.200]   but then there was a moment when there was an opening
[00:17:50.200 --> 00:17:52.920]   in the Vine One Chi and I had a chance to interview
[00:17:52.920 --> 00:17:55.720]   for a full-time position at the Vine.
[00:17:55.720 --> 00:17:57.360]   The interview went very smooth.
[00:17:57.360 --> 00:18:00.120]   It was during COVID and I have to do it in a separate room
[00:18:00.120 --> 00:18:03.040]   but inside, like the interview went smooth,
[00:18:03.040 --> 00:18:06.080]   but inside I was so nervous.
[00:18:06.080 --> 00:18:09.720]   I was so, I had so much fear in my heart
[00:18:09.720 --> 00:18:14.560]   because I already had a very stable job, a teaching job.
[00:18:14.560 --> 00:18:16.920]   Life was comfortable.
[00:18:16.920 --> 00:18:21.680]   It was hard to imagine making such a big change in my age.
[00:18:21.680 --> 00:18:22.880]   I think I've told you guys before,
[00:18:22.880 --> 00:18:27.000]   I handed my assignment in university using a floppy disk.
[00:18:27.000 --> 00:18:30.280]   Those that laughed, you're in my age group.
[00:18:30.280 --> 00:18:35.080]   It was hard to imagine having to make such a big change
[00:18:35.080 --> 00:18:39.320]   at my age, stepping into something so different, even harder.
[00:18:39.320 --> 00:18:42.120]   This decision meant giving up a lot
[00:18:42.120 --> 00:18:44.440]   and facing pressure from my family.
[00:18:44.440 --> 00:18:48.160]   They loved me and want me to have a stable, comfortable life
[00:18:48.160 --> 00:18:52.240]   so it was hard for them to understand or support me.
[00:18:52.240 --> 00:18:54.960]   So in the end, I didn't go through with the interview.
[00:18:56.080 --> 00:18:59.440]   A few years later, I got involved with church planting,
[00:18:59.440 --> 00:19:02.600]   serving wholeheartedly as a volunteer.
[00:19:02.600 --> 00:19:05.160]   Looking back, I see God's grace.
[00:19:05.160 --> 00:19:08.680]   He didn't blame me because June, you gave up last time.
[00:19:08.680 --> 00:19:10.880]   Why do I still give you another chance?
[00:19:10.880 --> 00:19:12.240]   No more chances for you.
[00:19:12.240 --> 00:19:15.000]   He didn't blame me for feeling scared.
[00:19:15.000 --> 00:19:17.760]   He didn't blame me for backing out
[00:19:17.760 --> 00:19:21.800]   but he gave me time to grow, to learn to love him,
[00:19:21.800 --> 00:19:24.160]   to love the church more deeply.
[00:19:24.160 --> 00:19:27.880]   Serving this time felt different, deep inside.
[00:19:27.880 --> 00:19:31.880]   The past years, I've kept experiencing his grace and love
[00:19:31.880 --> 00:19:36.880]   and realized that I've always been accepted and led by him.
[00:19:36.880 --> 00:19:41.920]   So this time, choosing again to go full-time in ministry,
[00:19:41.920 --> 00:19:45.000]   the fear is still there and it is very real.
[00:19:45.000 --> 00:19:49.160]   It still means that I have to let go of what I see
[00:19:49.160 --> 00:19:52.120]   in my future and facing uncertainty.
[00:19:52.120 --> 00:19:54.280]   And my family's worries,
[00:19:54.280 --> 00:19:59.280]   but God's love is helping me slowly let go of my fears.
[00:19:59.280 --> 00:20:02.720]   Even with all the unknowns and sacrifices,
[00:20:02.720 --> 00:20:07.720]   I'm more certain than ever that what God gives me
[00:20:07.720 --> 00:20:11.520]   will be enough and his strength
[00:20:11.520 --> 00:20:15.400]   will lead me through every single step.
[00:20:15.400 --> 00:20:19.560]   I still can't see past this year or the next year,
[00:20:19.560 --> 00:20:22.600]   but I know that I can see past all these years
[00:20:22.600 --> 00:20:25.400]   right to the end of my life that God is going to be there
[00:20:25.400 --> 00:20:27.440]   and he is not going to forfeit me.
[00:20:27.440 --> 00:20:29.320]   He's not going to let me go.
[00:20:29.320 --> 00:20:31.560]   That this provision, this grace,
[00:20:31.560 --> 00:20:33.560]   that this love that he has for me
[00:20:33.560 --> 00:20:35.640]   to provide for me in this journey,
[00:20:35.640 --> 00:20:39.080]   that he will provide in all the areas of my life.
[00:20:39.080 --> 00:20:42.360]   That this grace that I'm having, that receiving,
