
[00:00:00.000 --> 00:00:01.560]  多謝Ivan,給Ivan掌聲吧
[00:05:02.000 --> 00:05:03.320]  雖然我們今天只是讀出來
[00:05:03.320 --> 00:05:06.240]  不過這段歌詞或經文
[00:05:06.240 --> 00:05:07.320]  在歷世歷代以來
[00:05:07.320 --> 00:05:09.400]  有很多人用不同的音樂
[00:05:09.400 --> 00:05:11.960]  去將它譜成一首又一首的樂曲
[00:05:11.960 --> 00:05:14.400]  如果要追溯這段經文
[00:05:14.400 --> 00:05:17.800]  或他們譜出來的樂曲的名字
[00:05:17.800 --> 00:05:20.400]  通常我們會稱它為專注頌
[00:05:20.400 --> 00:05:21.240]  你可能聽過
[00:05:21.240 --> 00:05:23.480]  這是瑪利亞的專注頌
[00:05:23.480 --> 00:05:26.760]  專注頌的英文是Magnificat
[00:05:26.760 --> 00:05:30.920]  這個字是來自拉丁文的聖經裡
[00:05:30.920 --> 00:05:34.480]  這段經文第一個字就是Magnificat
[00:05:34.480 --> 00:05:36.440]  專注頌的這個字
[00:05:36.440 --> 00:05:37.880]  在這段經文裡
[00:05:37.880 --> 00:05:39.040]  我們會看到
[00:05:39.040 --> 00:05:40.400]  如果你有看舊約
[00:05:40.400 --> 00:05:41.680]  你偶爾睡不著覺
[00:05:41.680 --> 00:05:42.640]  或者你睡得著覺
[00:05:42.640 --> 00:05:44.080]  或者跟睡覺無關
[00:05:44.080 --> 00:05:46.160]  你平時有看詩篇的話
[00:05:46.160 --> 00:05:48.040]  你會覺得好像在看的東西
[00:05:48.040 --> 00:05:50.080]  有一點似曾相識的感覺
[00:05:50.080 --> 00:05:51.480]  這是很正常的
[00:05:51.480 --> 00:05:52.920]  因為這篇專注頌
[00:05:52.920 --> 00:05:55.320]  它整個格式和結構
[00:05:55.320 --> 00:05:57.360]  好像我們看舊約裡的詩篇
[00:05:57.360 --> 00:05:59.480]  特別好像某一類的詩
[00:05:59.480 --> 00:06:00.640]  那一類的詩叫做
[00:06:00.640 --> 00:06:02.200]  螢光幕上已經說了
[00:06:02.200 --> 00:06:04.280]  那種叫做感恩詩
[00:06:04.280 --> 00:06:06.640]  感恩詩是在猶太文化裡
[00:06:06.640 --> 00:06:08.560]  其中一個很重要的一部分
[00:06:08.560 --> 00:06:11.000]  這些詩篇通常是要大家
[00:06:11.000 --> 00:06:12.280]  一起來讚美
[00:06:12.280 --> 00:06:15.720]  一起向它獻出一個感謝
[00:06:15.720 --> 00:06:18.160]  瑪麗亞在頭一句話裡說
[00:06:18.160 --> 00:06:20.200]  我的心是尊主為大
[00:06:20.200 --> 00:06:21.280]  我的靈以神
[00:06:21.280 --> 00:06:22.960]  我的救主為樂
[00:06:22.960 --> 00:06:24.840]  就好像很多詩篇裡說到
[00:06:24.840 --> 00:06:26.640]  我們要來讚美耶和華
[00:06:26.640 --> 00:06:28.400]  我們要來歌頌耶和華
[00:06:28.400 --> 00:06:30.920]  第一句通常可能是一個呼召
[00:06:30.920 --> 00:06:32.440]  叫大家我們一起來敬拜
[00:06:32.440 --> 00:06:33.760]  我們一起來讚美
[00:06:33.760 --> 00:06:35.240]  或者有時候可以是一個
[00:06:35.240 --> 00:06:36.440]  讚美的statement
[00:06:36.440 --> 00:06:38.040]  一句讚美的說話
[00:06:38.040 --> 00:06:40.040]  我的心現在來到尊主為大
[00:06:40.040 --> 00:06:42.040]  好像詩篇103篇裡說
[00:06:42.040 --> 00:06:44.560]  我的心你要稱頌耶和華
[00:06:44.560 --> 00:06:45.920]  可能你有看詩篇
[00:06:45.920 --> 00:06:49.000]  你會覺得這些都是很熟悉的部分
[00:06:49.000 --> 00:06:50.680]  在這裡我們看到瑪麗亞說
[00:06:50.680 --> 00:06:51.720]  我的心
[00:06:51.720 --> 00:06:53.360]  或者說我的靈的時候
[00:06:53.360 --> 00:06:55.400]  其實這些都是修辭的手法
[00:06:55.400 --> 00:06:56.520]  說的是瑪麗亞說
[00:06:56.520 --> 00:06:57.520]  我是我自己
[00:06:57.520 --> 00:06:58.720]  我要用我整個人
[00:06:58.720 --> 00:06:59.920]  我整個生命
[00:06:59.920 --> 00:07:01.320]  來讚美神
[00:07:01.320 --> 00:07:02.200]  來歌頌神
[00:07:02.200 --> 00:07:03.400]  來敬拜祂
[00:07:03.400 --> 00:07:04.920]  來榮耀祂
[00:07:04.920 --> 00:07:06.400]  你很緊張
[00:07:06.400 --> 00:07:08.120]  或者祂很興奮
[00:07:08.120 --> 00:07:10.880]  這個部分我們可能很多時候
[00:07:10.880 --> 00:07:12.280]  都會很熟悉的
[00:07:12.280 --> 00:07:13.720]  說到要去讚美
[00:07:13.720 --> 00:07:15.720]  說到要去歸榮耀給神
[00:07:15.720 --> 00:07:19.680]  我們剛剛剛開始崇拜那十幾二十分鐘
[00:07:19.680 --> 00:07:21.320]  才在做這件事
[00:07:21.320 --> 00:07:23.880]  我們每個星期在教會裡都會讚美
[00:07:23.880 --> 00:07:25.680]  我們每個星期在教會裡
[00:07:25.680 --> 00:07:27.680]  今時今日就會唱歌
[00:07:27.680 --> 00:07:29.880]  我們會看著螢光幕上的歌詞
[00:07:29.880 --> 00:07:32.000]  然後一句一句地唱
[00:07:32.000 --> 00:07:33.320]  我們會重複那些
[00:07:33.320 --> 00:07:35.160]  來高舉神的說話
[00:07:35.160 --> 00:07:37.400]  我們會跟著一起唱
[00:07:37.400 --> 00:07:38.760]  但是
[00:07:38.760 --> 00:07:42.480]  原來對猶太的那群敬拜者來說
[00:07:42.480 --> 00:07:44.600]  除了那些敬拜神的說話
[00:07:44.600 --> 00:07:46.280]  主啊祢真是很偉大
[00:07:46.280 --> 00:07:47.680]  主啊我們讚美祢
[00:07:47.680 --> 00:07:49.040]  主啊我感謝祢
[00:07:49.040 --> 00:07:50.160]  主啊我來高舉祢
[00:07:50.160 --> 00:07:52.040]  除了這些說話之外
[00:07:52.040 --> 00:07:55.000]  原來對於猶太的這群敬拜者來說
[00:07:55.000 --> 00:07:56.680]  接下來的那些說話
[00:07:56.680 --> 00:07:58.480]  也是非常重要
[00:07:58.480 --> 00:08:00.880]  一篇感恩詩或者感恩的詩篇
[00:08:00.880 --> 00:08:06.320]  它除了那個呼喚大家來敬拜的說話之後
[00:08:06.320 --> 00:08:08.160]  通常下一句的說話
[00:08:08.160 --> 00:08:10.280]  都是會用一個字來開始
[00:08:10.280 --> 00:08:13.360]  都是會用「因為」來開始
[00:08:13.360 --> 00:08:16.440]  通常這些詩人都會想給一個原因
[00:08:16.440 --> 00:08:19.920]  讓你知道為什麼我們要來讚美
[00:08:19.920 --> 00:08:22.480]  很多時候他們會用他們自己親身的經歷
[00:08:22.480 --> 00:08:25.000]  神如何在他們的生命裡面幫助他們
[00:08:25.000 --> 00:08:26.160]  去拯救他們
[00:08:26.160 --> 00:08:29.160]  或者他們會加入一些自己個人的見證
[00:08:29.160 --> 00:08:31.920]  說一下神祢為我做了什麼
[00:08:31.920 --> 00:08:34.200]  甚至他會帶我們去回顧
[00:08:34.200 --> 00:08:35.200]  神在整個
[00:08:35.200 --> 00:08:36.360]  舊約就是以色列
[00:08:36.360 --> 00:08:38.280]  神在整個以色列的歷史裡面
[00:08:38.280 --> 00:08:40.480]  祂做過那些拯救的行為
[00:08:40.480 --> 00:08:43.160]  祂做過那些很偉大的拯救的行動
[00:08:43.160 --> 00:08:44.560]  例如是分開紅海
[00:08:44.560 --> 00:08:45.760]  帶他們出埃及
[00:08:45.760 --> 00:08:48.840]  帶他們脫離敵人的手等等等等
[00:08:48.840 --> 00:08:50.920]  這些都是要來提醒
[00:08:50.920 --> 00:08:52.080]  一起來唱歌
[00:08:52.080 --> 00:08:53.640]  一起來歌頌神的人
[00:08:53.640 --> 00:08:55.320]  神祢做過什麼
[00:08:55.320 --> 00:08:57.080]  神祢是誰
[00:08:57.080 --> 00:08:59.880]  對於敬拜的猶太人來說
[00:08:59.880 --> 00:09:02.800]  這個部分非常重要
[00:09:02.800 --> 00:09:05.520]  因為敬拜或者讚美
[00:09:05.520 --> 00:09:06.960]  總是有一個原因
[00:09:06.960 --> 00:09:08.440]  總是有一個理由
[00:09:08.440 --> 00:09:09.680]  而我們的喜樂
[00:09:09.680 --> 00:09:12.200]  總是有一個來源
[00:09:12.200 --> 00:09:12.920]  我再說一次
[00:09:12.920 --> 00:09:14.600]  我們可能在螢幕上可以看到
[00:09:14.600 --> 00:09:17.800]  我們的讚美總是應該有一個理由
[00:09:17.800 --> 00:09:19.120]  或者有一個原因
[00:09:19.120 --> 00:09:23.360]  我們的喜樂總是有一個源頭
[00:09:23.360 --> 00:09:25.240]  那我就要問我們一個問題
[00:09:25.240 --> 00:09:26.480]  大英姐妹
[00:09:26.480 --> 00:09:28.200]  今天當我們回來
[00:09:28.200 --> 00:09:30.200]  當敬拜的音樂開始響起
[00:09:30.200 --> 00:09:32.840]  當螢光幕的歌詞開始打出來
[00:09:32.840 --> 00:09:36.280]  當我們開始唱歌的時候
[00:09:36.280 --> 00:09:38.200]  我們有沒有帶著一個原因
[00:09:38.200 --> 00:09:40.200]  我們有沒有帶著一個理由
[00:09:40.200 --> 00:09:42.320]  來到神的面前
[00:09:42.320 --> 00:09:43.920]  當我們站在祂面前
[00:09:43.920 --> 00:09:45.880]  來唱歌的時候
[00:09:45.880 --> 00:09:48.240]  是什麼東西驅使我們
[00:09:48.240 --> 00:09:49.760]  是愛、是責任
[00:09:49.760 --> 00:09:52.560]  還是那些東西
[00:09:52.560 --> 00:09:55.000]  當我們來到神的面前的時候
[00:09:55.000 --> 00:09:56.120]  我們站在祂面前
[00:09:56.120 --> 00:09:59.360]  去唱這些讚美祂的歌的時候
[00:09:59.360 --> 00:10:01.480]  裡面發生了什麼
[00:10:01.480 --> 00:10:04.720]  是不是一個星期天早上的慣性
[00:10:04.720 --> 00:10:07.880]  慣了星期天早上要起床
[00:10:07.880 --> 00:10:10.440]  或者過來附近教會
[00:10:10.440 --> 00:10:12.320]  然後唱幾首歌
[00:10:12.320 --> 00:10:14.760]  是不是一個習慣去驅使我們
[00:10:14.760 --> 00:10:17.960]  是不是只是說我們做慣了這件事
[00:10:17.960 --> 00:10:19.400]  所以我們就繼續這樣做
[00:10:19.400 --> 00:10:20.760]  或者有人帶我來
[00:10:20.760 --> 00:10:22.760]  我習慣了每個星期都是這樣
[00:10:22.760 --> 00:10:24.960]  我們就繼續下去
[00:10:24.960 --> 00:10:26.800]  可能有時候
[00:10:26.800 --> 00:10:31.400]  我們的心未必會完全跟螢幕上的歌詞
[00:10:31.400 --> 00:10:33.240]  完全有那種共鳴
[00:10:33.240 --> 00:10:34.280]  可能甚至有時候
[00:10:34.280 --> 00:10:36.080]  你覺得你走進來要我唱
[00:10:36.080 --> 00:10:39.440]  其實我今天真的沒有心情去唱這些歌
[00:10:39.440 --> 00:10:43.680]  可能我這個星期都出入醫院
[00:10:43.680 --> 00:10:46.080]  我有些親人正在病重
[00:10:46.080 --> 00:10:46.680]  對我來說
[00:10:46.680 --> 00:10:48.440]  我要這樣來到神面前
[00:10:48.440 --> 00:10:51.080]  我家人還很不舒服
[00:10:51.080 --> 00:10:51.920]  我也不知道
[00:10:51.920 --> 00:10:53.800]  我是不是真的可以唱到這樣的歌
[00:10:53.800 --> 00:10:54.800]  可能有時候我們覺得
[00:10:54.800 --> 00:10:56.440]  我們來到這裡的時候
[00:10:56.440 --> 00:10:58.680]  我們會缺少了一個讚美的原因
[00:10:58.680 --> 00:11:01.480]  缺少了一個讚美的理由
[00:11:01.480 --> 00:11:02.080]  不過在電視節目上
[00:11:02.080 --> 00:11:03.000]  我想告訴大家
[00:11:03.000 --> 00:11:03.800]  不用怕
[00:11:03.800 --> 00:11:04.800]  如果你一時三刻
[00:11:04.800 --> 00:11:07.560]  你找不到一個讚美的原因
[00:11:07.560 --> 00:11:09.720]  那個不是罪
[00:11:09.720 --> 00:11:13.120]  不過那個是代表我們錯過了一些東西
[00:11:13.120 --> 00:11:15.400]  我們錯過了一些東西
[00:11:15.400 --> 00:11:17.280]  就是有一點點的東西
[00:11:17.280 --> 00:11:18.200]  在我們的生命
[00:11:18.200 --> 00:11:20.480]  在我們跟神的關係裡面的時候
[00:11:20.480 --> 00:11:22.480]  那件事缺失了
[00:11:22.480 --> 00:11:23.680]  再說一次
[00:11:23.680 --> 00:11:25.760]  這個不是一個罪
[00:11:25.760 --> 00:11:27.480]  但是如果我們去看一下
[00:11:27.480 --> 00:11:29.080]  無論在舊約或者新約
[00:11:29.080 --> 00:11:31.960]  這些讚美的感謝的詩歌裡面
[00:11:31.960 --> 00:11:34.080]  我們看到讚美的理由
[00:11:34.080 --> 00:11:35.280]  通常讚美的原因
[00:11:35.280 --> 00:11:38.200]  不只是停留在我們自己個人生命
[00:11:38.200 --> 00:11:39.520]  我經歷到什麼
[00:11:39.520 --> 00:11:42.560]  或者我經歷不到什麼
[00:11:42.560 --> 00:11:43.480]  讚美的原因
[00:11:43.480 --> 00:11:46.800]  不只是停留在我自己個人的經歷上
[00:11:46.800 --> 00:11:48.760]  讚美的原因還包括到
[00:11:48.760 --> 00:11:51.720]  神祂本來是哪一個
[00:11:51.720 --> 00:11:53.680]  在瑪利亞的這首歌裡面
[00:11:53.680 --> 00:11:55.520]  祂描述神的屬性
[00:11:55.520 --> 00:11:56.040]  祂的作為
[00:11:56.040 --> 00:11:57.760]  祂說神是有能力
[00:11:57.760 --> 00:11:59.600]  祂是大能的那一個
[00:11:59.600 --> 00:12:02.280]  神是有憐憫的那一個
[00:12:02.280 --> 00:12:05.280]  而且神是公義的神
[00:12:05.280 --> 00:12:07.440]  瑪利亞讓我們看到
[00:12:07.440 --> 00:12:09.080]  從祂自己的經歷
[00:12:09.080 --> 00:12:10.000]  一直下去
[00:12:10.000 --> 00:12:12.440]  看回整個以色列的歷史裡面
[00:12:12.440 --> 00:12:14.400]  看到原來神是很有能力的
[00:12:14.400 --> 00:12:15.280]  祂是公義的
[00:12:15.280 --> 00:12:17.720]  祂是很有憐憫的
[00:12:17.720 --> 00:12:19.240]  當我們這樣去唱的時候
[00:12:19.240 --> 00:12:21.480]  其實這些詩歌邀請著我們
[00:12:21.480 --> 00:12:22.760]  提醒著我們
[00:12:22.760 --> 00:12:24.360]  我們的神應該是這樣的
[00:12:24.360 --> 00:12:27.360]  我們可以這樣去經歷祂
[00:12:27.360 --> 00:12:28.600]  如果你今天的經歷
[00:12:28.600 --> 00:12:30.800]  你還沒有看到神的憐憫
[00:12:30.800 --> 00:12:32.080]  在你的生命裡面
[00:12:32.080 --> 00:12:34.560]  你可以繼續向祂禱告
[00:12:34.560 --> 00:12:35.760]  繼續向祂呼求
[00:12:35.760 --> 00:12:38.560]  因為祂本來是一個憐憫的神
[00:12:38.560 --> 00:12:40.040]  當你看到祢身邊的時候
[00:12:40.040 --> 00:12:42.280]  你見不到公義來彰顯
[00:12:42.280 --> 00:12:44.120]  可能你見到的和你所讀的
[00:12:44.120 --> 00:12:45.560]  是相反的時候
[00:12:45.560 --> 00:12:47.360]  詩詩不只是告訴你
[00:12:47.360 --> 00:12:49.040]  這些是一個幻想
[00:12:49.040 --> 00:12:50.040]  一個是理想
[00:12:50.040 --> 00:12:52.720]  祂說從來神就是這樣
[00:12:52.720 --> 00:12:54.440]  所以你不要灰心
[00:12:54.440 --> 00:12:56.720]  當你繼續這樣向祂禱告的時候
[00:12:56.720 --> 00:12:58.480]  我們會見到
[00:12:58.480 --> 00:12:59.720]  那個公義的神
[00:12:59.720 --> 00:13:01.560]  走在我們的城市裡面
[00:13:01.560 --> 00:13:04.600]  祂會做祂一向在創世以來
[00:13:04.600 --> 00:13:06.880]  都會做的那些事情
[00:13:06.880 --> 00:13:10.800]  我們的感恩或者讚美的詩
[00:13:10.800 --> 00:13:12.880]  應該將我們帶到神的面前
[00:13:12.880 --> 00:13:14.960]  讓我們見到祂是哪一個
[00:13:14.960 --> 00:13:16.240]  讓我們有這個肯定
[00:13:16.240 --> 00:13:19.120]  我們仍然可以經歷得到祂
[00:13:19.120 --> 00:13:21.360]  我們知不知道一個充滿著能力
[00:13:21.360 --> 00:13:22.720]  一個充滿榮耀
[00:13:22.720 --> 00:13:25.240]  或者充滿憐憫和公義的神
[00:13:25.240 --> 00:13:27.440]  祂今天想在我們的生命裡面
[00:13:27.440 --> 00:13:28.880]  在我們的教會裡面
[00:13:28.880 --> 00:13:31.720]  在我們的城市裡面去做些什麼呢?
[00:13:31.720 --> 00:13:32.760]  瑪麗亞說
[00:13:32.760 --> 00:13:35.320]  其實在我的生命裡面都能見到的
[00:13:35.320 --> 00:13:38.520]  上星期Evan說到瑪麗亞的謙卑
[00:13:38.520 --> 00:13:39.920]  她在這裡讓我們見到
[00:13:39.920 --> 00:13:43.120]  是的,雖然我只是一個地位很卑微的人
[00:13:43.120 --> 00:13:47.280]  我只是來自一個很不起眼的城市裡面
[00:13:47.280 --> 00:13:49.480]  一個很不起眼的家族裡面
[00:13:49.480 --> 00:13:51.320]  一個很不起眼的小女子
[00:13:51.320 --> 00:13:53.840]  但是原來你看看我的故事
[00:13:53.840 --> 00:13:57.560]  原來神可以在我的生命裡面做一件這麼大的事
[00:13:57.560 --> 00:13:58.800]  我想告訴你
[00:13:58.800 --> 00:13:59.960]  不是我
[00:13:59.960 --> 00:14:00.880]  不是我有多厲害
[00:14:00.880 --> 00:14:02.000]  不是我有多厲害
[00:14:02.000 --> 00:14:04.040]  不是我的家族有多欠下
[00:14:04.040 --> 00:14:07.400]  是原來因為神是一個怎樣的神
[00:14:07.400 --> 00:14:07.840]  你知道嗎?
[00:14:07.840 --> 00:14:10.800]  今天當我們說要去找一些讚美的理由
[00:14:10.800 --> 00:14:13.440]  當我們有時要去分享自己的故事
[00:14:13.440 --> 00:14:15.160]  我們去見證的時候
[00:14:15.160 --> 00:14:18.720]  有時我們都會一一地說
[00:14:18.720 --> 00:14:20.720]  因為我都挺好的
[00:14:20.720 --> 00:14:22.920]  我都付出了多少努力
[00:14:22.920 --> 00:14:25.440]  所以神都在我的生命裡面去工作
[00:14:25.440 --> 00:14:27.240]  感謝主
[00:14:27.240 --> 00:14:28.480]  其實感謝自己
[00:14:28.480 --> 00:14:30.360]  我也挺好的
[00:14:30.360 --> 00:14:33.360]  有時我們都會不小心地放了一些東西進去
[00:14:33.360 --> 00:14:35.440]  我小時候經常都是這樣想的
[00:14:35.440 --> 00:14:36.840]  我小時候覺得
[00:14:36.840 --> 00:14:39.320]  因為我從小到大都去教會
[00:14:39.320 --> 00:14:42.320]  這裡也有一些從小到大都在教會見到我的人
[00:14:42.320 --> 00:14:43.080]  我經常都覺得
[00:14:43.080 --> 00:14:45.000]  因為我從小到大都去教會
[00:14:45.000 --> 00:14:47.160]  當我考A級那一年
[00:14:47.160 --> 00:14:48.720]  我還要每個星期日
[00:14:48.720 --> 00:14:51.120]  我早上會先回到祈禱會
[00:14:51.120 --> 00:14:52.000]  再回到崇拜
[00:14:52.000 --> 00:14:53.400]  然後我才去溫習
[00:14:53.400 --> 00:14:55.480]  這樣神都不喜悅我
