
[00:00:00.000 --> 00:00:02.440]   Amen, amen, awesome.
[00:08:46.120 --> 00:08:49.320]   Because when we're in a season, when we're in uncharted waters, when we're in a season
[00:08:49.320 --> 00:08:53.000]   where it's a little bit uncomfortable, we're out of our comfort zone, you're going to need
[00:08:53.000 --> 00:08:56.240]   both of these things at work in your life.
[00:08:56.240 --> 00:09:01.640]   You're going to need the stability of the Spirit of God working in these beautiful manifestations,
[00:09:01.640 --> 00:09:06.840]   working on the internal transformation that anchors you in a season where we're really
[00:09:06.840 --> 00:09:08.800]   relying on Him to lead us.
[00:09:08.800 --> 00:09:12.600]   We don't have a map, we have a guide, amen?
[00:09:12.600 --> 00:09:15.240]   And the guide is the Holy Spirit walking with us.
[00:09:15.240 --> 00:09:22.660]   And He wants to manifest His work in your life through the external and the internal.
[00:09:22.660 --> 00:09:28.280]   So my challenge for us here this morning is to not treat these things like an and/or,
[00:09:28.280 --> 00:09:30.280]   but to treat them like both/and.
[00:09:30.280 --> 00:09:32.040]   Now how do we do that?
[00:09:32.040 --> 00:09:34.200]   Well, I want to do two things with us.
[00:09:34.200 --> 00:09:40.280]   I want to first of all take us a little bit high up into a broad theological view of how
[00:09:40.280 --> 00:09:44.720]   Scripture provides for us a picture of the work of the Spirit.
[00:09:44.720 --> 00:09:47.600]   And I want to, if you will, not go into the depths of the details of it, but I want to
[00:09:47.600 --> 00:09:53.420]   kind of do an airline kind of flyover of what Genesis to Revelation shares to us about the
[00:09:53.420 --> 00:09:56.180]   ongoing work of the Spirit.
[00:09:56.180 --> 00:10:00.100]   And then from that place, I want to then take it and make it more personal for you.
[00:10:00.100 --> 00:10:04.240]   How the bigger picture, if you will, the broad narrative, actually then begins to speak to
[00:10:04.240 --> 00:10:06.280]   you personally in your context.
[00:10:06.280 --> 00:10:08.260]   And then after that, we're going to pray.
[00:10:08.260 --> 00:10:10.940]   And we are going to pray.
[00:10:10.940 --> 00:10:15.500]   And we're going to invite you to be brave, invite you to have some courage, invite you
[00:10:15.500 --> 00:10:18.580]   to wrestle with everything that I'm going to be teaching and speaking about over the
[00:10:18.580 --> 00:10:24.180]   next number of minutes, and then come forward and have someone lay their hands on you.
[00:10:24.180 --> 00:10:29.380]   And to see the manifestation and the internal work of the Spirit truly begin to take root
[00:10:29.380 --> 00:10:30.380]   in us.
[00:10:30.380 --> 00:10:31.380]   Amen?
[00:10:31.380 --> 00:10:32.380]   Can I pray for us?
[00:10:32.380 --> 00:10:38.140]   Father, we are so grateful for each person here and for the way you have formed and shaped
[00:10:38.140 --> 00:10:39.140]   them.
[00:10:39.140 --> 00:10:44.820]   We all recognize that we have our personal tastes, our biases, the things that we naturally
[00:10:44.820 --> 00:10:47.140]   lean towards when it comes to your work of the Spirit.
[00:10:47.140 --> 00:10:52.020]   Lord, I pray that as we open up the passages, as we look at the broader picture, Father,
[00:10:52.020 --> 00:10:57.300]   you would enable us to open our hearts and our minds to what else is there for us in
[00:10:57.300 --> 00:10:58.300]   this area.
[00:10:58.300 --> 00:10:59.980]   And we thank you for this in Jesus' name.
[00:10:59.980 --> 00:11:00.980]   Everyone says.
[00:11:00.980 --> 00:11:01.980]   Amen.
[00:11:01.980 --> 00:11:06.060]   I want to talk to you about the eight movements that the Spirit does through Scripture.
[00:11:06.060 --> 00:11:11.140]   There are eight predominant times where the Spirit does something significant to say something
[00:11:11.140 --> 00:11:13.700]   about Himself and about His work.
[00:11:13.700 --> 00:11:17.340]   And we're going to look at those eight things as a way of fully understanding His work.
[00:11:17.340 --> 00:11:22.260]   So the first is found right at the beginning of the Bible in Genesis 1 verse 2.
[00:11:22.260 --> 00:11:28.180]   And we explained in the first week of our series here at the Vine on the Holy Spirit,
[00:11:28.180 --> 00:11:34.060]   we talked about how the first time we're introduced to the Spirit is as a Spirit that's hovering
[00:11:34.060 --> 00:11:35.060]   over creation.
[00:11:35.060 --> 00:11:38.860]   I'm going to show you eight symbols to help illustrate these eight movements.
[00:11:38.860 --> 00:11:39.860]   So the first one, look at that.
[00:11:39.860 --> 00:11:40.860]   Isn't that brilliant?
[00:11:40.860 --> 00:11:43.620]   The Spirit hovering over creation.
[00:11:43.620 --> 00:11:49.340]   Now what we see in Genesis 1 and 2 is this perfect picture of the Spirit hovering over
[00:11:49.340 --> 00:11:54.100]   what the Bible describes as a formless void, a dark creation.
[00:11:54.100 --> 00:11:58.340]   And we said in week one that what the Spirit is doing in hovering over it is having this
[00:11:58.340 --> 00:12:06.200]   desire to take something that is formless, bring it into form, and then move it to fullness.
[00:12:06.200 --> 00:12:11.180]   This is the creative process that you see in Genesis 1 and Genesis 2.
[00:12:11.180 --> 00:12:15.780]   The Spirit, through the spoken word of God, takes things that are formless, gives them
[00:12:15.780 --> 00:12:21.660]   form, and then moves them towards their fullness, a place of shalom that God describes as very
[00:12:21.660 --> 00:12:22.660]   good.
[00:12:22.660 --> 00:12:27.860]   And so what we see, the first thing we learn about the Holy Spirit hovering over a formless,
[00:12:27.860 --> 00:12:33.540]   dark kind of void, and then bringing it into this beautiful creation, is that the Spirit's
[00:12:33.540 --> 00:12:38.940]   intent always is to take disorder and bring it to order.
[00:12:38.940 --> 00:12:40.500]   The Spirit is at work in that.
[00:12:40.500 --> 00:12:43.380]   We've been telling you a little bit about that over the last number of weeks, but that's
[00:12:43.380 --> 00:12:45.900]   the first movement of the Spirit.
[00:12:45.900 --> 00:12:49.500]   Our introduction to the Spirit is one who takes things that are disordered and moves
[00:12:49.500 --> 00:12:50.500]   it to order.
[00:12:50.500 --> 00:12:53.860]   And then we know what happens next, right?
[00:12:53.860 --> 00:12:56.740]   In Genesis 3, Adam and Eve decide to sin.
[00:12:56.740 --> 00:13:00.900]   And in their rebellion against what God had called them to do, a division takes place.
[00:13:00.900 --> 00:13:05.780]   They are actually, as part of that division, they are thrown out of the garden, which really
[00:13:05.780 --> 00:13:08.420]   was a biblical way of saying out of God's presence.
[00:13:08.420 --> 00:13:13.580]   So the Spirit was there, hovering over creation, taking things into its perfect order.
[00:13:13.580 --> 00:13:18.260]   Then sin takes place with humanity, and suddenly a divide comes between humanity and the Spirit
[00:13:18.260 --> 00:13:22.340]   of God, from humanity and the triune Godhead.
[00:13:22.340 --> 00:13:27.140]   And that division then basically becomes the movement of the rest of Scripture.
[00:13:27.140 --> 00:13:31.800]   The rest of Scripture is humanity going, "How do we get back to that relationship we had
[00:13:31.800 --> 00:13:34.820]   before sin was a reality?"
[00:13:34.820 --> 00:13:40.740]   And this division and the casting out of humanity from the presence of God becomes humanity's
[00:13:40.740 --> 00:13:41.740]   big focus.
[00:13:41.740 --> 00:13:45.660]   This is why, in Genesis 11, they build a tower to try to get back up to that presence.
[00:13:45.660 --> 00:13:50.180]   They think if they can just get back up to the heavens somewhere, then they can reconcile
[00:13:50.180 --> 00:13:51.980]   that Spirit and that presence.
[00:13:51.980 --> 00:13:53.420]   But that's not how God is going to do it.
[00:13:53.420 --> 00:13:56.940]   In fact, God comes and He breaks down that tower, and He basically says, "We're going
[00:13:56.940 --> 00:13:58.860]   to do this a different way."
[00:13:58.860 --> 00:14:03.180]   The next movement, therefore, of the Spirit that we see takes place in Exodus chapter
[00:14:03.180 --> 00:14:04.900]   three.
[00:14:04.900 --> 00:14:10.100]   Moses walking around suddenly sees a burning bush.
[00:14:10.100 --> 00:14:14.940]   The Spirit suddenly manifested beautifully in this burning bush, and Moses goes over
[00:14:14.940 --> 00:14:15.940]   to it.
[00:14:15.940 --> 00:14:16.940]   We know what happens, right?
[00:14:16.940 --> 00:14:22.580]   As he goes over to the burning bush, God calls out from the bush and says, "Moses, Moses,
[00:14:22.580 --> 00:14:27.820]   don't come any further forward, for the ground that you're standing on is what?
[00:14:27.820 --> 00:14:29.460]   Holy ground."
[00:14:29.460 --> 00:14:30.460]   Holy ground.
[00:14:30.460 --> 00:14:35.260]   Not that Moses was holy, not that the ground was some special kind of ground that was sacred
[00:14:35.260 --> 00:14:36.260]   and holy.
[00:14:36.260 --> 00:14:41.780]   No, it was the presence of God, the Spirit of God revealed once more towards humanity
[00:14:41.780 --> 00:14:44.300]   that became this holy space.
[00:14:44.300 --> 00:14:47.900]   When God says, "Take off your sandals and step onto this holy ground," what He's saying
[00:14:47.900 --> 00:14:50.180]   is, "I want to fill the flesh, Moses.
[00:14:50.180 --> 00:14:52.540]   I want to fill your flesh with My Spirit."
[00:14:52.540 --> 00:14:57.260]   There's going to be a communing again that was like what it was in the garden before.
[00:14:57.260 --> 00:15:02.780]   We want to commune now together because God is beginning to change and draw humanity back
[00:15:02.780 --> 00:15:04.500]   to Himself.
[00:15:04.500 --> 00:15:08.160]   So the starting point is that the Spirit is disordered, the order.
[00:15:08.160 --> 00:15:14.020]   The next thing is that He is holy, and that holiness, the holiness of God and the holiness
[00:15:14.020 --> 00:15:19.580]   of His Spirit becomes the way that humanity understands its separation from the Spirit.
[00:15:19.580 --> 00:15:23.700]   The next movement is that God then appears by His Spirit on a mountain, Mount Sinai,
[00:15:23.700 --> 00:15:25.820]   also a part of the Exodus narrative.
[00:15:25.820 --> 00:15:29.020]   And up on the mountain, something very special takes place.
[00:15:29.020 --> 00:15:31.620]   On the mountain, the law is given.
[00:15:31.620 --> 00:15:33.140]   The law is poured out.
[00:15:33.140 --> 00:15:34.140]   That's the Old Testament.
[00:15:34.140 --> 00:15:39.500]   First of all, the ten laws, the ten commandments, then eventually the Levitical law, all poured
[00:15:39.500 --> 00:15:44.660]   out through the power of the presence of the Spirit on a mountain, and only one person,
[00:15:44.660 --> 00:15:48.660]   Moses, is able to go up into that presence and see God face to face.
[00:15:48.660 --> 00:15:52.460]   So this one person goes up, sees God face to face, the law is given.
[00:15:52.460 --> 00:15:54.300]   And the law, this is the best way to understand it.
[00:15:54.300 --> 00:16:00.140]   The law is birthed by the Spirit to explain to us the character of God.
[00:16:00.140 --> 00:16:03.100]   Often when we think of the ten commandments, we think the ten commandments are basically
[00:16:03.100 --> 00:16:06.300]   a bunch of rules to make us live a boring life, right?
[00:16:06.300 --> 00:16:10.220]   Like a bunch of rules that we have to kind of adhere to or check up on a list just to
[00:16:10.220 --> 00:16:14.220]   make ourselves feel better or to think that we're going to be in some better relationship
[00:16:14.220 --> 00:16:15.220]   with God.
[00:16:15.220 --> 00:16:16.220]   But actually, that's not what the law was about.
[00:16:16.220 --> 00:16:22.780]   See, the law was actually about kind of communicating to humanity who God is.
[00:16:22.780 --> 00:16:26.740]   So when God says, "You will have no other God before me," He's explaining His character
[00:16:26.740 --> 00:16:30.160]   of loyalty and steadfastness.
[00:16:30.160 --> 00:16:33.980]   When He says, "You will not commit murder," what He's saying about Himself is, "I am a
[00:16:33.980 --> 00:16:35.980]   God of life.
[00:16:35.980 --> 00:16:40.740]   I am a God of giving, not a God of taking."
[00:16:40.740 --> 00:16:44.740]   So each of the laws represents some character of God that God is explaining, and it's the
[00:16:44.740 --> 00:16:47.500]   Spirit that births the character of God.
[00:16:47.500 --> 00:16:48.900]   Are you with this still so far?
[00:16:48.900 --> 00:16:50.180]   Is this okay?
[00:16:50.180 --> 00:16:52.060]   Okay, hang with me, hang with me.
[00:16:52.060 --> 00:16:53.060]   Here's the fourth one.
[00:16:53.060 --> 00:16:58.660]   "Then God instructs them to take the tablets and place them in a box," quite literally,
[00:16:58.660 --> 00:17:00.060]   the Ark of the Covenant.
[00:17:00.060 --> 00:17:04.340]   Now this is funny because so often as Christians we're trying to get the Spirit out of a box,
[00:17:04.340 --> 00:17:07.780]   but here at this moment God puts the Spirit in a box.
[00:17:07.780 --> 00:17:09.300]   Now why does He do this?
[00:17:09.300 --> 00:17:13.540]   It's because He wants the Spirit to be with His people.
[00:17:13.540 --> 00:17:18.460]   But because of sin, there still needs to be a barrier between God and His holiness and
[00:17:18.460 --> 00:17:19.800]   God's people.
[00:17:19.800 --> 00:17:25.940]   So He's placed within this box, and His presence now goes forward with His people.
[00:17:25.940 --> 00:17:29.500]   And because His presence is with His people, their character is there, the people are created
[00:17:29.500 --> 00:17:34.080]   and made holy, not because they were perfectly holy themselves, but because God's presence
[00:17:34.080 --> 00:17:35.460]   was amongst them.
[00:17:35.460 --> 00:17:38.260]   But it's in a box because there are boundaries.
[00:17:38.260 --> 00:17:42.500]   And if anybody was to open that box, if anyone was to carry that box in the wrong way, if
[00:17:42.500 --> 00:17:46.420]   anybody was to do something, then they would be kind of completely punished because that
[00:17:46.420 --> 00:17:51.180]   box was a sacred thing carrying the presence of God, and there was boundaries still between
[00:17:51.180 --> 00:17:53.100]   humanity and His presence.
[00:17:53.100 --> 00:17:56.780]   But He had drawn nearer.
[00:17:56.780 --> 00:17:59.180]   This becomes even more so when you see the next movement.
[00:17:59.180 --> 00:18:02.240]   The box then gets placed eventually into the temple.
[00:18:02.240 --> 00:18:05.580]   So David, Solomon, with the vision that they have for the temple and the construction of
[00:18:05.580 --> 00:18:10.100]   the temple, then the box placed in the heart of the temple itself.
[00:18:10.100 --> 00:18:13.800]   And as it's placed in there, it's placed in this place called the Holy of Holies.
[00:18:13.800 --> 00:18:18.380]   And the Holy of Holies was like the inner sanctum of where the Spirit of God was, where
[00:18:18.380 --> 00:18:21.180]   the Ten Commandments and the Ark of the Covenant sat.
[00:18:21.180 --> 00:18:24.780]   And in the Holy of Holies, it was separated again from the people with a large, thick
[00:18:24.780 --> 00:18:26.300]   curtain.
[00:18:26.300 --> 00:18:29.420]   And once again, only one person could go into the presence of God.
[00:18:29.420 --> 00:18:33.420]   And this was the priest once a year who had completely purified himself for that journey
[00:18:33.420 --> 00:18:35.140]   to go into God's presence.
[00:18:35.140 --> 00:18:39.300]   So there again, God's presence is with His people, but there's a boundary still that
[00:18:39.300 --> 00:18:44.700]   separates the holiness of God and His people themselves.
[00:18:44.700 --> 00:18:50.220]   As God's people are taken into exile because of their sin, and Assyria and Babylon come
[00:18:50.220 --> 00:18:55.020]   and do that and bring them into exile, the temple, the first temple is destroyed.
[00:18:55.020 --> 00:18:57.460]   And when the temple is destroyed, here's what happens to Israel.
[00:18:57.460 --> 00:19:00.940]   They're wondering about the Spirit, and they say, "Where is the Spirit?
[00:19:00.940 --> 00:19:02.620]   Where is the Spirit gone?
[00:19:02.620 --> 00:19:04.540]   Because of our brokenness and our sin, we're now in exile.
[00:19:04.540 --> 00:19:05.940]   The temple's been destroyed.
[00:19:05.940 --> 00:19:09.100]   God's presence has left us."
[00:19:09.100 --> 00:19:12.900]   And when 70 years later, they're actually released back, and Zerubbabel brings a group
[00:19:12.900 --> 00:19:15.520]   in the back to start to rebuild the temple.
[00:19:15.520 --> 00:19:17.180]   They want to rebuild the temple.
[00:19:17.180 --> 00:19:18.940]   They create the Holy of Holies again.
[00:19:18.940 --> 00:19:23.020]   The presence of God again falls amongst this curtain, but there's a change in the thinking
[00:19:23.020 --> 00:19:24.680]   of Israel at this point.
[00:19:24.680 --> 00:19:29.480]   And they think, "Look, every single time we try to restore our relationship with the presence
[00:19:29.480 --> 00:19:32.400]   and the Spirit of God, it doesn't seem to work.
