
[00:00:00.000 --> 00:00:03.000]   Best Christmas video ever!
[00:04:26.400 --> 00:04:28.860]   There's a noodle bar in this lounge, right?
[00:04:28.860 --> 00:04:32.560]   And there's like this Chinese guy behind the noodle bar, and he's making the noodles right
[00:04:32.560 --> 00:04:33.560]   there.
[00:04:33.560 --> 00:04:34.560]   It's like the most amazing thing.
[00:04:34.560 --> 00:04:36.000]   I sit down at the noodle bar.
[00:04:36.000 --> 00:04:41.240]   Immediately, this woman shows up, immaculately dressed with a glass of champagne.
[00:04:41.240 --> 00:04:43.400]   She gives me a glass of champagne.
[00:04:43.400 --> 00:04:49.280]   Then she tells me, "Hey, whilst you're here, if you'd like a massage, maybe get a haircut,
[00:04:49.280 --> 00:04:50.280]   just let us know.
[00:04:50.280 --> 00:04:51.680]   We're here at your service."
[00:04:51.680 --> 00:04:54.760]   And I'm like, this is the most amazing thing ever.
[00:04:54.760 --> 00:04:59.160]   As I'm sitting there with my glass of champagne, just sipping the high life, another person
[00:04:59.160 --> 00:05:00.240]   walks into the lounge.
[00:05:00.240 --> 00:05:01.240]   It's this woman.
[00:05:01.240 --> 00:05:05.880]   She's wearing the most beautiful designer-styled pantsuit that I've ever seen.
[00:05:05.880 --> 00:05:09.100]   She's pulling like Gucci designer luggage.
[00:05:09.100 --> 00:05:10.680]   She looks amazing.
[00:05:10.680 --> 00:05:15.720]   And I'm beginning to pull all the threads together of my experience, and I'm beginning
[00:05:15.720 --> 00:05:21.280]   to realize, kind of empty, noodle bar, could get a massage, sipping on a glass of champagne,
[00:05:21.280 --> 00:05:22.280]   designer luggage.
[00:05:22.280 --> 00:05:29.880]   I suddenly realize I'm sitting in the first class lounge, where I should not be, because
[00:05:29.880 --> 00:05:32.080]   I only have silver status.
[00:05:32.080 --> 00:05:35.640]   And silver, let me tell you, does not get you into first class.
[00:05:35.640 --> 00:05:39.600]   And so I'm sitting in the first class lounge, thinking to myself, "Hang on a sec.
[00:05:39.600 --> 00:05:46.440]   I'm having an existential crisis all of a sudden, because I have a decision to make."
[00:05:46.440 --> 00:05:51.040]   The first decision is, "Nobody knows that I'm not supposed to be here.
[00:05:51.040 --> 00:05:53.760]   I could just pretend that I'm supposed to be here.
[00:05:53.760 --> 00:05:57.480]   I could just get away with pretending that I'm like really rich."
[00:05:57.480 --> 00:06:00.900]   And this is great, because there's like levels of richness.
[00:06:00.900 --> 00:06:03.920]   And I realized that I was like wearing jeans and a baggy jumper.
[00:06:03.920 --> 00:06:07.560]   But if you are like super rich, you become like scruffy rich.
[00:06:07.560 --> 00:06:10.400]   Have you ever noticed like the people who are really...
[00:06:10.400 --> 00:06:13.960]   Like if you're only medium rich, then you have to wear the designer stuff to prove to
[00:06:13.960 --> 00:06:16.280]   everybody that you're rich.
[00:06:16.280 --> 00:06:19.440]   But when you're rich rich, you can be scruffy rich.
[00:06:19.440 --> 00:06:21.720]   You're so rich, you don't need to show off.
[00:06:21.720 --> 00:06:24.120]   You're just wearing jeans and a jumper, because you're that rich.
[00:06:24.120 --> 00:06:26.520]   So I'm like, "I'm going to be scruffy rich.
[00:06:26.520 --> 00:06:28.860]   I'm going to pull this off."
[00:06:28.860 --> 00:06:31.560]   And I'm sitting there, so I'm like, "I could try to get away with this."
[00:06:31.560 --> 00:06:36.040]   The other side of the question was, "Well, maybe I should admit that I'm a pastor, and
[00:06:36.040 --> 00:06:40.160]   I live in Hong Kong, and I am not qualified to be where I am right now."
[00:06:40.160 --> 00:06:44.040]   So I'm having this existential kind of dilemma, and I'm thinking, "It's probably going to
[00:06:44.040 --> 00:06:50.760]   take me about the time to drink a glass of champagne to make this decision."
[00:06:50.760 --> 00:06:55.880]   So as I'm sitting there sipping on my champagne, I get this knock on the shoulder, "Mr. Gardner,
[00:06:55.880 --> 00:07:01.040]   we're terribly sorry, but you're not flying first class today.
[00:07:01.040 --> 00:07:03.440]   I'm afraid you're in the wrong lounge.
[00:07:03.440 --> 00:07:06.960]   If you come with us, we will take you to the right lounge that you're supposed to be in."
[00:07:06.960 --> 00:07:12.080]   And so, I kid you not, they pick me up, and I have a cafe attendant on my left, a cafe
[00:07:12.080 --> 00:07:16.480]   attendant on my right, and they walk me out of the lounge.
[00:07:16.480 --> 00:07:19.800]   And as they're walking me out of the lounge, everybody in the lounge is going, "Yeah, yeah,
[00:07:19.800 --> 00:07:22.840]   I knew, I knew, I knew.
[00:07:22.840 --> 00:07:24.840]   That's not scruffy rich, that's just scruffy."
[00:07:24.840 --> 00:07:30.000]   It hurts, right?
[00:07:30.000 --> 00:07:33.660]   It feels weird when you're in a place that you shouldn't be, right?
[00:07:33.660 --> 00:07:36.940]   If you're in a place where you feel like you don't belong, that's not a very comfortable
[00:07:36.940 --> 00:07:38.420]   place to be.
[00:07:38.420 --> 00:07:39.420]   It's kind of challenging.
[00:07:39.420 --> 00:07:41.700]   It feels like you're a bit of an outcast.
[00:07:41.700 --> 00:07:44.500]   It feels like you're doing something wrong.
[00:07:44.500 --> 00:07:48.580]   It feels like you're not where you should be, and that's an uncomfortable feeling for
[00:07:48.580 --> 00:07:50.960]   us as human beings.
[00:07:50.960 --> 00:07:56.680]   And that kind of feeling was exactly how Mary and Joseph felt at that first Christmas.
[00:07:56.680 --> 00:08:00.660]   They had been in Nazareth, a place where they were comfortable.
[00:08:00.660 --> 00:08:04.340]   Nazareth, where there was a friendship and a community group around them.
[00:08:04.340 --> 00:08:05.580]   Nazareth, where they worked.
[00:08:05.580 --> 00:08:10.100]   They were working class people in a working class town, and that was comfortable for them.
[00:08:10.100 --> 00:08:12.580]   But because of the census, they then had to go to Bethlehem.
[00:08:12.580 --> 00:08:17.580]   Now I don't know if you know much about this, but Nazareth, as described in Scripture, is
[00:08:17.580 --> 00:08:19.500]   like nothing good ever comes from there.
[00:08:19.500 --> 00:08:20.820]   That's like a bad place.
[00:08:20.820 --> 00:08:25.220]   Bethlehem, however, just being right next to Jerusalem, was actually much more affluent,
[00:08:25.220 --> 00:08:26.460]   much more a better place.
[00:08:26.460 --> 00:08:30.680]   Now, it turns out that Joseph had relatives there, distant relatives, and because this
[00:08:30.680 --> 00:08:35.540]   census was happening, they had to uproot themselves and go to where they felt like they didn't
[00:08:35.540 --> 00:08:36.540]   belong.
[00:08:36.540 --> 00:08:38.760]   And it must have been really uncomfortable for them to go like, "Okay, we're going to
[00:08:38.760 --> 00:08:41.120]   show up in this small kind of town of Bethlehem."
[00:08:41.120 --> 00:08:45.540]   That's a lot more upmarket than what we're used to, but it's okay, Joseph, because you
[00:08:45.540 --> 00:08:49.440]   got family there, and I guess the family are going to welcome us, and it'll be okay.
[00:08:49.440 --> 00:08:53.040]   And they show up at Bethlehem, and the family don't welcome them.
[00:08:53.040 --> 00:08:57.980]   In fact, all of Joseph's distant relatives want nothing to do with the fact that Mary
[00:08:57.980 --> 00:09:03.340]   is a pregnant teenage girl and is not married with Joseph, and the shame that would come
[00:09:03.340 --> 00:09:06.420]   on them if they accepted them into their family.
[00:09:06.420 --> 00:09:10.440]   So all the doors were shut for them in Bethlehem.
[00:09:10.440 --> 00:09:14.020]   And so what happens for Mary and Joseph is they actually end up having to give birth
[00:09:14.020 --> 00:09:18.340]   in this thing, what the Bible says is a stable, but actually what it was, and I've been to
[00:09:18.340 --> 00:09:21.260]   Bethlehem and I've visited some of these things.
[00:09:21.260 --> 00:09:27.500]   They're like underground caves that were located under the houses in Bethlehem where the animals
[00:09:27.500 --> 00:09:30.060]   would go to keep warm during the winter.
[00:09:30.060 --> 00:09:35.660]   And it's in one of these dark and damp caves that Mary gives birth to Jesus.
[00:09:35.660 --> 00:09:41.660]   And this feeling of kind of not belonging, of being an outcast, is the central part of
[00:09:41.660 --> 00:09:43.620]   this Christmas story.
[00:09:43.620 --> 00:09:48.500]   It's kind of the entry point, if you will, into understanding what's happening in that
[00:09:48.500 --> 00:09:50.020]   moment.
[00:09:50.020 --> 00:09:53.660]   And perhaps you're sitting here today and this resonates a little bit with you.
[00:09:53.660 --> 00:09:58.340]   Because perhaps you're sitting here and you're like, "I kind of get that because I feel like
[00:09:58.340 --> 00:09:59.780]   that a lot.
[00:09:59.780 --> 00:10:03.540]   I feel like I'm a little bit of an outsider, a little bit of an outcast.
[00:10:03.540 --> 00:10:05.940]   I feel like sometimes I feel like I don't belong."
[00:10:05.940 --> 00:10:08.940]   Maybe some of you here, it's in your workplace.
[00:10:08.940 --> 00:10:11.540]   You kind of feel like you don't really belong in your workplace.
[00:10:11.540 --> 00:10:15.380]   You're not even sure how you kind of got there and you're not performing and you're not keeping
[00:10:15.380 --> 00:10:18.220]   up with everybody around you and it feels like you're going to get fired at some point
[00:10:18.220 --> 00:10:20.740]   soon and it feels awkward to you.
[00:10:20.740 --> 00:10:23.060]   We can feel like this in our families even.
[00:10:23.060 --> 00:10:25.860]   Some of us feel like a bit of an outcast in our families.
[00:10:25.860 --> 00:10:29.260]   Maybe we didn't receive the embrace and love and welcome with our parents that we were
[00:10:29.260 --> 00:10:30.260]   hoping to feel.
[00:10:30.260 --> 00:10:33.780]   And so family feels a bit strange for us.
[00:10:33.780 --> 00:10:35.420]   Maybe it's just a relationship you're in.
[00:10:35.420 --> 00:10:39.540]   It can impact many of us in many different ways.
[00:10:39.540 --> 00:10:44.780]   Perhaps you're here today in this room or in the overflow or online or in some part
[00:10:44.780 --> 00:10:49.020]   of this building because somebody invited you to come to church on Christmas Day and
[00:10:49.020 --> 00:10:53.100]   you're feeling a little bit out of place here in this moment.
[00:10:53.100 --> 00:10:55.660]   Maybe you feel like this is not a comfortable place for you.
[00:10:55.660 --> 00:11:00.500]   Maybe this is the very first time you've ever been in church and you're not sure what to
[00:11:00.500 --> 00:11:05.420]   expect and there's weird videos about bubble pop.
[00:11:05.420 --> 00:11:08.840]   And you're unsure about how to center yourself into this experience.
[00:11:08.840 --> 00:11:10.100]   Maybe your parents invited you.
[00:11:10.100 --> 00:11:12.140]   You've been dragged here as a kid.
[00:11:12.140 --> 00:11:16.900]   Or maybe you're a kid who's invited your parents and you parents are here in this moment.
[00:11:16.900 --> 00:11:17.980]   And it's not fitting for you.
[00:11:17.980 --> 00:11:19.380]   It doesn't feel super comfortable.
[00:11:19.380 --> 00:11:25.220]   Well, if you feel any way like that, whether here in this moment or in any part of your
[00:11:25.220 --> 00:11:31.140]   human experience, well, that's really good news for you because Christmas is exactly
[00:11:31.140 --> 00:11:33.820]   for people who feel that way.
[00:11:33.820 --> 00:11:37.740]   Christmas was actually designed for the people who felt that way.
[00:11:37.740 --> 00:11:41.140]   And trust me, I often feel that way.
[00:11:41.140 --> 00:11:44.460]   Christmas is therefore for you and for me.
[00:11:44.460 --> 00:11:50.180]   If Christmas says anything, it says all of us are invited.
[00:11:50.180 --> 00:11:52.060]   All of us belong.
[00:11:52.060 --> 00:11:57.060]   That there are not some lounges and some VIP access that gets us in.
[00:11:57.060 --> 00:12:00.100]   You are in.
[00:12:00.100 --> 00:12:02.460]   You are welcomed in.
[00:12:02.460 --> 00:12:05.020]   In fact, this is what the passage here says.
[00:12:05.020 --> 00:12:06.940]   Let me read you verses 10 and 11 again.
[00:12:06.940 --> 00:12:07.940]   I love this.
[00:12:07.940 --> 00:12:11.260]   This is the angel speaking over shepherds to say, "But the angel said to them, 'Do not
[00:12:11.260 --> 00:12:15.660]   be afraid, for I bring you good news of great joy that will be for all the people.
[00:12:15.660 --> 00:12:19.300]   For today in the town of David, a Savior has been born to you.
[00:12:19.300 --> 00:12:21.680]   He is the Christ, the Lord.'"
[00:12:21.680 --> 00:12:26.020]   These are beautiful verses because what's basically happening here is that the angels have shown
[00:12:26.020 --> 00:12:30.020]   up to shepherds to announce the arrival of Jesus.
[00:12:30.020 --> 00:12:36.900]   These are the first human beings that have ever heard about a literal life-changing moment
[00:12:36.900 --> 00:12:37.980]   that has taken place.
[00:12:37.980 --> 00:12:39.580]   They're the first people to hear.
[00:12:39.580 --> 00:12:40.580]   Think about this.
[00:12:40.580 --> 00:12:42.660]   The shepherds are the first to hear.
[00:12:42.660 --> 00:12:46.820]   Now, if you know anything about shepherds in the first century, this was not a highly
[00:12:46.820 --> 00:12:49.140]   sought-after job.
[00:12:49.140 --> 00:12:53.100]   Being a shepherd was...you became a shepherd either because you've kind of been passed
[00:12:53.100 --> 00:12:58.940]   it down over generations in your family or because you could not get any other job.
[00:12:58.940 --> 00:13:04.100]   You would choose to be a shepherd because shepherds lived in the outside of society.
[00:13:04.100 --> 00:13:09.060]   They spent a nomadic experience largely wandering around the Judean wilderness.
[00:13:09.060 --> 00:13:12.140]   When I visited Israel a few years ago, I went to Bethlehem.
[00:13:12.140 --> 00:13:17.000]   I experienced all of the kind of birth side, but then I also went outside of Bethlehem
[00:13:17.000 --> 00:13:19.540]   to see where these fields would have been.
[00:13:19.540 --> 00:13:23.780]   And literally, you get just outside of Bethlehem in the West Bank and you're into this Judean
[00:13:23.780 --> 00:13:28.020]   wilderness area, and that's where they would have wandered with their sheep.
[00:13:28.020 --> 00:13:31.940]   So these are people that live on their own away from everyone else.
[00:13:31.940 --> 00:13:35.500]   And they're doing that, if you had chosen this in the first century, because you didn't
[00:13:35.500 --> 00:13:37.740]   fit in anywhere else.
[00:13:37.740 --> 00:13:39.880]   You probably weren't welcomed where you were.
[00:13:39.880 --> 00:13:43.640]   Maybe you'd done something that had put you on the outside of society, whatever it was,
[00:13:43.640 --> 00:13:46.340]   but you're a shepherd because you don't fit.
[00:13:46.340 --> 00:13:47.340]   You're an outcast.
[00:13:47.340 --> 00:13:49.500]   You're on the outside of everything.
[00:13:49.500 --> 00:13:54.600]   You feel like you don't belong in Bethlehem or Jerusalem or whatever place, and so you've
[00:13:54.600 --> 00:13:58.140]   chosen a profession that keeps you away from everyone.
[00:13:58.140 --> 00:14:03.900]   And it's the shepherds, these that are on the outside who feel they don't belong, that
[00:14:03.900 --> 00:14:07.140]   God decides to make that announcement.
[00:14:07.140 --> 00:14:12.600]   Not to kings, queens, not to the emperor of Rome, not to the high flying, not to those
[00:14:12.600 --> 00:14:19.520]   in first class, but to those that are about as far away from it as possible, which should
[00:14:19.520 --> 00:14:21.360]   blow your mind.
[00:14:21.360 --> 00:14:27.540]   That in choosing the shepherds to be the first to understand or hear about the birth of Jesus,
[00:14:27.540 --> 00:14:31.020]   God was making a bold and audacious claim.
[00:14:31.020 --> 00:14:35.860]   He was saying, "What's about to happen in the birth and the life and the death and resurrection
[00:14:35.860 --> 00:14:43.460]   of Jesus is for those that need it the most, for the outcasts, for the broken, for the
[00:14:43.460 --> 00:14:49.980]   lonely, for the lost, for people just like you and me."
[00:14:49.980 --> 00:14:54.420]   That's the beauty of Christmas, that this wasn't a message that went out to the high
[00:14:54.420 --> 00:14:58.020]   flyers, the ones who thought they had earned that good news.
[00:14:58.020 --> 00:15:00.060]   No, this came out to everybody.
[00:15:00.060 --> 00:15:02.240]   Notice actually what it says in the passage.
[00:15:02.240 --> 00:15:05.420]   The angels declare this, "Hey, there's good news of great joy."
[00:15:05.420 --> 00:15:08.540]   Notice what they say, "For all the people."
[00:15:08.540 --> 00:15:09.540]   That's a beautiful thing.
[00:15:09.540 --> 00:15:10.580]   They say it's for all the people.
[00:15:10.580 --> 00:15:14.740]   They don't say, "This is good news for some."
[00:15:14.740 --> 00:15:20.140]   They don't say, "This is good news for those that feel like they've earned that good news."
[00:15:20.140 --> 00:15:25.180]   They say, "Hey, this is the good news for those that feel like they're worthy of it
[00:15:25.180 --> 00:15:27.980]   or those that happen to kind of hear it."
[00:15:27.980 --> 00:15:33.300]   Now the angels say, "This is good news for all the people, for everyone.
[00:15:33.300 --> 00:15:36.620]   For no matter how you might feel right now, it is good news.
[00:15:36.620 --> 00:15:39.620]   No matter what you've done in your past, it is good news.
[00:15:39.620 --> 00:15:43.020]   No matter what you might be doing right here and now, it is good news.
[00:15:43.020 --> 00:15:47.540]   No matter how hopeful you are for your future, how scared about for your future, no matter
[00:15:47.540 --> 00:15:51.980]   how broken your past has been, no matter what you might be wrestling with right now, the
[00:15:51.980 --> 00:15:55.900]   beautiful thing of Christmas, it's for everyone.
[00:15:55.900 --> 00:15:57.540]   Everyone gets invited.
[00:15:57.540 --> 00:15:58.740]   Everyone gets swept up.
[00:15:58.740 --> 00:16:01.820]   It's not trying to say, "These are the special people and these ones aren't," which is a
[00:16:01.820 --> 00:16:04.940]   very important message for us Christians.
[00:16:04.940 --> 00:16:05.940]   Hear this, church.
[00:16:05.940 --> 00:16:08.900]   If you are a Christian here in this place, you need to hear this.
[00:16:08.900 --> 00:16:13.660]   So often I think we Christians become arrogant about Christmas.
[00:16:13.660 --> 00:16:15.740]   We think Christmas is for us.
[00:16:15.740 --> 00:16:17.300]   Oh, yeah.
[00:16:17.300 --> 00:16:19.060]   Christmas is my holiday.
[00:16:19.060 --> 00:16:21.260]   Christmas is a Christian holiday.
[00:16:21.260 --> 00:16:22.260]   Christmas is for us.
[00:16:22.260 --> 00:16:24.780]   We are the ones that know about Jesus.
[00:16:24.780 --> 00:16:28.660]   When we walk into that store and it's playing carols, we know that that's actually speaking
[00:16:28.660 --> 00:16:29.660]   about Jesus.
[00:16:29.660 --> 00:16:30.660]   This is our holiday.
[00:16:30.660 --> 00:16:32.140]   We feel good about our holiday.
[00:16:32.140 --> 00:16:33.520]   Are you with me?
[00:16:33.520 --> 00:16:35.920]   We don't want to admit this, but we like this.
[00:16:35.920 --> 00:16:42.020]   We have this sort of thought in our head that Christmas is only for Christian.
[00:16:42.020 --> 00:16:46.380]   And the beautiful thing about the Christmas story is that the angels say, "No, no, no.
[00:16:46.380 --> 00:16:50.860]   This is not just for a certain select group of people who think they're better than others.
[00:16:50.860 --> 00:16:52.620]   This is for everyone."
[00:16:52.620 --> 00:16:57.780]   Christmas is a story that even the worst people, the poorest people, the down and outs, the
[00:16:57.780 --> 00:17:02.740]   outcasts, the ones who are struggling to make ends meet, this is what Christmas is about.
[00:17:02.740 --> 00:17:04.540]   Christmas is good news for all of those people.
[00:17:04.540 --> 00:17:08.540]   And yes, it's also good news for those that are already in first class.
[00:17:08.540 --> 00:17:10.980]   It's good news for us all.
[00:17:10.980 --> 00:17:16.100]   Christmas is good news for the person who's recently divorced, who's struggling with the
[00:17:16.100 --> 00:17:21.620]   pain and the hurt of their divorce and wondering if they'll ever find love again.
[00:17:21.620 --> 00:17:27.140]   Christmas is for the some 4,000 children who are currently in institutional care in Hong
[00:17:27.140 --> 00:17:32.560]   Kong right now, wondering if they'll ever find forever families.
[00:17:32.560 --> 00:17:37.460]   Christmas is for the prostitute who just a few blocks from here is going to have to sell
[00:17:37.460 --> 00:17:42.180]   her body today in order to make ends meet.
[00:17:42.180 --> 00:17:46.540]   Christmas is for the banker who's worried about their future because of the stock market
[00:17:46.540 --> 00:17:50.300]   and wondering whether they're going to keep their job in the new year.
[00:17:50.300 --> 00:17:55.100]   Christmas is for the refugee and the asylum seeker who's here in Hong Kong struggling
[00:17:55.100 --> 00:18:01.300]   because the system in our city does not give them dignity, justice, or love.
[00:18:01.300 --> 00:18:04.360]   Christmas is for you.
[00:18:04.360 --> 00:18:05.720]   For you.
[00:18:05.720 --> 00:18:10.340]   No matter what your background, no matter what you've done, no matter how you feel about
[00:18:10.340 --> 00:18:14.060]   yourself, whether you feel like you should be in relationship with God or whether you've
[00:18:14.060 --> 00:18:18.180]   not thought about God for years and someone's dragged you to church today, whatever it might
[00:18:18.180 --> 00:18:21.180]   be, Christmas is also for you.
[00:18:21.180 --> 00:18:25.200]   This is good news for all the people.
[00:18:25.200 --> 00:18:26.620]   And what is that good news?
[00:18:26.620 --> 00:18:27.620]   Notice what it says here.
[00:18:27.620 --> 00:18:31.420]   It says, this is the angels again, it says, "For in the town of David," that's talking
[00:18:31.420 --> 00:18:35.140]   about Bethlehem, "a Savior has been born to you."
[00:18:35.140 --> 00:18:36.140]   I love this.
[00:18:36.440 --> 00:18:40.740]   See, the angels don't say, "Hey, a child has been born to you."
[00:18:40.740 --> 00:18:44.820]   They don't say, "A really good human being has been born to you."
[00:18:44.820 --> 00:18:49.260]   They don't say, "A good moral thinker has been born to you."
[00:18:49.260 --> 00:18:54.540]   Nor do they say, "A great philosopher or a great human rights advocate has been born to
[00:18:54.540 --> 00:18:55.540]   you."
[00:18:55.540 --> 00:18:56.540]   They use a very important word.
[00:18:56.540 --> 00:18:59.660]   They say, "A Savior has been born to you."
[00:18:59.660 --> 00:19:04.540]   This word Savior in the original text and it's linked to the Old Testament as well,
[00:19:04.540 --> 00:19:09.540]   the name basically means those who liberate or the one who liberates or delivers.
[00:19:09.540 --> 00:19:13.700]   And the question we should ask is, what is it that we need deliberation or deliverance
[00:19:13.700 --> 00:19:14.700]   from?
[00:19:14.700 --> 00:19:17.220]   What do we need to be saved from?
