
[00:00:00.000 --> 00:00:03.000]  "早安,新年快樂"
[00:07:11.000 --> 00:07:18.000]  "所以我真的很想鼓勵你們"
[00:07:18.000 --> 00:07:20.000]  "參與這個禱告"
[00:07:20.000 --> 00:07:21.000]  "我們在做這個禱告"
[00:07:21.000 --> 00:07:23.000]  "身為一個教會的家庭"
[00:07:23.000 --> 00:07:32.000]  "我相信上帝會有很大的變化"
[00:07:32.000 --> 00:07:33.000]  "當人們去禱告"
[00:07:33.000 --> 00:07:35.000]  "當他們去祈禱"
[00:07:37.000 --> 00:07:38.000]  "這是很重要的"
[00:07:38.000 --> 00:07:39.000]  "很重大的"
[00:07:39.000 --> 00:07:40.000]  "在我們生命裡面"
[00:07:40.000 --> 00:07:41.000]  "在教會裡面去動的"
[00:07:41.000 --> 00:07:43.000]  "因為我們一起去做這件事情"
[00:07:43.000 --> 00:07:51.000]  "透過禁食祈禱"
[00:07:51.000 --> 00:07:52.000]  "我們可以踏入"
[00:07:52.000 --> 00:07:54.000]  "祂為我們預備的命定"
[00:07:54.000 --> 00:07:55.000]  "目的和使命"
[00:07:55.000 --> 00:08:01.000]  "當我和大家分享"
[00:08:01.000 --> 00:08:02.000]  "上帝在我心裡面"
[00:08:02.000 --> 00:08:03.000]  "想留下的印記"
[00:08:03.000 --> 00:08:04.000]  "去給大家聽"
[00:08:08.000 --> 00:08:09.000]  "有一天我就在這裡"
[00:08:09.000 --> 00:08:10.000]  "走回家"
[00:08:10.000 --> 00:08:17.000]  "一路走"
[00:08:17.000 --> 00:08:18.000]  "一路在敬拜上帝"
[00:08:18.000 --> 00:08:19.000]  "一路聽著那首歌"
[00:08:19.000 --> 00:08:23.000]  "有一個很厲害的詩歌"
[00:08:23.000 --> 00:08:28.000]  "當我一路在公園走的時候"
[00:08:28.000 --> 00:08:36.000]  "我突然感到上帝"
[00:08:36.000 --> 00:08:37.000]  "叫我說"
[00:08:37.000 --> 00:08:38.000]  "叫我跪下"
[00:08:38.000 --> 00:08:39.000]  "在公園那裡"
[00:08:39.000 --> 00:08:40.000]  "去公園那裡"
[00:08:40.000 --> 00:08:41.000]  "去敬拜上帝"
[00:08:41.000 --> 00:08:48.000]  "為什麼要我跪下?"
[00:08:48.000 --> 00:08:49.000]  "在這裡"
[00:08:49.000 --> 00:08:50.000]  "目的是用來做什麼?"
[00:08:50.000 --> 00:08:52.000]  "所以我就說不要"
[00:08:52.000 --> 00:08:55.000]  "我一路繼續在這裡走"
[00:08:55.000 --> 00:09:02.000]  "但是這個感受"
[00:09:02.000 --> 00:09:03.000]  "越來越強烈"
[00:09:03.000 --> 00:09:04.000]  "上帝真的想我在這裡"
[00:09:04.000 --> 00:09:05.000]  "跪下敬拜祂"
[00:09:07.000 --> 00:09:08.000]  "所以我就跪下了"
[00:09:08.000 --> 00:09:13.000]  "一路在這裡見著人流"
[00:09:13.000 --> 00:09:14.000]  "一路在這裡走"
[00:09:14.000 --> 00:09:15.000]  "我就一路在這裡敬拜"
[00:09:15.000 --> 00:09:20.000]  "過了一會兒的時候"
[00:09:20.000 --> 00:09:21.000]  "我感到我可以站起來了"
[00:09:21.000 --> 00:09:30.000]  "當我一路在這裡"
[00:09:30.000 --> 00:09:31.000]  "走回家的時候"
[00:09:31.000 --> 00:09:32.000]  "我就在這裡問神"
[00:09:32.000 --> 00:09:33.000]  "剛才發生的"
[00:09:33.000 --> 00:09:34.000]  "是為什麼呢?"
[00:09:36.000 --> 00:09:37.000]  "是不是這個公園"
[00:09:37.000 --> 00:09:38.000]  "有什麼特別"
[00:09:38.000 --> 00:09:39.000]  "你想我在這裡做的呢?"
[00:09:39.000 --> 00:09:50.000]  "你是不是在提醒我"
[00:09:50.000 --> 00:09:51.000]  "你所做的工作"
[00:09:51.000 --> 00:09:52.000]  "不單在教會裡面"
[00:09:52.000 --> 00:09:54.000]  "更加在教會以外的地方"
[00:09:54.000 --> 00:09:55.000]  "在街道上面呢?"
[00:09:55.000 --> 00:10:04.000]  "我也感受得到"
[00:10:04.000 --> 00:10:05.000]  "上帝想帶領我"
[00:10:05.000 --> 00:10:06.000]  "和一群人"
[00:10:06.000 --> 00:10:08.000]  "在這個公園裡面去敬拜祂"
[00:10:08.000 --> 00:10:13.000]  "我也想和大家說一句"
[00:10:13.000 --> 00:10:15.000]  "我不是經常有這樣的情況"
[00:10:15.000 --> 00:10:16.000]  "這一次是很特別的"
[00:10:16.000 --> 00:10:23.000]  "快轉到2024年的12月"
[00:10:23.000 --> 00:10:31.000]  "一個由Mathias組織的小組"
[00:10:31.000 --> 00:10:32.000]  "真的去了公園那裡"
[00:10:32.000 --> 00:10:34.000]  "一起去敬拜上帝"
[00:10:36.000 --> 00:10:39.000]  "當我們用廣東話和英文"
[00:10:39.000 --> 00:10:41.000]  "一起去唱歌敬拜的時候"
[00:10:41.000 --> 00:10:44.000]  "一路在那裡唱著"
[00:10:44.000 --> 00:10:45.000]  "Holy Forever"
[00:10:45.000 --> 00:10:50.000]  "突然之間"
[00:10:50.000 --> 00:10:52.000]  "有一群人加入我們一起唱歌"
[00:10:52.000 --> 00:10:58.000]  "他們在公園的"
[00:10:58.000 --> 00:11:00.000]  "另外一端的菲律賓姐姐"
[00:11:00.000 --> 00:11:01.000]  "他們就一起和我們"
[00:11:01.000 --> 00:11:02.000]  "敬拜上帝"
[00:11:02.000 --> 00:11:04.000]  "你看他們就在那裡了"
[00:11:06.000 --> 00:11:08.000]  "那是一個很強烈的時刻"
[00:11:08.000 --> 00:11:09.000]  "我們從來沒有遇到過"
[00:11:09.000 --> 00:11:11.000]  "我們在這裡敬拜上帝"
[00:11:11.000 --> 00:11:12.000]  "一起祈求上帝"
[00:11:12.000 --> 00:11:13.000]  "我們從來都沒有見過面"
[00:11:13.000 --> 00:11:14.000]  "但是就透過歌曲"
[00:11:14.000 --> 00:11:15.000]  "我們就在這裡"
[00:11:15.000 --> 00:11:17.000]  "一起去敬拜上帝"
[00:11:17.000 --> 00:11:18.000]  "真的是一個很有力量的畫面"
[00:11:18.000 --> 00:11:21.000]  "我們很被鼓勵"
[00:11:21.000 --> 00:11:26.000]  "所以我們一路在那裡祈禱"
[00:11:26.000 --> 00:11:27.000]  "一路在那裡走的時候"
[00:11:27.000 --> 00:11:32.000]  "我們想在那個公園"
[00:11:32.000 --> 00:11:33.000]  "和另外一些公園"
[00:11:33.000 --> 00:11:34.000]  "去做一些福音的工作"
[00:11:35.000 --> 00:11:36.000]  "當我們離開的時候"
[00:11:36.000 --> 00:11:37.000]  "有一個人坐在那裡"
[00:11:37.000 --> 00:11:39.000]  "一直在對著我"
[00:11:39.000 --> 00:11:40.000]  "當我在那裡做的時候"
[00:11:40.000 --> 00:11:42.000]  "其實我留意到有一個男人"
[00:11:42.000 --> 00:11:43.000]  "坐在不遠處"
[00:11:43.000 --> 00:11:45.000]  "一路在那裡看著我們"
[00:11:45.000 --> 00:11:46.000]  "其他人就先離開"
[00:11:46.000 --> 00:11:48.000]  "然後我就開始和他聊天"
[00:11:48.000 --> 00:11:49.000]  "其他人就先離開"
[00:11:49.000 --> 00:11:50.000]  "我就留在那裡"
[00:11:50.000 --> 00:11:51.000]  "和這個男子在那裡聊天"
[00:11:51.000 --> 00:11:53.000]  "當我和他聊天的時候"
[00:11:53.000 --> 00:11:54.000]  "他告訴我"
[00:11:54.000 --> 00:11:56.000]  "他在負責公園的工作"
[00:11:56.000 --> 00:11:57.000]  "當我和他聊天的時候"
[00:11:57.000 --> 00:11:59.000]  "他說這個牆是他看的"
[00:11:59.000 --> 00:12:02.000]  "我心想"
[00:12:02.000 --> 00:12:03.000]  "這到底是什麼意思?"
[00:12:03.000 --> 00:12:05.000]  "這是一個公園"
[00:12:05.000 --> 00:12:10.000]  "然後他告訴我"
[00:12:10.000 --> 00:12:11.000]  "他在負責的工作"
[00:12:11.000 --> 00:12:15.000]  "是一些黑暗和非法的工作"
[00:12:15.000 --> 00:12:19.000]  "我們可以繼續"
[00:12:19.000 --> 00:12:20.000]  "和他聊天"
[00:12:20.000 --> 00:12:21.000]  "我們一直在聊天"
[00:12:21.000 --> 00:12:22.000]  "關於上帝的事情"
[00:12:22.000 --> 00:12:23.000]  "他說"
[00:12:23.000 --> 00:12:24.000]  "讓我感受一下你的上帝"
[00:12:24.000 --> 00:12:25.000]  "讓我觸摸他"
[00:12:25.000 --> 00:12:26.000]  "介紹給我"
[00:12:26.000 --> 00:12:31.000]  "我心想"
[00:12:31.000 --> 00:12:32.000]  "這不是那麼簡單"
[00:12:34.000 --> 00:12:35.000]  "所以我希望我可以告訴你"
[00:12:35.000 --> 00:12:38.000]  "最後他接受了耶穌"
[00:12:38.000 --> 00:12:40.000]  "作為他的主人和救主"
[00:12:40.000 --> 00:12:46.000]  "但這還沒有發生過"
[00:12:46.000 --> 00:12:48.000]  "但我做了什麼"
[00:12:48.000 --> 00:12:49.000]  "我挑戰了他"
[00:12:49.000 --> 00:12:51.000]  "我說如果你向耶穌祈禱"
[00:12:51.000 --> 00:12:54.000]  "然後請祂顯現自己"
[00:12:54.000 --> 00:12:55.000]  "祂向你顯現自己"
[00:12:55.000 --> 00:12:56.000]  "你就會做到"
[00:13:03.000 --> 00:13:04.000]  "你會有真摯地遇到他"
[00:13:04.000 --> 00:13:18.000]  "現在在回望這個經歷"
[00:13:18.000 --> 00:13:19.000]  "我感覺到上帝"
[00:13:19.000 --> 00:13:21.000]  "在提升我們的視野"
[00:13:21.000 --> 00:13:22.000]  "想我們去看一些"
[00:13:22.000 --> 00:13:23.000]  "他要我們看到的東西"
[00:13:23.000 --> 00:13:29.000]  "他想我們"
[00:13:29.000 --> 00:13:30.000]  "在這個社區"
[00:13:30.000 --> 00:13:31.000]  "在這個地方裡面"
[00:13:31.000 --> 00:13:32.000]  "去看到人群"
[00:13:33.000 --> 00:13:34.000]  "在2025年"
[00:13:34.000 --> 00:13:37.000]  "上帝想帶領我們"
[00:13:37.000 --> 00:13:39.000]  "進入我們的工作室"
[00:13:39.000 --> 00:13:41.000]  "進入我們的家庭"
[00:13:41.000 --> 00:13:44.000]  "進入我們的鄰居"
[00:13:44.000 --> 00:13:47.000]  "他想向我們展示"
[00:13:47.000 --> 00:13:49.000]  "他想讓我們去愛"
[00:13:49.000 --> 00:13:50.000]  "去服務"
[00:13:50.000 --> 00:13:51.000]  "去照顧"
[00:13:51.000 --> 00:13:52.000]  "和分享宗教"
[00:14:04.000 --> 00:14:06.000]  "因為他已經在外面工作"
[00:14:06.000 --> 00:14:08.000]  "在城市和人民的生活中"
[00:14:08.000 --> 00:14:13.000]  "他想利用我們"
[00:14:13.000 --> 00:14:14.000]  "他的人民"
[00:14:14.000 --> 00:14:16.000]  "讓他們感受自由"
[00:14:16.000 --> 00:14:18.000]  "讓他們體驗舒適"
[00:14:18.000 --> 00:14:19.000]  "和關心"
[00:14:19.000 --> 00:14:20.000]  "和愛"
[00:14:20.000 --> 00:14:21.000]  "和療癒"
[00:14:21.000 --> 00:14:23.000]  "他想讓人民"
[00:14:23.000 --> 00:14:25.000]  "來認識耶穌"
[00:14:33.000 --> 00:14:34.000]  "他是安慰的"
[00:14:34.000 --> 00:14:35.000]  "能夠被得到安慰"
[00:14:35.000 --> 00:14:37.000]  "讓人可以重新回到他身邊"
[00:14:37.000 --> 00:14:50.000]  "所以他想我們"
[00:14:50.000 --> 00:14:52.000]  "進入他的心裡面"
[00:14:52.000 --> 00:14:54.000]  "去讓我們帶同這些訊息"
[00:14:54.000 --> 00:14:56.000]  "去發揮到這個社區當中"
[00:14:56.000 --> 00:15:00.000]  "那我們要做些什麼呢?"
[00:15:04.000 --> 00:15:05.000]  "怎樣才能夠"
[00:15:05.000 --> 00:15:06.000]  "被耶穌的憐憫"
[00:15:06.000 --> 00:15:07.000]  "去充滿感動"
[00:15:07.000 --> 00:15:08.000]  "充滿和感動"
[00:15:08.000 --> 00:15:10.000]  "去關心身邊的人"
[00:15:10.000 --> 00:15:12.000]  "和向他們分享福音呢?"
[00:15:12.000 --> 00:15:31.000]  "讓我和大家一起去看看"
[00:15:31.000 --> 00:15:32.000]  "《馬太福音》第九章"
[00:15:32.000 --> 00:15:34.000]  "這些章節常常"
[00:15:34.000 --> 00:15:36.000]  "都在我們心裡面出現"
[00:15:36.000 --> 00:15:38.000]  "是由門徒觀察耶穌的事工"
[00:15:38.000 --> 00:15:39.000]  "去到參與"
[00:15:39.000 --> 00:15:40.000]  "我們一起去看看"
[00:15:40.000 --> 00:15:42.000]  "第九章這些章節"
[00:15:42.000 --> 00:15:45.000]  "我們一起去看這個章節"
[00:15:45.000 --> 00:15:47.000]  "耶穌走遍各城各鄉"
[00:15:47.000 --> 00:15:49.000]  "在會堂裡教導人"
[00:15:49.000 --> 00:15:51.000]  "宣講天國的福音"
[00:15:51.000 --> 00:15:53.000]  "又醫治各樣的病症"
[00:15:53.000 --> 00:15:55.000]  "他看見一大群人"
[00:15:55.000 --> 00:15:57.000]  "就對他們動了慈心"
[00:15:57.000 --> 00:16:00.000]  "因為他們困苦無助"
[00:16:00.000 --> 00:16:02.000]  "與同樣沒有木人一樣"
[00:16:02.000 --> 00:16:04.000]  "於是他對門徒說"
[00:16:04.000 --> 00:16:06.000]  "要收的莊稼多"
[00:16:06.000 --> 00:16:08.000]  "做工的人少"
[00:16:08.000 --> 00:16:10.000]  "所以你們要求莊稼的主"
[00:16:10.000 --> 00:16:12.000]  "差遣做工的人出去"
[00:16:12.000 --> 00:16:14.000]  "收他的莊稼"
[00:16:14.000 --> 00:16:16.000]  "耶穌叫了十二個門徒來"
[00:16:16.000 --> 00:16:18.000]  "給他們權柄"
[00:16:18.000 --> 00:16:20.000]  "可以趕出污鬼"
[00:16:20.000 --> 00:16:22.000]  "並醫治各樣的病症"
[00:16:22.000 --> 00:16:24.000]  "這十二使徒的名字如下"
[00:16:24.000 --> 00:16:26.000]  "第一是西門有名彼得"
[00:16:26.000 --> 00:16:28.000]  "榮有他的弟弟安德烈"
[00:16:28.000 --> 00:16:30.000]  "西比太的兒子雅各"
[00:16:30.000 --> 00:16:32.000]  "和雅各的弟弟約翰"
[00:16:32.000 --> 00:16:34.000]  "肥力和巴多羅邁"
[00:16:34.000 --> 00:16:37.000]  "多瑪和瑞利瑪泰"
[00:16:37.000 --> 00:16:41.000]  "阿肋斐的兒子雅各和達泰"
[00:16:41.000 --> 00:16:43.000]  "激進黨的西門"
[00:16:43.000 --> 00:16:45.000]  "和出賣耶穌的加略人猶大"
[00:16:45.000 --> 00:16:49.000]  "耶穌差遣這十二個人出去"
[00:16:59.000 --> 00:17:00.000]  當我們去探討
[00:17:00.000 --> 00:17:02.000]  如何在二零二五年
[00:17:02.000 --> 00:17:04.000]  如何可以被耶穌的憐憫
[00:17:04.000 --> 00:17:06.000]  去充滿和感動的時候
[00:17:06.000 --> 00:17:07.000]  有兩樣東西很重要
[00:17:07.000 --> 00:17:08.000]  想和大家分享的
[00:17:08.000 --> 00:17:10.000]  第一就是用眼睛去看
[00:17:10.000 --> 00:17:12.000]  用心去感受
[00:17:12.000 --> 00:17:14.000]  第二就是用耶穌的眼光去看
[00:17:29.000 --> 00:17:31.000]  在第三十六節他說
[00:17:31.000 --> 00:17:33.000]  他看見一大群人
[00:17:33.000 --> 00:17:35.000]  就對他們動了持心
[00:17:35.000 --> 00:17:37.000]  因為他們困苦無助
[00:17:37.000 --> 00:17:40.000]  如同羊沒有牧羊人一樣
[00:17:40.000 --> 00:17:49.000]  耶穌用了牧羊人和羊
[00:17:49.000 --> 00:17:50.000]  這個比喻去形容
[00:17:50.000 --> 00:17:52.000]  祂所見到的東西
[00:17:59.000 --> 00:18:01.000]  但他在說那是不可能的
[00:18:01.000 --> 00:18:02.000]  他們在做這件事是失敗的
[00:18:02.000 --> 00:18:04.000]  羊被騷擾
[00:18:04.000 --> 00:18:06.000]  被迷失
[00:18:06.000 --> 00:18:08.000]  他們在遭受壓迫
[00:18:08.000 --> 00:18:09.000]  有很多痛苦
[00:18:09.000 --> 00:18:10.000]  有難度
[00:18:10.000 --> 00:18:11.000]  有挑戰
[00:18:11.000 --> 00:18:13.000]  這就是耶穌所見到的
[00:18:13.000 --> 00:18:15.000]  這個比喻其實是很普遍的
[00:18:15.000 --> 00:18:16.000]  在當時的時候裏面
[00:18:16.000 --> 00:18:18.000]  而耶穌就用這個比喻去說
[00:18:18.000 --> 00:18:19.000]  在聖經裏面
[00:18:19.000 --> 00:18:21.000]  特別是《先知書》用這個比喻
[00:18:21.000 --> 00:18:24.000]  去譴責以色列的宗教領袖
[00:18:24.000 --> 00:18:26.000]  他們沒有盡到做牧羊人的責任
[00:18:26.000 --> 00:18:28.000]  因為這些羊是困苦的
[00:18:28.000 --> 00:18:29.000]  是無助的
[00:18:29.000 --> 00:18:30.000]  是迷失的
[00:18:30.000 --> 00:18:40.000]  耶穌也看到當時的宗教領袖
[00:18:40.000 --> 00:18:42.000]  他們做得很差勁
[00:18:42.000 --> 00:18:43.000]  他們沒有盡到自己的本分
[00:18:43.000 --> 00:18:52.000]  但我們看到耶穌對他們有憐憫
[00:18:56.000 --> 00:18:59.000]  因為祂擺在一個能夠看到這群人的位置上
[00:18:59.000 --> 00:19:06.000]  這也是我們的開始步
[00:19:06.000 --> 00:19:07.000]  我們要看到我們身邊的人
[00:19:07.000 --> 00:19:19.000]  我們不是單單說肉體上眼睛的看見
[00:19:19.000 --> 00:19:21.000]  而是心靈上的能夠看到
[00:19:27.000 --> 00:19:28.000]  去到分辨得出
[00:19:28.000 --> 00:19:31.000]  每個人的屬靈的狀態和情況是怎樣
[00:19:31.000 --> 00:19:38.000]  所以要問的問題就是
[00:19:38.000 --> 00:19:40.000]  我們有沒有將自己擺在一個
[00:19:40.000 --> 00:19:42.000]  能夠看到別人的位置上
[00:19:42.000 --> 00:19:49.000]  耶穌做到這件事
[00:19:49.000 --> 00:19:51.000]  因為祂周圍去跟人聊天
[00:19:51.000 --> 00:19:52.000]  去到認識不同的人
[00:19:56.000 --> 00:19:58.000]  然後他心裏面就充滿了憐憫
[00:19:58.000 --> 00:20:04.000]  憐憫和可憐是不一樣的
[00:20:04.000 --> 00:20:08.000]  不是說我很可憐
[00:20:08.000 --> 00:20:09.000]  然後我就繼續走
[00:20:09.000 --> 00:20:19.000]  而憐憫就是進入他們的生命裏面
[00:20:19.000 --> 00:20:20.000]  他們的狀況裏面
[00:20:20.000 --> 00:20:22.000]  然後感受到之後就做一些事
[00:20:27.000 --> 00:20:29.000]  耶穌進入這些充滿狀況
[00:20:29.000 --> 00:20:31.000]  充滿挑戰的處境當中
[00:20:31.000 --> 00:20:32.000]  然後他就做一些事
[00:20:32.000 --> 00:20:39.000]  他進入他們的實體的生活狀況
[00:20:39.000 --> 00:20:40.000]  生病當中
[00:20:40.000 --> 00:20:41.000]  然後就醫治他們
[00:20:41.000 --> 00:20:49.000]  他進入他們的心靈的狀態裏面
[00:20:49.000 --> 00:20:50.000]  拿走他們的羞恥
[00:20:50.000 --> 00:20:51.000]  然後安慰他們
[00:20:57.000 --> 00:20:59.000]  他進入他們的屬靈的狀態當中
[00:20:59.000 --> 00:21:00.000]  他赦免他們的罪
[00:21:00.000 --> 00:21:02.000]  然後讓他們得到釋放
[00:21:02.000 --> 00:21:14.000]  這些全是因為他先被
[00:21:14.000 --> 00:21:16.000]  觸動先被
[00:21:16.000 --> 00:21:18.000]  去到對方心裏面
[00:21:18.000 --> 00:21:19.000]  去到他心裏面
[00:21:19.000 --> 00:21:21.000]  然後讓他們得到釋放
[00:21:26.000 --> 00:21:27.000]  然後感動
[00:21:27.000 --> 00:21:28.000]  然後再做一些事
[00:21:28.000 --> 00:21:33.000]  而我覺得這一點
[00:21:33.000 --> 00:21:35.000]  對我們2025年非常重要
[00:21:35.000 --> 00:21:46.000]  因為耶穌沒有遠離我們的痛苦
[00:21:46.000 --> 00:21:48.000]  反而是親近我們
[00:21:57.000 --> 00:22:01.000]  這件事其中一樣很重要的
[00:22:01.000 --> 00:22:03.000]  就是可能這間房裏面
[00:22:03.000 --> 00:22:04.000]  有些人感受到
[00:22:04.000 --> 00:22:06.000]  他自己去傷痛
[00:22:06.000 --> 00:22:07.000]  很困難
[00:22:07.000 --> 00:22:08.000]  但是上帝告訴你
[00:22:08.000 --> 00:22:09.000]  他想親近你
[00:22:09.000 --> 00:22:10.000]  願意與你同在
[00:22:10.000 --> 00:22:15.000]  他想在你的生命裏面開始工作
[00:22:15.000 --> 00:22:25.000]  他沒有離開你
[00:22:25.000 --> 00:22:26.000]  他關心你
[00:22:26.000 --> 00:22:27.000]  他想與你同在
[00:22:27.000 --> 00:22:29.000]  他很想知道你生命裏面的一切
[00:22:29.000 --> 00:22:35.000]  他對你是充滿憐憫的
[00:22:35.000 --> 00:22:49.000]  他不單止對你充滿憐憫
[00:22:49.000 --> 00:22:52.000]  也對我們身邊的人充滿憐憫
[00:22:55.000 --> 00:22:57.000]  他邀請我們去打開我們的心
[00:22:57.000 --> 00:23:06.000]  進入一個更深的狀況當中
[00:23:06.000 --> 00:23:08.000]  去和他一起去看看
[00:23:08.000 --> 00:23:10.000]  這個世界發生了什麼事
[00:23:10.000 --> 00:23:22.000]  他不想我們去遠離這個世界
[00:23:22.000 --> 00:23:25.000]  反而想我們和他一樣
[00:23:25.000 --> 00:23:27.000]  去親近世界上的人
[00:23:27.000 --> 00:23:29.000]  去進入他們的生命當中
[00:23:29.000 --> 00:23:43.000]  如果我們想服侍這個城市的話
[00:23:43.000 --> 00:23:45.000]  想陪這些人一起的話
[00:23:45.000 --> 00:23:47.000]  我們就要打開我們的心
[00:23:47.000 --> 00:23:49.000]  容許這些生命
[00:23:49.000 --> 00:23:52.000]  這些傷痛去移動我們
[00:23:52.000 --> 00:23:54.000]  容許上帝透過他的靈
