
[00:00:00.000 --> 00:00:02.000]  謝謝Chapman
[00:06:12.000 --> 00:06:14.000]  其實都是講一位姐妹
[00:06:14.000 --> 00:06:18.000]  她經歷耶穌醫治的故事
[00:06:18.000 --> 00:06:20.000]  我們看看《馬太福音》第五章
[00:06:20.000 --> 00:06:22.000]  二十五節開始
[00:06:22.000 --> 00:06:26.000]  有一個女人患了經血不止的病
[00:06:26.000 --> 00:06:28.000]  有二十年
[00:06:28.000 --> 00:06:32.000]  在很多醫生的手裡受了很多苦
[00:06:32.000 --> 00:06:35.000]  又花盡了她所有
[00:06:35.000 --> 00:06:37.000]  一點也不見好
[00:06:37.000 --> 00:06:40.000]  反而更加重
[00:06:40.000 --> 00:06:44.000]  故事發生在猶太聚居的地方
[00:06:44.000 --> 00:06:47.000]  女性在當時的猶太社會裡
[00:06:47.000 --> 00:06:48.000]  她在那個群體裡
[00:06:48.000 --> 00:06:51.000]  她本身的地位已經比較低微
[00:06:51.000 --> 00:06:53.000]  在猶太文化裡
[00:06:53.000 --> 00:06:55.000]  女性經期來的那段時間
[00:06:55.000 --> 00:06:57.000]  她是被視為不潔的
[00:06:57.000 --> 00:07:02.000]  她們不被允許進行任何宗教活動
[00:07:02.000 --> 00:07:03.000]  經文提到
[00:07:03.000 --> 00:07:05.000]  這位女士
[00:07:05.000 --> 00:07:07.000]  她是一個經血不止的女人
[00:07:07.000 --> 00:07:10.000]  代表她長期被視為不潔
[00:07:10.000 --> 00:07:12.000]  她是被不尊重
[00:07:12.000 --> 00:07:14.000]  她是被不接納
[00:07:14.000 --> 00:07:16.000]  她長期是一個這樣的狀態
[00:07:16.000 --> 00:07:19.000]  她就像當時患了大麻瘋的女人一樣
[00:07:19.000 --> 00:07:21.000]  大家都是避而遠之
[00:07:21.000 --> 00:07:22.000]  看到她也要走開一點
[00:07:22.000 --> 00:07:24.000]  因為她不潔
[00:07:24.000 --> 00:07:25.000]  經血不止
[00:07:25.000 --> 00:07:27.000]  也代表她沒有生殖的能力
[00:07:27.000 --> 00:07:29.000]  一個沒有生育能力的女人
[00:07:29.000 --> 00:07:32.000]  在當時的猶太社會來說
[00:07:32.000 --> 00:07:34.000]  不只是缺陷
[00:07:34.000 --> 00:07:35.000]  她可能是說
[00:07:35.000 --> 00:07:38.000]  她連生存的價值都很缺乏
[00:07:38.000 --> 00:07:40.000]  她花盡了她所有的一切
[00:07:40.000 --> 00:07:41.000]  她沒有好轉
[00:07:41.000 --> 00:07:43.000]  反而更加嚴重
[00:07:43.000 --> 00:07:47.000]  她可能已經到了一個非常絕望的地步
[00:07:47.000 --> 00:07:49.000]  她經歷了12年的折磨
[00:07:49.000 --> 00:07:51.000]  一次又一次地失望
[00:07:51.000 --> 00:07:53.000]  她花盡的不只是金錢
[00:07:53.000 --> 00:07:55.000]  她花盡了她的時間
[00:07:55.000 --> 00:07:56.000]  她花盡了她的心血
[00:07:56.000 --> 00:07:58.000]  她花盡了她的心力
[00:07:58.000 --> 00:07:59.000]  她被藐視
[00:07:59.000 --> 00:08:00.000]  被排斥
[00:08:00.000 --> 00:08:02.000]  被邊緣化
[00:08:02.000 --> 00:08:03.000]  那種孤單
[00:08:03.000 --> 00:08:04.000]  那種無助
[00:08:04.000 --> 00:08:08.000]  只有她自己一個去面對
[00:08:08.000 --> 00:08:10.000]  經文沒有記載她本身是否信神
[00:08:10.000 --> 00:08:12.000]  但是如果她信神
[00:08:12.000 --> 00:08:16.000]  她可能對她信的神已經完全失去信心
[00:08:16.000 --> 00:08:17.000]  12年的折磨
[00:08:17.000 --> 00:08:21.000]  說三年又三年又三年又三年
[00:08:21.000 --> 00:08:26.000]  可能她連開口去邀請一個跟她曾經同行的人為她祈禱
[00:08:26.000 --> 00:08:29.000]  她會覺得不好意思
[00:08:29.000 --> 00:08:31.000]  我只能幻想到的是
[00:08:31.000 --> 00:08:32.000]  她可以做的
[00:08:32.000 --> 00:08:37.000]  可能就是接受自己這個命運
[00:08:37.000 --> 00:08:43.000]  唯有接受這是她自己人生的命定
[00:08:43.000 --> 00:08:45.000]  她就是這樣
[00:08:45.000 --> 00:08:47.000]  以前可能曾經有過夢想
[00:08:47.000 --> 00:08:50.000]  曾經可能盼望過有理想的一些生活方式
[00:08:50.000 --> 00:08:56.000]  曾經可能期待過將來會有一些美好的事情在自己的生活裡面
[00:08:56.000 --> 00:08:59.000]  但可能她最終只能說一句
[00:08:59.000 --> 00:09:04.000]  這些機會不是屬於我的
[00:09:04.000 --> 00:09:09.000]  她只能留在一個沒有人見到她
[00:09:09.000 --> 00:09:12.000]  沒有人見到她的一個角落裡面
[00:09:12.000 --> 00:09:14.000]  一直在等待時間的過去
[00:09:14.000 --> 00:09:19.000]  一直在等待過渡她的餘生
[00:09:19.000 --> 00:09:23.000]  不知道大家在各種困難的過程當中
[00:09:23.000 --> 00:09:27.000]  有多少會連接到你那種無助
[00:09:27.000 --> 00:09:29.000]  你那種失望
[00:09:29.000 --> 00:09:34.000]  你那種覺得這個可能就是自己的命運
[00:09:34.000 --> 00:09:35.000]  這個故事的女人病了
[00:09:35.000 --> 00:09:37.000]  她病得很重
[00:09:37.000 --> 00:09:39.000]  因為她在身體上病了
[00:09:39.000 --> 00:09:41.000]  因為她在情緒上病了
[00:09:41.000 --> 00:09:43.000]  因為她在社交的生活上病了
[00:09:43.000 --> 00:09:48.000]  因為她的屬靈生命都病了
[00:09:48.000 --> 00:09:50.000]  這個故事記載在福音書裡面
[00:09:50.000 --> 00:09:54.000]  相信不只是因為這個女人有一個很特別的病
[00:09:54.000 --> 00:10:00.000]  也不是因為她有一個特別悲慘的生活的故事
[00:10:00.000 --> 00:10:03.000]  這個世界上仍然有很多人有很多不同的病
[00:10:03.000 --> 00:10:06.000]  生活在不同的困苦困難當中
[00:10:06.000 --> 00:10:09.000]  但是這個故事被記載在聖經裡面
[00:10:09.000 --> 00:10:12.000]  是因為她之後有出人意表的發展
[00:10:12.000 --> 00:10:14.000]  我們繼續看看
[00:10:17.000 --> 00:10:20.000]  她聽見耶穌的事就夾在人群的中間
[00:10:20.000 --> 00:10:23.000]  從後面來摸耶穌的衣裳
[00:10:23.000 --> 00:10:26.000]  她想只要我摸到他的衣裳
[00:10:26.000 --> 00:10:28.000]  我就會痊癒了
[00:10:28.000 --> 00:10:31.000]  於是她流血立即停止住
[00:10:31.000 --> 00:10:35.000]  她覺得自己身上的疾病治好了
[00:10:35.000 --> 00:10:40.000]  一個在這麼坎坷的處境裡面的人
[00:10:40.000 --> 00:10:45.000]  當她聽到有一個能夠有權柄去醫治人的耶穌
[00:10:45.000 --> 00:10:47.000]  大家要記得
[00:10:47.000 --> 00:10:49.000]  經文裡面曾經說過
[00:10:49.000 --> 00:10:53.000]  她用盡所有的方法去醫治
[00:10:53.000 --> 00:10:54.000]  去尋求協助
[00:10:54.000 --> 00:10:55.000]  在十二年裡面
[00:10:55.000 --> 00:10:57.000]  可能她曾經也遇過一些
[00:10:57.000 --> 00:11:00.000]  聲稱自己能夠神跡醫治的神棍
[00:11:00.000 --> 00:11:02.000]  但是這裡記載的是
[00:11:02.000 --> 00:11:05.000]  她仍然選擇夾在人群的當中
[00:11:05.000 --> 00:11:08.000]  只求摸一摸耶穌的衣衫
[00:11:08.000 --> 00:11:12.000]  她希望藉此可以得到醫治
[00:11:12.000 --> 00:11:13.000]  在這個女人的裡面
[00:11:13.000 --> 00:11:17.000]  我們看到的是她對生命的不放棄的精神
[00:11:17.000 --> 00:11:18.000]  她沒有放棄
[00:11:18.000 --> 00:11:21.000]  哪怕她看到的只是一絲絲的希望
[00:11:21.000 --> 00:11:24.000]  一絲很少很少的曙光
[00:11:24.000 --> 00:11:28.000]  她不是渴求耶穌在人群當中停在那裡
[00:11:28.000 --> 00:11:30.000]  然後特別按手為她祈禱去醫治
[00:11:30.000 --> 00:11:34.000]  她只是用最卑微的想法
[00:11:34.000 --> 00:11:39.000]  最卑微的身份去換取一份的恩典和憐憫
[00:11:39.000 --> 00:11:40.000]  結果這個最少
[00:11:40.000 --> 00:11:41.000]  人眼中最微小的
[00:11:41.000 --> 00:11:47.000]  在耶穌的眼中卻視為最大最大的信心
[00:11:47.000 --> 00:11:53.000]  這份信心是建基於她對生命的不放棄和堅持
[00:11:53.000 --> 00:12:02.000]  這份信心是建基於她對生命的不放棄和堅持
[00:12:02.000 --> 00:12:04.000]  我們繼續看經文
[00:12:04.000 --> 00:12:07.000]  耶穌頓時心裡覺得有能力從自己身上出去
[00:12:07.000 --> 00:12:09.000]  就在眾人中間轉過來
[00:12:09.000 --> 00:12:11.000]  說誰摸我的衣裳
[00:12:11.000 --> 00:12:12.000]  門徒對他說
[00:12:12.000 --> 00:12:14.000]  你看眾人擠擁著你
[00:12:14.000 --> 00:12:16.000]  你還說誰摸我
[00:12:16.000 --> 00:12:18.000]  耶穌四處看
[00:12:18.000 --> 00:12:20.000]  要看到做這件事的女人
[00:12:20.000 --> 00:12:24.000]  那個女人知道在自己身上所做的一切事情
[00:12:24.000 --> 00:12:25.000]  她就驚恐戰警
[00:12:25.000 --> 00:12:27.000]  來匍匐在耶穌的筋前
[00:12:27.000 --> 00:12:30.000]  將實情全部告訴耶穌
[00:12:30.000 --> 00:12:31.000]  耶穌對她說
[00:12:31.000 --> 00:12:34.000]  女兒,你的信救了你
[00:12:34.000 --> 00:12:36.000]  平安地回去吧
[00:12:36.000 --> 00:12:38.000]  你的疾病痊癒了
[00:12:38.000 --> 00:12:41.000]  上星期我們說過
[00:12:41.000 --> 00:12:44.000]  醫治的原文
[00:12:44.000 --> 00:12:46.000]  希臘原文是social
[00:12:46.000 --> 00:12:50.000]  痊癒也是這個字
[00:12:50.000 --> 00:12:52.000]  在第十八節中
[00:12:52.000 --> 00:12:56.000]  痊癒這個social是一個被動式
[00:12:56.000 --> 00:12:58.000]  字面的意思是
[00:12:58.000 --> 00:13:01.000]  我將要被動地得醫治
[00:13:01.000 --> 00:13:03.000]  換句話可以這樣說
[00:13:03.000 --> 00:13:06.000]  那個女人自己沒有想過在醫治過程當中
[00:13:06.000 --> 00:13:08.000]  她自己能夠有什麼貢獻
[00:13:08.000 --> 00:13:12.000]  她只是一個很被動的object
[00:13:12.000 --> 00:13:14.000]  或者一個subject,object,object
[00:13:14.000 --> 00:13:19.000]  她是被醫治的一個個體
[00:13:19.000 --> 00:13:21.000]  我們又看看三十四節
[00:13:21.000 --> 00:13:23.000]  三十四節原文的social
[00:13:23.000 --> 00:13:26.000]  就不是在和修本裏面
[00:13:26.000 --> 00:13:28.000]  這個和修本在哪裏
[00:13:28.000 --> 00:13:30.000]  這個痊癒
[00:13:30.000 --> 00:13:34.000]  而是前面這個救了你
[00:13:34.000 --> 00:13:37.000]  這個才是social的字根在當中
[00:13:37.000 --> 00:13:40.000]  我們看看《環球聖經》的譯本
[00:13:40.000 --> 00:13:41.000]  《環球聖經》的譯本
[00:13:41.000 --> 00:13:48.000]  它將這個social譯成使你痊癒
[00:13:48.000 --> 00:13:50.000]  這個字面的意思是
[00:13:50.000 --> 00:13:55.000]  某人或某時已經主動地被某人施以拯救
[00:13:55.000 --> 00:13:57.000]  施以醫治
[00:13:57.000 --> 00:13:58.000]  這個挺有趣的
[00:13:58.000 --> 00:14:00.000]  在希臘文裏面我們會看到不同的tenses
[00:14:00.000 --> 00:14:02.000]  它在表達不同的東西
[00:14:02.000 --> 00:14:07.000]  某人某時已經主動地被某人施行醫治
[00:14:07.000 --> 00:14:08.000]  這裏我想指出的是甚麼呢
[00:14:08.000 --> 00:14:09.000]  我想指出的是
[00:14:09.000 --> 00:14:12.000]  那位血流的女人本身只是有一絲的盼望
[00:14:12.000 --> 00:14:16.000]  自己能夠僥倖地幸運地得到醫治
[00:14:16.000 --> 00:14:20.000]  但是耶穌卻要指出那個女人之所以被醫治
[00:14:20.000 --> 00:14:23.000]  是因為她首先有一個信心的行動
[00:14:23.000 --> 00:14:25.000]  是在絕望的處境當中
[00:14:25.000 --> 00:14:28.000]  她仍然選擇不放棄她的生命
[00:14:28.000 --> 00:14:33.000]  主動地放上信心在耶穌身上所得到的結果
[00:14:33.000 --> 00:14:36.000]  原來耶穌所表達醫治的關鍵
[00:14:36.000 --> 00:14:40.000]  是因為祂有一個人
[00:14:40.000 --> 00:14:42.000]  祂能夠有一個信心的表達
[00:14:42.000 --> 00:14:44.000]  不是因為耶穌自己有沒有能力
[00:14:44.000 --> 00:14:47.000]  不是因為祂是否主動去醫治你
[00:14:47.000 --> 00:14:49.000]  因為耶穌隨時隨地都可以
[00:14:49.000 --> 00:14:53.000]  因為耶穌是隨時隨地都很樂意看到人得到醫治
[00:14:53.000 --> 00:14:54.000]  但是今天的訊息
[00:14:54.000 --> 00:14:57.000]  第一件事想和大家處理的是
[00:14:57.000 --> 00:14:59.000]  醫治的關鍵是你
[00:14:59.000 --> 00:15:02.000]  是否無論處於一個什麼處境
[00:15:02.000 --> 00:15:04.000]  什麼環境下
[00:15:04.000 --> 00:15:07.000]  你都仍然勇敢地相信
[00:15:07.000 --> 00:15:12.000]  耶穌醫治的大能會臨在你們身上
[00:15:12.000 --> 00:15:16.000]  這是學上醫治的關鍵
[00:15:16.000 --> 00:15:19.000]  第二件事今天想和大家處理的是
[00:15:19.000 --> 00:15:22.000]  究竟什麼是耶穌真正的醫治大能呢
[00:15:22.000 --> 00:15:24.000]  我們看看第29節
[00:15:24.000 --> 00:15:27.000]  我們回到第29節看看
[00:15:27.000 --> 00:15:31.000]  經文記載那個女人覺得
[00:15:31.000 --> 00:15:33.000]  她覺得自己身上的疾病
[00:15:33.000 --> 00:15:37.000]  因為摸到耶穌的衣裳而得到痊癒
[00:15:37.000 --> 00:15:42.000]  這個覺得其實是一個非常重要的屬靈經驗
[00:15:42.000 --> 00:15:46.000]  覺得這個詞的希臘語原文是Genosko
[00:15:46.000 --> 00:15:50.000]  意思是認識、明白和學習得到的意思
[00:15:50.000 --> 00:15:54.000]  當然這裡說的是她在觸摸的過程中
[00:15:54.000 --> 00:15:57.000]  她感受到,身體上感受到
[00:15:57.000 --> 00:16:00.000]  也明白到她自己得到醫治
[00:16:00.000 --> 00:16:05.000]  但剛才說過這個女人憑著不放棄
[00:16:05.000 --> 00:16:09.000]  然後有一絲的希望、盼望去尋求醫治
[00:16:09.000 --> 00:16:11.000]  當這份學上被醫治的心
[00:16:11.000 --> 00:16:15.000]  遇上真正的醫治者耶穌的時候
[00:16:15.000 --> 00:16:19.000]  那個女人得到的是她前所未有的屬靈經驗
[00:16:19.000 --> 00:16:22.000]  讓她認識到、明白到和學習得到
[00:16:22.000 --> 00:16:26.000]  耶穌就是醫治她的救主
[00:16:26.000 --> 00:16:31.000]  經文透露其實有很多人都觸摸過耶穌
[00:16:31.000 --> 00:16:38.000]  但只有憑著信心去認順耶穌是醫治她的人
[00:16:38.000 --> 00:16:42.000]  她才真正能夠得著從耶穌而來的能力
[00:16:42.000 --> 00:16:45.000]  這個能力不只是醫治身體上的能力
[00:16:45.000 --> 00:16:51.000]  耶穌要給予的能力是全人被醫治的能力
[00:16:51.000 --> 00:16:53.000]  相信大家當中的弟兄姊妹
[00:16:53.000 --> 00:16:55.000]  當你有病的時候
[00:16:55.000 --> 00:16:57.000]  可能你也有祈禱耶穌去醫治你
[00:16:57.000 --> 00:16:59.000]  我也有,那星期我也病得很辛苦
[00:16:59.000 --> 00:17:01.000]  我也去祈禱神去醫治我
[00:17:01.000 --> 00:17:03.000]  但當我們痊癒的時候
[00:17:03.000 --> 00:17:08.000]  其實我們有沒有真心將榮耀歸給主呢
[00:17:08.000 --> 00:17:13.000]  還是純粹是醫生、抵抗力各樣好好休息
[00:17:13.000 --> 00:17:15.000]  還是當我們祈禱的時候
[00:17:15.000 --> 00:17:20.000]  其實耶穌真的在當中作不同的功
[00:17:20.000 --> 00:17:22.000]  去醫治我們呢
[00:17:22.000 --> 00:17:23.000]  我們被醫治的時候
[00:17:23.000 --> 00:17:26.000]  我們有沒有一樣去宣講
[00:17:26.000 --> 00:17:29.000]  用信心地很溫和地去說
[00:17:29.000 --> 00:17:32.000]  耶穌是醫治我們的那個呢
[00:17:32.000 --> 00:17:34.000]  第30節說
[00:17:34.000 --> 00:17:36.000]  誰摸我的衣裳啊,耶穌說
[00:17:36.000 --> 00:17:38.000]  耶穌這個開放的問題
[00:17:38.000 --> 00:17:41.000]  祂給了一個女人作公開認順的機會
[00:17:41.000 --> 00:17:43.000]  這個公開認順
[00:17:43.000 --> 00:17:45.000]  這個公開去作見證
[00:17:45.000 --> 00:17:47.000]  有三個作用
[00:17:47.000 --> 00:17:50.000]  讓那個女人確認自己身體的痊癒
[00:17:50.000 --> 00:17:53.000]  的而且確是從耶穌而來的
[00:17:53.000 --> 00:17:56.000]  讓眾人都知道對主的信心
[00:17:56.000 --> 00:18:01.000]  是被醫治、得拯救和釋放的根源
[00:18:01.000 --> 00:18:04.000]  讓那個女人被眾人重新去接受
[00:18:04.000 --> 00:18:06.000]  是身心的醫治
[00:18:06.000 --> 00:18:07.000]  是捨靈的重建
[00:18:07.000 --> 00:18:09.000]  是新生命的賜予
[00:18:09.000 --> 00:18:13.000]  是憑信心生活的新開始
[00:18:13.000 --> 00:18:14.000]  34節
[00:18:14.000 --> 00:18:16.000]  耶穌對那個女人說
[00:18:16.000 --> 00:18:20.000]  女兒啊,你的信心使你痊癒了
[00:18:20.000 --> 00:18:22.000]  平安地回去吧
[00:18:22.000 --> 00:18:23.000]  你已經康復了
[00:18:23.000 --> 00:18:27.000]  脫離疾病的折磨
[00:18:27.000 --> 00:18:28.000]  這裡耶穌
[00:18:28.000 --> 00:18:31.000]  這樣去稱呼那個女人為女兒
[00:18:31.000 --> 00:18:33.000]  這裡是馬太福音唯一一個地方
[00:18:33.000 --> 00:18:36.000]  耶穌用一個這麼親暱
[00:18:36.000 --> 00:18:40.000]  這麼親密的稱呼去稱呼人
[00:18:40.000 --> 00:18:45.000]  耶穌一句公開地去稱呼那個女人為女兒
[00:18:45.000 --> 00:18:48.000]  表示出耶穌對那個女人完全的接納
[00:18:48.000 --> 00:18:53.000]  表示出她和耶穌是親如家人
[00:18:53.000 --> 00:18:56.000]  表示出她也是神的兒女
[00:18:56.000 --> 00:18:58.000]  也表示從此以後
