
[00:00:00.000 --> 00:00:02.500]  謝謝Pastor Tim和Pastor Chapman
[00:03:42.400 --> 00:03:44.200]  會不會突然間又有一些
[00:03:44.200 --> 00:03:47.000]  意想不到的轉變發生呢
[00:03:47.000 --> 00:03:52.800]  這些一切都讓大家非常擔心
[00:03:52.800 --> 00:03:57.600]  很明顯我們正面對著非常大的挑戰
[00:03:57.600 --> 00:03:59.800]  我們的城市裏面有很多人
[00:03:59.800 --> 00:04:01.600]  有很多的問題
[00:04:01.600 --> 00:04:03.600]  有很多的疑問
[00:04:03.600 --> 00:04:07.800]  但好像我們得到的答案卻是很少
[00:04:07.800 --> 00:04:09.200]  簡單來說
[00:04:09.200 --> 00:04:11.200]  對未來缺乏希望
[00:04:11.200 --> 00:04:14.000]  讓香港在相當長的一段時間裏面
[00:04:14.000 --> 00:04:18.600]  失去了喜樂和積極的心態
[00:04:18.600 --> 00:04:21.200]  不知道對你來說是不是呢
[00:04:21.200 --> 00:04:22.600]  不知道對你來說
[00:04:22.600 --> 00:04:24.400]  你見不見到香港將來
[00:04:24.400 --> 00:04:26.200]  你在這裏當中有希望呢
[00:04:26.200 --> 00:04:28.200]  會不會其實你都是處於
[00:04:28.200 --> 00:04:31.600]  在一個狀態裏面一段長的時間
[00:04:31.600 --> 00:04:36.000]  你沒有感受到那份從裏面而來的喜樂
[00:04:36.000 --> 00:04:38.200]  從世界裏面可以給到你覺得
[00:04:38.200 --> 00:04:41.200]  啊,這裏我可以很積極地在這裏生活
[00:04:41.200 --> 00:04:44.000]  和繼續發展
[00:04:44.000 --> 00:04:49.000]  這些趨勢和統計數字其實很沉重
[00:04:49.000 --> 00:04:51.000]  我們作為教會的領袖
[00:04:51.000 --> 00:04:53.000]  我們在禱告當中領受到
[00:04:53.000 --> 00:04:56.000]  上帝要再一次使用這個城市
[00:04:56.000 --> 00:04:57.600]  祂要再一次使用這個城市
[00:04:57.600 --> 00:05:03.200]  去成為祂向中國甚至世界要去展示的光
[00:05:03.200 --> 00:05:05.400]  這次不是上帝第一次
[00:05:05.400 --> 00:05:07.800]  去踏進去介入一個城市裏面
[00:05:07.800 --> 00:05:10.400]  去改變人的處境
[00:05:10.400 --> 00:05:13.600]  撒加利亞書是一個最好的例子之一
[00:05:13.600 --> 00:05:16.400]  以色列人剛剛在巴比倫
[00:05:16.400 --> 00:05:19.800]  經歷了70年的流亡的生活
[00:05:19.800 --> 00:05:21.800]  然後他們回到自己的土地上
[00:05:21.800 --> 00:05:24.600]  他們開始在他們的城市裏面
[00:05:24.600 --> 00:05:26.800]  去重建他們的生活
[00:05:26.800 --> 00:05:30.200]  但他們仍然在過去他們所經歷的一切中
[00:05:30.200 --> 00:05:34.000]  在那些影響當中在掙扎中
[00:05:34.000 --> 00:05:36.200]  雖然他們回到他們的家鄉
[00:05:36.200 --> 00:05:39.400]  但他們仍然在面對很多前面的挑戰
[00:05:39.400 --> 00:05:43.000]  他們仍然感覺到迷茫和不知道前路
[00:05:43.000 --> 00:05:45.400]  其實就好像我們一樣
[00:05:45.400 --> 00:05:47.400]  我們經歷了香港的反修例運動
[00:05:47.400 --> 00:05:49.200]  我們在疫情當中
[00:05:49.200 --> 00:05:52.400]  在新冠疫情當中嘗試走出來
[00:05:52.400 --> 00:05:57.400]  但其實我們一樣在面對一種不確定的挑戰
[00:05:57.400 --> 00:06:02.600]  我們仍然很努力地嘗試站起來
[00:06:02.600 --> 00:06:05.600]  嘗試重新上路
[00:06:05.600 --> 00:06:07.600]  當時的以色列人也是一樣
[00:06:07.600 --> 00:06:10.800]  他們很努力地重新站起來
[00:06:10.800 --> 00:06:14.200]  正在以色列人那個很絕望
[00:06:14.200 --> 00:06:16.600]  那個看不到將來的時刻
[00:06:16.600 --> 00:06:21.400]  上帝他來到親自跟他們的子民說話
[00:06:21.400 --> 00:06:23.600]  我們面前可能一樣是那麼迷茫
[00:06:23.600 --> 00:06:25.400]  還有在一個不斷變遷的時代
[00:06:25.400 --> 00:06:27.400]  我相信永恆的上帝
[00:06:27.400 --> 00:06:30.800]  今天同樣地要來到這裡當中
[00:06:30.800 --> 00:06:32.400]  跟我們每一個去說話
[00:06:32.400 --> 00:06:35.000]  我們一起來看看撒加尼亞書8章
[00:06:35.000 --> 00:06:37.000]  18到23節
[00:06:38.000 --> 00:06:40.600]  萬君之耶和華的話臨到我
[00:06:40.600 --> 00:06:43.600]  說萬君之耶和華如此說
[00:06:43.600 --> 00:06:48.000]  四月的禁食五月的禁食七月的禁食和十月的禁食
[00:06:48.000 --> 00:06:53.200]  必成為大衛家歡喜快樂以及美好的節期
[00:06:53.200 --> 00:06:57.000]  所以你們要喜愛誠實與和平
[00:06:57.000 --> 00:06:59.000]  萬君之耶和華如此說
[00:06:59.000 --> 00:07:04.000]  將來還有眾百姓和許多城鎮的居民要來
[00:07:04.000 --> 00:07:06.400]  這城的居民必到那城說
[00:07:06.400 --> 00:07:08.800]  我們快去懇求耶和華的恩
[00:07:08.800 --> 00:07:11.000]  尋求萬君之耶和華
[00:07:11.000 --> 00:07:13.000]  我們也要去
[00:07:13.000 --> 00:07:16.800]  必有許多種族和強盛的國家來到耶路撒冷
[00:07:16.800 --> 00:07:18.800]  尋求萬君之耶和華
[00:07:18.800 --> 00:07:20.800]  懇求耶和華的恩
[00:07:20.800 --> 00:07:22.800]  萬君之耶和華如此說
[00:07:22.800 --> 00:07:28.200]  在那些日子列國中說各種預言的人
[00:07:28.200 --> 00:07:34.200]  必有十個人強拉著一個猶大人衣服的邊說
[00:07:34.200 --> 00:07:36.000]  我們要與你們同去
[00:07:36.000 --> 00:07:41.400]  因為我們聽見神與你們同在了
[00:07:41.400 --> 00:07:43.400]  首先我想強調一件事
[00:07:43.400 --> 00:07:47.400]  上帝要藉著撒加利亞對以色列人說
[00:07:47.400 --> 00:07:51.400]  現在是改變他們禁食心態的時候
[00:07:51.400 --> 00:07:55.000]  最重要的是我們要知道為何上帝要這樣做
[00:07:55.000 --> 00:07:57.000]  在秘魯的日子裏面
[00:07:57.000 --> 00:08:00.400]  以色列人一年要有四次的禁食
[00:08:00.400 --> 00:08:03.000]  他們的禁食期是要為他們自己的罪
[00:08:03.000 --> 00:08:05.200]  和他們的叛逆去悔罪
[00:08:05.200 --> 00:08:08.000]  和要繼續哀痛
[00:08:08.000 --> 00:08:12.200]  同時也為他們秘魯離開了他們的認許之地
[00:08:12.200 --> 00:08:14.800]  在那個處境裏面繼續哀傷
[00:08:14.800 --> 00:08:21.000]  繼續將這個悲痛的情緒在他們的民族裏面當中
[00:08:21.000 --> 00:08:26.400]  但是當他們在這個我們叫哀歌
[00:08:26.400 --> 00:08:29.400]  早幾個星期我們提到一個Laman
[00:08:29.400 --> 00:08:34.600]  在哀歌的時刻向上帝表示他們的痛和憂愁
[00:08:34.600 --> 00:08:36.600]  在一個這樣的氣氛裏面的時候
[00:08:36.600 --> 00:08:42.400]  上帝來到做了一個讓他們很意想不到的事情
[00:08:42.400 --> 00:08:48.200]  上帝故意將哀悼的時間變成了喜樂
[00:08:48.200 --> 00:08:50.400]  變成了歡喜和快樂
[00:08:50.400 --> 00:08:53.800]  和變成了美好的節日
[00:08:53.800 --> 00:08:58.200]  上帝說現在是喜樂要回到人身邊的時候
[00:08:58.200 --> 00:09:00.600]  喜樂是要回到人身邊的時候
[00:09:00.600 --> 00:09:08.600]  他要將人對未來的盼望重新放到他們的人民當中
[00:09:08.600 --> 00:09:13.200]  他要將這個哀傷轉化成為喜樂
[00:09:13.200 --> 00:09:19.600]  我們相信這個也是上帝對香港異象的其中一個部分
[00:09:19.600 --> 00:09:21.800]  在過去四年裏面我們城市
[00:09:21.800 --> 00:09:24.000]  沒錯是發生了很多事
[00:09:24.000 --> 00:09:26.600]  在很艱難的日子裏面去渡過
[00:09:26.600 --> 00:09:31.400]  但我相信上帝今天是呼召我們每一個
[00:09:31.400 --> 00:09:34.400]  他要轉化這個城市
[00:09:34.400 --> 00:09:40.200]  他想讓香港再一次知道什麼是喜樂
[00:09:40.200 --> 00:09:44.600]  這個不是意味著我們要無視我們眼前的一切挑戰
[00:09:44.600 --> 00:09:52.000]  我們不是不理會將來那些很具體將會發生的一些問題
[00:09:52.000 --> 00:09:56.200]  但問題是我們要怎樣去面對這些挑戰呢
[00:09:56.200 --> 00:09:59.800]  就像剛才Truman教授所說的那個姿態是怎樣呢
[00:09:59.800 --> 00:10:05.000]  我們要用一個怎樣的姿態去面對一些可見與未見的挑戰呢
[00:10:05.000 --> 00:10:06.800]  今天上帝要使用我們
[00:10:06.800 --> 00:10:12.800]  他在香港的教會為我們的城市恢復喜樂和盼望
[00:10:12.800 --> 00:10:13.600]  我再說多一次
[00:10:13.600 --> 00:10:15.000]  上帝要使用我們
[00:10:15.000 --> 00:10:16.800]  他在這裏的教會
[00:10:16.800 --> 00:10:23.000]  我們其中一部分為我們的城市恢復喜樂和盼望
[00:10:23.000 --> 00:10:33.200]  上帝要藉著教會為香港從哀傷到喜樂和盼望的轉化呈現出來
[00:10:33.200 --> 00:10:35.600]  我們再看看上帝怎樣說
[00:10:35.600 --> 00:10:39.000]  我們回到23節那裏
[00:10:39.000 --> 00:10:40.000]  在冷色日子
[00:10:40.000 --> 00:10:43.000]  列國中說各種預言的人
[00:10:43.000 --> 00:10:47.800]  必有十個人強拉著一個猶太人衣服的邊說
[00:10:47.800 --> 00:10:49.600]  我們要與你們同去
[00:10:49.600 --> 00:10:54.000]  因為我們聽得見神與你們同在
[00:10:54.000 --> 00:10:55.600]  這裏說了一個很好的景象
[00:10:55.600 --> 00:10:59.800]  他說將有十個人在不同的地方來到
[00:10:59.800 --> 00:11:04.600]  緊緊抓住一個猶太人衣服的邊
[00:11:04.600 --> 00:11:06.800]  並且可以跟他們一起同行
[00:11:06.800 --> 00:11:11.400]  因為他們知道上帝和猶太人在一起
[00:11:11.400 --> 00:11:12.600]  上帝在這裏宣告
[00:11:12.600 --> 00:11:15.200]  將來的耶路撒冷
[00:11:15.200 --> 00:11:19.600]  那一幫人會在猶太人身上看到上帝的智慧
[00:11:19.600 --> 00:11:22.400]  看到上帝的本性
[00:11:22.400 --> 00:11:24.000]  他們會盡他們一切的所能
[00:11:24.000 --> 00:11:27.400]  他們一切的努力去抓緊他們
[00:11:27.400 --> 00:11:32.800]  他們希望他們都能夠帶到上帝的面前
[00:11:32.800 --> 00:11:35.400]  他們緊緊抓住衣服的邊
[00:11:35.400 --> 00:11:37.800]  是因為他們需要那份盼望
[00:11:37.800 --> 00:11:40.400]  他們需要更美好的將來
[00:11:40.400 --> 00:11:41.600]  那些需要盼望
[00:11:41.600 --> 00:11:42.200]  需要喜樂
[00:11:42.200 --> 00:11:43.400]  需要救贖的人
[00:11:43.400 --> 00:11:46.400]  他們相信是有人可以幫助到他們
[00:11:46.400 --> 00:11:51.000]  將他們與上帝重新連結起來
[00:11:51.000 --> 00:11:52.600]  對於Define元朗
[00:11:52.600 --> 00:11:54.400]  元朗葡萄牆教會來說
[00:11:54.400 --> 00:11:57.800]  這意味著甚麼呢
[00:11:57.800 --> 00:12:02.600]  如果上帝呼召香港回歸到喜樂和盼望之中
[00:12:02.600 --> 00:12:08.600]  教會就是上帝傳遞這個重要訊息的主要載體
[00:12:08.600 --> 00:12:11.800]  一個主要的載體
[00:12:11.800 --> 00:12:13.800]  我們在教會歷史中看到
[00:12:13.800 --> 00:12:17.200]  在社會最黑暗、最迷惘、最絕望的時刻
[00:12:17.200 --> 00:12:21.400]  正是教會發揮最大的影響力的時候
[00:12:21.400 --> 00:12:24.600]  我們最能夠帶出新的盼望
[00:12:24.600 --> 00:12:26.400]  新的喜樂
[00:12:26.400 --> 00:12:27.400]  這是教會的角色
[00:12:27.400 --> 00:12:34.000]  所以這是非常重要的時刻
[00:12:34.000 --> 00:12:36.800]  Define,無論是元朗也好,灣仔也好
[00:12:36.800 --> 00:12:38.400]  Define Church的價值
[00:12:38.400 --> 00:12:42.000]  可能在這一刻比任何時候都更加重要
[00:12:42.000 --> 00:12:46.600]  而你們當中,在這裡的就是我們一份子
[00:12:46.600 --> 00:12:48.800]  我們相信今天的經文
[00:12:48.800 --> 00:12:51.600]  它在預表一件事給我們聽
[00:12:51.600 --> 00:12:56.200]  教會是耶穌在城市當中的衣服邊
[00:12:56.200 --> 00:12:59.800]  教會是在這個城市當中
[00:12:59.800 --> 00:13:04.000]  讓人看到耶穌的衣服邊
[00:13:04.000 --> 00:13:06.800]  就好像耶路撒冷的猶太人衣服邊一樣
[00:13:06.800 --> 00:13:11.000]  他們需要在一些公眾的場合出現
[00:13:11.000 --> 00:13:13.000]  他們需要被人看到
[00:13:13.000 --> 00:13:16.600]  因此他們才能被捕
[00:13:16.600 --> 00:13:19.400]  同樣地,我們在座的每一個人
[00:13:19.400 --> 00:13:22.400]  我們必須讓人看到
[00:13:22.400 --> 00:13:25.200]  你們所身處的地方、處境
[00:13:25.200 --> 00:13:27.200]  你們能夠影響到其他人的地方
[00:13:27.200 --> 00:13:29.800]  我們稱之為Spread of Inference
[00:13:29.800 --> 00:13:33.600]  那是上帝讓你們在周圍能夠接觸到的所有人
[00:13:33.600 --> 00:13:36.600]  可能是你們的家,可能是你們的工作場景
[00:13:36.600 --> 00:13:38.800]  可能是你們去的商會
[00:13:38.800 --> 00:13:42.600]  可能是你們的中和小童的聚會
[00:13:42.600 --> 00:13:45.200]  即是中學同學、小學同學
[00:13:45.200 --> 00:13:47.200]  中和小童的聚會
[00:13:47.200 --> 00:13:49.400]  可能是那些行山跑步群組
[00:13:49.400 --> 00:13:51.600]  可能是那些媽媽群組
[00:13:51.600 --> 00:13:55.800]  這些正正就是耶穌的衣服邊
[00:13:55.800 --> 00:13:59.200]  可以讓人看到的地方
[00:13:59.200 --> 00:14:02.000]  這就是Pastor Tim剛才在講道開始的時候提到的
[00:14:02.000 --> 00:14:04.600]  Rhythm Model的Vision
[00:14:04.600 --> 00:14:10.600]  我們不再把自己理解為一棟不動的建築物
[00:14:10.600 --> 00:14:14.000]  而是開始想像我們成為一條河流
[00:14:14.000 --> 00:14:16.200]  我們在城市中流動
[00:14:16.200 --> 00:14:18.200]  我們在乾旱的土地上
[00:14:18.200 --> 00:14:21.200]  將這個福音的活水流出去
[00:14:21.200 --> 00:14:27.800]  這條河流是流動到你們身處的所有環境當中
[00:14:27.800 --> 00:14:30.200]  所以我們可以這樣想
[00:14:30.200 --> 00:14:32.400]  如果上帝對香港的意象
[00:14:32.400 --> 00:14:35.800]  是將哀傷轉化為喜樂
[00:14:35.800 --> 00:14:38.200]  並且將香港有美好的將來的盼望
[00:14:38.200 --> 00:14:42.000]  重新帶到這個城市裏面
[00:14:42.000 --> 00:14:47.000]  這樣這也是上帝對元朗葡萄藤的意象
[00:14:47.000 --> 00:14:50.800]  成為一個存在於社會各個領域的教會
[00:14:50.800 --> 00:14:53.000]  並且充滿認識上帝的人
[00:14:53.000 --> 00:14:56.800]  和希望上帝都被人所認識的人
[00:14:56.800 --> 00:14:58.600]  這些人即是大家
[00:14:58.600 --> 00:14:59.800]  是可以見得到的
[00:14:59.800 --> 00:15:01.400]  是充滿盼望、充滿喜樂
[00:15:01.400 --> 00:15:05.000]  是勇敢和有愛心的
[00:15:05.000 --> 00:15:07.400]  這就是上帝今天在這個意象當中
[00:15:07.400 --> 00:15:09.800]  呼召著我們每一個去回應
[00:15:09.800 --> 00:15:11.800]  成為一個這樣的人
[00:15:11.800 --> 00:15:14.800]  成為那個衣服的邊
[00:15:14.800 --> 00:15:18.000]  耶穌的衣服的邊
[00:15:18.000 --> 00:15:19.400]  不過留意
[00:15:19.400 --> 00:15:21.800]  我們不是說我們要做一個完美的人
[00:15:21.800 --> 00:15:24.200]  因為我們絕對不是完美
[00:15:24.200 --> 00:15:27.000]  事實上撒加利亞書第八章裏所說的
[00:15:27.000 --> 00:15:30.200]  那些人要去拼命
[00:15:30.200 --> 00:15:33.600]  拼命要去捉緊那些猶太人衣服的邊
[00:15:33.600 --> 00:15:36.800]  不是因為那些猶太人看到他們很完美
[00:15:36.800 --> 00:15:39.800]  不是因為他們很多事情都可以處理得很好
[00:15:39.800 --> 00:15:40.800]  生活得很好
[00:15:40.800 --> 00:15:43.600]  不是因為他們有了一切的答案
[00:15:43.600 --> 00:15:44.400]  而是因為什麼?
[00:15:44.400 --> 00:15:46.200]  經文所說
[00:15:46.200 --> 00:15:48.600]  我們要和你們一起去
[00:15:48.600 --> 00:15:53.800]  因為我們聽得見神和你們在一起
[00:15:53.800 --> 00:15:55.600]  這個和你是不是完美無關?
[00:15:55.600 --> 00:16:02.000]  這個和你能夠每一天都活出耶穌的樣式有關
[00:16:02.000 --> 00:16:06.200]  當我們每一天這樣去活出耶穌的樣式的時候
[00:16:06.200 --> 00:16:08.200]  人就會和你說
[00:16:08.200 --> 00:16:11.200]  我看見上帝和你在一起
[00:16:11.200 --> 00:16:15.200]  這個也是我們教會的意義
[00:16:15.200 --> 00:16:17.400]  教會是神所揀選的工具
[00:16:17.400 --> 00:16:20.200]  他去將哀傷化為喜樂
[00:16:20.200 --> 00:16:22.600]  他去將恐懼化為信心
[00:16:22.600 --> 00:16:25.400]  他去將絕望化為盼望
[00:16:25.400 --> 00:16:29.000]  他要將黑暗轉化為光明
[00:16:29.000 --> 00:16:31.800]  上帝在這個特別的地方
[00:16:31.800 --> 00:16:33.600]  在這個特別的時刻
[00:16:33.600 --> 00:16:37.400]  他讓元朗葡萄藤教會的直堂發生
[00:16:37.400 --> 00:16:41.400]  我們相信這個絕對不是一個偶然的事
[00:16:41.400 --> 00:16:43.800]  他呼召我們成為一個民族
[00:16:43.800 --> 00:16:45.600]  透過這個民族
[00:16:45.600 --> 00:16:48.800]  上帝要開始去轉化這個城市
[00:16:48.800 --> 00:16:53.800]  你和我都是參與在這個轉化過程的一部分
[00:16:53.800 --> 00:16:55.200]  我重申一次
[00:16:55.200 --> 00:16:58.600]  我們就是被呼召成為耶穌衣服的邊
[00:16:58.600 --> 00:17:01.800]  在這個城市的裡面
[00:17:01.800 --> 00:17:04.400]  所以今天我們邀請大家
[00:17:04.400 --> 00:17:06.800]  可以很大膽
[00:17:06.800 --> 00:17:08.200]  很勇敢
[00:17:08.200 --> 00:17:12.800]  和滿有信心地去作出奉獻
[00:17:12.800 --> 00:17:14.200]  我希望你們作的奉獻
[00:17:14.200 --> 00:17:16.200]  是因為你們相信這個教會
[00:17:16.200 --> 00:17:19.800]  是可以為這個城市去作出貢獻
[00:17:19.800 --> 00:17:24.000]  可以將哀傷化為喜樂
[00:17:24.000 --> 00:17:27.000]  將絕望化為有將來
[00:17:27.000 --> 00:17:31.000]  作為大家都能夠見到有將來的一個盼望
[00:17:31.000 --> 00:17:32.000]  我希望你們的奉獻
[00:17:32.000 --> 00:17:36.000]  是因為你們相信我們的城市是有將來
[00:17:36.000 --> 00:17:39.800]  當我們不斷地說
[00:17:39.800 --> 00:17:42.000]  一個平安的福音在城市裡面
[00:17:42.000 --> 00:17:44.400]  就是因為這個平安的福音
[00:17:44.400 --> 00:17:50.000]  就是會帶來那個美好的將來的重點
[00:17:50.000 --> 00:17:52.000]  在這個時刻
[00:17:52.000 --> 00:17:53.800]  這個重要的時刻
[00:17:53.800 --> 00:17:57.000]  教會比以往的日子更加需要
[00:17:57.000 --> 00:17:59.800]  更加需要去投資在裡面
[00:17:59.800 --> 00:18:03.000]  更加需要被它強化去裝備
[00:18:03.000 --> 00:18:05.400]  更加需要一班主的僕人
[00:18:05.400 --> 00:18:06.800]  我們願意去擺上
[00:18:06.800 --> 00:18:08.400]  一起去為這個城市
[00:18:08.400 --> 00:18:09.800]  為上帝的國度
[00:18:09.800 --> 00:18:14.400]  為了它的福音一起去走
[00:18:14.400 --> 00:18:15.800]  今天你們的奉獻
[00:18:15.800 --> 00:18:18.400]  將會是百分之一百
[00:18:18.400 --> 00:18:21.000]  百分之一百是貢獻在上帝
[00:18:21.000 --> 00:18:25.400]  在這個社區當中所做的工作
[00:18:25.400 --> 00:18:27.200]  我們的義盡主義日
[00:18:27.200 --> 00:18:32.000]  我們的奉獻目標是四十萬
[00:18:32.000 --> 00:18:33.200]  對於這個數字來說
[00:18:33.200 --> 00:18:35.200]  我們都是很大膽
[00:18:35.200 --> 00:18:41.200]  我們都是很勇敢和充滿信心去訂立
[00:18:41.200 --> 00:18:43.600]  它將會幫助我們去繼續擴大
[00:18:43.600 --> 00:18:47.200]  繼續去擴大上帝要通過我們所做的工作
[00:18:47.200 --> 00:18:50.200]  並且投資在我們被呼召去建立的
[00:18:50.200 --> 00:18:52.200]  那個可見將來裡面
[00:18:52.200 --> 00:18:54.200]  我和大家解釋一下這四十萬
[00:18:54.200 --> 00:18:57.200]  究竟是有什麼用途
[00:18:57.200 --> 00:19:01.200]  你的奉獻是為了可以去加強我們的K4C
[00:19:01.200 --> 00:19:04.200]  我們去一些兒童事工裡面的工作
[00:19:04.200 --> 00:19:09.200]  並且可以更加有信心去興起我們的下一代
[00:19:09.200 --> 00:19:11.200]  剛才我們在宣傳講到
[00:19:11.200 --> 00:19:14.200]  我們會主辦一些兒童工作坊
[00:19:14.200 --> 00:19:15.200]  一些講座
[00:19:15.200 --> 00:19:18.200]  我們這樣可以更加廣泛去
[00:19:18.200 --> 00:19:21.200]  去服侍這個社區
[00:19:21.200 --> 00:19:26.200]  去幫助去解決兒童的精神健康問題的需要
[00:19:26.200 --> 00:19:31.200]  同時我們也能夠去加強和建立整全的家庭
[00:19:31.200 --> 00:19:34.200]  今年我們會有四次這些講座
[00:19:34.200 --> 00:19:36.200]  或者是工作坊去發生
[00:19:36.200 --> 00:19:40.200]  兩次是廣東話兩次是英文
[00:19:40.200 --> 00:19:45.200]  同時間我們會去展開青少年的事工
[00:19:45.200 --> 00:19:47.200]  在今年裡面我們會一路展開
[00:19:47.200 --> 00:19:48.200]  從小組開始
[00:19:48.200 --> 00:19:51.200]  然後再一路去擴展青少年的事工
[00:19:51.200 --> 00:19:54.200]  藉此去幫助我們城市當中的年輕人
[00:19:54.200 --> 00:19:58.200]  可以有一個全人的發展的需要
[00:19:58.200 --> 00:20:01.200]  我們還會繼續去發展我們的顧問
[00:20:01.200 --> 00:20:03.200]  一些心理輔導
[00:20:03.200 --> 00:20:06.200]  我們教會裡面有一個附屬機構叫Oasis
[00:20:06.200 --> 00:20:10.200]  是一個提供專業心理輔導的機構
[00:20:10.200 --> 00:20:14.200]  我們連繫了有幾十個專業顧問
[00:20:14.200 --> 00:20:17.200]  還有我們自己有全時間的家庭顧問
[00:20:17.200 --> 00:20:19.200]  希望能夠為了元朗這個更多的地方
[00:20:19.200 --> 00:20:25.200]  可以去提供一個心理輔導支援的服務
[00:20:25.200 --> 00:20:27.200]  通過這一切的事工工作
[00:20:27.200 --> 00:20:31.200]  我們就可以在這個精神健康危機當中
[00:20:31.200 --> 00:20:35.200]  成為其他人的衣服的邊
[00:20:35.200 --> 00:20:38.200]  你們的奉獻也可以去支持Alpha
[00:20:38.200 --> 00:20:41.200]  如果當中有參與或者有服侍過去兩星期的Alpha
[00:20:41.200 --> 00:20:44.200]  你會看到在Alpha當中
[00:20:44.200 --> 00:20:48.200]  我們怎樣向我們未信主或者是誤導的人
