
[00:00:00.000 --> 00:00:03.920]  過去一個星期我在Facebook上看到一些相片
[00:01:31.760 --> 00:01:34.520]  終於有機會學習如何做飛將軍
[00:01:34.520 --> 00:01:36.560]  大家知不知道什麼是飛將軍?
[00:01:36.560 --> 00:01:40.200]  有人企圖上樓
[00:01:40.200 --> 00:01:41.480]  消防員會飛出去
[00:01:41.480 --> 00:01:42.400]  然後抱住他
[00:01:42.400 --> 00:01:43.840]  好像蜘蛛俠一樣
[00:01:43.840 --> 00:01:45.120]  很英勇
[00:01:45.120 --> 00:01:48.040]  我終於可以學習如何做飛將軍
[00:01:48.040 --> 00:01:49.800]  作為一個自問很fit
[00:01:49.800 --> 00:01:51.760]  教官又覺得很fit的自己
[00:01:51.760 --> 00:01:55.320]  當然是第一個去試的人
[00:01:55.320 --> 00:01:58.960]  當時我準備好自己
[00:01:58.960 --> 00:02:01.080]  除了學習上認知上
[00:02:01.080 --> 00:02:02.720]  知道所有步驟之外
[00:02:02.720 --> 00:02:04.560]  當然最重要的是裝備
[00:02:04.560 --> 00:02:05.760]  戴好頭盔
[00:02:05.760 --> 00:02:07.600]  當時和一班師兄弟
[00:02:07.600 --> 00:02:10.480]  上到四五層樓高
[00:02:10.480 --> 00:02:13.040]  即是十幾二十米高
[00:02:13.040 --> 00:02:14.520]  在那裏預備游繩下降
[00:02:14.520 --> 00:02:16.080]  你知道消防局有喉架
[00:02:16.080 --> 00:02:17.440]  大家知不知道什麼是喉架?
[00:02:17.440 --> 00:02:17.920]  不知道的話
[00:02:17.920 --> 00:02:19.480]  走過消防局看到一棟東西
[00:02:19.480 --> 00:02:20.080]  不知道在做什麼
[00:02:20.080 --> 00:02:21.160]  有幾個窗口
[00:02:21.160 --> 00:02:21.800]  那個就是喉架
[00:02:21.800 --> 00:02:23.320]  以為是浪口
[00:02:23.320 --> 00:02:26.040]  同時是用來做訓練的
[00:02:26.040 --> 00:02:27.600]  除了Apps40訓練之外
[00:02:27.600 --> 00:02:28.880]  當然就是跑喉架
[00:02:28.880 --> 00:02:30.080]  什麼裝備上去練體能
[00:02:30.080 --> 00:02:31.280]  被人罰那些東西
[00:02:31.280 --> 00:02:32.680]  當時先說
[00:02:32.680 --> 00:02:34.480]  就是預備在四五層樓
[00:02:34.480 --> 00:02:35.960]  做游繩下降
[00:02:35.960 --> 00:02:37.720]  戴了頭盔
[00:02:37.720 --> 00:02:38.840]  戴好手套
[00:02:38.840 --> 00:02:40.160]  還有什麼安全裝備
[00:02:40.160 --> 00:02:41.120]  胸帶
[00:02:41.120 --> 00:02:42.400]  坐帶
[00:02:42.400 --> 00:02:44.000]  綁好繩結
[00:02:44.000 --> 00:02:47.120]  加上八字下降器
[00:02:47.120 --> 00:02:48.080]  預備
[00:02:48.080 --> 00:02:49.360]  是這個moment
[00:02:49.360 --> 00:02:51.120]  是我大顯身手的時候
[00:02:51.120 --> 00:02:53.400]  當我預備一跳的時候
[00:02:53.400 --> 00:02:55.240]  教官喝停我
[00:02:55.240 --> 00:02:56.600]  喂
[00:02:56.600 --> 00:02:57.960]  接著拉我過來
[00:02:57.960 --> 00:02:59.000]  看一看
[00:02:59.000 --> 00:03:00.360]  檢查一下
[00:03:00.360 --> 00:03:02.680]  這個
[00:03:02.680 --> 00:03:04.240]  這個叫什麼
[00:03:04.240 --> 00:03:04.920]  安全扣
[00:03:04.920 --> 00:03:06.040]  我們叫它D扣
[00:03:06.040 --> 00:03:06.880]  他檢查我的D扣
[00:03:06.880 --> 00:03:08.160]  他說
[00:03:08.160 --> 00:03:10.120]  扣錯了
[00:03:10.120 --> 00:03:11.880]  扣錯了
[00:03:11.880 --> 00:03:13.320]  我把D扣
[00:03:13.320 --> 00:03:15.680]  扣在一個不受力的地方
[00:03:15.680 --> 00:03:16.600]  就是一個
[00:03:16.600 --> 00:03:19.960]  其實是一個魔術貼的位置
[00:03:19.960 --> 00:03:20.920]  大家幻想一下
[00:03:20.920 --> 00:03:21.920]  我貼在一個魔術貼的位置
[00:03:21.920 --> 00:03:23.520]  可能太興奮了
[00:03:23.520 --> 00:03:24.720]  貼在一個沒有魔術貼的位置
[00:03:24.720 --> 00:03:26.800]  如果我一跳
[00:03:26.800 --> 00:03:30.400]  啪
[00:03:30.400 --> 00:03:34.440]  不堪設想是不是
[00:03:34.440 --> 00:03:35.840]  生活中
[00:03:35.840 --> 00:03:36.720]  可能很少的事
[00:03:36.720 --> 00:03:38.520]  好像一個D扣
[00:03:38.520 --> 00:03:39.960]  往往是會帶來
[00:03:39.960 --> 00:03:43.360]  最大最大的影響
[00:03:43.360 --> 00:03:45.560]  今天是復活節
[00:03:45.560 --> 00:03:46.160]  不要放在那裡
[00:03:46.160 --> 00:03:47.120]  先放在這裡
[00:03:47.120 --> 00:03:49.560]  影響到彈琴
[00:03:49.560 --> 00:03:51.400]  約翰是唯一一個
[00:03:51.400 --> 00:03:52.640]  在福音書的作者裡面
[00:03:52.640 --> 00:03:57.720]  提及一件很小的事的作者
[00:03:57.720 --> 00:04:00.280]  很多時候我們都會忽略了
[00:04:00.280 --> 00:04:02.480]  或者我們沒有留意
[00:04:02.480 --> 00:04:04.200]  這個在約翰福音裡面
[00:04:04.200 --> 00:04:05.600]  很小的細節
[00:04:05.600 --> 00:04:06.640]  但是這個細節
[00:04:06.640 --> 00:04:08.080]  今天對於我們復活節來說
[00:04:08.080 --> 00:04:10.320]  是非常重要的
[00:04:10.320 --> 00:04:11.440]  因為他提供了
[00:04:11.440 --> 00:04:12.520]  在復活節裡面
[00:04:12.520 --> 00:04:15.080]  一個最重要的關鍵的地方
[00:04:15.080 --> 00:04:16.840]  讓我們完全地
[00:04:16.840 --> 00:04:19.440]  重新了解復活節的意義
[00:04:19.440 --> 00:04:21.760]  我們一起看看約翰福音
[00:04:21.760 --> 00:04:27.560]  我們去到第20章
[00:04:27.560 --> 00:04:29.480]  約翰福音第20章
[00:04:29.480 --> 00:04:31.160]  一到八節我們一起看看
[00:04:31.160 --> 00:04:32.480]  約翰
[00:04:32.480 --> 00:04:33.200]  約翰 約瑟
[00:04:33.200 --> 00:04:34.360]  我經常說約瑟
[00:04:34.360 --> 00:04:38.320]  約翰怎麼去描述這個故事
[00:04:38.320 --> 00:04:40.520]  他說那天
[00:04:40.520 --> 00:04:41.240]  啊
[00:04:41.240 --> 00:04:42.120]  等一下
[00:04:42.120 --> 00:04:42.920]  在這裡
[00:04:42.920 --> 00:04:45.400]  他說第七天的第一天早晨
[00:04:45.400 --> 00:04:47.000]  天還黑的時候
[00:04:47.000 --> 00:04:50.360]  沒帶拉的瑪利亞來到墳墓裡面
[00:04:50.360 --> 00:04:54.040]  看到石頭從墳墓裡面挪開了
[00:04:54.040 --> 00:04:57.040]  就跑來見西門彼得和耶穌愛的門徒
[00:04:57.040 --> 00:04:58.680]  就是約翰他自己
[00:04:58.680 --> 00:04:59.480]  跟他們說
[00:04:59.480 --> 00:05:02.320]  有人從墳墓將主移走了
[00:05:02.320 --> 00:05:04.960]  我們不知道他放了他在哪裡
[00:05:04.960 --> 00:05:07.200]  彼得和那個門徒
[00:05:07.200 --> 00:05:08.440]  就是約翰
[00:05:08.440 --> 00:05:09.600]  走到墳墓裡
[00:05:09.600 --> 00:05:10.440]  兩個人一起跑
[00:05:10.440 --> 00:05:11.840]  很心急地去
[00:05:11.840 --> 00:05:12.560]  去到那裡
[00:05:12.560 --> 00:05:13.920]  彼得跑得比較快
[00:05:13.920 --> 00:05:15.400]  先進到墳墓
[00:05:15.400 --> 00:05:16.560]  他低著頭
[00:05:16.560 --> 00:05:18.160]  看著墳墓裡面
[00:05:18.160 --> 00:05:21.000]  他看到細麻布還放在那裡
[00:05:21.000 --> 00:05:23.280]  只不過他沒有進去
[00:05:23.280 --> 00:05:25.760]  西門彼得隨後也到了
[00:05:25.760 --> 00:05:26.800]  到了墳墓那裡
[00:05:26.800 --> 00:05:28.920]  他看到細麻布放在那裡
[00:05:28.920 --> 00:05:32.560]  又看到耶穌的果頭根
[00:05:32.560 --> 00:05:34.280]  在那裡
[00:05:34.280 --> 00:05:38.280]  還有和細麻布分開一起放
[00:05:38.280 --> 00:05:40.560]  令它捲在一起
[00:05:40.560 --> 00:05:43.600]  然後才去到墳墓的那兩位門徒
[00:05:43.600 --> 00:05:45.240]  就是彼得和約翰
[00:05:45.240 --> 00:05:49.240]  他們看到了就相信了
[00:05:49.240 --> 00:05:51.240]  約翰用第一人稱
[00:05:51.240 --> 00:05:54.360]  去描述福音的故事
[00:05:54.360 --> 00:05:56.200]  這是他的發言
[00:05:56.200 --> 00:05:57.320]  其實很多時候
[00:05:57.320 --> 00:06:00.360]  用第一人稱去描述故事
[00:06:00.360 --> 00:06:02.760]  就好像我們剛剛所讀的經文故事一樣
[00:06:02.760 --> 00:06:05.480]  會讓我們看到一些我們之前
[00:06:05.480 --> 00:06:06.720]  或者在其他地方
[00:06:06.720 --> 00:06:09.720]  留意不到的細節
[00:06:09.720 --> 00:06:10.480]  那個細節在哪裡呢
[00:06:10.480 --> 00:06:12.720]  第六第七節我們看到
[00:06:12.720 --> 00:06:15.400]  他說到彼得進入墳墓裡面
[00:06:15.400 --> 00:06:16.480]  他看到的東西
[00:06:16.480 --> 00:06:18.480]  和他自己之後看到的東西
[00:06:18.480 --> 00:06:19.360]  就在這裡
[00:06:19.360 --> 00:06:20.400]  那個細節就是說
[00:06:20.400 --> 00:06:23.280]  細麻布放在那裡
[00:06:23.280 --> 00:06:26.280]  但又看到耶穌的果頭根
[00:06:26.280 --> 00:06:28.280]  那個果頭根
[00:06:28.280 --> 00:06:30.480]  這個細節告訴我們什麼呢
[00:06:30.480 --> 00:06:33.040]  那塊果頭根是什麼呢
[00:06:33.040 --> 00:06:33.720]  一塊
[00:06:33.720 --> 00:06:35.720]  或者連細麻布
[00:06:35.720 --> 00:06:39.000]  他就說是當時的猶太人
[00:06:39.000 --> 00:06:42.760]  他們賣葬的時候的一些習俗
[00:06:42.760 --> 00:06:44.000]  他們會用那些布
[00:06:44.000 --> 00:06:47.480]  去纏繞在一個遺體的身上
[00:06:47.480 --> 00:06:50.760]  當然這裡說的是纏繞在耶穌的頭上
[00:06:50.760 --> 00:06:55.440]  果頭根應該是纏繞在耶穌的頭上
[00:06:55.440 --> 00:06:57.080]  約翰同時額外給了我們
[00:06:57.080 --> 00:06:59.400]  額外的一些細節
[00:06:59.400 --> 00:07:03.480]  他說果頭根是另外捲起了
[00:07:03.480 --> 00:07:06.200]  和細麻布是分開的
[00:07:06.200 --> 00:07:07.800]  其他福音書是沒有記載到
[00:07:07.800 --> 00:07:10.800]  果頭根也沒有記載到
[00:07:10.800 --> 00:07:14.080]  這些分開的訊息
[00:07:14.080 --> 00:07:17.160]  那我們要問一個問題
[00:07:17.160 --> 00:07:19.640]  那究竟代表著什麼呢
[00:07:19.640 --> 00:07:22.240]  究竟今天我們想說的那個果頭根
[00:07:22.240 --> 00:07:24.840]  和細麻布代表著什麼呢
[00:07:24.840 --> 00:07:26.480]  我們首先要了解到
[00:07:26.480 --> 00:07:27.960]  果頭根是什麼
[00:07:27.960 --> 00:07:29.960]  這個非常重要
[00:07:29.960 --> 00:07:31.800]  當我們埋葬的時候
[00:07:31.800 --> 00:07:34.280]  我們說到那個遺體是需要用
[00:07:34.280 --> 00:07:35.400]  細麻布
[00:07:35.400 --> 00:07:38.920]  去將身體的部分完全包裹著
[00:07:38.920 --> 00:07:44.120]  讓它可以好好地放在墳墓墓碑裡面
[00:07:44.120 --> 00:07:46.640]  果頭根就是要來覆蓋著
[00:07:46.640 --> 00:07:49.720]  那個遺體死者的頭部和臉
[00:07:49.720 --> 00:07:53.720]  這裡有三個很重要的功能
[00:07:53.720 --> 00:07:55.840]  首先第一樣東西
[00:07:55.840 --> 00:07:59.000]  它包裹著死者的頭
[00:07:59.000 --> 00:08:02.200]  就是代表著它不想讓別人看見
[00:08:02.200 --> 00:08:04.920]  就是不讓其他人看見死者的樣貌
[00:08:04.920 --> 00:08:07.040]  在當時是一個對死者的尊重
[00:08:07.040 --> 00:08:08.920]  讓他死得有尊嚴
[00:08:08.920 --> 00:08:09.920]  第二樣東西
[00:08:09.920 --> 00:08:13.920]  很多時候可能在一些遺體上有傷口
[00:08:13.920 --> 00:08:17.240]  果頭根是要來遮蓋傷口
[00:08:17.240 --> 00:08:18.600]  遮蓋著傷口
[00:08:18.600 --> 00:08:19.280]  第三樣東西
[00:08:19.280 --> 00:08:22.720]  這個是最重要的地方
[00:08:22.720 --> 00:08:24.560]  果頭根是最後一樣
[00:08:24.560 --> 00:08:26.120]  放在遺體上
[00:08:26.120 --> 00:08:28.680]  包著頭部的一個物料
[00:08:28.680 --> 00:08:29.360]  一件東西
[00:08:29.360 --> 00:08:30.760]  但是它代表著
[00:08:30.760 --> 00:08:35.840]  意味著這個生命正式的終結
[00:08:35.840 --> 00:08:41.640]  果頭根是代表著生命正式的完結
[00:08:41.640 --> 00:08:43.000]  在這個細節上
[00:08:43.000 --> 00:08:45.000]  我們看得到
[00:08:45.000 --> 00:08:48.240]  原來約翰他想表達的
[00:08:48.240 --> 00:08:50.920]  可能在世人眼中是很普通的東西
[00:08:50.920 --> 00:08:54.120]  但是原來在這裡是有別具的意義
[00:08:54.120 --> 00:08:54.560]  他在說
[00:08:54.560 --> 00:08:56.840]  原來當果頭根還在擋住的時候
[00:08:56.840 --> 00:09:00.200]  代表著耶穌真正的死亡
[00:09:00.200 --> 00:09:01.480]  如果沒有果頭根在
[00:09:01.480 --> 00:09:03.480]  可能其他人就會開始懷疑
[00:09:03.480 --> 00:09:04.000]  開始質疑
[00:09:04.000 --> 00:09:06.320]  這些可能不是真的
[00:09:06.320 --> 00:09:08.200]  可能是一個謊言
[00:09:08.200 --> 00:09:10.760]  可能耶穌根本就沒有死過
[00:09:10.760 --> 00:09:13.520]  復活更加不會發生
[00:09:13.520 --> 00:09:15.160]  但是果頭根的存在
[00:09:15.160 --> 00:09:18.920]  代表著耶穌曾經真正死亡
[00:09:18.920 --> 00:09:22.320]  羅馬人的十字架奪取了耶穌的性命
[00:09:22.320 --> 00:09:23.760]  耶穌在早幾天
[00:09:23.760 --> 00:09:25.360]  星期五的時候
[00:09:25.360 --> 00:09:27.480]  真正釘死在十字架上
[00:09:27.480 --> 00:09:29.400]  他的遺體經過處理
[00:09:29.400 --> 00:09:30.760]  經過包裹
[00:09:30.760 --> 00:09:32.600]  擺在墳墓裡面
[00:09:32.600 --> 00:09:35.640]  但是星期日的一大清早
[00:09:35.640 --> 00:09:38.280]  門徒穆達拉的瑪利亞發現
[00:09:38.280 --> 00:09:39.800]  耶穌的遺體不見了
[00:09:39.800 --> 00:09:43.440]  但是本身包裹著耶穌的東西
[00:09:43.440 --> 00:09:47.120]  仍然存放在那裡
[00:09:47.120 --> 00:09:50.040]  但是不只是這樣
[00:09:50.040 --> 00:09:51.840]  其中有一處我們要去留意
[00:09:51.840 --> 00:09:55.560]  在經文裡面提到
[00:09:55.560 --> 00:09:56.600]  耶穌的死
[00:09:56.600 --> 00:09:58.920]  我們知道是不容置疑
[00:09:58.920 --> 00:10:01.800]  但是約翰給了我們一些什麼細節
[00:10:01.800 --> 00:10:05.560]  他說那個布是另外捲著的
[00:10:05.560 --> 00:10:07.760]  英文譯成Floated
[00:10:07.760 --> 00:10:10.200]  即是他摺起來摺好了
[00:10:10.200 --> 00:10:12.480]  好好地擺放在另一邊
[00:10:12.480 --> 00:10:14.800]  和細碼布是分開的
[00:10:14.800 --> 00:10:17.760]  這個看起來好像是一個微不足道的細節
[00:10:17.760 --> 00:10:22.560]  但是原來這個就是整個復活節故事的重點
[00:10:22.560 --> 00:10:25.320]  那個重中之重
[00:10:25.320 --> 00:10:27.280]  如果我們要去理解這一點
[00:10:27.280 --> 00:10:31.800]  我們首先要去到當天發現這個空墳墓
[00:10:31.800 --> 00:10:35.160]  耶穌這個空墳墓之前的七八年前
[00:10:35.160 --> 00:10:37.120]  大約七八年前
[00:10:37.120 --> 00:10:38.960]  上帝的子民
[00:10:38.960 --> 00:10:43.800]  以色列人正處於他們最黑暗的時期
[00:10:43.800 --> 00:10:47.640]  就是秘魯巴比倫的時期
[00:10:47.640 --> 00:10:50.520]  巴比倫攻入他們的地方
[00:10:50.520 --> 00:10:52.760]  他們闖入耶路撒冷
[00:10:52.760 --> 00:10:54.440]  他們拆毀了聖殿
[00:10:54.440 --> 00:10:56.800]  他們殺害了很多人
[00:10:56.800 --> 00:11:02.160]  他們把猶太人的魚種都擄到巴比倫
[00:11:02.160 --> 00:11:04.720]  這一切事情的發生是因為
[00:11:04.720 --> 00:11:08.400]  捆綁著人的罪性
[00:11:08.400 --> 00:11:12.160]  罪讓人和神完全地分開
[00:11:12.160 --> 00:11:16.160]  這裡要說的是人類最早先的時候
[00:11:16.160 --> 00:11:18.040]  因為違背了上帝的旨意
[00:11:18.040 --> 00:11:21.000]  吃了上帝叫他們不要吃的果子
[00:11:21.000 --> 00:11:22.480]  然後和神
[00:11:22.480 --> 00:11:23.760]  和自己
[00:11:23.760 --> 00:11:24.880]  和其他人
[00:11:24.880 --> 00:11:27.280]  和從世界的製造物
[00:11:27.280 --> 00:11:30.280]  完全地破壞了那個關係
[00:11:30.280 --> 00:11:32.000]  也是因為這樣
[00:11:32.000 --> 00:11:35.280]  這個罪是裹纏著我們每一個人
[00:11:35.280 --> 00:11:36.640]  這個裹纏著我們每一個人
[00:11:36.640 --> 00:11:39.400]  是帶給我們一個嚴重的影響
[00:11:39.400 --> 00:11:41.240]  導致我們的身體
[00:11:41.240 --> 00:11:44.400]  和我們的靈魂最終都要面臨死亡
[00:11:44.400 --> 00:11:46.360]  死亡是我們的結局
[00:11:46.360 --> 00:11:51.360]  是我們每一個罪人可以避免的事情
[00:11:51.360 --> 00:11:53.560]  由《創世紀》第四章開始
[00:11:53.560 --> 00:11:55.000]  我們已經會看到
[00:11:55.000 --> 00:11:57.680]  當中人很渴望得到救贖
[00:11:57.680 --> 00:12:01.360]  但是不斷地在罪裡面掙扎
[00:12:01.360 --> 00:12:03.120]  但同時也在說
[00:12:03.120 --> 00:12:04.880]  有一位愛人的上帝
[00:12:04.880 --> 00:12:08.320]  他希望介入罪人的生命裡面
[00:12:08.320 --> 00:12:14.320]  重複這個關係的故事
[00:12:14.320 --> 00:12:16.040]  但我們看到
[00:12:16.040 --> 00:12:19.280]  上帝是不斷地想尋找人的
[00:12:19.280 --> 00:12:20.640]  上帝是不斷地想愛人
[00:12:20.640 --> 00:12:24.680]  他想用盡所有的方法去收復
[00:12:24.680 --> 00:12:27.800]  我們人類自己造成的一些錯誤
[00:12:27.800 --> 00:12:31.000]  所帶來的破碎的關係
[00:12:31.000 --> 00:12:33.800]  舊約聖經正正是在說
[00:12:33.800 --> 00:12:37.600]  人如何在痛苦裡面不斷地掙扎
[00:12:37.600 --> 00:12:41.200]  但也在說上帝如何介入
[00:12:41.200 --> 00:12:46.800]  讓人和上帝自己可以收復這個關係
[00:12:46.800 --> 00:12:48.280]  這一切的事情
[00:12:48.280 --> 00:12:51.960]  去到一個部分是在高峰裡面
[00:12:51.960 --> 00:12:53.960]  當我們看舊約或整本聖經裡面
[00:12:53.960 --> 00:12:55.680]  那個高峰的位置
[00:12:55.680 --> 00:12:57.800]  就是在當以色列人
[00:12:57.800 --> 00:13:00.520]  被擄巴比倫的時候
[00:13:00.520 --> 00:13:02.520]  那個是以色列人最痛苦的時候
[00:13:02.520 --> 00:13:05.600]  也是他們最能夠去反思
[00:13:05.600 --> 00:13:08.560]  去審查他們自己的時候
[00:13:08.560 --> 00:13:10.320]  他們最終可以意識到
[00:13:10.320 --> 00:13:11.920]  上帝要帶來救贖
[00:13:11.920 --> 00:13:15.000]  而且在被擄巴比倫
[00:13:15.000 --> 00:13:17.200]  他們最黑暗、最痛苦的時候
[00:13:17.200 --> 00:13:19.440]  那個是一個開始點
[00:13:19.440 --> 00:13:21.120]  因為那裡在預示著
[00:13:21.120 --> 00:13:22.880]  上帝即將要帶來
[00:13:22.880 --> 00:13:24.840]  即將要發生的事情
[00:13:24.840 --> 00:13:27.000]  那個救贖即將要藉著
[00:13:27.000 --> 00:13:30.680]  主耶穌基督去帶來
[00:13:30.680 --> 00:13:32.160]  在耶穌的空墳墓之前
[00:13:32.160 --> 00:13:33.920]  大約七、八年
[00:13:33.920 --> 00:13:36.840]  上帝決定要將這個改變
[00:13:36.840 --> 00:13:39.760]  帶給祂所愛的百姓
[00:13:39.760 --> 00:13:42.640]  所以上帝首先去透過先知
[00:13:42.640 --> 00:13:44.280]  去將祂這個救贖
[00:13:44.280 --> 00:13:47.760]  這個盼望傳遞給祂的子民
[00:13:47.760 --> 00:13:49.880]  我們透過以塞雅
[00:13:49.880 --> 00:13:50.880]  我們能夠見得到
[00:13:50.880 --> 00:13:53.920]  上帝如何藉著人去宣講
[00:13:53.920 --> 00:13:56.200]  祂帶來的救贖的一個信息
[00:13:56.200 --> 00:13:58.360]  我們去到以塞雅書裡面
[00:13:58.360 --> 00:14:00.360]  第25章
[00:14:00.360 --> 00:14:08.560]  第25章第6節那裡說
[00:14:08.560 --> 00:14:11.680]  「在山上萬軍之謠」說
[00:14:11.680 --> 00:14:14.080]  「必擺設現席」
[00:14:14.080 --> 00:14:16.480]  「有肥金和美酒」
[00:14:16.480 --> 00:14:18.880]  「就是滿有骨髓和肥金」
[00:14:18.880 --> 00:14:22.440]  「和精釀的美酒在這個山上」
[00:14:22.440 --> 00:14:23.640]  「祂必吞滅那個」
[00:14:23.640 --> 00:14:25.800]  「前果萬民的面紗」
[00:14:25.800 --> 00:14:29.680]  「和遮蓋列國的遮蔽物」
[00:14:29.680 --> 00:14:32.920]  「祂已經吞滅死亡直到永遠」
[00:14:32.920 --> 00:14:36.800]  「主耶和華必擦乾面上的眼淚」
[00:14:36.800 --> 00:14:39.920]  「在全地去除百姓的羞辱」
[00:14:39.920 --> 00:14:41.800]  這是耶和華說的
[00:14:41.800 --> 00:14:42.880]  到那一天
[00:14:42.880 --> 00:14:43.880]  人必定說
[00:14:43.880 --> 00:14:45.800]  「看,這是我們的神」
[00:14:45.800 --> 00:14:47.200]  「我們向來等候祂」
[00:14:47.200 --> 00:14:49.600]  「祂必帶來拯救」
[00:14:49.600 --> 00:14:50.960]  這是耶和華說的
[00:14:50.960 --> 00:14:52.960]  我們向來等候祂
[00:14:52.960 --> 00:14:57.960]  我們必因祂的救恩歡喜快樂
[00:14:57.960 --> 00:14:58.800]  在第6節我們看到
[00:14:58.800 --> 00:15:01.080]  祂說在山上
[00:15:01.080 --> 00:15:02.040]  這個山上
[00:15:02.040 --> 00:15:04.120]  是當時以塞雅的預言
[00:15:04.120 --> 00:15:04.920]  祂的意象
[00:15:04.920 --> 00:15:07.040]  祂看見有一座山
[00:15:07.040 --> 00:15:08.160]  那座山正正是
[00:15:08.160 --> 00:15:09.560]  剛才我們提過
[00:15:09.560 --> 00:15:11.360]  巴比倫要拆毀了
[00:15:11.360 --> 00:15:14.480]  進入到毀壞了聖殿的那座山
[00:15:14.480 --> 00:15:15.120]  我們看經文
[00:15:15.120 --> 00:15:16.680]  其實是說到
[00:15:16.680 --> 00:15:17.800]  在耶路撒冷
[00:15:17.800 --> 00:15:21.000]  我們在聖經裡稱之為
[00:15:21.000 --> 00:15:23.880]  那個錫安山的那座山
[00:15:23.880 --> 00:15:26.360]  也是耶穌在那座山上
[00:15:26.360 --> 00:15:29.040]  死亡和復活的各個他山
[00:15:29.040 --> 00:15:30.320]  在同一個山上
[00:15:30.320 --> 00:15:35.120]  以塞雅看見的意象
[00:15:35.120 --> 00:15:36.520]  她說在這個意象上
[00:15:36.520 --> 00:15:38.000]  最重要我們看見
[00:15:38.000 --> 00:15:40.760]  有兩個很關鍵的詞語
[00:15:40.760 --> 00:15:43.360]  她要吞滅
[00:15:43.360 --> 00:15:45.760]  她要吞滅
[00:15:45.760 --> 00:15:49.840]  遮蔽人的面部的那塊根
[00:15:49.840 --> 00:15:54.520]  其實同樣是說那塊果頭根
[00:15:54.520 --> 00:15:58.320]  以塞雅描述當時人的醉的狀態
[00:15:58.320 --> 00:16:02.920]  就好像被果頭根包著
[00:16:02.920 --> 00:16:04.440]  覆蓋著
[00:16:04.440 --> 00:16:08.240]  讓人沒有呼吸的空間
[00:16:08.240 --> 00:16:10.560]  讓人失去了他們的自由
[00:16:10.560 --> 00:16:13.120]  讓人不能夠呈現上帝
[00:16:13.120 --> 00:16:16.000]  創造的美好的形象
[00:16:16.000 --> 00:16:17.520]  聖經說得很清楚
[00:16:17.520 --> 00:16:22.280]  醉的功架就是死
[00:16:22.280 --> 00:16:28.480]  人的醉帶來了人類的沉重和破碎
[00:16:28.480 --> 00:16:30.080]  有時我們的生活
[00:16:30.080 --> 00:16:32.120]  當我們在醉裡生活的時候
[00:16:32.120 --> 00:16:35.400]  我們就好像被果頭根覆蓋著一樣
[00:16:35.400 --> 00:16:37.400]  遮蔽著
[00:16:37.400 --> 00:16:40.040]  我們想呼吸也覺得很辛苦
