
[00:00:00.000 --> 00:00:05.480]   [VIDEO PLAYBACK]
[00:02:50.860 --> 00:02:52.360]   and you are all in the same side,
[00:02:52.360 --> 00:02:54.360]   but you are still on the way to the end.
[00:02:54.360 --> 00:02:55.860]   But what has happened in the communities
[00:02:55.860 --> 00:02:57.860]   is that you have always been acclimated to the Father's right
[00:02:57.860 --> 00:03:00.360]   as a judge, as a leader.
[00:03:00.360 --> 00:03:01.860]   He came to Spain,
[00:03:01.860 --> 00:03:04.360]   and I have always known him well as a father
[00:03:04.360 --> 00:03:07.860]   to you, James Brown, my friend.
[00:03:07.860 --> 00:03:10.860]   He said, "Across the first 10 feet,
[00:03:10.860 --> 00:03:12.860]   "I will have my son.
[00:03:12.860 --> 00:03:13.860]   "He will walk to all the crosses,
[00:03:13.860 --> 00:03:14.860]   "I will take him to the cross,
[00:03:14.860 --> 00:03:16.860]   "and I will lift him up."
[00:03:16.860 --> 00:03:18.860]   Well, so this is the first time in a week
[00:03:18.860 --> 00:03:22.860]   that I have heard of the same thing Trump has said.
[00:03:22.860 --> 00:03:25.860]   And it is by no such profit.
[00:03:25.860 --> 00:03:28.860]   Neither is it the end of the game.
[00:03:28.860 --> 00:03:30.860]   It is a trial that will bring us through
[00:03:30.860 --> 00:03:32.860]   to the place we have to go in the future.
[00:03:32.860 --> 00:03:35.360]   But for now, this is the worst I have ever seen so far.
[00:03:35.360 --> 00:03:37.860]   It is a secret, but it is not a thing
[00:03:37.860 --> 00:03:39.860]   you can contest it.
[00:03:39.860 --> 00:03:41.860]   I have never seen it.
[00:03:41.860 --> 00:03:44.860]   And I have spent about eight weeks learning.
[00:03:44.860 --> 00:03:47.860]   I have read about it from all over the United States.
[00:03:47.860 --> 00:03:48.860]   This is not a law.
[00:03:48.860 --> 00:03:50.860]   It is not a law.
[00:03:50.860 --> 00:03:52.860]   It is a myth.
[00:03:52.860 --> 00:03:54.860]   But every time I think about it,
[00:03:54.860 --> 00:03:56.860]   I find that the law is not a thing
[00:03:56.860 --> 00:03:59.860]   you can contest it.
[00:03:59.860 --> 00:04:01.860]   It is a fact that the United States
[00:04:01.860 --> 00:04:04.860]   has a very strong judicial system.
[00:04:04.860 --> 00:04:06.860]   It is not a person-to-person.
[00:04:06.860 --> 00:04:08.860]   So what should we do?
[00:04:08.860 --> 00:04:09.860]   What should we do?
[00:04:09.860 --> 00:04:12.860]   I was a former district judge of the blacks.
[00:04:12.860 --> 00:04:16.860]   The court knew that it was a thing.
[00:04:16.860 --> 00:04:18.860]   So what should we do?
[00:04:18.860 --> 00:04:20.860]   I see you in the Senate.
[00:04:20.860 --> 00:04:22.860]   I read your article.
[00:04:22.860 --> 00:04:24.860]   I see you in the Supreme Court.
[00:04:24.860 --> 00:04:27.860]   I don't think it is a thing that is being contested.
[00:04:27.860 --> 00:04:28.860]   It is a thing.
[00:04:28.860 --> 00:04:30.860]   And all the great experts
[00:04:30.860 --> 00:04:34.860]   use it as a point to disguise the truth.
[00:04:34.860 --> 00:04:37.860]   We are not a better party
[00:04:37.860 --> 00:04:39.860]   than the other system that we believe
[00:04:39.860 --> 00:04:42.860]   to be allowed to interfere in the law.
[00:04:42.860 --> 00:04:45.860]   I love the remarks that you make about the case of this.
[00:04:45.860 --> 00:04:47.860]   Now I think about the facts that you have to turn
[00:04:47.860 --> 00:04:50.860]   the law for the great history of the Native American group.
[00:04:50.860 --> 00:04:53.860]   The law was passed off as one of the four designations.
[00:04:53.860 --> 00:04:55.860]   And it is a thing.
[00:04:55.860 --> 00:04:57.860]   It is a thing.
[00:04:57.860 --> 00:05:00.860]   In fact, many of our presidents and senators
[00:05:00.860 --> 00:05:05.860]   used to be sniffing and trying to win the government over.
[00:05:05.860 --> 00:05:07.860]   If you point to the Supreme Court,
[00:05:07.860 --> 00:05:09.860]   it is not a thing.
[00:05:09.860 --> 00:05:10.860]   It is a law.
[00:05:10.860 --> 00:05:12.860]   We did not ask you to do that.
[00:05:12.860 --> 00:05:14.860]   And I know that is the privilege of the party
[00:05:14.860 --> 00:05:16.860]   that you can change the development of the country
[00:05:16.860 --> 00:05:19.860]   to do what you are allowed to do.
[00:05:19.860 --> 00:05:23.860]   I think it is not the greatest responsibility of the party.
[00:05:23.860 --> 00:05:25.860]   I see you in the Supreme Court.
[00:05:25.860 --> 00:05:28.860]   I see you in the Supreme Court.
[00:05:28.860 --> 00:05:31.860]   It is the part of the Supreme Court that we can trust.
[00:05:31.860 --> 00:05:33.860]   It is the part of the Supreme Court that we can trust.
[00:05:33.860 --> 00:05:35.860]   And I think that is the privilege of the party.
[00:05:35.860 --> 00:05:37.860]   I think that is the privilege of the party.
[00:05:37.860 --> 00:05:39.860]   I think that is the privilege of the party.
[00:05:39.860 --> 00:05:41.860]   I think that is the privilege of the party.
[00:05:41.860 --> 00:05:43.860]   I think that is the privilege of the party.
[00:05:43.860 --> 00:05:45.860]   I think that is the privilege of the party.
[00:05:45.860 --> 00:05:47.860]   I think that is the privilege of the party.
[00:05:47.860 --> 00:05:49.860]   I think that is the privilege of the party.
[00:05:49.860 --> 00:05:51.860]   I think that is the privilege of the party.
[00:05:51.860 --> 00:05:53.860]   I think that is the privilege of the party.
[00:05:53.860 --> 00:05:55.860]   I think that is the privilege of the party.
[00:05:55.860 --> 00:05:57.860]   I think that is the privilege of the party.
[00:05:57.860 --> 00:05:59.860]   I think that is the privilege of the party.
[00:05:59.860 --> 00:06:01.860]   I think that is the privilege of the party.
[00:06:01.860 --> 00:06:03.860]   I think that is the privilege of the party.
[00:06:03.860 --> 00:06:05.860]   I think that is the privilege of the party.
[00:06:05.860 --> 00:06:07.860]   I think that is the privilege of the party.
[00:06:07.860 --> 00:06:09.860]   I think that is the privilege of the party.
[00:06:09.860 --> 00:06:11.860]   I think that is the privilege of the party.
[00:06:11.860 --> 00:06:13.860]   I think that is the privilege of the party.
[00:06:13.860 --> 00:06:15.860]   I think that is the privilege of the party.
[00:06:15.860 --> 00:06:17.860]   I think that is the privilege of the party.
[00:06:17.860 --> 00:06:19.860]   I think that is the privilege of the party.
[00:06:19.860 --> 00:06:21.860]   I think that is the privilege of the party.
[00:06:21.860 --> 00:06:23.860]   I think that is the privilege of the party.
[00:06:23.860 --> 00:06:25.860]   I think that is the privilege of the party.
[00:06:25.860 --> 00:06:27.860]   I think that is the privilege of the party.
[00:06:27.860 --> 00:06:29.860]   I think that is the privilege of the party.
[00:06:29.860 --> 00:06:31.860]   I think that is the privilege of the party.
[00:06:31.860 --> 00:06:33.860]   I think that is the privilege of the party.
[00:06:33.860 --> 00:06:35.860]   I think that is the privilege of the party.
[00:06:35.860 --> 00:06:37.860]   I think that is the privilege of the party.
[00:06:37.860 --> 00:06:39.860]   I think that is the privilege of the party.
[00:06:39.860 --> 00:06:41.860]   I think that is the privilege of the party.
[00:06:41.860 --> 00:06:43.860]   I think that is the privilege of the party.
[00:06:43.860 --> 00:06:45.860]   I think that is the privilege of the party.
[00:06:45.860 --> 00:06:47.860]   I think that is the privilege of the party.
[00:06:47.860 --> 00:06:49.860]   I think that is the privilege of the party.
[00:06:49.860 --> 00:06:51.860]   I think that is the privilege of the party.
[00:06:51.860 --> 00:06:53.860]   I think that is the privilege of the party.
[00:06:53.860 --> 00:06:55.860]   I think that is the privilege of the party.
[00:06:55.860 --> 00:06:57.860]   I think that is the privilege of the party.
[00:06:57.860 --> 00:06:59.860]   I think that is the privilege of the party.
[00:06:59.860 --> 00:07:01.860]   I think that is the privilege of the party.
[00:07:01.860 --> 00:07:03.860]   I think that is the privilege of the party.
[00:07:03.860 --> 00:07:05.860]   I think that is the privilege of the party.
[00:07:05.860 --> 00:07:07.860]   I think that is the privilege of the party.
[00:07:07.860 --> 00:07:09.860]   I think that is the privilege of the party.
[00:07:09.860 --> 00:07:11.860]   I think that is the privilege of the party.
[00:07:11.860 --> 00:07:13.860]   I think that is the privilege of the party.
[00:07:13.860 --> 00:07:15.860]   I think that is the privilege of the party.
[00:07:15.860 --> 00:07:17.860]   I think that is the privilege of the party.
[00:07:17.860 --> 00:07:19.860]   I think that is the privilege of the party.
[00:07:19.860 --> 00:07:21.860]   I think that is the privilege of the party.
[00:07:21.860 --> 00:07:23.860]   I think that is the privilege of the party.
[00:07:23.860 --> 00:07:25.860]   I think that is the privilege of the party.
[00:07:25.860 --> 00:07:27.860]   I think that is the privilege of the party.
[00:07:27.860 --> 00:07:29.860]   I think that is the privilege of the party.
[00:07:29.860 --> 00:07:31.860]   I think that is the privilege of the party.
[00:07:31.860 --> 00:07:33.860]   I think that is the privilege of the party.
[00:07:33.860 --> 00:07:35.860]   I think that is the privilege of the party.
[00:07:35.860 --> 00:07:37.860]   I think that is the privilege of the party.
[00:07:37.860 --> 00:07:39.860]   I think that is the privilege of the party.
[00:07:39.860 --> 00:07:41.860]   I think that is the privilege of the party.
[00:07:41.860 --> 00:07:43.860]   I think that is the privilege of the party.
[00:07:43.860 --> 00:07:45.860]   I think that is the privilege of the party.
[00:07:45.860 --> 00:07:47.860]   I think that is the privilege of the party.
[00:07:47.860 --> 00:07:49.860]   I think that is the privilege of the party.
[00:07:49.860 --> 00:07:51.860]   I think that is the privilege of the party.
[00:07:51.860 --> 00:07:53.860]   I think that is the privilege of the party.
[00:07:53.860 --> 00:07:55.860]   I think that is the privilege of the party.
[00:07:55.860 --> 00:07:57.860]   I think that is the privilege of the party.
[00:07:57.860 --> 00:07:59.860]   I think that is the privilege of the party.
[00:07:59.860 --> 00:08:01.860]   I think that is the privilege of the party.
[00:08:01.860 --> 00:08:03.860]   I think that is the privilege of the party.
[00:08:03.860 --> 00:08:05.860]   I think that is the privilege of the party.
[00:08:05.860 --> 00:08:07.860]   I think that is the privilege of the party.
[00:08:07.860 --> 00:08:09.860]   I think that is the privilege of the party.
[00:08:09.860 --> 00:08:11.860]   I think that is the privilege of the party.
[00:08:11.860 --> 00:08:13.860]   I think that is the privilege of the party.
[00:08:13.860 --> 00:08:15.860]   I think that is the privilege of the party.
[00:08:15.860 --> 00:08:17.860]   I think that is the privilege of the party.
[00:08:17.860 --> 00:08:19.860]   I think that is the privilege of the party.
[00:08:19.860 --> 00:08:21.860]   I think that is the privilege of the party.
[00:08:21.860 --> 00:08:23.860]   I think that is the privilege of the party.
[00:08:23.860 --> 00:08:25.860]   I think that is the privilege of the party.
[00:08:25.860 --> 00:08:27.860]   I think that is the privilege of the party.
[00:08:27.860 --> 00:08:29.860]   I think that is the privilege of the party.
[00:08:29.860 --> 00:08:31.860]   I think that is the privilege of the party.
[00:08:31.860 --> 00:08:33.860]   I think that is the privilege of the party.
[00:08:33.860 --> 00:08:35.860]   I think that is the privilege of the party.
[00:08:35.860 --> 00:08:37.860]   I think that is the privilege of the party.
[00:08:37.860 --> 00:08:39.860]   I think that is the privilege of the party.
[00:08:39.860 --> 00:08:41.860]   I think that is the privilege of the party.
[00:08:41.860 --> 00:08:43.860]   I think that is the privilege of the party.
[00:08:43.860 --> 00:08:45.860]   I think that is the privilege of the party.
[00:08:45.860 --> 00:08:47.860]   I think that is the privilege of the party.
[00:08:47.860 --> 00:08:49.860]   I think that is the privilege of the party.
[00:08:49.860 --> 00:08:51.860]   I think that is the privilege of the party.
[00:08:51.860 --> 00:08:53.860]   I think that is the privilege of the party.
[00:08:53.860 --> 00:08:55.860]   I think that is the privilege of the party.
[00:08:55.860 --> 00:08:57.860]   I think that is the privilege of the party.
[00:08:57.860 --> 00:08:59.860]   I think that is the privilege of the party.
[00:08:59.860 --> 00:09:01.860]   I think that is the privilege of the party.
[00:09:01.860 --> 00:09:03.860]   I think that is the privilege of the party.
[00:09:03.860 --> 00:09:05.860]   I think that is the privilege of the party.
[00:09:05.860 --> 00:09:07.860]   I think that is the privilege of the party.
[00:09:07.860 --> 00:09:09.860]   I think that is the privilege of the party.
[00:09:09.860 --> 00:09:11.860]   I think that is the privilege of the party.
[00:09:11.860 --> 00:09:13.860]   I think that is the privilege of the party.
[00:09:13.860 --> 00:09:15.860]   I think that is the privilege of the party.
[00:09:15.860 --> 00:09:17.860]   I think that is the privilege of the party.
[00:09:17.860 --> 00:09:19.860]   I think that is the privilege of the party.
[00:09:19.860 --> 00:09:21.860]   I think that is the privilege of the party.
[00:09:21.860 --> 00:09:23.860]   I think that is the privilege of the party.
[00:09:23.860 --> 00:09:25.860]   I think that is the privilege of the party.
[00:09:25.860 --> 00:09:27.860]   I think that is the privilege of the party.
[00:09:27.860 --> 00:09:29.860]   I think that is the privilege of the party.
[00:09:29.860 --> 00:09:31.860]   I think that is the privilege of the party.
[00:09:31.860 --> 00:09:33.860]   I think that is the privilege of the party.
[00:09:33.860 --> 00:09:35.860]   I think that is the privilege of the party.
[00:09:35.860 --> 00:09:37.860]   I think that is the privilege of the party.
[00:09:37.860 --> 00:09:39.860]   I think that is the privilege of the party.
[00:09:39.860 --> 00:09:41.860]   I think that is the privilege of the party.
[00:09:41.860 --> 00:09:43.860]   I think that is the privilege of the party.
[00:09:43.860 --> 00:09:45.860]   I think that is the privilege of the party.
[00:09:45.860 --> 00:09:47.860]   I think that is the privilege of the party.
[00:09:47.860 --> 00:09:49.860]   I think that is the privilege of the party.
[00:09:49.860 --> 00:09:51.860]   I think that is the privilege of the party.
[00:09:51.860 --> 00:09:53.860]   I think that is the privilege of the party.
[00:09:53.860 --> 00:09:55.860]   I think that is the privilege of the party.
[00:09:55.860 --> 00:09:57.860]   I think that is the privilege of the party.
[00:09:57.860 --> 00:09:59.860]   I think that is the privilege of the party.
[00:09:59.860 --> 00:10:01.860]   I think that is the privilege of the party.
[00:10:01.860 --> 00:10:03.860]   I think that is the privilege of the party.
[00:10:03.860 --> 00:10:05.860]   I think that is the privilege of the party.
[00:10:05.860 --> 00:10:07.860]   I think that is the privilege of the party.
[00:10:07.860 --> 00:10:09.860]   I think that is the privilege of the party.
[00:10:09.860 --> 00:10:11.860]   I think that is the privilege of the party.
[00:10:11.860 --> 00:10:13.860]   I think that is the privilege of the party.
[00:10:13.860 --> 00:10:15.860]   I think that is the privilege of the party.
[00:10:15.860 --> 00:10:17.860]   I think that is the privilege of the party.
[00:10:17.860 --> 00:10:19.860]   I think that is the privilege of the party.
[00:10:19.860 --> 00:10:21.860]   I think that is the privilege of the party.
[00:10:21.860 --> 00:10:23.860]   I think that is the privilege of the party.
[00:10:23.860 --> 00:10:25.860]   I think that is the privilege of the party.
[00:10:25.860 --> 00:10:27.860]   I think that is the privilege of the party.
[00:10:27.860 --> 00:10:29.860]   I think that is the privilege of the party.
[00:10:29.860 --> 00:10:31.860]   I think that is the privilege of the party.
[00:10:31.860 --> 00:10:33.860]   I think that is the privilege of the party.
[00:10:33.860 --> 00:10:35.860]   I think that is the privilege of the party.
[00:10:35.860 --> 00:10:37.860]   I think that is the privilege of the party.
[00:10:37.860 --> 00:10:39.860]   I think that is the privilege of the party.
[00:10:39.860 --> 00:10:41.860]   I think that is the privilege of the party.
[00:10:41.860 --> 00:10:43.860]   I think that is the privilege of the party.
[00:10:43.860 --> 00:10:45.860]   I think that is the privilege of the party.
[00:10:45.860 --> 00:10:47.860]   I think that is the privilege of the party.
[00:10:47.860 --> 00:10:49.860]   I think that is the privilege of the party.
[00:10:49.860 --> 00:10:51.860]   I think that is the privilege of the party.
[00:10:51.860 --> 00:10:53.860]   I think that is the privilege of the party.
[00:10:53.860 --> 00:10:55.860]   I think that is the privilege of the party.
[00:10:55.860 --> 00:10:57.860]   I think that is the privilege of the party.
[00:10:57.860 --> 00:10:59.860]   I think that is the privilege of the party.
[00:10:59.860 --> 00:11:01.860]   I think that is the privilege of the party.
[00:11:01.860 --> 00:11:03.860]   I think that is the privilege of the party.
[00:11:03.860 --> 00:11:05.860]   I think that is the privilege of the party.
[00:11:05.860 --> 00:11:07.860]   I think that is the privilege of the party.
[00:11:07.860 --> 00:11:09.860]   I think that is the privilege of the party.
[00:11:09.860 --> 00:11:11.860]   I think that is the privilege of the party.
[00:11:11.860 --> 00:11:13.860]   I think that is the privilege of the party.
[00:11:13.860 --> 00:11:15.860]   I think that is the privilege of the party.
[00:11:15.860 --> 00:11:17.860]   I think that is the privilege of the party.
[00:11:17.860 --> 00:11:19.860]   I think that is the privilege of the party.
[00:11:19.860 --> 00:11:21.860]   I think that is the privilege of the party.
[00:11:21.860 --> 00:11:23.860]   I think that is the privilege of the party.
[00:11:23.860 --> 00:11:25.860]   I think that is the privilege of the party.
[00:11:25.860 --> 00:11:27.860]   I think that is the privilege of the party.
[00:11:27.860 --> 00:11:29.860]   I think that is the privilege of the party.
[00:11:29.860 --> 00:11:31.860]   I think that is the privilege of the party.
[00:11:31.860 --> 00:11:33.860]   I think that is the privilege of the party.
[00:11:33.860 --> 00:11:35.860]   I think that is the privilege of the party.
[00:11:35.860 --> 00:11:37.860]   I think that is the privilege of the party.
[00:11:37.860 --> 00:11:39.860]   I think that is the privilege of the party.
[00:11:39.860 --> 00:11:41.860]   I think that is the privilege of the party.
[00:11:41.860 --> 00:11:43.860]   I think that is the privilege of the party.
[00:11:43.860 --> 00:11:45.860]   I think that is the privilege of the party.
[00:11:45.860 --> 00:11:47.860]   I think that is the privilege of the party.
[00:11:47.860 --> 00:11:49.860]   I think that is the privilege of the party.
[00:11:49.860 --> 00:11:51.860]   I think that is the privilege of the party.
[00:11:51.860 --> 00:11:53.860]   I think that is the privilege of the party.
[00:11:53.860 --> 00:11:55.860]   I think that is the privilege of the party.
[00:11:55.860 --> 00:11:57.860]   I think that is the privilege of the party.
[00:11:57.860 --> 00:11:59.860]   I think that is the privilege of the party.
[00:11:59.860 --> 00:12:01.860]   I think that is the privilege of the party.
[00:12:01.860 --> 00:12:03.860]   I think that is the privilege of the party.
[00:12:03.860 --> 00:12:05.860]   I think that is the privilege of the party.
[00:12:05.860 --> 00:12:07.860]   I think that is the privilege of the party.
[00:12:07.860 --> 00:12:09.860]   I think that is the privilege of the party.
[00:12:09.860 --> 00:12:11.860]   I think that is the privilege of the party.
[00:12:11.860 --> 00:12:13.860]   I think that is the privilege of the party.
[00:12:13.860 --> 00:12:15.860]   I think that is the privilege of the party.
[00:12:15.860 --> 00:12:17.860]   I think that is the privilege of the party.
[00:12:17.860 --> 00:12:19.860]   I think that is the privilege of the party.
[00:12:19.860 --> 00:12:21.860]   I think that is the privilege of the party.
[00:12:21.860 --> 00:12:23.860]   I think that is the privilege of the party.
[00:12:23.860 --> 00:12:25.860]   I think that is the privilege of the party.
[00:12:25.860 --> 00:12:27.860]   I think that is the privilege of the party.
[00:12:27.860 --> 00:12:29.860]   I think that is the privilege of the party.
[00:12:29.860 --> 00:12:31.860]   I think that is the privilege of the party.
[00:12:31.860 --> 00:12:33.860]   I think that is the privilege of the party.
[00:12:33.860 --> 00:12:35.860]   I think that is the privilege of the party.
[00:12:35.860 --> 00:12:37.860]   I think that is the privilege of the party.
[00:12:37.860 --> 00:12:39.860]   I think that is the privilege of the party.
[00:12:39.860 --> 00:12:41.860]   I think that is the privilege of the party.
[00:12:41.860 --> 00:12:43.860]   I think that is the privilege of the party.
[00:12:43.860 --> 00:12:45.860]   I think that is the privilege of the party.
[00:12:45.860 --> 00:12:47.860]   I think that is the privilege of the party.
[00:12:47.860 --> 00:12:49.860]   I think that is the privilege of the party.
[00:12:49.860 --> 00:12:51.860]   I think that is the privilege of the party.
[00:12:51.860 --> 00:12:53.860]   I think that is the privilege of the party.
[00:12:53.860 --> 00:12:55.860]   I think that is the privilege of the party.
[00:12:55.860 --> 00:12:57.860]   I think that is the privilege of the party.
[00:12:57.860 --> 00:12:59.860]   I think that is the privilege of the party.
[00:12:59.860 --> 00:13:01.860]   I think that is the privilege of the party.
[00:13:01.860 --> 00:13:03.860]   I think that is the privilege of the party.
[00:13:03.860 --> 00:13:05.860]   I think that is the privilege of the party.
[00:13:05.860 --> 00:13:07.860]   I think that is the privilege of the party.
[00:13:07.860 --> 00:13:09.860]   I think that is the privilege of the party.
[00:13:09.860 --> 00:13:11.860]   I think that is the privilege of the party.
[00:13:11.860 --> 00:13:13.860]   I think that is the privilege of the party.
[00:13:13.860 --> 00:13:15.860]   I think that is the privilege of the party.
[00:13:15.860 --> 00:13:17.860]   I think that is the privilege of the party.
[00:13:17.860 --> 00:13:19.860]   I think that is the privilege of the party.
[00:13:19.860 --> 00:13:21.860]   I think that is the privilege of the party.
[00:13:21.860 --> 00:13:23.860]   I think that is the privilege of the party.
[00:13:23.860 --> 00:13:25.860]   I think that is the privilege of the party.
[00:13:25.860 --> 00:13:27.860]   I think that is the privilege of the party.
[00:13:27.860 --> 00:13:29.860]   I think that is the privilege of the party.
[00:13:29.860 --> 00:13:31.860]   I think that is the privilege of the party.
[00:13:31.860 --> 00:13:33.860]   I think that is the privilege of the party.
[00:13:33.860 --> 00:13:35.860]   I think that is the privilege of the party.
[00:13:35.860 --> 00:13:37.860]   I think that is the privilege of the party.
[00:13:37.860 --> 00:13:39.860]   I think that is the privilege of the party.
[00:13:39.860 --> 00:13:41.860]   I think that is the privilege of the party.
[00:13:41.860 --> 00:13:43.860]   I think that is the privilege of the party.
[00:13:43.860 --> 00:13:45.860]   I think that is the privilege of the party.
[00:13:45.860 --> 00:13:47.860]   I think that is the privilege of the party.
[00:13:47.860 --> 00:13:49.860]   I think that is the privilege of the party.
[00:13:49.860 --> 00:13:51.860]   I think that is the privilege of the party.
[00:13:51.860 --> 00:13:53.860]   I think that is the privilege of the party.
[00:13:53.860 --> 00:13:55.860]   I think that is the privilege of the party.
[00:13:55.860 --> 00:13:57.860]   I think that is the privilege of the party.
[00:13:57.860 --> 00:13:59.860]   I think that is the privilege of the party.
[00:13:59.860 --> 00:14:01.860]   I think that is the privilege of the party.
[00:14:01.860 --> 00:14:03.860]   I think that is the privilege of the party.
[00:14:03.860 --> 00:14:05.860]   I think that is the privilege of the party.
[00:14:05.860 --> 00:14:07.860]   I think that is the privilege of the party.
[00:14:07.860 --> 00:14:09.860]   I think that is the privilege of the party.
[00:14:09.860 --> 00:14:11.860]   I think that is the privilege of the party.
[00:14:11.860 --> 00:14:13.860]   I think that is the privilege of the party.
[00:14:13.860 --> 00:14:15.860]   I think that is the privilege of the party.
[00:14:15.860 --> 00:14:17.860]   I think that is the privilege of the party.
[00:14:17.860 --> 00:14:19.860]   I think that is the privilege of the party.
[00:14:19.860 --> 00:14:21.860]   I think that is the privilege of the party.
[00:14:21.860 --> 00:14:23.860]   I think that is the privilege of the party.
[00:14:23.860 --> 00:14:25.860]   I think that is the privilege of the party.
[00:14:25.860 --> 00:14:27.860]   I think that is the privilege of the party.
[00:14:27.860 --> 00:14:29.860]   I think that is the privilege of the party.
[00:14:29.860 --> 00:14:31.860]   I think that is the privilege of the party.
[00:14:31.860 --> 00:14:33.860]   I think that is the privilege of the party.
[00:14:33.860 --> 00:14:35.860]   I think that is the privilege of the party.
[00:14:35.860 --> 00:14:37.860]   I think that is the privilege of the party.
[00:14:37.860 --> 00:14:39.860]   I think that is the privilege of the party.
[00:14:39.860 --> 00:14:41.860]   I think that is the privilege of the party.
[00:14:41.860 --> 00:14:43.860]   I think that is the privilege of the party.
[00:14:43.860 --> 00:14:45.860]   I think that is the privilege of the party.
[00:14:45.860 --> 00:14:47.860]   I think that is the privilege of the party.
[00:14:47.860 --> 00:14:49.860]   I think that is the privilege of the party.
[00:14:49.860 --> 00:14:51.860]   I think that is the privilege of the party.
[00:14:51.860 --> 00:14:53.860]   I think that is the privilege of the party.
[00:14:53.860 --> 00:14:55.860]   I think that is the privilege of the party.
[00:14:55.860 --> 00:14:57.860]   I think that is the privilege of the party.
[00:14:57.860 --> 00:14:59.860]   I think that is the privilege of the party.
[00:14:59.860 --> 00:15:01.860]   I think that is the privilege of the party.
[00:15:01.860 --> 00:15:03.860]   I think that is the privilege of the party.
[00:15:03.860 --> 00:15:05.860]   I think that is the privilege of the party.
[00:15:05.860 --> 00:15:07.860]   I think that is the privilege of the party.
[00:15:07.860 --> 00:15:09.860]   I think that is the privilege of the party.
[00:15:09.860 --> 00:15:11.860]   I think that is the privilege of the party.
[00:15:11.860 --> 00:15:13.860]   I think that is the privilege of the party.
