
[00:00:00.000 --> 00:00:01.200]   Thanks, Justin.
[00:05:02.600 --> 00:05:04.880]   But even on an intellectual level,
[00:05:04.880 --> 00:05:08.480]   the possibility of moving between time and space
[00:05:08.480 --> 00:05:10.920]   is a question physicists and scientists
[00:05:10.920 --> 00:05:14.240]   have been debating for a long, long time now.
[00:05:14.240 --> 00:05:16.960]   Einstein's general theory of relativity--
[00:05:16.960 --> 00:05:18.840]   OK, keep your eyes open.
[00:05:18.840 --> 00:05:21.120]   This opened up the question, though, about what--
[00:05:21.120 --> 00:05:23.960]   if time travel is actually possible or not.
[00:05:23.960 --> 00:05:27.920]   Apparently, this is what E equals mc squared is all about.
[00:05:27.920 --> 00:05:29.440]   Let me try and explain.
[00:05:29.440 --> 00:05:30.160]   I'm just kidding.
[00:05:30.160 --> 00:05:33.400]   I'm not going to go there today.
[00:05:33.400 --> 00:05:36.920]   But movies and scientific theories are one thing.
[00:05:36.920 --> 00:05:39.640]   But the idea of wanting to know what
[00:05:39.640 --> 00:05:42.440]   might happen in the future is so appealing to us
[00:05:42.440 --> 00:05:47.160]   that it even impacts us on a spiritual level.
[00:05:47.160 --> 00:05:49.360]   Think about this for a minute.
[00:05:49.360 --> 00:05:52.120]   Many of us are so desperate to find out,
[00:05:52.120 --> 00:05:54.640]   to be sure of what the future holds,
[00:05:54.640 --> 00:05:59.400]   that we turn to some very dark places to find out the answers.
[00:05:59.400 --> 00:06:02.080]   Here in this city, all you need to do is go and walk down
[00:06:02.080 --> 00:06:04.400]   Temple Street, or go and visit Wangdai
[00:06:04.400 --> 00:06:06.840]   Shen or one of the other temples.
[00:06:06.840 --> 00:06:09.880]   And there'll be no shortage of fortune tellers,
[00:06:09.880 --> 00:06:13.440]   card readers, soothsayers, feng shui masters
[00:06:13.440 --> 00:06:19.240]   who will claim to know exactly what your future looks like.
[00:06:19.240 --> 00:06:20.880]   Who are you going to marry?
[00:06:20.880 --> 00:06:22.840]   What kind of career are you going to have?
[00:06:22.840 --> 00:06:24.880]   How likely you are to get that promotion?
[00:06:24.880 --> 00:06:26.160]   When you should have children?
[00:06:26.160 --> 00:06:27.800]   How many children are you going to have?
[00:06:27.800 --> 00:06:29.760]   How you might even die?
[00:06:29.760 --> 00:06:31.680]   All these things can apparently be told
[00:06:31.680 --> 00:06:34.080]   by the flip of the card, reading of the charts,
[00:06:34.080 --> 00:06:35.320]   shaking of some sticks.
[00:06:35.320 --> 00:06:38.120]   This is very much a part of our culture.
[00:06:38.120 --> 00:06:43.480]   But how about within our church itself?
[00:06:43.480 --> 00:06:46.160]   How about within the Christian community?
[00:06:46.160 --> 00:06:48.760]   I think at times, we too have just as much
[00:06:48.760 --> 00:06:50.040]   of an interest in these things.
[00:06:50.040 --> 00:06:52.520]   Only the Christianese, the Christian version of this,
[00:06:52.520 --> 00:06:56.320]   we call it the prophetic.
[00:06:56.320 --> 00:06:58.200]   And at times, even amongst us Christians,
[00:06:58.200 --> 00:07:01.480]   we have an unhealthy interest of what the future precisely
[00:07:01.480 --> 00:07:02.960]   is going to look like.
[00:07:02.960 --> 00:07:05.240]   And so what happens is that we turn to God.
[00:07:05.240 --> 00:07:06.840]   But when we turn to God, we only want
[00:07:06.840 --> 00:07:09.960]   Him to give us really specific answers.
[00:07:09.960 --> 00:07:11.680]   So we can always make the right choice.
[00:07:11.680 --> 00:07:13.400]   We can always be walking in His blessings.
[00:07:13.400 --> 00:07:16.240]   We can always be on that path to success.
[00:07:16.240 --> 00:07:17.560]   Now, don't get me wrong, church.
[00:07:17.560 --> 00:07:21.480]   I'm not saying that God doesn't speak to us in this way.
[00:07:21.480 --> 00:07:24.880]   And even in scripture, God gives some pretty accurate,
[00:07:24.880 --> 00:07:27.200]   getting precise prophecies about what
[00:07:27.200 --> 00:07:30.320]   might happen in the future.
[00:07:30.320 --> 00:07:32.520]   And I'm sure scripture tells us God
[00:07:32.520 --> 00:07:35.560]   has plans and purposes for your life,
[00:07:35.560 --> 00:07:37.560]   blessings that He wants to give to you,
[00:07:37.560 --> 00:07:39.880]   good things He wants to lead you into.
[00:07:39.880 --> 00:07:40.680]   This is the truth.
[00:07:40.680 --> 00:07:45.480]   God is the giver only of good gifts.
[00:07:45.480 --> 00:07:50.160]   But if this becomes the only way and the only time
[00:07:50.160 --> 00:07:53.960]   we look to God, we are missing out on so much.
[00:07:53.960 --> 00:07:57.240]   It's like there's a huge masterpiece of a painting,
[00:07:57.240 --> 00:08:01.240]   and we're only staring at one corner of it.
[00:08:01.240 --> 00:08:06.400]   So let me ask us, what does your relationship for the future
[00:08:06.400 --> 00:08:09.040]   look like?
[00:08:09.040 --> 00:08:11.400]   Now, for some of us out there, there
[00:08:11.400 --> 00:08:13.280]   might be a lot of excitement.
[00:08:13.280 --> 00:08:15.560]   For you, there's a lot of good, exciting things
[00:08:15.560 --> 00:08:16.920]   coming up on the horizon.
[00:08:16.920 --> 00:08:19.600]   And you can't wait to see how they all play out.
[00:08:19.600 --> 00:08:23.880]   If this is you in the room today, good for you.
[00:08:23.880 --> 00:08:26.040]   But you can probably leave right now or take a nap
[00:08:26.040 --> 00:08:28.400]   or start praying for the rest of us.
[00:08:28.400 --> 00:08:30.280]   Might not relate to what I'm about to say.
[00:08:30.280 --> 00:08:33.680]   Because for most of us ordinary people out there,
[00:08:33.680 --> 00:08:36.720]   for those of you watching online as well,
[00:08:36.720 --> 00:08:39.160]   as you look into the future, there's
[00:08:39.160 --> 00:08:42.640]   probably a lot of concerns and a lot of fears
[00:08:42.640 --> 00:08:46.320]   for many different reasons.
[00:08:46.320 --> 00:08:48.200]   So today, as we close our sermon series,
[00:08:48.200 --> 00:08:53.520]   we're going to be in Isaiah 65, verses 17 to 25.
[00:08:53.520 --> 00:08:55.360]   And as we look through this passage,
[00:08:55.360 --> 00:08:56.800]   we're going to take sections of it
[00:08:56.800 --> 00:09:00.000]   to see how they can give us hope for the different things we're
[00:09:00.000 --> 00:09:04.160]   worried about as we look into the future.
[00:09:04.160 --> 00:09:06.320]   This is what the passage has to say.
[00:09:06.320 --> 00:09:08.680]   Verse 17, Isaiah 65.
[00:09:08.680 --> 00:09:13.280]   "See, I will create new heavens and a new earth.
[00:09:13.280 --> 00:09:15.080]   The former things will not be remembered,
[00:09:15.080 --> 00:09:17.560]   nor will they come to mind.
[00:09:17.560 --> 00:09:21.240]   But be glad and rejoice forever in what I will create.
[00:09:21.240 --> 00:09:24.840]   For I will create Jerusalem to be a delight and its people
[00:09:24.840 --> 00:09:26.120]   a joy.
[00:09:26.120 --> 00:09:29.960]   I will rejoice over Jerusalem and take delight in my people
[00:09:29.960 --> 00:09:34.280]   the sound of weeping and crying will be heard in it no more.
[00:09:34.280 --> 00:09:38.000]   Never again will it be an infant who lives but a few days,
[00:09:38.000 --> 00:09:40.800]   or an old man who does not live out his years.
[00:09:40.800 --> 00:09:45.000]   The one who dies at 100 will be thought to be a mere child.
[00:09:45.000 --> 00:09:49.200]   The one who fails to reach 100 will be considered accursed.
[00:09:49.200 --> 00:09:51.200]   They will build houses and dwell in them.
[00:09:51.200 --> 00:09:53.920]   They will build vineyards and eat their fruit.
[00:09:53.920 --> 00:09:56.560]   No longer will they build houses and others live with them,
[00:09:56.560 --> 00:09:58.520]   or plant and others eat.
[00:09:58.520 --> 00:10:02.720]   For as the days of a tree, so will be the days of my people.
[00:10:02.720 --> 00:10:06.480]   My chosen ones will long enjoy the work of their hands.
[00:10:06.480 --> 00:10:09.520]   They will not labor in vain, nor will they bear children
[00:10:09.520 --> 00:10:11.480]   doomed to misfortune.
[00:10:11.480 --> 00:10:14.720]   For they will be a people blessed by the Lord.
[00:10:14.720 --> 00:10:17.160]   They and their descendants with them.
[00:10:17.160 --> 00:10:19.840]   Before they call, I will answer.
[00:10:19.840 --> 00:10:23.080]   While they are still speaking, I will hear.
[00:10:23.080 --> 00:10:25.640]   The wolf and the lamb will feed together.
[00:10:25.640 --> 00:10:27.680]   The lion and the ox will-- and the lion
[00:10:27.680 --> 00:10:29.600]   will eat straw like the ox.
[00:10:29.600 --> 00:10:31.760]   The dust will be the serpent's food.
[00:10:31.760 --> 00:10:35.440]   They will neither harm nor destroy on my holy mountain,
[00:10:35.440 --> 00:10:37.880]   says the Lord."
[00:10:37.880 --> 00:10:39.840]   So as we walk through this passage, like I said,
[00:10:39.840 --> 00:10:42.000]   I'm going to try and highlight some concerns that we
[00:10:42.000 --> 00:10:46.480]   might have looking for some hope in this passage
[00:10:46.480 --> 00:10:47.920]   that we've just read.
[00:10:47.920 --> 00:10:49.040]   I hope that sounds OK.
[00:10:49.040 --> 00:10:51.240]   So here we go.
[00:10:51.240 --> 00:10:55.280]   Firstly, some of us are worried about the future
[00:10:55.280 --> 00:10:59.680]   because of our past experiences.
[00:10:59.680 --> 00:11:01.120]   There's a scientific term for this,
[00:11:01.120 --> 00:11:03.200]   and it's called "prospection."
[00:11:03.200 --> 00:11:04.080]   And it happens.
[00:11:04.080 --> 00:11:05.560]   Animals have prospection.
[00:11:05.560 --> 00:11:08.360]   For example, if you have a pet, especially you have a dog,
[00:11:08.360 --> 00:11:10.320]   and you come home at the same time every day,
[00:11:10.320 --> 00:11:13.360]   your dog seems to know when you're going to arrive home.
[00:11:13.360 --> 00:11:16.000]   They anticipate you arriving home at that time.
[00:11:16.000 --> 00:11:17.840]   And so they start getting excited.
[00:11:17.840 --> 00:11:19.320]   And at times, if you come home late
[00:11:19.320 --> 00:11:20.760]   or you don't come home at the time
[00:11:20.760 --> 00:11:23.520]   your pet is expecting you to, they react in a certain way.
[00:11:23.520 --> 00:11:24.200]   They feel sad.
[00:11:24.200 --> 00:11:25.080]   They feel depressed.
[00:11:25.080 --> 00:11:26.520]   Things like that.
[00:11:26.520 --> 00:11:28.960]   Ravens apparently have the ability to do this.
[00:11:28.960 --> 00:11:31.800]   They're one of these animals that store up for the winter
[00:11:31.800 --> 00:11:34.800]   because of the experience that, hey, in the past winters,
[00:11:34.800 --> 00:11:35.920]   food has been scarce.
[00:11:35.920 --> 00:11:38.000]   So let's store up so there's enough food
[00:11:38.000 --> 00:11:42.520]   to carry us through the colder months of the year.
[00:11:42.520 --> 00:11:46.800]   But as humans, our ability to prospect about the future
[00:11:46.800 --> 00:11:49.360]   is much higher, which is one of the reasons
[00:11:49.360 --> 00:11:53.120]   we find ourselves worrying about what's going to happen to us.
[00:11:53.120 --> 00:11:55.040]   This is why we do things like saving up
[00:11:55.040 --> 00:11:58.240]   for retirement and our kids' education.
[00:11:58.240 --> 00:12:00.760]   This is why we exercise today hoping
[00:12:00.760 --> 00:12:03.840]   to keep fit so we can live out our years on this Earth
[00:12:03.840 --> 00:12:05.440]   tomorrow.
[00:12:05.440 --> 00:12:10.120]   Our ability to prospect is much higher than the normal animals.
[00:12:10.120 --> 00:12:12.520]   But again, this is why we are worried,
[00:12:12.520 --> 00:12:16.800]   because we tend to use memories of our past experience
[00:12:16.800 --> 00:12:20.320]   to predict what our life will be like.
[00:12:20.320 --> 00:12:22.720]   So if you have experienced things
[00:12:22.720 --> 00:12:25.480]   that have been difficult and complicated,
[00:12:25.480 --> 00:12:29.520]   it becomes hard to see anything else but the same
[00:12:29.520 --> 00:12:34.400]   in the future, just suffering and disappointment.
[00:12:34.400 --> 00:12:36.800]   This is certainly the case of the Israelites.
[00:12:36.800 --> 00:12:39.760]   During the time such as Isaiah and Jeremiah,
[00:12:39.760 --> 00:12:42.280]   when these prophets were active in doing the work,
[00:12:42.280 --> 00:12:45.600]   the Israelites had been through some really tough things.
[00:12:45.600 --> 00:12:47.600]   They had been slaves in Egypt.
[00:12:47.600 --> 00:12:49.880]   They had wandered in the desert for 40 years,
[00:12:49.880 --> 00:12:52.720]   faced countless battles where hundreds of thousands
[00:12:52.720 --> 00:12:55.040]   of their own people have been killed.
[00:12:55.040 --> 00:12:56.720]   Their temple has been destroyed.
[00:12:56.720 --> 00:13:00.560]   The holy city of Jerusalem has been turned upside down.
[00:13:00.560 --> 00:13:03.760]   They've seen the country literally torn in two.
[00:13:03.760 --> 00:13:06.840]   They've been through terrible kings and leaders and judges.
[00:13:06.840 --> 00:13:09.520]   And now they've been forcibly moved from their home
[00:13:09.520 --> 00:13:14.040]   to a foreign land living in exile.
[00:13:14.040 --> 00:13:17.080]   So judging from their past, the Israelites
[00:13:17.080 --> 00:13:20.600]   really didn't have much to look forward to.
[00:13:20.600 --> 00:13:23.760]   I wonder if you ever feel like this way in your life.
[00:13:23.760 --> 00:13:26.560]   I know for myself, this is one of the ways
[00:13:26.560 --> 00:13:30.000]   that the future is difficult for me to think about.
[00:13:30.000 --> 00:13:31.960]   Let me tell you why.
[00:13:31.960 --> 00:13:34.760]   See, when I was born, I was born with a genetic condition.
[00:13:34.760 --> 00:13:36.880]   It's just one of those things that happened to me.
[00:13:36.880 --> 00:13:40.840]   No one else in my family has it, but somehow it landed on me.
[00:13:40.840 --> 00:13:42.440]   And without going into too much detail,
[00:13:42.440 --> 00:13:46.400]   I'll say that it has caused me a great deal of pain in my life,
[00:13:46.400 --> 00:13:49.560]   in all different levels.
[00:13:49.560 --> 00:13:52.960]   Now, with my condition, the thing is, there's a 50/50 chance
[00:13:52.960 --> 00:13:56.800]   whether or not I pass it on to my future children,
[00:13:56.800 --> 00:13:58.320]   whether my future children will also
[00:13:58.320 --> 00:14:00.000]   inherit the same condition.
[00:14:00.000 --> 00:14:02.600]   And so this is partly my wife and I waited so long
[00:14:02.600 --> 00:14:05.160]   to try and have children, because we were praying.
[00:14:05.160 --> 00:14:09.800]   We were praying for God to not let this happen to our kids.
[00:14:09.800 --> 00:14:13.080]   And so we prayed before we knew my wife was pregnant.
[00:14:13.080 --> 00:14:15.400]   We prayed during Brittany's pregnancy.
[00:14:15.400 --> 00:14:17.320]   We asked many people to pray.
[00:14:17.320 --> 00:14:20.240]   We asked God to spare Isaiah from the pain
[00:14:20.240 --> 00:14:22.640]   that I had to go through.
[00:14:22.640 --> 00:14:24.520]   But he didn't.
[00:14:24.520 --> 00:14:26.320]   And shortly after Izzy was born, it
[00:14:26.320 --> 00:14:28.040]   was confirmed that he, too, would
[00:14:28.040 --> 00:14:31.760]   have to live with what I've had to live with.
[00:14:31.760 --> 00:14:34.200]   And so to be honest, that was really tough to take.
[00:14:34.200 --> 00:14:35.920]   It still is.
[00:14:35.920 --> 00:14:38.600]   I mean, what do you do when the thing you feared most
[00:14:38.600 --> 00:14:43.920]   in your life, literally feared most, becomes a reality?
[00:14:43.920 --> 00:14:46.520]   And especially now, we're anticipating the arrival
[00:14:46.520 --> 00:14:48.200]   of our second child.
[00:14:48.200 --> 00:14:51.680]   The same doubts, the same fears, the same uncertainty,
[00:14:51.680 --> 00:14:54.720]   the same questions keep crossing my mind.
[00:14:54.720 --> 00:14:59.200]   I thought God promised a good future for our generations.
[00:14:59.200 --> 00:15:03.000]   But there's nothing good I can see about this.
[00:15:03.000 --> 00:15:05.720]   And so my own experience of my past
[00:15:05.720 --> 00:15:09.720]   begin to cloud my judgment of how I see the future.
[00:15:09.720 --> 00:15:13.680]   And sometimes I start to think there's no hope.
[00:15:13.680 --> 00:15:16.520]   So if this is you in the room today,
[00:15:16.520 --> 00:15:18.640]   hold on to these words of scripture
[00:15:18.640 --> 00:15:21.320]   as some encouragement to you.
[00:15:21.320 --> 00:15:24.160]   God says this, "See, I will create
[00:15:24.160 --> 00:15:27.000]   new heavens and a new earth.
[00:15:27.000 --> 00:15:30.000]   The former things will not be remembered,
[00:15:30.000 --> 00:15:33.200]   nor will they come to mind."
[00:15:33.200 --> 00:15:37.080]   It's precisely while Israel is in the state of confusion,
[00:15:37.080 --> 00:15:39.320]   of darkness, of wrestling with their past
[00:15:39.320 --> 00:15:42.160]   and their hopelessness, that God speaks these words,
[00:15:42.160 --> 00:15:47.640]   "I will create a new heavens and a new earth."
[00:15:47.640 --> 00:15:50.640]   These words are an echo of the beginnings of scripture,
[00:15:50.640 --> 00:15:52.400]   the very first words of our Bible.
[00:15:52.400 --> 00:15:57.400]   In the beginning, God created the heavens and the earth.
[00:15:57.400 --> 00:16:00.360]   And then everything was perfect.
[00:16:00.360 --> 00:16:03.920]   But this is why the words of Isaiah 65 offer us life,
[00:16:03.920 --> 00:16:07.280]   offer us power, offer us hope for the future.
[00:16:07.280 --> 00:16:08.760]   These are words that let us know,
[00:16:08.760 --> 00:16:11.800]   despite our hopelessness, despite the fact
[00:16:11.800 --> 00:16:14.480]   that our past experiences have been disappointing,
[00:16:14.480 --> 00:16:17.160]   He is going to restore.
[00:16:17.160 --> 00:16:20.200]   He is going to make things new and right again.
[00:16:20.200 --> 00:16:22.920]   And His heart is to lead us into that place
[00:16:22.920 --> 00:16:26.120]   like we were in the beginning of time in the Garden of Eden,
[00:16:26.120 --> 00:16:27.560]   only even better.
[00:16:27.560 --> 00:16:30.240]   Because in this new place, there is no longer
[00:16:30.240 --> 00:16:32.120]   the tree of knowledge of good and evil.
[00:16:32.120 --> 00:16:36.160]   There is only the tree of life, a place
[00:16:36.160 --> 00:16:40.480]   where our relationship with God is without barrier,
[00:16:40.480 --> 00:16:44.200]   a place where we can be naked and unashamed before the Lord,
[00:16:44.200 --> 00:16:47.280]   a place where brokenness will not even be a memory.
[00:16:47.280 --> 00:16:49.080]   It won't even be a possibility.
[00:16:49.080 --> 00:16:50.760]   Those things that hurt you in the past
[00:16:50.760 --> 00:16:55.160]   will never come to mind again.
[00:16:55.160 --> 00:16:58.320]   And God's not doing this thing just because He's
[00:16:58.320 --> 00:17:00.040]   like a project guy.
[00:17:00.040 --> 00:17:02.240]   He's bored and He needs something new to do.
[00:17:02.240 --> 00:17:05.320]   He's doing this thing because it's always
[00:17:05.320 --> 00:17:07.280]   been a part of His plan.
[00:17:07.280 --> 00:17:09.080]   It's an act of love.
[00:17:09.080 --> 00:17:11.360]   It's an act of rescue and redemption
[00:17:11.360 --> 00:17:15.160]   for the sake of His children.
[00:17:15.160 --> 00:17:16.840]   And so this means that even though you've
[00:17:16.840 --> 00:17:18.880]   gone through setbacks and knockdowns,
[00:17:18.880 --> 00:17:22.000]   there is always hope.
[00:17:22.000 --> 00:17:25.440]   There is always hope because God acts.
[00:17:25.440 --> 00:17:27.760]   And contrary to popular belief, the world
[00:17:27.760 --> 00:17:29.560]   is not going to hell in a handbasket
[00:17:29.560 --> 00:17:32.240]   because when God works, when God decides
[00:17:32.240 --> 00:17:35.320]   that He is going to do something new, and when God restores,
[00:17:35.320 --> 00:17:37.600]   the effects are going to be so perfect.
[00:17:37.600 --> 00:17:39.640]   Like I said just now, one day you're
[00:17:39.640 --> 00:17:45.240]   not even going to remember the disappointments of the past.
[00:17:45.240 --> 00:17:48.520]   That's a word for you today.
[00:17:48.520 --> 00:17:52.160]   And just as an answer to my own prayers,
[00:17:52.160 --> 00:17:54.320]   and I didn't share this with the morning,
[00:17:54.320 --> 00:17:56.800]   I just remember this, in the things
[00:17:56.800 --> 00:17:59.640]   that Isaiah's had to do, a ton of doctor's appointments
[00:17:59.640 --> 00:18:01.120]   and all this kind of stuff.
[00:18:01.120 --> 00:18:04.120]   And actually, we found out that on the year that he was born,
[00:18:04.120 --> 00:18:06.120]   there's been a new drug, a new treatment that's
[00:18:06.120 --> 00:18:11.080]   come out precisely targeting kids with his condition.
[00:18:11.080 --> 00:18:13.480]   That's an answer of God that we never thought was possible.
[00:18:13.480 --> 00:18:16.400]   When I was a kid, definitely that was not an option.
[00:18:16.400 --> 00:18:18.760]   So we're exploring these things right now.
[00:18:18.760 --> 00:18:21.720]   But we see that as an answer to how God has been
[00:18:21.720 --> 00:18:24.480]   working in our family's life.
[00:18:24.480 --> 00:18:26.720]   And also come to remember that God's answer to us,
[00:18:26.720 --> 00:18:28.600]   to our family, was not that He would not
[00:18:28.600 --> 00:18:31.680]   inherit it as badly as we wanted that to happen,
[00:18:31.680 --> 00:18:34.880]   but was the fact that I'm going to be with you in this.
[00:18:34.880 --> 00:18:37.080]   That was His word to us.
[00:18:37.080 --> 00:18:41.200]   So take that as an encouragement to you.
[00:18:41.200 --> 00:18:43.720]   Secondly, some of us in this room
[00:18:43.720 --> 00:18:47.080]   are worried about the future because of our own sin
[00:18:47.080 --> 00:18:49.280]   and the mistakes that we have made,
[00:18:49.280 --> 00:18:54.080]   or maybe the mess that we're currently sitting in.
[00:18:54.080 --> 00:18:56.200]   And so when you look ahead, it's hard
[00:18:56.200 --> 00:18:58.360]   to imagine what life might be like if you
