
[00:00:00.000 --> 00:00:01.400]   Well, thank you, Benedict.
[00:02:55.900 --> 00:02:59.400]   Surely I have a delightful inheritance."
[00:02:59.400 --> 00:03:00.900]   And my daughter loves that.
[00:03:00.900 --> 00:03:04.400]   I was sharing with her as she travelled back from London to visit us.
[00:03:04.400 --> 00:03:09.400]   We talk about our inheritance distribution, and she loves that.
[00:03:09.400 --> 00:03:10.900]   (Laughter)
[00:03:10.900 --> 00:03:14.400]   Well, we want to have set boundaries in life,
[00:03:14.400 --> 00:03:18.900]   and we also want to know how to anticipate our future.
[00:03:18.900 --> 00:03:21.900]   Years back when I was practicing in Singapore,
[00:03:21.900 --> 00:03:24.400]   I had a difficult encounter.
[00:03:24.400 --> 00:03:26.400]   I was a medical profession,
[00:03:26.400 --> 00:03:31.400]   and one of my patients who had a progressive downhill course.
[00:03:31.400 --> 00:03:36.900]   So I was hoping that I would find maybe a certain occasion or chance
[00:03:36.900 --> 00:03:40.900]   to share with him the good news of Jesus.
[00:03:40.900 --> 00:03:44.900]   But as I procrastinated, the chance never really came,
[00:03:44.900 --> 00:03:50.900]   and one odd Saturday afternoon, he just left into a coma.
[00:03:50.900 --> 00:03:56.900]   So in the physical realm, I really find that, well, I'm very, very limited
[00:03:56.900 --> 00:04:00.900]   in what professionally I can offer.
[00:04:00.900 --> 00:04:03.400]   Very limited options.
[00:04:03.400 --> 00:04:08.400]   But then there may be possibly certain limits that I could break through.
[00:04:08.400 --> 00:04:10.400]   So I had that stirring in my heart,
[00:04:10.400 --> 00:04:15.400]   but I want to share a word of comfort with his wife,
[00:04:15.400 --> 00:04:17.900]   who is actually Mandarin-speaking.
[00:04:17.900 --> 00:04:22.400]   So at that time, I tried frantically to call my church pastors,
[00:04:22.400 --> 00:04:24.900]   ministry leaders, small group leaders.
[00:04:24.900 --> 00:04:29.400]   So everybody is busy on a Saturday and Sunday in church.
[00:04:29.400 --> 00:04:33.900]   And in any event, our church was actually an English-speaking church.
[00:04:33.900 --> 00:04:38.900]   Very few of us speak Mandarin or Chinese really well.
[00:04:38.900 --> 00:04:45.400]   So, well, the pastors, as usual, very wisely advised us,
[00:04:45.400 --> 00:04:49.900]   "Well, why don't you go ahead and share some comforting words with the family?"
[00:04:49.900 --> 00:04:53.400]   So I frantically grabbed my wife,
[00:04:53.400 --> 00:04:57.400]   and we went together to the hospital to minister to the wife.
[00:04:57.400 --> 00:05:03.400]   So that was my very first time ministering to someone in Mandarin.
[00:05:03.400 --> 00:05:07.900]   So that was a breakthrough for me, despite all the limitations.
[00:05:07.900 --> 00:05:11.400]   Of course, down the road, we moved back to Hong Kong.
[00:05:11.400 --> 00:05:16.900]   And all these 18 years whereby we have been worshipping in the Vine Church,
[00:05:16.900 --> 00:05:21.400]   we see the mighty hands of God moving in amongst us.
[00:05:21.400 --> 00:05:26.400]   But almost 10 years ago, while we were still very much an English-speaking church,
[00:05:26.400 --> 00:05:28.900]   we began to run Cantonese Alpha.
[00:05:28.900 --> 00:05:35.400]   And that was one of the first Cantonese Alpha retreats in the last act,
[00:05:35.400 --> 00:05:40.900]   where you may be able to see some familiar faces.
[00:05:40.900 --> 00:05:48.900]   Well, I believe that God has somehow divinely brought me and my wife, Pastor Vivian,
[00:05:48.900 --> 00:05:52.900]   to serve in the Vine.
[00:05:52.900 --> 00:05:56.900]   And over the years, we saw the birth of both the Cantonese
[00:05:56.900 --> 00:05:59.900]   as well as the Mandarin-speaking communities.
[00:05:59.900 --> 00:06:05.900]   And what started as a small home group of 10, 20 people
[00:06:05.900 --> 00:06:10.900]   became a community of like 60, 70 people.
[00:06:10.900 --> 00:06:16.900]   But more importantly, we do believe that there is more to come.
[00:06:16.900 --> 00:06:18.900]   There is more to come.
[00:06:18.900 --> 00:06:24.900]   Well, in fact, my son's middle school last time in Singapore had this school motto.
[00:06:24.900 --> 00:06:29.900]   It's Anglo-Chinese school, Yinghua Zhonghe.
[00:06:29.900 --> 00:06:36.900]   Well, the school motto is something like this, "The best is yet to be."
[00:06:36.900 --> 00:06:41.900]   But it's followed by, "To God be the glory."
[00:06:41.900 --> 00:06:47.900]   The best is yet to be when it's in line with God being honoured and glorified.
[00:06:47.900 --> 00:06:49.900]   So what is this more?
[00:06:49.900 --> 00:06:54.900]   We've embraced the River Vision for the past six, seven years.
[00:06:54.900 --> 00:06:59.900]   Well, Yundong was in fact birthed as part of this vision,
[00:06:59.900 --> 00:07:02.900]   and the dream came true three to four years ago.
[00:07:02.900 --> 00:07:09.900]   I must say it was one of the greatest joy of my serving in the Vine all these years
[00:07:09.900 --> 00:07:14.900]   to see the Vine Yundong blossom and continue to grow.
[00:07:14.900 --> 00:07:21.900]   But I pray that this will continue to inspire us to see that we are actually something.
[00:07:21.900 --> 00:07:26.900]   We are part of an even greater plan that is unfolding.
[00:07:26.900 --> 00:07:32.900]   So in fact, some of you have heard from the announcements, from Wan Chai, from here,
[00:07:32.900 --> 00:07:40.900]   that the leadership of the Vine, myself and Vivian, are sensing a call for us to move out
[00:07:40.900 --> 00:07:51.900]   and to plant a fresh kind of missional Vine church to serve the future northern metropolis area of Hong Kong.
[00:07:51.900 --> 00:07:53.900]   Northern metropolis.
[00:07:53.900 --> 00:07:58.900]   By the way, Yundong is actually part of the northern metropolis.
[00:07:58.900 --> 00:08:07.900]   Now this is very much in line with the vision of the River Initiative that we want to carry on.
[00:08:07.900 --> 00:08:18.900]   But we do want to focus on sharing this love of Christ with Chinese speakers,
[00:08:18.900 --> 00:08:25.900]   Cantonese and Mandarin included, in a way that will encourage real and deep spiritual growth
[00:08:25.900 --> 00:08:29.900]   and to build loving, caring, Christ-centered communities.
[00:08:29.900 --> 00:08:34.900]   So you may want to ask, why? Why northern metropolis?
[00:08:34.900 --> 00:08:41.900]   Well to start with, the very motto of the Vine is to bear fruits.
[00:08:41.900 --> 00:08:49.900]   Every branch that does bear fruit, he prunes so that it will be even more fruitful.
[00:08:49.900 --> 00:08:57.900]   So the Vine is destined, you are destined, to bear more fruits in your life.
[00:08:57.900 --> 00:09:00.900]   But then still, the question, why northern metropolis?
[00:09:00.900 --> 00:09:05.900]   Well as you all know, that it will become the fastest growing areas.
[00:09:05.900 --> 00:09:11.900]   And the area actually includes the Shanghai, Fanning, Yundong, Tianshui,
[00:09:11.900 --> 00:09:15.900]   but then also new zones like Kutong and Shantin.
[00:09:15.900 --> 00:09:21.900]   Now over the next decade, it's estimated that there will be one million new residents moving in,
[00:09:21.900 --> 00:09:25.900]   bringing the total population to up to 2 or 2.5 million.
[00:09:25.900 --> 00:09:33.900]   There will be new families, professionals, people from Hong Kong who are reallocated from their original residences,
[00:09:33.900 --> 00:09:39.900]   and of course some other new residents from mainland China.
[00:09:39.900 --> 00:09:45.900]   So yet, on this new area of development, there may be very few churches.
[00:09:45.900 --> 00:09:51.900]   Yes, we have Yundong, and we have other churches, but there are never enough churches.
[00:09:51.900 --> 00:10:01.900]   Some places are in fact a blank state, and that would be a great and tremendous opportunity for the gospel to take root and to bear fruits.
[00:10:01.900 --> 00:10:06.900]   Well, lots of work for Yundong, as well as the new church plant.
[00:10:06.900 --> 00:10:11.900]   And there will be new neighbours, people who have as yet to know Jesus,
[00:10:11.900 --> 00:10:17.900]   but they are loved by Jesus as much as we are loved by Jesus.
[00:10:17.900 --> 00:10:27.900]   Vine, Vine Wan Chai has this restoration ministry where Vivian is heading.
[00:10:27.900 --> 00:10:35.900]   It's interesting that while they are offering classes, originally in English, then it was extended to Cantonese,
[00:10:35.900 --> 00:10:41.900]   we saw the hand of God moving into Mandarin-based ministry.
[00:10:41.900 --> 00:10:46.900]   So for this outreach to especially Chinese-speaking people, including both the Cantonese speakers,
[00:10:46.900 --> 00:10:53.900]   as well as the Mandarin speakers, we were able to testify and witness the transformation of lives.
[00:10:53.900 --> 00:10:58.900]   People are inviting their friends, their families to come to know Jesus,
[00:10:58.900 --> 00:11:05.900]   and we also even see reconciliation between the Cantonese and the Mandarin speakers.
[00:11:05.900 --> 00:11:11.900]   In fact, when we were travelling in New Zealand doing a new video series on restoration,
[00:11:11.900 --> 00:11:18.900]   we actually have a special purpose in mind because we want to translate the English-based videos
[00:11:18.900 --> 00:11:27.900]   to become with Mandarin subtitle, with a crew of people who are actually from China to help us with the production.
[00:11:27.900 --> 00:11:35.900]   So we can see, well, there will be new ways that we will be able to reach out to our Chinese-speaking friends.
[00:11:35.900 --> 00:11:44.900]   In Mark 4, it records a mini-revival in the small town of Kapok Noon,
[00:11:44.900 --> 00:11:54.900]   where Jesus and the initial team really ministered to the people, healed the sick, cast out the demons, and performed miracles.
[00:11:54.900 --> 00:11:59.900]   But then Jesus said to his disciples, "Let us go over to the other side."
[00:11:59.900 --> 00:12:02.900]   What does it mean to go to the other side?
[00:12:02.900 --> 00:12:08.900]   Well, where they are based, they have a comfortable zone to continue to grow and minister.
[00:12:08.900 --> 00:12:14.900]   Where they are moving on to is a new and could be potentially hostile area,
[00:12:14.900 --> 00:12:21.900]   a lot more dominated by Gentiles according to the geographic distribution.
[00:12:21.900 --> 00:12:24.900]   But Jesus called them to venture.
[00:12:24.900 --> 00:12:32.900]   Likewise, our calling is to cross over, to go further, to step into a new land, uncharted areas.
[00:12:32.900 --> 00:12:42.900]   Do we dare to believe that God is leading the vine and all of us here to these kind of uncharted areas of ministry
[00:12:42.900 --> 00:12:46.900]   as part of God's kingdom's advancement?
[00:12:46.900 --> 00:12:51.900]   But then we want to narrow our reaching out to local Cantonese speakers,
[00:12:51.900 --> 00:12:55.900]   as well as Mandarin speakers who are settling into new land.
[00:12:55.900 --> 00:13:05.900]   And then we want to start now, that we would be able to have a base somewhere along what we call the East Rail Line
[00:13:05.900 --> 00:13:11.900]   that could include anywhere from Tai Wai, Sha Tin, Tai Po, Fan Neng, or Sheung Shui,
[00:13:11.900 --> 00:13:18.900]   as a base so that we would be able to move into the northern metropolis in due time.
[00:13:18.900 --> 00:13:23.900]   Well, in fact, our family have made a small boat move.
[00:13:23.900 --> 00:13:26.900]   So I used to live on the Hong Kong Island side.
[00:13:26.900 --> 00:13:31.900]   In fact, if I'm to go to work, it took me about three minutes.
[00:13:31.900 --> 00:13:34.900]   Yeah, because I lived in the hospital quarter.
[00:13:34.900 --> 00:13:40.900]   So I would take a lift, I walk, I take another lift, then I'll be in my workplace.
[00:13:40.900 --> 00:13:47.900]   So as I moved, I typically would take around 40 to 50 minutes to go to work on a daily basis.
[00:13:47.900 --> 00:13:54.900]   So every night I hope that I would not be caught by anyone from the hospital, just in case I need to travel back.
[00:13:54.900 --> 00:14:03.900]   But now that we are living in the new territories, we are 20 minutes from the northern metropolis.
[00:14:03.900 --> 00:14:14.900]   So this morning I took 20 minutes, I passed by Tai Po, Fan Neng, Sheung Shui, Koo Tung, here I am in Yunnan.
[00:14:14.900 --> 00:14:18.900]   So that allows tremendous possibility.
[00:14:18.900 --> 00:14:23.900]   But the most important of all is we want to live amongst the people they want to serve.
[00:14:23.900 --> 00:14:25.900]   Yeah, as simple as that.
[00:14:25.900 --> 00:14:33.900]   Well, we just pray that as we commit and as we avail ourselves, God will honour our commitment.
[00:14:33.900 --> 00:14:38.900]   Notwithstanding that we do have our own limitations.
[00:14:38.900 --> 00:14:48.900]   Well, the future church plant may be starting small, but as we plant the seed, may God continue to grow lives.
[00:14:48.900 --> 00:14:51.900]   Are we the best person to serve?
[00:14:51.900 --> 00:14:56.900]   Well, we don't really have too much connections with local churches here in Hong Kong.
[00:14:56.900 --> 00:15:02.900]   We have very little understanding of the religious sentiments in Hong Kong or in China.
[00:15:02.900 --> 00:15:10.900]   We didn't even have the full Christian vocabulary or prayer language in Cantonese or in Mandarin to start with.
[00:15:10.900 --> 00:15:15.900]   And our Mandarin has much room to improve.
[00:15:15.900 --> 00:15:25.900]   But looking back now, I realise that these limits are exactly where God was inviting us to surrender.
[00:15:25.900 --> 00:15:34.900]   What I saw as a limitation, God wants us to embrace as an invitation.
[00:15:34.900 --> 00:15:38.900]   Limitation. Invitation.
[00:15:38.900 --> 00:15:46.900]   But the invitation is for his presence to lead, his strength to see us through, and to make known his heart for the Chinese.
[00:15:46.900 --> 00:15:52.900]   Not by our own ability, but by his calling and by his grace.
[00:15:52.900 --> 00:15:58.900]   And now as we step into this next uncharted chapter as a church,
[00:15:58.900 --> 00:16:04.900]   where we want to reach out to the Chinese population in new context, in a new era,
[00:16:04.900 --> 00:16:13.900]   not from a place of confidence, but from a place of love, of authenticity and vulnerability.
[00:16:13.900 --> 00:16:20.900]   Well, God's kingdom, of course, is growing in all fronts, and divine's work is not only limited to one language.
[00:16:20.900 --> 00:16:31.900]   But embracing our own limitations, we actually decided that we would stay focused and narrow down to just the Chinese speakers.
[00:16:31.900 --> 00:16:36.900]   So that brought us to the discernment of knowing our own limits.
[00:16:36.900 --> 00:16:38.900]   So there are two kinds of limits.
[00:16:38.900 --> 00:16:45.900]   Well, we have to ask, what are the limits that I have to submit joyfully as God's invitation to trust him?
[00:16:45.900 --> 00:16:52.900]   On the other hand, we may also need to ask, what are the limits that I need to push through by faith,
[00:16:52.900 --> 00:17:00.900]   so that others can see him and I can be the very instrument to have him manifest in our life.
[00:17:00.900 --> 00:17:13.900]   So on this end, while we accept, embrace limits, those limits actually protect us, keep us humble, and help us grow in wisdom.
[00:17:13.900 --> 00:17:20.900]   Say, for example, in my own situation, I still got to work to support the family.
[00:17:20.900 --> 00:17:25.900]   Yeah, sorry. You are on your own most of the time in ministry.
[00:17:25.900 --> 00:17:34.900]   My work as a medical professional is demanding and often draining, both physically and emotionally.
[00:17:34.900 --> 00:17:39.900]   And that I myself have a medical condition that would need regular treatment.
[00:17:39.900 --> 00:17:46.900]   And that a bivocational ministry is a brand new entity in divine.
[00:17:46.900 --> 00:17:52.900]   Well, we all need to be aware of our own limits and need to embrace them.
[00:17:52.900 --> 00:17:54.900]   So you may want to consider your own limits.
[00:17:54.900 --> 00:17:58.900]   So what are the limits of your personality and temperament?
[00:17:58.900 --> 00:18:05.900]   I'm an introvert and does not naturally connect well with new friends.
[00:18:05.900 --> 00:18:07.900]   What are the limits of my current season?
[00:18:07.900 --> 00:18:10.900]   So some of us may need to look after younger kids.
[00:18:10.900 --> 00:18:15.900]   Others, they may have to look after their senior parents.
[00:18:15.900 --> 00:18:23.900]   Well, we have physical, emotional challenges or external crisis that could alter our own life.
[00:18:23.900 --> 00:18:31.900]   And there are even seasons whereby we just face difficulties or even struggles in our financial situation.
[00:18:31.900 --> 00:18:36.900]   There may be seasons that you need to be intensively working or studying.
[00:18:36.900 --> 00:18:45.900]   And yet there are other seasons that you need to step back from responsibilities and grieve a significant loss.
[00:18:45.900 --> 00:18:52.900]   What are the limits of your physical, emotional, and intellectual capacities?
[00:18:52.900 --> 00:18:59.900]   Well, but we just need to know all our capacities are also a God-given limit.
[00:18:59.900 --> 00:19:03.900]   I need time to read, to pray, and to be alone.
[00:19:03.900 --> 00:19:09.900]   I cannot work or pray for five or six hours like I used to be able to.
[00:19:09.900 --> 00:19:12.900]   What are the limits of our time?
[00:19:12.900 --> 00:19:16.900]   Well, all I know is that we only have one life to live.
[00:19:16.900 --> 00:19:21.900]   But we can't do all the things that we want to do.
[00:19:21.900 --> 00:19:31.900]   However, the scripture reminds us of important examples whereby we need to learn to embrace the limits.
[00:19:31.900 --> 00:19:40.900]   It was within the limits of the five barley loaves and two fish that Jesus was revealed as the bread of life.
[00:19:40.900 --> 00:19:51.900]   It was within the limits of Moses who was slow of speech and 80 years of age who had led millions out of Egypt.
[00:19:51.900 --> 00:20:02.900]   We remember the widow who gave her all, the two corns, because of the limits of her financial resources.
[00:20:02.900 --> 00:20:08.900]   But in Jesus' eyes, she has given far more than all the others.
[00:20:08.900 --> 00:20:16.900]   So if these biblical heroes had rebelled against their own limits, their limited resources, their limited abilities,
[00:20:16.900 --> 00:20:26.900]   or limited family situation, they would have missed out what God wanted to do in and through them.
[00:20:26.900 --> 00:20:34.900]   So I would say limits are often God's blessing and gifts in disguise.
[00:20:34.900 --> 00:20:38.900]   Limits are just God's gifts in disguise.
[00:20:38.900 --> 00:20:43.900]   We only see a very, very small part of God's plan at any point in time.
[00:20:43.900 --> 00:20:50.900]   What he does in and through our limits is more than we could ever accomplish in our own strength.
[00:20:50.900 --> 00:21:00.900]   One of the indicators that we are maturing spiritually is that we can live joyfully within our God-given limits.
[00:21:00.900 --> 00:21:04.900]   I'm learning to embrace mine in this new season of serving.
[00:21:04.900 --> 00:21:12.900]   You may have your own limits, and yes, even our church has limits in resource, language, or cultural preferences.
[00:21:12.900 --> 00:21:21.900]   But that does not stop us from offering our talents, our resources, and our time to love God and others.
[00:21:21.900 --> 00:21:27.900]   From a very different perspective, a second type of limit offers a different kind of gift,
[00:21:27.900 --> 00:21:35.900]   that God wants to use these gifts to manifest his power and to do miracles.
[00:21:35.900 --> 00:21:38.900]   Breaking through these limits will be exciting.
[00:21:38.900 --> 00:21:44.900]   We have our prayers answered. We see life transformed.
[00:21:44.900 --> 00:21:51.900]   The Bible is actually full of stories that God's servants break through limits with his power.
[00:21:51.900 --> 00:21:59.900]   Even as we ponder on, well, what are the limits that God is asking me to overcome with faith?
[00:21:59.900 --> 00:22:05.900]   Are there areas of immaturity that God wants me to grow beyond?
[00:22:05.900 --> 00:22:10.900]   And how can I break through my limits by leaning on faith?
[00:22:10.900 --> 00:22:17.900]   So the Bible mentions numerous examples of how his servants go beyond their limits.
[00:22:17.900 --> 00:22:24.900]   The twelve disciples, for example, were not the most educated or most equipped experience,
[00:22:24.900 --> 00:22:29.900]   yet they had a monumental movement.
[00:22:29.900 --> 00:22:37.900]   Peter, distinctly, was famous for his denying Jesus for three times.
[00:22:37.900 --> 00:22:43.900]   But he was the very, very spoke person for Jesus upon the Pentecost,
[00:22:43.900 --> 00:22:47.900]   where he led 5,000 to come to know him.
[00:22:47.900 --> 00:22:56.900]   Timothy was known for being shy, but he was tasked to lead a very challenging church in Ephesus.
[00:22:56.900 --> 00:23:01.900]   And in this Christmas season, we'll remember Mary.
[00:23:01.900 --> 00:23:07.900]   Mary was a teenager from a poor family, living in a very small town of Nazareth,
[00:23:07.900 --> 00:23:11.900]   with maybe 100, 150 residents.
[00:23:11.900 --> 00:23:14.900]   And she was pregnant out of her marriage.
[00:23:14.900 --> 00:23:19.900]   And this is scandalous. She could have been stoned to death.
[00:23:19.900 --> 00:23:26.900]   Yet, she was God's chosen instrument to give birth to Jesus.
[00:23:26.900 --> 00:23:36.900]   Indeed, Mary said, "My soul glorifies the Lord, and my spirit rejoices in God my Savior,
[00:23:36.900 --> 00:23:43.900]   for he has been mindful of the humble state of his servants."
[00:23:43.900 --> 00:23:51.900]   So now we are facing a new adventure as a community, another limit,
[00:23:51.900 --> 00:23:55.900]   for me as a servant and for us as a congregation to break through to a land
[00:23:55.900 --> 00:24:00.900]   that we are to enter with courage and boldness.
[00:24:00.900 --> 00:24:04.900]   And the people are waiting to be reached out to,
[00:24:04.900 --> 00:24:09.900]   only if we can humble ourselves to share life with authentically and in love.
[00:24:09.900 --> 00:24:14.900]   While we can all embrace our limits in a church,
[00:24:14.900 --> 00:24:19.900]   embracing limits as a church congregation is both vital and exciting.
[00:24:19.900 --> 00:24:22.900]   It's vital because, well, through these limits,
[00:24:22.900 --> 00:24:27.900]   we discover the unique and creative ways that God moves amongst us.
[00:24:27.900 --> 00:24:32.900]   It's exciting because it challenges us to build a new culture of discipleship,
[00:24:32.900 --> 00:24:40.900]   one that celebrates limits, but also finds ways to weave them into our daily lives.
[00:24:40.900 --> 00:24:44.900]   Well, what are some of the limits of a church that we can anticipate?
[00:24:44.900 --> 00:24:49.900]   Well, Divine, especially in Wan Chai, is a very transit congregation.
[00:24:49.900 --> 00:24:53.900]   People move in, people move out for numerous reasons.
[00:24:53.900 --> 00:24:59.900]   But then we are blessed. We are blessed with the richness in culture.
[00:24:59.900 --> 00:25:02.900]   We are an English-speaking congregation by and large,
[00:25:02.900 --> 00:25:07.900]   and yet somehow we are able to reach out to good numbers of locals.
[00:25:07.900 --> 00:25:10.900]   Divine at Yuen Long may be limited by staff,
[00:25:10.900 --> 00:25:15.900]   but you are blessed with many committed volunteers.
[00:25:15.900 --> 00:25:19.900]   And you may soon be limited by your seating capacity,
[00:25:19.900 --> 00:25:24.900]   but that's a good problem to have. You're blessed to grow.
[00:25:24.900 --> 00:25:31.900]   And Divine at the future Northern Metropolis may be limited by venue availability.
[00:25:31.900 --> 00:25:39.900]   We have been searching for venues, so do give us a ping if you have good sites to suggest.
[00:25:39.900 --> 00:25:43.900]   But we remain committed and open to explore different opportunities
[00:25:43.900 --> 00:25:46.900]   and new model of doing church gatherings.
[00:25:46.900 --> 00:25:54.900]   So we may be doing Monday to Sunday churches just to cope with the venue limitations.
[00:25:54.900 --> 00:26:02.900]   And we are also very limited by staff. We have one staff and a part-time staff.
[00:26:02.900 --> 00:26:07.900]   But we have great and committed volunteers who commuted long distances
[00:26:07.900 --> 00:26:13.900]   just to join us for our Sunday community gatherings.
[00:26:13.900 --> 00:26:20.900]   So as we embrace the limits of staffing, we are also yearning for breakthrough.
[00:26:20.900 --> 00:26:26.900]   Not that the present volunteers double up to do overburdening,
[00:26:26.900 --> 00:26:35.900]   lest they are burnt out, but that God would bring in extra right people to be part of the team.
[00:26:35.900 --> 00:26:41.900]   So in fact, Jesus encouraged us to ask for more workers.
[00:26:41.900 --> 00:26:48.900]   See, the harvest is ready. Pray to God the Father to send more workers.
[00:26:48.900 --> 00:26:52.900]   So that could be the breakthrough that we are looking for.
[00:26:52.900 --> 00:26:59.900]   So at this time, I just want to share this very short story by Tohkin,
[00:26:59.900 --> 00:27:04.900]   who was the writer of the series, Lord of the Rings.
[00:27:04.900 --> 00:27:15.900]   So at this time of writing, it was actually before he completed the Lord of the Rings series.
[00:27:15.900 --> 00:27:22.900]   So he was actually coming to a grip with his limits and the incompleteness of his work as a writer.
[00:27:22.900 --> 00:27:30.900]   So he has this very short title, Leave by Nego.
[00:27:30.900 --> 00:27:37.900]   So the story is something like this. So this gentleman, an art or the painter,
[00:27:37.900 --> 00:27:46.900]   so he had the passion to paint a beautiful landscape and with a huge tree,
[00:27:46.900 --> 00:27:51.900]   magnificent tree as the anchor point of this landscape.
[00:27:51.900 --> 00:27:58.900]   The only problem is that Nego is so distracted to paint the whole tree.
[00:27:58.900 --> 00:28:06.900]   He was only able to concentrate on one of the leaves.
[00:28:06.900 --> 00:28:11.900]   And then he was distracted by his neighbor by the name of Parish.
[00:28:11.900 --> 00:28:21.900]   And he kept on being needed to avail himself to help out with the mundane of life.
[00:28:21.900 --> 00:28:26.900]   And he also had a very reluctant journey that he needed to embark on.
[00:28:26.900 --> 00:28:29.900]   So as he pushed back, he tried to work on Leave,
[00:28:29.900 --> 00:28:33.900]   but then he was not able to accomplish much beyond that Leave.
[00:28:33.900 --> 00:28:44.900]   So one odd day, he actually had to start this journey that he doesn't want to start.
[00:28:44.900 --> 00:28:50.900]   And you can guess the journey is death.
[00:28:50.900 --> 00:28:58.900]   So he passed on and when he woke up to a new realm, a new reality,
[00:28:58.900 --> 00:29:02.900]   he woke up, he rode the bicycle and he traveled.
[00:29:02.900 --> 00:29:09.900]   And lo and behold, he saw the tree. He met Parish.
[00:29:09.900 --> 00:29:21.900]   And he was saying, "Wow, all my life I have envisioned drawing this magnificent landscape
[00:29:21.900 --> 00:29:27.900]   with the big tree, with the branches opening up, flowing in the wind.
[00:29:27.900 --> 00:29:34.900]   Now it is a living tree and it is finished.
[00:29:34.900 --> 00:29:39.900]   My tree is finished."
[00:29:39.900 --> 00:29:43.900]   So that would be an encouragement for us.
[00:29:43.900 --> 00:29:49.900]   Because indeed, sometimes we felt that with all our limitations,
[00:29:49.900 --> 00:29:53.900]   we have only accomplished so little.
[00:29:53.900 --> 00:29:56.900]   Maybe just one leave.
[00:29:56.900 --> 00:30:01.900]   But God has already had the full picture in mind.
[00:30:01.900 --> 00:30:11.900]   And over on the other side, we'll see the full picture.
[00:30:11.900 --> 00:30:18.900]   Nicco was able to say, as he saw this living tree,
[00:30:18.900 --> 00:30:28.900]   "It is a gift. It is a gift."
[00:30:28.900 --> 00:30:34.900]   Nicco was able to realize that the work he did in his earthly life was a gift.
[00:30:34.900 --> 00:30:40.900]   But even more, he discovers the work he did in his earthly life was only a partial reflection
[00:30:40.900 --> 00:30:46.900]   of a greater work that will find its completion only in the life to come.
[00:30:46.900 --> 00:30:48.900]   So it is with us.
