
[00:00:00.000 --> 00:00:05.000]   Everyone says, "Amen." Amen.
[00:02:01.000 --> 00:02:06.000]   Five of you believe in that? Amen, amen.
[00:02:06.000 --> 00:02:12.000]   The local church is the hope of the world because Jesus is alive within this community of people wanting to do it.
[00:02:12.000 --> 00:02:15.000]   And there's some 1,700 plus churches in our city.
[00:02:15.000 --> 00:02:21.000]   And I believe that this message over these three weeks is really a summary of the heart of the gospel,
[00:02:21.000 --> 00:02:27.000]   of what the gospel is all about, what it means for us to be a Christian and how we are to live as Christians.
[00:02:27.000 --> 00:02:32.000]   And as we see the economic and global kind of geopolitical things that are happening in the world,
[00:02:32.000 --> 00:02:36.000]   one of the questions we should be asking ourselves is where is the justice?
[00:02:36.000 --> 00:02:40.000]   Where is the breakthrough for the poor and the vulnerable and the marginalized?
[00:02:40.000 --> 00:02:43.000]   Why are the wealthy getting the wealth wealthier and the poor getting poorer?
[00:02:43.000 --> 00:02:47.000]   Why does it feel like the structures and the systems are more broken than they've ever been before?
[00:02:47.000 --> 00:02:51.000]   And does God care? Like where is God's heart? Where is he?
[00:02:51.000 --> 00:02:56.000]   Where is he? And I think the Lord is calling the church in this season to cry out for justice,
[00:02:56.000 --> 00:03:03.000]   to declare with Amos that justice would flow like a river in our world.
[00:03:03.000 --> 00:03:12.000]   And that we would hold in our hearts something of that passion that God has to see people truly set free.
[00:03:12.000 --> 00:03:16.000]   Our vision here at the Vine is growing big people.
[00:03:16.000 --> 00:03:20.000]   And if you've been coming to the Vine for ages or whether this is one of your first times,
[00:03:20.000 --> 00:03:23.000]   that's the central heart of who we are. It's about growing big people.
[00:03:23.000 --> 00:03:29.000]   We base our vision in Ephesians 4, this beautiful passage where Paul gives us a picture of the church
[00:03:29.000 --> 00:03:34.000]   and the way in which the Spirit works in the church through the gifts that he provides
[00:03:34.000 --> 00:03:39.000]   and then the unity of all the people as they do acts of service with one another.
[00:03:39.000 --> 00:03:43.000]   And then he says this beautiful thing, "So that we might become mature,
[00:03:43.000 --> 00:03:47.000]   attaining to the whole measure of the wholeness of Christ."
[00:03:47.000 --> 00:03:51.000]   In other words, God's desire for us is to grow to become more like him,
[00:03:51.000 --> 00:03:55.000]   to be more and more like Jesus.
[00:03:55.000 --> 00:04:02.000]   And if this is the call of our church, this growing big people to become more like Christ Jesus,
[00:04:02.000 --> 00:04:04.000]   I want to just say this really clearly.
[00:04:04.000 --> 00:04:10.000]   If you want to be more like Jesus, then you are invited to become more just.
[00:04:10.000 --> 00:04:12.000]   Come on church.
[00:04:12.000 --> 00:04:14.000]   Like if your desire is, "I want to be more like Jesus."
[00:04:14.000 --> 00:04:20.000]   Well, you can't disassociate growth and maturity in Jesus from a heart for the poor,
[00:04:20.000 --> 00:04:22.000]   the vulnerable and the marginalized in our society.
[00:04:22.000 --> 00:04:27.000]   You cannot become more like Jesus and be ignorant to the suffering of the people around you.
[00:04:27.000 --> 00:04:34.000]   You cannot become more like Jesus and not more embedded in the pain of the culture around you.
[00:04:34.000 --> 00:04:37.000]   Being like Jesus is becoming more just.
[00:04:37.000 --> 00:04:44.000]   Being like Jesus is giving your life on behalf of those that need it the most.
[00:04:44.000 --> 00:04:50.000]   So what we're doing in this series is not trying to teach you into some moral behavior.
[00:04:50.000 --> 00:04:55.000]   We're not trying to ask you to just be a better person.
[00:04:55.000 --> 00:05:00.000]   We're teaching this because this is what God has created the church for.
[00:05:00.000 --> 00:05:05.000]   Because this is at the very center of what's on God's heart for His world.
[00:05:05.000 --> 00:05:09.000]   That He wants to bring something from its formlessness to its form, to its fullness.
[00:05:09.000 --> 00:05:11.000]   That He wants to bring disorder into order.
[00:05:11.000 --> 00:05:17.000]   That He wants to bring something that is not as it was designed to be and make it as it's designed to be.
[00:05:17.000 --> 00:05:22.000]   And He says for some crazy reason that He's going to do that through the church.
[00:05:22.000 --> 00:05:26.000]   And so what we're calling you to is not some better moral behavior.
[00:05:26.000 --> 00:05:30.000]   We're calling you to be Christians.
[00:05:30.000 --> 00:05:36.000]   There's a lot of people in this world that are good people, that are nice people, that are smart people.
[00:05:36.000 --> 00:05:40.000]   There's even a lot of people in this world that are doing great things in justice.
[00:05:40.000 --> 00:05:44.000]   But if we are going to be Christians, Christ-like,
[00:05:44.000 --> 00:05:49.000]   if we are going to hold with dignity and honor the name of Jesus,
[00:05:49.000 --> 00:05:56.000]   we have to understand that what Scripture calls us to is not institutions that are more just,
[00:05:56.000 --> 00:05:58.000]   but people that are more just.
[00:05:58.000 --> 00:06:03.000]   That the call in Scripture is to a transformation within us.
[00:06:03.000 --> 00:06:06.000]   To this desire to want to be more like Him.
[00:06:06.000 --> 00:06:12.000]   To hold the character and the heart to serve this world in the way that He's called us to be.
[00:06:12.000 --> 00:06:16.000]   As we become just, then the institutions become just.
[00:06:16.000 --> 00:06:23.000]   As we become just, then the culture and society begins to see a different way to live
[00:06:23.000 --> 00:06:28.000]   and says, "I want to be more like that."
[00:06:28.000 --> 00:06:32.000]   So I'm not going to apologize for the fact that I'm super excited and passionate.
[00:06:32.000 --> 00:06:35.000]   I'm going to preach this as best I can over these three weeks.
[00:06:35.000 --> 00:06:38.000]   Two weeks that I'm going to do and then one week that Taz is going to do.
[00:06:38.000 --> 00:06:41.000]   And I'm excited about this because this is the fundamental to who we are.
[00:06:41.000 --> 00:06:44.000]   If you call the Vine your home church,
[00:06:44.000 --> 00:06:48.000]   and if you've always wondered what does it mean to become a big person in Jesus,
[00:06:48.000 --> 00:06:50.000]   this is what it's all about over these three weeks.
[00:06:50.000 --> 00:06:52.000]   This is what we invite you to.
[00:06:52.000 --> 00:06:56.000]   Not only invite you to, but this is what we're going to challenge you to.
[00:06:56.000 --> 00:07:00.000]   This is what we're going to ask you to embed your life into.
[00:07:00.000 --> 00:07:08.000]   Sacrificially, courageously, boldly to be a person of justice today.
[00:07:08.000 --> 00:07:11.000]   So what I want to do today in this first session
[00:07:11.000 --> 00:07:16.000]   is I want to give you a biblical understanding of why justice sits not just in the heart of God,
[00:07:16.000 --> 00:07:20.000]   but why justice actually sits within the heart of the gospel.
[00:07:20.000 --> 00:07:24.000]   I want to teach you today what we call here the whole gospel.
[00:07:24.000 --> 00:07:28.000]   The reality that the gospel is not just defined by only one particular thing,
[00:07:28.000 --> 00:07:34.000]   but actually the gospel is perhaps far broader and far bigger than perhaps we've ever realized.
[00:07:34.000 --> 00:07:37.000]   And when we get the glorious grand picture of the gospel,
[00:07:37.000 --> 00:07:41.000]   it's transformative to our souls and our lives.
[00:07:41.000 --> 00:07:45.000]   And so today I want to unpack for you what we mean by the gospel here at The Vine.
[00:07:45.000 --> 00:07:50.000]   What it means to be a Christian and why justice sits in the heart of that.
[00:07:50.000 --> 00:07:52.000]   Then next week, I'm going to get practical with you.
[00:07:52.000 --> 00:07:56.000]   Next week, I'm actually going to give you a model for how you then live that out,
[00:07:56.000 --> 00:08:01.000]   because this week it's all about this is why we stand and believe in the things that we do.
[00:08:01.000 --> 00:08:05.000]   Next week then is if that is true, then how now do I live?
[00:08:05.000 --> 00:08:11.000]   Because I can't listen to this week one and stay with my old life week two.
[00:08:11.000 --> 00:08:13.000]   Like if this is truly what God is calling us to,
[00:08:13.000 --> 00:08:17.000]   then how now do I live and orientate my life today for his glory?
[00:08:17.000 --> 00:08:21.000]   So next week, I'm going to give you a very practical, simple model
[00:08:21.000 --> 00:08:28.000]   that you can apply to your life immediately to be every day more and more a little bit like Jesus in this area of justice.
[00:08:28.000 --> 00:08:32.000]   And then in week three, we're going to focus in on the work of branches of hope.
[00:08:32.000 --> 00:08:36.000]   Branches of hope being the NGO that The Vine supports and has birthed here
[00:08:36.000 --> 00:08:39.000]   that does work with asylum seekers, refugees, and those in trafficking.
[00:08:39.000 --> 00:08:43.000]   And in the third week, we want to show you why that work is important to us.
[00:08:43.000 --> 00:08:48.000]   And more than that, how we as a community partner with that work,
[00:08:48.000 --> 00:08:52.000]   because partnership with those that are doing justice is important,
[00:08:52.000 --> 00:08:55.000]   but then also us being more just is important.
[00:08:55.000 --> 00:08:59.000]   And when those two things come together, like through the work of branches of hope here at The Vine,
[00:08:59.000 --> 00:09:02.000]   there's a powerful thing that happens.
[00:09:02.000 --> 00:09:06.000]   There's literally a transformation, not just personally, but communally when we work that way.
[00:09:06.000 --> 00:09:10.000]   So a little bit about the sort of centrality of the gospel,
[00:09:10.000 --> 00:09:12.000]   a little bit about a model practical,
[00:09:12.000 --> 00:09:15.000]   and then a little bit about one of the ways in which we're living this out here at The Vine.
[00:09:15.000 --> 00:09:17.000]   Is that helpful for you?
[00:09:17.000 --> 00:09:18.000]   Can I pray for you to begin with?
[00:09:18.000 --> 00:09:21.000]   Father, I thank you for every person here.
[00:09:21.000 --> 00:09:24.000]   I thank you, Lord, for the work that you're doing in their lives.
[00:09:24.000 --> 00:09:26.000]   I thank you, Lord, that you are at work,
[00:09:26.000 --> 00:09:29.000]   shaping and molding us to become more like Christ Jesus.
[00:09:29.000 --> 00:09:37.000]   Lord, as we take a look at why justice is so key to that growth within us to become more like you.
[00:09:37.000 --> 00:09:42.000]   Father, I pray that you would do something in this room,
[00:09:42.000 --> 00:09:46.000]   a little bit like those disciples on the walk to Emmaus,
[00:09:46.000 --> 00:09:50.000]   who after hearing Jesus open Scripture to them, had these words together.
[00:09:50.000 --> 00:09:53.000]   They said, "We're not our hearts burning within us."
[00:09:53.000 --> 00:09:55.000]   Lord, I want to pray for The Vine here.
[00:09:55.000 --> 00:10:01.000]   Lord, that you would reignite for those where the light was there before, but maybe has gone a bit dark.
[00:10:01.000 --> 00:10:06.000]   And that you would birth fresh light for those who are perhaps hearing this for the first time.
[00:10:06.000 --> 00:10:10.000]   That we would be ones whose hearts would burn within us for justice,
[00:10:10.000 --> 00:10:12.000]   burn within us for the gospel,
[00:10:12.000 --> 00:10:18.000]   burn within us because you, Jesus, opened the glorious picture of Scripture to us.
[00:10:18.000 --> 00:10:20.000]   And we pray this in Jesus' name.
[00:10:20.000 --> 00:10:21.000]   Everyone says?
[00:10:21.000 --> 00:10:22.000]   All right.
[00:10:22.000 --> 00:10:24.000]   So now I'm going to have to ask for your forgiveness up front.
[00:10:24.000 --> 00:10:27.000]   I'm going to be using an iPad.
[00:10:27.000 --> 00:10:31.000]   I'm old now, so the technology I'm not always good with.
[00:10:31.000 --> 00:10:34.000]   I also have a terrible way of writing.
[00:10:34.000 --> 00:10:36.000]   I should have been a doctor.
[00:10:36.000 --> 00:10:39.000]   Everybody knows that doctors have the worst handwriting ever.
[00:10:39.000 --> 00:10:41.000]   You can never read a prescription.
[00:10:41.000 --> 00:10:43.000]   Oh, that shouldn't be there.
[00:10:43.000 --> 00:10:45.000]   How do I get a new page?
[00:10:45.000 --> 00:10:48.000]   We should have sorted that out.
[00:10:48.000 --> 00:10:49.000]   Hang on a sec.
[00:10:49.000 --> 00:10:51.000]   Let me do this.
[00:10:51.000 --> 00:10:52.000]   Bye, bye, bye.
[00:10:52.000 --> 00:10:54.000]   You can't all see it.
[00:10:54.000 --> 00:10:56.000]   That was the first service.
[00:10:56.000 --> 00:10:58.000]   But you can see how messy it is, right?
[00:10:58.000 --> 00:11:02.000]   It's not on the screen yet?
[00:11:02.000 --> 00:11:03.000]   Oh, okay.
[00:11:03.000 --> 00:11:04.000]   All right.
[00:11:04.000 --> 00:11:06.000]   Well, you guys did a good job.
[00:11:06.000 --> 00:11:08.000]   How do I now go away?
[00:11:08.000 --> 00:11:10.000]   This is why I told you I'm not very good.
[00:11:10.000 --> 00:11:11.000]   It's frozen.
[00:11:11.000 --> 00:11:16.000]   Is it frozen?
[00:11:16.000 --> 00:11:17.000]   It's frozen.
[00:11:17.000 --> 00:11:18.000]   Is it frozen?
[00:11:18.000 --> 00:11:24.000]   Anyway, there it is.
[00:11:24.000 --> 00:11:28.000]   That's you in the middle there.
[00:11:28.000 --> 00:11:30.000]   Okay, it's just crashed.
[00:11:30.000 --> 00:11:32.000]   All right, my friend, could you help me?
[00:11:32.000 --> 00:11:34.000]   This is a young person.
[00:11:34.000 --> 00:11:37.000]   He's young and trendy and understands technology.
[00:11:37.000 --> 00:11:39.000]   He's now going to solve the issue we have.
[00:11:39.000 --> 00:11:40.000]   Anyway, justice.
[00:11:40.000 --> 00:11:43.000]   Talk amongst yourselves.
[00:11:43.000 --> 00:11:45.000]   Say, "What does justice mean to you?"
[00:11:45.000 --> 00:11:50.000]   [laughter]
[00:11:50.000 --> 00:11:51.000]   I'm not kidding, right?
[00:11:51.000 --> 00:11:53.000]   I don't actually mean this.
[00:11:53.000 --> 00:11:59.000]   This is quite fun, though, because as we do unpack this, there's a lot in this.
[00:11:59.000 --> 00:12:02.000]   So I'm going to need your attention as we go through.
[00:12:02.000 --> 00:12:08.000]   And it's a beautiful thing when you let Scripture really drive your thinking
[00:12:08.000 --> 00:12:10.000]   and really drive the way that you see things.
[00:12:10.000 --> 00:12:12.000]   And I think when you see the bigger picture of Scripture,
[00:12:12.000 --> 00:12:17.000]   not just the immediacy of one passage, but when you step back and see the bigger picture of it,
[00:12:17.000 --> 00:12:19.000]   it really does change a lot.
[00:12:19.000 --> 00:12:22.000]   It really does shift a lot in the way in which we think and act.
[00:12:22.000 --> 00:12:25.000]   And so that's why I'm excited we are doing that together.
[00:12:25.000 --> 00:12:26.000]   How are we doing?
[00:12:26.000 --> 00:12:27.000]   You are amazing.
[00:12:27.000 --> 00:12:29.000]   Can we give that guy a round of applause?
[00:12:29.000 --> 00:12:35.000]   Okay, so we're going to start at the beginning of the story in a garden.
[00:12:35.000 --> 00:12:37.000]   So the beginning of the biblical--
[00:12:37.000 --> 00:12:38.000]   Hey, look at that!
[00:12:38.000 --> 00:12:41.000]   The beginning of the biblical story is Genesis 1 and 2,
[00:12:41.000 --> 00:12:42.000]   this idea of the garden.
[00:12:42.000 --> 00:12:49.000]   Now, we know that in Genesis 1 and 2, God does so much to establish His heart for the world,
[00:12:49.000 --> 00:12:52.000]   to establish what He wants in creation.
[00:12:52.000 --> 00:12:54.000]   He creates literally within those chapters.
[00:12:54.000 --> 00:12:59.000]   And at the pinnacle of His creation, which is important for us, is this idea of humanity.
[00:12:59.000 --> 00:13:03.000]   So there is this humanity that He creates,
[00:13:03.000 --> 00:13:07.000]   and He says that we are made in this really important thing, in the image of God.
[00:13:07.000 --> 00:13:12.000]   Now, scholars have debated for years what this image of God means,
[00:13:12.000 --> 00:13:15.000]   but to summarize it for you, it's essentially about relationship and character.
[00:13:15.000 --> 00:13:20.000]   Being made as humans in the image of God means that we are in relationship with Him,
[00:13:20.000 --> 00:13:23.000]   means that we find our fullness in that relationship with Him,
[00:13:23.000 --> 00:13:29.000]   and we image, we mirror, we reflect something of His character, His nature, His integrity,
[00:13:29.000 --> 00:13:31.000]   and who He is to the world around us.
[00:13:31.000 --> 00:13:35.000]   And what you see in Genesis 1 and 2 is the outworking of this image.
[00:13:35.000 --> 00:13:38.000]   And I'll unpack that for you a little bit here as we go,
[00:13:38.000 --> 00:13:45.000]   but for now, it's important that your very creation as a human being is this invitation to image God.
[00:13:45.000 --> 00:13:49.000]   And we are the only things in creation that are labeled as His image.
[00:13:49.000 --> 00:13:54.000]   Now, what you see in Genesis 1 and 2 is God do this really interesting thing.
[00:13:54.000 --> 00:14:03.000]   God comes and He defines for humanity what is right and wrong.
[00:14:03.000 --> 00:14:07.000]   So, one of the very first things that He does in Genesis 1 and 2,
[00:14:07.000 --> 00:14:10.000]   when He's created Adam, and He speaks to Adam, and creates Eve, and brings them together,
[00:14:10.000 --> 00:14:12.000]   is He begins to define for them what is right and wrong.
[00:14:12.000 --> 00:14:16.000]   How God defines it, how God sees it in the world that He's created.
[00:14:16.000 --> 00:14:20.000]   And He gives them some freedom. He says, "You can do this, you can do that, you can do this."
[00:14:20.000 --> 00:14:23.000]   And then He gives them some boundaries. He says, "Not to do this, not to do that."
[00:14:23.000 --> 00:14:28.000]   This is God's way of saying, "Look, there's right and there's wrong within this world that you are living in right now,
[00:14:28.000 --> 00:14:33.000]   and if you understand that, and you live by My definitions of what right is wrong,
[00:14:33.000 --> 00:14:35.000]   then things will grow and flourish."
[00:14:35.000 --> 00:14:40.000]   So, what He does after He calls them, after He defines what is right and wrong,
[00:14:40.000 --> 00:14:42.000]   He calls them to do this really important thing.
[00:14:42.000 --> 00:14:45.000]   He wants them to rule over creation.
[00:14:45.000 --> 00:14:49.000]   So, in other words, He says, "Look, I haven't just created you to do whatever you want.
[00:14:49.000 --> 00:14:52.000]   I've defined for you what is right and wrong.
[00:14:52.000 --> 00:14:59.000]   I've created you to be in My image, and part of you imaging Me is to rule over creation."
[00:14:59.000 --> 00:15:02.000]   Now, you remember in the Holy Spirit course, the idea of disorder to order.
[00:15:02.000 --> 00:15:05.000]   God does this crazy thing in Genesis 1 and 2.
[00:15:05.000 --> 00:15:13.000]   He actually empowers humanity to mirror, to image that work in how we now steward the creation.
[00:15:13.000 --> 00:15:16.000]   Steward everything that He's placed around us, and all of those relationships.
[00:15:16.000 --> 00:15:23.000]   We now get the great opportunity to show the world the disorder to order by how we now live.
[00:15:23.000 --> 00:15:25.000]   Are you following this so far?
[00:15:25.000 --> 00:15:27.000]   So, you are made in the image of God.
[00:15:27.000 --> 00:15:34.000]   God has defined for us what is right and wrong, and we are invited to rule over creation in that way.
[00:15:34.000 --> 00:15:36.000]   Now, here's what happens next.
[00:15:36.000 --> 00:15:45.000]   As we're ruling over creation, God establishes what we call here four relational contexts.
[00:15:45.000 --> 00:15:51.000]   Now, these four relational contexts are essential to every human being, and let me map them out for you.
[00:15:51.000 --> 00:15:54.000]   We don't have time to go into the Scriptures to look at them, but they're there.
[00:15:54.000 --> 00:15:55.000]   You can look during the week.
[00:15:55.000 --> 00:15:58.000]   Us and God.
[00:15:58.000 --> 00:16:01.000]   Us and ourselves.
[00:16:01.000 --> 00:16:04.000]   So, how we see ourselves, our identity.
[00:16:04.000 --> 00:16:06.000]   Us and others around us.
[00:16:06.000 --> 00:16:09.000]   And finally, us in creation.
[00:16:09.000 --> 00:16:14.000]   So, God creates us and gives us these four relational contexts.
[00:16:14.000 --> 00:16:21.000]   Our relationship with Him, our relationship with ourselves, how we see ourselves, our relationship with the others around us, and the relationship with the creation.
[00:16:21.000 --> 00:16:31.000]   And He does that, and He brings us into that, and He says, "As you're my image, bringing disorder to order, you're going to look after, you're going to steward this creation you're giving under my definition of what is right and wrong."
[00:16:31.000 --> 00:16:42.000]   And at the end of Genesis 1 and 2, you see this picture, which the Bible describes as perfect shalom, or what we often use here at the Vine, this phrase flourishing.
[00:16:42.000 --> 00:16:52.000]   But it's this idea, not that it's peace, like you're going to chill out with a pina colada on a beach, but the idea of wholeness and fullness and everything just as it's meant to be.
[00:16:52.000 --> 00:17:09.000]   So, by the time you get to the end of Genesis 1 and 2, you've got humanity, image of God, you've got God's definition of right and wrong, you've got us with a role to play in stewarding creation, and you've got these relational contexts at work in our lives, and God stands back from it all and says, "That is very good."
[00:17:09.000 --> 00:17:15.000]   Now, I want you to see something really important here in what I've just mapped out in Genesis 1 and 2.
[00:17:15.000 --> 00:17:22.000]   There is no concept at all of justice or injustice at the beginning of the story, because there's no need for it.
[00:17:22.000 --> 00:17:28.000]   There's no need for justice. The only reason you need justice is because there is injustice. Does that make sense?
[00:17:28.000 --> 00:17:37.000]   Well, there's no injustice in Genesis 1 and 2. This is the way God has created the world to be. This is His design, His desire for humanity to be.
[00:17:37.000 --> 00:17:46.000]   And when we are living in that way, things are just as they should be, and that is shalom. Make sense?
[00:17:46.000 --> 00:17:51.000]   However, we of course know what happens next, don't we?
[00:17:51.000 --> 00:17:58.000]   So, as well as a garden, we know what happens next is there's a fall.
[00:17:58.000 --> 00:18:09.000]   So, where humanity and God are the primary characters within the first part of Genesis 1 and 2, as soon as we get into Genesis 3, a new character emerges, and this is Satan.
[00:18:09.000 --> 00:18:14.000]   And Satan comes and does something which you've got to make sure that you've track with when you're reading the story.
[00:18:14.000 --> 00:18:21.000]   Satan basically convinces Adam and Eve that God is holding out on them, that God is not telling them everything.
[00:18:21.000 --> 00:18:31.000]   When God put the boundary of not having fruit of the knowledge of the tree of good and evil, Satan comes along and says, "Well, why doesn't He want you to eat from that tree?
[00:18:31.000 --> 00:18:38.000]   Here's why He doesn't want you to eat from that tree. If you eat from that tree, you'll no longer be the image of God. You'll be God's yourselves."
[00:18:38.000 --> 00:18:49.000]   So, Satan's trickery is to say, "Image of God is not what humanity has been created for. You've actually been created to be God's yourselves."
[00:18:49.000 --> 00:18:55.000]   This was the temptation for Adam and Eve. This was the sin that they stepped into.
[00:18:55.000 --> 00:19:02.000]   No longer that they were happy just to image the character and the integrity of God and allow God to be sovereign and control,
[00:19:02.000 --> 00:19:08.000]   the taking of the fruit, the sin that happened was humanity saying, "We want to do this ourselves.
[00:19:08.000 --> 00:19:15.000]   We want to be God's. We want to be not just image of Him. We want to be Him."
[00:19:15.000 --> 00:19:20.000]   And what this does is really interesting because here's the first thing that takes place.
[00:19:20.000 --> 00:19:27.000]   Once humanity sin, once they take that establishment of saying, "We want to be actually like God's," here's what happens.
[00:19:27.000 --> 00:19:34.000]   Humanity is now defining what's right and wrong.
[00:19:34.000 --> 00:19:40.000]   Now, this is where the problems all begin. Think about it for a moment.
[00:19:40.000 --> 00:19:45.000]   Before God defined what was right and wrong, now humanity through sin are basically saying,
[00:19:45.000 --> 00:19:48.000]   "We are the ones that are going to define what's right and wrong.
[00:19:48.000 --> 00:19:53.000]   Here's what will happen to every human being if you ask them to define right and wrong.
[00:19:53.000 --> 00:20:00.000]   Here's the thing that will happen. We will always define it in a way that benefits us."
[00:20:00.000 --> 00:20:03.000]   And this is what we begin to see in the cycle of Scripture.
[00:20:03.000 --> 00:20:14.000]   Humanity basically, we are constantly redefining what is right and wrong so that we gain an advantage over the expense of the other.
[00:20:14.000 --> 00:20:20.000]   And this becomes the central place where injustice begins to happen in the world.
[00:20:20.000 --> 00:20:24.000]   If you give humanity the power to decide what they think is right and wrong,
[00:20:24.000 --> 00:20:28.000]   humanity is always going to choose what's great for themselves personally,
[00:20:28.000 --> 00:20:32.000]   even if that means it's not great for their neighbor next to them.
[00:20:32.000 --> 00:20:38.000]   This is why inequality exists. This is why not everybody is free.
[00:20:38.000 --> 00:20:44.000]   This is why there are people that are not just poor but are vulnerable and they are marginalized and they are exploited
[00:20:44.000 --> 00:20:48.000]   because we have a tendency now as human beings to look after number one,
[00:20:48.000 --> 00:20:50.000]   even if that means at the expense of somebody else.
[00:20:50.000 --> 00:20:55.000]   And what you see happening in Genesis 3 is immediately two things.
[00:20:55.000 --> 00:21:01.000]   Number one, you immediately see personal advantage.
[00:21:01.000 --> 00:21:05.000]   So Adam and Eve immediately want to find their own personal advantage,
[00:21:05.000 --> 00:21:08.000]   even if that comes at the expense of the other.
[00:21:08.000 --> 00:21:13.000]   And number two, you see this thing called self-preservation.
[00:21:13.000 --> 00:21:18.000]   What's the very first thing that happens when Adam takes the fruit, sins,
[00:21:18.000 --> 00:21:22.000]   God shows up and says, "What have you done?" Here's what Adam does.
[00:21:22.000 --> 00:21:26.000]   He goes, "God, come here." He goes, "God, you need to hear this.
[00:21:26.000 --> 00:21:31.000]   The woman that you put in here with me, she made me do this."
[00:21:31.000 --> 00:21:35.000]   That's the first thing that Adam does. He basically throws his wife under the bus.
[00:21:35.000 --> 00:21:39.000]   The first marital strife ever happens here. He throws his wife under the bus.
[00:21:39.000 --> 00:21:43.000]   And he says, "The woman you put here with me." So he's kind of blaming God too.
[00:21:43.000 --> 00:21:45.000]   Think about this. This is really important.
[00:21:45.000 --> 00:21:50.000]   The very first act of injustice in all human history
[00:21:50.000 --> 00:21:56.000]   is the disempowerment of a woman for the empowerment of a man.
[00:21:56.000 --> 00:22:00.000]   All the sisters in the room should be going, "Mm-hmm."
[00:22:00.000 --> 00:22:04.000]   You should be like, "Preach on that. Preach that one, Andrew."
[00:22:04.000 --> 00:22:06.000]   But are you following this?
[00:22:06.000 --> 00:22:10.000]   Now, this is really important because if that's the first injustice that has ever happened,
[00:22:10.000 --> 00:22:13.000]   the disempowerment of a woman for the empowerment of a man,
[00:22:13.000 --> 00:22:17.000]   because look at it here, there's personal advantage and self-preservation.
[00:22:17.000 --> 00:22:21.000]   Basically, Adam was willing to throw his wife under the bus so that he could live,
[00:22:21.000 --> 00:22:25.000]   thinking that that might be the way to get back into God's good graces.
[00:22:25.000 --> 00:22:29.000]   Suddenly, injustice begins. And that injustice of men exploiting women
[00:22:29.000 --> 00:22:32.000]   has happened down all of history ever since.
[00:22:32.000 --> 00:22:35.000]   And let's be honest, it's still rife in our world today.
[00:22:35.000 --> 00:22:38.000]   That's the starting point of injustice.
[00:22:38.000 --> 00:22:43.000]   As soon as humanity begins to take into their power what is only God's power,
[00:22:43.000 --> 00:22:45.000]   and they begin to redefine what is right and wrong,
[00:22:45.000 --> 00:22:48.000]   we begin to look after ourselves, first of all,
[00:22:48.000 --> 00:22:52.000]   and then we begin to exploit the people around us.
[00:22:52.000 --> 00:22:55.000]   Now, here is what happens after all that takes place.
[00:22:55.000 --> 00:23:00.000]   Once there's this personal advantage, once there's this kind of self-preservation,
[00:23:00.000 --> 00:23:07.000]   it actually leads us into a place where what you see is injustice begin.
[00:23:07.000 --> 00:23:11.000]   And as injustice begins, everything begins to break down.
[00:23:11.000 --> 00:23:15.000]   And what you see here is... Can you see this little pie chart?
[00:23:15.000 --> 00:23:17.000]   Yeah, it's still there. That's cool.
[00:23:17.000 --> 00:23:21.000]   So, one, two, three, four.
