
[00:00:00.000 --> 00:00:01.420]   Woo, hi everyone.
[00:01:33.660 --> 00:01:36.940]   they will assign me with someone else in the hotel room
[00:01:36.940 --> 00:01:40.120]   'cause we have double rooms, not single rooms in hotel.
[00:01:40.120 --> 00:01:42.280]   Every time, I don't know who my roommate would be,
[00:01:42.280 --> 00:01:47.280]   and this time, I was assigned to room with a Japanese guy.
[00:01:47.280 --> 00:01:51.040]   And when we were young, when we were kids,
[00:01:51.040 --> 00:01:53.080]   we all watched Japanese dramas,
[00:01:53.080 --> 00:01:54.880]   and we thought, wow, they're so cool.
[00:01:54.880 --> 00:01:56.780]   We wanna be like them, we wanna look like them.
[00:01:56.780 --> 00:01:57.960]   You want our hair to look like them,
[00:01:57.960 --> 00:02:00.120]   and first day, true story,
[00:02:00.120 --> 00:02:02.800]   first day when I was in the hotel room,
[00:02:02.800 --> 00:02:05.280]   he arrives later than me, but that evening,
[00:02:05.280 --> 00:02:08.400]   when I went into the bathroom, I look at the bathroom,
[00:02:08.400 --> 00:02:13.400]   I'm like, OMG, the amount of hair products.
[00:02:13.400 --> 00:02:15.960]   I've never known, I've been gelling my hair
[00:02:15.960 --> 00:02:18.720]   for like, for the last 20 years, I've never known
[00:02:18.720 --> 00:02:22.600]   one single guy can own so many different products
[00:02:22.600 --> 00:02:26.120]   just for hair, maybe his teeth as well, I don't know,
[00:02:26.120 --> 00:02:28.360]   but I have a very great time,
[00:02:28.360 --> 00:02:31.400]   and I had a good time connecting with my roommate.
[00:02:31.400 --> 00:02:34.480]   He's from Japan, his name is Daisuke,
[00:02:34.480 --> 00:02:39.480]   and he is a staff member of this organization,
[00:02:39.480 --> 00:02:41.600]   or this ministry called Young Life.
[00:02:41.600 --> 00:02:42.980]   Some of you may have heard of Young Life.
[00:02:42.980 --> 00:02:45.560]   Indeed, Young Life is our partner.
[00:02:45.560 --> 00:02:47.620]   Every Thursday, Young Life, they come here
[00:02:47.620 --> 00:02:50.800]   to run a teen moms group, because we have a lot
[00:02:50.800 --> 00:02:54.760]   of young girls in this area, Tin Mun Yun Long, Tin Shui Wai.
[00:02:54.760 --> 00:02:58.480]   They may have, some may be planned, some may be unplanned,
[00:02:58.480 --> 00:03:00.800]   but they're pregnant at a very, very young age,
[00:03:00.800 --> 00:03:02.600]   and sometimes they're a bit overwhelmed,
[00:03:02.600 --> 00:03:04.220]   they don't know what to do, but Young Life,
[00:03:04.220 --> 00:03:06.520]   they were so kind, they set up this ministry,
[00:03:06.520 --> 00:03:09.080]   reaching out to them, among all the other things they do,
[00:03:09.080 --> 00:03:11.760]   they reach out to them, and they come to us and say,
[00:03:11.760 --> 00:03:13.320]   can we partner with you, can we run
[00:03:13.320 --> 00:03:14.880]   this young moms group here?
[00:03:14.880 --> 00:03:16.720]   So if you wanna volunteer, you wanna get to know them,
[00:03:16.720 --> 00:03:19.420]   go talk to June, I think she'll be there every time.
[00:03:19.420 --> 00:03:24.400]   But I was with this very fine gentleman,
[00:03:24.400 --> 00:03:27.120]   and we were just exchanging different stories,
[00:03:27.120 --> 00:03:30.600]   and I like what they do, and I actually had
[00:03:30.600 --> 00:03:32.880]   a little bit ministry experience,
[00:03:32.880 --> 00:03:34.680]   or history with Young Life as well.
[00:03:34.680 --> 00:03:36.680]   When I was a youth pastor back in Wan Chai,
[00:03:36.680 --> 00:03:38.640]   every summer, or every once in a while,
[00:03:38.640 --> 00:03:40.780]   or every other week, we would go to a school
[00:03:40.780 --> 00:03:43.320]   to minister together, or I would share
[00:03:43.320 --> 00:03:45.200]   at their camps or events.
[00:03:45.200 --> 00:03:48.160]   One thing that I've heard their leaders talk about
[00:03:48.160 --> 00:03:51.800]   that stuck with me, like, ever since I've heard about it,
[00:03:51.800 --> 00:03:54.120]   they said this in their ministry.
[00:03:54.120 --> 00:03:59.120]   They said, we earn the right to be heard in their ministry.
[00:03:59.120 --> 00:04:01.780]   So it's not because I'm a adult, you are a teenager,
[00:04:01.780 --> 00:04:03.560]   so when I come to you, you must listen to me,
[00:04:03.560 --> 00:04:05.120]   I have so much to share.
[00:04:05.120 --> 00:04:06.360]   In Chinese, we have a saying that,
[00:04:06.360 --> 00:04:08.840]   I eat salt more than you eat rice, la.
[00:04:08.840 --> 00:04:11.720]   That's how Chinese say it, but anyway,
[00:04:11.720 --> 00:04:13.860]   we're not saying because of my experience,
[00:04:13.860 --> 00:04:16.240]   because of my age, because of my status,
[00:04:16.240 --> 00:04:18.120]   that you need to listen to me.
[00:04:18.120 --> 00:04:21.480]   Just the opposite, I need to earn the right
[00:04:21.480 --> 00:04:24.860]   to be heard by you, even for a teenager.
[00:04:24.860 --> 00:04:29.640]   That's the church in the Book of Acts.
[00:04:29.640 --> 00:04:31.420]   We have been reading the Book of Acts
[00:04:31.420 --> 00:04:32.980]   for the last couple of weeks,
[00:04:32.980 --> 00:04:35.660]   and today we're going to look at Books,
[00:04:35.660 --> 00:04:37.440]   Book of Acts, chapter three.
[00:04:37.440 --> 00:04:39.240]   Ooh, come on, wake up.
[00:04:39.240 --> 00:04:41.920]   Chapter three it is, let's read that.
[00:04:41.920 --> 00:04:43.960]   Let me just open this, it's on the screen as well,
[00:04:43.960 --> 00:04:45.000]   but I'm not gonna turn around,
[00:04:45.000 --> 00:04:45.960]   I'm gonna look at my Bible,
[00:04:45.960 --> 00:04:48.520]   because I can still read small prints.
[00:04:48.520 --> 00:04:49.760]   Let's do this.
[00:04:49.760 --> 00:04:52.800]   One day, Peter and John were going up to the temple
[00:04:52.800 --> 00:04:55.640]   at the time of prayer, at three in the afternoon.
[00:04:55.640 --> 00:04:57.880]   Now a man who was lame from birth
[00:04:57.880 --> 00:05:01.160]   was being carried to the temple gate called Beautiful.
[00:05:01.160 --> 00:05:02.040]   Wow.
[00:05:02.040 --> 00:05:05.080]   Where he was put every day to back from those
[00:05:05.080 --> 00:05:06.880]   who go into the temple courts.
[00:05:06.880 --> 00:05:09.160]   When he saw Peter and John about to enter,
[00:05:09.160 --> 00:05:11.020]   he asked them for money.
[00:05:11.020 --> 00:05:14.400]   Peter looked straight at him, as did John.
[00:05:14.400 --> 00:05:16.580]   Then Peter said, "Look at us."
[00:05:16.580 --> 00:05:18.520]   So the man gave them his attention,
[00:05:18.520 --> 00:05:21.200]   expecting to get something from them.
[00:05:21.200 --> 00:05:25.120]   Then Peter said, "Silver or gold, I do not have,
[00:05:25.120 --> 00:05:27.120]   but what I do have, I give you.
[00:05:27.120 --> 00:05:32.120]   In the name of Jesus Christ of Nazareth, walk."
[00:05:32.120 --> 00:05:34.920]   Taking him by the right hand, he helped him up,
[00:05:34.920 --> 00:05:38.320]   and instantly the man's feet and ankles became strong.
[00:05:38.320 --> 00:05:41.240]   He jumped to his feet and began to walk.
[00:05:41.240 --> 00:05:43.820]   Then he went with them into the temple courts,
[00:05:43.820 --> 00:05:46.240]   walking and jumping and praising God.
[00:05:46.240 --> 00:05:49.300]   When all the people saw him walking and praising God,
[00:05:49.300 --> 00:05:51.680]   they recognized him as the same man
[00:05:51.680 --> 00:05:55.200]   who used to sit begging at the temple gate called Beautiful.
[00:05:55.200 --> 00:05:58.980]   And they were filled with wonder and amazement
[00:05:58.980 --> 00:06:01.400]   at what had happened to him.
[00:06:01.400 --> 00:06:06.680]   We need to notice a few things before we dive into,
[00:06:06.680 --> 00:06:07.840]   or we move on with this story.
[00:06:07.840 --> 00:06:12.840]   Number one, this story was put here deliberately by Luke.
[00:06:12.840 --> 00:06:14.080]   What do I mean?
[00:06:14.080 --> 00:06:16.760]   If you still remember what we were talking about last week,
[00:06:16.760 --> 00:06:18.400]   not me, but Pastor Jennifer,
[00:06:18.400 --> 00:06:21.720]   she came and preached a sermon on Acts 2,
[00:06:21.720 --> 00:06:22.920]   the last part of Acts 2,
[00:06:22.920 --> 00:06:25.920]   saying those 3,000 people who heard Peter's sermon
[00:06:25.920 --> 00:06:28.020]   and they believe in Jesus,
[00:06:28.020 --> 00:06:31.200]   how they were doing life together.
[00:06:31.200 --> 00:06:34.520]   Now we always use that passage for discipleship.
[00:06:34.520 --> 00:06:37.520]   They meet every day, they do all this stuff and that.
[00:06:37.520 --> 00:06:41.800]   And this story, Book of Acts chapter three,
[00:06:41.800 --> 00:06:44.720]   this is a story that Luke deliberately put here
[00:06:44.720 --> 00:06:48.600]   to show you, okay, so I wrote to you what we were doing
[00:06:48.600 --> 00:06:50.600]   and let me tell you a story.
[00:06:50.600 --> 00:06:52.200]   Let me give you an illustration.
[00:06:52.200 --> 00:06:54.560]   Hey, true story, let me tell you about this.
[00:06:54.560 --> 00:06:56.760]   So he put this story here just to say,
[00:06:56.760 --> 00:06:59.040]   hey, come on guys, I'm gonna give you an example.
[00:06:59.040 --> 00:07:00.840]   Let me tell you one of these amazing stories
[00:07:00.840 --> 00:07:02.320]   that happened with the early Christians,
[00:07:02.320 --> 00:07:05.180]   that community called Church in Jerusalem.
[00:07:05.180 --> 00:07:06.600]   So he put the story there.
[00:07:06.600 --> 00:07:07.560]   And as you can see,
[00:07:07.560 --> 00:07:09.600]   I'm not gonna repeat what I put on the screen,
[00:07:09.600 --> 00:07:12.320]   but some of the elements that actually appear
[00:07:12.320 --> 00:07:14.500]   in chapter two, the last part,
[00:07:14.500 --> 00:07:16.160]   they reappear in this story
[00:07:16.160 --> 00:07:18.960]   because Luke is trying to give you an illustration.
[00:07:18.960 --> 00:07:20.640]   Is everyone with me?
[00:07:20.640 --> 00:07:21.460]   Good, right?
[00:07:21.460 --> 00:07:22.380]   So that's the first thing.
[00:07:22.380 --> 00:07:24.580]   But the other thing we need to look at
[00:07:24.580 --> 00:07:26.700]   is how this story that we just read,
[00:07:26.700 --> 00:07:28.000]   chapter three, verse one to 10,
[00:07:28.000 --> 00:07:30.000]   the healing of the beggar, the lame beggar,
[00:07:30.000 --> 00:07:33.480]   how it's related to the next part of the story.
[00:07:33.480 --> 00:07:35.480]   We know that we just end with the part
[00:07:35.480 --> 00:07:39.200]   that everyone in the temple kind of saw what happened
[00:07:39.200 --> 00:07:42.200]   and they lean in, they wanna know what's going on here.
[00:07:42.200 --> 00:07:44.840]   I know this guy, he couldn't walk down, he's walking.
[00:07:44.840 --> 00:07:46.560]   He's praising God, he's jumping.
[00:07:46.560 --> 00:07:47.640]   What just happened?
[00:07:47.640 --> 00:07:49.360]   And everybody leaned in.
[00:07:49.360 --> 00:07:52.840]   And next week, the passage we're preaching from,
[00:07:52.840 --> 00:07:54.880]   it's immediately after this passage,
[00:07:54.880 --> 00:07:58.280]   we'll be talking about these people leaning in
[00:07:58.280 --> 00:08:00.860]   and what Peter preached to them.
[00:08:00.860 --> 00:08:03.420]   That will be his second sermon recorded in the book of Acts,
[00:08:03.420 --> 00:08:06.240]   but not going to that 'cause that's next week.
[00:08:06.240 --> 00:08:07.800]   But what I wanna highlight is that
[00:08:07.800 --> 00:08:11.080]   because of what happened in that temple,
[00:08:11.080 --> 00:08:13.420]   because of this miracle,
[00:08:13.420 --> 00:08:19.220]   people actually lean in to see, to listen.
[00:08:19.220 --> 00:08:22.400]   In other words, by performing this miracle
[00:08:22.400 --> 00:08:25.600]   or by doing what they did to the lame beggar,
[00:08:25.600 --> 00:08:29.860]   Peter earned the right to be heard.
[00:08:29.860 --> 00:08:32.400]   Are you following me?
[00:08:32.400 --> 00:08:36.080]   In the book of Acts,
[00:08:36.080 --> 00:08:38.320]   Luke frequently employed a structure
[00:08:38.320 --> 00:08:42.840]   we call deed and sermon structure.
[00:08:42.840 --> 00:08:44.880]   So let me give you an example.
[00:08:44.880 --> 00:08:47.560]   We read about chapter two already.
[00:08:47.560 --> 00:08:50.400]   The Holy Spirit came and whoa, they're speaking,
[00:08:50.400 --> 00:08:51.440]   you know, tongues of fire
[00:08:51.440 --> 00:08:53.320]   and they're speaking different languages.
[00:08:53.320 --> 00:08:55.760]   Something happened, some miracle happened.
[00:08:55.760 --> 00:08:57.640]   And then Peter was the guy who stood up
[00:08:57.640 --> 00:08:59.640]   and basically give them a debrief,
[00:08:59.640 --> 00:09:02.040]   like that's what happened, give them a sermon.
[00:09:02.040 --> 00:09:06.080]   And then Luke also recorded the response of the people.
[00:09:06.080 --> 00:09:08.000]   And we're seeing this all over again.
[00:09:08.000 --> 00:09:11.640]   We're seeing in the beginning of chapter three,
[00:09:11.640 --> 00:09:13.960]   Peter and John went to the temple, healed this beggar.
[00:09:13.960 --> 00:09:16.720]   There's a story, there's the deed, something happened.
[00:09:16.720 --> 00:09:19.220]   And then next week we'll read about
[00:09:19.220 --> 00:09:21.920]   how Peter gave a sermon in response to that
[00:09:21.920 --> 00:09:24.280]   because now he earned the right
[00:09:24.280 --> 00:09:26.800]   for people to listen to him, to hear his words.
[00:09:26.800 --> 00:09:29.280]   And then we will see people's responses as well.
[00:09:29.280 --> 00:09:31.600]   And we're seeing Luke employing this structure,
[00:09:31.600 --> 00:09:34.120]   the deed-sermon structure.
[00:09:34.120 --> 00:09:36.440]   Basically it means that the deeds,
[00:09:36.440 --> 00:09:39.600]   the actions of the early church
[00:09:39.600 --> 00:09:43.000]   authenticates the message of the church.
[00:09:43.000 --> 00:09:44.840]   Or let me put it this way.
[00:09:44.840 --> 00:09:47.160]   When we look at the early church in the book of Acts,
[00:09:47.160 --> 00:09:52.160]   we see this, that our services always precedes our sermon.
[00:09:52.160 --> 00:09:54.120]   Let me repeat that again.
[00:09:54.120 --> 00:09:58.480]   Our services comes before our sermon, that simple.
[00:09:58.480 --> 00:10:00.440]   I guess sometimes in this day and age,
[00:10:00.440 --> 00:10:02.320]   what we like to do is we like to preach at people.
[00:10:02.320 --> 00:10:04.200]   We like to share a lot of information.
[00:10:04.200 --> 00:10:06.080]   We like to talk a lot.
[00:10:06.080 --> 00:10:08.080]   Sometimes we will have a bit of action.
[00:10:08.080 --> 00:10:10.520]   Sometimes we're, okay, talk to you.
[00:10:10.520 --> 00:10:12.160]   Now, whether you believe or not,
[00:10:12.160 --> 00:10:14.160]   I'll leave that up to you.
[00:10:14.160 --> 00:10:15.480]   But in the book of Acts,
[00:10:15.480 --> 00:10:19.600]   Luke gave us a very clear format or structure.
[00:10:19.600 --> 00:10:23.560]   Deeds and sermon, service before you talk.
[00:10:23.560 --> 00:10:26.520]   And so this is what he's been trying to communicate to us.
[00:10:26.520 --> 00:10:30.400]   The book of Acts, it's as much about the actions,
[00:10:30.400 --> 00:10:34.520]   the deeds of the disciples as what they have said.
[00:10:34.520 --> 00:10:35.960]   As much as what they have done,
[00:10:35.960 --> 00:10:37.840]   and then what they have said.
[00:10:37.840 --> 00:10:41.480]   And this name, the name of the book Acts,
[00:10:41.480 --> 00:10:44.160]   actually it was not given by Luke.
[00:10:44.160 --> 00:10:45.760]   Almost want to say other names.
[00:10:45.760 --> 00:10:47.920]   Luke didn't give this book a name.
[00:10:47.920 --> 00:10:50.040]   He never wrote, okay, I wrote a book.
[00:10:50.040 --> 00:10:53.560]   The title of the book, it's called Acts.
[00:10:53.560 --> 00:10:54.920]   No, he never said that.
[00:10:54.920 --> 00:10:57.560]   The title was actually given by early church leaders
[00:10:57.560 --> 00:11:00.760]   all the way until like second century,
[00:11:00.760 --> 00:11:02.640]   middle second century.
[00:11:02.640 --> 00:11:04.320]   And when they try to give a name to the book,
[00:11:04.320 --> 00:11:07.320]   they use this Greek word called praxis.
[00:11:07.320 --> 00:11:09.000]   I know sometimes we still use this word.
[00:11:09.000 --> 00:11:10.560]   We still see this word around.
[00:11:10.560 --> 00:11:12.000]   We can have the next slide.
[00:11:12.000 --> 00:11:14.760]   This word praxis, it means action.
[00:11:14.760 --> 00:11:16.080]   It means the deeds.
[00:11:16.080 --> 00:11:19.240]   All the stuff they recorded in this book is the deeds,
[00:11:19.240 --> 00:11:21.000]   the action of the church.
[00:11:21.000 --> 00:11:24.120]   So church, what we're seeing in the book of Acts is this.
[00:11:24.120 --> 00:11:29.120]   The church in Acts, it's a church in action.
[00:11:29.120 --> 00:11:32.000]   Let me say this again, 'cause I'm not hearing any amen.
[00:11:32.000 --> 00:11:35.840]   The church in Acts is a church in action.
[00:11:35.840 --> 00:11:37.360]   All right, that's much better.
[00:11:37.360 --> 00:11:43.240]   And you know, Luke, when he wrote this book,
[00:11:43.240 --> 00:11:44.560]   there's an open ending.
[00:11:44.560 --> 00:11:48.200]   It's not like, okay, now this story ends here.
[00:11:48.200 --> 00:11:49.600]   It's basically an open ending.
[00:11:49.600 --> 00:11:52.240]   A lot of scholars will tell you that the book of Acts
[00:11:52.240 --> 00:11:56.920]   has an open ending because the story has not finished.
[00:11:56.920 --> 00:11:59.000]   Today, you and me, we're in this church.
[00:11:59.000 --> 00:12:00.320]   We're a part of the global church.
[00:12:00.320 --> 00:12:02.880]   Like I was with those people a couple of days ago,
[00:12:02.880 --> 00:12:05.120]   or just yesterday, I was with these people
[00:12:05.120 --> 00:12:05.960]   in the global church.
[00:12:05.960 --> 00:12:09.760]   The global church continue to write the book of Acts.
[00:12:09.760 --> 00:12:13.040]   And if that church we have just read in the book of Acts
[00:12:13.040 --> 00:12:16.480]   is a church in action, then I'm telling you that today,
[00:12:16.480 --> 00:12:19.120]   in this world, the global church here in Hong Kong,
[00:12:19.120 --> 00:12:20.600]   in Yuen Long, the Vang Yuen Long,
[00:12:20.600 --> 00:12:25.000]   we also have to be a church in action.
[00:12:25.000 --> 00:12:26.560]   That's who we are.
[00:12:26.560 --> 00:12:29.160]   That's what we are supposed to be.
[00:12:29.160 --> 00:12:33.080]   So with this in mind, let's dive back into Acts number three.
[00:12:33.080 --> 00:12:36.600]   Chapter three, we need to know that Luke always give us
[00:12:36.600 --> 00:12:38.600]   a lot of background information in his writing.
[00:12:38.600 --> 00:12:41.000]   Sometimes, we're like, oh, okay, that's, you know,
[00:12:41.000 --> 00:12:43.800]   just some details or just, you know, some information.
[00:12:43.800 --> 00:12:45.360]   Sometimes we don't pay attention to it.
[00:12:45.360 --> 00:12:47.360]   We just look at, whoa, what happened, the miracle.
[00:12:47.360 --> 00:12:51.360]   But a lot of details, a lot of things were communicated
[00:12:51.360 --> 00:12:53.440]   in the details, for example.
[00:12:53.440 --> 00:12:57.600]   So verse one, it says this.
[00:12:57.600 --> 00:13:00.440]   "One day, Peter and John were going up to the temple
[00:13:00.440 --> 00:13:04.600]   "at the time of prayer at three in the afternoon."
[00:13:04.600 --> 00:13:08.000]   So this time, some translations,
[00:13:08.000 --> 00:13:11.200]   older translations refer it to the ninth hour.
[00:13:11.200 --> 00:13:14.080]   It actually, 3 p.m., actually coincided
[00:13:14.080 --> 00:13:17.200]   with one of the three daily prayer times set out
[00:13:17.200 --> 00:13:20.200]   in Jewish traditions, meaning Jewish,
[00:13:20.200 --> 00:13:23.640]   they pray three times a day, a little bit like what we see
[00:13:23.640 --> 00:13:25.000]   the Muslims do nowadays.
[00:13:25.000 --> 00:13:26.440]   They pray three times a day.
[00:13:26.440 --> 00:13:28.880]   It'll be once in the morning, once at 3 p.m.,
[00:13:28.880 --> 00:13:30.520]   and then once at sunset.
[00:13:30.520 --> 00:13:33.760]   And when that happened, when that 3 p.m. prayer happened,
[00:13:33.760 --> 00:13:36.520]   just, it also just so happened, it coincided
[00:13:36.520 --> 00:13:39.640]   with the Jewish daily sacrifice.
[00:13:39.640 --> 00:13:43.120]   They have daily sacrifice in the temple two times a day.
[00:13:43.120 --> 00:13:46.720]   Just so happened once, it's at 3 p.m.
[00:13:47.360 --> 00:13:50.280]   So Luke is trying to tell us two things here, at least.
[00:13:50.280 --> 00:13:53.160]   Number one, that when we see John and Peter
[00:13:53.160 --> 00:13:57.160]   going to the temple, doing this whole Jewish prayer thing,
[00:13:57.160 --> 00:13:59.480]   it means, you know, to that audience,
[00:13:59.480 --> 00:14:01.840]   that when Luke wrote this book,
[00:14:01.840 --> 00:14:05.040]   the church is growing so rapidly among the Gentiles,
[00:14:05.040 --> 00:14:07.880]   and they were having all this conflict with the Jews.
[00:14:07.880 --> 00:14:10.400]   But Luke was saying, you see, even the early church,
[00:14:10.400 --> 00:14:13.280]   they didn't reject their Jewish tradition,
[00:14:13.280 --> 00:14:15.840]   their Jewish, like, heritage, their roots.
[00:14:15.840 --> 00:14:17.800]   But the second thing is also very important.
[00:14:17.800 --> 00:14:19.200]   It's the logistical information.
[00:14:19.200 --> 00:14:22.360]   You know, 3 p.m. at the temple, there's a sacrifice,
[00:14:22.360 --> 00:14:24.760]   there's a prayer service, like a prayer night meeting.
[00:14:24.760 --> 00:14:27.080]   I don't know how many people come to our prayer meeting,
[00:14:27.080 --> 00:14:29.120]   but I think a lot of people go to their prayer meeting,
[00:14:29.120 --> 00:14:32.880]   so, and there's a sacrifice thing going on at 3 p.m.,
[00:14:32.880 --> 00:14:34.720]   so I can tell you, it's rush hour.
[00:14:34.720 --> 00:14:39.720]   It's like that day on Monday, on Monday, at 1 10 p.m.,
[00:14:39.720 --> 00:14:43.520]   when T8 become T3, everybody suddenly have to go out,
[00:14:43.520 --> 00:14:45.320]   and when you go to the MTR station,
[00:14:45.320 --> 00:14:47.000]   Yuen Long station, Long Ping station,
[00:14:47.000 --> 00:14:51.920]   that's how it looks like at 3 p.m. in Jerusalem,
[00:14:51.920 --> 00:14:55.280]   at the temple, it's rush hour.
[00:14:55.280 --> 00:14:57.080]   It just means there are a lot of people
[00:14:57.080 --> 00:14:58.800]   rushing to the temple.
[00:14:58.800 --> 00:15:02.480]   But then we also see another information after this.
[00:15:02.480 --> 00:15:06.160]   It says, "Now a man who was lame from birth
[00:15:06.160 --> 00:15:10.400]   "was being carried to the temple gate called Beautiful."
[00:15:10.400 --> 00:15:12.800]   Now, where is this gate called Beautiful?
[00:15:12.800 --> 00:15:13.880]   If you ask these questions,
[00:15:13.880 --> 00:15:16.280]   different scholars will give you different answers.
[00:15:16.280 --> 00:15:18.160]   They're still debating over this.
[00:15:18.160 --> 00:15:21.920]   There's no one set answer to where is Beautiful Gate,
[00:15:21.920 --> 00:15:24.000]   but let me give you a little bit of geography
[00:15:24.000 --> 00:15:27.040]   of Jerusalem in the first century.
[00:15:27.040 --> 00:15:31.320]   Number one, if we imagine our space, our church,
[00:15:31.320 --> 00:15:35.440]   it's the temple, then where you're all seated at right now,
[00:15:35.440 --> 00:15:37.240]   it's called the outer courts.
[00:15:37.240 --> 00:15:39.520]   Basically, it's a court for the Gentiles.
[00:15:39.520 --> 00:15:42.720]   So if you're not Jewish, this is as far as you can go.
[00:15:42.720 --> 00:15:44.640]   You can't go any further.
[00:15:44.640 --> 00:15:49.640]   And then from the outer court, there is a gate here
[00:15:49.640 --> 00:15:52.840]   that you would enter into the court of the women.
[00:15:52.840 --> 00:15:54.600]   So the women can stay in this court,
[00:15:54.600 --> 00:15:56.640]   they can do different things.
[00:15:56.640 --> 00:15:58.680]   But then from the women's court,
[00:15:58.680 --> 00:16:03.320]   there is another gate entering into what we call,
[00:16:03.320 --> 00:16:06.000]   this is for the Jewish people, for the people of God.
[00:16:06.000 --> 00:16:09.040]   This is where we consider the holies and the holy of holies.
[00:16:09.040 --> 00:16:11.120]   This is where the sacrifice happens.
[00:16:11.120 --> 00:16:13.600]   This is the sanctuary, this is the place.
[00:16:13.600 --> 00:16:17.040]   So if you ask Bible scholars nowadays,
[00:16:17.040 --> 00:16:18.520]   where is this Beautiful Gate,
[00:16:18.520 --> 00:16:20.200]   they will tell you it's either like,
[00:16:20.200 --> 00:16:22.400]   maybe this gate between the court of women
[00:16:22.400 --> 00:16:23.640]   and the inner court,
[00:16:23.640 --> 00:16:26.320]   or between the court of women and the outer court.
[00:16:26.320 --> 00:16:29.520]   So it's one of these, it's probably one of these.
[00:16:29.520 --> 00:16:32.720]   But no matter what, no matter which one is the right answer,
[00:16:32.720 --> 00:16:38.400]   the thing behind is the same, it's a strong symbol.
[00:16:38.400 --> 00:16:42.080]   This symbol means wherever this Beautiful Gate
[00:16:42.080 --> 00:16:43.200]   is here or there,
[00:16:43.200 --> 00:16:46.040]   it's a place that is so close to God's presence.
[00:16:46.040 --> 00:16:49.360]   It's a place of nearestness to God,
[00:16:49.360 --> 00:16:51.880]   yet also there's a visible line
[00:16:51.880 --> 00:16:55.840]   between what is outside and what is further in.
[00:16:55.840 --> 00:16:58.680]   There's a physical boundary here that he cannot cross,
[00:16:58.680 --> 00:17:01.800]   which means this lame beggar
[00:17:01.800 --> 00:17:05.400]   that was put at the gate of Beautiful, he was an outsider.
[00:17:05.400 --> 00:17:06.640]   And why was he an outsider?
[00:17:06.640 --> 00:17:08.440]   Because in Jewish tradition,
[00:17:08.440 --> 00:17:09.600]   if you look at the Old Testament,
[00:17:09.600 --> 00:17:12.160]   if you look at the book of Leviticus,
[00:17:12.160 --> 00:17:13.800]   there are laws written,
[00:17:13.800 --> 00:17:16.120]   if someone has any kind of blemish,
[00:17:16.120 --> 00:17:17.680]   like they're lame, they're blind,
[00:17:17.680 --> 00:17:19.240]   they're not complete,
[00:17:19.240 --> 00:17:22.120]   they're not in shalom kind of condition,
[00:17:22.120 --> 00:17:24.240]   they cannot get into the sanctuary,
[00:17:24.240 --> 00:17:25.600]   they cannot get into the temple,
[00:17:25.600 --> 00:17:28.600]   they cannot get close to the presence of God.
[00:17:28.600 --> 00:17:30.640]   He was an outsider.
[00:17:30.640 --> 00:17:31.960]   And from this information,
[00:17:31.960 --> 00:17:34.440]   we knew he was lame from birth,
