
[00:00:00.000 --> 00:00:01.560]  謝謝Francesca
[00:01:24.000 --> 00:01:25.760]  更加強壯,好嗎?
[00:01:25.760 --> 00:01:32.360]  我想問大家有沒有參加過獻英禮?
[00:01:32.360 --> 00:01:35.040]  獻英禮也有,對吧?
[00:01:35.040 --> 00:01:38.600]  但是我們神聖的傳統
[00:01:38.600 --> 00:01:40.640]  我們稱為Baby Dedication
[00:01:40.640 --> 00:01:42.040]  是我們在崇拜中
[00:01:42.040 --> 00:01:48.360]  讓父母、親友和大家
[00:01:48.400 --> 00:01:50.640]  回眾這個大家庭
[00:01:50.640 --> 00:01:55.120]  一起獻上一個小生命給主
[00:01:55.120 --> 00:01:59.440]  將這個由上而下的祝福給小朋友
[00:01:59.440 --> 00:02:02.000]  並且我們一起承諾
[00:02:02.000 --> 00:02:04.040]  一起幫助小朋友
[00:02:04.040 --> 00:02:07.880]  在基督的價值當中成長
[00:02:07.880 --> 00:02:11.560]  今年年中我們仍然在EIS幼稚園
[00:02:11.560 --> 00:02:13.440]  進行了大半年崇拜
[00:02:13.440 --> 00:02:14.680]  在年中的時候
[00:02:14.680 --> 00:02:18.200]  我們為了一個熱心愛主的家庭
[00:02:18.240 --> 00:02:20.440]  他們的小女兒
[00:02:20.440 --> 00:02:24.080]  舉行了一次Baby Dedication
[00:02:24.080 --> 00:02:27.360]  其實可以將上帝賜賜的生命
[00:02:27.360 --> 00:02:29.840]  我們一起歸還給主
[00:02:29.840 --> 00:02:32.480]  我們一起讓祂領受
[00:02:32.480 --> 00:02:33.200]  還有祂的家庭
[00:02:33.200 --> 00:02:34.320]  其實是我們一起的
[00:02:34.320 --> 00:02:35.880]  領受一個從上而下的祝福
[00:02:35.880 --> 00:02:39.600]  是非常開心、非常感恩的一件事
[00:02:39.600 --> 00:02:42.680]  今天想跟大家看的經文
[00:02:42.680 --> 00:02:45.960]  其實在《路加福音》中記載
[00:02:46.000 --> 00:02:49.920]  約瑟和瑪利亞按照猶太人的傳統
[00:02:49.920 --> 00:02:52.880]  耶穌滿八天為他們舉行國禮
[00:02:52.880 --> 00:02:57.400]  滿四十天就帶他們到耶路撒冷的聖殿
[00:02:57.400 --> 00:02:59.600]  獻給上帝
[00:02:59.600 --> 00:03:02.320]  經文中這樣說
[00:03:02.320 --> 00:03:05.440]  「那時在耶路撒冷有一個人
[00:03:05.440 --> 00:03:06.800]  名叫西面
[00:03:06.800 --> 00:03:09.320]  這人又公義又虔誠
[00:03:09.320 --> 00:03:12.800]  素上盼望以色列的安慰者來到
[00:03:12.800 --> 00:03:15.200]  又有聖靈在他身上
[00:03:15.240 --> 00:03:17.000]  他得了聖靈的啟示
[00:03:17.000 --> 00:03:19.200]  知道自己未死以前
[00:03:19.200 --> 00:03:22.040]  必看見主所立的基督
[00:03:22.040 --> 00:03:24.000]  他受了聖靈的感動
[00:03:24.000 --> 00:03:25.800]  進入聖殿
[00:03:25.800 --> 00:03:31.080]  正遇見耶穌的父母抱著孩子進來
[00:03:31.080 --> 00:03:33.240]  要照律法的規矩而行
[00:03:33.240 --> 00:03:35.080]  西面就把他抱過來
[00:03:35.080 --> 00:03:36.680]  稱頌神說
[00:03:36.680 --> 00:03:38.800]  主啊 如今可照祢的話
[00:03:38.800 --> 00:03:41.040]  讓祢的僕人安然去世
[00:03:41.040 --> 00:03:43.600]  因為我的眼睛已經看見祢的救恩
[00:03:43.640 --> 00:03:46.800]  就是祢在萬民面前所預備的
[00:03:46.800 --> 00:03:49.000]  是啟示外邦人的光
[00:03:49.000 --> 00:03:51.800]  是祢聞以色列的榮耀
[00:03:51.800 --> 00:03:54.960]  孩子的父母因論耶穌的這些話
[00:03:54.960 --> 00:03:57.040]  就驚訝」
[00:03:57.040 --> 00:03:58.400]  大家可以幻想一下這個情景
[00:03:58.400 --> 00:04:00.400]  當你經歷了很多事情
[00:04:00.400 --> 00:04:02.040]  很多困難、很多挑戰
[00:04:02.040 --> 00:04:02.760]  很多不確定
[00:04:02.760 --> 00:04:05.080]  甚至經歷了很多恐懼之後
[00:04:05.080 --> 00:04:06.400]  你終於千辛萬苦
[00:04:06.400 --> 00:04:09.040]  可以將肚子裡的嬰兒
[00:04:09.040 --> 00:04:10.840]  平平安安地生出來
[00:04:10.840 --> 00:04:12.240]  我看見媽媽都垂頭喪氣
[00:04:12.240 --> 00:04:13.440]  爸爸們沒有反應
[00:04:13.480 --> 00:04:14.320]  對了
[00:04:14.320 --> 00:04:17.280]  千辛萬苦將嬰兒生出來
[00:04:17.280 --> 00:04:18.440]  當你親眼
[00:04:18.440 --> 00:04:19.480]  就算是爸爸也好
[00:04:19.480 --> 00:04:23.600]  我自己看見一個嬰兒的誕生
[00:04:23.600 --> 00:04:24.840]  那種感恩
[00:04:24.840 --> 00:04:27.200]  那種感動
[00:04:27.200 --> 00:04:29.040]  還有上帝
[00:04:29.040 --> 00:04:31.560]  你會覺得上帝創造得奇妙
[00:04:31.560 --> 00:04:31.960]  是嗎?
[00:04:31.960 --> 00:04:36.600]  可以將嬰兒這樣去營造、製造、誕生
[00:04:36.600 --> 00:04:38.280]  還有你不能不承認
[00:04:38.280 --> 00:04:41.880]  這是上帝給你最好的禮物
[00:04:42.880 --> 00:04:44.880]  現代人也是
[00:04:44.880 --> 00:04:47.480]  因為生育的緣故或各種原因
[00:04:47.480 --> 00:04:50.120]  你不能回教會一段時間
[00:04:50.120 --> 00:04:54.520]  今天你抱著一個很感恩、很期待的心情
[00:04:54.520 --> 00:04:58.320]  抱著你剛剛滿月的嬰兒
[00:04:58.320 --> 00:04:59.960]  回到教會裡
[00:04:59.960 --> 00:05:05.040]  你很期待再一次在教會裡
[00:05:05.040 --> 00:05:07.480]  再一次懷著感恩的心
[00:05:07.480 --> 00:05:11.320]  教會也為你準備了一些東西
[00:05:11.360 --> 00:05:13.920]  為你準備了獻嬰禮
[00:05:13.920 --> 00:05:15.640]  正正你在最期待的一刻
[00:05:15.640 --> 00:05:18.440]  突然有個弟兄走過來
[00:05:18.440 --> 00:05:21.360]  不知道大家有沒有見過
[00:05:21.360 --> 00:05:22.920]  教會的嬰兒
[00:05:22.920 --> 00:05:24.760]  我也見過很多情景
[00:05:24.760 --> 00:05:27.360]  嬰兒很可愛
[00:05:27.360 --> 00:05:29.120]  很多時候都會見到
[00:05:29.120 --> 00:05:30.560]  突然有個弟兄走過來
[00:05:30.560 --> 00:05:31.720]  很可愛
[00:05:31.720 --> 00:05:33.480]  如果你見到他沒有惡意
[00:05:33.480 --> 00:05:35.920]  大家都覺得
[00:05:35.920 --> 00:05:38.200]  或是公認他是一個很好的弟兄
[00:05:38.200 --> 00:05:40.320]  你會讓他抱一下
[00:05:40.360 --> 00:05:41.960]  誰知他抱起來
[00:05:41.960 --> 00:05:43.280]  突然上身
[00:05:43.280 --> 00:05:44.520]  聲音很感動
[00:05:44.520 --> 00:05:48.160]  「哇,主啊,祢終於讓我上天家」
[00:05:48.160 --> 00:05:49.720]  「我死得瞪眼」
[00:05:49.720 --> 00:05:52.240]  「因為我見到的是祢的救恩」
[00:05:52.240 --> 00:05:54.320]  「我們國家、我們民族的希望」
[00:05:54.320 --> 00:05:56.920]  「我們的將來就在這裡」
[00:05:56.920 --> 00:06:00.120]  不好意思,我醜化了,有點西面
[00:06:00.120 --> 00:06:01.240]  如果拍攝團隊看到這樣
[00:06:01.240 --> 00:06:03.440]  可能會把嬰兒搶走
[00:06:03.440 --> 00:06:04.280]  不知道大家會怎麼想
[00:06:04.280 --> 00:06:06.600]  但如果是我,我會覺得
[00:06:06.600 --> 00:06:08.480]  「大哥,不用這麼誇張吧」
[00:06:08.480 --> 00:06:09.880]  「是嗎」
[00:06:09.920 --> 00:06:12.680]  不過對於瑪麗亞來說
[00:06:12.680 --> 00:06:15.120]  這件事絕對不能說笑
[00:06:15.120 --> 00:06:17.040]  因為她知道這是一個引證
[00:06:17.040 --> 00:06:22.720]  再一次引證天使曾經對她發出的一番預言
[00:06:22.720 --> 00:06:24.560]  我們看回前一章
[00:06:24.560 --> 00:06:27.480]  《路加福音》一章的一節經文
[00:06:27.480 --> 00:06:29.080]  天使對她說
[00:06:29.080 --> 00:06:30.520]  「瑪麗亞,不要怕」
[00:06:30.520 --> 00:06:32.960]  「你在神面前已經蒙恩了」
[00:06:32.960 --> 00:06:34.920]  「你要懷孕生子」
[00:06:34.920 --> 00:06:37.320]  「要給他起名叫耶穌」
[00:06:37.360 --> 00:06:38.720]  「他將要為大」
[00:06:38.720 --> 00:06:40.960]  「稱為至高者的兒子」
[00:06:40.960 --> 00:06:42.960]  「主神要把他的祖先」
[00:06:42.960 --> 00:06:45.640]  「大為的王位給他」
[00:06:45.640 --> 00:06:47.600]  「他要作亞國家的王」
[00:06:47.600 --> 00:06:48.800]  「直到永遠」
[00:06:48.800 --> 00:06:51.600]  「他的國沒有窮盡」
[00:06:51.600 --> 00:06:54.040]  西面
[00:06:54.040 --> 00:06:57.640]  經文記載她是公義又虔誠的人
[00:06:57.640 --> 00:06:59.160]  這裡學者解釋她是
[00:06:59.160 --> 00:07:02.400]  「一直以來忠心地遵守律法」
[00:07:02.400 --> 00:07:06.040]  「並堅信上帝會眷顧她子民的人」
[00:07:07.120 --> 00:07:08.560]  經文亦記載她的說話
[00:07:08.560 --> 00:07:12.120]  令瑪麗亞和約瑟驚訝
[00:07:12.120 --> 00:07:13.720]  學者認為他們的驚訝
[00:07:13.720 --> 00:07:17.080]  可能是因為驚訝一個素未謀面的人
[00:07:17.080 --> 00:07:21.760]  藉著聖靈的感動給了他們一個印證
[00:07:21.760 --> 00:07:25.200]  亦可能是因為上帝救恩的神諭
[00:07:25.200 --> 00:07:26.600]  我們稱之為神諭
[00:07:26.600 --> 00:07:30.760]  即是從神而來的一個命令
[00:07:30.760 --> 00:07:33.000]  但不僅是指著猶太人說
[00:07:33.040 --> 00:07:36.560]  亦是指著外邦人指向世界萬民
[00:07:36.560 --> 00:07:38.960]  西面的那番說話
[00:07:38.960 --> 00:07:42.080]  正正引用了剛才我們
[00:07:42.080 --> 00:07:45.480]  燃點蠟燭時所宣讀
[00:07:45.480 --> 00:07:48.960]  所重讀和宣告的那段經文
[00:07:48.960 --> 00:07:51.200]  我們又看看那段經文
[00:07:51.200 --> 00:07:52.880]  我們重新看一次
[00:07:52.880 --> 00:07:56.520]  《爾賽亞書》60章 1到3節
[00:07:56.520 --> 00:08:02.680]  「興起發光 因為你的光已來到」
[00:08:02.720 --> 00:08:05.640]  「耶和華的榮光發出照耀著你」
[00:08:05.640 --> 00:08:08.480]  「看啊 黑暗籠罩大地」
[00:08:08.480 --> 00:08:10.880]  「幽暗遮蓋萬民」
[00:08:10.880 --> 00:08:13.920]  「耶和華卻要升起照耀你」
[00:08:13.920 --> 00:08:16.920]  「他的榮光要顯在你身上」
[00:08:16.920 --> 00:08:18.920]  「烈光要來就你的光」
[00:08:18.920 --> 00:08:23.440]  「烈旺要來就你發出的光輝」
[00:08:23.440 --> 00:08:26.720]  剛才經文25節
[00:08:26.720 --> 00:08:29.800]  即是我們剛才去到盧克福音所說的
[00:08:30.680 --> 00:08:32.120]  25節記載到西面
[00:08:32.120 --> 00:08:36.000]  「素嘗盼望以色列的安慰者來到」
[00:08:36.000 --> 00:08:38.560]  他所盼望的安慰
[00:08:38.560 --> 00:08:44.040]  一方面是當時猶太人所期望的尼塞亞
[00:08:44.040 --> 00:08:49.840]  上帝救贖以色列的應許會來臨
[00:08:49.840 --> 00:08:53.040]  是猶太人幾百年來一直等待
[00:08:53.040 --> 00:08:56.040]  以色列復興的盼望
[00:08:56.040 --> 00:08:58.800]  但同時西面一直所期待的
[00:08:58.840 --> 00:09:02.800]  不只限於猶太人的救恩
[00:09:02.800 --> 00:09:06.840]  他引用以色列所頌唱的那首歌
[00:09:06.840 --> 00:09:11.360]  是要將救恩的救贖延伸到外邦人
[00:09:11.360 --> 00:09:13.200]  延伸到萬民的歌
[00:09:13.200 --> 00:09:14.440]  萬民的歌
[00:09:14.440 --> 00:09:17.040]  而最重要的是
[00:09:17.040 --> 00:09:19.080]  要發出這個光輝
[00:09:19.080 --> 00:09:21.200]  要散發這個光輝的
[00:09:21.200 --> 00:09:23.520]  就是在他眼前的耶穌
[00:09:23.520 --> 00:09:24.840]  這個耶穌BB
[00:09:26.080 --> 00:09:28.480]  耶穌就是世界的光
[00:09:28.480 --> 00:09:30.280]  和上帝的榮耀
[00:09:30.280 --> 00:09:34.160]  作為瑪利亞
[00:09:34.160 --> 00:09:35.640]  作為母親
[00:09:35.640 --> 00:09:38.480]  有天使、有虔誠人
[00:09:38.480 --> 00:09:39.920]  有先知
[00:09:39.920 --> 00:09:42.520]  先後跟他說他自己肚子裡所懷的
[00:09:42.520 --> 00:09:44.680]  他手裡所抱的
[00:09:44.680 --> 00:09:47.600]  原來正正都是他自己一直以來
[00:09:47.600 --> 00:09:50.360]  盼望要去到他們當中的應許
[00:09:50.360 --> 00:09:53.760]  那個救贖和安慰
[00:09:54.920 --> 00:09:56.160]  一個新生命的來到
[00:09:56.160 --> 00:09:57.840]  剛才所說的
[00:09:57.840 --> 00:09:59.960]  其實已經覺得相當奇妙
[00:09:59.960 --> 00:10:03.360]  再加上一個新希望的來臨
[00:10:03.360 --> 00:10:05.000]  中國人特別經常想說
[00:10:05.000 --> 00:10:07.000]  雙喜臨門,好事
[00:10:07.000 --> 00:10:08.640]  你生兩個就不知道了
[00:10:08.640 --> 00:10:09.760]  現在辛苦一點
[00:10:09.760 --> 00:10:12.840]  但是這是雙重的
[00:10:12.840 --> 00:10:15.960]  好像一個很喜出望外
[00:10:15.960 --> 00:10:17.400]  喜上加喜
[00:10:17.400 --> 00:10:20.080]  恩上加恩的一個事情
[00:10:20.080 --> 00:10:21.680]  我們作為基督徒
[00:10:22.600 --> 00:10:27.000]  往往我們去祈求上帝的祝福
[00:10:27.000 --> 00:10:28.840]  其實是正常不過的事
[00:10:28.840 --> 00:10:30.960]  有誰不會祈求上帝的祝福呢
[00:10:30.960 --> 00:10:34.160]  相信你們都會期望
[00:10:34.160 --> 00:10:35.920]  你們的牧師為你們祈禱
[00:10:35.920 --> 00:10:38.560]  都是滿滿有祝福的
[00:10:38.560 --> 00:10:39.840]  應該是吧
[00:10:39.840 --> 00:10:42.400]  否則你們就會像早兩個星期
[00:10:42.400 --> 00:10:43.360]  博士說的
[00:10:43.360 --> 00:10:47.080]  好像雅各和天使摔跤一樣
[00:10:47.080 --> 00:10:47.560]  是吧?
[00:10:47.560 --> 00:10:48.560]  不過斷腳的是牧師
[00:10:48.560 --> 00:10:49.680]  不會是你們
[00:10:51.560 --> 00:10:54.760]  其實我們經常會帶著我們的行程
[00:10:54.760 --> 00:10:56.120]  去到神的面前
[00:10:56.120 --> 00:11:00.280]  我們祈求上帝的祝福
[00:11:00.280 --> 00:11:02.040]  但很多時候
[00:11:02.040 --> 00:11:03.240]  我們也要祈求上帝的祝福
[00:11:03.240 --> 00:11:05.560]  是符合我們的期望
[00:11:05.560 --> 00:11:06.960]  是吧?
[00:11:06.960 --> 00:11:09.480]  我們會不會去想一下
[00:11:09.480 --> 00:11:12.280]  究竟我們所祈求的是什麼呢?
[00:11:12.280 --> 00:11:16.760]  我們甚至會為上帝設下行程
[00:11:16.760 --> 00:11:18.360]  是吧?
[00:11:20.680 --> 00:11:25.320]  我絕對相信上帝定義要賜福祂的子民
[00:11:25.320 --> 00:11:28.680]  賜福所有相信祂跟隨耶穌的人
[00:11:28.680 --> 00:11:35.000]  但祂從來不會以我們所想的方式去走
[00:11:35.000 --> 00:11:37.320]  大家回想一下
[00:11:37.320 --> 00:11:38.080]  我們生命很多經歷
[00:11:38.080 --> 00:11:40.360]  甚至現在正在經歷的事
[00:11:40.360 --> 00:11:41.760]  我們的祈求
[00:11:41.760 --> 00:11:44.840]  上帝的成就
[00:11:44.840 --> 00:11:48.520]  往往不是用我們預期的方式而行
[00:11:48.520 --> 00:11:50.120]  否則會怎樣呢?
[00:11:50.160 --> 00:11:51.960]  我們便變成上帝
[00:11:51.960 --> 00:11:53.160]  我們便覺得我們可以
[00:11:53.160 --> 00:11:53.640]  我們叫什麼呢?
[00:11:53.640 --> 00:11:55.600]  我們祈求上帝
[00:11:55.600 --> 00:11:58.440]  我們能夠去作神的角色
[00:11:58.440 --> 00:12:02.000]  上帝不會希望我們掉進陷阱
[00:12:02.000 --> 00:12:03.120]  這樣的浪漫
[00:12:03.120 --> 00:12:04.640]  這樣的危機當中
[00:12:04.640 --> 00:12:09.600]  當西面說完那番祝福的話之後
[00:12:09.600 --> 00:12:11.200]  我們這四個星期的
[00:12:11.200 --> 00:12:13.080]  Sermon Series的主題
[00:12:13.080 --> 00:12:14.760]  Christmas
[00:12:14.760 --> 00:12:16.720]  Christmas又來了
[00:12:16.760 --> 00:12:21.640]  那一次的混亂事件又要發生什麼呢?
[00:12:21.640 --> 00:12:23.360]  耶穌誕生所帶來的混亂
[00:12:23.360 --> 00:12:26.480]  今天路德要藉著西面
[00:12:26.480 --> 00:12:29.200]  再一次展現給大家看
[00:12:29.200 --> 00:12:33.480]  剛才西面說完一番很強大的訟詞
[00:12:33.480 --> 00:12:35.760]  那番話
[00:12:35.760 --> 00:12:40.920]  然後帶來一番很沉重的語言
[00:12:40.920 --> 00:12:44.080]  我們繼續看經文《路加福音》
[00:12:44.120 --> 00:12:46.920]  第二章34節
[00:12:46.920 --> 00:12:50.720]  「西面給他們祝福」
[00:12:50.720 --> 00:12:52.960]  「又對孩子的母親瑪利亞說」
[00:12:52.960 --> 00:12:54.360]  「這孩子被勒」
[00:12:54.360 --> 00:12:57.600]  「是要叫以色列中許多人跌倒」
[00:12:57.600 --> 00:12:59.160]  「許多人興起」
[00:12:59.160 --> 00:13:01.120]  「又要成為毀謗的對象」
[00:13:01.120 --> 00:13:04.640]  「叫許多人心裡的意念顯露出來」
[00:13:04.640 --> 00:13:08.320]  「你自己的心也要被劍刺透」
[00:13:10.280 --> 00:13:15.160]  這次的混亂是過山車式的混亂
[00:13:15.160 --> 00:13:19.480]  是在你最感到有盼望的時候
[00:13:19.480 --> 00:13:23.320]  告訴你你最不想看到的事情
[00:13:23.320 --> 00:13:25.240]  西面這幾番說話
[00:13:25.240 --> 00:13:27.040]  說出了伴隨著
[00:13:27.040 --> 00:13:30.120]  剛才說耶穌是光和榮耀
[00:13:30.120 --> 00:13:33.000]  伴隨著光和榮耀而來的
[00:13:33.000 --> 00:13:34.760]  是民族的分裂
[00:13:34.760 --> 00:13:36.320]  是人心的詭詐
[00:13:36.320 --> 00:13:38.080]  是耶穌的受苦
[00:13:38.120 --> 00:13:42.560]  是瑪利亞自己作為母親的心如刀割
[00:13:42.560 --> 00:13:50.520]  這是路加福音第一次預言耶穌的受苦
[00:13:50.520 --> 00:13:52.800]  剛才我們看第三十四節
[00:13:52.800 --> 00:13:55.400]  「叫以色列中許多人跌倒」
[00:13:55.400 --> 00:13:57.160]  「許多人興起」
[00:13:57.160 --> 00:13:58.320]  其實跟前文一樣
[00:13:58.320 --> 00:14:02.440]  是在引用《以賽亞書》當中的一些預言
[00:14:02.440 --> 00:14:05.080]  我們看看《以賽亞書》有兩段經文
[00:14:05.120 --> 00:14:10.800]  正正跟這段西面所說的東西息息相關
[00:14:10.800 --> 00:14:13.240]  《以賽亞書》第八章
[00:14:13.240 --> 00:14:16.840]  「他必作為聖鎖」
[00:14:16.840 --> 00:14:20.520]  「卻向以色列的兩家成為半腳的石頭」
[00:14:20.520 --> 00:14:22.560]  「使人跌倒的盆石」
[00:14:22.560 --> 00:14:26.240]  「作耶路撒冷居民的羅莽和圈套」
[00:14:26.240 --> 00:14:28.960]  「許多人在其上絆倒」
[00:14:28.960 --> 00:14:31.040]  「他們跌倒甚至跌傷」
[00:14:31.040 --> 00:14:34.920]  「並且落入陷阱被抓住了」
[00:14:34.960 --> 00:14:37.360]  另一段經文在第28章
[00:14:37.360 --> 00:14:39.440]  「所以主耶和華如此說」
[00:14:39.440 --> 00:14:43.520]  「看啊 我在石安放一塊石頭作為根基」
[00:14:43.520 --> 00:14:45.480]  「是衡量的石頭」
[00:14:45.480 --> 00:14:47.840]  「是寶貴的防角石」
[00:14:47.840 --> 00:14:49.480]  「穩固的根基」
[00:14:49.480 --> 00:14:52.880]  「信靠他的人不自驚恐」
[00:14:52.880 --> 00:14:58.400]  耶穌是先知所說的那塊石頭
[00:14:58.400 --> 00:15:00.520]  我們在這兩段經文看到
[00:15:00.520 --> 00:15:02.640]  耶穌是半腳石
[00:15:02.680 --> 00:15:05.520]  但祂亦是防角石
[00:15:05.520 --> 00:15:06.920]  耶穌使人跌倒
[00:15:06.920 --> 00:15:10.160]  但同時祂要興起
[00:15:10.160 --> 00:15:13.880]  興起當中信靠祂的人
[00:15:13.880 --> 00:15:15.440]  祂要帶來拆毀
[00:15:15.440 --> 00:15:18.280]  但同時祂是重建的防角石
[00:15:18.280 --> 00:15:21.720]  祂是重建的根基
[00:15:21.720 --> 00:15:22.760]  這裡要說的是
[00:15:22.760 --> 00:15:25.280]  耶穌的生命、祂的被立
[00:15:25.280 --> 00:15:29.920]  注定要帶來無法想像的混亂
[00:15:29.960 --> 00:15:35.240]  耶穌為當時的猶太宗教領袖帶來混亂
[00:15:35.240 --> 00:15:37.880]  祂在會堂公然指責文士
[00:15:37.880 --> 00:15:39.760]  指責法理才人
[00:15:39.760 --> 00:15:42.120]  指責當時的宗教領袖
[00:15:42.120 --> 00:15:44.720]  叫那些假冒偽善的人跌倒
[00:15:44.720 --> 00:15:49.440]  祂亦叫那些謙卑信服的人興起
[00:15:49.440 --> 00:15:52.000]  耶穌為羅馬帶來混亂
[00:15:52.000 --> 00:15:53.880]  祂指責當時的猶太人
[00:15:53.880 --> 00:15:55.520]  指責當時的猶太人
[00:15:55.520 --> 00:15:57.120]  指責當時的猶太人
[00:15:57.160 --> 00:15:58.160]  興起
[00:15:58.160 --> 00:16:00.720]  耶穌為羅馬帶來混亂
[00:16:00.720 --> 00:16:02.320]  祂讓千千萬萬的人
[00:16:02.320 --> 00:16:07.600]  不屈膝於政權崇拜當中
[00:16:07.600 --> 00:16:09.760]  祂不要地上的當權者
[00:16:09.760 --> 00:16:13.560]  作為人要敬拜的偶像
[00:16:13.560 --> 00:16:15.520]  而要他們作為基督徒
[00:16:15.520 --> 00:16:18.360]  去跟隨主、悔改、歸向
[00:16:18.360 --> 00:16:20.840]  並且去敬拜那個獨一的神
[00:16:20.840 --> 00:16:23.840]  耶穌為猶太人帶來混亂
[00:16:23.840 --> 00:16:25.120]  當猶太人擁護他
[00:16:25.160 --> 00:16:28.160]  相信他是那位要帶來
[00:16:28.160 --> 00:16:31.600]  以色列政權復興的尼塞亞
[00:16:31.600 --> 00:16:33.840]  他們認為上帝的祝福
[00:16:33.840 --> 00:16:39.840]  即將像他們預期般降臨的時候
[00:16:39.840 --> 00:16:43.720]  就在他們的民族情緒最高漲的那一刻
[00:16:43.720 --> 00:16:46.480]  耶穌選擇用最羞辱的方式
[00:16:46.480 --> 00:16:50.600]  被釘死在十字架上
[00:16:50.600 --> 00:16:52.880]  耶穌為他們的門徒帶來混亂
[00:16:52.920 --> 00:16:55.720]  當大家都感到絕望的時候
[00:16:55.720 --> 00:16:57.080]  耶穌的復活
[00:16:57.080 --> 00:16:59.640]  將救恩的高峰實實在在地
[00:16:59.640 --> 00:17:03.760]  呈現在世人的前面
[00:17:03.760 --> 00:17:08.120]  耶穌為過去二千年的世界帶來混亂
[00:17:08.120 --> 00:17:10.640]  亦為我們今天的世代帶來混亂
[00:17:10.640 --> 00:17:13.000]  祂要推翻一切不公義
[00:17:13.000 --> 00:17:16.040]  祂要將至高的人降低
[00:17:16.040 --> 00:17:21.760]  祂要將謙卑虛己的人升高
[00:17:21.800 --> 00:17:24.960]  但說到這裡我想跟大家說
[00:17:24.960 --> 00:17:31.760]  製造混亂的其實從來都不是耶穌
[00:17:31.760 --> 00:17:33.120]  為世界帶來混亂的
[00:17:33.120 --> 00:17:37.000]  為我們自己生命帶來混亂的
[00:17:37.000 --> 00:17:39.440]  其實是我們自己
[00:17:39.440 --> 00:17:41.040]  其實是我們自己那種
[00:17:41.040 --> 00:17:43.680]  不同形式大大小小的期望
[00:17:43.680 --> 00:17:46.080]  對上帝的期望
[00:17:46.080 --> 00:17:47.680]  原來這些期望
[00:17:47.720 --> 00:17:53.480]  為我們帶來了很多的混亂
[00:17:53.480 --> 00:17:55.240]  剛才所說
[00:17:55.240 --> 00:17:57.800]  我們有我們的議程
[00:17:57.800 --> 00:18:01.440]  我們將我們的議程設定在上帝那裡
[00:18:01.440 --> 00:18:05.840]  我們期望上帝跟著我們的議程而行
[00:18:05.840 --> 00:18:10.880]  混亂其實是我們的期望落差而產生
[00:18:10.880 --> 00:18:11.920]  耶穌的來臨
[00:18:11.920 --> 00:18:14.520]  祂是要撥亂反正
[00:18:14.520 --> 00:18:16.960]  耶穌是要在混亂的世代當中
[00:18:17.000 --> 00:18:18.920]  用祂自己的方式
[00:18:18.920 --> 00:18:22.920]  在地上重建上帝的秩序
[00:18:22.920 --> 00:18:24.280]  我再說一次
[00:18:24.280 --> 00:18:29.280]  混亂其實是從我們的期望落差而產生
[00:18:29.280 --> 00:18:30.200]  耶穌的來臨
[00:18:30.200 --> 00:18:32.080]  祂是要撥亂反正
[00:18:32.080 --> 00:18:34.760]  耶穌是要在混亂的世代當中
[00:18:34.760 --> 00:18:36.760]  用祂自己的方式
[00:18:36.760 --> 00:18:42.200]  在地上重建上帝的秩序
[00:18:42.200 --> 00:18:44.160]  剛才我們看35節說到
[00:18:44.200 --> 00:18:47.640]  瑪利亞自己將會被劍刺頭
[00:18:47.640 --> 00:18:49.320]  希臘原文是說
