
[00:00:00.000 --> 00:00:01.160]   >> Amen. >> Amen.
[00:11:52.620 --> 00:11:55.140]   On a micro level, this happens all the time,
[00:11:55.140 --> 00:11:56.300]   especially in Hong Kong.
[00:11:56.300 --> 00:11:58.420]   We Hong Kongers, super good at passive,
[00:11:58.420 --> 00:12:00.100]   aggressive forms of revenge.
[00:12:00.100 --> 00:12:02.780]   You go into MTR, someone steps on the back of your shoe.
[00:12:02.780 --> 00:12:05.140]   So in the end, you find them down in the MTR
[00:12:05.140 --> 00:12:06.860]   and then you bump them with your bag
[00:12:06.860 --> 00:12:08.820]   just so you can get them back from stepping on your shoes.
[00:12:08.820 --> 00:12:10.740]   Yes, feels so good to do that.
[00:12:10.740 --> 00:12:13.360]   Don't ride the MTR with me.
[00:12:13.360 --> 00:12:19.860]   But what happens, that's just a silly, trivial thing.
[00:12:19.860 --> 00:12:22.560]   What happens, though, when the stakes are a bit higher?
[00:12:23.740 --> 00:12:26.620]   What kind of revenge goes through your mind
[00:12:26.620 --> 00:12:28.440]   when you think about maybe the person
[00:12:28.440 --> 00:12:31.060]   who's caused you really hurtful wounds?
[00:12:31.060 --> 00:12:34.680]   They've hurt you in almost a devastating kind of way.
[00:12:34.680 --> 00:12:38.560]   How do you pay back the friend who stabbed you in the back,
[00:12:38.560 --> 00:12:39.560]   who betrayed you?
[00:12:39.560 --> 00:12:43.760]   What about the spouse or the partner that cheats on you?
[00:12:43.760 --> 00:12:47.640]   The business partner who runs off with all your money?
[00:12:47.640 --> 00:12:50.720]   A parent who abused you?
[00:12:51.840 --> 00:12:53.620]   A person who assaulted you?
[00:12:53.620 --> 00:12:57.440]   A boss or a coworker who humiliates you?
[00:12:57.440 --> 00:13:01.760]   How do we react in those kind of situations?
[00:13:01.760 --> 00:13:04.800]   I think revenge is the sort of mentality
[00:13:04.800 --> 00:13:07.800]   that Peter is bringing here before Jesus.
[00:13:07.800 --> 00:13:09.240]   When he asked the question, Lord,
[00:13:09.240 --> 00:13:11.780]   how many times shall I forgive my brother or sister
[00:13:11.780 --> 00:13:13.400]   who sins against me?
[00:13:13.400 --> 00:13:15.920]   Up to seven times.
[00:13:15.920 --> 00:13:19.120]   It's such typical Peter behavior in the Bible
[00:13:19.120 --> 00:13:23.440]   and I love how accurate and how honest the Bible is
[00:13:23.440 --> 00:13:25.800]   when it comes to the flaws of the disciples.
[00:13:25.800 --> 00:13:28.880]   So close yet so far.
[00:13:28.880 --> 00:13:30.360]   He seems to understand, yes, okay,
[00:13:30.360 --> 00:13:33.220]   maybe forgiveness is kind of necessary,
[00:13:33.220 --> 00:13:35.840]   but maybe it should also have a limit.
[00:13:35.840 --> 00:13:39.080]   And so when Peter says up to seven times,
[00:13:39.080 --> 00:13:42.240]   from his perspective, this is going above and beyond
[00:13:42.240 --> 00:13:44.480]   what he was supposed to do.
[00:13:44.480 --> 00:13:47.760]   In Jewish culture, seven is the perfect number.
[00:13:47.760 --> 00:13:50.920]   So by Peter saying seven, Peter is saying,
[00:13:50.920 --> 00:13:55.720]   yes, seven, if seven is surely more than enough.
[00:13:55.720 --> 00:13:58.560]   After I've forgiven seven times,
[00:13:58.560 --> 00:14:00.000]   after I've done God's will,
[00:14:00.000 --> 00:14:01.720]   I should be able to take the situation
[00:14:01.720 --> 00:14:03.040]   into my own hands, right?
[00:14:03.040 --> 00:14:05.180]   Or maybe you can look at it like this.
[00:14:05.180 --> 00:14:07.160]   I had an uncle who told me one time that,
[00:14:07.160 --> 00:14:08.560]   you know what, Ellison,
[00:14:08.560 --> 00:14:11.880]   Jesus only says you have to turn the cheek one time.
[00:14:11.880 --> 00:14:14.120]   If you turn the cheek and he hits you again,
[00:14:14.120 --> 00:14:16.920]   you have permission to slap the snot out of that person.
[00:14:17.080 --> 00:14:18.360]   [congregation laughing]
[00:14:18.360 --> 00:14:20.200]   That's not true, by the way, okay?
[00:14:20.200 --> 00:14:21.800]   But that's sort of like the vibe,
[00:14:21.800 --> 00:14:24.640]   the energy that Peter is bringing into his question.
[00:14:24.640 --> 00:14:27.580]   And honestly, if we were honest with ourselves
[00:14:27.580 --> 00:14:29.200]   or when I'm honest with myself,
[00:14:29.200 --> 00:14:33.120]   I wish sometimes that's the answer that Jesus gave,
[00:14:33.120 --> 00:14:35.200]   permission to fight back.
[00:14:35.200 --> 00:14:36.040]   He would have said something like,
[00:14:36.040 --> 00:14:37.400]   yes, you know what, seven times,
[00:14:37.400 --> 00:14:39.100]   that's more than enough, Peter.
[00:14:39.100 --> 00:14:42.440]   On the eighth time, throw hands, do what you want to do.
[00:14:42.440 --> 00:14:45.600]   But he doesn't.
[00:14:45.600 --> 00:14:49.160]   Instead, his response is a deep challenge to his followers
[00:14:49.160 --> 00:14:51.220]   on how we are supposed to forgive.
[00:14:51.220 --> 00:14:55.080]   Jesus answered, I tell you not seven times,
[00:14:55.080 --> 00:14:58.060]   but 77 times.
[00:14:58.060 --> 00:15:00.280]   Now again, it's not a formula, right?
[00:15:00.280 --> 00:15:02.440]   Jesus is not saying on the 78th time,
[00:15:02.440 --> 00:15:04.840]   you can do something about it yourself.
[00:15:04.840 --> 00:15:09.320]   What Jesus means here is that there is no limit.
[00:15:09.320 --> 00:15:11.040]   There is not supposed to be a limit
[00:15:11.040 --> 00:15:15.120]   to the number of times you should offer forgiveness.
[00:15:15.120 --> 00:15:18.560]   In other words, if you really want to do God's will,
[00:15:18.560 --> 00:15:22.840]   don't even think about counting, just forgive.
[00:15:22.840 --> 00:15:27.860]   Now that, my friends, is a hard pill to swallow.
[00:15:27.860 --> 00:15:33.960]   Because it sounds like we're just supposed to be helpless.
[00:15:33.960 --> 00:15:36.600]   Right, it almost sounds like forgiveness is cheapened, right?
[00:15:36.600 --> 00:15:38.840]   It sounds as though Jesus is giving permission
[00:15:38.840 --> 00:15:40.840]   for people just to walk all over us,
[00:15:40.840 --> 00:15:42.560]   do whatever they want to hurt us,
[00:15:42.560 --> 00:15:44.600]   and there's not a single thing we can do about it.
[00:15:44.600 --> 00:15:46.120]   All we have to do is just keep forgiving
[00:15:46.120 --> 00:15:47.480]   and forgiving and forgiving.
[00:15:47.480 --> 00:15:52.240]   But what if, and I'm sure many of this people room have,
[00:15:52.240 --> 00:15:53.720]   and many people listening have,
[00:15:53.720 --> 00:15:57.280]   what if we've been hurt in the most horrible of ways?
[00:15:57.280 --> 00:16:02.160]   Does God just expect me to let it go and to forget about it?
[00:16:02.160 --> 00:16:04.600]   Is this what it means to forgive?
[00:16:04.600 --> 00:16:07.360]   Because if so, it doesn't sound like it's very healthy
