
[00:00:00.000 --> 00:00:02.000]   Amen. Thank you, Francesca.
[00:03:40.000 --> 00:03:52.000]   And so what happens over time is that these traditions, they have made Jesus into someone he is not really.
[00:03:52.000 --> 00:03:54.000]   They made him meek and mild.
[00:03:54.000 --> 00:03:57.000]   He's baby Jesus.
[00:03:57.000 --> 00:04:02.000]   And it's like I call it the tamed Jesus.
[00:04:02.000 --> 00:04:04.000]   It's not the Jesus of scripture.
[00:04:04.000 --> 00:04:13.000]   Where all the rough edges, all the things that might challenge us, they're, what do you call it, sanded off.
[00:04:13.000 --> 00:04:21.000]   And so it's this Jesus that we hear and learn about in pop culture, but it's not really who Jesus is.
[00:04:21.000 --> 00:04:40.000]   And what I want to do with you today is I want to take you to some of the birth narratives of Jesus where we can get a glimpse of the real Jesus, the untamed Jesus, the Jesus that has the power to change people's lives.
[00:04:40.000 --> 00:04:52.000]   The Jesus that has the power to turn our lives around and the Jesus that speaks authoritatively yet lovingly into our lives and has something to say to us.
[00:04:52.000 --> 00:04:57.000]   And so we're continuing in our message today.
[00:04:57.000 --> 00:05:00.000]   The message series Christmas.
[00:05:00.000 --> 00:05:03.000]   I hope you've been enjoying it.
[00:05:03.000 --> 00:05:04.000]   Have you been enjoying it?
[00:05:04.000 --> 00:05:05.000]   Has been good?
[00:05:05.000 --> 00:05:06.000]   Yes.
[00:05:06.000 --> 00:05:07.000]   Okay.
[00:05:07.000 --> 00:05:08.000]   I think it's been great.
[00:05:08.000 --> 00:05:09.000]   I've been enjoying it.
[00:05:09.000 --> 00:05:12.000]   And our topic for today is of signs and swords.
[00:05:12.000 --> 00:05:23.000]   And so to explain who this untamed Jesus is, the real Jesus, I want to take you to the gospel of Luke chapter 2 and starting in verse 25.
[00:05:23.000 --> 00:05:25.000]   It says this.
[00:05:25.000 --> 00:05:30.000]   Now there was a man in Jerusalem called Simeon who was righteous and devout.
[00:05:30.000 --> 00:05:35.000]   He was waiting for the consolation of Israel and the Holy Spirit was on him.
[00:05:35.000 --> 00:05:42.000]   It had been revealed to him by the Holy Spirit that he would not die before he had seen the Lord's Messiah.
[00:05:42.000 --> 00:05:48.000]   Now Luke introduces Simeon as a devout man.
[00:05:48.000 --> 00:05:54.000]   And we see this devotion because Simeon is waiting for the consolation of Israel.
[00:05:54.000 --> 00:05:55.000]   Now what is that?
[00:05:55.000 --> 00:05:57.000]   What is the consolation of Israel?
[00:05:57.000 --> 00:06:12.000]   Well, in the Old Testament, the prophet spoke of a time where things in Israel will be set right, where things in Israel will be restored, where God will bring wholeness to Israel.
[00:06:12.000 --> 00:06:21.000]   So it's also talking about the Messiah, that the Messiah would come, the anointed king, to set things in order.
[00:06:21.000 --> 00:06:26.000]   And Simeon's devotion is showing that he is patiently waiting for that.
[00:06:26.000 --> 00:06:28.000]   He hasn't given up on that.
[00:06:28.000 --> 00:06:33.000]   He's an old man at this point in time, but he's patiently waiting.
[00:06:33.000 --> 00:06:43.000]   And when we think about wanting things to happen, I don't know about you, but we live in this immediacy culture, right?
[00:06:43.000 --> 00:06:45.000]   Where we want things to happen right away.
[00:06:45.000 --> 00:06:47.000]   We don't want to wait.
[00:06:47.000 --> 00:06:54.000]   But a lot of times when it comes to the things of God, actually we have to be patient and wait on God's timing.
[00:06:54.000 --> 00:06:56.000]   And so you see Simeon doing this here.
[00:06:56.000 --> 00:07:06.000]   Now another thing we learn about Simeon is that the Holy Spirit was upon him, which is in the Old Testament, of course we're in the New Testament, but it's a way of describing prophets.
[00:07:06.000 --> 00:07:09.000]   So we should understand Simeon as a prophet.
[00:07:09.000 --> 00:07:13.000]   And what we're about to read are some prophetic things that Simeon is saying.
[00:07:13.000 --> 00:07:16.000]   But let's continue.
[00:07:16.000 --> 00:07:19.000]   So verse 27 says this.
[00:07:19.000 --> 00:07:31.000]   "Moved by the Spirit, he went into the temple courts when the parents brought the child Jesus to do for him what the custom of the law required."
[00:07:31.000 --> 00:07:39.000]   So Simeon had been brought by the Spirit into the temple, so he's being led by God.
[00:07:39.000 --> 00:07:57.000]   Jesus' parents are also shown as being devout, Joseph and Mary, because they're going to the temple, whether it's the eighth day, the naming of Jesus, or whether it's the 40th day of dedicating the firstborn son to God, they're being obedient to God by bringing him to the temple.
[00:07:57.000 --> 00:08:00.000]   Let's continue.
[00:08:00.000 --> 00:08:05.000]   So in verse 28 through 33, it says this.
[00:08:05.000 --> 00:08:16.000]   "Simeon took him by his arms and praised God, saying, 'Sovereign Lord, as you have promised, you may now dismiss your servant in peace.
[00:08:16.000 --> 00:08:28.000]   From my eyes I have seen your salvation, which you have prepared in the sight of all nations, a light for revelation to the Gentiles and the glory of your people Israel.'
[00:08:28.000 --> 00:08:35.000]   The child's father and mother marveled at what was said about him."
[00:08:35.000 --> 00:08:38.000]   So Simeon takes Jesus in his arms.
[00:08:38.000 --> 00:08:44.000]   I always wonder in that scene, does he explain anything, or do they just let him grab the baby?
[00:08:44.000 --> 00:08:47.000]   How does that all play out?
[00:08:47.000 --> 00:08:55.000]   But he takes Jesus in his arms, and then he starts to speak prophetically over the identity of who Jesus is.
[00:08:55.000 --> 00:09:01.000]   And he talks about that Jesus will bring salvation.
[00:09:01.000 --> 00:09:04.000]   He is the consolation of Israel.
[00:09:04.000 --> 00:09:11.000]   He is the one who will restore things, renew things, and put things into right order.
[00:09:11.000 --> 00:09:16.000]   And he is not just doing that for Israel, but he is doing that for all people.
[00:09:16.000 --> 00:09:24.000]   And so then we are told that Mary and Joseph, when they hear that, they are marveling.
[00:09:24.000 --> 00:09:27.000]   Just this music through their ears.
[00:09:27.000 --> 00:09:30.000]   I mean, what incredible words spoken over your child.
[00:09:30.000 --> 00:09:33.000]   Amazing.
[00:09:33.000 --> 00:09:37.000]   But now you are wondering, like, he talked about untamed Jesus.
[00:09:37.000 --> 00:09:43.000]   Like, so far, things seem the way we probably know them.
[00:09:43.000 --> 00:09:50.000]   But now we are going to get into the part that a lot of times is skipped or not talked much about.
[00:09:50.000 --> 00:09:55.000]   And this is the second prophecy of Simeon.
[00:09:55.000 --> 00:10:04.000]   And that's where we see a more true picture of who Jesus is and how people relate to Jesus.
[00:10:04.000 --> 00:10:06.000]   So let's look at that.
[00:10:06.000 --> 00:10:10.000]   So up until now, Mary, this was music to her ears.
[00:10:10.000 --> 00:10:12.000]   But the next words are actually hard.
[00:10:12.000 --> 00:10:15.000]   Verse 34. Let's continue.
[00:10:15.000 --> 00:10:18.000]   It says, "Then Simeon blessed them and said to Mary his mother,
[00:10:18.000 --> 00:10:24.000]   'This child is destined, the cause of falling and the rising of many in Israel,
[00:10:24.000 --> 00:10:29.000]   and to be a sign that people will be spoken against,
[00:10:29.000 --> 00:10:32.000]   so that the thoughts of many hearts will be revealed,
[00:10:32.000 --> 00:10:37.000]   and a sword will pierce your own soul too.'"
[00:10:37.000 --> 00:10:40.000]   Wow. What just happened?
[00:10:40.000 --> 00:10:43.000]   This was like positive news beforehand, right?
[00:10:43.000 --> 00:10:51.000]   And now suddenly there's some heavy words spoken over Jesus and over Mary as well.
[00:10:51.000 --> 00:10:54.000]   We're not told how Mary responds, but we can only imagine.
[00:10:54.000 --> 00:11:01.000]   That's a lot of the process and the take in and try to understand and make sense of.
[00:11:01.000 --> 00:11:03.000]   So let's unpack the second prophecy.
[00:11:03.000 --> 00:11:08.000]   Let's take a closer look at what this is talking about and what it means.
[00:11:08.000 --> 00:11:17.000]   Just to give the big picture, basically this is about the rejection, how people will reject Jesus.
[00:11:17.000 --> 00:11:24.000]   How there will be some who accept him, but how a lot will reject the salvation that he will bring.
[00:11:24.000 --> 00:11:27.000]   But let's look a little bit at it in more detail.
[00:11:27.000 --> 00:11:31.000]   So we're told that Jesus' destiny calls the falling and the rising of many,
[00:11:31.000 --> 00:11:34.000]   and that he will be a sign that will be spoken against,
[00:11:34.000 --> 00:11:39.000]   so that the thoughts of many hearts will be revealed.
[00:11:39.000 --> 00:11:48.000]   So whereas the falling and the rising speaks of the falling is rejection, the rising is accepting Jesus.
[00:11:48.000 --> 00:11:56.000]   But then the second part, the sign that will be spoken against is just rejection.
[00:11:56.000 --> 00:12:02.000]   But it also shows how we relate to Jesus, how we treat him,
[00:12:02.000 --> 00:12:09.000]   reveals what's in our hearts and how we relate to God, because Jesus is God with us.
[00:12:09.000 --> 00:12:13.000]   Now I want to especially focus on unpacking the imagery of falling and rising,
[00:12:13.000 --> 00:12:19.000]   which often is used in the New Testament to describe responses to Jesus.
[00:12:19.000 --> 00:12:26.000]   So Simeon is drawing on this familiar image that you find throughout the Old Testament, also the New Testament as well.
[00:12:26.000 --> 00:12:40.000]   And it's that of a cornerstone that some accept and they receive salvation, and some reject, and it's their stumbling stone.
[00:12:40.000 --> 00:12:49.000]   So in Isaiah 8, verse 14, it says this, "He will be a holy place for both Israel and Judah.
[00:12:49.000 --> 00:12:54.000]   He will be a stone that causes people to stumble and a rock that makes them fall.
[00:12:54.000 --> 00:12:59.000]   And for the people of Jerusalem, he will be a trap and a snare."
[00:12:59.000 --> 00:13:04.000]   Isaiah 28, 16 says this, "So this is what the sovereign Lord says.
[00:13:04.000 --> 00:13:11.000]   See, I lay a stone in Zion, a tested stone, a precious cornerstone for a sure foundation.
[00:13:11.000 --> 00:13:16.000]   The one who relies on it will never be stricken with panic."
[00:13:16.000 --> 00:13:25.000]   And then Psalm 118, verse 22, "The stone the builders rejected has become the cornerstone."
[00:13:25.000 --> 00:13:33.000]   So the falling and rising response to people reacting to Jesus differently,
[00:13:33.000 --> 00:13:43.000]   those who are falling, they are rejecting who Jesus is, and they're not receiving him.
[00:13:43.000 --> 00:13:47.000]   And they ultimately fall, and there is experience of judgment.
[00:13:47.000 --> 00:13:57.000]   And those who are rising are open to Jesus, accept him, place their faith in the cornerstone, and experience salvation.
[00:13:57.000 --> 00:14:03.000]   Now, the reality is we go between rising and falling a lot of times.
[00:14:03.000 --> 00:14:08.000]   So for example, Apostle Paul, he was falling.
[00:14:08.000 --> 00:14:11.000]   He was persecuting Christians.
[00:14:11.000 --> 00:14:12.000]   He was going after them.
[00:14:12.000 --> 00:14:18.000]   He was even involved, you know, whether actively or just as a bystander, in that way,
[00:14:18.000 --> 00:14:22.000]   supporting people being Christians being killed.
[00:14:22.000 --> 00:14:25.000]   Stephen, in Acts.
[00:14:25.000 --> 00:14:32.000]   But then he had a Jesus encounter on the road to Damascus.
[00:14:32.000 --> 00:14:40.000]   And he was blinded, but got God's attention.
[00:14:40.000 --> 00:14:44.000]   And he went from falling to rising and to being open and accepting Jesus
[00:14:44.000 --> 00:14:51.000]   and being one of the great proclaimers, you know, in early Christian movement of Jesus
[00:14:51.000 --> 00:14:54.000]   and establishing churches and planting churches.
[00:14:54.000 --> 00:15:00.000]   And so for us, there might also be seasons where we have been open to Jesus
[00:15:00.000 --> 00:15:03.000]   but never really reached a conclusion about him.
[00:15:03.000 --> 00:15:08.000]   And then where we were rejecting Jesus for a season, and maybe we're open again.
[00:15:08.000 --> 00:15:17.000]   So we move between this rising and falling.
[00:15:17.000 --> 00:15:26.000]   But Jesus, he has come to stake out the claim that he is King of kings, Lord of lords.
[00:15:26.000 --> 00:15:31.000]   Jesus polarizes his contemporaries.
[00:15:31.000 --> 00:15:34.000]   There were those who wanted to kill him, and they eventually did.
[00:15:34.000 --> 00:15:36.000]   They nailed him to the cross.
[00:15:36.000 --> 00:15:41.000]   And there are those who believe that Jesus is the Messiah, the Son of God,
[00:15:41.000 --> 00:15:44.000]   and who received him as that.
[00:15:44.000 --> 00:15:48.000]   But what you see in the Bible, what you don't see in the Bible,
[00:15:48.000 --> 00:15:54.000]   is people simply saying, "Oh, he was a good teacher. He was a nice guy."
[00:15:54.000 --> 00:15:58.000]   There is not such a mild response to Jesus.
[00:15:58.000 --> 00:16:01.000]   People react strongly one way or the other to him
[00:16:01.000 --> 00:16:07.000]   because Jesus did not leave that option open to just treat him as, "Oh, he's a nice guy,"
[00:16:07.000 --> 00:16:11.000]   with the things that he said, the things that he proclaimed.
[00:16:11.000 --> 00:16:17.000]   He was polarizing, of course, with a purpose not just to antagonize,
[00:16:17.000 --> 00:16:22.000]   but because he had come, he was on a rescue mission to save and deliver.
[00:16:22.000 --> 00:16:26.000]   And a lot of times when we need rescuing, we actually need a shaking up,
[00:16:26.000 --> 00:16:28.000]   otherwise we don't get it.
[00:16:28.000 --> 00:16:35.000]   So Jesus came to shake things up and to be very clear about who he is.
[00:16:35.000 --> 00:16:41.000]   The only way to, or if Simeon's prophetic word is correct,
[00:16:41.000 --> 00:16:46.000]   if Jesus came to polarize people to cause some to rise and some to fall,
[00:16:46.000 --> 00:16:52.000]   why is it that most people today don't seem to be rising and falling?
[00:16:52.000 --> 00:16:59.000]   Why don't people today have the polarized response to Jesus?
[00:16:59.000 --> 00:17:02.000]   Well, I think for one, if people never have heard of Jesus,
[00:17:02.000 --> 00:17:05.000]   how can you have a response to it?
[00:17:05.000 --> 00:17:10.000]   But part of it is what I brought up earlier, where we have tamed Jesus.
[00:17:10.000 --> 00:17:16.000]   We have a wrong image of who Jesus is, not the real Jesus.
[00:17:16.000 --> 00:17:19.000]   And that Jesus is fiction.
[00:17:19.000 --> 00:17:22.000]   They have come to believe in a version of Jesus,
[00:17:22.000 --> 00:17:28.000]   one that Christmas plays and traditions and pop culture give us.
[00:17:28.000 --> 00:17:33.000]   People only want to believe that Jesus was a nice guy, a good teacher,
[00:17:33.000 --> 00:17:36.000]   and a man with moral principles.
[00:17:36.000 --> 00:17:41.000]   We try to make Jesus into something we can manage,
[00:17:41.000 --> 00:17:48.000]   that fits neatly into our lives, so that we can be in control
[00:17:48.000 --> 00:17:50.000]   and just call him when we need him,
[00:17:50.000 --> 00:17:54.000]   but not deal with Jesus at another point in time.
[00:17:54.000 --> 00:17:58.000]   We don't really want to deal with Jesus' claims about his identity.
[00:17:58.000 --> 00:18:00.000]   We want Jesus on our terms.
[00:18:00.000 --> 00:18:04.000]   This is true for Christians as well, whether you're a Christian or not a Christian.
[00:18:04.000 --> 00:18:09.000]   Everybody does this at one point or another.
[00:18:09.000 --> 00:18:17.000]   But there is no historical evidence of a Jesus that was just a good teacher.
[00:18:17.000 --> 00:18:20.000]   The Bible gives us a different picture.
[00:18:20.000 --> 00:18:25.000]   There is a famous Oxford scholar from the 20th century called C.S. Lewis,
[00:18:25.000 --> 00:18:28.000]   and he has a quote that I want to read to you.
[00:18:28.000 --> 00:18:32.000]   "I'm trying here to prevent anyone saying the really foolish thing
[00:18:32.000 --> 00:18:35.000]   that people often say about him.
[00:18:35.000 --> 00:18:38.000]   I'm ready to accept Jesus as a great moral teacher,
[00:18:38.000 --> 00:18:41.000]   but I don't accept his claims to be God.
[00:18:41.000 --> 00:18:44.000]   That is the one thing we must not say.
[00:18:44.000 --> 00:18:48.000]   A man who was merely a man and said the sort of things that Jesus said
[00:18:48.000 --> 00:18:51.000]   would not be a great moral teacher.
[00:18:51.000 --> 00:18:56.000]   He would either be a lunatic on the level of the man who thinks he's a poached egg,
[00:18:56.000 --> 00:18:59.000]   or else he would be the devil of hell.
[00:18:59.000 --> 00:19:01.000]   You must make your choice.
[00:19:01.000 --> 00:19:04.000]   Either this man was and is the son of God,
[00:19:04.000 --> 00:19:08.000]   or else a madman or something worse.
[00:19:08.000 --> 00:19:12.000]   You can't shut him up for a fool.
[00:19:12.000 --> 00:19:15.000]   You can't spit on him and kill him as a demon,
[00:19:15.000 --> 00:19:19.000]   or you can fall at his feet and call him Lord and God.
[00:19:19.000 --> 00:19:26.000]   But let us not come with any patronizing nonsense about his being a great human teacher.
[00:19:26.000 --> 00:19:29.000]   He has not left that open to us.
[00:19:29.000 --> 00:19:32.000]   He did not intend to."
[00:19:32.000 --> 00:19:36.000]   So I wonder if some of us today,
[00:19:36.000 --> 00:19:43.000]   if we've been preferring this tamed Jesus that C.S. Lewis just talked about is not an option,
[00:19:43.000 --> 00:19:47.000]   where we keep Jesus at arm's length in our life
[00:19:47.000 --> 00:20:01.000]   because we don't really want him to break into lives, to speak into our lives.
[00:20:01.000 --> 00:20:06.000]   But Jesus, this Jesus is an idol.
[00:20:06.000 --> 00:20:08.000]   This is not a real thing.
[00:20:08.000 --> 00:20:11.000]   We create Jesus basically in our own image, the way we want Jesus to be.
[00:20:11.000 --> 00:20:14.000]   But it's not the Jesus of Scripture,
[00:20:14.000 --> 00:20:17.000]   not the one who fiercely loves us,
[00:20:17.000 --> 00:20:19.000]   who lays down his life for us,
[00:20:19.000 --> 00:20:25.000]   who is worth sacrificing for, giving our lives for.
[00:20:25.000 --> 00:20:29.000]   But the real Jesus, the untamed Jesus that Simeon profanely spoke of
[00:20:29.000 --> 00:20:32.000]   causes the falling and rising of people.
[00:20:32.000 --> 00:20:34.000]   He has the power to transform your life.
[00:20:34.000 --> 00:20:38.000]   He is the son of God, King of kings and Lord of lords.
[00:20:38.000 --> 00:20:44.000]   The real Jesus influences our decisions, choices of friends and behavior
[00:20:44.000 --> 00:20:48.000]   and stirs in us a desire to live sacrificially,
[00:20:48.000 --> 00:20:53.000]   to contribute to the well-being and flourishing of those around us.
[00:20:53.000 --> 00:20:58.000]   That's what real Jesus does.
[00:20:58.000 --> 00:21:03.000]   He speaks powerfully into our lives.
[00:21:03.000 --> 00:21:11.000]   The real Jesus is worthy of our adoration, worship, obedience and sacrifice.
[00:21:11.000 --> 00:21:15.000]   He's not a nice to have.
[00:21:15.000 --> 00:21:20.000]   He's essential. He's King of kings.
[00:21:20.000 --> 00:21:24.000]   He deserves our worship.
[00:21:24.000 --> 00:21:30.000]   So accepting Jesus into our lives is not a guarantee of perfect days ahead
[00:21:30.000 --> 00:21:32.000]   and an easy road in life.
[00:21:32.000 --> 00:21:37.000]   Sometimes we give the impression as pastors
[00:21:37.000 --> 00:21:42.000]   that if you become a Jesus follower, you will never have a problem again.
[00:21:42.000 --> 00:21:49.000]   Now, Jesus blesses us incredibly and he loves us perfectly.
[00:21:49.000 --> 00:21:52.000]   But it does not mean that there is not challenges that we face
[00:21:52.000 --> 00:21:56.000]   or that he allows for us to go through.
[00:21:56.000 --> 00:21:59.000]   As a Christian, we often find ourselves at a crossroad.
[00:21:59.000 --> 00:22:06.000]   Do we choose comfort and convenience or do we choose obedience to Jesus?
[00:22:06.000 --> 00:22:10.000]   When you obey Jesus, there might be a cost.
[00:22:10.000 --> 00:22:14.000]   The loss of money, the loss of a job, the loss of previous plans,
[00:22:14.000 --> 00:22:19.000]   the loss of reputation, the loss of a relationship.
[00:22:19.000 --> 00:22:25.000]   And Jesus, even today, he speaks challenging things to us,
[00:22:25.000 --> 00:22:30.000]   calling us to difficult tasks like mediating a conflict
[00:22:30.000 --> 00:22:34.000]   that you'd rather not get involved in,
[00:22:34.000 --> 00:22:43.000]   forgiving someone who has hurt you, loving our enemies,
[00:22:43.000 --> 00:22:46.000]   standing up for something that is not right in your company,
[00:22:46.000 --> 00:22:52.000]   your organization, and being willing to potentially lose your job,
[00:22:52.000 --> 00:22:57.000]   leaning into a conflict and working towards reconciliation.
[00:22:57.000 --> 00:23:02.000]   In a previous role in a church when I was a senior pastor,
[00:23:02.000 --> 00:23:09.000]   I had a leaders' meeting and somebody just started laying into me,
[00:23:09.000 --> 00:23:14.000]   "Your sermons suck. Your preaching sucks.
[00:23:14.000 --> 00:23:18.000]   You're not inspiring. The way you handled it."
[00:23:18.000 --> 00:23:24.000]   I mean, just went off for 10 minutes and it was so hard.
[00:23:24.000 --> 00:23:27.000]   I got a little bit defensive because it was so strong.
[00:23:27.000 --> 00:23:33.000]   I tried not to be, but then other people started getting defensive for me.
[00:23:33.000 --> 00:23:38.000]   And my human reaction, the comfortable reaction would be,
[00:23:38.000 --> 00:23:42.000]   "Well, if it's so bad, why don't you just leave?"
[00:23:42.000 --> 00:23:46.000]   But of course that's not what Jesus asked me to do.
[00:23:46.000 --> 00:23:50.000]   He asked me to lean in, to go to the person,
[00:23:50.000 --> 00:23:53.000]   to understand what's on the person's heart,
[00:23:53.000 --> 00:23:55.000]   to communicate that how this person communicated
[00:23:55.000 --> 00:23:59.000]   was not a way that I could receive it or anyone could receive it,
[00:23:59.000 --> 00:24:02.000]   and do that hard work. And that was very difficult.
[00:24:02.000 --> 00:24:09.000]   So Jesus, he calls us to do difficult things, but they are always good.
[00:24:09.000 --> 00:24:11.000]   When he asks us to do something difficult,
[00:24:11.000 --> 00:24:18.000]   he is always working through that in us and through it.
[00:24:18.000 --> 00:24:23.000]   Maybe that also means standing up for someone when no one else does.
[00:24:23.000 --> 00:24:27.000]   Giving sacrificially of your time to a person in need,
[00:24:27.000 --> 00:24:30.000]   even if it's really difficult.
[00:24:30.000 --> 00:24:33.000]   If Jesus is just at arm's length and nice to have,
[00:24:33.000 --> 00:24:35.000]   why would you do that?
[00:24:35.000 --> 00:24:44.000]   If Jesus is your Lord and he asks you to do it, we say, "Yes, Lord."
[00:24:44.000 --> 00:24:49.000]   Or waiting on God to do something that he has promised us,
[00:24:49.000 --> 00:24:54.000]   and waiting on his timing, and not on our own timing.
[00:24:54.000 --> 00:24:57.000]   Because a lot of times, I mean, I'm the same way.
[00:24:57.000 --> 00:24:59.000]   I want things to happen right now.
[00:24:59.000 --> 00:25:04.000]   But sometimes God asks us to wait patiently, to trust him, to rely on him.
[00:25:04.000 --> 00:25:08.000]   And to just keep coming to him with whatever is going on,
[00:25:08.000 --> 00:25:11.000]   and asking him for grace and strength.
[00:25:11.000 --> 00:25:15.000]   And he gives us the grace and strength.
[00:25:15.000 --> 00:25:21.000]   Now, in the early 2000s, I was attending a church.
[00:25:21.000 --> 00:25:26.000]   I was working at Morgan Stanley. I was a businessman at the time.
[00:25:26.000 --> 00:25:31.000]   And there was three services in a row where they had missionaries share.
[00:25:31.000 --> 00:25:35.000]   And I was so powerful, and I was so moved after every Sunday.
[00:25:35.000 --> 00:25:37.000]   I had tears flowing down my eyes,
[00:25:37.000 --> 00:25:40.000]   which was not my normal response to a sermon at that time.
[00:25:40.000 --> 00:25:44.000]   So after the second Sunday, I was like, "Is God trying to tell me something?"
[00:25:44.000 --> 00:25:47.000]   And then on the third Sunday,
[00:25:47.000 --> 00:25:51.000]   I realized that God was calling me to do something else,
[00:25:51.000 --> 00:25:54.000]   that there was a change of plans,
[00:25:54.000 --> 00:25:57.000]   and that I needed to act right away.
[00:25:57.000 --> 00:26:00.000]   So that night, I went into my office.
[00:26:00.000 --> 00:26:02.000]   I cleared out my office.
[00:26:02.000 --> 00:26:07.000]   And then the next day, I went with jeans and a t-shirt to my boss,
[00:26:07.000 --> 00:26:14.000]   and I told him that God had called me to do something for him,
[00:26:14.000 --> 00:26:17.000]   and that I had to quit my job.
[00:26:17.000 --> 00:26:23.000]   To my surprise, my boss commended my courage for doing that.
[00:26:23.000 --> 00:26:27.000]   He also told me not to show up at a different investment firm anytime soon.
[00:26:27.000 --> 00:26:29.000]   [laughter]
[00:26:29.000 --> 00:26:32.000]   Because they invested a lot of resources in me,
[00:26:32.000 --> 00:26:36.000]   with licenses and all that stuff.
[00:26:36.000 --> 00:26:39.000]   Now, this was not what I had planned.
[00:26:39.000 --> 00:26:43.000]   This was not my plan. I never planned to be a pastor.
[00:26:43.000 --> 00:26:45.000]   Or at that time, I just knew God wanted me.
[00:26:45.000 --> 00:26:47.000]   I didn't even know exactly what.
