
[00:00:00.000 --> 00:00:04.600]  這個Home and Away是一件令人興奮的事
[00:06:31.000 --> 00:06:32.000]  有人吩咐這獸說
[00:06:32.000 --> 00:06:34.000]  起來吞吃許多的肉
[00:06:34.000 --> 00:06:36.000]  其後我觀看看啊
[00:06:36.000 --> 00:06:38.000]  另有一獸魚豹
[00:06:38.000 --> 00:06:40.000]  背上有四個鳥的翅膀
[00:06:40.000 --> 00:06:42.000]  這獸有四個頭
[00:06:42.000 --> 00:06:44.000]  還給了他權柄
[00:06:44.000 --> 00:06:46.000]  這段是聖經當中
[00:06:46.000 --> 00:06:49.000]  一個很經典的天啟文學
[00:06:49.000 --> 00:06:52.000]  跟啟示錄很相似
[00:06:52.000 --> 00:06:55.000]  目的是要透過這些象徵的描述
[00:06:55.000 --> 00:06:58.000]  將當時的政權間接說出來
[00:06:58.000 --> 00:07:00.000]  將他們的狀態
[00:07:00.000 --> 00:07:02.000]  告訴世代
[00:07:02.000 --> 00:07:04.000]  第七章後半部分
[00:07:04.000 --> 00:07:07.000]  和在但爾尼書的章節中的描述
[00:07:07.000 --> 00:07:09.000]  我們可以得知
[00:07:09.000 --> 00:07:11.000]  有鷹翅膀的獅子
[00:07:11.000 --> 00:07:14.000]  代表巴比倫帝國的尼布甲尼撒
[00:07:14.000 --> 00:07:18.000]  熊代表波斯帝國
[00:07:18.000 --> 00:07:21.000]  豹代表希臘帝國
[00:07:21.000 --> 00:07:23.000]  描述這三個帝國的興衰
[00:07:23.000 --> 00:07:25.000]  是要告訴人知道
[00:07:25.000 --> 00:07:29.000]  人類的政權反映出人的罪性
[00:07:29.000 --> 00:07:31.000]  當人離開神
[00:07:31.000 --> 00:07:33.000]  權力就成為壓迫的工具
[00:07:33.000 --> 00:07:35.000]  政治就變成競爭的手段
[00:07:35.000 --> 00:07:38.000]  無論是巴比倫的驕傲
[00:07:38.000 --> 00:07:40.000]  波斯的狂戰
[00:07:40.000 --> 00:07:42.000]  或者希臘的征服
[00:07:42.000 --> 00:07:44.000]  都顯出人心的敗壞
[00:07:44.000 --> 00:07:46.000]  和權力的貪戀
[00:07:46.000 --> 00:07:49.000]  我們再繼續看下去
[00:07:49.000 --> 00:07:51.000]  第七節
[00:07:51.000 --> 00:07:55.000]  其後我在夜間的異象中觀看
[00:07:55.000 --> 00:07:57.000]  看啊,第四獸可怕可懼
[00:07:57.000 --> 00:08:00.000]  極其強壯,有大鐵牙
[00:08:00.000 --> 00:08:04.000]  吞吃著睡,剩下的用腳踐踏
[00:08:04.000 --> 00:08:06.000]  這個獸和前面的所有獸不同
[00:08:06.000 --> 00:08:07.000]  它有十隻角
[00:08:07.000 --> 00:08:09.000]  我正在思考這些角的時候
[00:08:09.000 --> 00:08:11.000]  看啊,其中又長出另一隻角
[00:08:11.000 --> 00:08:13.000]  先前的角中有三隻角
[00:08:13.000 --> 00:08:16.000]  在它們前面被拔出來
[00:08:16.000 --> 00:08:18.000]  看啊,這角有眼
[00:08:18.000 --> 00:08:20.000]  像人的眼
[00:08:20.000 --> 00:08:24.000]  有口說誇大的話
[00:08:24.000 --> 00:08:29.000]  但它描述第四獸和前面的三隻獸很不同
[00:08:29.000 --> 00:08:34.000]  第四獸是無法用任何動物來形容
[00:08:34.000 --> 00:08:40.000]  因為它邪惡和可怕超越了所有已知的事物
[00:08:40.000 --> 00:08:43.000]  這個獸指向的是羅馬帝國
[00:08:43.000 --> 00:08:46.000]  和一直延續的整治體系
[00:08:46.000 --> 00:08:48.000]  十角代表羅馬帝國
[00:08:48.000 --> 00:08:51.000]  分裂之後所興起的其他歐洲國家
[00:08:51.000 --> 00:08:54.000]  從十角中長出的小角
[00:08:54.000 --> 00:08:56.000]  就是迪基督
[00:08:56.000 --> 00:08:58.000]  他自己自稱自立為神
[00:08:58.000 --> 00:09:00.000]  並且要迫害神的子民
[00:09:00.000 --> 00:09:03.000]  在啟示內第十三章稱他為
[00:09:03.000 --> 00:09:06.000]  從海上上來的獸
[00:09:06.000 --> 00:09:10.000]  四獸代表著那四個角
[00:09:10.000 --> 00:09:15.000]  經文說的是當時國家政權的興衰
[00:09:15.000 --> 00:09:17.000]  但如果我們一直停留在這裡
[00:09:17.000 --> 00:09:20.000]  在這個層面繼續看下去
[00:09:20.000 --> 00:09:22.000]  你會覺得整件事很抽離
[00:09:22.000 --> 00:09:26.000]  是在說歷史當中一些國家層面的事
[00:09:26.000 --> 00:09:30.000]  你會覺得很難和你自己的生命連上關係
[00:09:30.000 --> 00:09:31.000]  所以弟兄姊妹
[00:09:31.000 --> 00:09:36.000]  我想從這四個獸所代表的特質當中
[00:09:36.000 --> 00:09:41.000]  讓大家看到不單止古代會有這些政治勢力
[00:09:41.000 --> 00:09:43.000]  去比喻為獸
[00:09:43.000 --> 00:09:47.000]  原來這四獸仍然活躍在我們的生活中
[00:09:47.000 --> 00:09:49.000]  大家還可以嗎?
[00:09:49.000 --> 00:09:51.000]  讀完一大堆書後
[00:09:51.000 --> 00:09:52.000]  大家都還在精神
[00:09:52.000 --> 00:09:54.000]  很好,感謝主
[00:09:54.000 --> 00:09:58.000]  第一獸,有鷹翅膀的獅子
[00:09:58.000 --> 00:10:02.000]  他代表著驕傲和自大
[00:10:02.000 --> 00:10:04.000]  在我們的社會中
[00:10:04.000 --> 00:10:08.000]  這獸是那些成功就是一切
[00:10:08.000 --> 00:10:10.000]  是那些成功主義
[00:10:10.000 --> 00:10:13.000]  是那些精英主義的文化
[00:10:13.000 --> 00:10:15.000]  當我們認為自己的學歷
[00:10:15.000 --> 00:10:17.000]  我們的工作
[00:10:17.000 --> 00:10:20.000]  我們的財富比其他人優越的時候
[00:10:20.000 --> 00:10:22.000]  當我們看不起其他基層的人
[00:10:22.000 --> 00:10:25.000]  當我們覺得窮人是因為他懶才窮
[00:10:25.000 --> 00:10:31.000]  這些可能就是自大的獅子的叫聲在你裡面
[00:10:31.000 --> 00:10:37.000]  掩蓋了我們本身應該要聽到社會就公義所發出的呼叫聲
[00:10:37.000 --> 00:10:40.000]  第二獸,熊
[00:10:40.000 --> 00:10:42.000]  代表著貪婪的慾望
[00:10:42.000 --> 00:10:46.000]  他說熊口裡的牙齒中有三根尿牙
[00:10:46.000 --> 00:10:48.000]  吞吃很多肉
[00:10:48.000 --> 00:10:51.000]  代表永遠不會滿足的慾念
[00:10:51.000 --> 00:10:56.000]  這隻獸在今天代表著消費主義物質主義
[00:10:56.000 --> 00:10:58.000]  我們永遠覺得自己不夠
[00:10:58.000 --> 00:11:00.000]  我們要更大的屋
[00:11:00.000 --> 00:11:01.000]  要更好的車
[00:11:01.000 --> 00:11:03.000]  要更多的錢
[00:11:03.000 --> 00:11:06.000]  這個熊慫恿著我們要買多一點
[00:11:06.000 --> 00:11:07.000]  我們要多一點
[00:11:07.000 --> 00:11:09.000]  我們拿多一點
[00:11:09.000 --> 00:11:12.000]  令我們成為慾望的奴隸
[00:11:12.000 --> 00:11:14.000]  永遠得不到滿足
[00:11:14.000 --> 00:11:17.000]  第三獸,豹
[00:11:17.000 --> 00:11:19.000]  速度的迷惑
[00:11:19.000 --> 00:11:22.000]  豹背上有四根尿的翅膀
[00:11:22.000 --> 00:11:23.000]  有四根頭
[00:11:23.000 --> 00:11:25.000]  代表什麼?
[00:11:25.000 --> 00:11:26.000]  代表要快
[00:11:26.000 --> 00:11:27.000]  代表要多變
[00:11:27.000 --> 00:11:29.000]  在我們這個時代
[00:11:29.000 --> 00:11:34.000]  這個獸就是那種快就是最好的文化
[00:11:34.000 --> 00:11:36.000]  什麼都要馬上的
[00:11:36.000 --> 00:11:37.000]  馬上要成功
[00:11:37.000 --> 00:11:38.000]  馬上要滿足
[00:11:38.000 --> 00:11:39.000]  馬上要回應
[00:11:39.000 --> 00:11:42.000]  我們的IG,Facebook要馬上有Like
[00:11:42.000 --> 00:11:45.000]  工作要馬上有成效
[00:11:45.000 --> 00:11:49.000]  連信仰我們都要馬上有成績
[00:11:49.000 --> 00:11:52.000]  這隻豹令我們失去了耐性
[00:11:52.000 --> 00:11:54.000]  失去了深度
[00:11:54.000 --> 00:11:57.000]  失去了等候神的能力
[00:11:57.000 --> 00:12:01.000]  第四獸,無名的怪物
[00:12:01.000 --> 00:12:04.000]  代表著破壞的力量
[00:12:04.000 --> 00:12:07.000]  經文說,第四獸可怕可懼
[00:12:07.000 --> 00:12:09.000]  極其強壯
[00:12:09.000 --> 00:12:10.000]  有帶鐵牙
[00:12:10.000 --> 00:12:11.000]  吞吃著碎
[00:12:11.000 --> 00:12:14.000]  剩下的用腳踐踏
[00:12:14.000 --> 00:12:18.000]  這隻獸代表著今天
[00:12:18.000 --> 00:12:21.000]  那個完全破壞的力量
[00:12:21.000 --> 00:12:26.000]  色情,毒品,暴力,仇恨
[00:12:26.000 --> 00:12:29.000]  這隻獸不單止是要來傷害你
[00:12:29.000 --> 00:12:31.000]  這隻獸是要來摧毀你
[00:12:31.000 --> 00:12:34.000]  它要摧毀你的生命,摧毀你的家庭
[00:12:34.000 --> 00:12:36.000]  摧毀你的靈魂
[00:12:36.000 --> 00:12:41.000]  這隻獸今天透過網絡,媒體,文化
[00:12:41.000 --> 00:12:44.000]  進入到我們的生活裡面
[00:12:44.000 --> 00:12:49.000]  它要踐踏和摧毀一切美好的東西
[00:12:49.000 --> 00:12:53.000]  弟兄姊妹不要以為這些獸離我們很遠
[00:12:53.000 --> 00:12:55.000]  當你每天上班的時候
[00:12:55.000 --> 00:13:00.000]  獅子,它就在引誘著你要驕傲
[00:13:00.000 --> 00:13:02.000]  當你經過商場的時候
[00:13:02.000 --> 00:13:05.000]  熊就慫恿你要買東西
[00:13:05.000 --> 00:13:06.000]  當你按電話的時候
[00:13:06.000 --> 00:13:09.000]  炮就在催促你快點
[00:13:09.000 --> 00:13:11.000]  當你上網的時候
[00:13:11.000 --> 00:13:16.000]  那四獸就在等著要摧毀你的心靈
[00:13:16.000 --> 00:13:21.000]  這個世界好像真的被邪惡的勢力控制了
[00:13:21.000 --> 00:13:27.000]  我們今天每一天面對著四獸的攻擊
[00:13:27.000 --> 00:13:32.000]  難免我們都會問,神是不是真的掌權呢?
[00:13:32.000 --> 00:13:34.000]  所以但以理書未完
[00:13:34.000 --> 00:13:37.000]  但以理的二章第二幕
[00:13:37.000 --> 00:13:39.000]  審判降臨
[00:13:39.000 --> 00:13:42.000]  見到歷史的終局
[00:13:42.000 --> 00:13:46.000]  我們繼續看經文
[00:13:46.000 --> 00:13:50.000]  但以理說,我正觀看的時候有寶座設立
[00:13:50.000 --> 00:13:52.000]  上面坐著僅估常在者
[00:13:52.000 --> 00:13:55.000]  他的衣服潔白如雪
[00:13:55.000 --> 00:13:57.000]  頭髮如純潔的羊毛
[00:13:57.000 --> 00:14:00.000]  寶座是火焰,其輪為烈火
[00:14:00.000 --> 00:14:04.000]  有火如河流,如河一樣湧出來
[00:14:04.000 --> 00:14:06.000]  從他面前流出來
[00:14:06.000 --> 00:14:07.000]  侍奉他有千千
[00:14:07.000 --> 00:14:09.000]  在他面前設立的有萬萬
[00:14:09.000 --> 00:14:11.000]  他坐著要行審判
[00:14:11.000 --> 00:14:13.000]  案卷都展開了
[00:14:13.000 --> 00:14:15.000]  於是我觀看
[00:14:15.000 --> 00:14:16.000]  因者各說誇大的話
[00:14:16.000 --> 00:14:18.000]  我正觀看的時候
[00:14:18.000 --> 00:14:20.000]  那獸被殺,身體被毀
[00:14:20.000 --> 00:14:24.000]  仍在火中焚燒
[00:14:24.000 --> 00:14:26.000]  其餘的獸,權並被奪去
[00:14:26.000 --> 00:14:28.000]  生命卻得以延續
[00:14:28.000 --> 00:14:32.000]  直到所定的時候和日期
[00:14:32.000 --> 00:14:34.000]  在第九第十節的場景中
[00:14:34.000 --> 00:14:37.000]  所說的不再是混亂的海洋
[00:14:37.000 --> 00:14:41.000]  而是上帝審判的寶座
[00:14:41.000 --> 00:14:43.000]  經文繼續說
[00:14:43.000 --> 00:14:47.000]  潔白如雪代表上帝的完全聖潔
[00:14:47.000 --> 00:14:50.000]  完全的智慧,完全的公義
[00:14:50.000 --> 00:14:53.000]  不能阻擋的行動
[00:14:53.000 --> 00:14:55.000]  上帝潔淨一切的污穢
[00:14:55.000 --> 00:14:58.000]  沒有任何的罪惡能夠隱藏
[00:14:58.000 --> 00:15:01.000]  第四獸最邪惡的政權
[00:15:01.000 --> 00:15:05.000]  最終是要被摧毀
[00:15:05.000 --> 00:15:06.000]  在這個第二個場景中
[00:15:06.000 --> 00:15:10.000]  說了給我們聽什麼
[00:15:10.000 --> 00:15:11.000]  但以你在這個意象中
[00:15:11.000 --> 00:15:13.000]  在第二個場景中
[00:15:13.000 --> 00:15:17.000]  讓他見到上帝是公義的
[00:15:17.000 --> 00:15:20.000]  世界看起來是邪惡掌權
[00:15:20.000 --> 00:15:26.000]  但在神的當中,在神的控制裡面
[00:15:26.000 --> 00:15:29.000]  掌權的其實是神
[00:15:29.000 --> 00:15:31.000]  每一個不公義都會被記錄下來
[00:15:31.000 --> 00:15:36.000]  每一個罪惡最終都要面臨審判
[00:15:36.000 --> 00:15:40.000]  第二,上帝是有自己的時間表
[00:15:40.000 --> 00:15:43.000]  世界這麼混亂不是神不理
[00:15:43.000 --> 00:15:46.000]  而是還不是時候
[00:15:46.000 --> 00:15:47.000]  當時候一到的時候
[00:15:47.000 --> 00:15:49.000]  審判必然去臨到
[00:15:49.000 --> 00:15:52.000]  所以逃脫,沒有人能夠倖免
[00:15:52.000 --> 00:15:53.000]  第三,我們看到的
[00:15:53.000 --> 00:15:57.000]  上帝掌管歷史的進程
[00:15:57.000 --> 00:16:00.000]  世上的國家興起、盛強、衰落
[00:16:00.000 --> 00:16:03.000]  都在神的預定當中
[00:16:03.000 --> 00:16:07.000]  沒有一個政權能夠超越神的主權
[00:16:07.000 --> 00:16:11.000]  你可能會想,那是怎樣呢?
[00:16:11.000 --> 00:16:13.000]  神審判罪惡
[00:16:13.000 --> 00:16:14.000]  但我明天上班
[00:16:14.000 --> 00:16:18.000]  我仍然要面對著那個很不公義的老闆
[00:16:18.000 --> 00:16:21.000]  我的家庭仍然有很多未能解決的問題
[00:16:21.000 --> 00:16:22.000]  很多困難
[00:16:22.000 --> 00:16:26.000]  社會仍然有這麼多的問題和挑戰
[00:16:26.000 --> 00:16:27.000]  但弟兄姊妹
[00:16:27.000 --> 00:16:31.000]  當但以利見到神的審判之後
[00:16:31.000 --> 00:16:34.000]  他見到第三幕的異象
[00:16:34.000 --> 00:16:37.000]  這個異象不單改變了他對世界的看法
[00:16:37.000 --> 00:16:40.000]  也改變了他怎樣活在這個世界裡面
[00:16:40.000 --> 00:16:44.000]  第三幕,永恆國度
[00:16:44.000 --> 00:16:48.000]  見到將來的盼望
[00:16:48.000 --> 00:16:51.000]  但你說我在夜間的異象中觀看
[00:16:51.000 --> 00:16:52.000]  第三次觀看
[00:16:52.000 --> 00:16:55.000]  看那有一位像人子的
[00:16:55.000 --> 00:16:57.000]  駕駛著天上的雲而來
[00:16:57.000 --> 00:17:00.000]  被領導緊箍常在者面前
[00:17:00.000 --> 00:17:03.000]  他得到了權柄、榮耀、國度
[00:17:03.000 --> 00:17:06.000]  使各方各國各族的人都侍奉他
[00:17:06.000 --> 00:17:08.000]  他的權柄是永遠的
[00:17:08.000 --> 00:17:09.000]  不能夠廢去
[00:17:09.000 --> 00:17:13.000]  他的國度必不敗壞
[00:17:13.000 --> 00:17:15.000]  這裡說的是但以利
[00:17:15.000 --> 00:17:19.000]  第三次他說在夜間的異象中看見
[00:17:19.000 --> 00:17:20.000]  他看到了什麼呢?
[00:17:20.000 --> 00:17:23.000]  他看到的是一個完全不同的場景
[00:17:23.000 --> 00:17:27.000]  人子掌權降臨
[00:17:27.000 --> 00:17:31.000]  這個人子就是耶穌基督
[00:17:31.000 --> 00:17:34.000]  當耶穌被大祭司審問的時候
[00:17:34.000 --> 00:17:40.000]  耶穌這樣回應
[00:17:40.000 --> 00:17:41.000]  大祭司問他
[00:17:41.000 --> 00:17:43.000]  你是否基督?
[00:17:43.000 --> 00:17:46.000]  那個當稱頌者的兒子
[00:17:46.000 --> 00:17:47.000]  耶穌說
[00:17:47.000 --> 00:17:49.000]  我是
[00:17:49.000 --> 00:17:51.000]  你們要看見人子
[00:17:51.000 --> 00:17:54.000]  坐在那權能者的右邊
[00:17:54.000 --> 00:17:59.000]  駕駛著天上的雲而來
[00:17:59.000 --> 00:18:01.000]  為什麼耶穌在這裡會引用
[00:18:01.000 --> 00:18:05.000]  但以利異象中所說的話呢?
[00:18:05.000 --> 00:18:07.000]  因為無論在2500年前
[00:18:07.000 --> 00:18:08.000]  或者2000年前
[00:18:08.000 --> 00:18:09.000]  耶穌的時間
[00:18:09.000 --> 00:18:11.000]  世界都是這樣
[00:18:11.000 --> 00:18:14.000]  世界仍然充滿罪惡
[00:18:14.000 --> 00:18:17.000]  所以上帝要讓審判降臨
[00:18:17.000 --> 00:18:21.000]  直著人子如雲採般來到這個世界
[00:18:21.000 --> 00:18:23.000]  當耶穌臨坐的時候
[00:18:23.000 --> 00:18:25.000]  上帝的國已經降臨
[00:18:25.000 --> 00:18:27.000]  永恆的國已經降臨
[00:18:27.000 --> 00:18:28.000]  那個永遠的國
[00:18:28.000 --> 00:18:33.000]  已經同時在這個世界當中
[00:18:33.000 --> 00:18:36.000]  當世界的政權都是敗壞的時候
[00:18:36.000 --> 00:18:38.000]  神設立了一個永遠的國
[00:18:38.000 --> 00:18:40.000]  由人子來管治
[00:18:40.000 --> 00:18:43.000]  但以利見到人子駕運而來
[00:18:43.000 --> 00:18:47.000]  是要建立一個永恆的國度
[00:18:47.000 --> 00:18:50.000]  這個人子不只是將來的君王
[00:18:50.000 --> 00:18:53.000]  也是現在的拯救者
[00:18:53.000 --> 00:18:56.000]  聽起來仍然好像很抽象
[00:18:56.000 --> 00:19:00.000]  讓我分享一個真實的故事
[00:19:00.000 --> 00:19:01.000]  讓你們可以見到
[00:19:01.000 --> 00:19:03.000]  這個獸性的世界
[00:19:03.000 --> 00:19:06.000]  將要吞滅一個人的時候
[00:19:06.000 --> 00:19:09.000]  那個駕著雲採來的人子
[00:19:09.000 --> 00:19:12.000]  如何介入拯救
[00:19:12.000 --> 00:19:14.000]  前一個星期
[00:19:14.000 --> 00:19:17.000]  我分享過當年我也是做股票經紀
[00:19:17.000 --> 00:19:21.000]  當時我有一個經紀的朋友
[00:19:21.000 --> 00:19:23.000]  因為我還沒有問到他的批准
[00:19:23.000 --> 00:19:27.000]  我就三次叫他做明哥
