
[00:00:00.000 --> 00:00:00.920]  多謝Ivan
[00:03:17.480 --> 00:03:19.480]  你已經領洗了
[00:03:19.480 --> 00:03:20.480]  不,不領洗劇透不行
[00:03:20.480 --> 00:03:23.480]  要逼他去謝飯祈禱
[00:03:23.480 --> 00:03:25.480]  在全家面前
[00:03:25.480 --> 00:03:27.480]  當然劇情是怎樣發展
[00:03:27.480 --> 00:03:28.480]  你可以去看
[00:03:28.480 --> 00:03:31.480]  我特意把這個片段抽出來
[00:03:31.480 --> 00:03:33.480]  是因為我在網上看到
[00:03:33.480 --> 00:03:34.480]  其實有很多人討論
[00:03:34.480 --> 00:03:35.480]  特別是這個片段
[00:03:35.480 --> 00:03:38.480]  甚至是一些基督教的網媒
[00:03:38.480 --> 00:03:40.480]  在我上IG上Facebook
[00:03:40.480 --> 00:03:43.480]  都看到有人去講這個劇情
[00:03:43.480 --> 00:03:45.480]  這個劇情去討論的時候
[00:03:45.480 --> 00:03:47.480]  我相信不是因為它超現實
[00:03:47.480 --> 00:03:48.480]  什麼叫超現實呢?
[00:03:48.480 --> 00:03:49.480]  給個例子大家
[00:03:49.480 --> 00:03:51.480]  我們以前看韓劇
[00:03:51.480 --> 00:03:53.480]  或者韓國電影的《我的野蠻女友》
[00:03:53.480 --> 00:03:56.480]  我們說對韓國人來說是超現實
[00:03:56.480 --> 00:03:57.480]  因為這件事不會在韓國發生
[00:03:57.480 --> 00:04:00.480]  對香港來說是超級現實
[00:04:00.480 --> 00:04:02.480]  因為每天都這樣發生
[00:04:02.480 --> 00:04:04.480]  所以這種超現實
[00:04:04.480 --> 00:04:09.480]  就是完全符合了香港每一個大家生活的情況
[00:04:09.480 --> 00:04:12.480]  大家完全會感受到
[00:04:12.480 --> 00:04:14.480]  有很多人會有共鳴知道
[00:04:14.480 --> 00:04:16.480]  就是這樣
[00:04:16.480 --> 00:04:18.480]  有些時候就是這樣發生
[00:04:18.480 --> 00:04:20.480]  有很多人開始去討論
[00:04:20.480 --> 00:04:23.480]  基督徒他們有時候都會這樣這樣
[00:04:23.480 --> 00:04:25.480]  如果我們去看一看
[00:04:25.480 --> 00:04:27.480]  我們周圍的流行文化
[00:04:27.480 --> 00:04:30.480]  在電影、電視劇裡面
[00:04:30.480 --> 00:04:32.480]  我們很多時候都會看到
[00:04:32.480 --> 00:04:33.480]  不是很多時候
[00:04:33.480 --> 00:04:35.480]  偶爾會看到
[00:04:35.480 --> 00:04:36.480]  在我們的文化
[00:04:36.480 --> 00:04:38.480]  在我們的電影、電視裡面
[00:04:38.480 --> 00:04:41.480]  有一些代表著基督徒的角色
[00:04:41.480 --> 00:04:44.480]  或者有基督教信仰背景的角色
[00:04:44.480 --> 00:04:46.480]  如果我們去看一看這些角色的話
[00:04:46.480 --> 00:04:47.480]  其實你會發覺
[00:04:47.480 --> 00:04:50.480]  很多時候他們好像都是在計劃
[00:04:50.480 --> 00:04:53.480]  或者他們給我們看到的形象
[00:04:53.480 --> 00:04:54.480]  可能是
[00:04:54.480 --> 00:04:58.480]  好一點的可能是他們是非常承諾
[00:04:58.480 --> 00:05:00.480]  就是他們有自己的信念
[00:05:00.480 --> 00:05:01.480]  他們會很堅持
[00:05:01.480 --> 00:05:06.480]  可能會是他們有很強烈的道德價值觀
[00:05:06.480 --> 00:05:09.480]  或者可能是他們很保守
[00:05:09.480 --> 00:05:10.480]  因為這樣
[00:05:10.480 --> 00:05:13.480]  甚至保守就等於很老土
[00:05:13.480 --> 00:05:14.480]  很老土
[00:05:14.480 --> 00:05:15.480]  很固執
[00:05:15.480 --> 00:05:17.480]  不是很講邏輯的人
[00:05:17.480 --> 00:05:18.480]  有一點可能他們說
[00:05:18.480 --> 00:05:22.480]  有一點好像和這個世界有些脫節
[00:05:22.480 --> 00:05:25.480]  甚至是覺得這些人是有些偽善
[00:05:25.480 --> 00:05:27.480]  可能我們會覺得
[00:05:27.480 --> 00:05:29.480]  這些都只不過是世人對我們的誤解
[00:05:29.480 --> 00:05:30.480]  對基督徒的誤解
[00:05:30.480 --> 00:05:32.480]  是一些偏見
[00:05:32.480 --> 00:05:33.480]  是一些誤解
[00:05:33.480 --> 00:05:34.480]  一些黑板的印象
[00:05:34.480 --> 00:05:36.480]  我同意的
[00:05:36.480 --> 00:05:38.480]  不能夠一竹竿去打一船人
[00:05:38.480 --> 00:05:44.480]  但是可能特別是剛剛接觸信仰的朋友
[00:05:44.480 --> 00:05:46.480]  可能我們宗教的朋友
[00:05:46.480 --> 00:05:47.480]  有些弟兄姊妹
[00:05:47.480 --> 00:05:49.480]  你不是信了耶穌很久
[00:05:49.480 --> 00:05:51.480]  可能在不久之前
[00:05:51.480 --> 00:05:54.480]  其實你看著你身邊的基督徒朋友的時候
[00:05:54.480 --> 00:05:55.480]  你也有這樣的感受
[00:05:55.480 --> 00:05:56.480]  你看著這些基督徒
[00:05:56.480 --> 00:05:57.480]  你會覺得
[00:05:57.480 --> 00:05:59.480]  是呀,他們好像有些不同
[00:05:59.480 --> 00:06:01.480]  可能直到後來你親自的
[00:06:01.480 --> 00:06:02.480]  你遇見了耶穌
[00:06:02.480 --> 00:06:04.480]  你對這個信仰
[00:06:04.480 --> 00:06:06.480]  你對教會有些不同的印象
[00:06:06.480 --> 00:06:07.480]  或者不同的感覺
[00:06:07.480 --> 00:06:09.480]  但是可能很多人
[00:06:09.480 --> 00:06:11.480]  在我們身邊很多的人
[00:06:11.480 --> 00:06:14.480]  當他們聽到基督徒這個名字的時候
[00:06:14.480 --> 00:06:16.480]  他們都會和上述這些字眼
[00:06:16.480 --> 00:06:17.480]  這些特質
[00:06:17.480 --> 00:06:19.480]  去連結在一起
[00:06:19.480 --> 00:06:20.480]  可能我們聽到
[00:06:20.480 --> 00:06:22.480]  那些人會用這樣的方法來形容教會
[00:06:22.480 --> 00:06:24.480]  來形容基督徒的時候
[00:06:24.480 --> 00:06:26.480]  我們會有些不舒服
[00:06:26.480 --> 00:06:28.480]  但是重點是
[00:06:28.480 --> 00:06:30.480]  其實可能教會或者基督徒
[00:06:30.480 --> 00:06:31.480]  在這個世界上
[00:06:31.480 --> 00:06:33.480]  我們也有些明星
[00:06:33.480 --> 00:06:35.480]  我們有些口碑
[00:06:35.480 --> 00:06:37.480]  口碑不一定只是好
[00:06:37.480 --> 00:06:39.480]  口碑也可以有些壞的口碑
[00:06:39.480 --> 00:06:41.480]  例如在香港裏面
[00:06:41.480 --> 00:06:43.480]  經常有人會用的一個叫做耶
[00:06:43.480 --> 00:06:45.480]  什麼的詞語來形容基督徒
[00:06:45.480 --> 00:06:48.480]  裏面表達一些他們的想法
[00:06:48.480 --> 00:06:52.480]  表達他們一些覺得基督徒
[00:06:52.480 --> 00:06:53.480]  他們遇過基督徒就是這樣
[00:06:53.480 --> 00:06:56.480]  或者他們覺得基督徒就是這樣
[00:06:56.480 --> 00:06:58.480]  我們有時會認為
[00:06:58.480 --> 00:07:00.480]  這些標籤對我們不公平
[00:07:00.480 --> 00:07:02.480]  是他們不明白我們
[00:07:02.480 --> 00:07:04.480]  但是今天我想在這裏
[00:07:04.480 --> 00:07:08.480]  藉著當電影都會去描繪這樣的形象
[00:07:08.480 --> 00:07:09.480]  或者在我們日常生活
[00:07:09.480 --> 00:07:11.480]  我們知道有很多人
[00:07:11.480 --> 00:07:12.480]  這樣來到去
[00:07:12.480 --> 00:07:13.480]  有這些標籤
[00:07:13.480 --> 00:07:15.480]  或者這樣去形容我們的時候
[00:07:15.480 --> 00:07:16.480]  不如我們首先
[00:07:16.480 --> 00:07:18.480]  在我們覺得這個都是世人對我們的誤解
[00:07:18.480 --> 00:07:20.480]  可能這個都是魔鬼的攻擊之前
[00:07:20.480 --> 00:07:22.480]  不如我們一起都去
[00:07:22.480 --> 00:07:23.480]  在我們裏面
[00:07:23.480 --> 00:07:24.480]  我們來看一下我們自己
[00:07:24.480 --> 00:07:26.480]  我們來反思一下
[00:07:26.480 --> 00:07:28.480]  為什麼在這個城市裏面
[00:07:28.480 --> 00:07:31.480]  我們身邊的人會對我們有這樣的印象
[00:07:31.480 --> 00:07:34.480]  這些印象是從哪裏來的呢?
[00:07:34.480 --> 00:07:35.480]  在這個城市裏面
[00:07:35.480 --> 00:07:39.480]  我們被人認識的是什麼呢?
[00:07:39.480 --> 00:07:40.480]  那些人認識基督徒
[00:07:40.480 --> 00:07:41.480]  那些人知道我們
[00:07:41.480 --> 00:07:42.480]  那些人認識我們
[00:07:42.480 --> 00:07:45.480]  是覺得我們是怎樣的呢?
[00:07:45.480 --> 00:07:46.480]  有趣的是
[00:07:46.480 --> 00:07:48.480]  如果我們打開聖經的話
[00:07:48.480 --> 00:07:50.480]  特別當我們在新約的聖經裏面
[00:07:50.480 --> 00:07:54.480]  看到一個叫做法利賽人的群體的時候
[00:07:54.480 --> 00:07:55.480]  他們都有他們的名聲
[00:07:55.480 --> 00:07:57.480]  他們都有他們的口碑
[00:07:57.480 --> 00:07:58.480]  作為新約的讀者
[00:07:58.480 --> 00:08:01.480]  我們往往在福音書的描述
[00:08:01.480 --> 00:08:03.480]  福音書裏面的評論的時候
[00:08:03.480 --> 00:08:08.480]  我們對法利賽人的印象就是
[00:08:08.480 --> 00:08:10.480]  他們都是一群很固執
[00:08:10.480 --> 00:08:11.480]  說什麼都不聽的人
[00:08:11.480 --> 00:08:14.480]  他們是一群很喜歡批評其他人
[00:08:14.480 --> 00:08:16.480]  很喜歡排斥其他人的人
[00:08:16.480 --> 00:08:18.480]  他們是一群律法主義者
[00:08:18.480 --> 00:08:20.480]  甚至聖經裏面會用一些字眼叫做
[00:08:20.480 --> 00:08:22.480]  他們是假冒為善
[00:08:22.480 --> 00:08:24.480]  即是他們是偽君子
[00:08:24.480 --> 00:08:27.480]  這是我們對法利賽人的印象
[00:08:27.480 --> 00:08:29.480]  當我們看了這麼多年聖經之後
[00:08:29.480 --> 00:08:31.480]  但是如果今天有一個法利賽人
[00:08:31.480 --> 00:08:34.480]  他生生地站在我們中間
[00:08:34.480 --> 00:08:37.480]  他一定會反對這些標籤
[00:08:37.480 --> 00:08:38.480]  他一定會告訴你
[00:08:38.480 --> 00:08:39.480]  我們不是這樣的
[00:08:39.480 --> 00:08:41.480]  然後他可能會開始很想去解釋
[00:08:41.480 --> 00:08:42.480]  他們的信仰
[00:08:42.480 --> 00:08:45.480]  他們的行為給我們聽
[00:08:45.480 --> 00:08:47.480]  事實上法利賽人
[00:08:47.480 --> 00:08:50.480]  他們是起源於耶穌出現之前
[00:08:50.480 --> 00:08:52.480]  150年的一個宗教運動
[00:08:52.480 --> 00:08:57.480]  那段時間是處於舊約和新約中間的一個時間
[00:08:57.480 --> 00:09:00.480]  就正如舊約但爾利先知所說
[00:09:00.480 --> 00:09:02.480]  當以色列的百姓被擄
[00:09:02.480 --> 00:09:03.480]  歸回之後
[00:09:03.480 --> 00:09:05.480]  會有幾個不同的朝代
[00:09:05.480 --> 00:09:07.480]  或者幾個不同的國家會興起
[00:09:07.480 --> 00:09:09.480]  去管治整個中東的地方
[00:09:09.480 --> 00:09:11.480]  管治以色列人
[00:09:11.480 --> 00:09:12.480]  包括了巴比倫之後
[00:09:12.480 --> 00:09:13.480]  巴比倫滅亡之後
[00:09:13.480 --> 00:09:15.480]  有波斯帝國的興起
[00:09:15.480 --> 00:09:17.480]  波斯帝國被亞歷山大大帝的
[00:09:17.480 --> 00:09:19.480]  希臘帝國取代了
[00:09:19.480 --> 00:09:20.480]  然後希臘之後
[00:09:20.480 --> 00:09:23.480]  又有我們很熟悉的羅馬政權
[00:09:23.480 --> 00:09:25.480]  一個又一個改朝換代
[00:09:25.480 --> 00:09:26.480]  但在這個過程裏面
[00:09:26.480 --> 00:09:30.480]  我們見到尤其是在希臘和羅馬這兩個帝國
[00:09:30.480 --> 00:09:33.480]  他們不斷輸出他們的文化
[00:09:33.480 --> 00:09:34.480]  所以其中一個原因
[00:09:34.480 --> 00:09:37.480]  為何因為希臘不斷輸出他們的文化
[00:09:37.480 --> 00:09:38.480]  他們的文字
[00:09:38.480 --> 00:09:39.480]  他們的語言
[00:09:39.480 --> 00:09:42.480]  所以在普遍受過希臘管治的地區
[00:09:42.480 --> 00:09:45.480]  他們都會說希臘文
[00:09:45.480 --> 00:09:46.480]  就正如可能
[00:09:46.480 --> 00:09:48.480]  為何香港人明明我們都是華人
[00:09:48.480 --> 00:09:50.480]  為何我們會學英文
[00:09:50.480 --> 00:09:51.480]  為何我們會懂得英文
[00:09:51.480 --> 00:09:54.480]  因為我們都接受過一些殖民的統治
[00:09:54.480 --> 00:09:57.480]  在猶太人亦都是一樣
[00:09:57.480 --> 00:10:00.480]  他們經歷了這些外邦希臘人的統治
[00:10:00.480 --> 00:10:02.480]  被教導了他們的語言
[00:10:02.480 --> 00:10:03.480]  他們的文化
[00:10:03.480 --> 00:10:06.480]  學了他們的哲學邏輯
[00:10:06.480 --> 00:10:08.480]  然後有些猶太人開始慢慢
[00:10:08.480 --> 00:10:09.480]  他們就慢慢
[00:10:09.480 --> 00:10:10.480]  我們只是說
[00:10:10.480 --> 00:10:11.480]  香港人如果是那些
[00:10:11.480 --> 00:10:13.480]  說英文說中文都不正
[00:10:13.480 --> 00:10:15.480]  那些我們說他很ABC
[00:10:15.480 --> 00:10:17.480]  我都是貴族性格
[00:10:17.480 --> 00:10:20.480]  原來在猶太人的年代
[00:10:20.480 --> 00:10:22.480]  在希臘管治的年代裏
[00:10:22.480 --> 00:10:24.480]  都有些猶太人慢慢
[00:10:24.480 --> 00:10:27.480]  他們受到希臘的文化思想影響
[00:10:27.480 --> 00:10:30.480]  他們慢慢變得希羅化或者希臘化
[00:10:30.480 --> 00:10:35.480]  慢慢遠離了他們猶太人文化信仰的根源
[00:10:35.480 --> 00:10:36.480]  就因為這樣
[00:10:36.480 --> 00:10:38.480]  有一班猶太人見到
[00:10:38.480 --> 00:10:42.480]  並且他們沒有忘記他們的亡國恥辱
[00:10:42.480 --> 00:10:44.480]  他們知道當
[00:10:44.480 --> 00:10:46.480]  為何他們在那麼多年前
[00:10:46.480 --> 00:10:48.480]  他們的祖先會被亡國
[00:10:48.480 --> 00:10:51.480]  是因為他們離開了神的話語
[00:10:51.480 --> 00:10:53.480]  他們離開了他們信仰的根源
[00:10:53.480 --> 00:10:56.480]  所以有一班人他們說我們要起來
[00:10:56.480 --> 00:11:00.480]  我們要回到神的話語裏面
[00:11:00.480 --> 00:11:02.480]  我們要去謹守神的話語
[00:11:02.480 --> 00:11:04.480]  我們有什麼叫我們這個民族
[00:11:04.480 --> 00:11:05.480]  猶太的民族
[00:11:05.480 --> 00:11:08.480]  和身邊所有其他民族不一樣
[00:11:08.480 --> 00:11:10.480]  是神的律法
[00:11:10.480 --> 00:11:12.480]  是他和我們所納的約
[00:11:12.480 --> 00:11:14.480]  所以我們要回到神的律法
[00:11:14.480 --> 00:11:16.480]  那個妥拉的摩西的五經
[00:11:16.480 --> 00:11:18.480]  或者其他先知的著作裏面
[00:11:18.480 --> 00:11:21.480]  有一班人就開始他們的資歷
[00:11:21.480 --> 00:11:24.480]  來研究去研讀去抄寫
[00:11:24.480 --> 00:11:27.480]  甚至開始來教導神的律法
[00:11:27.480 --> 00:11:31.480]  而且他們決定要過一種與眾不同的生活方式
[00:11:31.480 --> 00:11:34.480]  是不是有些似曾相識呢?聽起來
[00:11:34.480 --> 00:11:39.480]  這個法利塞人這個名字
[00:11:39.480 --> 00:11:42.480]  如果我們去看回原文裏面
[00:11:42.480 --> 00:11:45.480]  法利塞這個字可能是來自阿蘭文
[00:11:45.480 --> 00:11:46.480]  Persim
[00:11:46.480 --> 00:11:49.480]  裏面是說到分別分開
[00:11:49.480 --> 00:11:52.480]  意思是他們是一班分別出來的子民
[00:11:52.480 --> 00:11:55.480]  是不是又是一個很熟悉的聖經概念呢?
[00:11:55.480 --> 00:11:57.480]  他們說他們要過的生活
[00:11:57.480 --> 00:12:00.480]  是要和摩西的律法達到一致的標準
[00:12:00.480 --> 00:12:04.480]  甚至他們制定進一步的傳統
[00:12:04.480 --> 00:12:06.480]  來告訴人如果你想在你的日常生活裏面
[00:12:06.480 --> 00:12:07.480]  守到律法
[00:12:07.480 --> 00:12:08.480]  你要這樣做
[00:12:08.480 --> 00:12:11.480]  你要跟隨這些步驟
[00:12:11.480 --> 00:12:14.480]  於是他們慢慢地擴展
[00:12:14.480 --> 00:12:17.480]  來建立一個叫做法利塞人的群體
[00:12:17.480 --> 00:12:21.480]  如果法利塞人他們想建立一個口碑
[00:12:21.480 --> 00:12:23.480]  想人們去認識他們的話
[00:12:23.480 --> 00:12:25.480]  我相信他們很想人們認識他們為一班
[00:12:25.480 --> 00:12:27.480]  一班追求
[00:12:27.480 --> 00:12:29.480]  一班人
[00:12:29.480 --> 00:12:31.480]  或者他們是一班敬虔的人
[00:12:31.480 --> 00:12:35.480]  但我們知道過了150年之後
[00:12:35.480 --> 00:12:37.480]  當我們打開聖經
[00:12:37.480 --> 00:12:40.480]  我們看到福音書裏面
[00:12:40.480 --> 00:12:43.480]  耶穌年代那班法利塞的人
[00:12:43.480 --> 00:12:45.480]  我們只會用自然
[00:12:45.480 --> 00:12:47.480]  律法主義
[00:12:47.480 --> 00:12:50.480]  他們是一班只懂得踩其他人
[00:12:50.480 --> 00:12:52.480]  一班假冒為善的人
[00:12:52.480 --> 00:12:55.480]  我們只會這樣稱呼他們
[00:12:55.480 --> 00:12:58.480]  但這不是他們的起點
[00:12:58.480 --> 00:12:59.480]  他們一開始的時候
[00:12:59.480 --> 00:13:01.480]  他們的信念不是這樣
[00:13:01.480 --> 00:13:03.480]  所以可能問題是
[00:13:03.480 --> 00:13:04.480]  這一班法利塞人
[00:13:04.480 --> 00:13:05.480]  他們的信念
[00:13:05.480 --> 00:13:07.480]  他們所相信的東西
[00:13:07.480 --> 00:13:08.480]  所代表的東西
[00:13:08.480 --> 00:13:11.480]  和他們的口碑和聲譽
[00:13:11.480 --> 00:13:12.480]  和他們每天的實質行為
[00:13:12.480 --> 00:13:14.480]  可能有一個落差
[00:13:14.480 --> 00:13:16.480]  頂智妹
[00:13:16.480 --> 00:13:19.480]  我們也要問自己一個問題
[00:13:19.480 --> 00:13:21.480]  我相信我們每一個信主的人
[00:13:21.480 --> 00:13:23.480]  我們都想
[00:13:23.480 --> 00:13:25.480]  我們信仰所代表
[00:13:25.480 --> 00:13:27.480]  或者我們想過的生活
[00:13:27.480 --> 00:13:28.480]  都是一些好的
[00:13:28.480 --> 00:13:30.480]  我們追求一些好的價值
[00:13:30.480 --> 00:13:32.480]  但就正如法利塞人一樣
[00:13:32.480 --> 00:13:34.480]  我們的信念
[00:13:34.480 --> 00:13:36.480]  或者我們的信仰所代表的東西
[00:13:36.480 --> 00:13:38.480]  和我們今天的聲譽
[00:13:38.480 --> 00:13:40.480]  我們的口碑所代表的東西
[00:13:40.480 --> 00:13:41.480]  兩樣東西之間
[00:13:41.480 --> 00:13:43.480]  有沒有一個落差
[00:13:43.480 --> 00:13:44.480]  有沒有一個距離
[00:13:44.480 --> 00:13:46.480]  或者那個落差和距離
[00:13:46.480 --> 00:13:48.480]  是什麼呢
[00:13:48.480 --> 00:13:50.480]  當我一路去看今天
[00:13:50.480 --> 00:13:52.480]  我們要讀的這段經文的時候
[00:13:52.480 --> 00:13:54.480]  這個是聖靈放在我心裏面
[00:13:54.480 --> 00:13:55.480]  一個很大的問題
[00:13:55.480 --> 00:13:58.480]  我都不斷在問我自己
[00:13:58.480 --> 00:13:59.480]  我的生命
[00:13:59.480 --> 00:14:01.480]  我每一天過的生活
[00:14:01.480 --> 00:14:04.480]  和我說我的信仰所代表的價值
[00:14:04.480 --> 00:14:05.480]  那個落差
[00:14:05.480 --> 00:14:06.480]  那個距離
[00:14:06.480 --> 00:14:07.480]  在哪裏
[00:14:07.480 --> 00:14:08.480]  有多大呢
[00:14:08.480 --> 00:14:10.480]  我們今天會一齊打開聖經
[00:14:10.480 --> 00:14:12.480]  我們去看耶穌所說的一個比喻
[00:14:12.480 --> 00:14:15.480]  這個會是這幾個禮拜裏面
[00:14:15.480 --> 00:14:17.480]  我們最後一個去看的
[00:14:17.480 --> 00:14:18.480]  耶穌所說
[00:14:18.480 --> 00:14:19.480]  關於天國的比喻
[00:14:19.480 --> 00:14:23.480]  我們一齊打開路加福音第十四章
[00:14:23.480 --> 00:14:25.480]  首先給大家聽一點背景
[00:14:25.480 --> 00:14:27.480]  路加福音第十四章
[00:14:27.480 --> 00:14:29.480]  第一節就說了
[00:14:29.480 --> 00:14:31.480]  整章經文在哪個地方
[00:14:31.480 --> 00:14:33.480]  在什麼時候發生
[00:14:33.480 --> 00:14:35.480]  第一節說在安息日的時候
[00:14:35.480 --> 00:14:38.480]  耶穌去到一個法利塞人的領袖家裏吃飯
[00:14:38.480 --> 00:14:41.480]  他們就窺探他
[00:14:41.480 --> 00:14:43.480]  短短一節的經文
[00:14:43.480 --> 00:14:46.480]  給了很多很多的信息
[00:14:46.480 --> 00:14:48.480]  含這個信息量非常之高
[00:14:48.480 --> 00:14:51.480]  首先這件事在第十四章
[00:14:51.480 --> 00:14:53.480]  整章聖經所發生的時間
[00:14:53.480 --> 00:14:55.480]  是一個安息日
[00:14:55.480 --> 00:14:58.480]  這個是一個非常之重要的資訊
[00:14:58.480 --> 00:14:59.480]  因為
[00:14:59.480 --> 00:15:02.480]  這個可以劇透
[00:15:02.480 --> 00:15:04.480]  這章聖經裏面接著下來
[00:15:04.480 --> 00:15:06.480]  將會發生一個神蹟
[00:15:06.480 --> 00:15:08.480]  在整個新約的福音書裏面
[00:15:08.480 --> 00:15:10.480]  總共記載了七個
[00:15:10.480 --> 00:15:12.480]  在安息日裏面發生的神蹟
[00:15:12.480 --> 00:15:15.480]  在路加福音裏面所記載的
[00:15:15.480 --> 00:15:16.480]  第十四章裏面
[00:15:16.480 --> 00:15:18.480]  這個是最後一個
[00:15:18.480 --> 00:15:20.480]  耶穌在安息日裏面醫治的神蹟
[00:15:20.480 --> 00:15:23.480]  在之前那兩次安息日醫治的神蹟裏面
[00:15:23.480 --> 00:15:25.480]  每一次的結果都是
[00:15:25.480 --> 00:15:28.480]  耶穌和法利塞人之間
[00:15:28.480 --> 00:15:30.480]  產生了一些緊張的摩擦
[00:15:30.480 --> 00:15:32.480]  一些很緊張的關係
[00:15:32.480 --> 00:15:33.480]  因為按照著
