
[00:00:00.000 --> 00:00:02.000]  我們給Ivan掌聲,好嗎?
[00:02:37.000 --> 00:02:40.000]  從小開始這句話就好像
[00:02:40.000 --> 00:02:42.000]  一直種在我的心裡
[00:02:42.000 --> 00:02:45.000]  我心裡有一份很莫名的羞恥感
[00:02:45.000 --> 00:02:46.000]  什麼意思呢
[00:02:46.000 --> 00:02:48.000]  小時候當我逛街的時候
[00:02:48.000 --> 00:02:49.000]  如果我見到警察的話
[00:02:49.000 --> 00:02:51.000]  我會渾身不自然
[00:02:51.000 --> 00:02:54.000]  我會想掉頭走
[00:02:54.000 --> 00:02:56.000]  小時候當我照鏡子的時候
[00:02:56.000 --> 00:02:58.000]  我看著鏡子裡的那個人
[00:02:58.000 --> 00:03:00.000]  這個人真的很醜
[00:03:00.000 --> 00:03:01.000]  我不想見到他
[00:03:01.000 --> 00:03:02.000]  這個是壞人
[00:03:02.000 --> 00:03:04.000]  這個是賊
[00:03:04.000 --> 00:03:06.000]  當我小時候
[00:03:06.000 --> 00:03:08.000]  如果有人稱讚我乖的話
[00:03:08.000 --> 00:03:11.000]  我會有兩個很自然的反應
[00:03:11.000 --> 00:03:12.000]  第一個反應是
[00:03:12.000 --> 00:03:16.000]  我會覺得這個人真的太膚淺了
[00:03:16.000 --> 00:03:18.000]  知人口面不知心
[00:03:18.000 --> 00:03:19.000]  我是賊
[00:03:19.000 --> 00:03:20.000]  我是一個壞人
[00:03:20.000 --> 00:03:21.000]  你都不知道
[00:03:21.000 --> 00:03:23.000]  太膚淺
[00:03:23.000 --> 00:03:24.000]  第二個反應是
[00:03:24.000 --> 00:03:27.000]  我可能會很害怕
[00:03:27.000 --> 00:03:30.000]  尤其是那個人是一個很著緊的人
[00:03:30.000 --> 00:03:31.000]  是一些我愛的人
[00:03:31.000 --> 00:03:32.000]  我很害怕如果有一天
[00:03:32.000 --> 00:03:34.000]  他發現了我人生的真相
[00:03:34.000 --> 00:03:37.000]  他發現了原來我裡面是這麼敗壞
[00:03:37.000 --> 00:03:38.000]  他發現了我是一個賊
[00:03:38.000 --> 00:03:39.000]  我是一個壞人
[00:03:39.000 --> 00:03:41.000]  他會不要我
[00:03:41.000 --> 00:03:42.000]  他會想離開我
[00:03:42.000 --> 00:03:44.000]  我會被遺棄
[00:03:44.000 --> 00:03:45.000]  所以從小到大
[00:03:45.000 --> 00:03:48.000]  我一直成長都很沒有安全感
[00:03:48.000 --> 00:03:49.000]  我唯有不斷地
[00:03:49.000 --> 00:03:51.000]  很努力地去做一些事
[00:03:51.000 --> 00:03:52.000]  去表現我自己
[00:03:52.000 --> 00:03:53.000]  去證明給人看
[00:03:53.000 --> 00:03:56.000]  我是一個值得去愛的人
[00:03:56.000 --> 00:04:00.000]  直到我去到大學的時候
[00:04:00.000 --> 00:04:01.000]  大家聽過這個故事
[00:04:01.000 --> 00:04:03.000]  我開始有一段時間
[00:04:03.000 --> 00:04:05.000]  交不到功課
[00:04:05.000 --> 00:04:07.000]  於是我開始走堂
[00:04:07.000 --> 00:04:09.000]  跟不到我身邊的人說
[00:04:09.000 --> 00:04:10.000]  我不能夠向身邊的人求救
[00:04:10.000 --> 00:04:12.000]  因為如果我不做好
[00:04:12.000 --> 00:04:14.000]  我表現不到我自己的話
[00:04:14.000 --> 00:04:16.000]  就沒有人會喜歡我
[00:04:16.000 --> 00:04:17.000]  如果我要求救
[00:04:17.000 --> 00:04:19.000]  我是一個很差的人
[00:04:19.000 --> 00:04:22.000]  就沒有人想理我
[00:04:22.000 --> 00:04:28.000]  於是我陷入了抑鬱的狀態
[00:04:28.000 --> 00:04:29.000]  我相信我們今天這裡
[00:04:29.000 --> 00:04:31.000]  不是每一個人都經歷過抑鬱
[00:04:31.000 --> 00:04:33.000]  感謝主
[00:04:33.000 --> 00:04:36.000]  但是焦慮呢
[00:04:36.000 --> 00:04:37.000]  恐懼呢
[00:04:37.000 --> 00:04:40.000]  那種很空虛的感覺呢
[00:04:40.000 --> 00:04:42.000]  被人拒絕呢
[00:04:42.000 --> 00:04:46.000]  你覺得被人很不公平地對待你呢
[00:04:46.000 --> 00:04:48.000]  或者你覺得被信任的人去背叛
[00:04:48.000 --> 00:04:50.000]  甚至傷害了你呢
[00:04:50.000 --> 00:04:53.000]  可能你人生的關係出現裂痕
[00:04:53.000 --> 00:04:54.000]  或者在家庭裏面
[00:04:54.000 --> 00:04:56.000]  你經歷到那個應該是安全的地方
[00:04:56.000 --> 00:04:58.000]  但是在那個地方裏面
[00:04:58.000 --> 00:04:59.000]  你經歷到問題
[00:04:59.000 --> 00:05:01.000]  你經歷到沮喪
[00:05:01.000 --> 00:05:03.000]  失去了一些你愛的人
[00:05:03.000 --> 00:05:05.000]  帶給你的痛楚
[00:05:05.000 --> 00:05:08.000]  又或者是一些個人生命裏面的軟弱
[00:05:08.000 --> 00:05:09.000]  一些我們想戒
[00:05:09.000 --> 00:05:11.000]  但戒也戒不掉的習慣
[00:05:11.000 --> 00:05:13.000]  那些令我們上癮的東西
[00:05:13.000 --> 00:05:15.000]  或者好像我媽媽那樣
[00:05:15.000 --> 00:05:17.000]  她經歷身體的疾病
[00:05:17.000 --> 00:05:20.000]  我們生命裏面能夠經歷到的
[00:05:20.000 --> 00:05:21.000]  破碎經歷到的問題
[00:05:21.000 --> 00:05:23.000]  其實多到數都數不完
[00:05:23.000 --> 00:05:25.000]  由身體上的疾病
[00:05:25.000 --> 00:05:27.000]  甚至可以是情緒上的
[00:05:27.000 --> 00:05:28.000]  可以是心理上的
[00:05:28.000 --> 00:05:29.000]  關係上的
[00:05:29.000 --> 00:05:32.000]  甚至是我們的靈性裏面的
[00:05:32.000 --> 00:05:36.000]  可能有些狀況你是知道原因的
[00:05:36.000 --> 00:05:38.000]  當你發燒去看醫生的時候
[00:05:38.000 --> 00:05:39.000]  醫生可以告訴你
[00:05:39.000 --> 00:05:42.000]  什麼細菌 什麼病毒感染
[00:05:42.000 --> 00:05:44.000]  但有些狀況
[00:05:44.000 --> 00:05:46.000]  連我們自己都不明不白
[00:05:46.000 --> 00:05:48.000]  不知道背後的原因在哪裏
[00:05:48.000 --> 00:05:51.000]  或者我們只是知道一些很片面
[00:05:51.000 --> 00:05:53.000]  一些很表面的原因
[00:05:53.000 --> 00:05:55.000]  你知不知道
[00:05:55.000 --> 00:05:58.000]  我見了多少年的輔導
[00:05:58.000 --> 00:06:00.000]  我才可以這麼完整地將
[00:06:00.000 --> 00:06:01.000]  我這個故事
[00:06:01.000 --> 00:06:04.000]  我怎樣陷入抑鬱的故事
[00:06:04.000 --> 00:06:06.000]  完整地一次告訴大家
[00:06:06.000 --> 00:06:09.000]  我可以追溯到我小時候的根源
[00:06:09.000 --> 00:06:12.000]  我見了很久很久的輔導
[00:06:12.000 --> 00:06:14.000]  一次又一次地去整理
[00:06:14.000 --> 00:06:15.000]  去找那些原因
[00:06:15.000 --> 00:06:17.000]  我才能夠整理到我自己的人生
[00:06:17.000 --> 00:06:20.000]  知道我一些問題的原因在哪裏
[00:06:20.000 --> 00:06:22.000]  可能今天我們不是每一個人
[00:06:22.000 --> 00:06:24.000]  都明白我們裏面的破碎
[00:06:24.000 --> 00:06:27.000]  我們所經歷的事的原因
[00:06:27.000 --> 00:06:28.000]  可能我們不是每一個人
[00:06:28.000 --> 00:06:30.000]  面對恐懼 焦慮的時候
[00:06:30.000 --> 00:06:32.000]  都知道為什麼
[00:06:32.000 --> 00:06:33.000]  或者不是我們每個人
[00:06:33.000 --> 00:06:34.000]  自我形象很低落
[00:06:34.000 --> 00:06:36.000]  或者我們裏面意識到
[00:06:36.000 --> 00:06:37.000]  我們自己都不愛自己的時候
[00:06:37.000 --> 00:06:39.000]  我們未必知道為什麼
[00:06:39.000 --> 00:06:41.000]  雖然我們未必能夠知道
[00:06:41.000 --> 00:06:44.000]  每一個我們破碎的原因
[00:06:44.000 --> 00:06:45.000]  但頂之會
[00:06:45.000 --> 00:06:50.000]  我們會知道它的源頭在哪裏
[00:06:50.000 --> 00:06:53.000]  這個世界不是一開始的時候
[00:06:53.000 --> 00:06:56.000]  就是這麼吵架 就這麼不堪
[00:06:56.000 --> 00:06:58.000]  人的生命不是由第一天
[00:06:58.000 --> 00:07:01.000]  被創造開始就注定會破碎的
[00:07:01.000 --> 00:07:03.000]  在創世紀的頭兩章裏面
[00:07:03.000 --> 00:07:07.000]  我們看到神的創造是很美好的
[00:07:07.000 --> 00:07:10.000]  是很美麗的 是完整的
[00:07:10.000 --> 00:07:12.000]  是有平安的
[00:07:12.000 --> 00:07:16.000]  神對一開始創造的那兩個人說
[00:07:16.000 --> 00:07:18.000]  只要你不要去碰那棵樹
[00:07:18.000 --> 00:07:20.000]  你不要去碰那些果實
[00:07:20.000 --> 00:07:21.000]  只要你相信我
[00:07:21.000 --> 00:07:25.000]  只要你不要嘗試靠自己來分辨善惡
[00:07:25.000 --> 00:07:28.000]  只要你不要嘗試去扮演神的角色
[00:07:28.000 --> 00:07:30.000]  Don't play God
[00:07:30.000 --> 00:07:36.000]  那你就不需要經歷死亡的權勢和威力了
[00:07:36.000 --> 00:07:38.000]  但是盜賊來到
[00:07:38.000 --> 00:07:42.000]  他要偷竊殺害毀壞神很美好的創造
[00:07:42.000 --> 00:07:46.000]  他來扭曲了神的說話
[00:07:46.000 --> 00:07:50.000]  就是這樣 死亡的權勢
[00:07:50.000 --> 00:07:53.000]  包括我們肉身死亡的疾病
[00:07:53.000 --> 00:07:56.000]  就連同我們靈性的死亡
[00:07:56.000 --> 00:08:00.000]  那些罪一起進入了這個世界裏面
[00:08:00.000 --> 00:08:02.000]  成為了每一個人
[00:08:02.000 --> 00:08:04.000]  包括你 包括我
[00:08:04.000 --> 00:08:07.000]  都一定會經歷得到的一個現實
[00:08:07.000 --> 00:08:11.000]  所以我們經常說生 老 病 死
[00:08:11.000 --> 00:08:15.000]  這個好像是每一個人都不能逃避的一個現實
[00:08:15.000 --> 00:08:17.000]  這個世界裏面
[00:08:17.000 --> 00:08:19.000]  其他人所犯的罪
[00:08:19.000 --> 00:08:21.000]  連同我們自己選擇的罪
[00:08:21.000 --> 00:08:22.000]  加在一起的時候
[00:08:22.000 --> 00:08:24.000]  就為我們每一個人
[00:08:24.000 --> 00:08:26.000]  我們的身體 我們的心 我們的靈
[00:08:26.000 --> 00:08:30.000]  去帶來了很大的破碎
[00:08:30.000 --> 00:08:34.000]  耶穌說盜賊來是要偷竊殺害和毀壞
[00:08:34.000 --> 00:08:39.000]  弟兄姊妹 你的生命裏面有什麼被他偷走了
[00:08:39.000 --> 00:08:43.000]  是你的善良 是你對人的真誠
[00:08:43.000 --> 00:08:46.000]  那份單純
[00:08:46.000 --> 00:08:48.000]  我們知道被人騙過的人
[00:08:48.000 --> 00:08:50.000]  他們會覺得很難再信人
[00:08:50.000 --> 00:08:52.000]  被人佔便宜的
[00:08:52.000 --> 00:08:55.000]  就算你不反過來找人著數也好
[00:08:55.000 --> 00:08:57.000]  你都很難去建立一個防衛機制
[00:08:57.000 --> 00:09:00.000]  或者有一些戒心
[00:09:00.000 --> 00:09:02.000]  你的個性 你的人格
[00:09:02.000 --> 00:09:05.000]  有什麼地方被殺害了
[00:09:05.000 --> 00:09:08.000]  你會不會以前都很樂於去助人
[00:09:08.000 --> 00:09:09.000]  你很喜歡幫人
[00:09:09.000 --> 00:09:10.000]  但是在戰場
[00:09:10.000 --> 00:09:12.000]  不是 我的意思是職場裏面
[00:09:12.000 --> 00:09:14.000]  那個生存的法則就是
[00:09:14.000 --> 00:09:16.000]  我們要敵我分明
[00:09:16.000 --> 00:09:18.000]  其實你明明看到旁邊那個人
[00:09:18.000 --> 00:09:19.000]  他有一個同事要幫忙的
[00:09:19.000 --> 00:09:21.000]  但是你自己添過的人就告訴你
[00:09:21.000 --> 00:09:23.000]  你的世界是弱肉強食的
[00:09:23.000 --> 00:09:25.000]  你對人家仁慈
[00:09:25.000 --> 00:09:26.000]  就是對自己殘忍
[00:09:26.000 --> 00:09:28.000]  你幫了他的話
[00:09:28.000 --> 00:09:29.000]  你就是害了我們自己人
[00:09:29.000 --> 00:09:30.000]  你知不知道
[00:09:30.000 --> 00:09:32.000]  不要做厭仔
[00:09:32.000 --> 00:09:36.000]  甚至那些什麼看人什麼最開心那些
[00:09:36.000 --> 00:09:39.000]  真正的人格謀殺
[00:09:39.000 --> 00:09:41.000]  Character assassination
[00:09:41.000 --> 00:09:43.000]  不是人家怎樣去抹黑你
[00:09:43.000 --> 00:09:44.000]  弟兄姊妹
[00:09:44.000 --> 00:09:47.000]  不是人家在外面去說什麼
[00:09:47.000 --> 00:09:48.000]  Paint一個怎樣的Picture
[00:09:48.000 --> 00:09:50.000]  那些東西都是外在的
[00:09:50.000 --> 00:09:52.000]  而你內在的人格
[00:09:52.000 --> 00:09:53.000]  你的Character
[00:09:53.000 --> 00:09:57.000]  被周圍的黑暗和罪惡污染了
[00:09:57.000 --> 00:09:58.000]  淹沒了
[00:09:58.000 --> 00:09:59.000]  殺害了
[00:09:59.000 --> 00:10:04.000]  那個才是最嚴重最嚴重的一個人格的謀殺
[00:10:04.000 --> 00:10:09.000]  你的生命有什麼地方被殺害了
[00:10:09.000 --> 00:10:14.000]  又或者你的生命有什麼被毀壞了呢
[00:10:14.000 --> 00:10:17.000]  上星期我和Roslyn在深水埗那裏
[00:10:17.000 --> 00:10:19.000]  我們去參與一個外展
[00:10:19.000 --> 00:10:22.000]  在一個公園裏面去接觸一些露宿者
[00:10:22.000 --> 00:10:25.000]  那些露宿者其實絕大部份都是吸毒者
[00:10:25.000 --> 00:10:27.000]  有一個人我見到他
[00:10:27.000 --> 00:10:29.000]  他穿得很齊禮
[00:10:29.000 --> 00:10:31.000]  我覺得他穿得比我今天齊禮
[00:10:31.000 --> 00:10:35.000]  衣服我覺得好像燙到直一樣
[00:10:35.000 --> 00:10:36.000]  不皺的
[00:10:36.000 --> 00:10:38.000]  是新的衣服
[00:10:38.000 --> 00:10:39.000]  我見到他
[00:10:39.000 --> 00:10:40.000]  他是一個很齊禮的人
[00:10:40.000 --> 00:10:42.000]  但他的眼睛是這樣的
[00:10:42.000 --> 00:10:43.000]  是一條線
[00:10:43.000 --> 00:10:44.000]  是抹不大的
[00:10:44.000 --> 00:10:46.000]  因為他被陷害了
[00:10:46.000 --> 00:10:47.000]  他就這樣在那裏
[00:10:47.000 --> 00:10:48.000]  我們遇到他的時候
[00:10:48.000 --> 00:10:50.000]  我們一些同伴就問他
[00:10:50.000 --> 00:10:52.000]  你想不想去戒毒
[00:10:52.000 --> 00:10:56.000]  你想不想來我們戒毒的中心裏面
[00:10:56.000 --> 00:10:58.000]  他一條線這樣做
[00:10:58.000 --> 00:11:00.000]  好呀好呀好呀我想呀
[00:11:00.000 --> 00:11:03.000]  戒了毒就可以回家見到我家人
[00:11:03.000 --> 00:11:05.000]  好呀好呀好呀
[00:11:05.000 --> 00:11:07.000]  他很興奮地馬上
[00:11:07.000 --> 00:11:08.000]  我們給他一些紙筆
[00:11:08.000 --> 00:11:11.000]  抄下了一些聯絡的方法
[00:11:11.000 --> 00:11:13.000]  然後下一秒
[00:11:13.000 --> 00:11:15.000]  你們不要跟著來
[00:11:15.000 --> 00:11:18.000]  我有些事要去做
[00:11:18.000 --> 00:11:21.000]  他就去開餐
[00:11:21.000 --> 00:11:23.000]  我們的生命有什麼地方
[00:11:23.000 --> 00:11:25.000]  是被毀壞了的呢
[00:11:25.000 --> 00:11:28.000]  我們生命裏面有哪些地方
[00:11:28.000 --> 00:11:30.000]  是跟我們自己的期望有一個
[00:11:30.000 --> 00:11:32.000]  很大的落差的呢
[00:11:32.000 --> 00:11:34.000]  你知道我所說的不是我們戶口有多少錢
[00:11:34.000 --> 00:11:37.000]  不是一年可以去多少次旅行
[00:11:37.000 --> 00:11:39.000]  不是職業上你可以做些什麼
[00:11:39.000 --> 00:11:42.000]  我想問其實我們在在有多少人
[00:11:42.000 --> 00:11:44.000]  其實是本來想做一個好的丈夫
[00:11:44.000 --> 00:11:46.000]  好的太太 好的爸爸媽媽
[00:11:46.000 --> 00:11:48.000]  好的上司 好的同事
[00:11:48.000 --> 00:11:51.000]  但是我們生命裏面的關係
[00:11:51.000 --> 00:11:54.000]  跟我們的期望有一個很大很大的落差
[00:11:54.000 --> 00:11:56.000]  或者有多少人
[00:11:56.000 --> 00:11:58.000]  你因為你心靈上的破碎
[00:11:58.000 --> 00:12:00.000]  或者你身體裏面的疾病
[00:12:00.000 --> 00:12:02.000]  你靈性裏面的罪惡
[00:12:02.000 --> 00:12:04.000]  令到你知道你在人生裏面
[00:12:04.000 --> 00:12:06.000]  你錯過了很多東西
[00:12:06.000 --> 00:12:08.000]  耶穌說盜賊來是要偷竊
[00:12:08.000 --> 00:12:11.000]  要殺害 要毀壞
[00:12:11.000 --> 00:12:13.000]  每個感同身受的人都明白
[00:12:13.000 --> 00:12:15.000]  我們困在這種黑暗
[00:12:15.000 --> 00:12:17.000]  這種罪惡 這些疾病
[00:12:17.000 --> 00:12:19.000]  這些死亡之中的無奈
[00:12:19.000 --> 00:12:23.000]  但是我們知道這個故事
[00:12:23.000 --> 00:12:25.000]  或者耶穌這句話是還沒說完
[00:12:25.000 --> 00:12:29.000]  耶穌接著說
[00:12:29.000 --> 00:12:32.000]  我來了 是要叫人得生命
[00:12:32.000 --> 00:12:35.000]  並且得的更豐盛
[00:12:35.000 --> 00:12:37.000]  但是當神的兒子來到這個
[00:12:37.000 --> 00:12:39.000]  這麼破爛不堪的世界
[00:12:39.000 --> 00:12:41.000]  面對著一群百孔千瘡的人
[00:12:41.000 --> 00:12:43.000]  他可以做些什麼呢
[00:12:43.000 --> 00:12:47.000]  在這個講道系列裏面
[00:12:47.000 --> 00:12:50.000]  我們想說一個很重要的題目
[00:12:50.000 --> 00:12:52.000]  我們想說醫治
[00:12:52.000 --> 00:12:55.000]  等我先聲明這種醫治
[00:12:55.000 --> 00:12:57.000]  不單止是說剛才我說的
[00:12:57.000 --> 00:12:59.000]  心靈裏面的破碎
[00:12:59.000 --> 00:13:01.000]  我相信耶穌的醫治
[00:13:01.000 --> 00:13:03.000]  是包括在身體上
[00:13:03.000 --> 00:13:05.000]  包括在我們的情緒上
[00:13:05.000 --> 00:13:06.000]  包括在心靈上
[00:13:06.000 --> 00:13:08.000]  甚至在我們靈性裏面
[00:13:08.000 --> 00:13:10.000]  最深最深的一種醫治
[00:13:10.000 --> 00:13:13.000]  我們回到馬太福音第一章
[00:13:13.000 --> 00:13:15.000]  來看看耶穌出生之前
[00:13:15.000 --> 00:13:17.000]  天使對弱勢的預言
[00:13:17.000 --> 00:13:18.000]  那裏這樣說
[00:13:18.000 --> 00:13:19.000]  天使向弱勢顯現說
[00:13:19.000 --> 00:13:20.000]  在夢裏面
[00:13:20.000 --> 00:13:22.000]  他說大衛的子孫弱勢
[00:13:22.000 --> 00:13:23.000]  你不用怕
[00:13:23.000 --> 00:13:25.000]  將你的妻子瑪利亞娶過來
[00:13:25.000 --> 00:13:27.000]  因為她所懷的人是從聖靈來的
[00:13:27.000 --> 00:13:28.000]  聖誕節經常讀
[00:13:28.000 --> 00:13:30.000]  他要生一個兒子
[00:13:30.000 --> 00:13:33.000]  你要為他起名叫做耶穌
[00:13:33.000 --> 00:13:35.000]  因為他要將自己的百姓
[00:13:35.000 --> 00:13:37.000]  從罪惡裏面救出來
[00:13:37.000 --> 00:13:38.000]  天使宣告
[00:13:38.000 --> 00:13:39.000]  當神的兒子
[00:13:39.000 --> 00:13:42.000]  透過被聖靈感染的瑪利亞
[00:13:42.000 --> 00:13:43.000]  來到這個世界上
[00:13:43.000 --> 00:13:45.000]  成為一個有血有肉的人的時候
[00:13:45.000 --> 00:13:48.000]  他的名字會叫做耶穌
[00:13:48.000 --> 00:13:51.000]  但大家不要以為這個名字很特別
[00:13:51.000 --> 00:13:54.000]  因為其實在第一世紀的猶太社會裏面
[00:13:54.000 --> 00:13:56.000]  這是一個很普遍的名字
[00:13:56.000 --> 00:13:58.000]  其實現在阿仙奴也有一個
[00:13:58.000 --> 00:13:59.000]  是不是阿仙奴
[00:13:59.000 --> 00:14:01.000]  是阿仙奴
[00:14:01.000 --> 00:14:04.000]  耶穌是一個很耳熟能詳的
[00:14:04.000 --> 00:14:08.000]  希伯來的名字的一個希列文翻譯
[00:14:08.000 --> 00:14:11.000]  那個很耳熟能詳的希伯來名叫做
[00:14:11.000 --> 00:14:12.000]  約書亞
[00:14:12.000 --> 00:14:13.000]  Yahshua
[00:14:13.000 --> 00:14:14.000]  意思是
[00:14:14.000 --> 00:14:16.000]  Yahweh is salvation
[00:14:16.000 --> 00:14:18.000]  神是拯救
[00:14:18.000 --> 00:14:19.000]  天使告訴我們
[00:14:19.000 --> 00:14:22.000]  耶穌帶來的拯救
[00:14:22.000 --> 00:14:26.000]  不是在人的手中得到拯救這麼簡單
[00:14:26.000 --> 00:14:28.000]  不是猶太人一直期待著
[00:14:28.000 --> 00:14:31.000]  在政治、軍事上得到解放
[00:14:31.000 --> 00:14:33.000]  天使很清楚地告訴我們
[00:14:33.000 --> 00:14:35.000]  神的兒子來到這個世界
[00:14:35.000 --> 00:14:37.000]  是要將他的百姓
[00:14:37.000 --> 00:14:39.000]  即是那些以他為王
[00:14:39.000 --> 00:14:40.000]  那些屬於他的人
[00:14:40.000 --> 00:14:43.000]  從罪裏面去救出來
[00:14:43.000 --> 00:14:47.000]  也就是要從罪的權勢和客制之中
[00:14:47.000 --> 00:14:48.000]  將那些人釋放出來
[00:14:48.000 --> 00:14:50.000]  讓人可以得到自由
[00:14:50.000 --> 00:14:52.000]  可能我們也試過
[00:14:52.000 --> 00:14:55.000]  我們不能夠自控地說謊
[00:14:55.000 --> 00:14:58.000]  或者那些負面的思想會自動地彈出來
[00:14:58.000 --> 00:15:00.000]  或者我們有一些沉溺的行為
[00:15:00.000 --> 00:15:02.000]  我們活在一些不健康的關係裏
[00:15:02.000 --> 00:15:04.000]  但每一次
[00:15:04.000 --> 00:15:07.000]  耶穌可以叫我們得到自由
[00:15:07.000 --> 00:15:08.000]  不單止如此
[00:15:08.000 --> 00:15:12.000]  耶穌也會將我們從罪的後果裏拯救出來
[00:15:12.000 --> 00:15:15.000]  罪所帶來的後果就是死亡
[00:15:15.000 --> 00:15:17.000]  包括了我們靈的死亡
[00:15:17.000 --> 00:15:19.000]  即是我們的靈魂和神完全隔絕了
[00:15:19.000 --> 00:15:23.000]  但也包括了我們肉身的死亡和疾病
[00:15:23.000 --> 00:15:30.000]  耶穌要將我們從罪的權勢和罪的後果裏拯救出來
[00:15:30.000 --> 00:15:31.000]  當我們相信耶穌的那一刻
[00:15:31.000 --> 00:15:34.000]  我們的靈就在我們裏面再次活過來
[00:15:34.000 --> 00:15:38.000]  我們用的字眼是我們經歷了一種重生
[00:15:38.000 --> 00:15:40.000]  耶穌在約翰福音第三章
[00:15:40.000 --> 00:15:42.000]  向尼哥底母要解釋的就是這件事
[00:15:42.000 --> 00:15:44.000]  我們上星期慶祝復活節
[00:15:44.000 --> 00:15:48.000]  所慶祝的就是耶穌從死裏面復活
[00:15:48.000 --> 00:15:50.000]  祂的身體再一次復活
[00:15:50.000 --> 00:15:52.000]  而當祂來的時候
[00:15:52.000 --> 00:15:55.000]  我們也會和祂一起經歷這種身體的復活
[00:15:55.000 --> 00:15:57.000]  弟兄姊妹你們知道吧
[00:15:57.000 --> 00:16:00.000]  我覺得今天好像又回到上我們的Baptism Class 2.0
[00:16:00.000 --> 00:16:05.000]  我們的信仰在我們的教義裏面
[00:16:05.000 --> 00:16:07.000]  我們在說當耶穌再來的時候
[00:16:07.000 --> 00:16:09.000]  我們的身體也要復活
[00:16:09.000 --> 00:16:11.000]  所以在古代的信經裏面
