
[00:00:00.000 --> 00:00:02.000]   Everybody says, amen.
[00:05:22.000 --> 00:05:26.000]   Lord, I'm open to what it is that you want to say to me this year.
[00:05:26.000 --> 00:05:31.000]   And Father, we are excited by that. And we thank you for this in Jesus' name.
[00:05:31.000 --> 00:05:33.000]   Everyone says.
[00:05:33.000 --> 00:05:38.000]   Back in September, end of September, I received a dream from God.
[00:05:38.000 --> 00:05:43.000]   And it was whilst I was on holiday in Koh Samui in Thailand.
[00:05:43.000 --> 00:05:45.000]   And if you've been at the Vine for any period of time,
[00:05:45.000 --> 00:05:47.000]   you'll probably know that often God speaks to me in dreams.
[00:05:47.000 --> 00:05:50.000]   That's often how I hear from the Lord.
[00:05:50.000 --> 00:05:55.000]   Weirdly though, I often receive these dreams when I'm actually on holiday.
[00:05:55.000 --> 00:06:00.000]   I think this is kind of bizarre because as a pastor, as a full-time pastor,
[00:06:00.000 --> 00:06:07.000]   I carve time out regularly during my work schedule to hear and discern and to get dreams and vision from God.
[00:06:07.000 --> 00:06:13.000]   But the time that he often chooses to download stuff to me is whilst I'm on holiday.
[00:06:13.000 --> 00:06:21.000]   So I actually have said to my elders, "You should just keep me on holiday the whole time for the benefit of the church."
[00:06:21.000 --> 00:06:22.000]   But they didn't buy that.
[00:06:22.000 --> 00:06:26.000]   But anyway, oftentimes God speaks to me when I'm on holiday.
[00:06:26.000 --> 00:06:33.000]   And here it was, the same thing, actually the last night of this holiday that Chris and I were having for our 25th anniversary.
[00:06:33.000 --> 00:06:35.000]   And God gave me a dream.
[00:06:35.000 --> 00:06:38.000]   And I know when the dreams are from God, they're incredibly vivid.
[00:06:38.000 --> 00:06:40.000]   They're incredibly detailed.
[00:06:40.000 --> 00:06:44.000]   And usually they have something to say to us as a church community.
[00:06:44.000 --> 00:06:48.000]   And so let me tell you about this dream.
[00:06:48.000 --> 00:06:55.000]   In the dream, I was in a massive large room, a room not too dissimilar to this one.
[00:06:55.000 --> 00:06:59.000]   Actually, it was probably a bit bigger than this one, but it was a big large room.
[00:06:59.000 --> 00:07:01.000]   And the room was completely empty.
[00:07:01.000 --> 00:07:09.000]   There was nothing in this room except for two armchairs in the middle of the room.
[00:07:09.000 --> 00:07:18.000]   And in the dream, I found myself sitting in one of the armchairs, and opposite me was another armchair.
[00:07:18.000 --> 00:07:22.000]   And that armchair was... nobody was there. It was empty.
[00:07:22.000 --> 00:07:31.000]   And as I'm sitting there staring at this empty armchair in this massive empty room, God's presence fell in the room.
[00:07:31.000 --> 00:07:34.000]   And it was the most incredible thing.
[00:07:34.000 --> 00:07:38.000]   The glory of God was all around the room.
[00:07:38.000 --> 00:07:41.000]   His presence was in the atmosphere.
[00:07:41.000 --> 00:07:46.000]   And actually, it reminded me straight away of those times when we gathered to worship here at the Vine.
[00:07:46.000 --> 00:07:51.000]   And we've just experienced an incredible time of worship here together this morning.
[00:07:51.000 --> 00:07:56.000]   And it's those moments that my mind went to as I'm sitting in this chair,
[00:07:56.000 --> 00:08:02.000]   and I'm experiencing this incredible sense of God being in the atmosphere, being in the room.
[00:08:02.000 --> 00:08:09.000]   You know what it's like when you come to worship here, and it feels like there's this kind of tangible reality of God in the air, if you will.
[00:08:09.000 --> 00:08:11.000]   And that's what it felt like.
[00:08:11.000 --> 00:08:16.000]   But as I was sitting there in this dream, a thought went straight through my mind.
[00:08:16.000 --> 00:08:18.000]   And the thought was this.
[00:08:18.000 --> 00:08:26.000]   I'm not satisfied with God just being in the atmosphere around me in the room.
[00:08:26.000 --> 00:08:31.000]   I want God to come and sit down opposite me.
[00:08:31.000 --> 00:08:37.000]   My heart was, as much as I was enjoying the reality of His presence around us,
[00:08:37.000 --> 00:08:43.000]   I wanted Jesus to come and sit with me and be tangibly present with me
[00:08:43.000 --> 00:08:45.000]   so that we could be face to face together,
[00:08:45.000 --> 00:08:50.000]   so that we could commune in a way that is far deeper and far more intimate
[00:08:50.000 --> 00:08:53.000]   than just the reality of His presence in the room.
[00:08:53.000 --> 00:08:55.000]   You following this?
[00:08:55.000 --> 00:09:00.000]   And so as I thought this, as I was like, "God, I don't want you just around me.
[00:09:00.000 --> 00:09:04.000]   I want you with me. I want you here. I want you physically here."
[00:09:04.000 --> 00:09:12.000]   I saw all these shards of light and all this kind of light that sort of flashed around the chair itself.
[00:09:12.000 --> 00:09:18.000]   And then I saw the cushion of the chair depress, as if somebody with some weight had just sat down,
[00:09:18.000 --> 00:09:25.000]   although I didn't see anybody, but I knew that Jesus had just sat down in front of me.
[00:09:25.000 --> 00:09:30.000]   And this dream was incredibly real.
[00:09:30.000 --> 00:09:34.000]   And I knew that Jesus had sat down in front of me, but I couldn't see Him.
[00:09:34.000 --> 00:09:39.000]   I didn't see His face or anything, but I knew He was there, not just in the room,
[00:09:39.000 --> 00:09:42.000]   but now fully present with me.
[00:09:42.000 --> 00:09:49.000]   And I have to tell you, it was the most at peace in this dream.
[00:09:49.000 --> 00:09:55.000]   By the way, when I dream and God speaks to me in dreams, I can kind of think about it
[00:09:55.000 --> 00:09:58.000]   in the moment that it's happening, and I kind of reflect as it's going.
[00:09:58.000 --> 00:10:06.000]   And it was like, this is the most tangible sense of the presence and the power and the peace
[00:10:06.000 --> 00:10:09.000]   and the shalom of God that I've ever felt.
[00:10:09.000 --> 00:10:17.000]   And it almost was like in Jesus sitting right opposite me, even in my sin, in my brokenness,
[00:10:17.000 --> 00:10:22.000]   in the stuff that's ugly about me, the things that I don't talk about, all the stuff that I try to avoid,
[00:10:22.000 --> 00:10:25.000]   all of that was present to Him and none of it mattered at all.
[00:10:25.000 --> 00:10:29.000]   I had complete wholeness in Him.
[00:10:29.000 --> 00:10:34.000]   It's basically what the Bible speaks about as shalom, completeness.
[00:10:34.000 --> 00:10:43.000]   I was completely how I was designed to be as I was sitting opposite Jesus.
[00:10:43.000 --> 00:10:46.000]   It was the most beautiful kind of experience that I've ever had.
[00:10:46.000 --> 00:10:52.000]   Now, right as I had kind of got my head around the reality of this beautiful experience,
[00:10:52.000 --> 00:10:54.000]   suddenly it changed.
[00:10:54.000 --> 00:11:01.000]   And rather than Jesus being sat next to me or opposite me, suddenly a young adult from here at the Vine
[00:11:01.000 --> 00:11:06.000]   that I know, she was sitting suddenly opposite me, which was a bit of a jarring experience
[00:11:06.000 --> 00:11:10.000]   because it was Jesus and then it became this young lady.
[00:11:10.000 --> 00:11:14.000]   And this young lady I know here at the Vine, and she's single.
[00:11:14.000 --> 00:11:18.000]   And as she's sitting there, and before I can communicate with her or anything,
[00:11:18.000 --> 00:11:24.000]   she stands up and she turns sideways and she's pregnant.
[00:11:24.000 --> 00:11:27.000]   And I thought, "This is bizarre."
[00:11:27.000 --> 00:11:33.000]   Because she's single, I know her, she's single, and she stands up and she turns to the side
[00:11:33.000 --> 00:11:35.000]   to show me that she's pregnant.
[00:11:35.000 --> 00:11:42.000]   Now, in all of this, I know that God's speaking to me about worship and our community as a church.
[00:11:42.000 --> 00:11:46.000]   I know that all of this dream, because of the way it started and the presence of God in the room
[00:11:46.000 --> 00:11:50.000]   and it reminded me of the Vine, I know that all of this is speaking about our worship.
[00:11:50.000 --> 00:11:55.000]   So this lady was representing, in a way, worship at the church, and she's pregnant.
[00:11:55.000 --> 00:11:57.000]   And I think immediately this is good news.
[00:11:57.000 --> 00:12:03.000]   What God's saying is, "In 2024, we should be pregnant with expectation in our worship at the Vine."
[00:12:03.000 --> 00:12:08.000]   That God is going to birth some incredible things in our church this year.
[00:12:08.000 --> 00:12:12.000]   But immediately, God was like, "Nah."
[00:12:12.000 --> 00:12:17.000]   Because I knew she was single, but she was pregnant.
[00:12:17.000 --> 00:12:20.000]   And something didn't feel right.
[00:12:20.000 --> 00:12:23.000]   The picture of it, the reality of it, I wasn't expecting it.
[00:12:23.000 --> 00:12:28.000]   It didn't feel right. It wasn't quite the way things should be.
[00:12:28.000 --> 00:12:33.000]   And I felt immediately that God was saying, "Andrew, in the worship at the Vine..."
[00:12:33.000 --> 00:12:39.000]   Now, when I talk about worship at the Vine, I'm not talking about band or songs or music or that.
[00:12:39.000 --> 00:12:43.000]   I'm talking about your adoration, our adoration of Jesus.
[00:12:43.000 --> 00:12:49.000]   That's worship, our thanksgiving and adoration and praise, our lifestyle, the way we are.
[00:12:49.000 --> 00:12:55.000]   Our worship at the Vine, God was saying, "Andrew, it's not quite right.
[00:12:55.000 --> 00:12:58.000]   There's something wrong.
[00:12:58.000 --> 00:13:01.000]   Sometimes it looks right. Sometimes it doesn't look right.
[00:13:01.000 --> 00:13:05.000]   There's some problem with the worship."
[00:13:05.000 --> 00:13:11.000]   And as I was sitting in the reality of this lady who was pregnant, it didn't feel right.
[00:13:11.000 --> 00:13:13.000]   I knew that there was something wrong here.
[00:13:13.000 --> 00:13:17.000]   I felt like God said this, "Here's the sense, Andrew.
[00:13:17.000 --> 00:13:24.000]   The church has settled for the general atmosphere of God,
[00:13:24.000 --> 00:13:30.000]   and they are not pushing beyond that to the actual person of God."
[00:13:30.000 --> 00:13:34.000]   And I want to say this as strongly to us as I can.
[00:13:34.000 --> 00:13:39.000]   That I think one of the corrections God is bringing to us at the Vine is that at times here at the Vine,
[00:13:39.000 --> 00:13:44.000]   we have settled simply for the general atmosphere of God.
[00:13:44.000 --> 00:13:49.000]   Oh, we come in on a Sunday and we sing our songs and we enjoy a nice feeling together,
[00:13:49.000 --> 00:13:53.000]   and we think that that's enough.
[00:13:53.000 --> 00:13:56.000]   And we've settled for the general atmosphere of God,
[00:13:56.000 --> 00:14:04.000]   and we haven't pushed beyond that to meet with the actual person of God.
[00:14:04.000 --> 00:14:10.000]   As I was sitting in that reality, suddenly my dream changed and gone were the two chairs.
[00:14:10.000 --> 00:14:12.000]   And here's what happened next.
[00:14:12.000 --> 00:14:15.000]   There was a great big bed.
[00:14:15.000 --> 00:14:19.000]   There was a massive bed, a bed as big as you could ever imagine in this room,
[00:14:19.000 --> 00:14:21.000]   filled with this whole room.
[00:14:21.000 --> 00:14:23.000]   It was one big bed, one massive mattress.
[00:14:23.000 --> 00:14:26.000]   And on this bed, I could see all these people sitting.
[00:14:26.000 --> 00:14:28.000]   There were some people sitting on their own.
[00:14:28.000 --> 00:14:30.000]   There were some people sitting as couples.
[00:14:30.000 --> 00:14:33.000]   There were some people sitting in groups, like as friends in groups.
[00:14:33.000 --> 00:14:38.000]   And all of them were covered in bed sheets on this massive bed.
[00:14:38.000 --> 00:14:42.000]   Now, it's important that you understand there wasn't anything overtly sexual in this,
[00:14:42.000 --> 00:14:46.000]   but I knew that God was speaking to me about intimacy.
[00:14:46.000 --> 00:14:48.000]   And He was saying, "Here's the reality.
[00:14:48.000 --> 00:14:54.000]   I have created people to be intimate with me,
[00:14:54.000 --> 00:15:00.000]   but at the vine, you have replaced your desire to be intimate with me
[00:15:00.000 --> 00:15:05.000]   with only a desire to be intimate with one another."
[00:15:05.000 --> 00:15:06.000]   Come on, church.
[00:15:06.000 --> 00:15:09.000]   I know this is strong, but I'm putting it out there.
[00:15:09.000 --> 00:15:14.000]   That we have replaced our rightful desire to be intimate with God,
[00:15:14.000 --> 00:15:20.000]   and we are only interested in being intimate with one another.
[00:15:20.000 --> 00:15:24.000]   Whether that's groups of friends in the intimacy of friendship,
[00:15:24.000 --> 00:15:28.000]   whether that was couples in the intimacy of sexual intimacy,
[00:15:28.000 --> 00:15:33.000]   whether it was people who were on their own trying to find intimacy in various other ways,
[00:15:33.000 --> 00:15:36.000]   I think the bed represented a lot of different things,
[00:15:36.000 --> 00:15:41.000]   but it was the reality that there are alternative forms of intimacy
[00:15:41.000 --> 00:15:44.000]   that you can experience.
[00:15:44.000 --> 00:15:47.000]   As soon as I saw that, the bed disappeared again, and, woom,
[00:15:47.000 --> 00:15:52.000]   I was straight back to the two chairs, and once again, I was sitting in the armchair.
[00:15:52.000 --> 00:15:56.000]   And right opposite me, the armchair decompressed once again
[00:15:56.000 --> 00:16:00.000]   as the presence of Jesus sat down.
[00:16:00.000 --> 00:16:03.000]   And as soon as the presence of Jesus sat down in front of me again,
[00:16:03.000 --> 00:16:08.000]   I felt this incredible, powerful sense of peace and calm.
[00:16:08.000 --> 00:16:11.000]   Immediately, I knew that every longing I had in my heart,
[00:16:11.000 --> 00:16:15.000]   every thing that I desired, all the intimacy that I could ever want for
[00:16:15.000 --> 00:16:18.000]   was satisfied in the reality of the presence of God.
[00:16:18.000 --> 00:16:24.000]   Not the atmosphere of God, but the person of God who was right here with me.
[00:16:24.000 --> 00:16:27.000]   And this time, I jumped up in my dream.
[00:16:27.000 --> 00:16:31.000]   And I jumped up, and I'm like, "Jesus, please stay there. Don't go anywhere."
[00:16:31.000 --> 00:16:34.000]   But I was like, "I want others to experience this, right?"
[00:16:34.000 --> 00:16:36.000]   Like, I don't want to be selfish here.
[00:16:36.000 --> 00:16:39.000]   I don't want to be the only one who ever gets to feel complete and whole.
[00:16:39.000 --> 00:16:42.000]   And so in the dream, I started to look around the room,
[00:16:42.000 --> 00:16:45.000]   and I tried to find some other people. Remember, it was a big, empty room.
[00:16:45.000 --> 00:16:48.000]   But I wanted to try and find some other people to come and sit down with me
[00:16:48.000 --> 00:16:51.000]   and experience the intimacy that I was experiencing with Jesus.
[00:16:51.000 --> 00:16:54.000]   And that was my longed for and my wish for,
[00:16:54.000 --> 00:16:57.000]   and that was basically everything that I could feel in every ounce of me was,
[00:16:57.000 --> 00:17:03.000]   "Where are the people who will come and experience,
[00:17:03.000 --> 00:17:08.000]   who will be willing to sit for a moment and experience this intimacy with Jesus?"
[00:17:08.000 --> 00:17:14.000]   And on that thought, unfortunately, I woke up.
[00:17:14.000 --> 00:17:19.000]   And there I was, in my bed in Koh Samui, Thailand, on holiday,
[00:17:19.000 --> 00:17:23.000]   and I felt like I was in the worst place in the world
[00:17:23.000 --> 00:17:26.000]   because I had just experienced the best place in the world,
[00:17:26.000 --> 00:17:31.000]   that there is nothing that can ever replace the intimacy of Jesus Christ.
[00:17:31.000 --> 00:17:33.000]   And when you've experienced it like that,
[00:17:33.000 --> 00:17:36.000]   everything else is sort of this other kind of experience.
[00:17:36.000 --> 00:17:39.000]   And although I was in paradise and in this beautiful place,
[00:17:39.000 --> 00:17:41.000]   I longed to get back to that.
[00:17:41.000 --> 00:17:43.000]   I grabbed my phone from the side of my bed,
[00:17:43.000 --> 00:17:45.000]   and I started to make all these notes about the dream
[00:17:45.000 --> 00:17:49.000]   so that I could tell you on the 7th of January.
[00:17:49.000 --> 00:17:52.000]   But I wrote all the details about the dream down as much as I could,
[00:17:52.000 --> 00:17:55.000]   and I started to reflect a little bit about intimacy
[00:17:55.000 --> 00:17:59.000]   because I realized that what God's really speaking to us about is intimacy in this year.
[00:17:59.000 --> 00:18:02.000]   In fact, everything we're going to talk about here at The Vine is going to be that one thing.
[00:18:02.000 --> 00:18:05.000]   We're going to talk a lot about intimacy.
[00:18:05.000 --> 00:18:08.000]   Here's the first thing you need to know about intimacy.
[00:18:08.000 --> 00:18:14.000]   Every human being has been created with a desire, a longing for intimacy.
[00:18:14.000 --> 00:18:18.000]   I believe that this is a God-created desire in all of us.
[00:18:18.000 --> 00:18:22.000]   God has created every human being with a desire to find intimacy,
[00:18:22.000 --> 00:18:26.000]   and that intimacy is both with Him and also with one another.
[00:18:26.000 --> 00:18:31.000]   That it is a good and a holy thing to want to be intimate.
[00:18:31.000 --> 00:18:34.000]   That we long and desire for intimacy.
[00:18:34.000 --> 00:18:39.000]   And that desire that we have is so deep in us, so visceral in us,
[00:18:39.000 --> 00:18:45.000]   that it only ever fulfills its fullness in our relationship with God.
[00:18:45.000 --> 00:18:48.000]   I realized as I was literally sitting there writing all this down on my phone
[00:18:48.000 --> 00:18:50.000]   at like 3 in the morning or whatever it was,
[00:18:50.000 --> 00:18:54.000]   I remembered this is the reason why God created in the first place.
[00:18:54.000 --> 00:18:57.000]   I mean think about it for a moment. Think about it theologically.
[00:18:57.000 --> 00:18:59.000]   We're going to get theological. We've gone from dreams to theology.
[00:18:59.000 --> 00:19:01.000]   Okay, with me. Think about it theologically.
[00:19:01.000 --> 00:19:04.000]   Because in the Godhead at the beginning of all things,
[00:19:04.000 --> 00:19:06.000]   in the Father, the Son, and the Holy Spirit,
[00:19:06.000 --> 00:19:11.000]   there is an eternal intimacy that they have that is the fullness and the completeness of Shalom.
[00:19:11.000 --> 00:19:16.000]   God did not need anything other than the Father, the Son, and the Holy Spirit together.
[00:19:16.000 --> 00:19:20.000]   In other words, creation is not to satisfy something that God lacks.
[00:19:20.000 --> 00:19:21.000]   Are you with me?
[00:19:21.000 --> 00:19:23.000]   God has the fullness of intimacy.
[00:19:23.000 --> 00:19:25.000]   If you want to know and understand what intimacy is,
[00:19:25.000 --> 00:19:29.000]   the Father, the Son, and the Holy Spirit in the fullness together is the picture of intimacy.
[00:19:29.000 --> 00:19:34.000]   The reason why God creates is invitation.
[00:19:34.000 --> 00:19:39.000]   He creates because He wants to invite others into that intimacy.
[00:19:39.000 --> 00:19:43.000]   In the same way that I jumped out of my chair and I was like, "Jesus, stay there."
[00:19:43.000 --> 00:19:46.000]   But who else can experience this with me?
[00:19:46.000 --> 00:19:48.000]   I could almost imagine the Trinity getting together.
[00:19:48.000 --> 00:19:51.000]   "Hey, guys, this is amazing, but let's create
[00:19:51.000 --> 00:19:54.000]   so that others can come and be a part of this, and they can experience this,
[00:19:54.000 --> 00:19:57.000]   and they can know what the fullness is of this incredible intimacy.
[00:19:57.000 --> 00:20:01.000]   And that intimacy will create the fullness in them, and it will be like this incredible thing."
[00:20:01.000 --> 00:20:05.000]   The first thing you need to know about intimacy is that it's founded on three things,
[00:20:05.000 --> 00:20:11.000]   creation, love, and invitation.
[00:20:11.000 --> 00:20:16.000]   Every form of intimacy makes space for others.
[00:20:16.000 --> 00:20:21.000]   Intimacy creates a place for others to come.
[00:20:21.000 --> 00:20:26.000]   Intimacy invites and loves and creates.
[00:20:26.000 --> 00:20:31.000]   And here is the really scary thing.
[00:20:31.000 --> 00:20:35.000]   Every human being has this innate desire for that kind of intimacy,
[00:20:35.000 --> 00:20:40.000]   but in our fallen nature, in our brokenness,
[00:20:40.000 --> 00:20:43.000]   and in the struggles that we all hold in us,
[00:20:43.000 --> 00:20:49.000]   we more often than not seek the satisfaction of that desire for intimacy
[00:20:49.000 --> 00:20:54.000]   in things that can never satisfy it.
[00:20:54.000 --> 00:21:00.000]   One of the great stories of Scripture is human beings trying to find intimacy
[00:21:00.000 --> 00:21:04.000]   in other things other than in God, because they have this desire in them,
[00:21:04.000 --> 00:21:07.000]   and that desire drives them to try to satisfy it.
[00:21:07.000 --> 00:21:10.000]   But in order to try to satisfy that desire,
[00:21:10.000 --> 00:21:14.000]   they begin to look to one another for satisfaction that only God can bring.
[00:21:14.000 --> 00:21:17.000]   Not that again, connecting with one another and being intimate with one another is a bad thing.
[00:21:17.000 --> 00:21:20.000]   It's not. It's a good and holy thing, but we have to get the order right.
[00:21:20.000 --> 00:21:22.000]   "Love the Lord your God with all your mind, heart, soul, and strength.
[00:21:22.000 --> 00:21:24.000]   Love your neighbor as yourself."
[00:21:24.000 --> 00:21:27.000]   Know what it is to be intimately connected with God,
[00:21:27.000 --> 00:21:31.000]   so that out of the overflow of the intimacy, the fulfillment, the connection,
[00:21:31.000 --> 00:21:34.000]   we can jump up and invite others to it.
[00:21:34.000 --> 00:21:38.000]   Our intimacy with one another is a response to the intimacy with God.
[00:21:38.000 --> 00:21:43.000]   But so often in our brokenness, we make our intimacy with one another the true intimacy.
[00:21:43.000 --> 00:21:46.000]   We think that's where we will get connected,
[00:21:46.000 --> 00:21:51.000]   when that so often just leads to further brokenness.
[00:21:51.000 --> 00:21:56.000]   Let me put it in terms of the dream for you.
[00:21:56.000 --> 00:22:04.000]   There is an invitation to a deep and personal armchair experience with God.
[00:22:04.000 --> 00:22:16.000]   But so often we choose the more shallow, the more immediate bed experience in intimacy with one another.
[00:22:16.000 --> 00:22:21.000]   That's just the reality of us as human beings.
