
[00:00:00.000 --> 00:00:03.000]   In Jesus' name, amen.
[00:01:22.600 --> 00:01:23.880]   Father, we thank you.
[00:01:23.880 --> 00:01:27.720]   We thank you for the opportunity we have to listen
[00:01:27.720 --> 00:01:31.840]   and hear the wisdom from John and Tony.
[00:01:31.840 --> 00:01:35.320]   And I pray that you would bless John as he shares right now
[00:01:35.320 --> 00:01:37.680]   and that our hearts would really receive what it is
[00:01:37.680 --> 00:01:40.480]   that you have for us in Jesus name, amen.
[00:01:40.480 --> 00:01:41.760]   - Amen, thank you, Carla.
[00:01:41.760 --> 00:01:43.480]   And good morning, church.
[00:01:43.480 --> 00:01:44.920]   - Good morning.
[00:01:44.920 --> 00:01:46.360]   - Good.
[00:01:46.360 --> 00:01:51.360]   You are not able to go it alone.
[00:01:52.960 --> 00:01:56.560]   Can you turn to the person next to you and tell them also,
[00:01:56.560 --> 00:02:01.440]   you are not able to go it alone.
[00:02:01.440 --> 00:02:05.040]   I noticed something here in Hong Kong.
[00:02:05.040 --> 00:02:10.880]   When you ask someone the question, how are you?
[00:02:10.880 --> 00:02:13.680]   I invariably get the answer.
[00:02:13.680 --> 00:02:15.580]   You know what I'm gonna say, don't you?
[00:02:15.580 --> 00:02:17.800]   I'm busy.
[00:02:20.120 --> 00:02:25.120]   Busyness in a city of business is seen like a badge of merit.
[00:02:25.120 --> 00:02:32.940]   I'm busy because I'm important.
[00:02:32.940 --> 00:02:40.400]   And yet Moses was in many ways like that.
[00:02:40.400 --> 00:02:45.600]   Yes, our hero of the Exodus
[00:02:45.600 --> 00:02:48.820]   and the miraculous crossing of the Red Sea.
[00:02:49.680 --> 00:02:54.680]   And as we look today how he dealt with it,
[00:02:54.680 --> 00:02:57.760]   I am praying for us.
[00:02:57.760 --> 00:03:03.440]   That we would each experience a personal Exodus
[00:03:03.440 --> 00:03:06.440]   from the need to be busy.
[00:03:06.440 --> 00:03:10.500]   To be the person who has to do everything
[00:03:10.500 --> 00:03:13.680]   so that the world continues to take over.
[00:03:16.600 --> 00:03:21.600]   There is a term which is more and more frequently employed
[00:03:21.600 --> 00:03:26.640]   in Christian circles, which depicts a problem
[00:03:26.640 --> 00:03:30.760]   that has been widespread amongst evangelicals,
[00:03:30.760 --> 00:03:33.280]   even epidemic.
[00:03:33.280 --> 00:03:36.640]   And that term is burnout.
[00:03:36.640 --> 00:03:43.800]   Burnout happens frequently to Christian leaders
[00:03:43.920 --> 00:03:48.880]   who strive to make impossible expectations and demands.
[00:03:48.880 --> 00:03:53.240]   The achievement of which will show him or her
[00:03:53.240 --> 00:03:56.860]   to be both spiritual and successful.
[00:03:56.860 --> 00:04:01.840]   Failure to accomplish these expectations and demands
[00:04:01.840 --> 00:04:06.160]   is believed to prove one lazy,
[00:04:06.160 --> 00:04:09.620]   unspiritually minded or a failure.
[00:04:10.800 --> 00:04:15.800]   Burnout occurs when in sheer exhaustion and frustration,
[00:04:15.800 --> 00:04:19.240]   we lose all hope of meeting the standard
[00:04:19.240 --> 00:04:22.660]   which is imposed on us either by ourselves, others or both.
[00:04:22.660 --> 00:04:25.920]   And we simply give up.
[00:04:25.920 --> 00:04:30.640]   And burnout is not just a phenomenon found
[00:04:30.640 --> 00:04:33.760]   in Christian leaders or just among Christians
[00:04:33.760 --> 00:04:35.520]   for that matter.
[00:04:35.520 --> 00:04:39.840]   Burnout is caused by the sheer volume
[00:04:39.840 --> 00:04:44.840]   of non-essential activities, which we foolishly,
[00:04:44.840 --> 00:04:47.740]   foolishly strive to maintain.
[00:04:47.740 --> 00:04:50.820]   Are you guilty?
[00:04:50.820 --> 00:04:54.920]   I know I am.
[00:04:54.920 --> 00:05:02.360]   And Moses' answer comes in the unlikely shape
[00:05:02.360 --> 00:05:05.220]   of a visit from his father-in-law.
[00:05:05.220 --> 00:05:08.560]   I mean, there are lots of mother-in-law jokes,
[00:05:08.560 --> 00:05:10.760]   but there's very few father-in-law jokes.
[00:05:10.760 --> 00:05:17.880]   Moses was dangerously close to burning himself out
[00:05:17.880 --> 00:05:22.960]   when of all people, his father-in-law came to his rescue.
[00:05:22.960 --> 00:05:29.640]   What appears on the surface to be the insignificant visit
[00:05:29.640 --> 00:05:34.760]   of a relative is really a divine provision
[00:05:34.760 --> 00:05:38.340]   to deliver Moses.
[00:05:38.340 --> 00:05:40.760]   Not from the wrath of Pharaoh,
[00:05:40.760 --> 00:05:44.160]   nor from the attack of the Egyptian army,
[00:05:44.160 --> 00:05:47.560]   but to deliver him from himself.
[00:05:47.560 --> 00:05:52.600]   Now as Jethro, that's the name of the father-in-law
[00:05:52.600 --> 00:05:56.280]   by the way, it's nothing to do with the vine worship leader.
[00:05:56.280 --> 00:05:59.240]   As Jethro himself puts it,
[00:05:59.240 --> 00:06:03.520]   Moses was weary himself and the Israelites out.
[00:06:03.520 --> 00:06:06.360]   Look at this, verse 18.
[00:06:06.360 --> 00:06:10.060]   You and these people who come to you
[00:06:10.060 --> 00:06:13.120]   will only wear yourselves out.
[00:06:13.120 --> 00:06:16.700]   The work is too heavy for you.
[00:06:16.700 --> 00:06:20.660]   You cannot handle it alone.
[00:06:20.660 --> 00:06:25.160]   You cannot handle it alone.
[00:06:25.160 --> 00:06:31.660]   Thanks to the common sense of a wise father-in-law,
[00:06:32.200 --> 00:06:37.160]   Moses was delivered from his own destruction.
[00:06:37.160 --> 00:06:43.360]   The burnout which resulted from a distorted perception
[00:06:43.360 --> 00:06:46.700]   and a too demanding ministry.
[00:06:46.700 --> 00:06:52.900]   We're gonna be looking today at Exodus 18
[00:06:52.900 --> 00:06:56.460]   and the text of chapter 18 divides evenly
[00:06:56.460 --> 00:07:00.300]   into two simple and straightforward portions.
[00:07:00.300 --> 00:07:03.540]   Verses one to 12, which I will summarize
[00:07:03.540 --> 00:07:07.140]   by the title Jethro's Arrival.
[00:07:07.140 --> 00:07:12.140]   And verses 13 to 27, which will depict Jethro's advice.
[00:07:12.140 --> 00:07:15.460]   The two portions are very much related.
[00:07:15.460 --> 00:07:20.820]   As a spoiler alert, we will have a film from Egypt
[00:07:20.820 --> 00:07:25.020]   at the halftime mark and a special guest,
[00:07:25.020 --> 00:07:28.440]   the vine's own Jethro in part two.
[00:07:30.100 --> 00:07:35.100]   The first half of the chapter reveals several symptoms
[00:07:35.100 --> 00:07:39.100]   of a serious problems in Moses' life,
[00:07:39.100 --> 00:07:41.820]   which prompted not only the arrival of Jethro
[00:07:41.820 --> 00:07:45.660]   at the Israelites camp, but also his advice.
[00:07:45.660 --> 00:07:51.780]   We would do well to listen to the wise words
[00:07:51.780 --> 00:07:57.400]   of this Midianite, who has much to teach us
[00:07:57.400 --> 00:08:01.360]   about managing our lives and our ministries.
[00:08:01.360 --> 00:08:07.600]   For those of us like me, who are predisposed
[00:08:07.600 --> 00:08:11.580]   to busyness and over involvement,
[00:08:11.580 --> 00:08:17.740]   they can spare us from the deadly disease of burnouts.
[00:08:17.740 --> 00:08:23.480]   The first section verses one to 12,
[00:08:23.480 --> 00:08:26.220]   which I've called Jethro's Arrival,
[00:08:26.220 --> 00:08:29.040]   breaks evenly into two divisions.
[00:08:29.040 --> 00:08:31.740]   The first division, verses one to six,
[00:08:31.740 --> 00:08:35.340]   might be entitled Focus on the Family.
[00:08:35.340 --> 00:08:36.920]   They reveal the occasion,
[00:08:36.920 --> 00:08:40.880]   the reason for the arrival of Jethro.
[00:08:40.880 --> 00:08:44.680]   Verse one informs us of the basis
[00:08:44.680 --> 00:08:47.900]   for Jethro's decision to visit Moses,
[00:08:47.900 --> 00:08:50.380]   whilst verses two to six tell us
[00:08:50.380 --> 00:08:53.120]   of the purpose of that visit.
[00:08:53.120 --> 00:08:55.480]   The second division, verses seven to 12,
[00:08:55.480 --> 00:08:58.000]   focus on the faith of Jethro.
[00:08:58.000 --> 00:09:02.940]   They depict the outcome of Jethro's arrival.
[00:09:02.940 --> 00:09:05.780]   Moses gets the chance to report
[00:09:05.780 --> 00:09:08.780]   on God's good hand to the Israelites,
[00:09:08.780 --> 00:09:13.140]   and Jethro responds to God's goodness to Israel,
[00:09:13.140 --> 00:09:16.600]   rejoicing, proclaiming God's greatness,
[00:09:16.600 --> 00:09:21.600]   and worshiping him with Moses and the elders of Israel.
[00:09:22.600 --> 00:09:26.560]   But this is not the 21st century.
[00:09:26.560 --> 00:09:31.640]   It's difficult for me to envision
[00:09:31.640 --> 00:09:36.520]   just how Jethro gathered the information
[00:09:36.520 --> 00:09:38.720]   about the well-being of Moses.
[00:09:38.720 --> 00:09:43.260]   There was no Facebook or IG, or even CNN at the time.
[00:09:43.260 --> 00:09:46.600]   But the text tells us, verse one,
[00:09:46.600 --> 00:09:51.600]   he heard everything God had done for Moses and his people.
[00:09:51.600 --> 00:09:57.480]   Perhaps Jethro had made a point to invite travelers,
[00:09:57.480 --> 00:10:00.080]   even caravans, to share a meal with him,
[00:10:00.080 --> 00:10:01.960]   or spend the night in his tent,
[00:10:01.960 --> 00:10:06.480]   enable him to learn the things about Egypt.
[00:10:06.480 --> 00:10:11.480]   The point of the passage is not how Jethro learned
[00:10:12.600 --> 00:10:16.440]   of Moses' well-being, but of what he learned.
[00:10:16.440 --> 00:10:21.520]   He learned that God had protected Moses,
[00:10:21.520 --> 00:10:26.520]   and that he had delivered the Israelites out of Egypt.
[00:10:26.520 --> 00:10:30.520]   Jethro had learned enough to conclude
[00:10:30.520 --> 00:10:33.620]   that the circumstances were such
[00:10:33.620 --> 00:10:38.620]   that Moses and his family should be reunited.
[00:10:40.440 --> 00:10:43.640]   And verses two to six indicate the purpose
[00:10:43.640 --> 00:10:48.340]   of Jethro's visit to Moses, to reunite Zipporah,
[00:10:48.340 --> 00:10:53.560]   his daughter, Moses' wife, and Gershom and Eliezer,
[00:10:53.560 --> 00:10:58.560]   the grandsons, Moses' sons, with Moses.
[00:10:58.560 --> 00:11:04.520]   It was apparently a pleasant surprise for Moses.
[00:11:04.520 --> 00:11:07.000]   But whilst we might have expected him
[00:11:07.000 --> 00:11:10.000]   to pay much more attention to his wife
[00:11:10.000 --> 00:11:12.800]   and children coming back, we read that Moses
[00:11:12.800 --> 00:11:17.440]   is reported to have immediately gone to meet Jethro,
[00:11:17.440 --> 00:11:22.220]   kissed him, and then go to Jethro's tent to meet with him.
[00:11:22.220 --> 00:11:28.720]   Inside the tent, Moses and Jethro went through
[00:11:28.720 --> 00:11:33.000]   the formalities of a reception of an honored guest
[00:11:33.000 --> 00:11:36.480]   in Oriental culture, in Eastern culture.
[00:11:36.480 --> 00:11:42.480]   Moses brought Jethro up to date with a detailed report
[00:11:42.480 --> 00:11:46.520]   of how the hand of God had delivered the Israelites
[00:11:46.520 --> 00:11:48.920]   and devastated the Egyptians.
[00:11:48.920 --> 00:11:53.120]   Verse eight, Moses told his father-in-law
[00:11:53.120 --> 00:11:55.760]   about everything the Lord had done to Pharaoh
[00:11:55.760 --> 00:11:58.200]   and the Egyptians for Israel's sake,
[00:11:58.200 --> 00:12:02.160]   and about all the hardships they had met along the way,
[00:12:02.160 --> 00:12:05.540]   and how the Lord had saved them.
[00:12:05.540 --> 00:12:12.000]   Jethro's response, described in verses nine to 12,
[00:12:12.000 --> 00:12:16.680]   seems to be more than just Oriental courtesy.
[00:12:16.680 --> 00:12:21.680]   It appears that Jethro here professes a personal faith
[00:12:21.680 --> 00:12:25.120]   in the God of Israel, which as a pagan,
[00:12:25.120 --> 00:12:26.700]   he had not previously.
[00:12:28.380 --> 00:12:32.060]   First, Jethro rejoiced with Moses, praising God
[00:12:32.060 --> 00:12:35.240]   for his grace manifested towards Israel
[00:12:35.240 --> 00:12:38.460]   as evidenced by Moses' report.
[00:12:38.460 --> 00:12:40.700]   We read this in verse nine and 10.
[00:12:40.700 --> 00:12:45.580]   Jethro was delighted to hear about all the good things
[00:12:45.580 --> 00:12:48.780]   the Lord had done for Israel in rescuing them
[00:12:48.780 --> 00:12:50.900]   from the hands of the Egyptian.
[00:12:50.900 --> 00:12:55.220]   He said, "Praise be to the Lord, who has rescued you
[00:12:55.220 --> 00:12:58.280]   "from the hands of the Egyptian and of Pharaoh,
[00:12:58.280 --> 00:13:02.620]   "and who rescued the people from the hands of the Egyptian."
[00:13:02.620 --> 00:13:07.620]   Secondly, Jethro seems to acknowledge for the first time
[00:13:07.620 --> 00:13:12.860]   the superiority of God above all other gods,
[00:13:12.860 --> 00:13:15.500]   which one would have supposed would have included
[00:13:15.500 --> 00:13:19.420]   his previously worshiped pagan gods.
[00:13:19.420 --> 00:13:23.360]   Jethro's faith is demonstrated in the offering
[00:13:23.360 --> 00:13:26.940]   of sacrifices to God and the sacrificial meal,
[00:13:26.940 --> 00:13:31.940]   which Jethro, Moses, and all the elders of Israel shared.
[00:13:31.940 --> 00:13:33.920]   Verse 11 says this.
[00:13:33.920 --> 00:13:36.400]   "Now I know that the Lord is greater
[00:13:36.400 --> 00:13:39.920]   "than all the other gods, for he did this to those
[00:13:39.920 --> 00:13:42.760]   "who had treated Israel arrogantly.
[00:13:42.760 --> 00:13:46.800]   "Then Jethro, Moses' father-in-law, brought a burnt offering
[00:13:46.800 --> 00:13:50.600]   "and other sacrifices to God, and Aaron came
[00:13:50.600 --> 00:13:53.860]   "with all the elders of Israel to eat a meal
[00:13:53.860 --> 00:13:58.080]   "with Moses' father-in-law in the presence of God."
[00:13:58.080 --> 00:14:02.600]   Therefore, for Moses, this was a happy occasion,
[00:14:02.600 --> 00:14:06.640]   not only because of Israel's victory over Amalek,
[00:14:06.640 --> 00:14:09.480]   but because of the renewed fellowship
[00:14:09.480 --> 00:14:14.440]   and the renewed relationship with his wife and his family.
[00:14:14.440 --> 00:14:19.740]   But it leads me to a but, and it's a big but.
[00:14:20.740 --> 00:14:25.740]   Having briefly considered the arrival of Jethro
[00:14:25.740 --> 00:14:30.820]   and Moses' family and the affirmation of Jethro's faith,
[00:14:30.820 --> 00:14:33.920]   I'm left with a nagging question.
[00:14:33.920 --> 00:14:40.940]   Why was it, why was it that Jethro had to initiate
[00:14:40.940 --> 00:14:45.180]   the reunion of Moses and his family?
[00:14:47.300 --> 00:14:51.180]   Put it differently, why didn't Moses send
[00:14:51.180 --> 00:14:55.340]   for his wife and sons, rather than have Jethro
[00:14:55.340 --> 00:14:58.220]   show up with them unexpectedly?
[00:14:58.220 --> 00:15:04.340]   Now, we have a tendency, don't we, to assume the best
[00:15:04.340 --> 00:15:10.100]   of our biblical heroes, like Moses, David, Abraham, et cetera.
[00:15:10.100 --> 00:15:13.780]   I call it the pious bias.
[00:15:13.780 --> 00:15:17.500]   It seeks to elevate biblical characters
[00:15:17.500 --> 00:15:21.340]   to a level far above our own performance
[00:15:21.340 --> 00:15:25.800]   and far above what we would expect, knowing man's nature.
[00:15:25.800 --> 00:15:29.220]   By the way, not Jesus, I'm saying, okay?
[00:15:29.220 --> 00:15:35.460]   But when we come to chapter 18, it is not Moses' strengths,
[00:15:35.460 --> 00:15:40.820]   it is not his virtues, which are extolled in this chapter,
[00:15:40.820 --> 00:15:43.040]   but his weaknesses.
[00:15:44.040 --> 00:15:49.040]   Now, here is a man, Moses, that I can identify with,
[00:15:49.040 --> 00:15:53.760]   a man with flaws like mine.
[00:15:53.760 --> 00:15:58.080]   And these flaws are keenly observed by Jethro,
[00:15:58.080 --> 00:16:03.080]   whose advice in verses 13 to 27 is based upon
[00:16:03.080 --> 00:16:08.240]   his observation of Moses' unconscious blunders,
[00:16:08.240 --> 00:16:12.840]   both with regard to his family, and as you shall see later,
[00:16:12.840 --> 00:16:15.500]   his function as Israel's leader.
[00:16:15.500 --> 00:16:22.600]   Let us press on to see how the events of verses one to 12
[00:16:22.600 --> 00:16:29.160]   serve as a clue to the failures which Jethro seeks to remedy
[00:16:29.160 --> 00:16:33.460]   by his wisdom and counsel.
[00:16:33.460 --> 00:16:38.420]   To prepare us, let's go to Egypt,
[00:16:38.420 --> 00:16:42.080]   and to an interview that Pastor Andrew had
[00:16:42.080 --> 00:16:44.600]   with Father Justin, not you, by the way.
[00:16:44.600 --> 00:16:51.440]   One of the head monks at St. Catherine's Monastery
[00:16:51.440 --> 00:16:54.300]   at the foothills of Mount Sinai.
[00:16:54.300 --> 00:17:02.180]   (gentle music)
[00:17:02.180 --> 00:17:04.840]   (water rushing)
[00:17:04.840 --> 00:17:07.420]   (gentle music)
[00:17:07.420 --> 00:17:10.080]   (water rushing)
[00:17:10.080 --> 00:17:12.660]   (gentle music)
[00:17:12.660 --> 00:17:15.320]   (water rushing)
[00:17:15.320 --> 00:17:17.900]   (gentle music)
[00:17:17.900 --> 00:17:26.680]   (water rushing)
[00:17:26.680 --> 00:17:39.260]   (gentle music)
[00:17:39.260 --> 00:17:41.920]   (water rushing)
[00:17:41.920 --> 00:17:56.180]   - Father Justin, it is such a privilege
[00:17:56.180 --> 00:17:59.100]   to be with you today and to see this incredible library.
[00:17:59.100 --> 00:18:01.260]   I can't wait to kind of look around
[00:18:01.260 --> 00:18:04.180]   and have you show me some of the things that are here.
[00:18:04.180 --> 00:18:08.580]   - Well, there have been monks living here for 1,700 years.
[00:18:08.580 --> 00:18:11.580]   The library we have has been slowly built up
[00:18:11.580 --> 00:18:14.940]   over the centuries, and people have said
[00:18:14.940 --> 00:18:18.140]   it's the memory of the monastery, so it's a great treasure.
[00:18:18.140 --> 00:18:21.680]   (gentle music)
[00:18:38.500 --> 00:18:41.780]   This is the most illuminated manuscript
[00:18:41.780 --> 00:18:43.180]   of the latter that we have.
[00:18:43.180 --> 00:18:46.780]   The passage that I opened it to
[00:18:46.780 --> 00:18:50.220]   is when he discusses discretion.
[00:18:50.220 --> 00:18:52.460]   He says the greatest gift is discretion
[00:18:52.460 --> 00:18:54.180]   because discretion is knowing
[00:18:54.180 --> 00:18:56.420]   how to make spiritual decisions,
[00:18:56.420 --> 00:18:59.980]   how to weigh things, how to know the way forward.
[00:18:59.980 --> 00:19:04.820]   And he illustrates that by having three monks.
[00:19:04.820 --> 00:19:08.060]   The one is still lying in bed, half asleep.
[00:19:08.060 --> 00:19:10.380]   The other one is middle-aged,
[00:19:10.380 --> 00:19:12.540]   and he's standing in the center.
[00:19:12.540 --> 00:19:15.580]   And then the other one has attained, under old age,
[00:19:15.580 --> 00:19:17.460]   you see his white hair and his beard,
[00:19:17.460 --> 00:19:19.860]   and he is being crowned by Christ
[00:19:19.860 --> 00:19:22.580]   who appears from the corner, and he's blessing him.
[00:19:22.580 --> 00:19:25.060]   - Yeah, I was gonna ask you if that was Christ.
[00:19:25.060 --> 00:19:26.580]   - So this is the person
[00:19:26.580 --> 00:19:28.540]   who's just beginning the spiritual life,
[00:19:28.540 --> 00:19:30.460]   the one who has reached the middle stage,
[00:19:30.460 --> 00:19:32.460]   and the one who has reached the summit.
[00:19:32.460 --> 00:19:36.860]   - And when you're fathering the younger monks
[00:19:36.860 --> 00:19:38.180]   in the monastery here,
[00:19:38.180 --> 00:19:42.980]   this kind of process of spiritual discipleship, I suppose,
[00:19:42.980 --> 00:19:44.740]   is that in your mind
[00:19:44.740 --> 00:19:46.260]   as you're leading the younger monks
[00:19:46.260 --> 00:19:48.940]   through their life here?
[00:19:48.940 --> 00:19:51.340]   - One of the beautiful things, not just in monasteries,
[00:19:51.340 --> 00:19:52.660]   but in the whole Orthodox Church,
[00:19:52.660 --> 00:19:57.060]   is that we are not expected to do this by ourselves.
[00:19:57.060 --> 00:20:02.060]   We look to others who have experienced grace,
[00:20:02.060 --> 00:20:05.980]   who have grown in the Spirit,
[00:20:05.980 --> 00:20:07.620]   and we follow their example,
[00:20:07.620 --> 00:20:10.340]   and we receive their instructions.
[00:20:10.340 --> 00:20:14.260]   So it's an essential part,
[00:20:14.260 --> 00:20:16.700]   especially at the beginning of the spiritual life,
[00:20:16.700 --> 00:20:20.180]   to have direction, to have guidance.
[00:20:20.180 --> 00:20:22.540]   Many times we think that we're doing very well,
[00:20:22.540 --> 00:20:23.660]   and we're not.
[00:20:23.660 --> 00:20:26.260]   Many times we think that we're not doing very well at all,
[00:20:26.260 --> 00:20:27.100]   and we are.
[00:20:27.100 --> 00:20:29.220]   So it's through experience
[00:20:29.220 --> 00:20:31.660]   that a person can set us on the right path
[00:20:31.660 --> 00:20:34.980]   and make sure that we're going in the right direction.
[00:20:34.980 --> 00:20:36.740]   - Well, I'd love to actually sit down with you
[00:20:36.740 --> 00:20:38.900]   and talk a little bit more about that relationship
[00:20:38.900 --> 00:20:40.380]   between being a spiritual father
[00:20:40.380 --> 00:20:41.540]   and the monks here in the monastery.
[00:20:41.540 --> 00:20:43.060]   So perhaps we can go and sit down together
[00:20:43.060 --> 00:20:44.020]   and have a chat. - Fine.
[00:20:44.020 --> 00:20:46.020]   - Thank you so much for showing me this.
[00:20:46.020 --> 00:21:00.140]   Father Justin, that manuscript you just showed us
[00:21:00.140 --> 00:21:01.740]   of the three figures
[00:21:01.740 --> 00:21:04.060]   kind of in their various different states, I suppose,
[00:21:04.060 --> 00:21:05.540]   of spiritual maturity,
[00:21:05.540 --> 00:21:07.860]   really opens up for me a topic
[00:21:07.860 --> 00:21:09.820]   that I'm very interested in exploring with you
[00:21:09.820 --> 00:21:13.340]   around that whole sort of sense of being a spiritual father
[00:21:13.340 --> 00:21:14.860]   within the Orthodox community.
[00:21:14.860 --> 00:21:17.380]   And I'd love to just get a sense from you,
[00:21:17.380 --> 00:21:20.140]   what does that look like?
[00:21:20.140 --> 00:21:22.940]   What does that sort of spiritual father
[00:21:22.940 --> 00:21:25.180]   to the junior monk relationship look like
[00:21:25.180 --> 00:21:26.660]   within this community?
[00:21:26.660 --> 00:21:29.060]   - A monastery usually has one person
[00:21:29.060 --> 00:21:33.620]   who is very responsible for the spiritual formation,
[00:21:33.620 --> 00:21:35.900]   especially of those who have just arrived.
[00:21:35.900 --> 00:21:40.900]   And in Sinai, the senior father
[00:21:40.900 --> 00:21:43.780]   under the archbishop is called the dikeos.
[00:21:43.780 --> 00:21:45.700]   The dikeos is a superior.
[00:21:45.700 --> 00:21:48.460]   And one of his primary obligations
[00:21:48.460 --> 00:21:51.420]   is the spiritual formation of the novices.
[00:21:51.420 --> 00:21:56.380]   So that's how he conveys to them the spiritual heritage
[00:21:56.380 --> 00:21:59.260]   and the spiritual witness of the monastery.
[00:21:59.260 --> 00:22:02.780]   So when you read the sayings of the desert fathers,
[00:22:02.780 --> 00:22:05.780]   these are just short anecdotes.
[00:22:05.780 --> 00:22:08.420]   A person went to a monk and asked him this question,
[00:22:08.420 --> 00:22:09.700]   he gave this answer.
[00:22:09.700 --> 00:22:12.100]   And it's profound, and it's just a short saying.
[00:22:12.100 --> 00:22:13.780]   So they're very approachable,
[00:22:13.780 --> 00:22:17.540]   but those are some of the earliest monastic texts
[00:22:17.540 --> 00:22:18.820]   that I read.
[00:22:18.820 --> 00:22:22.580]   And I was so enthused by everything that I read,
[00:22:22.580 --> 00:22:24.020]   I was wondering, are there still people
[00:22:24.020 --> 00:22:25.300]   that live like this?
[00:22:25.300 --> 00:22:26.980]   That was my own beginnings.
[00:22:26.980 --> 00:22:31.980]   And I think that everyone goes back to that first experience
[00:22:32.740 --> 00:22:35.620]   when they think about the monastic life
[00:22:35.620 --> 00:22:40.260]   and the groundwork that they laid.
[00:22:40.260 --> 00:22:42.980]   And they understood from experience
[00:22:42.980 --> 00:22:46.180]   that you have a person who is more mature,
[00:22:46.180 --> 00:22:48.900]   more experienced, who can guide a person
[00:22:48.900 --> 00:22:50.900]   who's just starting out in the spiritual life.
[00:22:50.900 --> 00:22:53.460]   So that tradition of the elder and the disciple
[00:22:53.460 --> 00:22:55.660]   goes back to the very beginning.
[00:22:55.660 --> 00:22:58.980]   The most important book written here at Sinai
[00:22:58.980 --> 00:23:01.820]   is called "The Ladder of Divine Ascent."
[00:23:01.820 --> 00:23:05.660]   And if you look carefully, you can see how he was drawing
[00:23:05.660 --> 00:23:07.820]   on that whole tradition of the Desert Fathers.
[00:23:07.820 --> 00:23:11.700]   He describes the spiritual life like a ladder,
[00:23:11.700 --> 00:23:13.500]   when you start for the first rung
[00:23:13.500 --> 00:23:16.140]   and go to the second rung with Christ at the summit,
[00:23:16.140 --> 00:23:20.380]   summoning us to make the spiritual ascent.
[00:23:20.380 --> 00:23:24.540]   And when we first start out, we need care.
[00:23:24.540 --> 00:23:25.580]   - Right.
[00:23:25.580 --> 00:23:29.620]   - He mentions that when you have been in a monastery
[00:23:29.620 --> 00:23:33.380]   for a short time, many times you are thinking,
[00:23:33.380 --> 00:23:35.980]   well, now I've reached perfection, I can go back home,
[00:23:35.980 --> 00:23:38.980]   I can become the great preacher, I can bring out a vacation.
[00:23:38.980 --> 00:23:41.780]   So from the very beginning, you need discretion
[00:23:41.780 --> 00:23:45.340]   to know which thoughts that are coming to you
[00:23:45.340 --> 00:23:50.340]   are to your benefit and which ones are undermining your goal.
[00:23:50.340 --> 00:23:56.620]   And you gain that by having an experienced elder
[00:23:57.580 --> 00:24:02.340]   who can guide you, not only theoretically,
[00:24:02.340 --> 00:24:04.020]   but based on his own experience.
[00:24:04.020 --> 00:24:05.900]   One person said, "It's not a little stream
[00:24:05.900 --> 00:24:08.140]   "that we jump over, it's like a great ocean."
[00:24:08.140 --> 00:24:11.020]   And no matter how tall a person is,
[00:24:11.020 --> 00:24:12.500]   when he wades out into the ocean,
[00:24:12.500 --> 00:24:14.420]   he finds things that are over his head.
[00:24:14.420 --> 00:24:19.420]   So it's a very profound understanding,
[00:24:19.420 --> 00:24:22.740]   and it's a process that continues his whole life.
[00:24:22.740 --> 00:24:25.340]   (gentle music)
[00:24:25.340 --> 00:24:36.260]   - Father Justin, I also wanted to ask you a little bit
[00:24:36.260 --> 00:24:38.940]   about what a day in the life is like
[00:24:38.940 --> 00:24:40.900]   for a monk in the monastery here.
[00:24:40.900 --> 00:24:42.780]   Can you tell me a little bit more about that?
