
[00:00:00.000 --> 00:00:06.680]   Everybody says, "Amen, Amen."
[00:01:35.400 --> 00:01:36.920]   Monday to Friday.
[00:01:36.920 --> 00:01:42.360]   I believe that you're here because the Lord is actually bringing the sheep, the community
[00:01:42.360 --> 00:01:44.760]   that he needs in his city for this time.
[00:01:44.760 --> 00:01:49.480]   And so you bring gifts, you bring heart, you bring life, you bring experience that the
[00:01:49.480 --> 00:01:53.360]   church of Hong Kong desperately needs in this season.
[00:01:53.360 --> 00:01:55.760]   You are not here by mistake, amen.
[00:01:55.760 --> 00:01:58.240]   So if you're new here, I want to do a brief thing.
[00:01:58.240 --> 00:02:00.920]   Could you just stand if you're new to Hong Kong?
[00:02:00.920 --> 00:02:02.520]   You just put your hand up, I'd love you just to stand.
[00:02:02.520 --> 00:02:03.520]   Could you stand with me?
[00:02:03.520 --> 00:02:04.520]   Come on.
[00:02:04.520 --> 00:02:10.520]   Upper house, lower house, come on, stand.
[00:02:10.520 --> 00:02:13.400]   Yes.
[00:02:13.400 --> 00:02:15.640]   All right.
[00:02:15.640 --> 00:02:19.880]   Everybody else, everybody else, could you just stretch out your hands towards these
[00:02:19.880 --> 00:02:20.880]   people?
[00:02:20.880 --> 00:02:21.880]   Can we pray for them?
[00:02:21.880 --> 00:02:22.880]   Let's just pray.
[00:02:22.880 --> 00:02:24.160]   Lord, we want to pray right now.
[00:02:24.160 --> 00:02:26.400]   Lord, we welcome these guys to Hong Kong.
[00:02:26.400 --> 00:02:29.840]   Hong Kong is not necessarily an easy place to fit into sometimes.
[00:02:29.840 --> 00:02:31.720]   Lord, it's crazy.
[00:02:31.720 --> 00:02:35.040]   There are lots of things happening, crazy work hours.
[00:02:35.040 --> 00:02:37.560]   It's an expensive place to live.
[00:02:37.560 --> 00:02:42.120]   Lord, we want to pray first of all for each of these people that they would just logistically,
[00:02:42.120 --> 00:02:47.520]   relationally, emotionally, that they would adapt to Hong Kong, that you would enable
[00:02:47.520 --> 00:02:50.680]   them to find their feet quickly.
[00:02:50.680 --> 00:02:52.800]   So Lord, we thank you that you've sent them.
[00:02:52.800 --> 00:02:54.760]   And Father, you have sent them to this city.
[00:02:54.760 --> 00:02:58.480]   These are the sent ones in this season.
[00:02:58.480 --> 00:03:01.880]   And so Father, we recognize that they bring and they carry with them gifts and anointing
[00:03:01.880 --> 00:03:07.480]   and heart that Hong Kong needs, that this church community needs, that our city needs.
[00:03:07.480 --> 00:03:11.760]   And we want to pray now that you would release a fresh anointing over these ones.
[00:03:11.760 --> 00:03:15.720]   Lord, you have brought them into this city, this fragrant harbor for this season.
[00:03:15.720 --> 00:03:18.840]   And Lord, I want to pray that your spirit, Lord, would just enable them.
[00:03:18.840 --> 00:03:22.720]   Where they're homesick, that you would meet them and that you would speak life into them.
[00:03:22.720 --> 00:03:26.120]   Lord, where they're beginning to get settled, that you would enable them to put roots down.
[00:03:26.120 --> 00:03:29.440]   And Lord, I want to release a new season.
[00:03:29.440 --> 00:03:32.320]   I see oil being poured out upon you.
[00:03:32.320 --> 00:03:38.320]   I want to pray that the oil of Jesus for this season, the anointing that he has for you,
[00:03:38.320 --> 00:03:43.900]   would fall upon you and that you would be able to work in the workplace, build relationships,
[00:03:43.900 --> 00:03:47.880]   do the things that you do, get connected to community, get connected to a church in a
[00:03:47.880 --> 00:03:51.420]   way that will flourish you and flourish Hong Kong.
[00:03:51.420 --> 00:03:53.980]   We are so glad that you are here.
[00:03:53.980 --> 00:03:57.080]   And we pray this in Jesus' name, everyone says.
[00:03:57.080 --> 00:03:58.080]   Amen.
[00:03:58.080 --> 00:03:59.080]   Welcome everyone.
[00:03:59.080 --> 00:04:00.080]   Welcome.
[00:04:00.080 --> 00:04:03.880]   By the way, by the way, we don't do that every week.
[00:04:03.880 --> 00:04:06.400]   So that was special for you.
[00:04:06.400 --> 00:04:07.400]   I'm excited.
[00:04:07.400 --> 00:04:11.480]   I'm so grateful for Pastor Ellison and just this summer series that we've been in, the
[00:04:11.480 --> 00:04:13.080]   book of James.
[00:04:13.080 --> 00:04:17.120]   And then for Phil and for Ellison that have taught and preached in this series so far
[00:04:17.120 --> 00:04:20.280]   to this point, Phil brought a great message on that typhoon Sunday.
[00:04:20.280 --> 00:04:23.680]   It felt so fab to Phil that he couldn't be here to deliver it in person, but a great
[00:04:23.680 --> 00:04:25.800]   message on the idea of pure religion.
[00:04:25.800 --> 00:04:27.280]   What does pure religion look like?
[00:04:27.280 --> 00:04:28.280]   And really that's the heart.
[00:04:28.280 --> 00:04:31.920]   That's the thesis for James throughout this whole letter is how do we understand what
[00:04:31.920 --> 00:04:36.840]   it is to be purified in the relationship that we have with our father through Jesus?
[00:04:36.840 --> 00:04:38.360]   And so that was week one.
[00:04:38.360 --> 00:04:42.400]   Week two, Ellison brought a powerful word around faith and deeds last week.
[00:04:42.400 --> 00:04:46.280]   And what does it mean to wrestle with the idea that we don't just profess a belief,
[00:04:46.280 --> 00:04:49.880]   but that actually changes and impacts the way in which we live.
[00:04:49.880 --> 00:04:54.440]   And I want to kind of build on that a little bit as we move into the third chapter of James
[00:04:54.440 --> 00:04:55.920]   here this morning.
[00:04:55.920 --> 00:05:00.800]   And we look at a topic that I think is very central to James's heart for the people that
[00:05:00.800 --> 00:05:01.800]   he's writing to.
[00:05:01.800 --> 00:05:07.380]   Remember, he's writing to a community of people that are facing persecution, facing hostility
[00:05:07.380 --> 00:05:11.640]   for their faith and their environment, facing division amongst themselves, trying to settle
[00:05:11.640 --> 00:05:14.760]   in to what it means to be community together.
[00:05:14.760 --> 00:05:19.720]   And in the third chapter, the heart of his letter, in chapters one and two, James has
[00:05:19.720 --> 00:05:21.440]   been pretty direct.
[00:05:21.440 --> 00:05:23.280]   It's almost been like he's been a little bit strong.
[00:05:23.280 --> 00:05:26.800]   You know, he's been like a little bit of a tell you off for all the things.
[00:05:26.800 --> 00:05:31.080]   But by the time he gets to chapter three, this pastoral heart for James comes out.
[00:05:31.080 --> 00:05:35.680]   And when I read James and I get into the flow of his arguments and then I come into chapter
[00:05:35.680 --> 00:05:41.600]   three, it almost sounds like James is like kind of just hushing down a little bit.
[00:05:41.600 --> 00:05:46.680]   He's wanting his community just to take a moment, take a breath.
[00:05:46.680 --> 00:05:50.000]   And he starts, we'll see this in a moment, but he starts a chapter and he says, "I want
[00:05:50.000 --> 00:05:54.040]   to talk to you now about something that we all struggle with."
[00:05:54.040 --> 00:05:56.400]   It's like this beautiful pastoral moment.
[00:05:56.400 --> 00:05:59.580]   He's kind of like slapped them around a bit, chapters one and two.
[00:05:59.580 --> 00:06:04.200]   But in the third chapter, he's like, "I want to just express my heart for you guys."
[00:06:04.200 --> 00:06:06.320]   He says, "I struggle with this, you struggle.
[00:06:06.320 --> 00:06:08.920]   We all struggle with this thing."
[00:06:08.920 --> 00:06:13.720]   And in the chapter, he speaks about the power of words.
[00:06:13.720 --> 00:06:15.400]   He speaks about what comes out of our mouths.
[00:06:15.400 --> 00:06:20.960]   He speaks about the way in which we use our tongue, our language and our words.
[00:06:20.960 --> 00:06:25.200]   And I think it's important to James because I think James sees the much bigger picture.
[00:06:25.200 --> 00:06:29.840]   I think he sees the reality of what God has done in creating human beings to be able to
[00:06:29.840 --> 00:06:30.840]   communicate.
[00:06:30.840 --> 00:06:34.920]   I don't know if you've thought about it this way, but our words and our language and our
[00:06:34.920 --> 00:06:39.640]   communication is the secret ingredients that aligns ourselves to either be able to draw
[00:06:39.640 --> 00:06:43.440]   closer to one another or actually to push each other apart.
[00:06:43.440 --> 00:06:47.680]   I don't know if you've thought about it that way, but essentially your words, your ability
[00:06:47.680 --> 00:06:53.280]   to communicate is the process by which you as a human being can do the one thing that
[00:06:53.280 --> 00:06:58.880]   every human being desires for the most, and that is intimacy.
[00:06:58.880 --> 00:07:04.200]   We are literally created for relationship, created for intimacy.
[00:07:04.200 --> 00:07:09.120]   And it is our communication, the way in which we speak that brings that into our lives.
[00:07:09.120 --> 00:07:14.440]   So in those seasons where we speak well and we speak life and we offer words of encouragement
[00:07:14.440 --> 00:07:18.720]   and love and we connect well with people, we draw close and we are more intimate with
[00:07:18.720 --> 00:07:20.760]   the people around us.
[00:07:20.760 --> 00:07:26.320]   But likewise in those moments of life where we argue, where we slander, we gossip, we
[00:07:26.320 --> 00:07:29.880]   find like stuff's not going down well and we communicate in ways that are rough or harsh,
[00:07:29.880 --> 00:07:34.600]   we find ourselves at enmity with the people around us, pushing away from the people around
[00:07:34.600 --> 00:07:36.240]   us.
[00:07:36.240 --> 00:07:40.960]   The actual word communication has an etymology that just basically means the roots within
[00:07:40.960 --> 00:07:45.240]   it and communication, the etymology of that is community.
[00:07:45.240 --> 00:07:48.800]   And the etymology of community is communion.
[00:07:48.800 --> 00:07:51.280]   Communion is this idea of drawing close and being intimate.
[00:07:51.280 --> 00:07:56.320]   We just shared in what we call within the church world the communion table, the place
[00:07:56.320 --> 00:08:00.560]   through the bread and the cup where we join in deeper relationship and intimacy with the
[00:08:00.560 --> 00:08:03.360]   forgiveness of Christ and the power of his resurrection.
[00:08:03.360 --> 00:08:08.240]   So communion forms out of community which is created by our communication.
[00:08:08.240 --> 00:08:15.420]   So if we want greater communion with God and with one another, our communication is important.
[00:08:15.420 --> 00:08:20.080]   When that goes wrong, community breaks and when community breaks, it is a struggle to
[00:08:20.080 --> 00:08:21.720]   find communion.
[00:08:21.720 --> 00:08:27.960]   So when you think about the reality that God has literally created you for communion, for
[00:08:27.960 --> 00:08:31.840]   intimacy, then your communication is central.
[00:08:31.840 --> 00:08:35.680]   In other words, words really matter.
[00:08:35.680 --> 00:08:37.480]   Like they really matter.
[00:08:37.480 --> 00:08:42.320]   Not just because God wants you to be a nice person.
[00:08:42.320 --> 00:08:45.640]   In fact, when you look at this chapter that we're going to unpack together today, the
[00:08:45.640 --> 00:08:49.920]   temptation is to think really what James is just saying is, you know, change your behavior
[00:08:49.920 --> 00:08:50.920]   a little bit.
[00:08:50.920 --> 00:08:53.040]   Like just try to say some nicer things.
[00:08:53.040 --> 00:08:55.960]   But that's not at all what James is interested in.
[00:08:55.960 --> 00:08:59.520]   He's not interested in some sort of behavior modification.
[00:08:59.520 --> 00:09:04.800]   What James is interested in is helping all of us to understand the breadth and the beauty
[00:09:04.800 --> 00:09:10.920]   of what God has done in this world and how that impacts us and our words that we speak
[00:09:10.920 --> 00:09:16.740]   either align ourselves to the beauty and the wonder of God's kingdom or they dramatically
[00:09:16.740 --> 00:09:18.600]   take us away.
[00:09:18.600 --> 00:09:23.160]   And you can sense this pastoral heart of James leaning out to his church, quietening his
[00:09:23.160 --> 00:09:27.720]   voice and saying, "We're in this together.
[00:09:27.720 --> 00:09:36.520]   I wonder whether we could together come truly, fully alive."
[00:09:36.520 --> 00:09:40.040]   So what I want to do with you here this morning is take you on a bit of that journey through
[00:09:40.040 --> 00:09:42.520]   what James is teaching.
[00:09:42.520 --> 00:09:48.380]   My prayer is that each one of us by the end would feel like there's a way for us to become
[00:09:48.380 --> 00:09:54.240]   more alive, more the way that He has created us to be and to recognize that it's not about
[00:09:54.240 --> 00:09:59.360]   trying to say some nicer things, but it's about understanding that the way in which
[00:09:59.360 --> 00:10:08.240]   we've been created to be means that the words out of my mouth can bring life.
[00:10:08.240 --> 00:10:12.560]   So let me show you this from James chapter 3.
[00:10:12.560 --> 00:10:13.560]   We're going to start in verse 2.
[00:10:13.560 --> 00:10:16.400]   He actually speaks about words in three of his chapters because that's how important
[00:10:16.400 --> 00:10:17.400]   it is to him.
[00:10:17.400 --> 00:10:19.080]   So let me just start chapter 3, verse 2.
[00:10:19.080 --> 00:10:20.080]   This is this.
[00:10:20.080 --> 00:10:22.280]   He says, "We all stumble in many ways."
[00:10:22.280 --> 00:10:24.520]   Isn't that a beautiful pastoral way to start?
[00:10:24.520 --> 00:10:27.740]   Like he's not starting like, "I've got three things I want to beat you around the head
[00:10:27.740 --> 00:10:29.120]   on today."
[00:10:29.120 --> 00:10:32.120]   He starts by saying, "I'm in this boat with you.
[00:10:32.120 --> 00:10:33.560]   We're in this boat together.
[00:10:33.560 --> 00:10:37.360]   We all stumble in so many ways."
[00:10:37.360 --> 00:10:42.760]   He says, "If any person is never at fault in what they say, they are a perfect person
[00:10:42.760 --> 00:10:45.160]   able to keep their whole body in check."
[00:10:45.160 --> 00:10:49.400]   He's like, "Man, if you could get yourself, if you could be perfect in this, this is an
[00:10:49.400 --> 00:10:50.400]   amazing thing.
[00:10:50.400 --> 00:10:53.400]   But here's the thing we all stumble with.
[00:10:53.400 --> 00:10:58.480]   See, when we put bits into the mouths of horses to make them obey us, we can turn the whole
[00:10:58.480 --> 00:11:01.440]   animal or take ships as an example.
[00:11:01.440 --> 00:11:06.400]   Although they are so large and driven by strong winds, they are steered by a very small rudder,
[00:11:06.400 --> 00:11:09.440]   whichever way the pilot wants it to go.
[00:11:09.440 --> 00:11:11.200]   Likewise, the tongue.
[00:11:11.200 --> 00:11:15.080]   It is a small part of the body, but it makes great boasts.
[00:11:15.080 --> 00:11:19.080]   Sure, what a great forest is set on fire by such a small spark.
[00:11:19.080 --> 00:11:24.000]   The tongue also is a fire, a world of evil among the parts of the body.
[00:11:24.000 --> 00:11:29.240]   It corrupts the whole person, sets the whole course of their life on fire, and is itself
[00:11:29.240 --> 00:11:33.800]   set on fire by hell.
[00:11:33.800 --> 00:11:38.080]   All kinds of animals, birds, reptiles, creatures of the sea are being tamed and have been tamed
[00:11:38.080 --> 00:11:41.000]   by people, but no person can tame the tongue.
[00:11:41.000 --> 00:11:44.480]   It is a restless evil full of deadly poison.
[00:11:44.480 --> 00:11:47.800]   And he says this, this is what we do.
[00:11:47.800 --> 00:11:51.880]   With the tongue we praise our Lord and Father, and with it we curse people who have been
[00:11:51.880 --> 00:11:53.880]   made in God's likeness.
[00:11:53.880 --> 00:11:55.880]   Out of the same mouth come praise and cursing.
[00:11:55.880 --> 00:11:58.640]   My brothers and sisters, this should not be.
[00:11:58.640 --> 00:12:01.880]   Can both fresh water and salt water flow from the same spring?
[00:12:01.880 --> 00:12:04.600]   My brothers and sisters, can a fig tree bear olives?
[00:12:04.600 --> 00:12:06.720]   Can a grapevine bear figs?
[00:12:06.720 --> 00:12:12.160]   Neither can a salt spring produce fresh water.
[00:12:12.160 --> 00:12:16.200]   It's really beautiful here what James is trying to lean into his church.
[00:12:16.200 --> 00:12:20.240]   He's like, don't you understand that there's this reality that we all stumble with when
[00:12:20.240 --> 00:12:22.480]   we all struggle with these words.
[00:12:22.480 --> 00:12:24.960]   And he gives us three pictures to help us to see this.
[00:12:24.960 --> 00:12:27.240]   He talks about the bit that's placed in a horse's mouth.
[00:12:27.240 --> 00:12:30.000]   He talks about a rudder that's on a ship and how it steers.
[00:12:30.000 --> 00:12:34.000]   But the one I want to dig into a little bit is the third image he gives us.
[00:12:34.000 --> 00:12:38.960]   And it's of a spark that brings a fire to a whole forest.
[00:12:38.960 --> 00:12:43.280]   And he talks about how this tongue is like a fire that is set on fire.
[00:12:43.280 --> 00:12:45.200]   And then he goes all the way to the end of that passage.
[00:12:45.200 --> 00:12:48.400]   And he says, it's like it's burning, like the burning of hell.
[00:12:48.400 --> 00:12:52.380]   And he uses this word that we translate into the English as hell.
[00:12:52.380 --> 00:12:58.120]   And when we, in our time, read that word, we immediately think of the opposite of heaven.
[00:12:58.120 --> 00:13:02.920]   We think that James is literally saying that the tongue can bring us into a place of hell
[00:13:02.920 --> 00:13:06.760]   as in this like eternal damnation away from heaven.
[00:13:06.760 --> 00:13:10.360]   But actually, James is not using the word hell here.
[00:13:10.360 --> 00:13:11.680]   That's the word we translate.
[00:13:11.680 --> 00:13:16.600]   He's actually naming a place that the Greek word here is the word Gehenna.
[00:13:16.600 --> 00:13:22.920]   And Gehenna became the theme of which the New Testament begins to speak of the idea
[00:13:22.920 --> 00:13:23.920]   of hell.
[00:13:23.920 --> 00:13:27.360]   But in this moment, James is speaking about a place.
[00:13:27.360 --> 00:13:33.360]   He's naming a place that the people he's writing to would know about quite well.
[00:13:33.360 --> 00:13:36.760]   Gehenna was about 50 miles south-southwest of Jerusalem.
[00:13:36.760 --> 00:13:41.680]   And throughout the whole history of Israel in their land, it was a significant place.
[00:13:41.680 --> 00:13:46.360]   In the Old Testament times, there were tribes that lived in the area of Gehenna.
[00:13:46.360 --> 00:13:48.320]   Gehenna interestingly was a forest.
[00:13:48.320 --> 00:13:54.160]   So notice in this part, he says a small spark that sets fire to a whole forest.
[00:13:54.160 --> 00:13:56.520]   Gehenna was a forest area.
[00:13:56.520 --> 00:14:00.760]   Now what happened in the Old Testament times is that the tribes that lived there worshipped
[00:14:00.760 --> 00:14:02.840]   a God called Malak.
[00:14:02.840 --> 00:14:07.400]   And Malak, the way they worshipped him, and this is horrible, trigger warning, but the
[00:14:07.400 --> 00:14:11.700]   reality, they worshipped him through the sacrifice of children.
[00:14:11.700 --> 00:14:17.200]   And the way they would do that is they would build a fire, a bonfire, and then the child
[00:14:17.200 --> 00:14:22.720]   that was to be sacrificed was placed on the bonfire and was literally burned to death.
[00:14:22.720 --> 00:14:26.320]   This was the worship to this Malak that was happening in that place.
[00:14:26.320 --> 00:14:31.360]   Now, by the time James is writing, Gehenna has long stopped that practice.
[00:14:31.360 --> 00:14:34.880]   But because of that, that land was always seen as cursed.
[00:14:34.880 --> 00:14:41.480]   It was a place of great fire before where the worst of humanity took place, the evils.
[00:14:41.480 --> 00:14:45.600]   If you could think about it, what's the worst thing that humanity could do?
[00:14:45.600 --> 00:14:49.120]   Somebody taking their child and burning them in this fire.
[00:14:49.120 --> 00:14:50.520]   Well, this is what Gehenna represented.
[00:14:50.520 --> 00:14:54.840]   Now in James' time, they're not doing that anymore, but here's what happened.
[00:14:54.840 --> 00:14:59.400]   All of the rubbish, all of the stuff from Jerusalem that was rubbish was sent down to
[00:14:59.400 --> 00:15:01.920]   Gehenna and was burnt there.
[00:15:01.920 --> 00:15:07.320]   So fires within this forest were still happening, and the stench of that on the wrong day, of
[00:15:07.320 --> 00:15:10.800]   the wind was blowing the wrong way, could still reach into Jerusalem.
[00:15:10.800 --> 00:15:15.440]   It was a place that represented the stench of the worst of humanity.
[00:15:15.440 --> 00:15:17.000]   Does that make sense?
[00:15:17.000 --> 00:15:19.780]   Now follow James' argument here.
[00:15:19.780 --> 00:15:26.060]   He's talking about the tongue, and he's comparing the tongue in the mouth to the horrors of
[00:15:26.060 --> 00:15:30.620]   the reality of what happened in the past in Gehenna.
[00:15:30.620 --> 00:15:35.020]   And he says literally like this, "You've got to understand that this is what the tongue
[00:15:35.020 --> 00:15:36.300]   can do.
[00:15:36.300 --> 00:15:42.940]   It can create a reality in which the worst of human choices become true."
[00:15:42.940 --> 00:15:46.740]   Are you following?
[00:15:46.740 --> 00:15:50.500]   This is the seriousness of what James is trying to talk to the church about.
[00:15:50.500 --> 00:15:55.740]   Your tongue can, if not controlled, be like Gehenna.
[00:15:55.740 --> 00:16:03.940]   It can actually create a situation where the worst of human choices become a reality.
[00:16:03.940 --> 00:16:10.220]   So for James, right up front, our tongue, what we speak, and the reality of something
[00:16:10.220 --> 00:16:12.140]   created come together.
[00:16:12.140 --> 00:16:13.660]   Are you following this?
[00:16:13.660 --> 00:16:17.660]   Now it's important that you see this link, because ultimately what James is trying to
[00:16:17.660 --> 00:16:22.980]   do is kind of bring the church to a much bigger picture of what's happening in Scripture
[00:16:22.980 --> 00:16:26.180]   around this idea of speaking and creating.
[00:16:26.180 --> 00:16:29.460]   In fact, in verse 11, he speaks about the source.
[00:16:29.460 --> 00:16:33.400]   He says, "Can fresh water and salt water come together and be in the same thing?
[00:16:33.400 --> 00:16:35.900]   Can you have two sources creating two different things?"
[00:16:35.900 --> 00:16:36.900]   He's like, "No, no, no, no.
[00:16:36.900 --> 00:16:39.460]   There's only one source."
[00:16:39.460 --> 00:16:43.300]   So to understand really what James is trying to teach about this fact that our tongue can
[00:16:43.300 --> 00:16:48.980]   create realities that would express the worst of what humanity can do, you have to take
[00:16:48.980 --> 00:16:51.940]   him all the way back to the source.
[00:16:51.940 --> 00:16:56.460]   I want to show you some things here from the source of our words.
[00:16:56.460 --> 00:17:00.580]   Of course, to do that, you have to go all the way back to the beginning of the biblical
[00:17:00.580 --> 00:17:01.580]   story.
[00:17:01.580 --> 00:17:05.180]   Let me read you just the first three verses of Genesis.
[00:17:05.180 --> 00:17:06.540]   Genesis 1, verses 1 to 3.
[00:17:06.540 --> 00:17:10.980]   In the beginning, God created the heavens and the earth.
[00:17:10.980 --> 00:17:14.920]   Now the earth was formless and empty, and darkness was over the surface of the deep,
[00:17:14.920 --> 00:17:18.740]   and the Spirit of God was hovering over the waters.
[00:17:18.740 --> 00:17:24.460]   Verse 3, "And God said, 'Let there be light,' and there was light."
[00:17:24.460 --> 00:17:25.700]   This is one of the most wonderful moments.
[00:17:25.700 --> 00:17:32.280]   I wonder if you've ever asked yourself, why does God use words to create?
[00:17:32.280 --> 00:17:36.620]   Why does it specifically say here that God said He spoke, the Hebrew word here meaning
[00:17:36.620 --> 00:17:40.820]   literally out loud, He spoke out loud, "Let there be light," and there was light.
[00:17:40.820 --> 00:17:41.820]   Think about this.
[00:17:41.820 --> 00:17:45.140]   There was no one around right now in creation to hear it.
[00:17:45.140 --> 00:17:47.140]   Come on, church.
[00:17:47.140 --> 00:17:48.740]   Like no one had been created yet.
[00:17:48.740 --> 00:17:51.380]   There were no animals, no things, no people.
[00:17:51.380 --> 00:17:52.700]   That all comes later.
[00:17:52.700 --> 00:17:57.420]   No one is there to hear it, so why didn't He think creation into being?
[00:17:57.420 --> 00:17:58.420]   Like what was the point?
[00:17:58.420 --> 00:18:00.020]   What was the purpose of Him speaking?
[00:18:00.020 --> 00:18:05.380]   God is trying to show us that there is a reality through the way in which He's created the
[00:18:05.380 --> 00:18:06.380]   words.
[00:18:06.380 --> 00:18:12.860]   So He stands over creation, and He speaks to this formless void, and He brings it into
[00:18:12.860 --> 00:18:14.100]   creation.
[00:18:14.100 --> 00:18:21.540]   The Hebrew word that is found in the Old Testament that we translate to word in English is "dabba."
[00:18:21.540 --> 00:18:27.420]   And "dabba" literally in the Hebrew can mean a word, or it can mean a thing.
[00:18:27.420 --> 00:18:28.740]   And those two things seem quite different.
[00:18:28.740 --> 00:18:32.300]   Like is it a word, or is it a thing, like a real thing?
[00:18:32.300 --> 00:18:39.020]   Well, the reason why it can mean both is because in the Hebrew concept of the idea of a word,
[00:18:39.020 --> 00:18:42.460]   words have material reality to them.
[00:18:42.460 --> 00:18:45.660]   This is different for us and how we think about it these days, because when we think
[00:18:45.660 --> 00:18:50.100]   about words, we just think about things that are spoken out of somebody's mouth or something
[00:18:50.100 --> 00:18:51.500]   written on a page.
[00:18:51.500 --> 00:18:53.660]   The Hebrews didn't think of it that way.
[00:18:53.660 --> 00:18:59.980]   Because God created with His Word, the way they saw it is that God "dabbared" creation.
[00:18:59.980 --> 00:19:04.340]   Words, in other words, have material reality to them.
[00:19:04.340 --> 00:19:07.940]   They can literally create something.
[00:19:07.940 --> 00:19:12.860]   And this idea of the Hebrew concept of "dabbar" is found throughout our scriptures.
[00:19:12.860 --> 00:19:17.900]   Have you ever heard someone say, "Man, when they talked, their words had weight."
[00:19:17.900 --> 00:19:20.940]   That's the Hebrew idea of the concept of "dabbar."
[00:19:20.940 --> 00:19:26.020]   When I was 15 years old, I decided to try out for the local play that was happening
[00:19:26.020 --> 00:19:27.020]   in my school.
[00:19:27.020 --> 00:19:28.780]   I'd never done any drama before.
[00:19:28.780 --> 00:19:32.940]   I'd never thought about doing drama, but I needed to get a few extra things on my resume.
[00:19:32.940 --> 00:19:35.340]   So I decided I was going to be in the drama.
[00:19:35.340 --> 00:19:37.500]   So I went along for the audition.
[00:19:37.500 --> 00:19:39.820]   The drama teacher was like, "Why are you here?"
[00:19:39.820 --> 00:19:40.820]   And I'm like, "Hi."
[00:19:40.820 --> 00:19:43.340]   And he's like, "Okay, well, here's what you need to do."
[00:19:43.340 --> 00:19:46.740]   And he said, "I'm going to put a mirror on the front of the stage, and then you're going
[00:19:46.740 --> 00:19:51.860]   to get up, and I want you to mime for five minutes the mirror and your interaction with
[00:19:51.860 --> 00:19:53.060]   the mirror."
[00:19:53.060 --> 00:19:54.660]   So I was like, "Okay."
[00:19:54.660 --> 00:19:59.060]   So I got up on stage, and there was the mirror, and I went up, and I started interacting with
[00:19:59.060 --> 00:20:02.020]   the mirror, and I did all these things, and I tried my best.
[00:20:02.020 --> 00:20:04.840]   It probably wasn't the greatest thing that had ever happened.
[00:20:04.840 --> 00:20:08.500]   But as I put down the mirror at the end of the five minutes, I just stood there, and
[00:20:08.500 --> 00:20:09.500]   he didn't say anything.
[00:20:09.500 --> 00:20:12.820]   He just sort of stared at me for a while.
[00:20:12.820 --> 00:20:14.060]   And I was a little bit worried to begin with.
[00:20:14.060 --> 00:20:16.940]   He was like just staring me down.
[00:20:16.940 --> 00:20:19.100]   And then he said these words.
[00:20:19.100 --> 00:20:24.700]   He said, "What you just did made me come alive."
[00:20:24.700 --> 00:20:30.380]   I wonder if you can imagine for a 15-year-old kid, for somebody who's in authority, to say
[00:20:30.380 --> 00:20:33.020]   something like that over them.
[00:20:33.020 --> 00:20:37.300]   And I remember in that moment thinking to myself, "That's what I want to do for the
