
[00:00:00.000 --> 00:00:01.000]   Thank you, Benedict.
[00:07:47.000 --> 00:07:49.000]   it develops through specific experiences
[00:07:49.000 --> 00:07:51.000]   and cognitive frameworks.
[00:07:51.000 --> 00:07:54.000]   So we learn that in life, that we're a victim.
[00:07:54.000 --> 00:07:58.000]   This mindset is characterized by a persistent belief
[00:07:58.000 --> 00:08:03.000]   that one is powerless against negative circumstances,
[00:08:03.000 --> 00:08:05.000]   attributing hardships to external forces
[00:08:05.000 --> 00:08:10.000]   and seeing attempts to change as futile.
[00:08:10.000 --> 00:08:13.000]   And so psychologists, they did a lot of research on this,
[00:08:13.000 --> 00:08:16.000]   and they have identified three fundamental beliefs
[00:08:16.000 --> 00:08:19.000]   that sustain victim mentality.
[00:08:19.000 --> 00:08:21.000]   Let's go through them one by one.
[00:08:21.000 --> 00:08:24.000]   The first one, bad things happen
[00:08:24.000 --> 00:08:27.000]   and will continue to happen regardless of my actions.
[00:08:27.000 --> 00:08:31.000]   Whatever I do, bad things will just keep happening.
[00:08:31.000 --> 00:08:32.000]   I can't control that.
[00:08:32.000 --> 00:08:35.000]   Or number two, other people or external circumstances
[00:08:35.000 --> 00:08:38.000]   are to blame for someone's misfortune.
[00:08:38.000 --> 00:08:40.000]   Or in my case, I lost my mom. I couldn't help.
[00:08:40.000 --> 00:08:43.000]   I cannot control that. I couldn't have her back.
[00:08:43.000 --> 00:08:47.000]   So I am who I am. This is the way I live.
[00:08:47.000 --> 00:08:50.000]   And I'm traumatized. I can't do anything about it.
[00:08:50.000 --> 00:08:53.000]   Or number three, any efforts to create change
[00:08:53.000 --> 00:08:57.000]   will inevitably fail, making attempts pointless.
[00:08:57.000 --> 00:09:00.000]   I try to change, but I'm always insecure.
[00:09:00.000 --> 00:09:03.000]   I can't be more secure because I don't have a mom in my life.
[00:09:03.000 --> 00:09:05.000]   What do you expect from me? I'm a victim here.
[00:09:05.000 --> 00:09:07.000]   I'm a victim here. Yeah, I know I fail.
[00:09:07.000 --> 00:09:10.000]   I know I flunk my exams, but you shouldn't blame me
[00:09:10.000 --> 00:09:12.000]   because I'm the victim here.
[00:09:12.000 --> 00:09:15.000]   That's what I went through when I was younger.
[00:09:15.000 --> 00:09:20.000]   So it says here, "These beliefs trap people in cycles of helplessness,
[00:09:20.000 --> 00:09:24.000]   making them see challenges as permanent and beyond their control,
[00:09:24.000 --> 00:09:25.000]   hindering positive change."
[00:09:25.000 --> 00:09:28.000]   That's why they are always stuck in their tragedies.
[00:09:28.000 --> 00:09:31.000]   They are always stuck in their struggles.
[00:09:31.000 --> 00:09:37.000]   For example, perhaps someone feels they're never appreciated by their boss,
[00:09:37.000 --> 00:09:38.000]   no matter how hard they try,
[00:09:38.000 --> 00:09:40.000]   no matter how many nights they spend in the office,
[00:09:40.000 --> 00:09:44.000]   you know, OT, and they're stuck in the career.
[00:09:44.000 --> 00:09:46.000]   But if you ask them, "Why don't you get another job?"
[00:09:46.000 --> 00:09:47.000]   They'll say, "No, no, no, no, no.
[00:09:47.000 --> 00:09:50.000]   I don't know if I can find another job that easy.
[00:09:50.000 --> 00:09:53.000]   I don't know if I will ever have any boss that will like me."
[00:09:53.000 --> 00:09:55.000]   They'll say no to you.
[00:09:55.000 --> 00:10:00.000]   Or perhaps someone has been rejected or hurt in a relationship before,
[00:10:00.000 --> 00:10:04.000]   and they decided to avoid starting another meaningful relationship,
[00:10:04.000 --> 00:10:08.000]   not just romantic ones, even normal social relationships.
[00:10:08.000 --> 00:10:11.000]   They start to hide themselves behind closed doors and say,
[00:10:11.000 --> 00:10:15.000]   "I'm not convinced that anyone would want to be my friend.
[00:10:15.000 --> 00:10:17.000]   I don't think anyone would like me.
[00:10:17.000 --> 00:10:22.000]   I think I'm such a person that nobody would want to be my friend."
[00:10:22.000 --> 00:10:26.000]   So these people, they're just stuck in that kind of victimhood.
[00:10:26.000 --> 00:10:30.000]   And when we dive back into Joseph's story,
[00:10:30.000 --> 00:10:34.000]   and we can see, "Hey man, this is a real victim here.
[00:10:34.000 --> 00:10:37.000]   Come on. Think about his life.
[00:10:37.000 --> 00:10:39.000]   He was betrayed by his own brothers,
[00:10:39.000 --> 00:10:43.000]   suggesting to him that even those who were closest to him in his life,
[00:10:43.000 --> 00:10:46.000]   even his flesh and blood, his own family, could betray him.
[00:10:46.000 --> 00:10:48.000]   They could not be trusted.
[00:10:48.000 --> 00:10:51.000]   And then he was sold into slavery.
[00:10:51.000 --> 00:10:52.000]   He lost his freedom.
[00:10:52.000 --> 00:10:56.000]   He lost his power to control over his life.
[00:10:56.000 --> 00:10:59.000]   He's powerless over his own circumstances.
[00:10:59.000 --> 00:11:05.000]   And he was falsely accused by the wife of his boss.
[00:11:05.000 --> 00:11:09.000]   He didn't lie, despite his integrity.
[00:11:09.000 --> 00:11:12.000]   That led to his unjust imprisonment.
[00:11:12.000 --> 00:11:16.000]   And even in prison, he met this guy, his fellow cellmate,
[00:11:16.000 --> 00:11:18.000]   and he thought, "Oh, this guy had a dream.
[00:11:18.000 --> 00:11:20.000]   I know how to interpret dreams. It just so happened.
[00:11:20.000 --> 00:11:22.000]   Let me interpret his dream."
[00:11:22.000 --> 00:11:25.000]   And so he got restored. He got out of jail.
[00:11:25.000 --> 00:11:27.000]   And I thought, "This guy is going to help me.
[00:11:27.000 --> 00:11:29.000]   This is my ticket out of here."
[00:11:29.000 --> 00:11:30.000]   And guess what?
[00:11:30.000 --> 00:11:37.000]   That cup bearer forgot about him the moment he left the prison.
[00:11:37.000 --> 00:11:43.000]   So at the beginning of chapter 41 of Genesis,
[00:11:43.000 --> 00:11:45.000]   the author wrote these words,
[00:11:45.000 --> 00:11:49.000]   "When two full years had passed."
[00:11:49.000 --> 00:11:55.000]   When two full years had passed means nothing happened in two full years.
[00:11:55.000 --> 00:11:58.000]   He was in jail, seated there for the wrong reason.
[00:11:58.000 --> 00:12:01.000]   He didn't do anything, and he didn't get any help.
[00:12:01.000 --> 00:12:06.000]   He was there stuck in the prison for two full years by himself.
[00:12:06.000 --> 00:12:09.000]   Joseph could have asked himself this question like a million times,
[00:12:09.000 --> 00:12:11.000]   at least a couple hundred times.
[00:12:11.000 --> 00:12:17.000]   "I wonder if my friend, the cup bearer, is going to mention my name to Pharaoh today.
[00:12:17.000 --> 00:12:19.000]   Oh yeah, today, he just went out for two days.
[00:12:19.000 --> 00:12:23.000]   Maybe he haven't really seen Pharaoh yet. That's okay.
[00:12:23.000 --> 00:12:25.000]   Oh, it's been a week now.
[00:12:25.000 --> 00:12:28.000]   Maybe he's busy. Maybe Pharaoh is busy.
[00:12:28.000 --> 00:12:32.000]   Oh, it's been a month. I wonder how that guy is doing.
[00:12:32.000 --> 00:12:34.000]   And then it's two years.
[00:12:34.000 --> 00:12:36.000]   Where has he been?
[00:12:36.000 --> 00:12:38.000]   Has he forgotten about me?
[00:12:38.000 --> 00:12:43.000]   No news, no visitors, just disappointment in his life.
[00:12:43.000 --> 00:12:48.000]   If I put myself in his shoes, I would be thinking this.
[00:12:48.000 --> 00:12:51.000]   First, I wouldn't be sure if I could--
[00:12:51.000 --> 00:12:55.000]   I'm not even sure if there's any faith left inside of me,
[00:12:55.000 --> 00:12:58.000]   faith in man and faith in God.
[00:12:58.000 --> 00:13:02.000]   I think I would have become a very cynical person.
[00:13:02.000 --> 00:13:06.000]   I might assume the worst in every single one around me.
[00:13:06.000 --> 00:13:11.000]   I might think that God has abandoned me, so I might as well just do the same to him.
[00:13:11.000 --> 00:13:18.000]   Or maybe I would just come to terms with a lesser version of God,
[00:13:18.000 --> 00:13:22.000]   who may still love me, but he's totally incapable of helping me
[00:13:22.000 --> 00:13:25.000]   or at least getting me out of the prison.
[00:13:25.000 --> 00:13:28.000]   Or I'll just have to live with it.
[00:13:28.000 --> 00:13:32.000]   That's okay. I'm a slave. I'm a prisoner.
[00:13:32.000 --> 00:13:36.000]   Probably I'll be a slave or a prisoner for the rest of my life.
[00:13:36.000 --> 00:13:39.000]   There's no help. God is--
[00:13:39.000 --> 00:13:44.000]   He abandoned me, or he's not great enough.
[00:13:44.000 --> 00:13:48.000]   This is called learned helplessness.
[00:13:48.000 --> 00:13:53.000]   I'm not sure when we're facing difficulties, challenges in life,
[00:13:53.000 --> 00:13:56.000]   do we ask these kind of questions.
[00:13:56.000 --> 00:14:00.000]   A while ago, I was facing some challenges in my life,
[00:14:00.000 --> 00:14:03.000]   and I recorded some of my thoughts in a notebook,
[00:14:03.000 --> 00:14:05.000]   and I literally wrote these down.
[00:14:05.000 --> 00:14:09.000]   I said, "Has my favor run out?"
[00:14:09.000 --> 00:14:13.000]   Like, "Is God not favoring me anymore? Has my favor run out?"
[00:14:13.000 --> 00:14:17.000]   "Does he not love me anymore? Does he not want me anymore?"
[00:14:17.000 --> 00:14:19.000]   "Is he done with me?"
[00:14:19.000 --> 00:14:23.000]   I have all these dark thoughts in me that I have to battle every day,
[00:14:23.000 --> 00:14:27.000]   and these are some of the learned helplessness in our lives.
[00:14:27.000 --> 00:14:30.000]   And these thoughts, they start to change us.
[00:14:30.000 --> 00:14:32.000]   They start to shape our perspective.
[00:14:32.000 --> 00:14:38.000]   They will make us see ourselves as a victim or a prisoner all the time.
[00:14:38.000 --> 00:14:42.000]   We can see ourselves as victim of a dysfunctional family sometimes.
[00:14:42.000 --> 00:14:45.000]   We can see ourselves as victims of a bad economy
[00:14:45.000 --> 00:14:47.000]   because there's a trade war going on.
[00:14:47.000 --> 00:14:50.000]   I'm suffering. I'm the collateral damage.
[00:14:50.000 --> 00:14:55.000]   And sometimes we can see ourselves as prisoners to physical or emotional abuse,
[00:14:55.000 --> 00:14:59.000]   and we are caught in a victimhood.
[00:14:59.000 --> 00:15:02.000]   We're caught in being a victim.
[00:15:02.000 --> 00:15:09.000]   And so this victim mentality, it is indeed a prison of the mind.
[00:15:09.000 --> 00:15:10.000]   Let me say that again.
[00:15:10.000 --> 00:15:15.000]   When we're stuck in these kind of dark thoughts, these victim mentality,
[00:15:15.000 --> 00:15:19.000]   it becomes a prison for our mind.
[00:15:19.000 --> 00:15:26.000]   While a physical prison may limit someone's movement or freedom externally,
[00:15:26.000 --> 00:15:33.000]   this mentality or this victim mentality, it limits someone's internal freedom.
[00:15:33.000 --> 00:15:38.000]   And we may be walking outside, but inside we felt we're not enough.
[00:15:38.000 --> 00:15:43.000]   We felt I can't do anything with my life because I don't have what it takes anymore,
[00:15:43.000 --> 00:15:46.000]   because I'm not good enough anymore, because nobody wants me anymore,
[00:15:46.000 --> 00:15:49.000]   because I'm a victim, because this or that happened in my life before.
[00:15:49.000 --> 00:15:54.000]   That's why I am not entitled to a full life anymore.
[00:15:54.000 --> 00:15:57.000]   It becomes a prison internally.
[00:15:57.000 --> 00:16:00.000]   And even if circumstances change, and they do change sometimes,
[00:16:00.000 --> 00:16:05.000]   the victim mentality can keep a person locked in their past.
[00:16:05.000 --> 00:16:08.000]   Oh yeah, that happened in the past, so I can't imagine there's a future.
[00:16:08.000 --> 00:16:13.000]   Before I was diagnosed with ADHD, that's exactly how I felt.
[00:16:13.000 --> 00:16:18.000]   I thought I felt so many times before, I can't foresee there's a future for me.
[00:16:18.000 --> 00:16:22.000]   I can't see there's any chance of success for me in the future.
[00:16:22.000 --> 00:16:24.000]   We're stuck in the past.
[00:16:24.000 --> 00:16:30.000]   It prevents us from stepping into healing or purpose or any new opportunities.
[00:16:30.000 --> 00:16:37.000]   So Genesis 41 showed us how Joseph was brought out of the physical prison.
[00:16:37.000 --> 00:16:40.000]   Let's continue with that verse just now.
[00:16:40.000 --> 00:16:42.000]   It says Pharaoh had a dream.
[00:16:42.000 --> 00:16:44.000]   In fact, he had two dreams.
[00:16:44.000 --> 00:16:48.000]   The first one, seven sleek and fat cows came up from Nile,
[00:16:48.000 --> 00:16:52.000]   they were just eating, and then suddenly there were seven ugly cows came up,
[00:16:52.000 --> 00:16:54.000]   and they just ate those seven cows.
[00:16:54.000 --> 00:16:55.000]   First dream, done.
[00:16:55.000 --> 00:17:00.000]   And second dream, oh, there is this seven healthy grain growing up,
[00:17:00.000 --> 00:17:04.000]   and then there is this seven ugly, like, scorched grain heads growing up,
[00:17:04.000 --> 00:17:06.000]   and they kind of like eat it.
[00:17:06.000 --> 00:17:08.000]   I don't know how grain can eat grain, so.
[00:17:08.000 --> 00:17:11.000]   I've been imagining this so many times, I still can't understand this dream,
[00:17:11.000 --> 00:17:16.000]   but anyway, it's a dream, so just live with it.
[00:17:16.000 --> 00:17:20.000]   So the two dreams are basically the same dream, but they are also two dreams.
[00:17:20.000 --> 00:17:22.000]   And Pharaoh woke up, and he tried to ask his staff,
[00:17:22.000 --> 00:17:25.000]   "Hey, can anyone tell me, hey, magicians, hey, you guys,
[00:17:25.000 --> 00:17:29.000]   you study the stars or whatever, and can you tell me what is this about?"
[00:17:29.000 --> 00:17:32.000]   Nobody could answer that.
[00:17:32.000 --> 00:17:36.000]   And suddenly this guy was holding his cup.
[00:17:36.000 --> 00:17:39.000]   Oh, I remember a guy from the prison.
[00:17:39.000 --> 00:17:41.000]   He interpreted my dream.
[00:17:41.000 --> 00:17:44.000]   Oh, my Lord, maybe he could interpret your dream as well.
[00:17:44.000 --> 00:17:48.000]   And so now we see Joseph was brought out of the prison,
[00:17:48.000 --> 00:17:52.000]   and he stood before Pharaoh.
[00:17:52.000 --> 00:17:54.000]   Great for him.
[00:17:54.000 --> 00:17:56.000]   He was physically taken out of the prison.
[00:17:56.000 --> 00:18:01.000]   And, of course, Pharaoh asked him to do what he does best,
[00:18:01.000 --> 00:18:03.000]   dream interpretation, right?
[00:18:03.000 --> 00:18:08.000]   And so now we know that all those seven, like, fat cows or, like, the healthy grains,
[00:18:08.000 --> 00:18:12.000]   it represents seven years of abundance that's coming,
[00:18:12.000 --> 00:18:16.000]   and then the other seven means seven years of famine coming.
[00:18:16.000 --> 00:18:20.000]   So this is just Joseph doing his thing.
[00:18:20.000 --> 00:18:26.000]   But here I would like to describe it as what I would call a combo of gifts and talents.
[00:18:26.000 --> 00:18:30.000]   Joseph didn't just interpret it supernaturally, the dreams of Pharaoh.
[00:18:30.000 --> 00:18:32.000]   That's a supernatural gift.
[00:18:32.000 --> 00:18:35.000]   But he also told him, "Hey, Pharaoh, you know, I got a game plan.
[00:18:35.000 --> 00:18:39.000]   You just have to, you know, during that seven years of abundance,
[00:18:39.000 --> 00:18:42.000]   you just have to store up everything, and during those seven years of famine,
[00:18:42.000 --> 00:18:44.000]   we can take care of that.
[00:18:44.000 --> 00:18:45.000]   This is the game plan.
[00:18:45.000 --> 00:18:50.000]   Come on, you just need someone who is so smart, who is so mature, who is a mastermind."
[00:18:50.000 --> 00:18:53.000]   And just so happened he himself is one.
[00:18:53.000 --> 00:18:57.000]   We see a combo of gifts and talents, supernatural gifts and natural talent.
[00:18:57.000 --> 00:19:01.000]   The supernatural gift of dream interpretation and his natural talent,
[00:19:01.000 --> 00:19:06.000]   he's an administrative mastermind, which I'm definitely not one.
[00:19:06.000 --> 00:19:09.000]   But I know there are a lot in our midst as well.
[00:19:09.000 --> 00:19:13.000]   But so he was using his God-given gifts.
[00:19:13.000 --> 00:19:15.000]   He knows dream interpretation that comes from God.
[00:19:15.000 --> 00:19:17.000]   God provided this ability to him.
[00:19:17.000 --> 00:19:22.000]   And even his administrative mastermind, that skill, it also comes from God.
[00:19:22.000 --> 00:19:29.000]   God provided him with the necessary skills and talents for him to get out of prison.
[00:19:29.000 --> 00:19:33.000]   So immediately he transitioned from prison to palace,
[00:19:33.000 --> 00:19:38.000]   or he transitioned from being a forgotten prisoner rotting in his cell
[00:19:38.000 --> 00:19:42.000]   to the second in command in the entire nation of Egypt.
[00:19:42.000 --> 00:19:48.000]   Two years, two full years of waiting in prison,
