
[00:00:00.000 --> 00:00:02.360]  謝謝Ivan,我們先給Ivan掌聲
[00:01:47.800 --> 00:01:49.080]  我那天多感恩
[00:01:49.080 --> 00:01:51.640]  我回到家裡竟然沒有出汗
[00:01:51.640 --> 00:01:53.640]  這種感覺是很痛快
[00:01:53.640 --> 00:01:55.160]  是不是很涼快應該是
[00:01:55.160 --> 00:01:59.680]  但是說到全球暖化這件事
[00:01:59.680 --> 00:02:02.880]  我記得在我人生翻了三十多年教會裡面
[00:02:02.880 --> 00:02:05.920]  有99%的時間如果我回到教會
[00:02:05.920 --> 00:02:07.560]  在聚會或者崇拜裡面
[00:02:07.560 --> 00:02:10.640]  如果我們說到全球暖化這幾個字的話
[00:02:10.640 --> 00:02:13.120]  99%的結論都是會這樣的
[00:02:13.120 --> 00:02:15.160]  哇耶穌真的很快回來了
[00:02:15.160 --> 00:02:16.160]  末日很近了
[00:02:16.160 --> 00:02:18.040]  大家快點悔改信耶穌了
[00:02:18.040 --> 00:02:19.360]  你快點去傳福音了
[00:02:19.360 --> 00:02:23.280]  99%我講開全球暖化的人就是這樣的結論
[00:02:23.280 --> 00:02:25.000]  我看到有人點頭了
[00:02:25.000 --> 00:02:27.680]  可能你去過的聚會跟我的不一樣
[00:02:27.680 --> 00:02:29.640]  絕大部分的人都是
[00:02:29.640 --> 00:02:30.600]  是不是全球暖化
[00:02:30.600 --> 00:02:32.920]  快點悔改信耶穌或者去傳福音了
[00:02:32.920 --> 00:02:38.040]  當然我認同我們在傳福音裡面是有一個迫切性的
[00:02:38.040 --> 00:02:39.920]  好像大家知道一樣
[00:02:39.920 --> 00:02:41.840]  雖然我們很熱愛傳福音
[00:02:41.840 --> 00:02:44.720]  所以為什麼我們星期二晚和星期三晚
[00:02:44.720 --> 00:02:46.120]  Alpha只是開始了兩個星期
[00:02:46.120 --> 00:02:47.680]  還可以邀請新朋友參加
[00:02:47.680 --> 00:02:48.880]  正式講一個原筆
[00:02:48.880 --> 00:02:51.600]  雖然我們很熱愛傳福音
[00:02:51.600 --> 00:02:56.800]  不過既然我們今天是在講公義的講道系列裡面
[00:02:56.800 --> 00:03:01.240]  請容許我去換一個角度去看這件事
[00:03:01.240 --> 00:03:04.400]  當我們要總結這個關於公義的系列的時候
[00:03:04.400 --> 00:03:07.400]  我們過去幾個星期聽到Ivan告訴我們
[00:03:07.400 --> 00:03:09.800]  那四個不同的關係
[00:03:09.800 --> 00:03:11.800]  神創造我們讓我們跟神
[00:03:11.800 --> 00:03:12.680]  跟我們自己
[00:03:12.680 --> 00:03:13.400]  跟他人
[00:03:13.400 --> 00:03:16.680]  還有跟整個創造物是有一個關係
[00:03:16.680 --> 00:03:19.040]  神想我們在這四種的關係裡面
[00:03:19.040 --> 00:03:22.080]  去經歷什麼是Shalom 什麼是平安
[00:03:22.080 --> 00:03:25.800]  而今天我們會講到這四個關係裡面的最後一個
[00:03:25.800 --> 00:03:28.400]  就是我們跟神所有的創造物
[00:03:28.400 --> 00:03:29.800]  跟整個的創造
[00:03:29.800 --> 00:03:32.920]  我們整個講道的系列就是在講神一開始的時候
[00:03:32.920 --> 00:03:36.480]  怎樣創造了我們和整個這個非常美麗的宇宙
[00:03:36.480 --> 00:03:39.760]  我們是跟整個宇宙一起去被創造
[00:03:39.760 --> 00:03:42.160]  然後我們就在這幾個關係裡面
[00:03:42.160 --> 00:03:43.880]  本身應該是享受一種平安
[00:03:43.880 --> 00:03:44.600]  一種Shalom
[00:03:44.600 --> 00:03:47.760]  一種很圓滿的關係的感覺
[00:03:47.760 --> 00:03:51.080]  但不幸的是人選擇了搧逆神
[00:03:51.080 --> 00:03:52.280]  選擇了反叛
[00:03:52.280 --> 00:03:53.640]  選擇了去違背祂
[00:03:53.640 --> 00:03:56.120]  所以我們經歷了這四個交叉
[00:03:56.120 --> 00:03:58.120]  在這四個不同的層面
[00:03:58.120 --> 00:04:00.440]  在這四種關係的場景裡面
[00:04:00.440 --> 00:04:01.840]  我們都經歷了破碎
[00:04:01.840 --> 00:04:03.640]  我們經歷了這種關係的破裂
[00:04:03.640 --> 00:04:04.520]  我們跟神
[00:04:04.520 --> 00:04:05.320]  跟自己
[00:04:05.320 --> 00:04:06.240]  跟其他人
[00:04:06.240 --> 00:04:07.680]  以至跟整個創造物
[00:04:07.680 --> 00:04:09.440]  我們的關係都破裂了
[00:04:09.440 --> 00:04:11.640]  前幾個星期我們都講到
[00:04:11.640 --> 00:04:14.040]  剛才頭三個的內容
[00:04:14.040 --> 00:04:16.640]  我們今天會來講最後一個
[00:04:16.640 --> 00:04:20.200]  來看看我們跟其餘的受造物
[00:04:20.200 --> 00:04:21.480]  我們的關係
[00:04:21.480 --> 00:04:23.240]  初創造的時候
[00:04:23.240 --> 00:04:24.400]  本來是怎麼樣
[00:04:24.400 --> 00:04:26.000]  當人選擇反叛的時候
[00:04:26.000 --> 00:04:27.320]  又發生了什麼事
[00:04:27.320 --> 00:04:30.440]  還有神怎樣來撿回這個爛攤子
[00:04:30.440 --> 00:04:33.440]  今天我相信我們會解答一個
[00:04:33.440 --> 00:04:34.520]  很重要的問題
[00:04:34.520 --> 00:04:37.200]  就是當我們成為基督徒的時候
[00:04:37.200 --> 00:04:39.320]  成為基督的跟隨者的時候
[00:04:39.320 --> 00:04:42.560]  跟我們要保育我們所居住的這個地球
[00:04:42.560 --> 00:04:44.240]  有些什麼關聯呢
[00:04:44.240 --> 00:04:45.480]  很多時候我從小到大
[00:04:45.480 --> 00:04:48.320]  去看到很多綠色團體的廣告
[00:04:48.320 --> 00:04:49.400]  聽那些講座
[00:04:49.400 --> 00:04:51.320]  我都覺得那些都是好的東西
[00:04:51.320 --> 00:04:52.840]  我從來都沒有把這件事
[00:04:52.840 --> 00:04:54.680]  跟我的信仰聯繫起來
[00:04:54.680 --> 00:04:55.960]  但今天我相信
[00:04:55.960 --> 00:04:57.080]  我們會解決
[00:04:57.080 --> 00:04:59.080]  或者解答這個問題
[00:04:59.080 --> 00:05:00.560]  不過這件事不是
[00:05:00.560 --> 00:05:02.520]  我在這裡說幾句就可以
[00:05:02.520 --> 00:05:04.280]  還有我今天不是要給一個教育
[00:05:04.280 --> 00:05:06.160]  環保教育的講座給大家
[00:05:06.160 --> 00:05:07.600]  今天我想跟大家做的是
[00:05:07.600 --> 00:05:08.960]  打開神的話語
[00:05:08.960 --> 00:05:12.400]  來看看神要跟我們講什麼
[00:05:12.400 --> 00:05:13.720]  但這樣做唯有在
[00:05:13.720 --> 00:05:15.120]  聖靈的大能裡面
[00:05:15.120 --> 00:05:16.680]  還有祂的光照之下
[00:05:16.680 --> 00:05:18.280]  我們才可以做得到
[00:05:18.280 --> 00:05:20.280]  不如我們一起祈禱好不好
[00:05:20.280 --> 00:05:25.280]  天父我們今天要說的這件事
[00:05:25.280 --> 00:05:28.280]  好像很多時候都跟我們距離很遠
[00:05:28.280 --> 00:05:31.360]  但天父我們今天
[00:05:31.360 --> 00:05:34.360]  就讓我們可以由你的心去出發
[00:05:34.360 --> 00:05:36.680]  讓我們去貼近你的心
[00:05:36.680 --> 00:05:38.120]  去聆聽你的話
[00:05:38.120 --> 00:05:39.800]  去聽一下你的心
[00:05:39.800 --> 00:05:42.800]  怎樣為了你整個的創造
[00:05:42.800 --> 00:05:45.280]  而你的心是怎樣去焚燒
[00:05:45.280 --> 00:05:47.280]  怎樣去燃燒你的心
[00:05:47.280 --> 00:05:49.520]  讓我們去明白你更加多
[00:05:49.520 --> 00:05:52.440]  我們這樣禱告是奉耶穌的名
[00:05:52.440 --> 00:05:53.520]  Amen
[00:05:53.520 --> 00:05:55.400]  如果我們想知道
[00:05:55.400 --> 00:05:57.880]  神對我們和其餘的受造物
[00:05:57.880 --> 00:06:01.280]  那個最初的原本的計劃是怎樣的話
[00:06:01.280 --> 00:06:02.320]  沒錯大家猜到了
[00:06:02.320 --> 00:06:04.920]  我們一定要回到聖經的一開頭
[00:06:04.920 --> 00:06:06.160]  即是創世紀
[00:06:06.160 --> 00:06:07.880]  尤其是第一章那裡
[00:06:07.880 --> 00:06:10.400]  我們這個應該讀過很多很多次
[00:06:10.400 --> 00:06:11.720]  大家非常非常熟悉
[00:06:11.720 --> 00:06:15.120]  第一章那裡說到神按照他的形象去做人
[00:06:15.120 --> 00:06:16.560]  做男做女
[00:06:16.560 --> 00:06:19.320]  28節那裡說
[00:06:19.320 --> 00:06:21.920]  神賜福給那對男女
[00:06:21.920 --> 00:06:23.360]  亞當夏娃跟他們說
[00:06:23.360 --> 00:06:25.080]  你要生養眾多
[00:06:25.080 --> 00:06:26.680]  要遍滿地面
[00:06:26.680 --> 00:06:27.720]  治理這地
[00:06:27.720 --> 00:06:29.240]  也要管理海裏面的魚
[00:06:29.240 --> 00:06:29.840]  空中的鳥
[00:06:29.840 --> 00:06:32.840]  和地上各樣的行動的活物
[00:06:32.840 --> 00:06:35.600]  所以創世紀第一章告訴我們
[00:06:35.600 --> 00:06:37.480]  人有一個角色就是
[00:06:37.480 --> 00:06:39.480]  我們應該要去治理
[00:06:39.480 --> 00:06:42.040]  我們甚至用英文的字叫做
[00:06:42.040 --> 00:06:42.760]  Subdue
[00:06:42.760 --> 00:06:44.240]  我們要遍滿這個地方
[00:06:44.240 --> 00:06:44.760]  要Subdue
[00:06:44.760 --> 00:06:47.000]  即是我們要征服這片土地
[00:06:47.000 --> 00:06:48.320]  然後我們要去管理
[00:06:48.320 --> 00:06:50.120]  好像要去統治一樣
[00:06:50.120 --> 00:06:52.120]  一聽到又征服又統治
[00:06:52.120 --> 00:06:53.720]  是不是我們是老闆一樣
[00:06:53.720 --> 00:06:54.520]  好像很爽一樣
[00:06:54.520 --> 00:06:55.880]  我們是老闆
[00:06:55.880 --> 00:06:57.160]  我們可以做什麼都可以
[00:06:57.160 --> 00:06:58.800]  我們喜歡做什麼都可以
[00:06:58.800 --> 00:07:01.040]  但不如我們多看一節經文
[00:07:01.040 --> 00:07:03.600]  創世紀的第二章第15節裡面
[00:07:03.600 --> 00:07:06.520]  對創造的記錄有多一點補充
[00:07:06.520 --> 00:07:07.280]  那裡這樣說
[00:07:07.280 --> 00:07:09.640]  耶和華神將那人即是亞當
[00:07:09.640 --> 00:07:11.640]  安置在伊甸園那裏
[00:07:11.640 --> 00:07:14.440]  使他修理和看守
[00:07:14.440 --> 00:07:16.040]  如果我們看一些英文的譯本的話
[00:07:16.040 --> 00:07:16.840]  這裏會說
[00:07:16.840 --> 00:07:19.000]  令到他在那裏去Work it
[00:07:19.000 --> 00:07:22.080]  和去Take care of it
[00:07:22.080 --> 00:07:23.880]  那你說那是什麼意思呢
[00:07:23.880 --> 00:07:25.680]  如果我們看看這兩個字
[00:07:25.680 --> 00:07:27.600]  原文在希伯來文裏面的時候
[00:07:27.600 --> 00:07:28.720]  是這樣說的
[00:07:28.720 --> 00:07:31.320]  神說我們要去修理或者要Work it
[00:07:31.320 --> 00:07:33.440]  希伯來文叫做Avart
[00:07:33.440 --> 00:07:35.120]  Avart的意思是說
[00:07:35.120 --> 00:07:37.320]  要去Serve 要去服侍
[00:07:37.320 --> 00:07:39.200]  而且在服侍的過程當中
[00:07:39.200 --> 00:07:40.960]  要下很多的勞力
[00:07:40.960 --> 00:07:43.120]  要花很多的心機
[00:07:43.120 --> 00:07:44.640]  這個就是Avart
[00:07:44.640 --> 00:07:46.320]  還有就是我們要去Shamar
[00:07:46.320 --> 00:07:47.600]  我們要去Take care
[00:07:47.600 --> 00:07:48.640]  我們要去看守
[00:07:48.640 --> 00:07:50.520]  我們要來保護他
[00:07:50.520 --> 00:07:53.160]  我們要去保守他
[00:07:53.160 --> 00:07:56.120]  要令到他可以變得越來越好
[00:07:56.120 --> 00:07:59.520]  這個就是神在創造的時候
[00:07:59.520 --> 00:08:02.320]  對我們賦予了一個角色給我們
[00:08:02.320 --> 00:08:03.840]  所以我們作為人類
[00:08:03.840 --> 00:08:07.320]  作為神的形象的那個勝在者
[00:08:07.320 --> 00:08:09.240]  我們是應該治理
[00:08:09.240 --> 00:08:12.440]  我們應該來去管理神的創造
[00:08:12.440 --> 00:08:14.120]  整個的創造
[00:08:14.120 --> 00:08:16.400]  我們要以一種服務
[00:08:16.400 --> 00:08:18.160]  要以一種去關懷
[00:08:18.160 --> 00:08:19.000]  這樣的態度
[00:08:19.000 --> 00:08:20.120]  這樣的方式去做
[00:08:20.120 --> 00:08:21.800]  令到他在我們的照顧之下
[00:08:21.800 --> 00:08:22.960]  整個世界
[00:08:22.960 --> 00:08:25.040]  所有的整個的創造物
[00:08:25.040 --> 00:08:27.880]  他可以變得越來越好
[00:08:27.880 --> 00:08:29.920]  如果我們再看看詩篇的話
[00:08:29.920 --> 00:08:33.840]  詩篇是這樣來描述神的創造
[00:08:33.840 --> 00:08:35.080]  在詩篇第24篇
[00:08:35.080 --> 00:08:35.960]  可能很多時候
[00:08:35.960 --> 00:08:38.480]  我知道以前有些教會
[00:08:38.480 --> 00:08:39.880]  可能他們宣召的時候
[00:08:39.880 --> 00:08:42.320]  宣召經文會讀這句經文
[00:08:42.320 --> 00:08:42.840]  他說
[00:08:42.840 --> 00:08:46.920]  地和其中所充滿的世界和住在其間的
[00:08:46.920 --> 00:08:48.400]  都屬於耶和華
[00:08:48.400 --> 00:08:49.080]  從小到大
[00:08:49.080 --> 00:08:50.720]  我在自己的舞會裡面
[00:08:50.720 --> 00:08:51.320]  就是聽這句
[00:08:51.320 --> 00:08:52.360]  就是宣召經文
[00:08:52.360 --> 00:08:53.520]  一聽到這句就是
[00:08:53.520 --> 00:08:54.760]  準備唱詩歌了
[00:08:54.760 --> 00:08:56.720]  這樣大家要起來了
[00:08:56.720 --> 00:08:59.560]  這裡說的這個世界所做的所有事情
[00:08:59.560 --> 00:09:01.080]  是屬於誰的
[00:09:01.080 --> 00:09:02.840]  是屬於神的
[00:09:02.840 --> 00:09:05.080]  不過我們又看看下一句
[00:09:05.080 --> 00:09:06.320]  大地是屬於神的
[00:09:06.320 --> 00:09:08.400]  我們看看詩篇115篇
[00:09:08.400 --> 00:09:09.560]  第16節那裡
[00:09:09.560 --> 00:09:10.200]  有這樣說
[00:09:10.200 --> 00:09:10.680]  他說
[00:09:10.680 --> 00:09:12.760]  天是耶和華的天
[00:09:12.760 --> 00:09:14.840]  地他就給了世人
[00:09:14.840 --> 00:09:16.480]  他給了人類
[00:09:16.480 --> 00:09:18.080]  他將整塊地
[00:09:18.080 --> 00:09:21.240]  他將這個地球給了人類
[00:09:21.240 --> 00:09:22.880]  這兩篇的詩篇
[00:09:22.880 --> 00:09:23.960]  這兩節的經文
[00:09:23.960 --> 00:09:26.480]  說起來好像在說不同的東西
[00:09:26.480 --> 00:09:27.320]  是不是呢
[00:09:27.320 --> 00:09:28.920]  但其實這兩種的說法
[00:09:28.920 --> 00:09:29.880]  或者這兩句說話
[00:09:29.880 --> 00:09:32.040]  本身是相輔相成的
[00:09:32.040 --> 00:09:34.040]  是在說一件事裡面的
[00:09:34.040 --> 00:09:35.240]  不同的兩面
[00:09:35.240 --> 00:09:36.200]  如果我們去看一看
[00:09:36.200 --> 00:09:38.000]  我們會有一幅完整的圖畫
[00:09:38.000 --> 00:09:40.080]  詩篇24篇裡面說到的是
[00:09:40.080 --> 00:09:41.800]  神對整個的受眾物
[00:09:41.800 --> 00:09:43.040]  他所有的創造
[00:09:43.040 --> 00:09:46.320]  是有一個擁有權
[00:09:46.320 --> 00:09:48.480]  而詩篇115篇就是在說
[00:09:48.480 --> 00:09:50.560]  因為他將他的創造
[00:09:50.560 --> 00:09:52.040]  去委託給我們
[00:09:52.040 --> 00:09:53.760]  去Delegate給我們
[00:09:53.760 --> 00:09:55.960]  所以我們對於整個的創造
[00:09:55.960 --> 00:09:57.480]  有一個管理權
[00:09:57.480 --> 00:09:59.320]  我們有一個Stewardship
[00:09:59.320 --> 00:10:00.680]  神有他的Ownership
[00:10:00.680 --> 00:10:02.120]  他的擁有權
[00:10:02.120 --> 00:10:04.360]  我們有一個管理權
[00:10:04.360 --> 00:10:05.320]  一個Stewardship
[00:10:05.320 --> 00:10:06.360]  我們是管家
[00:10:06.360 --> 00:10:08.280]  我們應該代他來管理
[00:10:08.280 --> 00:10:09.440]  神擁有了一切
[00:10:09.440 --> 00:10:11.120]  他是創造者
[00:10:11.120 --> 00:10:13.880]  但神他竟然選擇
[00:10:13.880 --> 00:10:16.440]  他要和人來合作
[00:10:16.440 --> 00:10:18.240]  他選擇了一個Partnership
[00:10:18.240 --> 00:10:20.520]  他選擇了和你和我們
[00:10:20.520 --> 00:10:21.840]  和我們這裡每一個人
[00:10:21.840 --> 00:10:23.840]  去有一個合作的關係
[00:10:23.840 --> 00:10:25.920]  這個不只是給某一些人
[00:10:25.920 --> 00:10:28.200]  不只是給那些統治階層
[00:10:28.200 --> 00:10:29.320]  不只是給君王
[00:10:29.320 --> 00:10:30.400]  不只是給總統
[00:10:30.400 --> 00:10:33.560]  不只是給議會的議員
[00:10:33.560 --> 00:10:36.000]  不只是給牧師
[00:10:36.000 --> 00:10:37.560]  給神父
[00:10:37.560 --> 00:10:39.000]  是給所有人
[00:10:39.000 --> 00:10:41.240]  整個人類都有這個身份
[00:10:41.240 --> 00:10:44.240]  神選擇和所有的人合作
[00:10:44.240 --> 00:10:45.880]  讓他們代表神
[00:10:45.880 --> 00:10:47.040]  做神的代表
[00:10:47.040 --> 00:10:48.480]  來統治萬物
[00:10:48.480 --> 00:10:50.000]  統治整個的創造
[00:10:50.000 --> 00:10:51.680]  我們代表他去管理
[00:10:51.680 --> 00:10:54.360]  我們本身應該是管家
[00:10:54.360 --> 00:10:57.120]  當然直到人的墮落
[00:10:57.120 --> 00:10:59.880]  在《創世紀》第三章裏面
[00:10:59.880 --> 00:11:01.160]  兩個星期之前
[00:11:01.160 --> 00:11:03.040]  我在這裏說到
[00:11:03.040 --> 00:11:05.000]  《創世紀》第三章去形容
[00:11:05.000 --> 00:11:06.800]  在伊甸園裏面發生的事
[00:11:06.800 --> 00:11:08.960]  當時亞當和夏娃決定
[00:11:08.960 --> 00:11:11.440]  要從分別善惡樹上摘果實
[00:11:11.440 --> 00:11:12.520]  下來吃掉它
[00:11:12.520 --> 00:11:14.400]  我們提到他們怎樣
[00:11:14.400 --> 00:11:15.800]  因為拒絕神
[00:11:15.800 --> 00:11:17.000]  而首先他們第一件
[00:11:17.000 --> 00:11:18.240]  發生在他們生命裏面的事
[00:11:18.240 --> 00:11:20.080]  就是他們拒絕了自己
[00:11:20.080 --> 00:11:21.560]  在他們的破碎裏面
[00:11:21.560 --> 00:11:23.200]  他們所剩下來的
[00:11:23.200 --> 00:11:24.480]  就只有羞恥
[00:11:24.480 --> 00:11:25.600]  就是他們的羞恥
[00:11:25.600 --> 00:11:28.400]  他們的不安全感
[00:11:28.400 --> 00:11:30.480]  和他們的自私
[00:11:30.480 --> 00:11:32.840]  他們變得自我中心
[00:11:32.840 --> 00:11:35.440]  或者變得自私
[00:11:35.440 --> 00:11:38.200]  我們本來應該是以他人為中心
[00:11:38.200 --> 00:11:40.280]  如果你記得我兩個星期前說的話
[00:11:40.280 --> 00:11:41.160]  我們本身應該是
[00:11:41.160 --> 00:11:42.240]  Other centered
[00:11:42.240 --> 00:11:44.440]  即是我們本來應該有這個能力
[00:11:44.440 --> 00:11:47.440]  來照顧我們周圍的他人
[00:11:47.440 --> 00:11:50.040]  和照顧神的受造物
[00:11:50.040 --> 00:11:51.960]  我們應該有這樣的能力
[00:11:51.960 --> 00:11:54.760]  去考慮別人和神的受造物
[00:11:54.760 --> 00:11:55.840]  那個最大的利益
[00:11:55.840 --> 00:11:57.360]  然後去做決定
[00:11:57.360 --> 00:11:59.200]  這個本來就是管理
[00:11:59.200 --> 00:12:01.240]  其中一部分的工作
[00:12:01.240 --> 00:12:03.360]  但就正如我們在人類的歷史裏面
[00:12:03.360 --> 00:12:05.840]  重複又重複地見證得到
[00:12:05.840 --> 00:12:06.800]  我們的自私
[00:12:06.800 --> 00:12:08.600]  或者我們那種自我膨脹
[00:12:08.600 --> 00:12:10.440]  我們的自我中心
[00:12:10.440 --> 00:12:11.480]  已經侵蝕了
[00:12:11.480 --> 00:12:13.120]  腐蝕了我們
[00:12:13.120 --> 00:12:15.880]  令到我們由管家
[00:12:15.880 --> 00:12:18.120]  變成了消費者
[00:12:18.120 --> 00:12:19.600]  我們由stewards
[00:12:19.600 --> 00:12:20.960]  變成了consumers
[00:12:20.960 --> 00:12:22.520]  我們只是一班消費者
[00:12:22.520 --> 00:12:24.000]  我們主要的目標
[00:12:24.000 --> 00:12:26.360]  變成了我要滿足我自己的慾望
[00:12:26.360 --> 00:12:28.840]  我可以不顧一切
[00:12:28.840 --> 00:12:31.600]  我只要滿足我自己
[00:12:31.600 --> 00:12:34.200]  說起consumer 消費者這件事
[00:12:34.200 --> 00:12:36.560]  話說在我小時候
[00:12:36.560 --> 00:12:38.240]  即是早一段時間
[00:12:38.240 --> 00:12:41.680]  我都經歷過那些叫做暴風期
[00:12:41.680 --> 00:12:43.160]  我都經歷過這些事
[00:12:43.160 --> 00:12:44.160]  在那段時間
[00:12:44.160 --> 00:12:45.640]  我其中一件事就是
[00:12:45.640 --> 00:12:51.040]  我不是很喜歡跟家人說話
[00:12:51.040 --> 00:12:53.000]  那些關上房門當然會有
[00:12:53.000 --> 00:12:56.080]  但我比關上房門有更加高的一個層次
[00:12:56.080 --> 00:12:58.000]  我經常都出街
[00:12:58.000 --> 00:12:59.200]  出到很晚
[00:12:59.200 --> 00:13:01.200]  我會去到家人都睡了
[00:13:01.200 --> 00:13:02.720]  我才回家
[00:13:02.720 --> 00:13:04.840]  當然這麼晚回家
[00:13:04.840 --> 00:13:06.160]  就當然很晚睡
[00:13:06.160 --> 00:13:08.840]  很晚睡就當然很晚才起床
[00:13:08.840 --> 00:13:10.880]  我又會等到家人全部都出街
[00:13:10.880 --> 00:13:12.240]  我才回到工作
[00:13:12.240 --> 00:13:12.880]  回到學校
[00:13:12.880 --> 00:13:13.920]  我才起床
[00:13:13.920 --> 00:13:15.520]  所以我有很長一段時間
[00:13:15.520 --> 00:13:17.240]  我真的在家裡住
[00:13:17.240 --> 00:13:19.600]  但其實我沒有跟家人聊天
[00:13:19.600 --> 00:13:20.640]  直到有一天
[00:13:20.640 --> 00:13:22.360]  我爸爸不知道為什麼
[00:13:22.360 --> 00:13:23.360]  這麼幸運
[00:13:23.360 --> 00:13:23.880]  時運高
[00:13:23.880 --> 00:13:25.880]  他終於在他睡醒我睡醒的時候
[00:13:25.880 --> 00:13:27.880]  見到我
[00:13:27.880 --> 00:13:29.200]  他就說了一句
[00:13:29.200 --> 00:13:30.200]  他說喂
[00:13:30.200 --> 00:13:36.000]  你當這裡是酒店嗎
[00:13:36.000 --> 00:13:38.280]  說起酒店這件事
[00:13:38.280 --> 00:13:39.040]  我想笑
[00:13:39.040 --> 00:13:43.320]  因為我接下來這個星期會去旅行
[00:13:43.320 --> 00:13:46.600]  我很喜歡去旅行的眾多原因之一
[00:13:46.600 --> 00:13:48.320]  就是因為可以住酒店
[00:13:48.320 --> 00:13:49.240]  很爽的
[00:13:49.240 --> 00:13:50.120]  你明不明白
[00:13:50.120 --> 00:13:51.200]  你起了身
[00:13:51.200 --> 00:13:52.040]  不用收拾床
[00:13:52.040 --> 00:13:52.960]  不用摺床
[00:13:52.960 --> 00:13:54.680]  你出去走個圈回來
[00:13:54.680 --> 00:13:57.280]  床就好像新的一樣
[00:13:57.280 --> 00:13:59.080]  你可以調到房間有這麼亂
[00:13:59.080 --> 00:13:59.480]  得這麼亂
[00:13:59.480 --> 00:14:01.400]  廁所的東西亂七八糟
[00:14:01.400 --> 00:14:02.760]  你出去走個圈回來
[00:14:02.760 --> 00:14:05.520]  所有東西就好像新的一樣
[00:14:05.520 --> 00:14:06.920]  在酒店裡面
[00:14:06.920 --> 00:14:08.360]  沒有責任的
[00:14:08.360 --> 00:14:10.080]  只有權利
[00:14:10.080 --> 00:14:10.920]  我要這樣
[00:14:10.920 --> 00:14:11.720]  我要那樣
[00:14:11.720 --> 00:14:12.360]  我要那樣
[00:14:12.360 --> 00:14:13.920]  顧客永遠是對的
[00:14:13.920 --> 00:14:16.160]  你要什麼都可以有什麼
[00:14:16.160 --> 00:14:17.720]  不需要付出
[00:14:17.720 --> 00:14:19.640]  只是有收穫
[00:14:19.640 --> 00:14:22.120]  這個就叫做消費者
[00:14:22.120 --> 00:14:24.000]  每一次住酒店的時候
[00:14:24.000 --> 00:14:25.720]  我們都是一個消費者
[00:14:25.720 --> 00:14:27.240]  我們想要什麼
[00:14:27.240 --> 00:14:28.200]  什麼時候要
[00:14:28.200 --> 00:14:28.920]  怎樣要
[00:14:28.920 --> 00:14:33.040]  全部都會按照我們想的方法來實現
[00:14:33.040 --> 00:14:36.360]  消費者就是這樣
[00:14:36.360 --> 00:14:37.880]  在創世紀的第三章
[00:14:37.880 --> 00:14:40.160]  在伊甸園那件事之後
