
[00:00:00.000 --> 00:00:02.000]   What day is it? Goodness gracious.
[00:02:42.000 --> 00:02:48.000]   It was late at night. Everyone else was asleep. It's just me and the warm, comforting glow of the monitor.
[00:02:48.000 --> 00:02:53.000]   Right. And I.C.Q. was like the original social media platform.
[00:02:53.000 --> 00:02:59.000]   Right. An instant messaging place where you could chat with your friends, but also connect with people from all over the world.
[00:02:59.000 --> 00:03:06.000]   So every night I would go right. Sign into I.C.Q. waiting for my crush to log on at the same time.
[00:03:06.000 --> 00:03:12.000]   Waiting for her to message me. Right. And so that Oh sound. Right. Would be notification that Louisa.
[00:03:12.000 --> 00:03:16.000]   Her name was Louisa. Louisa was online. OK. And she sent me a message. Right.
[00:03:16.000 --> 00:03:21.000]   And so she sent me a message. You know, a little flutter of excitement. We're talking again. Right.
[00:03:21.000 --> 00:03:25.000]   And that was chatting away. And we would talk for hours on I.C.Q.
[00:03:25.000 --> 00:03:31.000]   Right. Sharing our deepest, darkest secrets with each other. Right. Declaring our puppy love.
[00:03:31.000 --> 00:03:36.000]   You know, I think I had pretty good game on I.C.Q. Right. I was funny. I was clever. Right.
[00:03:36.000 --> 00:03:45.000]   Kind of romantic, a bit cheeky, kind of confident. All the characteristics, like stereotypically makes a girl want to talk to a guy, I guess.
[00:03:45.000 --> 00:03:52.000]   Right. So it was confusing for me that when I got back to school the next day, every time I go back to school, I would say, hey, how's it going?
[00:03:52.000 --> 00:03:57.000]   That was fun chatting last night. Right. She would look at me like, what are you talking to me? Right.
[00:03:57.000 --> 00:04:02.000]   You completely ignore me. Right. Maybe it's because I was like three foot two at the time, even shorter than I was.
[00:04:02.000 --> 00:04:06.000]   And with this squeaky voice like you go through, we're going through puberty.
[00:04:06.000 --> 00:04:12.000]   And she was like the popular girl that everybody liked. So, you know, it was always awkward for me.
[00:04:12.000 --> 00:04:24.000]   But that was when I realized something. I realized that when you're online, right, there's this weird power and a mystery to being behind a screen and a keyboard.
[00:04:24.000 --> 00:04:29.000]   You see behind the screen and the keyboard, you can be whoever you want to be.
[00:04:29.000 --> 00:04:36.000]   You can talk to whoever you wanted to say whatever you wanted to say. But that doesn't always translate back into real life.
[00:04:36.000 --> 00:04:47.000]   And over the years, as the Internet has developed and social media platforms get more sophisticated, the power and the ability to be a totally different person on screen,
[00:04:47.000 --> 00:04:59.000]   behind the screen and a keyboard is only increased. And in general, I think this has had a negative impact on our humanity and our relationships.
[00:04:59.000 --> 00:05:03.000]   Now, don't get me wrong. You know, social media is a lot. There's a lot of good stuff that comes out of it.
[00:05:03.000 --> 00:05:08.000]   It's a fun place to hang out, showcase stuff, you know, different things to discover.
[00:05:08.000 --> 00:05:15.000]   But there is a danger to it as well. Right. Just look through the comment sections of some of these Instagram posts.
[00:05:15.000 --> 00:05:28.000]   Right. The most normal Instagram posts can attract all these rude, mean, ugly, racist, nasty, sexist, homophobic, just all around horrible comments attached to a simple picture.
[00:05:28.000 --> 00:05:38.000]   And people say things they would never say to you if they were face to face. Right. And suddenly you're online. Right. But you have no fear. Right. Because you're online.
[00:05:38.000 --> 00:05:51.000]   Sociologists call this the online disinhibitation effect. The idea is we feel bolder to say these wild and awful things online because of a few areas, because a few reasons.
[00:05:51.000 --> 00:05:59.000]   First, there's anonymity. Right. Nobody really knows who you are. You can even create a fake account just to do stuff like this. Right.
[00:05:59.000 --> 00:06:09.000]   There's an invisibility. They can't really see you and you can't really see the damage that you're causing to someone else as you're dropping these nasty comments.
[00:06:09.000 --> 00:06:15.000]   Right. There's something also called asynchronicity, which means there's a delayed response.
[00:06:15.000 --> 00:06:19.000]   So, you know, now, if you know, if you're empty, are you bumped into someone? They bump you back. Right. There's a response straight away.
[00:06:19.000 --> 00:06:28.000]   But online, you don't get that. Right. There's a delayed response. And then there's also no real sense of authority. Right. Who owns Internet? Right.
[00:06:28.000 --> 00:06:32.000]   Nobody really. And so when there's no authority, right, people act wild.
[00:06:32.000 --> 00:06:37.000]   Just watch a bunch of kids in a classroom without any authority or any group of people without any authority.
[00:06:37.000 --> 00:06:47.000]   Things tend to get out of hand. So that's one way of social media, I feel like, has been negatively impacting our relationships.
[00:06:47.000 --> 00:06:57.000]   Another way, though, is that most of the time, a lot of the time, maybe online and on social media, we have control over what we want people to see.
[00:06:57.000 --> 00:07:04.000]   And so our social media pages and our social media spaces often make it seem like everything is perfect.
[00:07:04.000 --> 00:07:14.000]   Right. Everyone leaves, lives these stress free, you know, luxury holidays, fast cars, nice clothes, beautiful people, fancy restaurants, obedient children.
[00:07:14.000 --> 00:07:26.000]   Right. And we convey this sort of world that is so distorted from what reality actually is, because the reality is, of course, nobody's immune to stress and to hard times.
[00:07:26.000 --> 00:07:36.000]   And to brokenness and to struggles. But when all we do is showcase highlights, it puts up a barrier to us in relationships.
[00:07:36.000 --> 00:07:44.000]   And because of this, it feels feelings of envy and jealousy and even resentment towards each other.
[00:07:44.000 --> 00:07:52.000]   And so now, right in this day and age, as followers of Jesus, navigating the online world can be challenging.
[00:07:52.000 --> 00:07:57.000]   It's very easy to get caught up in the negativity, especially when you throw scroll through a few of those comments.
[00:07:57.000 --> 00:08:02.000]   Right. It's easy to get caught up in the negativity of that space.
[00:08:02.000 --> 00:08:09.000]   And at the same time, it's easy to give in to the pressure to make our lives look like they're perfect.
[00:08:09.000 --> 00:08:21.000]   And very soon when we start functioning that way, our online presence bears very little resemblance about our real life following of Jesus.
[00:08:21.000 --> 00:08:28.000]   And then we struggle. We find out we struggle. We are kind of meet anyone like, you know, it's such a nasty like, why is that happening?
[00:08:28.000 --> 00:08:32.000]   Now, of course, these issues aren't just limited to online. Right.
[00:08:32.000 --> 00:08:38.000]   But in our daily in-person face to face relationships, those are struggling as well.
[00:08:38.000 --> 00:08:45.000]   In the beginning of the series, Andrew talked to us about the fact that we're supposed to be salt and light in this world, if you remember. Right.
[00:08:45.000 --> 00:08:52.000]   Salt and light are what Jesus's followers, his disciples are called to be.
[00:08:52.000 --> 00:08:56.000]   We're supposed to be the ones who bring the flavor of Jesus to the broken world.
[00:08:56.000 --> 00:09:04.000]   We're the ones that are supposed to bring the light of Jesus to shine wherever we see sin and darkness and brokenness.
[00:09:04.000 --> 00:09:09.000]   But if we want to do that, it's going to take standing out.
[00:09:09.000 --> 00:09:16.000]   It means fighting for and believing in and speaking up on things that go against popular culture.
[00:09:16.000 --> 00:09:22.000]   And that is hard. That is hard. So instead, we feel the pressure to blend in.
[00:09:22.000 --> 00:09:29.000]   We lose our saltiness. We dim our light and we begin to conform to the world.
[00:09:29.000 --> 00:09:36.000]   And for many people, this might take different, you know, the context is a bit different.
[00:09:36.000 --> 00:09:46.000]   Maybe you're at school. Right. And the normal thing for people to do at school on the weekends or whenever, right, on holidays is for people to go out, go parties, get drunk and make terrible decisions.
[00:09:46.000 --> 00:09:55.000]   Right. Doing things that you know are wrong. But you feel like you have to do that because if everyone else is doing it right, you're going to be left out.
[00:09:55.000 --> 00:09:59.000]   And nobody wants to be like the goody two shoes, like the party pooper. Right.
[00:09:59.000 --> 00:10:06.000]   And that doesn't get involved in the parties. Right. People would just think, oh, that's a good Christian boy or girl. No fun to hang out with.
[00:10:06.000 --> 00:10:17.000]   Who wants to hang out with that person? Right. Maybe you're in a romantic relationship and there's the pressure there to be sexually intimate without being married or before getting married.
[00:10:17.000 --> 00:10:23.000]   Right. Go and do it, of course. Right. Everyone's doing it. You know, it's all over the culture. It's all over the movies. Right.
[00:10:23.000 --> 00:10:32.000]   What kind of prude, corny, backwards thinking are you stuck in to think that sexual intimacy is only for marriage?
[00:10:32.000 --> 00:10:42.000]   Or maybe like Pastor Jennifer was saying last week at your workplace and your relationship with your colleagues and your boss, right, dishonest practices are just commonplace.
[00:10:42.000 --> 00:10:50.000]   People don't value the truth. They don't value honesty. And if you don't follow suit, you're going to be the one that costs the team that bonus check at the end of the month.
[00:10:50.000 --> 00:10:57.000]   Right. Who's going to want to work with somebody like that? So here's our problem.
[00:10:57.000 --> 00:11:05.000]   Because, you know, we want relationships. And because we want relationships, we get tempted and sometimes we even do conform.
[00:11:05.000 --> 00:11:12.000]   We change who we are. We compromise our faith in Jesus. And because we're constantly changing, it becomes even confusing for ourselves.
[00:11:12.000 --> 00:11:19.000]   Like, who am I really? You don't even know anymore. Right. Often we get we get so lost in the world.
[00:11:19.000 --> 00:11:26.000]   Which version of me am I supposed to be? The online version? The one at work, the one at church, the one in my family.
[00:11:26.000 --> 00:11:40.000]   And in trying to fit in, we lose ourselves in the process. And if nobody's being real, how can we possibly have meaningful relationship with each other?
[00:11:40.000 --> 00:11:46.000]   Now, it's a huge problem because it goes against how God wants us to live.
[00:11:46.000 --> 00:11:54.000]   Here's the truth. The truth is you and I and everyone else in this world are made in the image of God.
[00:11:54.000 --> 00:12:06.000]   And he made us the way he made us was to be in deep, meaningful, genuine, life-giving, joyful relationships with him, first of all, and then with each other.
[00:12:06.000 --> 00:12:14.000]   This is the way we've been designed. This is the way we've been created. This is why we crave relationships.
[00:12:14.000 --> 00:12:20.000]   Go back to Genesis when God was doing his thing right in the beginning of time, creating the heavens and the earth.
[00:12:20.000 --> 00:12:30.000]   After each day, after each section of work, he declared it good. Light and darkness. Good. Sky and land. Good. Sun, moon and planets. Good.
[00:12:30.000 --> 00:12:39.000]   Fish and the sea animals and the land. Good. Human beings. Good. It was all very good when creation was completed.
[00:12:39.000 --> 00:12:49.000]   Apart from one thing. In this perfectly created universe, there was one thing God said was not good.
[00:12:49.000 --> 00:13:00.000]   And that was loneliness. He tells us it is not good for the man to be alone. I will make a helper suitable for him.
[00:13:00.000 --> 00:13:09.000]   And so out of that, Eve is created. And Adam and Eve, she and Adam have this flourishing, deep, authentic, vulnerable relationship with each other.
[00:13:09.000 --> 00:13:15.000]   We know this because the Bible tells us that they were together. They were naked and they were unashamed.
[00:13:15.000 --> 00:13:27.000]   Right. So there was this complete truth, complete honesty, complete vulnerability, this perfect community they had, first of all, with their creator and then also with each other.
[00:13:27.000 --> 00:13:31.000]   And like I said just now, this is why we crave real and deep relationships.
[00:13:31.000 --> 00:13:36.000]   It's because we've been designed and created so that it's not good for us to be alone.
[00:13:36.000 --> 00:13:46.000]   God made us to be with each other, which means that the true potential of any relationship is only realized when those relationships,
[00:13:46.000 --> 00:13:54.000]   the one we have with God and the one we have with each other, are going back to his original plan and purposes for them.
[00:13:54.000 --> 00:13:59.000]   But the problem is this, right? Sin has completely messed up our relationships.
[00:13:59.000 --> 00:14:10.000]   Sin has completely messed up everything in our lives. The enemy has come to rob, kill and destroy our connection with God and our connection with each other.
[00:14:10.000 --> 00:14:17.000]   This is why when we conform to the world, we lose who God created us to be.
[00:14:17.000 --> 00:14:26.000]   And it shouldn't be surprising, right? Because if the whole process of us building a relationship with each other is a version that you've created of yourself,
[00:14:26.000 --> 00:14:32.000]   not the real you that God has created you to be, then of course it's not going to work.
[00:14:32.000 --> 00:14:36.000]   But because the whole foundation of this has been a lie.
[00:14:36.000 --> 00:14:44.000]   If you've literally had to change everything about yourself so that you would fit into a group, make this person like you or make that person want to date you,
[00:14:44.000 --> 00:14:52.000]   and then you suddenly find yourself struggling in relationships, unfulfilled, it feels shallow, you know it's being fake.
[00:14:52.000 --> 00:14:58.000]   And eventually we feel that sort of heaviness on us, right? It becomes unbearable.
[00:14:58.000 --> 00:15:04.000]   This is because God did not create us to approach relationships in this way.
[00:15:04.000 --> 00:15:12.000]   And instead of being these life-giving, joyful things, relationships have become a deep source of pain.
[00:15:12.000 --> 00:15:18.000]   Relationships have even become a way we use to hurt each other.
[00:15:18.000 --> 00:15:23.000]   And sin has so poisoned how we relate to each other that we now cannot be ourselves.
[00:15:23.000 --> 00:15:31.000]   We cannot come before each other unashamedly, in vulnerability and in authenticity.
[00:15:31.000 --> 00:15:35.000]   The good news is though, there is a better way.
[00:15:35.000 --> 00:15:43.000]   And what the enemy comes to rob, kill and destroy, Jesus says he comes to give us life and life to the full.
[00:15:43.000 --> 00:15:54.000]   And that full life is found when our relationships aren't shaped by the world and its culture, but rooted in the real love of God.
[00:15:54.000 --> 00:15:59.000]   And the gospel is that we know what this love looks like.
[00:15:59.000 --> 00:16:08.000]   Scripture gives us clear pictures and good guidelines of how to live out this relationship, these genuine relationships that God wants us to have.
[00:16:08.000 --> 00:16:17.000]   Romans 12, 9 tells us this, "Love must be sincere. Hate what is evil, cling to what is good."
[00:16:17.000 --> 00:16:21.000]   First, let's look at this. Love must be sincere.
[00:16:21.000 --> 00:16:26.000]   Now, growing up in Hong Kong, every time I hear the word sincere, I always think about the department store.
[00:16:26.000 --> 00:16:31.000]   It's just a natural reaction. We're not talking about the shopping and department stores.
[00:16:31.000 --> 00:16:42.000]   Sincere here means free from pretense and deceit, proceeding from genuine feelings.
[00:16:42.000 --> 00:16:51.000]   Fake love can be one of the most damaging things that we can do to each other.
[00:16:51.000 --> 00:17:02.000]   And some of us have taken advantage of people we know are looking for love, looking for acceptance, connection, and friendship.
[00:17:02.000 --> 00:17:09.000]   We've seen vulnerable people, and we know the right words to say.
[00:17:09.000 --> 00:17:12.000]   We know the right way to pretend to care.
[00:17:12.000 --> 00:17:17.000]   But meanwhile, we also know that all that, this is just fake. There's nothing genuine about this.
[00:17:17.000 --> 00:17:28.000]   None of it is real. And our aim is to manipulate and deceive others with a false sense of love so that we can get what we want.
[00:17:28.000 --> 00:17:35.000]   I said this in the second service. I think it goes for all of us at all times too.
[00:17:35.000 --> 00:17:40.000]   And if that is you in this community here today, I want you to hear me very carefully.
[00:17:40.000 --> 00:17:46.000]   There is no place for that in this church, in this community.
[00:17:46.000 --> 00:17:50.000]   You're welcome to come and worship. You're welcome to come and be a part.
[00:17:50.000 --> 00:18:00.000]   But if you are going to use this place as a way to seek out vulnerable people, to take advantage of them,
[00:18:00.000 --> 00:18:07.000]   misuse trust that people give to you, that is not going to be accepted in this community.
[00:18:07.000 --> 00:18:12.000]   Because for some of us, we have been the victims of that.
[00:18:12.000 --> 00:18:18.000]   We've given ourselves away to someone else because we believe that their love for us was sincere when it wasn't.
[00:18:18.000 --> 00:18:26.000]   We've heard the words, we felt the feelings. So we give our time, our trust, our money, our resources, our feelings, our bodies.
[00:18:26.000 --> 00:18:31.000]   We give up ourselves only to find out that it was all a lie.
[00:18:31.000 --> 00:18:37.000]   And when that happens to us, it's hurtful and it's damaging.
[00:18:37.000 --> 00:18:48.000]   And sometimes it hurts so much that we feel like we never want to open ourselves up ever again for the fear of being hurt once more.
[00:18:48.000 --> 00:18:53.000]   But here's the thing about God's love. There is nothing fake about God's love.
[00:18:53.000 --> 00:18:58.000]   God doesn't just tell us that he loves us. He shows it to us time and time again.
[00:18:58.000 --> 00:19:05.000]   You might argue that the entirety of Scripture, the entirety of all the stories that put together that we have in our Bibles,
[00:19:05.000 --> 00:19:10.000]   are countless examples of how God demonstrates his love for humanity.
[00:19:10.000 --> 00:19:15.000]   Before the flood hits the world, he tells Noah, "Build an ark, right? Save yourself.
[00:19:15.000 --> 00:19:19.000]   I'm showing you my love by telling you, by warning you, the flood is coming.
[00:19:19.000 --> 00:19:22.000]   Build an ark, keep you and your family safe."
[00:19:22.000 --> 00:19:30.000]   He leads the Israelites out of slavery and provides everything that they could possibly need in the most desolate of places in the wilderness.
[00:19:30.000 --> 00:19:35.000]   He gives food, he gives water, he guides them into the promised land.
[00:19:35.000 --> 00:19:40.000]   When people don't have strength, he steps in personally and fights battles for them.
[00:19:40.000 --> 00:19:47.000]   He sends prophets with messages of warning and promises and of comfort of his love.
[00:19:47.000 --> 00:19:51.000]   He declares to us that his love reaches to a thousand generations.
[00:19:51.000 --> 00:19:56.000]   This really is just a hyperbole for his love for us is never ending.
[00:19:56.000 --> 00:19:59.000]   It goes on and on and on and on.
[00:19:59.000 --> 00:20:06.000]   He refuses to give up on human beings, even though time and time again, we rebel against him.
[00:20:06.000 --> 00:20:15.000]   And ultimately, God showed his love for us by becoming flesh, by sending Jesus to come and walk on this earth.
[00:20:15.000 --> 00:20:21.000]   And Jesus, as our Savior, becomes the perfect example of what love is.
[00:20:21.000 --> 00:20:32.000]   A love that reaches out to everybody, a love which is not scared to get involved in the hurts and pains of broken people instead of keeping them at arm's length.
[00:20:32.000 --> 00:20:37.000]   A love which was willing to sacrifice his own life.
[00:20:37.000 --> 00:20:45.000]   And Jesus goes to the cross as a loving sacrifice for the consequences of our sins.
[00:20:45.000 --> 00:20:50.000]   This is why when Paul tells us about what love is, he is obviously thinking about Jesus, right?
[00:20:50.000 --> 00:20:52.000]   He says these are the qualities of love.
[00:20:52.000 --> 00:20:58.000]   Love is patient. Love is kind. It does not envy. It does not boast. It is not proud.
[00:20:58.000 --> 00:21:03.000]   It does not dishonor others. It is not self-seeking. It is not easily angered.
[00:21:03.000 --> 00:21:08.000]   It keeps no record of wrongs. Love does not delight in evil, but always rejoices with the truth.
[00:21:08.000 --> 00:21:13.000]   It always protects, always trust, always hope, always perseveres.
[00:21:13.000 --> 00:21:16.000]   Love never fails.
[00:21:16.000 --> 00:21:28.000]   This is the kind of love that God has for us, which means that this is the kind of love that he wants us to display to each other in relationship.
[00:21:28.000 --> 00:21:32.000]   Right. This is sincere love. That's what it looks like.
[00:21:32.000 --> 00:21:36.000]   But Paul doesn't stop there. He says this love must be sincere.
[00:21:36.000 --> 00:21:41.000]   The next step of that is we have to hate what is evil.
[00:21:41.000 --> 00:21:43.000]   And why is that?
[00:21:43.000 --> 00:21:53.000]   Well, we cannot truly love each other if we're not willing to confront the very things that threaten to ruin that love.
[00:21:53.000 --> 00:21:58.000]   Real love has to take a stand against the evil.
[00:21:58.000 --> 00:22:02.000]   We cannot just sit idly by and do nothing about it.
[00:22:02.000 --> 00:22:11.000]   We cannot ignore the things that are threatening to tear people apart.
[00:22:11.000 --> 00:22:20.000]   And we need to be reminded about this, because if we're honest, all of us in this room would probably say, I mean, hopefully nobody in this room would say, oh, yeah, I love doing evil things.
[00:22:20.000 --> 00:22:27.000]   I've spent all my time plotting evil, you know, like, thinking in the brain, you know, and I just want to do evil things all the time.
[00:22:27.000 --> 00:22:33.000]   But at the same time, right, on some level, I think we all wrestle with it.
[00:22:33.000 --> 00:22:37.000]   We have a certain fascination with sin.
[00:22:37.000 --> 00:22:43.000]   And like I said, it's because sin and evil have infected every aspect of our lives.
[00:22:43.000 --> 00:22:52.000]   And like we've been talking about, the very presence of evil in this world is precisely why it's so hard to be in relationship with each other.
[00:22:52.000 --> 00:22:56.000]   It's why relationships can sometimes be a struggle.
[00:22:56.000 --> 00:23:01.000]   So what is evil? What are these things that God hates?
[00:23:01.000 --> 00:23:06.000]   Well, good thing for us, Scripture also gives us a very clear picture of these things.
[00:23:06.000 --> 00:23:09.000]   Proverbs 6 tells us this.
[00:23:09.000 --> 00:23:13.000]   "They are six things that the Lord hates," right? Doesn't get more clear than that.
[00:23:13.000 --> 00:23:16.000]   "Seven that are detestable to him.
[00:23:16.000 --> 00:23:32.000]   Haughty eyes, a lying tongue, hands that shed innocent blood, a heart that divides his wicked schemes, feet that are quick to rush into evil, a false witness who pours out lies, and a person who stirs up conflict in the community."
[00:23:32.000 --> 00:23:39.000]   Now, if you look at this list, you'll notice that there's a common thread that runs through it.
[00:23:39.000 --> 00:23:47.000]   Every single one of these evil characteristics are things that are detrimental to our personal relationships.
[00:23:47.000 --> 00:23:51.000]   "Haughty eyes" means people who are arrogant.
[00:23:51.000 --> 00:23:57.000]   "Haughty eyes" are people who are arrogant and think they are above everybody else.
[00:23:57.000 --> 00:24:06.000]   "A lying tongue" is not just those who speak words that are not true, but it's those who try and twist the truth for their own gain.
[00:24:06.000 --> 00:24:12.000]   "Hands that shed innocent blood" are people who are unable to control their anger, right?
[00:24:12.000 --> 00:24:18.000]   Always angry at any moment to the point where they're willing to get violent.
[00:24:18.000 --> 00:24:27.000]   "A heart that divides his wicked schemes" are those that will compromise their values if it will work out to their own advantage.
[00:24:27.000 --> 00:24:38.000]   "Feet that rush towards evil" are those who look forward to opportunities of doing wrong and then hiding in the shadows and getting away with it.
[00:24:38.000 --> 00:24:50.000]   "False witnesses" refers to those who don't uphold justice, who are willing to trample on other people and oppress them so that they can get the advantage in life.
[00:24:50.000 --> 00:24:55.000]   And the person who stirs up conflict is the one who attempts to break up these building blocks,
[00:24:55.000 --> 00:25:03.000]   these foundations of trust and of love and of friendship that hold society together.
[00:25:03.000 --> 00:25:09.000]   Now you tell me, does this sound like the kind of person that you would like to be?
[00:25:09.000 --> 00:25:15.000]   Does this sound like the kind of people that you would want to be in relationship with?
[00:25:15.000 --> 00:25:20.000]   But again, if we're honest, and you know, I had to do a lot of honest thinking in the preparation for this as well.
[00:25:20.000 --> 00:25:28.000]   Sometimes we do embrace these characteristics over the characteristics of genuine love.
[00:25:28.000 --> 00:25:36.000]   And for myself, as I was reflecting, these things are tempting to cling on to rather than love.
[00:25:36.000 --> 00:25:44.000]   So one area I found myself sort of thinking about in my wrestling was when it talked about haughty eyes or being arrogant.
[00:25:44.000 --> 00:25:48.000]   Because I find it very hard not to judge things.
[00:25:48.000 --> 00:25:56.000]   When I look at a situation or I see something, one of my instant reactions normally is judgment.
[00:25:56.000 --> 00:25:59.000]   I think, oh, I could do a better job than that.
[00:25:59.000 --> 00:26:02.000]   Often it's when it comes to preaching, to be honest.
[00:26:02.000 --> 00:26:10.000]   I look at, you know, when I see other preachers on Instagram or on Facebook or things like that on YouTube, right?
[00:26:10.000 --> 00:26:15.000]   And sit there and listen, I'm thinking things like, ah, you know, that's not really right.
[00:26:15.000 --> 00:26:17.000]   Right. Or I usually said that a different way.
[00:26:17.000 --> 00:26:24.000]   Or did this person even study the text because it's not, you know, he's not doing the right things or she's not doing the right things and all that kind of stuff.
[00:26:24.000 --> 00:26:33.000]   And what starts as general critique often takes an ugly term to me thinking I'm much better than that person.
[00:26:33.000 --> 00:26:37.000]   Or a heart that devises wicked schemes.
[00:26:37.000 --> 00:26:42.000]   Excuse me. I try my very best to be a person of integrity.
[00:26:42.000 --> 00:26:49.000]   But I also know because of my position as a trusted member of this community.
[00:26:49.000 --> 00:26:59.000]   Right. It's easy for me to take people's trust and twist and turn things to my own advantage because there is a natural trust that people give to me.
[00:26:59.000 --> 00:27:08.000]   And I have to really watch myself. I feel sometimes not to abuse people's trust and twist and turn things for my own advantage.
[00:27:08.000 --> 00:27:11.000]   I don't know what you're wrestling with. Is this for you personally?
[00:27:11.000 --> 00:27:21.000]   What I do know, it's not easy. And building relationships that reflect God's love is going to be a battle.
[00:27:21.000 --> 00:27:25.000]   We're going to be fighting every day against our own sinful tendencies.
[00:27:25.000 --> 00:27:31.000]   We're going to have to be willing of things like the evil things that we hold on to.
[00:27:31.000 --> 00:27:38.000]   So how do we fight for this? How do we get back to these relationships that God wants us to have?
[00:27:38.000 --> 00:27:45.000]   Well, the passage tells us to do this. Cling on to what is good. Cling on to what is good.
[00:27:45.000 --> 00:27:54.000]   Cling on means to hold on to for dear life. You know, hold on with everything you have to what is good.
[00:27:54.000 --> 00:27:59.000]   Well, what is good then? Well, we talked about it just now. Jesus.
[00:27:59.000 --> 00:28:05.000]   Jesus is the definition of goodness. And Jesus doesn't just call us to live differently.
[00:28:05.000 --> 00:28:09.000]   Right. When we hold on to Jesus, we get empowered to live differently.
[00:28:09.000 --> 00:28:13.000]   We get empowered to approach our relationships in a different way.
[00:28:13.000 --> 00:28:21.000]   If we don't do it on our own strength, we do it with the strength that he gives to us.
[00:28:21.000 --> 00:28:24.000]   2 Peter 1, 3 to 4 will tell it this way.
[00:28:24.000 --> 00:28:34.000]   The divine power he has given us, everything we need for a godly life through our knowledge of him,
[00:28:34.000 --> 00:28:38.000]   who has called us to his own glory and goodness.
[00:28:38.000 --> 00:28:45.000]   To these he has given us a very great and precious promise, so that through them you may participate in the divine nature,
[00:28:45.000 --> 00:28:52.000]   having escaped the corruption of the world caused by evil desires.
[00:28:52.000 --> 00:28:59.000]   In other words, if we want to get back to the kind of relationships that are built on pure, holy, godly love,
[00:28:59.000 --> 00:29:04.000]   the kind of relationships that we were created for, we can.
[00:29:04.000 --> 00:29:11.000]   This is a picture that we can build, but only through his power.
[00:29:11.000 --> 00:29:14.000]   Now, this is an important point to keep in mind.
[00:29:14.000 --> 00:29:22.000]   I say that because one of the dangers when we start talking about things like better relationships and better work things and all that kind of stuff, right,
[00:29:22.000 --> 00:29:26.000]   is that it can start to sound a little bit like self-help.
[00:29:26.000 --> 00:29:30.000]   Okay, this is not self-help church.
[00:29:30.000 --> 00:29:32.000]   I'm not talking about self-help.
[00:29:32.000 --> 00:29:41.000]   Self-help will tell us that if you want better relationships, just pick up yourselves a little bit, make yourself, be a better yourself, make a better version of yourself.
