
[00:00:00.000 --> 00:00:00.840]   - So good.
[00:02:28.480 --> 00:02:33.680]   I wonder if you've been asking yourself that question lately.
[00:02:33.680 --> 00:02:37.360]   Like what should we do as believers of Jesus?
[00:02:37.360 --> 00:02:38.640]   As people where the scriptures say
[00:02:38.640 --> 00:02:41.080]   that the same spirit that raised Jesus from the dead
[00:02:41.080 --> 00:02:42.200]   is inside of me.
[00:02:42.200 --> 00:02:44.200]   What should we do as Christians
[00:02:44.200 --> 00:02:47.240]   when the world around us seems to be as crazy
[00:02:47.240 --> 00:02:49.720]   as it is right now?
[00:02:49.720 --> 00:02:51.200]   And while I would put it to you
[00:02:51.200 --> 00:02:54.160]   that I think this is the most critical question
[00:02:54.160 --> 00:02:56.840]   that the global church should be asking right now,
[00:02:56.840 --> 00:02:57.680]   here's the thing.
[00:02:57.680 --> 00:02:59.440]   It is not the first time
[00:02:59.440 --> 00:03:01.480]   the church has had to ask that question.
[00:03:01.480 --> 00:03:05.320]   In fact, if you look back over human history
[00:03:05.320 --> 00:03:08.040]   and particular over church history,
[00:03:08.040 --> 00:03:09.680]   there have been many, many times
[00:03:09.680 --> 00:03:11.520]   where it feels like for Christians
[00:03:11.520 --> 00:03:14.080]   that the world has spun out of control.
[00:03:14.080 --> 00:03:15.400]   Many times where it feels like the world
[00:03:15.400 --> 00:03:17.360]   is suddenly broken out from underneath us
[00:03:17.360 --> 00:03:18.720]   and we're kind of floating
[00:03:18.720 --> 00:03:21.280]   and we're not sure if we got any solid ground
[00:03:21.280 --> 00:03:23.840]   for us to land on.
[00:03:23.840 --> 00:03:25.400]   The question about what Christians should do
[00:03:25.400 --> 00:03:26.800]   when the world has gone crazy
[00:03:26.800 --> 00:03:31.720]   is something Christians have been asking for 2000 years.
[00:03:31.720 --> 00:03:34.680]   And I wanna show you as we start today
[00:03:34.680 --> 00:03:39.320]   how I would say there are four primary models
[00:03:39.320 --> 00:03:42.800]   that church over church history has embraced
[00:03:42.800 --> 00:03:46.440]   as an answer to this question of what we should do
[00:03:46.440 --> 00:03:48.320]   when the world goes crazy.
[00:03:48.320 --> 00:03:52.880]   Here's the first one, I would say it is to escape.
[00:03:52.880 --> 00:03:55.240]   And in this idea through church history,
[00:03:55.240 --> 00:03:57.360]   the reality has been is that the world
[00:03:57.360 --> 00:03:58.360]   looks something like this.
[00:03:58.360 --> 00:04:01.520]   The world is this depraved, broken, dark,
[00:04:01.520 --> 00:04:03.720]   kind of ruined place.
[00:04:03.720 --> 00:04:07.880]   And we as Christians, we find ourselves in a world
[00:04:07.880 --> 00:04:09.880]   that's spinning out of control,
[00:04:09.880 --> 00:04:11.440]   in a world that's getting uglier and uglier,
[00:04:11.440 --> 00:04:13.400]   more divided, more hostile, more violent.
[00:04:13.400 --> 00:04:14.640]   And here's our thought.
[00:04:14.640 --> 00:04:18.920]   Our thought is, can we just get out of it, please?
[00:04:18.920 --> 00:04:22.280]   Like if we could just bungee jump out of this world
[00:04:22.280 --> 00:04:26.800]   and get up to heaven, then finally everything will be okay.
[00:04:26.800 --> 00:04:30.680]   And through church history, there have been theologies
[00:04:30.680 --> 00:04:32.880]   that have helped the church to think about
[00:04:32.880 --> 00:04:35.200]   what it will be when we get out
[00:04:35.200 --> 00:04:36.880]   of the ugliness of this world,
[00:04:36.880 --> 00:04:39.920]   that everything burns here so that we can go
[00:04:39.920 --> 00:04:44.080]   and enjoy eternal life on some fluffy cloud up there.
[00:04:45.080 --> 00:04:47.920]   This kind of thinking kind of came into the church
[00:04:47.920 --> 00:04:51.440]   as early as the third century through the monastic movement.
[00:04:51.440 --> 00:04:54.280]   Now, the monastic movement had some fantastic things
[00:04:54.280 --> 00:04:56.760]   about it and to it even to this day.
[00:04:56.760 --> 00:04:58.880]   But the monastic movement at its heart was this idea
[00:04:58.880 --> 00:05:02.160]   of let's just get out of the impurity of this world
[00:05:02.160 --> 00:05:04.840]   so that we can create something where we can find
[00:05:04.840 --> 00:05:09.360]   just a solid place of purity amongst ourselves.
[00:05:09.360 --> 00:05:11.880]   What we've seen in church history of the answer
[00:05:11.880 --> 00:05:13.120]   to the question of what do we do
[00:05:13.120 --> 00:05:14.560]   when the world goes crazy?
[00:05:14.560 --> 00:05:17.080]   Let's just get out of here.
[00:05:17.080 --> 00:05:21.280]   The next one that we've seen in church history
[00:05:21.280 --> 00:05:23.680]   is this one that I like to call insulate.
[00:05:23.680 --> 00:05:27.600]   So on this one, it's not so much the escape,
[00:05:27.600 --> 00:05:29.520]   but it has the same kind of idea.
[00:05:29.520 --> 00:05:32.840]   Here's the world and the world is that dark and evil
[00:05:32.840 --> 00:05:34.200]   and broken place.
[00:05:34.200 --> 00:05:38.720]   And here are us Christians and we are in this world.
[00:05:38.720 --> 00:05:40.600]   Whether we like it or not,
[00:05:40.600 --> 00:05:42.520]   the reality is we're in the world.
[00:05:42.520 --> 00:05:44.000]   Didn't Jesus himself say,
[00:05:44.000 --> 00:05:47.040]   "I've called you to be in the world," right?
[00:05:47.040 --> 00:05:48.280]   But then how does he follow that?
[00:05:48.280 --> 00:05:49.720]   What does he say?
[00:05:49.720 --> 00:05:50.560]   But not of the world.
[00:05:50.560 --> 00:05:52.120]   He said, "I want you to be in the world,
[00:05:52.120 --> 00:05:53.720]   "but not of the world."
[00:05:53.720 --> 00:05:56.360]   And so there's been a movement through church history
[00:05:56.360 --> 00:05:59.400]   where it's like, okay, we can't escape this thing.
[00:05:59.400 --> 00:06:01.880]   I guess we're here until we die.
[00:06:01.880 --> 00:06:03.640]   But whilst we're here, what we're gonna do
[00:06:03.640 --> 00:06:05.960]   is we're gonna insulate ourselves
[00:06:05.960 --> 00:06:07.840]   from the darkness and the brokenness
[00:06:07.840 --> 00:06:10.560]   and the hurt and the pain and everything else in the world.
[00:06:10.560 --> 00:06:14.680]   If we can just keep the world out of our churches,
[00:06:14.680 --> 00:06:16.200]   everything will be fine.
[00:06:16.200 --> 00:06:20.240]   And this kind of thought of insulation was really big
[00:06:20.240 --> 00:06:22.120]   in like even just recent church history,
[00:06:22.120 --> 00:06:24.240]   I would say in like the '80s and '90s
[00:06:24.240 --> 00:06:26.720]   where we saw the rise of Christian culture,
[00:06:26.720 --> 00:06:28.440]   particularly in the West.
[00:06:28.440 --> 00:06:31.360]   And it was like, let's just Christianize everything.
[00:06:31.360 --> 00:06:32.560]   We're gonna Christianize music,
[00:06:32.560 --> 00:06:33.840]   we're gonna Christianize movies,
[00:06:33.840 --> 00:06:35.400]   we're gonna Christianize TV shows,
[00:06:35.400 --> 00:06:36.680]   we're gonna Christianize education.
[00:06:36.680 --> 00:06:38.480]   Everything's gonna be Christianized.
[00:06:38.480 --> 00:06:40.600]   And if I'm a Christian and I have a family,
[00:06:40.600 --> 00:06:42.560]   I'm just gonna make sure my family exists
[00:06:42.560 --> 00:06:47.560]   in a Christian bubble and this horrible world cannot enter.
[00:06:47.560 --> 00:06:49.960]   Are you with me?
[00:06:49.960 --> 00:06:51.560]   Insulate.
[00:06:51.560 --> 00:06:53.800]   Now, what we've also seen through church history
[00:06:53.800 --> 00:06:57.240]   is this next one that I call control.
[00:06:57.240 --> 00:06:58.960]   What do we do when the world seems
[00:06:58.960 --> 00:07:01.000]   to be spinning out of control?
[00:07:01.000 --> 00:07:02.640]   Well, here's the response to this.
[00:07:02.640 --> 00:07:05.400]   Again, the world is seen as this dark, terrible, horrible,
[00:07:05.400 --> 00:07:10.000]   it's overwhelmed by sin and brokenness and evil.
[00:07:10.000 --> 00:07:11.720]   But in this response, the response is,
[00:07:11.720 --> 00:07:14.520]   no, we're not gonna escape, we're not gonna insulate.
[00:07:14.520 --> 00:07:16.480]   Instead, we're gonna fight back.
[00:07:16.480 --> 00:07:18.640]   And we're gonna fight back by actually trying
[00:07:18.640 --> 00:07:21.120]   to completely turn all of this thing
[00:07:21.120 --> 00:07:24.360]   into as much Christianity as possible.
[00:07:24.360 --> 00:07:27.040]   And we're gonna take our Christian religion
[00:07:27.040 --> 00:07:30.840]   and we're gonna try and control everything else.
[00:07:30.840 --> 00:07:32.320]   Now, in this approach,
[00:07:32.320 --> 00:07:35.120]   the idea sounds good on the surface, doesn't it?
[00:07:35.120 --> 00:07:36.960]   These two feels a little bit like
[00:07:36.960 --> 00:07:38.640]   we're trying to escape everything.
[00:07:38.640 --> 00:07:41.000]   This one though, on the surface, sounds good.
[00:07:41.000 --> 00:07:45.240]   We're just gonna try and turn the world into Christianity.
[00:07:45.240 --> 00:07:48.520]   Now, even though it sounds good,
[00:07:48.520 --> 00:07:50.680]   here's the problem throughout church history.
[00:07:50.680 --> 00:07:53.480]   The problem is, even though maybe the idea
[00:07:53.480 --> 00:07:54.960]   of wanting to see all of our cities,
[00:07:54.960 --> 00:07:57.640]   all of our countries worship Jesus,
[00:07:57.640 --> 00:08:00.760]   we've come to think that the only way that's going to happen
[00:08:00.760 --> 00:08:04.000]   is if we take control of the situation.
[00:08:04.000 --> 00:08:05.680]   And by taking control of the situation,
[00:08:05.680 --> 00:08:07.960]   church history has shown us that we've done that
[00:08:07.960 --> 00:08:12.320]   by actually taking worldly mechanisms and worldly power
[00:08:12.320 --> 00:08:14.640]   and thinking by using worldly power
[00:08:14.640 --> 00:08:18.840]   to try to Christianize a nation or Christianize a culture,
[00:08:18.840 --> 00:08:20.480]   that's the right way to go.
[00:08:20.480 --> 00:08:23.640]   And unfortunately, what happens is we take worldly power
[00:08:23.640 --> 00:08:25.960]   and we dress it up in Christian clothes.
[00:08:25.960 --> 00:08:28.280]   And we think that we just need
[00:08:28.280 --> 00:08:30.520]   to legislate the kingdom of God.
[00:08:30.520 --> 00:08:32.720]   It's more of a top-down approach
[00:08:32.720 --> 00:08:35.200]   where when you look at the role of Jesus
[00:08:35.200 --> 00:08:38.200]   and the life of Jesus and what he tried to speak about
[00:08:38.200 --> 00:08:41.320]   with the disciples, it was a bottom-up influence,
[00:08:41.320 --> 00:08:45.000]   but this one says, "No, we can do it top-down."
[00:08:45.000 --> 00:08:50.000]   This happened in the late 11th century
[00:08:50.000 --> 00:08:52.000]   at the beginning of the Crusades
[00:08:52.000 --> 00:08:53.680]   and it's happened in many different ways.
[00:08:53.680 --> 00:08:56.640]   And I would argue is currently manifesting itself
[00:08:56.640 --> 00:08:59.120]   a little bit in some countries in our world
[00:08:59.120 --> 00:09:01.600]   with the rise of Christian nationalism.
[00:09:02.600 --> 00:09:06.600]   The fourth one is this idea of conform.
[00:09:06.600 --> 00:09:09.800]   So when the world spins out of control and gets crazy,
[00:09:09.800 --> 00:09:10.920]   what are we going to do?
[00:09:10.920 --> 00:09:12.120]   Well, here's what we're gonna do.
[00:09:12.120 --> 00:09:15.120]   Yes, the world is broken, it's bad, it's hurting,
[00:09:15.120 --> 00:09:16.280]   there's a lot of suffering
[00:09:16.280 --> 00:09:18.240]   and we are Christians in that world,
[00:09:18.240 --> 00:09:21.080]   but you know what?
[00:09:21.080 --> 00:09:24.040]   Let's just not rock the boat a little bit here.
[00:09:24.040 --> 00:09:25.960]   Let's just, we think that Christianity
[00:09:25.960 --> 00:09:27.120]   has something to say to the world,
[00:09:27.120 --> 00:09:29.880]   but let's just be nice.
[00:09:29.880 --> 00:09:32.160]   Let's just make sure that we're not rocking the boat,
[00:09:32.160 --> 00:09:34.080]   we're not doing anything crazy,
[00:09:34.080 --> 00:09:36.240]   we're not doing anything that might get us into trouble.
[00:09:36.240 --> 00:09:40.200]   In fact, why don't we just make sure that everybody likes us?
[00:09:40.200 --> 00:09:41.760]   And if everybody likes us,
[00:09:41.760 --> 00:09:44.240]   then everything's gonna be okay, surely.
[00:09:44.240 --> 00:09:45.360]   Like that's what we want.
[00:09:45.360 --> 00:09:48.240]   And so what we do is we end up turning our churches
[00:09:48.240 --> 00:09:52.200]   into places that feel exactly like the world.
[00:09:52.200 --> 00:09:55.040]   And rather than standing on some of the beliefs
[00:09:55.040 --> 00:09:56.560]   that we have and some of the scriptures that we have
[00:09:56.560 --> 00:09:59.280]   and some of the ways in which we are supposed to be different
[00:09:59.280 --> 00:10:03.280]   living a different renewed story in the world around us,
[00:10:03.280 --> 00:10:05.080]   we actually begin to look more like the world
[00:10:05.080 --> 00:10:06.360]   than the world does.
[00:10:06.360 --> 00:10:10.840]   And we have found ourselves in a place of compromise,
[00:10:10.840 --> 00:10:13.920]   in a place of kind of consolidating ourselves into the world
[00:10:13.920 --> 00:10:17.480]   and the reality is the world begins to shape the church
[00:10:17.480 --> 00:10:19.560]   more than the church is shaping the world.
[00:10:19.560 --> 00:10:21.680]   And when that takes place,
[00:10:21.680 --> 00:10:23.160]   now this happened in Jesus' time,
[00:10:23.160 --> 00:10:26.320]   the Sadducees, the Jewish Sadducees were this mindset,
[00:10:26.320 --> 00:10:27.880]   let's just try to get on with the Romans,
[00:10:27.880 --> 00:10:30.360]   let's try and kind of work with the Romans
[00:10:30.360 --> 00:10:32.840]   and maybe God will come and do something amazing.
[00:10:32.840 --> 00:10:35.920]   And from that time on, I think this happens an awful lot.
[00:10:35.920 --> 00:10:38.360]   So I want you to see two things
[00:10:38.360 --> 00:10:41.400]   in how the church has responded through history
[00:10:41.400 --> 00:10:44.400]   with this idea of what do we do when the world blows up.
[00:10:44.400 --> 00:10:45.560]   Now, I want you to notice two things.
[00:10:45.560 --> 00:10:48.240]   Number one, here's my confession.
[00:10:48.240 --> 00:10:51.400]   I can see myself in all four of these.
[00:10:51.400 --> 00:10:54.120]   Anyone else can do that?
[00:10:54.120 --> 00:10:56.880]   Like if I think about how I have a tendency
[00:10:56.880 --> 00:11:01.240]   to wanna respond when I see the world kind of go crazy,
[00:11:01.240 --> 00:11:02.960]   I can find an honest confession
[00:11:02.960 --> 00:11:04.520]   that there are times when I wanna escape,
[00:11:04.520 --> 00:11:06.600]   oh Lord, would you take me tonight
[00:11:06.600 --> 00:11:08.920]   'cause I can't take it at the vine anymore.
[00:11:08.920 --> 00:11:15.200]   Oh, the people, Lord Jesus, rapture me now.
[00:11:15.200 --> 00:11:16.680]   Did you hear apparently that a pastor said
[00:11:16.680 --> 00:11:18.720]   the rapture was like a few weeks ago?
[00:11:18.720 --> 00:11:20.120]   So you all didn't make it?
[00:11:20.120 --> 00:11:23.760]   Anyway, so there's this thought, right?
[00:11:23.760 --> 00:11:25.400]   I can feel this in my spirit.
[00:11:25.400 --> 00:11:26.640]   Equally, I can feel this.
[00:11:26.640 --> 00:11:28.120]   Like I just wanna be insulated.
[00:11:28.120 --> 00:11:29.760]   I just wanna kind of forget about it all for a moment.
[00:11:29.760 --> 00:11:32.400]   I just wanna kind of retreat into my own little world.
[00:11:32.400 --> 00:11:35.200]   I can see this, I can feel this at times.
[00:11:35.200 --> 00:11:38.000]   Like I'm just gonna not let anyone actually know
[00:11:38.000 --> 00:11:40.520]   kind of what I really believe or really think about that
[00:11:40.520 --> 00:11:42.000]   because I just wanna kind of like,
[00:11:42.000 --> 00:11:43.880]   just get on with everything.
[00:11:43.880 --> 00:11:47.000]   So here's what I want you to do first of all.
[00:11:47.000 --> 00:11:48.840]   I want you to look at these four models
[00:11:48.840 --> 00:11:51.760]   that church history has predominantly embraced.
[00:11:51.760 --> 00:11:54.240]   And I want you to think about your time right now
[00:11:54.240 --> 00:11:56.280]   dealing with your social media feeds,
[00:11:56.280 --> 00:11:58.360]   seeing the stuff that's happening in the world,
[00:11:58.360 --> 00:11:59.200]   seeing all the things
[00:11:59.200 --> 00:12:01.040]   that we're wrestling with globally right now.
[00:12:01.040 --> 00:12:03.560]   Which of these four is your one
[00:12:03.560 --> 00:12:06.480]   that you're most likely to default to?
[00:12:06.480 --> 00:12:08.520]   Can you do that for me for a second?
[00:12:08.520 --> 00:12:10.440]   Just have a think about that.
[00:12:10.440 --> 00:12:14.240]   Are you one that's more likely to escape, insulate,
[00:12:14.240 --> 00:12:19.240]   try to control your environments or try to conform to it?
[00:12:19.240 --> 00:12:22.160]   That's the first thing.
[00:12:22.160 --> 00:12:23.400]   Here's the second thing.
[00:12:23.640 --> 00:12:26.960]   I want you to see that three fourths of these,
[00:12:26.960 --> 00:12:28.600]   three quarters of these
[00:12:28.600 --> 00:12:31.160]   are basically the response of Christianity
[00:12:31.160 --> 00:12:36.160]   to remain private in a time when the world is falling apart.
[00:12:36.160 --> 00:12:40.040]   Notice this, escape, insulate and conform
[00:12:40.040 --> 00:12:42.080]   are essentially Christians
[00:12:42.080 --> 00:12:45.360]   taking what Christ has done in their lives,
[00:12:45.360 --> 00:12:47.320]   taking all the things that Christ has renewed
[00:12:47.320 --> 00:12:48.160]   and done in them,
[00:12:48.160 --> 00:12:50.320]   the Holy Spirit that is placed within them,
[00:12:50.320 --> 00:12:53.600]   taking all of that and remaining private about it,
[00:12:53.600 --> 00:12:55.040]   rather than allowing those things
[00:12:55.040 --> 00:12:58.480]   to have some sort of public impact around them.
[00:12:58.480 --> 00:13:00.920]   It fascinates me that the church through history
[00:13:00.920 --> 00:13:04.720]   has embraced privatization of faith
[00:13:04.720 --> 00:13:09.720]   over the engagement of the culture in which it is planted.
[00:13:09.720 --> 00:13:13.040]   And this is significant
[00:13:13.040 --> 00:13:15.200]   because I think that this is not just something
[00:13:15.200 --> 00:13:17.360]   that we see in church history.
[00:13:17.360 --> 00:13:18.600]   If I'm honest with you,
[00:13:18.600 --> 00:13:21.320]   I think it's something that we all struggle with today.
[00:13:21.320 --> 00:13:24.280]   I think when things get hard,
[00:13:24.280 --> 00:13:25.960]   when we find things challenging,
[00:13:25.960 --> 00:13:27.400]   when everybody in our office
[00:13:27.400 --> 00:13:29.600]   is talking about the craziness of the world,
[00:13:29.600 --> 00:13:34.600]   it's much more easy for us to conform to that conversation
[00:13:34.600 --> 00:13:37.160]   than to stand apart to it.
[00:13:37.160 --> 00:13:39.640]   It's much easier for us
[00:13:39.640 --> 00:13:43.960]   to actually just kind of keep our faith to ourselves
[00:13:43.960 --> 00:13:47.880]   at the very moment when the world needs that faith.
[00:13:47.880 --> 00:13:50.480]   When the world needs that faith the most.
[00:13:50.480 --> 00:13:53.240]   Think of it this way.
[00:13:53.240 --> 00:13:55.400]   I think one of the greatest temptations
[00:13:55.400 --> 00:13:56.920]   that we have as the church
[00:13:56.920 --> 00:13:59.120]   when the world goes crazy is this,
[00:13:59.120 --> 00:14:03.120]   to privatize our faith and actually move more inward
[00:14:03.120 --> 00:14:05.560]   rather than outward with what we believe.
[00:14:05.560 --> 00:14:09.560]   And can you imagine that that has been the response
[00:14:09.560 --> 00:14:12.080]   through history that we would, in times that are difficult,
[00:14:12.080 --> 00:14:15.000]   more go inward with our faith
[00:14:15.000 --> 00:14:17.040]   than outward with the very thing
[00:14:17.040 --> 00:14:20.760]   that can help the broken world around us.
[00:14:20.760 --> 00:14:25.080]   Escape, insulate, conform, whatever it might be.
[00:14:25.080 --> 00:14:27.920]   But that private response
[00:14:27.920 --> 00:14:31.080]   is what we wanna challenge over the next seven weeks.
[00:14:31.080 --> 00:14:35.720]   Because that privacy is alive in all of us, I would argue.
[00:14:35.720 --> 00:14:38.760]   And I wanna challenge you with that as well.
[00:14:38.760 --> 00:14:39.960]   I mean, think about it for a moment.
[00:14:39.960 --> 00:14:44.960]   Do you feel like you quite often compartmentalize your faith?
[00:14:44.960 --> 00:14:47.400]   Finding yourself super Christian
[00:14:47.400 --> 00:14:50.000]   when you're in the right environment with the right people
[00:14:50.000 --> 00:14:53.440]   and finding yourself super quiet about it
[00:14:53.440 --> 00:14:57.160]   when you're in a different position or a different community.
[00:14:57.160 --> 00:14:58.400]   And it's interesting when this happens
[00:14:58.400 --> 00:14:59.960]   because you're probably sitting there thinking like,
[00:14:59.960 --> 00:15:01.240]   I don't know if I do that, Pastor Andrew.
[00:15:01.240 --> 00:15:02.080]   I don't know if that's for me.
[00:15:02.080 --> 00:15:03.240]   That's a word for my neighbors
[00:15:03.240 --> 00:15:05.320]   sitting right next to me right now.
[00:15:05.320 --> 00:15:07.800]   Like that's a great word for them, but I think I'm fine.
[00:15:07.800 --> 00:15:09.080]   I don't think I privatize my faith.
[00:15:09.080 --> 00:15:10.960]   Do I privatize my faith?
[00:15:10.960 --> 00:15:12.080]   Let me just be honest.
[00:15:12.080 --> 00:15:14.120]   In a lot of the conversations that I have with us here
[00:15:14.120 --> 00:15:15.280]   at the Vine and conversations I have
[00:15:15.280 --> 00:15:16.680]   with other Christians and other churches,
[00:15:16.680 --> 00:15:19.120]   here's some things that I hear from us
[00:15:19.120 --> 00:15:22.560]   that I think moves us towards private faith
[00:15:22.560 --> 00:15:23.600]   rather than public faith.
[00:15:23.600 --> 00:15:24.640]   Let me share a few of these.
[00:15:24.640 --> 00:15:26.280]   Here's the first one.
[00:15:26.280 --> 00:15:28.920]   My faith is just very personal to me.
[00:15:28.920 --> 00:15:32.160]   I hear Christians say this all the time.
[00:15:32.160 --> 00:15:35.080]   My faith is just really personal to me.
[00:15:35.080 --> 00:15:36.040]   Oh, it's so personal.
[00:15:36.040 --> 00:15:37.520]   I mean, Christ has saved me
[00:15:37.520 --> 00:15:40.240]   and he saved me from this terrible time in my life.
[00:15:40.240 --> 00:15:42.560]   And it's just so deeply personal
[00:15:42.560 --> 00:15:44.200]   and deeply intimate with him.
[00:15:44.200 --> 00:15:47.360]   And I just am so grateful that I have this private,
[00:15:47.360 --> 00:15:50.080]   personal, intimate relationship with him.
[00:15:50.080 --> 00:15:51.240]   And to be honest with you,
[00:15:51.240 --> 00:15:53.520]   I'm pretty happy with that relationship.
[00:15:53.520 --> 00:15:56.160]   So happy in fact, that if I shared it
[00:15:56.160 --> 00:15:57.800]   or I allowed others into it,
[00:15:57.800 --> 00:16:00.440]   it would probably pollute what I have.
[00:16:00.440 --> 00:16:03.560]   And because of that, we stay, it's almost like this.
[00:16:03.560 --> 00:16:06.480]   It's like you discover a restaurant in Hong Kong
[00:16:06.480 --> 00:16:08.120]   and it's an amazing restaurant.
[00:16:08.120 --> 00:16:10.680]   The food is incredible and it's super cheap.
[00:16:10.680 --> 00:16:11.840]   And you're sitting there thinking,
[00:16:11.840 --> 00:16:14.720]   I hope nobody finds out about this restaurant.
[00:16:14.720 --> 00:16:16.480]   I hope nobody finds out about this restaurant
[00:16:16.480 --> 00:16:18.600]   because if they do, it will get ruined.
[00:16:18.600 --> 00:16:20.920]   When we say as Christians,
[00:16:20.920 --> 00:16:23.200]   my faith is just really personal to me.
[00:16:23.200 --> 00:16:24.800]   What we're essentially saying
[00:16:24.800 --> 00:16:28.880]   is that I wanna keep it personal
[00:16:28.880 --> 00:16:30.440]   because I think if I shared it,
[00:16:30.440 --> 00:16:33.200]   I would lose something of its value to me.
[00:16:33.200 --> 00:16:34.840]   And I wanna put it to you, just this,
[00:16:34.840 --> 00:16:37.360]   I'm gonna be honest, that's incredibly selfish.
[00:16:37.360 --> 00:16:39.920]   Here's another thing we say.
[00:16:39.920 --> 00:16:40.920]   We say this.
[00:16:40.920 --> 00:16:43.200]   We say, well, every person has the right
[00:16:43.200 --> 00:16:45.600]   to believe what they wanna believe.
[00:16:45.600 --> 00:16:47.120]   And that's absolutely right.
[00:16:47.120 --> 00:16:49.160]   I mean, that is what a good, open
[00:16:49.160 --> 00:16:51.200]   and free society should be built on.
[00:16:51.200 --> 00:16:53.840]   We should want everybody to have the freedom
[00:16:53.840 --> 00:16:56.040]   to believe what it is that they've been called to believe.
[00:16:56.040 --> 00:16:57.680]   And that means that I have the freedom
[00:16:57.680 --> 00:16:59.080]   to believe that Lord Jesus Christ
[00:16:59.080 --> 00:17:01.040]   is my personal saviour here in Hong Kong.
[00:17:01.040 --> 00:17:02.120]   That is an amazing thing.
[00:17:02.120 --> 00:17:06.080]   People should be free to believe what they want to believe.
[00:17:06.080 --> 00:17:08.360]   Now, in a true statement like that,
[00:17:08.360 --> 00:17:09.720]   here's the issue with it though.
[00:17:09.720 --> 00:17:12.880]   I think for us Christians is that there's some baggage
[00:17:12.880 --> 00:17:14.120]   that comes alongside of it,
[00:17:14.120 --> 00:17:16.840]   some broader thinking that comes alongside of it.
