
[00:00:00.000 --> 00:00:01.480]  大家好,我叫June
[00:02:34.680 --> 00:02:37.080]  故事牽動我們的情緒
[00:02:37.080 --> 00:02:38.880]  啟發我們的思考
[00:02:38.880 --> 00:02:42.280]  讓我們一起去尋找故事的寓意
[00:02:42.280 --> 00:02:44.880]  所以在聖經裡
[00:02:44.880 --> 00:02:47.880]  我們看到耶穌上都用比喻
[00:02:47.880 --> 00:02:51.280]  去講天國的運作和天國的文化
[00:02:51.280 --> 00:02:53.960]  我們每天形形異異地生活
[00:02:53.960 --> 00:02:56.200]  所有的事情都很自動波動
[00:02:56.200 --> 00:02:57.800]  如何處理問題
[00:02:57.800 --> 00:02:59.160]  如何安排生活
[00:02:59.160 --> 00:03:01.800]  就像一切都有既定的答案
[00:03:01.800 --> 00:03:03.960]  很少會無緣無故地想
[00:03:03.960 --> 00:03:07.280]  我現在做的事情是否正確
[00:03:07.280 --> 00:03:08.720]  是否好
[00:03:08.720 --> 00:03:13.360]  所以在故事裡發生的事情
[00:03:13.360 --> 00:03:15.240]  角色人物的選擇
[00:03:15.240 --> 00:03:17.800]  跟我們的思考模式不一樣的時候
[00:03:17.800 --> 00:03:21.320]  我們就不由自主地產生情緒
[00:03:21.320 --> 00:03:23.320]  無論好與不好
[00:03:23.320 --> 00:03:26.120]  都逼迫我們選擇站在角色
[00:03:26.120 --> 00:03:28.120]  或故事裡的某一邊
[00:03:28.120 --> 00:03:30.320]  耶穌講的比喻
[00:03:30.320 --> 00:03:32.120]  很多時候都很直接
[00:03:32.120 --> 00:03:33.920]  很簡單、很易明
[00:03:33.920 --> 00:03:37.400]  但耶穌講故事並不是叫我們聽完就算
[00:03:37.400 --> 00:03:40.400]  他是想我們代入聖經的角色當中
[00:03:40.400 --> 00:03:42.000]  讓我們一起去感受
[00:03:42.000 --> 00:03:44.200]  故事人物裡所感受的東西
[00:03:44.200 --> 00:03:46.600]  讓我們一起從故事當中
[00:03:46.600 --> 00:03:48.600]  去認識天國的文化
[00:03:48.600 --> 00:03:50.600]  究竟是如何運作的
[00:03:50.600 --> 00:03:54.400]  願意透過今天我們講的比喻
[00:03:54.400 --> 00:03:57.200]  能夠從主流的世界主流
[00:03:57.200 --> 00:04:00.200]  去認識耶穌流露出來的天國文化
[00:04:00.200 --> 00:04:02.200]  天國的價值是怎樣
[00:04:02.200 --> 00:04:04.200]  求神讓我們一起
[00:04:04.200 --> 00:04:06.400]  去聽這個比喻的時候
[00:04:06.400 --> 00:04:08.200]  開放我們的心
[00:04:08.200 --> 00:04:11.800]  去刺激我們思考本身的想法
[00:04:11.800 --> 00:04:13.600]  不如我們一起再祈禱吧
[00:04:13.600 --> 00:04:15.000]  我們一起祈禱
[00:04:16.000 --> 00:04:18.000]  親愛的天父
[00:04:18.000 --> 00:04:20.000]  你的道是活潑的
[00:04:20.000 --> 00:04:22.000]  是帶有功效的
[00:04:22.000 --> 00:04:24.000]  我求你幫助我們
[00:04:24.000 --> 00:04:27.000]  去辨明我們的心思意念
[00:04:27.000 --> 00:04:30.000]  使我們能夠活得到
[00:04:30.000 --> 00:04:32.000]  你賜給我們自由的生命
[00:04:32.000 --> 00:04:34.000]  我們祈禱
[00:04:34.000 --> 00:04:37.000]  是奉主耶穌基督得勝的名字祈求
[00:04:37.000 --> 00:04:38.000]  阿們
[00:04:38.000 --> 00:04:42.000]  我們也戴過太陽眼鏡
[00:04:42.000 --> 00:04:44.000]  太陽眼鏡是用來擋開
[00:04:44.000 --> 00:04:46.000]  一切紫外光
[00:04:46.000 --> 00:04:48.000]  或是一些很強烈的光線
[00:04:48.000 --> 00:04:51.000]  除了一般的黑色太陽眼鏡之外
[00:04:51.000 --> 00:04:53.000]  市面上也有很多不同的顏色
[00:04:53.000 --> 00:04:55.000]  你戴了黑色的
[00:04:55.000 --> 00:04:57.000]  就黑一點,沒那麼光
[00:04:57.000 --> 00:04:59.000]  可能你戴了粉紅色的
[00:04:59.000 --> 00:05:02.000]  你就活在一個浪漫的粉紅色世界
[00:05:02.000 --> 00:05:04.000]  今天我們看的比喻
[00:05:04.000 --> 00:05:07.000]  就是在形容一個戴了鏡片的人
[00:05:07.000 --> 00:05:08.000]  過活的人
[00:05:08.000 --> 00:05:11.000]  他在路加福音十二章裡
[00:05:11.000 --> 00:05:14.000]  曾經把這個比喻命名為無知財主
[00:05:14.000 --> 00:05:17.000]  路加是在什麼時候
[00:05:17.000 --> 00:05:19.000]  形容耶穌什麼時候
[00:05:19.000 --> 00:05:21.000]  和怎樣去說聖經故事呢?
[00:05:21.000 --> 00:05:24.000]  在第十二章的開頭就說
[00:05:24.000 --> 00:05:29.000]  「這時有幾萬人聚集,甚至彼此踐踏」
[00:05:29.000 --> 00:05:31.000]  耶穌當時跟他們說
[00:05:31.000 --> 00:05:35.000]  是要提醒他們去警戒假冒為善的人
[00:05:35.000 --> 00:05:37.000]  鼓勵他們不要懼怕
[00:05:37.000 --> 00:05:39.000]  因為無論你在什麼處境當中
[00:05:39.000 --> 00:05:41.000]  聖靈都會幫助你
[00:05:41.000 --> 00:05:44.000]  基本上耶穌正在預備人們
[00:05:44.000 --> 00:05:47.000]  在末世當中應該要怎麼做
[00:05:47.000 --> 00:05:49.000]  路加記載當時耶穌是說這些的
[00:05:49.000 --> 00:05:52.000]  他說有人帶你去會堂
[00:05:52.000 --> 00:05:53.000]  去到掌權的人面前
[00:05:53.000 --> 00:05:55.000]  你不需要擔心答辯
[00:05:55.000 --> 00:05:57.000]  說什麼
[00:05:57.000 --> 00:05:58.000]  因為在那時候
[00:05:58.000 --> 00:06:01.000]  聖靈要指教你們說你們要說的話
[00:06:01.000 --> 00:06:03.000]  可能語音還沒下
[00:06:03.000 --> 00:06:05.000]  有個人突然出來
[00:06:05.000 --> 00:06:07.000]  就跟耶穌問了一個問題
[00:06:07.000 --> 00:06:10.000]  我們看看十二章十三節說什麼
[00:06:10.000 --> 00:06:13.000]  在第十二章十三節
[00:06:13.000 --> 00:06:14.000]  這個人就說
[00:06:14.000 --> 00:06:17.000]  人群中有一個人對耶穌說
[00:06:17.000 --> 00:06:21.000]  老師請你吩咐我的兄弟跟我分家產
[00:06:21.000 --> 00:06:25.000]  向耶穌問這個問題的人
[00:06:25.000 --> 00:06:28.000]  其實他心裡也有一個鏡片
[00:06:28.000 --> 00:06:32.000]  讓他知道自己究竟想看到什麼
[00:06:32.000 --> 00:06:35.000]  所以就算在幾萬人當中
[00:06:35.000 --> 00:06:37.000]  他走到耶穌面前有多近
[00:06:37.000 --> 00:06:40.000]  近到可以問耶穌問題也好
[00:06:40.000 --> 00:06:44.000]  鏡片也把他篩走不需要的資料
[00:06:44.000 --> 00:06:46.000]  末世要怎麼做
[00:06:46.000 --> 00:06:48.000]  誰真正能說話
[00:06:48.000 --> 00:06:49.000]  這些不需要聽
[00:06:49.000 --> 00:06:50.000]  他不需要知道
[00:06:50.000 --> 00:06:51.000]  他只需要知道
[00:06:51.000 --> 00:06:54.000]  耶穌會不會支持他分家產
[00:06:54.000 --> 00:06:57.000]  但是耶穌降臨在世界上
[00:06:57.000 --> 00:06:59.000]  不是幫人分家產
[00:06:59.000 --> 00:07:03.000]  耶穌來是要叫人得生命
[00:07:03.000 --> 00:07:05.000]  所以耶穌這樣回答
[00:07:05.000 --> 00:07:07.000]  於是他對他們說
[00:07:07.000 --> 00:07:09.000]  你們要謹慎自守
[00:07:09.000 --> 00:07:12.000]  躲避一切的貪心
[00:07:12.000 --> 00:07:17.000]  因為人的生命不在於家道豐富
[00:07:17.000 --> 00:07:21.000]  耶穌的回應不是說這個人有沒有錢
[00:07:21.000 --> 00:07:23.000]  或者有錢是不對的
[00:07:23.000 --> 00:07:27.000]  耶穌不是反對別人擁有財富
[00:07:27.000 --> 00:07:31.000]  事情是出現在貪字裡
[00:07:31.000 --> 00:07:34.000]  貪不是你擁有多少
[00:07:34.000 --> 00:07:37.000]  而是你和那東西的關係
[00:07:37.000 --> 00:07:40.000]  在字典裡貪是一種非常強烈
[00:07:40.000 --> 00:07:42.000]  非常想要的渴望
[00:07:42.000 --> 00:07:45.000]  在聖經裡傳道書說
[00:07:45.000 --> 00:07:49.000]  喜愛銀子的不因得到銀子而滿足
[00:07:49.000 --> 00:07:53.000]  喜愛財富的也不因得利益而知足
[00:07:53.000 --> 00:07:56.000]  不是因為他得到那東西就OK
[00:07:56.000 --> 00:07:59.000]  原來貪不是你擁有的
[00:07:59.000 --> 00:08:02.000]  而是你和那東西的關係
[00:08:02.000 --> 00:08:06.000]  耶穌想跟這位分家產的人說
[00:08:06.000 --> 00:08:08.000]  跟在附近聽的人說
[00:08:08.000 --> 00:08:10.000]  以及我們去說
[00:08:10.000 --> 00:08:14.000]  究竟我們和物質擁有的東西有什麼關係
[00:08:14.000 --> 00:08:18.000]  我們要有什麼關係才能擁有生命
[00:08:18.000 --> 00:08:22.000]  而不是被物質擁有我們
[00:08:22.000 --> 00:08:25.000]  我們一起看看今天的比喻
[00:08:25.000 --> 00:08:27.000]  比喻這樣說
[00:08:27.000 --> 00:08:30.000]  財主田地出產豐富
[00:08:30.000 --> 00:08:32.000]  他自己心裡想
[00:08:32.000 --> 00:08:35.000]  我的出產沒有地方儲藏
[00:08:35.000 --> 00:08:36.000]  怎麼辦呢
[00:08:36.000 --> 00:08:38.000]  就說我要怎麼辦
[00:08:38.000 --> 00:08:40.000]  要把我的倉庫拆了
[00:08:40.000 --> 00:08:42.000]  另蓋更大的
[00:08:42.000 --> 00:08:45.000]  在那裡好儲藏我一切的糧食和財物
[00:08:45.000 --> 00:08:47.000]  然後要對我自己說
[00:08:47.000 --> 00:08:50.000]  這個人啊你有很多財物積存
[00:08:50.000 --> 00:08:53.000]  可供多年享用
[00:08:53.000 --> 00:08:56.000]  只管安安逸逸吃喝快樂吧
[00:08:56.000 --> 00:08:58.000]  神卻對他說
[00:08:58.000 --> 00:09:00.000]  無知的人啊
[00:09:00.000 --> 00:09:02.000]  今夜就要你的性命
[00:09:02.000 --> 00:09:05.000]  你所預備的要歸誰呢
[00:09:05.000 --> 00:09:07.000]  凡為自己積財
[00:09:07.000 --> 00:09:12.000]  在神面前卻不豐足的也是這樣
[00:09:12.000 --> 00:09:15.000]  故事中這個財主
[00:09:15.000 --> 00:09:17.000]  帶著一個鏡片
[00:09:17.000 --> 00:09:19.000]  令他看到什麼
[00:09:19.000 --> 00:09:21.000]  看不到什麼呢
[00:09:21.000 --> 00:09:24.000]  他看到他自己
[00:09:24.000 --> 00:09:27.000]  沒有人的獨白會像他一樣
[00:09:27.000 --> 00:09:29.000]  充滿著自己的
[00:09:29.000 --> 00:09:31.000]  他說我的東西多到沒地方放
[00:09:31.000 --> 00:09:32.000]  我怎麼辦呢
[00:09:32.000 --> 00:09:34.000]  我要把倉庫拆了
[00:09:34.000 --> 00:09:35.000]  蓋一個更大的
[00:09:35.000 --> 00:09:37.000]  放關於屬於我的東西
[00:09:37.000 --> 00:09:42.000]  讓我死後能安安樂樂地過我的日子
[00:09:42.000 --> 00:09:46.000]  這種重複不是一種羞恥手法
[00:09:46.000 --> 00:09:48.000]  而是看到他的靈魂
[00:09:48.000 --> 00:09:52.000]  看到他心裡想法的一個窗口
[00:09:52.000 --> 00:09:54.000]  他的世界裡
[00:09:54.000 --> 00:09:55.000]  他的計劃裡
[00:09:55.000 --> 00:09:57.000]  是沒有其他人的
[00:09:57.000 --> 00:09:58.000]  沒有老婆
[00:09:58.000 --> 00:09:59.000]  沒有子女
[00:09:59.000 --> 00:10:00.000]  沒有同事
[00:10:00.000 --> 00:10:01.000]  沒有社群
[00:10:01.000 --> 00:10:02.000]  更加沒有神
[00:10:02.000 --> 00:10:03.000]  因為當他的眼鏡裡
[00:10:03.000 --> 00:10:05.000]  只看到他自己的話
[00:10:05.000 --> 00:10:08.000]  他已經把其他東西都篩走了
[00:10:08.000 --> 00:10:12.000]  這件事其實也是我們世界模式的運作模式
[00:10:12.000 --> 00:10:14.000]  我辛苦工作
[00:10:14.000 --> 00:10:16.000]  我當然要吃一頓好的
[00:10:16.000 --> 00:10:17.000]  薪水是我的
[00:10:17.000 --> 00:10:19.000]  當然要用在我身上
[00:10:19.000 --> 00:10:22.000]  我當然要為我以後的日子打算
[00:10:22.000 --> 00:10:24.000]  為我自己的未來負責
[00:10:24.000 --> 00:10:28.000]  但是當耶穌說他的國度要降臨
[00:10:28.000 --> 00:10:31.000]  在地上如同天上的時候
[00:10:31.000 --> 00:10:34.000]  那天上的運作究竟是怎樣的呢
[00:10:34.000 --> 00:10:37.000]  又怎樣呈現在地上呢
[00:10:37.000 --> 00:10:41.000]  我們看回利美記第23章22節
[00:10:41.000 --> 00:10:43.000]  神指示他的百姓
[00:10:43.000 --> 00:10:45.000]  當他收割莊稼的時候
[00:10:45.000 --> 00:10:48.000]  是不可割盡田的角落
[00:10:48.000 --> 00:10:51.000]  也不可拾取莊稼所掉落的
[00:10:51.000 --> 00:10:55.000]  要把他們留給窮人和寄居的
[00:10:55.000 --> 00:10:58.000]  屬神的國度的主流
[00:10:58.000 --> 00:11:00.000]  就是由自我主義
[00:11:00.000 --> 00:11:02.000]  變成為向他主義
[00:11:02.000 --> 00:11:04.000]  Otherness
[00:11:04.000 --> 00:11:05.000]  照理說
[00:11:05.000 --> 00:11:06.000]  由田地出產的東西
[00:11:06.000 --> 00:11:08.000]  應該是屬於地主的
[00:11:08.000 --> 00:11:09.000]  就像剛才所說
[00:11:09.000 --> 00:11:10.000]  我辛苦工作
[00:11:10.000 --> 00:11:12.000]  這些是我的酬勞
[00:11:12.000 --> 00:11:13.000]  我去儲存
[00:11:13.000 --> 00:11:14.000]  去使用
[00:11:14.000 --> 00:11:17.000]  這是世界上主流的思想
[00:11:17.000 --> 00:11:19.000]  但耶穌想挑戰我們
[00:11:19.000 --> 00:11:21.000]  不是叫我們立刻把所有東西
[00:11:21.000 --> 00:11:23.000]  都給其他人
[00:11:23.000 --> 00:11:26.000]  要我們在極度困乏的當中生活
[00:11:26.000 --> 00:11:28.000]  而是想挑戰我們去想
[00:11:28.000 --> 00:11:30.000]  我們現在在生活當中
[00:11:30.000 --> 00:11:32.000]  是否看到其他人呢
[00:11:32.000 --> 00:11:34.000]  你見不見到有寄居的
[00:11:34.000 --> 00:11:38.000]  和有困乏的人在你附近呢
[00:11:38.000 --> 00:11:41.000]  你會否能夠將你得到的東西
[00:11:41.000 --> 00:11:44.000]  去和其他人分享呢
[00:11:44.000 --> 00:11:46.000]  這些都不是大道理
[00:11:46.000 --> 00:11:50.000]  相信我們不是第一次聽到這些道理
[00:11:50.000 --> 00:11:54.000]  但當我們今天再看這個故事
[00:11:54.000 --> 00:11:57.000]  發現原來我還未成功的時候
[00:11:57.000 --> 00:12:00.000]  這個思考就在幫助我們去揭示
[00:12:00.000 --> 00:12:05.000]  心目中真正操控著我們的是甚麼
[00:12:05.000 --> 00:12:08.000]  當我們停下來去想的時候
[00:12:08.000 --> 00:12:11.000]  可能我們需要的不是物質
[00:12:11.000 --> 00:12:13.000]  原來我們心靈裡需要的不是一些
[00:12:13.000 --> 00:12:18.000]  可以讓我們感覺到、看得到、儲得到的東西
[00:12:18.000 --> 00:12:20.000]  當我們停下來去想
[00:12:20.000 --> 00:12:23.000]  我們心靈裡需要甚麼的時候
[00:12:23.000 --> 00:12:26.000]  可能我們心靈裡是有些孤單
[00:12:26.000 --> 00:12:28.000]  可能是有些恐懼
[00:12:28.000 --> 00:12:30.000]  有些不安
[00:12:30.000 --> 00:12:33.000]  於是我便透過一些我可以摸得到的
[00:12:33.000 --> 00:12:36.000]  看得到的、儲得到的東西
[00:12:36.000 --> 00:12:37.000]  去填滿它
[00:12:37.000 --> 00:12:41.000]  希望能夠止痛、止癢
[00:12:41.000 --> 00:12:45.000]  止心目中的不安
[00:12:45.000 --> 00:12:48.000]  但當我們被這些東西控制了生命的時候
[00:12:48.000 --> 00:12:52.000]  究竟我們所擁有的是我們的工具
[00:12:52.000 --> 00:12:55.000]  還是將那些東西被擁有
[00:12:55.000 --> 00:12:59.000]  我們被這些摸得到、看得到、儲得到的東西
[00:12:59.000 --> 00:13:02.000]  去擁有了呢
[00:13:02.000 --> 00:13:04.000]  在第十九節這樣說
[00:13:04.000 --> 00:13:08.000]  這個人說:然後我要對自己說
[00:13:08.000 --> 00:13:11.000]  你這個人有很多財物積存
[00:13:11.000 --> 00:13:13.000]  何況多年享用
[00:13:13.000 --> 00:13:16.000]  只管安安逸逸吃喝快樂吧
[00:13:16.000 --> 00:13:18.000]  當中這個的自己
[00:13:18.000 --> 00:13:21.000]  原文是sukhe
[00:13:21.000 --> 00:13:23.000]  意思是指他的心靈
[00:13:23.000 --> 00:13:28.000]  原來這個人是在跟他的心靈說話
[00:13:28.000 --> 00:13:30.000]  他跟他的心靈說
[00:13:30.000 --> 00:13:33.000]  你看看你擁有多少物質
[00:13:33.000 --> 00:13:35.000]  你這樣就足夠了
[00:13:35.000 --> 00:13:37.000]  你這樣就快樂了
[00:13:37.000 --> 00:13:41.000]  說這番說話像不像剛出糧
[00:13:41.000 --> 00:13:42.000]  買了很多東西的時候
[00:13:42.000 --> 00:13:44.000]  大家會說的話
[00:13:44.000 --> 00:13:46.000]  買東西是很開心的
[00:13:46.000 --> 00:13:48.000]  真的有時候要吃好一點
[00:13:48.000 --> 00:13:52.000]  或者買一些自己喜歡的東西去高尚自己
[00:13:52.000 --> 00:13:55.000]  但是如果我們以為物質
[00:13:55.000 --> 00:13:58.000]  以為享受能夠處理我們的恐懼
[00:13:58.000 --> 00:14:00.000]  能夠處理我們的哀傷
[00:14:00.000 --> 00:14:02.000]  或者孤單的時候
[00:14:02.000 --> 00:14:05.000]  如果一些物質能夠傳言
[00:14:05.000 --> 00:14:08.000]  能夠滿足到我們心靈需要的話
[00:14:08.000 --> 00:14:11.000]  為什麼這麼多富有的人
[00:14:11.000 --> 00:14:14.000]  都還是覺得很不足夠呢?
[00:14:14.000 --> 00:14:18.000]  我有位朋友一有壓力就買袋
[00:14:18.000 --> 00:14:20.000]  這麼多笑聲
[00:14:20.000 --> 00:14:22.000]  還有這是男性的笑聲
[00:14:22.000 --> 00:14:24.000]  聽到嗎?
[00:14:24.000 --> 00:14:27.000]  我有位朋友一有壓力就買袋
[00:14:27.000 --> 00:14:29.000]  不是幾千元的袋
[00:14:29.000 --> 00:14:33.000]  他的袋是十幾二十萬的袋
[00:14:33.000 --> 00:14:35.000]  一到他家
[00:14:35.000 --> 00:14:37.000]  整個牆、整個櫃子
[00:14:37.000 --> 00:14:39.000]  全部都是袋子,很漂亮
[00:14:39.000 --> 00:14:42.000]  但是同時間你一進屋
[00:14:42.000 --> 00:14:45.000]  當你知道他一有壓力就買袋
[00:14:45.000 --> 00:14:46.000]  而你開了門
[00:14:46.000 --> 00:14:48.000]  看到他整間屋都是袋子的時候
[00:14:48.000 --> 00:14:51.000]  你就會覺得這個人真的很有壓力
[00:14:51.000 --> 00:14:58.000]  但是他的袋子能不能幫助他
[00:14:58.000 --> 00:15:00.000]  去舒緩他的壓力呢?
[00:15:00.000 --> 00:15:01.000]  如果能夠的話
[00:15:01.000 --> 00:15:04.000]  為什麼他每次都買
[00:15:04.000 --> 00:15:05.000]  不停地買
[00:15:05.000 --> 00:15:08.000]  都處理不到他的壓力呢?
[00:15:08.000 --> 00:15:11.000]  其實換相機也可以
[00:15:11.000 --> 00:15:14.000]  如果心目中女士覺得不平安的話
[00:15:14.000 --> 00:15:16.000]  相機、鏡頭、音響
[00:15:16.000 --> 00:15:18.000]  你自己可以放進去
[00:15:18.000 --> 00:15:21.000]  因為人心靈真正需要的
[00:15:21.000 --> 00:15:24.000]  並不是鏡頭、手錶或者手袋
[00:15:24.000 --> 00:15:26.000]  不單止是物質的滿足
[00:15:26.000 --> 00:15:28.000]  能夠滿足到我們
[00:15:28.000 --> 00:15:30.000]  當神做人的時候
[00:15:30.000 --> 00:15:32.000]  他在人的鼻孔吹了口氣
[00:15:32.000 --> 00:15:34.000]  讓我們不單止有軀體
[00:15:34.000 --> 00:15:37.000]  而是成為有靈的活人
[00:15:37.000 --> 00:15:39.000]  和神有連結
[00:15:39.000 --> 00:15:41.000]  我們的心靈最深層的需要
[00:15:41.000 --> 00:15:44.000]  是只能夠透過和造物主建立關係
[00:15:44.000 --> 00:15:46.000]  才能夠滿足得到
[00:15:46.000 --> 00:15:48.000]  所以財主的問題不是有錢
[00:15:48.000 --> 00:15:52.000]  而是他將物質放在一個錯誤的位置
[00:15:52.000 --> 00:15:54.000]  用物質去取代了上帝
[00:15:54.000 --> 00:15:57.000]  在他生命裡應該有的位置
[00:15:57.000 --> 00:15:59.000]  這就是耶穌要提醒我們的
[00:15:59.000 --> 00:16:03.000]  謹慎防備一切貪心的原因
[00:16:03.000 --> 00:16:08.000]  因為貪心會令我們將物質和上帝的位置對調
[00:16:08.000 --> 00:16:12.000]  結果我們永遠都不能得到真正的滿足
[00:16:12.000 --> 00:16:16.000]  財主可能滿足了他的穀倉
[00:16:16.000 --> 00:16:19.000]  但他心靈裡還是很空虛
[00:16:19.000 --> 00:16:21.000]  什麼都沒有
[00:16:21.000 --> 00:16:25.000]  如果我們的生命也是一個穀倉
[00:16:25.000 --> 00:16:28.000]  我們想給什麼東西去填滿呢?
[00:16:28.000 --> 00:16:32.000]  耶穌不是反對財富
[00:16:32.000 --> 00:16:35.000]  他不是反對我們擁有物質
[00:16:35.000 --> 00:16:40.000]  他的目的是不想我們被物質所擁有
[00:16:40.000 --> 00:16:45.000]  財主因著有好的修成
[00:16:45.000 --> 00:16:47.000]  他想儲起它
[00:16:47.000 --> 00:16:50.000]  這樣他就得到安樂
[00:16:50.000 --> 00:16:52.000]  但在現實的社會裡
[00:16:52.000 --> 00:16:54.000]  這個想法並不是無知的
[00:16:55.000 --> 00:16:57.000]  你能夠有你的財富
[00:16:57.000 --> 00:16:59.000]  你去適當地儲起它
[00:16:59.000 --> 00:17:01.000]  為未來去計劃或投資
[00:17:01.000 --> 00:17:03.000]  並不是一個無知的想法
[00:17:03.000 --> 00:17:07.000]  但耶穌稱呼這個為一個無知的財主
[00:17:07.000 --> 00:17:10.000]  是因為他只見得到他的安樂
[00:17:10.000 --> 00:17:13.000]  生活上的需要和供應
[00:17:13.000 --> 00:17:15.000]  只是因為人的努力
[00:17:15.000 --> 00:17:19.000]  所有事情都是自己籌謀的
[00:17:19.000 --> 00:17:22.000]  這就不是有智慧的表現
[00:17:22.000 --> 00:17:24.000]  耶穌說
[00:17:24.000 --> 00:17:27.000]  我們今天真的不知道明天的事
[00:17:27.000 --> 00:17:31.000]  世界上有很多東西我們都不能控制
[00:17:31.000 --> 00:17:35.000]  又如何能夠保障我今天所儲存的
[00:17:35.000 --> 00:17:36.000]  所收納的
[00:17:36.000 --> 00:17:38.000]  真的能夠給我第二天使用呢?
[00:17:38.000 --> 00:17:40.000]  當我們對未來的信心
[00:17:40.000 --> 00:17:42.000]  全部放在自己的能力上
[00:17:42.000 --> 00:17:44.000]  自己的控制上
[00:17:44.000 --> 00:17:46.000]  嘗試將一切不能控制的
[00:17:46.000 --> 00:17:48.000]  一切未知的東西
[00:17:48.000 --> 00:17:50.000]  都嘗試將它用自己的雙手
[00:17:50.000 --> 00:17:52.000]  去控制的時候
[00:17:52.000 --> 00:17:56.000]  只會增加我們的焦慮和壓力
[00:17:56.000 --> 00:17:59.000]  我們的焦慮可能很多時候
[00:17:59.000 --> 00:18:01.000]  都是來自於未來
[00:18:01.000 --> 00:18:03.000]  以後我不知道應該怎樣做
[00:18:03.000 --> 00:18:05.000]  我怎樣可以將它
[00:18:05.000 --> 00:18:08.000]  放在一個我能夠理解的位置上呢?
[00:18:08.000 --> 00:18:10.000]  可能我將我未來十年
[00:18:10.000 --> 00:18:11.000]  二十年
