
[00:00:00.000 --> 00:00:01.000]   - Amen, amen.
[00:03:52.760 --> 00:03:54.960]   Have you ever felt like you're in Causeway Bay
[00:03:54.960 --> 00:03:57.720]   on a Saturday and it's packed full of people?
[00:03:57.720 --> 00:03:59.080]   And like you're walking there
[00:03:59.080 --> 00:04:00.720]   and you're trying to get from A to B
[00:04:00.720 --> 00:04:02.640]   and you've got a destination to get to,
[00:04:02.640 --> 00:04:04.920]   but it's so packed, you can't move around much.
[00:04:04.920 --> 00:04:08.040]   And the person standing and walking right in front of you
[00:04:08.040 --> 00:04:10.520]   is the slowest walking person in Hong Kong.
[00:04:10.520 --> 00:04:12.120]   Have you ever experienced that?
[00:04:12.120 --> 00:04:14.800]   Like, and you know, you're just like, this is ridiculous.
[00:04:14.800 --> 00:04:18.040]   Why does this person have no purpose in life?
[00:04:18.040 --> 00:04:21.120]   Like, don't they have somewhere to go, something to do?
[00:04:21.120 --> 00:04:23.400]   And you wanted to slap them on the back of the head,
[00:04:23.400 --> 00:04:24.880]   you know, walk faster.
[00:04:24.880 --> 00:04:26.880]   You know, this is Causeway Bay, come on.
[00:04:26.880 --> 00:04:29.920]   We follow Jesus, don't we?
[00:04:29.920 --> 00:04:32.080]   And sometimes it feels a little bit like Jesus
[00:04:32.080 --> 00:04:34.200]   is in front of us and we wanna kind of slap him
[00:04:34.200 --> 00:04:35.040]   on the back of the head.
[00:04:35.040 --> 00:04:36.440]   Like, come on, Jesus.
[00:04:36.440 --> 00:04:38.160]   It's time that you move a bit quicker.
[00:04:38.160 --> 00:04:40.120]   You know, we got a purpose here, we're doing something.
[00:04:40.120 --> 00:04:41.920]   You've spoken some dreams into my heart.
[00:04:41.920 --> 00:04:43.320]   You've got a word for me.
[00:04:43.320 --> 00:04:46.240]   I know there are big things in my life that you wanna do.
[00:04:46.240 --> 00:04:48.280]   And it seems like we're at a red light.
[00:04:48.280 --> 00:04:50.520]   What are you doing, Jesus?
[00:04:50.520 --> 00:04:55.800]   Israel, in their history with God,
[00:04:55.800 --> 00:04:57.800]   felt like this so many times.
[00:04:57.800 --> 00:04:59.880]   The Old Testament is filled with stories
[00:04:59.880 --> 00:05:04.720]   where Israel is wondering why God is so slow.
[00:05:04.720 --> 00:05:07.600]   There's a great moment right at the end of the Old Testament
[00:05:07.600 --> 00:05:11.160]   where Israel has been for 70 years in captivity,
[00:05:11.160 --> 00:05:12.880]   in exile in Babylon.
[00:05:13.280 --> 00:05:16.680]   70 years beforehand, Babylon had stormed into Jerusalem,
[00:05:16.680 --> 00:05:18.280]   the Holy Sacred City.
[00:05:18.280 --> 00:05:21.000]   And they had destroyed the walls, pulled them down,
[00:05:21.000 --> 00:05:22.560]   rushed into the city and killed
[00:05:22.560 --> 00:05:24.800]   many of the Israelites there.
[00:05:24.800 --> 00:05:26.800]   And the significant thing they did
[00:05:26.800 --> 00:05:29.320]   was they destroyed the temple.
[00:05:29.320 --> 00:05:31.760]   They literally raised the temple down to the ground
[00:05:31.760 --> 00:05:35.080]   so that it was not a beautiful, glorious building anymore,
[00:05:35.080 --> 00:05:37.680]   but rubble on the ground.
[00:05:37.680 --> 00:05:39.960]   And this act threw the whole of Israel
[00:05:39.960 --> 00:05:44.120]   into an existential and theological crisis.
[00:05:44.120 --> 00:05:46.000]   Because Israel were like, "Well, hang on a sec.
[00:05:46.000 --> 00:05:48.600]   "The temple was the house of God.
[00:05:48.600 --> 00:05:50.760]   "It was the presence of God on earth.
[00:05:50.760 --> 00:05:52.040]   "It was where God dwelt.
[00:05:52.040 --> 00:05:53.600]   "And when He dwelt with us,
[00:05:53.600 --> 00:05:56.720]   "that was where our comfort was, our security was,
[00:05:56.720 --> 00:05:57.920]   "where our life was.
[00:05:57.920 --> 00:06:00.480]   "The temple was the symbol to Israel
[00:06:00.480 --> 00:06:02.040]   "that God was for them.
[00:06:02.040 --> 00:06:04.960]   "And if God was for them, who can be against them?"
[00:06:04.960 --> 00:06:07.360]   And yet, these Babylonians, these Gentiles,
[00:06:07.360 --> 00:06:08.720]   these foreigners had come in
[00:06:08.720 --> 00:06:11.280]   and they had destroyed the house of God.
[00:06:11.280 --> 00:06:14.440]   And so whilst they're in exile in Babylon for 70 years,
[00:06:14.440 --> 00:06:16.200]   they're in this theological crisis
[00:06:16.200 --> 00:06:17.720]   and they're wondering, "Where are you, God?
[00:06:17.720 --> 00:06:18.640]   "What have you done?
[00:06:18.640 --> 00:06:20.000]   "Why have you gone away from us?
[00:06:20.000 --> 00:06:21.560]   "Why have you given up on us?"
[00:06:21.560 --> 00:06:23.960]   Many of the Psalms in the book of the Psalms
[00:06:23.960 --> 00:06:26.800]   were written during that 70-year process.
[00:06:26.800 --> 00:06:29.540]   That's why those Psalms are like, "Where are you, God?
[00:06:29.540 --> 00:06:33.240]   "My enemies are against me, but I will trust in you."
[00:06:33.240 --> 00:06:37.800]   At the end of the 70 years, something amazing happens.
[00:06:37.800 --> 00:06:40.600]   Persia comes in and invades Babylon.
[00:06:40.600 --> 00:06:42.900]   And Persia by then is a big, huge empire
[00:06:42.900 --> 00:06:44.200]   and they take over Babylon.
[00:06:44.200 --> 00:06:48.320]   And they basically discover that there's all these Israelites
[00:06:48.320 --> 00:06:51.360]   that are there in exile, away from their home.
[00:06:51.360 --> 00:06:53.400]   And the Persians allow the Israelites
[00:06:53.400 --> 00:06:55.840]   to return back to Jerusalem.
[00:06:55.840 --> 00:06:59.340]   And they return back in three waves.
[00:06:59.340 --> 00:07:01.740]   The first wave is on the leadership
[00:07:01.740 --> 00:07:04.040]   of a man named Zerubbabel.
[00:07:04.040 --> 00:07:06.920]   And Zerubbabel was given one task and one task only.
[00:07:06.920 --> 00:07:09.160]   He is told by God to go back
[00:07:09.160 --> 00:07:11.920]   with the first group of Israelites back to Jerusalem
[00:07:11.920 --> 00:07:14.500]   and begin to rebuild the temple.
[00:07:14.500 --> 00:07:18.680]   Begin to get the temple back up into its former glory.
[00:07:18.680 --> 00:07:22.200]   And you can understand why this is top of the list for Israel
[00:07:22.200 --> 00:07:24.680]   because they've realized that the destruction of that temple
[00:07:24.680 --> 00:07:25.880]   threw them into crisis.
[00:07:25.880 --> 00:07:27.320]   As they go back to Jerusalem,
[00:07:27.320 --> 00:07:30.320]   they wanna establish the temple, establish God's presence,
[00:07:30.320 --> 00:07:32.080]   and get God to be active with them
[00:07:32.080 --> 00:07:34.340]   to get that place of safety and security.
[00:07:34.340 --> 00:07:37.060]   So Zerubbabel with the first wave of Israelites
[00:07:37.060 --> 00:07:39.400]   goes back to start the temple.
[00:07:39.400 --> 00:07:43.980]   A little bit later, the second wave comes in.
[00:07:43.980 --> 00:07:46.160]   And the second wave, you can imagine,
[00:07:46.160 --> 00:07:48.980]   are so excited to see the temple.
[00:07:48.980 --> 00:07:52.080]   They're excited because they were not the generation
[00:07:52.080 --> 00:07:53.740]   that saw the original temple.
[00:07:53.740 --> 00:07:55.540]   70 years has passed and a lot of the people
[00:07:55.540 --> 00:07:57.860]   that laid eyes on the original temple
[00:07:57.860 --> 00:07:59.500]   have now died and passed away.
[00:07:59.500 --> 00:08:02.580]   But the new group who have heard about the glory
[00:08:02.580 --> 00:08:05.520]   and the beauty and the majesty of the temple in Jerusalem,
[00:08:05.520 --> 00:08:07.900]   they're so excited that they get back,
[00:08:07.900 --> 00:08:09.940]   they're gonna expect to see
[00:08:09.940 --> 00:08:13.360]   this beautiful temple restored in Jerusalem.
[00:08:13.360 --> 00:08:17.360]   And the book of Zechariah, the prophet Zechariah,
[00:08:17.360 --> 00:08:18.820]   is there in those moments.
[00:08:18.820 --> 00:08:23.180]   And chapter four, actually, of Zechariah
[00:08:23.180 --> 00:08:26.340]   captures for us this moment where they return
[00:08:26.340 --> 00:08:28.300]   and they cast their eyes
[00:08:28.300 --> 00:08:31.500]   on what they were expecting to be this finished product,
[00:08:31.500 --> 00:08:32.820]   this beautiful temple,
[00:08:32.820 --> 00:08:37.060]   but was actually still at that time only rubble.
[00:08:37.060 --> 00:08:38.900]   And here's what they say.
[00:08:38.900 --> 00:08:40.100]   This is from Zechariah four,
[00:08:40.100 --> 00:08:42.020]   I'm reading in the Good News translation.
[00:08:42.020 --> 00:08:44.380]   They are disappointed
[00:08:44.380 --> 00:08:47.620]   because so little progress is being made.
[00:08:47.620 --> 00:08:49.880]   Anyone here disappointed?
[00:08:49.880 --> 00:08:51.020]   Because it feels like for you
[00:08:51.020 --> 00:08:54.880]   so little progress is being made in your life
[00:08:54.880 --> 00:08:57.140]   or in your faith or in your relationship with God
[00:08:57.140 --> 00:08:59.700]   or in the things that you want, in the city of Hong Kong.
[00:08:59.700 --> 00:09:01.780]   It feels like there's so little progress
[00:09:01.780 --> 00:09:03.940]   and you're frustrated and disappointed.
[00:09:03.940 --> 00:09:06.140]   Here's the Israelites, they come back
[00:09:06.140 --> 00:09:07.740]   and they only see rubble
[00:09:07.740 --> 00:09:10.480]   when they're expecting to see the grandness,
[00:09:10.480 --> 00:09:12.420]   the beauty and the bigness of the temple.
[00:09:12.420 --> 00:09:14.780]   And they're disappointed, they're frustrated,
[00:09:14.780 --> 00:09:16.100]   and they're beginning to wonder again,
[00:09:16.100 --> 00:09:17.500]   where is God in this?
[00:09:17.500 --> 00:09:19.740]   Because if God was in it,
[00:09:19.740 --> 00:09:22.260]   surely there'd be this glorious big temple.
[00:09:22.260 --> 00:09:25.880]   And we've got just rubble.
[00:09:25.880 --> 00:09:29.260]   I love this reaction from the Israelites
[00:09:29.260 --> 00:09:30.980]   'cause I think it peers a little bit
[00:09:30.980 --> 00:09:33.640]   into every human soul.
[00:09:33.640 --> 00:09:35.700]   'Cause here's the reality for us as humans.
[00:09:35.700 --> 00:09:38.340]   We love the finished product,
[00:09:38.340 --> 00:09:42.400]   but we're not so crazy about the unfinished process.
[00:09:42.400 --> 00:09:43.460]   Are you with me?
[00:09:43.460 --> 00:09:46.860]   Like we love the idea of the finished product.
[00:09:46.860 --> 00:09:48.860]   We want things to be nicely finished
[00:09:48.860 --> 00:09:50.060]   and completed and established
[00:09:50.060 --> 00:09:51.820]   with a beautiful little bow on top,
[00:09:51.820 --> 00:09:55.480]   but we're not so excited about the hard work,
[00:09:55.480 --> 00:09:57.980]   the step-by-step, faithful little things
[00:09:57.980 --> 00:10:00.980]   that need to be done to get us from where we are right now
[00:10:00.980 --> 00:10:01.900]   to where we're gonna go.
[00:10:01.900 --> 00:10:04.620]   No, we want God to wave his magic wand,
[00:10:04.620 --> 00:10:07.020]   instantaneously give us this temple.
[00:10:07.020 --> 00:10:08.860]   And when we show up and we realize
[00:10:08.860 --> 00:10:11.340]   there's still a long journey to go,
[00:10:11.340 --> 00:10:13.700]   we get disappointed because we think
[00:10:13.700 --> 00:10:18.180]   that God is never in the unfinished process.
[00:10:18.180 --> 00:10:21.780]   We think God is just in the glorious temple.
[00:10:21.780 --> 00:10:27.900]   When God so often moves more powerfully,
[00:10:28.580 --> 00:10:33.580]   in the small things than in the dramatic and the big.
[00:10:33.580 --> 00:10:39.980]   In fact, God always goes from the small things
[00:10:39.980 --> 00:10:43.760]   to the big things because he wants to take you along
[00:10:43.760 --> 00:10:44.600]   with him.
[00:10:44.600 --> 00:10:48.140]   Because if God didn't do that,
[00:10:48.140 --> 00:10:50.560]   chances are you would be lost in the middle
[00:10:50.560 --> 00:10:52.940]   of everything that he is doing.
[00:10:52.940 --> 00:10:55.340]   But actually when we realize that God is with us
[00:10:55.340 --> 00:10:58.700]   in the small, step-by-step, daily faithfulness
[00:10:58.700 --> 00:11:01.820]   that we have that doesn't seem grand, doesn't seem big,
[00:11:01.820 --> 00:11:05.460]   feels like we're walking way slower than we should be,
[00:11:05.460 --> 00:11:08.780]   but that process is the way that God actually moves us
[00:11:08.780 --> 00:11:13.540]   from the small to the big, but doesn't lose us in between.
[00:11:13.540 --> 00:11:19.700]   It's like, if everything God ever did was the big finish,
[00:11:19.700 --> 00:11:24.420]   there would be no small changes in us.
[00:11:24.420 --> 00:11:27.740]   I mean, imagine with me for a moment, church,
[00:11:27.740 --> 00:11:30.040]   if God suddenly came through and did the grand
[00:11:30.040 --> 00:11:31.380]   and the big in your life.
[00:11:31.380 --> 00:11:33.540]   Imagine if all of the dreams that you're holding
[00:11:33.540 --> 00:11:35.460]   on your heart right now, all the things that you want,
[00:11:35.460 --> 00:11:38.300]   imagine if God did those instantaneously for you.
[00:11:38.300 --> 00:11:42.340]   Like instantly you were successful,
[00:11:42.340 --> 00:11:45.340]   instantly famous, instantly wealthy,
[00:11:45.340 --> 00:11:48.220]   instantly having the marriage that you longed for,
[00:11:48.220 --> 00:11:50.580]   instantly with the perfect body.
[00:11:50.580 --> 00:11:53.140]   Are you with me?
[00:11:54.060 --> 00:11:56.340]   Like imagine if God did the instantly,
[00:11:56.340 --> 00:11:59.580]   and we have this weird perception as Christians
[00:11:59.580 --> 00:12:01.820]   that we understand in the human life, things take time,
[00:12:01.820 --> 00:12:04.620]   but with God, we think it needs to be instant.
[00:12:04.620 --> 00:12:06.300]   But you need to realize that if you have
[00:12:06.300 --> 00:12:08.180]   the instantaneous things of God,
[00:12:08.180 --> 00:12:10.540]   here's two things that are gonna color your life,
[00:12:10.540 --> 00:12:12.120]   two things that are gonna be a problem for you.
[00:12:12.120 --> 00:12:14.780]   Number one, God is gonna become even more
[00:12:14.780 --> 00:12:18.020]   of a Santa Claus for you than he already is.
[00:12:18.020 --> 00:12:20.720]   He's gonna be your little genie in that bottle
[00:12:20.720 --> 00:12:22.640]   that you can just rub, rub, rub, rub, rub every time,
[00:12:22.640 --> 00:12:24.140]   and boom, he gives it to you.
[00:12:24.140 --> 00:12:28.120]   But the second thing is even more important than that.
[00:12:28.120 --> 00:12:31.060]   God understands that if he always did the instantaneous,
[00:12:31.060 --> 00:12:32.800]   always did the big thing in your life
[00:12:32.800 --> 00:12:34.620]   without taking you through the small things
[00:12:34.620 --> 00:12:37.220]   to get you there, he understands that if you got
[00:12:37.220 --> 00:12:39.900]   those big things, you would be incapable
[00:12:39.900 --> 00:12:41.140]   of holding onto them.
[00:12:41.140 --> 00:12:46.140]   Incapable of keeping a hold of that success.
[00:12:46.140 --> 00:12:49.280]   Incapable of actually holding onto that marriage
[00:12:49.280 --> 00:12:51.340]   that you had been longing and dreaming for.
[00:12:51.340 --> 00:12:53.960]   Incapable when the first obstacles come
[00:12:53.960 --> 00:12:56.040]   that to letting actually go of that thing
[00:12:56.040 --> 00:12:58.920]   because you haven't experienced the process
[00:12:58.920 --> 00:13:02.040]   of how God was forming a character, an integrity,
[00:13:02.040 --> 00:13:05.060]   and a strength of resolve, and a steadfastness,
[00:13:05.060 --> 00:13:07.100]   and a resolve in you to get you to the point
[00:13:07.100 --> 00:13:09.360]   where when the big happened, you could stand up
[00:13:09.360 --> 00:13:12.120]   with character, with integrity, and hold on
[00:13:12.120 --> 00:13:14.140]   to the big things 'cause the big things
[00:13:14.140 --> 00:13:15.660]   have big responsibility.
[00:13:15.660 --> 00:13:18.480]   And God, for some of you in your life,
[00:13:18.480 --> 00:13:21.240]   you're super frustrated at God because you expected
[00:13:21.240 --> 00:13:22.360]   to be further along.
[00:13:22.360 --> 00:13:25.400]   You are disappointed that there's just rubble
[00:13:25.400 --> 00:13:26.800]   and there's not a temple.
[00:13:26.800 --> 00:13:30.680]   And God is looking upon you and he's saying,
[00:13:30.680 --> 00:13:33.640]   do you wanna know where my anointing is right now?
[00:13:33.640 --> 00:13:37.380]   It's actually in the small, almost imperceptible
[00:13:37.380 --> 00:13:40.360]   little things that I'm chipping away at,
[00:13:40.360 --> 00:13:43.120]   that I'm doing, that I'm processing in your life
[00:13:43.120 --> 00:13:45.820]   to get you to the point that when that great thing
[00:13:45.820 --> 00:13:49.000]   does happen, you're gonna walk into it
[00:13:49.000 --> 00:13:54.000]   with flourishing in life and not be stripped away
[00:13:54.000 --> 00:13:55.140]   by all of this.
[00:13:55.140 --> 00:14:01.280]   It's fascinating to me that we want the big things
[00:14:01.280 --> 00:14:05.120]   from God, but we don't want God to start the small way.
[00:14:05.120 --> 00:14:06.880]   Are you with me?
[00:14:06.880 --> 00:14:10.820]   This week marked the one year anniversary
[00:14:10.820 --> 00:14:13.260]   of me working out and eating healthy.
[00:14:14.600 --> 00:14:19.600]   One year, I turned COVID into the best year of my life.
[00:14:19.600 --> 00:14:22.680]   And I can stand before you today at 46,
[00:14:22.680 --> 00:14:25.440]   I just told you how old I was, we'll delete that later.
[00:14:25.440 --> 00:14:27.880]   I can stand before you today at 46 and say,
[00:14:27.880 --> 00:14:31.060]   I'm in the best shape of my life.
[00:14:31.060 --> 00:14:33.080]   But I've got a long way to go.
[00:14:33.080 --> 00:14:35.520]   Don't let these incredible arms fool you.
[00:14:35.520 --> 00:14:38.840]   I've got a long, long way to go.
[00:14:38.840 --> 00:14:42.560]   But I know that I am able to lift weights today
[00:14:42.560 --> 00:14:46.120]   that would have been impossible for me to lift a year ago.
[00:14:46.120 --> 00:14:48.640]   In fact, if I had tried to lift those weights a year ago,
[00:14:48.640 --> 00:14:50.760]   I would have caused great injury to myself.
[00:14:50.760 --> 00:14:53.660]   Some of you want something for God so bad
[00:14:53.660 --> 00:14:55.360]   that if he gave it to you, it would actually cause you
[00:14:55.360 --> 00:14:57.520]   more injury than life.
[00:14:57.520 --> 00:15:00.820]   And that there actually is a process by which
[00:15:00.820 --> 00:15:03.160]   the daily, daily, for me, three times a week,
[00:15:03.160 --> 00:15:05.480]   faithfully of my workout trainer,
[00:15:05.480 --> 00:15:08.240]   to try to get some muscle, try to build some things,
[00:15:08.240 --> 00:15:09.700]   take it small, I mean, the weights,
[00:15:09.700 --> 00:15:11.400]   if you saw photos of the weights that I started with,
[00:15:11.400 --> 00:15:13.300]   you'd be like, that guy's such a dweeb.
[00:15:13.300 --> 00:15:15.700]   Even today, you might still think that.
[00:15:15.700 --> 00:15:18.300]   But today I can lift weights way more
[00:15:18.300 --> 00:15:19.180]   than I could ever done before.
[00:15:19.180 --> 00:15:20.020]   Why?
[00:15:20.020 --> 00:15:21.940]   Because there's been a step-by-step faithfulness
[00:15:21.940 --> 00:15:24.560]   and some of you are in the training ground,
[00:15:24.560 --> 00:15:26.360]   but you wanna be at the finish line.
[00:15:26.360 --> 00:15:29.400]   Is this speaking to anyone?
[00:15:29.400 --> 00:15:31.960]   And I wanna unpack this idea by taking a look
[00:15:31.960 --> 00:15:34.940]   at the broader context to what I think God is saying
[00:15:34.940 --> 00:15:38.000]   through Zachariah to Zerubbabel.
[00:15:38.000 --> 00:15:39.980]   Can you imagine how it would have felt for Zerubbabel,
[00:15:39.980 --> 00:15:42.180]   the second wave come back and he's like,
[00:15:42.180 --> 00:15:45.100]   here's the foundation stones.
[00:15:45.100 --> 00:15:48.680]   And everybody's like, where's the temple?
[00:15:48.680 --> 00:15:54.140]   And Zerubbabel's like, well, we've cleared a little ground
[00:15:54.140 --> 00:15:56.900]   and there's a few rocks kind of in place.
[00:15:56.900 --> 00:16:00.740]   And God comes and speaks into Zerubbabel's spirit
[00:16:00.740 --> 00:16:02.940]   and I think he's gonna speak into some of your spirits
[00:16:02.940 --> 00:16:04.620]   this morning, let me read this to us from verse six.
[00:16:04.620 --> 00:16:07.420]   So he said to me, this is the word of the Lord
[00:16:07.420 --> 00:16:10.780]   to Zerubbabel, not by might nor by power,
[00:16:10.780 --> 00:16:13.500]   but by my spirit, says the Lord Almighty.
[00:16:13.500 --> 00:16:15.420]   What are you, O mighty mountain?
[00:16:15.420 --> 00:16:17.820]   Before Zerubbabel, you will become level ground.
[00:16:17.820 --> 00:16:19.860]   Then he will bring out the cornerstone,
[00:16:19.860 --> 00:16:24.460]   the capstone to shouts of God bless it, God bless it.
[00:16:24.460 --> 00:16:25.940]   Then the word of the Lord came to me,
[00:16:25.940 --> 00:16:29.080]   the hands of Zerubbabel have laid the foundations
[00:16:29.080 --> 00:16:32.060]   of this temple, his hands will also complete it.
[00:16:32.060 --> 00:16:34.460]   Then you will know that the Lord Almighty
[00:16:34.460 --> 00:16:35.900]   has sent me to you.
[00:16:35.900 --> 00:16:40.780]   Who despises the day of small things?
[00:16:40.780 --> 00:16:43.060]   Let me speak that over you and your spirit right now.
[00:16:43.060 --> 00:16:48.060]   Who despises the day of the small things?
