
[00:00:00.000 --> 00:00:04.440]   Well, hello, hello, hello.
[00:06:28.840 --> 00:06:32.200]   And in Jesus name we pray, Amen.
[00:06:32.200 --> 00:06:38.380]   And so today we have our Pastor Tim sharing with us an important word with us today.
[00:06:38.380 --> 00:06:44.720]   So let's all stretch our hands towards Pastor Tim.
[00:06:44.720 --> 00:06:52.200]   I know that there is a word in his mind about worship, about today's sermon that is going
[00:06:52.200 --> 00:06:58.720]   to change our perspective and our understanding and our hearts about who God is.
[00:06:58.720 --> 00:07:02.440]   And so Father, we pray for anointing in Tim.
[00:07:02.440 --> 00:07:06.960]   May the word that you have given him, may the sermon, the wisdom that you have given
[00:07:06.960 --> 00:07:15.120]   him through his life and through his word is going to bless and change and help us to
[00:07:15.120 --> 00:07:16.600]   focus on you.
[00:07:16.600 --> 00:07:22.400]   And so we thank you God for your anointing in Tim and may we open up our hearts and ears
[00:07:22.400 --> 00:07:24.840]   to listen to what you have got to say to us.
[00:07:24.840 --> 00:07:27.280]   And in Jesus name we pray, Amen.
[00:07:27.280 --> 00:07:28.280]   Thank you June.
[00:07:28.280 --> 00:07:31.160]   Well it's great to be back.
[00:07:31.160 --> 00:07:36.120]   It's been a month since I've stood here, so it's good to be back.
[00:07:36.120 --> 00:07:43.400]   When I was in my early twenties, I started a practice of journaling.
[00:07:43.400 --> 00:07:47.320]   So I'm just curious, does anyone here else journal or am I the only one?
[00:07:47.320 --> 00:07:48.880]   Okay, we have some people.
[00:07:48.880 --> 00:07:50.960]   Good, so a few.
[00:07:50.960 --> 00:07:56.240]   And as I was home this summer in Germany, I saw some of those old journals and I was
[00:07:56.240 --> 00:07:57.240]   like, "Ooh, this is interesting.
[00:07:57.240 --> 00:07:58.240]   I want to read."
[00:07:58.240 --> 00:08:04.600]   And especially about those periods of time where a lot of important things happened.
[00:08:04.600 --> 00:08:07.720]   So I was like opening my journal, I was reading.
[00:08:07.720 --> 00:08:16.040]   Some of it is written like okay, but the thing that really struck me and that really stood
[00:08:16.040 --> 00:08:24.840]   out was just my expression of worship to God as I was reading.
[00:08:24.840 --> 00:08:33.240]   There was this deep desire and longing to praise God, to give him glory and to honor
[00:08:33.240 --> 00:08:35.120]   him.
[00:08:35.120 --> 00:08:41.400]   And so that made me think about different seasons of worshiping, of praising God in
[00:08:41.400 --> 00:08:43.720]   our lives, in my own life.
[00:08:43.720 --> 00:08:52.560]   So I've had seasons where praise flows easily, maybe life is going good, I have a lot of
[00:08:52.560 --> 00:08:56.640]   support around me and everything, and I'm praising God.
[00:08:56.640 --> 00:09:00.400]   My faith is vibrant and it's awesome and it's amazing.
[00:09:00.400 --> 00:09:06.440]   But then there's also other times where maybe praising God through our songs, but also through
[00:09:06.440 --> 00:09:10.220]   our lives is a lot harder, where it's not easy.
[00:09:10.220 --> 00:09:11.440]   This can be for many reasons.
[00:09:11.440 --> 00:09:16.060]   It can be maybe we get busy with stuff in our lives, maybe there's other things that
[00:09:16.060 --> 00:09:23.720]   take on importance that we focus on, and so Jesus moves to the side, to the periphery.
[00:09:23.720 --> 00:09:29.520]   Maybe we're going through something difficult, like where it's just hard for us to have joy
[00:09:29.520 --> 00:09:36.880]   and we're just overwhelmed, and so it's just hard to worship and to praise God and to seek
[00:09:36.880 --> 00:09:40.120]   to honor him and to give him glory.
[00:09:40.120 --> 00:09:48.520]   And so I was wondering for you, what season are you in right now?
[00:09:48.520 --> 00:09:51.120]   What is your worship season right now?
[00:09:51.120 --> 00:09:57.260]   Is it one where you're praising God, where Jesus is at the center, and where all of life
[00:09:57.260 --> 00:10:03.520]   and all that you do, you want to serve God, you want to love God?
[00:10:03.520 --> 00:10:10.280]   Or has Jesus moved to the periphery, and for whatever reason, other things have taken over
[00:10:10.280 --> 00:10:16.760]   and have occupied your heart, your mind, your imagination, your time, your energy?
[00:10:16.760 --> 00:10:17.760]   Where are you?
[00:10:17.760 --> 00:10:24.080]   So I want to explore with you through this message a question, that is how is God inviting
[00:10:24.080 --> 00:10:32.360]   you to renew, strengthen, and deepen your personal worship of God?
[00:10:32.360 --> 00:10:34.400]   How is he inviting you?
[00:10:34.400 --> 00:10:41.360]   And so I hope that today through the message, you hear God, you hear from God, and he meets
[00:10:41.360 --> 00:10:42.360]   you.
[00:10:42.360 --> 00:10:47.480]   Today, we're continuing in our sermon series, "Bringing Glory."
[00:10:47.480 --> 00:10:49.760]   Now we started that last week.
[00:10:49.760 --> 00:10:56.720]   Pastor Chapman kicked off the series, and part of the reason why as a church, why we
[00:10:56.720 --> 00:11:00.960]   came up with this four-week sermon series, we're already almost halfway through after
[00:11:00.960 --> 00:11:09.920]   today, was because there was a sense that God wants to take us deeper in our worship,
[00:11:09.920 --> 00:11:13.520]   in our adoration, in our praise of him.
[00:11:13.520 --> 00:11:19.000]   That he wants to do something new among us, something fresh.
[00:11:19.000 --> 00:11:23.720]   And my personal sense was even that this is not just for the sermon series, but actually
[00:11:23.720 --> 00:11:26.120]   for the remainder of the year.
[00:11:26.120 --> 00:11:29.120]   God just wants to do something new there.
[00:11:29.120 --> 00:11:30.320]   So I'm excited about that.
[00:11:30.320 --> 00:11:35.440]   I don't know how that will express itself or what that will look like, but I'm excited
[00:11:35.440 --> 00:11:39.320]   about what God wants to do, and so looking forward to that.
[00:11:39.320 --> 00:11:43.240]   Now since we talk a lot about worship, I also thought maybe it's good to give a definition
[00:11:43.240 --> 00:11:45.480]   of what worship is.
[00:11:45.480 --> 00:11:49.000]   I was struggling with that a little bit because there's so many definitions, and some are
[00:11:49.000 --> 00:11:53.720]   like super long, so I decided to just choose a very simple one, so here it is.
[00:11:53.720 --> 00:11:59.680]   It's from John Pipe, he says, "True worship is valuing or treasuring of God above all
[00:11:59.680 --> 00:12:02.400]   things."
[00:12:02.400 --> 00:12:08.400]   True worship is valuing or treasuring of God above all things.
[00:12:08.400 --> 00:12:15.680]   So that means that all of our lives, this worship of God is expressed that we treasure
[00:12:15.680 --> 00:12:21.000]   Him, that we value Him, that we care about who He is and what He desires from us, that
[00:12:21.000 --> 00:12:24.480]   we seek to bring Him praise and glory.
[00:12:24.480 --> 00:12:31.320]   And that's in all spheres of life, what we do when we work, how we act in our families,
[00:12:31.320 --> 00:12:37.240]   but yes also how we sing, how we care for the city, all of those parts.
[00:12:37.240 --> 00:12:45.000]   And you can see what you're worshiping by seeing what captures the imagination, what
[00:12:45.000 --> 00:12:48.760]   are you spending time on, what are you spending money on, what are you spending most of your
[00:12:48.760 --> 00:12:50.920]   efforts on.
[00:12:50.920 --> 00:12:53.840]   And is God part of that?
[00:12:53.840 --> 00:12:59.120]   And so true worship is valuing or treasuring of God above all things.
[00:12:59.120 --> 00:13:03.840]   So this is where God wants to lead us deeper into.
[00:13:03.840 --> 00:13:07.720]   Now one of the main places that we learn about worship is the book of Psalms.
[00:13:07.720 --> 00:13:09.680]   Now I love the book of Psalms.
[00:13:09.680 --> 00:13:13.280]   It's the worship and praise book of the Bible.
[00:13:13.280 --> 00:13:21.440]   And it has all sorts of different songs and poems in it for different seasons of the soul.
[00:13:21.440 --> 00:13:28.600]   So some, in January we looked at lament, actually shows that complaining is part of our spirituality.
[00:13:28.600 --> 00:13:37.400]   We can complain to God and that that is actually an act of faith and that is an act of worship.
[00:13:37.400 --> 00:13:39.520]   But today we're looking at a different type of Psalm.
[00:13:39.520 --> 00:13:45.160]   We're going to be in Psalm 96 and I just want to set the context before I'll read it to
[00:13:45.160 --> 00:13:46.440]   you.
[00:13:46.440 --> 00:13:53.520]   So Psalm 96, the context is Israel has just returned from exile.
[00:13:53.520 --> 00:14:00.360]   So they were in Babylon for 70 years and they just got back and it was this incredible saving
[00:14:00.360 --> 00:14:03.360]   work of God that he did.
[00:14:03.360 --> 00:14:04.560]   And so people were excited.
[00:14:04.560 --> 00:14:09.760]   It was amazing and God was very real for people at that time.
[00:14:09.760 --> 00:14:15.080]   So let's, let me take you to Psalm 96 and starting in verse one it says this, "Sing
[00:14:15.080 --> 00:14:17.800]   to the Lord a new song.
[00:14:17.800 --> 00:14:20.360]   Sing to the Lord all the earth.
[00:14:20.360 --> 00:14:21.360]   Sing to the Lord.
[00:14:21.360 --> 00:14:23.960]   Praise his name.
[00:14:23.960 --> 00:14:28.040]   Proclaim his salvation day after day.
[00:14:28.040 --> 00:14:31.560]   Declare his glory among the nations.
[00:14:31.560 --> 00:14:34.960]   His marvelous deeds among all peoples.
[00:14:34.960 --> 00:14:39.520]   For great is the Lord and most worthy of praise.
[00:14:39.520 --> 00:14:43.440]   He is to be feared above all gods.
[00:14:43.440 --> 00:14:50.440]   For all the gods of the nations are idols but the Lord made the heavens.
[00:14:50.440 --> 00:14:53.280]   Splendor and majesty are before him.
[00:14:53.280 --> 00:14:57.000]   Strength and glory are in the sanctuary.
[00:14:57.000 --> 00:15:00.640]   Ascribe to the Lord all you families of nations.
[00:15:00.640 --> 00:15:03.560]   Ascribe to the Lord glory and strength.
[00:15:03.560 --> 00:15:07.160]   Ascribe to the Lord glory due to his name.
[00:15:07.160 --> 00:15:08.480]   Bring an offering.
[00:15:08.480 --> 00:15:10.480]   Come into his courts.
[00:15:10.480 --> 00:15:15.480]   Worship the Lord in the splendor of his holiness.
[00:15:15.480 --> 00:15:18.060]   Tremble before him all the earth.
[00:15:18.060 --> 00:15:19.680]   Stay among the nations.
[00:15:19.680 --> 00:15:22.160]   The Lord reigns.
[00:15:22.160 --> 00:15:24.120]   The world is firmly established.
[00:15:24.120 --> 00:15:25.760]   It cannot be moved.
[00:15:25.760 --> 00:15:29.120]   He will judge the peoples with equity.
[00:15:29.120 --> 00:15:31.080]   Let the heavens rejoice.
[00:15:31.080 --> 00:15:32.720]   Let the earth be glad.
[00:15:32.720 --> 00:15:36.760]   Let the sea resound and all that is in it.
[00:15:36.760 --> 00:15:40.260]   Let the fields be jubilant and everything in them.
[00:15:40.260 --> 00:15:45.320]   Let all the trees of the forest sing for joy.
[00:15:45.320 --> 00:15:49.280]   Let all creation rejoice before the Lord for he comes.
[00:15:49.280 --> 00:15:51.040]   He comes to judge the earth.
[00:15:51.040 --> 00:15:58.080]   He will judge the world in righteousness and the people in his faithfulness.
[00:15:58.080 --> 00:16:06.280]   So let's see how God might be inviting you through his psalm to renew, to strengthen,
[00:16:06.280 --> 00:16:10.880]   to deepen your worship of him.
[00:16:10.880 --> 00:16:14.080]   Now I want to break down a little bit how the psalm works.
[00:16:14.080 --> 00:16:17.520]   So in the psalm there's three movements of the same thing.
[00:16:17.520 --> 00:16:22.160]   There's a call to worship and then there's a reason for why we worship God, a call to
[00:16:22.160 --> 00:16:25.640]   worship, a reason for why we worship God, and a call to worship and a reason for why
[00:16:25.640 --> 00:16:27.780]   we worship God.
[00:16:27.780 --> 00:16:33.040]   And so the first call is to sing and then we're told because God is great.
[00:16:33.040 --> 00:16:41.120]   Then there is the call to scribe to the Lord and then the reason is because he reigns.
[00:16:41.120 --> 00:16:42.120]   He governs all.
[00:16:42.120 --> 00:16:43.680]   We sang earlier he is above all.
[00:16:43.680 --> 00:16:49.960]   I can remember all position, powers, dominions, whatever.
[00:16:49.960 --> 00:16:52.480]   Thank you June.
[00:16:52.480 --> 00:16:58.080]   And then the final movement is like there's this call to rejoice to all creation and then
[00:16:58.080 --> 00:17:04.400]   it says the reason for why we worship him is because he comes, he comes, that God comes
[00:17:04.400 --> 00:17:08.340]   to his people, he meets his people and to restore justice.
[00:17:08.340 --> 00:17:11.880]   So that's the movement of the psalm and it gets more intense as you go.
[00:17:11.880 --> 00:17:13.680]   It's intensifying.
[00:17:13.680 --> 00:17:20.040]   Now I want us to start off by looking at the first reason for why we worship God.
[00:17:20.040 --> 00:17:25.480]   And so that we find in verse four and says this, "For great is the Lord and most worthy
[00:17:25.480 --> 00:17:27.760]   of praise."
[00:17:27.760 --> 00:17:31.600]   So we praise God because he is great.
[00:17:31.600 --> 00:17:33.880]   Now our praise is not empty.
[00:17:33.880 --> 00:17:34.880]   It's not shallow.
[00:17:34.880 --> 00:17:35.880]   It has substance.
[00:17:35.880 --> 00:17:38.200]   It has a reason.
[00:17:38.200 --> 00:17:39.380]   It's based on experience.
[00:17:39.380 --> 00:17:41.040]   It's based on truth.
[00:17:41.040 --> 00:17:48.120]   So in Israel's case right now, what just had happened was absolutely incredible.
[00:17:48.120 --> 00:17:57.160]   They were for 70 years in exile, 70 years living in captivity and God freed them, brought
[00:17:57.160 --> 00:18:01.880]   them back to their homeland after 70 years.
[00:18:01.880 --> 00:18:05.720]   So that they could settle there again, rebuild Jerusalem, rebuild the temple.
[00:18:05.720 --> 00:18:09.200]   I mean, this was an amazing act of power.
[00:18:09.200 --> 00:18:12.520]   But it was not just God's power.
[00:18:12.520 --> 00:18:18.040]   It was also God prophesied, his prophets prophesied that he will do that in 70 years.
[00:18:18.040 --> 00:18:21.160]   So God is faithful to his word.
[00:18:21.160 --> 00:18:24.040]   So God is great because he's faithful.
[00:18:24.040 --> 00:18:28.080]   God does what he says.
[00:18:28.080 --> 00:18:31.440]   But not only that, there's more.
[00:18:31.440 --> 00:18:34.180]   God also showed mercy.
[00:18:34.180 --> 00:18:38.960]   Because the reason why Israel was in exile was because he had sinned over and over and
[00:18:38.960 --> 00:18:40.600]   over again.
[00:18:40.600 --> 00:18:46.040]   But now God was showing his grace and mercy and was bringing them back.
[00:18:46.040 --> 00:18:53.880]   And so Israel, the community of faith, God's people worship God because he is great.
[00:18:53.880 --> 00:18:55.800]   So it's rooted in what God has done.
[00:18:55.800 --> 00:19:01.300]   It's not just something that somebody says about someone.
[00:19:01.300 --> 00:19:04.840]   It's because of who he is.
[00:19:04.840 --> 00:19:08.120]   So God is most worthy of praise.
[00:19:08.120 --> 00:19:18.320]   Now what's interesting is our worship, worship is always revelation and then response.
[00:19:18.320 --> 00:19:24.820]   So what that means is we worship God because God in some way, in some form has himself
[00:19:24.820 --> 00:19:26.400]   made known to us.
[00:19:26.400 --> 00:19:28.480]   He has revealed himself to us.
[00:19:28.480 --> 00:19:32.860]   So in Israel's case it was this amazing redemption of bringing them back.
[00:19:32.860 --> 00:19:36.980]   For us, maybe it's what Jesus has done when we experience him coming into our lives and
[00:19:36.980 --> 00:19:41.200]   giving us peace and maybe doing some healing work in us.
[00:19:41.200 --> 00:19:46.680]   And so because of that, we cannot help because God has made himself known.
[00:19:46.680 --> 00:19:48.240]   He has revealed himself.
[00:19:48.240 --> 00:19:50.680]   We cannot help but to praise him.
[00:19:50.680 --> 00:19:56.320]   That's the only response that makes sense.
[00:19:56.320 --> 00:20:01.640]   But to move into praise, there always needs to be revelation of God showing his love,
[00:20:01.640 --> 00:20:06.800]   his care, his mercy, his power to his people in their lives.
[00:20:06.800 --> 00:20:10.280]   And then because of that, we fall on our knees and we say, we worship you, Lord.
[00:20:10.280 --> 00:20:11.280]   We love you.
[00:20:11.280 --> 00:20:12.520]   We praise you.
[00:20:12.520 --> 00:20:18.520]   We adore you because of God working in this way.
[00:20:18.520 --> 00:20:25.540]   Now when I was studying to be a pastor, I was going through a difficult season.
[00:20:25.540 --> 00:20:28.240]   I just lost joy in my life.
[00:20:28.240 --> 00:20:31.680]   I don't know if any of you can relate to that where joy suddenly just seems to have left
[00:20:31.680 --> 00:20:32.680]   the building.
[00:20:32.680 --> 00:20:38.200]   It's not Elvis, it was joy who left.
[00:20:38.200 --> 00:20:42.300]   And I was just really struggling.
[00:20:42.300 --> 00:20:46.160]   And one thing, looking back on that time, I wasn't praising God much.
[00:20:46.160 --> 00:20:48.440]   My praise was very little.
[00:20:48.440 --> 00:20:51.960]   Here I'm studying to be a pastor, my praise was very little.
[00:20:51.960 --> 00:20:57.760]   And I had an assignment in one of the classes which was to write down my spiritual journey,
[00:20:57.760 --> 00:21:02.240]   all the ways that God worked, all these turning points and difficulties, and just kind of
[00:21:02.240 --> 00:21:03.240]   map that out.
[00:21:03.240 --> 00:21:10.760]   So as I was doing that, I just started being overwhelmed by the mercy, by the goodness,
[00:21:10.760 --> 00:21:14.920]   by the faithfulness of God as I was looking at my life.
[00:21:14.920 --> 00:21:20.520]   I was remembering how Jesus freed me from spiritual oppression, where I had anxiety,
[00:21:20.520 --> 00:21:22.320]   I had fear, I had no peace.
[00:21:22.320 --> 00:21:24.200]   And Jesus gave me peace.
[00:21:24.200 --> 00:21:27.960]   I could finally rest.
[00:21:27.960 --> 00:21:34.200]   Then God in his sovereignty brought me from Germany where I was struggling.
[00:21:34.200 --> 00:21:37.280]   I was not a good student in Germany, I struggled with the school system.
[00:21:37.280 --> 00:21:41.940]   It's a little bit like Hong Kong, or at least used to be, where there's not much encouragement
[00:21:41.940 --> 00:21:46.280]   from teachers about your schooling and things.
[00:21:46.280 --> 00:21:48.560]   And so I just was not doing that well.
[00:21:48.560 --> 00:21:52.680]   But then because of basketball I went to the US, but later on looking back I saw that God
[00:21:52.680 --> 00:22:00.160]   brought me there, because there I met people my age who loved Jesus, who desired to serve
[00:22:00.160 --> 00:22:01.160]   him and follow him.
[00:22:01.160 --> 00:22:03.320]   I didn't have friends like that in Germany.
[00:22:03.320 --> 00:22:06.000]   So suddenly I was in this different, God brought me in this different context.
[00:22:06.000 --> 00:22:09.560]   I was doing good works in my life.
[00:22:09.560 --> 00:22:13.600]   Then God called me in just the right timing out of a job in finance.
[00:22:13.600 --> 00:22:17.800]   I was just about to invest a lot of money for somebody I knew.
[00:22:17.800 --> 00:22:22.400]   And if that would have gone through, I would have been stuck with it.
[00:22:22.400 --> 00:22:26.560]   God called me out into a different career path.
[00:22:26.560 --> 00:22:33.200]   And then I had this incredible experience of serving with YWAM, actually we have some
[00:22:33.200 --> 00:22:37.760]   YWAM people here, and God confirmed this call in my life.
[00:22:37.760 --> 00:22:42.120]   And then I felt like, well I probably should go to seminary or something and study so I'm
[00:22:42.120 --> 00:22:48.680]   qualified to somehow serve God as being a pastor, a missionary, or something.
[00:22:48.680 --> 00:22:51.880]   But I didn't have any money.
[00:22:51.880 --> 00:22:55.360]   And then I remember that God provided for me.
[00:22:55.360 --> 00:22:58.300]   I got a full scholarship to seminary.
[00:22:58.300 --> 00:23:02.160]   Now if you have ever dealt with seminary, that usually doesn't happen.
[00:23:02.160 --> 00:23:07.040]   Not only that, God provided for me work as a chaplain at the university for two years.
[00:23:07.040 --> 00:23:12.040]   So my housing was paid, my food was paid, my internet was paid, my electricity bill,
[00:23:12.040 --> 00:23:14.400]   everything was paid and I got a stipend on top of it.
[00:23:14.400 --> 00:23:15.400]   Wow!
[00:23:15.400 --> 00:23:19.680]   So I was sitting there in my room and recounting what God did.
[00:23:19.680 --> 00:23:21.880]   Tears started filling my eyes.
[00:23:21.880 --> 00:23:25.880]   And I said, "Lord, you are so good.
[00:23:25.880 --> 00:23:27.840]   You are so faithful."
[00:23:27.840 --> 00:23:29.760]   And I started worshipping him.
[00:23:29.760 --> 00:23:34.000]   Because he showed me, he revealed to me his goodness again.
[00:23:34.000 --> 00:23:38.720]   And God doesn't just work in the past, but he always does fresh and new things in our
[00:23:38.720 --> 00:23:39.720]   lives.
[00:23:39.720 --> 00:23:41.840]   And there is always new reasons to praise God.
[00:23:41.840 --> 00:23:45.040]   But we'll get to that in a little bit.
[00:23:45.040 --> 00:23:48.880]   So if you have the desire to renew and strengthen your worship, one of the things you can do
[00:23:48.880 --> 00:23:50.280]   is actually look back on your life.
[00:23:50.280 --> 00:23:51.400]   You know, what has God done?
[00:23:51.400 --> 00:23:58.000]   And take time, maybe map out your spiritual journey and just allow God to speak.
[00:23:58.000 --> 00:24:00.520]   You ask God to reveal himself to you.
[00:24:00.520 --> 00:24:03.440]   Like in a prayer, "God, reveal yourself to me.
[00:24:03.440 --> 00:24:05.000]   Show me how you work.
[00:24:05.000 --> 00:24:06.480]   I'm not seeing you right now.
[00:24:06.480 --> 00:24:08.400]   I'm not feeling you right now.
[00:24:08.400 --> 00:24:11.400]   You know, show, reveal yourself to me."
[00:24:11.400 --> 00:24:17.480]   And then as God does that, you know, he moves us to worshipping and praising him.
[00:24:17.480 --> 00:24:18.680]   Because we can see his goodness.
[00:24:18.680 --> 00:24:20.720]   We can see who he is.
[00:24:20.720 --> 00:24:23.160]   That's incredible.
[00:24:23.160 --> 00:24:27.360]   Now let's go to the part where there's a call.
[00:24:27.360 --> 00:24:30.680]   So I said there's a call to worship and then there's a reason.
[00:24:30.680 --> 00:24:35.920]   So let's go back to verse 1 through 3, where it says, "Sing to the Lord."
[00:24:35.920 --> 00:24:40.000]   It says that three times, "Sing to the Lord, sing to the Lord, sing to the Lord."
[00:24:40.000 --> 00:24:41.000]   Three times.
