
[00:00:00.000 --> 00:00:02.040]   in Jesus name, amen.
[00:04:00.060 --> 00:04:02.780]   This picture up here.
[00:04:02.780 --> 00:04:08.620]   (speaking in foreign language)
[00:04:08.620 --> 00:04:09.780]   Very, very, I like it, good.
[00:04:09.780 --> 00:04:12.260]   (audience laughing)
[00:04:12.260 --> 00:04:14.820]   It tells a million stories.
[00:04:14.820 --> 00:04:18.580]   Although everybody, everybody calls me Pastor John.
[00:04:18.580 --> 00:04:25.420]   I prefer saying I am John, who happens to be a pastor.
[00:04:25.420 --> 00:04:31.820]   I came to Hong Kong in 1987 as a businessman.
[00:04:31.820 --> 00:04:35.240]   I loved my job.
[00:04:35.240 --> 00:04:40.240]   I was general manager for the Hong Kong operation of AXA,
[00:04:40.340 --> 00:04:42.740]   one of the world's largest insurance companies.
[00:04:42.740 --> 00:04:48.180]   I was a businessman longer than I've been a pastor.
[00:04:48.180 --> 00:04:55.340]   33 years, three months, and three days to be precise.
[00:04:55.340 --> 00:04:58.100]   Well, I'm not sure about that,
[00:04:58.100 --> 00:05:00.900]   but you know what three means in Cantonese, so it's good.
[00:05:00.900 --> 00:05:04.540]   And I'm often asked the question,
[00:05:05.500 --> 00:05:10.500]   how long, how long have you been in full-time ministry?
[00:05:10.500 --> 00:05:17.180]   And my answer, I have always,
[00:05:17.180 --> 00:05:22.500]   I have always been in full-time ministry.
[00:05:22.500 --> 00:05:25.700]   The truth, the reality is this.
[00:05:25.700 --> 00:05:30.260]   I reach more people for Christ in the insurance industry
[00:05:30.260 --> 00:05:31.660]   than I do as a pastor.
[00:05:32.900 --> 00:05:37.020]   I spend far too much of my time now as a pastor
[00:05:37.020 --> 00:05:38.860]   with Christians like you.
[00:05:38.860 --> 00:05:46.780]   And I want to start off today by destroying the sort of myth
[00:05:46.780 --> 00:05:49.980]   that had me one day working for the dollar
[00:05:49.980 --> 00:05:53.900]   and the next day with a permanent halo on my head, right?
[00:05:53.900 --> 00:06:00.980]   Church history has conveniently been ready
[00:06:02.300 --> 00:06:05.980]   to put things into two boxes.
[00:06:05.980 --> 00:06:12.100]   Here we've had the sacred box, the Sunday morning stuff.
[00:06:12.100 --> 00:06:17.660]   And here we've had the secular box, the Monday to Friday.
[00:06:17.660 --> 00:06:21.660]   Church was a building you went to.
[00:06:21.660 --> 00:06:25.900]   Services were the things you did there.
[00:06:25.900 --> 00:06:30.420]   And clergy were the people who delivered them.
[00:06:31.860 --> 00:06:35.100]   And can I sometimes say, at times very boring.
[00:06:35.100 --> 00:06:39.500]   This has not been my experience.
[00:06:39.500 --> 00:06:45.180]   In the early eighties, I was a reasonably successful
[00:06:45.180 --> 00:06:49.300]   sales manager of a UK insurance company.
[00:06:49.300 --> 00:06:54.300]   When in my late twenties, I realized that I'd got
[00:06:54.300 --> 00:06:58.980]   practically everything the world could throw at me
[00:06:58.980 --> 00:07:03.980]   in a material sense, yet had a gaping chasm in my heart.
[00:07:03.980 --> 00:07:11.740]   A Christ-shaped hole, to be precise.
[00:07:11.740 --> 00:07:14.660]   I first saw this in other people
[00:07:14.660 --> 00:07:19.780]   who had clearly found something I didn't have.
[00:07:19.780 --> 00:07:23.460]   I clearly found something I was looking for.
[00:07:23.460 --> 00:07:26.220]   And so I recommitted my life.
[00:07:27.780 --> 00:07:31.700]   The workplace became my mission field from day one.
[00:07:31.700 --> 00:07:36.180]   As everyone was curious what had happened to me.
[00:07:36.180 --> 00:07:39.780]   Although I was the company's leading sales manager,
[00:07:39.780 --> 00:07:44.780]   my lifestyle had been decidedly self-absorbed.
[00:07:44.780 --> 00:07:48.940]   And to be honest, I was foul-mouthed,
[00:07:48.940 --> 00:07:52.900]   I was driven, and I was a workaholic.
[00:07:52.900 --> 00:07:56.620]   But now I had a new boss.
[00:07:57.660 --> 00:08:01.780]   And I was willing to follow him to the ends of the earth.
[00:08:01.780 --> 00:08:03.980]   Literally.
[00:08:03.980 --> 00:08:10.780]   In 1987, I was asked to consider to take my family
[00:08:10.780 --> 00:08:12.780]   as a picture coming up.
[00:08:12.780 --> 00:08:15.620]   My wife, Sandra, my two sons, Paul and Matt,
[00:08:15.620 --> 00:08:19.700]   and even my old English sheepdog, Bella,
[00:08:19.700 --> 00:08:23.420]   to Hong Kong for three years, three years.
[00:08:23.420 --> 00:08:24.500]   If anyone tells you three years,
[00:08:24.500 --> 00:08:25.740]   they're not telling the truth.
[00:08:25.740 --> 00:08:27.060]   For three years.
[00:08:27.060 --> 00:08:30.860]   To start an investment services company
[00:08:30.860 --> 00:08:33.100]   for National Mutual, my parent company.
[00:08:33.100 --> 00:08:39.260]   On our only previous visit to Hong Kong, 1981,
[00:08:39.260 --> 00:08:42.780]   my wife, Sandra, took one look down Nathan Road
[00:08:42.780 --> 00:08:46.940]   and declared, "You won't get me living here
[00:08:46.940 --> 00:08:49.020]   "in a million years."
[00:08:49.020 --> 00:08:50.940]   Moral, never say never.
[00:08:52.860 --> 00:08:57.380]   My arrival was coincident with the famous
[00:08:57.380 --> 00:09:01.260]   stock market crash of 1987, called Black Monday.
[00:09:01.260 --> 00:09:05.820]   And I end up with the toughest period
[00:09:05.820 --> 00:09:07.700]   of my business life.
[00:09:07.700 --> 00:09:08.940]   Humbling.
[00:09:08.940 --> 00:09:10.700]   I wish I could tell you the whole story,
[00:09:10.700 --> 00:09:14.020]   but suffice to say, in that time,
[00:09:14.020 --> 00:09:17.020]   God gave me a deep love for Hong Kong
[00:09:17.020 --> 00:09:19.060]   and a vision for his church,
[00:09:19.060 --> 00:09:20.980]   and in particular for evangelism.
[00:09:22.140 --> 00:09:25.860]   And 38 years later, I'm still here.
[00:09:25.860 --> 00:09:31.860]   And I can give testimony to God's grace
[00:09:31.860 --> 00:09:34.660]   in that 38 years.
[00:09:34.660 --> 00:09:40.540]   My thinking on the subject of faith
[00:09:40.540 --> 00:09:43.340]   and the workplace has been heavily shaped
[00:09:43.340 --> 00:09:47.380]   by Edsel Vozo's book, "Anointed for Business,"
[00:09:47.380 --> 00:09:48.860]   which I can recommend to you.
[00:09:49.780 --> 00:09:52.900]   But before that, I'll let you into a little secret.
[00:09:52.900 --> 00:09:57.340]   I'd always secretly harbored a desire
[00:09:57.340 --> 00:09:59.340]   to be a pastor.
[00:09:59.340 --> 00:10:04.860]   Now this book and the group of insurance staff
[00:10:04.860 --> 00:10:06.740]   that I gathered around me to study it,
[00:10:06.740 --> 00:10:10.220]   we called ourselves FISH, F-I-S-H,
[00:10:10.220 --> 00:10:13.140]   Fellowship of Insurance Staff in Hong Kong.
[00:10:16.540 --> 00:10:20.980]   They told me that I already was a pastor,
[00:10:20.980 --> 00:10:24.820]   that all work was worship,
[00:10:24.820 --> 00:10:27.980]   and every Christian is a minister.
[00:10:27.980 --> 00:10:32.260]   I was a marketplace pastor.
[00:10:32.260 --> 00:10:35.860]   I learned through this book and through this time
[00:10:35.860 --> 00:10:39.740]   that every business is God's business.
[00:10:39.740 --> 00:10:45.860]   The notion that labor for profit and worship of God
[00:10:45.860 --> 00:10:48.420]   are now and have always been worlds apart
[00:10:48.420 --> 00:10:50.940]   is absolutely false.
[00:10:50.940 --> 00:10:52.700]   And I have to tell you today,
[00:10:52.700 --> 00:10:56.260]   there is no sacred secular divide.
[00:10:56.260 --> 00:11:00.620]   I mean, the early church founders,
[00:11:00.620 --> 00:11:02.500]   they were mainly community leaders
[00:11:02.500 --> 00:11:05.420]   and highly successful business people.
[00:11:05.420 --> 00:11:10.140]   Look at the gospels, Luke, medical doctor,
[00:11:10.140 --> 00:11:12.700]   Matthew, a retired tax collector,
[00:11:12.700 --> 00:11:14.580]   Mark, the manager of a family trust,
[00:11:14.580 --> 00:11:19.180]   and John, a food supplier, a fishy food supplier.
[00:11:19.180 --> 00:11:25.300]   In the book of Acts, Lydia was a dealer in purple cloth.
[00:11:25.300 --> 00:11:27.900]   Dorcas was a clothes designer.
[00:11:27.900 --> 00:11:30.660]   And yet in modern times,
[00:11:30.660 --> 00:11:34.300]   and often how things are spoken about in today's church,
[00:11:34.300 --> 00:11:38.260]   the perceived wall between commercial pursuit
[00:11:38.260 --> 00:11:41.740]   and service to God continues to be a barrier
[00:11:41.740 --> 00:11:44.180]   to advancing his kingdom.
[00:11:45.180 --> 00:11:47.260]   I love this quote from Ken Costa.
[00:11:47.260 --> 00:11:50.340]   He actually spoke here at the Vine a few years back.
[00:11:50.340 --> 00:11:53.980]   Ken Costa in his book, "God at Work," he said this,
[00:11:53.980 --> 00:11:55.540]   "God loves you."
[00:11:55.540 --> 00:11:56.700]   We know that, don't we?
[00:11:56.700 --> 00:12:01.260]   "God loves the work he has called you to."
[00:12:01.260 --> 00:12:04.740]   I wanna push this a bit further.
[00:12:04.740 --> 00:12:09.420]   Perhaps some of you in this room are doctors like Luke,
[00:12:09.420 --> 00:12:13.180]   managers of family businesses like Mark,
[00:12:13.180 --> 00:12:16.980]   merchants and retail owners like Lydia,
[00:12:16.980 --> 00:12:20.460]   or even tax collectors like Matthew.
[00:12:20.460 --> 00:12:22.460]   If that's you, we'll pray for you later.
[00:12:22.460 --> 00:12:30.060]   Each one of us is placed in a sphere of influence.
[00:12:30.060 --> 00:12:36.460]   And the question we should be asking ourselves is this,
[00:12:36.460 --> 00:12:40.540]   what does uncharted look like
[00:12:40.540 --> 00:12:43.820]   for where I spend the majority of my time?
[00:12:43.820 --> 00:12:48.940]   Where I'm in my workplace, where I am with my colleagues?
[00:12:48.940 --> 00:12:54.260]   And this is where I want to turn to in this message.
[00:12:54.260 --> 00:12:57.980]   I wanna give you three uncharted expectations
[00:12:57.980 --> 00:13:02.180]   for the workplace that I believe can really shift
[00:13:02.180 --> 00:13:06.260]   how we act, think, and live for the gospel in Hong Kong.
[00:13:06.260 --> 00:13:08.380]   And here's the first one.
[00:13:10.380 --> 00:13:11.780]   I don't have a job.
[00:13:11.780 --> 00:13:14.660]   I have a calling.
[00:13:14.660 --> 00:13:21.180]   I wanna help you realize that you are called.
[00:13:21.180 --> 00:13:25.660]   A simple illustration will help me.
[00:13:25.660 --> 00:13:30.380]   One day in 1671, Christopher Wren,
[00:13:30.380 --> 00:13:34.300]   the designer of St. Paul's Cathedral in London,
[00:13:34.300 --> 00:13:39.300]   observed three bricklayers on a scaffold.
[00:13:39.380 --> 00:13:44.100]   One was crouching, one was half standing,
[00:13:44.100 --> 00:13:47.700]   and one was standing tall, working hard and fast.
[00:13:47.700 --> 00:13:53.260]   To the first bricklayer, Christopher Wren asked a question,
[00:13:53.260 --> 00:13:54.740]   "What are you doing?"
[00:13:54.740 --> 00:13:59.540]   The bricklayer replied, "I'm a bricklayer.
[00:13:59.540 --> 00:14:05.420]   "I'm working hard laying bricks to feed my family."
[00:14:08.380 --> 00:14:10.500]   The second bricklayer responded,
[00:14:10.500 --> 00:14:13.740]   "I'm a builder.
[00:14:13.740 --> 00:14:16.220]   "I'm building a wall."
[00:14:16.220 --> 00:14:21.700]   But the third bricklayer, the most productive of the three,
[00:14:21.700 --> 00:14:23.580]   and the future leader of the group,
[00:14:23.580 --> 00:14:25.700]   when asked the question, "What are you doing?"
[00:14:25.700 --> 00:14:27.780]   Had a little gleam in his eye.
[00:14:27.780 --> 00:14:31.100]   He said this, "I'm a cathedral builder.
[00:14:31.100 --> 00:14:35.780]   "I'm building a great cathedral for the Almighty."
[00:14:37.940 --> 00:14:41.380]   Friends, I'm passionate for you to see today
[00:14:41.380 --> 00:14:44.020]   that your work is not,
[00:14:44.020 --> 00:14:47.260]   just like the man who described himself, a bricklayer.
[00:14:47.260 --> 00:14:50.860]   Your work is not about a paycheck at the end of the month,
[00:14:50.860 --> 00:14:53.740]   useful as that is in an expensive place like Hong Kong.
[00:14:53.740 --> 00:14:56.540]   You're not even like the builder
[00:14:56.540 --> 00:15:00.340]   as a means to build a successful career,
[00:15:00.340 --> 00:15:02.620]   important as that is as well.
[00:15:02.620 --> 00:15:05.700]   But you are a cathedral builder.
[00:15:05.700 --> 00:15:07.540]   You are a kingdom builder.
[00:15:08.540 --> 00:15:12.580]   The fact is over 90% of people in Hong Kong
[00:15:12.580 --> 00:15:18.060]   have yet to counter this saving power of Jesus Christ, 90% plus.
[00:15:18.060 --> 00:15:21.140]   And where do we find these people?
[00:15:21.140 --> 00:15:23.260]   I'll tell you where.
[00:15:23.260 --> 00:15:29.500]   In our offices, in our schools, in our other places of work,
[00:15:29.500 --> 00:15:34.060]   40, 50, 60, 70, or even more hours a week.
[00:15:37.180 --> 00:15:41.900]   Can you see that you're not just called to lay bricks
[00:15:41.900 --> 00:15:43.380]   or even build walls,
[00:15:43.380 --> 00:15:46.420]   but there is a higher calling.
[00:15:46.420 --> 00:15:51.420]   It's a calling not just for pastors or church workers,
[00:15:51.420 --> 00:15:54.940]   but for the very people who are spending
[00:15:54.940 --> 00:15:59.500]   most of those 40, 50, 60, 70 hours alongside them.
[00:15:59.500 --> 00:16:03.100]   You, you, and you.
[00:16:06.340 --> 00:16:09.740]   One of my favorite all-time Christian books
[00:16:09.740 --> 00:16:12.820]   is "The Call" written by Os Guinness,
[00:16:12.820 --> 00:16:15.860]   whom I've had the pleasure to meet on a number of occasions.
[00:16:15.860 --> 00:16:19.660]   He says this, "No idea short of God's call
[00:16:19.660 --> 00:16:24.100]   "can ground and fulfill the truest human desire
[00:16:24.100 --> 00:16:26.660]   "for purpose and fulfillment."
[00:16:26.660 --> 00:16:34.740]   But the Christian often mistakes the word call
[00:16:35.660 --> 00:16:38.820]   for being what we call full-time ministry.
[00:16:38.820 --> 00:16:41.180]   That is wrong.
[00:16:41.180 --> 00:16:44.940]   My friends, I need to tell you something.
[00:16:44.940 --> 00:16:48.740]   You are called.
[00:16:48.740 --> 00:16:52.300]   You are called.
[00:16:52.300 --> 00:16:56.660]   Whether you're a preacher or they call you a super apostle,
[00:16:56.660 --> 00:17:00.140]   whether you're a bank manager, a school teacher,
[00:17:00.140 --> 00:17:01.420]   or a full-time mom,
[00:17:01.420 --> 00:17:04.260]   whether you minister to drug addicts,
[00:17:04.260 --> 00:17:05.260]   or street sleepers,
[00:17:05.260 --> 00:17:07.460]   or you wash dishes in a cha-cha tank,
[00:17:07.460 --> 00:17:10.540]   you are called.
[00:17:10.540 --> 00:17:14.780]   I think this raises an important question.
[00:17:14.780 --> 00:17:18.540]   Does our calling change,
[00:17:18.540 --> 00:17:21.260]   or is our calling always constant?
[00:17:21.260 --> 00:17:25.700]   And in a way, the answer is yes,
[00:17:25.700 --> 00:17:27.740]   and in a way, the answer is no.
[00:17:27.740 --> 00:17:33.420]   Yes, in a sense that we might shift our day-to-day work
[00:17:33.420 --> 00:17:36.220]   within the calling we have,
[00:17:36.220 --> 00:17:38.740]   like me from the marketplace to the church.
[00:17:38.740 --> 00:17:44.220]   But no, in the sense that calling is always to be
[00:17:44.220 --> 00:17:46.820]   the bigger picture of the kingdom of God,
[00:17:46.820 --> 00:17:48.540]   regardless of what we do.
[00:17:48.540 --> 00:17:55.260]   And my job today is to encourage you
[00:17:55.260 --> 00:17:56.700]   to see that big picture.
[00:17:56.700 --> 00:17:59.980]   This is important.
[00:17:59.980 --> 00:18:03.020]   You might be wrestling with a nagging feeling
[00:18:03.020 --> 00:18:05.620]   that you have the wrong calling somehow,
[00:18:05.620 --> 00:18:10.380]   or think that God might have better callings
[00:18:10.380 --> 00:18:11.900]   over other callings.
[00:18:11.900 --> 00:18:16.740]   You might say, "John, I get it, I get it
[00:18:16.740 --> 00:18:17.900]   "that we all have a calling,
[00:18:17.900 --> 00:18:20.180]   "but look, as a lawyer,
[00:18:20.180 --> 00:18:23.820]   "surely I have a lesser calling
[00:18:23.820 --> 00:18:26.660]   "than you as a pastor in God's eyes."
[00:18:26.660 --> 00:18:30.340]   Now, to answer this,
[00:18:31.860 --> 00:18:35.900]   we're gonna look at the first church in Acts 2,
[00:18:35.900 --> 00:18:37.380]   post-Pentecost.
[00:18:37.380 --> 00:18:41.900]   And we read this in Acts 2, 47.
[00:18:41.900 --> 00:18:47.580]   And the Lord added to their number daily,
[00:18:47.580 --> 00:18:54.100]   daily, daily, those who are being saved.
[00:18:54.100 --> 00:18:57.500]   And where do we go daily?
[00:18:59.220 --> 00:19:02.940]   I guarantee it's not 22 Burroughs Street, Wanchai,
[00:19:02.940 --> 00:19:03.980]   unless you're Carla.
[00:19:03.980 --> 00:19:09.820]   One thing I've always been so grateful
[00:19:09.820 --> 00:19:13.260]   for us here at the Vine,
[00:19:13.260 --> 00:19:15.900]   over many years of God's grace to us,
[00:19:15.900 --> 00:19:19.060]   is that he has always said to us,
[00:19:19.060 --> 00:19:21.660]   "The church is not the four walls of the building."
[00:19:21.660 --> 00:19:25.620]   To quote Ed Silvosa again, I love this.
[00:19:25.620 --> 00:19:28.460]   "As long as we believe that the church was born
[00:19:28.460 --> 00:19:30.380]   "within four walls,
[00:19:30.380 --> 00:19:34.140]   "we will always need four walls to have a church."
[00:19:34.140 --> 00:19:42.100]   Jesus lived on earth 33 years.
[00:19:42.100 --> 00:19:44.340]   I'm not sure if it's 33 years,
[00:19:44.340 --> 00:19:45.940]   three months and three days, by the way,
[00:19:45.940 --> 00:19:47.860]   but he lived on earth 33 years.
[00:19:47.860 --> 00:19:54.180]   Only three of them were in what we call ministry.
[00:19:56.300 --> 00:19:58.060]   He was the carpenter's son.
[00:19:58.060 --> 00:20:02.140]   He was born in the marketplace.
[00:20:02.140 --> 00:20:04.380]   It was not difficult for Jesus' neighbors
[00:20:04.380 --> 00:20:07.020]   to see him as a businessman,
[00:20:07.020 --> 00:20:09.340]   as many as would have purchased his products.
[00:20:09.340 --> 00:20:15.220]   Most of Jesus' followers remain in full-time business.
[00:20:15.220 --> 00:20:18.060]   We get the expression, "Tent makers," don't we?
[00:20:18.060 --> 00:20:22.380]   This was possible because they saw the marketplace
[00:20:22.380 --> 00:20:26.020]   as their parish and their business as their pulpit.
[00:20:26.020 --> 00:20:30.260]   To them, witnessing was not an occasional activity,
[00:20:30.260 --> 00:20:31.380]   but a lifestyle.
[00:20:31.380 --> 00:20:37.500]   The book of Acts unfolds the story of believers
[00:20:37.500 --> 00:20:41.540]   who did more than tell people about Jesus in the marketplace.
[00:20:41.540 --> 00:20:46.540]   They also witnessed a steady stream of signs and wonders.
[00:20:46.540 --> 00:20:50.740]   Read the book of Acts again.
[00:20:52.220 --> 00:20:54.260]   What you see is 40,
[00:20:54.260 --> 00:20:58.220]   40 extraordinary manifestations of God power,
[00:20:58.220 --> 00:21:01.100]   and that's just the ones that are recorded in Acts.
[00:21:01.100 --> 00:21:05.900]   And out of those 40, only one happened in a religious venue.
[00:21:05.900 --> 00:21:08.420]   Read it again.
[00:21:08.420 --> 00:21:12.420]   The healing of the lame man at the gate of beautiful.
[00:21:12.420 --> 00:21:16.460]   Most of these spiritual wonders were facilitated
[00:21:16.460 --> 00:21:21.220]   by people such as Paul, Priscilla and Aquila,
[00:21:21.220 --> 00:21:23.740]   who as ministry and business partners
[00:21:23.740 --> 00:21:26.940]   are classic examples of marketplace Christians.
[00:21:26.940 --> 00:21:31.980]   Today, millions of men and women
[00:21:31.980 --> 00:21:36.100]   are similarly called to full-time ministry
[00:21:36.100 --> 00:21:39.860]   in business, education and government, the marketplace.
[00:21:39.860 --> 00:21:45.300]   Unfortunately, many of these marketplace Christians
[00:21:45.300 --> 00:21:48.740]   feel like second-class citizens
[00:21:48.740 --> 00:21:51.820]   when compared to the people who serve full-time
[00:21:51.820 --> 00:21:54.340]   in a church or a missionary context.
[00:21:54.340 --> 00:21:56.580]   This should not be the case.
[00:21:56.580 --> 00:22:00.060]   It is imperative that they realize
[00:22:00.060 --> 00:22:03.780]   not only is it okay to do a ministry in the marketplace,
[00:22:03.780 --> 00:22:06.700]   but God has explicitly called them
[00:22:06.700 --> 00:22:08.580]   and anointed them to do so.
[00:22:08.580 --> 00:22:13.060]   By anointed, I mean they have been chosen
[00:22:13.060 --> 00:22:15.500]   and empowered by the Holy Spirit
[00:22:15.500 --> 00:22:18.460]   for a divinely sanctioned arrangement.
[00:22:19.460 --> 00:22:23.100]   By ministry, I mean they can do more than just witness.
[00:22:23.100 --> 00:22:26.180]   They can bring transformation to their jobs
[00:22:26.180 --> 00:22:27.660]   and then to their cities.
[00:22:27.660 --> 00:22:29.500]   We've just prayed for it.
[00:22:29.500 --> 00:22:33.460]   We can bring transformation to Hong Kong
[00:22:33.460 --> 00:22:35.100]   as happened in the first century.
[00:22:35.100 --> 00:22:40.900]   Most marketplace Christians already know
[00:22:40.900 --> 00:22:43.580]   that their ministry and their occupation
[00:22:43.580 --> 00:22:45.260]   are somehow connected,
[00:22:46.260 --> 00:22:49.780]   but they do not comprehend exactly how.
[00:22:49.780 --> 00:22:53.300]   Watch this quote from a Christian author, Gene E.V.
[00:22:53.300 --> 00:22:56.460]   "The priesthood of all believers
[00:22:56.460 --> 00:22:59.620]   "did not make everybody into church workers."
[00:22:59.620 --> 00:23:01.100]   Amen.
[00:23:01.100 --> 00:23:05.460]   "Rather, it turned every kind of work,
[00:23:05.460 --> 00:23:09.580]   "every kind of work, into a sacred calling."
[00:23:09.580 --> 00:23:13.620]   Every kind of work into a sacred calling.
[00:23:14.740 --> 00:23:17.020]   My second uncharted expectation,
[00:23:17.020 --> 00:23:19.420]   you had to wait a long time for that one.
[00:23:19.420 --> 00:23:21.300]   Don't wait until you're ready.
[00:23:21.300 --> 00:23:25.980]   I wanna help you see the opportunity
[00:23:25.980 --> 00:23:30.060]   is right here, right now.
[00:23:30.060 --> 00:23:35.220]   I wanna read a verse from Mark 16, 15.
[00:23:35.220 --> 00:23:37.860]   He, that's Jesus, said to them,
[00:23:37.860 --> 00:23:39.220]   "Go into the whole world
[00:23:39.220 --> 00:23:42.460]   "and preach the gospel to all creation."
[00:23:42.460 --> 00:23:44.620]   Now I wanna give you some background here.
[00:23:44.620 --> 00:23:46.820]   Jesus had risen from the dead
[00:23:46.820 --> 00:23:49.140]   and he was about to go to the Father
[00:23:49.140 --> 00:23:51.660]   and he was giving his disciples instruction
[00:23:51.660 --> 00:23:54.980]   as to how the work of the gospel would continue.
[00:23:54.980 --> 00:24:00.380]   But what the church has done, has taken this verse,
[00:24:00.380 --> 00:24:03.140]   which describes the call to evangelism
[00:24:03.140 --> 00:24:05.380]   and made it seem like it only applies
[00:24:05.380 --> 00:24:08.940]   to those we discern have a gifting, have a calling,
[00:24:08.940 --> 00:24:11.580]   those who are deemed to be evangelists.
[00:24:13.420 --> 00:24:16.060]   I'm here today to tell you that Mark 16, 15
[00:24:16.060 --> 00:24:19.620]   is not a command just for evangelists, but to all believers.
[00:24:19.620 --> 00:24:24.500]   If you've been a Christian for many years
[00:24:24.500 --> 00:24:29.340]   or you've been a Christian for just a few weeks,
[00:24:29.340 --> 00:24:31.700]   the call is the same.
[00:24:31.700 --> 00:24:38.780]   Go, go, go.
[00:24:38.780 --> 00:24:43.100]   And don't wait until you think you're ready.
[00:24:43.100 --> 00:24:45.740]   Don't wait until you think you know enough scripture
[00:24:45.740 --> 00:24:47.620]   or experienced enough.
[00:24:47.620 --> 00:24:49.540]   The light is green.
[00:24:49.540 --> 00:24:55.580]   In simple terms, you go into the marketplace
[00:24:55.580 --> 00:24:57.140]   to share the good news.
[00:24:57.140 --> 00:25:01.620]   DT Niles simply says this,
[00:25:01.620 --> 00:25:07.620]   "Christianity is one beggar telling another beggar
[00:25:07.620 --> 00:25:10.380]   "where he found bread."
[00:25:12.220 --> 00:25:15.180]   I love that, yeah, screenshot it, it's good.
[00:25:15.180 --> 00:25:16.020]   Post and tag.
[00:25:16.020 --> 00:25:22.660]   "Christianity is one beggar telling another beggar
[00:25:22.660 --> 00:25:24.940]   "where he found bread."
