
[00:00:00.000 --> 00:00:04.400]  所以在年初二也在這裡跟大家說新年快樂
[00:02:30.400 --> 00:02:33.400]  我們渴望的關係是有血有肉
[00:02:33.400 --> 00:02:37.400]  彼此分享,互相承擔大家的生命
[00:02:37.400 --> 00:02:40.400]  容許大家有衝突,有不同的想法
[00:02:40.400 --> 00:02:41.400]  有不同的做法
[00:02:41.400 --> 00:02:43.400]  因為我們知道明天早上睡醒的時候
[00:02:43.400 --> 00:02:46.400]  大家可以和好,可以沒事
[00:02:46.400 --> 00:02:50.400]  家裡如是,教會也如是
[00:02:50.400 --> 00:02:52.400]  早上回來,大聲招呼
[00:02:52.400 --> 00:02:55.400]  坐在客廳裡,然後靜悄悄地離開
[00:02:55.400 --> 00:02:57.400]  是可以的
[00:02:57.400 --> 00:03:00.400]  但是沒有什麼機會去認識別人
[00:03:00.400 --> 00:03:02.400]  或者讓別人認識我
[00:03:02.400 --> 00:03:06.400]  可以很安全地成為教會裡的家人
[00:03:06.400 --> 00:03:09.400]  但我相信耶穌在十教上寫生
[00:03:09.400 --> 00:03:12.400]  為我們流血而得的新生命不是這些
[00:03:12.400 --> 00:03:14.400]  祂叫我們得到醫治
[00:03:14.400 --> 00:03:18.400]  讓我們的生命從罪中得到釋放
[00:03:18.400 --> 00:03:21.400]  不是只是為了表面上和諧地成為一家人
[00:03:21.400 --> 00:03:23.400]  而是祂這些衝破死亡
[00:03:23.400 --> 00:03:25.400]  帶來給我們生命轉化的力量
[00:03:25.400 --> 00:03:28.400]  能勝過罪的核制
[00:03:28.400 --> 00:03:32.400]  能夠在我們心靈裡,在關係上得到醫治
[00:03:32.400 --> 00:03:34.400]  所以我們今天的講題
[00:03:34.400 --> 00:03:38.400]  是講這位為我們軟弱破碎而死的主
[00:03:38.400 --> 00:03:41.400]  這位衝破死亡毒毆的主
[00:03:41.400 --> 00:03:44.400]  如何為我們的關係修復
[00:03:44.400 --> 00:03:47.400]  無論在我們家裡,在教會裡
[00:03:47.400 --> 00:03:52.400]  做一個坦誠的,有真實連結的一家人
[00:03:52.400 --> 00:03:55.400]  我們今天看的經文是來自於哥林多後書
[00:03:55.400 --> 00:03:58.400]  五章十四至十八節
[00:03:58.400 --> 00:04:01.400]  我們一起看看這幾節的經文
[00:04:01.400 --> 00:04:05.400]  原來,基督的愛激勵我們
[00:04:05.400 --> 00:04:09.400]  因為我們想,一人既替眾人死了
[00:04:09.400 --> 00:04:12.400]  並且他替眾人死
[00:04:12.400 --> 00:04:16.400]  是叫那些活著的人不再為自己活
[00:04:16.400 --> 00:04:20.400]  乃是為替他們死而復活的主而活
[00:04:20.400 --> 00:04:24.400]  所以我們從今以後不憑外貌認人了
[00:04:24.400 --> 00:04:27.400]  雖然憑著外貌認過基督
[00:04:27.400 --> 00:04:30.400]  如今卻不再這樣認他了
[00:04:30.400 --> 00:04:34.400]  若有人在基督裡,他就是新造的人
[00:04:34.400 --> 00:04:40.400]  他就是新造的人,舊事已過,都變成新的了
[00:04:40.400 --> 00:04:42.400]  今天一開始的時候,我跟大家說
[00:04:42.400 --> 00:04:44.400]  很想這裡成為一間家庭教會
[00:04:44.400 --> 00:04:47.400]  不只是服侍有家庭的人
[00:04:47.400 --> 00:04:49.400]  而是想讓我們每一個人都知道
[00:04:49.400 --> 00:04:52.400]  感受得到,你是屬於這裡的
[00:04:52.400 --> 00:04:56.400]  你在這裡是安全的,是被愛的
[00:04:56.400 --> 00:05:00.400]  這樣不是單靠我們幾位同工可以做到的事
[00:05:00.400 --> 00:05:04.400]  而大家也明白,關係是大家一起建立的
[00:05:04.400 --> 00:05:08.400]  但心底裡,你有沒有想過
[00:05:08.400 --> 00:05:10.400]  為什麼我要這樣做呢?
[00:05:10.400 --> 00:05:12.400]  這裡成立不夠一年
[00:05:12.400 --> 00:05:15.400]  有些人可能只是回家幾個月或幾個星期
[00:05:15.400 --> 00:05:18.400]  為什麼要一起建立呢?
[00:05:18.400 --> 00:05:21.400]  我們也知道保羅為了建立教會
[00:05:21.400 --> 00:05:24.400]  為了傳福音,他做了很多不同的事
[00:05:24.400 --> 00:05:26.400]  無論是受勞苦、坐牢
[00:05:26.400 --> 00:05:28.400]  受過無數次的鞭打
[00:05:28.400 --> 00:05:30.400]  甚至被自己教會的人嫌棄
[00:05:30.400 --> 00:05:32.400]  他也繼續做,為什麼呢?
[00:05:32.400 --> 00:05:36.400]  因為他說:因基督的愛激勵我們
[00:05:36.400 --> 00:05:39.400]  看到激勵這兩個字,我就想起一群啦啦隊
[00:05:39.400 --> 00:05:42.400]  在旁邊說:加油,你做得到的
[00:05:42.400 --> 00:05:45.400]  你建立教會吧,沒問題的,加油
[00:05:45.400 --> 00:05:50.400]  但原來激勵這個字在希臘文裡是sneko
[00:05:50.400 --> 00:05:54.400]  意思是受控於,有被控制的意思
[00:05:54.400 --> 00:05:56.400]  這樣就很不一樣了
[00:05:56.400 --> 00:06:00.400]  加油,我還可以決定休息一下
[00:06:00.400 --> 00:06:05.400]  但如果是控制的話,好像沒得選擇
[00:06:05.400 --> 00:06:09.400]  但我們以為的有得選擇,是不是真的有得選擇呢?
[00:06:09.400 --> 00:06:13.400]  一位著名的英國小說家David Foster Wallace
[00:06:13.400 --> 00:06:15.400]  說過一句名言:
[00:06:15.400 --> 00:06:21.400]  「沒有不崇拜的,我們被創造本身就有敬拜神的渴慕
[00:06:21.400 --> 00:06:23.400]  每一個人都會崇拜一些東西」
[00:06:23.400 --> 00:06:27.400]  我們唯一的選擇是崇拜什麼東西?
[00:06:27.400 --> 00:06:29.400]  什麼意思呢?
[00:06:29.400 --> 00:06:33.400]  意思是每一個人都會為某一樣東西而活
[00:06:33.400 --> 00:06:36.400]  首先,那樣東西會奴役你
[00:06:36.400 --> 00:06:38.400]  無論那是什麼東西都好
[00:06:38.400 --> 00:06:40.400]  你都會告訴自己:我一定要擁有它
[00:06:40.400 --> 00:06:42.400]  否則就沒有將來了
[00:06:42.400 --> 00:06:46.400]  如果那樣東西,如果有任何東西威脅到它
[00:06:46.400 --> 00:06:48.400]  你就會變得異常恐懼
[00:06:48.400 --> 00:06:52.400]  如果有人阻撓它,你會變得異常憤怒
[00:06:52.400 --> 00:06:57.400]  如果你不能實現它,你不能原諒自己
[00:06:57.400 --> 00:07:00.400]  我舉個例子讓大家檢查一下
[00:07:00.400 --> 00:07:02.400]  大家有沒有崇拜這些東西
[00:07:02.400 --> 00:07:08.400]  例如,我覺得金錢是我的救贖,是我的生命的話
[00:07:08.400 --> 00:07:10.400]  我的人生就會為了有錢而活
[00:07:10.400 --> 00:07:12.400]  如果沒有錢,就沒有將來
[00:07:12.400 --> 00:07:14.400]  為了錢,我什麼都肯做
[00:07:14.400 --> 00:07:17.400]  但如果有東西威脅到我的經濟狀況
[00:07:17.400 --> 00:07:20.400]  我會變得異常恐懼
[00:07:20.400 --> 00:07:23.400]  如果有人阻撓你發達,你會變得異常憤怒
[00:07:23.400 --> 00:07:29.400]  無論在行動、情緒和工作上都會被金錢支配
[00:07:29.400 --> 00:07:32.400]  有些人覺得什麼都假,健康最重要
[00:07:32.400 --> 00:07:36.400]  所以你會看到坊間很多極端的飲食方法
[00:07:36.400 --> 00:07:37.400]  或者生活習慣
[00:07:37.400 --> 00:07:40.400]  因為他們很想好好保存健康
[00:07:40.400 --> 00:07:41.400]  但到了某個時候
[00:07:41.400 --> 00:07:46.400]  他們會影響到他們對自己正常生活的習慣
[00:07:46.400 --> 00:07:51.400]  或者會影響到他們對健康的異常恐懼
[00:07:51.400 --> 00:07:54.400]  為了健康,放棄了很多正常的生活
[00:07:54.400 --> 00:07:57.400]  他們好像可以選擇吃什麼,做什麼
[00:07:57.400 --> 00:07:59.400]  但真的可以選擇嗎?
[00:07:59.400 --> 00:08:02.400]  其實,可能都是被支配
[00:08:02.400 --> 00:08:06.400]  保羅說:原來基督的愛激勵我們
[00:08:06.400 --> 00:08:08.400]  原來基督的愛支配我們
[00:08:08.400 --> 00:08:10.400]  是基督恆久忍耐的愛
[00:08:10.400 --> 00:08:14.400]  他的恩慈是基督不計算惡的那種胸襟
[00:08:14.400 --> 00:08:19.400]  被基督犧牲捨棄的愛支配著我們
[00:08:19.400 --> 00:08:22.400]  在約翰福音1:18說
[00:08:22.400 --> 00:08:24.400]  從來沒有人見過神
[00:08:24.400 --> 00:08:28.400]  只有在腐華裡獨一的兒子將祂表明出來
[00:08:28.400 --> 00:08:30.400]  耶穌在世的行動
[00:08:30.400 --> 00:08:33.400]  祂的醫治、赦罪、接納
[00:08:33.400 --> 00:08:35.400]  表明了神對我們的愛
[00:08:35.400 --> 00:08:40.400]  祂的行動全部都是將人從一切的合制中釋放出來
[00:08:40.400 --> 00:08:43.400]  當我們說我們被神支配的時候
[00:08:43.400 --> 00:08:46.400]  其實我們是被一個釋放我們的神
[00:08:46.400 --> 00:08:50.400]  醫治我們的神、接納我們的神支配著我們
[00:08:50.400 --> 00:08:54.400]  在家裡、在學校裡
[00:08:54.400 --> 00:09:00.400]  如果嘗試不被自我的衝動、情緒渴望驅使我們
[00:09:00.400 --> 00:09:04.400]  而是被神的愛支配、推動我們的話
[00:09:04.400 --> 00:09:07.400]  我們的關係會是怎樣呢?
[00:09:07.400 --> 00:09:11.400]  我以前有位同事跟我一起教英文小學
[00:09:11.400 --> 00:09:12.400]  他也是基督徒
[00:09:12.400 --> 00:09:18.400]  有一年他去安排教全校態度最差的這位學生
[00:09:18.400 --> 00:09:20.400]  這位學生會罵老師
[00:09:20.400 --> 00:09:22.400]  會秒罪、秒洩
[00:09:22.400 --> 00:09:26.400]  他最喜歡的活動就是公然令老師難堪
[00:09:26.400 --> 00:09:29.400]  試過有一次我在禮堂
[00:09:29.400 --> 00:09:33.400]  他做了一些嘈吵或是狂聊天的活動
[00:09:33.400 --> 00:09:35.400]  在台上有嘉賓在說話
[00:09:35.400 --> 00:09:38.400]  我在他耳邊聽到說
[00:09:38.400 --> 00:09:41.400]  「你要安靜一點,台上有人在分享」
[00:09:41.400 --> 00:09:43.400]  他很大聲地跟身邊的人說
[00:09:43.400 --> 00:09:46.400]  還跟我說「我為何要聽你說話?」
[00:09:46.400 --> 00:09:49.400]  在一種很高壓的狀態下
[00:09:49.400 --> 00:09:53.400]  要恆久忍耐地忍住氣是會生病的
[00:09:53.400 --> 00:09:55.400]  是很困難的一件事
[00:09:55.400 --> 00:10:01.400]  但我這位同事那一年就被安排教這位學生
[00:10:01.400 --> 00:10:04.400]  那位學生很有趣
[00:10:04.400 --> 00:10:08.400]  有一次他向同學借錢買東西吃
[00:10:08.400 --> 00:10:11.400]  他跟同學說「我下個小時會還錢給你」
[00:10:11.400 --> 00:10:15.400]  誰知下個小時他只顧著玩乒乓球
[00:10:15.400 --> 00:10:17.400]  他不肯還錢
[00:10:17.400 --> 00:10:19.400]  追他錢的同學就站在旁邊說
[00:10:19.400 --> 00:10:22.400]  「你還錢給我,我老都想買東西吃」
[00:10:22.400 --> 00:10:25.400]  那位學生就不肯
[00:10:25.400 --> 00:10:27.400]  小時很珍貴
[00:10:27.400 --> 00:10:29.400]  他剛好排到乒乓球桌的位置
[00:10:29.400 --> 00:10:31.400]  他死都不肯
[00:10:31.400 --> 00:10:34.400]  而我同事經歷過這麼多個月
[00:10:34.400 --> 00:10:36.400]  被他不停地秒罪、秒洩、被他頂撞
[00:10:36.400 --> 00:10:38.400]  他就走到他身邊
[00:10:38.400 --> 00:10:42.400]  他就說「不如這樣吧,我先幫你霸佔位置」
[00:10:42.400 --> 00:10:44.400]  「你先去還錢」
[00:10:44.400 --> 00:10:46.400]  同學就不理會他,一句話都不跟他說
[00:10:46.400 --> 00:10:48.400]  看都不看他
[00:10:48.400 --> 00:10:51.400]  老師就繼續說「不如我先幫你還錢」
[00:10:51.400 --> 00:10:54.400]  「你之後就可以繼續處理你的事」
[00:10:54.400 --> 00:10:58.400]  這些行狗忍耐並不是一般人可以做得到
[00:10:58.400 --> 00:11:01.400]  最後那位學生還未畢業
[00:11:01.400 --> 00:11:03.400]  他這一年還未經歷完
[00:11:03.400 --> 00:11:05.400]  這個故事是在繼續
[00:11:05.400 --> 00:11:07.400]  但學生是未改變
[00:11:07.400 --> 00:11:09.400]  但有什麼轉變了呢?
[00:11:09.400 --> 00:11:11.400]  是我身邊的同事
[00:11:11.400 --> 00:11:15.400]  他們了解到
[00:11:15.400 --> 00:11:18.400]  屬天父、屬基督的溫柔是不一樣的
[00:11:18.400 --> 00:11:21.400]  因為如果不是天父的愛
[00:11:21.400 --> 00:11:24.400]  或者天父給予他力量去推動他繼續溫柔的話
[00:11:24.400 --> 00:11:26.400]  沒有普通人能夠做到
[00:11:26.400 --> 00:11:28.400]  如果我一個星期
[00:11:28.400 --> 00:11:30.400]  因為這位學生是跟他每一天的經歷
[00:11:30.400 --> 00:11:32.400]  每一天都頂撞他
[00:11:32.400 --> 00:11:35.400]  每一次早上都想著要上課
[00:11:35.400 --> 00:11:36.400]  要面對他
[00:11:36.400 --> 00:11:38.400]  他會給我什麼說話呢?
[00:11:38.400 --> 00:11:40.400]  這個活動應該怎樣去帶
[00:11:40.400 --> 00:11:44.400]  令這個同學玩得到之餘
[00:11:44.400 --> 00:11:46.400]  亦不會破壞課堂的氣氛
[00:11:46.400 --> 00:11:48.400]  因為你知道那個人頂撞你
[00:11:48.400 --> 00:11:50.400]  不只是你跟那個人的關係
[00:11:50.400 --> 00:11:52.400]  是整班人的關係
[00:11:52.400 --> 00:11:56.400]  每一天我們班裡有一個這樣的學生
[00:11:56.400 --> 00:11:58.400]  這就是我們老師的腦袋裡的營養
[00:11:58.400 --> 00:12:00.400]  那怎麼辦呢?
[00:12:00.400 --> 00:12:05.400]  所以當這個老師日復一日地面對這位學生的時候
[00:12:05.400 --> 00:12:09.400]  他那種溫柔和忍耐並不是一天的事
[00:12:09.400 --> 00:12:10.400]  不是一星期的事
[00:12:10.400 --> 00:12:12.400]  是那一年的事
[00:12:12.400 --> 00:12:14.400]  是那幾年跟他一起相處的事
[00:12:14.400 --> 00:12:20.400]  而這份溫柔和忍耐並不是靠我們自己能夠做得到的
[00:12:20.400 --> 00:12:24.400]  而我這位同事這樣持續地去溫柔
[00:12:24.400 --> 00:12:27.400]  他不單止有一天會改變到那位學生
[00:12:27.400 --> 00:12:29.400]  他現在這一刻改變了他身邊的同事
[00:12:29.400 --> 00:12:31.400]  如何去看待基督
[00:12:31.400 --> 00:12:34.400]  如何去看待基督給我們的力量
[00:12:34.400 --> 00:12:36.400]  如何去衝破我們的限制
[00:12:36.400 --> 00:12:41.400]  我們能夠有這種推動力
[00:12:41.400 --> 00:12:43.400]  是因為基督的愛激勵我們
[00:12:43.400 --> 00:12:47.400]  是因為我們看到我們前面的十價
[00:12:47.400 --> 00:12:50.400]  是耶穌為了修補我們跟父神的關係
[00:12:50.400 --> 00:12:52.400]  甘願為我們犧牲社稷
[00:12:52.400 --> 00:12:56.400]  所以我們有這份力量能夠向著目標前行
[00:12:56.400 --> 00:12:59.400]  他代替了我們受罪的刑罰
[00:12:59.400 --> 00:13:01.400]  使我們不再受罪的限制
[00:13:01.400 --> 00:13:04.400]  可以死裡逃生,活出新的生命
[00:13:04.400 --> 00:13:05.400]  經文說
[00:13:05.400 --> 00:13:09.400]  一人既替眾人死,眾人就都死了
[00:13:09.400 --> 00:13:11.400]  並且他替眾人死
[00:13:11.400 --> 00:13:14.400]  是叫那些活著的人不再為自己活
[00:13:14.400 --> 00:13:17.400]  乃是替他們死而復活的主活
[00:13:17.400 --> 00:13:21.400]  為自己而活,看似是一個自由的選擇
[00:13:21.400 --> 00:13:23.400]  我為自己而活
[00:13:23.400 --> 00:13:28.400]  但為自己而活,代表每件事都要為自己而爭取
[00:13:28.400 --> 00:13:30.400]  為自己守護著自己應得的東西
[00:13:30.400 --> 00:13:33.400]  應得的東西,是否真是一個好的選擇呢?
[00:13:33.400 --> 00:13:37.400]  我為自己而活,但我本人千瘡百孔
[00:13:37.400 --> 00:13:39.400]  又軟弱,又多限制
[00:13:39.400 --> 00:13:41.400]  要我好好關心別人
[00:13:41.400 --> 00:13:43.400]  但我還在跟別人比較
[00:13:43.400 --> 00:13:46.400]  人家甚麼都有,為何要我關心他?
[00:13:46.400 --> 00:13:48.400]  要我去原諒別人
[00:13:48.400 --> 00:13:50.400]  但人家還未說對不起
[00:13:50.400 --> 00:13:52.400]  為何要我先原諒他?
[00:13:52.400 --> 00:13:54.400]  很多事我都想做
[00:13:54.400 --> 00:13:57.400]  但我不能夠做到自由地建立關係
[00:13:57.400 --> 00:13:59.400]  因為我真的有很多限制
[00:13:59.400 --> 00:14:03.400]  但當耶穌為我的罪而死
[00:14:03.400 --> 00:14:05.400]  去給我新的生命的時候
[00:14:05.400 --> 00:14:09.400]  而我願意去被神的愛支配的時候
[00:14:09.400 --> 00:14:12.400]  我走出來的生命就不一樣了
[00:14:12.400 --> 00:14:15.400]  我可以不受罪的限制
[00:14:15.400 --> 00:14:17.400]  我可以選擇不自私
[00:14:17.400 --> 00:14:21.400]  或者不被自卑所帶來的苦毒影響
[00:14:21.400 --> 00:14:23.400]  可以自由地建立關係
[00:14:23.400 --> 00:14:25.400]  去祝福身邊的人
[00:14:25.400 --> 00:14:28.400]  去處理我以前的傷口
[00:14:28.400 --> 00:14:30.400]  不是說我現在沒有限制
[00:14:30.400 --> 00:14:33.400]  很自由地建立關係
[00:14:33.400 --> 00:14:35.400]  但每次當我軟弱的時候
[00:14:35.400 --> 00:14:37.400]  每次當我有限制的時候
[00:14:37.400 --> 00:14:39.400]  我知道誰可以幫助我
[00:14:39.400 --> 00:14:41.400]  給我力量,給我出路
[00:14:41.400 --> 00:14:44.400]  每當我被人氣壞,很生氣,很想反抗的時候
[00:14:44.400 --> 00:14:45.400]  聖靈提醒我
[00:14:45.400 --> 00:14:49.400]  可能我的憤怒是來自於我以前未處理的傷口
[00:14:49.400 --> 00:14:52.400]  而我的主耶穌會醫治我
[00:14:52.400 --> 00:14:54.400]  每當我想和別人比較
[00:14:54.400 --> 00:14:55.400]  我覺得很自卑的時候
[00:14:55.400 --> 00:14:57.400]  有聖靈提醒我
[00:14:57.400 --> 00:15:00.400]  我的價值是來自於創造我的神
[00:15:00.400 --> 00:15:02.400]  我不需要和別人去比較
[00:15:02.400 --> 00:15:04.400]  當我為自己而活
[00:15:04.400 --> 00:15:07.400]  我被我自己的軟弱去限制著我
[00:15:07.400 --> 00:15:08.400]  但當我為神而活
[00:15:08.400 --> 00:15:09.400]  反而得醫治
[00:15:09.400 --> 00:15:12.400]  可以去做到神原本創造我的原意
[00:15:12.400 --> 00:15:14.400]  去得到真正的自由
[00:15:14.400 --> 00:15:16.400]  保羅之後那句
[00:15:16.400 --> 00:15:17.400]  他就在說
[00:15:17.400 --> 00:15:19.400]  當我們有了新的身份
[00:15:19.400 --> 00:15:20.400]  有了這份自由
[00:15:20.400 --> 00:15:23.400]  被神的愛去支配的時候
[00:15:23.400 --> 00:15:26.400]  這個群體會是怎樣的呢?
[00:15:26.400 --> 00:15:28.400]  經文說
[00:15:28.400 --> 00:15:29.400]  從今以後
[00:15:29.400 --> 00:15:32.400]  我們不再靠外貌認人了
[00:15:32.400 --> 00:15:34.400]  雖然憑著外貌認過基督
[00:15:34.400 --> 00:15:38.400]  但如今卻不再這樣認他了
[00:15:38.400 --> 00:15:40.400]  我們不靠外表認人
[00:15:40.400 --> 00:15:43.400]  大家都知道我認人不是很厲害
[00:15:43.400 --> 00:15:45.400]  我靠認人
[00:15:45.400 --> 00:15:48.400]  有時候大家都聽過一些故事
[00:15:48.400 --> 00:15:51.400]  我去和學生聊天
[00:15:51.400 --> 00:15:53.400]  那位學生很頑皮
[00:15:53.400 --> 00:15:55.400]  我說你不可以再這樣做了
[00:15:55.400 --> 00:15:57.400]  我要告訴你的班主任
[00:15:57.400 --> 00:15:58.400]  這樣做是不對的
[00:15:58.400 --> 00:16:00.400]  誰是你的班主任?
[00:16:00.400 --> 00:16:01.400]  他看著我
[00:16:01.400 --> 00:16:02.400]  你呀
[00:16:02.400 --> 00:16:07.400]  認人真的有點困難
[00:16:07.400 --> 00:16:11.400]  大家都明白認學生
[00:16:11.400 --> 00:16:12.400]  可能大家都覺得
[00:16:12.400 --> 00:16:13.400]  都只是學生
[00:16:13.400 --> 00:16:14.400]  你不要緊
[00:16:14.400 --> 00:16:16.400]  但我不是認學生
[00:16:16.400 --> 00:16:17.400]  不可以用這個藉口
[00:16:17.400 --> 00:16:19.400]  因為我連和我工作了一年的同事
[00:16:19.400 --> 00:16:20.400]  我都認錯
[00:16:20.400 --> 00:16:21.400]  一年
[00:16:21.400 --> 00:16:23.400]  有一次我拿著文件
[00:16:23.400 --> 00:16:24.400]  想給他簽的時候
[00:16:24.400 --> 00:16:25.400]  他說你為什麼給我?
[00:16:25.400 --> 00:16:26.400]  我看一看
[00:16:26.400 --> 00:16:28.400]  可能不是他
[00:16:28.400 --> 00:16:30.400]  很困難
[00:16:30.400 --> 00:16:32.400]  認人對我來說
[00:16:32.400 --> 00:16:34.400]  有一個很大的難度
[00:16:34.400 --> 00:16:36.400]  因為我不是靠
[00:16:36.400 --> 00:16:37.400]  很淑靈地說
[00:16:37.400 --> 00:16:38.400]  我不是靠外貌認人
[00:16:38.400 --> 00:16:42.400]  我是靠那個人的氣質
[00:16:42.400 --> 00:16:43.400]  去認那個人
[00:16:43.400 --> 00:16:46.400]  有時候人的氣質比較活潑的時候
[00:16:46.400 --> 00:16:48.400]  就記住那個是活潑的氣質
[00:16:48.400 --> 00:16:50.400]  我見到另一個活潑的氣質的時候
[00:16:50.400 --> 00:16:52.400]  就會認錯那個人的名字
[00:16:52.400 --> 00:16:56.400]  認人可能大家都是靠外貌認人
[00:16:56.400 --> 00:17:01.400]  他平時喜歡穿的衣服是什麼風格
[00:17:01.400 --> 00:17:04.400]  或者那個人平時梳頭的髮型是怎樣
[00:17:04.400 --> 00:17:06.400]  你憑這些外貌去認人
[00:17:06.400 --> 00:17:08.400]  人們以前都是這樣認基督
[00:17:08.400 --> 00:17:09.400]  認耶穌
[00:17:09.400 --> 00:17:11.400]  耶穌是神的代表
[00:17:11.400 --> 00:17:13.400]  血有肉地行走過世上
[00:17:13.400 --> 00:17:15.400]  他們要找耶穌幫助
[00:17:15.400 --> 00:17:17.400]  都是憑外表去認耶穌
[00:17:17.400 --> 00:17:18.400]  但是這裡說
[00:17:18.400 --> 00:17:21.400]  從今以後我不再憑外貌認人
[00:17:21.400 --> 00:17:22.400]  保羅都很大膽
[00:17:22.400 --> 00:17:23.400]  不知道他怎樣認人
[00:17:23.400 --> 00:17:25.400]  怎樣認人呢?
[00:17:25.400 --> 00:17:26.400]  是因為作為群體
[00:17:26.400 --> 00:17:30.400]  這個認字並不是認得的意思
[00:17:30.400 --> 00:17:32.400]  我靠外表去認得人
[00:17:32.400 --> 00:17:33.400]  見到你
[00:17:33.400 --> 00:17:35.400]  你是翻廣東話崇拜的
[00:17:35.400 --> 00:17:37.400]  你是做廣學的
[00:17:37.400 --> 00:17:40.400]  你平時在敬拜堂工作
[00:17:40.400 --> 00:17:42.400]  是認得那個人
[00:17:42.400 --> 00:17:45.400]  但原來這個認字並不是認得這麼簡單
[00:17:45.400 --> 00:17:47.400]  是認識
[00:17:47.400 --> 00:17:50.400]  是知道那個人的生命
[00:17:50.400 --> 00:17:52.400]  你容許讓那個人了解你的生命
[00:17:52.400 --> 00:17:53.400]  那種認識
[00:17:53.400 --> 00:17:56.400]  從今以後我不再憑外貌認識一個人
[00:17:56.400 --> 00:17:58.400]  不是因為他是有錢的
[00:17:58.400 --> 00:18:00.400]  他受過高等教育
[00:18:00.400 --> 00:18:03.400]  所以我就知道他一定是一個很有內涵的人
[00:18:03.400 --> 00:18:04.400]  我不是靠外表
[00:18:04.400 --> 00:18:05.400]  他的學歷
[00:18:05.400 --> 00:18:06.400]  他的衣著
[00:18:06.400 --> 00:18:08.400]  他的社會地位
[00:18:08.400 --> 00:18:11.400]  認識那個人究竟是什麼人
[00:18:11.400 --> 00:18:13.400]  靠的是什麼?
[00:18:13.400 --> 00:18:15.400]  靠的是當耶穌離開之後
