
[00:00:00.000 --> 00:00:01.000]   One more.
[00:04:46.760 --> 00:04:47.880]   No, no, only children.
[00:04:47.880 --> 00:04:50.000]   Just firstborn with siblings, right?
[00:04:50.000 --> 00:04:52.480]   So I'm the firstborn of three, right?
[00:04:52.480 --> 00:04:54.320]   My brother Jeremy is great but not as cool.
[00:04:54.320 --> 00:04:56.760]   My sister Jasmine's great but nowhere as cool.
[00:04:56.760 --> 00:05:01.120]   I'm the oldest, and I remember growing up, my mom, I can still hear it to this day.
[00:05:01.120 --> 00:05:08.840]   My mom would be like, "Now be careful what you do because, you know, Jeremy is watching
[00:05:08.840 --> 00:05:09.840]   you.
[00:05:09.840 --> 00:05:11.360]   He's looking up to you as an example."
[00:05:11.360 --> 00:05:15.040]   And actually, I didn't share this in the first story, but let me just tell you guys what
[00:05:15.040 --> 00:05:16.920]   kind of example I've been to my brother.
[00:05:16.920 --> 00:05:18.800]   So I played baseball.
[00:05:18.800 --> 00:05:20.160]   I'm five years older, just so you know.
[00:05:20.160 --> 00:05:21.160]   There's plenty of space.
[00:05:21.160 --> 00:05:22.200]   I played baseball.
[00:05:22.200 --> 00:05:23.640]   My brother played baseball after me.
[00:05:23.640 --> 00:05:25.640]   I started playing guitar self-taught.
[00:05:25.640 --> 00:05:27.520]   Jeremy started playing guitar self-taught.
[00:05:27.520 --> 00:05:29.840]   I ended up marrying a white woman.
[00:05:29.840 --> 00:05:31.560]   My brother ends up marrying a white...
[00:05:31.560 --> 00:05:34.720]   Like he literally has copied every single thing.
[00:05:34.720 --> 00:05:37.200]   I have been such an example, you guys.
[00:05:37.200 --> 00:05:38.200]   It's been a good time.
[00:05:38.200 --> 00:05:42.600]   Jeremy, I love you if you ever watch this, for the record.
[00:05:42.600 --> 00:05:48.040]   But yeah, so the way that he operates, my son will have to be an example at some point
[00:05:48.040 --> 00:05:50.840]   to his sister, Remy.
[00:05:50.840 --> 00:05:52.720]   And examples are super helpful.
[00:05:52.720 --> 00:05:56.960]   Having a guide, having someone who has gone ahead of you, who can give you a bit of a
[00:05:56.960 --> 00:06:01.880]   template, who you can look at when things are challenging is helpful because times do
[00:06:01.880 --> 00:06:03.440]   get challenging for us.
[00:06:03.440 --> 00:06:05.800]   Things are tricky, and sometimes we don't know the answer.
[00:06:05.800 --> 00:06:10.720]   And rather than trying to blaze the trail yourself and figure it out, we have templates
[00:06:10.720 --> 00:06:11.720]   in life.
[00:06:11.720 --> 00:06:12.720]   We have examples.
[00:06:12.720 --> 00:06:20.440]   And as we sit in this second week of our forgiveness series, I want to pretty much premise everything
[00:06:20.440 --> 00:06:28.520]   on the idea that Jesus was perhaps the greatest example of what forgiveness looks like.
[00:06:28.520 --> 00:06:33.480]   If we want to know what forgiveness looks like, perhaps the first step is to be like
[00:06:33.480 --> 00:06:40.520]   my son and to watch, to analyze, to examine the things that Jesus did to truly be able
[00:06:40.520 --> 00:06:43.320]   to understand what forgiveness really is.
[00:06:43.320 --> 00:06:46.520]   It's not something that we've created in the 21st century.
[00:06:46.520 --> 00:06:49.120]   We don't have to set up how to forgive.
[00:06:49.120 --> 00:06:56.920]   Actually, we have a pretty good template of the most powerful example of forgiveness found
[00:06:56.920 --> 00:06:57.920]   in Christ.
[00:06:57.920 --> 00:07:04.720]   Extreme and radical forgiveness is meant to serve as a template to the church on how we
[00:07:04.720 --> 00:07:12.280]   ought to forgive one another because forgiveness is a hard thing.
[00:07:12.280 --> 00:07:13.560]   Forgiveness is not an easy thing.
[00:07:13.560 --> 00:07:17.160]   I think sometimes we get the misconception that we should just like do it.
[00:07:17.160 --> 00:07:22.840]   It's a pretty challenging thing, especially if we're going to forgive the way Jesus forgave.
[00:07:22.840 --> 00:07:28.800]   No, we've got to be able to see him, hear him, examine his example to be able to draw
[00:07:28.800 --> 00:07:32.840]   strength and guidance on how to forgive.
[00:07:32.840 --> 00:07:38.320]   Perhaps there's no better place to really set up the forgiveness of Jesus than with
[00:07:38.320 --> 00:07:40.440]   the idea of the gospel.
[00:07:40.440 --> 00:07:49.360]   The gospel is this, that Christ offers forgiveness to all, to all people for all things.
[00:07:49.360 --> 00:07:55.400]   He offers, he's put on the table the chance for forgiveness.
[00:07:55.400 --> 00:07:59.640]   All who have sinned and have fallen short, who's not been enough, who've messed up, this
[00:07:59.640 --> 00:08:02.600]   forgiveness ends up being the fabric of our salvation.
[00:08:02.600 --> 00:08:06.040]   It ends up paving the pathway for our reconciliation.
[00:08:06.040 --> 00:08:10.960]   It ends up being the foundation of our redemption.
[00:08:10.960 --> 00:08:13.200]   This is powerful forgiveness.
[00:08:13.200 --> 00:08:18.560]   Based off of what I've heard from this community, we need powerful forgiveness when it still
[00:08:18.560 --> 00:08:22.320]   hurts and you still carry the hurt of the offense that was done to you.
[00:08:22.320 --> 00:08:26.480]   You need powerful forgiveness when you still have to look the other person in the eye who's
[00:08:26.480 --> 00:08:30.160]   wronged you painfully or still live in that space.
[00:08:30.160 --> 00:08:36.680]   You need powerful forgiveness when the words spoken over you still mark and direct you
[00:08:36.680 --> 00:08:37.680]   to today.
[00:08:37.680 --> 00:08:42.520]   You need a powerful forgiveness, not some simple stuff.
[00:08:42.520 --> 00:08:44.400]   You need the powerful stuff.
[00:08:44.400 --> 00:08:49.840]   And luckily enough, we have the example of Jesus and the kind of forgiveness he gives
[00:08:49.840 --> 00:08:52.960]   us as a template of something to look at.
[00:08:52.960 --> 00:08:58.920]   When your offense cuts deep, you have the powerful forgiveness of Jesus as your template.
[00:08:58.920 --> 00:09:04.480]   So I think it's best that we examine the gospel and the tenets of it because it will provide
[00:09:04.480 --> 00:09:10.640]   us both a blueprint and a guide to give us strength in the kind of forgiveness that we're
[00:09:10.640 --> 00:09:12.200]   looking into.
[00:09:12.200 --> 00:09:16.460]   So the scriptures are quite clear on what the gospel is, but I think for most Christians,
[00:09:16.460 --> 00:09:18.880]   we don't use the word gospel every day.
[00:09:18.880 --> 00:09:21.440]   It's just not a conversation piece.
[00:09:21.440 --> 00:09:24.000]   You don't use the word gospel when you're talking to your friends.
[00:09:24.000 --> 00:09:29.600]   So probably for that reason, we don't properly understand all of what it means.
[00:09:29.600 --> 00:09:31.680]   Just a way for us to understand the word gospel.
[00:09:31.680 --> 00:09:36.160]   I'm not going to go into all the Greek around it, but the simple Greek translation of the
[00:09:36.160 --> 00:09:39.520]   word gospel is the phrase good news.
[00:09:39.520 --> 00:09:44.160]   So rather than thinking of the gospel of Jesus and it just being kind of like church jargon,
[00:09:44.160 --> 00:09:46.560]   think the good news of Jesus.
[00:09:46.560 --> 00:09:50.240]   Something good has happened and we are in response to that good news.
[00:09:50.240 --> 00:09:54.800]   When we say the gospel of Jesus sets you free, it's the good news that he offers that sets
[00:09:54.800 --> 00:09:55.800]   you free.
[00:09:55.800 --> 00:09:58.200]   Gospel is good news.
[00:09:58.200 --> 00:10:03.040]   For the Christian, it's the gospel proclamation and the inauguration of the reality of the
[00:10:03.040 --> 00:10:04.720]   good news of Jesus.
[00:10:04.720 --> 00:10:06.600]   And that good news is pretty clear.
[00:10:06.600 --> 00:10:13.360]   It's that this because of Jesus, if we now will confess our sins, he is faithful and
[00:10:13.360 --> 00:10:19.760]   he is just to forgive us of all our sins and he will cleanse us from all our unrighteousness.
[00:10:19.760 --> 00:10:26.840]   So gospel, the good news is that we can be forgiven, that we can stand forgiven and are
[00:10:26.840 --> 00:10:27.840]   new.
[00:10:27.840 --> 00:10:31.280]   And I know a lot of this probably isn't going to be new information for you.
[00:10:31.280 --> 00:10:33.240]   I'm not trying to teach you anything new today.
[00:10:33.240 --> 00:10:38.640]   I'm hoping that as we examine the gospel, as we remember what it is that Christ has
[00:10:38.640 --> 00:10:43.520]   done for us and what it means to live in that gospel, that God will just shed light on it
[00:10:43.520 --> 00:10:48.520]   for us to properly understand what these terms are and what it means for us.
[00:10:48.520 --> 00:10:50.440]   So we're going to examine it closely today.
[00:10:50.440 --> 00:10:51.600]   We've been forgiven.
[00:10:51.600 --> 00:10:55.300]   Our sins are not just canceled, but our debt is paid.
[00:10:55.300 --> 00:10:57.040]   The scales have been balanced.
[00:10:57.040 --> 00:11:01.920]   God remains a God of love and of justice simultaneously.
[00:11:01.920 --> 00:11:06.120]   And we have to understand the elements and the tenets of what this gospel means.
[00:11:06.120 --> 00:11:08.480]   So in one column, you've got sin.
[00:11:08.480 --> 00:11:13.760]   In the other column, we're going to talk about what exactly Jesus did for us, how he actually
[00:11:13.760 --> 00:11:14.760]   forgives us.
[00:11:14.760 --> 00:11:17.480]   And then lastly, we're going to look at what does all that mean?
[00:11:17.480 --> 00:11:18.800]   What does that actually offer us?
[00:11:18.800 --> 00:11:23.480]   What are the benefits of the life, death, and resurrection of Jesus and what he forgives
[00:11:23.480 --> 00:11:24.640]   us from?
[00:11:24.640 --> 00:11:29.320]   So when we look at sin and we understand sin, sin ends up being one of the first major players
[00:11:29.320 --> 00:11:32.640]   in this concept of our existence.
[00:11:32.640 --> 00:11:37.480]   And I think for lots of us, we don't fully understand what sin is.
[00:11:37.480 --> 00:11:38.920]   Like we understand some of the fruit of sin.
[00:11:38.920 --> 00:11:43.040]   We understand like the things you're not supposed to do, but like what is sin at its core?
[00:11:43.040 --> 00:11:46.920]   And I think we have to understand it if we're going to have any chance of doing what Paul
[00:11:46.920 --> 00:11:47.920]   tells us.
[00:11:47.920 --> 00:11:50.380]   He says that you should flee from sin.
[00:11:50.380 --> 00:11:54.600]   Not like inch away, not like go to like where's the line of what can I do and what I can't
[00:11:54.600 --> 00:11:57.520]   do, build my house here and say, "Oh, look, I'm still good."
[00:11:57.520 --> 00:12:04.080]   No, if you understand sin the way Paul understands sin, then you flee from it at all costs.
[00:12:04.080 --> 00:12:05.760]   You run away from it.
[00:12:05.760 --> 00:12:07.000]   You avoid it.
[00:12:07.000 --> 00:12:08.960]   You want to remove it from your life.
[00:12:08.960 --> 00:12:12.200]   So we're going to start with understanding what sin is.
[00:12:12.200 --> 00:12:13.760]   Sin tempts us.
[00:12:13.760 --> 00:12:15.120]   It entices us.
[00:12:15.120 --> 00:12:19.040]   Then it traps you and it entangles you.
[00:12:19.040 --> 00:12:25.200]   It's meant to separate you from God, introducing elements like shame and guilt.
[00:12:25.200 --> 00:12:27.520]   And we've all fallen susceptible to this.
[00:12:27.520 --> 00:12:32.480]   Scripture would say that all have sinned and fallen short of the glory of God.
[00:12:32.480 --> 00:12:35.320]   We are all guilty of this.
[00:12:35.320 --> 00:12:40.680]   And when we break down what sin means, in our sin we end up doing this concept where
[00:12:40.680 --> 00:12:45.240]   instead of having God as the one in charge of our lives, instead of having God as the
[00:12:45.240 --> 00:12:51.320]   one who rules and reigns over all things, we have exchanged that and put ourselves on
[00:12:51.320 --> 00:12:52.320]   top of it.
[00:12:52.320 --> 00:12:57.040]   Any sin you can think of, it has been an exchange of God for you.
[00:12:57.040 --> 00:12:58.540]   We've replaced God.
[00:12:58.540 --> 00:13:04.360]   In the Garden of Eden, we've chosen for ourselves our definition of what good and what evil
[00:13:04.360 --> 00:13:06.480]   is versus God's definition.
[00:13:06.480 --> 00:13:08.640]   And we still see that to this day.
[00:13:08.640 --> 00:13:10.960]   We don't know what truth is anymore.
[00:13:10.960 --> 00:13:12.200]   Everything is subjective.
[00:13:12.200 --> 00:13:13.480]   Everything is your own truth.
[00:13:13.480 --> 00:13:14.520]   Live what you think.
[00:13:14.520 --> 00:13:15.680]   Live your own peace.
[00:13:15.680 --> 00:13:20.600]   We've exchanged what God says is good and evil for our definition.
[00:13:20.600 --> 00:13:24.840]   Secondly, we've exchanged the way for human flourishing.
[00:13:24.840 --> 00:13:25.840]   God has a way.
[00:13:25.840 --> 00:13:29.440]   He has set up a design so that all would flourish.
[00:13:29.440 --> 00:13:36.160]   In sin, we have exchanged that method for our own methods, a me first method, a me and
[00:13:36.160 --> 00:13:40.040]   my clan doing whatever I can to help myself get ahead.
[00:13:40.040 --> 00:13:42.320]   We end up exchanging his method.
[00:13:42.320 --> 00:13:43.640]   It ends up hurting people.
[00:13:43.640 --> 00:13:45.280]   It ends up hurting his creation.
[00:13:45.280 --> 00:13:50.120]   It robs us, or at least it challenges our understanding of our morality.
[00:13:50.120 --> 00:13:53.080]   It pushes us.
[00:13:53.080 --> 00:13:54.960]   We exchange God's definitions.
[00:13:54.960 --> 00:13:56.240]   We exchange his way.
[00:13:56.240 --> 00:13:57.880]   So boiling down, sin is this.
[00:13:57.880 --> 00:14:00.560]   It's replacing God with ourselves.
[00:14:00.560 --> 00:14:03.120]   It's an easy way to think of sin.
[00:14:03.120 --> 00:14:08.480]   Sin is replacing God with ourselves where we've decided that we know better, that our
[00:14:08.480 --> 00:14:13.060]   lives are too precious to leave into someone's hands, so we take charge.
[00:14:13.060 --> 00:14:15.980]   We do it our way because, you know, this is me we're talking about.
[00:14:15.980 --> 00:14:18.340]   This is me and my family and the things that I need.
[00:14:18.340 --> 00:14:22.680]   We do whatever we can to make sure we get what we need.
[00:14:22.680 --> 00:14:26.280]   The basic nature of that is what sin is.
[00:14:26.280 --> 00:14:31.040]   We filled ourselves with the things that are opposed with God.
[00:14:31.040 --> 00:14:35.600]   We've labeled somehow these subjective things as the ultimate good, and we find ourselves
[00:14:35.600 --> 00:14:40.000]   as a people striving after achievement and after earnings, and we've labeled that as
[00:14:40.000 --> 00:14:42.140]   like this is the indicator.
[00:14:42.140 --> 00:14:44.560]   This is the metric of what a good life looks like.
[00:14:44.560 --> 00:14:48.240]   If you can earn this much, if you can achieve this much, if you can live in this house,
[00:14:48.240 --> 00:14:51.960]   if you can have this car, if you can marry this person, you've achieved, but that is
[00:14:51.960 --> 00:14:56.160]   not God's definition of what a good life looks like.
[00:14:56.160 --> 00:14:58.240]   In our sin, we've exchanged.
[00:14:58.240 --> 00:15:04.480]   We've twisted and poisoned the good that is here, trying to preserve ourselves, trying
[00:15:04.480 --> 00:15:09.040]   to get ahead, and the thing that we're aiming for, the thing that we're trying to attain
[00:15:09.040 --> 00:15:15.200]   ends up trapping us, ends up ensnaring us, ends up entangling us, and we find ourselves
[00:15:15.200 --> 00:15:17.920]   not actually achieving those things or earning those things.
[00:15:17.920 --> 00:15:24.680]   We find ourselves ultimately becoming slaves to those things where we work and live and
[00:15:24.680 --> 00:15:29.880]   breathe just to get ahead, just to make a certain milestone in a financial setting,
[00:15:29.880 --> 00:15:33.560]   just to earn a certain amount, just to live in a certain place, just to be a certain like
[00:15:33.560 --> 00:15:34.560]   that.
[00:15:34.560 --> 00:15:35.840]   That is not the reason we are here.
[00:15:35.840 --> 00:15:40.440]   Genesis would tell us that when God created us, he had a mandate for humanity.
[00:15:40.440 --> 00:15:42.520]   He had a purpose in why we would exist.
[00:15:42.520 --> 00:15:45.720]   Yes, we bring him glory, but he actually had a mission for us.
[00:15:45.720 --> 00:15:51.500]   He created us, and he wanted us to have dominion over all creation.
[00:15:51.500 --> 00:15:58.120]   He had a purpose for us to reflect his image, to live as his image bearers, his representatives
[00:15:58.120 --> 00:16:03.880]   on earth, and when we fall into sin, when we take our lives into our own hand, when
[00:16:03.880 --> 00:16:10.240]   we define what is good and what's evil for ourselves, we end up becoming a slave to ourselves,
[00:16:10.240 --> 00:16:11.440]   to our desires.
[00:16:11.440 --> 00:16:17.240]   We end up being controlled by creation, and what a tragedy.
[00:16:17.240 --> 00:16:18.840]   What an absolute tragedy.
[00:16:18.840 --> 00:16:24.640]   We end up morally and spiritually spiraling while living in the consequences of poor decisions,
[00:16:24.640 --> 00:16:31.200]   dethroning God and replacing him with a lesser God who is subject to temptation and gives
[00:16:31.200 --> 00:16:34.160]   in.
[00:16:34.160 --> 00:16:37.800]   Scripture would tell us that this is sin, and sin has a price.
[00:16:37.800 --> 00:16:39.040]   Sin has a consequence.
[00:16:39.040 --> 00:16:41.800]   There is a response.
[00:16:41.800 --> 00:16:45.760]   The wages of sin is death, right?
[00:16:45.760 --> 00:16:55.020]   So when we sin, the consequence of that is death, and our world experiences this now.
[00:16:55.020 --> 00:16:58.720]   How much sin in the world causes death?
[00:16:58.720 --> 00:17:00.960]   Causes the decay of humanity.
[00:17:00.960 --> 00:17:05.760]   Causes the decay of our love for our neighbor, even our love for ourselves, and it's not
[00:17:05.760 --> 00:17:08.920]   just a physical death that we are spiraling into.
[00:17:08.920 --> 00:17:13.960]   There's also the eternal state that God has created us to be in starts to corrode, and
[00:17:13.960 --> 00:17:24.080]   we find ourselves in this cosmic battle between God and his goodness, and our sin and death.
[00:17:24.080 --> 00:17:26.120]   This is sin.
[00:17:26.120 --> 00:17:30.320]   This is sin, and its impact is so strong.
[00:17:30.320 --> 00:17:38.080]   But God, in his goodness and in his love, steps in.
[00:17:38.080 --> 00:17:39.720]   He interjects.
[00:17:39.720 --> 00:17:44.720]   He intercepts us as we are headed for disaster.
[00:17:44.720 --> 00:17:50.600]   I normally speak pretty exaggerated and poetically in just all the things because I'm a musician,
[00:17:50.600 --> 00:17:51.600]   right?
[00:17:51.600 --> 00:17:55.840]   I want to clarify that what I'm about to say next is not something I came up with.
[00:17:55.840 --> 00:18:02.160]   This is how scripture defined God intercepting our sin, okay?
[00:18:02.160 --> 00:18:08.520]   Scripture uses very poetic, very intense and weighty words so that we can get a picture,
[00:18:08.520 --> 00:18:11.200]   a clear picture and understand exactly what he does.
[00:18:11.200 --> 00:18:17.560]   It says that yet while we were still sinner and while we were still away from him, while
[00:18:17.560 --> 00:18:22.040]   we were still dead in our sin, God sent Christ for us.
[00:18:22.040 --> 00:18:27.880]   So before we did anything right, before you thought, "Oh, maybe I could be a better person,"
[00:18:27.880 --> 00:18:32.200]   before you reconciled yourself and decided to overcome whatever the temptation is in
[00:18:32.200 --> 00:18:37.980]   your life, before you said, "Sorry," God has sent Jesus.
[00:18:37.980 --> 00:18:44.000]   This is where the gospel, the good news of Jesus shines into our world that despite all
[00:18:44.000 --> 00:18:47.160]   being lost and all being broken, Christ has come.
[00:18:47.160 --> 00:18:54.360]   And he's not just come to erase our sins, he's come to forgive you and to make you new.
[00:18:54.360 --> 00:18:55.680]   This is what he's aiming for.
[00:18:55.680 --> 00:18:57.780]   This is what his forgiveness is meant to look like.
[00:18:57.780 --> 00:19:01.980]   If we confess our sins, he is faithful like we sung a minute ago.
[00:19:01.980 --> 00:19:09.920]   He is faithful and he is just to forgive us of those sins and cleanse us of all unrighteousness.
[00:19:09.920 --> 00:19:11.120]   There is no death.
[00:19:11.120 --> 00:19:12.600]   There is no death that's too low.
[00:19:12.600 --> 00:19:18.720]   There is nothing you can do that is so bad that Christ's blood cannot cover.
[00:19:18.720 --> 00:19:20.080]   This is what his forgiveness looks like.
[00:19:20.080 --> 00:19:23.700]   You remember when I said that Christ offers us a powerful forgiveness?
[00:19:23.700 --> 00:19:24.920]   This is what I'm talking about.
[00:19:24.920 --> 00:19:27.440]   That is a powerful forgiveness.
[00:19:27.440 --> 00:19:33.960]   Don't we wish we knew how to live in a way where we could forgive others like that?
[00:19:33.960 --> 00:19:36.400]   The scripture would tell us that God loves us, right?
[00:19:36.400 --> 00:19:38.200]   I think we know that.
[00:19:38.200 --> 00:19:39.360]   God loves us.
[00:19:39.360 --> 00:19:42.160]   His forgiveness is not a siloed act.
[00:19:42.160 --> 00:19:46.520]   It's not just him responding to the fact that we made mistakes.
[00:19:46.520 --> 00:19:51.480]   No, but it tells us that God's forgiveness is an intentional act of love.
[00:19:51.480 --> 00:19:55.120]   John 3, 16, perhaps the most famous passage in scripture says what?
[00:19:55.120 --> 00:20:02.400]   For God so loved the world that he sent his son.
[00:20:02.400 --> 00:20:07.160]   And through his son, we get the forgiveness of our sins.
[00:20:07.160 --> 00:20:13.700]   In order to forgive us, God gives us Jesus.
[00:20:13.700 --> 00:20:15.320]   This is what his love looks like.
[00:20:15.320 --> 00:20:17.600]   He could have outsourced it.
[00:20:17.600 --> 00:20:22.880]   In the scripture, you read about like Michael the archangel or Gabriel who visits.
[00:20:22.880 --> 00:20:25.240]   He could have sent one of those guys.
