
[00:00:00.000 --> 00:00:02.000]   [sighs]
[00:02:28.040 --> 00:02:29.280]   and the environment, all these good things.
[00:02:29.280 --> 00:02:31.240]   And I said, okay, fine, I'll try something.
[00:02:31.240 --> 00:02:34.920]   I will cut out because I'm very dramatic.
[00:02:34.920 --> 00:02:35.800]   I'm like, you know what?
[00:02:35.800 --> 00:02:36.920]   Zero sugar.
[00:02:36.920 --> 00:02:40.360]   I'm American.
[00:02:40.360 --> 00:02:41.480]   We live on sugar.
[00:02:41.480 --> 00:02:42.760]   This was a pretty big deal for me.
[00:02:42.760 --> 00:02:43.600]   Zero sugar.
[00:02:43.600 --> 00:02:45.200]   So I'm like, all right, I'm gonna do zero sugar.
[00:02:45.200 --> 00:02:46.720]   I made a decision to put it in my head.
[00:02:46.720 --> 00:02:47.560]   I'm gonna do it.
[00:02:47.560 --> 00:02:48.600]   I told Nathan about it.
[00:02:48.600 --> 00:02:50.440]   And about six hours later,
[00:02:50.440 --> 00:02:55.920]   found myself craving, desperately desiring,
[00:02:55.920 --> 00:02:56.760]   bubble tea.
[00:02:56.760 --> 00:03:03.840]   As you can see who won this, it wasn't my discipline.
[00:03:03.840 --> 00:03:05.160]   I started off on this journey.
[00:03:05.160 --> 00:03:06.200]   I mean, I made it six hours.
[00:03:06.200 --> 00:03:08.160]   That's pretty big for me, guys.
[00:03:08.160 --> 00:03:09.520]   Like, that's huge, okay?
[00:03:09.520 --> 00:03:10.360]   I didn't even know.
[00:03:10.360 --> 00:03:11.760]   I was telling someone earlier, I'm like,
[00:03:11.760 --> 00:03:14.360]   it's not until you tell yourself, I'm going to do this,
[00:03:14.360 --> 00:03:15.240]   I'm gonna cut out sugar,
[00:03:15.240 --> 00:03:17.400]   that all of a sudden you're like, oh my gosh, bubble tea.
[00:03:17.400 --> 00:03:18.440]   It just becomes a big thing.
[00:03:18.440 --> 00:03:20.240]   I don't drink bubble tea ever now.
[00:03:20.240 --> 00:03:23.000]   But when I said I was gonna do this, that's what happened.
[00:03:23.000 --> 00:03:25.000]   And I found myself trying to do something
[00:03:25.000 --> 00:03:26.880]   and starting and having good intentions
[00:03:26.880 --> 00:03:28.160]   and doing the right thing,
[00:03:28.160 --> 00:03:31.000]   and then all of a sudden just not being able to continue.
[00:03:31.000 --> 00:03:31.840]   But that was years ago.
[00:03:31.840 --> 00:03:33.280]   I wanna tell you a story about what happened recently.
[00:03:33.280 --> 00:03:35.120]   This year, as many of you would know,
[00:03:35.120 --> 00:03:35.960]   I've got two kids.
[00:03:35.960 --> 00:03:37.000]   I've got a little daughter named Remy,
[00:03:37.000 --> 00:03:38.680]   who's a year and a half.
[00:03:38.680 --> 00:03:42.560]   And Remy likes to follow me and her mom into the kitchen
[00:03:42.560 --> 00:03:44.720]   whenever we're cooking or doing anything in the kitchen.
[00:03:44.720 --> 00:03:46.320]   And so we decided, you know,
[00:03:46.320 --> 00:03:48.120]   maybe we'll get her a toy kitchen
[00:03:48.120 --> 00:03:50.120]   so that she can play with our little things
[00:03:50.120 --> 00:03:52.480]   and not be in a space that's dangerous
[00:03:52.480 --> 00:03:54.640]   where there's food and hot oil and hot water
[00:03:54.640 --> 00:03:55.960]   and pans and things like that.
[00:03:55.960 --> 00:03:57.800]   So we decided let's get her a kitchen.
[00:03:57.800 --> 00:03:59.560]   My plan going into this was very simple.
[00:03:59.560 --> 00:04:01.960]   Whatever you do, don't order from Ikea
[00:04:01.960 --> 00:04:05.080]   because I have a beef with Ikea.
[00:04:05.080 --> 00:04:08.920]   Every time I try and follow the Ikea manual,
[00:04:08.920 --> 00:04:10.800]   I always fail miserably.
[00:04:10.800 --> 00:04:11.800]   So I'm like, you know what?
[00:04:11.800 --> 00:04:14.240]   I'm gonna order a kitchen that's gonna arrive
[00:04:14.240 --> 00:04:16.200]   and be delivered, fully installed.
[00:04:16.200 --> 00:04:17.360]   Don't get it from Ikea.
[00:04:17.360 --> 00:04:19.700]   Pro tip, if you're thinking about marrying somebody,
[00:04:19.700 --> 00:04:21.120]   you and that person should try
[00:04:21.120 --> 00:04:22.880]   setting up Ikea furniture together
[00:04:22.880 --> 00:04:24.480]   and see if you're still in love.
[00:04:24.480 --> 00:04:28.000]   It will definitely tell you whether or not you're compatible
[00:04:28.000 --> 00:04:30.000]   if you can build Ikea furniture together,
[00:04:30.000 --> 00:04:32.280]   it's a marriage that's gonna last forever.
[00:04:32.280 --> 00:04:33.760]   That's some honest truth.
[00:04:33.760 --> 00:04:35.880]   So anyways, I decided no Ikea, I'm not doing it.
[00:04:35.880 --> 00:04:38.160]   So I ordered from Amazon like a good American does
[00:04:38.160 --> 00:04:40.440]   and all of a sudden this box shows up,
[00:04:40.440 --> 00:04:42.760]   like huge box, shows up at my house.
[00:04:42.760 --> 00:04:45.560]   Great, open the door, bring in the box, I carry it.
[00:04:45.560 --> 00:04:47.480]   I'm like, great, the whole thing is here.
[00:04:47.480 --> 00:04:51.240]   I open it up and it's just a box of pieces of wood.
[00:04:51.240 --> 00:04:52.840]   Even though I didn't order from Ikea,
[00:04:52.840 --> 00:04:54.620]   I still was given all these pieces
[00:04:54.620 --> 00:04:57.680]   and I had to put it together, which I loathe and I hate.
[00:04:57.680 --> 00:05:00.960]   But I love my daughter, so I was gonna put it together.
[00:05:00.960 --> 00:05:02.840]   So I decided to read the little manual,
[00:05:02.840 --> 00:05:04.640]   get out a little screwdriver, all these little tools
[00:05:04.640 --> 00:05:06.500]   and whatever, start putting it together.
[00:05:06.500 --> 00:05:09.320]   So page one, I open it, I put this here, put that there,
[00:05:09.320 --> 00:05:11.480]   start building and slowly it starts getting bigger
[00:05:11.480 --> 00:05:13.160]   and bigger and starting looking like a kitchen
[00:05:13.160 --> 00:05:14.600]   and we're almost there, we're almost there
[00:05:14.600 --> 00:05:17.360]   and I get to the last page and something's wrong
[00:05:17.360 --> 00:05:19.440]   with the door to this kitchen.
[00:05:19.440 --> 00:05:20.520]   I can't figure out what it is.
[00:05:20.520 --> 00:05:24.000]   I'm like pretty much finished with the manual,
[00:05:24.000 --> 00:05:26.200]   the instructions, but the door is still janky
[00:05:26.200 --> 00:05:27.640]   and falling off and every time I put it in,
[00:05:27.640 --> 00:05:29.320]   it comes out and it's not really working.
[00:05:29.320 --> 00:05:30.840]   I'm getting more frustrated, I should have just gone
[00:05:30.840 --> 00:05:33.240]   with Ikea and had them come and install it probably,
[00:05:33.240 --> 00:05:35.080]   but I wasn't smart, ordered from Amazon
[00:05:35.080 --> 00:05:36.560]   and now I have to figure it out by myself.
[00:05:36.560 --> 00:05:38.040]   My wife is putting the kids to sleep
[00:05:38.040 --> 00:05:40.480]   and I'm like, I wanna be that dad who's like up all night,
[00:05:40.480 --> 00:05:41.480]   you know, getting her kitchen ready.
[00:05:41.480 --> 00:05:43.040]   So in the morning when she wakes up,
[00:05:43.040 --> 00:05:44.400]   Remy will come out and she'll crawl
[00:05:44.400 --> 00:05:46.280]   and she'll see her kitchen and love it and love me
[00:05:46.280 --> 00:05:48.160]   and I'll be her biggest hero.
[00:05:48.160 --> 00:05:51.880]   However, I could not figure out how to do this kitchen
[00:05:51.880 --> 00:05:53.160]   and it's not even that complicated.
[00:05:53.160 --> 00:05:54.720]   I'm just so bad at these things.
[00:05:54.720 --> 00:05:58.200]   So I quit, I just couldn't do it, guys.
[00:05:58.200 --> 00:06:01.680]   Like I really tried and there was no success.
[00:06:01.680 --> 00:06:03.520]   Recently, even my wife has made this comment.
[00:06:03.520 --> 00:06:06.320]   So unfortunately, Remy sees her kitchen and it's cute,
[00:06:06.320 --> 00:06:07.240]   but the door's falling off.
[00:06:07.240 --> 00:06:10.040]   There's a picture so you can see I'm not lying about this.
[00:06:10.040 --> 00:06:12.560]   It's almost there.
[00:06:12.560 --> 00:06:15.120]   I started well, I made it halfway through.
[00:06:15.120 --> 00:06:18.320]   I was like 98%, but something's off with the door.
[00:06:18.320 --> 00:06:19.440]   I just can't figure out.
[00:06:19.440 --> 00:06:20.720]   My wife is like, oh, you should've just screwed
[00:06:20.720 --> 00:06:22.280]   this one piece here, but you know,
[00:06:22.280 --> 00:06:23.520]   I don't know what I'm doing with my life.
[00:06:23.520 --> 00:06:26.160]   So anyways, Remy is only one and a half
[00:06:26.160 --> 00:06:27.960]   and she doesn't care, she loves her kitchen.
[00:06:27.960 --> 00:06:30.800]   It's perfectly fine, life goes on.
[00:06:30.800 --> 00:06:34.080]   But for lots of us, it's not as simple as
[00:06:34.080 --> 00:06:35.640]   cutting up sugar and getting bubble tea
[00:06:35.640 --> 00:06:38.560]   or building a kitchen for your daughter.
[00:06:38.560 --> 00:06:40.720]   All of us carry in our hearts and our spirits
[00:06:40.720 --> 00:06:43.560]   these things that God has called us into,
[00:06:43.560 --> 00:06:45.600]   the people God has called us to be,
[00:06:45.600 --> 00:06:47.840]   the relationships God has called us into.
[00:06:47.840 --> 00:06:52.280]   And we started with all these great intentions.
[00:06:52.280 --> 00:06:55.360]   We desire to do the right thing and that should count.
[00:06:55.360 --> 00:06:56.960]   I think it does a little bit.
[00:06:56.960 --> 00:06:59.560]   So we take our steps and we follow through
[00:06:59.560 --> 00:07:01.760]   and we walk and we walk, but then mountain.
[00:07:01.760 --> 00:07:03.720]   Okay, okay, I can get through that one.
[00:07:03.720 --> 00:07:06.320]   I'm making it through that one, but then obstacle again.
[00:07:06.320 --> 00:07:07.640]   You're like, man, I'm trying to follow God.
[00:07:07.640 --> 00:07:09.280]   Why is it gonna be so hard?
[00:07:09.280 --> 00:07:10.600]   Right, like I'm trying, I'm trying,
[00:07:10.600 --> 00:07:12.320]   and you're like, what am I supposed to do?
[00:07:12.320 --> 00:07:14.320]   What are you supposed to do in those moments
[00:07:14.320 --> 00:07:16.160]   when you are trying to follow God
[00:07:16.160 --> 00:07:17.880]   and do the things that he's given you
[00:07:17.880 --> 00:07:21.600]   or put on your heart, trying to be the best that you can,
[00:07:21.600 --> 00:07:25.560]   and you end up with this incomplete mission,
[00:07:25.560 --> 00:07:28.600]   this incomplete vision, this incomplete dream.
[00:07:28.600 --> 00:07:29.680]   Your resources aren't enough,
[00:07:29.680 --> 00:07:31.800]   you're not strong enough to make it happen.
[00:07:31.800 --> 00:07:33.640]   You've lost sight of the vision,
[00:07:33.640 --> 00:07:38.360]   and you have to let that thing be dormant and just stay there.
[00:07:38.360 --> 00:07:43.200]   What does God expect from you in those moments?
[00:07:43.200 --> 00:07:49.680]   What does God desire that we do when we've tried our best
[00:07:49.680 --> 00:07:51.640]   and our best just isn't good enough?
[00:07:51.640 --> 00:07:55.560]   When we've run out of strength or willpower to keep going?
[00:07:55.560 --> 00:07:58.200]   When we've actually tried God, we put our best foot forward,
[00:07:58.200 --> 00:08:01.640]   but everything kept coming at us and kept coming at us,
[00:08:01.640 --> 00:08:05.280]   and every obstacle, every possible challenge kept showing up.
[00:08:05.280 --> 00:08:08.480]   What does God desire for us in that moment?
[00:08:08.480 --> 00:08:13.840]   Why has he given us an impossible dream?
[00:08:13.840 --> 00:08:18.160]   Why has God given you an unreachable task?
[00:08:18.160 --> 00:08:20.800]   Can anyone relate to this feeling?
[00:08:20.800 --> 00:08:22.640]   Has anyone been in that place before?
[00:08:22.640 --> 00:08:25.400]   Just lift your hand so others know that they're not alone.
[00:08:25.400 --> 00:08:27.600]   So quite a few of us have been there before,
[00:08:27.600 --> 00:08:28.920]   where God has led us to something.
[00:08:28.920 --> 00:08:32.120]   We're like, how am I supposed to do this?
[00:08:32.120 --> 00:08:35.320]   Perhaps you're here and you're in that place right now.
[00:08:35.320 --> 00:08:37.480]   God has called you to do what seems impossible,
[00:08:37.480 --> 00:08:40.680]   and you're asking yourself, what am I supposed to do now, God?
[00:08:40.680 --> 00:08:44.320]   What am I supposed to do now?
[00:08:44.320 --> 00:08:46.160]   I've tried.
[00:08:46.160 --> 00:08:48.800]   What am I supposed to do now?
[00:08:48.800 --> 00:08:54.640]   I wanna share with us a story out of Scripture
[00:08:54.640 --> 00:09:00.960]   of a time in the life of God's people in their history
[00:09:00.960 --> 00:09:03.440]   where they found themselves in some of the most
[00:09:03.440 --> 00:09:06.760]   impossible moments.
[00:09:06.760 --> 00:09:10.320]   A story of a man named Zerubbabel.
[00:09:10.320 --> 00:09:15.000]   The people of Israel had been exiled.
[00:09:15.000 --> 00:09:18.040]   Their city had been destroyed by the Babylonians.
[00:09:18.040 --> 00:09:19.960]   Their temple, we're just saying a song
[00:09:19.960 --> 00:09:22.040]   about how much we love the presence of God.
[00:09:22.040 --> 00:09:24.560]   The presence of God dwelt in a temple.
[00:09:24.560 --> 00:09:26.440]   So they had a physical place they could go
[00:09:26.440 --> 00:09:28.120]   if they wanted to see the presence of God,
[00:09:28.120 --> 00:09:29.240]   experience the presence of God.
[00:09:29.240 --> 00:09:30.960]   That had been destroyed.
[00:09:30.960 --> 00:09:33.880]   They felt like God had left them.
[00:09:33.880 --> 00:09:36.840]   The Ark of the Covenant, which held the 10 Commandments,
[00:09:36.840 --> 00:09:41.080]   was like the manifestation of the spirit of God was lost.
[00:09:41.080 --> 00:09:42.120]   No one knows where they are.
[00:09:42.120 --> 00:09:44.240]   They are completely scattered,
[00:09:44.240 --> 00:09:47.240]   and they get sent into exile for years,
[00:09:47.240 --> 00:09:52.600]   about 70-ish years, from empire to empire.
[00:09:52.600 --> 00:09:53.640]   First, it's the Babylonians,
[00:09:53.640 --> 00:09:56.240]   then it's the Persians and the Medes.
[00:09:56.240 --> 00:10:01.160]   And eventually, somehow, through some divine something,
[00:10:01.160 --> 00:10:04.240]   the King of Persia allows them to go back,
[00:10:04.240 --> 00:10:07.440]   back to their homeland, and they get back.
[00:10:07.440 --> 00:10:08.280]   They send Zerubbabel.
[00:10:08.280 --> 00:10:09.720]   Zerubbabel ends up being the governor.
[00:10:09.720 --> 00:10:12.520]   Him and about 50,000 people make their way back
[00:10:12.520 --> 00:10:15.440]   to a destroyed land that has nothing now.
[00:10:15.440 --> 00:10:16.520]   Everything's been burnt down.
[00:10:16.520 --> 00:10:18.440]   There's just rubble and ashes,
[00:10:18.440 --> 00:10:20.120]   and there's nothing beautiful.
[00:10:20.120 --> 00:10:25.600]   And it's in this space that God commissions Zerubbabel.
[00:10:25.600 --> 00:10:26.520]   I'm gonna read it to you.
[00:10:26.520 --> 00:10:27.440]   He says this.
[00:10:27.440 --> 00:10:30.840]   So the Lord stirred up in the spirit of Zerubbabel,
[00:10:30.840 --> 00:10:33.480]   governor of Judah, and the spirit of Joshua,
[00:10:33.480 --> 00:10:35.880]   son of Josedach, the high priest,
[00:10:35.880 --> 00:10:38.120]   and the spirit of the whole remnant of the people.
[00:10:38.120 --> 00:10:40.320]   They came and they began to work
[00:10:40.320 --> 00:10:42.960]   on the house of the Lord Almighty, their God,
[00:10:42.960 --> 00:10:44.920]   which is found in Haggai.
[00:10:44.920 --> 00:10:47.240]   So they get back, and everything is a mess.
[00:10:47.240 --> 00:10:48.320]   There's nothing beautiful.
[00:10:48.320 --> 00:10:50.080]   It's just rubble, and it's terrible,
[00:10:50.080 --> 00:10:51.320]   and there's nothing here.
[00:10:51.320 --> 00:10:54.400]   And God stirs in their spirit.
[00:10:55.400 --> 00:10:58.000]   He initiates it for them.
[00:10:58.000 --> 00:10:59.000]   Think about this.
[00:10:59.000 --> 00:11:03.720]   God disrupts them and says, "I want you to do this thing.
[00:11:03.720 --> 00:11:07.440]   "I want you guys to start building my temple again."
[00:11:07.440 --> 00:11:08.920]   God interrupts their plan.
[00:11:08.920 --> 00:11:10.080]   God intervenes into them.
[00:11:10.080 --> 00:11:12.080]   He stirs their spirit.
[00:11:12.080 --> 00:11:13.200]   This is good to remember.
[00:11:13.200 --> 00:11:16.480]   This whole temple thing is God's idea.
[00:11:16.480 --> 00:11:19.080]   Like, it wasn't like they're like,
[00:11:19.080 --> 00:11:21.320]   "Oh, let's just be really good, and let's build this."
[00:11:21.320 --> 00:11:25.080]   It's like God creates that desire in them,
[00:11:25.080 --> 00:11:26.520]   and commissions them.
[00:11:26.520 --> 00:11:29.880]   So God's idea given to them, "Go and do this."
[00:11:29.880 --> 00:11:30.880]   And I think for lots of us,
[00:11:30.880 --> 00:11:33.520]   when we have the idea of God's idea
[00:11:33.520 --> 00:11:34.680]   sending us to do something,
[00:11:34.680 --> 00:11:36.800]   or God has led us into this thing,
[00:11:36.800 --> 00:11:39.560]   we carry these preconceived ideas
[00:11:39.560 --> 00:11:43.320]   that because it's God's idea, it's meant to be easy.
[00:11:43.320 --> 00:11:45.880]   I mean, I carry that a lot of times.
[00:11:45.880 --> 00:11:47.840]   I have to regularly, I don't have to do anything.
[00:11:47.840 --> 00:11:50.000]   Actually, just living shows me clearly
[00:11:50.000 --> 00:11:52.200]   that just because I'm following God's plan
[00:11:52.200 --> 00:11:54.600]   does not mean it's gonna be easy.
[00:11:54.600 --> 00:11:56.560]   Sometimes I'm like, it becomes harder, right?
[00:11:56.560 --> 00:11:59.120]   Like, sometimes not following God's plan is the easy way,
[00:11:59.120 --> 00:12:00.240]   and everything is going well,
[00:12:00.240 --> 00:12:01.360]   but then I follow God's plan,
[00:12:01.360 --> 00:12:03.040]   it's like difficulty, difficulty, difficulty.
[00:12:03.040 --> 00:12:04.880]   I'm like, "What am I doing?"
[00:12:04.880 --> 00:12:06.160]   But that's how these people feel.
[00:12:06.160 --> 00:12:08.480]   The spirit of God stirs in their heart
[00:12:08.480 --> 00:12:11.520]   this desire to build, rebuild the temple.
[00:12:11.520 --> 00:12:17.200]   He interrupts their life, and sets them on this course.
[00:12:18.440 --> 00:12:20.440]   And I think their expectation is that,
[00:12:20.440 --> 00:12:22.640]   okay, if God has commissioned us to do this,
[00:12:22.640 --> 00:12:25.640]   if he's set it in our hearts, then let's do it.
[00:12:25.640 --> 00:12:26.480]   It's gonna be great.
[00:12:26.480 --> 00:12:28.120]   And they start to do it.
[00:12:28.120 --> 00:12:29.440]   They expect for it to be easy.
[00:12:29.440 --> 00:12:31.280]   But if you were here a few months back,
[00:12:31.280 --> 00:12:33.240]   you would've known that we as a Vine community
[00:12:33.240 --> 00:12:35.880]   went through this series on the book of Ezra,
[00:12:35.880 --> 00:12:38.680]   looking at this very aspect of the story,
[00:12:38.680 --> 00:12:40.760]   where they go to rebuild, and they get there,
[00:12:40.760 --> 00:12:42.000]   and they're literally standing
[00:12:42.000 --> 00:12:44.440]   in the rubble of the old temple.
[00:12:44.440 --> 00:12:46.240]   Like, talk about sad.
[00:12:46.240 --> 00:12:48.680]   Like, you're literally standing in the ruins of it.
[00:12:48.680 --> 00:12:51.240]   And I'm sure there's disappointment, and emotions,
[00:12:51.240 --> 00:12:55.040]   and frustrations, and hurt, and anger, and sadness.
[00:12:55.040 --> 00:12:58.080]   And it's from that space that they're supposed to build.
[00:12:58.080 --> 00:12:59.640]   And as they start building,
[00:12:59.640 --> 00:13:02.880]   there's those who are remembering how beautiful,
[00:13:02.880 --> 00:13:05.000]   and how great, and how much splendor
[00:13:05.000 --> 00:13:06.680]   the old temple used to have.
[00:13:06.680 --> 00:13:08.080]   The presence of God used to be here.
[00:13:08.080 --> 00:13:10.600]   Solomon, who was the richest king of his day,
[00:13:10.600 --> 00:13:12.280]   built this magnificent temple.
[00:13:12.280 --> 00:13:15.000]   It was beautiful to look at.
[00:13:15.000 --> 00:13:16.360]   And here they are standing in rubble,
[00:13:16.360 --> 00:13:17.200]   trying to rebuild it.
[00:13:17.200 --> 00:13:20.520]   So you have those who are literally weeping.
[00:13:20.520 --> 00:13:23.360]   Then you have those who are worshiping,
[00:13:23.360 --> 00:13:26.080]   because the idea of building God's temple,
[00:13:26.080 --> 00:13:27.920]   and the presence of God being back with his people,
[00:13:27.920 --> 00:13:29.040]   they could see this future hope.
[00:13:29.040 --> 00:13:30.600]   So you've got this weeping, and wailing,
[00:13:30.600 --> 00:13:33.400]   and worshiping happening side by side,
[00:13:33.400 --> 00:13:34.520]   while standing in the rubble.
[00:13:34.520 --> 00:13:36.680]   And then people start coming against them.
[00:13:36.680 --> 00:13:38.960]   People start trying to prevent them
[00:13:38.960 --> 00:13:41.200]   from building the temple.
[00:13:41.200 --> 00:13:43.080]   So now they're getting more obstacles, and more obstacles.
[00:13:43.080 --> 00:13:44.960]   And Pastor Andrew took us through a four-week series
[00:13:44.960 --> 00:13:45.800]   looking at this.
[00:13:45.800 --> 00:13:48.960]   But I wanna take us through what happens after all of that.
[00:13:48.960 --> 00:13:52.480]   So they go through these obstacles,
[00:13:52.480 --> 00:13:54.200]   and eventually they reach a point where they're like,
[00:13:54.200 --> 00:13:55.360]   we just can't do it.
[00:13:55.360 --> 00:13:59.680]   This desire that God had stirred in their hearts
[00:13:59.680 --> 00:14:01.200]   looks impossible.
[00:14:01.200 --> 00:14:02.720]   There's nothing that's making it happen.
[00:14:02.720 --> 00:14:05.640]   Every step there's difficulty, and there's frustration,
[00:14:05.640 --> 00:14:08.160]   and there's people against us, and situations against us.
[00:14:08.160 --> 00:14:09.160]   So they quit.
[00:14:09.160 --> 00:14:10.000]   They let it go.
[00:14:10.000 --> 00:14:11.760]   They just let it, they don't disobey God.
[00:14:11.760 --> 00:14:13.160]   They just stop obeying God.
[00:14:14.200 --> 00:14:16.840]   They let the dream die.
[00:14:16.840 --> 00:14:20.640]   They let it lie dormant for about 20 years.
[00:14:20.640 --> 00:14:23.800]   And actually, this is a really fascinating story.
[00:14:23.800 --> 00:14:25.080]   I can't go into it here,
[00:14:25.080 --> 00:14:28.000]   but they start building their own lives.
[00:14:28.000 --> 00:14:28.960]   They start rebuilding again.
[00:14:28.960 --> 00:14:31.480]   They've come back to their exiled land,
[00:14:31.480 --> 00:14:32.320]   where they were exiled from,
[00:14:32.320 --> 00:14:33.320]   and they're building their lives.
[00:14:33.320 --> 00:14:35.640]   And God's like, you're building your own life,
[00:14:35.640 --> 00:14:36.480]   but what about the temple?
[00:14:36.480 --> 00:14:38.440]   But that was too big for them, so they gave up on it.
[00:14:38.440 --> 00:14:40.280]   They let it go for 20 years.
[00:14:40.280 --> 00:14:41.200]   So they're living in the land,
[00:14:41.480 --> 00:14:45.600]   building up their lives with no temple for 20 years.
[00:14:45.600 --> 00:14:48.200]   And it's in that space that God breaks in
[00:14:48.200 --> 00:14:51.080]   through the prophet of Zachariah,
[00:14:51.080 --> 00:14:52.320]   speaking to the people,
[00:14:52.320 --> 00:14:57.280]   giving them perhaps the most important thing
[00:14:57.280 --> 00:15:00.680]   that they were missing when it came to following God
[00:15:00.680 --> 00:15:02.240]   and building his temple,
[00:15:02.240 --> 00:15:03.640]   whether it be building his temple
[00:15:03.640 --> 00:15:06.320]   or just being a follower of Yahweh.
[00:15:06.320 --> 00:15:07.600]   Some crucial information.
[00:15:07.600 --> 00:15:10.880]   So I'm gonna read for us here in Zachariah chapter four,
[00:15:10.880 --> 00:15:12.200]   starting at verse one.
[00:15:12.200 --> 00:15:15.840]   This is a vision, so it's not gonna be really clear.
[00:15:15.840 --> 00:15:18.000]   There's gonna be symbols and lamps and trees
[00:15:18.000 --> 00:15:18.840]   and things like that.
[00:15:18.840 --> 00:15:20.600]   But eventually, we'll get to verse six,
[00:15:20.600 --> 00:15:21.840]   where it'll be super clear.
[00:15:21.840 --> 00:15:24.240]   Says this, "Then the angel who talked with me
[00:15:24.240 --> 00:15:26.080]   "returned and woke me up,
[00:15:26.080 --> 00:15:28.120]   "like someone awakened from sleep.
[00:15:28.120 --> 00:15:29.440]   "He asked me, 'What do you see?'
[00:15:29.440 --> 00:15:31.680]   "And I answered, 'I see a solid gold lampstand
[00:15:31.680 --> 00:15:34.960]   "'with a bowl at the top and seven lamps on it,
[00:15:34.960 --> 00:15:37.380]   "'with seven channels through the lamps.
[00:15:37.380 --> 00:15:39.800]   "'Also, there are two olive trees by it,
[00:15:39.800 --> 00:15:42.800]   "'one on the right of the bowl and the other on its left.'
[00:15:42.800 --> 00:15:44.720]   "I asked the angel who talked to me,
[00:15:44.720 --> 00:15:46.220]   "'What are these, my Lord?'
