
[00:00:00.000 --> 00:00:01.340]   Amen, awesome.
[00:01:21.140 --> 00:01:24.620]   and help us to become more a reflection of Him
[00:01:24.620 --> 00:01:25.640]   in the world around us.
[00:01:25.640 --> 00:01:29.720]   In other words, God's primary focus of His heart as a Father
[00:01:29.720 --> 00:01:33.680]   and the Spirit's primary work in your life
[00:01:33.680 --> 00:01:36.480]   and Jesus's primary focus
[00:01:36.480 --> 00:01:41.440]   is to help this transformation process happen in you
[00:01:41.440 --> 00:01:43.800]   so that you can begin to be the very person
[00:01:43.800 --> 00:01:45.320]   that He longs for you to be.
[00:01:45.320 --> 00:01:51.720]   And so none of you have come into church today by mistake.
[00:01:51.720 --> 00:01:53.400]   I believe none of you watching online
[00:01:53.400 --> 00:01:54.960]   in the overflow in this room right now,
[00:01:54.960 --> 00:01:57.680]   none of you are here just for an event.
[00:01:57.680 --> 00:02:01.640]   You are here because there is something in your life
[00:02:01.640 --> 00:02:05.360]   that the Lord wants to touch, wants to liberate,
[00:02:05.360 --> 00:02:08.000]   wants to heal, wants to restore.
[00:02:08.000 --> 00:02:12.000]   There's something in you that He wants to move His Spirit over
[00:02:12.000 --> 00:02:16.160]   and do such a renewal and a restoration work
[00:02:16.160 --> 00:02:19.540]   that you would feel like you've become the person
[00:02:19.540 --> 00:02:20.380]   that you're designed to be.
[00:02:20.380 --> 00:02:21.880]   If you're anything like me,
[00:02:21.880 --> 00:02:25.160]   you can recognize that there are some areas in your life
[00:02:25.160 --> 00:02:28.480]   that you wish were healed, restored, renewed,
[00:02:28.480 --> 00:02:30.840]   that you wish you were a better person.
[00:02:30.840 --> 00:02:32.920]   And I believe that over the next four weeks,
[00:02:32.920 --> 00:02:36.800]   God is gonna drop into your spirit some of the keys,
[00:02:36.800 --> 00:02:40.120]   some of the ways in which you can grow and transform
[00:02:40.120 --> 00:02:42.360]   and become that person that He longs to be.
[00:02:42.360 --> 00:02:44.920]   That's why I'm excited today.
[00:02:44.920 --> 00:02:47.500]   And this all links back to what we shared with you
[00:02:47.500 --> 00:02:49.440]   at Vision Sunday here at The Vine in March.
[00:02:49.440 --> 00:02:51.320]   If you've been coming to The Vine for a while
[00:02:51.320 --> 00:02:53.160]   at the beginning of March, every year,
[00:02:53.160 --> 00:02:55.760]   we share a Vision Sunday where we tell you
[00:02:55.760 --> 00:02:57.880]   about the sense that we have as a leadership
[00:02:57.880 --> 00:03:00.320]   about God's heart for us as a church community.
[00:03:00.320 --> 00:03:02.160]   And back then we mentioned
[00:03:02.160 --> 00:03:06.440]   that we are in an uncharted territory season,
[00:03:06.440 --> 00:03:08.640]   that the Lord is wanting to move The Vine
[00:03:08.640 --> 00:03:11.240]   into uncharted territory.
[00:03:11.240 --> 00:03:14.880]   And what we explained to you about on that first Sunday
[00:03:14.880 --> 00:03:18.160]   in March is that this is always the call of the Lord
[00:03:18.160 --> 00:03:20.920]   when He wants to do something significantly new
[00:03:20.920 --> 00:03:21.840]   amongst His people.
[00:03:21.840 --> 00:03:24.960]   Uncharted territory is literally territory
[00:03:24.960 --> 00:03:28.160]   where we have no map, we've never been there before,
[00:03:28.160 --> 00:03:30.880]   there is no idea or strategy for what it is,
[00:03:30.880 --> 00:03:33.320]   but God wants to take us from where we are today
[00:03:33.320 --> 00:03:36.840]   and He wants to place us where we've never been before.
[00:03:36.840 --> 00:03:39.720]   And when we're in this season of uncharted territory,
[00:03:39.720 --> 00:03:42.760]   it's an adventure, it's a joy,
[00:03:42.760 --> 00:03:44.400]   but it's also kind of scary
[00:03:44.400 --> 00:03:46.200]   because we don't know how to define it.
[00:03:46.200 --> 00:03:48.040]   We don't know exactly what it's gonna look like,
[00:03:48.040 --> 00:03:50.040]   we don't know exactly how it's gonna happen
[00:03:50.040 --> 00:03:53.880]   and what God does in a season of uncharted territory
[00:03:53.880 --> 00:03:58.120]   is He calls us to faith, He calls us to trust Him.
[00:03:58.120 --> 00:04:00.440]   Because there isn't a strategy, there aren't resources,
[00:04:00.440 --> 00:04:02.680]   there isn't the map to know where it is that we're going,
[00:04:02.680 --> 00:04:05.840]   but we have this sense that He wants to take us there.
[00:04:05.840 --> 00:04:08.160]   And I feel like for some of you in this room,
[00:04:08.160 --> 00:04:10.560]   in this journey of personal transformation,
[00:04:10.560 --> 00:04:12.600]   that resonates with you.
[00:04:12.600 --> 00:04:15.800]   It's like, you're like, I wanna be different,
[00:04:15.800 --> 00:04:18.280]   I wanna be better, I wanna be more wise,
[00:04:18.280 --> 00:04:21.120]   I wanna be more Christ-centered,
[00:04:21.120 --> 00:04:23.000]   I wanna be more compassionate,
[00:04:23.000 --> 00:04:25.560]   I wanna have breakthroughs in my work,
[00:04:25.560 --> 00:04:27.920]   I wanna just be a better human being.
[00:04:27.920 --> 00:04:30.320]   You're kind of feeling it in your spirit,
[00:04:30.320 --> 00:04:32.000]   but it's uncharted.
[00:04:32.000 --> 00:04:34.400]   You're not sure where it's going to go,
[00:04:34.400 --> 00:04:37.640]   but God say, don't worry, I've got you.
[00:04:37.640 --> 00:04:40.640]   And I'm gonna come and I'm gonna work in your life
[00:04:40.640 --> 00:04:43.280]   and gently step by step,
[00:04:43.280 --> 00:04:45.080]   you're gonna transform and be renewed
[00:04:45.080 --> 00:04:47.760]   into something truly beautiful.
[00:04:47.760 --> 00:04:48.880]   And at that Vision Sunday,
[00:04:48.880 --> 00:04:52.280]   I shared with you a word that the Lord had given me
[00:04:52.280 --> 00:04:55.680]   whilst I was in the Camino de Santiago in Spain,
[00:04:55.680 --> 00:04:58.600]   this pilgrimage last year that I did on my sabbatical.
[00:04:58.600 --> 00:05:00.480]   And as I was walking in Spain,
[00:05:00.480 --> 00:05:03.400]   God gave me a word for us as a community and as a church.
[00:05:03.400 --> 00:05:06.120]   I wrote it down here on this very piece of paper.
[00:05:06.120 --> 00:05:08.680]   And I read this to us back in March,
[00:05:08.680 --> 00:05:09.880]   but I wanna read it again,
[00:05:09.880 --> 00:05:12.360]   because this is still the season we're in.
[00:05:12.360 --> 00:05:14.600]   And as we move to the second half of the year now,
[00:05:14.600 --> 00:05:17.680]   this is still a thing that resonates on his heart
[00:05:17.680 --> 00:05:20.400]   for us, so let me read this to us.
[00:05:20.400 --> 00:05:21.240]   It says this,
[00:05:21.240 --> 00:05:25.920]   "I am about to move the vine into uncharted territory.
[00:05:25.920 --> 00:05:29.120]   I desire to take you to places you have never been,
[00:05:29.120 --> 00:05:32.920]   to stretch you beyond what you're currently comfortable with.
[00:05:32.920 --> 00:05:35.400]   These are uncharted territories,
[00:05:35.400 --> 00:05:39.160]   and they are necessary for your faith and my work.
[00:05:39.160 --> 00:05:42.880]   You do not have the strategy, resources, gifts,
[00:05:42.880 --> 00:05:45.120]   or wisdom for what is coming.
[00:05:45.120 --> 00:05:46.800]   That is not the issue.
[00:05:46.800 --> 00:05:50.480]   All you need to begin is faith and courage."
[00:05:50.480 --> 00:05:51.320]   Let me just stop there.
[00:05:51.320 --> 00:05:54.640]   "All you need to begin is not the answer,
[00:05:54.640 --> 00:05:56.800]   is not how everything's gonna pan out,
[00:05:56.800 --> 00:05:59.400]   is not how everything's gonna look at the end of it all.
[00:05:59.400 --> 00:06:01.280]   All you need right now," the Lord is saying,
[00:06:01.280 --> 00:06:03.280]   "is faith and courage."
[00:06:03.280 --> 00:06:05.320]   Father, I wanna pray faith and courage
[00:06:05.320 --> 00:06:06.800]   into the vine community.
[00:06:06.800 --> 00:06:08.800]   Lord, I wanna pray that you would fill the people
[00:06:08.800 --> 00:06:11.280]   in this room with a greater faith and courage
[00:06:11.280 --> 00:06:13.200]   for their personal transformation.
[00:06:13.200 --> 00:06:14.400]   I wanna pray, Lord,
[00:06:14.440 --> 00:06:17.800]   that you would put such faith inside of them,
[00:06:17.800 --> 00:06:19.480]   that every day they would wake up and say,
[00:06:19.480 --> 00:06:22.240]   "I know that today is gonna be better
[00:06:22.240 --> 00:06:23.400]   than what's been behind.
[00:06:23.400 --> 00:06:25.720]   I know that the Lord is with me,
[00:06:25.720 --> 00:06:28.400]   and if he is with me, who can be against me?"
[00:06:28.400 --> 00:06:31.280]   Lord, I pray for a release of courage amongst your people.
[00:06:31.280 --> 00:06:33.240]   In Jesus' name, everyone says.
[00:06:33.240 --> 00:06:35.480]   So all you need to begin is faith and courage.
[00:06:35.480 --> 00:06:38.320]   This is about complete trust in me.
[00:06:38.320 --> 00:06:41.080]   What I will give you, though, is a burden.
[00:06:41.080 --> 00:06:43.960]   I will give you a new heart.
[00:06:43.960 --> 00:06:46.440]   I will make you unsatisfied for the here and now.
[00:06:46.440 --> 00:06:48.480]   I will place my hand upon you
[00:06:48.480 --> 00:06:52.800]   and stir up the joy of the pursuit of me.
[00:06:52.800 --> 00:06:55.040]   I'm not calling you to a vision with knowledge
[00:06:55.040 --> 00:06:56.320]   of all that is ahead.
[00:06:56.320 --> 00:06:59.120]   No, this is uncharted territory.
[00:06:59.120 --> 00:07:02.360]   What I am calling you to is a value,
[00:07:02.360 --> 00:07:04.680]   the value of complete and total surrender,
[00:07:04.680 --> 00:07:08.480]   a holy dissatisfaction in the way things have been,
[00:07:08.480 --> 00:07:12.160]   and a passionate longing for the discovery of more.
[00:07:12.160 --> 00:07:13.880]   And then I wrote in brackets just below it,
[00:07:13.880 --> 00:07:15.640]   "Preach on this sometime."
[00:07:15.640 --> 00:07:19.680]   But I love this because that statement there
[00:07:19.680 --> 00:07:22.560]   is really the summary, if you will,
[00:07:22.560 --> 00:07:25.680]   of what personal transformation is all about.
[00:07:25.680 --> 00:07:29.680]   This is how it begins, a holy dissatisfaction
[00:07:29.680 --> 00:07:31.680]   in how things currently are,
[00:07:31.680 --> 00:07:36.680]   and a longing and a faith and a courage that there's more,
[00:07:36.680 --> 00:07:40.600]   that there's more for me, there's more for my future,
[00:07:40.600 --> 00:07:42.040]   there's more for who I am,
[00:07:42.040 --> 00:07:43.880]   there's more depths of Christ
[00:07:43.880 --> 00:07:45.400]   that the Lord wants to open up for me,
[00:07:45.400 --> 00:07:48.120]   there's more compassion that he wants to place within me.
[00:07:48.120 --> 00:07:50.600]   I'm not the final product today,
[00:07:50.600 --> 00:07:52.960]   and God has given me a new heart,
[00:07:52.960 --> 00:07:56.320]   a new burden to seek and be on my knees
[00:07:56.320 --> 00:07:59.720]   and to pray and believe that greater will be ahead of me
[00:07:59.720 --> 00:08:01.720]   what has been behind me.
[00:08:01.720 --> 00:08:05.240]   And this is the starting point of any journey
[00:08:05.240 --> 00:08:09.520]   of personal transformation, a burden for change.
[00:08:11.680 --> 00:08:14.680]   And what I wanna do today and over the next four weeks
[00:08:14.680 --> 00:08:17.880]   is unpack a little bit about what this burden
[00:08:17.880 --> 00:08:20.360]   for change in us looks like,
[00:08:20.360 --> 00:08:23.440]   and some of the keys by which we can take that burden
[00:08:23.440 --> 00:08:25.400]   and truly live it out in our lives.
[00:08:25.400 --> 00:08:27.240]   Interestingly, over the last six months,
[00:08:27.240 --> 00:08:30.280]   I've been praying this exact passage,
[00:08:30.280 --> 00:08:34.120]   this exact group of God's word over us, for us.
[00:08:34.120 --> 00:08:35.280]   And as I've been praying it,
[00:08:35.280 --> 00:08:37.040]   he led me about four months ago
[00:08:37.040 --> 00:08:39.600]   to the Old Testament book of Ezra.
[00:08:39.600 --> 00:08:42.520]   Now, I don't know if you've ever read the book of Ezra before
[00:08:42.520 --> 00:08:44.360]   or if you've ever heard anyone preach
[00:08:44.360 --> 00:08:45.440]   from the book of Ezra before,
[00:08:45.440 --> 00:08:49.160]   but the book of Ezra is this significant book
[00:08:49.160 --> 00:08:51.480]   in the narrative of the Old Testament.
[00:08:51.480 --> 00:08:53.600]   It happens about sort of three quarters of the way
[00:08:53.600 --> 00:08:56.640]   through the Old Testament in terms of its chronology,
[00:08:56.640 --> 00:08:59.480]   but the book of Ezra narrates and chronicles
[00:08:59.480 --> 00:09:02.280]   a significant time in Israel's history,
[00:09:02.280 --> 00:09:04.680]   a turning point in their history,
[00:09:04.680 --> 00:09:09.280]   what you might call an uncharted season in their history.
[00:09:09.280 --> 00:09:12.160]   It's the time where Israel is released
[00:09:12.160 --> 00:09:15.360]   from their captivity in exile in Babylon
[00:09:15.360 --> 00:09:18.880]   and are brought back to their city of Jerusalem,
[00:09:18.880 --> 00:09:20.880]   the city that had been destroyed
[00:09:20.880 --> 00:09:24.520]   by the Babylonians some 70 years earlier.
[00:09:24.520 --> 00:09:27.040]   So the book of Ezra captures for us the moment
[00:09:27.040 --> 00:09:28.680]   where God's people are released
[00:09:28.680 --> 00:09:30.900]   and they're able to go back to their city,
[00:09:30.900 --> 00:09:35.900]   which has been desolated from the attacks 70 years before.
[00:09:37.640 --> 00:09:40.960]   And one of the things that you see in this book
[00:09:40.960 --> 00:09:44.200]   is exactly how Israel faces this work
[00:09:44.200 --> 00:09:45.440]   of rebuilding in their lives.
[00:09:45.440 --> 00:09:47.020]   And as we're thinking about what it is
[00:09:47.020 --> 00:09:49.440]   for us to be transformed,
[00:09:49.440 --> 00:09:51.160]   what does it look for the Lord to come
[00:09:51.160 --> 00:09:54.600]   and do a rebuilding in us?
[00:09:54.600 --> 00:09:55.560]   As we start the series,
[00:09:55.560 --> 00:09:57.960]   I wanna give you that historical context
[00:09:57.960 --> 00:10:00.800]   so you fully understand what we're teaching into
[00:10:00.800 --> 00:10:02.280]   in the moment of Israel's history.
[00:10:02.280 --> 00:10:04.460]   So let me just give you a bit of historical context,
[00:10:04.460 --> 00:10:06.380]   really important about humans in general,
[00:10:06.380 --> 00:10:08.200]   but also the nation of Israel.
[00:10:08.200 --> 00:10:11.800]   About sort of 800, 900 years before the birth of Christ,
[00:10:11.800 --> 00:10:15.640]   Israel that time was a confederacy of 12 tribes.
[00:10:15.640 --> 00:10:19.440]   And those 12 tribes were held together by a judge.
[00:10:19.440 --> 00:10:21.240]   And those judges were raised up
[00:10:21.240 --> 00:10:24.720]   and the judge could come from any of the 12 tribes in Israel.
[00:10:24.720 --> 00:10:28.300]   And the judge was anointed to lead the people at that time.
[00:10:28.300 --> 00:10:30.800]   Now, interestingly, over time,
[00:10:30.800 --> 00:10:33.200]   God's people decided that they no longer wanted
[00:10:33.200 --> 00:10:35.880]   to be just a confederacy of 12 tribes,
[00:10:35.880 --> 00:10:39.880]   they wanted to be a monarchy like other nations around them.
[00:10:39.880 --> 00:10:41.420]   They looked at some of the other nations
[00:10:41.420 --> 00:10:42.400]   that were around them at the time
[00:10:42.400 --> 00:10:44.240]   and they saw kings and queens
[00:10:44.240 --> 00:10:47.120]   and the power that came from a kingship.
[00:10:47.120 --> 00:10:49.120]   And so they came to the judge at the time
[00:10:49.120 --> 00:10:50.480]   who happened to be Samuel.
[00:10:50.480 --> 00:10:51.320]   And they said to Samuel,
[00:10:51.320 --> 00:10:54.680]   "We want you not to pass on the judge to the next judge,
[00:10:54.680 --> 00:10:58.240]   we want you now to anoint a king for us."
[00:10:58.240 --> 00:11:01.820]   So sure enough, God decides to work through Israel this way.
[00:11:01.820 --> 00:11:05.900]   And so Israel goes from a confederacy to a monarchy,
[00:11:05.900 --> 00:11:07.420]   a nation with a king,
[00:11:07.420 --> 00:11:10.260]   Saul the first king, the second King David.
[00:11:10.260 --> 00:11:12.580]   Now what happens interestingly,
[00:11:12.580 --> 00:11:14.500]   is that when you're a confederacy with 12 tribes,
[00:11:14.500 --> 00:11:17.120]   anybody from one of those 12 tribes could become judge.
[00:11:17.120 --> 00:11:18.780]   When you become a monarchy,
[00:11:18.780 --> 00:11:22.180]   monarchy is passed down through bloodline.
[00:11:22.180 --> 00:11:24.300]   Now, a lot of people in Israel didn't realize
[00:11:24.300 --> 00:11:25.380]   that that was gonna happen.
[00:11:25.380 --> 00:11:28.380]   And suddenly they don't like the monarchy thing anymore.
[00:11:28.380 --> 00:11:31.060]   They don't like the fact that power gets passed down
[00:11:31.060 --> 00:11:32.700]   through one family's bloodline.
[00:11:32.700 --> 00:11:35.300]   And in fact, out of the 12 tribes,
[00:11:35.300 --> 00:11:39.820]   10 of them decide to rebel against the other two
[00:11:39.820 --> 00:11:41.580]   and actually leave Jerusalem
[00:11:41.580 --> 00:11:44.580]   where they were all based at this time and go north.
[00:11:44.580 --> 00:11:46.700]   Go north to the area of like the West Bank
[00:11:46.700 --> 00:11:47.880]   as we understand it today,
[00:11:47.880 --> 00:11:51.400]   and parts of Southern Lebanon, that sort of area of land.
[00:11:51.400 --> 00:11:55.140]   The 10 tribes go there and they establish a new nation
[00:11:55.140 --> 00:11:59.340]   with a new monarchy of the bloodline they wanted.
[00:11:59.340 --> 00:12:00.620]   Now, here's the confusing thing.
[00:12:00.620 --> 00:12:04.940]   When the 10 go north, they decide to rename themselves Israel
[00:12:04.940 --> 00:12:06.380]   which is really not helpful for us
[00:12:06.380 --> 00:12:07.560]   when we're reading the Bible
[00:12:07.560 --> 00:12:09.340]   because there's the Israel of original,
[00:12:09.340 --> 00:12:11.180]   but now there's this new Israel
[00:12:11.180 --> 00:12:12.940]   of the 10 tribes that have gone north.
[00:12:12.940 --> 00:12:16.420]   Now, two of the tribes remain south in Jerusalem,
[00:12:16.420 --> 00:12:20.620]   Benjamin and Judah, and they rename themselves Judah.
[00:12:20.620 --> 00:12:23.060]   So now you've got Israel and you've got Judah.
[00:12:23.060 --> 00:12:26.900]   And if you're reading the books of like Nehemiah and Ezra
[00:12:26.900 --> 00:12:29.580]   and Zachariah, Jeremiah, these kinds of books,
[00:12:29.580 --> 00:12:31.760]   when they mention Israel, when they mention Judah,
[00:12:31.760 --> 00:12:32.600]   that's what they're talking about,
[00:12:32.600 --> 00:12:35.540]   the 10 tribes north or the two tribes south.
[00:12:35.540 --> 00:12:36.700]   Making sense so far?
[00:12:36.700 --> 00:12:40.820]   Okay, now here's what happens in 722 BC.
[00:12:40.820 --> 00:12:44.980]   Assyria comes and attacks the 10 tribes that had gone north.
[00:12:44.980 --> 00:12:48.100]   Assyria comes down from the north, attacks the tribes,
[00:12:48.100 --> 00:12:50.840]   and basically intermarries with many of the Jewish women
[00:12:50.840 --> 00:12:54.100]   and kills the majority of the Jewish men.
[00:12:54.100 --> 00:12:57.720]   And what happens is the offspring that is born
[00:12:57.720 --> 00:13:00.940]   from these Gentile Jewish relationships
[00:13:00.940 --> 00:13:03.060]   and the new offspring that are born
[00:13:03.060 --> 00:13:05.940]   would come later on in the narrative in the New Testament
[00:13:05.940 --> 00:13:08.860]   in Jesus' time to be known as the Samaritans.
[00:13:08.860 --> 00:13:11.140]   Have you ever wondered why in Jesus' day
[00:13:11.140 --> 00:13:13.940]   the Jewish people hated the Samaritans so much?
[00:13:13.940 --> 00:13:16.700]   It's because they were half-Breeze.
[00:13:16.700 --> 00:13:20.220]   They were half Assyrians, half Jewish people.
[00:13:20.220 --> 00:13:21.820]   And because of the ugliness of that,
[00:13:21.820 --> 00:13:23.900]   they rejected the Samaritans.
[00:13:23.900 --> 00:13:25.820]   But Jesus, of course, himself goes and ministers,
[00:13:25.820 --> 00:13:27.300]   and that's a whole nother sermon series
[00:13:27.300 --> 00:13:28.940]   but we're not gonna go there now.
[00:13:28.940 --> 00:13:30.200]   But I want you just to follow the history.
[00:13:30.200 --> 00:13:32.220]   So Assyria comes down, attacks, intermarries.
[00:13:32.220 --> 00:13:35.460]   Now, the two tribes that remain south in Jerusalem,
[00:13:35.460 --> 00:13:38.940]   for a while they do okay, but in 605 BC,
[00:13:38.940 --> 00:13:42.940]   then Babylon comes in from the east and attacks Jerusalem.
[00:13:42.940 --> 00:13:46.020]   And Babylon tears down the walls of Jerusalem,
[00:13:46.020 --> 00:13:48.780]   most importantly, destroy the temple,
[00:13:48.780 --> 00:13:51.980]   the first temple in Jerusalem, destroy the temple,
[00:13:51.980 --> 00:13:54.420]   kill many of those two tribes,
[00:13:54.420 --> 00:13:57.180]   but takes a remnant of God's people
[00:13:57.180 --> 00:14:00.660]   and brings them back into captivity in Babylon.
[00:14:00.660 --> 00:14:03.420]   And so for 70 years, the Jewish people
[00:14:03.420 --> 00:14:05.220]   are in captivity in Babylon,
[00:14:05.220 --> 00:14:08.020]   wondering if they're ever going to be able to return
[00:14:08.020 --> 00:14:10.440]   back to their beloved city of Jerusalem,
[00:14:10.440 --> 00:14:12.540]   even though it lies in ruins.
[00:14:12.540 --> 00:14:16.340]   Well, God then raises up another nation, Persia,
[00:14:16.340 --> 00:14:19.100]   and Persia comes in from the east of Babylon,
[00:14:19.100 --> 00:14:20.460]   attacks Babylon.
[00:14:20.460 --> 00:14:22.900]   There's basically a lot of attacking that's happening.
[00:14:22.900 --> 00:14:24.340]   Have you seen the Lego people coming
[00:14:24.340 --> 00:14:26.620]   and swarming on the Lego people?
[00:14:26.620 --> 00:14:28.660]   So Assyria comes, attacks,
[00:14:28.660 --> 00:14:30.380]   and they have a different foreign policy.
[00:14:30.380 --> 00:14:31.540]   In their foreign policy,
[00:14:31.540 --> 00:14:33.420]   they realize that there are Jewish people
[00:14:33.420 --> 00:14:36.940]   in captivity in Babylon, but their home is Jerusalem.
[00:14:36.940 --> 00:14:41.020]   So King Cyrus of Persia allows, gives permission
[00:14:41.020 --> 00:14:44.300]   for the Jewish people to finally return home.
[00:14:44.300 --> 00:14:47.660]   The Jewish people go back in three waves,
[00:14:47.660 --> 00:14:49.780]   each under the leadership of an individual
[00:14:49.780 --> 00:14:51.860]   with a specific purpose.
[00:14:51.860 --> 00:14:54.980]   The first wave is under a leader called Zerubbabel,
[00:14:54.980 --> 00:14:58.220]   and they rebuild the wall, sorry, the temple.
[00:14:58.220 --> 00:15:01.380]   He has permission to rebuild the temple.
[00:15:01.380 --> 00:15:04.060]   The second wave is under the leadership of Nehemiah,
[00:15:04.060 --> 00:15:09.060]   and he and those around him rebuild the walls of Jerusalem.
[00:15:09.060 --> 00:15:12.380]   The third wave is under the leadership of Ezra,
[00:15:12.380 --> 00:15:15.560]   and Ezra's role is to reestablish the law,
[00:15:15.560 --> 00:15:18.380]   to get the law back up and running for God's people.
[00:15:18.380 --> 00:15:21.920]   So with these three waves, the temple gets rebuilt,
[00:15:21.920 --> 00:15:23.460]   the walls get reestablished,
[00:15:23.460 --> 00:15:26.000]   and the law gets established in the hearts of the people.
[00:15:26.000 --> 00:15:28.220]   Now, here's the really confusing thing.
[00:15:28.220 --> 00:15:30.260]   The book of Ezra, you would think,
[00:15:30.260 --> 00:15:32.500]   was all about the reestablishment of the law,
[00:15:32.500 --> 00:15:34.420]   but that actually is chronicled for us
[00:15:34.420 --> 00:15:35.700]   in the book of Nehemiah.
[00:15:35.700 --> 00:15:37.260]   Yes, I know.
[00:15:37.260 --> 00:15:38.980]   The book of Ezra, funnily enough,
[00:15:38.980 --> 00:15:42.540]   the first half of Ezra speaks about the restoration
[00:15:42.540 --> 00:15:44.580]   and rebuilding of the temple.
[00:15:44.580 --> 00:15:46.180]   So it's Zerubbabel,
[00:15:46.180 --> 00:15:49.020]   but it's written through Ezra's perspective.
[00:15:49.020 --> 00:15:51.820]   And particularly, once you get to chapter three of Ezra,
[00:15:51.820 --> 00:15:53.160]   you see this incredible moment
[00:15:53.160 --> 00:15:55.860]   where Ezra describes all of Israel
[00:15:55.860 --> 00:15:57.780]   gathered back in Jerusalem,
[00:15:57.780 --> 00:16:00.500]   and they're standing with their feet
[00:16:00.500 --> 00:16:03.540]   in the ruins of the old temple.
[00:16:03.540 --> 00:16:05.280]   And as they're standing with their feet
[00:16:05.280 --> 00:16:07.540]   in the ruins of the old temple,
[00:16:07.540 --> 00:16:10.380]   they begin to build the new temple
[00:16:10.380 --> 00:16:12.720]   out of the rubble of the old.
[00:16:12.720 --> 00:16:14.140]   Are you still with me?
[00:16:14.140 --> 00:16:17.260]   Now, when I read this a number of months ago,
[00:16:17.260 --> 00:16:19.660]   praying for you and praying for myself,
[00:16:19.660 --> 00:16:21.980]   something leapt in my spirit
[00:16:21.980 --> 00:16:23.760]   and something shifted in me.
[00:16:23.760 --> 00:16:26.620]   And I realized that that moment of Israel
[00:16:26.620 --> 00:16:29.380]   standing in the rubble of the old
[00:16:29.380 --> 00:16:32.100]   to begin the process of building the new
[00:16:32.100 --> 00:16:33.800]   resonated deeply with me.
[00:16:33.800 --> 00:16:36.720]   'Cause I don't know about you,
[00:16:36.720 --> 00:16:39.900]   but I can see that there's still a lot of rubble in my life.
[00:16:39.900 --> 00:16:43.260]   I know that there are still some things in my life
[00:16:43.260 --> 00:16:45.520]   that lays in ruins.
[00:16:45.520 --> 00:16:47.260]   Some things that I've struggled with
[00:16:47.260 --> 00:16:49.300]   for the majority of my life.
[00:16:49.300 --> 00:16:51.080]   Maybe situations in my past
[00:16:51.080 --> 00:16:53.340]   that has created some trauma for me.
[00:16:53.340 --> 00:16:55.860]   Relationships that didn't work out.
[00:16:55.860 --> 00:16:57.860]   Insecurities is something that I've spoken to you guys
[00:16:57.860 --> 00:16:59.900]   a lot about over the years of leadership here.
[00:16:59.900 --> 00:17:02.540]   Insecurities that I've struggled to deal with
[00:17:02.540 --> 00:17:03.900]   and struggled to shake.
[00:17:03.900 --> 00:17:05.700]   When I look at my life,
[00:17:05.700 --> 00:17:07.500]   yeah, I'm a pastor of a church,
[00:17:07.500 --> 00:17:08.980]   but I can see that there are still things
[00:17:08.980 --> 00:17:11.180]   laying in ruins within myself,
[00:17:11.180 --> 00:17:13.740]   within my identity, within my confidence,
[00:17:13.740 --> 00:17:15.300]   within the way I see myself.
[00:17:15.300 --> 00:17:16.540]   There's rubble there.
[00:17:16.540 --> 00:17:19.340]   I'm not the way that I long to be.
[00:17:20.220 --> 00:17:21.440]   And I wonder if that resonates
[00:17:21.440 --> 00:17:24.160]   with any of you here this morning.
