
[00:00:00.000 --> 00:00:02.000]  謝謝Ivan,讓我們聽聽Ivan的演講
[00:09:36.680 --> 00:09:41.400]  (英文)
[00:09:41.400 --> 00:09:44.560]  我們享受社會
[00:09:44.680 --> 00:09:47.720]  (英文)
[00:09:47.720 --> 00:09:50.120]  但你們也要準備好
[00:09:50.120 --> 00:09:50.880]  訓練好
[00:09:50.880 --> 00:09:51.680]  準備好
[00:09:51.680 --> 00:09:52.680]  準備好
[00:09:52.680 --> 00:09:55.840]  準備好去香港教會的地方
[00:09:55.840 --> 00:10:00.680]  (英文)
[00:10:00.680 --> 00:10:04.200]  準備好我們要去的地方
[00:10:04.200 --> 00:10:05.320]  (英文)
[00:10:05.320 --> 00:10:07.320]  在職場的辦公室裡
[00:10:07.320 --> 00:10:08.240]  (英文)
[00:10:08.240 --> 00:10:09.560]  在學校裡
[00:10:09.560 --> 00:10:11.960]  (英文)
[00:10:11.960 --> 00:10:14.600]  在我們城市的屋邨裡
[00:10:14.640 --> 00:10:17.000]  (英文)
[00:10:17.000 --> 00:10:18.520]  今天我想說的是
[00:10:18.520 --> 00:10:21.760]  (英文)
[00:10:21.760 --> 00:10:23.240]  是想祝福你們
[00:10:23.240 --> 00:10:26.960]  (英文)
[00:10:26.960 --> 00:10:28.240]  在過去
[00:10:28.240 --> 00:10:29.440]  (英文)
[00:10:29.440 --> 00:10:30.640]  在現在
[00:10:30.640 --> 00:10:31.840]  (英文)
[00:10:31.840 --> 00:10:32.920]  以及為了未來
[00:10:32.920 --> 00:10:36.640]  (英文)
[00:10:36.640 --> 00:10:40.240]  當我們來到這麼精彩的一年最後時間
[00:10:40.240 --> 00:10:44.040]  (英文)
[00:10:44.160 --> 00:10:45.160]  祝福
[00:10:45.160 --> 00:10:49.760]  (英文)
[00:10:49.760 --> 00:10:52.680]  其實還有幾個字會想到
[00:10:52.680 --> 00:10:55.120]  (英文)
[00:10:55.120 --> 00:10:58.760]  但祝福是香港文化中
[00:10:58.760 --> 00:11:00.760]  如此重要的一部分
[00:11:00.760 --> 00:11:05.160]  (英文)
[00:11:05.160 --> 00:11:08.000]  我們看到福字到處都有
[00:11:08.000 --> 00:11:10.880]  (英文)
[00:11:11.000 --> 00:11:15.200]  意味著福氣 幸運 幸運或快樂
[00:11:15.200 --> 00:11:19.520]  (英文)
[00:11:19.520 --> 00:11:21.800]  在中國新年時
[00:11:21.800 --> 00:11:26.320]  在小孩和未婚人之間最受歡迎
[00:11:26.320 --> 00:11:31.480]  (英文)
[00:11:31.480 --> 00:11:34.040]  但福字也可以代表
[00:11:34.040 --> 00:11:35.520]  (英文)
[00:11:35.520 --> 00:11:39.520]  (英文)
[00:11:39.640 --> 00:11:42.480]  我們基督徒用它在我們的語言中
[00:11:42.480 --> 00:11:45.600]  (英文)
[00:11:45.600 --> 00:11:46.520]  用詞語如
[00:11:46.520 --> 00:11:47.920]  (英文)
[00:11:47.920 --> 00:11:49.680]  (英文)
[00:11:49.680 --> 00:11:52.120]  (英文)
[00:11:52.120 --> 00:11:59.040]  而祝福也是我們信徒的重要一部分
[00:11:59.040 --> 00:12:03.960]  (英文)
[00:12:03.960 --> 00:12:08.200]  在聖經中提及了四百次
[00:12:08.320 --> 00:12:11.680]  (英文)
[00:12:11.680 --> 00:12:14.440]  在這首歌的「十萬個原因」中
[00:12:14.440 --> 00:12:18.680]  (英文)
[00:12:18.680 --> 00:12:20.680]  (英文)
[00:12:20.680 --> 00:12:21.880]  (英文)
[00:12:21.880 --> 00:12:25.040]  (英文)
[00:12:25.040 --> 00:12:27.120]  我忘記了怎麼唱
[00:12:27.120 --> 00:12:28.760]  翻譯一下
[00:12:28.760 --> 00:12:31.240]  (英文)
[00:12:31.240 --> 00:12:33.880]  (英文)
[00:12:33.880 --> 00:12:36.040]  (英文)
[00:12:36.160 --> 00:12:37.560]  (英文)
[00:12:37.560 --> 00:12:38.960]  在《詩篇103》中說
[00:12:38.960 --> 00:12:41.840]  (英文)
[00:12:41.840 --> 00:12:44.320]  (英文)
[00:12:44.320 --> 00:12:46.920]  (英文)
[00:12:46.920 --> 00:12:48.720]  (英文)
[00:12:48.720 --> 00:12:54.800]  (英文)
[00:12:54.800 --> 00:12:58.240]  (英文)
[00:12:58.240 --> 00:13:01.080]  (英文)
[00:13:01.080 --> 00:13:03.680]  (英文)
[00:13:03.800 --> 00:13:08.480]  (英文)
[00:13:08.480 --> 00:13:12.280]  祂賜了天上各樣屬靈的福氣給我們
[00:13:12.280 --> 00:13:13.800]  (英文)
[00:13:13.800 --> 00:13:16.120]  這裡有很多祝福
[00:13:16.120 --> 00:13:18.160]  (英文)
[00:13:18.160 --> 00:13:20.400]  但這裡很精彩
[00:13:20.400 --> 00:13:23.840]  (英文)
[00:13:23.840 --> 00:13:27.040]  (英文)
[00:13:27.040 --> 00:13:30.920]  我要說三個聖經中關於祝福的命令
[00:13:30.920 --> 00:13:32.120]  (英文)
[00:13:32.240 --> 00:13:33.240]  第一個是
[00:13:33.240 --> 00:13:36.320]  (英文)
[00:13:36.320 --> 00:13:41.080]  (英文)
[00:13:41.080 --> 00:13:43.240]  (英文)
[00:13:43.240 --> 00:13:46.440]  (英文)
[00:13:46.440 --> 00:13:52.120]  (英文)
[00:13:52.120 --> 00:13:56.000]  (英文)
[00:13:56.000 --> 00:13:59.720]  (英文)
[00:13:59.840 --> 00:14:02.440]  (英文)
[00:14:02.440 --> 00:14:07.560]  (英文)
[00:14:07.560 --> 00:14:12.840]  (英文)
[00:14:12.840 --> 00:14:16.720]  (英文)
[00:14:16.720 --> 00:14:22.040]  (英文)
[00:14:22.040 --> 00:14:24.560]  (英文)
[00:14:24.560 --> 00:14:29.080]  (英文)
[00:14:29.200 --> 00:14:31.400]  (英文)
[00:14:31.400 --> 00:14:34.800]  (英文)
[00:14:34.800 --> 00:14:37.200]  (英文)
[00:14:37.200 --> 00:14:40.240]  (英文)
[00:14:40.240 --> 00:14:43.960]  (英文)
[00:14:43.960 --> 00:14:47.080]  (英文)
[00:14:47.080 --> 00:14:53.880]  (英文)
[00:14:53.880 --> 00:14:57.000]  (英文)
[00:14:57.120 --> 00:14:59.840]  (英文)
[00:14:59.840 --> 00:15:02.280]  我們沒有加任何東西給祂
[00:15:02.280 --> 00:15:03.320]  當我們祝福祂
[00:15:03.320 --> 00:15:06.480]  (英文)
[00:15:06.480 --> 00:15:08.680]  (英文)
[00:15:08.680 --> 00:15:10.200]  (英文)
[00:15:10.200 --> 00:15:15.120]  (英文)
[00:15:15.120 --> 00:15:18.440]  (英文)
[00:15:18.440 --> 00:15:21.440]  (英文)
[00:15:21.440 --> 00:15:24.520]  (英文)
[00:15:24.640 --> 00:15:28.040]  (英文)
[00:15:28.040 --> 00:15:35.040]  (英文)
[00:15:35.040 --> 00:15:37.960]  (英文)
[00:15:37.960 --> 00:15:41.640]  (英文)
[00:15:41.640 --> 00:15:44.640]  (英文)
[00:15:44.640 --> 00:15:46.320]  (英文)
[00:15:46.320 --> 00:15:49.120]  (英文)
[00:15:49.120 --> 00:15:51.240]  (英文)
[00:15:51.360 --> 00:15:54.760]  (英文)
[00:15:54.760 --> 00:15:57.960]  (英文)
[00:15:57.960 --> 00:15:59.080]  (英文)
[00:15:59.080 --> 00:16:00.160]  (英文)
[00:16:00.160 --> 00:16:02.960]  (英文)
[00:16:02.960 --> 00:16:05.560]  (英文)
[00:16:05.560 --> 00:16:06.360]  (英文)
[00:16:06.360 --> 00:16:07.560]  (英文)
[00:16:07.560 --> 00:16:09.960]  (英文)
[00:16:09.960 --> 00:16:12.360]  (英文)
[00:16:12.360 --> 00:16:15.160]  (英文)
[00:16:15.160 --> 00:16:18.360]  (英文)
[00:16:18.360 --> 00:16:20.760]  (英文)
[00:16:20.880 --> 00:16:25.160]  (英文)
[00:16:25.160 --> 00:16:26.360]  (英文)
[00:16:26.360 --> 00:16:28.960]  (英文)
[00:16:28.960 --> 00:16:32.360]  (英文)
[00:16:32.360 --> 00:16:34.360]  (英文)
[00:16:34.360 --> 00:16:38.160]  (英文)
[00:16:38.160 --> 00:16:40.160]  (英文)
[00:16:40.160 --> 00:16:42.560]  (英文)
[00:16:42.560 --> 00:16:44.360]  (英文)
[00:16:44.360 --> 00:16:46.760]  (英文)
[00:16:46.760 --> 00:16:48.560]  (英文)
[00:16:48.680 --> 00:16:51.760]  (英文)
[00:16:51.760 --> 00:16:53.960]  (英文)
[00:16:53.960 --> 00:16:57.160]  (英文)
[00:16:57.160 --> 00:16:59.960]  (英文)
[00:16:59.960 --> 00:17:00.960]  (英文)
[00:17:00.960 --> 00:17:02.160]  (英文)
[00:17:02.160 --> 00:17:03.960]  (英文)
[00:17:03.960 --> 00:17:05.760]  (英文)
[00:17:05.760 --> 00:17:12.560]  (英文)
[00:17:12.560 --> 00:17:17.760]  (英文)
[00:17:17.880 --> 00:17:19.560]  (英文)
[00:17:19.560 --> 00:17:21.160]  (英文)
[00:17:21.160 --> 00:17:27.160]  (英文)
[00:17:27.160 --> 00:17:31.160]  (英文)
[00:17:31.160 --> 00:17:33.160]  (英文)
[00:17:33.160 --> 00:17:34.960]  (英文)
[00:17:34.960 --> 00:17:39.960]  (英文)
[00:17:39.960 --> 00:17:43.960]  (英文)
[00:17:43.960 --> 00:17:46.960]  (英文)
[00:17:47.080 --> 00:17:50.160]  (英文)
[00:17:50.160 --> 00:17:51.760]  (英文)
[00:17:51.760 --> 00:17:53.360]  (英文)
[00:17:53.360 --> 00:17:56.160]  (英文)
[00:17:56.160 --> 00:17:57.960]  (英文)
[00:17:57.960 --> 00:18:00.560]  (英文)
[00:18:00.560 --> 00:18:03.160]  (英文)
[00:18:03.160 --> 00:18:04.960]  (英文)
[00:18:04.960 --> 00:18:06.960]  (英文)
[00:18:06.960 --> 00:18:09.160]  (英文)
[00:18:09.160 --> 00:18:11.360]  (英文)
[00:18:11.360 --> 00:18:12.960]  (英文)
[00:18:12.960 --> 00:18:14.760]  (英文)
[00:18:14.760 --> 00:18:16.160]  (英文)
[00:18:16.280 --> 00:18:17.960]  (英文)
[00:18:17.960 --> 00:18:19.760]  (英文)
[00:18:19.760 --> 00:18:20.960]  (英文)
[00:18:20.960 --> 00:18:24.360]  (英文)
[00:18:24.360 --> 00:18:26.960]  (英文)
[00:18:26.960 --> 00:18:28.960]  (英文)
[00:18:28.960 --> 00:18:30.560]  (英文)
[00:18:30.560 --> 00:18:32.760]  (英文)
[00:18:32.760 --> 00:18:34.960]  (英文)
[00:18:34.960 --> 00:18:36.360]  (英文)
[00:18:36.360 --> 00:18:40.160]  (英文)
[00:18:40.160 --> 00:18:44.360]  (英文)
[00:18:44.480 --> 00:18:49.560]  (英文)
[00:18:49.560 --> 00:18:53.960]  (英文)
[00:18:53.960 --> 00:18:57.160]  (英文)
[00:18:57.160 --> 00:19:00.760]  (英文)
[00:19:00.760 --> 00:19:02.960]  (英文)
[00:19:02.960 --> 00:19:06.960]  (英文)
[00:19:06.960 --> 00:19:08.960]  (英文)
[00:19:08.960 --> 00:19:13.760]  (英文)
[00:19:13.880 --> 00:19:17.760]  (英文)
[00:19:17.760 --> 00:19:19.760]  (英文)
[00:19:19.760 --> 00:19:21.760]  (英文)
[00:19:21.760 --> 00:19:24.960]  (英文)
[00:19:24.960 --> 00:19:27.160]  (英文)
[00:19:27.160 --> 00:19:29.760]  (英文)
[00:19:29.760 --> 00:19:32.760]  (英文)
[00:19:32.760 --> 00:19:36.760]  (英文)
[00:19:36.760 --> 00:19:39.760]  (英文)
[00:19:39.760 --> 00:19:42.160]  (英文)
[00:19:42.280 --> 00:19:44.160]  (英文)
[00:19:44.160 --> 00:19:46.960]  (英文)
[00:19:46.960 --> 00:19:51.960]  (英文)
[00:19:51.960 --> 00:19:57.160]  (英文)
[00:19:57.160 --> 00:19:58.760]  (英文)
[00:19:58.760 --> 00:20:00.360]  (英文)
[00:20:00.360 --> 00:20:01.760]  (英文)
[00:20:01.760 --> 00:20:03.560]  (英文)
[00:20:03.560 --> 00:20:04.560]  (英文)
[00:20:04.560 --> 00:20:06.160]  (英文)
[00:20:06.160 --> 00:20:07.960]  (英文)
[00:20:07.960 --> 00:20:10.160]  (英文)
[00:20:10.280 --> 00:20:12.360]  (英文)
[00:20:12.360 --> 00:20:15.160]  (英文)
[00:20:15.160 --> 00:20:18.360]  (英文)
[00:20:18.360 --> 00:20:21.760]  (英文)
[00:20:21.760 --> 00:20:25.360]  (英文)
[00:20:25.360 --> 00:20:27.960]  (英文)
[00:20:27.960 --> 00:20:31.360]  (英文)
[00:20:31.360 --> 00:20:35.160]  (英文)
[00:20:35.160 --> 00:20:37.760]  (英文)
[00:20:37.880 --> 00:20:41.760]  (英文)
[00:20:41.760 --> 00:20:43.360]  (英文)
[00:20:43.360 --> 00:20:45.160]  (英文)
[00:20:45.160 --> 00:20:47.160]  (英文)
[00:20:47.160 --> 00:20:48.960]  (英文)
[00:20:48.960 --> 00:20:52.560]  (英文)
[00:20:52.560 --> 00:20:57.160]  (英文)
[00:20:57.160 --> 00:20:59.760]  (英文)
[00:20:59.760 --> 00:21:01.960]  (英文)
[00:21:01.960 --> 00:21:03.560]  (英文)
[00:21:03.560 --> 00:21:05.760]  (英文)
[00:21:05.880 --> 00:21:11.760]  (英文)
[00:21:11.760 --> 00:21:16.160]  (英文)
[00:21:16.160 --> 00:21:20.360]  (英文)
[00:21:20.360 --> 00:21:23.160]  (英文)
[00:21:23.160 --> 00:21:26.760]  (英文)
[00:21:26.760 --> 00:21:31.960]  (英文)
[00:21:32.080 --> 00:21:38.360]  (英文)
[00:21:38.360 --> 00:21:41.360]  (英文)
[00:21:41.360 --> 00:21:46.960]  (英文)
[00:21:46.960 --> 00:21:52.960]  (英文)
[00:21:52.960 --> 00:21:56.760]  (英文)
[00:21:56.760 --> 00:21:59.360]  (英文)
[00:21:59.360 --> 00:22:01.360]  (英文)
[00:22:01.480 --> 00:22:03.560]  (英文)
[00:22:03.560 --> 00:22:06.160]  (英文)
[00:22:06.160 --> 00:22:07.760]  (英文)
[00:22:07.760 --> 00:22:11.360]  (英文)
[00:22:11.360 --> 00:22:12.960]  (英文)
[00:22:12.960 --> 00:22:15.960]  (英文)
[00:22:15.960 --> 00:22:18.360]  (英文)
[00:22:18.360 --> 00:22:20.560]  (英文)
[00:22:20.560 --> 00:22:22.760]  (英文)
[00:22:22.760 --> 00:22:26.560]  (英文)
[00:22:26.560 --> 00:22:29.360]  (英文)
[00:22:29.480 --> 00:22:33.160]  (英文)
[00:22:33.160 --> 00:22:37.160]  (英文)
[00:22:37.160 --> 00:22:38.960]  (英文)
[00:22:38.960 --> 00:22:41.160]  (英文)
[00:22:41.160 --> 00:22:44.160]  (英文)
[00:22:44.160 --> 00:22:46.360]  (英文)
[00:22:46.360 --> 00:22:48.360]  (英文)
[00:22:48.360 --> 00:22:49.560]  (英文)
[00:22:49.560 --> 00:22:51.560]  (英文)
[00:22:51.560 --> 00:22:54.160]  (英文)
[00:22:54.160 --> 00:22:55.960]  (英文)
[00:22:55.960 --> 00:22:57.560]  (英文)
[00:22:57.560 --> 00:22:59.160]  (英文)
[00:22:59.280 --> 00:23:00.960]  (英文)
[00:23:00.960 --> 00:23:02.960]  (英文)
[00:23:02.960 --> 00:23:05.960]  (英文)
[00:23:05.960 --> 00:23:08.560]  (英文)
[00:23:08.560 --> 00:23:09.960]  (英文)
[00:23:09.960 --> 00:23:12.160]  (英文)
[00:23:12.160 --> 00:23:14.760]  (英文)
[00:23:14.760 --> 00:23:16.960]  (英文)
[00:23:16.960 --> 00:23:19.160]  (英文)
[00:23:19.160 --> 00:23:21.560]  (英文)
[00:23:21.560 --> 00:23:23.160]  (英文)
[00:23:23.160 --> 00:23:25.760]  (英文)
[00:23:25.760 --> 00:23:28.160]  (英文)
[00:23:28.280 --> 00:23:31.360]  (英文)
[00:23:31.360 --> 00:23:36.560]  (英文)
[00:23:36.560 --> 00:23:41.960]  (英文)
[00:23:41.960 --> 00:23:44.360]  (英文)
[00:23:44.360 --> 00:23:46.960]  (英文)
[00:23:46.960 --> 00:23:50.560]  (英文)
[00:23:50.560 --> 00:23:56.560]  (英文)
[00:23:56.680 --> 00:23:59.560]  (英文)
[00:23:59.560 --> 00:24:04.560]  (英文)
[00:24:04.560 --> 00:24:09.560]  (英文)
[00:24:09.560 --> 00:24:12.360]  (英文)
[00:24:12.360 --> 00:24:16.360]  (英文)
[00:24:16.360 --> 00:24:19.360]  (英文)
[00:24:19.360 --> 00:24:22.560]  (英文)
[00:24:22.560 --> 00:24:25.760]  (英文)
[00:24:25.880 --> 00:24:28.160]  (英文)
[00:24:28.160 --> 00:24:30.960]  (英文)
[00:24:30.960 --> 00:24:35.360]  (英文)
[00:24:35.360 --> 00:24:37.960]  (英文)
[00:24:37.960 --> 00:24:41.160]  (英文)
[00:24:41.160 --> 00:24:43.960]  (英文)
[00:24:43.960 --> 00:24:46.160]  (英文)
[00:24:46.160 --> 00:24:50.560]  (英文)
