
[00:00:00.000 --> 00:00:01.800]   Everyone says, "Amen."
[00:03:05.160 --> 00:03:06.160]   where he spoke to us
[00:03:06.160 --> 00:03:09.040]   about the power of making the right choices,
[00:03:09.040 --> 00:03:10.400]   not only realizing that we need to start
[00:03:10.400 --> 00:03:11.240]   from the right place,
[00:03:11.240 --> 00:03:13.260]   but we need to make the right choices
[00:03:13.260 --> 00:03:14.600]   in the journey that we're in.
[00:03:14.600 --> 00:03:19.600]   Today, I wanna talk to you about wearing the right clothes.
[00:03:20.000 --> 00:03:23.840]   That's right, the right clothes.
[00:03:23.840 --> 00:03:26.380]   Now, what on earth is that all about?
[00:03:26.380 --> 00:03:28.180]   Well, to understand that,
[00:03:28.180 --> 00:03:29.120]   we need to pick up the story
[00:03:29.120 --> 00:03:31.680]   from where Ellison left off last week.
[00:03:31.680 --> 00:03:33.040]   We saw at the end of last week
[00:03:33.040 --> 00:03:35.100]   that Samuel pours out that oil,
[00:03:35.100 --> 00:03:36.680]   the horn that he had filled with oil,
[00:03:36.680 --> 00:03:38.640]   he pours it out over the top of David
[00:03:38.640 --> 00:03:39.760]   and he makes the right choice.
[00:03:39.760 --> 00:03:41.040]   He doesn't look by the surface of things,
[00:03:41.040 --> 00:03:43.040]   he looks in the heart and he chooses David.
[00:03:43.040 --> 00:03:45.340]   He pours and he anoints David to become king.
[00:03:45.340 --> 00:03:46.480]   Now, here's the fascinating thing.
[00:03:46.480 --> 00:03:47.880]   I want you to hear this.
[00:03:47.880 --> 00:03:52.000]   David doesn't actually become king for another 12 years.
[00:03:52.000 --> 00:03:53.720]   It's really fascinating that.
[00:03:53.720 --> 00:03:54.800]   There's actually a whole sermon here
[00:03:54.800 --> 00:03:56.000]   that I don't have time to preach right now,
[00:03:56.000 --> 00:03:58.160]   but I'm gonna preach you the minimum sermon, okay?
[00:03:58.160 --> 00:04:00.360]   I'll preach you like the one minute version of that sermon.
[00:04:00.360 --> 00:04:03.600]   Just because God has anointed you for a task
[00:04:03.600 --> 00:04:05.800]   doesn't necessarily mean that it's the right time
[00:04:05.800 --> 00:04:06.860]   to start that task.
[00:04:06.860 --> 00:04:10.360]   Because you see, David was anointed to be king,
[00:04:10.360 --> 00:04:11.600]   but it would be 12 years
[00:04:11.600 --> 00:04:14.160]   before he actually became king of Israel.
[00:04:14.160 --> 00:04:15.600]   And if David's anything like me,
[00:04:15.600 --> 00:04:17.760]   there's a lot of frustration in that break,
[00:04:17.760 --> 00:04:20.280]   between I'm anointed, God's called me,
[00:04:20.280 --> 00:04:21.360]   God's asked me to do something,
[00:04:21.360 --> 00:04:24.340]   but it's 12 long years before I can actually do it.
[00:04:24.340 --> 00:04:27.760]   But God understood that David needed some training.
[00:04:27.760 --> 00:04:29.400]   He understood that there needed to be a season
[00:04:29.400 --> 00:04:31.560]   of waiting in David's life.
[00:04:31.560 --> 00:04:34.040]   He knew that actually David needed a time
[00:04:34.040 --> 00:04:38.000]   to embrace the character by which he would need
[00:04:38.000 --> 00:04:40.960]   to hold him in the place of anointing.
[00:04:40.960 --> 00:04:43.360]   And although he was anointed 12 years,
[00:04:43.360 --> 00:04:45.800]   he would then have the character and the skill
[00:04:45.800 --> 00:04:48.480]   and the vision to be able to stand as king
[00:04:48.480 --> 00:04:51.840]   and be one of the greatest kings that Israel has ever had.
[00:04:51.840 --> 00:04:53.800]   Some of you right now, you've been anointed for a task,
[00:04:53.800 --> 00:04:55.080]   but it's not necessarily the right time
[00:04:55.080 --> 00:04:56.960]   for you to move into that task.
[00:04:56.960 --> 00:04:58.520]   There's a time of anointing,
[00:04:58.520 --> 00:04:59.960]   and then there's a time of waiting.
[00:04:59.960 --> 00:05:01.680]   And then there's sometimes a time of learning,
[00:05:01.680 --> 00:05:04.360]   and then some discipleship, and a time of equipping,
[00:05:04.360 --> 00:05:07.340]   and then a time of releasing.
[00:05:07.340 --> 00:05:10.320]   So David is anointed to be king, but there's this period.
[00:05:10.320 --> 00:05:12.200]   And what happens in that period is that Saul
[00:05:12.200 --> 00:05:15.120]   invites David into his household.
[00:05:15.120 --> 00:05:18.480]   This is really interesting because Saul sees in David
[00:05:18.480 --> 00:05:20.360]   that there is this incredible potential in him,
[00:05:20.360 --> 00:05:21.200]   and he invites him in.
[00:05:21.200 --> 00:05:22.320]   Now, the reason why he invites him in
[00:05:22.320 --> 00:05:23.520]   is because Saul at this time
[00:05:23.520 --> 00:05:26.000]   is having demonic manifestations.
[00:05:26.000 --> 00:05:28.320]   He's struggling with a demonic spirit,
[00:05:28.320 --> 00:05:31.280]   and only when David plays a harp
[00:05:31.280 --> 00:05:33.720]   does that demonic spirit quieten in his life.
[00:05:33.720 --> 00:05:35.080]   And so he brings David in,
[00:05:35.080 --> 00:05:37.840]   and anytime he feels this demonic spirit coming on him,
[00:05:37.840 --> 00:05:39.080]   he asks David to play the harp,
[00:05:39.080 --> 00:05:42.140]   and David plays the harp, and it chills him out.
[00:05:43.080 --> 00:05:45.120]   Now, Saul is so pleased with this.
[00:05:45.120 --> 00:05:47.960]   In fact, the Scriptures say that he so likes David
[00:05:47.960 --> 00:05:50.880]   that he makes David his personal armor bearer.
[00:05:50.880 --> 00:05:52.800]   Now, this has a lot to do with what I'm gonna say,
[00:05:52.800 --> 00:05:54.400]   so just listen to this for a moment.
[00:05:54.400 --> 00:05:56.360]   He makes David his personal armor bearer.
[00:05:56.360 --> 00:05:59.080]   What that means is that David was responsible
[00:05:59.080 --> 00:06:01.880]   for Saul's battle armor.
[00:06:01.880 --> 00:06:05.060]   So whether that was his tunic that he would wear under it,
[00:06:05.060 --> 00:06:07.800]   the armor itself, the weapons of battle
[00:06:07.800 --> 00:06:08.640]   that the king would have,
[00:06:08.640 --> 00:06:11.280]   it was David's responsibility to make sure
[00:06:11.280 --> 00:06:13.840]   that those things were always battle-ready,
[00:06:13.840 --> 00:06:16.240]   so to make sure that the sword was always sharp,
[00:06:16.240 --> 00:06:19.340]   to make sure that the tunic was always folded neatly,
[00:06:19.340 --> 00:06:22.400]   to make sure that the armor was prepared and oiled rightly
[00:06:22.400 --> 00:06:24.640]   so it would move with flexibility on the battlefield.
[00:06:24.640 --> 00:06:27.160]   It was David's responsibility to prepare the armor
[00:06:27.160 --> 00:06:28.640]   for whatever battle might come.
[00:06:28.640 --> 00:06:30.160]   Does that make sense to you?
[00:06:30.160 --> 00:06:32.200]   Now, interestingly, a battle comes.
[00:06:32.200 --> 00:06:35.080]   In fact, very soon after he's made armor bearer,
[00:06:35.080 --> 00:06:36.680]   just as these sort of stories go,
[00:06:36.680 --> 00:06:39.120]   suddenly a nation rises up to attack Israel.
[00:06:39.120 --> 00:06:41.000]   It's the nation of Philistia.
[00:06:41.000 --> 00:06:43.520]   And Philistia rises up and goes to the borders
[00:06:43.520 --> 00:06:46.600]   of Israel's land and threatens to attack Israel.
[00:06:46.600 --> 00:06:48.920]   So Israel's army move up towards the borders,
[00:06:48.920 --> 00:06:50.960]   and there's this standoff on the border.
[00:06:50.960 --> 00:06:52.960]   Now, here's the interesting thing.
[00:06:52.960 --> 00:06:55.960]   In those days, battles could actually be fought
[00:06:55.960 --> 00:06:58.760]   by a peculiar kind of custom.
[00:06:58.760 --> 00:07:03.680]   What it was is that one kind of warrior from one side
[00:07:03.680 --> 00:07:06.400]   and one warrior from the other side could fight,
[00:07:06.400 --> 00:07:09.900]   and whoever won that battle, the whole nation wins.
[00:07:09.900 --> 00:07:11.440]   So it was a way of kind of making sure
[00:07:11.440 --> 00:07:13.400]   there wasn't like bloodshed for everybody
[00:07:13.400 --> 00:07:15.040]   in this long protracted war.
[00:07:15.040 --> 00:07:18.120]   Just one warrior versus one warrior, fight it out,
[00:07:18.120 --> 00:07:20.040]   and then the nation, whoever warrior stands
[00:07:20.040 --> 00:07:21.520]   at the end of it, the nation wins.
[00:07:21.520 --> 00:07:23.040]   This is what happens.
[00:07:23.040 --> 00:07:26.560]   So Philistia sends forward their best warrior.
[00:07:26.560 --> 00:07:27.520]   You probably know this story.
[00:07:27.520 --> 00:07:29.040]   His name's Goliath.
[00:07:29.040 --> 00:07:32.840]   Goliath is described in the Bible as being nine feet tall.
[00:07:32.840 --> 00:07:34.240]   Don't ask me to explain that.
[00:07:34.240 --> 00:07:38.480]   He is nine feet tall, and he is terrifying.
[00:07:38.480 --> 00:07:40.400]   And the Bible says that he's been a champion
[00:07:40.400 --> 00:07:41.400]   since his youth.
[00:07:41.400 --> 00:07:44.700]   Now, this is interesting because Israel's response,
[00:07:44.700 --> 00:07:45.660]   the Scriptures write this,
[00:07:45.660 --> 00:07:48.440]   Israel's response is one of fear and dismay.
[00:07:48.440 --> 00:07:51.200]   They look at the nine foot giant
[00:07:51.200 --> 00:07:53.000]   who's been a warrior since youth,
[00:07:53.000 --> 00:07:54.320]   and they're thinking maybe it's better
[00:07:54.320 --> 00:07:56.760]   of the whole army's battle right now,
[00:07:56.760 --> 00:07:59.480]   'cause if one of us has to go against that one,
[00:07:59.480 --> 00:08:01.960]   there's no way this is gonna work out for us.
[00:08:01.960 --> 00:08:05.560]   And they're so filled with fear that nobody in Israel
[00:08:05.560 --> 00:08:09.120]   is willing to put their hand up to fight Goliath.
[00:08:09.120 --> 00:08:11.720]   And so the Bible says for 40 days,
[00:08:11.720 --> 00:08:15.720]   Goliath would come to the edge of the battlefield,
[00:08:15.720 --> 00:08:17.040]   dressed in all of his armor,
[00:08:17.040 --> 00:08:18.880]   and he would shout at the Israelites
[00:08:18.880 --> 00:08:21.280]   who were about 100 whatever yards away,
[00:08:21.280 --> 00:08:22.480]   and he would shout and say,
[00:08:22.480 --> 00:08:24.560]   isn't anybody willing to come and fight me?
[00:08:24.560 --> 00:08:26.020]   Are you all chickens?
[00:08:26.020 --> 00:08:27.240]   Are you all feeble?
[00:08:27.240 --> 00:08:29.400]   And then he would shout down Israel's God.
[00:08:29.400 --> 00:08:31.320]   Your God is nothing, blah, blah, blah.
[00:08:31.320 --> 00:08:33.880]   He would come and say all this verbal insults
[00:08:33.880 --> 00:08:37.840]   to the people, and for 40 days, Israel just sat in terror.
[00:08:37.840 --> 00:08:43.320]   Until one day, when David is so frustrated
[00:08:43.320 --> 00:08:47.800]   that no one is doing anything, that he decides to act.
[00:08:47.800 --> 00:08:49.560]   He's like, well, if none of you are gonna do it,
[00:08:49.560 --> 00:08:51.560]   well then, then I'll do it.
[00:08:51.560 --> 00:08:52.600]   And he starts to think,
[00:08:52.600 --> 00:08:55.040]   well, maybe I can go before this Philistine.
[00:08:55.040 --> 00:08:57.240]   He's just an uncircumcised Philistine.
[00:08:57.240 --> 00:08:59.520]   He doesn't have the power of God behind him.
[00:08:59.520 --> 00:09:01.520]   He represents something that is uncircumcised,
[00:09:01.520 --> 00:09:02.640]   something that is defiled,
[00:09:02.640 --> 00:09:05.600]   and he's standing before us and defiling the name of our God.
[00:09:05.600 --> 00:09:07.520]   This cannot happen.
[00:09:07.520 --> 00:09:10.920]   And so he goes to Saul and he says, I'll fight him.
[00:09:10.920 --> 00:09:13.280]   And Saul looks at him and says, no, you won't.
[00:09:13.280 --> 00:09:17.520]   Like, 'cause if you go, this whole thing's over.
[00:09:17.520 --> 00:09:19.280]   Like, if you go, we'll lose everything.
[00:09:19.280 --> 00:09:22.080]   He literally says, you're just a boy.
[00:09:22.080 --> 00:09:24.240]   Like, you're my armor bearer.
[00:09:24.240 --> 00:09:26.200]   That's basically like, it's like, you're not even,
[00:09:26.200 --> 00:09:28.080]   like, you've never been trained for war.
[00:09:28.080 --> 00:09:29.560]   You're not a warrior.
[00:09:29.560 --> 00:09:30.880]   You're not even a trainer.
[00:09:30.880 --> 00:09:32.160]   It's like, you know, in boxing,
[00:09:32.160 --> 00:09:34.400]   there's like the one guy that like tapes the gloves
[00:09:34.400 --> 00:09:36.040]   around the boxer's arms, right?
[00:09:36.040 --> 00:09:37.880]   That's basically David, right?
[00:09:37.880 --> 00:09:41.760]   And so Saul's like, sensibly, no, no, no, no,
[00:09:41.760 --> 00:09:42.800]   you're not gonna do this.
[00:09:42.800 --> 00:09:44.680]   And then David, I love the courage of David.
[00:09:44.680 --> 00:09:46.560]   He goes through his resume.
[00:09:46.560 --> 00:09:47.600]   Ever done this with someone?
[00:09:47.600 --> 00:09:49.920]   Oh, but you don't know who I really am.
[00:09:49.920 --> 00:09:52.800]   You don't understand that I'm a shepherd.
[00:09:52.800 --> 00:09:54.680]   You can imagine Saul going, great,
[00:09:54.680 --> 00:09:56.280]   that's gonna work really well.
[00:09:56.280 --> 00:09:57.960]   He's like, I'm a shepherd, right?
[00:09:57.960 --> 00:09:59.520]   Like, and he said, you gotta understand,
[00:09:59.520 --> 00:10:01.720]   I tend the flocks of my father,
[00:10:01.720 --> 00:10:04.920]   and when the bears come, and when the lions come,
[00:10:04.920 --> 00:10:07.920]   I run after them, and I defeat them.
[00:10:07.920 --> 00:10:08.960]   I kill them.
[00:10:08.960 --> 00:10:10.680]   And this Philistine, this Goliath,
[00:10:10.680 --> 00:10:12.960]   he's just like an oversized bear.
[00:10:12.960 --> 00:10:14.520]   He's like an oversized lion.
[00:10:14.520 --> 00:10:16.760]   If you let me, I will go and fight him.
[00:10:16.760 --> 00:10:21.120]   And for some reason, the Bible doesn't tell us why,
[00:10:21.120 --> 00:10:25.240]   Saul changes his mind, and he says, okay, then, go.
[00:10:25.240 --> 00:10:26.760]   And you're like, hang on, at this point in the story,
[00:10:26.760 --> 00:10:28.920]   you're like, what is going on here?
[00:10:28.920 --> 00:10:30.520]   Here's what I think is going on.
[00:10:31.520 --> 00:10:33.560]   Saul realizes that because none of his army
[00:10:33.560 --> 00:10:36.440]   is going to fight, everybody's looking at him to fight.
[00:10:36.440 --> 00:10:39.400]   And he's so afraid himself to fight
[00:10:39.400 --> 00:10:42.520]   that he's willing to let a shepherd boy go fight.
[00:10:42.520 --> 00:10:43.520]   Great leadership.
[00:10:43.520 --> 00:10:45.880]   [audience laughing]
[00:10:45.880 --> 00:10:49.880]   So, so we know the rest of the story, don't we?
[00:10:49.880 --> 00:10:51.840]   He lets David go.
[00:10:51.840 --> 00:10:53.800]   David puts five little pebbles in his pouch,
[00:10:53.800 --> 00:10:56.920]   and he takes his staff, and he takes his shepherd's bag,
[00:10:56.920 --> 00:10:58.760]   and he runs after Goliath, and he says,
[00:10:58.760 --> 00:11:02.360]   you're just a stinky, little, uncircumcised Gentile.
[00:11:02.360 --> 00:11:04.920]   [imitates gun firing]
[00:11:04.920 --> 00:11:07.720]   Hits him first try, stone in the forehead.
[00:11:07.720 --> 00:11:09.040]   Doesn't kill him with that shot.
[00:11:09.040 --> 00:11:11.880]   He falls on the ground and literally is passed out.
[00:11:11.880 --> 00:11:14.320]   And then he takes a sword, and he cuts off Goliath's head.
[00:11:14.320 --> 00:11:16.360]   That's what kills him, cuts off his head.
[00:11:16.360 --> 00:11:17.960]   And he holds his head up in front of everybody,
[00:11:17.960 --> 00:11:20.400]   and he says, look what my God has done.
[00:11:20.400 --> 00:11:21.760]   And we have, for all history,
[00:11:21.760 --> 00:11:24.600]   one of the greatest stories of an underdog
[00:11:24.600 --> 00:11:27.960]   winning for everyone, amen?
[00:11:27.960 --> 00:11:29.880]   There's a moment in the story, though.
[00:11:29.880 --> 00:11:32.400]   There's this moment in the story
[00:11:32.400 --> 00:11:34.920]   that is the real reason why I think
[00:11:34.920 --> 00:11:37.160]   David actually wins the battle.
[00:11:37.160 --> 00:11:40.760]   And it's not because he has these five stones in a sling,
[00:11:40.760 --> 00:11:42.040]   and he has his shepherd's staff,
[00:11:42.040 --> 00:11:44.040]   and he has a sword that he cuts his head off.
[00:11:44.040 --> 00:11:47.040]   Actually, I think he wins the battle much earlier than that.
[00:11:47.040 --> 00:11:48.640]   And there's this little part in the story
[00:11:48.640 --> 00:11:50.560]   that is very often overlooked.
[00:11:50.560 --> 00:11:52.120]   In fact, most of the times the story's told,
[00:11:52.120 --> 00:11:54.240]   this part isn't even told with it.
[00:11:54.240 --> 00:11:56.880]   But I think it's this moment in the story
[00:11:56.880 --> 00:11:59.320]   where actually the victory takes place.
[00:11:59.320 --> 00:12:01.400]   And I think if we can understand the principle
[00:12:01.400 --> 00:12:03.560]   of what David does in this part of the story,
[00:12:03.560 --> 00:12:05.640]   it might actually set you up for the battle
[00:12:05.640 --> 00:12:08.720]   that God has put before you.
[00:12:08.720 --> 00:12:09.800]   So I wonder whether we could look at this
[00:12:09.800 --> 00:12:11.160]   little moment in the story.
[00:12:11.160 --> 00:12:12.200]   We're gonna jump back to the moment
[00:12:12.200 --> 00:12:14.760]   where David is giving his resume to Saul
[00:12:14.760 --> 00:12:16.240]   about being a shepherd.
[00:12:16.240 --> 00:12:18.200]   So this is picking up in 1 Samuel 17,
[00:12:18.200 --> 00:12:19.360]   starting in verse 34.
[00:12:19.360 --> 00:12:21.080]   But David said to Saul,
[00:12:21.080 --> 00:12:24.200]   "Your servant has been keeping his father's sheep.
[00:12:24.200 --> 00:12:26.520]   "When a lion or a bear came and carried the sheep
[00:12:26.520 --> 00:12:28.640]   "from the flock, I went after it,
[00:12:28.640 --> 00:12:31.800]   "struck it and rescued the sheep from its mouth.
[00:12:31.800 --> 00:12:34.320]   "When it turned on me, I seized it by its hair,
[00:12:34.320 --> 00:12:35.960]   "struck it and killed it.
[00:12:35.960 --> 00:12:38.080]   "Your servant has killed both lion and bear.
[00:12:38.080 --> 00:12:41.240]   "The uncircumcised Philistine, ha, ha, ha, ha,
[00:12:41.240 --> 00:12:42.920]   "will be like one of them,
[00:12:42.920 --> 00:12:45.920]   "because he has defiled the armies of the living God.
[00:12:45.920 --> 00:12:48.600]   "The Lord who delivered me from the paw of the lion
[00:12:48.600 --> 00:12:50.760]   "and the paw of the bear will deliver me
[00:12:50.760 --> 00:12:53.200]   "from the hand of this Philistine."
[00:12:53.200 --> 00:12:56.120]   So Saul said to David, "Go."
[00:12:56.120 --> 00:12:57.840]   And the Lord be with you.
[00:12:57.840 --> 00:13:00.080]   Then Saul dressed David in his own tunic.
[00:13:00.080 --> 00:13:01.680]   He put a coat of armor on him
[00:13:01.680 --> 00:13:03.680]   and a bronze helmet on his head.
[00:13:03.680 --> 00:13:06.560]   David fastened on his sword over the tunic
[00:13:06.560 --> 00:13:09.800]   and tried to walk around because he was not used to them.
[00:13:09.800 --> 00:13:12.120]   "I cannot go in these," he said to Saul,
[00:13:12.120 --> 00:13:13.720]   "because I'm not used to them."
[00:13:13.720 --> 00:13:15.240]   So he took them off.
[00:13:15.240 --> 00:13:16.760]   Then he took up his staff in his hand
[00:13:16.760 --> 00:13:19.520]   and he chose five smooth stones from the stream
[00:13:19.520 --> 00:13:22.160]   and he put them in his pouch of his shepherd's bag.
[00:13:22.160 --> 00:13:24.720]   And then with his sling in his hand,
[00:13:24.720 --> 00:13:26.160]   he approached the Philistine.
[00:13:26.160 --> 00:13:28.560]   There's this beautiful moment that happens here
[00:13:28.560 --> 00:13:31.400]   where Saul finally says, "Okay, you're gonna go
[00:13:31.400 --> 00:13:33.840]   "because I don't wanna fight, so you're gonna go."
[00:13:33.840 --> 00:13:36.040]   And he says these really quite important words.
[00:13:36.040 --> 00:13:37.880]   He says, "Go in the Lord."
[00:13:37.880 --> 00:13:39.520]   Doesn't that sound great?
[00:13:39.520 --> 00:13:41.260]   Doesn't that sound faithful?
[00:13:41.260 --> 00:13:42.920]   But he does this really interesting thing.
[00:13:42.920 --> 00:13:44.920]   He says to David, "Go in the Lord,"
[00:13:44.920 --> 00:13:46.440]   but then he does immediately something
[00:13:46.440 --> 00:13:48.760]   that seems to contradict that very thing.
[00:13:48.760 --> 00:13:49.600]   Notice this.
[00:13:49.600 --> 00:13:51.280]   He says, "Go in the Lord,"
[00:13:51.280 --> 00:13:53.400]   and then he dresses him like himself.
[00:13:54.700 --> 00:13:58.120]   He says, "Go in the Lord, but I want you to look like me."
[00:13:58.120 --> 00:14:01.400]   Go in the Lord, but you're gonna wear my clothes.
[00:14:01.400 --> 00:14:02.560]   Are you following?
[00:14:02.560 --> 00:14:03.760]   Which seems kind of contradictory
[00:14:03.760 --> 00:14:04.840]   'cause you just told me to go in the Lord,
[00:14:04.840 --> 00:14:07.300]   but now you're telling me how you want me to go.
[00:14:07.300 --> 00:14:08.320]   I thought this was the Lord,
[00:14:08.320 --> 00:14:11.400]   but now you're making this again about yourself.
[00:14:11.400 --> 00:14:13.920]   But I want you to see what happens here.
[00:14:13.920 --> 00:14:15.920]   He says, literally, it says,
[00:14:15.920 --> 00:14:19.880]   "Saul, then dress David in his tunic."
[00:14:19.880 --> 00:14:22.200]   It's like Saul, his thinking is this.
[00:14:22.200 --> 00:14:24.520]   Now notice this, don't be upset at Saul
[00:14:24.520 --> 00:14:26.980]   because Saul loves David, remember?
[00:14:26.980 --> 00:14:28.740]   And Saul's sending David into a battle
[00:14:28.740 --> 00:14:30.920]   that he thinks David is not gonna win.
[00:14:30.920 --> 00:14:34.060]   So he wants to set David up for success.
[00:14:34.060 --> 00:14:36.220]   His intentions are really good.
[00:14:36.220 --> 00:14:37.220]   Are you following this?
[00:14:37.220 --> 00:14:38.660]   His intentions are pure.
[00:14:38.660 --> 00:14:41.100]   He says, "Look, you're gonna go into battle,
[00:14:41.100 --> 00:14:42.700]   "and I know that's gonna be hard
[00:14:42.700 --> 00:14:44.080]   "because there's a nine-foot guy
[00:14:44.080 --> 00:14:45.360]   "and you're just a shepherd's boy,
[00:14:45.360 --> 00:14:46.620]   "so you're probably gonna lose,
[00:14:46.620 --> 00:14:50.040]   "but I wanna give you the best thing I can give you.
[00:14:50.040 --> 00:14:51.580]   "I wanna help you to be best prepared
[00:14:51.580 --> 00:14:52.780]   "for the battle that's ahead.
[00:14:52.780 --> 00:14:54.100]   "I wanna do all that I can."
[00:14:54.100 --> 00:14:54.940]   So you know what?
[00:14:54.940 --> 00:14:56.620]   I'm gonna give you my armor.
[00:14:56.620 --> 00:14:58.580]   This is the best armor in Israel.
[00:14:58.580 --> 00:15:00.180]   Nobody else's armor like this.
[00:15:00.180 --> 00:15:02.260]   In fact, no one in the history of Israel
[00:15:02.260 --> 00:15:04.500]   has ever worn the king's armor.
[00:15:04.500 --> 00:15:06.700]   It's reserved specifically for the king.
[00:15:06.700 --> 00:15:09.940]   It's the nicest, most expensive, best prepared.
[00:15:09.940 --> 00:15:12.540]   It is the best armor that they could possibly be made.
